id	2c298a08-f047-49c0-8e69-cec2187caddf	8e08141b-7a0a-4a93-b9f1-0479b423c4b0
400892	143.0	17.0
400891	4.0	1.0
91461	334.0	870.0
145483	1046.0	1049.0
145482	1560.0	1007.0
338339	1.0	0.0
100506810	23.0	18.0
338328	63.0	25.0
100506815	4.0	5.0
326337	0.0	0.0
326339	0.0	0.0
338321	38.0	57.0
338322	0.0	0.0
338323	13.0	7.0
338324	0.0	0.0
341965	3.0	1.0
326341	0.0	0.0
326340	0.0	0.0
326343	35.0	8.0
326342	2.0	10.0
54407	8454.0	9069.0
8710	5.0	12.0
100506834	152.0	100.0
8711	2270.0	1426.0
54413	526.0	1349.0
8703	4155.0	4728.0
101410540	0.0	0.0
8704	2489.0	3549.0
101410541	0.0	0.0
8701	95.0	77.0
101410542	0.0	0.0
54414	8706.0	3526.0
8702	1573.0	2158.0
100506835	0.0	5.0
101410543	0.0	2.0
8707	205.0	210.0
101410544	19.0	15.0
8708	9.0	71.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	1202.0	810.0
8706	2508.0	1432.0
326315	5.0	6.0
326317	1.0	0.0
8721	17680.0	13415.0
8722	11174.0	9172.0
8720	12180.0	13455.0
101410537	0.0	3.0
101410538	4881.0	2919.0
341947	3.0	2.0
8714	376.0	618.0
8715	12.0	382.0
100506826	52.0	43.0
8712	0.0	0.0
8718	86.0	127.0
101410533	124.0	66.0
101410534	0.0	0.0
326325	0.0	2.0
101410535	61.0	77.0
8717	1683.0	1357.0
54429	14.0	37.0
101410536	15.0	25.0
326307	1284.0	1067.0
8732	1560.0	1204.0
8733	8437.0	7809.0
8731	3205.0	4044.0
54431	15339.0	21358.0
400836	4.0	2.0
170487	208.0	212.0
54435	38.0	29.0
54434	2535.0	4809.0
400831	2.0	9.0
54433	907.0	909.0
400830	360.0	204.0
54432	11829.0	5694.0
54439	1977.0	2310.0
8725	7604.0	6678.0
8726	1115.0	1125.0
54438	431.0	353.0
54437	35.0	59.0
8723	5310.0	3588.0
326310	334.0	202.0
8724	8309.0	6951.0
54436	612.0	1716.0
8729	10271.0	14008.0
100337589	0.0	0.0
170485	0.0	0.0
8727	2974.0	3805.0
8728	234.0	730.0
170482	2.0	1.0
8740	30.0	57.0
8743	8209.0	16017.0
8744	3.0	8.0
8741	1266.0	1102.0
8742	1551.0	1654.0
102724868	0.0	0.0
102724866	5.0	3.0
54442	1778.0	2226.0
54441	11.0	14.0
54440	265.0	492.0
400823	15.0	14.0
102724862	0.0	0.0
54443	152.0	693.0
8736	269.0	447.0
8737	3160.0	3438.0
8735	0.0	14.0
326300	9.0	5.0
8738	1390.0	1063.0
8739	1.0	2.0
8751	8861.0	7504.0
8754	15733.0	19435.0
8755	0.0	0.0
102724853	0.0	0.0
54453	3623.0	4093.0
255512	208.0	152.0
54457	16.0	9.0
54456	39.0	141.0
554049	7.0	5.0
54455	4271.0	4120.0
54454	859.0	1785.0
8747	22.0	136.0
8748	7.0	2.0
8745	108.0	281.0
54458	4221.0	2842.0
400818	625.0	946.0
8749	0.0	1.0
8761	4902.0	12074.0
6100	354.0	355.0
8760	4927.0	4748.0
6102	1668.0	1637.0
8766	16701.0	28351.0
6101	1.0	1.0
8763	42506.0	30502.0
6103	478.0	479.0
8764	4580.0	4694.0
54460	3431.0	2732.0
54464	5128.0	5793.0
54463	2849.0	1541.0
54462	4005.0	3182.0
54461	6498.0	9040.0
54468	7627.0	6971.0
54467	3952.0	5591.0
54466	2.0	1.0
54465	1268.0	1061.0
255520	4016.0	2788.0
8759	0.0	0.0
8756	3.0	805.0
54469	5257.0	3644.0
8772	474.0	459.0
8773	7505.0	5905.0
8771	0.0	0.0
8776	3124.0	2839.0
8777	4140.0	6487.0
8774	4138.0	2712.0
8775	12706.0	10621.0
101928566	0.0	0.0
8767	1415.0	1885.0
6120	3194.0	2580.0
101928571	8.0	25.0
8784	33.0	68.0
6122	212605.0	229955.0
8781	384.0	242.0
6121	54.0	31.0
8787	135.0	238.0
6124	89119.0	107550.0
6123	10.0	11.0
8788	14.0	1.0
8785	102.0	5.0
6126	34.0	21.0
8786	115.0	426.0
6125	75529.0	76304.0
101928578	129.0	164.0
8780	4776.0	5635.0
6117	9122.0	8352.0
8778	5.0	16.0
6119	891.0	731.0
6118	3534.0	2910.0
8794	27.0	36.0
8795	2205.0	2015.0
6130	81578.0	104867.0
8792	339.0	845.0
6133	31912.0	27531.0
6132	83849.0	95222.0
8793	292.0	188.0
8798	1231.0	1215.0
6135	43791.0	55908.0
8799	3446.0	2673.0
6134	109483.0	100822.0
8796	3.0	6.0
6137	58913.0	59945.0
8797	405.0	626.0
6136	47381.0	56400.0
100421307	0.0	0.0
101735302	143.0	351.0
8790	1570.0	1517.0
100134444	0.0	0.0
6128	36485.0	46897.0
8789	4.0	66.0
6129	39681.0	40920.0
6142	16531.0	22399.0
6141	58886.0	59369.0
100421311	11.0	14.0
6144	10925.0	10391.0
6143	58380.0	65650.0
100421313	2.0	5.0
6146	20303.0	24836.0
6145	3.0	1.0
6148	0.0	0.0
6147	28367.0	30914.0
100421318	0.0	0.0
100421319	0.0	2.0
100337590	0.0	0.0
100337591	3.0	10.0
6139	2371.0	2769.0
6138	58303.0	63414.0
6152	29719.0	30493.0
6155	29245.0	29329.0
6154	17690.0	17142.0
100421324	0.0	1.0
6157	38622.0	44989.0
6156	39471.0	40062.0
6159	35766.0	45879.0
6158	39358.0	54911.0
100421328	8.0	0.0
6150	1525.0	1315.0
101928527	635.0	451.0
6164	25865.0	24303.0
6163	2.0	9.0
6166	10707.0	7794.0
6165	33020.0	33940.0
6168	50094.0	49710.0
6167	33042.0	37442.0
100421338	4.0	1.0
6169	15376.0	16410.0
101928536	0.0	0.0
6160	40792.0	47019.0
101928537	0.0	0.0
6161	45617.0	51899.0
100421331	1.0	0.0
6175	75632.0	115887.0
6174	137.0	131.0
6176	66173.0	73404.0
101928545	119.0	77.0
6171	22754.0	19655.0
6170	5782.0	6751.0
6173	2381.0	2770.0
6172	189.0	115.0
100421340	0.0	1.0
100421341	4.0	3.0
100421354	0.0	0.0
6185	48344.0	26288.0
101928550	10.0	13.0
6188	66419.0	86992.0
6187	36688.0	69512.0
100421357	0.0	0.0
6189	28324.0	27376.0
101928555	7.0	14.0
6182	928.0	1120.0
6181	28850.0	36493.0
6184	31436.0	20610.0
101928559	0.0	0.0
6183	1418.0	1405.0
100421350	9.0	8.0
100421351	10.0	20.0
100421353	3.0	0.0
6197	9553.0	7752.0
6196	4986.0	5763.0
6199	3149.0	2867.0
6198	3029.0	4061.0
6191	97460.0	87094.0
6193	45326.0	52190.0
6192	14880.0	23652.0
91373	1347.0	1526.0
6195	7141.0	6945.0
6194	118537.0	126793.0
390916	1928.0	2582.0
145407	281.0	378.0
100421363	1.0	0.0
100421376	0.0	1.0
100421379	2.0	1.0
91369	3681.0	4101.0
91368	1235.0	1262.0
652489	3.0	5.0
390924	85.0	83.0
389901	36.0	30.0
390928	7.0	7.0
390927	643.0	776.0
100421371	1.0	9.0
100421374	28.0	44.0
389903	0.0	4.0
100421389	1.0	2.0
91392	815.0	735.0
389935	0.0	0.0
389932	1.0	5.0
100421384	17.0	23.0
100421398	1.0	2.0
100421399	0.0	1.0
101928513	5.0	4.0
91380	0.0	0.0
390904	0.0	0.0
145438	85.0	54.0
100421390	2.0	2.0
100421391	0.0	0.0
100421395	7.0	7.0
100421397	2.0	5.0
375316	8.0	13.0
375318	0.0	0.0
390963	152.0	126.0
375307	130.0	142.0
389941	117.0	41.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	1.0
387316	4.0	0.0
121456	79.0	129.0
387317	0.0	0.0
121457	609.0	585.0
389976	0.0	1.0
375341	875.0	893.0
387319	0.0	0.0
375323	95.0	23.0
389970	2.0	3.0
390940	138.0	80.0
133418	7522.0	12718.0
390948	0.0	0.0
121441	2106.0	1761.0
390949	4.0	0.0
652411	3.0	4.0
145370	4.0	2.0
102724954	0.0	1.0
54596	26.0	0.0
375484	730.0	948.0
91526	409.0	716.0
133396	108.0	14.0
196951	653.0	380.0
91523	94.0	179.0
91522	212.0	187.0
121391	4.0	2.0
145376	10.0	11.0
400986	95.0	118.0
400984	4.0	10.0
196968	13.0	9.0
157378	1019.0	1249.0
723961	0.0	0.0
145389	491.0	407.0
157381	265.0	133.0
91543	201.0	515.0
91544	700.0	675.0
102724923	0.0	0.0
652423	0.0	0.0
169355	2.0	6.0
400966	2.0	2.0
121364	0.0	0.0
400961	2088.0	2799.0
157376	0.0	0.0
91574	2724.0	1832.0
157313	36.0	225.0
157317	1.0	1.0
147991	7145.0	7107.0
399495	1.0	2.0
159963	0.0	4.0
100506965	473.0	687.0
100506963	122.0	91.0
387495	0.0	0.0
387496	334.0	494.0
387494	0.0	0.0
387491	0.0	0.0
387492	34.0	26.0
387486	0.0	0.0
157310	3549.0	288.0
100506994	136.0	485.0
338470	4.0	7.0
170302	26.0	52.0
204010	2.0	0.0
399473	67.0	125.0
399474	371.0	1085.0
91584	104.0	277.0
159989	33.0	28.0
91582	5424.0	4107.0
107126360	3.0	4.0
133383	757.0	460.0
100506930	1339.0	3113.0
100820741	0.0	0.0
338448	0.0	0.0
8808	148.0	40.0
8809	117.0	157.0
54512	1146.0	1127.0
54511	146.0	30.0
54510	1164.0	2509.0
54516	850.0	789.0
8802	5667.0	4058.0
8803	4183.0	3010.0
54514	3.0	2.0
8800	3196.0	1817.0
8801	9318.0	7265.0
8807	5.0	12.0
400916	975.0	927.0
54518	213.0	532.0
8804	7021.0	6501.0
100506939	4.0	2.0
54517	707.0	1013.0
8805	5452.0	5918.0
8820	35.0	60.0
8821	4110.0	1906.0
338440	403.0	362.0
338442	41.0	58.0
8819	442.0	538.0
100820732	0.0	0.0
255620	1.0	0.0
54522	353.0	419.0
54521	1518.0	1599.0
54520	1671.0	2235.0
100820735	1.0	0.0
8813	1931.0	1389.0
170393	9.0	5.0
8814	126.0	179.0
170392	1.0	0.0
100506925	0.0	0.0
8811	5.0	2.0
8812	869.0	1064.0
8817	15.0	51.0
8818	3151.0	2577.0
54529	3109.0	2975.0
255626	0.0	0.0
8815	6958.0	4927.0
8816	5164.0	8013.0
170394	1343.0	2499.0
8831	787.0	1165.0
8832	214.0	859.0
100506953	0.0	1.0
338433	0.0	0.0
338436	0.0	1.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	2101.0	1778.0
54532	2132.0	3399.0
54531	1357.0	1764.0
54538	586.0	570.0
8824	5006.0	5003.0
8825	269.0	524.0
54537	3879.0	2540.0
54536	3195.0	1892.0
8822	7.0	14.0
8823	2.0	0.0
54535	1740.0	1763.0
8828	741.0	2587.0
8829	3019.0	5384.0
8826	19838.0	22733.0
54539	5163.0	4151.0
8842	386.0	100.0
8843	18.0	21.0
8840	139.0	338.0
8841	3730.0	4068.0
100158257	0.0	0.0
54541	2077.0	3483.0
54540	1624.0	2103.0
54545	6431.0	5397.0
54544	0.0	0.0
54543	10016.0	7400.0
54542	2781.0	4733.0
54549	2930.0	3880.0
8835	11324.0	4813.0
8836	466.0	324.0
8833	5215.0	6515.0
8834	2073.0	2163.0
54546	1.0	5.0
8839	210.0	338.0
8837	8028.0	9951.0
8838	24.0	9.0
101928483	33.0	45.0
8850	4977.0	3055.0
101928484	1.0	0.0
8853	901.0	2320.0
8854	1974.0	1923.0
8851	130.0	272.0
8852	0.0	0.0
400960	818.0	1013.0
338412	0.0	0.0
338413	0.0	0.0
54552	695.0	1298.0
400957	12.0	6.0
54551	44.0	64.0
54550	6.0	21.0
196996	256.0	235.0
400955	29.0	3.0
400954	61.0	1022.0
54556	792.0	1034.0
54555	3681.0	3367.0
400952	22.0	24.0
54554	1407.0	1347.0
400950	0.0	6.0
8846	1083.0	869.0
100820709	5.0	1.0
8847	79.0	83.0
54558	1147.0	552.0
8844	393.0	696.0
54557	1198.0	1213.0
8848	31022.0	29521.0
196993	125.0	39.0
8861	4477.0	6130.0
101928492	227.0	208.0
8864	2153.0	2959.0
6201	26317.0	34574.0
6203	53189.0	57193.0
8862	540.0	444.0
101928496	0.0	0.0
8863	3772.0	4046.0
6202	74604.0	81859.0
723972	4.0	12.0
400946	14.0	60.0
400945	57.0	48.0
54567	391.0	518.0
54566	3903.0	4603.0
400941	0.0	3.0
8857	258.0	6957.0
8858	4.0	18.0
54569	0.0	0.0
8856	8.0	17.0
54568	0.0	0.0
8859	740.0	836.0
8871	3409.0	6459.0
8872	2923.0	3244.0
6210	28307.0	27629.0
8870	454.0	612.0
100421500	0.0	0.0
8875	79.0	89.0
8876	39.0	52.0
8874	6815.0	5946.0
100421506	1.0	3.0
100421509	0.0	0.0
54570	0.0	0.0
400935	2.0	12.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	1.0
400932	4.0	30.0
54571	0.0	0.0
54578	9.0	16.0
255631	9.0	52.0
400931	48.0	89.0
54577	0.0	1.0
54576	6.0	2.0
54575	0.0	0.0
6205	80247.0	83969.0
100506915	4.0	27.0
8869	510.0	604.0
6204	9988.0	8658.0
6207	21938.0	23385.0
6206	44260.0	46647.0
8867	867.0	1072.0
54579	0.0	0.0
6209	16174.0	20215.0
6208	43325.0	45994.0
170384	1015.0	1184.0
100506916	1.0	0.0
8882	2112.0	2022.0
8883	2525.0	2673.0
8880	5955.0	7102.0
8881	4437.0	4048.0
8886	5532.0	5610.0
6223	35990.0	42346.0
100421512	0.0	0.0
8887	16035.0	12583.0
6222	107449.0	118811.0
8884	1337.0	2159.0
6224	49769.0	36984.0
100421515	64.0	27.0
54581	408.0	508.0
54580	0.0	0.0
54585	1983.0	1445.0
54584	176.0	245.0
54583	3597.0	3874.0
54587	670.0	4207.0
54586	0.0	0.0
8879	12534.0	12534.0
170371	185.0	352.0
170370	0.0	1.0
8877	212.0	315.0
6218	35766.0	37559.0
6217	33106.0	38616.0
8878	15491.0	15535.0
6219	4.0	2.0
100506907	0.0	1.0
100506906	153.0	188.0
255649	0.0	0.0
6230	28586.0	28290.0
8893	4689.0	5742.0
8894	4884.0	4639.0
101928440	1.0	0.0
8891	1633.0	1417.0
6232	34833.0	32393.0
8892	2081.0	1696.0
6231	6792.0	6655.0
8897	771.0	736.0
6234	16153.0	18360.0
8898	7076.0	4537.0
6233	30385.0	26101.0
8895	16710.0	13456.0
6236	149.0	196.0
8896	3291.0	2350.0
6235	13752.0	14636.0
101928442	0.0	0.0
101928448	0.0	0.0
8890	3993.0	4265.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	7.0	4.0
253039	3523.0	3647.0
6227	16252.0	15605.0
6226	5.0	5.0
6229	60800.0	45106.0
8888	4682.0	9817.0
6228	35257.0	36339.0
6241	141.0	1292.0
6240	4609.0	5838.0
100421411	0.0	13.0
6242	2009.0	2042.0
100421413	7.0	3.0
101928455	2.0	2.0
6244	0.0	2.0
6247	2.0	9.0
100421415	14.0	21.0
6246	0.0	0.0
280644	0.0	1.0
253044	0.0	1.0
6238	23794.0	30735.0
6237	4232.0	2601.0
8899	5192.0	7132.0
6239	6158.0	8301.0
6252	5170.0	2369.0
100421420	20.0	18.0
6251	3224.0	3361.0
100421422	4.0	0.0
6253	2005.0	937.0
6256	7545.0	6776.0
100421424	0.0	0.0
6258	24.0	4.0
6257	3805.0	3966.0
100421428	0.0	1.0
101928469	0.0	0.0
100421429	0.0	2.0
280637	2.0	0.0
280636	4031.0	3132.0
253018	17.0	48.0
253017	0.0	2.0
253012	61.0	192.0
6249	6933.0	9101.0
6248	0.0	0.0
6263	82.0	224.0
100421431	1.0	0.0
6262	267.0	574.0
100421432	7.0	2.0
101928470	0.0	0.0
100421433	2.0	2.0
100421436	96.0	28.0
100421439	1.0	1.0
6261	224.0	260.0
6260	10.0	7.0
6259	4960.0	4721.0
100421430	0.0	1.0
6274	10.0	17.0
6273	91.0	230.0
6276	6.0	5.0
6275	1559.0	1031.0
6278	0.0	0.0
6277	5587.0	6474.0
6279	51.0	31.0
6272	5839.0	7916.0
6271	45.0	51.0
6285	55.0	56.0
6284	935.0	886.0
100421455	0.0	0.0
6286	56.0	319.0
6289	25.0	1.0
6288	96.0	11.0
6281	6457.0	8043.0
6280	151.0	178.0
6283	4.0	5.0
6282	12503.0	13108.0
123920	851.0	1733.0
100421451	0.0	0.0
6296	4208.0	3233.0
6295	9.0	1.0
6297	1783.0	3639.0
6299	23.0	101.0
101928420	0.0	0.0
6290	0.0	0.0
6291	1.0	0.0
6294	4930.0	7867.0
6293	4427.0	5044.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	0.0	0.0
54505	4545.0	4647.0
280660	0.0	0.0
54504	439.0	1310.0
280661	41.0	20.0
54503	745.0	1390.0
54502	24240.0	19225.0
54509	29.0	59.0
123904	0.0	0.0
54508	148.0	114.0
100421473	0.0	0.0
54507	164.0	332.0
100421487	0.0	1.0
133308	277.0	279.0
147945	3.0	5.0
123970	0.0	0.0
100421480	2.0	3.0
147947	2084.0	1979.0
147948	436.0	338.0
147949	476.0	445.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	2.0	0.0
100421499	0.0	0.0
101060006	2.0	2.0
101060005	1.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	1.0	0.0
147965	1548.0	1254.0
147968	87.0	25.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	1.0	423.0
121360	0.0	0.0
101060032	5.0	2.0
135924	0.0	0.0
135927	5.0	3.0
121355	597.0	21.0
147906	281.0	1261.0
135932	148.0	68.0
101060045	1.0	5.0
135935	0.0	1.0
101060040	0.0	0.0
147912	1419.0	1725.0
135942	0.0	0.0
135941	0.0	0.0
121340	0.0	1.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	2.0	7.0
147923	1168.0	1273.0
147920	8.0	4.0
147929	271.0	371.0
104326192	1.0	1.0
104326193	0.0	13.0
375444	113.0	84.0
104326189	2.0	0.0
101060020	0.0	5.0
375449	3927.0	3100.0
104326188	0.0	0.0
121328	9.0	6.0
91653	2499.0	3324.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	859.0	4602.0
27085	166.0	201.0
27086	10230.0	13182.0
389756	0.0	1.0
147429	170.0	37.0
27089	7562.0	5430.0
91646	15.0	91.0
91647	1221.0	1022.0
642968	4.0	1.0
135458	0.0	2.0
390766	0.0	0.0
27098	2356.0	490.0
27099	1.0	1.0
27097	1578.0	1948.0
389741	287.0	370.0
27090	337.0	444.0
27091	0.0	2.0
27094	42.0	207.0
27095	4106.0	2885.0
27092	7091.0	943.0
642976	5.0	4.0
400629	0.0	1.0
27093	0.0	0.0
160428	241.0	415.0
375133	284.0	286.0
387122	2.0	7.0
390730	1.0	2.0
390732	0.0	0.0
390735	0.0	0.0
387119	269.0	422.0
27063	19.0	5.0
387117	0.0	0.0
27069	13173.0	7914.0
400612	0.0	0.0
27067	3248.0	3762.0
27068	5714.0	4025.0
221908	541.0	581.0
341799	0.0	0.0
400619	73.0	552.0
642987	157.0	115.0
400618	35.0	38.0
400617	80.0	90.0
64065	22721.0	11638.0
91662	5.0	156.0
91663	5551.0	9966.0
64064	29.0	29.0
64067	149.0	200.0
64066	0.0	0.0
91661	1588.0	1597.0
91664	1486.0	1745.0
147463	286.0	706.0
387111	4.0	5.0
27076	3451.0	1540.0
390748	1.0	1.0
27077	692.0	478.0
400604	140.0	161.0
27074	420.0	423.0
27075	7297.0	11840.0
389766	1.0	8.0
387103	77.0	169.0
387104	9.0	5.0
27079	568.0	616.0
389763	0.0	0.0
341784	5.0	1.0
642996	0.0	1.0
27072	5885.0	5831.0
160419	0.0	4.0
64061	3261.0	2908.0
400609	1.0	1.0
160418	3591.0	2809.0
64063	939.0	704.0
27071	131.0	136.0
64062	3381.0	4206.0
91695	201.0	345.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	0.0	4.0
100313770	1.0	0.0
64077	1768.0	1164.0
91694	2299.0	2094.0
100313771	0.0	0.0
390790	2.0	3.0
221927	3769.0	5284.0
390792	5.0	0.0
400680	16.0	37.0
27043	4697.0	5468.0
27044	29672.0	34163.0
27042	1388.0	2036.0
389799	8.0	6.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	236.0	214.0
100313777	0.0	0.0
27040	4.0	18.0
100313774	0.0	0.0
64073	58.0	70.0
64087	32365.0	48584.0
221914	21.0	77.0
64089	777.0	931.0
100313781	0.0	0.0
91683	190.0	444.0
91689	6804.0	4361.0
100313780	0.0	0.0
245908	0.0	0.0
91687	349.0	424.0
245909	0.0	0.0
400673	744.0	880.0
389792	55.0	189.0
389791	4.0	11.0
387129	0.0	0.0
400668	0.0	0.0
389787	82.0	111.0
64081	931.0	1065.0
64080	210.0	186.0
64083	20292.0	19109.0
64084	977.0	17795.0
64098	141.0	309.0
64097	1405.0	1019.0
400660	15.0	25.0
8909	8.0	13.0
27022	2.0	198.0
8907	3072.0	2909.0
341757	0.0	0.0
400658	40.0	19.0
8908	658.0	910.0
147407	0.0	1.0
27020	10341.0	9183.0
400657	888.0	790.0
27023	0.0	8.0
400654	0.0	0.0
64090	0.0	4.0
64092	84.0	186.0
64091	413.0	736.0
8900	2.0	5.0
64094	4689.0	16442.0
8905	610.0	980.0
147409	2.0	7.0
64093	1596.0	1474.0
8906	1976.0	2616.0
64096	0.0	1.0
8904	2820.0	4888.0
221935	854.0	10110.0
221937	1317.0	3344.0
221938	2.0	4.0
400652	37.0	40.0
400650	9.0	12.0
27039	36.0	9.0
27032	36903.0	32930.0
27033	21.0	34.0
27030	1704.0	2104.0
27031	349.0	366.0
27036	16.0	50.0
400645	0.0	0.0
27037	2162.0	2177.0
400644	9.0	2.0
27034	9840.0	4296.0
400643	9164.0	66.0
27035	76.0	81.0
8912	2064.0	10228.0
100313769	2.0	1.0
8913	864.0	175.0
8910	1368.0	906.0
8911	7.0	14.0
8916	6349.0	5580.0
8914	1305.0	2336.0
8915	1178.0	1217.0
245935	0.0	0.0
245936	0.0	0.0
245937	1.0	1.0
245938	0.0	0.0
8930	2280.0	2057.0
245939	0.0	0.0
221960	350.0	400.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	4432.0	9388.0
8927	114.0	248.0
8928	3.0	1.0
8925	3750.0	8154.0
8926	73.0	72.0
221955	1702.0	1701.0
8941	1.0	27.0
8942	45.0	79.0
375189	30.0	23.0
8940	23.0	36.0
245940	0.0	0.0
206338	7.0	13.0
375190	526.0	543.0
196446	55.0	111.0
8934	5472.0	3456.0
8935	2410.0	3092.0
196441	2023.0	2572.0
8932	3543.0	3535.0
8933	5606.0	4201.0
8938	997.0	4111.0
8939	4619.0	6162.0
8936	524.0	929.0
326105	4.0	1.0
245913	0.0	0.0
245915	0.0	0.0
221981	538.0	1007.0
245910	0.0	0.0
206358	1879.0	3473.0
245911	0.0	0.0
245912	3.0	3.0
196415	0.0	0.0
642909	2.0	1.0
642907	0.0	0.0
8945	3215.0	4389.0
54659	6.0	32.0
54658	0.0	10.0
8943	12661.0	17853.0
54657	0.0	0.0
8944	0.0	0.0
196410	9.0	39.0
245927	0.0	0.0
245928	0.0	0.0
6300	297.0	530.0
245929	0.0	0.0
6302	5820.0	2824.0
6301	10580.0	9605.0
160492	3.0	4.0
54662	3335.0	3458.0
54661	2.0	30.0
54660	16.0	39.0
54665	3076.0	3138.0
54664	9129.0	6294.0
54663	1304.0	1361.0
8970	342.0	191.0
8971	9740.0	9190.0
101928363	2.0	3.0
8974	2115.0	1471.0
6311	4301.0	4108.0
8975	1954.0	2679.0
6310	4687.0	4773.0
91612	4941.0	3948.0
100421601	0.0	0.0
8972	4.0	18.0
8973	1.0	18.0
245972	90.0	110.0
245973	195.0	225.0
54677	6016.0	3121.0
54676	2206.0	2160.0
54675	8314.0	3296.0
147468	0.0	0.0
54674	137.0	198.0
6304	5798.0	6802.0
6303	26441.0	25177.0
8968	3.0	0.0
6305	2933.0	5581.0
91603	1411.0	1354.0
91608	86.0	189.0
6307	10465.0	2826.0
642924	9.0	8.0
8969	247.0	63.0
6309	24688.0	11288.0
91607	365.0	865.0
6320	486.0	661.0
6322	370.0	372.0
8985	3309.0	4605.0
8986	1925.0	2604.0
64002	13633.0	230.0
101928378	122.0	195.0
6324	139.0	657.0
64005	327.0	1072.0
6323	0.0	1.0
101928376	2.0	11.0
54680	1440.0	1712.0
642938	137.0	41.0
54682	5863.0	10042.0
54681	4329.0	4780.0
196403	2760.0	3033.0
6315	0.0	31.0
6314	1909.0	2522.0
6317	4.0	23.0
8976	6799.0	8108.0
6319	83108.0	38215.0
6318	8.0	11.0
642935	9.0	17.0
8992	12689.0	8392.0
8993	3.0	7.0
6331	91.0	99.0
8991	3342.0	4531.0
6330	526.0	337.0
100421621	4.0	6.0
8996	4268.0	2435.0
101928388	3.0	3.0
6332	1052.0	1231.0
8997	562.0	1980.0
8994	4815.0	5614.0
6335	80.0	183.0
8995	6.0	5.0
6334	395.0	325.0
147495	4656.0	6203.0
100421629	0.0	0.0
8989	0.0	2.0
6326	212.0	331.0
8987	184.0	301.0
6328	14.0	41.0
91624	1564.0	2802.0
6327	140.0	146.0
8988	36.0	12.0
6329	21.0	4.0
642946	329.0	232.0
6340	197.0	244.0
6342	26810.0	15358.0
6341	3245.0	2741.0
6344	1.0	1.0
100421633	0.0	0.0
6343	10.0	0.0
100421634	0.0	1.0
6346	0.0	2.0
6345	121.0	178.0
100421638	1.0	2.0
642958	3.0	6.0
642959	0.0	0.0
6337	2205.0	7122.0
642952	0.0	0.0
6336	2.0	0.0
6339	86.0	172.0
91614	133.0	74.0
8999	18.0	45.0
6338	78.0	177.0
642954	39.0	49.0
6351	60.0	80.0
6352	713.0	822.0
6355	5.0	14.0
6354	0.0	1.0
6357	11.0	13.0
6356	12.0	55.0
100421528	5.0	3.0
6348	14.0	60.0
6347	548.0	998.0
196394	432.0	336.0
6362	40.0	23.0
6361	6.0	7.0
6364	24.0	32.0
6363	149.0	408.0
100421533	39.0	57.0
6366	282.0	295.0
100421535	0.0	0.0
6368	34.0	22.0
6367	21.0	204.0
101928337	4.0	0.0
6360	2.0	3.0
255349	3.0	3.0
6359	2.0	3.0
6358	40.0	27.0
6373	335.0	684.0
101928340	2.0	5.0
6372	79.0	60.0
100421542	0.0	0.0
6375	8.0	9.0
6374	19.0	14.0
100421545	14.0	29.0
6376	2696.0	3630.0
101928345	1.0	31.0
100421549	0.0	0.0
6370	5.0	1.0
255313	0.0	0.0
196374	0.0	1.0
6369	0.0	3.0
6383	5624.0	4663.0
6386	8411.0	9790.0
6385	10536.0	8121.0
6388	4483.0	2693.0
6387	3582.0	2096.0
6389	6345.0	7621.0
255330	0.0	1.0
6382	7754.0	11281.0
102724246	4.0	4.0
255324	4.0	3.0
196385	70.0	68.0
196383	2186.0	2714.0
100421550	0.0	1.0
6397	3966.0	7697.0
100421565	0.0	0.0
6396	8454.0	8645.0
100421566	0.0	0.0
6399	1645.0	909.0
6398	1744.0	661.0
6391	7435.0	6553.0
6390	4006.0	3330.0
6392	5518.0	3652.0
282997	141.0	106.0
282996	27.0	35.0
100134229	516.0	608.0
282991	2634.0	1629.0
100421560	0.0	0.0
100421577	33.0	55.0
100421579	5.0	3.0
255394	598.0	1055.0
102724224	1.0	1.0
54600	0.0	0.0
54602	6212.0	3628.0
282980	0.0	0.0
54606	4231.0	4855.0
100421572	0.0	0.0
100421588	4.0	10.0
100421589	389.0	84.0
282974	517.0	822.0
282973	259.0	325.0
54619	612.0	871.0
100421581	2.0	2.0
196335	5.0	8.0
100421582	4.0	22.0
54617	2797.0	3597.0
100421598	0.0	1.0
100421599	1.0	1.0
255374	262.0	153.0
