id	c2b1046e-0aaf-4bfb-8d29-58f963d4484b	0d1c74b2-4b01-43d8-8283-987c16c5e3a5
106479994	1.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	259.0	349.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	62.0	123.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	1307.0	1468.0
106480946	0.0	0.0
57402	612.0	251.0
57403	1822.0	3532.0
57404	2154.0	3217.0
57405	13.0	43.0
389416	5.0	0.0
149501	19.0	25.0
9080	5.0	9.0
106480950	0.0	0.0
57406	549.0	503.0
57407	3592.0	4374.0
57408	14.0	1.0
730005	112.0	126.0
57409	819.0	1146.0
106480959	0.0	0.0
729013	921.0	1010.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	1.0	3.0
106479986	0.0	0.0
9094	1415.0	1532.0
106479985	0.0	0.0
106480952	1.0	0.0
9095	145.0	164.0
106479984	1.0	0.0
106480951	0.0	0.0
9092	4175.0	5046.0
106479983	2.0	1.0
106480954	0.0	0.0
9093	2488.0	4146.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	30.0	33.0
106479981	0.0	0.0
106480956	0.0	0.0
9099	173.0	154.0
106479980	0.0	1.0
106480955	0.0	0.0
9096	21.0	20.0
106480958	0.0	0.0
9097	5325.0	7570.0
106480957	1.0	0.0
57413	58.0	112.0
57414	8685.0	9087.0
57415	1115.0	609.0
389404	10.0	5.0
9091	3277.0	3198.0
57410	7004.0	9751.0
389400	0.0	0.0
106480961	0.0	0.0
57412	29.0	46.0
106480960	0.0	0.0
57418	1952.0	2148.0
57419	2475.0	1543.0
106480927	0.0	1.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	2.0
106479936	0.0	0.0
106480929	0.0	1.0
106479935	0.0	1.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	0.0	1.0
106479931	0.0	0.0
390431	2.0	0.0
106479930	1.0	1.0
390432	0.0	0.0
400322	221.0	350.0
390433	0.0	0.0
106480921	0.0	0.0
106480920	0.0	0.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	0.0	1.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	1.0	0.0
100996350	8.0	9.0
389434	79.0	84.0
642402	0.0	0.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	1.0	3.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	0.0	1.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	1.0	1.0
353497	144.0	207.0
390442	0.0	0.0
106480930	0.0	0.0
390443	0.0	0.0
389432	321.0	5677.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	13.0	8.0
106480935	1.0	3.0
389428	12.0	0.0
341405	0.0	0.0
389422	9.0	5.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	0.0
106480904	0.0	0.0
106480907	0.0	1.0
106479958	0.0	1.0
106479957	0.0	0.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	1.0	0.0
106479952	0.0	0.0
654412	2.0	0.0
106479951	0.0	0.0
390411	1.0	1.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	8.0	4.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	1.0	0.0
106480902	0.0	0.0
57446	7691.0	14299.0
57447	8317.0	7404.0
390418	3.0	0.0
100996331	0.0	0.0
57448	4726.0	12537.0
390419	0.0	0.0
57449	619.0	717.0
389458	0.0	1.0
642425	0.0	0.0
642424	0.0	0.0
100125556	159.0	111.0
106479949	0.0	0.0
106480916	0.0	2.0
106479948	0.0	0.0
106480915	2.0	1.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	0.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	1.0	0.0
642443	21.0	4.0
106479942	1.0	1.0
106479941	0.0	23.0
106479940	0.0	0.0
390421	2.0	2.0
57451	883.0	852.0
106480910	0.0	0.0
57452	647.0	1019.0
390423	0.0	0.0
414919	4455.0	3589.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	0.0	1.0
106480914	0.0	0.0
414918	863.0	739.0
106480913	0.0	0.0
57458	1491.0	3401.0
390429	0.0	3.0
57459	1634.0	3508.0
57453	15.0	30.0
57455	1161.0	2069.0
57456	1652.0	3301.0
106479939	0.0	0.0
390472	1.0	1.0
162540	0.0	0.0
150554	14.0	19.0
729082	4312.0	9517.0
729085	269.0	430.0
729079	3.0	0.0
390483	1.0	2.0
730061	8.0	3.0
150568	0.0	0.0
729073	6.0	14.0
497258	165.0	284.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	891.0	2448.0
730092	79.0	92.0
730091	250.0	224.0
150577	2.0	2.0
150572	62.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	2.0	0.0
102546227	1.0	0.0
106479902	1.0	0.0
730087	60.0	93.0
106479901	0.0	0.0
106479900	0.0	0.0
730086	3.0	4.0
729097	26.0	15.0
389493	150.0	215.0
221613	0.0	0.0
729096	5.0	18.0
729092	6.0	7.0
729046	27.0	36.0
729042	3.0	2.0
729041	42.0	14.0
730029	25.0	15.0
730023	5.0	2.0
729032	0.0	0.0
730016	1.0	1.0
730058	0.0	0.0
730052	6.0	2.0
730051	518.0	1120.0
221662	416.0	1563.0
150538	10.0	23.0
162515	85.0	587.0
162517	6.0	7.0
729059	3.0	2.0
162514	12.0	10.0
730041	4.0	11.0
149563	180.0	1336.0
221656	876.0	1585.0
729050	3.0	1.0
221687	13.0	22.0
221692	125.0	209.0
162494	102.0	73.0
654391	0.0	0.0
198437	0.0	1.0
257629	1.0	0.0
267004	8.0	16.0
149499	7.0	3.0
162466	23.0	16.0
255022	7.0	5.0
162461	7.0	18.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	1.0
150472	415.0	786.0
255031	216.0	238.0
255025	0.0	0.0
101101692	41.0	35.0
255027	745.0	1601.0
267002	314.0	690.0
150483	4.0	5.0
282617	0.0	0.0
282618	0.0	0.0
282616	0.0	1.0
644990	24.0	28.0
9103	8.0	18.0
9100	4305.0	5465.0
9101	2509.0	5208.0
644994	0.0	0.0
9107	2253.0	3810.0
9104	698.0	406.0
400242	145.0	127.0
84959	77.0	652.0
255061	5.0	2.0
84958	7358.0	7098.0
654319	3.0	1.0
100996315	2.0	1.0
84966	95.0	106.0
57348	97.0	97.0
282679	458.0	518.0
84968	22.0	38.0
84967	1534.0	1281.0
84962	1444.0	1523.0
57343	667.0	2000.0
654320	0.0	0.0
255057	9.0	46.0
84961	1337.0	2415.0
654321	1.0	1.0
400238	0.0	0.0
654322	1.0	0.0
84964	64.0	88.0
400236	53.0	77.0
644988	7.0	3.0
84960	191.0	253.0
642326	0.0	0.0
9113	2565.0	5652.0
9114	8163.0	6011.0
9111	542.0	465.0
9112	2098.0	3391.0
9117	5112.0	10479.0
9118	18.0	64.0
414899	0.0	0.0
100996307	183.0	141.0
100996306	0.0	0.0
84948	421.0	729.0
9110	2026.0	4022.0
84947	520.0	1131.0
84955	533.0	1295.0
84954	1961.0	1775.0
84957	73.0	130.0
100996301	25.0	25.0
84951	5056.0	3236.0
84950	2101.0	4085.0
84953	37.0	605.0
400224	16.0	66.0
84952	10179.0	20829.0
644998	0.0	0.0
9108	54.0	55.0
642337	3.0	2.0
644997	0.0	3.0
9124	5409.0	3733.0
9125	1663.0	3568.0
9122	259.0	197.0
9123	437.0	579.0
9128	1945.0	2718.0
9129	1121.0	1574.0
9126	2040.0	4701.0
9127	21.0	9.0
94304	0.0	0.0
255043	104.0	44.0
9120	16.0	90.0
9121	1684.0	1016.0
57369	0.0	0.0
84988	945.0	1228.0
84987	2284.0	2295.0
84989	50.0	47.0
84984	90.0	158.0
84983	3.0	82.0
84986	758.0	1496.0
84985	5.0	1.0
642345	4.0	3.0
9119	0.0	17.0
84981	1418.0	893.0
9135	4989.0	11007.0
9136	924.0	1549.0
9133	172.0	459.0
9134	29.0	74.0
9139	3800.0	7627.0
267014	0.0	0.0
267015	2.0	5.0
9138	2583.0	3777.0
267017	0.0	7.0
9131	2032.0	3480.0
9132	427.0	204.0
84969	311.0	624.0
9130	3929.0	3698.0
400208	1.0	5.0
84976	396.0	482.0
400209	44.0	83.0
400206	0.0	0.0
84978	96.0	82.0
84973	1527.0	3152.0
84975	2272.0	2318.0
57379	1.0	2.0
642357	37.0	9.0
84971	914.0	1376.0
84970	1.0	0.0
267020	3.0	3.0
9146	2645.0	4681.0
9147	1197.0	2208.0
9144	21497.0	40669.0
9145	2873.0	2063.0
9148	28.0	72.0
106479899	0.0	0.0
9149	1080.0	2051.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	0.0
106479895	0.0	1.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	8.0	2.0
57380	1268.0	2423.0
9143	10.0	17.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	479.0	765.0
9140	1602.0	2203.0
106479891	0.0	0.0
9141	926.0	1388.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	16.0	47.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	0.0
9158	2673.0	3453.0
9156	8.0	73.0
106479889	0.0	0.0
9159	3809.0	2784.0
106479888	0.0	0.0
106479887	0.0	1.0
654346	2.0	0.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	1099.0	1567.0
106480896	0.0	0.0
106479885	0.0	1.0
57396	812.0	1485.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	2.0	3.0
106479882	0.0	0.0
9154	0.0	1.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	63.0	81.0
9152	3.0	1.0
654350	0.0	0.0
84996	406.0	396.0
84991	2501.0	4349.0
84993	3232.0	2850.0
84992	0.0	0.0
9168	10719.0	10893.0
9169	4800.0	12729.0
9166	1413.0	1960.0
642395	4.0	3.0
9167	5149.0	8303.0
642394	0.0	8.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	152.0	221.0
106480867	0.0	0.0
9162	16.0	44.0
106480869	0.0	0.0
654383	2.0	0.0
106480871	0.0	0.0
106480870	0.0	0.0
106480873	0.0	1.0
282697	0.0	0.0
400258	2.0	4.0
106480872	0.0	0.0
642389	0.0	0.0
654381	1.0	0.0
9179	1092.0	1299.0
9177	0.0	0.0
106480875	0.0	0.0
9172	589.0	281.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	1471.0	1270.0
106480876	0.0	0.0
9175	1858.0	3547.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	117.0	121.0
106480880	0.0	4.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	1.0	2.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	0.0	1.0
137868	3.0	4.0
730112	20.0	39.0
106480849	0.0	0.0
729123	0.0	4.0
9188	2922.0	9695.0
106479859	0.0	0.0
106479858	0.0	2.0
9189	3436.0	6121.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	224.0	535.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	755.0	1273.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	1956.0	4169.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	1287.0	1572.0
106479850	0.0	1.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	681.0	1440.0
106480845	0.0	0.0
9184	2496.0	5324.0
106480848	0.0	0.0
9185	3756.0	11375.0
106480847	0.0	0.0
57501	81.0	67.0
57502	47.0	169.0
57504	2282.0	3789.0
125875	80.0	57.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	6258.0	11569.0
730109	0.0	0.0
137872	876.0	781.0
102546175	0.0	3.0
57505	1262.0	2001.0
644903	9.0	25.0
57506	4652.0	9511.0
57507	639.0	2297.0
57508	811.0	1580.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	315.0	318.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	1777.0	2127.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	2935.0	5491.0
106480857	0.0	0.0
106480856	0.0	1.0
106480859	0.0	1.0
729119	0.0	0.0
9196	27.0	55.0
106480858	0.0	0.0
57512	141.0	90.0
57513	2164.0	3453.0
57514	782.0	1727.0
123207	591.0	924.0
57515	15505.0	24990.0
106480860	0.0	0.0
57510	2066.0	3857.0
106480862	0.0	0.0
57511	1373.0	2433.0
106480861	0.0	0.0
644911	7.0	3.0
644914	7.0	13.0
57519	573.0	591.0
729146	10.0	5.0
106480828	0.0	0.0
113878	1190.0	1127.0
135228	1179.0	1929.0
106480827	0.0	0.0
729148	41.0	140.0
106480829	0.0	0.0
137886	1505.0	3012.0
106479879	0.0	0.0
730130	0.0	2.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	0.0	0.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	1.0
106480822	0.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	0.0
106479870	0.0	0.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	1840.0	1524.0
57524	17.0	143.0
57526	82.0	100.0
644928	4.0	5.0
57520	53.0	471.0
57521	3286.0	3993.0
57522	466.0	1416.0
57528	10.0	20.0
57529	11.0	7.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	7.0	1.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	0.0	0.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	724.0	792.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	0.0	11.0
106480836	0.0	0.0
57534	3479.0	7440.0
57535	25767.0	43926.0
343727	0.0	0.0
57536	341.0	612.0
57537	535.0	671.0
150864	1126.0	3954.0
57530	3311.0	10490.0
57531	455.0	898.0
57532	3791.0	9182.0
106480840	0.0	0.0
57533	1035.0	2995.0
57538	231.0	1156.0
57539	1062.0	2700.0
106479817	1.0	1.0
106480806	1.0	0.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	1.0
106479812	0.0	0.0
106479811	0.0	0.0
106479810	0.0	1.0
123263	547.0	899.0
106480800	0.0	0.0
123264	109.0	48.0
57540	81.0	84.0
106480802	0.0	0.0
106480801	0.0	0.0
106480804	0.0	1.0
106480803	0.0	0.0
57545	1053.0	1940.0
57546	898.0	1287.0
57547	63.0	264.0
57541	1190.0	2123.0
57542	2623.0	3134.0
353132	0.0	0.0
57544	3526.0	10306.0
353131	0.0	0.0
644943	55.0	232.0
57549	1078.0	1219.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	2.0
100101490	20.0	68.0
106479807	0.0	0.0
137835	35.0	47.0
106479806	0.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	1.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	11.0	13.0
106479802	6.0	17.0
106479801	0.0	0.0
644962	6.0	12.0
106479800	0.0	0.0
353134	0.0	0.0
353133	0.0	0.0
106480811	0.0	0.0
57551	3325.0	8675.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	1.0	0.0
106480812	0.0	0.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	1270.0	4515.0
57558	211.0	319.0
57559	74.0	307.0
57552	839.0	1650.0
353141	0.0	0.0
353140	0.0	0.0
57553	1510.0	2280.0
57554	53.0	235.0
353143	0.0	0.0
57555	2138.0	1928.0
353142	0.0	0.0
343702	3.0	5.0
729102	0.0	3.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	1.0	0.0
106479837	0.0	0.0
106479836	1.0	2.0
106479835	7.0	2.0
644972	102.0	95.0
106479834	0.0	0.0
106479833	0.0	0.0
642311	1.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	8.0	7.0
102465906	0.0	0.0
57560	292.0	569.0
106479830	0.0	0.0
353144	0.0	0.0
57561	6775.0	9127.0
57562	388.0	394.0
149830	0.0	0.0
57567	544.0	870.0
57568	576.0	2573.0
57569	565.0	491.0
57563	1045.0	3311.0
57565	59.0	116.0
106479829	1.0	0.0
106479828	1.0	0.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	0.0	1.0
106479824	0.0	0.0
106479823	0.0	0.0
106479822	0.0	0.0
106479821	0.0	0.0
57570	868.0	1719.0
125893	495.0	978.0
106479820	3.0	3.0
57571	96.0	87.0
57572	952.0	2191.0
149840	439.0	456.0
57573	370.0	671.0
102465910	0.0	0.0
57578	18.0	467.0
57579	3416.0	9085.0
149837	98.0	114.0
123228	198.0	339.0
57574	15.0	20.0
353163	4.0	2.0
57575	1615.0	2140.0
102465909	1.0	0.0
57576	91.0	105.0
102465908	0.0	0.0
57577	310.0	371.0
353164	0.0	0.0
102465907	0.0	0.0
644974	21.0	7.0
642317	0.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	0.0	5.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	0.0	1.0
390116	0.0	0.0
389120	1.0	0.0
390117	0.0	0.0
147276	0.0	1.0
389118	2.0	0.0
389119	110.0	73.0
353174	18.0	19.0
389114	284.0	372.0
135293	3872.0	7522.0
135295	128.0	168.0
729196	0.0	0.0
729198	0.0	0.0
730180	1.0	2.0
353189	3.0	4.0
392752	11.0	33.0
389144	0.0	0.0
389141	4.0	6.0
123283	856.0	1195.0
102465944	0.0	0.0
353194	8.0	1.0
353196	0.0	0.0
389136	9731.0	6115.0
389137	6.0	5.0
390102	0.0	0.0
100526416	0.0	0.0
389125	6.0	1.0
389160	5.0	2.0
390151	0.0	0.0
390152	0.0	0.0
729163	1.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	25.0	29.0
390158	16.0	16.0
389161	1.0	0.0
147226	5.0	3.0
389158	0.0	0.0
147228	8.0	7.0
135250	8.0	15.0
102465975	0.0	2.0
729156	6.0	7.0
102465974	0.0	0.0
730144	5.0	4.0
390162	0.0	0.0
390166	0.0	0.0
389156	8.0	4.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	2.0	1.0
730138	27.0	9.0
102465985	0.0	0.0
730174	1.0	0.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	1.0	1.0
390136	0.0	0.0
390137	0.0	0.0
221303	36.0	49.0
390138	0.0	0.0
221302	281.0	529.0
390139	0.0	0.0
729182	3.0	5.0
135270	0.0	0.0
389170	36.0	83.0
729178	149.0	252.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	2.0	2.0
390144	0.0	0.0
729176	0.0	2.0
389179	51.0	29.0
389177	1.0	0.0
390148	0.0	0.0
729171	5.0	10.0
390072	21.0	11.0
390073	0.0	1.0
390075	0.0	0.0
390077	0.0	0.0
390078	1.0	0.0
390079	0.0	0.0
221322	298.0	683.0
642290	5.0	6.0
389084	59.0	58.0
390081	0.0	0.0
390082	0.0	0.0
389072	158.0	882.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	4.0	0.0
390091	3.0	0.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	0.0	0.0
390064	0.0	0.0
389090	0.0	0.0
390066	1.0	1.0
390067	0.0	1.0
221336	162.0	153.0
147199	0.0	0.0
257313	11.0	29.0
221357	0.0	0.0
196120	0.0	0.0
9201	642.0	4611.0
9202	2957.0	6834.0
9200	859.0	383.0
9205	1063.0	1848.0
9206	0.0	0.0
9203	2978.0	4389.0
9204	571.0	946.0
221391	1.0	0.0
221393	3.0	3.0
221395	1065.0	2928.0
9212	6.0	55.0
9213	1579.0	3010.0
9210	0.0	0.0
9211	24.0	12.0
9217	3802.0	6068.0
9214	141.0	498.0
9215	3154.0	1926.0
284904	0.0	2.0
284900	368.0	626.0
9209	6479.0	6204.0
159195	3908.0	9009.0
9207	0.0	10.0
9208	9487.0	22917.0
9223	2214.0	4754.0
9221	5931.0	13158.0
9227	373.0	177.0
644873	1319.0	2529.0
9228	25.0	51.0
644871	0.0	0.0
57460	5558.0	13442.0
57461	1145.0	777.0
57462	1081.0	756.0
257364	4137.0	4753.0
57463	1355.0	2234.0
9220	21.0	30.0
57468	13.0	41.0
57469	161.0	167.0
57464	252.0	92.0
257358	1.0	2.0
57465	977.0	1076.0
57466	1662.0	3412.0
57467	51.0	3.0
9218	8426.0	11019.0
9219	4909.0	9009.0
113802	308.0	531.0
9235	1044.0	1273.0
644881	1.0	0.0
9232	48.0	116.0
9238	1943.0	2961.0
9236	1823.0	3037.0
57471	1.0	6.0
101101773	0.0	0.0
57472	2026.0	6493.0
101101772	0.0	0.0
57473	1379.0	3137.0
57474	31.0	127.0
9230	6747.0	8025.0
9231	4508.0	7695.0
101101776	1.0	0.0
101101775	295.0	201.0
57470	4424.0	4957.0
57479	1888.0	5014.0
791114	0.0	0.0
791115	0.0	0.0
57475	2108.0	6634.0
105616916	0.0	0.0
57476	118.0	277.0
57477	418.0	852.0
57478	1478.0	2120.0
644877	13.0	1.0
9229	882.0	915.0
9245	19.0	48.0
9246	2803.0	3572.0
9244	29.0	39.0
644890	4.0	6.0
9249	15163.0	14394.0
644896	3.0	3.0
9247	0.0	2.0
9248	1.0	0.0
57482	97.0	218.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	3313.0	4666.0
106480789	4.0	2.0
106480788	0.0	0.0
9241	42.0	21.0
9242	83.0	156.0
57480	464.0	1454.0
9240	6578.0	3707.0
57481	1579.0	1499.0
106480790	0.0	0.0
284958	0.0	1.0
106480792	0.0	0.0
106480791	1.0	0.0
57486	819.0	2070.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	5273.0	9833.0
106480796	43980.0	27515.0
57489	416.0	825.0
106480795	53.0	22.0
9256	1083.0	1882.0
9254	914.0	2343.0
9255	2117.0	3649.0
137814	0.0	1.0
341152	0.0	0.0
9258	2006.0	2630.0
57493	3610.0	6126.0
106480798	0.0	0.0
57494	1081.0	971.0
106480797	0.0	0.0
57495	1.0	6.0
57496	2908.0	7826.0
106480799	0.0	0.0
9252	751.0	973.0
9253	1423.0	1260.0
57491	10.0	63.0
57492	4702.0	9467.0
284948	7.0	5.0
57497	2.0	6.0
57498	4459.0	8990.0
284942	303.0	209.0
642236	27.0	111.0
402509	0.0	0.0
341148	0.0	1.0
9267	4253.0	6160.0
9265	765.0	8572.0
9266	2863.0	5487.0
106479779	3.0	4.0
106479778	0.0	0.0
106479777	0.0	2.0
106480765	0.0	0.0
106479776	0.0	0.0
9260	11154.0	4265.0
106480764	0.0	0.0
106479775	0.0	0.0
106480767	0.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	1166.0	1345.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	0.0	0.0
106479771	0.0	0.0
9261	5507.0	6186.0
106479770	0.0	0.0
9262	1848.0	7103.0
106480770	1.0	0.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	0.0
106480773	0.0	0.0
9278	1454.0	3111.0
9276	9598.0	21365.0
9277	2055.0	3179.0
106479769	0.0	0.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	0.0
9270	1203.0	1510.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	0.0	4.0
106480775	1.0	3.0
106479764	0.0	0.0
106480778	2.0	2.0
106479763	0.0	0.0
106479762	0.0	0.0
106480777	0.0	0.0
9274	2201.0	1898.0
402573	9.0	7.0
106479761	0.0	0.0
9275	3806.0	3111.0
106479760	0.0	0.0
106480779	0.0	0.0
106480781	1.0	0.0
654231	3.0	1.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	8.0	18.0
106480782	0.0	1.0
106480785	0.0	1.0
106480784	0.0	0.0
642259	7.0	2.0
341128	0.0	0.0
113835	53.0	43.0
9289	9939.0	9368.0
9287	0.0	0.0
9288	0.0	0.0
642273	695.0	481.0
106479799	0.0	0.0
106480743	1.0	4.0
106479798	0.0	0.0
9282	2369.0	6230.0
106479797	0.0	0.0
106480742	0.0	0.0
106479796	0.0	0.0
106480745	0.0	0.0
106479795	0.0	0.0
106480744	0.0	0.0
106479794	10.0	25.0
106480747	0.0	0.0
402562	4.0	15.0
106479793	2.0	2.0
106480746	0.0	0.0
9283	29.0	36.0
106479792	0.0	0.0
106480749	0.0	0.0
9284	84.0	79.0
106479791	0.0	0.0
106480748	1.0	0.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	2.0	22.0
106480752	0.0	0.0
284996	1933.0	3447.0
106480751	0.0	0.0
341112	2.0	0.0
284992	10.0	14.0
341116	0.0	12.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	0.0	0.0
106480753	0.0	0.0
9290	19.0	26.0
106480756	0.0	0.0
106479785	0.0	0.0
257397	2610.0	5367.0
113829	6500.0	8071.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	3708.0	3947.0
113828	1754.0	1916.0
106479783	0.0	0.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	0.0	1.0
9294	384.0	612.0
9295	4284.0	9710.0
642280	45.0	61.0
106479780	2.0	1.0
106480759	0.0	0.0
654254	16.0	16.0
106480761	0.0	1.0
284988	5.0	4.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	0.0	0.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	1.0	0.0
730232	7.0	1.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	2.0	2.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	0.0
106479733	0.0	4.0
106479732	0.0	0.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
