id	456b4981-9f37-42ff-b056-883a19ebc7a9	363209a4-9d1d-450e-b9f4-e35400fd76f6
81244	0.0	5.0
100271487	0.0	8.0
10905	5895.0	4864.0
10904	6757.0	4295.0
81246	0.0	0.0
283796	2.0	1.0
100271483	0.0	3.0
81240	0.0	0.0
342574	3.0	1.0
100271486	1.0	5.0
100271485	2.0	2.0
81242	9.0	1.0
100271480	0.0	0.0
100271481	0.0	5.0
8079	15636.0	11725.0
440917	13.0	12.0
439927	0.0	0.0
440915	11.0	4.0
8078	7767.0	6034.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	1.0
106481952	0.0	2.0
106481953	0.0	0.0
106481958	0.0	2.0
8076	621.0	30.0
106481959	0.0	0.0
8073	17698.0	10276.0
106481956	1.0	4.0
8074	0.0	2.0
106481957	2.0	2.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	3.0	2.0
106481962	1.0	0.0
81278	1.0	1.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	212.0	159.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	1.0
643479	0.0	2.0
81270	2.0	0.0
100271470	0.0	0.0
440905	108.0	204.0
439916	1.0	0.0
8089	1580.0	1410.0
440902	5.0	5.0
643499	0.0	1.0
439915	0.0	0.0
440900	1.0	0.0
8082	2926.0	262.0
106481965	0.0	0.0
106481966	4.0	10.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	2212.0	2633.0
106481969	0.0	0.0
8087	6873.0	7481.0
106481967	6.0	5.0
8085	5839.0	8122.0
106481968	1.0	1.0
102724167	2.0	1.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	4.0
283777	0.0	8.0
401337	1.0	183.0
106481973	0.0	0.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	0.0	4.0
100271467	1.0	0.0
106481971	0.0	0.0
100271462	0.0	1.0
81261	1.0	0.0
100271461	0.0	1.0
100271464	0.0	0.0
439921	11063.0	2961.0
81264	0.0	2.0
100271460	7.0	1.0
731688	14.0	10.0
728034	0.0	0.0
8099	5767.0	5021.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	2.0
8091	5.0	7.0
106481930	0.0	0.0
8092	4.0	1.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	160.0	243.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	2.0	0.0
56413	81.0	58.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	2.0	2.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	1.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	1.0
106481947	0.0	0.0
106481948	2.0	1.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	681.0	469.0
344838	1.0	0.0
106481918	0.0	0.0
106481919	2.0	14.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	502.0	8.0
106481910	0.0	0.0
106481911	1.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	6449.0	11140.0
100126572	0.0	0.0
106481929	1.0	1.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	4.0	10.0
728042	0.0	0.0
106481921	7.0	2.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	1.0	1.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	0.0	4.0
101234262	20.0	21.0
767612	0.0	0.0
767611	0.0	0.0
283337	2864.0	2595.0
344813	1.0	1.0
114548	186.0	102.0
81406	1.0	0.0
81407	0.0	0.0
344807	0.0	3.0
126526	1066.0	721.0
767600	0.0	0.0
344805	8.0	2.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	1.0
731656	12.0	9.0
102800446	1.0	5.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	23.0	26.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	1.0
283398	24.0	12.0
728013	97.0	152.0
283392	127.0	8.0
728012	0.0	0.0
728015	3.0	0.0
728010	0.0	0.0
81428	0.0	1.0
728019	4.0	0.0
56478	2088.0	1945.0
56479	167.0	12.0
126506	1.0	0.0
56474	2698.0	2502.0
81430	0.0	2.0
56475	335.0	4.0
81431	0.0	0.0
56476	0.0	8.0
56477	800.0	17.0
93408	0.0	3.0
283385	73.0	51.0
283383	566.0	124.0
728005	7.0	9.0
81419	0.0	0.0
81421	0.0	1.0
283377	2194.0	1368.0
643401	8.0	13.0
283375	10.0	15.0
283373	4248.0	7551.0
151525	1418.0	927.0
126567	38.0	63.0
391211	6.0	1.0
151534	57.0	51.0
151531	6.0	24.0
114569	8308.0	19573.0
126549	13.0	63.0
114571	0.0	11.0
100527978	54.0	24.0
126541	0.0	0.0
126536	1.0	2.0
151556	1269.0	1506.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	2.0
440695	0.0	6.0
728072	0.0	0.0
100527960	4.0	0.0
391253	0.0	1.0
728064	0.0	0.0
100527963	114.0	90.0
728066	3.0	5.0
440689	229.0	614.0
391257	0.0	0.0
391256	5.0	12.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	3.0
728096	0.0	0.0
151507	49.0	113.0
728090	0.0	0.0
728088	3.0	1.0
100527943	5.0	1.0
114599	5.0	1.0
126581	0.0	0.0
151516	97.0	74.0
728082	0.0	0.0
100527945	0.0	1.0
728081	0.0	0.0
100527946	1.0	2.0
100527947	0.0	0.0
100527948	2.0	6.0
100527949	0.0	0.0
643384	0.0	1.0
391160	0.0	3.0
643382	16.0	3.0
391162	0.0	0.0
692312	5.0	3.0
163479	0.0	1.0
391169	0.0	2.0
100271332	0.0	2.0
391171	0.0	1.0
391174	4.0	4.0
643394	6.0	2.0
391175	0.0	0.0
391179	0.0	5.0
93380	3267.0	1756.0
100271323	2.0	1.0
100271322	0.0	0.0
100271325	0.0	7.0
100271321	2.0	0.0
401036	0.0	2.0
440672	0.0	1.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	16.0	2.0
391155	3.0	9.0
401024	70.0	326.0
163486	2004.0	1893.0
401022	228.0	202.0
425054	0.0	18.0
425057	0.0	1.0
100271305	0.0	1.0
100271304	0.0	0.0
100271300	0.0	3.0
401018	0.0	0.0
100271303	2.0	14.0
100271302	0.0	1.0
401093	814.0	144.0
401097	81.0	117.0
151449	1279.0	100.0
401082	0.0	10.0
8100	1156.0	2271.0
440606	0.0	1.0
8106	3373.0	5124.0
440603	95.0	5.0
401089	144.0	12.0
391183	0.0	2.0
8110	21.0	19.0
8111	244.0	39.0
391189	0.0	3.0
8115	6.0	16.0
401074	12.0	24.0
222484	1934.0	1379.0
391190	0.0	0.0
391192	0.0	1.0
391191	1.0	1.0
391194	0.0	0.0
8123	205.0	262.0
391196	0.0	1.0
391195	0.0	4.0
8128	9.0	8.0
8125	9193.0	7169.0
401067	0.0	0.0
8120	228.0	83.0
151477	34.0	67.0
151473	1320.0	1270.0
643300	14.0	14.0
645962	0.0	1.0
8139	1453.0	461.0
645961	0.0	1.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	1986.0	1921.0
81329	0.0	0.0
83998	117.0	51.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	1.0	7.0
283403	0.0	2.0
83990	94.0	276.0
83992	361.0	165.0
645954	70.0	36.0
81330	0.0	0.0
645958	217.0	306.0
645957	0.0	0.0
645974	127.0	0.0
643311	0.0	3.0
645973	0.0	2.0
643310	2.0	5.0
8148	6147.0	6231.0
222487	54.0	6.0
81318	0.0	0.0
8140	1561.0	373.0
83987	1249.0	69.0
81324	0.0	0.0
83986	3130.0	3492.0
81325	0.0	1.0
83989	2711.0	910.0
83988	1423.0	237.0
81327	0.0	0.0
83983	115.0	189.0
81320	0.0	0.0
83982	645.0	62.0
83985	121.0	109.0
81322	0.0	0.0
643308	2.0	2.0
643309	2.0	2.0
645968	17.0	8.0
645980	1.0	3.0
100271390	0.0	2.0
106481877	0.0	0.0
106481878	0.0	1.0
106481875	0.0	0.0
106481876	0.0	1.0
8153	644.0	27.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	5.0	5.0
81353	2.0	2.0
106481884	0.0	0.0
100271399	0.0	2.0
81354	1.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	2.0	2.0
81352	1.0	6.0
100271392	5.0	1.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	5.0	9.0
93323	239.0	238.0
8165	10660.0	10035.0
645996	42.0	5.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1693.0	1267.0
106481891	2.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	1.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	1.0	1.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	9.0	0.0
100271384	0.0	1.0
100271387	0.0	1.0
81340	0.0	6.0
81341	0.0	1.0
100271386	0.0	1.0
100271381	0.0	0.0
100271380	0.0	1.0
643329	4.0	4.0
8178	1177.0	1438.0
344892	0.0	1.0
643343	25.0	22.0
8170	35.0	20.0
106481855	0.0	0.0
401014	20.0	17.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	24.0	141.0
106481859	0.0	1.0
8175	2716.0	4025.0
106481857	0.0	0.0
106481858	0.0	2.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	1.0	0.0
106481863	0.0	0.0
283446	13.0	24.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	92.0	33.0
645998	0.0	1.0
643336	0.0	0.0
100271371	1.0	4.0
8189	6424.0	6322.0
8187	710.0	309.0
93343	1683.0	990.0
93349	716.0	141.0
643353	1.0	0.0
106481866	5.0	18.0
106481867	0.0	0.0
106481864	0.0	2.0
106481865	1.0	2.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	2.0
100271367	0.0	2.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	2.0
106481872	0.0	1.0
100271363	0.0	0.0
283432	0.0	1.0
283431	106.0	300.0
100271364	1.0	1.0
81363	3.0	6.0
344875	3.0	233.0
100271360	1.0	1.0
93377	0.0	4.0
106481839	0.0	2.0
643365	0.0	4.0
8192	4088.0	3293.0
106481833	1.0	0.0
8193	16.0	79.0
106481834	0.0	0.0
106481831	0.0	2.0
8190	26.0	8.0
106481832	0.0	0.0
106481837	2.0	1.0
106481838	0.0	1.0
106481835	0.0	0.0
8195	4396.0	2610.0
106481836	0.0	0.0
106481840	1.0	1.0
106481841	0.0	0.0
100271358	1.0	1.0
81399	0.0	0.0
283422	2.0	0.0
344866	4.0	4.0
100271351	0.0	0.0
283420	118.0	15.0
100271354	0.0	0.0
81390	0.0	0.0
81392	2.0	2.0
643376	18.0	7.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	2.0
106481843	0.0	5.0
106481848	0.0	0.0
106481849	2.0	2.0
106481846	0.0	4.0
100307126	11.0	12.0
106481847	0.0	0.0
100271349	2.0	0.0
283417	508.0	1867.0
283416	36.0	26.0
106481851	1.0	0.0
106481852	0.0	1.0
100271344	0.0	0.0
283412	6.0	6.0
106481850	6.0	4.0
81382	0.0	0.0
81383	0.0	3.0
100271343	10.0	8.0
106481819	4.0	4.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	2.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	2.0
106481816	0.0	3.0
106481813	0.0	8.0
106481814	0.0	0.0
283489	1807.0	2510.0
283487	242.0	55.0
283486	10.0	3.0
283483	4.0	6.0
283481	137.0	54.0
283480	1.0	1.0
106481828	0.0	2.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	3.0	2.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	7.0	0.0
106481827	2.0	1.0
106481824	2.0	2.0
106481825	2.0	0.0
56547	5.0	14.0
106481830	0.0	0.0
56548	318.0	143.0
283471	6.0	7.0
731789	0.0	3.0
728170	2.0	7.0
283464	1265.0	1580.0
283463	1.0	23.0
283461	0.0	1.0
283460	7.0	23.0
106481808	0.0	0.0
728167	5.0	7.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	3.0	3.0
106481800	0.0	0.0
106481801	0.0	1.0
106481804	0.0	0.0
106481805	0.0	1.0
106481802	0.0	0.0
106481803	0.0	6.0
81501	13.0	7.0
81502	14508.0	12782.0
283459	1586.0	1559.0
283458	18.0	20.0
283455	176.0	107.0
645900	0.0	1.0
283450	6583.0	10080.0
780776	105.0	46.0
728113	289.0	10.0
126410	365.0	45.0
728116	21.0	31.0
728115	8.0	3.0
728118	23.0	47.0
81533	6302.0	2937.0
126402	0.0	19.0
81532	2405.0	1290.0
645930	4.0	5.0
731779	0.0	1.0
728106	0.0	1.0
645922	0.0	3.0
645927	5.0	1.0
728134	10.0	8.0
474170	155.0	199.0
728130	106.0	263.0
645940	0.0	0.0
728132	0.0	1.0
728137	0.0	0.0
81555	4543.0	4728.0
81556	4255.0	2720.0
81557	0.0	0.0
81558	1375.0	702.0
645939	1.0	3.0
81551	5.0	3.0
101055625	0.0	1.0
81552	2219.0	2632.0
81553	2777.0	1155.0
344905	2.0	0.0
81554	3919.0	5729.0
474167	0.0	0.0
81550	1293.0	116.0
344901	13.0	39.0
645931	0.0	3.0
645950	1.0	3.0
728121	26.0	39.0
81537	1881.0	4581.0
81539	10554.0	9034.0
728128	2.0	15.0
81544	432.0	290.0
81545	3854.0	4682.0
81542	2541.0	1255.0
81543	147.0	267.0
93517	1209.0	500.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	2.0
474148	0.0	0.0
126433	639.0	43.0
126432	320.0	209.0
163404	9.0	0.0
138474	0.0	22.0
391365	1.0	6.0
391367	1.0	9.0
728192	2.0	1.0
728194	0.0	5.0
728190	757.0	560.0
391378	0.0	0.0
138412	0.0	21.0
138428	4.0	11.0
138429	96.0	38.0
391356	1803.0	2004.0
391358	4.0	5.0
56521	248.0	120.0
391282	2.0	1.0
643263	0.0	0.0
643264	0.0	1.0
100271209	12.0	4.0
222537	70.0	5.0
163351	25.0	0.0
100271217	0.0	8.0
100271216	0.0	0.0
100271218	1.0	0.0
401164	0.0	4.0
100271206	1.0	0.0
100271207	0.0	0.0
100271201	0.0	0.0
100271204	1.0	1.0
391266	0.0	0.0
440799	1.0	4.0
391267	8.0	17.0
222553	637.0	99.0
391269	0.0	0.0
440795	0.0	0.0
401152	13249.0	4232.0
126393	5034.0	222.0
8200	33.0	5.0
8204	5758.0	5493.0
8202	4910.0	3153.0
391276	0.0	0.0
391279	0.0	0.0
401145	430.0	740.0
222545	46.0	2.0
126382	966.0	1381.0
222546	25.0	378.0
606293	429.0	531.0
401138	98.0	11.0
401137	0.0	2.0
151393	731.0	164.0
692231	0.0	0.0
440738	0.0	15.0
692233	3.0	2.0
440737	48.0	36.0
8216	2928.0	4275.0
8214	431.0	221.0
440732	9.0	5.0
440730	4.0	28.0
222584	382.0	8.0
151325	0.0	57.0
8208	403.0	639.0
8209	221.0	229.0
8220	1043.0	922.0
8226	1418.0	700.0
692223	0.0	0.0
8227	2779.0	3262.0
8224	16.0	5.0
692225	9.0	5.0
8225	3471.0	3210.0
692226	0.0	0.0
100381178	4.0	6.0
692227	49.0	45.0
692229	0.0	0.0
100310839	2.0	0.0
100310838	0.0	1.0
8218	543.0	539.0
8233	520.0	454.0
692210	0.0	1.0
8237	4811.0	3015.0
401190	402.0	106.0
692212	4.0	6.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	2.0
106481799	0.0	0.0
8228	2033.0	1886.0
8242	6497.0	6299.0
8243	5650.0	6995.0
692201	0.0	0.0
692202	4.0	9.0
692203	0.0	0.0
692204	0.0	0.0
692205	4.0	3.0
692206	0.0	0.0
692207	0.0	0.0
692208	0.0	2.0
692209	0.0	1.0
8241	4219.0	5469.0
100310812	3.0	2.0
8239	8490.0	10709.0
151354	6182.0	19431.0
100271291	0.0	0.0
93432	65.0	18.0
100271290	0.0	3.0
645841	0.0	0.0
93436	2885.0	2561.0
645840	0.0	0.0
106481778	1.0	0.0
106481779	0.0	2.0
106481776	0.0	2.0
106481777	0.0	0.0
81449	0.0	1.0
8251	1.0	0.0
106481781	0.0	1.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	1.0	2.0
106481785	0.0	1.0
106481786	0.0	1.0
106481783	0.0	1.0
283523	1.0	0.0
106481784	0.0	0.0
100310869	1.0	0.0
100271297	0.0	1.0
283521	4.0	9.0
100271296	0.0	1.0
645834	5.0	5.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	4.0
100271295	1.0	1.0
645836	0.0	0.0
100271294	0.0	0.0
8266	3885.0	3416.0
93426	42.0	3.0
8269	1386.0	764.0
106481789	1.0	0.0
106481787	0.0	2.0
106481788	0.0	0.0
81439	0.0	0.0
8263	260.0	272.0
8260	1524.0	1698.0
283518	36.0	11.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	1.0	1.0
81448	0.0	1.0
106481791	0.0	0.0
283514	12.0	2.0
106481796	14.0	10.0
81442	0.0	0.0
106481797	0.0	1.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	1.0	0.0
645846	1.0	0.0
100271288	0.0	0.0
645843	0.0	1.0
81440	0.0	0.0
100271284	0.0	0.0
8277	10.0	5.0
645864	8.0	3.0
342374	2.0	0.0
440714	0.0	2.0
342372	6.0	7.0
342371	3015.0	1502.0
440712	184.0	46.0
106481756	0.0	0.0
8270	955.0	1117.0
728218	0.0	0.0
106481757	1.0	0.0
106481754	0.0	0.0
106481755	0.0	2.0
8273	2249.0	1353.0
728215	319.0	277.0
106481758	0.0	1.0
106481759	0.0	0.0
283507	74.0	31.0
81479	0.0	1.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	13.0	22.0
106481763	0.0	0.0
81474	0.0	4.0
106481764	1.0	0.0
106481761	0.0	0.0
100310848	0.0	2.0
106481762	1.0	2.0
81470	0.0	0.0
100271274	0.0	1.0
100310841	2.0	8.0
81472	23.0	2.0
81473	0.0	0.0
100310840	79.0	53.0
100271273	0.0	0.0
645859	0.0	0.0
8288	22.0	10.0
8289	7385.0	10586.0
8287	5573.0	5865.0
643210	7.0	15.0
106481767	0.0	2.0
728207	2.0	3.0
106481768	3.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	3895.0	2472.0
106481769	0.0	1.0
106481770	0.0	1.0
106481771	0.0	0.0
81469	0.0	1.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	1.0	1.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	0.0	3.0
100271263	0.0	9.0
100310855	0.0	1.0
81462	0.0	0.0
100271260	1.0	2.0
100271262	0.0	1.0
100310851	0.0	0.0
342358	0.0	1.0
342357	539.0	586.0
100310850	0.0	1.0
100271261	0.0	1.0
643220	16.0	7.0
643224	65.0	18.0
645884	0.0	1.0
8291	819.0	550.0
401136	0.0	3.0
106481734	5.0	18.0
8292	113.0	151.0
401135	0.0	2.0
106481735	14.0	36.0
106481732	1.0	0.0
8290	0.0	3.0
106481733	0.0	0.0
8295	5113.0	9013.0
106481738	0.0	2.0
93474	197.0	206.0
106481739	0.0	1.0
8293	5.0	2.0
106481736	4.0	0.0
106481737	0.0	4.0
8294	853.0	1152.0
106481741	0.0	0.0
106481742	0.0	1.0
100271259	0.0	0.0
100271258	0.0	2.0
106481740	0.0	0.0
81492	0.0	31.0
100271253	0.0	0.0
645879	0.0	0.0
81493	521.0	43.0
81494	0.0	0.0
100271254	1.0	0.0
283562	1.0	2.0
81490	2079.0	2920.0
81491	318.0	198.0
342346	26.0	47.0
100271250	0.0	2.0
100873064	0.0	0.0
643232	0.0	2.0
100873065	11.0	0.0
106481745	0.0	0.0
401124	14.0	6.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	31.0	72.0
106481749	0.0	1.0
106481747	0.0	0.0
106481748	0.0	2.0
106481752	1.0	1.0
100271245	0.0	14.0
106481753	5.0	1.0
81486	0.0	0.0
81487	0.0	1.0
106481750	0.0	1.0
100271248	1.0	9.0
106481751	0.0	3.0
401115	27.0	115.0
81488	2823.0	3960.0
283554	185.0	372.0
283553	11.0	1.0
100271244	0.0	2.0
643226	8.0	0.0
283551	399.0	427.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	88.0	30.0
93492	2.0	16.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	1.0	0.0
106481711	0.0	0.0
106481716	0.0	3.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	5.0
401109	229.0	110.0
100271235	0.0	2.0
283547	47.0	98.0
401106	62.0	8.0
100271234	0.0	0.0
106481720	0.0	4.0
100271230	0.0	0.0
643236	2.0	0.0
100271233	0.0	0.0
100271232	1.0	1.0
643253	251.0	377.0
93487	6236.0	5133.0
106481729	2.0	4.0
643255	0.0	32.0
106481723	0.0	0.0
106481724	0.0	2.0
106481721	0.0	0.0
106481722	2.0	0.0
106481727	1.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	1.0
100271228	1.0	1.0
283537	754.0	259.0
100271229	0.0	1.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	0.0	3.0
106481731	0.0	5.0
100271226	0.0	9.0
100271225	0.0	1.0
100271220	0.0	0.0
100271222	0.0	6.0
344978	3.0	2.0
100271221	1.0	2.0
138716	2220.0	2370.0
780852	0.0	2.0
728276	8.0	12.0
780853	0.0	0.0
728279	0.0	0.0
138715	8.0	26.0
780851	0.0	2.0
100126356	0.0	0.0
285796	5.0	13.0
81607	3515.0	1486.0
81608	2222.0	1515.0
81609	3457.0	2967.0
81603	5937.0	4604.0
81605	4044.0	3971.0
81606	4689.0	58638.0
81610	711.0	661.0
56654	20633.0	21684.0
56655	1915.0	1425.0
81611	1835.0	710.0
56650	4816.0	2981.0
29028	2376.0	8002.0
283129	15.0	22.0
56651	7.0	3.0
56652	650.0	2073.0
100126354	0.0	0.0
100126355	1.0	0.0
56658	747.0	786.0
283120	437.0	331.0
56659	99.0	22.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	4.0
106481707	0.0	5.0
106481708	0.0	2.0
100126345	0.0	0.0
728262	4.0	1.0
138724	5.0	23.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	856.0	71.0
100126348	4.0	2.0
728263	4.0	8.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	22.0	50.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3736.0	2754.0
100190924	0.0	0.0
56666	575.0	2005.0
30012	1.0	2.0
29034	0.0	0.0
56667	420.0	41.0
106865375	1.0	0.0
81602	789.0	272.0
30014	0.0	0.0
106865374	0.0	0.0
56662	1.0	6.0
30011	1024.0	747.0
283116	0.0	1.0
56663	0.0	6.0
30010	0.0	6.0
56664	0.0	2.0
100190923	1.0	3.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	2.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1655.0	3053.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	1657.0	1602.0
100126337	0.0	0.0
100128998	0.0	4.0
81629	15.0	41.0
100381202	1.0	6.0
56670	30.0	29.0
81626	0.0	1.0
81627	1782.0	555.0
81628	5572.0	4262.0
56676	4.0	7.0
30001	2375.0	2365.0
54012	0.0	0.0
56677	0.0	1.0
246175	4407.0	4037.0
56672	963.0	580.0
246176	8.0	10.0
56673	7.0	8.0
54016	0.0	0.0
283106	23.0	16.0
30000	4729.0	7651.0
56674	5395.0	2452.0
54015	1.0	0.0
81631	6537.0	2275.0
56675	64.0	71.0
54014	3955.0	4457.0
283104	410.0	322.0
100126330	0.0	0.0
30009	31.0	37.0
283102	2.0	2.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	0.0	0.0
30008	3698.0	482.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	571.0	33.0
100126327	0.0	1.0
100126328	0.0	0.0
66000	42.0	12.0
100126329	0.0	1.0
100126324	0.0	0.0
100128985	1.0	0.0
66004	1855.0	1521.0
100126325	0.0	0.0
66005	7888.0	5185.0
100126326	0.0	0.0
81618	18698.0	5944.0
81619	9456.0	8491.0
56681	9410.0	6486.0
66008	5351.0	3099.0
29018	0.0	0.0
81614	3016.0	2511.0
54020	6033.0	3176.0
81615	24.0	23.0
81616	10.0	32.0
81617	10886.0	5782.0
767846	10.0	30.0
81621	2099.0	1285.0
81622	1720.0	1556.0
246184	552.0	556.0
767851	1.0	2.0
81623	0.0	6.0
54022	0.0	12.0
81624	37.0	193.0
767853	0.0	0.0
54021	18.0	32.0
56683	1307.0	1446.0
54028	15.0	22.0
54027	0.0	0.0
29015	463.0	228.0
54026	0.0	0.0
767850	1.0	1.0
81620	121.0	490.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	15.0	64.0
246182	4.0	23.0
100126316	0.0	0.0
728233	68.0	93.0
283171	0.0	3.0
100126317	0.0	0.0
100126318	0.0	1.0
100126319	0.0	0.0
728234	1.0	0.0
100128974	2.0	2.0
100126313	4.0	2.0
285753	358.0	213.0
728231	0.0	0.0
100126314	0.0	2.0
100128977	4.0	3.0
114785	3155.0	3746.0
285755	202.0	184.0
114786	80.0	27.0
114787	38.0	281.0
114788	90.0	22.0
285758	22.0	12.0
114789	1762.0	2282.0
54031	5.0	12.0
728239	1.0	1.0
54035	0.0	0.0
54034	0.0	0.0
114790	1033.0	1145.0
54033	151.0	75.0
54032	0.0	16.0
114791	2262.0	1402.0
54039	19.0	116.0
114792	78.0	114.0
126767	0.0	5.0
114793	2298.0	1100.0
54038	0.0	0.0
100190954	0.0	1.0
114794	980.0	2139.0
114795	86.0	6.0
54036	0.0	1.0
93627	2245.0	1310.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	21865.0	15519.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	641.0	491.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	3470.0	3044.0
100126302	0.0	0.0
100128963	18.0	10.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	3.0	9.0
100126309	2.0	0.0
728226	0.0	0.0
54041	0.0	9.0
728228	1.0	3.0
54045	0.0	5.0
645809	0.0	0.0
54044	1.0	5.0
645808	1.0	0.0
114780	12.0	64.0
54043	0.0	0.0
645807	1.0	0.0
114781	2594.0	2639.0
126755	2.0	0.0
54049	0.0	16.0
114783	640.0	843.0
54048	1.0	0.0
114784	32.0	61.0
283159	0.0	0.0
54047	0.0	0.0
100128961	5.0	18.0
645805	94.0	19.0
283152	58.0	75.0
66035	761.0	760.0
