id	0a4df4cc-74dd-4858-864b-b483e75b30f8	5d7766c6-e42f-4f85-9065-d8bcc54d7db9
138429	61.0	48.0
391356	1713.0	2739.0
391358	7.0	6.0
56521	341.0	677.0
391282	0.0	1.0
643263	0.0	0.0
643264	0.0	0.0
100271209	12.0	4.0
222537	1.0	2.0
163351	5.0	2.0
100271217	0.0	1.0
100271216	0.0	0.0
100271218	1.0	0.0
401164	0.0	0.0
100271206	0.0	1.0
100271207	0.0	1.0
100271201	0.0	0.0
100271204	0.0	0.0
391266	0.0	0.0
440799	93.0	114.0
391267	9.0	14.0
222553	220.0	168.0
391269	1.0	1.0
440795	0.0	0.0
401152	8216.0	7750.0
126393	12998.0	3313.0
8200	114.0	59.0
8204	2992.0	4394.0
8202	2439.0	2760.0
391276	1.0	0.0
391279	0.0	0.0
401145	141.0	209.0
222545	2.0	2.0
126382	972.0	1259.0
222546	17.0	44.0
606293	306.0	449.0
401138	42.0	41.0
401137	0.0	0.0
151393	438.0	393.0
692231	0.0	0.0
440738	3.0	2.0
692233	0.0	3.0
440737	28.0	46.0
8216	2646.0	2599.0
8214	326.0	276.0
440732	7.0	8.0
440730	3.0	9.0
222584	111.0	110.0
151325	0.0	0.0
8208	383.0	475.0
8209	7.0	17.0
8220	1538.0	1441.0
8226	1202.0	852.0
692223	0.0	0.0
8227	2053.0	2147.0
8224	19.0	7.0
692225	4.0	3.0
8225	3339.0	3909.0
692226	0.0	0.0
100381178	2.0	2.0
692227	6.0	7.0
692229	0.0	0.0
100310839	1.0	0.0
100310838	0.0	1.0
8218	472.0	554.0
8233	604.0	579.0
692210	0.0	0.0
8237	7037.0	5037.0
401190	383.0	230.0
692212	3.0	2.0
692213	0.0	0.0
692214	0.0	1.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1655.0	1842.0
8242	5582.0	6189.0
8243	4954.0	4631.0
692201	0.0	0.0
692202	3.0	2.0
692203	0.0	0.0
692204	0.0	0.0
692205	1.0	3.0
692206	0.0	0.0
692207	0.0	1.0
692208	0.0	0.0
692209	0.0	1.0
8241	5877.0	6271.0
100310812	0.0	0.0
8239	6325.0	6403.0
151354	2296.0	5112.0
100271291	0.0	0.0
93432	1.0	4.0
100271290	0.0	0.0
645841	0.0	0.0
93436	2619.0	4207.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	1.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	3.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	5.0	0.0
106481783	0.0	0.0
283523	0.0	2.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	5.0	2.0
100271296	0.0	1.0
645834	1.0	0.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	1.0	1.0
100271295	1.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2677.0	2879.0
93426	107.0	12.0
8269	1528.0	1638.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	904.0	943.0
8260	1737.0	1791.0
283518	29.0	29.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	2.0	4.0
106481796	3.0	2.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	0.0	1.0
645846	1.0	2.0
100271288	0.0	0.0
645843	0.0	0.0
81440	0.0	0.0
100271284	0.0	0.0
8277	3.0	6.0
645864	3.0	11.0
342374	2.0	3.0
440714	0.0	1.0
342372	1.0	7.0
342371	2307.0	2424.0
440712	41.0	27.0
106481756	0.0	0.0
8270	1286.0	1323.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	1.0
106481755	0.0	0.0
8273	2080.0	2194.0
728215	261.0	219.0
106481758	0.0	1.0
106481759	0.0	0.0
283507	42.0	44.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	6.0	20.0
106481763	1.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	3.0	0.0
81470	0.0	1.0
100271274	2.0	0.0
100310841	0.0	1.0
81472	5.0	10.0
81473	0.0	0.0
100310840	67.0	52.0
100271273	0.0	0.0
645859	1.0	0.0
8288	17.0	11.0
8289	6728.0	7647.0
8287	2235.0	2668.0
643210	1.0	7.0
106481767	0.0	0.0
728207	3.0	4.0
106481768	8.0	11.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	3195.0	3471.0
106481769	0.0	0.0
106481770	0.0	2.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	1.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	1.0	2.0
81466	0.0	0.0
106481773	2.0	0.0
100310853	1.0	2.0
100271263	0.0	0.0
100310855	0.0	1.0
81462	0.0	0.0
100271260	7.0	8.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	0.0	0.0
342357	511.0	514.0
100310850	0.0	0.0
100271261	0.0	1.0
643220	5.0	8.0
643224	301.0	344.0
645884	0.0	1.0
8291	2875.0	1026.0
401136	0.0	0.0
106481734	1.0	10.0
8292	58.0	86.0
401135	0.0	0.0
106481735	10.0	8.0
106481732	0.0	0.0
8290	0.0	0.0
106481733	0.0	0.0
8295	4364.0	4482.0
106481738	0.0	0.0
93474	102.0	151.0
106481739	0.0	0.0
8293	25.0	49.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	951.0	1786.0
106481741	0.0	0.0
106481742	1.0	0.0
100271259	0.0	1.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	0.0	0.0
100271253	0.0	0.0
645879	0.0	1.0
81493	220.0	148.0
81494	0.0	0.0
100271254	0.0	0.0
283562	0.0	0.0
81490	2690.0	2706.0
81491	166.0	192.0
342346	32.0	16.0
100271250	0.0	1.0
100873064	0.0	0.0
643232	0.0	1.0
100873065	2.0	3.0
106481745	0.0	0.0
401124	7.0	8.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	70.0	78.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	1.0	0.0
100271245	0.0	4.0
106481753	2.0	0.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	2.0
106481751	0.0	0.0
401115	33.0	22.0
81488	3753.0	3171.0
283554	44.0	55.0
283553	10.0	6.0
100271244	0.0	0.0
643226	5.0	6.0
283551	53.0	102.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	80.0	63.0
93492	0.0	0.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	145.0	69.0
100271235	0.0	0.0
283547	14.0	23.0
401106	23.0	18.0
100271234	0.0	0.0
106481720	0.0	3.0
100271230	0.0	0.0
643236	0.0	0.0
100271233	0.0	0.0
100271232	1.0	1.0
643253	212.0	156.0
93487	5681.0	6953.0
106481729	0.0	0.0
643255	0.0	0.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	1.0	1.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	1.0	0.0
283537	658.0	780.0
100271229	0.0	0.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	0.0	2.0
106481731	0.0	0.0
100271226	0.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	0.0	0.0
344978	2.0	3.0
100271221	0.0	0.0
138716	2313.0	2639.0
780852	0.0	3.0
728276	3.0	8.0
780853	0.0	0.0
728279	0.0	0.0
138715	4.0	14.0
780851	0.0	2.0
100126356	0.0	0.0
285796	3.0	0.0
81607	1134.0	1924.0
81608	1491.0	1750.0
81609	3383.0	3346.0
81603	7127.0	9106.0
81605	3987.0	4102.0
81606	2078.0	4101.0
81610	112.0	157.0
56654	24789.0	23956.0
56655	1292.0	1271.0
81611	1661.0	1180.0
56650	3691.0	4040.0
29028	3112.0	2917.0
283129	13.0	6.0
56651	72.0	34.0
56652	784.0	898.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	980.0	857.0
283120	4.0	9.0
56659	14.0	43.0
100126350	0.0	1.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	2.0	20.0
138724	1.0	1.0
100126346	0.0	0.0
100126347	2.0	0.0
728264	501.0	306.0
100126348	1.0	0.0
728263	3.0	2.0
106481701	0.0	0.0
106481702	2.0	0.0
56660	18.0	18.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	2947.0	3154.0
100190924	0.0	0.0
56666	438.0	501.0
30012	0.0	0.0
29034	0.0	0.0
56667	97.0	558.0
106865375	0.0	0.0
81602	560.0	660.0
30014	0.0	0.0
106865374	0.0	1.0
56662	0.0	0.0
30011	805.0	851.0
283116	0.0	0.0
56663	0.0	0.0
30010	0.0	1.0
56664	0.0	1.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	1.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1754.0	1903.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	1643.0	1518.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	4.0	14.0
100381202	0.0	0.0
56670	3.0	3.0
81626	0.0	0.0
81627	1274.0	1117.0
81628	5410.0	5763.0
56676	1.0	2.0
30001	1655.0	1904.0
54012	0.0	0.0
56677	0.0	0.0
246175	3064.0	3319.0
56672	850.0	794.0
246176	2.0	0.0
56673	5.0	4.0
54016	0.0	0.0
283106	7.0	6.0
30000	5545.0	5448.0
56674	4317.0	4402.0
54015	0.0	0.0
81631	5185.0	4997.0
56675	51.0	23.0
54014	2329.0	3007.0
283104	195.0	199.0
100126330	0.0	0.0
30009	18.0	20.0
283102	5.0	3.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	0.0	0.0
30008	3907.0	2101.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	91.0	66.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	206.0	55.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	1.0	0.0
66004	3226.0	1678.0
100126325	0.0	0.0
66005	8615.0	10762.0
100126326	0.0	0.0
81618	24693.0	15324.0
81619	9692.0	12511.0
56681	6967.0	7704.0
66008	3024.0	3119.0
29018	0.0	0.0
81614	1493.0	2616.0
54020	3612.0	6178.0
81615	32.0	28.0
81616	4.0	4.0
81617	5326.0	9134.0
767846	4.0	6.0
81621	994.0	1880.0
81622	1487.0	1839.0
246184	429.0	378.0
767851	1.0	2.0
81623	7.0	0.0
54022	0.0	4.0
81624	19.0	24.0
767853	0.0	0.0
54021	37.0	68.0
56683	1269.0	1579.0
54028	10.0	18.0
54027	0.0	0.0
29015	399.0	266.0
54026	0.0	0.0
767850	0.0	0.0
81620	126.0	105.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	1.0	0.0
246181	6.0	14.0
246182	4.0	0.0
100126316	0.0	0.0
728233	56.0	57.0
283171	0.0	0.0
100126317	0.0	1.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	2.0	2.0
100126313	0.0	4.0
285753	216.0	291.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	1.0	0.0
114785	3934.0	4930.0
285755	105.0	179.0
114786	155.0	47.0
114787	89.0	91.0
114788	14.0	31.0
285758	10.0	7.0
114789	1222.0	1481.0
54031	4.0	3.0
728239	0.0	3.0
54035	0.0	0.0
54034	0.0	0.0
114790	918.0	957.0
54033	67.0	101.0
54032	0.0	0.0
114791	1098.0	1434.0
54039	100.0	153.0
114792	10.0	33.0
126767	0.0	0.0
114793	947.0	1776.0
54038	0.0	0.0
100190954	0.0	0.0
114794	819.0	359.0
114795	124.0	53.0
54036	0.0	0.0
93627	1359.0	1752.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	1.0
283162	0.0	0.0
93621	24270.0	23735.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	348.0	579.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	3234.0	3443.0
100126302	0.0	0.0
100128963	6.0	13.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	0.0	1.0
100126309	0.0	0.0
728226	1.0	0.0
54041	0.0	0.0
728228	3.0	3.0
54045	1.0	1.0
645809	0.0	0.0
54044	0.0	1.0
645808	0.0	1.0
114780	2.0	6.0
54043	1.0	1.0
645807	0.0	0.0
114781	2145.0	2448.0
126755	0.0	0.0
54049	1.0	3.0
114783	670.0	544.0
54048	0.0	0.0
114784	62.0	97.0
283159	0.0	0.0
54047	2.0	0.0
100128961	3.0	2.0
645805	50.0	62.0
283152	71.0	56.0
66035	845.0	952.0
283150	0.0	0.0
728255	0.0	0.0
93654	0.0	0.0
66036	1515.0	1544.0
93653	85.0	69.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	0.0	0.0
93650	21.0	16.0
81669	2011.0	2372.0
54053	4.0	2.0
54052	1.0	0.0
114769	109.0	106.0
54051	0.0	0.0
54050	0.0	2.0
54055	37.0	35.0
100190938	73.0	79.0
54054	12.0	14.0
114770	67.0	21.0
114771	0.0	0.0
54059	980.0	1269.0
283149	1765.0	1466.0
54058	210.0	214.0
93649	4948.0	1856.0
645811	304.0	442.0
81671	6193.0	9247.0
100271199	0.0	0.0
100190939	408.0	465.0
283143	76.0	51.0
100271196	4.0	4.0
93643	2089.0	2060.0
100128946	5.0	7.0
285780	0.0	0.0
285782	2.0	56.0
100271180	3.0	0.0
285785	111.0	193.0
100190952	4.0	2.0
54064	15.0	24.0
728248	0.0	0.0
114757	689.0	733.0
114758	0.0	0.0
54067	106.0	109.0
100190947	1.0	0.0
100190949	6.0	6.0
54065	1.0	1.0
114760	0.0	0.0
114761	0.0	0.0
126731	645.0	566.0
54069	458.0	526.0
283131	10137.0	18456.0
283130	437.0	1379.0
692157	0.0	2.0
692158	0.0	0.0
138799	3.0	0.0
440498	529.0	493.0
124152	514.0	509.0
199704	458.0	472.0
124149	0.0	0.0
163747	6.0	5.0
692146	0.0	0.0
692147	3.0	6.0
692148	6.0	1.0
692149	0.0	0.0
163742	0.0	0.0
199713	2.0	0.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	0.0	0.0
126792	2130.0	2030.0
378008	0.0	0.0
378009	0.0	0.0
29089	73.0	95.0
29088	1479.0	2001.0
29087	2711.0	2759.0
378010	0.0	0.0
148137	371.0	437.0
126789	517.0	570.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	211.0	236.0
29081	1281.0	1401.0
29080	946.0	962.0
283189	0.0	0.0
29086	2530.0	2686.0
29085	6378.0	7250.0
29083	438.0	551.0
100381270	49.0	90.0
200810	35.0	24.0
114796	931.0	1122.0
148156	689.0	829.0
114798	1.0	0.0
114799	1125.0	1218.0
29099	1448.0	1541.0
29098	922.0	1052.0
378001	0.0	0.0
29093	932.0	1098.0
29092	1210.0	1129.0
29091	2614.0	3556.0
29090	1200.0	982.0
56603	9.0	17.0
29097	1738.0	1661.0
56604	0.0	6.0
56605	1158.0	1377.0
29095	2559.0	3116.0
151790	16.0	1.0
283174	1089.0	340.0
56606	490.0	265.0
29094	2227.0	3351.0
692199	0.0	0.0
391002	0.0	0.0
440459	5.0	0.0
391004	0.0	0.0
780816	0.0	0.0
124199	9.0	21.0
391003	0.0	0.0
30062	2.0	0.0
440456	368.0	450.0
780814	8.0	5.0
30061	5343.0	6270.0
780815	0.0	0.0
780812	0.0	0.0
780813	4.0	3.0
440452	0.0	0.0
780810	0.0	1.0
780811	0.0	0.0
29068	3251.0	3619.0
29066	3255.0	3731.0
29063	460.0	549.0
29062	837.0	836.0
56616	415.0	444.0
163702	906.0	759.0
391013	64.0	14.0
391012	0.0	0.0
100381215	4.0	1.0
29079	2347.0	2712.0
29078	1141.0	848.0
56623	701.0	782.0
56624	43.0	68.0
29071	1788.0	2998.0
29070	672.0	768.0
29075	5.0	6.0
29074	4280.0	4252.0
29072	4827.0	5262.0
163732	1217.0	892.0
200845	499.0	535.0
148103	497.0	662.0
200844	41.0	43.0
440482	15.0	34.0
151742	1412.0	1102.0
163720	6.0	6.0
148113	76.0	87.0
440465	2799.0	3831.0
29057	8.0	7.0
148109	1.0	0.0
29058	11755.0	11184.0
56647	3940.0	4538.0
56648	351.0	221.0
56649	31.0	84.0
440419	0.0	0.0
440416	48.0	55.0
8303	2505.0	2744.0
643157	0.0	0.0
200879	1446.0	3936.0
440406	1.0	1.0
8301	8512.0	11442.0
643155	4918.0	5811.0
8302	0.0	1.0
440400	381.0	464.0
199675	0.0	2.0
8310	1701.0	2393.0
124093	13.0	45.0
8314	4663.0	5212.0
8315	1590.0	1765.0
8312	2108.0	2456.0
342096	0.0	0.0
8313	1603.0	1880.0
440435	7.0	9.0
643160	0.0	0.0
643161	0.0	0.0
643159	13.0	18.0
8309	1203.0	568.0
8321	8744.0	5438.0
8322	2876.0	5661.0
8320	6.0	19.0
8325	595.0	1470.0
8326	690.0	415.0
8323	1811.0	2126.0
8324	3624.0	2523.0
440423	407.0	315.0
200894	612.0	722.0
643171	22.0	49.0
200895	1418.0	1901.0
8318	39.0	35.0
8317	102.0	68.0
8332	1.0	2.0
692110	0.0	0.0
8333	0.0	0.0
692111	0.0	1.0
8330	0.0	0.0
8331	0.0	0.0
8336	14.0	77.0
8337	0.0	4.0
8334	13435.0	16341.0
8335	1.0	3.0
148046	46.0	94.0
106481699	0.0	0.0
643182	0.0	0.0
643180	122.0	137.0
643181	1.0	0.0
8329	13.0	59.0
8328	0.0	5.0
8343	21.0	69.0
643198	0.0	0.0
8344	16.0	26.0
8341	103.0	279.0
8342	0.0	2.0
8347	462.0	2238.0
8348	4.0	10.0
643199	0.0	1.0
8345	12.0	39.0
8346	0.0	0.0
692106	0.0	0.0
692107	0.0	2.0
161003	5.0	5.0
692108	0.0	1.0
692109	2.0	4.0
643193	1.0	1.0
8340	9.0	15.0
8338	37.0	30.0
8339	325.0	553.0
8354	0.0	0.0
8355	6.0	6.0
8352	0.0	2.0
8353	101.0	261.0
8358	0.0	1.0
8359	2.0	0.0
8356	1.0	12.0
8357	185.0	1181.0
222235	32.0	36.0
106481679	0.0	0.0
222236	1530.0	1825.0
106481677	0.0	0.0
222234	393.0	379.0
106481678	0.0	0.0
8350	1.0	14.0
8351	211.0	277.0
148066	1.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	1.0	0.0
106481686	0.0	0.0
106481687	1.0	0.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	13545.0	19170.0
8365	440.0	1257.0
8366	4.0	3.0
8363	11.0	16.0
8364	2.0	8.0
8369	0.0	0.0
163688	9.0	8.0
8367	27.0	92.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1971.0	1610.0
106481689	0.0	0.0
8361	1.0	0.0
222229	961.0	1097.0
8362	6.0	10.0
8360	10.0	38.0
106481693	32.0	61.0
106481694	3.0	2.0
106481691	1.0	5.0
106481692	0.0	0.0
106481697	0.0	2.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	1.0	0.0
342035	265.0	47.0
344697	4.0	5.0
106481690	16.0	7.0
728310	0.0	1.0
285830	132.0	81.0
8379	2117.0	1949.0
93556	0.0	0.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	1.0	0.0
222255	550.0	522.0
106481655	0.0	0.0
285834	1.0	1.0
222256	99.0	74.0
106481656	1.0	1.0
8372	427.0	539.0
93550	712.0	879.0
8373	1.0	0.0
106481659	0.0	0.0
8370	75.0	51.0
728315	2.0	4.0
81577	1855.0	3136.0
106481660	0.0	0.0
81578	353.0	176.0
106481661	0.0	0.0
81579	5090.0	6560.0
81573	1858.0	1756.0
106481664	1.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	1926.0	1117.0
106481662	0.0	0.0
81576	1115.0	1281.0
106481663	0.0	8.0
81570	489.0	705.0
100271178	1.0	0.0
81571	150.0	102.0
81572	1245.0	1361.0
645715	15.0	33.0
8387	0.0	0.0
8388	0.0	1.0
728300	3.0	12.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1707.0	2245.0
8383	0.0	0.0
285848	0.0	1.0
8384	0.0	0.0
285849	60.0	69.0
8382	349.0	359.0
81566	1490.0	1707.0
106481671	0.0	0.0
106481672	5.0	6.0
81567	235.0	443.0
81569	0.0	0.0
106481670	0.0	0.0
81562	2865.0	2972.0
106481675	0.0	0.0
81563	12152.0	11785.0
246243	487.0	493.0
100271168	4.0	1.0
106481676	0.0	0.0
106481673	0.0	0.0
81565	2426.0	2776.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	0.0
100271163	0.0	0.0
100271162	0.0	0.0
8398	1764.0	2478.0
8399	12.0	10.0
8396	4971.0	5112.0
285852	0.0	0.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	7175.0	10514.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	2171.0	2692.0
106481639	0.0	0.0
8395	261.0	159.0
8392	0.0	0.0
106481637	3.0	1.0
106481638	0.0	0.0
100271158	1.0	2.0
106481642	8.0	13.0
106481643	0.0	0.0
246210	0.0	0.0
106481640	0.0	0.0
100271159	2.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	1.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	139.0	148.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	1.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	7.0	2.0
100271142	0.0	0.0
344658	0.0	1.0
100271145	0.0	0.0
645745	0.0	0.0
344653	0.0	0.0
100271141	0.0	2.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	304.0	388.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	246.0	221.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	278.0	648.0
283208	123.0	264.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	1.0
100271132	0.0	3.0
100271131	0.0	0.0
100271133	0.0	0.0
100271130	0.0	0.0
93587	486.0	539.0
645771	0.0	1.0
93589	105.0	55.0
106481624	6.0	17.0
285800	45.0	33.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	0.0	1.0
106481628	0.0	0.0
106481629	0.0	1.0
106481626	0.0	0.0
106481627	0.0	0.0
100271129	1.0	0.0
246283	0.0	0.0
246285	7.0	3.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	1.0	0.0
100271122	0.0	0.0
199692	994.0	1246.0
645784	1.0	8.0
100271118	0.0	0.0
100271117	0.0	0.0
100271119	0.0	0.0
100271114	0.0	1.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	13.0	11.0
643115	13.0	4.0
100271111	0.0	0.0
106481608	0.0	0.0
106481609	0.0	0.0
645798	1.0	4.0
643136	3.0	0.0
106481602	2.0	0.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	1.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	5.0	7.0
100271106	1.0	2.0
106481610	0.0	0.0
100271105	0.0	0.0
643126	0.0	0.0
199699	6.0	0.0
728393	0.0	0.0
100128899	0.0	1.0
728395	0.0	0.0
114625	1362.0	1490.0
54112	26.0	13.0
56776	256.0	79.0
283248	75.0	27.0
344729	0.0	0.0
100128894	0.0	1.0
100128893	0.0	5.0
100128890	26.0	39.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	1.0	2.0
114614	51.0	24.0
283238	0.0	0.0
100190800	17.0	29.0
283237	855.0	1014.0
283236	0.0	0.0
283234	307.0	642.0
728381	0.0	0.0
283232	2626.0	2754.0
728380	2.0	2.0
100128881	409.0	663.0
100128880	0.0	0.0
692099	431.0	409.0
114609	605.0	897.0
29128	51.0	62.0
29123	4507.0	4667.0
344709	0.0	0.0
29122	13.0	7.0
29121	135.0	127.0
283229	1092.0	3499.0
29127	326.0	307.0
29126	82.0	66.0
29125	7.0	4.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	4.0	3.0
100128867	0.0	0.0
54145	1.0	3.0
54143	0.0	2.0
283219	613.0	732.0
54149	930.0	723.0
54148	948.0	1051.0
54147	0.0	0.0
283212	44.0	98.0
692091	0.0	0.0
692092	0.0	0.0
692093	4.0	7.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	0.0	2.0
100128857	0.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	9.0	15.0
285872	4.0	3.0
100128853	0.0	0.0
29109	732.0	855.0
29108	543.0	367.0
285877	0.0	0.0
29107	624.0	527.0
285878	0.0	6.0
29106	92.0	51.0
728358	0.0	0.0
29101	8133.0	9602.0
29100	2085.0	2665.0
29105	1750.0	1788.0
29104	664.0	748.0
29103	1203.0	1373.0
29102	2503.0	2552.0
100271098	2.0	1.0
283284	75.0	96.0
728343	0.0	0.0
728342	99.0	180.0
100128849	0.0	0.0
728344	2.0	0.0
100271081	1.0	5.0
100128845	0.0	0.0
728340	116.0	149.0
285888	1.0	1.0
29119	11.0	8.0
107057644	7.0	4.0
29118	25.0	11.0
107057647	0.0	0.0
114655	1.0	3.0
29117	2950.0	3375.0
107057646	1.0	1.0
114657	0.0	0.0
114659	261.0	324.0
126638	0.0	0.0
54165	1822.0	2075.0
126637	0.0	0.0
29110	1563.0	1972.0
29116	948.0	1250.0
29115	2937.0	2933.0
29114	38.0	16.0
29113	0.0	0.0
100271087	20.0	20.0
100271089	0.0	0.0
100271085	0.0	0.0
100128836	0.0	2.0
728378	80.0	37.0
728377	234.0	268.0
100271070	4.0	35.0
285893	0.0	0.0
100128834	1.0	8.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1096.0	1309.0
81793	10.0	10.0
81794	370.0	183.0
81796	439.0	412.0
81790	1458.0	1565.0
100271076	0.0	0.0
283267	629.0	822.0
91107	1162.0	737.0
100128830	2.0	0.0
81792	53.0	47.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	0.0	0.0
728361	0.0	2.0
100128822	239.0	256.0
728369	0.0	0.0
81786	219.0	189.0
54187	13348.0	17621.0
81788	189.0	602.0
81789	1172.0	1446.0
283257	0.0	0.0
100271065	0.0	0.0
645700	0.0	0.0
283254	225.0	224.0
126695	1355.0	1724.0
148003	0.0	0.0
378108	3.0	4.0
151649	9.0	12.0
151648	14.0	11.0
151647	205.0	101.0
151645	29.0	33.0
200909	0.0	1.0
200916	1108.0	1723.0
148014	14.0	15.0
