id	f927688f-646f-466e-aeab-1d6eceda8d56	2cf39fef-9135-401a-a08e-ae5a7bf48ada
83901	0.0	0.0
342538	5.0	4.0
83900	0.0	0.0
56300	0.0	0.0
56301	4.0	4.0
124411	1146.0	884.0
22976	1316.0	1085.0
22977	13.0	13.0
22978	3721.0	3136.0
22979	101.0	55.0
22970	38.0	36.0
22971	1655.0	1458.0
22974	148.0	373.0
83932	793.0	450.0
10998	466.0	427.0
83931	5391.0	3403.0
342527	1106.0	10.0
148418	93.0	455.0
83933	219.0	260.0
124404	2.0	6.0
10999	1301.0	2009.0
124401	959.0	795.0
124402	1172.0	1184.0
83930	4702.0	3776.0
56311	21.0	2.0
10990	20.0	15.0
100126693	0.0	5.0
10992	15539.0	12399.0
606500	0.0	0.0
10991	58.0	21.0
10994	3916.0	2985.0
10993	304.0	35.0
22987	139.0	320.0
22989	84.0	96.0
22980	9537.0	8558.0
22981	2634.0	1292.0
22982	4714.0	2962.0
22983	28.0	25.0
22984	2988.0	2524.0
22985	8681.0	5620.0
22986	4.0	4.0
58986	7357.0	10049.0
148423	791.0	417.0
58985	90.0	48.0
342510	170.0	0.0
283694	0.0	0.0
283693	18.0	15.0
283692	2.0	0.0
22954	1215.0	824.0
22955	5629.0	5188.0
112487	880.0	783.0
22950	2167.0	1403.0
391524	1.0	1.0
22952	0.0	1.0
22953	125.0	20.0
391526	0.0	0.0
10975	4384.0	3734.0
83953	2.0	3.0
10978	791.0	542.0
83955	9.0	12.0
10979	10909.0	3758.0
112495	4999.0	5300.0
10970	9035.0	8031.0
56339	2599.0	1768.0
10972	32330.0	30360.0
10971	22417.0	22653.0
10974	0.0	0.0
10973	3850.0	2965.0
401409	35.0	96.0
112479	1171.0	945.0
112476	257.0	104.0
391530	0.0	0.0
83939	7243.0	6504.0
56341	0.0	0.0
391533	0.0	0.0
124460	139.0	30.0
83935	241.0	159.0
83938	860.0	475.0
391538	0.0	0.0
83937	1142.0	413.0
10987	3278.0	2395.0
83943	1157.0	866.0
83942	0.0	0.0
10989	4685.0	3466.0
10988	5730.0	4655.0
56342	180.0	221.0
124454	2383.0	2067.0
56344	0.0	0.0
83941	2173.0	1365.0
83940	1146.0	807.0
643503	0.0	0.0
10981	554.0	234.0
112483	4465.0	4484.0
10980	6394.0	5365.0
10983	30727.0	29184.0
10982	3709.0	2363.0
643507	2.0	0.0
10985	7952.0	6236.0
10984	191.0	114.0
22932	643.0	503.0
22933	3989.0	3310.0
22934	965.0	749.0
22936	15212.0	9895.0
22937	5211.0	4784.0
22938	4789.0	3183.0
112464	818.0	261.0
22930	7730.0	5287.0
22931	8425.0	7245.0
81309	0.0	0.0
391504	0.0	0.0
10954	4981.0	7855.0
10953	2212.0	1801.0
10956	28021.0	26225.0
81315	0.0	0.0
10955	16894.0	12439.0
391508	0.0	0.0
81316	0.0	0.0
10957	6389.0	5260.0
124446	6639.0	6590.0
81310	0.0	0.0
10959	25140.0	26546.0
22929	3556.0	3298.0
10950	2027.0	704.0
10952	6747.0	5900.0
10951	4601.0	3404.0
22943	644.0	35.0
22944	955.0	555.0
22945	0.0	0.0
22947	0.0	0.0
22948	8389.0	6421.0
22949	6801.0	9094.0
83957	0.0	0.0
22941	2077.0	3387.0
83959	545.0	205.0
10965	1226.0	801.0
391518	0.0	0.0
10964	460.0	170.0
81304	0.0	0.0
10966	1370.0	1152.0
10969	3435.0	2639.0
81300	0.0	0.0
10961	16080.0	17236.0
10960	11754.0	12287.0
643529	974.0	496.0
10963	10406.0	7191.0
10962	1273.0	196.0
148479	2261.0	1346.0
197407	718.0	598.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1675.0	1254.0
391548	0.0	1.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	1.0	1.0
391552	1.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	0.0	1.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	2.0	0.0
207107	1.0	0.0
767566	0.0	0.0
767565	1.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	1.0	0.0
767563	1.0	1.0
474345	0.0	0.0
474344	898.0	459.0
474343	202.0	135.0
246717	0.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	2.0	2.0
161406	4.0	2.0
100151649	0.0	0.0
100151643	1.0	0.0
100151645	0.0	0.0
100151640	2.0	1.0
100151641	0.0	0.0
246715	2.0	0.0
767557	29.0	15.0
606553	0.0	0.0
606551	21.0	10.0
474354	2.0	1.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	1.0	0.0
161436	1140.0	1016.0
100151655	0.0	0.0
391584	1.0	0.0
100151656	1.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	14.0	16.0
100151652	0.0	0.0
100151668	4.0	1.0
391592	0.0	0.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	3413.0	2693.0
100151667	0.0	0.0
391598	0.0	0.0
100151661	0.0	0.0
100151663	0.0	0.0
474338	18.0	11.0
474337	0.0	0.0
197370	4654.0	5293.0
220112	6.0	2.0
246744	0.0	0.0
220115	34.0	34.0
93273	1.0	0.0
100271459	1.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	0.0	0.0
81295	0.0	0.0
100271452	0.0	0.0
220108	1455.0	1251.0
220107	21.0	12.0
100271448	2.0	3.0
100271447	1.0	2.0
100271449	0.0	1.0
100271444	4.0	0.0
100271445	0.0	0.0
81285	9371.0	47179.0
81282	0.0	2.0
197350	15.0	15.0
246720	3.0	1.0
401399	18.0	8.0
401398	33.0	31.0
246721	0.0	0.0
220134	24.0	66.0
401397	1899.0	1409.0
246723	20.0	3.0
220136	112.0	67.0
401393	5.0	20.0
100271437	0.0	1.0
100271439	0.0	1.0
100271438	0.0	2.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	368.0	275.0
246731	0.0	1.0
401387	2.0	0.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	86.0	42.0
100271420	0.0	0.0
197358	174.0	108.0
199990	1986.0	2388.0
246785	57.0	46.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	1.0	0.0
283726	154.0	121.0
100271414	0.0	0.0
100887075	3.0	0.0
439990	123.0	33.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	214.0	328.0
100271413	0.0	0.0
197320	972.0	649.0
439996	0.0	0.0
100887074	0.0	0.0
439992	25.0	30.0
100887073	0.0	0.0
197322	1589.0	1593.0
439994	269.0	265.0
102724105	463.0	468.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	1.0	1.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	7.0	8.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	18.0	11.0
197335	1110.0	874.0
440993	874.0	369.0
440992	61.0	56.0
161394	73.0	60.0
199964	219.0	245.0
8000	6166.0	1104.0
8001	0.0	0.0
246777	286.0	97.0
246778	1.0	1.0
606495	275.0	163.0
199974	17.0	2.0
8013	4216.0	75.0
22911	1758.0	817.0
439949	80.0	33.0
22913	8249.0	7908.0
643421	0.0	0.0
22914	6.0	6.0
22915	1391.0	140.0
439945	0.0	0.0
22916	5693.0	4233.0
731605	6.0	1.0
22917	40.0	46.0
10929	5402.0	5800.0
10928	8093.0	6652.0
56252	7508.0	5786.0
56253	42.0	10.0
401331	100.0	81.0
81207	0.0	0.0
83869	312.0	301.0
81208	0.0	0.0
81209	0.0	0.0
83877	4467.0	3793.0
56259	3571.0	2650.0
83876	117.0	43.0
81215	0.0	0.0
83879	560.0	250.0
10934	1.0	2.0
83878	269.0	91.0
283768	0.0	0.0
10933	16840.0	10048.0
10936	196.0	75.0
56254	6526.0	5363.0
83873	14.0	10.0
256148	0.0	0.0
81210	3.0	3.0
283767	0.0	0.0
56255	10109.0	7740.0
83872	3852.0	710.0
10935	13347.0	10024.0
81211	0.0	0.0
56256	482.0	437.0
10938	2356.0	1889.0
83875	76.0	12.0
83874	1999.0	1425.0
56257	4449.0	3981.0
22907	6833.0	5433.0
643414	1.0	0.0
439953	8.0	10.0
22908	4799.0	2867.0
83871	4094.0	1789.0
22909	2714.0	2240.0
283761	0.0	0.0
439954	2.0	2.0
643418	10.0	0.0
10930	9.0	3.0
439950	0.0	0.0
22921	1893.0	1562.0
8022	0.0	0.0
440926	278.0	273.0
22924	1914.0	1263.0
440925	29.0	47.0
8028	2471.0	1474.0
22925	1042.0	830.0
8029	137.0	49.0
22926	7147.0	5516.0
439934	0.0	0.0
22927	1303.0	557.0
8027	2330.0	1935.0
22928	5734.0	4941.0
439936	120.0	2.0
56261	3579.0	1262.0
56262	8906.0	6660.0
10939	4536.0	3469.0
401321	122.0	123.0
8021	5316.0	4697.0
83858	625.0	315.0
22920	2599.0	1429.0
56260	200.0	135.0
10943	1260.0	828.0
56269	0.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	184.0	287.0
81204	0.0	0.0
10945	13968.0	16258.0
83868	0.0	0.0
81205	0.0	0.0
10944	11273.0	8002.0
83867	0.0	0.0
10947	2187.0	1638.0
56265	1244.0	814.0
83862	2730.0	2666.0
401316	19.0	7.0
83861	2933.0	2749.0
283755	158.0	23.0
10946	5413.0	3890.0
56267	2580.0	1960.0
10949	11165.0	9812.0
81201	0.0	0.0
10948	2367.0	1905.0
256158	1598.0	475.0
83863	0.0	0.0
81202	0.0	0.0
22918	6058.0	1793.0
22919	12586.0	6439.0
439941	0.0	0.0
83860	883.0	639.0
8019	3159.0	3040.0
10941	0.0	0.0
643427	18.0	12.0
10940	364.0	282.0
8036	3948.0	2625.0
8034	4580.0	3307.0
440957	740.0	474.0
440956	1.0	1.0
440955	2.0	0.0
8038	95.0	33.0
10907	2512.0	2671.0
10906	4517.0	2682.0
440952	141.0	47.0
10908	3067.0	2240.0
93210	3572.0	3583.0
8031	45910.0	38512.0
256130	4.0	1.0
56270	8769.0	7321.0
56271	6454.0	3810.0
8030	6654.0	8076.0
10910	2815.0	2230.0
83899	0.0	0.0
81236	0.0	0.0
283748	1652.0	22.0
10912	3748.0	2481.0
283747	1.0	1.0
10911	197.0	20.0
10914	12080.0	9304.0
256126	26.0	23.0
83895	0.0	0.0
10913	82.0	27.0
83894	3.0	1.0
10916	40709.0	30157.0
83897	0.0	0.0
401303	87.0	44.0
10915	3116.0	1712.0
283742	2943.0	2290.0
83896	4.0	0.0
83891	4460.0	3171.0
83890	22.0	25.0
83893	0.0	0.0
81230	0.0	0.0
83892	7754.0	4756.0
22900	1320.0	861.0
93202	0.0	0.0
22901	458.0	356.0
22902	1906.0	1080.0
8045	1810.0	2318.0
22903	2973.0	1731.0
22904	3850.0	2039.0
22905	3500.0	2360.0
8048	0.0	0.0
440944	757.0	581.0
22906	4442.0	4129.0
256144	0.0	0.0
10917	0.0	0.0
10919	3910.0	3995.0
83888	19.0	17.0
10921	6995.0	6249.0
283738	0.0	0.0
83887	35.0	24.0
10920	3952.0	2162.0
81226	0.0	0.0
10923	7629.0	5795.0
10922	3621.0	3406.0
83889	4.0	1.0
81228	0.0	0.0
83884	0.0	2.0
56287	1.0	0.0
81221	0.0	0.0
56288	4700.0	3425.0
10924	2145.0	1650.0
10927	8821.0	5881.0
83886	72.0	60.0
81223	0.0	0.0
10926	569.0	424.0
81224	0.0	0.0
643447	0.0	5.0
643445	0.0	0.0
83882	281.0	228.0
83881	8.0	6.0
439965	26.0	13.0
643446	9.0	9.0
93233	30.0	20.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	2655.0	2052.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	21.0	16.0
106481975	0.0	0.0
106481978	1.0	0.0
106481979	0.0	0.0
106481980	0.0	0.0
100271499	0.0	0.0
100271498	0.0	0.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	0.0	0.0
81251	0.0	0.0
100271491	0.0	0.0
100271493	0.0	2.0
643470	0.0	0.0
643471	0.0	0.0
8061	213.0	9.0
8065	3893.0	2882.0
81248	0.0	0.0
10901	923.0	773.0
10900	113.0	40.0
10903	804.0	244.0
81243	0.0	0.0
10902	3885.0	2774.0
81244	0.0	0.0
100271487	1.0	1.0
10905	5644.0	4371.0
10904	6493.0	4798.0
81246	0.0	0.0
283796	0.0	2.0
100271483	0.0	0.0
81240	0.0	0.0
342574	3.0	0.0
100271486	0.0	0.0
100271485	0.0	0.0
81242	0.0	1.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	16996.0	17148.0
440917	11.0	7.0
439927	0.0	0.0
440915	26.0	11.0
8078	8193.0	6692.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	82.0	112.0
106481959	0.0	2.0
8073	14341.0	8755.0
106481956	0.0	0.0
8074	1.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	4.0	3.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	264.0	265.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	0.0	0.0
100271470	0.0	0.0
440905	48.0	12.0
439916	0.0	0.0
8089	920.0	706.0
440902	2.0	1.0
643499	0.0	0.0
439915	0.0	0.0
440900	0.0	0.0
8082	3655.0	1633.0
106481965	2.0	0.0
106481966	3.0	0.0
106481963	0.0	0.0
106481964	0.0	1.0
8086	2445.0	2349.0
106481969	0.0	0.0
8087	8563.0	6653.0
106481967	0.0	6.0
8085	6383.0	3910.0
106481968	2.0	0.0
102724167	1.0	0.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	1.0	1.0
401337	4.0	0.0
106481973	0.0	0.0
100271465	1.0	0.0
106481970	0.0	0.0
401335	2.0	0.0
100271467	0.0	0.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	1.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	9995.0	3603.0
81264	0.0	0.0
100271460	1.0	1.0
731688	5.0	5.0
728034	0.0	1.0
8099	5619.0	4475.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	1.0	0.0
106481930	0.0	0.0
8092	8.0	22.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	222.0	240.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	0.0
56413	72.0	44.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	2.0	2.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	893.0	565.0
344838	0.0	1.0
106481918	0.0	0.0
106481919	4.0	1.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	1585.0	515.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	5156.0	4375.0
100126572	0.0	0.0
106481929	0.0	3.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	1.0	4.0
728042	0.0	0.0
106481921	3.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	1.0	1.0
101234262	5.0	27.0
767612	0.0	0.0
767611	0.0	0.0
283337	3095.0	2266.0
344813	1.0	2.0
114548	276.0	41.0
81406	0.0	2.0
81407	0.0	0.0
344807	0.0	0.0
126526	1244.0	772.0
767600	0.0	0.0
344805	7.0	0.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	7.0	2.0
102800446	0.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	13.0	3.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	34.0	9.0
728013	130.0	49.0
283392	66.0	35.0
728012	0.0	0.0
728015	1.0	0.0
728010	0.0	1.0
81428	0.0	0.0
728019	1.0	0.0
56478	2438.0	1815.0
56479	764.0	363.0
126506	0.0	0.0
56474	2662.0	2348.0
81430	0.0	1.0
56475	393.0	120.0
81431	0.0	0.0
56476	0.0	0.0
56477	583.0	175.0
93408	1.0	0.0
283385	85.0	19.0
283383	3627.0	39.0
728005	4.0	1.0
81419	0.0	0.0
81421	0.0	0.0
283377	1839.0	1532.0
643401	4.0	2.0
283375	8.0	5.0
283373	4231.0	3283.0
151525	845.0	580.0
126567	34.0	25.0
391211	0.0	0.0
151534	34.0	17.0
151531	8.0	3.0
114569	4624.0	6223.0
126549	28.0	15.0
114571	0.0	0.0
100527978	39.0	18.0
126541	0.0	0.0
126536	0.0	0.0
151556	2390.0	1058.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	0.0
440695	0.0	0.0
728072	0.0	0.0
100527960	10.0	0.0
391253	0.0	0.0
728064	0.0	0.0
100527963	120.0	124.0
728066	2.0	1.0
440689	131.0	165.0
391257	0.0	0.0
391256	4.0	1.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	1.0
728096	0.0	0.0
151507	31.0	56.0
728090	0.0	0.0
728088	2.0	1.0
100527943	2.0	2.0
114599	1.0	1.0
126581	0.0	0.0
151516	127.0	94.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	0.0	0.0
100527947	0.0	0.0
100527948	1.0	0.0
100527949	0.0	0.0
643384	1.0	0.0
391160	1.0	0.0
643382	14.0	7.0
391162	0.0	0.0
692312	6.0	4.0
163479	0.0	1.0
391169	0.0	0.0
100271332	5.0	1.0
391171	0.0	1.0
391174	9.0	6.0
643394	4.0	2.0
391175	0.0	0.0
391179	0.0	1.0
93380	3251.0	2289.0
100271323	0.0	0.0
100271322	0.0	0.0
100271325	5.0	0.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	1.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	4.0	0.0
391155	2.0	2.0
401024	85.0	85.0
163486	1368.0	1182.0
401022	484.0	873.0
425054	0.0	0.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	1.0
100271300	0.0	1.0
401018	0.0	1.0
100271303	2.0	7.0
100271302	0.0	0.0
401093	1045.0	413.0
401097	16.0	31.0
151449	809.0	312.0
401082	0.0	0.0
8100	1103.0	636.0
440606	0.0	0.0
8106	3521.0	2580.0
440603	22.0	9.0
401089	0.0	5.0
391183	0.0	0.0
8110	19.0	5.0
8111	148.0	68.0
391189	0.0	0.0
8115	16.0	0.0
401074	320.0	181.0
222484	1796.0	1540.0
391190	0.0	0.0
391192	1.0	0.0
391191	1.0	0.0
391194	0.0	0.0
8123	138.0	66.0
391196	0.0	0.0
391195	1.0	0.0
8128	12.0	29.0
8125	9980.0	8799.0
401067	0.0	0.0
8120	412.0	185.0
151477	33.0	25.0
151473	751.0	355.0
643300	6.0	7.0
645962	0.0	0.0
8139	965.0	669.0
645961	1.0	2.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2197.0	3012.0
81329	0.0	0.0
83998	193.0	631.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	1.0	0.0
283403	0.0	0.0
83990	146.0	112.0
83992	1279.0	275.0
645954	154.0	54.0
81330	0.0	0.0
645958	152.0	170.0
645957	0.0	1.0
645974	211.0	326.0
643311	0.0	0.0
645973	0.0	0.0
643310	5.0	1.0
8148	10818.0	8336.0
222487	89.0	10.0
81318	0.0	0.0
8140	2839.0	317.0
83987	1496.0	706.0
81324	0.0	0.0
83986	3784.0	4452.0
81325	0.0	0.0
83989	2569.0	2264.0
83988	2043.0	3562.0
81327	0.0	0.0
83983	114.0	115.0
81320	0.0	0.0
83982	602.0	142.0
83985	94.0	80.0
81322	0.0	0.0
643308	0.0	0.0
643309	1.0	1.0
645968	5.0	0.0
645980	0.0	0.0
100271390	0.0	1.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	694.0	270.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	2.0	0.0
81353	0.0	0.0
106481884	0.0	0.0
100271399	0.0	1.0
81354	1.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	0.0
81352	1.0	0.0
100271392	4.0	8.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	5.0	2.0
93323	325.0	186.0
8165	10741.0	8631.0
645996	70.0	115.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1590.0	1135.0
106481891	1.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	1.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	0.0
106481893	1.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	1.0	1.0
100271384	0.0	1.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	0.0	0.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	0.0	0.0
8178	1510.0	1026.0
344892	1.0	0.0
643343	19.0	21.0
8170	17.0	13.0
106481855	0.0	0.0
401014	14.0	4.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	14.0	19.0
106481859	0.0	0.0
8175	2982.0	3927.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	26.0	13.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	45.0	14.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	0.0
8189	6631.0	6590.0
8187	439.0	368.0
93343	1426.0	1191.0
93349	728.0	264.0
643353	0.0	0.0
106481866	5.0	6.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	0.0	4.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	92.0	56.0
100271364	0.0	1.0
81363	1.0	1.0
344875	2.0	1.0
100271360	0.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	1.0	0.0
8192	2549.0	3031.0
106481833	0.0	0.0
8193	12.0	14.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	26.0	4.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	3670.0	2468.0
106481836	0.0	0.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	0.0	2.0
81399	0.0	0.0
283422	0.0	1.0
344866	2.0	0.0
100271351	0.0	0.0
283420	71.0	20.0
100271354	0.0	0.0
81390	0.0	0.0
81392	1.0	3.0
643376	3.0	3.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	4.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	0.0	0.0
106481846	0.0	0.0
100307126	8.0	4.0
106481847	0.0	0.0
100271349	0.0	0.0
283417	402.0	229.0
283416	33.0	34.0
106481851	1.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	5.0	7.0
106481850	3.0	4.0
81382	0.0	0.0
81383	0.0	0.0
100271343	3.0	1.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	2076.0	1968.0
283487	200.0	161.0
283486	4.0	3.0
283483	4.0	0.0
283481	228.0	73.0
283480	0.0	2.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	1.0	2.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	6.0	1.0
106481827	1.0	0.0
106481824	2.0	0.0
106481825	1.0	0.0
56547	17.0	115.0
106481830	0.0	0.0
56548	376.0	209.0
283471	8.0	0.0
731789	1.0	0.0
728170	0.0	1.0
283464	1353.0	1289.0
283463	2.0	0.0
283461	1.0	0.0
283460	1.0	0.0
106481808	0.0	0.0
728167	1.0	0.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	0.0	2.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	1.0	0.0
106481803	0.0	0.0
81501	1.0	4.0
81502	12598.0	15012.0
283459	1738.0	1301.0
283458	17.0	14.0
283455	93.0	108.0
645900	0.0	0.0
283450	6607.0	6268.0
780776	244.0	53.0
728113	117.0	148.0
126410	725.0	330.0
728116	72.0	63.0
728115	5.0	1.0
728118	18.0	11.0
81533	7157.0	5330.0
126402	3.0	0.0
81532	3440.0	2228.0
645930	0.0	0.0
731779	1.0	0.0
728106	0.0	1.0
645922	0.0	0.0
645927	5.0	3.0
728134	6.0	2.0
474170	362.0	202.0
728130	119.0	121.0
645940	2.0	0.0
728132	0.0	0.0
728137	0.0	0.0
81555	4139.0	3768.0
81556	3750.0	3233.0
81557	2.0	1.0
81558	1366.0	1428.0
645939	0.0	0.0
81551	8.0	4.0
101055625	7.0	6.0
81552	1648.0	1499.0
81553	2901.0	1775.0
344905	1.0	0.0
81554	4004.0	3535.0
474167	0.0	0.0
81550	1259.0	924.0
344901	3.0	0.0
645931	0.0	0.0
645950	2.0	0.0
728121	89.0	86.0
81537	2029.0	1209.0
81539	9554.0	4721.0
728128	0.0	0.0
81544	736.0	506.0
81545	4237.0	2804.0
81542	2221.0	1822.0
81543	279.0	184.0
93517	997.0	886.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	768.0	402.0
126432	236.0	142.0
163404	0.0	1.0
138474	1.0	0.0
391365	1.0	0.0
391367	0.0	0.0
728192	1.0	0.0
728194	2.0	2.0
728190	689.0	431.0
391378	1.0	0.0
138412	0.0	0.0
138428	13.0	3.0
138429	71.0	35.0
391356	1221.0	2089.0
391358	2.0	1.0
56521	413.0	378.0
391282	0.0	1.0
643263	0.0	0.0
643264	0.0	0.0
100271209	32.0	9.0
222537	5.0	1.0
163351	40.0	5.0
100271217	0.0	0.0
100271216	0.0	0.0
100271218	0.0	0.0
401164	0.0	0.0
100271206	1.0	0.0
100271207	0.0	1.0
100271201	0.0	0.0
100271204	0.0	0.0
391266	0.0	0.0
440799	3.0	2.0
391267	14.0	7.0
222553	174.0	116.0
391269	0.0	0.0
440795	0.0	0.0
401152	13292.0	8732.0
