id	5e480597-1410-4c25-bc82-6712d2743187	ff052832-df71-405d-9cc9-8e1f55f65610
10864	22.0	3.0
101929071	0.0	0.0
10863	1229.0	97.0
22813	1.0	1.0
22814	0.0	7.0
643641	2461.0	1439.0
22815	1.0	0.0
22816	0.0	0.0
22818	13318.0	14635.0
10829	1.0	4.0
100419945	0.0	0.0
83849	67.0	26.0
83855	2507.0	1602.0
10833	1.0	3.0
83854	12.0	13.0
83857	2148.0	781.0
10835	0.0	9.0
83856	202.0	441.0
10834	1.0	2.0
83851	545.0	50.0
10837	0.0	1.0
100419948	0.0	0.0
83850	126.0	8.0
10836	0.0	2.0
100419949	0.0	0.0
83853	42.0	22.0
10838	3351.0	3245.0
83852	1886.0	1056.0
124565	11353.0	15005.0
100419947	2.0	1.0
22808	1828.0	686.0
22809	4261.0	2861.0
101929082	1.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	26.0	496.0
22822	17347.0	1178.0
22823	2151.0	812.0
22824	4562.0	314.0
101929086	0.0	3.0
22826	6936.0	4088.0
22827	10145.0	3776.0
643653	0.0	2.0
22828	4903.0	2871.0
22829	1659.0	626.0
112574	2848.0	2634.0
100419955	0.0	0.0
56241	520.0	328.0
100420946	1.0	0.0
56242	817.0	975.0
22820	25818.0	39536.0
22821	1530.0	1171.0
100419950	0.0	1.0
10844	7136.0	5383.0
83844	0.0	0.0
10846	609.0	1066.0
10845	4322.0	3572.0
10848	5210.0	1993.0
56243	16296.0	5543.0
10847	17055.0	11453.0
56244	19.0	4.0
56245	20.0	24.0
10849	282.0	245.0
56246	5.0	4.0
643646	49.0	33.0
10840	6106.0	1723.0
10842	0.0	0.0
101929093	0.0	0.0
10841	61.0	67.0
643648	0.0	0.0
101929010	1.0	0.0
100420950	29.0	47.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	1.0	1.0
100419963	0.0	0.0
100271613	0.0	1.0
100271611	1.0	1.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	0.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	1.0	0.0
100271601	0.0	3.0
100419979	3.0	1.0
100420972	0.0	0.0
100420975	9.0	2.0
100419989	0.0	1.0
391428	0.0	1.0
100419995	0.0	0.0
100419996	3.0	2.0
391436	0.0	0.0
161582	68.0	71.0
124599	144.0	29.0
101929052	0.0	0.0
391485	1.0	6.0
222611	0.0	1.0
100187716	0.0	0.0
391490	0.0	2.0
391496	0.0	0.0
22899	954.0	320.0
391462	0.0	3.0
22891	364.0	64.0
22893	3451.0	2444.0
22894	4743.0	3387.0
22895	6.0	3.0
148581	0.0	0.0
22897	2439.0	668.0
22898	2515.0	1229.0
22890	3101.0	2218.0
391470	0.0	1.0
391472	4.0	0.0
391475	0.0	4.0
101929008	85.0	60.0
222659	15.0	22.0
440894	83.0	39.0
222658	7560.0	5934.0
102724035	0.0	1.0
100271575	1.0	2.0
100271577	10.0	2.0
100271571	3.0	2.0
81175	18.0	2.0
81176	7.0	6.0
100271570	0.0	1.0
93145	3362.0	2085.0
440888	0.0	0.0
222642	15.0	0.0
222643	143.0	26.0
401289	2.0	4.0
401288	121.0	46.0
401285	4.0	0.0
81166	0.0	0.0
100271564	12.0	14.0
81168	0.0	0.0
100271566	8.0	11.0
81169	0.0	0.0
81162	6.0	0.0
81163	0.0	0.0
100271563	0.0	2.0
81164	0.0	0.0
81160	0.0	0.0
391387	2.0	2.0
102724018	0.0	1.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	4.0	7.0
100271551	1.0	1.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	2.0	0.0
81194	0.0	0.0
450232	0.0	0.0
401260	0.0	0.0
220001	640.0	33.0
222662	1.0	0.0
401265	230.0	106.0
222663	1311.0	428.0
220002	4109.0	3366.0
93166	670.0	136.0
401264	553.0	653.0
220004	228.0	66.0
100271539	0.0	0.0
401262	270.0	28.0
93164	444.0	180.0
100271547	0.0	0.0
100271549	5.0	2.0
81188	0.0	0.0
100271543	1.0	5.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	28.0	9.0
81185	1.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1980.0	2085.0
440854	37.0	6.0
222698	66.0	29.0
222696	107.0	71.0
161497	22.0	5.0
100271529	11.0	7.0
222699	18.0	33.0
100271536	0.0	0.0
100271538	6.0	20.0
100271537	0.0	1.0
93190	7.0	1.0
283601	0.0	2.0
100271531	12.0	4.0
283600	1.0	0.0
220042	132.0	42.0
93183	3281.0	4883.0
100271518	0.0	1.0
100271517	0.0	1.0
93185	5393.0	8242.0
100271525	0.0	0.0
100271526	23.0	16.0
100271521	0.0	3.0
100271520	0.0	0.0
220032	3.0	0.0
100271523	0.0	0.0
100271522	0.0	1.0
100271507	0.0	0.0
100271506	0.0	8.0
100271516	0.0	0.0
100271510	0.0	1.0
220064	1297.0	564.0
220047	6.0	24.0
100271503	0.0	0.0
10808	6828.0	4623.0
56130	53.0	17.0
10807	2357.0	2106.0
56131	138.0	72.0
56132	267.0	76.0
10809	8806.0	7521.0
220081	56.0	33.0
83756	62.0	27.0
10811	1337.0	495.0
56137	16.0	37.0
10810	2475.0	2752.0
83755	2.0	0.0
56138	21.0	546.0
83758	334.0	82.0
10813	1764.0	1175.0
56139	97.0	61.0
401207	528.0	400.0
220082	7.0	0.0
83757	0.0	0.0
83752	11713.0	11107.0
56133	228.0	985.0
10815	208.0	515.0
10814	94.0	4.0
56134	12.0	44.0
10817	542.0	394.0
56135	4.0	36.0
10816	11.0	1.0
283643	479.0	171.0
56136	7.0	2.0
643535	0.0	2.0
643536	0.0	0.0
22800	1989.0	1445.0
22801	1319.0	298.0
643550	1.0	26.0
22802	5154.0	1.0
22803	7383.0	5565.0
440804	2.0	1.0
22806	338.0	108.0
22807	4041.0	778.0
10819	95.0	89.0
56140	2.0	3.0
10818	3084.0	1929.0
56141	14.0	6.0
56142	11.0	3.0
56143	4.0	13.0
83737	5678.0	4144.0
220070	0.0	4.0
10822	0.0	0.0
283638	6512.0	5040.0
83744	542.0	229.0
10821	8.0	0.0
10824	9.0	0.0
83746	3618.0	2640.0
10823	1.0	0.0
83741	0.0	0.0
283635	7459.0	6327.0
10826	4505.0	835.0
220074	1358.0	1743.0
56144	47.0	363.0
10825	2546.0	2080.0
56145	24.0	42.0
83740	0.0	0.0
83743	3262.0	2918.0
56146	6.0	16.0
10828	0.0	1.0
10827	2159.0	2388.0
83742	6447.0	1140.0
56147	3.0	48.0
283631	0.0	7.0
10820	1.0	2.0
440836	1105.0	145.0
643563	1.0	15.0
56154	15.0	0.0
81109	0.0	2.0
283629	156.0	49.0
56159	2.0	0.0
81115	0.0	0.0
81116	0.0	0.0
56155	120.0	73.0
283624	1200.0	434.0
102724097	143.0	218.0
256006	67.0	12.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	7.0	2.0
81114	0.0	0.0
81110	0.0	1.0
440829	11.0	59.0
440823	208.0	16.0
440822	2.0	1.0
56163	5.0	0.0
56164	47.0	12.0
256021	51.0	11.0
56165	50.0	1105.0
83759	2031.0	901.0
56160	2200.0	1082.0
10800	1198.0	85.0
283617	0.0	0.0
81104	0.0	0.0
10802	3964.0	4855.0
10801	27846.0	7494.0
10804	65.0	2.0
10803	9.0	1.0
56167	0.0	0.0
10806	2032.0	1087.0
56168	0.0	1.0
56169	155.0	3.0
643582	0.0	0.0
643586	8.0	7.0
256076	66.0	5.0
401253	2.0	0.0
56171	229.0	188.0
401251	63.0	15.0
56172	25691.0	29556.0
401250	0.0	1.0
81137	0.0	0.0
81138	10.0	1.0
83795	1.0	0.0
102724076	0.0	0.0
102724077	14.0	17.0
283688	0.0	0.0
401247	7.0	13.0
81136	0.0	0.0
283687	597.0	457.0
283685	3.0	1.0
93109	745.0	297.0
283682	23.0	61.0
100126825	0.0	0.0
93107	1.0	0.0
643596	39.0	16.0
56180	1150.0	864.0
93100	3483.0	979.0
401242	1.0	15.0
256085	1.0	0.0
56181	6491.0	4386.0
81126	0.0	0.0
81127	0.0	0.0
83787	2777.0	2109.0
283677	10.0	0.0
401237	204.0	53.0
83786	3436.0	1422.0
401236	50.0	8.0
283673	10.0	21.0
93134	5072.0	3331.0
401233	0.0	0.0
401232	221.0	232.0
256051	773.0	560.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	3.0
283663	129.0	35.0
81153	0.0	0.0
100271596	0.0	2.0
100271595	0.0	1.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1770.0	1984.0
283659	127.0	138.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	1.0
283652	0.0	0.0
283651	5824.0	4714.0
100271585	0.0	0.0
100271584	12.0	25.0
100271581	0.0	1.0
22998	15443.0	8612.0
22999	528.0	165.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	6084.0	3724.0
100151671	0.0	0.0
100151672	5.0	0.0
22992	15102.0	6608.0
22993	7921.0	8213.0
100151674	1.0	0.0
22994	618.0	171.0
83903	34.0	19.0
22995	494.0	92.0
83902	1.0	0.0
22996	7094.0	5684.0
22997	342.0	197.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	1.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	19.0	9.0
100151684	0.0	1.0
100151685	0.0	0.0
100151681	3.0	0.0
56302	20.0	28.0
83901	0.0	0.0
342538	11.0	38.0
83900	0.0	0.0
56300	2.0	0.0
56301	5.0	2.0
124411	1444.0	810.0
22976	1730.0	1255.0
22977	56.0	130.0
22978	3866.0	2220.0
22979	167.0	75.0
22970	69.0	77.0
22971	2329.0	840.0
22974	310.0	260.0
83932	916.0	567.0
10998	677.0	897.0
83931	6453.0	5619.0
342527	21.0	9.0
148418	291.0	111.0
83933	515.0	367.0
124404	10.0	0.0
10999	2828.0	5270.0
124401	1298.0	924.0
124402	2494.0	1973.0
83930	5911.0	4537.0
56311	12.0	1.0
10990	100.0	43.0
100126693	27.0	2.0
10992	16712.0	10551.0
606500	0.0	0.0
10991	60.0	3.0
10994	4956.0	1723.0
10993	274.0	193.0
22987	259.0	308.0
22989	142.0	479.0
22980	12293.0	9503.0
22981	3497.0	215.0
22982	5153.0	2241.0
22983	41.0	34.0
22984	4364.0	2928.0
22985	14549.0	5017.0
22986	10.0	3.0
58986	8324.0	11163.0
148423	1348.0	673.0
58985	193.0	6.0
342510	113.0	29.0
283694	0.0	0.0
283693	34.0	34.0
283692	0.0	0.0
22954	1286.0	733.0
22955	7354.0	5759.0
112487	1267.0	1357.0
22950	2439.0	1344.0
391524	0.0	5.0
22952	4.0	8.0
22953	143.0	47.0
391526	0.0	0.0
10975	4439.0	3904.0
83953	7.0	0.0
10978	831.0	571.0
83955	12.0	27.0
10979	6922.0	3515.0
112495	4253.0	2736.0
10970	9005.0	7867.0
56339	3931.0	3220.0
10972	35699.0	52749.0
10971	26967.0	28094.0
10974	0.0	0.0
10973	5121.0	1864.0
401409	99.0	107.0
112479	1517.0	1247.0
112476	439.0	240.0
391530	0.0	0.0
83939	9784.0	8712.0
56341	3.0	0.0
391533	0.0	0.0
124460	197.0	58.0
83935	407.0	240.0
83938	606.0	291.0
391538	1.0	5.0
83937	1392.0	275.0
10987	4182.0	3962.0
83943	1101.0	1014.0
83942	1.0	0.0
10989	5925.0	3573.0
10988	7185.0	4730.0
56342	342.0	275.0
124454	2725.0	2943.0
56344	0.0	0.0
83941	2762.0	2446.0
83940	1425.0	1652.0
643503	0.0	1.0
10981	1157.0	272.0
112483	4946.0	2844.0
10980	7456.0	5231.0
10983	45668.0	32682.0
10982	2880.0	1092.0
643507	5.0	3.0
10985	11429.0	8421.0
10984	586.0	601.0
22932	853.0	691.0
22933	4224.0	2237.0
22934	1347.0	867.0
22936	14239.0	20435.0
22937	9754.0	8088.0
22938	4763.0	2526.0
112464	666.0	283.0
22930	7120.0	2970.0
22931	10419.0	12047.0
81309	0.0	0.0
391504	1.0	9.0
10954	4970.0	8754.0
10953	2831.0	2412.0
10956	26720.0	22096.0
81315	0.0	0.0
10955	17265.0	12238.0
391508	0.0	1.0
81316	0.0	0.0
10957	13874.0	4583.0
124446	9058.0	6649.0
81310	0.0	0.0
10959	31259.0	46800.0
22929	4280.0	3075.0
10950	3533.0	926.0
10952	6018.0	7697.0
10951	4768.0	2579.0
22943	707.0	115.0
22944	1165.0	596.0
22945	0.0	0.0
22947	0.0	0.0
22948	8316.0	6627.0
22949	5732.0	3396.0
83957	2.0	0.0
22941	3581.0	4628.0
83959	1031.0	176.0
10965	1288.0	910.0
391518	1.0	0.0
10964	1187.0	114.0
81304	0.0	0.0
10966	2259.0	1509.0
10969	4030.0	2693.0
81300	0.0	0.0
10961	16149.0	26961.0
10960	12115.0	16574.0
643529	467.0	207.0
10963	10007.0	7437.0
10962	626.0	274.0
148479	4129.0	1697.0
197407	764.0	646.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	1.0
124491	3978.0	1298.0
391548	0.0	0.0
767588	1.0	0.0
767589	0.0	0.0
767583	1.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	1.0
391552	0.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	2.0	7.0
767577	0.0	0.0
767579	2.0	0.0
767578	1.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	3.0	0.0
207107	2.0	0.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	2.0
767563	1.0	0.0
474345	0.0	0.0
474344	992.0	360.0
474343	245.0	93.0
246717	0.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	4.0	10.0
161406	50.0	26.0
100151649	0.0	0.0
100151643	0.0	1.0
100151645	3.0	0.0
100151640	15.0	9.0
100151641	0.0	0.0
246715	0.0	0.0
767557	13.0	25.0
606553	0.0	0.0
606551	33.0	36.0
474354	25.0	3.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	1.0
161436	662.0	159.0
100151655	0.0	2.0
391584	0.0	7.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	55.0	37.0
100151652	0.0	0.0
100151668	1.0	0.0
391592	2.0	2.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	4538.0	3290.0
100151667	0.0	0.0
391598	3.0	4.0
100151661	1.0	1.0
100151663	0.0	0.0
474338	17.0	14.0
474337	1.0	1.0
197370	5655.0	9663.0
220112	10.0	1.0
246744	3.0	1.0
220115	64.0	87.0
93273	20.0	0.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	1.0	0.0
100271456	0.0	0.0
100271451	0.0	2.0
81295	0.0	0.0
100271452	0.0	3.0
220108	869.0	487.0
220107	24.0	13.0
100271448	2.0	3.0
100271447	1.0	4.0
100271449	1.0	1.0
100271444	5.0	10.0
100271445	1.0	1.0
81285	10032.0	33919.0
81282	1.0	2.0
197350	41.0	18.0
246720	1.0	2.0
401399	29.0	9.0
401398	36.0	22.0
246721	0.0	0.0
220134	65.0	73.0
401397	2679.0	1886.0
246723	39.0	12.0
220136	105.0	60.0
401393	14.0	81.0
100271437	0.0	0.0
100271439	0.0	2.0
100271438	2.0	4.0
100271433	0.0	1.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	1518.0	771.0
246731	2.0	6.0
401387	6.0	2.0
100271419	0.0	1.0
102724127	0.0	0.0
246737	96.0	50.0
100271420	0.0	0.0
197358	392.0	141.0
199990	2704.0	3288.0
246785	57.0	61.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	1.0	0.0
220158	1.0	0.0
283726	167.0	66.0
100271414	0.0	0.0
100887075	3.0	1.0
439990	105.0	13.0
100271411	0.0	1.0
100271410	0.0	2.0
220164	173.0	77.0
100271413	0.0	4.0
197320	1081.0	1849.0
439996	0.0	0.0
100887074	0.0	0.0
439992	76.0	86.0
100887073	0.0	0.0
197322	2522.0	1778.0
439994	197.0	181.0
102724105	689.0	522.0
220147	1.0	1.0
100271404	0.0	1.0
100887067	20.0	11.0
102724101	0.0	0.0
100271406	1.0	3.0
100271405	68.0	18.0
100271400	0.0	3.0
283711	1.0	0.0
100271402	0.0	0.0
197331	11.0	2.0
197335	2090.0	1145.0
440993	2356.0	803.0
440992	62.0	119.0
161394	67.0	55.0
199964	217.0	152.0
8000	11484.0	47.0
8001	4.0	3.0
246777	86.0	832.0
246778	3.0	6.0
606495	364.0	184.0
199974	93.0	5.0
8013	15627.0	3285.0
22911	1506.0	1013.0
439949	181.0	10.0
22913	9873.0	6553.0
643421	0.0	5.0
22914	44.0	4.0
22915	419.0	233.0
439945	0.0	0.0
22916	6208.0	4304.0
731605	7.0	8.0
22917	27.0	85.0
10929	7019.0	7296.0
10928	8791.0	6984.0
56252	9742.0	6277.0
56253	38.0	8.0
401331	192.0	194.0
81207	0.0	0.0
83869	426.0	38.0
81208	1.0	0.0
81209	0.0	0.0
83877	3997.0	5346.0
56259	4418.0	1765.0
83876	49.0	19.0
81215	0.0	0.0
83879	627.0	34.0
10934	4.0	4.0
83878	172.0	42.0
283768	1.0	0.0
10933	19151.0	10010.0
10936	240.0	53.0
56254	6233.0	3947.0
83873	23.0	5.0
256148	0.0	0.0
81210	5.0	0.0
283767	1.0	0.0
56255	11325.0	9101.0
83872	2110.0	301.0
10935	13683.0	14939.0
81211	0.0	0.0
56256	1100.0	140.0
10938	3255.0	2835.0
83875	180.0	25.0
83874	2130.0	950.0
56257	8245.0	4011.0
22907	7857.0	5417.0
643414	0.0	0.0
439953	14.0	17.0
22908	4828.0	4628.0
83871	4846.0	768.0
22909	3352.0	2298.0
283761	2.0	0.0
439954	1.0	13.0
643418	10.0	4.0
10930	70.0	1.0
439950	0.0	0.0
22921	2234.0	1875.0
8022	0.0	0.0
440926	69.0	56.0
22924	2079.0	1261.0
440925	63.0	262.0
8028	3020.0	1493.0
22925	1149.0	1409.0
8029	337.0	59.0
22926	7304.0	5916.0
439934	0.0	0.0
22927	1013.0	463.0
8027	2193.0	1944.0
22928	6757.0	6734.0
439936	37.0	0.0
56261	7000.0	1589.0
56262	14971.0	5856.0
10939	4875.0	3798.0
401321	250.0	98.0
8021	7103.0	4491.0
83858	1536.0	611.0
22920	2473.0	2087.0
56260	235.0	170.0
10943	2187.0	1458.0
56269	2.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	250.0	52.0
81204	0.0	0.0
10945	17612.0	17969.0
83868	7.0	0.0
81205	0.0	0.0
10944	12703.0	8349.0
83867	1.0	0.0
10947	1372.0	1615.0
56265	1275.0	394.0
83862	3249.0	3586.0
401316	22.0	36.0
83861	3206.0	2790.0
283755	422.0	116.0
10946	7078.0	3382.0
56267	2815.0	2856.0
10949	16941.0	9670.0
81201	0.0	0.0
10948	3629.0	2190.0
256158	1668.0	1093.0
83863	0.0	0.0
81202	0.0	0.0
22918	4665.0	1943.0
22919	12236.0	7549.0
439941	0.0	0.0
83860	1210.0	687.0
8019	4325.0	2615.0
10941	0.0	2.0
643427	33.0	15.0
10940	661.0	637.0
8036	4490.0	3546.0
8034	5111.0	7559.0
440957	796.0	581.0
440956	4.0	1.0
440955	4.0	1.0
8038	57.0	18.0
10907	2932.0	3546.0
10906	5280.0	4540.0
440952	123.0	35.0
10908	5173.0	2474.0
93210	6273.0	5278.0
8031	27290.0	23916.0
256130	2.0	0.0
56270	13130.0	7535.0
56271	6512.0	3632.0
8030	11074.0	7393.0
10910	3993.0	2755.0
83899	0.0	0.0
81236	0.0	0.0
283748	398.0	9.0
10912	7434.0	23842.0
283747	0.0	0.0
10911	299.0	3.0
10914	16499.0	12131.0
256126	63.0	50.0
83895	6.0	1.0
10913	499.0	5.0
83894	27.0	2.0
10916	31701.0	19106.0
83897	0.0	0.0
401303	83.0	43.0
10915	5637.0	2194.0
283742	3699.0	2406.0
83896	10.0	4.0
83891	2827.0	4291.0
83890	20.0	22.0
83893	0.0	0.0
81230	0.0	0.0
83892	9292.0	4981.0
22900	2309.0	1162.0
93202	1.0	3.0
22901	551.0	867.0
22902	3103.0	1382.0
8045	2852.0	3449.0
22903	3461.0	1946.0
22904	5582.0	5450.0
22905	5130.0	2929.0
8048	0.0	0.0
440944	2323.0	1062.0
22906	7506.0	4871.0
256144	0.0	0.0
10917	0.0	0.0
10919	6178.0	3093.0
83888	43.0	0.0
10921	9485.0	6782.0
283738	0.0	0.0
83887	32.0	8.0
10920	3502.0	3259.0
81226	0.0	0.0
10923	11129.0	6138.0
10922	5495.0	5320.0
83889	1.0	1.0
81228	0.0	0.0
83884	2.0	4.0
56287	0.0	0.0
81221	0.0	0.0
56288	7661.0	3310.0
10924	2378.0	14598.0
10927	10508.0	5993.0
83886	328.0	32.0
81223	0.0	0.0
10926	761.0	546.0
81224	0.0	0.0
643447	7.0	14.0
643445	0.0	0.0
83882	256.0	366.0
83881	4.0	0.0
439965	28.0	21.0
643446	11.0	13.0
93233	95.0	14.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	2744.0	2569.0
106481977	0.0	0.0
106481974	0.0	1.0
401375	55.0	21.0
106481975	0.0	0.0
106481978	2.0	0.0
106481979	0.0	0.0
106481980	1.0	1.0
100271499	0.0	1.0
100271498	5.0	0.0
106481981	0.0	0.0
100271495	0.0	2.0
643459	0.0	0.0
81251	1.0	0.0
100271491	0.0	2.0
100271493	4.0	6.0
643470	0.0	0.0
643471	0.0	0.0
8061	8028.0	232.0
8065	4681.0	3260.0
81248	2.0	0.0
10901	1021.0	605.0
10900	80.0	22.0
10903	783.0	153.0
81243	0.0	0.0
10902	5275.0	3081.0
81244	0.0	0.0
100271487	0.0	7.0
10905	7151.0	6593.0
10904	9205.0	4620.0
81246	0.0	0.0
283796	5.0	0.0
100271483	0.0	0.0
81240	1.0	2.0
342574	1.0	0.0
100271486	0.0	0.0
100271485	0.0	2.0
81242	1.0	0.0
100271480	0.0	1.0
100271481	0.0	0.0
8079	19362.0	18951.0
440917	11.0	16.0
439927	0.0	0.0
440915	16.0	29.0
8078	7487.0	5990.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	884.0	242.0
106481959	0.0	0.0
8073	18850.0	10345.0
106481956	0.0	0.0
8074	2.0	0.0
106481957	2.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	5.0	7.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	178.0	168.0
100271472	0.0	6.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	1.0	1.0
100271470	0.0	0.0
440905	237.0	1112.0
439916	0.0	0.0
8089	998.0	1078.0
440902	0.0	9.0
643499	1.0	3.0
439915	2.0	0.0
440900	3.0	3.0
8082	4468.0	1089.0
106481965	0.0	0.0
106481966	4.0	1.0
106481963	1.0	0.0
106481964	1.0	0.0
8086	3450.0	2110.0
106481969	0.0	0.0
8087	9655.0	6075.0
106481967	17.0	11.0
8085	11662.0	9953.0
106481968	0.0	3.0
102724167	0.0	0.0
100271469	0.0	1.0
100271466	0.0	1.0
106481972	0.0	0.0
283777	4.0	0.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	0.0	8.0
106481970	0.0	0.0
401335	10.0	1.0
100271467	3.0	4.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	1.0	1.0
100271461	0.0	1.0
100271464	0.0	0.0
439921	10560.0	2338.0
81264	0.0	0.0
100271460	4.0	6.0
731688	8.0	15.0
728034	0.0	0.0
8099	6576.0	3472.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	7.0	3.0
106481930	0.0	1.0
8092	12.0	1.0
106481931	0.0	1.0
106481936	0.0	0.0
728039	165.0	184.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	1.0	1.0
56413	261.0	35.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	6.0	4.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	0.0	1.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	1.0	0.0
106481951	0.0	0.0
283358	1803.0	553.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	17.0	12.0
106481916	1.0	2.0
106481917	0.0	0.0
572558	1505.0	110.0
106481910	0.0	0.0
106481911	0.0	2.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	1.0	0.0
106481913	0.0	0.0
283349	6800.0	8292.0
100126572	0.0	0.0
106481929	24.0	13.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	21.0	4.0
728042	0.0	0.0
106481921	5.0	11.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	2.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	1.0	0.0
767605	0.0	0.0
106481923	0.0	5.0
767604	0.0	0.0
106481924	1.0	1.0
767610	0.0	0.0
101234261	17.0	3.0
101234262	20.0	16.0
767612	0.0	0.0
767611	0.0	0.0
283337	3384.0	1870.0
344813	3.0	2.0
114548	470.0	77.0
81406	2.0	3.0
81407	0.0	0.0
344807	1.0	0.0
126526	1322.0	738.0
767600	0.0	0.0
344805	18.0	4.0
106481907	0.0	1.0
106481908	0.0	0.0
106481905	0.0	1.0
731656	88.0	6.0
102800446	0.0	1.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	29.0	32.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	18.0	18.0
728013	404.0	144.0
283392	53.0	8.0
728012	0.0	0.0
728015	3.0	7.0
728010	0.0	3.0
81428	0.0	0.0
728019	2.0	0.0
56478	2237.0	1450.0
56479	248.0	15.0
126506	1.0	1.0
56474	2592.0	1559.0
81430	0.0	1.0
56475	423.0	81.0
81431	0.0	0.0
56476	1.0	0.0
56477	1376.0	143.0
93408	2.0	0.0
283385	61.0	12.0
283383	417.0	147.0
728005	19.0	5.0
81419	0.0	0.0
81421	0.0	0.0
283377	2351.0	2666.0
643401	6.0	78.0
283375	11.0	4.0
283373	6549.0	7056.0
151525	1268.0	925.0
126567	40.0	88.0
391211	0.0	1.0
151534	49.0	11.0
151531	9.0	8.0
114569	9324.0	20058.0
126549	53.0	16.0
114571	2.0	3.0
100527978	64.0	47.0
126541	0.0	0.0
126536	0.0	1.0
151556	1310.0	2192.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	0.0
440695	0.0	2.0
728072	0.0	0.0
100527960	15.0	0.0
391253	0.0	0.0
728064	0.0	0.0
100527963	127.0	42.0
728066	1.0	1.0
440689	146.0	936.0
391257	0.0	1.0
391256	7.0	17.0
440686	0.0	1.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	38.0	64.0
728090	0.0	0.0
728088	6.0	16.0
100527943	5.0	2.0
114599	11.0	27.0
126581	0.0	0.0
