id	b50ac187-7079-4b52-b872-f815521fc164	f676c6d1-b263-467c-ae4f-547628572df8
83544	716.0	1435.0
83541	2194.0	1889.0
83540	15.0	56.0
126917	1755.0	1784.0
340037	10.0	7.0
114926	1944.0	1188.0
114928	1554.0	1254.0
339044	0.0	5.0
256297	0.0	2.0
401474	1154.0	157.0
653174	0.0	0.0
653175	0.0	1.0
340024	1453.0	66.0
114915	2718.0	1632.0
401466	1259.0	1211.0
653162	37.0	42.0
653163	0.0	0.0
283899	1919.0	2119.0
653166	0.0	0.0
283897	251.0	161.0
339145	5.0	8.0
391723	0.0	3.0
391722	28.0	25.0
10778	1953.0	1975.0
10777	12.0	12.0
10772	3266.0	4417.0
340120	1.0	12.0
10771	7254.0	7174.0
10773	484.0	531.0
10776	6859.0	6303.0
10775	1536.0	1502.0
10788	1853.0	7017.0
391739	0.0	2.0
10781	2239.0	1991.0
10780	463.0	476.0
10783	1088.0	3296.0
10782	1265.0	1588.0
10785	417.0	389.0
10787	9273.0	10087.0
10786	3.0	0.0
102606463	8.0	2.0
731308	0.0	1.0
339122	93.0	244.0
339123	3662.0	5135.0
102606462	0.0	0.0
391701	0.0	0.0
391703	0.0	1.0
151827	64.0	83.0
126826	0.0	1.0
643719	44.0	38.0
10755	6504.0	5885.0
151825	1.0	0.0
10758	2463.0	1427.0
126823	612.0	963.0
126820	17.0	34.0
10750	28.0	17.0
10752	144.0	236.0
10751	0.0	0.0
10753	144.0	142.0
643714	1.0	1.0
138864	0.0	0.0
391712	16.0	1.0
391714	0.0	0.0
114836	56.0	76.0
10767	1994.0	2362.0
10766	7406.0	10834.0
151835	4.0	3.0
10769	1285.0	2313.0
391718	0.0	0.0
10768	9397.0	7682.0
126811	0.0	0.0
643723	31.0	13.0
10761	3.0	4.0
10763	9369.0	4563.0
10762	3473.0	3353.0
10765	4234.0	3821.0
101929179	1.0	292.0
388112	1.0	2.0
339105	20.0	30.0
83707	2065.0	3107.0
83706	404.0	544.0
10734	109.0	73.0
10733	93.0	90.0
83714	262.0	248.0
10736	2343.0	95.0
401648	4.0	1.0
643739	0.0	0.0
10735	5410.0	5754.0
401647	44.0	92.0
10738	0.0	1.0
401646	0.0	0.0
10737	10.0	8.0
10739	287.0	777.0
376132	0.0	0.0
10730	7319.0	8178.0
101929184	8.0	19.0
10732	766.0	757.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	10.0	10.0
124221	10.0	11.0
124222	675.0	4613.0
114897	4955.0	1959.0
114898	110.0	57.0
124220	5748.0	4396.0
114899	92.0	429.0
391777	20.0	7.0
10745	424.0	709.0
56104	31.0	128.0
83700	4977.0	5904.0
401638	0.0	0.0
10744	3.0	5.0
56105	67.0	25.0
10747	23.0	22.0
401637	0.0	0.0
56106	243.0	370.0
10746	2852.0	3116.0
56107	98.0	65.0
10749	12813.0	18075.0
56100	151.0	105.0
401634	0.0	1.0
10748	20.0	38.0
56101	226.0	441.0
56102	31.0	32.0
56103	53.0	314.0
643744	6.0	11.0
10741	1728.0	1360.0
56108	91.0	268.0
10740	75.0	64.0
643749	126.0	105.0
56109	125.0	158.0
10743	3208.0	3469.0
342732	3.0	2.0
10742	2881.0	1717.0
101929198	0.0	0.0
101929196	1.0	1.0
100420811	0.0	4.0
114884	3004.0	826.0
317774	1.0	1.0
114885	1045.0	906.0
401630	0.0	0.0
317772	1.0	3.0
100419821	1.0	0.0
56110	105.0	662.0
317778	0.0	0.0
83729	34.0	43.0
317775	0.0	0.0
83734	303.0	448.0
10712	2487.0	2002.0
83733	172.0	390.0
10714	907.0	672.0
126868	165.0	62.0
317769	0.0	0.0
100419829	1.0	0.0
10713	3733.0	3068.0
317768	0.0	0.0
10716	10.0	0.0
100419827	0.0	0.0
56111	74.0	53.0
10715	15.0	99.0
56112	36.0	439.0
56113	70.0	498.0
83732	1166.0	1180.0
10718	23.0	0.0
10717	707.0	623.0
56114	32.0	130.0
388125	318.0	225.0
401629	2.0	0.0
317781	2093.0	1550.0
388122	2.0	1.0
83719	4071.0	2510.0
56120	1.0	11.0
56121	112.0	134.0
114876	2259.0	2635.0
388121	194.0	84.0
83716	22472.0	8490.0
83715	338.0	856.0
114879	1892.0	2786.0
100420829	0.0	0.0
10723	2366.0	3618.0
56126	105.0	203.0
83723	7.0	3.0
126859	1.0	6.0
56127	58.0	164.0
10725	1936.0	1651.0
56128	15.0	343.0
56129	99.0	148.0
10724	8215.0	6509.0
114880	438.0	711.0
56122	296.0	438.0
388115	1314.0	1969.0
401613	2034.0	1454.0
114881	1122.0	731.0
10726	9725.0	8615.0
56123	109.0	498.0
401612	150.0	162.0
114882	2136.0	2515.0
56124	48.0	97.0
10728	15612.0	16159.0
114883	5658.0	6032.0
56125	130.0	523.0
643766	0.0	0.0
10721	20.0	30.0
10720	0.0	8.0
100420830	2.0	1.0
136259	6.0	2.0
100420834	0.0	0.0
317751	13.0	5.0
124274	0.0	0.0
388152	116.0	70.0
317754	0.0	0.0
317753	1.0	0.0
317749	1410.0	732.0
342705	0.0	1.0
151888	14.0	6.0
151887	3496.0	1414.0
136263	1.0	0.0
100420841	0.0	0.0
101929145	425.0	251.0
100420843	0.0	0.0
100293090	7756.0	5505.0
148254	421.0	321.0
317762	2341.0	4464.0
317761	9.0	53.0
100419854	0.0	1.0
317760	4.0	4.0
317767	0.0	4.0
100271715	24.0	24.0
148252	234.0	685.0
100271722	152.0	180.0
199834	0.0	0.0
388135	1932.0	528.0
101929152	12.0	97.0
100420854	0.0	0.0
222950	147.0	97.0
100419867	0.0	0.0
148266	347.0	472.0
100419868	0.0	2.0
148268	593.0	599.0
100419866	10.0	1.0
100420859	0.0	0.0
124245	2846.0	2844.0
317729	0.0	1.0
136288	0.0	3.0
199800	35.0	45.0
101930150	0.0	4.0
163882	1579.0	1743.0
388165	29.0	40.0
100419873	0.0	0.0
100271700	21.0	16.0
100271703	0.0	0.0
100271702	6.0	8.0
100420875	0.0	0.0
100420877	0.0	0.0
388199	1.0	1.0
22794	7616.0	6038.0
22795	294.0	314.0
22796	1798.0	1686.0
22797	30.0	71.0
22798	19.0	2.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	1.0	12.0
100420881	0.0	0.0
388181	0.0	2.0
100419893	0.0	1.0
222967	3.0	2.0
219333	1457.0	1593.0
136227	83.0	548.0
222962	81.0	408.0
148213	179.0	259.0
388182	72.0	40.0
100419895	0.0	0.0
317716	0.0	41.0
148203	212.0	306.0
317719	25.0	19.0
148206	124.0	101.0
163859	1049.0	1682.0
101929110	10.0	3.0
101929111	0.0	0.0
219348	311.0	61.0
219347	197.0	269.0
100420898	0.0	0.0
148223	1787.0	2133.0
10799	185.0	214.0
136242	0.0	0.0
10791	1261.0	825.0
10794	146.0	235.0
10793	295.0	250.0
10795	1921.0	1504.0
10798	0.0	0.0
10797	721.0	2596.0
101929121	2.0	1.0
101929120	21.0	66.0
101929127	3.0	5.0
317701	1.0	3.0
220323	1205.0	1228.0
148231	0.0	0.0
148229	21.0	25.0
151877	12.0	15.0
151871	0.0	0.0
93035	27.0	4.0
161176	165.0	203.0
56097	17.0	20.0
56098	6.0	1.0
56099	296.0	143.0
93034	13.0	11.0
283927	171.0	120.0
220359	27.0	59.0
653073	0.0	0.0
653075	3.0	1.0
256302	1381.0	1335.0
105373144	0.0	0.0
81050	0.0	0.0
199786	16.0	14.0
256309	91.0	223.0
100420792	0.0	0.0
95681	603.0	718.0
283914	0.0	0.0
81047	0.0	0.0
197131	1984.0	1680.0
197135	35.0	24.0
653061	2.0	0.0
93058	559.0	515.0
161198	458.0	542.0
283902	4.0	0.0
220382	128.0	132.0
81078	0.0	21.0
81079	0.0	14.0
81075	0.0	0.0
81076	0.0	0.0
100114903	1.0	0.0
199777	712.0	1176.0
81061	0.0	0.0
653082	152.0	130.0
81090	0.0	0.0
100271649	0.0	0.0
199746	508.0	289.0
100271655	5.0	3.0
81099	0.0	0.0
100271650	3.0	1.0
199745	565.0	452.0
148170	2157.0	2336.0
256364	2742.0	2530.0
163786	142.0	303.0
220388	61.0	29.0
100271639	2.0	0.0
163782	53.0	211.0
100271646	8.0	5.0
283953	99.0	0.0
256355	33.0	6.0
100271644	0.0	2.0
283951	540.0	457.0
256356	1426.0	3291.0
100271643	1.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	12.0	4.0
148189	1311.0	2674.0
93099	2890.0	511.0
100271627	3.0	0.0
283948	142.0	94.0
256329	153.0	173.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	3.0
100271633	0.0	0.0
100271632	1.0	1.0
199720	36.0	33.0
93082	507.0	37.0
161145	669.0	983.0
100271617	0.0	0.0
100271616	2.0	1.0
161142	6.0	5.0
100271619	0.0	0.0
148198	9.0	0.0
100271618	4.0	0.0
100271624	0.0	1.0
100271623	2.0	0.0
283933	102.0	63.0
100271625	0.0	0.0
93081	247.0	299.0
100271620	0.0	3.0
283932	72.0	140.0
100271622	2.0	2.0
100271621	0.0	0.0
199731	4071.0	4313.0
100124332	0.0	0.0
643664	0.0	1.0
256394	2.0	96.0
83637	6136.0	4278.0
83636	1407.0	1782.0
401565	3.0	11.0
401563	44.0	33.0
401562	27.0	54.0
401561	73.0	31.0
283999	0.0	0.0
283994	0.0	1.0
643668	2.0	4.0
283991	2018.0	2929.0
340198	21.0	4.0
643669	13.0	21.0
340192	0.0	0.0
643680	4.0	16.0
197196	0.0	0.0
56033	4.0	10.0
401551	5.0	48.0
83657	70.0	61.0
83656	22.0	0.0
83659	3.0	30.0
283989	1617.0	1414.0
83658	7574.0	9777.0
401548	997.0	1036.0
56034	2108.0	1369.0
283987	7098.0	20823.0
256369	0.0	0.0
401546	1492.0	3333.0
83655	0.0	0.0
283985	4.0	0.0
283982	0.0	0.0
283981	35.0	16.0
643677	2.0	5.0
83650	8.0	2.0
197187	135.0	172.0
449520	4.0	0.0
401541	219.0	250.0
401540	1.0	1.0
83639	3.0	4.0
83638	4192.0	3483.0
256380	23.0	21.0
449518	0.0	0.0
83648	4529.0	111.0
401537	4.0	4.0
83647	0.0	0.0
83641	11251.0	9808.0
401535	17.0	10.0
83643	4060.0	730.0
401533	1.0	1.0
643689	5.0	5.0
283971	4.0	1.0
83640	578.0	528.0
283970	6.0	7.0
114826	693.0	584.0
114827	155.0	44.0
378706	2.0	2.0
378707	0.0	0.0
378708	184.0	289.0
339184	4.0	2.0
339186	0.0	0.0
56052	911.0	1486.0
114821	274.0	663.0
114822	549.0	1707.0
114823	3833.0	5610.0
114824	4.0	1.0
114825	1260.0	1425.0
643699	58.0	114.0
340168	0.0	0.0
114815	92.0	124.0
114817	2.0	0.0
114818	1380.0	902.0
114819	101.0	195.0
339175	805.0	1033.0
56063	604.0	634.0
653017	0.0	0.0
56061	3617.0	3722.0
56062	42.0	20.0
114814	146.0	81.0
83667	1113.0	836.0
83666	1906.0	6246.0
83660	672.0	1240.0
340156	72.0	55.0
83661	114.0	291.0
114804	405.0	782.0
114805	245.0	115.0
340152	18.0	28.0
339168	0.0	0.0
114800	45.0	22.0
114801	98.0	332.0
93010	217.0	317.0
114803	833.0	1664.0
83697	31.0	6.0
81034	732.0	1555.0
81035	1564.0	12883.0
83696	3142.0	2585.0
83699	3675.0	4054.0
81037	5212.0	7750.0
83698	102.0	13.0
401588	175.0	586.0
83693	1881.0	1980.0
81030	20.0	31.0
83692	3548.0	2814.0
81031	1925.0	6176.0
83695	1938.0	2294.0
81033	140.0	5673.0
83694	197.0	61.0
340146	24.0	2.0
83690	1592.0	755.0
81027	1.0	4.0
81029	9089.0	1959.0
653042	0.0	0.0
653045	1.0	0.0
81025	2.0	4.0
401577	221.0	173.0
22877	5571.0	4988.0
22878	2164.0	2252.0
22879	2822.0	40796.0
22870	4019.0	4322.0
22871	137.0	293.0
22872	13132.0	12255.0
22873	863.0	571.0
22874	3042.0	4318.0
22875	2534.0	3398.0
22876	1428.0	930.0
10899	9041.0	9722.0
10898	1614.0	1492.0
10891	706.0	373.0
136540	0.0	0.0
10890	8426.0	11412.0
10893	274.0	247.0
10892	3817.0	13243.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	151.0	51.0
10897	3261.0	5593.0
10896	1.0	6.0
22888	1080.0	1038.0
22889	2081.0	1862.0
22880	3249.0	3382.0
124540	4370.0	4534.0
22881	549.0	255.0
22882	3175.0	2860.0
22883	31042.0	33438.0
22884	865.0	1267.0
22885	1043.0	1564.0
22887	3183.0	4996.0
342419	0.0	0.0
124538	0.0	0.0
124535	6.0	3.0
148523	405.0	128.0
283598	0.0	0.0
283596	134.0	198.0
283592	2.0	1.0
22856	2778.0	4347.0
161514	0.0	0.0
731424	2.0	5.0
22858	1677.0	3479.0
22859	2558.0	2837.0
22850	1145.0	1390.0
22852	334.0	424.0
22853	1845.0	3351.0
22854	905.0	420.0
10877	0.0	3.0
10876	216.0	0.0
100419909	0.0	2.0
10879	4.0	0.0
10878	1.0	0.0
148534	1244.0	1322.0
104169670	5.0	0.0
104169671	1.0	19.0
100419903	1.0	3.0
283587	36.0	438.0
10871	25.0	34.0
10870	132.0	127.0
10873	915.0	346.0
10875	757.0	838.0
10874	12.0	5.0
22866	171.0	1488.0
22868	1368.0	1178.0
22869	826.0	690.0
100309464	0.0	0.0
161502	3.0	1.0
100420901	0.0	0.0
22861	2907.0	807.0
22862	3675.0	3703.0
22863	2061.0	1352.0
22864	2469.0	4962.0
22865	336.0	17.0
10888	10.0	6.0
56203	5.0	10.0
643609	0.0	0.0
56204	1746.0	3015.0
10887	1.0	6.0
124512	1381.0	1145.0
148545	0.0	0.0
283579	3.0	2.0
283578	1487.0	2139.0
10880	0.0	0.0
283576	3.0	1.0
10882	32.0	16.0
10881	0.0	0.0
10884	1806.0	2213.0
283571	9.0	6.0
10886	51.0	3.0
10885	1599.0	1481.0
22834	3169.0	12727.0
22835	593.0	740.0
22836	2851.0	6480.0
22837	3979.0	5062.0
101929059	5.0	4.0
22838	2249.0	2413.0
22839	6821.0	7053.0
100420910	0.0	3.0
100420916	0.0	0.0
22832	355.0	309.0
124590	120.0	6.0
10855	265.0	126.0
10857	12162.0	9101.0
10856	4492.0	5087.0
10859	141.0	155.0
10858	61.0	109.0
100126793	31.0	30.0
10850	0.0	0.0
643617	3.0	4.0
643615	0.0	3.0
100126791	67.0	2.0
22844	8.0	27.0
22845	1191.0	2830.0
22846	406.0	469.0
22847	1383.0	1310.0
22848	3513.0	11510.0
22849	699.0	2079.0
112597	162.0	124.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	9500.0	22202.0
100420926	0.0	13.0
22841	1663.0	1142.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	14.0	434.0
10866	980.0	1341.0
100420919	0.0	0.0
10865	1436.0	2054.0
10868	3830.0	3322.0
10867	5486.0	6013.0
10869	4531.0	4284.0
10861	56.0	145.0
101929074	150.0	51.0
10864	10.0	4.0
101929071	0.0	0.0
10863	745.0	188.0
22813	0.0	1.0
22814	0.0	1.0
643641	655.0	1129.0
22815	0.0	0.0
22816	0.0	0.0
22818	10923.0	11038.0
10829	0.0	0.0
100419945	0.0	0.0
83849	29.0	27.0
83855	1097.0	1427.0
10833	0.0	1.0
83854	8.0	13.0
83857	905.0	627.0
10835	0.0	3.0
83856	100.0	221.0
10834	0.0	0.0
83851	422.0	224.0
10837	0.0	0.0
100419948	0.0	0.0
83850	34.0	68.0
10836	0.0	0.0
100419949	0.0	0.0
83853	5.0	71.0
10838	2373.0	3441.0
83852	979.0	896.0
124565	9353.0	12509.0
100419947	0.0	0.0
22808	1703.0	1355.0
22809	2713.0	3492.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	14.0	231.0
22822	1436.0	2399.0
22823	725.0	847.0
22824	1530.0	415.0
101929086	4.0	0.0
22826	5977.0	5626.0
22827	8554.0	7939.0
643653	1.0	0.0
22828	2339.0	2567.0
22829	1214.0	849.0
112574	1706.0	1734.0
100419955	0.0	0.0
56241	1016.0	688.0
100420946	0.0	0.0
56242	532.0	766.0
22820	16686.0	35246.0
22821	931.0	1127.0
100419950	0.0	0.0
10844	5433.0	5691.0
83844	0.0	0.0
10846	138.0	275.0
10845	2370.0	2598.0
10848	3020.0	2921.0
56243	9213.0	7782.0
10847	7933.0	9174.0
56244	3.0	10.0
56245	87.0	3.0
10849	233.0	266.0
56246	0.0	1.0
643646	34.0	68.0
10840	6125.0	1030.0
10842	0.0	0.0
101929093	0.0	0.0
10841	66.0	64.0
643648	0.0	0.0
101929010	0.0	1.0
100420950	7.0	10.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	1.0	0.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	3.0	1.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	1.0
100271601	1.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	0.0	5.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	0.0	0.0
391436	57.0	0.0
161582	24.0	79.0
124599	12.0	32.0
101929052	14.0	0.0
391485	1.0	3.0
222611	0.0	1.0
100187716	0.0	0.0
391490	1.0	0.0
391496	0.0	0.0
22899	295.0	416.0
391462	1.0	0.0
22891	205.0	317.0
22893	2271.0	2489.0
22894	1891.0	1463.0
22895	8.0	4.0
148581	0.0	0.0
22897	1258.0	1218.0
22898	1589.0	1439.0
22890	986.0	1832.0
391470	2.0	0.0
391472	0.0	0.0
391475	0.0	0.0
101929008	84.0	64.0
222659	3.0	5.0
440894	69.0	162.0
222658	3197.0	4342.0
102724035	0.0	0.0
100271575	0.0	0.0
100271577	3.0	0.0
100271571	0.0	0.0
81175	4.0	9.0
81176	6.0	8.0
100271570	0.0	0.0
93145	1476.0	1552.0
440888	0.0	0.0
222642	0.0	2.0
222643	41.0	35.0
401289	2.0	2.0
401288	30.0	58.0
401285	0.0	0.0
81166	0.0	0.0
100271564	9.0	3.0
81168	0.0	1.0
100271566	9.0	3.0
81169	0.0	0.0
81162	0.0	0.0
81163	0.0	0.0
100271563	0.0	1.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	1.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	2.0	0.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	0.0	0.0
401260	0.0	0.0
220001	405.0	47.0
222662	1.0	0.0
401265	83.0	59.0
222663	502.0	420.0
220002	2259.0	5076.0
93166	380.0	283.0
401264	447.0	487.0
220004	71.0	97.0
100271539	0.0	0.0
401262	109.0	163.0
93164	187.0	187.0
100271547	0.0	0.0
100271549	1.0	1.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	11.0	13.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1272.0	2224.0
440854	13.0	10.0
222698	68.0	27.0
222696	35.0	39.0
161497	2.0	3.0
100271529	3.0	12.0
222699	21.0	11.0
100271536	0.0	0.0
100271538	2.0	5.0
100271537	0.0	0.0
93190	0.0	11.0
283601	0.0	0.0
100271531	2.0	3.0
283600	1.0	4.0
220042	44.0	40.0
93183	1269.0	2008.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	4437.0	7166.0
100271525	0.0	0.0
100271526	7.0	8.0
100271521	1.0	0.0
100271520	0.0	0.0
220032	2.0	1.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	2.0	1.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	759.0	809.0
220047	0.0	26.0
100271503	0.0	0.0
10808	6804.0	5687.0
56130	27.0	59.0
10807	1099.0	1504.0
56131	186.0	450.0
56132	51.0	303.0
10809	8278.0	8913.0
220081	8.0	23.0
83756	93.0	22.0
10811	737.0	846.0
56137	7.0	76.0
10810	1074.0	2047.0
83755	0.0	0.0
56138	6.0	76.0
83758	238.0	249.0
10813	1322.0	991.0
56139	42.0	1477.0
401207	251.0	287.0
220082	4.0	0.0
83757	0.0	0.0
83752	7085.0	9780.0
56133	54.0	917.0
10815	140.0	313.0
10814	26.0	16.0
56134	12.0	16.0
10817	687.0	482.0
56135	3.0	40.0
10816	21.0	1.0
283643	463.0	577.0
56136	2.0	119.0
643535	3.0	0.0
643536	0.0	0.0
22800	1406.0	1258.0
22801	1510.0	553.0
643550	6.0	1.0
22802	316.0	40.0
22803	3479.0	3895.0
440804	0.0	3.0
22806	195.0	230.0
22807	1355.0	538.0
10819	102.0	162.0
56140	1.0	38.0
10818	1463.0	1571.0
56141	14.0	27.0
56142	12.0	235.0
56143	6.0	16.0
83737	2935.0	2754.0
220070	0.0	0.0
10822	0.0	0.0
283638	3849.0	4870.0
83744	367.0	305.0
10821	4.0	0.0
10824	5.0	0.0
83746	3199.0	2662.0
10823	0.0	0.0
83741	0.0	0.0
283635	3770.0	5369.0
10826	5360.0	1627.0
220074	1049.0	2000.0
56144	54.0	151.0
10825	2425.0	2351.0
56145	43.0	38.0
83740	0.0	0.0
83743	2963.0	3180.0
56146	4.0	17.0
10828	0.0	1.0
10827	1140.0	1526.0
83742	5237.0	1684.0
56147	7.0	91.0
283631	1.0	1.0
10820	0.0	2.0
440836	826.0	611.0
643563	1.0	4.0
56154	3.0	4.0
81109	0.0	3.0
283629	32.0	19.0
56159	2.0	0.0
81115	0.0	0.0
81116	0.0	0.0
56155	52.0	65.0
283624	597.0	297.0
102724097	77.0	213.0
256006	15.0	11.0
56156	0.0	1.0
81113	0.0	0.0
56157	0.0	0.0
56158	1.0	2.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	262.0
440823	28.0	28.0
440822	0.0	0.0
56163	0.0	0.0
56164	13.0	4.0
256021	22.0	16.0
56165	6.0	474.0
83759	1350.0	1324.0
56160	1283.0	1515.0
10800	380.0	190.0
283617	0.0	0.0
81104	0.0	0.0
10802	1342.0	2062.0
10801	24582.0	11138.0
10804	98.0	5.0
10803	6.0	5.0
56167	0.0	0.0
10806	1127.0	1159.0
56168	0.0	0.0
56169	6.0	18.0
643582	0.0	0.0
643586	4.0	2.0
256076	1.0	55.0
401253	2.0	0.0
56171	56.0	234.0
401251	12.0	18.0
56172	15125.0	25719.0
401250	0.0	0.0
81137	0.0	0.0
81138	1.0	1.0
83795	1.0	0.0
102724076	0.0	0.0
102724077	12.0	4.0
283688	0.0	0.0
401247	3.0	9.0
81136	0.0	0.0
283687	193.0	509.0
283685	0.0	0.0
93109	347.0	381.0
283682	7.0	2.0
100126825	0.0	1.0
93107	9.0	1.0
643596	42.0	58.0
56180	590.0	847.0
93100	3024.0	2953.0
401242	0.0	4.0
256085	0.0	1.0
56181	5558.0	4965.0
81126	0.0	0.0
81127	0.0	0.0
83787	1990.0	2259.0
283677	1.0	0.0
401237	73.0	40.0
83786	2486.0	2003.0
401236	3.0	1.0
283673	3.0	3.0
93134	2873.0	2541.0
401233	0.0	0.0
401232	225.0	180.0
256051	594.0	539.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	25.0	41.0
81153	0.0	0.0
100271596	0.0	1.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1829.0	2912.0
283659	40.0	180.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	0.0
283651	1776.0	22352.0
100271585	0.0	0.0
100271584	6.0	7.0
100271581	0.0	0.0
22998	9969.0	14113.0
22999	331.0	374.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	2437.0	2375.0
100151671	0.0	0.0
100151672	0.0	0.0
22992	6628.0	6437.0
22993	3622.0	7794.0
100151674	0.0	0.0
22994	868.0	896.0
83903	4.0	16.0
22995	77.0	64.0
83902	0.0	0.0
22996	2089.0	3724.0
22997	138.0	121.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	1.0	0.0
100151684	0.0	1.0
100151685	0.0	0.0
100151681	0.0	0.0
56302	0.0	1.0
83901	0.0	0.0
342538	12.0	3.0
83900	0.0	0.0
56300	0.0	0.0
56301	4.0	1.0
124411	668.0	768.0
22976	833.0	978.0
22977	17.0	79.0
22978	1632.0	2418.0
22979	96.0	133.0
22970	95.0	33.0
22971	982.0	2924.0
22974	68.0	362.0
83932	456.0	497.0
10998	598.0	598.0
83931	4921.0	5260.0
342527	45.0	23.0
148418	444.0	183.0
83933	501.0	538.0
124404	3.0	1.0
10999	1563.0	4586.0
124401	1202.0	1557.0
124402	1917.0	2935.0
83930	1574.0	5172.0
56311	9.0	2.0
10990	23.0	56.0
100126693	1.0	2.0
10992	15016.0	11811.0
606500	0.0	0.0
10991	80.0	20.0
10994	3696.0	2748.0
10993	41.0	701.0
22987	145.0	256.0
22989	131.0	336.0
22980	8635.0	8970.0
22981	860.0	666.0
22982	2068.0	1974.0
22983	85.0	41.0
22984	2441.0	2110.0
22985	8544.0	7419.0
22986	3.0	1.0
58986	3631.0	8567.0
148423	765.0	692.0
58985	90.0	43.0
342510	15.0	16.0
283694	0.0	0.0
283693	15.0	24.0
283692	2.0	0.0
22954	978.0	856.0
22955	4725.0	5861.0
112487	752.0	1132.0
22950	1491.0	1491.0
391524	0.0	1.0
22952	0.0	0.0
22953	153.0	124.0
391526	0.0	0.0
10975	4530.0	5287.0
83953	9.0	2.0
10978	447.0	500.0
83955	15.0	59.0
10979	5901.0	3161.0
112495	3429.0	4671.0
10970	8565.0	8200.0
56339	1580.0	3164.0
10972	18699.0	27419.0
10971	13031.0	19594.0
10974	0.0	1.0
10973	2535.0	1126.0
401409	41.0	76.0
112479	358.0	601.0
112476	553.0	502.0
391530	0.0	0.0
83939	5467.0	7031.0
56341	5.0	0.0
391533	0.0	0.0
124460	78.0	98.0
83935	168.0	222.0
83938	474.0	814.0
391538	1.0	0.0
83937	672.0	528.0
10987	2269.0	2439.0
83943	877.0	722.0
83942	0.0	0.0
10989	4563.0	3241.0
10988	4144.0	3338.0
56342	365.0	484.0
124454	1877.0	1786.0
56344	0.0	0.0
83941	894.0	1553.0
83940	941.0	771.0
643503	0.0	0.0
10981	666.0	482.0
112483	4444.0	4078.0
10980	6391.0	6254.0
10983	34853.0	31199.0
10982	1962.0	1424.0
643507	1.0	2.0
10985	4813.0	5149.0
10984	226.0	265.0
22932	862.0	735.0
22933	3772.0	3152.0
22934	879.0	1042.0
22936	6305.0	25182.0
22937	5871.0	6602.0
22938	3954.0	3248.0
112464	1123.0	489.0
22930	5061.0	5702.0
22931	4583.0	11048.0
81309	0.0	0.0
391504	0.0	0.0
10954	2150.0	9349.0
10953	3105.0	2639.0
10956	18633.0	22337.0
81315	0.0	0.0
10955	10540.0	11852.0
391508	2.0	0.0
81316	0.0	0.0
10957	7020.0	6691.0
124446	9617.0	7202.0
81310	0.0	0.0
10959	15863.0	25915.0
22929	3201.0	3289.0
10950	2695.0	1525.0
10952	4136.0	6019.0
10951	4552.0	3074.0
22943	617.0	495.0
22944	681.0	747.0
22945	0.0	0.0
22947	0.0	0.0
22948	4829.0	5357.0
22949	4755.0	3498.0
83957	0.0	1.0
22941	882.0	2951.0
83959	438.0	315.0
10965	660.0	674.0
391518	0.0	0.0
10964	442.0	686.0
81304	0.0	0.0
10966	1745.0	1354.0
10969	2675.0	2913.0
81300	0.0	0.0
