id	0622c348-1f05-4f21-8486-d5bb9399f7be	443da90b-2658-4864-aede-3dcea543cf74
6278	1.0	3.0
6277	32531.0	6157.0
6279	57.0	13.0
6272	6938.0	3161.0
6271	116.0	82.0
6285	469.0	74.0
6284	1644.0	980.0
100421455	0.0	0.0
6286	1279.0	296.0
6289	7.0	24.0
6288	64.0	137.0
6281	10634.0	3173.0
6280	111.0	54.0
6283	2.0	3.0
6282	21862.0	28461.0
123920	1541.0	635.0
100421451	0.0	0.0
6296	1688.0	707.0
6295	11.0	5.0
6297	777.0	244.0
6299	71.0	24.0
101928420	0.0	0.0
6290	0.0	0.0
6291	3.0	0.0
6294	5806.0	4063.0
6293	3512.0	1375.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	13.0	2.0
54505	2788.0	1441.0
280660	0.0	0.0
54504	654.0	180.0
280661	11.0	10.0
54503	1024.0	311.0
54502	8050.0	7661.0
54509	44.0	19.0
123904	1.0	0.0
54508	102.0	32.0
100421473	0.0	0.0
54507	440.0	50.0
100421487	0.0	0.0
133308	359.0	321.0
147945	0.0	0.0
123970	0.0	0.0
100421480	0.0	0.0
147947	1236.0	995.0
147948	238.0	297.0
147949	185.0	202.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	0.0	0.0
100421499	0.0	0.0
101060006	0.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	1.0	0.0
351449	0.0	0.0
107126294	2.0	2.0
147965	1251.0	881.0
147968	64.0	29.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	2.0	5.0
121360	0.0	0.0
101060032	4.0	4.0
135924	0.0	0.0
135927	2.0	30.0
121355	6.0	3.0
147906	3330.0	426.0
135932	26.0	10.0
101060045	0.0	0.0
135935	0.0	0.0
101060040	0.0	0.0
147912	1039.0	524.0
135942	0.0	0.0
135941	1.0	0.0
121340	0.0	1.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	2.0	0.0
147923	449.0	311.0
147920	1.0	8.0
147929	200.0	103.0
104326192	6.0	1.0
104326193	1.0	4.0
375444	170.0	35.0
104326189	0.0	0.0
101060020	0.0	5.0
375449	1896.0	707.0
104326188	0.0	0.0
121328	1.0	2.0
91653	3590.0	590.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	572.0	1181.0
27085	78.0	65.0
27086	9909.0	6437.0
389756	1.0	0.0
147429	12.0	14.0
27089	14427.0	8567.0
91646	51.0	8.0
91647	1246.0	967.0
642968	6.0	0.0
135458	9.0	5.0
390766	1.0	1.0
27098	583.0	379.0
27099	0.0	3.0
27097	1101.0	676.0
389741	141.0	139.0
27090	986.0	156.0
27091	1.0	0.0
27094	98.0	38.0
27095	3866.0	2485.0
27092	2572.0	2295.0
642976	1.0	0.0
400629	0.0	0.0
27093	2.0	1.0
160428	364.0	55.0
375133	99.0	36.0
387122	0.0	0.0
390730	1.0	2.0
390732	3.0	0.0
390735	0.0	0.0
387119	190.0	87.0
27063	30.0	14.0
387117	0.0	0.0
27069	10540.0	3651.0
400612	2.0	0.0
27067	1676.0	1234.0
27068	3371.0	3125.0
221908	830.0	2889.0
341799	0.0	0.0
400619	308.0	41.0
642987	70.0	46.0
400618	67.0	10.0
400617	66.0	114.0
64065	17365.0	4390.0
91662	12.0	16.0
91663	18942.0	3346.0
64064	43.0	5.0
64067	206.0	51.0
64066	0.0	0.0
91661	686.0	193.0
91664	357.0	122.0
147463	842.0	184.0
387111	8.0	1.0
27076	1280.0	375.0
390748	1.0	0.0
27077	661.0	909.0
400604	153.0	136.0
27074	504.0	95.0
27075	8382.0	19146.0
389766	2.0	5.0
387103	283.0	193.0
387104	7.0	0.0
27079	539.0	497.0
389763	0.0	0.0
341784	5.0	6.0
642996	1.0	0.0
27072	2093.0	2202.0
160419	0.0	0.0
64061	6185.0	1252.0
400609	0.0	0.0
160418	1923.0	1153.0
64063	528.0	488.0
27071	103.0	36.0
64062	2719.0	1979.0
91695	321.0	161.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	10.0	1.0
100313770	0.0	0.0
64077	2333.0	1125.0
91694	1814.0	838.0
100313771	0.0	0.0
390790	2.0	0.0
221927	4666.0	2274.0
390792	4.0	0.0
400680	1.0	14.0
27043	6734.0	6628.0
27044	17864.0	21076.0
27042	792.0	400.0
389799	14.0	2.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	328.0	52.0
100313777	0.0	0.0
27040	3.0	5.0
100313774	0.0	0.0
64073	446.0	71.0
64087	8821.0	51847.0
221914	31.0	16.0
64089	549.0	527.0
100313781	0.0	0.0
91683	224.0	189.0
91689	5919.0	4743.0
100313780	0.0	0.0
245908	0.0	0.0
91687	117.0	133.0
245909	0.0	0.0
400673	524.0	463.0
389792	163.0	236.0
389791	3.0	0.0
387129	1.0	0.0
400668	1.0	1.0
389787	49.0	32.0
64081	534.0	302.0
64080	307.0	145.0
64083	13069.0	10174.0
64084	11759.0	83.0
64098	186.0	142.0
64097	542.0	87.0
400660	73.0	6.0
8909	10.0	2.0
27022	25.0	81.0
8907	3315.0	2221.0
341757	0.0	0.0
400658	36.0	6.0
8908	864.0	333.0
147407	3.0	0.0
27020	10742.0	2985.0
400657	404.0	194.0
27023	0.0	1.0
400654	0.0	0.0
64090	1.0	4.0
64092	103.0	73.0
64091	4111.0	312.0
8900	7.0	7.0
64094	5000.0	1440.0
8905	806.0	443.0
147409	14.0	0.0
64093	11515.0	200.0
8906	1947.0	1685.0
64096	1.0	1.0
8904	6991.0	3569.0
221935	1107.0	114.0
221937	1748.0	680.0
221938	1.0	0.0
400652	8.0	4.0
400650	11.0	9.0
27039	15.0	6.0
27032	14874.0	8065.0
27033	15.0	6.0
27030	1141.0	557.0
27031	408.0	209.0
27036	6.0	19.0
400645	0.0	0.0
27037	1955.0	1990.0
400644	1.0	1.0
27034	3157.0	1738.0
400643	80.0	1604.0
27035	120.0	61.0
8912	12539.0	964.0
100313769	1.0	2.0
8913	359.0	150.0
8910	1536.0	601.0
8911	24.0	0.0
8916	2891.0	3080.0
8914	600.0	647.0
8915	703.0	590.0
245935	0.0	0.0
245936	0.0	0.0
245937	3.0	0.0
245938	0.0	0.0
8930	1521.0	699.0
245939	0.0	0.0
221960	157.0	28.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	1.0	0.0
8924	3612.0	1931.0
8927	74.0	73.0
8928	4.0	9.0
8925	3243.0	1238.0
8926	75.0	90.0
221955	1223.0	479.0
8941	12.0	29.0
8942	57.0	22.0
375189	32.0	55.0
8940	9.0	3.0
245940	0.0	0.0
206338	4.0	2.0
375190	622.0	429.0
196446	5.0	37.0
8934	1346.0	601.0
8935	1418.0	1903.0
196441	1102.0	515.0
8932	4191.0	3496.0
8933	10830.0	5791.0
8938	722.0	364.0
8939	3516.0	1693.0
8936	535.0	315.0
326105	3.0	1.0
245913	0.0	0.0
245915	0.0	0.0
221981	577.0	132.0
245910	0.0	0.0
206358	3800.0	2366.0
245911	1.0	0.0
245912	2.0	1.0
196415	0.0	0.0
642909	5.0	5.0
642907	1.0	0.0
8945	2208.0	1188.0
54659	2.0	4.0
54658	0.0	0.0
8943	9356.0	7024.0
54657	0.0	0.0
8944	0.0	0.0
196410	31.0	16.0
245927	0.0	0.0
245928	0.0	0.0
6300	687.0	537.0
245929	0.0	0.0
6302	3195.0	1510.0
6301	8809.0	3616.0
160492	2.0	0.0
54662	2459.0	2653.0
54661	4.0	1.0
54660	33.0	5.0
54665	1431.0	822.0
54664	5471.0	2230.0
54663	1357.0	1096.0
8970	123.0	251.0
8971	9957.0	7442.0
101928363	5.0	3.0
8974	1891.0	553.0
6311	2533.0	1943.0
8975	987.0	862.0
6310	2157.0	556.0
91612	2554.0	996.0
100421601	0.0	0.0
8972	4.0	0.0
8973	0.0	2.0
245972	259.0	10.0
245973	504.0	43.0
54677	3234.0	871.0
54676	1952.0	726.0
54675	3912.0	3332.0
147468	0.0	0.0
54674	294.0	9.0
6304	3812.0	503.0
6303	15223.0	23512.0
8968	0.0	5.0
6305	4785.0	2865.0
91603	721.0	480.0
91608	219.0	81.0
6307	11756.0	5834.0
642924	6.0	1.0
8969	47.0	297.0
6309	8939.0	7565.0
91607	629.0	144.0
6320	729.0	310.0
6322	431.0	136.0
8985	3662.0	2820.0
8986	1520.0	1642.0
64002	48.0	550.0
101928378	91.0	88.0
6324	236.0	640.0
64005	145.0	107.0
6323	7.0	1567.0
101928376	3.0	1.0
54680	1060.0	541.0
642938	51.0	10.0
54682	3830.0	1675.0
54681	3545.0	2431.0
196403	3836.0	1671.0
6315	27.0	3.0
6314	1015.0	805.0
6317	15.0	7.0
8976	4030.0	3688.0
6319	20695.0	43656.0
6318	2.0	3.0
642935	36.0	4.0
8992	12467.0	6508.0
8993	0.0	3.0
6331	98.0	8.0
8991	9893.0	2351.0
6330	472.0	111.0
100421621	1.0	1.0
8996	3207.0	739.0
101928388	6.0	8.0
6332	652.0	82.0
8997	655.0	265.0
8994	2039.0	1292.0
6335	44.0	16.0
8995	7.0	4.0
6334	256.0	178.0
147495	15213.0	9763.0
100421629	0.0	0.0
8989	7.0	0.0
6326	16.0	2.0
8987	315.0	122.0
6328	27.0	1.0
91624	5632.0	974.0
6327	211.0	21.0
8988	76.0	32.0
6329	38.0	10.0
642946	53.0	36.0
6340	3761.0	296.0
6342	12515.0	11819.0
6341	1705.0	1214.0
6344	3.0	0.0
100421633	0.0	0.0
6343	6.0	7.0
100421634	1.0	0.0
6346	0.0	0.0
6345	371.0	64.0
100421638	2.0	0.0
642958	0.0	1.0
642959	0.0	0.0
6337	12538.0	2268.0
642952	0.0	0.0
6336	0.0	2.0
6339	147.0	166.0
91614	64.0	14.0
8999	16.0	3.0
6338	790.0	123.0
642954	50.0	15.0
6351	285.0	99.0
6352	908.0	237.0
6355	7.0	1.0
6354	0.0	0.0
6357	15.0	5.0
6356	35.0	16.0
100421528	0.0	1.0
6348	40.0	171.0
6347	1511.0	522.0
196394	253.0	81.0
6362	20.0	121.0
6361	12.0	8.0
6364	79.0	9.0
6363	1451.0	134.0
100421533	41.0	40.0
6366	2376.0	357.0
100421535	0.0	0.0
6368	109.0	30.0
6367	69.0	27.0
101928337	0.0	1.0
6360	3.0	2.0
255349	1.0	1.0
6359	5.0	1.0
6358	38.0	19.0
6373	52.0	145.0
101928340	5.0	0.0
6372	154.0	94.0
100421542	0.0	0.0
6375	14.0	6.0
6374	17.0	15.0
100421545	15.0	7.0
6376	8878.0	2043.0
101928345	1.0	4.0
100421549	0.0	0.0
6370	0.0	14.0
255313	0.0	0.0
196374	1.0	0.0
6369	0.0	0.0
6383	5549.0	2466.0
6386	5688.0	3704.0
6385	12198.0	3374.0
6388	3073.0	1167.0
6387	4083.0	2454.0
6389	5422.0	2014.0
255330	0.0	0.0
6382	20440.0	2129.0
102724246	3.0	4.0
255324	11.0	0.0
196385	10.0	22.0
196383	2707.0	789.0
100421550	0.0	0.0
6397	2841.0	1728.0
100421565	0.0	0.0
6396	7421.0	4354.0
100421566	0.0	0.0
6399	882.0	772.0
6398	1241.0	498.0
6391	4191.0	1667.0
6390	2970.0	1391.0
6392	4174.0	1479.0
282997	94.0	70.0
282996	91.0	12.0
100134229	291.0	1115.0
282991	1673.0	1098.0
100421560	0.0	0.0
100421577	18.0	32.0
100421579	0.0	1.0
255394	147.0	57.0
102724224	3.0	2.0
54600	0.0	1.0
54602	2370.0	1574.0
282980	0.0	1.0
54606	3895.0	3219.0
100421572	0.0	0.0
100421588	0.0	0.0
100421589	195.0	7.0
282974	502.0	595.0
282973	183.0	31.0
54619	432.0	329.0
100421581	0.0	0.0
196335	2.0	0.0
100421582	8.0	1.0
54617	1849.0	955.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	246.0	319.0
282969	209.0	258.0
102724201	0.0	0.0
282966	0.0	0.0
54622	1553.0	936.0
100134259	22.0	15.0
54621	1721.0	1054.0
54620	1188.0	790.0
54626	194.0	99.0
54625	2583.0	1080.0
54623	6856.0	3620.0
54629	2103.0	1994.0
54627	65.0	11.0
27005	1888.0	1366.0
27006	14.0	0.0
27000	1254.0	1540.0
27004	8.0	22.0
27018	7977.0	2879.0
27019	13.0	3.0
400591	0.0	0.0
27010	218.0	169.0
27012	0.0	0.0
27013	8262.0	4858.0
400581	3.0	2.0
400578	5.0	0.0
400569	1207.0	1091.0
400566	483.0	421.0
389715	0.0	0.0
100313829	0.0	0.0
390729	0.0	1.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	0.0	0.0
389730	0.0	0.0
100038246	1.0	1.0
389727	0.0	0.0
91775	1486.0	448.0
390872	0.0	0.0
390874	1.0	0.0
654835	0.0	0.0
400759	38.0	16.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	0.0	3.0
400752	102.0	140.0
137994	115.0	42.0
642843	3.0	2.0
91768	335.0	166.0
64151	22.0	163.0
64150	564.0	98.0
64168	920.0	97.0
64167	2875.0	1111.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	3242.0	3449.0
400746	122.0	29.0
400745	23.0	5.0
389866	5.0	4.0
150962	417.0	302.0
64175	1505.0	996.0
162968	101.0	123.0
64174	71.0	33.0
162966	444.0	209.0
162967	1180.0	574.0
162962	386.0	134.0
162963	456.0	237.0
125981	61.0	88.0
149992	0.0	0.0
390856	0.0	0.0
390858	366.0	50.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	119.0	135.0
149986	2796.0	1774.0
147323	4.0	0.0
326293	1.0	0.0
100313839	0.0	0.0
389898	0.0	3.0
100313837	0.0	0.0
326295	0.0	0.0
27189	0.0	3.0
100313838	0.0	0.0
326294	0.0	3.0
125972	2.0	3.0
642864	0.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	292.0	234.0
27183	4651.0	2555.0
64170	91.0	115.0
642869	0.0	0.0
27180	23.0	28.0
27181	64.0	49.0
64172	402.0	272.0
100313830	0.0	4.0
375248	63.0	13.0
91782	3136.0	999.0
27197	36.0	9.0
147339	1267.0	660.0
27198	93.0	123.0
27195	0.0	0.0
125965	4.0	2.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	18.0	7.0
400720	463.0	237.0
149998	3.0	0.0
389884	1.0	0.0
326286	0.0	0.0
27190	190.0	34.0
64180	11.0	4.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	22.0	13.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	6.0	2.0
387264	4.0	8.0
387263	727.0	527.0
206412	17.0	14.0
27164	363.0	83.0
27165	40.0	7.0
27163	4703.0	4471.0
400799	2.0	1.0
400798	12.0	3.0
27166	2213.0	1919.0
400797	0.0	0.0
326272	1.0	0.0
326275	0.0	1.0
326277	5.0	0.0
326279	18.0	19.0
27160	2.0	1.0
27161	1846.0	1196.0
326278	10.0	4.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	0.0	0.0
387254	0.0	0.0
400793	806.0	601.0
150928	171.0	166.0
27175	1729.0	305.0
149934	0.0	0.0
27173	7878.0	3585.0
150921	37.0	3.0
27179	0.0	0.0
27177	0.0	0.0
27178	0.0	2.0
341883	68.0	247.0
341880	131.0	3.0
27170	0.0	0.0
326269	0.0	0.0
137964	3922.0	3265.0
390892	0.0	0.0
375298	124.0	66.0
149951	3271.0	2573.0
27148	1045.0	1219.0
390895	0.0	0.0
206426	1.0	0.0
27143	858.0	293.0
27141	32.0	7.0
27146	38.0	5.0
106029310	0.0	0.0
27147	978.0	166.0
27145	468.0	85.0
123355	816.0	441.0
137970	2993.0	24.0
375287	649.0	307.0
387276	0.0	0.0
27159	0.0	0.0
387273	5.0	5.0
150947	0.0	0.0
150946	321.0	88.0
27153	1746.0	591.0
27154	2825.0	1507.0
400769	1.0	0.0
27151	5289.0	777.0
27152	522.0	177.0
123346	3.0	6.0
27158	558.0	399.0
400765	0.0	0.0
100293516	793.0	579.0
387266	0.0	0.0
27156	63.0	7.0
149954	0.0	0.0
387267	0.0	0.0
375295	31.0	23.0
100313886	0.0	1.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	1.0	0.0
160365	21.0	8.0
160364	14.0	9.0
102724316	599.0	333.0
54754	0.0	3.0
54753	1293.0	244.0
54752	3.0	3.0
54751	12218.0	2099.0
54758	1473.0	1502.0
54757	116.0	100.0
54756	1490.0	238.0
101928290	79.0	1.0
6401	367.0	115.0
6400	7203.0	7356.0
102724307	6.0	2.0
54760	143.0	136.0
54765	3910.0	2700.0
54764	677.0	205.0
54763	0.0	2.0
54762	475.0	326.0
54769	53.0	5.0
54768	21.0	19.0
54766	1.0	0.0
159371	193.0	62.0
100421700	1.0	0.0
100421701	2.0	2.0
100421702	0.0	0.0
100421704	3.0	1.0
100421705	0.0	0.0
100421706	0.0	0.0
100421707	0.0	4.0
100421708	1.0	2.0
100421709	0.0	0.0
54776	8784.0	2485.0
91703	36.0	5.0
6403	462.0	440.0
6402	405.0	83.0
6405	5590.0	4584.0
54778	1015.0	426.0
6404	417.0	158.0
54777	23.0	2.0
6407	179.0	1.0
6406	274.0	4.0
64100	0.0	0.0
64102	369.0	5.0
6421	13550.0	9605.0
100421710	3.0	0.0
64101	99.0	14.0
6423	6133.0	1872.0
6422	6063.0	1269.0
64106	36.0	0.0
64105	32.0	41.0
64108	245.0	92.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	5.0	1.0
54780	1655.0	987.0
54785	579.0	634.0
54784	774.0	944.0
6414	2036.0	2678.0
6416	1925.0	1516.0
54788	4681.0	3255.0
6415	17669.0	6536.0
6418	15447.0	7911.0
6419	651.0	411.0
6430	10497.0	6151.0
64111	0.0	0.0
162989	2493.0	1669.0
64110	4159.0	2709.0
6432	4551.0	2687.0
6431	7518.0	6025.0
64112	4220.0	1843.0
64115	3534.0	804.0
6434	5097.0	2534.0
101928243	72.0	83.0
6433	2284.0	950.0
64114	14686.0	8467.0
101928244	1.0	0.0
100421724	5.0	0.0
64116	1519.0	692.0
64118	5255.0	10185.0
101928248	27.0	8.0
100421728	0.0	0.0
54790	973.0	590.0
100421729	0.0	1.0
104548973	0.0	0.0
104548972	0.0	0.0
54793	1955.0	365.0
400713	598.0	449.0
104548971	7.0	8.0
104548970	0.0	0.0
54798	259.0	13.0
255411	0.0	0.0
54797	521.0	624.0
54796	954.0	132.0
54795	8123.0	48314.0
6425	280.0	16.0
6424	2604.0	3948.0
150992	0.0	0.0
6427	4896.0	2825.0
54799	763.0	497.0
6426	8071.0	6468.0
6429	5993.0	2296.0
6428	12563.0	6679.0
162979	177.0	144.0
6441	138.0	66.0
64122	2067.0	1151.0
64121	1243.0	543.0
6440	7.0	2.0
100421731	0.0	1.0
6443	3311.0	486.0
101928256	0.0	0.0
6442	3161.0	399.0
64123	517.0	611.0
100421733	0.0	0.0
6445	68.0	6.0
100421734	0.0	1.0
6444	597.0	474.0
160313	1.0	0.0
100421736	0.0	0.0
64127	140.0	7.0
162972	420.0	138.0
64129	5928.0	1721.0
255426	42.0	2.0
642818	0.0	0.0
642819	222.0	196.0
400709	33.0	11.0
6439	0.0	411.0
642812	0.0	1.0
64131	995.0	548.0
654817	42.0	21.0
6450	980.0	382.0
91750	647.0	475.0
64130	776.0	365.0
654816	24.0	4.0
6452	1508.0	1492.0
100421741	0.0	0.0
64132	3543.0	1482.0
6451	11740.0	2934.0
64135	790.0	365.0
91754	6074.0	3120.0
6453	2841.0	981.0
6456	71.0	7.0
91752	205.0	13.0
64137	77.0	10.0
6455	8365.0	5578.0
147372	496.0	17.0
6447	216.0	31.0
6446	25996.0	3310.0
91748	2386.0	1109.0
6449	6697.0	7133.0
135398	8.0	0.0
91746	4378.0	2037.0
6448	4763.0	3077.0
91749	236.0	210.0
6461	1287.0	378.0
6462	29.0	42.0
6465	0.0	0.0
100421754	0.0	0.0
64146	70.0	12.0
64145	1564.0	487.0
6464	6600.0	2730.0
162998	5.0	3.0
100421756	1.0	1.0
101928276	0.0	1.0
64147	328.0	340.0
160335	1314.0	555.0
6466	0.0	0.0
162993	436.0	209.0
64149	952.0	688.0
147381	130.0	10.0
255403	230.0	151.0
6458	19.0	5.0
6457	46.0	5.0
91734	0.0	0.0
6459	3.0	4.0
6472	2315.0	1705.0
6471	0.0	0.0
6474	5.0	4.0
6473	1.0	1.0
6476	64.0	44.0
6478	3390.0	1093.0
6477	1170.0	472.0
101928200	44.0	4.0
100421648	0.0	0.0
6470	1711.0	868.0
6469	189.0	7.0
6468	7195.0	5854.0
6483	1544.0	383.0
6482	2637.0	366.0
100421652	0.0	2.0
6484	3628.0	1581.0
6487	1580.0	853.0
196294	644.0	493.0
6489	834.0	142.0
497661	398.0	246.0
100421657	0.0	0.0
6480	7728.0	4439.0
102724386	3.0	0.0
6494	2555.0	1949.0
6493	624.0	3043.0
6496	1.0	0.0
6495	1380.0	730.0
6498	2570.0	2176.0
101928223	13.0	0.0
6497	6561.0	3188.0
6499	3139.0	1682.0
6490	87.0	30.0
6492	0.0	0.0
6491	150.0	280.0
101928232	0.0	0.0
100124700	27.0	5.0
102724368	12.0	38.0
196264	1481.0	1351.0
54700	3351.0	2232.0
54707	1780.0	1042.0
497634	0.0	0.0
54704	1081.0	677.0
54708	2625.0	2059.0
160287	5.0	0.0
54714	0.0	0.0
54718	113.0	34.0
100421681	0.0	0.0
54716	0.0	2.0
54715	104.0	3.0
100421695	0.0	0.0
100421697	0.0	0.0
100421698	0.0	0.0
100421699	0.0	0.0
102724349	9.0	0.0
102724341	0.0	0.0
159296	0.0	103.0
54729	0.0	0.0
54726	1503.0	533.0
100421694	0.0	0.0
255480	58.0	8.0
54732	13718.0	13989.0
54734	4.0	2.0
54733	3777.0	7342.0
54739	179.0	53.0
54738	347.0	1093.0
54737	3986.0	1465.0
160298	0.0	2.0
102724321	0.0	0.0
255488	3619.0	1007.0
54742	210.0	17.0
54741	5891.0	2658.0
54749	3009.0	2345.0
137902	121.0	3.0
27128	148.0	98.0
27129	3784.0	616.0
29789	4852.0	3954.0
27127	5.0	11.0
27120	18.0	17.0
27121	13.0	2.0
29781	2513.0	1286.0
29780	1956.0	1153.0
27124	829.0	305.0
27125	5791.0	2896.0
27122	10706.0	1301.0
29785	229.0	56.0
27123	186.0	116.0
125919	227.0	106.0
29799	64.0	75.0
390800	0.0	0.0
27131	3041.0	1864.0
654790	961.0	18.0
27132	23.0	360.0
27130	588.0	350.0
29798	23.0	33.0
27136	12.0	0.0
29797	0.0	0.0
27133	30.0	1.0
29796	5959.0	5906.0
27134	1239.0	1204.0
27106	3093.0	1579.0
27107	1073.0	585.0
29768	14.0	6.0
29767	712.0	196.0
29766	2633.0	1832.0
27109	1922.0	1023.0
29761	2514.0	1146.0
29760	619.0	1111.0
389813	526.0	199.0
389812	12.0	0.0
27102	12484.0	9748.0
29765	0.0	0.0
29763	3657.0	2839.0
27101	2398.0	1305.0
389816	1715.0	1496.0
27115	584.0	132.0
29778	2.0	3.0
29777	1621.0	873.0
27113	293.0	407.0
29775	865.0	551.0
27111	760.0	111.0
29774	12.0	15.0
27112	515.0	1213.0
390831	1.0	0.0
390834	0.0	0.0
390836	0.0	0.0
100313938	1.0	0.0
125950	1322.0	507.0
125958	0.0	0.0
377841	49.0	17.0
390843	0.0	0.0
390844	2.0	3.0
389827	0.0	1.0
652170	1.0	0.0
389860	1.0	0.0
390811	0.0	0.0
389857	0.0	0.0
390816	5.0	2.0
389856	411.0	229.0
125931	233.0	1166.0
389852	1.0	0.0
100313914	0.0	0.0
389844	4.0	0.0
389840	12.0	0.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	42.0	10.0
91893	150.0	183.0
91894	7.0	2.0
147670	5.0	3.0
147664	32.0	0.0
642721	0.0	0.0
64285	2910.0	3058.0
64284	727.0	870.0
64288	643.0	196.0
147685	51.0	65.0
121026	0.0	0.0
123688	349.0	320.0
341568	0.0	0.0
341567	2.0	1.0
642737	2.0	1.0
64283	923.0	133.0
64282	997.0	394.0
389541	5335.0	6484.0
147694	632.0	216.0
389537	210.0	398.0
147686	273.0	39.0
147687	316.0	162.0
121014	0.0	0.0
642741	66.0	49.0
159686	36.0	3.0
642746	0.0	0.0
642762	0.0	0.0
390502	0.0	0.0
390501	0.0	0.0
390503	0.0	0.0
121006	28.0	29.0
389524	415.0	143.0
147699	52.0	10.0
133060	0.0	0.0
100313962	0.0	0.0
135644	0.0	0.0
27285	42.0	14.0
27286	192.0	100.0
27283	0.0	0.0
27284	32.0	30.0
389558	25.0	15.0
27289	201.0	315.0
27287	26.0	7.0
27288	3.0	0.0
135656	6.0	1.0
390561	6.0	1.0
27296	27.0	7.0
389549	0.0	0.0
27297	2176.0	1664.0
27294	338.0	470.0
27295	15072.0	1541.0
27299	15.0	7.0
642776	6.0	0.0
27292	1920.0	1011.0
27293	581.0	781.0
27290	2.0	0.0
642778	29.0	17.0
27291	588.0	263.0
160622	1011.0	355.0
390531	0.0	0.0
147650	317.0	89.0
390530	0.0	0.0
390535	0.0	0.0
390539	0.0	0.0
147646	6.0	3.0
390538	0.0	0.0
654783	0.0	0.0
147645	1239.0	122.0
341511	4.0	0.0
6500	14236.0	6763.0
133015	340.0	199.0
400410	173.0	242.0
147660	42.0	11.0
121054	1.0	2.0
121053	550.0	689.0
147657	957.0	693.0
147658	11.0	4.0
400406	5.0	4.0
642799	0.0	0.0
642796	1.0	0.0
133022	153.0	111.0
642797	110.0	46.0
101928165	0.0	0.0
6511	14.0	2.0
390595	183.0	56.0
6510	18469.0	15548.0
390594	7.0	0.0
100421803	2.0	0.0
100421804	0.0	0.0
390598	32.0	16.0
100421805	2.0	3.0
100421806	38.0	1.0
100421807	0.0	0.0
6509	2195.0	3146.0
54870	3295.0	1700.0
54875	458.0	154.0
54874	3498.0	2269.0
54873	1230.0	1081.0
389599	1.0	0.0
54872	1689.0	945.0
102724430	3.0	2.0
54879	706.0	447.0
6502	500.0	294.0
54878	2066.0	866.0
6504	50.0	18.0
54877	1232.0	898.0
91801	347.0	244.0
6503	531.0	190.0
54876	1841.0	762.0
6506	62.0	12.0
6505	563.0	275.0
91807	27.0	10.0
6508	2026.0	526.0
6507	564.0	126.0
101928176	15.0	1.0
6520	8123.0	5213.0
6522	4158.0	920.0
221717	2.0	0.0
6521	1.0	1.0
221718	0.0	0.0
100421813	2.0	0.0
64207	2734.0	2086.0
100421816	3.0	1.0
221711	16.0	9.0
64208	42.0	5.0
221710	882.0	585.0
54882	181.0	141.0
54881	1515.0	633.0
54880	3198.0	1604.0
54886	18.0	7.0
54885	735.0	453.0
54884	6323.0	2654.0
54883	895.0	430.0
6513	4035.0	1905.0
6512	195.0	29.0
54888	3052.0	2390.0
6515	1787.0	624.0
54887	904.0	647.0
6514	1.0	0.0
6517	3061.0	161.0
6519	32.0	12.0
6518	2999.0	107.0
221749	3188.0	1095.0
64210	2462.0	1331.0
6531	6.0	3.0
100421820	0.0	1.0
64211	0.0	0.0
6530	19.0	1.0
6533	1363.0	345.0
6532	43.0	11.0
100421823	3.0	0.0
390572	9.0	5.0
64216	628.0	417.0
64215	2702.0	3149.0
100421825	0.0	0.0
64218	3311.0	4114.0
100421827	0.0	0.0
100421828	5.0	4.0
64219	1336.0	381.0
100421829	34.0	9.0
54893	1671.0	630.0
54892	295.0	171.0
54891	1039.0	692.0
54890	8592.0	4372.0
54897	2940.0	1465.0
54896	1098.0	1189.0
54894	1924.0	1152.0
6524	13.0	4.0
6523	3042.0	240.0
170062	0.0	0.0
