id	8c36062e-bf1d-4d6c-be76-37d9fd4805bc	640827e7-e319-4b34-a59b-485ef92cdc66
126859	3.0	2.0
56127	21.0	140.0
10725	2818.0	4756.0
56128	16.0	189.0
56129	60.0	142.0
10724	9499.0	17491.0
114880	478.0	462.0
56122	160.0	471.0
388115	803.0	3174.0
401613	526.0	316.0
114881	717.0	1852.0
10726	4721.0	7338.0
56123	132.0	405.0
401612	257.0	124.0
114882	4755.0	3862.0
56124	76.0	123.0
10728	16358.0	17100.0
114883	7880.0	10072.0
56125	175.0	382.0
643766	0.0	0.0
10721	35.0	147.0
10720	13.0	12.0
100420830	0.0	0.0
136259	4.0	0.0
100420834	0.0	0.0
317751	30.0	4.0
124274	0.0	1.0
388152	113.0	228.0
317754	0.0	0.0
317753	0.0	0.0
317749	704.0	538.0
342705	0.0	0.0
151888	128.0	34.0
151887	4319.0	4166.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	607.0	352.0
100420843	1.0	0.0
100293090	1224.0	3819.0
148254	555.0	567.0
317762	3182.0	10585.0
317761	29.0	43.0
100419854	0.0	0.0
317760	2.0	5.0
317767	3.0	1.0
100271715	43.0	51.0
148252	316.0	1382.0
100271722	177.0	641.0
199834	0.0	0.0
388135	478.0	242.0
101929152	23.0	2.0
100420854	1.0	6.0
222950	54.0	86.0
100419867	0.0	0.0
148266	435.0	819.0
100419868	4.0	9.0
148268	692.0	1038.0
100419866	9.0	0.0
100420859	1.0	0.0
124245	1575.0	3424.0
317729	2.0	1.0
136288	5.0	19.0
199800	34.0	37.0
101930150	1.0	0.0
163882	2127.0	3119.0
388165	113.0	114.0
100419873	0.0	1.0
100271700	48.0	32.0
100271703	0.0	0.0
100271702	16.0	83.0
100420875	0.0	4.0
100420877	1.0	3.0
388199	0.0	6.0
22794	5921.0	12958.0
22795	413.0	788.0
22796	3352.0	2721.0
22797	315.0	178.0
22798	3.0	8.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	14.0
138883	0.0	0.0
138881	6.0	1.0
100420881	0.0	0.0
388181	0.0	2.0
100419893	0.0	0.0
222967	3.0	2.0
219333	2197.0	2526.0
136227	613.0	506.0
222962	346.0	570.0
148213	374.0	540.0
388182	48.0	18.0
100419895	0.0	0.0
317716	1.0	9.0
148203	434.0	360.0
317719	20.0	16.0
148206	634.0	709.0
163859	2434.0	2538.0
101929110	8.0	3.0
101929111	1.0	3.0
219348	626.0	118.0
219347	402.0	314.0
100420898	1.0	5.0
148223	1494.0	1972.0
10799	238.0	785.0
136242	0.0	2.0
10791	1898.0	577.0
10794	209.0	181.0
10793	483.0	291.0
10795	2113.0	1752.0
10798	0.0	0.0
10797	2162.0	3514.0
101929121	0.0	0.0
101929120	168.0	330.0
101929127	4.0	4.0
317701	6.0	4.0
220323	1277.0	965.0
148231	0.0	0.0
148229	66.0	68.0
151877	25.0	28.0
151871	0.0	4.0
93035	48.0	6.0
161176	434.0	383.0
56097	8.0	31.0
56098	10.0	13.0
56099	214.0	208.0
93034	20.0	23.0
283927	257.0	157.0
220359	22.0	66.0
653073	0.0	1.0
653075	0.0	2.0
256302	1224.0	2360.0
105373144	34.0	0.0
81050	0.0	0.0
199786	108.0	35.0
256309	153.0	291.0
100420792	0.0	0.0
95681	695.0	1301.0
283914	0.0	0.0
81047	0.0	0.0
197131	2777.0	3806.0
197135	121.0	154.0
653061	5.0	7.0
93058	481.0	739.0
161198	1044.0	1210.0
283902	0.0	2.0
220382	100.0	33.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	6.0	11.0
199777	1177.0	1407.0
81061	0.0	0.0
653082	50.0	122.0
81090	0.0	0.0
100271649	0.0	0.0
199746	329.0	346.0
100271655	16.0	9.0
81099	0.0	0.0
100271650	1.0	3.0
199745	303.0	550.0
148170	4281.0	284.0
256364	1866.0	3430.0
163786	325.0	623.0
220388	61.0	30.0
100271639	0.0	0.0
163782	238.0	50.0
100271646	14.0	42.0
283953	1.0	3.0
256355	35.0	9.0
100271644	0.0	0.0
283951	851.0	431.0
256356	5015.0	11754.0
100271643	0.0	5.0
100271640	0.0	0.0
81081	0.0	0.0
161159	7.0	12.0
148189	1322.0	1002.0
93099	1624.0	237.0
100271627	2.0	3.0
283948	197.0	77.0
256329	103.0	216.0
100271634	0.0	1.0
100271636	0.0	3.0
100271630	1.0	2.0
100271633	0.0	0.0
100271632	4.0	3.0
199720	27.0	50.0
93082	166.0	55.0
161145	598.0	1823.0
100271617	0.0	0.0
100271616	3.0	2.0
161142	9.0	4.0
100271619	0.0	1.0
148198	20.0	3.0
100271618	1.0	1.0
100271624	0.0	1.0
100271623	1.0	1.0
283933	156.0	174.0
100271625	0.0	0.0
93081	310.0	176.0
100271620	0.0	1.0
283932	112.0	516.0
100271622	1.0	1.0
100271621	0.0	0.0
199731	3678.0	3069.0
100124332	0.0	0.0
643664	1.0	9.0
256394	40.0	108.0
83637	3241.0	9771.0
83636	1846.0	1389.0
401565	3.0	20.0
401563	44.0	40.0
401562	67.0	65.0
401561	46.0	20.0
283999	0.0	0.0
283994	0.0	3.0
643668	2.0	5.0
283991	1691.0	2762.0
340198	3.0	2.0
643669	6.0	16.0
340192	3.0	1.0
643680	12.0	24.0
197196	0.0	0.0
56033	3.0	5.0
401551	5.0	3.0
83657	94.0	103.0
83656	2.0	0.0
83659	9.0	1.0
283989	1546.0	2537.0
83658	6546.0	7106.0
401548	870.0	2296.0
56034	2147.0	1169.0
283987	6619.0	31643.0
256369	0.0	0.0
401546	2818.0	4606.0
83655	0.0	0.0
283985	1.0	0.0
283982	0.0	0.0
283981	13.0	82.0
643677	4.0	6.0
83650	2.0	1.0
197187	134.0	202.0
449520	2.0	5.0
401541	181.0	264.0
401540	0.0	0.0
83639	18.0	28.0
83638	2640.0	4051.0
256380	53.0	28.0
449518	0.0	0.0
83648	285.0	180.0
401537	8.0	6.0
83647	0.0	0.0
83641	7159.0	11207.0
401535	16.0	37.0
83643	1414.0	1064.0
401533	0.0	2.0
643689	1.0	3.0
283971	2.0	1.0
83640	891.0	679.0
283970	11.0	14.0
114826	1051.0	1303.0
114827	115.0	89.0
378706	1.0	1.0
378707	0.0	0.0
378708	332.0	424.0
339184	10.0	17.0
339186	2.0	2.0
56052	1374.0	2075.0
114821	514.0	599.0
114822	297.0	533.0
114823	4328.0	10305.0
114824	3.0	2.0
114825	1407.0	2153.0
643699	87.0	91.0
340168	1.0	0.0
114815	105.0	35.0
114817	0.0	0.0
114818	728.0	919.0
114819	237.0	595.0
339175	1410.0	1236.0
56063	549.0	869.0
653017	0.0	0.0
56061	3021.0	6405.0
56062	66.0	32.0
114814	124.0	252.0
83667	508.0	1203.0
83666	4742.0	9163.0
83660	528.0	3130.0
340156	83.0	204.0
83661	460.0	1663.0
114804	362.0	2991.0
114805	51.0	48.0
340152	133.0	31.0
339168	0.0	1.0
114800	87.0	54.0
114801	197.0	288.0
93010	491.0	367.0
114803	2194.0	3521.0
83697	6.0	16.0
81034	1615.0	1403.0
81035	2150.0	4346.0
83696	1435.0	3526.0
83699	11112.0	1223.0
81037	5149.0	9221.0
83698	47.0	16.0
401588	654.0	1756.0
83693	1951.0	2303.0
81030	94.0	55.0
83692	2825.0	4689.0
81031	8547.0	16596.0
83695	2402.0	2935.0
81033	1212.0	226.0
83694	94.0	77.0
340146	7.0	2.0
83690	2646.0	283.0
81027	11.0	7.0
81029	2537.0	2149.0
653042	0.0	0.0
653045	15.0	16.0
81025	2.0	11.0
401577	280.0	320.0
22877	2714.0	9998.0
22878	4048.0	3958.0
22879	3782.0	18161.0
22870	2840.0	5666.0
22871	389.0	123.0
22872	10793.0	16369.0
22873	909.0	410.0
22874	2534.0	4774.0
22875	4975.0	7396.0
22876	1604.0	1191.0
10899	10837.0	9692.0
10898	1729.0	1652.0
10891	677.0	134.0
136540	1.0	0.0
10890	9938.0	12579.0
10893	227.0	459.0
10892	5212.0	12606.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	1.0
10894	530.0	61.0
10897	3898.0	6063.0
10896	10.0	16.0
22888	841.0	933.0
22889	1163.0	2297.0
22880	1376.0	4847.0
124540	5987.0	6861.0
22881	788.0	507.0
22882	3212.0	5858.0
22883	16360.0	42001.0
22884	1444.0	1935.0
22885	1513.0	5315.0
22887	3802.0	8044.0
342419	0.0	2.0
124538	0.0	0.0
124535	8.0	3.0
148523	319.0	652.0
283598	0.0	1.0
283596	328.0	751.0
283592	1.0	0.0
22856	3865.0	3266.0
161514	0.0	1.0
731424	3.0	4.0
22858	2886.0	2502.0
22859	1121.0	956.0
22850	2195.0	3247.0
22852	441.0	775.0
22853	2324.0	5877.0
22854	133.0	19.0
10877	1.0	9.0
10876	0.0	0.0
100419909	0.0	0.0
10879	5.0	2.0
10878	12.0	4.0
148534	2133.0	2376.0
104169670	10.0	7.0
104169671	41.0	28.0
100419903	3.0	6.0
283587	686.0	32.0
10871	61.0	58.0
10870	259.0	85.0
10873	729.0	221.0
10875	3336.0	1168.0
10874	9.0	8.0
22866	342.0	4901.0
22868	2225.0	3320.0
22869	1156.0	1448.0
100309464	0.0	2.0
161502	3.0	3.0
100420901	0.0	0.0
22861	1543.0	1115.0
22862	5366.0	3524.0
22863	1843.0	2062.0
22864	3622.0	6295.0
22865	59.0	25.0
10888	5.0	3.0
56203	21.0	25.0
643609	2.0	0.0
56204	2927.0	4027.0
10887	9.0	0.0
124512	1449.0	1268.0
148545	3.0	19.0
283579	0.0	0.0
283578	1932.0	6096.0
10880	0.0	2.0
283576	2.0	1.0
10882	95.0	15.0
10881	1.0	0.0
10884	2274.0	2281.0
283571	21.0	53.0
10886	15.0	4.0
10885	1516.0	2680.0
22834	2527.0	13170.0
22835	887.0	1353.0
22836	5035.0	7588.0
22837	5264.0	7060.0
101929059	11.0	6.0
22838	1721.0	4301.0
22839	3276.0	8854.0
100420910	3.0	8.0
100420916	0.0	0.0
22832	584.0	286.0
124590	6.0	9.0
10855	230.0	154.0
10857	13804.0	3893.0
10856	3461.0	5988.0
10859	323.0	205.0
10858	86.0	277.0
100126793	36.0	42.0
10850	0.0	0.0
643617	5.0	3.0
643615	5.0	5.0
100126791	34.0	19.0
22844	27.0	124.0
22845	1937.0	3231.0
22846	600.0	1506.0
22847	2112.0	2952.0
22848	2456.0	6796.0
22849	963.0	1988.0
112597	305.0	181.0
100420920	1.0	0.0
100420921	0.0	0.0
100420924	0.0	1.0
124583	22026.0	32056.0
100420926	1.0	13.0
22841	1755.0	1927.0
100420927	0.0	0.0
100419930	1.0	0.0
22843	344.0	742.0
10866	4164.0	1184.0
100420919	0.0	0.0
10865	1789.0	904.0
10868	2248.0	3853.0
10867	5450.0	8623.0
10869	3331.0	7362.0
10861	183.0	640.0
101929074	92.0	14.0
10864	7.0	0.0
101929071	0.0	0.0
10863	596.0	383.0
22813	1.0	5.0
22814	1.0	1.0
643641	722.0	2373.0
22815	1.0	0.0
22816	0.0	0.0
22818	13136.0	13741.0
10829	1.0	8.0
100419945	0.0	0.0
83849	24.0	53.0
83855	633.0	1620.0
10833	0.0	3.0
83854	16.0	19.0
83857	1136.0	787.0
10835	1.0	2.0
83856	216.0	623.0
10834	0.0	0.0
83851	272.0	21.0
10837	0.0	0.0
100419948	0.0	1.0
83850	90.0	70.0
10836	0.0	0.0
100419949	0.0	0.0
83853	20.0	25.0
10838	1671.0	4240.0
83852	1219.0	1024.0
124565	5923.0	14700.0
100419947	3.0	1.0
22808	1282.0	914.0
22809	2622.0	4072.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	1.0
643637	42.0	215.0
22822	5292.0	1042.0
22823	1167.0	961.0
22824	1108.0	293.0
101929086	0.0	2.0
22826	6790.0	5531.0
22827	8110.0	9265.0
643653	0.0	0.0
22828	2750.0	3796.0
22829	820.0	1254.0
112574	2017.0	2872.0
100419955	0.0	0.0
56241	358.0	593.0
100420946	0.0	0.0
56242	1021.0	1282.0
22820	16291.0	53431.0
22821	1085.0	1021.0
100419950	0.0	2.0
10844	3661.0	7061.0
83844	0.0	0.0
10846	736.0	9890.0
10845	3131.0	4295.0
10848	1954.0	3391.0
56243	6520.0	10256.0
10847	6079.0	16220.0
56244	14.0	4.0
56245	31.0	21.0
10849	130.0	261.0
56246	0.0	2.0
643646	24.0	219.0
10840	1174.0	618.0
10842	1.0	0.0
101929093	0.0	0.0
10841	50.0	17.0
643648	0.0	0.0
101929010	3.0	0.0
100420950	11.0	1.0
100420952	0.0	10.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	2.0	1.0
100419963	3.0	0.0
100271613	0.0	0.0
100271611	0.0	1.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	2.0
101929025	3.0	1.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	1.0
391458	0.0	0.0
100419971	0.0	4.0
100419972	1.0	0.0
100271601	0.0	1.0
100419979	1.0	1.0
100420972	0.0	0.0
100420975	6.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	1.0
100419996	1.0	2.0
391436	0.0	1.0
161582	51.0	67.0
124599	73.0	45.0
101929052	4.0	2.0
391485	1.0	3.0
222611	1.0	1.0
100187716	0.0	0.0
391490	1.0	0.0
391496	0.0	0.0
22899	538.0	908.0
391462	0.0	0.0
22891	331.0	163.0
22893	1619.0	2953.0
22894	3278.0	2175.0
22895	6.0	5.0
148581	0.0	0.0
22897	688.0	2072.0
22898	1510.0	2742.0
22890	3028.0	5787.0
391470	0.0	0.0
391472	0.0	2.0
391475	0.0	83.0
101929008	19.0	38.0
222659	8.0	6.0
440894	42.0	74.0
222658	6836.0	6576.0
102724035	0.0	0.0
100271575	1.0	1.0
100271577	4.0	2.0
100271571	0.0	1.0
81175	7.0	9.0
81176	4.0	6.0
100271570	0.0	0.0
93145	728.0	1682.0
440888	0.0	0.0
222642	3.0	9.0
222643	66.0	116.0
401289	2.0	1.0
401288	44.0	39.0
401285	3.0	1.0
81166	0.0	0.0
100271564	4.0	10.0
81168	0.0	0.0
100271566	6.0	10.0
81169	0.0	0.0
81162	4.0	0.0
81163	1.0	8.0
100271563	3.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	1.0	0.0
102724018	1.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	3.0	0.0
100271551	0.0	0.0
81198	0.0	0.0
81191	3.0	0.0
81192	0.0	0.0
81193	1.0	0.0
81194	0.0	0.0
450232	1.0	2.0
401260	0.0	0.0
220001	60.0	36.0
222662	0.0	2.0
401265	87.0	284.0
222663	206.0	262.0
220002	2214.0	3902.0
93166	298.0	258.0
401264	800.0	1007.0
220004	56.0	87.0
100271539	0.0	0.0
401262	100.0	25.0
93164	345.0	621.0
100271547	0.0	0.0
100271549	1.0	2.0
81188	0.0	0.0
100271543	0.0	1.0
102724000	0.0	0.0
100271545	0.0	1.0
401258	15.0	13.0
81185	1.0	2.0
81187	0.0	0.0
81182	0.0	0.0
207063	2062.0	1812.0
440854	33.0	10.0
222698	49.0	17.0
222696	134.0	180.0
161497	3.0	4.0
100271529	7.0	10.0
222699	22.0	103.0
100271536	0.0	0.0
100271538	4.0	15.0
100271537	0.0	3.0
93190	2.0	3.0
283601	0.0	1.0
100271531	7.0	11.0
283600	3.0	1.0
220042	89.0	119.0
93183	2506.0	4100.0
100271518	1.0	0.0
100271517	0.0	0.0
93185	3325.0	8182.0
100271525	0.0	0.0
100271526	11.0	18.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	3.0	2.0
100271523	0.0	0.0
100271522	1.0	0.0
100271507	0.0	0.0
100271506	0.0	1.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	763.0	1168.0
220047	3.0	22.0
100271503	0.0	1.0
10808	3755.0	3297.0
56130	9.0	51.0
10807	1323.0	2582.0
56131	216.0	256.0
56132	106.0	217.0
10809	8716.0	4943.0
220081	15.0	9.0
83756	35.0	33.0
10811	557.0	733.0
56137	25.0	98.0
10810	1873.0	2766.0
83755	0.0	0.0
56138	26.0	124.0
83758	358.0	184.0
10813	950.0	1516.0
56139	163.0	2462.0
401207	288.0	352.0
220082	0.0	0.0
83757	0.0	1.0
83752	7040.0	11989.0
56133	214.0	1971.0
10815	146.0	761.0
10814	20.0	9.0
56134	19.0	135.0
10817	299.0	540.0
56135	18.0	246.0
10816	0.0	0.0
283643	225.0	680.0
56136	23.0	943.0
643535	3.0	3.0
643536	0.0	0.0
22800	1648.0	1100.0
22801	325.0	2574.0
643550	4.0	8.0
22802	2003.0	38.0
22803	6068.0	7931.0
440804	1.0	0.0
22806	777.0	323.0
22807	1518.0	1645.0
10819	47.0	139.0
56140	5.0	127.0
10818	2514.0	2959.0
56141	19.0	381.0
56142	6.0	95.0
56143	14.0	278.0
83737	5349.0	6821.0
220070	0.0	0.0
10822	1.0	2.0
283638	2495.0	9510.0
83744	455.0	458.0
10821	2.0	2.0
10824	9.0	2.0
83746	2135.0	3209.0
10823	0.0	0.0
83741	0.0	0.0
283635	7349.0	6267.0
10826	1117.0	1156.0
220074	1334.0	2491.0
56144	53.0	724.0
10825	1934.0	4101.0
56145	65.0	1003.0
83740	0.0	0.0
83743	1890.0	3183.0
56146	10.0	230.0
10828	1.0	3.0
10827	2029.0	2758.0
83742	2808.0	2159.0
56147	22.0	495.0
283631	3.0	3.0
10820	3.0	1.0
440836	539.0	1193.0
643563	2.0	4.0
56154	6.0	1.0
81109	0.0	0.0
283629	106.0	41.0
56159	4.0	1.0
81115	1.0	0.0
81116	0.0	1.0
56155	60.0	72.0
283624	581.0	483.0
102724097	263.0	442.0
256006	39.0	38.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	4.0	4.0
81114	0.0	0.0
81110	0.0	0.0
440829	10.0	39.0
440823	110.0	131.0
440822	0.0	3.0
56163	2.0	3.0
56164	19.0	113.0
256021	35.0	19.0
56165	15.0	14.0
83759	1138.0	1638.0
56160	2093.0	1310.0
10800	568.0	217.0
283617	1.0	0.0
81104	0.0	0.0
10802	3108.0	4333.0
10801	11342.0	9679.0
10804	74.0	3.0
10803	7.0	4.0
56167	0.0	0.0
10806	1787.0	1709.0
56168	0.0	0.0
56169	57.0	28.0
643582	0.0	0.0
643586	4.0	11.0
256076	12.0	1.0
401253	2.0	3.0
56171	197.0	624.0
401251	12.0	25.0
56172	22994.0	43873.0
401250	0.0	2.0
81137	0.0	0.0
81138	0.0	0.0
83795	1.0	0.0
102724076	0.0	0.0
102724077	13.0	18.0
283688	0.0	0.0
401247	13.0	17.0
81136	0.0	0.0
283687	1151.0	948.0
283685	0.0	4.0
93109	473.0	1028.0
283682	22.0	4.0
100126825	1.0	1.0
93107	1.0	2.0
643596	50.0	62.0
56180	1010.0	853.0
93100	1087.0	788.0
401242	2.0	1.0
256085	0.0	2.0
56181	5974.0	4192.0
81126	0.0	0.0
81127	0.0	0.0
83787	2273.0	2238.0
283677	3.0	1.0
401237	146.0	131.0
83786	2109.0	2445.0
401236	0.0	5.0
283673	6.0	18.0
93134	3321.0	3053.0
401233	0.0	0.0
401232	242.0	604.0
256051	706.0	880.0
81159	5.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	1.0
283663	199.0	103.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	2.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1383.0	3879.0
283659	70.0	94.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	1.0	0.0
283651	16732.0	4340.0
100271585	0.0	0.0
100271584	18.0	29.0
100271581	0.0	0.0
22998	9538.0	22258.0
22999	503.0	112.0
100151676	0.0	0.0
100151677	1.0	0.0
100151678	0.0	0.0
22990	2819.0	5236.0
100151671	0.0	0.0
100151672	1.0	1.0
22992	4509.0	11266.0
22993	4834.0	8740.0
100151674	0.0	0.0
22994	324.0	1190.0
83903	23.0	69.0
22995	129.0	205.0
83902	1.0	1.0
22996	5532.0	7390.0
22997	121.0	139.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	1.0	0.0
100151688	0.0	0.0
100151682	0.0	1.0
100151683	2.0	6.0
100151684	0.0	1.0
100151685	0.0	0.0
100151681	0.0	1.0
56302	12.0	24.0
83901	0.0	0.0
342538	7.0	24.0
83900	0.0	0.0
56300	11.0	1.0
56301	4.0	7.0
124411	881.0	1098.0
22976	857.0	2063.0
22977	27.0	48.0
22978	3889.0	4053.0
22979	73.0	357.0
22970	72.0	66.0
22971	1381.0	1207.0
22974	160.0	981.0
83932	797.0	729.0
10998	495.0	964.0
83931	3572.0	5366.0
342527	54.0	10.0
148418	291.0	1007.0
83933	215.0	511.0
124404	3.0	40.0
10999	1339.0	4333.0
124401	892.0	2354.0
124402	925.0	1544.0
83930	7524.0	4705.0
56311	29.0	0.0
10990	68.0	57.0
100126693	3.0	1.0
10992	9259.0	19258.0
606500	0.0	0.0
10991	21.0	29.0
10994	4568.0	1708.0
10993	366.0	251.0
22987	161.0	1636.0
22989	124.0	288.0
22980	6746.0	12068.0
22981	1624.0	431.0
22982	1957.0	3764.0
22983	35.0	147.0
22984	1260.0	4745.0
22985	4335.0	8206.0
22986	2.0	0.0
58986	5253.0	10014.0
148423	1070.0	617.0
58985	51.0	88.0
342510	135.0	41.0
283694	0.0	0.0
283693	16.0	51.0
283692	5.0	4.0
22954	680.0	566.0
22955	3942.0	8703.0
112487	1465.0	1189.0
22950	1500.0	2179.0
391524	0.0	6.0
22952	3.0	7.0
22953	82.0	64.0
391526	0.0	1.0
10975	5534.0	4164.0
83953	7.0	11.0
10978	665.0	600.0
83955	27.0	26.0
10979	4496.0	3178.0
112495	4260.0	2430.0
10970	6506.0	8471.0
56339	2197.0	3473.0
10972	34709.0	37844.0
10971	26648.0	28560.0
10974	0.0	0.0
10973	2225.0	3113.0
401409	88.0	196.0
112479	1689.0	2236.0
112476	185.0	366.0
391530	0.0	0.0
83939	6456.0	9035.0
56341	3.0	4.0
391533	2.0	1.0
124460	397.0	200.0
83935	143.0	171.0
83938	690.0	405.0
391538	1.0	5.0
83937	846.0	767.0
10987	3965.0	3219.0
83943	1161.0	978.0
83942	1.0	0.0
10989	3441.0	6300.0
10988	6265.0	6690.0
56342	188.0	447.0
124454	1348.0	3148.0
56344	0.0	0.0
83941	3110.0	2279.0
83940	1293.0	1155.0
643503	1.0	0.0
10981	977.0	455.0
112483	4467.0	6092.0
10980	6138.0	6414.0
10983	25728.0	35944.0
10982	2076.0	1492.0
643507	5.0	9.0
10985	3616.0	11763.0
10984	266.0	492.0
22932	394.0	292.0
22933	3175.0	4485.0
22934	977.0	1430.0
22936	12803.0	22035.0
22937	3584.0	9955.0
22938	3488.0	4698.0
112464	969.0	641.0
22930	4218.0	4610.0
22931	12160.0	15816.0
81309	0.0	0.0
391504	1.0	2.0
10954	4780.0	10637.0
10953	1922.0	2058.0
10956	14458.0	18302.0
81315	0.0	0.0
10955	11100.0	16125.0
391508	1.0	2.0
81316	0.0	0.0
10957	5397.0	5753.0
124446	7796.0	5721.0
81310	0.0	0.0
10959	36389.0	35085.0
22929	3283.0	4872.0
10950	1989.0	629.0
10952	7439.0	6984.0
10951	3050.0	4479.0
22943	4267.0	122.0
22944	712.0	712.0
22945	0.0	0.0
22947	0.0	0.0
22948	5919.0	6927.0
22949	7981.0	2858.0
83957	0.0	1.0
22941	1357.0	7198.0
83959	219.0	416.0
10965	1078.0	1069.0
391518	0.0	3.0
10964	842.0	273.0
81304	0.0	1.0
10966	1635.0	1808.0
10969	3508.0	4859.0
81300	0.0	0.0
10961	12767.0	13403.0
10960	11455.0	12138.0
643529	452.0	596.0
10963	6095.0	9775.0
10962	294.0	371.0
148479	1407.0	2991.0
197407	561.0	1199.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	2366.0	2116.0
391548	0.0	0.0
767588	0.0	1.0
767589	0.0	0.0
767583	0.0	0.0
767585	1.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	4.0
391552	0.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	1.0
767569	0.0	0.0
391559	2.0	3.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	3.0	3.0
207107	2.0	0.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	0.0	3.0
474344	1345.0	1007.0
474343	254.0	225.0
246717	0.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	12.0	25.0
161406	11.0	14.0
100151649	0.0	0.0
100151643	4.0	22.0
100151645	0.0	1.0
100151640	9.0	16.0
100151641	0.0	0.0
246715	2.0	0.0
767557	27.0	25.0
606553	0.0	2.0
606551	19.0	16.0
474354	10.0	9.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	703.0	206.0
100151655	0.0	0.0
391584	0.0	3.0
100151656	0.0	0.0
100151650	0.0	1.0
100151651	0.0	0.0
391589	16.0	97.0
100151652	0.0	0.0
100151668	0.0	3.0
391592	7.0	3.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	1764.0	4544.0
100151667	0.0	0.0
391598	4.0	1.0
100151661	0.0	1.0
100151663	0.0	0.0
474338	20.0	11.0
474337	0.0	0.0
197370	4835.0	6708.0
220112	4.0	18.0
246744	0.0	0.0
220115	34.0	7.0
93273	15.0	10.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	2.0	1.0
81295	0.0	0.0
100271452	2.0	0.0
220108	694.0	218.0
220107	21.0	20.0
100271448	2.0	4.0
100271447	0.0	4.0
100271449	0.0	1.0
100271444	2.0	7.0
100271445	0.0	1.0
81285	14755.0	113128.0
81282	0.0	1.0
197350	23.0	150.0
246720	1.0	4.0
401399	4.0	10.0
401398	31.0	64.0
246721	0.0	0.0
220134	55.0	139.0
401397	2968.0	2157.0
246723	16.0	34.0
220136	69.0	82.0
401393	14.0	118.0
100271437	0.0	0.0
100271439	1.0	1.0
100271438	0.0	0.0
100271433	0.0	0.0
100271435	0.0	1.0
100271434	1.0	0.0
197342	389.0	1237.0
246731	2.0	0.0
401387	5.0	3.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	70.0	61.0
100271420	0.0	1.0
197358	364.0	383.0
199990	2597.0	2898.0
246785	57.0	62.0
105664404	2.0	1.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	1.0	1.0
283726	162.0	675.0
100271414	0.0	0.0
100887075	1.0	3.0
439990	85.0	34.0
100271411	0.0	1.0
100271410	0.0	0.0
220164	240.0	215.0
100271413	1.0	1.0
197320	685.0	1238.0
439996	0.0	0.0
100887074	0.0	0.0
439992	116.0	56.0
100887073	0.0	0.0
197322	1201.0	1730.0
439994	119.0	391.0
102724105	525.0	1259.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	20.0	23.0
102724101	0.0	0.0
100271406	0.0	1.0
100271405	18.0	16.0
100271400	1.0	1.0
283711	0.0	1.0
100271402	0.0	0.0
197331	26.0	23.0
197335	674.0	2744.0
440993	1315.0	1754.0
440992	68.0	46.0
161394	52.0	483.0
199964	135.0	205.0
8000	1824.0	535.0
8001	3.0	0.0
246777	275.0	1573.0
246778	2.0	2.0
