id	af3e7155-9f1b-4c80-b397-3724dfc25d62	d903e92f-677f-4292-b2f7-66e0fcea767f
140432	1.0	2.0
23362	1968.0	1582.0
23363	5072.0	7064.0
84364	4632.0	5594.0
84366	4.0	5112.0
84365	847.0	1601.0
343035	0.0	2.0
139452	1.0	2.0
646583	0.0	0.0
23376	2643.0	2887.0
23378	1118.0	983.0
23379	2466.0	2216.0
646581	1.0	0.0
23370	561.0	470.0
23371	8486.0	6313.0
23373	2507.0	1424.0
100499261	3.0	4.0
646597	0.0	0.0
646595	0.0	5.0
100499258	0.0	0.0
23344	7286.0	5410.0
23345	6509.0	4197.0
201895	6395.0	11384.0
23347	3232.0	3015.0
646592	1.0	15.0
23348	2422.0	3277.0
23349	8.0	7.0
140453	0.0	60.0
23341	1204.0	1722.0
140456	0.0	7.0
140458	44.0	125.0
100499252	4.0	15.0
140459	1525.0	1058.0
100499251	0.0	0.0
23353	4037.0	5680.0
23354	479.0	819.0
23355	1393.0	1933.0
23357	1210.0	1186.0
23358	3047.0	3774.0
23359	11.0	68.0
140460	748.0	911.0
140461	1876.0	1831.0
140462	27.0	571.0
23350	3183.0	4654.0
140464	0.0	2.0
23351	2822.0	2518.0
140465	1309.0	1697.0
23352	9264.0	8433.0
140467	4386.0	4286.0
140468	0.0	2.0
140469	176.0	26.0
84376	2678.0	3078.0
2702	591.0	295.0
2701	570.0	463.0
2700	1.0	21.0
2709	240.0	186.0
2707	151.0	211.0
2706	56.0	95.0
2705	1070.0	2423.0
2703	0.0	0.0
345651	0.0	3.0
2712	0.0	2.0
106866981	0.0	0.0
2710	135.0	243.0
106866980	0.0	0.0
2719	613.0	422.0
2717	2832.0	692.0
50964	0.0	0.0
345643	44.0	9.0
345645	0.0	0.0
286826	173.0	220.0
286827	74.0	264.0
286828	0.0	0.0
59307	1952.0	2221.0
2720	3988.0	3027.0
2729	2127.0	4073.0
100500737	1.0	2.0
345630	7.0	47.0
2735	172.0	237.0
2734	14386.0	11730.0
2733	1929.0	1811.0
2732	1.0	14.0
2731	112.0	139.0
2730	1130.0	770.0
2739	4488.0	9097.0
2738	581.0	1091.0
2737	2299.0	1236.0
2736	328.0	251.0
106144534	1.0	11.0
106144535	6.0	5.0
106144536	0.0	1.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	1.0
106144532	4.0	24.0
106144533	0.0	0.0
2746	5003.0	14622.0
2745	853.0	634.0
2744	3242.0	2617.0
2743	332.0	339.0
60314	2014.0	2022.0
2742	0.0	0.0
60313	5497.0	6130.0
106144527	0.0	0.0
2741	0.0	6.0
259217	782.0	320.0
60312	3551.0	2092.0
106144528	0.0	4.0
2740	2.0	4.0
106144529	2.0	3.0
259215	0.0	0.0
2749	68.0	115.0
345611	1.0	2.0
50999	2185.0	3231.0
2747	200.0	87.0
259236	71.0	18.0
2760	3730.0	4473.0
106144524	0.0	2.0
259234	0.0	3.0
106144526	4.0	28.0
259232	129.0	58.0
259230	2466.0	2868.0
59339	4519.0	1564.0
59338	1769.0	1877.0
59335	2.0	3.0
2752	23962.0	17014.0
59336	0.0	0.0
2750	0.0	1.0
2771	19881.0	13335.0
59342	8614.0	5577.0
59341	226.0	972.0
2770	1192.0	1414.0
59344	6.0	29.0
59343	1830.0	1722.0
59340	4.0	7.0
84306	205.0	308.0
2768	4345.0	3317.0
2767	12211.0	5865.0
59349	1670.0	2658.0
84305	1175.0	2290.0
2766	581.0	4616.0
2765	0.0	0.0
84307	1387.0	1348.0
84302	1433.0	961.0
2764	1335.0	1974.0
59345	317.0	785.0
84301	2173.0	4409.0
2762	545.0	1398.0
84304	1886.0	1118.0
59348	481.0	3885.0
84303	569.0	571.0
59347	0.0	1.0
2761	0.0	3.0
84300	994.0	1675.0
646508	0.0	16.0
2769	302.0	1199.0
646507	0.0	0.0
646520	1.0	4.0
2782	15291.0	16361.0
59353	3355.0	797.0
2781	4027.0	513.0
59352	83.0	114.0
2780	0.0	0.0
59351	0.0	1.0
59350	234.0	68.0
2779	2.0	1.0
2778	44125.0	47985.0
2777	22.0	17.0
2776	6949.0	5814.0
2775	7744.0	741.0
2774	3300.0	1199.0
2773	3128.0	3169.0
60343	2466.0	2912.0
2772	0.0	4.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	1.0
2793	34.0	69.0
100379584	0.0	0.0
2792	1.0	1.0
2791	3626.0	1094.0
2790	265.0	535.0
105369316	0.0	0.0
2789	0.0	0.0
2788	1428.0	1090.0
2787	2029.0	2588.0
2786	27.0	1491.0
441194	254.0	304.0
2785	21.0	10.0
2784	58.0	79.0
2783	9408.0	13421.0
441191	653.0	580.0
100129622	1.0	0.0
100130606	1.0	1.0
286410	3692.0	1357.0
100130603	0.0	1.0
286411	3.0	6.0
100130600	250.0	216.0
100379571	193.0	152.0
441177	4.0	0.0
2799	8539.0	9058.0
2798	3.0	2.0
2797	2.0	16.0
2796	37.0	43.0
2794	3605.0	3513.0
100129611	0.0	4.0
100129606	0.0	3.0
286423	0.0	0.0
100129604	0.0	0.0
286430	2.0	6.0
105369343	2.0	3.0
286436	0.0	1.0
100379592	3.0	6.0
441154	2.0	3.0
441151	3.0	20.0
441150	400.0	359.0
191585	7.0	58.0
105370357	0.0	0.0
441133	0.0	5.0
100142659	8.0	15.0
100379564	1.0	2.0
441168	54.0	282.0
441166	4.0	14.0
101730217	4.0	1.0
441161	9.0	7.0
441160	5.0	7.0
646498	0.0	4.0
441108	377.0	348.0
23562	5.0	16.0
23563	5.0	10.0
359948	5014.0	8017.0
23564	3085.0	4165.0
23566	172.0	3192.0
100130693	0.0	4.0
23567	701.0	690.0
23568	410.0	292.0
23569	4.0	11.0
23560	1427.0	1918.0
286494	5.0	1.0
286495	612.0	563.0
286499	1.0	11.0
100130687	0.0	0.0
23576	2315.0	4690.0
117608	331.0	534.0
100129690	0.0	3.0
100129696	3.0	12.0
100129692	1.0	2.0
100129694	0.0	5.0
23548	584.0	569.0
23549	2576.0	3992.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	1526.0	5059.0
23542	98.0	1010.0
23543	7786.0	5112.0
130612	183.0	224.0
23544	35.0	32.0
130617	1207.0	1132.0
100130671	0.0	1.0
23545	762.0	1163.0
441124	198.0	338.0
23546	2.0	6.0
441123	0.0	0.0
23547	7.0	56.0
441131	0.0	0.0
23559	769.0	753.0
23551	4246.0	1338.0
23552	635.0	581.0
23553	0.0	4.0
23554	3205.0	1020.0
23555	1954.0	3717.0
100130660	1.0	1.0
23556	923.0	2877.0
23557	1338.0	1112.0
23558	9373.0	9419.0
23550	3071.0	5650.0
23526	617.0	1513.0
23527	2025.0	2226.0
23528	487.0	628.0
286442	0.0	0.0
23529	59.0	249.0
129642	810.0	7292.0
286444	18.0	56.0
100129669	0.0	2.0
100463482	5.0	10.0
23520	0.0	3.0
23521	77768.0	141998.0
23522	2497.0	2510.0
23523	7116.0	3650.0
23524	27540.0	31947.0
359996	0.0	0.0
115004	192.0	301.0
100129664	0.0	0.0
100463487	2.0	19.0
100463486	29.0	68.0
100463489	0.0	4.0
100463488	11.0	10.0
100129662	1.0	4.0
286451	3348.0	4312.0
23538	0.0	4.0
23539	61.0	95.0
23530	3652.0	2683.0
23531	761.0	804.0
100130640	0.0	1.0
23532	0.0	115.0
23533	70.0	335.0
359997	0.0	0.0
23534	3422.0	2725.0
23536	772.0	1015.0
100463498	62.0	117.0
100129654	0.0	1.0
286460	59.0	51.0
100129650	0.0	1.0
23504	210.0	166.0
100499416	0.0	0.0
23505	3025.0	4535.0
100499417	2.0	1.0
23506	1748.0	2406.0
286464	2.0	8.0
100130637	0.0	0.0
23507	214.0	1239.0
100130636	0.0	0.0
23508	645.0	506.0
23509	3926.0	3551.0
286467	11.0	4.0
100129647	2.0	3.0
100130631	0.0	2.0
23500	3537.0	1085.0
100499418	0.0	0.0
23503	1521.0	1626.0
100129641	0.0	3.0
100129640	0.0	3.0
286472	0.0	1.0
23515	1758.0	2008.0
345275	12.0	771.0
100499405	52.0	73.0
23516	2841.0	1978.0
23517	2765.0	3189.0
100130626	0.0	0.0
23518	1227.0	1356.0
102465752	0.0	1.0
23519	2.0	2.0
345274	17.0	8.0
100130621	29.0	24.0
23510	3396.0	2363.0
23511	2707.0	3096.0
23512	1599.0	1958.0
23513	3526.0	5175.0
23514	1971.0	3395.0
100129631	0.0	0.0
129607	299.0	229.0
129563	1366.0	1508.0
431704	1.0	0.0
117579	0.0	0.0
130557	931.0	1069.0
431705	67.0	8.0
431707	0.0	2.0
129560	0.0	0.0
117583	1586.0	1196.0
84449	577.0	748.0
84448	51.0	140.0
117584	1209.0	1886.0
84445	7012.0	5339.0
84444	750.0	1047.0
84447	5860.0	5121.0
84446	188.0	461.0
84441	1608.0	2921.0
84440	1525.0	944.0
84443	101.0	286.0
646405	33.0	54.0
646409	0.0	14.0
117581	621.0	393.0
130560	0.0	9.0
646424	5.0	5.0
84437	1035.0	593.0
84439	338.0	300.0
60489	4086.0	1045.0
60488	1713.0	2904.0
84433	275.0	363.0
60487	417.0	656.0
84436	787.0	1088.0
84435	1.0	1.0
60485	1832.0	2970.0
60484	306.0	109.0
84432	302.0	75.0
60482	58.0	21.0
60481	20929.0	10394.0
130576	1387.0	380.0
130574	211.0	148.0
84467	25.0	192.0
84466	284.0	116.0
60496	1519.0	1566.0
60495	413.0	442.0
60494	69.0	51.0
84465	15.0	22.0
84464	445.0	475.0
60493	716.0	772.0
60492	1731.0	1818.0
60491	778.0	983.0
60490	476.0	681.0
84461	1371.0	1153.0
84460	842.0	1345.0
646442	4.0	4.0
129530	22.0	29.0
129531	394.0	745.0
130589	4954.0	1632.0
201501	816.0	479.0
84456	558.0	703.0
84455	290.0	337.0
84458	922.0	1279.0
84457	280.0	126.0
84450	1543.0	1978.0
646457	4.0	12.0
100500870	0.0	1.0
100500872	0.0	0.0
201514	598.0	426.0
201516	37.0	6.0
646450	121.0	220.0
23480	1421.0	1574.0
105416157	31.0	1913.0
23481	3116.0	4386.0
23483	355.0	535.0
23484	1866.0	1615.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	0.0	0.0
646467	4.0	6.0
100500860	0.0	0.0
96459	1265.0	1614.0
100500861	0.0	0.0
23498	637.0	810.0
23499	17333.0	13784.0
23491	57.0	121.0
23492	9285.0	4838.0
23493	104.0	67.0
23495	0.0	15.0
100500862	0.0	0.0
100500863	1.0	2.0
100034743	0.0	0.0
100500864	0.0	1.0
100500865	39.0	35.0
100500866	1.0	0.0
100500867	0.0	0.0
100500869	0.0	1.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	5939.0	4702.0
394217	0.0	0.0
23464	722.0	2148.0
130535	888.0	1095.0
23466	11211.0	4153.0
23467	2692.0	3156.0
23468	6103.0	5773.0
23469	4726.0	5710.0
2801	5501.0	5175.0
2800	1546.0	1542.0
23460	135.0	122.0
23461	1187.0	1721.0
23462	86.0	326.0
100500895	0.0	3.0
100500896	0.0	0.0
100500897	0.0	2.0
2806	11481.0	8207.0
100500898	0.0	0.0
2805	2991.0	1574.0
100500899	0.0	0.0
2804	12346.0	14272.0
2803	6978.0	8603.0
2802	6012.0	4671.0
130540	11.0	14.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	856.0	1386.0
23475	4075.0	338.0
23476	4910.0	4914.0
23478	4246.0	5008.0
23479	6334.0	4428.0
646480	0.0	0.0
2812	0.0	0.0
2811	30.0	30.0
2810	148.0	7430.0
23471	10486.0	13340.0
23473	1848.0	1685.0
100500884	0.0	0.0
2819	189.0	15.0
100500885	0.0	0.0
84498	2495.0	2865.0
100500886	0.0	0.0
2817	3988.0	5573.0
100500888	0.0	0.0
2815	0.0	9.0
100500889	0.0	0.0
2814	4.0	4.0
2813	1.0	3057.0
2823	365.0	229.0
2822	298.0	65.0
2821	16922.0	11386.0
100500839	0.0	0.0
2820	1679.0	2840.0
201562	2301.0	5364.0
100379623	0.0	1.0
2829	13.0	92.0
100500831	0.0	0.0
2828	209.0	334.0
2827	9.0	62.0
100500833	2.0	5.0
2826	75.0	40.0
100500834	0.0	0.0
2825	3.0	12.0
100500835	2.0	1.0
2824	2700.0	1260.0
100500836	0.0	0.0
727699	2.0	0.0
2834	22.0	5.0
100500826	0.0	0.0
2833	28.0	159.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	1.0	0.0
2831	0.0	9.0
100500829	0.0	0.0
60401	305.0	210.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	0.0	12.0
100500822	0.0	0.0
2837	1.0	2.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	0.0	2.0
100500825	0.0	0.0
100500850	17.0	21.0
2845	9.0	9.0
100500859	0.0	0.0
2844	0.0	0.0
2843	38.0	17.0
2842	1.0	12.0
2841	10.0	39.0
60412	3664.0	3542.0
2840	66.0	23.0
100500851	0.0	0.0
100500854	3.0	6.0
2849	5.0	2.0
100500855	0.0	0.0
2848	6.0	8.0
394261	37.0	4.0
2847	7.0	6.0
347933	0.0	1.0
100500857	1.0	0.0
2846	6.0	20.0
100500858	0.0	0.0
394263	0.0	5.0
2856	0.0	5.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	9.0
2853	7.0	5.0
201595	8667.0	10307.0
2852	948.0	671.0
2850	417.0	660.0
100500840	0.0	0.0
100500841	0.0	1.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	37.0	231.0
100500846	0.0	0.0
2857	147.0	386.0
100500847	0.0	0.0
2870	1578.0	1698.0
107105261	0.0	0.0
2867	12.0	442.0
107105265	0.0	0.0
60437	80.0	1189.0
2866	0.0	2.0
107105264	0.0	0.0
60436	866.0	1463.0
2865	0.0	5.0
107105263	0.0	0.0
2864	0.0	0.0
107105262	0.0	0.0
2863	117.0	178.0
2862	14.0	1.0
2861	132.0	229.0
347918	435.0	560.0
107105266	0.0	0.0
2869	482.0	454.0
2868	190.0	158.0
2880	37.0	3.0
60439	0.0	0.0
107105254	0.0	0.0
2878	6591.0	2578.0
2877	1535.0	147.0
107105253	1.0	8.0
2876	5275.0	9126.0
2875	268.0	153.0
2874	162.0	178.0
2873	5826.0	5755.0
2872	9728.0	7745.0
107105256	0.0	0.0
2871	8.0	3.0
347902	603.0	863.0
107105259	0.0	0.0
2879	7869.0	10107.0
727682	0.0	0.0
727684	1.0	1.0
2892	208.0	42.0
2891	75.0	17.0
2890	18.0	1.0
727686	1.0	0.0
84419	483.0	667.0
2889	5148.0	3812.0
100500815	0.0	0.0
2888	37.0	61.0
100500816	0.0	1.0
2887	2281.0	2034.0
100500817	0.0	0.0
2886	1229.0	961.0
100500818	0.0	0.0
2885	8219.0	7393.0
100500819	0.0	0.0
2884	5.0	10.0
2882	463.0	700.0
100642175	0.0	4.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	1.0
100500812	8.0	4.0
100500813	0.0	0.0
100500814	1.0	1.0
727676	0.0	0.0
107105271	0.0	0.0
727677	5.0	13.0
2899	177.0	120.0
84418	1368.0	1435.0
2898	76.0	80.0
60468	201.0	407.0
84417	2617.0	635.0
2897	35.0	26.0
2896	18609.0	15547.0
60467	0.0	0.0
100500808	0.0	0.0
2895	20.0	3.0
100500809	0.0	1.0
2894	372.0	144.0
2893	140.0	35.0
100500801	0.0	1.0
100500802	8.0	16.0
100500803	0.0	0.0
23603	9004.0	4567.0
100129507	0.0	0.0
23604	450.0	665.0
23605	0.0	0.0
23606	1.0	8.0
23607	2999.0	5175.0
23608	5981.0	6186.0
23609	1581.0	1404.0
286527	4.0	17.0
286528	0.0	0.0
23600	321.0	1223.0
23601	12.0	33.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	2.0	0.0
23614	3.0	1.0
23615	13.0	16.0
23616	596.0	899.0
286530	253.0	385.0
23617	0.0	0.0
23619	13.0	4.0
23612	3078.0	2391.0
23613	3220.0	1964.0
286544	154.0	71.0
286550	0.0	0.0
286554	3.0	26.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	1.0
441273	9.0	23.0
100463528	0.0	0.0
441272	229.0	306.0
100379667	0.0	10.0
100288998	0.0	0.0
441263	27.0	46.0
441261	0.0	0.0
100288984	0.0	1.0
441295	19.0	32.0
441294	1.0	5.0
100463500	2.0	2.0
100288979	0.0	0.0
286512	4.0	6.0
286514	0.0	0.0
60625	493.0	670.0
441282	76.0	0.0
646377	0.0	0.0
100130579	0.0	5.0
646379	0.0	0.0
646378	0.0	2.0
23683	1905.0	2043.0
404281	52.0	54.0
100130572	0.0	0.0
646370	0.0	0.0
23682	474.0	172.0
100129587	1.0	0.0
100129583	101.0	255.0
100129584	0.0	2.0
441218	0.0	1.0
100130566	0.0	3.0
100130564	1.0	0.0
100130562	188.0	303.0
100130561	90.0	72.0
441212	275.0	214.0
646382	0.0	1.0
100129570	0.0	6.0
404266	668.0	11.0
100130557	44.0	75.0
100130555	0.0	0.0
646390	0.0	2.0
441246	17.0	39.0
23666	233.0	240.0
23667	0.0	0.0
646392	0.0	0.0
23668	1.0	1.0
441251	1.0	9.0
441250	290.0	434.0
23660	775.0	721.0
100129564	0.0	0.0
100129566	0.0	0.0
100129561	1.0	0.0
100130549	0.0	0.0
130500	0.0	0.0
100129557	0.0	0.0
23673	3615.0	2797.0
441238	7.0	6.0
130502	305.0	780.0
23676	6.0	1.0
130507	3241.0	3477.0
23677	5192.0	5043.0
441234	0.0	1.0
23678	400.0	753.0
23679	0.0	1.0
23670	1984.0	1696.0
23671	1177.0	8627.0
100129556	1.0	0.0
100129555	0.0	10.0
23647	2454.0	4701.0
23648	6911.0	7170.0
100130539	3.0	1.0
23649	676.0	657.0
129521	0.0	0.0
100130535	1.0	0.0
23640	1722.0	2216.0
23641	3805.0	2580.0
23642	565.0	2216.0
23643	22.0	133.0
23644	2151.0	2194.0
23645	2877.0	5840.0
23646	13824.0	12956.0
100129543	4.0	21.0
23658	862.0	1330.0
23659	610.0	945.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	0.0	3.0
100130522	78.0	215.0
23650	3888.0	10126.0
23654	29822.0	23348.0
23657	35.0	330.0
117532	1.0	21.0
117531	35.0	79.0
100130519	200.0	58.0
23625	956.0	1301.0
23626	0.0	0.0
23627	1.0	5.0
100130514	0.0	1.0
441208	10.0	19.0
23620	0.0	0.0
23621	2716.0	1965.0
23623	2025.0	2384.0
23624	416.0	1470.0
23636	2746.0	3834.0
23637	5275.0	5020.0
23639	128.0	95.0
100129515	0.0	0.0
23630	13.0	9.0
23632	2346.0	101.0
23633	4861.0	4415.0
23635	1901.0	1409.0
100129512	0.0	0.0
404201	105.0	195.0
404203	1.0	1.0
129446	0.0	0.0
404204	0.0	0.0
84569	10.0	0.0
60598	313.0	64.0
84561	77.0	967.0
60592	2606.0	3617.0
84560	0.0	0.0
648947	0.0	1.0
646300	9.0	15.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	132.0	169.0
727736	0.0	0.0
84559	0.0	2.0
84557	1116.0	1558.0
84553	1012.0	514.0
84552	968.0	759.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	2.0	4.0
100499457	0.0	0.0
727764	4.0	7.0
102465669	0.0	0.0
102465668	0.0	7.0
646309	94.0	218.0
201627	1450.0	1284.0
646324	82.0	13.0
201626	1592.0	1539.0
727758	66.0	108.0
201625	16.0	17.0
648980	0.0	0.0
84572	3602.0	4370.0
646316	0.0	0.0
84570	66.0	26.0
345462	178.0	237.0
102465689	0.0	0.0
102465688	0.0	0.0
646330	2.0	5.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	7886.0	5123.0
727701	0.0	1.0
727703	0.0	4.0
727704	0.0	1.0
201633	16.0	136.0
2900	9.0	33.0
2908	3928.0	3291.0
2907	18136.0	13183.0
2906	40.0	202.0
2905	18.0	15.0
2904	39.0	8.0
2903	11.0	86.0
345456	0.0	0.0
2902	195.0	691.0
2901	1583.0	570.0
406894	0.0	6.0
406893	0.0	1.0
406896	5.0	12.0
406895	0.0	0.0
406898	0.0	0.0
646348	1.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	1.0
102465694	0.0	0.0
406899	0.0	1.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	0.0	1.0
2911	68.0	4.0
201651	4.0	5.0
2919	186.0	416.0
2918	0.0	28.0
102465691	0.0	0.0
2917	29.0	52.0
2916	21.0	26.0
2915	0.0	3.0
2914	1.0	43.0
2913	26.0	4.0
2912	3.0	44.0
404220	10.0	5.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	0.0	0.0
406887	0.0	0.0
406886	6.0	9.0
406889	2.0	0.0
406888	1.0	2.0
23584	51.0	4606.0
23585	4836.0	6882.0
23586	659.0	843.0
23587	1352.0	1717.0
23588	2435.0	2123.0
23589	1223.0	1635.0
406881	0.0	5.0
2922	1.0	44.0
2921	5.0	111.0
2920	50.0	316.0
23580	6243.0	4293.0
23581	344.0	122.0
23582	2462.0	2135.0
23583	899.0	1128.0
404217	2823.0	376.0
2928	0.0	1.0
2926	3663.0	4504.0
2925	9.0	21.0
2923	19779.0	27902.0
646366	0.0	3.0
345430	1.0	0.0
406875	0.0	0.0
404216	12.0	2.0
23595	1109.0	1191.0
23596	85.0	133.0
23597	1572.0	1055.0
96597	0.0	6.0
23598	4182.0	4190.0
100130584	0.0	2.0
100130581	137.0	252.0
646360	0.0	2.0
129450	265.0	412.0
130429	0.0	0.0
2932	2502.0	3204.0
2931	3530.0	3428.0
23590	77.0	195.0
100129591	4.0	2.0
23591	3.0	1.0
23592	1165.0	1487.0
23593	2821.0	6994.0
23594	25.0	52.0
727708	2.0	0.0
100499485	0.0	0.0
100129597	1.0	2.0
100499483	26.0	60.0
2939	0.0	24.0
2938	7.0	733.0
2937	2097.0	2936.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	7064.0	6287.0
2935	5926.0	7672.0
2934	49708.0	27374.0
100129595	0.0	1.0
100288964	0.0	1.0
60509	2759.0	2419.0
60506	0.0	2.0
2944	46.0	9.0
2942	0.0	0.0
2941	824.0	1809.0
2940	7.0	2.0
2949	1701.0	656.0
2948	2645.0	996.0
2947	14936.0	1070.0
2946	2847.0	1252.0
60526	783.0	581.0
2954	694.0	1768.0
2953	16.0	32.0
2951	0.0	4.0
2950	46231.0	7158.0
2959	724.0	889.0
2958	1346.0	1601.0
2957	2092.0	2485.0
2956	2347.0	2369.0
100288948	0.0	3.0
60529	5.0	50.0
60528	3727.0	2734.0
2966	33.0	41.0
84504	0.0	1.0
2965	1480.0	1528.0
84503	256.0	306.0
2964	3.0	3.0
2963	1075.0	1102.0
2962	5517.0	5737.0
2961	914.0	1022.0
84502	9135.0	914.0
2960	588.0	510.0
84501	530.0	543.0
2969	2301.0	2116.0
2968	74.0	94.0
2967	981.0	1413.0
2980	0.0	1.0
2977	3965.0	1188.0
2976	2338.0	2475.0
2975	5566.0	12109.0
2974	3.0	7.0
2972	1662.0	2563.0
2971	2899.0	4315.0
2970	101.0	79.0
2979	30.0	36.0
2978	0.0	2.0
154442	41.0	11.0
2990	3517.0	6294.0
225689	103.0	127.0
84519	38.0	112.0
84518	45.0	210.0
60559	7168.0	7428.0
100500914	0.0	0.0
2987	5852.0	6483.0
60558	988.0	1547.0
84525	1320.0	1340.0
100500915	0.0	0.0
2986	1.0	1.0
84528	0.0	0.0
100500916	0.0	0.0
84527	619.0	1009.0
100500917	0.0	0.0
2984	144.0	74.0
84522	1317.0	2252.0
100500918	0.0	2.0
2983	625.0	1111.0
100500919	0.0	0.0
84524	381.0	605.0
2982	1545.0	5031.0
2981	0.0	0.0
84520	427.0	460.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	4.0	10.0
100500913	0.0	0.0
2999	47.0	163.0
84515	534.0	499.0
100500903	0.0	0.0
2998	5.0	6.0
84514	3415.0	3217.0
100500904	2.0	2.0
2997	3500.0	3550.0
84517	169.0	63.0
100500905	0.0	0.0
84516	3887.0	3470.0
2996	7.0	8.0
100500906	0.0	0.0
2995	2295.0	1139.0
2994	1.0	0.0
100500908	1.0	0.0
84513	2473.0	5633.0
2993	0.0	2.0
100500909	0.0	0.0
2992	3846.0	2940.0
60561	519.0	744.0
60560	1064.0	1309.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	9.0
154467	320.0	864.0
130497	366.0	428.0
84548	793.0	642.0
84547	272.0	235.0
100500938	2.0	0.0
84549	590.0	645.0
84546	0.0	0.0
84545	2705.0	3319.0
84542	205.0	631.0
84541	19.0	52.0
727795	18.0	26.0
84529	618.0	520.0
84536	144.0	236.0
84539	0.0	3.0
84532	2123.0	5466.0
84530	30.0	3.0
23729	367.0	334.0
201288	0.0	0.0
201283	471.0	574.0
23738	1.0	8.0
23731	11193.0	6790.0
23732	718.0	769.0
201299	5.0	13.0
201292	1198.0	1426.0
201294	1063.0	455.0
23704	481.0	145.0
23705	2688.0	1943.0
23708	602.0	606.0
252840	0.0	0.0
252841	3.0	2.0
100288897	4.0	136.0
23710	4826.0	4157.0
100288892	0.0	0.0
100288885	1.0	0.0
100288870	0.0	0.0
100288868	6.0	8.0
100288861	0.0	1.0
84701	86.0	69.0
252884	194.0	227.0
84700	2.0	19.0
129841	0.0	0.0
94086	23.0	27.0
117854	361.0	183.0
100130450	2.0	2.0
154807	3003.0	2864.0
100129460	92.0	102.0
359710	0.0	0.0
94081	1173.0	1750.0
115201	593.0	557.0
100129468	0.0	1.0
100129464	11.0	4.0
286256	425.0	89.0
286257	1031.0	1705.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	349.0	557.0
646269	2.0	5.0
646262	0.0	1.0
286262	747.0	1184.0
142827	1.0	6.0
100129452	0.0	3.0
646278	35.0	31.0
100130435	1.0	0.0
727800	563.0	713.0
646270	15.0	9.0
154822	133.0	28.0
23782	0.0	56.0
23783	0.0	2.0
23784	0.0	76.0
23786	2632.0	3435.0
23787	19335.0	10705.0
646273	0.0	0.0
23788	2282.0	3275.0
359730	0.0	0.0
359731	0.0	0.0
23780	2466.0	2503.0
23781	0.0	5.0
345079	536.0	240.0
154810	7404.0	9610.0
100129438	0.0	0.0
94097	803.0	603.0
359737	0.0	0.0
359738	2.0	0.0
359739	3.0	1.0
646282	4.0	505.0
359736	0.0	3.0
359740	0.0	0.0
359741	0.0	0.0
359742	0.0	0.0
359743	21.0	8.0
139201	8.0	9.0
129804	335.0	450.0
129807	11.0	2.0
129880	511.0	388.0
23768	1051.0	818.0
23769	142.0	111.0
129881	73.0	17.0
100130418	150.0	309.0
345062	2.0	5.0
286204	19.0	14.0
100129428	0.0	0.0
286205	479.0	909.0
100129427	0.0	0.0
23760	3467.0	2635.0
359748	0.0	1.0
100862854	0.0	2.0
286207	82.0	78.0
359749	0.0	2.0
23761	1145.0	1623.0
100862855	1.0	0.0
23762	341.0	572.0
23764	1134.0	2852.0
359744	0.0	1.0
100862850	0.0	0.0
23765	1153.0	2025.0
359745	0.0	0.0
359746	0.0	0.0
100862852	35.0	0.0
23766	0.0	0.0
23767	2556.0	2729.0
100862853	0.0	0.0
359747	0.0	2.0
359751	0.0	0.0
359752	1.0	3.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	178.0	168.0
129870	0.0	0.0
100130405	0.0	1.0
100130402	0.0	3.0
23772	0.0	1.0
23774	2199.0	2313.0
359755	0.0	2.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
