id	f3cf307e-8d8d-4477-9531-ccd7a877e829	0eb37323-6070-4be3-9b1f-11b49a7ab6f2
10187	1.0	1.0
10186	758.0	740.0
10189	2545.0	2878.0
645129	8.0	7.0
10188	3608.0	3673.0
100033413	2.0	1.0
645145	0.0	0.0
346653	36.0	76.0
645142	1.0	0.0
10150	5374.0	2780.0
10152	5917.0	5207.0
10151	2.0	2.0
200205	550.0	750.0
728933	0.0	0.0
202865	0.0	0.0
728931	7.0	4.0
100873817	0.0	0.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	874.0	1050.0
728929	0.0	0.0
100873818	0.0	0.0
10154	480.0	267.0
10153	3380.0	4004.0
10156	26.0	13.0
10155	15788.0	15495.0
10158	620.0	70.0
100873813	0.0	0.0
10157	980.0	1102.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	8662.0	7227.0
131870	4922.0	5378.0
10161	2778.0	1888.0
10160	8950.0	10041.0
10163	10246.0	7796.0
131873	7.0	4.0
645158	66.0	54.0
10162	2448.0	2978.0
728921	1.0	1.0
128240	5932.0	6441.0
728920	4.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	1.0	0.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	8.0	2.0
100873807	0.0	0.0
10165	1722.0	2289.0
10164	19.0	0.0
128239	71.0	153.0
10166	305.0	381.0
10169	33305.0	32910.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1601.0	1247.0
100873801	0.0	0.0
100128385	13.0	5.0
100287755	2.0	4.0
165257	3.0	1.0
200232	2.0	8.0
100287745	10.0	5.0
1503	1337.0	1424.0
1501	538.0	1169.0
1500	25429.0	22842.0
1509	34608.0	24753.0
1508	60073.0	10920.0
1506	2.0	0.0
1504	0.0	0.0
1514	4023.0	5756.0
1513	720.0	389.0
1512	10189.0	4948.0
1511	9.0	22.0
1510	30.0	4.0
346606	1.0	1.0
1519	5012.0	7944.0
1518	0.0	0.0
1517	2.0	2.0
1515	162.0	64.0
100287725	0.0	3.0
100287722	7.0	7.0
1525	7488.0	6475.0
1524	625.0	137.0
1523	13297.0	10001.0
1522	8527.0	6971.0
1521	73.0	31.0
1520	1329.0	794.0
200261	0.0	0.0
1528	5016.0	4933.0
1527	0.0	0.0
100287718	0.0	24.0
728992	18.0	32.0
100287715	0.0	0.0
728990	1.0	3.0
165215	551.0	690.0
728996	0.0	2.0
1536	956.0	493.0
1535	1321.0	341.0
1534	27227.0	21397.0
1539	0.0	0.0
1538	0.0	0.0
1537	5287.0	6356.0
100287708	0.0	0.0
153222	3173.0	1703.0
1550	0.0	0.0
1545	3207.0	4109.0
1544	0.0	3.0
1543	16.0	48.0
1540	3470.0	2714.0
1549	2.0	1.0
1548	13.0	4.0
1558	4.0	19.0
1557	0.0	0.0
1556	42.0	15.0
200298	3.0	2.0
1555	1.0	1.0
1553	0.0	0.0
1551	57.0	15.0
1559	0.0	1.0
153241	1746.0	1151.0
1572	4.0	3.0
1571	92.0	94.0
1568	5.0	5.0
1565	18.0	53.0
1564	10.0	19.0
1562	0.0	0.0
100131828	0.0	0.0
1583	43.0	8.0
1582	7.0	0.0
1581	3.0	1.0
1580	2873.0	168.0
1579	0.0	0.0
1577	1270.0	122.0
1576	8.0	5.0
1573	371.0	474.0
285203	2859.0	1098.0
1594	54.0	81.0
285205	2.0	1.0
1593	5554.0	452.0
1592	0.0	1.0
1591	86.0	4.0
1590	2.0	2.0
10307	558.0	762.0
1589	10.0	8.0
1588	4.0	1.0
10309	392.0	279.0
1587	0.0	0.0
1586	14.0	15.0
10308	613.0	461.0
1585	0.0	0.0
1584	1.0	0.0
100131842	3.0	6.0
10301	350.0	113.0
100131846	2.0	2.0
10300	1713.0	1599.0
10302	1015.0	1096.0
100287692	0.0	0.0
1596	0.0	0.0
1595	944.0	584.0
100131855	0.0	0.0
285220	222.0	74.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	10.0	8.0
100131874	0.0	0.0
100131879	0.0	0.0
442590	26.0	24.0
100131881	0.0	0.0
100131893	0.0	1.0
100131897	244.0	5.0
100131899	0.0	0.0
100287647	1.0	0.0
10370	4465.0	3644.0
10371	542.0	59.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	6038.0	5093.0
100128252	3263.0	2606.0
100873835	0.0	0.0
285282	2385.0	2043.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	2.0	1.0
100873832	0.0	0.0
10379	129.0	243.0
285286	10.0	5.0
10381	15.0	24.0
10380	1758.0	1678.0
10383	25759.0	28423.0
10382	10.0	26.0
118813	1429.0	1894.0
102466906	0.0	4.0
118812	918.0	916.0
100885800	0.0	0.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	1.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	845.0	301.0
100873820	0.0	0.0
10384	1219.0	642.0
10389	153.0	163.0
100873824	2.0	11.0
10388	232.0	182.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	8.0	2.0
645065	0.0	0.0
100128237	0.0	1.0
10350	37.0	71.0
102466918	0.0	0.0
442582	223.0	276.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	96.0	107.0
10352	1187.0	1247.0
100873853	0.0	0.0
10351	418.0	780.0
100873852	0.0	0.0
10354	557.0	381.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	0.0	0.0
790952	0.0	0.0
100873857	0.0	0.0
10355	2.0	2.0
100873856	0.0	2.0
100873855	0.0	0.0
10357	46.0	21.0
790955	1988.0	2212.0
100873854	0.0	0.0
131831	8.0	15.0
100128227	7.0	5.0
10361	514.0	157.0
10360	873.0	1198.0
645073	0.0	0.0
442572	45.0	46.0
100873849	0.0	2.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1526.0	785.0
100873842	0.0	0.0
10362	11001.0	12684.0
100873841	0.0	0.0
10365	423.0	627.0
100873840	0.0	0.0
10367	3630.0	3732.0
100873846	0.0	0.0
100873845	2.0	0.0
10369	0.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	5.0	7.0
100873871	0.0	0.0
100873870	1.0	0.0
285237	1148.0	1092.0
100128217	0.0	0.0
503838	4.0	6.0
503837	0.0	0.0
503834	1.0	4.0
645084	1.0	4.0
503835	0.0	1.0
503841	0.0	0.0
10338	0.0	0.0
10337	3.0	8.0
503840	0.0	0.0
100885850	9.0	18.0
116211	0.0	25.0
100873875	0.0	1.0
10330	1647.0	2521.0
100873874	0.0	0.0
10332	3.0	1.0
100873873	0.0	0.0
10331	160.0	12.0
100873872	0.0	0.0
100873879	0.0	0.0
10333	83.0	34.0
100873878	0.0	0.0
10336	3372.0	4843.0
100873877	0.0	0.0
10335	6945.0	1044.0
285242	1.0	4.0
100885848	93.0	81.0
100873860	0.0	0.0
118856	3.0	2.0
645094	10.0	10.0
10349	28.0	54.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	0.0
10340	0.0	1.0
10343	50.0	35.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	5382.0	6196.0
100873861	0.0	0.0
100131801	1059.0	1444.0
10345	0.0	2.0
10344	4.0	1.0
100873867	0.0	0.0
10347	1137.0	766.0
100873866	0.0	0.0
10346	2802.0	1109.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	0.0	5.0
10316	196.0	22.0
10318	7374.0	4923.0
10317	46.0	53.0
10319	117.0	588.0
100873897	0.0	0.0
100131810	1.0	0.0
100873896	6.0	9.0
100873895	0.0	0.0
100873894	22.0	11.0
10312	2631.0	874.0
10311	2686.0	2057.0
100131814	78.0	85.0
10314	6940.0	5202.0
100873899	5.0	3.0
10313	8916.0	7942.0
100131816	0.0	1.0
100873898	0.0	0.0
285266	311.0	182.0
285267	443.0	347.0
100873882	2.0	2.0
285268	1854.0	2007.0
100873881	105.0	27.0
100873880	0.0	0.0
202915	1630.0	4361.0
100885864	0.0	0.0
100885866	135.0	56.0
102466967	0.0	0.0
10327	8606.0	10057.0
10326	15.0	24.0
10329	1123.0	1573.0
10328	1181.0	1164.0
442523	81.0	69.0
442524	115.0	99.0
442525	4.0	3.0
100873886	0.0	5.0
100873885	0.0	0.0
10321	20.0	4434.0
100873884	0.0	0.0
10320	273.0	1020.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1937.0	1888.0
100873889	0.0	0.0
100131825	9.0	34.0
10325	1573.0	854.0
100873888	1.0	1.0
100131827	572.0	628.0
100873887	0.0	1.0
10324	80.0	51.0
344178	0.0	0.0
102466972	0.0	0.0
116135	24.0	0.0
102466985	0.0	0.0
344167	6.0	0.0
102466984	0.0	2.0
128102	3.0	4.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	863.0	1642.0
116123	0.0	0.0
102466995	0.0	0.0
116113	6969.0	6496.0
83259	11.0	5.0
116115	1320.0	1046.0
344148	311.0	186.0
128153	159.0	213.0
645001	1.0	2.0
10291	13463.0	11223.0
645000	6.0	8.0
10290	3081.0	415.0
10293	184.0	145.0
10295	4296.0	4298.0
10294	4972.0	5906.0
100128292	36.0	28.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	7.0	1.0
100873919	1.0	0.0
100873918	10.0	0.0
100873917	0.0	0.0
10297	264.0	183.0
10296	3682.0	4417.0
100128299	4.0	6.0
10299	10745.0	10806.0
10298	11467.0	9495.0
100873912	10.0	15.0
100873911	0.0	0.0
116173	34.0	12.0
100873910	2.0	0.0
645015	16.0	11.0
200315	3.0	8.0
200316	760.0	466.0
200312	1135.0	1442.0
100873904	0.0	0.0
100873902	1.0	1.0
100873909	0.0	0.0
100873907	8.0	6.0
100873906	1.0	0.0
100873901	0.0	1.0
100128285	41.0	7.0
100873900	0.0	0.0
645024	1.0	0.0
100775107	16.0	16.0
10270	2745.0	2148.0
645027	13.0	1.0
10273	3519.0	2468.0
100775104	54.0	56.0
10272	880.0	403.0
100008586	0.0	0.0
116149	29.0	66.0
100873938	0.0	0.0
100873937	0.0	1.0
116154	7.0	3.0
100873935	0.0	1.0
116159	610.0	541.0
100873939	0.0	1.0
100873930	8.0	21.0
10274	2246.0	2408.0
10277	5615.0	4715.0
10276	10055.0	9234.0
10279	1341.0	703.0
100873934	3.0	0.0
10278	5927.0	436.0
100873933	1.0	0.0
116151	16543.0	11857.0
100873932	0.0	1.0
116150	2531.0	3082.0
100128275	0.0	2.0
10280	4551.0	4438.0
10282	1663.0	1526.0
10281	0.0	0.0
10284	7826.0	8188.0
647696	0.0	0.0
10283	1355.0	1324.0
116138	7161.0	5376.0
645030	0.0	2.0
1602	1925.0	947.0
1601	1568.0	2436.0
100873926	0.0	0.0
1600	573.0	314.0
100128260	1.0	3.0
116143	138.0	115.0
100873924	4.0	19.0
100873929	0.0	0.0
100873928	2.0	2.0
10286	2219.0	2511.0
10285	1578.0	1594.0
1609	871.0	1049.0
100128266	1.0	1.0
1608	213.0	31.0
10288	66.0	62.0
1607	2.0	4.0
10287	328.0	218.0
1606	1370.0	1135.0
100873923	15.0	14.0
10289	2136.0	1606.0
1605	12718.0	14961.0
100128262	214.0	215.0
100873922	1.0	1.0
1604	1704.0	682.0
100873921	0.0	0.0
1603	6292.0	5915.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	0.0	0.0
319133	18.0	35.0
319134	3.0	6.0
100287635	0.0	1.0
319130	4.0	8.0
319139	0.0	0.0
319135	0.0	3.0
100287630	0.0	0.0
319136	0.0	1.0
552891	0.0	0.0
319138	38.0	28.0
1613	3514.0	1671.0
200350	3.0	4.0
1612	1323.0	3144.0
1611	14478.0	12923.0
165140	250.0	31.0
1610	1.0	2.0
552889	11995.0	12236.0
1618	0.0	0.0
1617	0.0	0.0
1616	3740.0	2615.0
1615	5357.0	5722.0
319142	0.0	0.0
319143	4.0	6.0
319144	0.0	0.0
319145	1.0	0.0
100287625	0.0	0.0
1624	0.0	0.0
1623	0.0	0.0
1622	22661.0	9277.0
1621	21.0	19.0
1620	103.0	125.0
1629	5690.0	3963.0
552879	0.0	2.0
1628	1147.0	419.0
1627	4207.0	4291.0
319111	1.0	0.0
128178	667.0	997.0
319112	3.0	0.0
100287616	583.0	709.0
393046	0.0	0.0
319117	2.0	3.0
319118	0.0	2.0
319114	5.0	2.0
1635	4964.0	5662.0
200373	21.0	3.0
1634	7647.0	3842.0
1633	1272.0	1039.0
1632	4541.0	4059.0
552860	4.0	9.0
1630	207.0	9.0
1639	12953.0	9419.0
1638	49.0	14.0
1636	3041.0	1019.0
319122	3.0	0.0
319123	0.0	0.0
100287603	0.0	1.0
319128	4.0	9.0
319129	6.0	7.0
1646	74.0	83.0
1645	92.0	94.0
1644	44.0	54.0
1643	1936.0	1013.0
85824	11.0	15.0
1642	24141.0	21112.0
1641	2.0	1.0
552859	0.0	0.0
1649	843.0	667.0
1647	954.0	430.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	6.0	10.0
1660	12037.0	12246.0
1657	10217.0	10983.0
1656	13511.0	13537.0
1655	22447.0	34842.0
1654	15352.0	20276.0
1653	5878.0	6476.0
1652	2322.0	4059.0
346708	0.0	0.0
1650	13562.0	27008.0
346702	10.0	8.0
1659	3794.0	2641.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	1.0	0.0
319103	0.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	2824.0	3534.0
1665	5950.0	8583.0
1663	832.0	993.0
1662	1624.0	1697.0
1661	2.0	1.0
1669	0.0	0.0
1678	354.0	480.0
1677	230.0	334.0
1676	4098.0	2920.0
1675	735.0	416.0
1674	143282.0	17955.0
1673	0.0	0.0
1672	365.0	32.0
153129	465.0	369.0
1690	1776.0	1008.0
165100	0.0	0.0
1687	488.0	194.0
85865	1433.0	1698.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	1.0	0.0
100287596	0.0	0.0
100861563	0.0	4.0
10415	6.0	4.0
10417	23353.0	10339.0
493861	166.0	40.0
493860	7.0	13.0
100287591	0.0	0.0
10419	3139.0	3688.0
10418	3587.0	417.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1316.0	150.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	26.0	32.0
10411	957.0	1366.0
10410	8395.0	4486.0
100873559	0.0	0.0
10413	12384.0	5615.0
100873558	0.0	1.0
10412	5528.0	6145.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1522.0	1386.0
442266	5.0	2.0
10425	3759.0	4021.0
442267	0.0	3.0
10428	3788.0	2304.0
10427	3883.0	3701.0
100861573	0.0	1.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	3035.0	3718.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	2244.0	1569.0
493856	1842.0	2219.0
100873549	0.0	1.0
10421	4703.0	3735.0
100873548	0.0	0.0
100131726	0.0	2.0
10424	6261.0	5508.0
100873547	0.0	0.0
10423	7983.0	6209.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	1.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	19.0	2.0
100873576	23.0	20.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	33.0	11.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	1.0	0.0
100287567	0.0	0.0
10404	4385.0	1808.0
10403	281.0	162.0
10406	4699.0	594.0
10408	2.0	1.0
10407	0.0	4.0
100131740	1.0	1.0
10409	9268.0	9518.0
100873567	0.0	0.0
100131743	7.0	5.0
100873566	1.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1895.0	1656.0
10402	825.0	413.0
100873569	0.0	0.0
10401	2962.0	2928.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	6.0	6.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	375.0	209.0
442240	3.0	1.0
442242	0.0	0.0
100287551	3.0	4.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	2.0	1.0
442239	0.0	1.0
100131755	2014.0	1039.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	3.0	2.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	1.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	8.0	6.0
442232	1.0	1.0
100131760	2.0	0.0
442227	0.0	0.0
442229	0.0	1.0
100873589	0.0	1.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	1058.0	179.0
442260	1.0	1.0
442262	0.0	0.0
442255	0.0	1.0
442256	0.0	1.0
442257	2.0	0.0
442258	1.0	0.0
100131775	0.0	1.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	0.0	0.0
100287520	6.0	45.0
442253	0.0	1.0
442245	3.0	0.0
442247	1.0	0.0
442249	1.0	3.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	14865.0	9605.0
100128139	3.0	0.0
10490	4833.0	5382.0
10493	11034.0	3537.0
10492	10155.0	11910.0
10495	1199.0	913.0
100128135	0.0	1.0
10494	5924.0	5534.0
10497	8580.0	9385.0
100128136	0.0	0.0
10499	7118.0	5396.0
128506	0.0	0.0
10498	2790.0	2529.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	7.0	9.0
116512	8.0	1.0
116519	2.0	0.0
105419997	4.0	1.0
100128126	5.0	8.0
100861506	0.0	0.0
10471	1243.0	1558.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	5.0	6.0
442221	1.0	0.0
442211	10.0	2.0
442213	71.0	38.0
442215	1.0	1.0
442216	3.0	3.0
116511	1.0	3.0
442217	2.0	0.0
442218	0.0	0.0
10473	3540.0	2170.0
10472	1714.0	2832.0
100533177	1.0	0.0
10475	3145.0	2039.0
100533178	0.0	0.0
100128115	0.0	4.0
10474	10397.0	8665.0
100533179	0.0	5.0
10477	2345.0	4670.0
10476	4624.0	6395.0
10479	874.0	555.0
10478	2167.0	2538.0
100128110	0.0	1.0
100128109	0.0	0.0
10480	6105.0	8000.0
100861516	3.0	4.0
100861517	10.0	13.0
10482	5574.0	7095.0
100861518	4.0	0.0
10481	41685.0	35177.0
100861519	19.0	7.0
100861513	3.0	3.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	63.0	37.0
100861510	1.0	7.0
442210	0.0	1.0
100533181	0.0	0.0
100533182	75.0	109.0
442204	5.0	2.0
442205	0.0	1.0
10484	4061.0	1476.0
100128102	0.0	0.0
10483	9060.0	15663.0
10486	1921.0	939.0
10485	2.0	8.0
100128103	0.0	0.0
10488	7197.0	4608.0
10487	14462.0	11167.0
100533184	2.0	12.0
10489	8220.0	8434.0
128553	1342.0	400.0
100861523	2.0	0.0
102466816	0.0	0.0
102466815	0.0	1.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	1269.0	1296.0
10458	11534.0	10398.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	535.0	165.0
100873512	0.0	0.0
10450	2975.0	2485.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2325.0	3316.0
10455	3701.0	6902.0
100873516	0.0	0.0
10454	3205.0	2341.0
100873515	0.0	0.0
10457	988.0	1612.0
100873514	2.0	0.0
10456	4694.0	4192.0
100873513	0.0	0.0
346389	535.0	69.0
10460	175.0	395.0
100861530	1.0	1.0
100873509	0.0	0.0
10469	1785.0	2115.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	133.0	85.0
100873501	1.0	0.0
10461	1869.0	2696.0
100873500	0.0	0.0
10464	1480.0	754.0
10463	8164.0	7423.0
10466	5813.0	5263.0
100873505	0.0	0.0
10465	1083.0	1213.0
100873504	0.0	0.0
10468	587.0	84.0
100873503	2.0	1.0
10467	4158.0	3197.0
100873502	0.0	0.0
100873530	0.0	0.0
100861549	17.0	5.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	681.0	832.0
100861541	111.0	65.0
100861542	1.0	0.0
100861543	0.0	0.0
100861544	0.0	5.0
10437	12.0	10.0
10436	939.0	906.0
10439	1086.0	1487.0
10438	1178.0	808.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	3086.0	3415.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	1.0	0.0
10432	2965.0	3071.0
10435	671.0	2352.0
100873536	13.0	1.0
10434	4426.0	6497.0
100873535	0.0	1.0
116535	2071.0	478.0
100861556	0.0	0.0
116534	5.0	0.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	1.0	3.0
100861555	18.0	4.0
10447	1672.0	2174.0
100873529	0.0	0.0
116540	178.0	217.0
100861550	0.0	0.0
10449	2376.0	741.0
100873528	0.0	0.0
100861551	0.0	1.0
116541	2305.0	2274.0
10440	2127.0	2763.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	1.0
100873520	0.0	0.0
10444	8988.0	6584.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	4432.0	2635.0
10446	87.0	115.0
100873525	0.0	0.0
10445	3207.0	3077.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	26410.0	17034.0
100533111	3.0	12.0
102466866	0.0	0.0
102466865	0.0	0.0
102466864	0.0	0.0
128467	0.0	2.0
647507	1.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	2.0
100128191	47.0	67.0
100128190	0.0	0.0
100533107	55.0	123.0
153443	630.0	1076.0
100533105	8.0	5.0
647532	0.0	0.0
100533106	17.0	32.0
102466889	2.0	1.0
116461	1485.0	1535.0
100128181	0.0	0.0
100128183	3.0	6.0
102466880	0.0	0.0
128439	1629.0	1739.0
106182249	3.0	1.0
100128179	0.0	0.0
83394	1600.0	437.0
100128177	0.0	0.0
100128176	0.0	1.0
100128162	0.0	0.0
10390	1360.0	1230.0
128497	30.0	29.0
647569	0.0	2.0
10392	285.0	258.0
10391	94.0	67.0
10394	0.0	0.0
10393	478.0	414.0
10396	4826.0	7989.0
10395	566.0	964.0
1719	603.0	1045.0
10398	97291.0	14523.0
1718	82981.0	80985.0
100128159	0.0	0.0
10397	84895.0	87105.0
1717	8141.0	6592.0
1716	2132.0	2545.0
10399	76383.0	110347.0
128486	2505.0	2273.0
128488	221.0	11.0
128481	1.0	3.0
100508120	415.0	635.0
1723	1091.0	1030.0
100128140	3.0	3.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	1.0	1.0
1729	4384.0	6676.0
1728	2320.0	2201.0
1727	19616.0	10335.0
1725	3156.0	4493.0
100287512	1.0	0.0
100287513	0.0	0.0
1734	496.0	919.0
1733	11.0	8.0
1731	355.0	316.0
1730	1905.0	2257.0
1739	4578.0	2957.0
1738	4616.0	4507.0
1737	2524.0	2848.0
1736	3314.0	5177.0
1735	46.0	26.0
100287505	0.0	0.0
751580	3.0	75.0
100287502	0.0	0.0
202658	0.0	0.0
1745	3.0	3740.0
1743	5894.0	4826.0
1742	962.0	251.0
1741	3650.0	3526.0
1740	1288.0	438.0
1749	102.0	181.0
1748	4.0	8.0
1747	98.0	12.0
1746	2.0	467.0
200008	2.0	0.0
200010	7.0	12.0
1756	3914.0	676.0
1755	94.0	4.0
1750	7.0	124.0
1759	260.0	120.0
1758	0.0	1.0
1757	1411.0	266.0
1770	166.0	52.0
200014	2297.0	2002.0
1767	1339.0	4790.0
1763	238.0	255.0
1762	1844.0	1491.0
1761	0.0	0.0
1760	4024.0	1020.0
1769	215.0	2227.0
1768	186.0	190.0
153478	1257.0	282.0
1781	4943.0	4695.0
1780	618.0	317.0
200025	0.0	11.0
1778	36346.0	30948.0
1777	5373.0	2016.0
1776	58.0	26.0
1775	62.0	69.0
1774	1082.0	1592.0
1773	1805.0	2218.0
200030	497.0	500.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	0.0	0.0
1791	0.0	0.0
442195	1.0	0.0
200035	132.0	62.0
442197	206.0	111.0
1789	62.0	122.0
442189	0.0	0.0
1788	1477.0	2202.0
1787	594.0	539.0
1786	2441.0	2808.0
1785	8761.0	7646.0
1783	7967.0	5866.0
1798	3476.0	4892.0
1797	959.0	1722.0
1796	291.0	146.0
1795	473.0	75.0
1794	448.0	203.0
1793	7819.0	5256.0
101180976	3.0	0.0
493753	1605.0	1652.0
550112	996.0	758.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	3.0	0.0
503635	0.0	0.0
503638	25.0	3.0
503637	0.0	0.0
10536	3591.0	425.0
503643	1.0	1.0
10535	550.0	626.0
100287472	0.0	4.0
10538	91.0	20.0
503645	1.0	1.0
10537	236.0	216.0
100287470	0.0	0.0
10539	1780.0	2166.0
503641	0.0	0.0
503640	0.0	3.0
100873677	0.0	0.0
100873676	1.0	1.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	5202.0	5451.0
493987	3.0	9.0
10534	1163.0	1163.0
100873679	0.0	0.0
10533	1743.0	1419.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	1.0
100287463	0.0	1.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	0.0	5.0
10549	4570.0	8138.0
503634	0.0	0.0
10548	656.0	725.0
503633	0.0	2.0
503630	0.0	1.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	5592.0	5890.0
10541	7152.0	6733.0
100873664	0.0	0.0
10540	6415.0	5510.0
100873663	0.0	0.0
10542	3157.0	3327.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	393.0	236.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	5.0	4.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	0.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	3800.0	5451.0
10513	5382.0	4359.0
10516	1883.0	742.0
10518	1837.0	352.0
10517	0.0	15.0
10519	10344.0	10884.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	0.0
100873696	0.0	0.0
100131614	198.0	203.0
100131616	0.0	0.0
10512	12815.0	7608.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	1.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	15640.0	45792.0
58503	1.0	0.0
10524	2749.0	2410.0
58505	3538.0	7039.0
10527	10318.0	9672.0
58504	480.0	72.0
10526	4718.0	4156.0
10529	4770.0	4590.0
10528	4446.0	5753.0
58500	944.0	641.0
