id	46551ef6-d1de-43c3-8ea5-5ade8a5bffd7	d7f93268-df1e-4e93-9592-ac24335b9031
100126791	41.0	5.0
22844	30.0	28.0
22845	961.0	2156.0
22846	577.0	482.0
22847	1100.0	1918.0
22848	2314.0	6962.0
22849	655.0	1535.0
112597	169.0	55.0
100420920	0.0	0.0
100420921	1.0	0.0
100420924	1.0	0.0
124583	6112.0	26327.0
100420926	1.0	0.0
22841	1439.0	1330.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	91.0	1412.0
10866	490.0	658.0
100420919	0.0	0.0
10865	3207.0	561.0
10868	3469.0	3846.0
10867	3664.0	8221.0
10869	4876.0	6456.0
10861	134.0	339.0
101929074	59.0	70.0
10864	11.0	14.0
101929071	0.0	0.0
10863	1417.0	319.0
22813	1.0	1.0
22814	0.0	2.0
643641	839.0	1025.0
22815	2.0	0.0
22816	0.0	0.0
22818	6262.0	11936.0
10829	0.0	0.0
100419945	0.0	1.0
83849	28.0	17.0
83855	826.0	662.0
10833	1.0	0.0
83854	12.0	14.0
83857	1689.0	1402.0
10835	1.0	1.0
83856	158.0	236.0
10834	0.0	0.0
83851	962.0	342.0
10837	0.0	0.0
100419948	1.0	0.0
83850	58.0	49.0
10836	0.0	0.0
100419949	0.0	0.0
83853	13.0	17.0
10838	1385.0	2673.0
83852	853.0	955.0
124565	8551.0	15226.0
100419947	0.0	0.0
22808	3095.0	931.0
22809	1493.0	3670.0
101929082	0.0	0.0
101929083	1.0	1.0
10830	0.0	0.0
643637	20.0	86.0
22822	2206.0	919.0
22823	647.0	753.0
22824	1211.0	644.0
101929086	4.0	0.0
22826	4615.0	4533.0
22827	6988.0	8435.0
643653	0.0	0.0
22828	2239.0	2955.0
22829	827.0	784.0
112574	1456.0	1673.0
100419955	0.0	0.0
56241	497.0	193.0
100420946	0.0	0.0
56242	299.0	699.0
22820	11240.0	30823.0
22821	1396.0	879.0
100419950	0.0	1.0
10844	4460.0	5696.0
83844	0.0	0.0
10846	150.0	903.0
10845	2286.0	3106.0
10848	3039.0	2807.0
56243	6284.0	7933.0
10847	6064.0	9381.0
56244	0.0	13.0
56245	74.0	16.0
10849	106.0	148.0
56246	7.0	0.0
643646	50.0	40.0
10840	4014.0	2547.0
10842	3.0	2.0
101929093	0.0	0.0
10841	138.0	251.0
643648	0.0	0.0
101929010	0.0	0.0
100420950	1.0	4.0
100420952	0.0	0.0
100419964	1.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	1.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	0.0	2.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	0.0
100271601	0.0	2.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	1.0	7.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	1.0	0.0
391436	1.0	0.0
161582	26.0	51.0
124599	10.0	10.0
101929052	6.0	1.0
391485	0.0	2.0
222611	0.0	0.0
100187716	0.0	0.0
391490	1.0	1.0
391496	0.0	2.0
22899	488.0	613.0
391462	0.0	0.0
22891	383.0	107.0
22893	2099.0	2289.0
22894	1907.0	2244.0
22895	491.0	1.0
148581	0.0	2.0
22897	1437.0	1091.0
22898	1362.0	1911.0
22890	1678.0	2422.0
391470	0.0	0.0
391472	2.0	0.0
391475	0.0	0.0
101929008	34.0	38.0
222659	3.0	11.0
440894	54.0	76.0
222658	3516.0	3991.0
102724035	0.0	0.0
100271575	1.0	0.0
100271577	0.0	1.0
100271571	0.0	0.0
81175	6.0	10.0
81176	0.0	14.0
100271570	0.0	1.0
93145	827.0	2145.0
440888	0.0	0.0
222642	1.0	2.0
222643	63.0	38.0
401289	0.0	2.0
401288	15.0	27.0
401285	0.0	2.0
81166	0.0	0.0
100271564	3.0	12.0
81168	0.0	0.0
100271566	6.0	2.0
81169	0.0	0.0
81162	1.0	0.0
81163	0.0	0.0
100271563	1.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	1.0	1.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	0.0	0.0
100271551	1.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	1.0
81194	0.0	0.0
450232	0.0	0.0
401260	0.0	0.0
220001	431.0	49.0
222662	2.0	1.0
401265	99.0	59.0
222663	361.0	292.0
220002	1603.0	7831.0
93166	967.0	199.0
401264	415.0	431.0
220004	135.0	97.0
100271539	0.0	0.0
401262	115.0	213.0
93164	240.0	253.0
100271547	0.0	0.0
100271549	0.0	1.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	16.0	17.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1059.0	1805.0
440854	23.0	14.0
222698	111.0	46.0
222696	42.0	118.0
161497	6.0	9.0
100271529	7.0	4.0
222699	21.0	39.0
100271536	0.0	0.0
100271538	5.0	1.0
100271537	0.0	0.0
93190	0.0	1.0
283601	0.0	1.0
100271531	1.0	0.0
283600	1.0	1.0
220042	51.0	47.0
93183	819.0	2216.0
100271518	1.0	0.0
100271517	0.0	1.0
93185	2836.0	7905.0
100271525	0.0	0.0
100271526	8.0	16.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	1.0	4.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	0.0	1.0
220064	843.0	843.0
220047	2.0	5.0
100271503	0.0	0.0
10808	4641.0	5232.0
56130	68.0	147.0
10807	1239.0	1520.0
56131	256.0	292.0
56132	60.0	536.0
10809	3689.0	7713.0
220081	10.0	16.0
83756	35.0	28.0
10811	838.0	1142.0
56137	8.0	84.0
10810	1191.0	2253.0
83755	0.0	0.0
56138	9.0	389.0
83758	153.0	290.0
10813	1032.0	1146.0
56139	34.0	251.0
401207	107.0	256.0
220082	0.0	0.0
83757	0.0	0.0
83752	5901.0	8261.0
56133	104.0	902.0
10815	268.0	395.0
10814	749.0	31.0
56134	27.0	56.0
10817	536.0	421.0
56135	13.0	27.0
10816	3.0	0.0
283643	334.0	395.0
56136	4.0	58.0
643535	2.0	1.0
643536	0.0	0.0
22800	1271.0	1288.0
22801	1070.0	598.0
643550	1.0	5.0
22802	590.0	43.0
22803	3748.0	5090.0
440804	0.0	0.0
22806	168.0	171.0
22807	977.0	895.0
10819	39.0	107.0
56140	2.0	11.0
10818	1204.0	1588.0
56141	7.0	14.0
56142	7.0	19.0
56143	6.0	87.0
83737	2803.0	3844.0
220070	1.0	1.0
10822	1.0	0.0
283638	4510.0	5227.0
83744	150.0	266.0
10821	0.0	5.0
10824	5.0	2.0
83746	2219.0	2829.0
10823	0.0	0.0
83741	0.0	0.0
283635	3319.0	6359.0
10826	4037.0	2167.0
220074	657.0	1694.0
56144	21.0	30.0
10825	2148.0	1712.0
56145	33.0	51.0
83740	0.0	0.0
83743	2008.0	2728.0
56146	4.0	6.0
10828	0.0	1.0
10827	1040.0	1653.0
83742	5788.0	2293.0
56147	6.0	40.0
283631	4.0	0.0
10820	2.0	0.0
440836	428.0	318.0
643563	1.0	1.0
56154	8.0	5.0
81109	0.0	0.0
283629	79.0	74.0
56159	4.0	0.0
81115	1.0	1.0
81116	0.0	0.0
56155	51.0	69.0
283624	940.0	378.0
102724097	52.0	179.0
256006	24.0	29.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	4.0	1.0
81114	0.0	0.0
81110	0.0	0.0
440829	5.0	7.0
440823	97.0	58.0
440822	0.0	1.0
56163	0.0	0.0
56164	18.0	6.0
256021	20.0	17.0
56165	10.0	1176.0
83759	939.0	1159.0
56160	1264.0	1339.0
10800	290.0	126.0
283617	0.0	1.0
81104	0.0	0.0
10802	1395.0	2805.0
10801	22916.0	23099.0
10804	20.0	57.0
10803	1.0	1.0
56167	0.0	0.0
10806	1167.0	1338.0
56168	0.0	0.0
56169	11.0	16.0
643582	0.0	0.0
643586	4.0	4.0
256076	0.0	0.0
401253	0.0	0.0
56171	36.0	397.0
401251	27.0	24.0
56172	8942.0	24293.0
401250	0.0	0.0
81137	0.0	0.0
81138	2.0	1.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	5.0	11.0
283688	0.0	0.0
401247	4.0	11.0
81136	0.0	0.0
283687	304.0	654.0
283685	0.0	0.0
93109	348.0	771.0
283682	7.0	16.0
100126825	1.0	1.0
93107	4.0	1.0
643596	27.0	44.0
56180	507.0	690.0
93100	1771.0	2595.0
401242	1.0	1.0
256085	1.0	0.0
56181	4604.0	4017.0
81126	0.0	0.0
81127	0.0	0.0
83787	1264.0	1706.0
283677	1.0	0.0
401237	291.0	104.0
83786	1784.0	1848.0
401236	3.0	1.0
283673	7.0	16.0
93134	2271.0	2612.0
401233	0.0	0.0
401232	173.0	211.0
256051	415.0	744.0
81159	0.0	0.0
81155	1.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	59.0	52.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	1.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1008.0	1496.0
283659	38.0	115.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	1.0	1.0
100271583	0.0	0.0
283652	0.0	0.0
283651	636.0	8662.0
100271585	0.0	0.0
100271584	4.0	15.0
100271581	0.0	0.0
22998	8159.0	9001.0
22999	170.0	730.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	2463.0	2817.0
100151671	0.0	0.0
100151672	0.0	1.0
22992	5951.0	6526.0
22993	2773.0	6833.0
100151674	0.0	0.0
22994	770.0	894.0
83903	16.0	19.0
22995	162.0	164.0
83902	0.0	0.0
22996	1377.0	5421.0
22997	354.0	211.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	1.0
100151682	0.0	0.0
100151683	4.0	2.0
100151684	1.0	0.0
100151685	0.0	0.0
100151681	0.0	0.0
56302	3.0	15.0
83901	0.0	0.0
342538	12.0	10.0
83900	0.0	0.0
56300	2.0	0.0
56301	3.0	5.0
124411	609.0	994.0
22976	603.0	1050.0
22977	28.0	36.0
22978	1830.0	3254.0
22979	281.0	89.0
22970	50.0	59.0
22971	883.0	872.0
22974	103.0	290.0
83932	307.0	491.0
10998	335.0	550.0
83931	4914.0	4183.0
342527	163.0	22.0
148418	242.0	426.0
83933	321.0	478.0
124404	9.0	31.0
10999	1465.0	2777.0
124401	1170.0	1357.0
124402	1527.0	1578.0
83930	1855.0	4376.0
56311	14.0	5.0
10990	137.0	49.0
100126693	1.0	3.0
10992	11672.0	13387.0
606500	0.0	0.0
10991	31.0	14.0
10994	3224.0	3672.0
10993	15.0	73.0
22987	541.0	247.0
22989	204.0	103.0
22980	7399.0	8819.0
22981	1209.0	1705.0
22982	3356.0	2748.0
22983	197.0	77.0
22984	2089.0	2807.0
22985	7137.0	7843.0
22986	13.0	8.0
58986	3220.0	13342.0
148423	742.0	675.0
58985	41.0	60.0
342510	15.0	6.0
283694	0.0	0.0
283693	9.0	16.0
283692	4.0	2.0
22954	738.0	942.0
22955	4482.0	5456.0
112487	563.0	1190.0
22950	1455.0	1630.0
391524	0.0	1.0
22952	3.0	0.0
22953	99.0	50.0
391526	0.0	0.0
10975	3346.0	3631.0
83953	4.0	1.0
10978	420.0	495.0
83955	10.0	20.0
10979	12173.0	3669.0
112495	2746.0	4991.0
10970	6271.0	9233.0
56339	1638.0	3262.0
10972	14407.0	32429.0
10971	11821.0	21463.0
10974	0.0	1.0
10973	2152.0	2719.0
401409	23.0	104.0
112479	541.0	968.0
112476	737.0	284.0
391530	0.0	0.0
83939	4465.0	6107.0
56341	7.0	0.0
391533	0.0	0.0
124460	38.0	70.0
83935	197.0	205.0
83938	298.0	470.0
391538	1.0	3.0
83937	738.0	517.0
10987	2688.0	3146.0
83943	895.0	970.0
83942	0.0	0.0
10989	3885.0	3414.0
10988	3376.0	4074.0
56342	303.0	339.0
124454	1245.0	2050.0
56344	0.0	0.0
83941	1171.0	1851.0
83940	848.0	810.0
643503	0.0	0.0
10981	930.0	361.0
112483	2562.0	2988.0
10980	5819.0	6471.0
10983	26266.0	25795.0
10982	2812.0	2002.0
643507	0.0	3.0
10985	6080.0	7297.0
10984	162.0	208.0
22932	529.0	434.0
22933	3266.0	3136.0
22934	621.0	924.0
22936	5677.0	8681.0
22937	5573.0	5787.0
22938	3050.0	2594.0
112464	2687.0	520.0
22930	5164.0	5026.0
22931	4408.0	8815.0
81309	0.0	0.0
391504	1.0	0.0
10954	2324.0	9731.0
10953	1737.0	2023.0
10956	14250.0	27709.0
81315	0.0	0.0
10955	8837.0	12009.0
391508	1.0	1.0
81316	0.0	0.0
10957	7545.0	4758.0
124446	4385.0	5757.0
81310	0.0	0.0
10959	11596.0	28673.0
22929	2538.0	3611.0
10950	1419.0	752.0
10952	3393.0	7667.0
10951	3601.0	3664.0
22943	325.0	55.0
22944	570.0	737.0
22945	0.0	0.0
22947	0.0	0.0
22948	4729.0	7265.0
22949	3907.0	5300.0
83957	0.0	0.0
22941	1190.0	2786.0
83959	261.0	335.0
10965	1364.0	1229.0
391518	0.0	0.0
10964	754.0	244.0
81304	0.0	0.0
10966	1362.0	1278.0
10969	2653.0	2989.0
81300	0.0	0.0
10961	7330.0	17859.0
10960	7381.0	13387.0
643529	733.0	432.0
10963	7017.0	9401.0
10962	848.0	272.0
148479	2160.0	1510.0
197407	630.0	591.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	1.0	0.0
767592	0.0	0.0
124496	3.0	0.0
124491	1336.0	1454.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	1.0	0.0
474381	0.0	0.0
474384	0.0	0.0
391552	0.0	5.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	1.0	3.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	4.0	1.0
207107	1.0	1.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	1.0
767563	2.0	0.0
474345	1.0	0.0
474344	510.0	817.0
474343	161.0	202.0
246717	2.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	4.0	10.0
161406	4.0	11.0
100151649	1.0	0.0
100151643	0.0	1.0
100151645	0.0	2.0
100151640	4.0	11.0
100151641	0.0	0.0
246715	0.0	0.0
767557	25.0	10.0
606553	2.0	0.0
606551	24.0	25.0
474354	1.0	35.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	206.0	643.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	0.0	3.0
100151650	0.0	1.0
100151651	0.0	0.0
391589	7.0	11.0
100151652	0.0	0.0
100151668	0.0	2.0
391592	0.0	2.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2603.0	3180.0
100151667	0.0	0.0
391598	0.0	1.0
100151661	0.0	3.0
100151663	0.0	0.0
474338	10.0	17.0
474337	0.0	0.0
197370	3376.0	5733.0
220112	2.0	5.0
246744	3.0	1.0
220115	14.0	37.0
93273	21.0	1.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	1.0	0.0
100271451	0.0	1.0
81295	0.0	0.0
100271452	0.0	0.0
220108	641.0	824.0
220107	25.0	10.0
100271448	2.0	0.0
100271447	3.0	3.0
100271449	0.0	0.0
100271444	3.0	5.0
100271445	0.0	0.0
81285	485.0	22880.0
81282	0.0	1.0
197350	12.0	15.0
246720	3.0	4.0
401399	56.0	31.0
401398	30.0	24.0
246721	0.0	0.0
220134	14.0	69.0
401397	1223.0	1435.0
246723	5.0	6.0
220136	57.0	68.0
401393	19.0	23.0
100271437	0.0	0.0
100271439	0.0	0.0
100271438	0.0	2.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	788.0	936.0
246731	1.0	1.0
401387	2.0	4.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	34.0	46.0
100271420	0.0	1.0
197358	131.0	179.0
199990	2029.0	2740.0
246785	22.0	40.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	0.0
283726	65.0	82.0
100271414	0.0	0.0
100887075	1.0	2.0
439990	98.0	37.0
100271411	0.0	0.0
100271410	1.0	0.0
220164	316.0	576.0
100271413	0.0	0.0
197320	531.0	826.0
439996	0.0	0.0
100887074	0.0	0.0
439992	40.0	34.0
100887073	0.0	0.0
197322	1420.0	1916.0
439994	138.0	225.0
102724105	274.0	624.0
220147	0.0	1.0
100271404	0.0	0.0
100887067	9.0	13.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	12.0	8.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	13.0	9.0
197335	1006.0	1441.0
440993	404.0	346.0
440992	32.0	33.0
161394	37.0	53.0
199964	198.0	251.0
8000	28602.0	2454.0
8001	11.0	1.0
246777	74.0	411.0
246778	1.0	1.0
606495	153.0	200.0
199974	32.0	7.0
8013	3933.0	266.0
22911	1035.0	786.0
439949	51.0	47.0
22913	6951.0	8521.0
643421	0.0	0.0
22914	9.0	8.0
22915	1587.0	246.0
439945	0.0	0.0
22916	3527.0	4446.0
731605	7.0	3.0
22917	6.0	41.0
10929	3845.0	4886.0
10928	4969.0	6211.0
56252	4067.0	5412.0
56253	17.0	17.0
401331	150.0	73.0
81207	0.0	0.0
83869	275.0	421.0
81208	0.0	0.0
81209	0.0	0.0
83877	1950.0	4151.0
56259	3028.0	2857.0
83876	57.0	24.0
81215	0.0	0.0
83879	291.0	499.0
10934	3.0	1.0
83878	148.0	176.0
283768	1.0	1.0
10933	11828.0	10914.0
10936	53.0	72.0
56254	3336.0	4698.0
83873	26.0	17.0
256148	0.0	0.0
81210	4.0	3.0
283767	0.0	0.0
56255	7186.0	6845.0
83872	239.0	540.0
10935	6884.0	10691.0
81211	0.0	0.0
56256	451.0	549.0
10938	4294.0	2348.0
83875	201.0	45.0
83874	1470.0	1563.0
56257	3230.0	3121.0
22907	5620.0	7203.0
643414	0.0	0.0
439953	5.0	13.0
22908	2650.0	3992.0
83871	3935.0	1658.0
22909	1140.0	1834.0
283761	0.0	0.0
439954	2.0	2.0
643418	1.0	0.0
10930	42.0	5.0
439950	0.0	0.0
22921	2002.0	1515.0
8022	1.0	0.0
440926	69.0	106.0
22924	1777.0	1776.0
440925	30.0	144.0
8028	1556.0	1842.0
22925	546.0	761.0
8029	96.0	195.0
22926	2703.0	4573.0
439934	0.0	0.0
22927	1660.0	783.0
8027	1002.0	2320.0
22928	2689.0	5331.0
439936	1.0	0.0
56261	2398.0	2103.0
56262	6559.0	7770.0
10939	3176.0	3692.0
401321	147.0	102.0
8021	3219.0	4176.0
83858	960.0	988.0
22920	1839.0	1606.0
56260	156.0	190.0
10943	905.0	885.0
56269	0.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	15.0	112.0
81204	0.0	0.0
10945	7439.0	13676.0
83868	0.0	0.0
81205	0.0	0.0
10944	6690.0	8903.0
83867	0.0	0.0
10947	914.0	1543.0
56265	871.0	678.0
83862	1882.0	2523.0
401316	22.0	22.0
83861	1109.0	2272.0
283755	135.0	135.0
10946	3807.0	4016.0
56267	1574.0	1872.0
10949	10552.0	10847.0
81201	0.0	0.0
10948	2037.0	2160.0
256158	1021.0	587.0
83863	0.0	0.0
81202	0.0	0.0
22918	2721.0	2214.0
22919	7229.0	6762.0
439941	0.0	0.0
83860	661.0	622.0
8019	2015.0	3180.0
10941	2.0	0.0
643427	6.0	3.0
10940	283.0	484.0
8036	2211.0	2912.0
8034	2372.0	4755.0
440957	608.0	672.0
440956	1.0	6.0
440955	4.0	4.0
8038	23.0	27.0
10907	1917.0	2978.0
10906	3092.0	3182.0
440952	58.0	45.0
10908	3529.0	2594.0
93210	1901.0	3366.0
8031	11521.0	25071.0
256130	34.0	0.0
56270	5279.0	9135.0
56271	4786.0	4455.0
8030	5095.0	5257.0
10910	2216.0	2505.0
83899	0.0	0.0
81236	0.0	0.0
283748	2332.0	59.0
10912	3665.0	4539.0
283747	0.0	3.0
10911	6.0	2.0
10914	6999.0	10695.0
256126	38.0	34.0
83895	1.0	3.0
10913	238.0	59.0
83894	7.0	2.0
10916	20050.0	33393.0
83897	0.0	0.0
401303	45.0	66.0
10915	2064.0	2137.0
283742	1951.0	2449.0
83896	0.0	0.0
83891	1046.0	3464.0
83890	13.0	23.0
83893	0.0	0.0
81230	0.0	0.0
83892	6341.0	3772.0
22900	800.0	1193.0
93202	0.0	0.0
22901	248.0	260.0
22902	1753.0	1394.0
8045	1461.0	3593.0
22903	2473.0	2577.0
22904	3040.0	3435.0
22905	3157.0	3072.0
8048	73.0	0.0
440944	624.0	1046.0
22906	3875.0	4095.0
256144	0.0	0.0
10917	0.0	1.0
10919	3985.0	4360.0
83888	28.0	11.0
10921	5381.0	7096.0
283738	1.0	0.0
83887	2.0	22.0
10920	2343.0	2392.0
81226	0.0	0.0
10923	5218.0	7192.0
10922	3940.0	5704.0
83889	1.0	1.0
81228	0.0	0.0
83884	3.0	3.0
56287	1.0	0.0
81221	0.0	0.0
56288	4615.0	3180.0
10924	1118.0	2139.0
10927	5614.0	6309.0
83886	111.0	46.0
81223	0.0	0.0
10926	181.0	340.0
81224	0.0	0.0
643447	0.0	22.0
643445	0.0	0.0
83882	130.0	227.0
83881	8.0	5.0
439965	11.0	7.0
643446	8.0	7.0
93233	37.0	13.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	1642.0	1906.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	9.0	12.0
106481975	0.0	3.0
106481978	1.0	0.0
106481979	0.0	0.0
106481980	1.0	0.0
100271499	0.0	1.0
100271498	1.0	0.0
106481981	0.0	0.0
100271495	1.0	1.0
643459	3.0	0.0
81251	0.0	0.0
100271491	0.0	3.0
100271493	0.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	557.0	24.0
8065	2040.0	2864.0
81248	1.0	0.0
10901	1045.0	1118.0
10900	350.0	58.0
10903	753.0	287.0
81243	0.0	0.0
10902	2849.0	3592.0
81244	0.0	0.0
100271487	1.0	4.0
10905	2584.0	3778.0
10904	5786.0	5995.0
81246	0.0	0.0
283796	2.0	4.0
100271483	0.0	0.0
81240	0.0	0.0
342574	3.0	3.0
100271486	0.0	1.0
100271485	0.0	0.0
81242	0.0	3.0
100271480	0.0	0.0
100271481	1.0	0.0
8079	10194.0	16511.0
440917	8.0	13.0
439927	0.0	0.0
440915	7.0	7.0
8078	6389.0	6762.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	1570.0	145.0
106481959	0.0	0.0
8073	8866.0	7510.0
106481956	0.0	0.0
8074	0.0	0.0
106481957	0.0	3.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	4.0	1.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	1.0	0.0
106481960	0.0	0.0
439931	318.0	250.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	0.0	1.0
100271470	0.0	0.0
440905	22.0	188.0
439916	1.0	0.0
8089	624.0	806.0
440902	0.0	4.0
643499	0.0	1.0
439915	0.0	0.0
440900	1.0	1.0
8082	3855.0	1557.0
106481965	0.0	0.0
106481966	6.0	0.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	1797.0	2525.0
106481969	0.0	0.0
8087	5762.0	6942.0
106481967	6.0	12.0
8085	3508.0	6549.0
106481968	0.0	0.0
102724167	0.0	1.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	1.0	0.0
283777	4.0	0.0
401337	1.0	11.0
106481973	0.0	0.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	1.0	1.0
100271467	0.0	3.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	16521.0	4919.0
81264	0.0	0.0
100271460	4.0	1.0
731688	9.0	7.0
728034	0.0	0.0
8099	3579.0	4343.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	1.0
8091	30.0	0.0
106481930	0.0	0.0
8092	10.0	11.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	139.0	172.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	1.0
56413	77.0	68.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	5.0	0.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	0.0	1.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	1162.0	857.0
344838	2.0	0.0
106481918	0.0	0.0
106481919	5.0	6.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	1886.0	435.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	6995.0	4588.0
100126572	0.0	0.0
106481929	0.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	1.0	0.0
728042	0.0	0.0
106481921	0.0	4.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	1.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	2.0	2.0
101234262	3.0	18.0
767612	0.0	0.0
767611	0.0	0.0
283337	2022.0	2187.0
344813	2.0	7.0
114548	153.0	90.0
81406	0.0	4.0
81407	0.0	0.0
344807	0.0	1.0
126526	860.0	835.0
767600	0.0	0.0
344805	18.0	1.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	22.0	4.0
102800446	0.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	30.0	24.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	11.0	15.0
728013	107.0	114.0
283392	120.0	35.0
728012	0.0	0.0
728015	0.0	1.0
728010	0.0	0.0
81428	0.0	0.0
728019	2.0	0.0
56478	1909.0	1811.0
56479	268.0	134.0
126506	0.0	3.0
56474	1205.0	2270.0
81430	0.0	1.0
56475	666.0	171.0
81431	0.0	0.0
56476	1.0	1.0
56477	275.0	310.0
93408	2.0	0.0
283385	42.0	28.0
283383	2468.0	220.0
728005	3.0	3.0
81419	0.0	0.0
81421	0.0	1.0
283377	1052.0	1808.0
643401	9.0	1.0
283375	6.0	14.0
283373	2733.0	4112.0
151525	606.0	823.0
126567	51.0	27.0
391211	1.0	0.0
151534	37.0	39.0
151531	4.0	2.0
114569	2244.0	5294.0
126549	32.0	16.0
114571	0.0	0.0
100527978	27.0	42.0
126541	0.0	0.0
126536	0.0	0.0
151556	1202.0	853.0
