id	f0b61979-b534-4fbb-863b-4a368818df92	5f8449ce-a11c-4641-a5a4-ea1524a6f94a
285093	2.0	10.0
1826	14.0	12.0
100128043	0.0	0.0
1825	3183.0	1968.0
100128042	0.0	0.0
1824	2288.0	4333.0
1823	8.0	8.0
100128044	1.0	1.0
407977	6.0	6.0
407975	4.0	36.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	39.0	1.0
1832	20520.0	26424.0
1831	43295.0	18106.0
1830	382.0	27.0
574016	3.0	12.0
100128036	0.0	0.0
1839	1592.0	424.0
1838	1557.0	2637.0
346528	0.0	0.0
1837	6499.0	958.0
1836	2386.0	5336.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	6.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	751.0	490.0
1843	39644.0	28814.0
1842	1990.0	726.0
1841	1073.0	1243.0
1840	277.0	386.0
574028	1.0	0.0
574029	5.0	0.0
100128025	43.0	39.0
1849	1661.0	1449.0
346517	0.0	0.0
1848	1624.0	1539.0
1847	2679.0	690.0
100128020	0.0	0.0
1846	767.0	1053.0
100128023	0.0	0.0
1845	20216.0	4723.0
153396	628.0	878.0
1855	3856.0	5748.0
1854	2363.0	3183.0
100131671	0.0	1.0
1852	6.0	29.0
1850	706.0	354.0
100131678	1.0	0.0
1859	5928.0	5085.0
1857	7984.0	5946.0
1856	2844.0	2067.0
724068	0.0	0.0
724067	0.0	0.0
202781	539.0	908.0
1861	2831.0	2679.0
100131688	0.0	0.0
1869	229.0	218.0
724094	0.0	4.0
1880	889.0	492.0
1877	1769.0	2401.0
100131691	98.0	125.0
1876	681.0	603.0
1875	272.0	584.0
83417	2.0	4.0
100131693	8.0	12.0
100327036	1.0	0.0
83416	29.0	55.0
200132	34.0	40.0
1874	3456.0	3697.0
1872	1.0	2.0
1871	727.0	956.0
1870	34.0	38.0
1879	1478.0	720.0
724087	9.0	2.0
1891	9288.0	9537.0
1890	1604.0	2992.0
83401	20.0	11.0
1889	16060.0	16914.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	1371.0	3190.0
58472	2184.0	1937.0
200149	0.0	3.0
58475	544.0	1050.0
724038	0.0	1.0
83439	2840.0	1384.0
1896	978.0	233.0
58477	2680.0	4187.0
58476	14063.0	2735.0
1894	507.0	390.0
1893	1705.0	582.0
1892	8480.0	9285.0
58478	2451.0	3103.0
200150	62.0	47.0
724022	0.0	0.0
58484	59.0	135.0
724026	0.0	1.0
58483	0.0	1.0
724025	0.0	0.0
165324	1590.0	978.0
724024	0.0	0.0
58486	2309.0	2697.0
58485	3942.0	3439.0
724023	0.0	0.0
58480	6655.0	4399.0
724029	4.0	11.0
200159	2.0	6.0
724028	0.0	0.0
724027	0.0	1.0
58488	891.0	1408.0
58487	3790.0	3935.0
200162	6.0	4.0
58489	1887.0	1711.0
58495	389.0	779.0
724059	0.0	0.0
58494	2704.0	1781.0
58497	2553.0	1827.0
58496	17.0	83.0
58491	924.0	552.0
58490	2756.0	2846.0
58493	1247.0	1382.0
58492	179.0	220.0
58499	3074.0	2436.0
58498	3.0	3.0
200172	12.0	19.0
83451	2014.0	3606.0
83450	292.0	298.0
83452	1260.0	713.0
153364	784.0	715.0
83448	1247.0	1307.0
200186	2640.0	2890.0
83447	0.0	1.0
200185	722.0	1287.0
83449	26.0	18.0
83444	159.0	377.0
83443	3599.0	3702.0
83446	0.0	0.0
83445	5.0	1.0
83440	2429.0	3187.0
83442	4411.0	7639.0
114984	1729.0	2088.0
114987	678.0	447.0
391603	0.0	0.0
10657	10820.0	10414.0
126969	972.0	1122.0
10656	983.0	1303.0
10659	6548.0	2396.0
10658	6486.0	7436.0
114990	1288.0	2195.0
114991	1441.0	1969.0
10651	1669.0	1856.0
10650	176.0	148.0
10653	15834.0	19159.0
10652	4377.0	4691.0
342667	303.0	615.0
10655	3.0	5.0
643812	0.0	0.0
342666	17.0	11.0
10654	2585.0	2166.0
136306	28.0	10.0
126961	1.0	13.0
10668	904.0	637.0
10667	963.0	808.0
643827	10.0	15.0
10669	211.0	1697.0
10660	0.0	0.0
10661	0.0	5.0
731220	18.0	8.0
138971	1.0	1.0
10664	4676.0	3841.0
10663	149.0	214.0
10666	124.0	178.0
731223	4.0	3.0
10665	5.0	8.0
136319	12589.0	7243.0
163933	115.0	90.0
317691	0.0	0.0
339005	234.0	270.0
10635	114.0	154.0
10634	1731.0	1484.0
10637	29.0	23.0
10636	794.0	809.0
10638	0.0	0.0
114971	922.0	1188.0
10631	2556.0	4019.0
643836	1512.0	2107.0
10630	1618.0	1522.0
643837	1434.0	2151.0
10633	17.0	46.0
643834	0.0	1.0
10632	7976.0	8414.0
100124394	0.0	0.0
10645	5846.0	13493.0
10648	0.0	0.0
10647	239.0	69.0
148304	223.0	277.0
114960	0.0	1.0
10640	4600.0	2584.0
136332	6.0	35.0
10642	2.0	2.0
643847	0.0	0.0
10641	1070.0	1493.0
10644	569.0	192.0
10643	4.0	8.0
317671	91.0	114.0
643862	0.0	0.0
391642	0.0	0.0
10609	1408.0	2528.0
391647	2.0	2.0
10613	2433.0	2301.0
10612	1266.0	1403.0
10615	133.0	263.0
10614	3056.0	2756.0
10617	2994.0	2785.0
401525	0.0	0.0
10616	5114.0	6387.0
10618	25171.0	15503.0
643854	1.0	1.0
643853	153.0	87.0
643859	0.0	0.0
10611	13617.0	38546.0
10610	1071.0	784.0
643872	5.0	2.0
643873	257.0	398.0
643870	36.0	30.0
317684	0.0	0.0
391655	1.0	2.0
391657	0.0	0.0
391656	9.0	5.0
317687	1.0	0.0
10623	1254.0	1054.0
10626	1011.0	300.0
10625	7038.0	4557.0
10628	77266.0	67796.0
10627	10236.0	9264.0
10629	729.0	919.0
342618	0.0	9.0
643865	0.0	0.0
643866	303.0	236.0
10620	295.0	358.0
10622	67.0	83.0
10621	723.0	732.0
101954275	0.0	1.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	6.0	3.0
643884	0.0	0.0
101954277	2.0	2.0
101954278	15.0	10.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	95.0	41.0
83606	6762.0	6871.0
101954271	0.0	0.0
83605	1960.0	1705.0
101954272	0.0	3.0
83608	489.0	831.0
83607	1819.0	1790.0
151903	1848.0	2256.0
401507	0.0	0.0
317649	6240.0	2230.0
391627	0.0	0.0
401505	690.0	956.0
388007	0.0	0.0
317648	1184.0	954.0
100419709	6.0	9.0
100419705	0.0	0.0
643875	0.0	0.0
401509	71.0	46.0
401508	0.0	0.0
101954264	0.0	0.0
138948	34.0	23.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	2.0	7.0
102464827	0.0	0.0
391630	1.0	0.0
102464828	1.0	0.0
317662	1714.0	1780.0
100419711	0.0	3.0
102464825	0.0	1.0
56000	1.0	1.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	117.0	58.0
102464824	0.0	0.0
56005	4332.0	4118.0
10602	26316.0	5349.0
56006	1759.0	2175.0
83604	9779.0	2623.0
10603	148.0	270.0
10606	5062.0	8708.0
100419717	0.0	0.0
56001	1.0	0.0
10605	4102.0	3137.0
10608	5282.0	7922.0
10607	3131.0	3536.0
10600	3706.0	3034.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	1.0
102464835	0.0	0.0
148362	2576.0	2782.0
102464832	0.0	0.0
100271849	15.0	16.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	1380.0	345.0
112398	1126.0	1007.0
100419735	0.0	0.0
391697	0.0	1.0
391696	1.0	1.0
100419733	1.0	1.0
388021	151.0	13.0
100419734	2.0	1.0
391698	3.0	1.0
100419731	0.0	0.0
100271836	120.0	89.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	2.0
388015	0.0	1.0
101954204	0.0	0.0
199953	1047.0	1222.0
161357	3.0	1.0
100420734	0.0	0.0
100420737	1.0	0.0
100419742	0.0	0.0
100419743	1.0	1.0
731275	32.0	30.0
199920	138.0	519.0
222826	0.0	0.0
101929286	3.0	1.0
391670	6.0	2.0
391672	1.0	0.0
161342	16.0	5.0
148398	1292.0	460.0
100419758	130.0	43.0
100419751	0.0	3.0
124359	4273.0	2576.0
101929293	14.0	8.0
100420752	2.0	1.0
100420754	0.0	0.0
10691	823.0	1071.0
10690	57.0	49.0
101929212	10.0	43.0
101929218	0.0	0.0
388076	0.0	1.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	323.0	157.0
10693	153.0	222.0
10692	6.0	8.0
10695	4603.0	5597.0
10694	7847.0	10289.0
10699	353.0	198.0
101929221	28.0	3.0
100420763	0.0	0.0
101929225	0.0	4.0
101929222	0.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	7065.0	11178.0
101929239	0.0	3.0
100419788	0.0	1.0
148345	14.0	17.0
101929238	1.0	0.0
220213	1056.0	1057.0
10678	1255.0	771.0
151987	3441.0	3773.0
10671	1479.0	1417.0
10670	6766.0	4265.0
10673	238.0	407.0
10672	6235.0	3637.0
10675	102.0	47.0
10677	123.0	133.0
100419793	0.0	0.0
100420784	0.0	0.0
100420786	0.0	0.0
101929247	0.0	0.0
100420787	1.0	0.0
101929244	0.0	1.0
220202	0.0	12.0
222865	163.0	497.0
10682	3120.0	2274.0
10681	3560.0	1935.0
10683	8.0	69.0
10686	18.0	36.0
136371	24.0	2.0
643803	0.0	0.0
10687	308.0	49.0
100419682	0.0	0.0
100420678	88.0	38.0
222894	0.0	0.0
100419687	0.0	1.0
283807	955.0	362.0
653194	0.0	1.0
83598	7.0	1.0
83597	2.0	3.0
653199	146.0	74.0
83594	1635.0	1789.0
83593	1648.0	1393.0
83596	569.0	651.0
83595	699.0	403.0
83590	1602.0	2217.0
653190	32.0	18.0
653192	0.0	0.0
83592	118.0	113.0
83591	586.0	329.0
1909	9889.0	2735.0
100420689	2.0	1.0
1908	1033.0	85.0
161291	4675.0	5270.0
653188	0.0	1.0
653189	72.0	68.0
1907	737.0	56.0
1906	475.0	362.0
197258	1280.0	1446.0
1903	7775.0	1844.0
197259	572.0	482.0
1902	3013.0	1327.0
1901	4511.0	1716.0
100420681	0.0	0.0
197257	1150.0	477.0
449491	0.0	0.0
100420695	1.0	1.0
449493	0.0	0.0
449492	0.0	0.0
1910	11716.0	874.0
1917	2132.0	1631.0
1915	381849.0	422516.0
1912	7992.0	7594.0
1911	981.0	695.0
101929202	121.0	19.0
101929203	2.0	1.0
199899	3.0	2.0
148281	42.0	73.0
219287	42.0	6.0
161253	12.0	44.0
219285	1215.0	944.0
283849	398.0	301.0
283848	107.0	301.0
1932	5.0	3.0
283847	2.0	3.0
256227	15.0	4.0
256223	0.0	0.0
1939	3491.0	4692.0
1938	193429.0	305071.0
1937	43.0	111.0
1936	8835.0	12223.0
1934	12.0	10.0
1933	13179.0	17511.0
161247	63.0	40.0
219293	423.0	335.0
1943	1.0	1.0
1942	4038.0	5944.0
256236	169.0	317.0
1949	346.0	372.0
199870	1230.0	664.0
1948	3417.0	2730.0
1947	3984.0	1485.0
1946	1482.0	1107.0
1945	434.0	655.0
1944	142.0	171.0
161271	0.0	0.0
1954	5320.0	3149.0
1953	1922.0	3736.0
1952	2764.0	1830.0
1951	112.0	246.0
1950	303.0	396.0
283820	851.0	414.0
1959	1427.0	695.0
1958	33011.0	6896.0
1956	11280.0	9281.0
1955	3436.0	1582.0
1965	4651.0	2363.0
1964	4635.0	4275.0
199857	528.0	646.0
1962	1455.0	481.0
1961	6.0	1.0
1960	2098.0	234.0
220296	19.0	7.0
1969	2739.0	730.0
1968	9235.0	14729.0
1967	2764.0	3046.0
114904	302.0	398.0
114905	2555.0	286.0
114907	12188.0	8256.0
114908	15993.0	23538.0
340094	0.0	0.0
643783	234.0	142.0
114900	61.0	29.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	24321.0	37369.0
1974	28924.0	27732.0
1973	113.0	239.0
283888	0.0	9.0
401447	0.0	0.0
653113	106.0	98.0
1979	13610.0	7542.0
1978	1030.0	2706.0
1977	2003.0	1422.0
643790	12.0	5.0
1990	0.0	3.0
256281	746.0	1401.0
1987	1.0	1.0
1986	6.0	3.0
1984	13974.0	15972.0
1983	10602.0	9519.0
1982	65996.0	41178.0
283876	133.0	121.0
1981	25982.0	24058.0
1980	4.0	8.0
283871	658.0	750.0
283870	73.0	170.0
105375616	0.0	0.0
340075	241.0	52.0
340073	0.0	0.0
653125	9.0	1.0
401431	110.0	169.0
83528	4.0	2.0
1998	2485.0	2614.0
1997	5912.0	3942.0
283869	10.0	33.0
1996	4.0	26.0
401428	0.0	0.0
83538	125.0	80.0
1995	167.0	9.0
401427	28.0	24.0
283867	0.0	14.0
1994	5514.0	4744.0
1993	40.0	260.0
1992	2694.0	1974.0
1991	68.0	13.0
283860	9.0	8.0
83530	7.0	1.0
340069	0.0	4.0
1999	7425.0	4961.0
105375606	2.0	43.0
340061	3388.0	4523.0
653115	37.0	38.0
653121	836.0	742.0
653122	78.0	58.0
283854	0.0	0.0
653123	0.0	0.0
401491	50.0	24.0
100124412	0.0	0.0
653147	7.0	11.0
401498	5.0	5.0
653149	0.0	0.0
401497	0.0	0.0
401494	1426.0	570.0
401492	22.0	129.0
83550	4.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	4740.0	5051.0
83539	662.0	276.0
83547	355.0	374.0
83546	1.0	9.0
653140	33.0	8.0
83549	2540.0	2660.0
83548	3120.0	4043.0
83543	780.0	1241.0
653145	156.0	93.0
83544	1283.0	828.0
83541	845.0	1488.0
83540	34.0	59.0
126917	2065.0	1250.0
340037	2.0	10.0
114926	1235.0	1340.0
114928	2615.0	1395.0
339044	1.0	0.0
256297	0.0	0.0
401474	2575.0	871.0
653174	0.0	0.0
653175	5.0	2.0
340024	1.0	4.0
114915	1599.0	2569.0
401466	839.0	1516.0
653162	32.0	50.0
653163	0.0	0.0
283899	1715.0	2559.0
653166	0.0	0.0
283897	74.0	184.0
339145	3.0	4.0
391723	0.0	0.0
391722	14.0	12.0
10778	2373.0	1934.0
10777	61.0	12.0
10772	4411.0	4927.0
340120	0.0	671.0
10771	13269.0	6902.0
10773	642.0	809.0
10776	9179.0	6427.0
10775	1537.0	1295.0
10788	4697.0	5560.0
391739	3.0	1.0
10781	1279.0	2633.0
10780	409.0	445.0
10783	2389.0	2546.0
10782	1125.0	1386.0
10785	301.0	313.0
10787	18691.0	9575.0
10786	3.0	3.0
102606463	31.0	10.0
731308	3.0	1.0
339122	184.0	199.0
339123	3882.0	2609.0
102606462	0.0	2.0
391701	2.0	2.0
391703	0.0	2.0
151827	208.0	57.0
126826	0.0	0.0
643719	21.0	29.0
10755	5079.0	4136.0
151825	0.0	0.0
10758	2342.0	2171.0
126823	561.0	661.0
126820	46.0	10.0
10750	54.0	62.0
10752	984.0	747.0
10751	0.0	0.0
10753	59.0	33.0
643714	5.0	1.0
138864	0.0	0.0
391712	24.0	9.0
391714	0.0	1.0
114836	234.0	561.0
10767	3039.0	2286.0
10766	10550.0	7788.0
151835	0.0	6.0
10769	1546.0	883.0
391718	0.0	0.0
10768	11489.0	8247.0
126811	1.0	1.0
643723	43.0	8.0
10761	1.0	0.0
10763	18399.0	3481.0
10762	2806.0	4841.0
10765	5002.0	5217.0
101929179	1.0	0.0
388112	0.0	2.0
339105	13.0	42.0
83707	1158.0	2127.0
83706	493.0	1048.0
10734	114.0	215.0
10733	170.0	140.0
83714	442.0	498.0
10736	268.0	61.0
401648	3.0	0.0
643739	2.0	0.0
10735	8626.0	7987.0
401647	51.0	82.0
10738	3.0	0.0
401646	0.0	3.0
10737	2.0	14.0
10739	1167.0	320.0
376132	0.0	1.0
10730	10241.0	7505.0
101929184	11.0	61.0
10732	982.0	632.0
138804	1.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	30.0	8.0
124221	14.0	44.0
124222	915.0	752.0
114897	10178.0	2351.0
114898	341.0	139.0
124220	4376.0	5427.0
114899	540.0	10380.0
391777	24.0	18.0
10745	619.0	596.0
56104	140.0	58.0
83700	12166.0	3036.0
401638	0.0	1.0
10744	1.0	2.0
56105	125.0	67.0
10747	35.0	81.0
401637	0.0	0.0
56106	235.0	154.0
10746	4570.0	3582.0
56107	342.0	107.0
10749	17729.0	10996.0
56100	282.0	148.0
401634	0.0	0.0
10748	50.0	108.0
56101	472.0	300.0
56102	92.0	52.0
56103	278.0	102.0
643744	11.0	6.0
10741	1842.0	1378.0
56108	210.0	88.0
10740	61.0	39.0
643749	225.0	151.0
56109	335.0	209.0
10743	3778.0	3070.0
342732	2.0	3.0
10742	6232.0	2210.0
101929198	0.0	0.0
101929196	0.0	6.0
100420811	0.0	3.0
114884	2991.0	1840.0
317774	0.0	3.0
114885	1778.0	911.0
401630	0.0	0.0
317772	0.0	2.0
100419821	0.0	0.0
56110	263.0	128.0
317778	0.0	0.0
83729	36.0	26.0
317775	1.0	1.0
83734	542.0	564.0
10712	2073.0	1937.0
83733	211.0	233.0
10714	1073.0	780.0
126868	71.0	165.0
317769	1.0	0.0
100419829	0.0	1.0
10713	3375.0	2752.0
317768	0.0	0.0
10716	1.0	2.0
100419827	0.0	1.0
56111	176.0	79.0
10715	26.0	247.0
56112	121.0	44.0
56113	458.0	102.0
83732	984.0	1090.0
10718	10.0	11.0
10717	667.0	764.0
56114	74.0	52.0
388125	72.0	19.0
401629	4.0	0.0
317781	1407.0	1631.0
388122	3.0	1.0
83719	2351.0	3665.0
56120	2.0	14.0
56121	406.0	189.0
114876	4962.0	2902.0
388121	475.0	179.0
83716	16873.0	5936.0
83715	383.0	254.0
114879	4344.0	3669.0
100420829	0.0	0.0
10723	3917.0	5137.0
56126	306.0	148.0
83723	6.0	9.0
126859	1.0	16.0
56127	162.0	116.0
10725	6277.0	3896.0
56128	49.0	40.0
56129	373.0	114.0
10724	10279.0	10420.0
114880	1677.0	544.0
56122	615.0	381.0
388115	2616.0	915.0
401613	409.0	1243.0
114881	747.0	1317.0
10726	8064.0	6207.0
56123	380.0	213.0
401612	314.0	154.0
114882	6120.0	3601.0
56124	271.0	74.0
10728	15063.0	13588.0
114883	7669.0	6255.0
56125	180.0	45.0
643766	0.0	0.0
10721	44.0	39.0
10720	2.0	0.0
100420830	1.0	2.0
136259	2.0	7.0
100420834	0.0	0.0
317751	51.0	17.0
124274	0.0	0.0
388152	77.0	78.0
317754	0.0	0.0
317753	0.0	1.0
317749	919.0	788.0
342705	3.0	3.0
151888	38.0	83.0
151887	28703.0	3212.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	374.0	394.0
100420843	0.0	0.0
100293090	199.0	126.0
148254	365.0	354.0
317762	2505.0	2080.0
317761	36.0	137.0
100419854	0.0	0.0
317760	12.0	5.0
317767	0.0	0.0
100271715	69.0	40.0
148252	1105.0	767.0
100271722	258.0	520.0
199834	0.0	0.0
388135	1843.0	343.0
101929152	8.0	6.0
100420854	0.0	3.0
222950	367.0	71.0
100419867	0.0	3.0
148266	458.0	224.0
100419868	2.0	5.0
148268	658.0	388.0
100419866	13.0	0.0
100420859	0.0	0.0
124245	2932.0	2315.0
317729	0.0	0.0
136288	0.0	6.0
199800	95.0	93.0
101930150	0.0	0.0
163882	2540.0	1717.0
388165	85.0	66.0
100419873	0.0	2.0
100271700	39.0	42.0
100271703	0.0	0.0
100271702	5.0	17.0
100420875	0.0	2.0
100420877	0.0	1.0
388199	1.0	1.0
22794	10014.0	6594.0
22795	2040.0	502.0
22796	1789.0	1660.0
22797	128.0	289.0
22798	9.0	50.0
317705	0.0	5.0
317703	0.0	0.0
317702	0.0	0.0
138882	2.0	9.0
138883	1.0	0.0
138881	4.0	4.0
100420881	0.0	1.0
388181	2.0	0.0
100419893	0.0	1.0
222967	0.0	5.0
219333	2742.0	1492.0
136227	294.0	453.0
222962	801.0	392.0
148213	229.0	358.0
388182	51.0	51.0
100419895	0.0	0.0
317716	1.0	0.0
148203	267.0	394.0
317719	46.0	13.0
148206	383.0	451.0
163859	2208.0	1460.0
101929110	8.0	11.0
101929111	0.0	0.0
219348	1552.0	108.0
219347	175.0	177.0
100420898	2.0	0.0
148223	1332.0	1690.0
10799	174.0	242.0
136242	0.0	1.0
10791	3155.0	1450.0
10794	226.0	91.0
10793	266.0	300.0
10795	1852.0	2083.0
10798	0.0	0.0
10797	2160.0	2716.0
101929121	0.0	0.0
101929120	23.0	38.0
101929127	3.0	6.0
317701	1.0	0.0
220323	2489.0	1699.0
148231	0.0	0.0
148229	76.0	89.0
151877	7.0	14.0
151871	0.0	1.0
93035	226.0	29.0
161176	470.0	414.0
56097	32.0	10.0
56098	17.0	8.0
56099	968.0	389.0
93034	24.0	18.0
283927	211.0	140.0
220359	16.0	31.0
653073	0.0	1.0
653075	2.0	2.0
256302	1618.0	1651.0
105373144	0.0	0.0
81050	0.0	0.0
199786	21.0	74.0
256309	81.0	183.0
100420792	0.0	0.0
95681	722.0	634.0
283914	0.0	0.0
81047	0.0	0.0
197131	4118.0	1764.0
197135	44.0	102.0
653061	1.0	5.0
93058	686.0	495.0
161198	1504.0	1334.0
283902	1.0	1.0
220382	80.0	56.0
81078	0.0	0.0
81079	1.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	1.0
199777	634.0	762.0
81061	0.0	0.0
653082	80.0	90.0
81090	0.0	1.0
100271649	0.0	0.0
199746	404.0	405.0
100271655	10.0	8.0
81099	0.0	0.0
100271650	3.0	3.0
199745	613.0	268.0
148170	2415.0	1462.0
256364	2505.0	3717.0
163786	257.0	378.0
220388	215.0	38.0
100271639	0.0	0.0
163782	900.0	268.0
100271646	5.0	18.0
283953	0.0	1.0
256355	42.0	18.0
100271644	1.0	1.0
283951	444.0	469.0
256356	3340.0	4331.0
100271643	2.0	1.0
100271640	0.0	0.0
81081	0.0	0.0
161159	17.0	16.0
148189	507.0	621.0
93099	1053.0	1292.0
100271627	0.0	0.0
283948	121.0	98.0
256329	49.0	280.0
100271634	2.0	0.0
100271636	3.0	1.0
100271630	0.0	2.0
100271633	0.0	1.0
100271632	1.0	1.0
199720	21.0	36.0
93082	133.0	203.0
161145	806.0	398.0
100271617	0.0	0.0
100271616	5.0	2.0
161142	5.0	5.0
100271619	0.0	0.0
148198	11.0	5.0
100271618	0.0	1.0
100271624	2.0	1.0
100271623	2.0	1.0
283933	132.0	108.0
100271625	0.0	1.0
93081	206.0	231.0
100271620	0.0	6.0
283932	97.0	172.0
100271622	4.0	0.0
100271621	0.0	0.0
199731	4092.0	3392.0
100124332	1.0	0.0
643664	0.0	3.0
256394	10.0	94.0
83637	6240.0	7580.0
83636	1818.0	1200.0
401565	2.0	4.0
401563	20.0	51.0
401562	25.0	29.0
401561	16.0	46.0
283999	0.0	5.0
283994	0.0	3.0
643668	1.0	0.0
283991	1365.0	2263.0
340198	5.0	4.0
643669	9.0	30.0
340192	1.0	0.0
643680	4.0	25.0
197196	0.0	0.0
56033	4.0	21.0
401551	2.0	2.0
83657	60.0	47.0
83656	0.0	0.0
83659	1.0	5.0
283989	964.0	1537.0
83658	6737.0	6249.0
401548	1064.0	1040.0
56034	5191.0	2083.0
283987	6732.0	10718.0
256369	0.0	0.0
401546	1396.0	2945.0
83655	0.0	0.0
283985	2.0	2.0
283982	0.0	0.0
283981	15.0	49.0
643677	2.0	11.0
83650	3.0	9.0
197187	129.0	81.0
449520	1.0	4.0
401541	375.0	285.0
401540	1.0	0.0
83639	3.0	14.0
83638	3492.0	2974.0
256380	37.0	141.0
449518	0.0	0.0
83648	77.0	283.0
401537	7.0	8.0
83647	0.0	0.0
83641	3626.0	3589.0
401535	22.0	8.0
83643	5632.0	2073.0
401533	2.0	0.0
643689	8.0	6.0
283971	0.0	2.0
83640	497.0	636.0
283970	4.0	12.0
114826	1197.0	879.0
114827	90.0	52.0
378706	3.0	2.0
378707	0.0	0.0
378708	140.0	166.0
339184	4.0	138.0
339186	0.0	1.0
56052	952.0	1067.0
114821	281.0	427.0
114822	353.0	2876.0
114823	3604.0	7636.0
114824	2.0	7.0
114825	1403.0	1333.0
643699	112.0	104.0
340168	0.0	0.0
114815	306.0	113.0
114817	3.0	0.0
114818	1685.0	846.0
114819	169.0	306.0
339175	732.0	801.0
56063	465.0	770.0
653017	0.0	0.0
56061	3743.0	3594.0
56062	175.0	48.0
114814	159.0	115.0
83667	873.0	397.0
83666	3034.0	3195.0
83660	1308.0	825.0
340156	92.0	47.0
83661	58.0	51.0
114804	329.0	1423.0
114805	417.0	202.0
340152	50.0	109.0
339168	1.0	0.0
114800	370.0	70.0
114801	371.0	346.0
93010	423.0	119.0
114803	1623.0	2260.0
83697	2.0	21.0
81034	1319.0	1079.0
81035	2750.0	4268.0
83696	3498.0	2516.0
83699	7735.0	4544.0
81037	4778.0	5673.0
83698	87.0	24.0
401588	202.0	313.0
83693	2060.0	1296.0
81030	31.0	75.0
83692	6439.0	2938.0
81031	4229.0	3701.0
83695	1785.0	1707.0
81033	868.0	301.0
83694	353.0	129.0
340146	1.0	6.0
83690	1551.0	1834.0
81027	6.0	11.0
81029	4391.0	2691.0
653042	0.0	0.0
653045	0.0	1.0
81025	1.0	3.0
401577	299.0	341.0
22877	9559.0	6084.0
22878	3421.0	2667.0
22879	3540.0	2969.0
22870	4966.0	4241.0
22871	542.0	152.0
22872	17716.0	15015.0
22873	2257.0	665.0
22874	3278.0	2201.0
22875	2555.0	2311.0
22876	2167.0	1189.0
10899	5742.0	8056.0
10898	1063.0	1613.0
10891	1492.0	354.0
136540	0.0	0.0
10890	9062.0	6575.0
10893	482.0	167.0
10892	3036.0	4508.0
136541	1.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	897.0	152.0
10897	2953.0	3615.0
10896	4.0	7.0
22888	1056.0	906.0
22889	1660.0	2822.0
22880	3134.0	2950.0
124540	4742.0	6356.0
22881	782.0	749.0
22882	4034.0	3604.0
22883	27102.0	25313.0
22884	763.0	1297.0
22885	2240.0	703.0
22887	4089.0	3778.0
342419	1.0	0.0
124538	0.0	0.0
124535	5.0	6.0
148523	597.0	248.0
283598	0.0	2.0
283596	97.0	305.0
283592	2.0	3.0
22856	4967.0	4145.0
161514	1.0	0.0
731424	6.0	2.0
22858	2933.0	2873.0
22859	2963.0	2619.0
22850	1760.0	1818.0
22852	483.0	488.0
22853	2501.0	2507.0
22854	1147.0	541.0
10877	0.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	176.0	8.0
10878	9.0	5.0
148534	1982.0	1395.0
104169670	29.0	3.0
104169671	26.0	22.0
100419903	3.0	6.0
283587	123.0	358.0
10871	41.0	71.0
10870	173.0	258.0
10873	940.0	1389.0
10875	3386.0	1836.0
10874	1.0	13.0
22866	177.0	282.0
22868	1950.0	1959.0
22869	1032.0	1036.0
100309464	1.0	1.0
161502	4.0	3.0
100420901	0.0	0.0
22861	2965.0	1286.0
22862	5960.0	5535.0
22863	2696.0	1661.0
22864	3186.0	3287.0
22865	339.0	33.0
10888	8.0	10.0
56203	310.0	11.0
643609	0.0	0.0
56204	2136.0	3550.0
10887	2.0	2.0
124512	834.0	999.0
148545	0.0	0.0
283579	1.0	0.0
283578	2868.0	1551.0
10880	0.0	1.0
283576	12.0	2.0
10882	1053.0	15.0
