id	c2b14984-5f00-40a2-b977-990f30066906	a772773c-9c24-4eb0-bd27-70c8a72b2f51
54578	13.0	0.0
255631	13.0	22.0
400931	64.0	91.0
54577	0.0	0.0
54576	1.0	0.0
54575	0.0	0.0
6205	183664.0	60379.0
100506915	2.0	1.0
8869	1328.0	346.0
6204	27959.0	7221.0
6207	51012.0	19013.0
6206	112216.0	37163.0
8867	348.0	570.0
54579	0.0	0.0
6209	41710.0	21114.0
6208	135185.0	37616.0
170384	691.0	691.0
100506916	0.0	0.0
8882	2539.0	1424.0
8883	3344.0	2099.0
8880	4414.0	4552.0
8881	4379.0	2437.0
8886	5083.0	3481.0
6223	85268.0	35231.0
100421512	0.0	0.0
8887	17577.0	13059.0
6222	263468.0	71867.0
8884	984.0	1361.0
6224	115946.0	38338.0
100421515	12.0	5.0
54581	373.0	126.0
54580	0.0	0.0
54585	2215.0	849.0
54584	236.0	157.0
54583	3058.0	3783.0
54587	1230.0	1948.0
54586	0.0	0.0
8879	5813.0	7905.0
170371	580.0	179.0
170370	0.0	0.0
8877	243.0	222.0
6218	87185.0	29683.0
6217	79727.0	30857.0
8878	13943.0	8940.0
6219	8.0	2.0
100506907	0.0	0.0
100506906	51.0	229.0
255649	0.0	0.0
6230	56441.0	20856.0
8893	4094.0	3763.0
8894	6091.0	4122.0
101928440	0.0	0.0
8891	2684.0	1134.0
6232	90052.0	19445.0
8892	2220.0	1114.0
6231	20454.0	8606.0
8897	234.0	663.0
6234	31175.0	17969.0
8898	5063.0	4038.0
6233	70045.0	22221.0
8895	19687.0	12482.0
6236	460.0	183.0
8896	5156.0	1799.0
6235	39472.0	10661.0
101928442	0.0	0.0
101928448	0.0	0.0
8890	3950.0	3561.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	0.0	2.0
253039	1723.0	817.0
6227	49925.0	12450.0
6226	6.0	2.0
6229	117878.0	51217.0
8888	2140.0	5161.0
6228	66570.0	34129.0
6241	181.0	727.0
6240	3629.0	3343.0
100421411	0.0	0.0
6242	1668.0	568.0
100421413	3.0	5.0
101928455	3.0	0.0
6244	0.0	0.0
6247	5.0	2.0
100421415	4.0	8.0
6246	0.0	0.0
280644	0.0	0.0
253044	0.0	0.0
6238	5381.0	31510.0
6237	10101.0	2412.0
8899	4445.0	3603.0
6239	1670.0	5589.0
6252	1167.0	1529.0
100421420	14.0	4.0
6251	5658.0	2956.0
100421422	0.0	0.0
6253	2260.0	282.0
6256	2872.0	5833.0
100421424	0.0	0.0
6258	28.0	12.0
6257	3831.0	2756.0
100421428	0.0	0.0
101928469	0.0	0.0
100421429	0.0	1.0
280637	1.0	0.0
280636	7595.0	2507.0
253018	23.0	20.0
253017	0.0	0.0
253012	73.0	725.0
6249	3573.0	6144.0
6248	0.0	0.0
6263	57.0	108.0
100421431	0.0	3.0
6262	478.0	2786.0
100421432	2.0	2.0
101928470	0.0	0.0
100421433	0.0	3.0
100421436	130.0	32.0
100421439	0.0	0.0
6261	148.0	33.0
6260	3.0	0.0
6259	6792.0	2610.0
100421430	0.0	0.0
6274	121.0	31.0
6273	1003.0	6.0
6276	3.0	3.0
6275	8325.0	1194.0
6278	55.0	0.0
6277	36614.0	3500.0
6279	287.0	38.0
6272	3283.0	5851.0
6271	67.0	41.0
6285	200.0	17.0
6284	2633.0	400.0
100421455	0.0	0.0
6286	677.0	1092.0
6289	224.0	3.0
6288	480.0	5.0
6281	12433.0	4908.0
6280	1055.0	107.0
6283	24.0	2.0
6282	18512.0	8169.0
123920	1570.0	521.0
100421451	0.0	0.0
6296	4214.0	633.0
6295	5.0	2.0
6297	690.0	286.0
6299	13.0	10.0
101928420	0.0	0.0
6290	0.0	0.0
6291	2.0	0.0
6294	2083.0	4165.0
6293	3066.0	3255.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	5.0	0.0
54505	2811.0	2769.0
280660	0.0	0.0
54504	2108.0	950.0
280661	15.0	9.0
54503	1166.0	977.0
54502	15423.0	23398.0
54509	54.0	41.0
123904	1.0	1.0
54508	114.0	133.0
100421473	0.0	0.0
54507	99.0	131.0
100421487	0.0	0.0
133308	451.0	261.0
147945	3.0	0.0
123970	0.0	0.0
100421480	1.0	3.0
147947	2541.0	1292.0
147948	476.0	254.0
147949	432.0	290.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	0.0
100421499	0.0	0.0
101060006	1.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	0.0	0.0
147965	1778.0	958.0
147968	51.0	4.0
107126289	57.0	1.0
107126287	2.0	0.0
101060039	3.0	0.0
121360	0.0	0.0
101060032	18.0	2.0
135924	0.0	0.0
135927	5.0	2.0
121355	11.0	2.0
147906	1024.0	462.0
135932	295.0	6.0
101060045	0.0	2.0
135935	0.0	0.0
101060040	0.0	0.0
147912	740.0	719.0
135942	0.0	0.0
135941	0.0	1.0
121340	5.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	11.0	1.0
147923	1243.0	424.0
147920	9.0	4.0
147929	233.0	196.0
104326192	0.0	0.0
104326193	3.0	7.0
375444	393.0	93.0
104326189	0.0	0.0
101060020	1.0	0.0
375449	1299.0	1362.0
104326188	0.0	0.0
121328	0.0	6.0
91653	1198.0	1818.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	224.0	5595.0
27085	139.0	68.0
27086	5877.0	7815.0
389756	0.0	0.0
147429	50.0	37.0
27089	18157.0	6512.0
91646	11.0	6.0
91647	1635.0	1127.0
642968	4.0	1.0
135458	1.0	5.0
390766	0.0	0.0
27098	2782.0	1036.0
27099	0.0	1.0
27097	1383.0	1265.0
389741	252.0	85.0
27090	867.0	178.0
27091	1.0	0.0
27094	38.0	18.0
27095	6895.0	2598.0
27092	2905.0	1392.0
642976	19.0	2.0
400629	0.0	6.0
27093	0.0	0.0
160428	277.0	258.0
375133	124.0	219.0
387122	0.0	0.0
390730	0.0	0.0
390732	0.0	0.0
390735	0.0	0.0
387119	185.0	321.0
27063	14.0	6.0
387117	0.0	0.0
27069	19955.0	8959.0
400612	3.0	0.0
27067	3086.0	3144.0
27068	7595.0	4197.0
221908	832.0	428.0
341799	0.0	0.0
400619	304.0	18.0
642987	123.0	66.0
400618	44.0	3.0
400617	46.0	147.0
64065	28267.0	11274.0
91662	9.0	8.0
91663	7563.0	11028.0
64064	24.0	6.0
64067	67.0	70.0
64066	0.0	0.0
91661	1350.0	723.0
91664	1475.0	357.0
147463	884.0	148.0
387111	2.0	1.0
27076	1936.0	1016.0
390748	0.0	2.0
27077	1064.0	403.0
400604	120.0	100.0
27074	530.0	174.0
27075	7971.0	20030.0
389766	3.0	2.0
387103	394.0	101.0
387104	9.0	5.0
27079	757.0	295.0
389763	0.0	0.0
341784	2.0	1.0
642996	0.0	0.0
27072	5137.0	4653.0
160419	3.0	2.0
64061	2916.0	1624.0
400609	1.0	0.0
160418	3241.0	1864.0
64063	562.0	25.0
27071	252.0	61.0
64062	2334.0	2197.0
91695	153.0	217.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	4.0	0.0
100313770	0.0	0.0
64077	1802.0	1237.0
91694	1841.0	1910.0
100313771	0.0	0.0
390790	0.0	0.0
221927	2277.0	3167.0
390792	4.0	1.0
400680	7.0	13.0
27043	2370.0	4330.0
27044	17429.0	29690.0
27042	1297.0	1237.0
389799	3.0	50.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	170.0	143.0
100313777	0.0	0.0
27040	7.0	3.0
100313774	0.0	0.0
64073	511.0	21.0
64087	11110.0	90162.0
221914	13.0	23.0
64089	1099.0	799.0
100313781	0.0	0.0
91683	93.0	55.0
91689	10485.0	4072.0
100313780	0.0	0.0
245908	0.0	0.0
91687	430.0	225.0
245909	0.0	0.0
400673	665.0	411.0
389792	186.0	797.0
389791	0.0	2.0
387129	0.0	0.0
400668	3.0	1.0
389787	76.0	24.0
64081	826.0	1134.0
64080	241.0	129.0
64083	15813.0	16941.0
64084	396.0	125.0
64098	279.0	192.0
64097	567.0	1059.0
400660	101.0	7.0
8909	35.0	7.0
27022	5.0	6.0
8907	2157.0	2344.0
341757	0.0	0.0
400658	46.0	2.0
8908	521.0	309.0
147407	2.0	2.0
27020	15603.0	6485.0
400657	1057.0	274.0
27023	1.0	2.0
400654	0.0	0.0
64090	0.0	11.0
64092	304.0	174.0
64091	1988.0	507.0
8900	9.0	2.0
64094	4843.0	4586.0
8905	1392.0	579.0
147409	4.0	0.0
64093	3346.0	1575.0
8906	1192.0	2208.0
64096	1.0	0.0
8904	6212.0	2841.0
221935	260.0	9490.0
221937	605.0	2724.0
221938	0.0	0.0
400652	34.0	10.0
400650	1.0	0.0
27039	19.0	2.0
27032	26949.0	39935.0
27033	13.0	24.0
27030	1203.0	813.0
27031	385.0	188.0
27036	44.0	45.0
400645	0.0	0.0
27037	1884.0	1390.0
400644	5.0	5.0
27034	7996.0	7626.0
400643	1045.0	13965.0
27035	119.0	37.0
8912	1835.0	11138.0
100313769	0.0	2.0
8913	167.0	194.0
8910	1721.0	1075.0
8911	1.0	6.0
8916	4513.0	5372.0
8914	623.0	1247.0
8915	1268.0	1154.0
245935	0.0	0.0
245936	0.0	0.0
245937	1.0	0.0
245938	0.0	0.0
8930	2138.0	871.0
245939	0.0	0.0
221960	584.0	295.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	1313.0	5203.0
8927	19.0	82.0
8928	7.0	12.0
8925	1447.0	4196.0
8926	110.0	29.0
221955	1222.0	1090.0
8941	2.0	2.0
8942	117.0	55.0
375189	30.0	15.0
8940	20.0	17.0
245940	0.0	0.0
206338	1.0	5.0
375190	815.0	327.0
196446	5.0	14.0
8934	5355.0	2834.0
8935	2003.0	3400.0
196441	1190.0	1174.0
8932	2747.0	2592.0
8933	6457.0	4567.0
8938	680.0	2465.0
8939	2797.0	4073.0
8936	389.0	806.0
326105	0.0	1.0
245913	0.0	0.0
245915	0.0	0.0
221981	705.0	717.0
245910	0.0	0.0
206358	811.0	1407.0
245911	4.0	1.0
245912	8.0	7.0
196415	0.0	0.0
642909	2.0	1.0
642907	0.0	0.0
8945	1802.0	3374.0
54659	8.0	0.0
54658	0.0	0.0
8943	4359.0	13501.0
54657	0.0	0.0
8944	0.0	0.0
196410	21.0	9.0
245927	0.0	0.0
245928	0.0	0.0
6300	957.0	511.0
245929	0.0	0.0
6302	7447.0	3273.0
6301	13898.0	6474.0
160492	2.0	11.0
54662	1823.0	2741.0
54661	2.0	14.0
54660	23.0	26.0
54665	2771.0	1394.0
54664	15322.0	6449.0
54663	1399.0	872.0
8970	485.0	250.0
8971	12114.0	6480.0
101928363	5.0	1.0
8974	1662.0	650.0
6311	1806.0	4619.0
8975	1227.0	1511.0
6310	2440.0	3215.0
91612	7512.0	2939.0
100421601	0.0	0.0
8972	4.0	7.0
8973	8.0	4.0
245972	319.0	60.0
245973	297.0	105.0
54677	5633.0	3776.0
54676	2285.0	1655.0
54675	6717.0	3792.0
147468	0.0	0.0
54674	503.0	134.0
6304	2001.0	3556.0
6303	31341.0	21860.0
8968	3.0	2.0
6305	1207.0	4278.0
91603	1187.0	728.0
91608	114.0	56.0
6307	11235.0	1630.0
642924	13.0	5.0
8969	409.0	364.0
6309	21463.0	9022.0
91607	904.0	547.0
6320	667.0	688.0
6322	580.0	266.0
8985	1641.0	2711.0
8986	1006.0	1699.0
64002	3648.0	11155.0
101928378	45.0	88.0
6324	157.0	110.0
64005	239.0	178.0
6323	1.0	0.0
101928376	4.0	5.0
54680	977.0	1018.0
642938	97.0	43.0
54682	3695.0	3239.0
54681	4077.0	3442.0
196403	2521.0	543.0
6315	0.0	0.0
6314	844.0	1651.0
6317	88.0	0.0
8976	5753.0	7330.0
6319	18449.0	6498.0
6318	53.0	1.0
642935	32.0	7.0
8992	23401.0	9548.0
8993	1.0	0.0
6331	47.0	64.0
8991	4357.0	6139.0
6330	427.0	249.0
100421621	3.0	8.0
8996	3097.0	2035.0
101928388	13.0	5.0
6332	1323.0	1902.0
8997	281.0	666.0
8994	1692.0	3841.0
6335	79.0	12.0
8995	10.0	2.0
6334	103.0	26.0
147495	10640.0	3389.0
100421629	0.0	0.0
8989	2.0	0.0
6326	59.0	6.0
8987	307.0	211.0
6328	7.0	2.0
91624	4087.0	1829.0
6327	64.0	22.0
8988	217.0	43.0
6329	16.0	18.0
642946	369.0	134.0
6340	294.0	197.0
6342	16192.0	10962.0
6341	2690.0	2585.0
6344	3.0	3.0
100421633	0.0	1.0
6343	14.0	9.0
100421634	0.0	0.0
6346	0.0	0.0
6345	161.0	115.0
100421638	1.0	2.0
642958	0.0	1.0
642959	0.0	0.0
6337	2385.0	160.0
642952	0.0	0.0
6336	0.0	8.0
6339	58.0	121.0
91614	234.0	11.0
8999	92.0	11.0
6338	209.0	36.0
642954	47.0	13.0
6351	266.0	227.0
6352	1531.0	519.0
6355	47.0	30.0
6354	17.0	3.0
6357	18.0	4.0
6356	22.0	22.0
100421528	1.0	1.0
6348	181.0	238.0
6347	4095.0	1145.0
196394	569.0	266.0
6362	61.0	1313.0
6361	14.0	3.0
6364	99.0	15.0
6363	611.0	494.0
100421533	34.0	30.0
6366	739.0	159.0
100421535	0.0	0.0
6368	40.0	19.0
6367	59.0	245.0
101928337	1.0	0.0
6360	7.0	2.0
255349	1.0	0.0
6359	0.0	1.0
6358	132.0	64.0
6373	892.0	157.0
101928340	4.0	2.0
6372	485.0	23.0
100421542	0.0	0.0
6375	69.0	29.0
6374	131.0	6.0
100421545	5.0	24.0
6376	4100.0	2341.0
101928345	0.0	18.0
100421549	0.0	0.0
6370	4.0	2.0
255313	0.0	0.0
196374	0.0	0.0
6369	9.0	9.0
6383	10260.0	1332.0
6386	7210.0	10962.0
6385	11761.0	5058.0
6388	7362.0	2372.0
6387	3341.0	1347.0
6389	5019.0	5919.0
255330	0.0	0.0
6382	7205.0	1728.0
102724246	4.0	4.0
255324	10.0	0.0
196385	17.0	59.0
196383	2703.0	813.0
100421550	0.0	0.0
6397	1880.0	3952.0
100421565	1.0	0.0
6396	9500.0	5306.0
100421566	0.0	0.0
6399	1594.0	693.0
6398	1773.0	175.0
6391	7794.0	4681.0
6390	5921.0	2999.0
6392	9639.0	2445.0
282997	169.0	119.0
282996	30.0	14.0
100134229	496.0	570.0
282991	3684.0	1442.0
100421560	0.0	0.0
100421577	26.0	12.0
100421579	1.0	3.0
255394	649.0	329.0
102724224	0.0	1.0
54600	0.0	0.0
54602	7393.0	3871.0
282980	0.0	0.0
54606	4231.0	2708.0
100421572	0.0	0.0
100421588	3.0	0.0
100421589	278.0	29.0
282974	582.0	579.0
282973	114.0	112.0
54619	346.0	365.0
100421581	0.0	3.0
196335	0.0	1.0
100421582	2.0	6.0
54617	1178.0	1461.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	267.0	198.0
282969	518.0	46.0
102724201	0.0	0.0
282966	0.0	0.0
54622	1730.0	1539.0
100134259	27.0	8.0
54621	1296.0	935.0
54620	322.0	1233.0
54626	352.0	697.0
54625	2361.0	2069.0
54623	5403.0	4481.0
54629	2455.0	2304.0
54627	140.0	16.0
27005	1412.0	1310.0
27006	10.0	3.0
27000	997.0	1054.0
27004	3.0	0.0
27018	12597.0	5005.0
27019	5.0	51.0
400591	0.0	0.0
27010	387.0	254.0
27012	0.0	0.0
27013	7785.0	4895.0
400581	3.0	1.0
400578	6.0	0.0
400569	1810.0	840.0
400566	190.0	126.0
389715	0.0	0.0
100313829	0.0	1.0
390729	4.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	2.0	4.0
389730	1.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	930.0	458.0
390872	0.0	0.0
390874	1.0	6.0
654835	0.0	0.0
400759	472.0	68.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	1.0	0.0
400752	109.0	141.0
137994	106.0	63.0
642843	6.0	1.0
91768	336.0	306.0
64151	56.0	194.0
64150	218.0	132.0
64168	1415.0	108.0
64167	4645.0	1809.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	4780.0	1832.0
400746	619.0	17.0
400745	8.0	2.0
389866	7.0	3.0
150962	881.0	303.0
64175	1207.0	993.0
162968	79.0	86.0
64174	139.0	102.0
162966	549.0	161.0
162967	2380.0	1278.0
162962	664.0	234.0
162963	473.0	364.0
125981	266.0	7.0
149992	0.0	0.0
390856	0.0	0.0
390858	382.0	80.0
27187	1.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	179.0	417.0
149986	1644.0	2925.0
147323	4.0	1.0
326293	0.0	0.0
100313839	0.0	0.0
389898	1.0	0.0
100313837	0.0	0.0
326295	0.0	2.0
27189	0.0	1.0
100313838	0.0	0.0
326294	1.0	0.0
125972	1.0	1.0
642864	1.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	207.0	97.0
27183	4101.0	4587.0
64170	70.0	63.0
642869	1.0	1.0
27180	49.0	73.0
27181	106.0	141.0
64172	688.0	333.0
100313830	0.0	0.0
375248	110.0	126.0
91782	3315.0	3502.0
27197	27.0	14.0
147339	1675.0	1559.0
27198	417.0	668.0
27195	0.0	0.0
125965	6.0	2.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	35.0	13.0
400720	950.0	647.0
149998	1.0	4.0
389884	0.0	0.0
326286	1.0	0.0
27190	83.0	10.0
64180	10.0	3.0
27193	0.0	0.0
100313842	11.0	3.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	15.0	14.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	2.0	0.0
387264	0.0	5.0
387263	2259.0	2250.0
206412	16.0	19.0
27164	270.0	404.0
27165	74.0	3.0
27163	11390.0	10935.0
400799	0.0	0.0
400798	22.0	8.0
27166	3332.0	2199.0
400797	0.0	0.0
326272	0.0	0.0
326275	1.0	0.0
326277	2.0	2.0
326279	16.0	6.0
27160	2.0	0.0
27161	720.0	2597.0
326278	10.0	9.0
100313895	0.0	0.0
642888	1.0	0.0
100313896	0.0	1.0
387254	0.0	0.0
400793	304.0	745.0
150928	78.0	56.0
27175	1160.0	379.0
149934	0.0	0.0
27173	10475.0	6724.0
150921	0.0	0.0
27179	0.0	0.0
27177	0.0	0.0
27178	0.0	1.0
341883	63.0	24.0
341880	103.0	10.0
27170	0.0	0.0
326269	0.0	0.0
137964	1796.0	6582.0
390892	0.0	0.0
375298	229.0	87.0
149951	7215.0	2282.0
27148	525.0	891.0
390895	0.0	0.0
206426	0.0	0.0
27143	462.0	385.0
27141	45.0	12.0
27146	11.0	18.0
106029310	1.0	0.0
27147	406.0	355.0
27145	255.0	214.0
123355	1022.0	771.0
137970	956.0	1947.0
375287	1610.0	348.0
387276	0.0	0.0
27159	0.0	3.0
387273	5.0	0.0
150947	1.0	0.0
150946	137.0	87.0
27153	938.0	1602.0
27154	1841.0	5995.0
400769	0.0	0.0
27151	2761.0	484.0
27152	589.0	389.0
123346	0.0	3.0
27158	375.0	578.0
400765	0.0	0.0
100293516	398.0	548.0
387266	0.0	0.0
27156	72.0	11.0
149954	1.0	0.0
387267	0.0	0.0
375295	21.0	16.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	2.0	2.0
160365	15.0	6.0
160364	99.0	17.0
102724316	1356.0	911.0
54754	0.0	3.0
54753	790.0	702.0
54752	2.0	4.0
54751	5955.0	3938.0
54758	947.0	1502.0
54757	102.0	129.0
54756	1022.0	640.0
101928290	49.0	8.0
6401	1714.0	5599.0
6400	10279.0	23667.0
102724307	1.0	4.0
54760	81.0	88.0
54765	4108.0	8679.0
54764	1119.0	1340.0
54763	1.0	2.0
54762	475.0	378.0
54769	9.0	4.0
54768	35.0	54.0
54766	0.0	0.0
159371	247.0	49.0
100421700	0.0	0.0
100421701	0.0	1.0
100421702	0.0	0.0
100421704	3.0	4.0
100421705	0.0	0.0
100421706	0.0	0.0
100421707	0.0	0.0
100421708	0.0	0.0
100421709	0.0	0.0
54776	3589.0	3182.0
91703	100.0	3.0
6403	617.0	752.0
6402	312.0	289.0
6405	2009.0	5207.0
54778	1858.0	1563.0
6404	515.0	422.0
54777	33.0	38.0
6407	53.0	29.0
6406	126.0	55.0
64100	0.0	0.0
64102	63.0	3.0
6421	10903.0	10115.0
100421710	0.0	0.0
64101	28.0	39.0
6423	1404.0	2034.0
6422	4322.0	4374.0
64106	22.0	6.0
64105	113.0	43.0
64108	673.0	39.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	1.0
64109	7.0	7.0
54780	3124.0	1198.0
54785	579.0	655.0
54784	1012.0	621.0
6414	26039.0	16544.0
6416	3730.0	4021.0
54788	4539.0	3993.0
6415	40399.0	12294.0
6418	14390.0	13443.0
6419	3735.0	852.0
6430	10893.0	9187.0
64111	0.0	0.0
162989	2494.0	1553.0
64110	3378.0	2786.0
6432	8890.0	3733.0
6431	12369.0	7642.0
64112	7356.0	2943.0
64115	2029.0	1066.0
6434	8373.0	4950.0
101928243	75.0	155.0
6433	1130.0	1532.0
64114	23036.0	12873.0
101928244	0.0	0.0
100421724	5.0	3.0
64116	1729.0	5335.0
64118	4474.0	7891.0
101928248	59.0	18.0
100421728	0.0	0.0
54790	1266.0	1531.0
100421729	0.0	0.0
104548973	0.0	0.0
104548972	0.0	0.0
54793	3259.0	1689.0
400713	1381.0	832.0
104548971	7.0	3.0
104548970	0.0	0.0
54798	55.0	24.0
255411	0.0	0.0
54797	1671.0	417.0
54796	465.0	365.0
54795	5462.0	34308.0
6425	13.0	3.0
6424	519.0	274.0
150992	0.0	0.0
6427	5670.0	4137.0
54799	1144.0	931.0
6426	6636.0	7055.0
6429	3844.0	3319.0
6428	26687.0	9423.0
162979	34.0	7.0
6441	277.0	60.0
64122	1242.0	1522.0
64121	2106.0	978.0
6440	3.0	2.0
100421731	0.0	0.0
6443	6656.0	1424.0
101928256	0.0	0.0
6442	1064.0	266.0
64123	1389.0	979.0
100421733	0.0	0.0
6445	147.0	36.0
100421734	0.0	0.0
6444	1310.0	1192.0
160313	0.0	2.0
100421736	0.0	0.0
64127	83.0	36.0
162972	930.0	281.0
64129	4384.0	1424.0
255426	6.0	4.0
642818	0.0	0.0
642819	514.0	157.0
400709	3.0	2.0
6439	4.0	1.0
642812	2.0	2.0
64131	258.0	899.0
654817	10.0	26.0
6450	1358.0	264.0
91750	1594.0	764.0
64130	712.0	274.0
654816	19.0	13.0
6452	791.0	1397.0
100421741	0.0	0.0
64132	2666.0	3640.0
6451	18216.0	13564.0
64135	1755.0	1223.0
91754	5134.0	5610.0
6453	2530.0	2361.0
6456	613.0	427.0
91752	171.0	96.0
64137	20.0	15.0
6455	4649.0	4316.0
147372	299.0	127.0
6447	399.0	58.0
6446	2320.0	2513.0
91748	1136.0	3837.0
6449	5158.0	5441.0
135398	10.0	1.0
91746	3713.0	3822.0
6448	3189.0	5085.0
91749	307.0	344.0
6461	823.0	272.0
6462	53.0	24.0
6465	0.0	0.0
100421754	0.0	0.0
64146	79.0	125.0
64145	1939.0	2216.0
6464	4142.0	4477.0
162998	3.0	3.0
100421756	2.0	0.0
101928276	1.0	2.0
64147	559.0	321.0
160335	1161.0	2039.0
6466	0.0	0.0
162993	878.0	206.0
64149	2734.0	1023.0
147381	71.0	285.0
255403	657.0	456.0
6458	3.0	9.0
6457	93.0	7.0
91734	0.0	0.0
6459	10.0	4.0
6472	3344.0	4173.0
6471	0.0	0.0
6474	3.0	76.0
6473	0.0	0.0
6476	182.0	24.0
6478	1903.0	1875.0
6477	903.0	475.0
101928200	30.0	6.0
100421648	3.0	0.0
6470	1410.0	856.0
6469	105.0	3.0
6468	2952.0	4385.0
6483	890.0	720.0
6482	627.0	963.0
100421652	0.0	0.0
6484	1453.0	2102.0
6487	1366.0	698.0
196294	1076.0	385.0
6489	823.0	296.0
497661	1095.0	560.0
100421657	0.0	1.0
6480	12458.0	10832.0
102724386	4.0	0.0
6494	1626.0	615.0
6493	260.0	7688.0
6496	0.0	1.0
6495	2194.0	1027.0
6498	2931.0	1512.0
101928223	6.0	1.0
6497	2024.0	5928.0
6499	1912.0	3182.0
6490	90.0	61.0
6492	0.0	0.0
6491	239.0	353.0
101928232	0.0	1.0
100124700	0.0	0.0
102724368	5.0	13.0
196264	1389.0	1110.0
54700	3469.0	3459.0
54707	1735.0	1448.0
497634	0.0	0.0
54704	1207.0	1027.0
54708	6073.0	7230.0
160287	8.0	6.0
54714	0.0	3.0
54718	149.0	21.0
100421681	0.0	0.0
54716	4.0	11.0
54715	50.0	63.0
100421695	4.0	1.0
100421697	0.0	0.0
100421698	0.0	0.0
100421699	1.0	0.0
102724349	4.0	3.0
102724341	0.0	0.0
159296	1.0	73.0
54729	0.0	0.0
54726	1857.0	1763.0
100421694	0.0	0.0
255480	155.0	215.0
54732	15872.0	15892.0
54734	21.0	16.0
54733	5345.0	9457.0
54739	242.0	76.0
54738	563.0	1418.0
54737	3455.0	3350.0
160298	0.0	2.0
102724321	0.0	0.0
255488	5730.0	3274.0
54742	30.0	2.0
54741	12486.0	5646.0
54749	6805.0	5846.0
137902	15.0	7.0
27128	422.0	219.0
27129	2196.0	597.0
29789	7947.0	5496.0
27127	6.0	4.0
27120	29.0	3.0
27121	28.0	1.0
29781	3172.0	1503.0
29780	1201.0	551.0
27124	384.0	220.0
27125	5958.0	13662.0
27122	9704.0	2509.0
29785	153.0	50.0
27123	226.0	38.0
125919	395.0	244.0
29799	178.0	221.0
390800	0.0	1.0
27131	5550.0	3185.0
654790	757.0	86.0
27132	30.0	151.0
27130	770.0	680.0
29798	117.0	36.0
27136	33.0	2.0
29797	0.0	0.0
27133	54.0	1.0
29796	11124.0	4485.0
27134	271.0	522.0
27106	907.0	611.0
27107	1777.0	1150.0
29768	43.0	7.0
29767	535.0	722.0
29766	3011.0	6179.0
27109	3115.0	1592.0
29761	2983.0	2195.0
29760	683.0	802.0
389813	220.0	441.0
389812	12.0	0.0
27102	11664.0	13404.0
29765	0.0	0.0
29763	2153.0	3760.0
27101	4891.0	2610.0
389816	2613.0	5114.0
27115	370.0	333.0
29778	1.0	1.0
29777	2492.0	761.0
27113	195.0	253.0
29775	512.0	1026.0
27111	208.0	52.0
29774	8.0	21.0
27112	274.0	928.0
390831	0.0	0.0
390834	0.0	0.0
390836	0.0	0.0
100313938	0.0	0.0
125950	687.0	2265.0
125958	0.0	1.0
377841	9.0	54.0
390843	0.0	0.0
390844	3.0	2.0
389827	0.0	0.0
652170	1.0	0.0
389860	0.0	0.0
390811	0.0	0.0
389857	0.0	0.0
390816	1.0	2.0
389856	278.0	283.0
125931	242.0	19.0
389852	0.0	0.0
100313914	0.0	0.0
389844	3.0	0.0
389840	28.0	5.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	17.0	12.0
91893	159.0	110.0
91894	17.0	15.0
147670	14.0	8.0
147664	11.0	1.0
642721	0.0	0.0
64285	1578.0	3283.0
64284	1015.0	1537.0
64288	1042.0	324.0
147685	26.0	21.0
121026	0.0	0.0
123688	383.0	218.0
341568	3.0	0.0
341567	0.0	0.0
642737	4.0	2.0
64283	660.0	227.0
64282	1170.0	1710.0
389541	10498.0	3453.0
147694	800.0	636.0
389537	188.0	92.0
147686	158.0	129.0
147687	407.0	255.0
121014	0.0	0.0
642741	45.0	19.0
159686	28.0	33.0
642746	2.0	0.0
642762	0.0	0.0
390502	0.0	0.0
390501	0.0	0.0
390503	0.0	0.0
121006	27.0	11.0
