id	b7aa2312-9946-4dc5-a844-7e1cf249e284	edc8824b-e337-47be-8f6e-9a7516e69df0
100271358	1.0	8.0
81399	0.0	0.0
283422	0.0	0.0
344866	1.0	6.0
100271351	0.0	0.0
283420	14.0	25.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	5.0	3.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	0.0	0.0
106481846	0.0	0.0
100307126	63.0	20.0
106481847	0.0	0.0
100271349	0.0	0.0
283417	1737.0	985.0
283416	39.0	48.0
106481851	1.0	0.0
106481852	0.0	1.0
100271344	0.0	0.0
283412	12.0	14.0
106481850	3.0	0.0
81382	0.0	0.0
81383	1.0	1.0
100271343	13.0	0.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	1021.0	787.0
283487	40.0	11.0
283486	12.0	0.0
283483	1.0	0.0
283481	29.0	7.0
283480	0.0	0.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	0.0	1.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	3.0	0.0
106481827	1.0	0.0
106481824	2.0	1.0
106481825	0.0	0.0
56547	161.0	41.0
106481830	0.0	0.0
56548	174.0	186.0
283471	0.0	1.0
731789	0.0	0.0
728170	5.0	9.0
283464	1544.0	925.0
283463	0.0	0.0
283461	0.0	0.0
283460	1.0	4.0
106481808	0.0	0.0
728167	1.0	3.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	2.0	2.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	3.0	43.0
81502	10827.0	13555.0
283459	1276.0	1008.0
283458	55.0	26.0
283455	452.0	104.0
645900	0.0	0.0
283450	3975.0	1610.0
780776	108.0	33.0
728113	179.0	280.0
126410	83.0	640.0
728116	206.0	122.0
728115	2.0	0.0
728118	35.0	18.0
81533	1872.0	735.0
126402	0.0	0.0
81532	1376.0	1256.0
645930	1.0	5.0
731779	0.0	1.0
728106	0.0	0.0
645922	0.0	3.0
645927	0.0	0.0
728134	11.0	10.0
474170	79.0	26.0
728130	63.0	31.0
645940	0.0	2.0
728132	0.0	0.0
728137	0.0	0.0
81555	2553.0	1183.0
81556	2664.0	1735.0
81557	0.0	1.0
81558	931.0	677.0
645939	1.0	0.0
81551	13.0	4.0
101055625	0.0	0.0
81552	945.0	556.0
81553	1513.0	720.0
344905	0.0	0.0
81554	2576.0	2528.0
474167	10.0	4.0
81550	1593.0	1469.0
344901	7.0	1.0
645931	0.0	0.0
645950	0.0	0.0
728121	65.0	29.0
81537	3059.0	2571.0
81539	3652.0	1717.0
728128	7.0	2.0
81544	806.0	569.0
81545	1903.0	874.0
81542	1144.0	680.0
81543	177.0	100.0
93517	454.0	277.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	150.0	31.0
126432	386.0	264.0
163404	1.0	0.0
138474	0.0	0.0
391365	0.0	0.0
391367	1.0	0.0
728192	0.0	0.0
728194	0.0	1.0
728190	611.0	331.0
391378	0.0	1.0
138412	2.0	6.0
138428	3.0	0.0
138429	21.0	11.0
391356	2357.0	2520.0
391358	6.0	25.0
56521	5176.0	1095.0
391282	0.0	0.0
643263	0.0	0.0
643264	0.0	0.0
100271209	82.0	26.0
222537	1.0	0.0
163351	4.0	1.0
100271217	2.0	1.0
100271216	0.0	0.0
100271218	1.0	3.0
401164	5.0	0.0
100271206	0.0	1.0
100271207	0.0	3.0
100271201	0.0	0.0
100271204	1.0	3.0
391266	0.0	0.0
440799	4.0	0.0
391267	4.0	1.0
222553	23.0	49.0
391269	0.0	0.0
440795	0.0	0.0
401152	3339.0	1814.0
126393	10890.0	1435.0
8200	4.0	9.0
8204	3837.0	1915.0
8202	2515.0	1248.0
391276	0.0	0.0
391279	0.0	0.0
401145	314.0	122.0
222545	0.0	1.0
126382	1152.0	1106.0
222546	921.0	232.0
606293	170.0	104.0
401138	0.0	1.0
401137	0.0	0.0
151393	289.0	128.0
692231	0.0	0.0
440738	0.0	1.0
692233	3.0	0.0
440737	49.0	79.0
8216	1162.0	1486.0
8214	71.0	73.0
440732	10.0	15.0
440730	7.0	7.0
222584	0.0	2.0
151325	3.0	0.0
8208	438.0	293.0
8209	5.0	9.0
8220	844.0	1157.0
8226	733.0	620.0
692223	0.0	0.0
8227	3792.0	1997.0
8224	60.0	33.0
692225	7.0	3.0
8225	2571.0	2292.0
692226	0.0	0.0
100381178	1.0	3.0
692227	29.0	119.0
692229	0.0	0.0
100310839	1.0	0.0
100310838	0.0	1.0
8218	131.0	87.0
8233	703.0	589.0
692210	3.0	0.0
8237	4738.0	2413.0
401190	64.0	15.0
692212	7.0	14.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1350.0	908.0
8242	5035.0	3999.0
8243	4152.0	2532.0
692201	0.0	0.0
692202	4.0	4.0
692203	0.0	0.0
692204	0.0	0.0
692205	13.0	2.0
692206	0.0	0.0
692207	0.0	0.0
692208	0.0	0.0
692209	1.0	0.0
8241	4084.0	4271.0
100310812	0.0	0.0
8239	5915.0	3097.0
151354	10212.0	2429.0
100271291	0.0	0.0
93432	0.0	0.0
100271290	0.0	0.0
645841	0.0	0.0
93436	2243.0	1922.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	0.0
106481781	2.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	0.0	0.0
283523	0.0	0.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	1.0
283521	10.0	4.0
100271296	0.0	0.0
645834	1.0	1.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1247.0	1308.0
93426	2.0	0.0
8269	398.0	293.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	736.0	821.0
8260	2027.0	2468.0
283518	36.0	35.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	1.0	1.0
81448	0.0	0.0
106481791	0.0	0.0
283514	7.0	3.0
106481796	4.0	1.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	1.0	0.0
100271286	4.0	1.0
645846	1.0	3.0
100271288	0.0	0.0
645843	0.0	0.0
81440	0.0	0.0
100271284	0.0	0.0
8277	2.0	0.0
645864	97.0	19.0
342374	0.0	4.0
440714	3.0	0.0
342372	0.0	8.0
342371	1063.0	545.0
440712	21.0	9.0
106481756	0.0	0.0
8270	1494.0	1239.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1242.0	989.0
728215	154.0	23.0
106481758	0.0	1.0
106481759	0.0	0.0
283507	47.0	22.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	3.0	5.0
106481763	0.0	0.0
81474	0.0	1.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	0.0	0.0
81470	0.0	0.0
100271274	0.0	0.0
100310841	0.0	0.0
81472	2.0	0.0
81473	0.0	0.0
100310840	45.0	30.0
100271273	0.0	0.0
645859	3.0	1.0
8288	3.0	3.0
8289	5703.0	1765.0
8287	399.0	124.0
643210	4.0	3.0
106481767	0.0	0.0
728207	0.0	6.0
106481768	4.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	529.0	227.0
106481769	0.0	0.0
106481770	1.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	0.0	0.0
100271263	0.0	2.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	2.0	4.0
100271262	0.0	0.0
100310851	0.0	1.0
342358	0.0	0.0
342357	213.0	131.0
100310850	0.0	0.0
100271261	1.0	0.0
643220	4.0	18.0
643224	143.0	98.0
645884	0.0	1.0
8291	327.0	269.0
401136	0.0	0.0
106481734	4.0	0.0
8292	170.0	58.0
401135	0.0	0.0
106481735	9.0	1.0
106481732	0.0	0.0
8290	0.0	0.0
106481733	0.0	0.0
8295	3313.0	1963.0
106481738	0.0	0.0
93474	152.0	66.0
106481739	0.0	0.0
8293	8.0	3.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	3413.0	3071.0
106481741	0.0	0.0
106481742	0.0	0.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	0.0	2.0
100271253	0.0	0.0
645879	0.0	0.0
81493	81.0	17.0
81494	0.0	0.0
100271254	0.0	0.0
283562	0.0	0.0
81490	1374.0	1667.0
81491	261.0	102.0
342346	11.0	5.0
100271250	0.0	2.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	3.0	0.0
106481745	0.0	0.0
401124	4.0	4.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	61.0	33.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	1.0	0.0
106481752	0.0	0.0
100271245	0.0	0.0
106481753	3.0	2.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	0.0
106481751	0.0	0.0
401115	107.0	262.0
81488	5661.0	2823.0
283554	245.0	97.0
283553	0.0	0.0
100271244	0.0	0.0
643226	1.0	0.0
283551	82.0	78.0
106481718	0.0	0.0
106481719	1.0	0.0
643246	44.0	41.0
93492	0.0	1.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	11.0	1.0
100271235	0.0	0.0
283547	24.0	19.0
401106	9.0	0.0
100271234	0.0	0.0
106481720	0.0	0.0
100271230	0.0	0.0
643236	0.0	0.0
100271233	0.0	0.0
100271232	0.0	4.0
643253	200.0	67.0
93487	6209.0	3294.0
106481729	0.0	0.0
643255	2.0	0.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	0.0	0.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	2.0	1.0
283537	236.0	121.0
100271229	0.0	0.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	0.0	0.0
106481731	0.0	0.0
100271226	0.0	1.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	1.0	0.0
344978	0.0	0.0
100271221	0.0	0.0
138716	1391.0	1330.0
780852	4.0	1.0
728276	2.0	1.0
780853	0.0	0.0
728279	0.0	0.0
138715	1.0	0.0
780851	2.0	0.0
100126356	0.0	0.0
285796	6.0	2.0
81607	974.0	711.0
81608	2090.0	736.0
81609	4316.0	2571.0
81603	10398.0	6879.0
81605	2289.0	2283.0
81606	15793.0	11291.0
81610	415.0	73.0
56654	17833.0	20250.0
56655	963.0	538.0
81611	1816.0	1062.0
56650	4188.0	2255.0
29028	3545.0	2556.0
283129	10.0	3.0
56651	7.0	2.0
56652	692.0	376.0
100126354	0.0	0.0
100126355	1.0	0.0
56658	938.0	736.0
283120	355.0	54.0
56659	340.0	143.0
100126350	2.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	1.0	0.0
100126345	0.0	0.0
728262	1.0	2.0
138724	2.0	0.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	300.0	60.0
100126348	0.0	0.0
728263	7.0	4.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	51.0	56.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	1.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3782.0	1733.0
100190924	0.0	0.0
56666	813.0	587.0
30012	0.0	2.0
29034	0.0	0.0
56667	46.0	57.0
106865375	0.0	0.0
81602	708.0	393.0
30014	0.0	0.0
106865374	0.0	0.0
56662	0.0	0.0
30011	775.0	410.0
283116	30.0	9.0
56663	0.0	0.0
30010	0.0	0.0
56664	0.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	858.0	639.0
100126335	1.0	0.0
100126336	0.0	0.0
93611	1520.0	1326.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	7.0	2.0
100381202	0.0	0.0
56670	2.0	6.0
81626	0.0	2.0
81627	2005.0	1422.0
81628	2963.0	1794.0
56676	0.0	0.0
30001	2985.0	1727.0
54012	0.0	0.0
56677	0.0	0.0
246175	2883.0	2091.0
56672	652.0	403.0
246176	0.0	3.0
56673	3.0	7.0
54016	0.0	0.0
283106	5.0	0.0
30000	4243.0	2321.0
56674	3072.0	2541.0
54015	0.0	0.0
81631	4056.0	2269.0
56675	323.0	208.0
54014	2219.0	1381.0
283104	157.0	82.0
100126330	0.0	0.0
30009	13.0	8.0
283102	13.0	9.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	0.0	0.0
30008	1314.0	615.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	448.0	62.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	73.0	7.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	1003.0	580.0
100126325	0.0	0.0
66005	4905.0	4201.0
100126326	0.0	0.0
81618	3375.0	2704.0
81619	7303.0	5840.0
56681	5379.0	3787.0
66008	3476.0	2130.0
29018	0.0	0.0
81614	3177.0	1063.0
54020	3539.0	1833.0
81615	41.0	34.0
81616	13.0	4.0
81617	12798.0	9503.0
767846	9.0	7.0
81621	292.0	165.0
81622	807.0	678.0
246184	450.0	135.0
767851	0.0	1.0
81623	0.0	0.0
54022	2.0	2.0
81624	144.0	11.0
767853	0.0	0.0
54021	23.0	11.0
56683	1966.0	2509.0
54028	26.0	18.0
54027	0.0	1.0
29015	159.0	178.0
54026	0.0	0.0
767850	0.0	0.0
81620	171.0	77.0
54025	0.0	1.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	46.0	13.0
246182	5.0	2.0
100126316	0.0	0.0
728233	38.0	29.0
283171	0.0	0.0
100126317	1.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	0.0	0.0
100126313	3.0	1.0
285753	376.0	165.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	3.0	0.0
114785	6175.0	3227.0
285755	76.0	48.0
114786	23.0	10.0
114787	145.0	70.0
114788	25.0	3.0
285758	3.0	2.0
114789	1447.0	225.0
54031	1.0	2.0
728239	0.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	491.0	250.0
54033	7.0	5.0
54032	3.0	3.0
114791	897.0	527.0
54039	204.0	94.0
114792	32.0	17.0
126767	0.0	0.0
114793	1163.0	588.0
54038	0.0	0.0
100190954	0.0	1.0
114794	678.0	364.0
114795	42.0	8.0
54036	1.0	0.0
93627	1175.0	625.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	19758.0	13759.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	231.0	143.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2282.0	2066.0
100126302	0.0	0.0
100128963	9.0	15.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	4.0	2.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	6.0	4.0
54045	2.0	0.0
645809	0.0	0.0
54044	0.0	4.0
645808	0.0	0.0
114780	4.0	3.0
54043	1.0	1.0
645807	0.0	1.0
114781	1581.0	908.0
126755	0.0	3.0
54049	0.0	0.0
114783	447.0	519.0
54048	0.0	0.0
114784	106.0	38.0
283159	1.0	0.0
54047	0.0	0.0
100128961	0.0	0.0
645805	18.0	9.0
283152	30.0	49.0
66035	251.0	169.0
283150	1.0	0.0
728255	0.0	0.0
93654	0.0	1.0
66036	992.0	698.0
93653	103.0	60.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	1.0	0.0
93650	62.0	48.0
81669	5258.0	3221.0
54053	1.0	1.0
54052	0.0	0.0
114769	61.0	115.0
54051	0.0	0.0
54050	2.0	1.0
54055	3.0	1.0
100190938	107.0	26.0
54054	21.0	22.0
114770	2.0	22.0
114771	0.0	0.0
54059	953.0	1233.0
283149	440.0	147.0
54058	453.0	201.0
93649	747.0	114.0
645811	155.0	114.0
81671	13582.0	6283.0
100271199	2.0	1.0
100190939	464.0	364.0
283143	96.0	28.0
100271196	5.0	1.0
93643	1620.0	854.0
100128946	2.0	3.0
285780	0.0	0.0
285782	1.0	2.0
100271180	0.0	0.0
285785	178.0	389.0
100190952	5.0	3.0
54064	1.0	19.0
728248	0.0	0.0
114757	734.0	496.0
114758	0.0	0.0
54067	44.0	15.0
100190947	0.0	0.0
100190949	5.0	0.0
54065	1.0	3.0
114760	0.0	0.0
114761	0.0	0.0
126731	1119.0	605.0
54069	679.0	250.0
283131	78482.0	32731.0
283130	992.0	476.0
692157	1.0	0.0
692158	0.0	0.0
138799	1.0	0.0
440498	918.0	1397.0
124152	357.0	120.0
199704	356.0	139.0
124149	0.0	2.0
163747	0.0	2.0
692146	0.0	2.0
692147	8.0	3.0
692148	1.0	3.0
692149	0.0	0.0
163742	0.0	1.0
199713	0.0	3.0
136157	0.0	2.0
283197	0.0	1.0
283193	0.0	0.0
163778	0.0	0.0
148145	0.0	0.0
126792	1828.0	2149.0
378008	0.0	0.0
378009	0.0	0.0
29089	541.0	138.0
29088	1656.0	1100.0
29087	2072.0	1644.0
378010	0.0	0.0
148137	356.0	82.0
126789	550.0	576.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	250.0	235.0
29081	1928.0	1233.0
29080	1371.0	972.0
283189	0.0	0.0
29086	1732.0	1503.0
29085	8005.0	8783.0
29083	443.0	239.0
100381270	125.0	49.0
200810	19.0	15.0
114796	210.0	213.0
148156	767.0	456.0
114798	4.0	0.0
114799	1689.0	1257.0
29099	1114.0	1293.0
29098	1434.0	1850.0
378001	0.0	0.0
29093	1517.0	1453.0
29092	777.0	640.0
29091	878.0	366.0
29090	821.0	465.0
56603	125.0	39.0
29097	2211.0	2409.0
56604	1.0	0.0
56605	7760.0	4802.0
29095	1596.0	2151.0
151790	0.0	2.0
283174	395.0	49.0
56606	57.0	26.0
29094	3529.0	2193.0
692199	0.0	0.0
391002	0.0	2.0
440459	2.0	2.0
391004	0.0	0.0
780816	0.0	0.0
124199	15.0	56.0
391003	0.0	0.0
30062	0.0	1.0
440456	227.0	108.0
780814	1.0	4.0
30061	1319.0	936.0
780815	0.0	0.0
780812	0.0	0.0
780813	0.0	1.0
440452	0.0	1.0
780810	0.0	0.0
780811	0.0	0.0
29068	4783.0	3346.0
29066	2191.0	1244.0
29063	386.0	224.0
29062	350.0	199.0
56616	436.0	131.0
163702	519.0	233.0
391013	17.0	2.0
391012	0.0	0.0
100381215	0.0	2.0
29079	3134.0	2159.0
29078	669.0	380.0
56623	608.0	495.0
56624	53.0	20.0
29071	1793.0	1140.0
29070	345.0	125.0
29075	4.0	3.0
29074	6350.0	3819.0
29072	4482.0	2287.0
163732	598.0	707.0
200845	483.0	240.0
148103	641.0	485.0
200844	88.0	12.0
440482	0.0	1.0
151742	668.0	264.0
163720	0.0	0.0
148113	75.0	47.0
440465	2485.0	1865.0
29057	11.0	0.0
148109	0.0	1.0
29058	11973.0	9824.0
56647	5472.0	4085.0
56648	891.0	458.0
56649	35.0	18.0
440419	0.0	2.0
440416	226.0	40.0
8303	1147.0	690.0
643157	0.0	0.0
200879	1012.0	807.0
440406	0.0	5.0
8301	20339.0	17421.0
643155	6585.0	5663.0
8302	2.0	1.0
440400	419.0	200.0
199675	0.0	4.0
8310	751.0	508.0
124093	210.0	86.0
8314	3540.0	2972.0
8315	1464.0	1040.0
8312	2365.0	1665.0
342096	0.0	0.0
8313	868.0	260.0
440435	14.0	4.0
643160	0.0	0.0
643161	0.0	0.0
643159	32.0	26.0
8309	242.0	43.0
8321	2470.0	1070.0
8322	4094.0	4028.0
8320	2.0	14.0
8325	809.0	665.0
8326	302.0	423.0
8323	1275.0	743.0
8324	1679.0	736.0
440423	477.0	254.0
200894	1551.0	867.0
643171	0.0	1.0
200895	734.0	640.0
8318	82.0	62.0
8317	167.0	46.0
8332	2.0	2.0
692110	3.0	0.0
8333	0.0	0.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	1.0
8336	54.0	108.0
8337	2.0	4.0
8334	14911.0	11796.0
8335	15.0	2.0
148046	77.0	88.0
106481699	0.0	0.0
643182	0.0	2.0
643180	145.0	90.0
643181	0.0	0.0
8329	66.0	22.0
8328	0.0	1.0
8343	52.0	13.0
643198	0.0	0.0
8344	53.0	21.0
8341	504.0	245.0
8342	1.0	0.0
8347	1838.0	1488.0
8348	10.0	3.0
643199	0.0	0.0
8345	34.0	9.0
8346	0.0	0.0
692106	0.0	0.0
692107	0.0	0.0
161003	1.0	1.0
692108	0.0	0.0
692109	7.0	1.0
643193	0.0	0.0
8340	15.0	8.0
8338	84.0	159.0
8339	733.0	281.0
8354	2.0	0.0
8355	1.0	3.0
8352	1.0	0.0
8353	178.0	87.0
8358	2.0	2.0
8359	0.0	2.0
8356	12.0	7.0
8357	1446.0	760.0
222235	42.0	19.0
106481679	0.0	0.0
222236	1759.0	784.0
106481677	0.0	0.0
222234	341.0	181.0
106481678	0.0	0.0
8350	1.0	0.0
8351	532.0	360.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	0.0	1.0
106481684	0.0	0.0
106481685	0.0	1.0
8349	31842.0	20616.0
8365	912.0	381.0
8366	3.0	2.0
8363	25.0	31.0
8364	26.0	8.0
8369	0.0	0.0
163688	16.0	8.0
8367	197.0	105.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1042.0	360.0
106481689	0.0	0.0
8361	0.0	0.0
222229	532.0	433.0
8362	19.0	9.0
8360	191.0	108.0
106481693	2.0	0.0
106481694	3.0	1.0
106481691	0.0	3.0
106481692	0.0	0.0
106481697	0.0	0.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	0.0	0.0
342035	33.0	11.0
344697	9.0	19.0
106481690	8.0	2.0
728310	2.0	1.0
285830	39.0	20.0
8379	1107.0	1108.0
93556	2.0	1.0
106481657	1.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	351.0	174.0
106481655	0.0	0.0
285834	2.0	1.0
222256	285.0	45.0
106481656	0.0	1.0
8372	208.0	112.0
93550	1448.0	917.0
8373	3.0	0.0
106481659	0.0	0.0
8370	78.0	65.0
728315	4.0	12.0
81577	1331.0	949.0
106481660	0.0	0.0
81578	120.0	54.0
106481661	0.0	0.0
81579	4415.0	2967.0
81573	1624.0	1053.0
106481664	0.0	1.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	2340.0	1364.0
106481662	0.0	0.0
81576	1304.0	933.0
106481663	1.0	0.0
81570	419.0	297.0
100271178	0.0	0.0
81571	306.0	87.0
81572	986.0	654.0
645715	43.0	89.0
8387	0.0	0.0
8388	0.0	0.0
728300	3.0	16.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1810.0	2072.0
8383	0.0	0.0
285848	0.0	2.0
8384	0.0	0.0
285849	92.0	67.0
8382	500.0	282.0
81566	2260.0	1031.0
106481671	0.0	0.0
106481672	21.0	9.0
81567	49.0	22.0
81569	2.0	0.0
106481670	0.0	0.0
81562	1535.0	1368.0
106481675	0.0	0.0
81563	14919.0	11752.0
246243	285.0	201.0
100271168	3.0	0.0
106481676	0.0	0.0
106481673	0.0	1.0
81565	1909.0	1008.0
106481674	1.0	1.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	0.0
100271163	0.0	0.0
100271162	0.0	0.0
8398	1028.0	689.0
8399	2.0	1.0
8396	3188.0	2863.0
285852	0.0	0.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	8775.0	5974.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	4183.0	2532.0
106481639	0.0	0.0
8395	152.0	70.0
8392	0.0	0.0
106481637	1.0	0.0
106481638	0.0	0.0
100271158	0.0	4.0
106481642	12.0	1.0
106481643	0.0	0.0
246210	2.0	1.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	1.0	1.0
106481646	5.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	106.0	19.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	0.0	3.0
100271142	0.0	0.0
344658	0.0	2.0
100271145	0.0	0.0
645745	0.0	0.0
344653	0.0	0.0
100271141	0.0	0.0
100271140	0.0	1.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	245.0	119.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	169.0	66.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	550.0	345.0
283208	236.0	137.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	0.0	1.0
100271131	0.0	0.0
100271133	0.0	0.0
100271130	0.0	0.0
93587	661.0	445.0
645771	1.0	0.0
93589	30.0	16.0
106481624	28.0	9.0
285800	134.0	90.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	0.0	0.0
106481628	0.0	0.0
106481629	2.0	0.0
106481626	0.0	0.0
106481627	0.0	0.0
100271129	0.0	1.0
246283	0.0	0.0
246285	1.0	0.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	1.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1440.0	844.0
645784	0.0	0.0
100271118	0.0	6.0
100271117	0.0	0.0
100271119	2.0	0.0
100271114	0.0	1.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	22.0	6.0
643115	0.0	0.0
100271111	0.0	0.0
106481608	2.0	1.0
106481609	0.0	0.0
645798	2.0	5.0
643136	0.0	2.0
106481602	8.0	3.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	10.0	4.0
100271106	7.0	6.0
106481610	0.0	0.0
100271105	0.0	1.0
643126	0.0	0.0
199699	2.0	3.0
728393	0.0	0.0
100128899	0.0	0.0
728395	0.0	0.0
114625	1095.0	450.0
54112	6.0	4.0
56776	434.0	91.0
