id	7985247f-9162-420b-b09c-55c977985b1e	aa09a5af-44cc-4f04-9ad9-d3b0a8b6aafc
100421148	0.0	0.0
101928744	2.0	2.0
91151	195.0	253.0
147841	68.0	225.0
100421143	0.0	0.0
91149	3.0	2.0
101928752	0.0	0.0
91147	482.0	488.0
387509	835.0	358.0
100421153	0.0	0.0
100421167	2.0	0.0
91179	957.0	738.0
100506574	0.0	2.0
399520	344.0	602.0
100421178	0.0	0.0
100506564	2.0	0.0
121227	1728.0	1396.0
387521	1747.0	1142.0
387522	0.0	1.0
100421172	9.0	4.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	263.0	409.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	1.0	6.0
121214	10.0	8.0
387559	0.0	0.0
123876	2.0	0.0
123872	38.0	94.0
100421180	0.0	0.0
147808	737.0	622.0
100421185	1.0	68.0
147804	1421.0	661.0
123879	1359.0	761.0
147807	1048.0	1045.0
100421188	0.0	0.0
375567	13.0	2.0
399512	601.0	1680.0
399511	71.0	94.0
91181	9.0	5.0
448990	7.0	8.0
101928715	1.0	0.0
100506581	49.0	36.0
100856881	0.0	1.0
100506775	7.0	2.0
100506779	108.0	61.0
160762	1.0	0.0
93953	67.0	34.0
104326057	0.0	0.0
399687	4141.0	1978.0
104326058	0.0	0.0
100506776	1934.0	535.0
348094	702.0	310.0
160760	2168.0	1358.0
348093	1046.0	871.0
387695	30.0	0.0
104326055	8.0	0.0
93948	7.0	2.0
399693	14.0	10.0
104326053	0.0	0.0
399694	34.0	12.0
104326054	1.0	1.0
104326051	7.0	5.0
104326052	12.0	4.0
133150	0.0	0.0
399697	1.0	0.0
100506765	0.0	0.0
387694	5.0	0.0
102724706	0.0	0.0
54361	794.0	246.0
54360	102.0	21.0
54363	48.0	13.0
387684	0.0	0.0
147798	6861.0	10925.0
159770	0.0	0.0
100506769	0.0	1.0
93973	951.0	1181.0
399668	753.0	262.0
100506795	189.0	93.0
399669	487.0	458.0
399664	1286.0	1898.0
399666	0.0	0.0
93974	4703.0	7785.0
399665	4705.0	5540.0
100506791	1.0	6.0
81993	5.0	6.0
399671	67.0	49.0
399670	1.0	2.0
160777	592.0	347.0
91300	3798.0	4409.0
100506783	90.0	72.0
91304	10301.0	8835.0
100506787	0.0	0.0
100293948	2.0	2.0
204219	117.0	12.0
121130	0.0	0.0
145165	8.0	10.0
54386	4368.0	2844.0
123787	0.0	1.0
652670	3.0	0.0
121129	0.0	0.0
100506733	0.0	0.0
147746	55.0	29.0
255812	819.0	494.0
147741	1.0	3.0
147744	7.0	9.0
100506737	35.0	16.0
100506736	38.0	15.0
160728	121.0	49.0
100506724	0.0	0.0
100506723	2.0	2.0
93986	294.0	415.0
100506721	0.0	0.0
100913183	10.0	3.0
100913182	3.0	30.0
91319	218.0	187.0
93979	10.0	3.0
91316	88.0	31.0
133121	143.0	32.0
93978	1.0	0.0
100506753	174.0	235.0
91355	584.0	293.0
91353	10.0	3.0
100506757	7.0	1.0
100506755	179.0	177.0
91351	957.0	979.0
100506759	0.0	1.0
107080641	6.0	0.0
100506742	16.0	5.0
348021	1.0	0.0
107080653	0.0	0.0
255809	84.0	56.0
100506749	11.0	18.0
107080654	1.0	1.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	312.0	160.0
338692	2690.0	2022.0
338699	871.0	937.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	1721.0	1422.0
723779	0.0	0.0
723778	2.0	0.0
107080624	0.0	4.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	32825.0	37862.0
196792	36.0	45.0
107080620	6.0	1.0
56938	312.0	153.0
107080621	0.0	0.0
107080622	1.0	0.0
107080623	0.0	0.0
56934	13.0	6.0
56935	2299.0	5169.0
56936	0.0	5.0
56940	1812.0	1530.0
107080639	1.0	5.0
56941	2807.0	2207.0
56942	1129.0	2051.0
56943	1957.0	2740.0
107080636	13.0	1.0
107080637	10.0	19.0
56948	684.0	862.0
56949	4958.0	4880.0
107080632	1.0	0.0
56944	2215.0	1749.0
56945	974.0	1214.0
56946	1338.0	1725.0
56947	2532.0	2820.0
107080630	10.0	3.0
100506713	207.0	426.0
100506712	2.0	4.0
100506710	3668.0	6068.0
338674	0.0	0.0
338675	0.0	0.0
56951	2805.0	4145.0
56952	314.0	93.0
56953	237.0	205.0
102724774	4.0	6.0
56954	1665.0	2342.0
56950	1427.0	2733.0
100506715	0.0	0.0
100506714	541.0	454.0
56955	1.0	2.0
56956	3.0	0.0
56957	2235.0	2161.0
8600	3.0	4.0
8601	4.0	12.0
723790	4.0	1.0
338661	0.0	0.0
338662	0.0	0.0
338657	1067.0	729.0
56963	850.0	436.0
56964	315.0	669.0
56965	2946.0	1598.0
56961	1.0	6.0
56967	1459.0	266.0
56969	4.0	2.0
8611	14693.0	27121.0
8612	2465.0	3289.0
81926	2854.0	2267.0
145173	594.0	355.0
81928	570.0	489.0
338651	21.0	70.0
81929	1439.0	1667.0
338653	4.0	0.0
81930	42.0	53.0
56975	2513.0	3222.0
81931	165.0	216.0
81932	1879.0	2178.0
56970	3547.0	3567.0
56971	737.0	510.0
8604	1974.0	1139.0
8605	465.0	710.0
8602	2097.0	2610.0
8603	2275.0	1949.0
8608	153.0	98.0
56977	762.0	71.0
8609	1458.0	712.0
56978	1636.0	345.0
56979	0.0	0.0
8607	1355.0	2446.0
8622	2678.0	1169.0
8623	3518.0	3745.0
8620	0.0	0.0
8621	3053.0	2860.0
338645	153.0	1172.0
56984	1653.0	2302.0
56985	694.0	1075.0
56986	1030.0	848.0
338637	0.0	5.0
56987	4738.0	3764.0
102724742	0.0	0.0
56980	697.0	952.0
56981	1717.0	389.0
56983	663.0	511.0
8615	4833.0	6118.0
54329	105.0	60.0
54328	257.0	59.0
8613	8880.0	4321.0
8614	628.0	449.0
8618	557.0	106.0
8630	3424.0	21663.0
8633	738.0	344.0
8634	1418.0	2183.0
8631	145.0	126.0
8632	150.0	57.0
56990	3377.0	4007.0
169166	121.0	44.0
554175	0.0	0.0
54332	582.0	760.0
56995	1594.0	1816.0
255877	500.0	164.0
664616	0.0	0.0
56996	3171.0	2544.0
54331	751.0	445.0
56997	4879.0	5159.0
664614	0.0	0.0
56998	4813.0	4470.0
664613	0.0	0.0
664612	0.0	0.0
56992	58.0	183.0
56993	2440.0	3168.0
56994	2822.0	1953.0
8626	5863.0	747.0
8624	625.0	714.0
8625	2022.0	1892.0
56999	1282.0	767.0
664617	0.0	0.0
8629	1214.0	1050.0
8641	73.0	59.0
8644	306.0	222.0
8645	513.0	168.0
8642	2839.0	1497.0
8643	233.0	150.0
652624	3.0	1.0
196743	952.0	3600.0
54346	6.0	8.0
54345	441.0	157.0
54344	1430.0	2221.0
8637	408.0	1044.0
8638	148.0	39.0
8635	3670.0	3300.0
8636	2641.0	3189.0
8639	4089.0	958.0
196740	2496.0	793.0
8651	279.0	329.0
8650	3678.0	3775.0
8655	5346.0	6589.0
101928685	3.0	2.0
8653	5094.0	3718.0
8654	7849.0	1217.0
101928684	0.0	0.0
101928689	5.0	15.0
101928687	0.0	2.0
8648	3875.0	3270.0
8649	2188.0	2756.0
8646	444.0	567.0
8647	1.0	11.0
8662	8614.0	10922.0
8663	312.0	338.0
6001	1594.0	2106.0
8660	5361.0	9920.0
8661	13247.0	14055.0
6000	7.0	8.0
6003	74.0	49.0
8666	8574.0	7614.0
8667	8704.0	9488.0
6002	6299.0	1919.0
8664	10308.0	11463.0
6005	3.0	4.0
6004	1346.0	607.0
8665	7139.0	6413.0
101928698	0.0	0.0
8659	4781.0	3080.0
8658	2561.0	2168.0
8673	3892.0	5105.0
6010	2.0	0.0
8674	1073.0	867.0
8671	12108.0	31713.0
8672	3727.0	4204.0
6011	3.0	2.0
8677	1618.0	1579.0
6014	0.0	6.0
6013	264.0	5679.0
8678	2626.0	3494.0
8675	4815.0	3716.0
6016	1036.0	869.0
8676	138.0	100.0
6015	3923.0	3577.0
253260	1974.0	1614.0
338707	707.0	873.0
6007	42.0	25.0
6006	106.0	103.0
8668	8072.0	12768.0
6009	2504.0	3237.0
8669	2159.0	2531.0
6008	1.0	1.0
8685	33.0	19.0
8682	10362.0	12102.0
6023	0.0	0.0
8683	3776.0	5896.0
8688	0.0	0.0
8689	8.0	10.0
8686	0.0	0.0
8687	0.0	0.0
253272	3.0	0.0
8681	1082.0	427.0
253264	92.0	44.0
6018	1506.0	1202.0
6017	0.0	1.0
6019	49.0	261.0
6031	3.0	3.0
6034	2.0	0.0
8693	44.0	23.0
8694	2017.0	2229.0
6033	0.0	0.0
6036	6.0	6.0
6035	1922.0	799.0
8697	1467.0	1497.0
6038	266.0	138.0
8698	105.0	37.0
6037	1.0	0.0
101928646	3.0	0.0
554234	0.0	0.0
8692	2141.0	2508.0
6030	4.0	7.0
8690	747.0	987.0
554225	40.0	13.0
554226	1.0	0.0
6029	0.0	0.0
170082	216.0	191.0
6043	0.0	0.0
6045	893.0	1164.0
6044	0.0	0.0
6047	3014.0	3700.0
6046	16452.0	13650.0
6049	1423.0	2276.0
100421217	0.0	0.0
6048	2527.0	3039.0
100421219	0.0	0.0
101928656	2.0	1.0
6041	965.0	546.0
554213	0.0	0.0
554214	0.0	0.0
56904	9464.0	10087.0
56905	1693.0	843.0
6039	302.0	288.0
56906	190.0	295.0
56907	967.0	959.0
56900	3898.0	4240.0
56901	255.0	229.0
56902	777.0	1014.0
56903	3.0	2.0
100421222	0.0	0.0
375612	0.0	1.0
375611	105.0	371.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	2073.0	2502.0
554210	58.0	24.0
100528062	251.0	258.0
554212	0.0	0.0
6050	10371.0	9429.0
100528064	3.0	2.0
375616	53.0	82.0
6051	3719.0	5156.0
56910	5573.0	6288.0
554202	27.0	3.0
554203	745.0	969.0
56915	734.0	1018.0
56916	1550.0	1663.0
56917	1286.0	2603.0
56918	0.0	0.0
56911	344.0	290.0
56912	1577.0	1549.0
56913	669.0	599.0
100421220	0.0	0.0
56914	2.0	1.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1135.0	1093.0
6069	0.0	0.0
375607	3.0	3.0
554201	4.0	0.0
6060	0.0	0.0
56920	1050.0	456.0
56926	4250.0	6121.0
56927	6020.0	5455.0
56928	4084.0	2838.0
56929	1620.0	1765.0
56922	1997.0	1402.0
56923	7.0	4.0
56924	76.0	21.0
56925	1448.0	3280.0
100421232	0.0	0.0
6076	0.0	3.0
100421245	0.0	1.0
6075	0.0	0.0
6078	1.0	1.0
6079	0.0	0.0
101928601	1.0	0.0
6070	1.0	0.0
91252	2720.0	1500.0
6071	3.0	5.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	1.0	0.0
101928607	23.0	15.0
387612	0.0	0.0
147700	320.0	167.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	1.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	3.0
6082	0.0	0.0
6085	0.0	0.0
6084	4.0	0.0
123722	10.0	3.0
387601	2.0	6.0
123720	1215.0	1307.0
147710	7.0	2.0
147711	8.0	7.0
147719	1.0	1.0
6098	2.0	1.0
6097	3250.0	4194.0
6092	267.0	82.0
6091	6555.0	1438.0
6094	245.0	209.0
100528020	0.0	0.0
6093	3471.0	2528.0
100528021	5.0	4.0
6096	483.0	873.0
6095	1184.0	519.0
91272	1900.0	1610.0
147727	2346.0	2975.0
387638	1.0	0.0
100528030	15.0	14.0
101928638	7.0	0.0
100528032	6.0	2.0
100421271	1.0	1.0
100506697	76.0	47.0
100506696	233.0	558.0
91298	669.0	718.0
100528007	0.0	0.0
123775	162.0	132.0
91289	7391.0	7174.0
399656	2.0	1.0
100506686	339.0	195.0
100506685	2.0	11.0
100528016	1.0	0.0
100528017	5.0	33.0
100528018	5.0	0.0
100528019	2.0	0.0
100506681	6.0	17.0
91283	664.0	762.0
100506680	4.0	4.0
387646	20.0	18.0
387647	0.0	0.0
387644	67.0	16.0
387640	78.0	32.0
100421295	35.0	27.0
387680	2209.0	3014.0
375686	19.0	15.0
123745	33.0	83.0
100506898	58.0	52.0
100506897	1.0	0.0
390992	0.0	0.0
54471	1978.0	2119.0
54470	683.0	957.0
390996	2.0	2.0
390999	0.0	0.0
54475	921.0	1303.0
387338	1411.0	1413.0
54474	8.0	125.0
54472	5630.0	3928.0
389997	0.0	0.0
54478	31.0	101.0
54477	2038.0	1762.0
387332	1.0	0.0
54476	3596.0	3144.0
91404	1462.0	674.0
91405	5.0	4.0
91408	1783.0	2291.0
91409	511.0	783.0
375346	147.0	186.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	129.0	88.0
389990	0.0	0.0
102724827	182.0	197.0
54482	758.0	657.0
102724820	11.0	4.0
100506881	179.0	229.0
54480	4232.0	6016.0
387328	2.0	1.0
387325	48.0	90.0
145497	2.0	0.0
400866	3.0	1.0
387323	3.0	0.0
387321	3.0	1.0
54487	2499.0	1668.0
387322	0.0	0.0
375350	0.0	1.0
723809	1.0	1.0
338391	25.0	22.0
91433	903.0	634.0
338396	0.0	2.0
387363	0.0	0.0
387364	0.0	0.0
338398	2.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	2313.0	1075.0
54491	1384.0	574.0
54490	8.0	25.0
54497	2517.0	2952.0
54496	2527.0	1832.0
448835	0.0	0.0
54495	2272.0	2268.0
448834	0.0	0.0
387359	0.0	0.0
387357	91.0	45.0
54499	4460.0	6323.0
121498	5.0	2.0
54498	1188.0	3661.0
170463	1889.0	2141.0
157489	170.0	164.0
338382	1065.0	157.0
390980	101.0	76.0
338388	0.0	0.0
448831	0.0	0.0
400841	21.0	5.0
91419	186.0	171.0
91452	1745.0	2729.0
338376	24.0	5.0
145447	7.0	4.0
100313532	0.0	1.0
91442	324.0	422.0
375387	243.0	178.0
91445	4329.0	3187.0
107080554	0.0	1.0
133482	0.0	0.0
100506874	106.0	64.0
100506872	0.0	1.0
169436	140.0	106.0
170425	0.0	0.0
133491	0.0	0.0
91464	26.0	135.0
100506866	502.0	147.0
400892	60.0	144.0
400891	14.0	4.0
91461	771.0	546.0
145483	678.0	519.0
145482	921.0	1298.0
338339	2.0	1.0
100506810	30.0	24.0
338328	211.0	45.0
100506815	12.0	13.0
326337	0.0	0.0
326339	0.0	0.0
338321	69.0	19.0
338322	3.0	0.0
338323	22.0	4.0
338324	0.0	1.0
341965	1.0	1.0
326341	0.0	0.0
326340	1.0	2.0
326343	15.0	19.0
326342	30.0	8.0
54407	11043.0	8887.0
8710	23.0	66.0
100506834	128.0	72.0
8711	1612.0	1887.0
54413	610.0	156.0
8703	2257.0	3461.0
101410540	0.0	0.0
8704	2609.0	2514.0
101410541	0.0	0.0
8701	118.0	210.0
101410542	0.0	1.0
54414	2506.0	3609.0
8702	1140.0	1455.0
100506835	6.0	0.0
101410543	14.0	27.0
8707	287.0	40.0
101410544	19.0	3.0
8708	11.0	10.0
101410545	3.0	0.0
101410546	0.0	0.0
8705	1047.0	771.0
8706	980.0	634.0
326315	0.0	1.0
326317	0.0	0.0
8721	14598.0	19318.0
8722	9510.0	5134.0
8720	8705.0	6007.0
101410537	2.0	0.0
101410538	2590.0	3566.0
341947	2.0	1.0
8714	2288.0	606.0
8715	79.0	237.0
100506826	87.0	207.0
8712	0.0	0.0
8718	791.0	215.0
101410533	80.0	149.0
101410534	1.0	0.0
326325	0.0	1.0
101410535	64.0	80.0
8717	1906.0	1535.0
54429	52.0	21.0
101410536	101.0	16.0
326307	533.0	469.0
8732	920.0	681.0
8733	6994.0	8432.0
8731	2180.0	1767.0
54431	5427.0	13452.0
400836	1.0	1.0
170487	541.0	482.0
54435	37.0	7.0
54434	3105.0	1432.0
400831	7.0	3.0
54433	751.0	1012.0
400830	148.0	87.0
54432	4242.0	6316.0
54439	1130.0	1365.0
8725	3955.0	5270.0
8726	968.0	909.0
54438	773.0	275.0
54437	102.0	26.0
8723	1859.0	2785.0
326310	120.0	116.0
8724	4374.0	3826.0
54436	1851.0	705.0
8729	6946.0	4821.0
100337589	0.0	0.0
170485	1.0	3.0
8727	1392.0	2278.0
8728	624.0	209.0
170482	3.0	3.0
8740	97.0	52.0
8743	13985.0	12241.0
8744	126.0	43.0
8741	786.0	887.0
8742	1795.0	1283.0
102724868	0.0	0.0
102724866	0.0	2.0
54442	1416.0	1530.0
54441	39.0	35.0
54440	539.0	413.0
400823	18.0	26.0
102724862	0.0	0.0
54443	107.0	437.0
8736	1025.0	151.0
8737	2232.0	1955.0
8735	1.0	2.0
326300	4.0	12.0
8738	708.0	1088.0
8739	3.0	10.0
8751	10045.0	10453.0
8754	5752.0	12456.0
8755	0.0	0.0
102724853	0.0	0.0
54453	3761.0	2328.0
255512	120.0	119.0
54457	116.0	10.0
54456	52.0	140.0
554049	55.0	73.0
54455	2878.0	2635.0
54454	851.0	641.0
8747	4.0	40.0
8748	3.0	3.0
8745	134.0	29.0
54458	3032.0	3464.0
400818	391.0	447.0
8749	0.0	0.0
8761	6266.0	5806.0
6100	240.0	275.0
8760	5376.0	3553.0
6102	620.0	1019.0
8766	7255.0	12878.0
6101	5.0	6.0
8763	16226.0	20399.0
6103	456.0	565.0
8764	6953.0	4206.0
54460	2445.0	3627.0
54464	2420.0	2232.0
54463	1243.0	930.0
54462	2500.0	1200.0
54461	8080.0	7272.0
54468	2879.0	6161.0
54467	2059.0	2315.0
54466	9.0	2.0
54465	577.0	613.0
255520	1726.0	2335.0
8759	0.0	0.0
8756	9.0	2404.0
54469	2961.0	4206.0
8772	340.0	257.0
8773	3061.0	4564.0
8771	0.0	0.0
8776	2495.0	1977.0
8777	2801.0	1982.0
8774	1763.0	1712.0
8775	7018.0	7232.0
101928566	0.0	0.0
8767	984.0	1069.0
6120	1288.0	1876.0
101928571	5.0	4.0
8784	135.0	162.0
6122	149387.0	134802.0
8781	1.0	0.0
6121	47.0	10.0
8787	365.0	31.0
6124	66353.0	67376.0
6123	11.0	4.0
8788	20.0	1.0
8785	10.0	3.0
6126	19.0	16.0
8786	562.0	764.0
6125	43916.0	40410.0
101928578	95.0	60.0
8780	3358.0	2456.0
6117	4955.0	4995.0
8778	8.0	7.0
6119	477.0	651.0
6118	2012.0	1753.0
8794	115.0	57.0
8795	4101.0	3645.0
6130	54290.0	62368.0
8792	284.0	525.0
6133	26115.0	22740.0
6132	78278.0	70401.0
8793	745.0	296.0
8798	836.0	693.0
6135	45162.0	35238.0
8799	1493.0	1960.0
6134	79107.0	75017.0
8796	5.0	2.0
6137	61100.0	32815.0
8797	570.0	508.0
6136	37737.0	33855.0
100421307	0.0	0.0
101735302	475.0	368.0
8790	705.0	999.0
100134444	4.0	2.0
6128	28422.0	32293.0
8789	6.0	19.0
6129	30805.0	28008.0
6142	18434.0	14961.0
6141	41974.0	39376.0
100421311	4.0	10.0
6144	13210.0	10243.0
6143	48099.0	55148.0
100421313	3.0	3.0
6146	15073.0	13410.0
6145	5.0	1.0
6148	0.0	0.0
6147	21480.0	22747.0
100421318	0.0	0.0
100421319	0.0	2.0
100337590	0.0	0.0
100337591	6.0	0.0
6139	2291.0	2264.0
6138	36791.0	35247.0
6152	23347.0	27648.0
6155	22262.0	23622.0
6154	14785.0	18137.0
100421324	0.0	0.0
6157	33346.0	32211.0
6156	29761.0	30427.0
6159	27943.0	26903.0
6158	33373.0	28308.0
100421328	1.0	0.0
6150	1439.0	1355.0
101928527	323.0	373.0
6164	23712.0	22027.0
6163	28.0	6.0
6166	6753.0	10276.0
6165	24307.0	27027.0
6168	41212.0	42997.0
6167	29165.0	29517.0
100421338	1.0	0.0
6169	13813.0	14175.0
101928536	1.0	1.0
6160	36728.0	37171.0
101928537	1.0	0.0
6161	37384.0	34606.0
100421331	1.0	0.0
6175	51840.0	46027.0
6174	86.0	57.0
6176	68342.0	48358.0
101928545	100.0	38.0
6171	14652.0	14176.0
6170	4572.0	5124.0
6173	2629.0	2648.0
6172	394.0	325.0
100421340	1.0	0.0
100421341	1.0	2.0
100421354	0.0	0.0
6185	18214.0	26005.0
101928550	14.0	11.0
6188	55948.0	42994.0
6187	35236.0	34149.0
100421357	0.0	0.0
6189	21434.0	17926.0
101928555	16.0	11.0
6182	848.0	1144.0
6181	30229.0	26700.0
6184	13414.0	20666.0
101928559	0.0	4.0
6183	948.0	1424.0
100421350	13.0	7.0
100421351	12.0	4.0
100421353	0.0	0.0
6197	4318.0	9987.0
6196	4240.0	5915.0
6199	3151.0	2721.0
6198	1592.0	1624.0
6191	59071.0	54627.0
6193	32784.0	26590.0
6192	13762.0	16100.0
91373	1586.0	1019.0
6195	3872.0	6263.0
6194	82859.0	81252.0
390916	949.0	1304.0
145407	236.0	40.0
100421363	0.0	20.0
100421376	0.0	0.0
100421379	0.0	0.0
91369	2479.0	1905.0
91368	714.0	1139.0
652489	1.0	2.0
390924	21.0	13.0
389901	10.0	11.0
390928	22.0	10.0
390927	588.0	566.0
100421371	2.0	0.0
100421374	31.0	11.0
389903	2.0	1.0
100421389	4.0	0.0
91392	512.0	519.0
389935	1.0	0.0
389932	2.0	0.0
100421384	7.0	5.0
100421398	3.0	2.0
100421399	0.0	2.0
101928513	9.0	11.0
91380	0.0	0.0
390904	1.0	0.0
145438	47.0	92.0
100421390	1.0	0.0
100421391	0.0	0.0
100421395	6.0	20.0
100421397	3.0	4.0
375316	39.0	24.0
375318	0.0	0.0
390963	108.0	117.0
375307	129.0	234.0
389941	85.0	63.0
389948	0.0	0.0
375337	0.0	1.0
377997	0.0	0.0
387316	1.0	0.0
121456	49.0	12.0
387317	0.0	0.0
121457	461.0	436.0
389976	1.0	0.0
375341	716.0	846.0
387319	0.0	0.0
375323	75.0	11.0
389970	6.0	1.0
390940	209.0	67.0
133418	2311.0	4320.0
390948	0.0	0.0
121441	955.0	1287.0
390949	0.0	0.0
652411	2.0	3.0
145370	3.0	5.0
102724954	0.0	2.0
54596	52.0	16.0
375484	731.0	567.0
91526	657.0	420.0
133396	52.0	380.0
196951	380.0	381.0
91523	250.0	106.0
91522	458.0	79.0
121391	9.0	0.0
145376	19.0	30.0
400986	112.0	143.0
400984	10.0	8.0
196968	7.0	5.0
157378	885.0	606.0
723961	0.0	0.0
145389	334.0	490.0
157381	446.0	304.0
91543	498.0	172.0
91544	1592.0	1407.0
102724923	2.0	0.0
652423	0.0	1.0
169355	12.0	5.0
400966	0.0	2.0
121364	0.0	0.0
400961	773.0	1183.0
157376	0.0	0.0
91574	1490.0	1407.0
157313	33.0	109.0
157317	0.0	0.0
147991	2665.0	2443.0
399495	2.0	3.0
159963	4.0	1.0
100506965	1003.0	774.0
100506963	88.0	120.0
387495	0.0	0.0
387496	1348.0	718.0
387494	2.0	2.0
387491	0.0	0.0
387492	22.0	7.0
387486	0.0	0.0
157310	1273.0	1423.0
100506994	32.0	38.0
338470	3.0	0.0
170302	45.0	1387.0
204010	1.0	1.0
399473	103.0	88.0
399474	846.0	206.0
91584	131.0	203.0
159989	79.0	19.0
91582	3825.0	4606.0
107126360	25.0	10.0
133383	289.0	310.0
100506930	727.0	1874.0
100820741	0.0	0.0
338448	0.0	0.0
8808	195.0	88.0
8809	190.0	100.0
54512	831.0	1225.0
54511	133.0	13.0
54510	1298.0	967.0
54516	349.0	491.0
8802	3460.0	3446.0
8803	2065.0	1453.0
54514	6.0	4.0
8800	1763.0	2325.0
8801	3620.0	5841.0
8807	49.0	26.0
400916	1430.0	487.0
54518	347.0	249.0
8804	4852.0	5265.0
100506939	2.0	1.0
54517	493.0	988.0
8805	1890.0	2750.0
8820	41.0	34.0
8821	1147.0	3927.0
338440	1419.0	880.0
338442	1109.0	128.0
8819	412.0	720.0
100820732	0.0	0.0
255620	4.0	0.0
54522	515.0	445.0
54521	861.0	1047.0
54520	1859.0	870.0
100820735	0.0	0.0
8813	1343.0	1456.0
170393	13.0	11.0
8814	109.0	68.0
170392	3.0	2.0
100506925	0.0	0.0
8811	10.0	4.0
8812	518.0	533.0
8817	36.0	15.0
8818	2334.0	3554.0
54529	1808.0	1922.0
255626	0.0	0.0
8815	4557.0	6759.0
8816	4312.0	3208.0
170394	1727.0	2292.0
8831	1291.0	733.0
8832	280.0	345.0
100506953	1.0	0.0
338433	0.0	0.0
338436	0.0	1.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1026.0	1462.0
54532	1814.0	1548.0
54531	1569.0	1367.0
54538	868.0	452.0
8824	3178.0	2072.0
8825	256.0	632.0
54537	1601.0	1384.0
54536	1054.0	1304.0
8822	99.0	65.0
8823	1.0	0.0
54535	2292.0	1680.0
8828	2703.0	471.0
8829	3613.0	3208.0
8826	10876.0	7335.0
54539	3928.0	4975.0
8842	1877.0	255.0
8843	91.0	11.0
8840	251.0	53.0
8841	2500.0	2534.0
100158257	1.0	13.0
54541	5753.0	1731.0
54540	4434.0	2953.0
54545	2716.0	3204.0
54544	0.0	1.0
54543	7129.0	6433.0
54542	2415.0	2055.0
54549	2384.0	1943.0
8835	8324.0	12965.0
8836	203.0	360.0
8833	2839.0	3490.0
8834	1358.0	2281.0
54546	3.0	17.0
8839	121.0	18.0
8837	7515.0	6008.0
8838	31.0	6.0
101928483	146.0	117.0
8850	2755.0	3041.0
101928484	3.0	0.0
8853	658.0	382.0
8854	1631.0	1071.0
8851	107.0	501.0
8852	1.0	0.0
400960	1100.0	868.0
338412	10.0	9.0
338413	5.0	1.0
54552	441.0	489.0
400957	3.0	12.0
54551	54.0	135.0
54550	5.0	8.0
196996	404.0	203.0
400955	18.0	2.0
400954	194.0	189.0
54556	547.0	776.0
54555	2388.0	2219.0
400952	21.0	10.0
54554	502.0	752.0
400950	1.0	1.0
8846	567.0	594.0
100820709	3.0	14.0
8847	133.0	108.0
54558	782.0	503.0
8844	1469.0	337.0
54557	392.0	221.0
8848	55572.0	48956.0
196993	106.0	599.0
8861	5010.0	2101.0
101928492	84.0	113.0
8864	6296.0	1887.0
6201	18793.0	18807.0
6203	49143.0	45003.0
8862	149.0	389.0
101928496	0.0	0.0
8863	2166.0	1383.0
6202	50193.0	46213.0
723972	2.0	7.0
400946	61.0	13.0
400945	72.0	42.0
54567	1106.0	1657.0
54566	1306.0	1735.0
400941	4.0	1.0
8857	6894.0	1426.0
8858	11.0	10.0
54569	0.0	0.0
8856	16.0	4.0
54568	0.0	0.0
8859	758.0	666.0
8871	1749.0	2792.0
8872	1678.0	2256.0
6210	20477.0	19743.0
8870	11714.0	2053.0
100421500	0.0	0.0
8875	338.0	213.0
8876	64.0	46.0
8874	4798.0	4146.0
100421506	0.0	3.0
100421509	0.0	0.0
54570	0.0	0.0
400935	65.0	12.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	3.0
400932	0.0	6.0
54571	0.0	0.0
54578	20.0	17.0
255631	89.0	35.0
400931	901.0	381.0
54577	1.0	1.0
54576	5.0	0.0
54575	3.0	1.0
6205	60912.0	53877.0
100506915	12.0	25.0
8869	1462.0	844.0
6204	9706.0	9519.0
6207	16017.0	16864.0
6206	39585.0	32664.0
8867	637.0	451.0
54579	0.0	0.0
6209	19357.0	17265.0
6208	31172.0	28958.0
170384	509.0	544.0
100506916	0.0	0.0
8882	1766.0	1826.0
8883	1609.0	1532.0
8880	4248.0	5781.0
8881	3009.0	3217.0
8886	2818.0	1880.0
6223	38996.0	27638.0
100421512	0.0	0.0
8887	7484.0	11246.0
6222	65948.0	69639.0
8884	1367.0	1373.0
6224	45908.0	39367.0
100421515	6.0	1.0
54581	281.0	183.0
54580	0.0	2.0
54585	932.0	694.0
54584	337.0	305.0
54583	2260.0	2624.0
54587	3067.0	2511.0
54586	0.0	0.0
8879	5338.0	7576.0
170371	392.0	202.0
170370	3.0	0.0
8877	596.0	319.0
