id	8cbca0d4-0cbd-47b8-8643-331c67840817	2a178039-8f10-43d6-b6f5-fae66d92b6a5
84684	0.0	0.0
84681	2114.0	1747.0
84680	1609.0	2176.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	2.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	0.0	0.0
727851	59.0	82.0
102465539	0.0	1.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	4214.0	4746.0
84676	7.0	0.0
84675	4.0	1.0
140123	0.0	0.0
84678	1034.0	953.0
84677	0.0	0.0
84672	0.0	0.0
84671	1176.0	943.0
84674	223.0	79.0
84673	0.0	0.0
152101	0.0	0.0
152100	724.0	1021.0
94027	29.0	0.0
94026	0.0	1.0
94025	16.0	39.0
129787	2516.0	2479.0
57088	934.0	473.0
127124	14.0	0.0
57089	548.0	1363.0
57082	32.0	87.0
57084	0.0	0.0
57085	11117.0	9481.0
152118	1.0	0.0
152110	180.0	122.0
154790	1.0	2.0
154791	1379.0	2106.0
646201	0.0	0.0
57091	51.0	21.0
94015	323.0	197.0
57092	7703.0	5735.0
646202	14.0	14.0
57097	1787.0	2184.0
57099	790.0	827.0
727879	2.0	0.0
57093	0.0	0.0
166752	23.0	7.0
57094	462.0	15.0
57095	6089.0	5743.0
57096	64.0	72.0
139163	0.0	0.0
84698	284.0	189.0
84699	0.0	0.0
84694	0.0	2.0
84693	1355.0	1403.0
100499563	0.0	0.0
84696	427.0	182.0
84695	235.0	132.0
84690	8.0	1.0
84692	7.0	2.0
84691	1.0	4.0
130752	90.0	141.0
646213	0.0	0.0
100130495	4.0	9.0
646208	10.0	5.0
94039	487.0	573.0
94031	3182.0	566.0
94030	136.0	27.0
100130484	0.0	0.0
94033	0.0	0.0
94032	41.0	61.0
727810	1.0	0.0
100130481	0.0	0.0
100130480	0.0	0.0
115196	497.0	458.0
727805	1.0	3.0
139105	15.0	1.0
646218	0.0	0.0
347744	70.0	77.0
347741	0.0	2.0
646231	0.0	0.0
154743	963.0	641.0
130773	1.0	3.0
727842	1.0	0.0
100129480	81.0	116.0
100129482	1074.0	816.0
727837	0.0	0.0
347736	48.0	43.0
347733	104.0	213.0
347732	48.0	47.0
347735	8956.0	12355.0
347734	4723.0	7815.0
347731	37.0	0.0
646243	16.0	1.0
94059	949.0	2816.0
347730	62.0	23.0
646249	0.0	0.0
201305	56.0	16.0
100130466	0.0	1.0
727833	0.0	0.0
727835	0.0	0.0
100130462	0.0	0.0
94056	8170.0	6665.0
100130461	2.0	6.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	57.0	44.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	7173.0	6876.0
347717	0.0	0.0
347716	9.0	4.0
101154644	1.0	0.0
152195	258.0	772.0
100288831	0.0	0.0
164153	1.0	2.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	747.0	587.0
347705	1.0	0.0
347702	0.0	0.0
152185	1070.0	1390.0
347701	0.0	0.0
100288827	32.0	3.0
100288825	0.0	0.0
57000	11.0	2.0
57001	1001.0	1283.0
84618	6.0	0.0
84617	4595.0	2577.0
84619	372.0	423.0
57007	658.0	231.0
84624	141.0	48.0
84627	345.0	136.0
84626	781.0	701.0
57002	713.0	696.0
57003	10688.0	10932.0
84620	147.0	44.0
84623	30.0	20.0
57004	0.0	0.0
84622	614.0	721.0
100288814	6.0	9.0
57010	88.0	762.0
57017	3879.0	4456.0
84614	1184.0	1688.0
57018	5011.0	4558.0
57019	2408.0	2904.0
84616	0.0	0.0
84612	168.0	272.0
57016	7.0	0.0
96626	0.0	0.0
100288805	34.0	15.0
100288801	0.0	0.0
100288802	0.0	0.0
57020	4131.0	3706.0
164127	1.0	3.0
166785	569.0	779.0
84639	0.0	1.0
84647	0.0	3.0
84649	298.0	173.0
60678	1636.0	2986.0
60677	7.0	5.0
84648	0.0	0.0
60676	60.0	10.0
84643	0.0	0.0
60675	14.0	0.0
139170	2.0	3.0
101154686	0.0	0.0
84645	237.0	156.0
60674	10405.0	18757.0
57026	4.0	48.0
60673	2290.0	1951.0
152138	0.0	0.0
60672	1121.0	1262.0
152137	5663.0	4127.0
252946	0.0	0.0
84641	4212.0	2936.0
252948	0.0	2.0
84640	1848.0	2262.0
252949	0.0	0.0
154796	2758.0	788.0
96610	140.0	161.0
164118	2.0	0.0
84629	6133.0	9184.0
84628	1443.0	436.0
727897	10.0	37.0
57030	17.0	6.0
84636	8.0	2.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	5056.0	4128.0
84632	2233.0	581.0
60686	624.0	471.0
84631	51.0	87.0
57037	1576.0	1111.0
84634	0.0	3.0
60685	5868.0	5447.0
105370183	0.0	0.0
57038	2717.0	2651.0
60684	3628.0	3077.0
60682	1122.0	1021.0
60681	3794.0	8142.0
84630	52.0	31.0
60680	19.0	6.0
252953	0.0	0.0
252954	0.0	0.0
139189	2.0	4.0
252955	0.0	0.0
252956	0.0	0.0
57045	5038.0	3231.0
84669	2218.0	1529.0
84668	752.0	386.0
84665	10.0	0.0
57047	3.0	20.0
84664	0.0	0.0
84667	5.0	2.0
84666	0.0	0.0
84661	3501.0	3159.0
84660	13.0	32.0
84662	1511.0	401.0
648809	6.0	2.0
648822	0.0	1.0
57053	34.0	40.0
57054	0.0	0.0
57055	0.0	0.0
57050	1728.0	1988.0
166793	528.0	379.0
84658	23.0	2.0
84657	52.0	23.0
84659	16.0	2.0
84654	2.0	1.0
57057	0.0	0.0
84656	10315.0	10222.0
84650	2499.0	3151.0
84651	5.0	0.0
100132917	0.0	0.0
100132918	0.0	0.0
252983	896.0	704.0
441073	43.0	81.0
100132920	0.0	1.0
100132923	35.0	7.0
100132929	0.0	0.0
100288797	3.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	415.0	141.0
441061	5.0	78.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	0.0	1.0
441094	720.0	371.0
100132940	0.0	0.0
252968	0.0	0.0
252969	1542.0	1544.0
100132948	99.0	11.0
100132949	0.0	0.0
286310	1.0	4.0
404093	3738.0	2368.0
286319	1081.0	1675.0
100288772	1.0	1.0
441027	5036.0	4577.0
441026	0.0	0.0
441024	1125.0	1937.0
441032	162.0	239.0
84803	130.0	34.0
164091	1323.0	1267.0
100132963	1.0	0.0
100132965	0.0	0.0
100132967	0.0	0.0
152098	171.0	149.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	0.0	1.0
100132979	0.0	0.0
359803	5.0	1.0
359804	3.0	0.0
100288742	0.0	0.0
359806	0.0	0.0
84816	350.0	357.0
359800	1.0	1.0
84818	6003.0	3333.0
441046	45.0	80.0
84817	3010.0	3506.0
359802	0.0	0.0
84823	1631.0	2959.0
57205	1780.0	844.0
441054	49.0	43.0
84824	4.0	5.0
441051	0.0	3.0
441050	75.0	51.0
84820	279.0	223.0
100132987	16.0	18.0
57209	1807.0	1438.0
100288739	0.0	1.0
84809	1160.0	1204.0
84808	61.0	85.0
57210	1660.0	1601.0
84804	649.0	1269.0
100288730	116.0	74.0
84807	145.0	120.0
441034	26.0	52.0
84812	506.0	339.0
57215	1714.0	1614.0
84811	1419.0	1238.0
57216	2940.0	3231.0
57217	1554.0	1614.0
84814	277.0	122.0
100132992	1.0	0.0
57211	696.0	200.0
100132994	0.0	0.0
57212	1100.0	1158.0
57213	1318.0	1175.0
100132995	0.0	0.0
57214	583.0	821.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	7.0	7.0
648791	450.0	106.0
359822	0.0	0.0
100129347	1.0	2.0
286370	2.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	1.0	1.0
130728	2.0	2.0
286380	1.0	2.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	2.0	0.0
404026	1.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	13.0	11.0
100130311	632.0	765.0
100130310	0.0	0.0
130733	174.0	4532.0
359844	1.0	2.0
359845	1225.0	354.0
727914	1.0	0.0
727915	1.0	0.0
100129325	3.0	0.0
100129320	4.0	0.0
646168	0.0	0.0
100129319	2.0	0.0
100130307	2.0	0.0
100129315	0.0	0.0
100130302	5.0	3.0
727910	369.0	206.0
100130301	3.0	3.0
345193	11.0	30.0
130749	33.0	27.0
646164	0.0	0.0
727909	1.0	0.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	1.0
646171	4.0	2.0
646175	0.0	0.0
646174	0.0	0.0
115123	58.0	178.0
286333	15.0	37.0
286336	172.0	118.0
115106	882.0	755.0
100306975	0.0	0.0
115111	14.0	5.0
286343	221.0	365.0
286348	0.0	1.0
646193	0.0	0.0
100886964	0.0	0.0
646192	46.0	49.0
646196	5.0	4.0
646195	5128.0	5674.0
100534599	3.0	0.0
130700	0.0	0.0
100306951	248.0	323.0
100534595	23.0	33.0
100132911	0.0	0.0
100534592	4.0	3.0
100534593	43.0	46.0
286362	1.0	0.0
100132916	4.0	3.0
100240709	0.0	0.0
129684	1.0	0.0
57180	509.0	743.0
129685	2145.0	2527.0
100240707	2.0	1.0
727982	1.0	0.0
57185	41715.0	4835.0
727987	0.0	0.0
57186	5116.0	16004.0
57187	4908.0	5946.0
57188	1399.0	119.0
57181	7331.0	2182.0
94122	55.0	49.0
57182	2444.0	2300.0
727984	8.0	4.0
94121	3224.0	1304.0
94120	603.0	657.0
57184	1870.0	1652.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	0.0	1.0
57189	3494.0	4340.0
359792	4.0	14.0
127018	1174.0	2423.0
359793	0.0	0.0
100240711	0.0	2.0
100240712	0.0	0.0
100240710	0.0	0.0
345258	0.0	0.0
100240713	0.0	1.0
94115	0.0	0.0
57190	12103.0	18784.0
727970	4.0	2.0
57191	93.0	91.0
166614	610.0	425.0
57198	4061.0	2448.0
57192	1029.0	1391.0
359799	0.0	0.0
57194	1177.0	973.0
727969	0.0	0.0
84798	18180.0	19962.0
140004	0.0	0.0
84793	233.0	101.0
84792	1235.0	1051.0
84795	998.0	2462.0
84791	757.0	965.0
84790	1704.0	3298.0
154661	288.0	67.0
154664	0.0	4.0
166647	3601.0	3930.0
127003	32.0	15.0
127002	183.0	190.0
115019	9.0	1.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	14.0	18.0
100130391	0.0	0.0
115024	2450.0	2544.0
142679	280.0	98.0
648729	1.0	5.0
142678	1395.0	1859.0
347894	0.0	0.0
102465436	0.0	0.0
94137	10.0	18.0
727991	4.0	3.0
102465435	0.0	0.0
102465434	1.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	3.0	18.0
100130386	2.0	1.0
94134	3233.0	5204.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	72.0	35.0
100129394	3.0	3.0
142683	128.0	13.0
142686	67.0	48.0
142685	1.0	1.0
152007	5417.0	5141.0
152006	3659.0	2747.0
142689	26.0	5.0
140028	0.0	0.0
152002	1006.0	1350.0
100129396	0.0	0.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	1.0	0.0
345222	22.0	14.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	2.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	1.0
127069	0.0	0.0
94161	4.0	5.0
100130376	1.0	1.0
94160	0.0	0.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	0.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	225.0	61.0
100129385	21.0	1.0
100129387	600.0	1082.0
102465458	0.0	0.0
102465457	0.0	0.0
94158	26.0	21.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	6.0	6.0
102465451	0.0	0.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	7.0	0.0
102465469	0.0	0.0
102465468	0.0	0.0
102465467	0.0	0.0
347862	5412.0	5613.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	1.0	0.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	172.0	219.0
727964	0.0	0.0
100129361	2891.0	2226.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	15.0	15.0
100129368	0.0	0.0
347853	1.0	58.0
102465479	0.0	0.0
102465478	1.0	3.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	65.0	70.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	2366.0	3065.0
100009667	0.0	0.0
100130342	0.0	0.0
100009668	3.0	3.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	0.0
100129357	20.0	17.0
100129351	0.0	0.0
100129354	9.0	5.0
102465489	0.0	0.0
102465488	0.0	0.0
100288726	0.0	1.0
102465487	0.0	0.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	0.0	1.0
164045	65.0	11.0
57105	79.0	21.0
57106	1003.0	397.0
84726	8229.0	11580.0
57107	1715.0	2095.0
84725	716.0	711.0
57108	3.0	4.0
57101	77.0	70.0
84720	2857.0	6524.0
57102	1360.0	1149.0
57103	464.0	351.0
84722	298.0	169.0
57104	3585.0	6049.0
102465483	0.0	0.0
102465482	1.0	1.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1953.0	1967.0
102465499	0.0	0.0
100288713	7.0	3.0
102465496	0.0	1.0
102465495	0.0	0.0
100288711	1.0	1.0
84709	110.0	37.0
57110	6.0	1.0
57111	5815.0	7641.0
84706	11970.0	14946.0
84705	725.0	1135.0
84708	1394.0	1922.0
84707	1725.0	1031.0
57116	11.0	27.0
57117	1886.0	1417.0
57118	1489.0	576.0
57119	0.0	1.0
57113	27.0	10.0
57115	2.0	1.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	1.0	3.0
102465490	0.0	0.0
152065	0.0	1.0
100288702	0.0	0.0
57120	3052.0	2307.0
57121	89.0	25.0
57122	1442.0	1307.0
201456	47.0	94.0
127086	1.0	0.0
57127	8.0	10.0
57128	1532.0	1368.0
57129	1498.0	1634.0
84747	3083.0	2630.0
57124	1254.0	582.0
57125	396.0	213.0
57126	12198.0	638.0
84740	5.0	5.0
152078	25.0	7.0
127074	0.0	0.0
57130	3581.0	7140.0
57132	4028.0	4387.0
84727	429.0	424.0
127077	0.0	0.0
84735	7.0	16.0
84734	190.0	227.0
57139	522.0	588.0
115098	2154.0	3156.0
201475	1718.0	864.0
57134	3157.0	3702.0
57135	0.0	0.0
57136	7957.0	12761.0
84733	115.0	127.0
57142	25686.0	16334.0
57143	839.0	953.0
57144	123.0	7.0
201477	6.0	4.0
57140	5007.0	6034.0
57149	2593.0	2205.0
84767	0.0	0.0
140032	256.0	342.0
84769	862.0	995.0
57146	2501.0	2477.0
57147	1598.0	2060.0
84766	1586.0	4704.0
84765	1069.0	1686.0
57148	7197.0	6818.0
152015	55.0	600.0
57152	84.0	7.0
57153	10245.0	13116.0
166655	0.0	0.0
57154	2199.0	1952.0
84749	1589.0	1391.0
57150	655.0	539.0
57151	0.0	0.0
84759	696.0	807.0
140043	0.0	0.0
57156	65.0	115.0
57157	895.0	561.0
139060	0.0	1.0
84752	1037.0	338.0
57158	5164.0	2343.0
57159	16.0	17.0
84750	488.0	319.0
152024	4.0	0.0
139067	0.0	0.0
139065	500.0	891.0
94104	2057.0	1635.0
94103	7709.0	6851.0
96764	1359.0	1240.0
94107	3014.0	2473.0
57165	88.0	31.0
94101	3307.0	3078.0
57161	889.0	671.0
57162	1283.0	1026.0
57167	28.0	8.0
57168	196.0	147.0
57169	3567.0	3002.0
84787	396.0	633.0
57175	14438.0	25267.0
57176	979.0	1377.0
57171	1863.0	2105.0
57172	216.0	34.0
84779	4.0	3.0
57178	7080.0	8285.0
139081	0.0	2.0
84775	618.0	696.0
57179	9544.0	7455.0
84777	120.0	143.0
84771	2.0	14.0
113655	2094.0	3350.0
732538	0.0	0.0
353323	0.0	0.0
353322	3129.0	1047.0
353324	0.0	0.0
100996279	0.0	0.0
149603	9727.0	11171.0
341333	2.0	1.0
343990	279.0	667.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	1.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	15.0	3.0
84900	22.0	37.0
84902	4135.0	1885.0
149628	38.0	17.0
84901	2099.0	2261.0
341315	222.0	71.0
113622	76.0	2046.0
353355	379.0	474.0
149643	3.0	4.0
150622	12.0	6.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	817.0	639.0
100852407	2.0	2.0
642513	0.0	2.0
100852405	0.0	0.0
642517	177.0	221.0
100852410	46.0	37.0
84919	4718.0	4892.0
84918	3773.0	5138.0
389322	34.0	41.0
390311	0.0	0.0
389320	0.0	0.0
390313	0.0	0.0
84915	100.0	673.0
84914	1617.0	2639.0
497190	3.0	22.0
84916	1696.0	2563.0
84922	999.0	1372.0
390318	0.0	0.0
84924	489.0	626.0
84923	1257.0	1072.0
84920	312.0	293.0
123016	3889.0	3432.0
497189	13.0	2.0
642521	0.0	0.0
390320	0.0	0.0
84908	2696.0	3620.0
390321	0.0	0.0
353376	7.0	6.0
390322	0.0	0.0
390323	0.0	0.0
654502	0.0	2.0
84909	2860.0	983.0
390324	0.0	0.0
654503	0.0	0.0
84904	104.0	108.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	1.0
390327	0.0	0.0
654506	2.0	8.0
84905	509.0	596.0
84911	249.0	274.0
390329	0.0	0.0
84910	7537.0	8759.0
84913	1383.0	761.0
84912	1591.0	1172.0
113691	25.0	23.0
642538	0.0	0.0
113675	1398.0	1516.0
84937	1005.0	717.0
84936	2020.0	1786.0
84939	2264.0	2054.0
84938	743.0	865.0
84944	62.0	7.0
57325	1517.0	1607.0
57326	14250.0	11751.0
84946	1387.0	1102.0
84945	1496.0	1151.0
84940	316.0	248.0
389336	2.0	3.0
389337	7924.0	5298.0
84942	448.0	536.0
84941	675.0	1656.0
642546	1.0	5.0
343930	1.0	0.0
84929	12.0	6.0
389333	535.0	647.0
84926	6833.0	6387.0
84925	1679.0	1599.0
84928	1086.0	1487.0
57336	420.0	453.0
84933	409.0	354.0
84932	2885.0	2351.0
57337	1587.0	1211.0
84935	66.0	85.0
57338	41.0	23.0
84934	1772.0	2095.0
57332	403.0	592.0
57333	596.0	227.0
84931	1.0	0.0
84930	691.0	704.0
57335	263.0	224.0
103752554	0.0	0.0
103752555	1.0	0.0
642559	11.0	17.0
390352	6.0	3.0
390354	379.0	529.0
389362	669.0	1326.0
150677	0.0	0.0
150678	2853.0	2102.0
377381	135.0	153.0
162655	309.0	183.0
390363	4.0	2.0
147040	1453.0	1146.0
343901	0.0	1.0
149699	0.0	0.0
150684	2241.0	1614.0
150681	0.0	0.0
159013	1569.0	1314.0
221504	7.0	3.0
103752581	0.0	0.0
389386	2.0	1.0
389383	0.0	6.0
389384	4.0	5.0
123041	28.0	21.0
162681	108.0	79.0
123036	3472.0	8269.0
103752587	0.0	2.0
150696	4903.0	6461.0
103752588	21.0	3.0
103752589	12.0	3.0
103752583	0.0	0.0
103752584	29.0	5.0
103752585	7.0	7.0
103752586	3.0	0.0
390340	0.0	0.0
389376	8.0	3.0
221527	301.0	498.0
390394	2.0	1.0
149647	0.0	0.0
389396	0.0	0.0
123099	161.0	702.0
389395	0.0	0.0
123096	3792.0	4446.0
137682	667.0	1071.0
390378	0.0	0.0
221545	778.0	1067.0
221547	5.0	7.0
147011	128.0	71.0
147007	1407.0	1517.0
100996295	0.0	29.0
137695	1442.0	1310.0
162632	92.0	7.0
149685	0.0	2.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	898.0	1304.0
100996280	0.0	0.0
94240	209.0	96.0
94241	5083.0	14033.0
94236	0.0	0.0
94235	6.0	1.0
94234	395.0	180.0
94239	8815.0	7819.0
94233	0.0	0.0
390294	1.0	0.0
390297	1.0	0.0
390298	0.0	1.0
221584	57.0	35.0
150590	59.0	248.0
94274	1518.0	648.0
94298	0.0	0.0
94297	0.0	1.0
414768	0.0	0.0
642451	1.0	1.0
414766	28.0	47.0
414767	0.0	1.0
654434	319.0	595.0
400123	0.0	0.0
400121	0.0	0.0
57221	9309.0	29791.0
84838	2030.0	2219.0
400120	11.0	13.0
84837	277.0	220.0
84839	1.0	0.0
57226	3474.0	3357.0
84844	1522.0	1260.0
84847	1.0	1.0
57228	439.0	397.0
57222	39249.0	79823.0
402779	0.0	0.0
402778	301.0	137.0
57223	7065.0	7173.0
57224	240.0	288.0
84842	105.0	45.0
414776	0.0	0.0
642446	0.0	0.0
414771	0.0	0.0
642448	0.0	1.0
642461	0.0	0.0
642460	0.0	0.0
414777	1573.0	1940.0
414778	13.0	22.0
57231	5419.0	3960.0
400110	3.0	0.0
57232	356.0	322.0
654427	8.0	7.0
84826	0.0	0.0
654429	0.0	4.0
84833	4009.0	3530.0
84836	6468.0	6806.0
84830	40.0	160.0
57234	399.0	478.0
84832	0.0	0.0
654433	634.0	94.0
9001	34.0	5.0
9002	117.0	60.0
642475	107.0	34.0
84859	2845.0	3001.0
84867	21.0	50.0
84866	2419.0	4729.0
84869	1569.0	2913.0
84868	171.0	100.0
654463	1.0	9.0
84865	412.0	598.0
84864	1652.0	2444.0
84861	2696.0	2503.0
9014	1074.0	837.0
9015	268.0	237.0
9013	2791.0	3181.0
9019	9031.0	10357.0
9016	495.0	494.0
341392	0.0	0.0
84848	56.0	3.0
84856	23.0	4.0
84858	1614.0	2463.0
84852	383.0	389.0
102725176	0.0	0.0
84851	959.0	992.0
642477	47.0	19.0
84850	0.0	2.0
105376946	0.0	0.0
9025	1151.0	905.0
9026	3015.0	4316.0
9023	217.0	14.0
113612	8060.0	1574.0
9024	58.0	296.0
642493	0.0	1.0
9027	9.0	16.0
9028	297.0	178.0
400165	0.0	1.0
9021	5463.0	941.0
9022	181.0	13.0
9020	1373.0	665.0
84889	108.0	12.0
84888	4431.0	3047.0
654483	22.0	32.0
84885	2272.0	3093.0
654486	0.0	0.0
84886	3174.0	4244.0
84881	1093.0	1349.0
642489	48.0	57.0
84883	1280.0	594.0
654480	2.0	1.0
9037	729.0	298.0
9034	64.0	27.0
9038	0.0	0.0
9039	3577.0	3150.0
400156	4.0	9.0
9032	0.0	0.0
9033	10.0	14.0
9031	7855.0	8678.0
84878	886.0	1902.0
84879	92.0	31.0
84874	1183.0	1166.0
84873	0.0	0.0
84876	596.0	1067.0
84875	4050.0	5229.0
84870	284.0	714.0
84872	667.0	668.0
84871	24.0	5.0
9047	68.0	27.0
9048	104.0	135.0
9045	33461.0	46708.0
9046	109.0	69.0
9049	3715.0	2707.0
106480985	1.0	0.0
9040	4495.0	4213.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	0.0	0.0
9043	4615.0	3379.0
400141	0.0	2.0
106480989	1.0	0.0
9044	3023.0	2830.0
106480988	0.0	0.0
57282	65.0	12.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	0.0	0.0
414753	0.0	0.0
414754	0.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	70.0	19.0
341356	0.0	6.0
9058	3.0	4.0
9056	201.0	111.0
9057	357.0	368.0
341350	3.0	0.0
9050	1110.0	551.0
106480996	0.0	0.0
9051	173.0	45.0
106480995	0.0	0.0
106480998	0.0	0.0
106480997	0.0	1.0
57291	2116.0	6229.0
9054	1427.0	2014.0
9055	358.0	654.0
106480999	1.0	0.0
9052	302.0	765.0
9053	3939.0	11375.0
84899	1976.0	7333.0
282569	0.0	0.0
400129	5.0	4.0
84896	6097.0	4153.0
84895	2068.0	1906.0
400128	322.0	410.0
84898	4452.0	2611.0
84897	2310.0	2092.0
400126	32.0	26.0
654499	0.0	0.0
84892	2278.0	1978.0
414764	93.0	15.0
84891	2.0	3.0
414765	40.0	105.0
84894	136.0	248.0
84893	4599.0	5167.0
414760	8.0	16.0
414761	112.0	121.0
84890	2160.0	2234.0
341346	0.0	3.0
9069	3280.0	2608.0
414926	4.0	19.0
9068	566.0	457.0
106479979	0.0	0.0
729004	3.0	5.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	10.0	23.0
9061	8263.0	8952.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	0.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	941.0	574.0
106480964	0.0	0.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	0.0	0.0
9066	23554.0	23222.0
106480966	0.0	0.0
9063	1831.0	2420.0
729009	79.0	69.0
106480969	0.0	0.0
9064	2272.0	1271.0
106480968	0.0	0.0
106480970	3.0	0.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	23.0	28.0
106479969	0.0	0.0
9079	1168.0	378.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	2.0	9.0
9073	604.0	3251.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	3602.0	3473.0
106479961	0.0	0.0
106480976	1.0	0.0
9071	159.0	20.0
106479960	0.0	0.0
106480975	1.0	0.0
9076	714.0	668.0
390402	0.0	0.0
106480978	6.0	2.0
9077	233.0	78.0
390403	0.0	0.0
106480977	0.0	0.0
9074	4.0	0.0
9075	6.0	7.0
106480979	1.0	1.0
100996387	0.0	0.0
390407	0.0	0.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	15.0	12.0
729025	0.0	0.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	28.0	7.0
137529	3.0	3.0
730010	7.0	8.0
106479999	0.0	0.0
729020	2.0	1.0
113510	1107.0	827.0
106479998	0.0	0.0
729023	16.0	5.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	1.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	0.0
106480943	1.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	306.0	286.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	115.0	156.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	1.0	0.0
106480947	0.0	0.0
9086	2312.0	1723.0
106480946	0.0	1.0
57402	381.0	18.0
57403	2807.0	2378.0
57404	2476.0	2383.0
57405	34.0	64.0
389416	1.0	0.0
149501	10.0	10.0
9080	0.0	3.0
106480950	0.0	0.0
57406	931.0	397.0
57407	5107.0	7022.0
57408	1.0	0.0
730005	219.0	48.0
57409	1190.0	1411.0
106480959	0.0	0.0
729013	1174.0	1250.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	6.0	4.0
106479986	0.0	0.0
9094	2224.0	1470.0
106479985	0.0	0.0
106480952	1.0	0.0
9095	203.0	105.0
106479984	2.0	2.0
106480951	1.0	0.0
9092	4135.0	4196.0
106479983	0.0	1.0
106480954	0.0	0.0
9093	3174.0	4243.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	84.0	55.0
106479981	0.0	0.0
