id	ec4a2c9d-1d81-4129-b2b9-ac500f39f7ca	0532b0ce-9326-49a6-a19b-f888bf7d000f
56980	706.0	881.0
56981	1311.0	1320.0
56983	1128.0	1429.0
8615	6728.0	11173.0
54329	90.0	64.0
54328	203.0	144.0
8613	13484.0	15565.0
8614	792.0	653.0
8618	623.0	600.0
8630	1882.0	3652.0
8633	679.0	1591.0
8634	1851.0	2630.0
8631	163.0	287.0
8632	38.0	48.0
56990	6381.0	5069.0
169166	241.0	29.0
554175	0.0	0.0
54332	756.0	754.0
56995	1985.0	3155.0
255877	771.0	708.0
664616	0.0	0.0
56996	2051.0	3014.0
54331	934.0	1705.0
56997	4158.0	7054.0
664614	0.0	0.0
56998	4843.0	3871.0
664613	0.0	0.0
664612	0.0	0.0
56992	79.0	135.0
56993	3279.0	3768.0
56994	3308.0	2447.0
8626	6031.0	1068.0
8624	860.0	1212.0
8625	1908.0	2130.0
56999	948.0	1799.0
664617	0.0	0.0
8629	750.0	843.0
8641	114.0	313.0
8644	264.0	272.0
8645	539.0	358.0
8642	3123.0	11859.0
8643	148.0	274.0
652624	3.0	6.0
196743	728.0	988.0
54346	21.0	19.0
54345	358.0	574.0
54344	1324.0	1301.0
8637	421.0	661.0
8638	106.0	136.0
8635	2306.0	3920.0
8636	2493.0	2751.0
8639	7514.0	10483.0
196740	3990.0	4924.0
8651	202.0	329.0
8650	4322.0	5167.0
8655	6093.0	7459.0
101928685	3.0	3.0
8653	4721.0	5497.0
8654	8006.0	28391.0
101928684	0.0	0.0
101928689	6.0	6.0
101928687	1.0	0.0
8648	5960.0	6824.0
8649	3597.0	3577.0
8646	395.0	745.0
8647	0.0	4.0
8662	7961.0	12786.0
8663	385.0	574.0
6001	2102.0	4768.0
8660	4353.0	4297.0
8661	15052.0	23773.0
6000	9.0	3.0
6003	118.0	91.0
8666	6672.0	7827.0
8667	10965.0	13172.0
6002	3607.0	2011.0
8664	11392.0	14417.0
6005	5.0	1.0
6004	188.0	288.0
8665	7300.0	8940.0
101928698	0.0	0.0
8659	4037.0	2937.0
8658	3243.0	4786.0
8673	4287.0	3974.0
6010	1.0	0.0
8674	1537.0	1342.0
8671	9601.0	39669.0
8672	4406.0	7098.0
6011	4.0	0.0
8677	1331.0	1392.0
6014	5.0	0.0
6013	399.0	555.0
8678	3380.0	4556.0
8675	2494.0	2765.0
6016	1546.0	1470.0
8676	114.0	132.0
6015	2975.0	2765.0
253260	2868.0	3216.0
338707	386.0	538.0
6007	35.0	31.0
6006	82.0	93.0
8668	9057.0	12554.0
6009	3303.0	3646.0
8669	2873.0	4866.0
6008	0.0	3.0
8685	23.0	76.0
8682	15122.0	16183.0
6023	0.0	0.0
8683	4577.0	4706.0
8688	0.0	1.0
8689	8.0	7.0
8686	0.0	1.0
8687	0.0	0.0
253272	2.0	3.0
8681	220.0	167.0
253264	258.0	87.0
6018	1481.0	1601.0
6017	0.0	0.0
6019	39.0	51.0
6031	6.0	5.0
6034	0.0	1.0
8693	58.0	107.0
8694	1513.0	1572.0
6033	0.0	1.0
6036	14.0	13.0
6035	3305.0	3291.0
8697	2280.0	2629.0
6038	338.0	240.0
8698	106.0	180.0
6037	2.0	2.0
101928646	0.0	0.0
554234	0.0	0.0
8692	4067.0	4118.0
6030	10.0	7.0
8690	1012.0	956.0
554225	13.0	3.0
554226	11.0	0.0
6029	0.0	0.0
170082	304.0	296.0
6043	0.0	0.0
6045	1333.0	1522.0
6044	0.0	0.0
6047	3104.0	4410.0
6046	15396.0	17920.0
6049	2152.0	2303.0
100421217	0.0	0.0
6048	3099.0	3823.0
100421219	0.0	0.0
101928656	0.0	0.0
6041	1410.0	1379.0
554213	0.0	0.0
554214	0.0	0.0
56904	5264.0	6394.0
56905	1815.0	1724.0
6039	631.0	593.0
56906	294.0	287.0
56907	1652.0	1581.0
56900	5018.0	4729.0
56901	382.0	383.0
56902	1294.0	1533.0
56903	3.0	3.0
100421222	0.0	0.0
375612	33.0	6.0
375611	38.0	102.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3001.0	4605.0
554210	2.0	2.0
100528062	402.0	396.0
554212	0.0	0.0
6050	10958.0	11113.0
100528064	6.0	2.0
375616	61.0	79.0
6051	4088.0	4901.0
56910	8191.0	8988.0
554202	25.0	2.0
554203	949.0	1037.0
56915	639.0	1259.0
56916	2433.0	3004.0
56917	1174.0	584.0
56918	0.0	0.0
56911	199.0	635.0
56912	2243.0	1676.0
56913	878.0	817.0
100421220	0.0	0.0
56914	2.0	0.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1401.0	1929.0
6069	0.0	0.0
375607	0.0	3.0
554201	0.0	1.0
6060	0.0	0.0
56920	948.0	1096.0
56926	2979.0	6198.0
56927	5875.0	6249.0
56928	1693.0	2641.0
56929	2613.0	2651.0
56922	1839.0	2831.0
56923	9.0	10.0
56924	34.0	13.0
56925	1332.0	1903.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	0.0
6075	0.0	0.0
6078	0.0	0.0
6079	0.0	0.0
101928601	4.0	5.0
6070	3.0	0.0
91252	2726.0	2969.0
6071	0.0	2.0
6074	0.0	0.0
101928603	1.0	1.0
101928604	0.0	0.0
101928607	4.0	9.0
387612	0.0	0.0
147700	134.0	57.0
387615	0.0	0.0
6086	0.0	0.0
6089	1.0	0.0
101928611	0.0	1.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	0.0	2.0
123722	6.0	85.0
387601	0.0	4.0
123720	1305.0	1313.0
147710	2.0	1.0
147711	20.0	8.0
147719	0.0	1.0
6098	14.0	10.0
6097	3886.0	3738.0
6092	239.0	401.0
6091	6850.0	5306.0
6094	315.0	327.0
100528020	0.0	0.0
6093	5489.0	5913.0
100528021	6.0	3.0
6096	1122.0	1324.0
6095	1418.0	1834.0
91272	2512.0	2183.0
147727	2149.0	1618.0
387638	0.0	0.0
100528030	20.0	14.0
101928638	3.0	11.0
100528032	2.0	5.0
100421271	0.0	1.0
100506697	49.0	165.0
100506696	132.0	240.0
91298	1093.0	1279.0
100528007	0.0	0.0
123775	155.0	157.0
91289	4212.0	5250.0
399656	0.0	1.0
100506686	360.0	409.0
100506685	3.0	0.0
100528016	0.0	1.0
100528017	49.0	21.0
100528018	0.0	3.0
100528019	3.0	6.0
100506681	5.0	5.0
91283	860.0	932.0
100506680	4.0	4.0
387646	65.0	43.0
387647	0.0	0.0
387644	8.0	17.0
387640	72.0	61.0
100421295	37.0	40.0
387680	2099.0	3002.0
375686	7.0	8.0
123745	6.0	28.0
100506898	38.0	35.0
100506897	0.0	0.0
390992	0.0	0.0
54471	2691.0	3414.0
54470	779.0	859.0
390996	2.0	1.0
390999	0.0	0.0
54475	1041.0	1446.0
387338	1914.0	2042.0
54474	3.0	4.0
54472	6392.0	7190.0
389997	0.0	0.0
54478	28.0	49.0
54477	2823.0	3121.0
387332	0.0	0.0
54476	4174.0	4563.0
91404	2280.0	2558.0
91405	3.0	6.0
91408	2872.0	3493.0
91409	408.0	293.0
375346	164.0	151.0
100506888	0.0	0.0
389992	0.0	1.0
102724826	116.0	98.0
389990	1.0	0.0
102724827	149.0	146.0
54482	843.0	790.0
102724820	22.0	23.0
100506881	226.0	262.0
54480	3393.0	6723.0
387328	4.0	2.0
387325	66.0	63.0
145497	0.0	1.0
400866	1.0	0.0
387323	6.0	0.0
387321	2.0	2.0
54487	1795.0	1913.0
387322	0.0	0.0
375350	2.0	2.0
723809	3.0	3.0
338391	22.0	7.0
91433	590.0	602.0
338396	0.0	2.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	3463.0	3382.0
54491	2700.0	2661.0
54490	0.0	2.0
54497	2923.0	4498.0
54496	1747.0	2280.0
448835	0.0	0.0
54495	2265.0	3514.0
448834	0.0	2.0
387359	0.0	0.0
387357	125.0	133.0
54499	6281.0	6619.0
121498	1.0	0.0
54498	1305.0	2718.0
170463	1590.0	2030.0
157489	140.0	200.0
338382	936.0	417.0
390980	168.0	218.0
338388	0.0	0.0
448831	0.0	0.0
400841	3.0	2.0
91419	312.0	354.0
91452	2798.0	3282.0
338376	1.0	0.0
145447	11.0	13.0
100313532	1.0	0.0
91442	256.0	240.0
375387	290.0	480.0
91445	5931.0	5839.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	86.0	63.0
100506872	0.0	2.0
169436	62.0	77.0
170425	0.0	0.0
133491	0.0	0.0
91464	28.0	45.0
100506866	283.0	397.0
400892	29.0	47.0
400891	2.0	1.0
91461	639.0	1095.0
145483	1004.0	839.0
145482	800.0	992.0
338339	10.0	8.0
100506810	32.0	70.0
338328	264.0	275.0
100506815	1.0	5.0
326337	0.0	0.0
326339	0.0	0.0
338321	35.0	4.0
338322	0.0	0.0
338323	13.0	6.0
338324	0.0	0.0
341965	1.0	3.0
326341	0.0	0.0
326340	0.0	1.0
326343	34.0	26.0
326342	34.0	42.0
54407	9713.0	10847.0
8710	122.0	66.0
100506834	197.0	106.0
8711	1494.0	1421.0
54413	1698.0	1439.0
8703	1936.0	3565.0
101410540	0.0	0.0
8704	2552.0	3085.0
101410541	0.0	0.0
8701	201.0	44.0
101410542	0.0	0.0
54414	3200.0	4778.0
8702	1460.0	1846.0
100506835	3.0	15.0
101410543	9.0	8.0
8707	514.0	1016.0
101410544	45.0	15.0
8708	26.0	25.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	814.0	860.0
8706	1539.0	2806.0
326315	0.0	3.0
326317	0.0	0.0
8721	11193.0	14654.0
8722	8092.0	9821.0
8720	9753.0	12191.0
101410537	0.0	2.0
101410538	2336.0	2565.0
341947	0.0	1.0
8714	700.0	284.0
8715	26.0	62.0
100506826	40.0	50.0
8712	0.0	0.0
8718	209.0	258.0
101410533	61.0	59.0
101410534	1.0	1.0
326325	1.0	2.0
101410535	44.0	62.0
8717	1324.0	1595.0
54429	28.0	17.0
101410536	52.0	21.0
326307	882.0	1212.0
8732	1237.0	1527.0
8733	5526.0	6227.0
8731	2545.0	2922.0
54431	7681.0	23788.0
400836	1.0	2.0
170487	233.0	368.0
54435	58.0	25.0
54434	3430.0	3615.0
400831	4.0	7.0
54433	656.0	877.0
400830	177.0	41.0
54432	5086.0	7541.0
54439	1551.0	1856.0
8725	4773.0	6165.0
8726	1017.0	959.0
54438	810.0	937.0
54437	68.0	86.0
8723	2832.0	3102.0
326310	63.0	181.0
8724	7472.0	7462.0
54436	920.0	897.0
8729	6720.0	10079.0
100337589	0.0	0.0
170485	0.0	0.0
8727	3182.0	3282.0
8728	789.0	1340.0
170482	5.0	4.0
8740	48.0	215.0
8743	11837.0	56849.0
8744	13.0	50.0
8741	829.0	998.0
8742	2325.0	2354.0
102724868	0.0	1.0
102724866	2.0	4.0
54442	1337.0	1730.0
54441	17.0	16.0
54440	791.0	1060.0
400823	22.0	38.0
102724862	0.0	0.0
54443	148.0	184.0
8736	496.0	6140.0
8737	2576.0	2872.0
8735	0.0	0.0
326300	4.0	12.0
8738	861.0	770.0
8739	3.0	0.0
8751	8339.0	10050.0
8754	7462.0	14030.0
8755	0.0	0.0
102724853	0.0	0.0
54453	4825.0	3943.0
255512	74.0	68.0
54457	63.0	55.0
54456	38.0	74.0
554049	59.0	52.0
54455	2765.0	3058.0
54454	871.0	1109.0
8747	9.0	15.0
8748	1.0	2.0
8745	130.0	303.0
54458	3295.0	3389.0
400818	313.0	480.0
8749	0.0	0.0
8761	6400.0	10934.0
6100	255.0	289.0
8760	5932.0	6682.0
6102	1068.0	1091.0
8766	9855.0	13064.0
6101	2.0	3.0
8763	25102.0	28064.0
6103	491.0	625.0
8764	3812.0	4335.0
54460	2798.0	3198.0
54464	3451.0	5257.0
54463	1753.0	1515.0
54462	4097.0	4975.0
54461	6705.0	8495.0
54468	2843.0	5075.0
54467	3189.0	3979.0
54466	8.0	5.0
54465	790.0	829.0
255520	2027.0	2165.0
8759	0.0	0.0
8756	4.0	0.0
54469	3934.0	4034.0
8772	338.0	386.0
8773	4683.0	5854.0
8771	0.0	0.0
8776	2273.0	2119.0
8777	4385.0	6314.0
8774	3101.0	2636.0
8775	6825.0	6993.0
101928566	0.0	0.0
8767	940.0	1610.0
6120	2263.0	2336.0
101928571	6.0	5.0
8784	63.0	96.0
6122	153575.0	175846.0
8781	0.0	0.0
6121	102.0	69.0
8787	421.0	507.0
6124	73308.0	93978.0
6123	8.0	398.0
8788	15.0	165.0
8785	27.0	11.0
6126	18.0	31.0
8786	416.0	474.0
6125	53806.0	56237.0
101928578	144.0	165.0
8780	3911.0	3918.0
6117	6147.0	6791.0
8778	27.0	31.0
6119	635.0	554.0
6118	2836.0	2456.0
8794	149.0	448.0
8795	1728.0	2394.0
6130	53229.0	78506.0
8792	330.0	493.0
6133	19239.0	21703.0
6132	67298.0	87168.0
8793	266.0	265.0
8798	1122.0	1198.0
6135	37066.0	46780.0
8799	2366.0	2436.0
6134	71997.0	88444.0
8796	8.0	1.0
6137	48743.0	63642.0
8797	419.0	708.0
6136	34328.0	46964.0
100421307	0.0	1.0
101735302	140.0	159.0
8790	991.0	1052.0
100134444	5.0	0.0
6128	29894.0	38739.0
8789	1.0	16.0
6129	29483.0	33760.0
6142	13357.0	18104.0
6141	36451.0	44529.0
100421311	5.0	10.0
6144	10055.0	9291.0
6143	45330.0	60533.0
100421313	3.0	4.0
6146	16299.0	17611.0
6145	0.0	4.0
6148	0.0	0.0
6147	20440.0	27159.0
100421318	0.0	0.0
100421319	1.0	0.0
100337590	0.0	0.0
100337591	3.0	4.0
6139	1575.0	2016.0
6138	47757.0	40366.0
6152	23749.0	27915.0
6155	22523.0	28538.0
6154	13560.0	20611.0
100421324	0.0	1.0
6157	34009.0	37468.0
6156	29739.0	34906.0
6159	24989.0	33879.0
6158	26306.0	36229.0
100421328	0.0	2.0
6150	789.0	1156.0
101928527	515.0	454.0
6164	21286.0	26794.0
6163	1.0	2.0
6166	7990.0	10805.0
6165	23986.0	22114.0
6168	33394.0	44938.0
6167	23579.0	35382.0
100421338	1.0	1.0
6169	10827.0	15405.0
101928536	0.0	0.0
6160	30877.0	42319.0
101928537	2.0	0.0
6161	36706.0	32564.0
100421331	0.0	0.0
6175	65104.0	83661.0
6174	67.0	146.0
6176	61570.0	63107.0
101928545	78.0	72.0
6171	14252.0	16200.0
6170	4140.0	5797.0
6173	1693.0	2755.0
6172	162.0	131.0
100421340	0.0	0.0
100421341	0.0	2.0
100421354	0.0	0.0
6185	19506.0	48414.0
101928550	5.0	14.0
6188	53298.0	57944.0
6187	31338.0	54498.0
100421357	1.0	1.0
6189	20528.0	19534.0
101928555	26.0	23.0
6182	711.0	1365.0
6181	23861.0	33702.0
6184	18194.0	26436.0
101928559	0.0	0.0
6183	1036.0	1535.0
100421350	3.0	1.0
100421351	10.0	8.0
100421353	0.0	1.0
6197	5896.0	8946.0
6196	4912.0	6070.0
6199	2472.0	2681.0
6198	2258.0	2704.0
6191	66532.0	71288.0
6193	36702.0	41824.0
6192	13829.0	18938.0
91373	1549.0	909.0
6195	4341.0	5342.0
6194	96002.0	113007.0
390916	1229.0	1727.0
145407	359.0	505.0
100421363	0.0	1.0
100421376	0.0	0.0
100421379	0.0	1.0
91369	3324.0	3949.0
91368	956.0	1038.0
652489	0.0	4.0
390924	24.0	67.0
389901	9.0	26.0
390928	28.0	38.0
390927	558.0	657.0
100421371	1.0	7.0
100421374	31.0	30.0
389903	2.0	0.0
100421389	0.0	9.0
91392	691.0	717.0
389935	0.0	0.0
389932	0.0	2.0
100421384	14.0	21.0
100421398	2.0	3.0
100421399	0.0	2.0
101928513	8.0	2.0
91380	0.0	0.0
390904	1.0	1.0
145438	46.0	49.0
100421390	1.0	2.0
100421391	0.0	0.0
100421395	8.0	8.0
100421397	0.0	1.0
375316	31.0	31.0
375318	0.0	0.0
390963	118.0	90.0
375307	90.0	79.0
389941	25.0	105.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	77.0	84.0
387317	0.0	0.0
121457	655.0	543.0
389976	0.0	1.0
375341	711.0	819.0
387319	0.0	0.0
375323	32.0	8.0
389970	1.0	3.0
390940	265.0	171.0
133418	3627.0	9667.0
390948	0.0	0.0
121441	1674.0	1430.0
390949	0.0	1.0
652411	4.0	2.0
145370	1.0	6.0
102724954	0.0	0.0
54596	13.0	58.0
375484	1005.0	1208.0
91526	804.0	1013.0
133396	37.0	91.0
196951	349.0	387.0
91523	256.0	287.0
91522	449.0	309.0
121391	5.0	0.0
145376	21.0	21.0
400986	147.0	178.0
400984	11.0	8.0
196968	23.0	19.0
157378	910.0	1069.0
723961	0.0	1.0
145389	376.0	339.0
157381	148.0	114.0
91543	620.0	522.0
91544	702.0	731.0
102724923	0.0	0.0
652423	0.0	1.0
169355	6.0	8.0
400966	4.0	5.0
121364	0.0	0.0
400961	1271.0	2149.0
157376	0.0	0.0
91574	1958.0	1595.0
157313	33.0	65.0
157317	0.0	0.0
147991	3382.0	6017.0
399495	0.0	0.0
159963	3.0	2.0
100506965	687.0	934.0
100506963	82.0	81.0
387495	0.0	0.0
387496	1420.0	1271.0
387494	1.0	1.0
387491	0.0	0.0
387492	20.0	23.0
387486	0.0	0.0
157310	2157.0	1764.0
100506994	29.0	26.0
338470	0.0	1.0
170302	76.0	28.0
204010	1.0	0.0
399473	80.0	97.0
399474	1695.0	1823.0
91584	288.0	168.0
159989	69.0	48.0
91582	3551.0	4540.0
107126360	12.0	16.0
133383	268.0	267.0
100506930	845.0	2087.0
100820741	0.0	0.0
338448	0.0	0.0
8808	117.0	123.0
8809	189.0	215.0
54512	776.0	1073.0
54511	243.0	281.0
54510	2430.0	4867.0
54516	459.0	547.0
8802	4148.0	4223.0
8803	2888.0	3310.0
54514	0.0	1.0
8800	2692.0	2175.0
8801	5528.0	6807.0
8807	34.0	35.0
400916	970.0	1392.0
54518	473.0	697.0
8804	6473.0	7853.0
100506939	6.0	4.0
54517	815.0	1195.0
8805	2548.0	3031.0
8820	15.0	36.0
8821	1831.0	1931.0
338440	451.0	481.0
338442	91.0	38.0
8819	461.0	613.0
100820732	0.0	0.0
255620	2.0	1.0
54522	456.0	462.0
54521	1318.0	1459.0
54520	1524.0	1587.0
100820735	0.0	1.0
8813	1631.0	1591.0
170393	6.0	4.0
8814	347.0	292.0
170392	1.0	1.0
100506925	0.0	0.0
8811	4.0	4.0
8812	506.0	577.0
8817	38.0	144.0
8818	2043.0	2827.0
54529	2361.0	3046.0
255626	0.0	0.0
8815	4925.0	5421.0
8816	4259.0	4917.0
170394	1075.0	1477.0
8831	1118.0	1163.0
8832	515.0	879.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1546.0	1906.0
54532	2988.0	3598.0
54531	1317.0	1529.0
54538	1641.0	1350.0
8824	3863.0	3851.0
8825	230.0	305.0
54537	2010.0	2806.0
54536	1559.0	2058.0
8822	19.0	6.0
8823	0.0	0.0
54535	1378.0	1242.0
8828	2221.0	5273.0
8829	5499.0	6495.0
8826	15532.0	17899.0
54539	3770.0	4627.0
8842	3495.0	761.0
8843	97.0	15.0
8840	343.0	299.0
8841	2872.0	2950.0
100158257	1.0	0.0
54541	10191.0	4183.0
54540	1794.0	1992.0
54545	3842.0	4598.0
54544	0.0	1.0
54543	6080.0	6313.0
54542	2782.0	3750.0
54549	1939.0	1079.0
8835	5782.0	4017.0
8836	370.0	255.0
8833	4129.0	6401.0
8834	1600.0	1781.0
54546	237.0	9.0
8839	210.0	315.0
8837	7622.0	7830.0
8838	20.0	6.0
101928483	93.0	75.0
8850	2853.0	2511.0
101928484	3.0	0.0
8853	1204.0	784.0
8854	1757.0	2841.0
8851	101.0	194.0
8852	0.0	0.0
400960	814.0	784.0
338412	0.0	1.0
338413	0.0	0.0
54552	551.0	925.0
400957	0.0	1.0
54551	39.0	47.0
54550	8.0	3.0
196996	341.0	84.0
400955	15.0	6.0
400954	111.0	135.0
54556	805.0	787.0
54555	2392.0	3194.0
400952	24.0	25.0
54554	878.0	918.0
400950	2.0	2.0
8846	700.0	759.0
100820709	7.0	1.0
8847	87.0	83.0
54558	1080.0	550.0
8844	982.0	736.0
54557	1010.0	1223.0
8848	48373.0	35366.0
196993	49.0	29.0
8861	4591.0	4760.0
101928492	68.0	55.0
8864	3245.0	2849.0
6201	21736.0	25886.0
6203	40277.0	43901.0
8862	186.0	250.0
101928496	0.0	0.0
8863	5058.0	5149.0
6202	51625.0	66546.0
723972	2.0	8.0
400946	30.0	21.0
400945	51.0	36.0
54567	1044.0	1188.0
54566	2665.0	2783.0
400941	1.0	1.0
8857	1250.0	407.0
8858	8.0	14.0
54569	0.0	0.0
8856	15.0	16.0
54568	0.0	0.0
8859	659.0	633.0
8871	2284.0	4211.0
8872	2597.0	3108.0
6210	21403.0	22936.0
8870	1161.0	1004.0
100421500	0.0	0.0
8875	1146.0	619.0
8876	136.0	99.0
8874	3883.0	5712.0
100421506	1.0	0.0
100421509	0.0	1.0
54570	1.0	0.0
400935	28.0	71.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	2.0
54571	0.0	0.0
54578	51.0	11.0
255631	77.0	118.0
400931	91.0	62.0
54577	1.0	0.0
54576	1.0	1.0
54575	1.0	1.0
6205	56419.0	68510.0
100506915	15.0	39.0
8869	1114.0	689.0
6204	6715.0	7776.0
6207	16519.0	21497.0
6206	37663.0	41707.0
8867	860.0	1007.0
54579	0.0	0.0
6209	11227.0	17921.0
6208	37875.0	43025.0
170384	936.0	1239.0
100506916	0.0	0.0
8882	2022.0	2184.0
8883	2257.0	2569.0
8880	4284.0	5940.0
8881	3422.0	3889.0
8886	4628.0	5245.0
6223	29153.0	33476.0
100421512	0.0	0.0
8887	12185.0	13384.0
6222	75426.0	97170.0
8884	1363.0	1903.0
6224	38805.0	40785.0
100421515	50.0	37.0
54581	406.0	403.0
54580	0.0	3.0
54585	1600.0	1648.0
54584	241.0	235.0
54583	3638.0	4394.0
54587	2136.0	4480.0
54586	2.0	2.0
8879	6411.0	7438.0
170371	576.0	620.0
170370	1.0	1.0
8877	231.0	201.0
6218	29989.0	33024.0
6217	27708.0	33464.0
8878	14215.0	16363.0
6219	1.0	5.0
100506907	0.0	0.0
100506906	75.0	126.0
255649	1.0	2.0
6230	21839.0	29352.0
8893	3693.0	3981.0
8894	3701.0	4598.0
101928440	0.0	0.0
8891	1420.0	1731.0
6232	29401.0	31524.0
8892	1499.0	1630.0
6231	4930.0	7244.0
8897	510.0	658.0
6234	13675.0	18830.0
8898	3169.0	3669.0
6233	22853.0	25341.0
8895	10553.0	10762.0
6236	737.0	1320.0
8896	2245.0	2238.0
6235	10293.0	13385.0
101928442	0.0	0.0
101928448	0.0	0.0
8890	2506.0	3535.0
280659	0.0	1.0
280657	0.0	0.0
280658	0.0	0.0
280655	3.0	4.0
253039	1793.0	1574.0
6227	13143.0	14712.0
6226	0.0	6.0
6229	45499.0	60982.0
8888	3808.0	4644.0
6228	32396.0	40156.0
6241	136.0	336.0
6240	3358.0	3562.0
100421411	0.0	0.0
6242	1391.0	1670.0
100421413	4.0	5.0
101928455	3.0	0.0
6244	0.0	0.0
6247	4.0	5.0
100421415	6.0	12.0
6246	0.0	0.0
280644	0.0	0.0
253044	2.0	0.0
6238	16500.0	34404.0
6237	5600.0	5237.0
8899	4836.0	5472.0
6239	3492.0	4915.0
6252	1037.0	1703.0
100421420	3.0	13.0
6251	4119.0	4587.0
100421422	6.0	3.0
6253	1120.0	859.0
6256	6859.0	4247.0
100421424	0.0	0.0
6258	36.0	71.0
6257	3347.0	3278.0
100421428	1.0	0.0
101928469	1.0	0.0
100421429	6.0	3.0
280637	0.0	0.0
280636	2962.0	2983.0
253018	39.0	23.0
253017	0.0	529.0
253012	117.0	47.0
6249	6344.0	8923.0
6248	0.0	0.0
6263	186.0	396.0
100421431	2.0	5.0
6262	1096.0	2446.0
100421432	2.0	1.0
101928470	0.0	0.0
100421433	0.0	6.0
100421436	77.0	32.0
100421439	1.0	3.0
6261	220.0	3154.0
6260	3.0	10.0
6259	4741.0	6258.0
100421430	0.0	1.0
6274	59.0	46.0
6273	422.0	36.0
6276	20.0	6.0
6275	4022.0	4401.0
6278	5.0	0.0
6277	16766.0	13123.0
6279	292.0	226.0
6272	5994.0	10653.0
6271	60.0	1077.0
6285	305.0	271.0
6284	1175.0	1364.0
100421455	0.0	0.0
6286	776.0	480.0
6289	612.0	73.0
6288	1548.0	188.0
6281	4398.0	3643.0
6280	1645.0	550.0
6283	31.0	9.0
6282	10492.0	9121.0
123920	1302.0	1707.0
100421451	0.0	1.0
6296	1548.0	2041.0
6295	2.0	2.0
6297	1273.0	1998.0
6299	203.0	41.0
101928420	0.0	0.0
6290	0.0	0.0
6291	59.0	4.0
6294	4098.0	5718.0
6293	3028.0	3556.0
100421478	0.0	0.0
100421479	1.0	0.0
280664	0.0	0.0
54505	3272.0	4085.0
280660	0.0	0.0
54504	2004.0	2653.0
280661	11.0	26.0
54503	1038.0	1675.0
54502	12517.0	15822.0
54509	56.0	98.0
123904	0.0	0.0
54508	114.0	136.0
100421473	0.0	0.0
54507	717.0	1581.0
100421487	0.0	0.0
133308	548.0	701.0
147945	1.0	4.0
123970	0.0	0.0
100421480	0.0	4.0
147947	1451.0	1773.0
147948	387.0	391.0
147949	293.0	418.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	2.0	5.0
100421499	0.0	0.0
101060006	1.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	1.0
351449	0.0	0.0
107126294	4.0	6.0
147965	1010.0	1126.0
147968	65.0	33.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	0.0	6.0
121360	0.0	0.0
101060032	5.0	10.0
135924	0.0	1.0
135927	1.0	14.0
121355	16.0	17.0
147906	1093.0	1697.0
135932	151.0	32.0
101060045	0.0	10.0
135935	2.0	0.0
101060040	0.0	0.0
147912	959.0	1198.0
135942	0.0	0.0
135941	1.0	1.0
121340	3.0	2.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	17.0	23.0
147923	746.0	767.0
147920	17.0	6.0
147929	234.0	278.0
104326192	1.0	0.0
104326193	0.0	11.0
375444	170.0	143.0
104326189	0.0	0.0
101060020	0.0	0.0
375449	3500.0	2859.0
104326188	0.0	0.0
121328	7.0	2.0
91653	2705.0	6927.0
389762	0.0	0.0
351143	1.0	2.0
389761	0.0	0.0
390756	0.0	0.0
27087	336.0	2256.0
27085	162.0	134.0
27086	6908.0	9471.0
389756	0.0	1.0
147429	49.0	30.0
27089	5007.0	6607.0
91646	55.0	75.0
91647	945.0	1262.0
642968	3.0	1.0
135458	1.0	16.0
390766	0.0	0.0
27098	851.0	379.0
27099	2.0	0.0
27097	1453.0	1432.0
389741	94.0	213.0
27090	805.0	629.0
27091	0.0	0.0
27094	75.0	150.0
27095	3041.0	3033.0
27092	3724.0	835.0
642976	3.0	3.0
400629	0.0	0.0
27093	0.0	0.0
160428	841.0	1501.0
375133	237.0	268.0
387122	0.0	11.0
390730	0.0	1.0
390732	0.0	0.0
390735	0.0	1.0
387119	492.0	689.0
27063	135.0	1043.0
387117	0.0	0.0
27069	9744.0	11651.0
400612	2.0	4.0
27067	2535.0	2923.0
27068	3401.0	3804.0
221908	541.0	639.0
341799	0.0	0.0
400619	266.0	137.0
642987	135.0	84.0
400618	38.0	71.0
400617	52.0	116.0
64065	16624.0	10089.0
91662	17.0	287.0
91663	11447.0	17944.0
64064	55.0	32.0
