id	03ba09dd-2589-42ab-afe1-cf0493ba15a1	39952ce1-cb34-48c6-ad20-7aca8286f4ef
643836	1268.0	1983.0
10630	1480.0	642.0
643837	1169.0	1899.0
10633	53.0	20.0
643834	0.0	1.0
10632	6710.0	8422.0
100124394	0.0	0.0
10645	5124.0	12088.0
10648	0.0	0.0
10647	152.0	142.0
148304	517.0	397.0
114960	0.0	1.0
10640	3011.0	3907.0
136332	15.0	69.0
10642	2.0	5.0
643847	0.0	0.0
10641	1069.0	1303.0
10644	120.0	314.0
10643	3.0	7.0
317671	146.0	186.0
643862	0.0	1.0
391642	0.0	0.0
10609	1603.0	3529.0
391647	3.0	10.0
10613	3037.0	1556.0
10612	1219.0	1544.0
10615	128.0	569.0
10614	3949.0	4327.0
10617	3283.0	3524.0
401525	0.0	0.0
10616	4696.0	5646.0
10618	22233.0	20851.0
643854	4.0	3.0
643853	103.0	98.0
643859	0.0	0.0
10611	38924.0	147810.0
10610	881.0	747.0
643872	4.0	4.0
643873	220.0	199.0
643870	11.0	9.0
317684	0.0	0.0
391655	0.0	0.0
391657	0.0	0.0
391656	5.0	5.0
317687	0.0	1.0
10623	850.0	1102.0
10626	235.0	213.0
10625	4889.0	3675.0
10628	24717.0	19736.0
10627	8122.0	11248.0
10629	822.0	880.0
342618	0.0	0.0
643865	0.0	0.0
643866	180.0	221.0
10620	401.0	390.0
10622	203.0	162.0
10621	414.0	539.0
101954275	0.0	0.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	6.0	5.0
643884	0.0	0.0
101954277	3.0	4.0
101954278	2.0	4.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	22.0	9.0
83606	7158.0	9530.0
101954271	0.0	0.0
83605	1533.0	2888.0
101954272	4.0	4.0
83608	419.0	307.0
83607	1334.0	1815.0
151903	1598.0	1879.0
401507	0.0	0.0
317649	1781.0	2121.0
391627	0.0	0.0
401505	721.0	935.0
388007	0.0	0.0
317648	974.0	814.0
100419709	4.0	13.0
100419705	0.0	0.0
643875	0.0	0.0
401509	86.0	60.0
401508	0.0	0.0
101954264	0.0	0.0
138948	20.0	99.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	0.0	0.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1326.0	2017.0
100419711	0.0	3.0
102464825	0.0	0.0
56000	0.0	0.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	73.0	127.0
102464824	0.0	0.0
56005	6332.0	9822.0
10602	8220.0	7794.0
56006	2527.0	2661.0
83604	2501.0	2678.0
10603	92.0	147.0
10606	5988.0	8090.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2599.0	3069.0
10608	6371.0	9971.0
10607	3183.0	3555.0
10600	2564.0	3108.0
101929254	2.0	1.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	2377.0	3213.0
102464832	0.0	0.0
100271849	6.0	13.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	2.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	657.0	864.0
112398	959.0	1163.0
100419735	1.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	23.0	52.0
100419734	0.0	0.0
391698	0.0	5.0
100419731	0.0	0.0
100271836	59.0	72.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	2.0	0.0
388015	0.0	0.0
101954204	0.0	0.0
199953	852.0	1306.0
161357	2.0	1.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	0.0
731275	14.0	27.0
199920	208.0	196.0
222826	2.0	1.0
101929286	0.0	0.0
391670	2.0	1.0
391672	1.0	0.0
161342	12.0	5.0
148398	857.0	281.0
100419758	49.0	35.0
100419751	1.0	0.0
124359	4726.0	3732.0
101929293	7.0	9.0
100420752	0.0	1.0
100420754	0.0	0.0
10691	804.0	1040.0
10690	84.0	41.0
101929212	37.0	41.0
101929218	0.0	0.0
388076	0.0	0.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	102.0	101.0
10693	285.0	279.0
10692	17.0	13.0
10695	5000.0	5541.0
10694	7849.0	11740.0
10699	197.0	131.0
101929221	5.0	0.0
100420763	0.0	0.0
101929225	1.0	4.0
101929222	3.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	11968.0	16252.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	1.0	5.0
101929238	0.0	1.0
220213	709.0	704.0
10678	747.0	944.0
151987	2805.0	3909.0
10671	1005.0	906.0
10670	5325.0	4930.0
10673	65.0	106.0
10672	2606.0	2451.0
10675	94.0	249.0
10677	92.0	115.0
100419793	0.0	0.0
100420784	0.0	1.0
100420786	0.0	0.0
101929247	3.0	1.0
100420787	2.0	2.0
101929244	0.0	0.0
220202	5.0	5.0
222865	122.0	301.0
10682	7696.0	4507.0
10681	1374.0	1315.0
10683	3.0	1.0
10686	36.0	11.0
136371	1.0	2.0
643803	0.0	0.0
10687	33.0	60.0
100419682	0.0	0.0
100420678	42.0	34.0
222894	0.0	0.0
100419687	0.0	2.0
283807	463.0	661.0
653194	0.0	0.0
83598	1.0	0.0
83597	0.0	0.0
653199	145.0	137.0
83594	1745.0	1422.0
83593	983.0	605.0
83596	687.0	1218.0
83595	412.0	147.0
83590	2217.0	3448.0
653190	27.0	33.0
653192	0.0	0.0
83592	42.0	99.0
83591	256.0	309.0
1909	3573.0	3900.0
100420689	1.0	1.0
1908	174.0	95.0
161291	6819.0	7973.0
653188	6.0	19.0
653189	48.0	93.0
1907	82.0	57.0
1906	361.0	311.0
197258	1575.0	986.0
1903	1686.0	2757.0
197259	195.0	174.0
1902	1260.0	1993.0
1901	634.0	920.0
100420681	0.0	0.0
197257	1022.0	771.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	843.0	702.0
1917	2469.0	561.0
1915	345030.0	262308.0
1912	5119.0	5843.0
1911	539.0	604.0
101929202	18.0	18.0
101929203	4.0	1.0
199899	2.0	2.0
148281	495.0	40.0
219287	8.0	11.0
161253	10.0	10.0
219285	308.0	298.0
283849	212.0	202.0
283848	97.0	118.0
1932	2.0	1.0
283847	0.0	0.0
256227	8.0	21.0
256223	0.0	0.0
1939	2893.0	2932.0
1938	202398.0	202843.0
1937	37.0	60.0
1936	8198.0	13030.0
1934	1.0	1.0
1933	9039.0	7562.0
161247	37.0	66.0
219293	384.0	145.0
1943	5.0	37.0
1942	3928.0	5580.0
256236	166.0	66.0
1949	585.0	127.0
199870	804.0	812.0
1948	2645.0	7648.0
1947	2086.0	1224.0
1946	707.0	738.0
1945	766.0	966.0
1944	106.0	291.0
161271	0.0	0.0
1954	5185.0	6054.0
1953	2450.0	1665.0
1952	2888.0	1839.0
1951	75.0	269.0
1950	426.0	354.0
283820	1246.0	1553.0
1959	200.0	380.0
1958	12010.0	13088.0
1956	11118.0	8576.0
1955	2281.0	2540.0
1965	3277.0	3948.0
1964	3906.0	3761.0
199857	661.0	1028.0
1962	1119.0	2004.0
1961	0.0	4.0
1960	312.0	346.0
220296	21.0	26.0
1969	515.0	483.0
1968	9821.0	8407.0
1967	2492.0	1970.0
114904	229.0	502.0
114905	98.0	157.0
114907	14571.0	14074.0
114908	15756.0	26478.0
340094	0.0	0.0
643783	172.0	194.0
114900	23.0	9.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	23207.0	18235.0
1974	17098.0	18673.0
1973	90.0	205.0
283888	2.0	2.0
401447	0.0	0.0
653113	24.0	36.0
1979	7870.0	9322.0
1978	867.0	1246.0
1977	1697.0	2373.0
643790	5.0	11.0
1990	0.0	0.0
256281	1059.0	1162.0
1987	0.0	0.0
1986	2.0	1.0
1984	19577.0	16448.0
1983	6924.0	9144.0
1982	49600.0	59552.0
283876	45.0	47.0
1981	30197.0	40059.0
1980	3.0	8.0
283871	639.0	1238.0
283870	44.0	132.0
105375616	3.0	4.0
340075	42.0	103.0
340073	0.0	0.0
653125	1.0	1.0
401431	98.0	195.0
83528	0.0	2.0
1998	1666.0	2033.0
1997	3103.0	2975.0
283869	6.0	12.0
1996	27.0	41.0
401428	17.0	18.0
83538	53.0	123.0
1995	21.0	26.0
401427	25.0	28.0
283867	2.0	2.0
1994	4827.0	5735.0
1993	26.0	22.0
1992	956.0	1075.0
1991	9.0	18.0
283860	5.0	6.0
83530	5.0	9.0
340069	3.0	2.0
1999	3185.0	3731.0
105375606	2.0	5.0
340061	2433.0	1621.0
653115	36.0	57.0
653121	459.0	592.0
653122	65.0	96.0
283854	0.0	0.0
653123	0.0	0.0
401491	9.0	21.0
100124412	0.0	1.0
653147	6.0	12.0
401498	3.0	1.0
653149	0.0	0.0
401497	0.0	0.0
401494	397.0	322.0
401492	26.0	21.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	4553.0	5650.0
83539	716.0	1454.0
83547	314.0	199.0
83546	1.0	1.0
653140	28.0	28.0
83549	2225.0	3200.0
83548	3662.0	5443.0
83543	1236.0	2377.0
653145	93.0	47.0
83544	1263.0	2606.0
83541	1121.0	1737.0
83540	26.0	130.0
126917	1421.0	933.0
340037	2.0	3.0
114926	1035.0	975.0
114928	1825.0	1524.0
339044	0.0	0.0
256297	0.0	1.0
401474	627.0	690.0
653174	0.0	0.0
653175	4.0	2.0
340024	238.0	3.0
114915	1282.0	762.0
401466	812.0	1872.0
653162	35.0	46.0
653163	0.0	0.0
283899	1338.0	1959.0
653166	0.0	0.0
283897	53.0	48.0
339145	0.0	1.0
391723	0.0	1.0
391722	23.0	23.0
10778	1906.0	1195.0
10777	7.0	10.0
10772	3553.0	4494.0
340120	9.0	279.0
10771	7140.0	8098.0
10773	679.0	803.0
10776	6801.0	7129.0
10775	1464.0	1753.0
10788	4750.0	7934.0
391739	2.0	5.0
10781	1214.0	1390.0
10780	317.0	386.0
10783	3678.0	3651.0
10782	1143.0	1603.0
10785	329.0	479.0
10787	10885.0	11093.0
10786	5.0	3.0
102606463	5.0	0.0
731308	1.0	0.0
339122	205.0	275.0
339123	3717.0	4481.0
102606462	0.0	0.0
391701	1.0	1.0
391703	0.0	2.0
151827	47.0	55.0
126826	2.0	1.0
643719	23.0	24.0
10755	4864.0	5225.0
151825	1.0	0.0
10758	2226.0	1643.0
126823	410.0	605.0
126820	12.0	7.0
10750	20.0	22.0
10752	823.0	3135.0
10751	0.0	0.0
10753	281.0	437.0
643714	0.0	0.0
138864	1.0	1.0
391712	10.0	6.0
391714	0.0	0.0
114836	64.0	39.0
10767	2175.0	2699.0
10766	10504.0	9400.0
151835	1.0	3.0
10769	447.0	891.0
391718	0.0	0.0
10768	7777.0	9879.0
126811	1.0	1.0
643723	16.0	8.0
10761	0.0	3.0
10763	3750.0	5424.0
10762	2624.0	3428.0
10765	4478.0	6317.0
101929179	0.0	0.0
388112	0.0	1.0
339105	22.0	27.0
83707	1754.0	2740.0
83706	302.0	347.0
10734	93.0	87.0
10733	83.0	154.0
83714	257.0	459.0
10736	173.0	180.0
401648	3.0	4.0
643739	0.0	0.0
10735	6260.0	6057.0
401647	22.0	45.0
10738	4.0	2.0
401646	1.0	0.0
10737	3.0	7.0
10739	1043.0	74.0
376132	0.0	0.0
10730	9649.0	12714.0
101929184	12.0	1.0
10732	550.0	1047.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	11.0	33.0
124221	9.0	12.0
124222	1427.0	1181.0
114897	1290.0	1903.0
114898	36.0	116.0
124220	11115.0	8401.0
114899	64.0	279.0
391777	5.0	10.0
10745	591.0	947.0
56104	171.0	417.0
83700	3774.0	2931.0
401638	0.0	0.0
10744	1.0	1.0
56105	90.0	33.0
10747	31.0	44.0
401637	0.0	0.0
56106	347.0	84.0
10746	2844.0	3383.0
56107	103.0	134.0
10749	13334.0	9519.0
56100	206.0	155.0
401634	0.0	0.0
10748	19.0	93.0
56101	615.0	575.0
56102	74.0	84.0
56103	223.0	1091.0
643744	6.0	13.0
10741	1600.0	1176.0
56108	248.0	203.0
10740	167.0	77.0
643749	80.0	107.0
56109	177.0	203.0
10743	3133.0	3492.0
342732	3.0	2.0
10742	1506.0	1181.0
101929198	0.0	0.0
101929196	1.0	3.0
100420811	0.0	0.0
114884	2418.0	2585.0
317774	1.0	0.0
114885	938.0	1100.0
401630	0.0	0.0
317772	1.0	7.0
100419821	0.0	0.0
56110	356.0	2535.0
317778	0.0	0.0
83729	40.0	19.0
317775	0.0	2.0
83734	383.0	473.0
10712	1759.0	2315.0
83733	588.0	771.0
10714	688.0	970.0
126868	166.0	210.0
317769	0.0	0.0
100419829	0.0	0.0
10713	2419.0	3768.0
317768	0.0	1.0
10716	0.0	1.0
100419827	0.0	0.0
56111	172.0	137.0
10715	29.0	27.0
56112	35.0	70.0
56113	245.0	1206.0
83732	800.0	898.0
10718	27.0	13.0
10717	495.0	589.0
56114	77.0	91.0
388125	96.0	63.0
401629	1.0	1.0
317781	1270.0	896.0
388122	1.0	1.0
83719	1630.0	2508.0
56120	4.0	5.0
56121	122.0	139.0
114876	2366.0	4006.0
388121	112.0	225.0
83716	11356.0	5191.0
83715	370.0	237.0
114879	2529.0	3643.0
100420829	1.0	0.0
10723	3633.0	5273.0
56126	133.0	189.0
83723	1.0	11.0
126859	3.0	12.0
56127	54.0	121.0
10725	2540.0	1837.0
56128	49.0	117.0
56129	133.0	131.0
10724	8079.0	6816.0
114880	712.0	542.0
56122	449.0	485.0
388115	931.0	1598.0
401613	2340.0	1907.0
114881	1095.0	535.0
10726	6568.0	8207.0
56123	321.0	379.0
401612	175.0	152.0
114882	2753.0	3240.0
56124	125.0	125.0
10728	12946.0	16292.0
114883	5696.0	6312.0
56125	96.0	210.0
643766	0.0	0.0
10721	14.0	112.0
10720	0.0	0.0
100420830	3.0	0.0
136259	2.0	2.0
100420834	0.0	0.0
317751	24.0	7.0
124274	0.0	0.0
388152	206.0	108.0
317754	0.0	0.0
317753	0.0	0.0
317749	890.0	741.0
342705	2.0	1.0
151888	16.0	4.0
151887	2776.0	4594.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	328.0	299.0
100420843	0.0	0.0
100293090	3985.0	5920.0
148254	322.0	439.0
317762	2678.0	3465.0
317761	21.0	73.0
100419854	0.0	0.0
317760	10.0	15.0
317767	0.0	3.0
100271715	19.0	30.0
148252	426.0	760.0
100271722	84.0	102.0
199834	0.0	0.0
388135	882.0	278.0
101929152	19.0	12.0
100420854	0.0	0.0
222950	77.0	85.0
100419867	1.0	1.0
148266	240.0	417.0
100419868	0.0	1.0
148268	396.0	490.0
100419866	7.0	3.0
100420859	0.0	0.0
124245	2269.0	2077.0
317729	0.0	1.0
136288	1.0	1.0
199800	32.0	33.0
101930150	0.0	1.0
163882	1361.0	1747.0
388165	37.0	53.0
100419873	0.0	0.0
100271700	19.0	18.0
100271703	0.0	0.0
100271702	12.0	54.0
100420875	0.0	0.0
100420877	0.0	0.0
388199	0.0	1.0
22794	6706.0	7240.0
22795	451.0	781.0
22796	2138.0	2232.0
22797	51.0	65.0
22798	8.0	2.0
317705	1.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	5.0	0.0
138883	0.0	0.0
138881	3.0	8.0
100420881	0.0	0.0
388181	0.0	1.0
100419893	0.0	0.0
222967	2.0	5.0
219333	1127.0	1652.0
136227	436.0	753.0
222962	1032.0	1345.0
148213	248.0	265.0
388182	49.0	34.0
100419895	0.0	0.0
317716	0.0	5.0
148203	185.0	162.0
317719	17.0	16.0
148206	162.0	343.0
163859	1292.0	1269.0
101929110	3.0	1.0
101929111	0.0	0.0
219348	98.0	137.0
219347	257.0	302.0
100420898	1.0	1.0
148223	1474.0	2172.0
10799	168.0	250.0
136242	1.0	3.0
10791	717.0	766.0
10794	120.0	67.0
10793	202.0	186.0
10795	1689.0	1309.0
10798	0.0	0.0
10797	1486.0	3244.0
101929121	0.0	0.0
101929120	59.0	74.0
101929127	1.0	2.0
317701	1.0	1.0
220323	916.0	1806.0
148231	0.0	0.0
148229	22.0	31.0
151877	6.0	11.0
151871	0.0	0.0
93035	41.0	32.0
161176	294.0	296.0
56097	11.0	21.0
56098	9.0	13.0
56099	351.0	314.0
93034	18.0	18.0
283927	172.0	111.0
220359	13.0	69.0
653073	0.0	0.0
653075	1.0	3.0
256302	1667.0	1554.0
105373144	5.0	70.0
81050	0.0	0.0
199786	9.0	9.0
256309	97.0	336.0
100420792	0.0	0.0
95681	644.0	800.0
283914	1.0	0.0
81047	0.0	0.0
197131	2727.0	2811.0
197135	39.0	22.0
653061	0.0	0.0
93058	324.0	333.0
161198	554.0	902.0
283902	1.0	4.0
220382	77.0	58.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	2.0	0.0
199777	742.0	1412.0
81061	0.0	0.0
653082	59.0	163.0
81090	0.0	0.0
100271649	0.0	0.0
199746	194.0	314.0
100271655	3.0	6.0
81099	0.0	0.0
100271650	3.0	8.0
199745	309.0	388.0
148170	3710.0	741.0
256364	2551.0	2749.0
163786	247.0	402.0
220388	37.0	29.0
100271639	0.0	0.0
163782	551.0	152.0
100271646	7.0	15.0
283953	4.0	4.0
256355	18.0	12.0
100271644	0.0	0.0
283951	439.0	726.0
256356	4479.0	4249.0
100271643	4.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	1.0	2.0
148189	1048.0	1923.0
93099	1303.0	269.0
100271627	0.0	3.0
283948	95.0	51.0
256329	44.0	64.0
100271634	0.0	0.0
100271636	1.0	0.0
100271630	2.0	2.0
100271633	0.0	0.0
100271632	0.0	2.0
199720	6.0	35.0
93082	143.0	21.0
161145	658.0	950.0
100271617	0.0	0.0
100271616	2.0	3.0
161142	4.0	4.0
100271619	0.0	1.0
148198	6.0	5.0
100271618	1.0	1.0
100271624	1.0	0.0
100271623	2.0	1.0
283933	129.0	104.0
100271625	0.0	1.0
93081	147.0	195.0
100271620	1.0	7.0
283932	93.0	460.0
100271622	0.0	3.0
100271621	0.0	0.0
199731	4721.0	5470.0
100124332	0.0	3.0
643664	3.0	1.0
256394	101.0	66.0
83637	5037.0	8581.0
83636	1216.0	1273.0
401565	1.0	3.0
401563	33.0	24.0
401562	7.0	16.0
401561	21.0	4.0
283999	0.0	0.0
283994	0.0	0.0
643668	2.0	2.0
283991	1450.0	1988.0
340198	3.0	0.0
643669	4.0	14.0
340192	0.0	0.0
643680	5.0	3.0
197196	0.0	0.0
56033	6.0	3.0
401551	2.0	8.0
83657	51.0	83.0
83656	1.0	0.0
83659	0.0	9.0
283989	1321.0	1859.0
83658	6155.0	7529.0
401548	872.0	1362.0
56034	2316.0	1310.0
283987	13766.0	20501.0
256369	0.0	0.0
401546	3460.0	4023.0
83655	0.0	0.0
283985	1.0	1.0
283982	0.0	0.0
283981	26.0	44.0
643677	0.0	6.0
83650	3.0	5.0
197187	153.0	210.0
449520	0.0	1.0
401541	115.0	211.0
401540	0.0	1.0
83639	1.0	5.0
83638	2642.0	2805.0
256380	28.0	6.0
449518	0.0	0.0
83648	564.0	233.0
401537	2.0	2.0
83647	0.0	0.0
83641	3212.0	6276.0
401535	4.0	6.0
83643	672.0	921.0
401533	0.0	4.0
643689	9.0	3.0
283971	0.0	0.0
83640	617.0	741.0
283970	8.0	7.0
114826	693.0	506.0
114827	70.0	37.0
378706	2.0	2.0
378707	0.0	0.0
378708	142.0	234.0
339184	11.0	109.0
339186	0.0	0.0
56052	1599.0	1851.0
114821	453.0	594.0
114822	579.0	2531.0
114823	2750.0	4115.0
114824	0.0	0.0
114825	1080.0	934.0
643699	30.0	31.0
340168	0.0	0.0
114815	279.0	518.0
114817	0.0	0.0
114818	1398.0	936.0
114819	76.0	122.0
339175	736.0	989.0
56063	376.0	661.0
653017	0.0	0.0
56061	4265.0	5348.0
56062	100.0	107.0
114814	96.0	113.0
83667	526.0	529.0
83666	2987.0	3593.0
83660	834.0	1130.0
340156	60.0	83.0
83661	186.0	5737.0
114804	666.0	539.0
114805	23.0	43.0
340152	16.0	35.0
339168	1.0	0.0
114800	105.0	72.0
114801	55.0	139.0
93010	168.0	250.0
114803	1105.0	1861.0
83697	1.0	3.0
81034	1097.0	2445.0
81035	3697.0	11117.0
83696	2780.0	5556.0
83699	7063.0	5246.0
81037	6375.0	8220.0
83698	20.0	17.0
401588	216.0	352.0
83693	1482.0	1402.0
81030	14.0	16.0
83692	2934.0	2817.0
81031	5078.0	7557.0
83695	1457.0	1861.0
81033	1285.0	339.0
83694	104.0	200.0
340146	5.0	2.0
83690	13397.0	1445.0
81027	4.0	5.0
81029	3480.0	3973.0
653042	0.0	0.0
653045	2.0	2.0
81025	4.0	0.0
401577	115.0	132.0
22877	4516.0	4429.0
22878	2567.0	1920.0
22879	5880.0	38829.0
22870	3439.0	4915.0
22871	493.0	552.0
22872	14852.0	20825.0
22873	645.0	656.0
22874	3582.0	3813.0
22875	2597.0	3447.0
22876	1252.0	808.0
10899	8331.0	11212.0
10898	1352.0	1495.0
10891	562.0	296.0
136540	0.0	0.0
10890	8068.0	12577.0
10893	393.0	369.0
10892	5118.0	1909.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	267.0	252.0
10897	3842.0	6524.0
10896	4.0	5.0
22888	762.0	1324.0
22889	811.0	1444.0
22880	2762.0	3148.0
124540	5678.0	6054.0
22881	394.0	288.0
22882	3450.0	4821.0
22883	30443.0	32315.0
22884	1349.0	1621.0
22885	776.0	776.0
22887	3443.0	4356.0
342419	0.0	0.0
124538	0.0	0.0
124535	3.0	0.0
148523	543.0	383.0
283598	0.0	0.0
283596	75.0	156.0
283592	0.0	0.0
22856	3029.0	5577.0
161514	0.0	0.0
731424	1.0	6.0
22858	2929.0	2986.0
22859	1822.0	1232.0
22850	1567.0	1384.0
22852	332.0	465.0
22853	2676.0	2987.0
22854	132.0	3268.0
10877	0.0	0.0
10876	19.0	0.0
100419909	0.0	0.0
10879	1.0	0.0
10878	1.0	2.0
148534	919.0	2134.0
104169670	6.0	8.0
104169671	62.0	15.0
100419903	2.0	7.0
283587	200.0	57.0
10871	30.0	26.0
10870	50.0	78.0
10873	693.0	885.0
10875	1624.0	2252.0
10874	2.0	1.0
22866	186.0	236.0
22868	1386.0	1478.0
22869	817.0	842.0
100309464	1.0	0.0
161502	6.0	5.0
100420901	0.0	0.0
22861	482.0	510.0
22862	4539.0	4768.0
22863	1103.0	1178.0
22864	2821.0	3424.0
22865	157.0	226.0
10888	6.0	16.0
56203	10.0	26.0
643609	0.0	0.0
56204	2490.0	3636.0
10887	14.0	2.0
124512	902.0	986.0
148545	0.0	4.0
283579	2.0	4.0
283578	2124.0	2435.0
10880	1.0	1.0
283576	0.0	4.0
10882	10.0	28.0
10881	0.0	0.0
10884	1929.0	1576.0
283571	5.0	7.0
10886	1.0	2.0
10885	1855.0	2061.0
22834	3936.0	6449.0
22835	472.0	549.0
22836	5329.0	3998.0
22837	8185.0	4919.0
101929059	5.0	7.0
22838	2053.0	2183.0
22839	5059.0	6490.0
100420910	1.0	1.0
100420916	0.0	0.0
22832	320.0	513.0
124590	8.0	0.0
10855	74.0	92.0
10857	10687.0	11219.0
10856	4220.0	4946.0
10859	83.0	92.0
10858	66.0	84.0
100126793	4.0	25.0
10850	0.0	0.0
643617	4.0	4.0
643615	2.0	1.0
100126791	9.0	2.0
22844	9.0	44.0
22845	2218.0	2208.0
22846	318.0	626.0
22847	1542.0	1623.0
22848	3553.0	3596.0
22849	799.0	873.0
112597	73.0	115.0
100420920	0.0	0.0
100420921	1.0	2.0
100420924	0.0	1.0
124583	21125.0	29546.0
100420926	0.0	0.0
22841	1512.0	1087.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	421.0	802.0
10866	1058.0	487.0
100420919	0.0	0.0
10865	608.0	699.0
10868	3280.0	3268.0
10867	7071.0	7471.0
10869	4784.0	5432.0
10861	121.0	264.0
101929074	95.0	52.0
10864	3.0	11.0
101929071	0.0	0.0
10863	455.0	116.0
22813	0.0	0.0
22814	0.0	3.0
643641	424.0	1024.0
22815	1.0	0.0
22816	0.0	0.0
22818	11063.0	12553.0
10829	0.0	3.0
100419945	0.0	0.0
83849	28.0	16.0
83855	691.0	1485.0
10833	1.0	0.0
83854	7.0	4.0
83857	1090.0	901.0
10835	0.0	0.0
83856	111.0	237.0
10834	0.0	1.0
83851	2058.0	1406.0
10837	0.0	0.0
100419948	0.0	0.0
83850	66.0	37.0
10836	1.0	1.0
100419949	0.0	0.0
83853	11.0	16.0
10838	2159.0	2733.0
83852	737.0	1076.0
124565	9776.0	13348.0
100419947	0.0	0.0
22808	1274.0	1454.0
22809	3084.0	3480.0
101929082	0.0	0.0
101929083	0.0	2.0
10830	0.0	0.0
643637	87.0	53.0
22822	2079.0	1567.0
22823	575.0	835.0
22824	880.0	247.0
101929086	0.0	3.0
22826	4239.0	5211.0
22827	8171.0	17546.0
643653	0.0	0.0
22828	2511.0	3109.0
22829	1103.0	583.0
112574	1679.0	2218.0
100419955	0.0	0.0
56241	699.0	2793.0
100420946	0.0	0.0
56242	653.0	934.0
22820	25182.0	42167.0
22821	1042.0	1228.0
100419950	0.0	0.0
10844	5463.0	3895.0
83844	0.0	0.0
10846	511.0	1304.0
10845	2369.0	2799.0
10848	2043.0	2357.0
56243	7891.0	5157.0
10847	9051.0	10519.0
56244	6.0	3.0
56245	65.0	64.0
10849	181.0	241.0
56246	3.0	1.0
643646	34.0	60.0
10840	1212.0	1181.0
10842	1.0	0.0
101929093	0.0	0.0
10841	41.0	44.0
643648	0.0	0.0
101929010	0.0	0.0
100420950	8.0	0.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	1.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	1.0
101929025	2.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	1.0	0.0
100271601	0.0	0.0
100419979	1.0	1.0
100420972	0.0	0.0
100420975	1.0	10.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	1.0	0.0
391436	6.0	0.0
161582	28.0	41.0
124599	9.0	10.0
101929052	0.0	0.0
391485	0.0	2.0
222611	0.0	0.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	2.0
22899	236.0	386.0
391462	0.0	0.0
22891	68.0	96.0
22893	1900.0	3098.0
22894	2625.0	2891.0
22895	9.0	13.0
148581	0.0	0.0
22897	901.0	1118.0
22898	1006.0	2080.0
22890	2306.0	2224.0
391470	0.0	0.0
391472	0.0	1.0
391475	2.0	2.0
101929008	35.0	57.0
222659	6.0	14.0
440894	18.0	19.0
222658	3725.0	4521.0
102724035	0.0	0.0
100271575	0.0	0.0
100271577	6.0	0.0
100271571	0.0	0.0
81175	1.0	5.0
81176	3.0	5.0
100271570	1.0	0.0
93145	1326.0	1722.0
440888	0.0	0.0
222642	0.0	0.0
222643	8.0	20.0
401289	0.0	3.0
401288	30.0	56.0
401285	0.0	0.0
81166	0.0	0.0
100271564	2.0	5.0
81168	0.0	0.0
100271566	6.0	6.0
81169	0.0	0.0
81162	0.0	0.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	2.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	2.0
