id	5eb01b59-7181-491d-9c1e-9903473ad91e	725ae5e0-0325-4f5e-ba91-7694ac1166bb
100271506	0.0	0.0
100271516	0.0	0.0
100271510	4.0	2.0
220064	1163.0	752.0
220047	10.0	3.0
100271503	0.0	0.0
10808	7725.0	6066.0
56130	52.0	38.0
10807	1871.0	1892.0
56131	366.0	305.0
56132	96.0	766.0
10809	11484.0	9519.0
220081	36.0	1.0
83756	75.0	20.0
10811	1812.0	798.0
56137	9.0	8.0
10810	976.0	2899.0
83755	0.0	0.0
56138	6.0	129.0
83758	133.0	505.0
10813	1444.0	1884.0
56139	53.0	120.0
401207	368.0	271.0
220082	3.0	3.0
83757	6.0	0.0
83752	11075.0	7876.0
56133	172.0	337.0
10815	232.0	186.0
10814	33.0	13.0
56134	1.0	38.0
10817	881.0	605.0
56135	5.0	37.0
10816	4.0	1.0
283643	734.0	487.0
56136	1.0	45.0
643535	0.0	0.0
643536	0.0	0.0
22800	1619.0	1947.0
22801	694.0	1490.0
643550	3.0	3.0
22802	1319.0	44.0
22803	3780.0	4658.0
440804	3.0	2.0
22806	380.0	254.0
22807	1632.0	953.0
10819	130.0	238.0
56140	1.0	12.0
10818	1383.0	1693.0
56141	18.0	16.0
56142	6.0	3.0
56143	5.0	38.0
83737	3097.0	3438.0
220070	0.0	0.0
10822	1.0	0.0
283638	4015.0	4310.0
83744	362.0	254.0
10821	6.0	1.0
10824	12.0	2.0
83746	4051.0	2753.0
10823	0.0	0.0
83741	0.0	0.0
283635	5783.0	7469.0
10826	3036.0	3603.0
220074	1824.0	1664.0
56144	41.0	323.0
10825	4173.0	1123.0
56145	37.0	45.0
83740	0.0	0.0
83743	3109.0	2440.0
56146	7.0	38.0
10828	5.0	4.0
10827	1594.0	1581.0
83742	3289.0	3999.0
56147	5.0	30.0
283631	2.0	3.0
10820	3.0	4.0
440836	2153.0	733.0
643563	0.0	2.0
56154	6.0	3.0
81109	0.0	0.0
283629	29.0	21.0
56159	7.0	0.0
81115	2.0	3.0
81116	1.0	0.0
56155	113.0	52.0
283624	576.0	376.0
102724097	208.0	134.0
256006	33.0	31.0
56156	0.0	0.0
81113	0.0	0.0
56157	1.0	0.0
56158	7.0	3.0
81114	0.0	0.0
81110	0.0	0.0
440829	5.0	11.0
440823	109.0	45.0
440822	11.0	0.0
56163	7.0	1.0
56164	47.0	6.0
256021	37.0	7.0
56165	27.0	2811.0
83759	2039.0	1322.0
56160	2307.0	1624.0
10800	834.0	155.0
283617	0.0	0.0
81104	0.0	0.0
10802	2240.0	1798.0
10801	20471.0	24712.0
10804	36.0	28.0
10803	2.0	3.0
56167	1.0	0.0
10806	1609.0	1447.0
56168	4.0	0.0
56169	42.0	48.0
643582	0.0	0.0
643586	24.0	3.0
256076	5.0	2.0
401253	27.0	1.0
56171	86.0	160.0
401251	32.0	10.0
56172	20163.0	8730.0
401250	1.0	0.0
81137	0.0	0.0
81138	0.0	1.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	21.0	3.0
283688	0.0	2.0
401247	13.0	5.0
81136	0.0	0.0
283687	211.0	310.0
283685	25.0	0.0
93109	643.0	1110.0
283682	9.0	4.0
100126825	2.0	0.0
93107	36.0	0.0
643596	74.0	44.0
56180	703.0	924.0
93100	3100.0	2235.0
401242	1.0	10.0
256085	1.0	2.0
56181	5658.0	4800.0
81126	0.0	0.0
81127	0.0	0.0
83787	2379.0	3159.0
283677	1.0	1.0
401237	118.0	224.0
83786	2616.0	1636.0
401236	8.0	25.0
283673	4.0	4.0
93134	3078.0	2971.0
401233	0.0	0.0
401232	290.0	273.0
256051	543.0	416.0
81159	1.0	1.0
81155	1.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	66.0	36.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	2157.0	1795.0
283659	42.0	175.0
100271587	3.0	0.0
100271589	2.0	0.0
81140	0.0	0.0
100271583	0.0	1.0
283652	0.0	2.0
283651	4935.0	2746.0
100271585	0.0	0.0
100271584	16.0	13.0
100271581	0.0	0.0
22998	17010.0	13097.0
22999	389.0	975.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	1.0	0.0
22990	2561.0	3081.0
100151671	0.0	0.0
100151672	4.0	0.0
22992	6597.0	5344.0
22993	4853.0	3808.0
100151674	0.0	2.0
22994	929.0	1146.0
83903	10.0	15.0
22995	178.0	122.0
83902	0.0	4.0
22996	4175.0	4000.0
22997	114.0	186.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	14.0	2.0
100151684	1.0	2.0
100151685	0.0	0.0
100151681	1.0	1.0
56302	10.0	6.0
83901	0.0	0.0
342538	18.0	21.0
83900	1.0	0.0
56300	2.0	1.0
56301	6.0	5.0
124411	804.0	903.0
22976	934.0	1106.0
22977	53.0	22.0
22978	1526.0	1452.0
22979	128.0	117.0
22970	56.0	76.0
22971	2123.0	1085.0
22974	112.0	345.0
83932	496.0	554.0
10998	712.0	1129.0
83931	5440.0	3060.0
342527	15.0	254.0
148418	660.0	723.0
83933	719.0	438.0
124404	16.0	5.0
10999	2029.0	2759.0
124401	1699.0	1114.0
124402	2436.0	1718.0
83930	2653.0	2755.0
56311	10.0	43.0
10990	35.0	12.0
100126693	9.0	4.0
10992	17390.0	16695.0
606500	0.0	0.0
10991	115.0	81.0
10994	4264.0	3272.0
10993	35.0	44.0
22987	178.0	492.0
22989	309.0	43.0
22980	9895.0	8779.0
22981	1361.0	729.0
22982	2003.0	2654.0
22983	48.0	86.0
22984	2827.0	2971.0
22985	10002.0	6532.0
22986	5.0	1.0
58986	5190.0	9429.0
148423	1029.0	706.0
58985	52.0	46.0
342510	6.0	18.0
283694	0.0	0.0
283693	73.0	20.0
283692	1.0	2.0
22954	894.0	1293.0
22955	5180.0	6218.0
112487	980.0	1879.0
22950	1901.0	1947.0
391524	2.0	1.0
22952	3.0	5.0
22953	34.0	229.0
391526	2.0	2.0
10975	5349.0	5248.0
83953	7.0	3.0
10978	460.0	559.0
83955	23.0	19.0
10979	3776.0	7400.0
112495	5231.0	10082.0
10970	12725.0	9073.0
56339	3213.0	1886.0
10972	23832.0	26028.0
10971	14137.0	23901.0
10974	0.0	0.0
10973	2777.0	2873.0
401409	27.0	33.0
112479	984.0	788.0
112476	1706.0	177.0
391530	2.0	0.0
83939	6869.0	11620.0
56341	7.0	0.0
391533	1.0	2.0
124460	79.0	113.0
83935	188.0	236.0
83938	469.0	1560.0
391538	4.0	0.0
83937	582.0	1229.0
10987	3482.0	3639.0
83943	1115.0	1330.0
83942	0.0	2.0
10989	4587.0	4835.0
10988	3805.0	5606.0
56342	303.0	458.0
124454	1731.0	2278.0
56344	12.0	0.0
83941	1486.0	1003.0
83940	860.0	1205.0
643503	1.0	0.0
10981	578.0	939.0
112483	5349.0	5984.0
10980	7758.0	8886.0
10983	33424.0	45298.0
10982	1298.0	3324.0
643507	13.0	3.0
10985	6795.0	6023.0
10984	836.0	183.0
22932	1202.0	952.0
22933	4736.0	4158.0
22934	1528.0	1721.0
22936	14576.0	4782.0
22937	6743.0	6206.0
22938	3580.0	4247.0
112464	395.0	1136.0
22930	5404.0	5234.0
22931	6709.0	7044.0
81309	0.0	0.0
391504	0.0	1.0
10954	4510.0	4491.0
10953	3190.0	3535.0
10956	24616.0	18497.0
81315	0.0	0.0
10955	11574.0	12172.0
391508	1.0	0.0
81316	0.0	0.0
10957	14834.0	8096.0
124446	11824.0	8804.0
81310	0.0	0.0
10959	24302.0	25582.0
22929	3527.0	3976.0
10950	2522.0	1085.0
10952	5966.0	7937.0
10951	4188.0	5574.0
22943	784.0	1179.0
22944	998.0	869.0
22945	0.0	0.0
22947	0.0	0.0
22948	6218.0	9930.0
22949	7963.0	6536.0
83957	3.0	0.0
22941	1130.0	2711.0
83959	585.0	429.0
10965	744.0	897.0
391518	14.0	0.0
10964	594.0	365.0
81304	0.0	0.0
10966	1634.0	1958.0
10969	3065.0	3282.0
81300	0.0	0.0
10961	15040.0	13895.0
10960	12605.0	10637.0
643529	510.0	174.0
10963	11148.0	11308.0
10962	619.0	353.0
148479	2636.0	1654.0
197407	987.0	994.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	2317.0	1238.0
391548	1.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	3.0	1.0
391552	2.0	0.0
474383	0.0	1.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	5.0	0.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	1.0
767558	0.0	0.0
246704	2.0	2.0
207107	12.0	3.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	1.0	0.0
767563	0.0	0.0
474345	2.0	0.0
474344	210.0	796.0
474343	163.0	160.0
246717	0.0	3.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	3.0	4.0
161406	15.0	3.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	2.0	2.0
100151640	21.0	12.0
100151641	0.0	0.0
246715	5.0	0.0
767557	17.0	11.0
606553	2.0	0.0
606551	22.0	41.0
474354	1.0	8.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	1.0	0.0
161436	252.0	62.0
100151655	0.0	0.0
391584	3.0	1.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	8.0	7.0
100151652	0.0	0.0
100151668	0.0	0.0
391592	1.0	0.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2641.0	3137.0
100151667	0.0	0.0
391598	2.0	2.0
100151661	2.0	0.0
100151663	0.0	0.0
474338	9.0	18.0
474337	0.0	1.0
197370	6718.0	7445.0
220112	7.0	5.0
246744	0.0	0.0
220115	24.0	23.0
93273	23.0	10.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	0.0	0.0
81295	0.0	0.0
100271452	1.0	0.0
220108	422.0	415.0
220107	10.0	1.0
100271448	2.0	1.0
100271447	3.0	1.0
100271449	0.0	1.0
100271444	5.0	3.0
100271445	0.0	0.0
81285	245.0	23252.0
81282	0.0	0.0
197350	48.0	16.0
246720	6.0	0.0
401399	69.0	94.0
401398	36.0	56.0
246721	0.0	0.0
220134	21.0	74.0
401397	1999.0	2797.0
246723	29.0	9.0
220136	104.0	120.0
401393	22.0	29.0
100271437	0.0	0.0
100271439	0.0	1.0
100271438	1.0	0.0
100271433	0.0	0.0
100271435	1.0	0.0
100271434	0.0	0.0
197342	1998.0	400.0
246731	9.0	1.0
401387	11.0	3.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	46.0	50.0
100271420	0.0	0.0
197358	237.0	223.0
199990	2577.0	3472.0
246785	31.0	83.0
105664404	1.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	2.0	0.0
220158	1.0	0.0
283726	124.0	92.0
100271414	0.0	0.0
100887075	5.0	0.0
439990	93.0	134.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	140.0	320.0
100271413	0.0	0.0
197320	716.0	441.0
439996	0.0	0.0
100887074	0.0	0.0
439992	69.0	120.0
100887073	1.0	0.0
197322	2150.0	1775.0
439994	98.0	153.0
102724105	985.0	531.0
220147	0.0	0.0
100271404	1.0	0.0
100887067	13.0	7.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	15.0	3.0
100271400	0.0	1.0
283711	0.0	0.0
100271402	0.0	0.0
197331	23.0	11.0
197335	1724.0	1047.0
440993	2495.0	381.0
440992	72.0	67.0
161394	46.0	69.0
199964	217.0	243.0
8000	222530.0	107738.0
8001	5.0	0.0
246777	148.0	41.0
246778	7.0	4.0
606495	134.0	139.0
199974	71.0	21.0
8013	6292.0	404.0
22911	1051.0	942.0
439949	105.0	161.0
22913	10481.0	11739.0
643421	0.0	0.0
22914	54.0	8.0
22915	92.0	219.0
439945	9.0	0.0
22916	4980.0	6847.0
731605	3.0	4.0
22917	13.0	5.0
10929	7646.0	7273.0
10928	8109.0	6707.0
56252	4846.0	4989.0
56253	16.0	29.0
401331	245.0	223.0
81207	0.0	0.0
83869	540.0	419.0
81208	5.0	0.0
81209	0.0	0.0
83877	3720.0	2870.0
56259	3814.0	3549.0
83876	51.0	27.0
81215	0.0	0.0
83879	202.0	861.0
10934	2.0	1.0
83878	110.0	123.0
283768	3.0	0.0
10933	11824.0	13399.0
10936	66.0	31.0
56254	3952.0	5374.0
83873	32.0	12.0
256148	0.0	0.0
81210	2.0	0.0
283767	0.0	0.0
56255	6174.0	6193.0
83872	201.0	4451.0
10935	7817.0	14441.0
81211	0.0	0.0
56256	580.0	1256.0
10938	2548.0	3965.0
83875	96.0	46.0
83874	1990.0	1202.0
56257	6179.0	5067.0
22907	6772.0	5954.0
643414	1.0	0.0
439953	1.0	12.0
22908	3707.0	3104.0
83871	5816.0	4716.0
22909	1300.0	1428.0
283761	2.0	0.0
439954	1.0	1.0
643418	3.0	0.0
10930	19.0	12.0
439950	0.0	0.0
22921	3006.0	2363.0
8022	0.0	0.0
440926	218.0	260.0
22924	2503.0	1794.0
440925	56.0	105.0
8028	1597.0	1084.0
22925	385.0	856.0
8029	121.0	67.0
22926	4243.0	4060.0
439934	1.0	0.0
22927	1231.0	1017.0
8027	1426.0	1620.0
22928	4026.0	4994.0
439936	662.0	950.0
56261	3040.0	1834.0
56262	9017.0	6356.0
10939	3410.0	3107.0
401321	185.0	180.0
8021	5578.0	4782.0
83858	1949.0	537.0
22920	1654.0	1727.0
56260	269.0	114.0
10943	1230.0	1524.0
56269	5.0	0.0
83866	1.0	0.0
81203	0.0	0.0
10942	235.0	155.0
81204	0.0	0.0
10945	19760.0	17024.0
83868	3.0	0.0
81205	0.0	0.0
10944	8312.0	9544.0
83867	0.0	0.0
10947	1452.0	1625.0
56265	673.0	578.0
83862	4046.0	3263.0
401316	19.0	11.0
83861	1722.0	2300.0
283755	125.0	49.0
10946	4888.0	5400.0
56267	1481.0	1507.0
10949	14321.0	13918.0
81201	0.0	0.0
10948	3264.0	1485.0
256158	193.0	479.0
83863	2.0	0.0
81202	0.0	0.0
22918	690.0	3499.0
22919	6446.0	8674.0
439941	1.0	0.0
83860	748.0	897.0
8019	2342.0	3112.0
10941	1.0	1.0
643427	15.0	20.0
10940	384.0	284.0
8036	3169.0	3181.0
8034	4623.0	2469.0
440957	849.0	961.0
440956	3.0	0.0
440955	11.0	2.0
8038	45.0	170.0
10907	3089.0	3655.0
10906	3839.0	2614.0
440952	123.0	49.0
10908	3572.0	3105.0
93210	5242.0	3814.0
8031	14741.0	19035.0
256130	2.0	4.0
56270	6556.0	7315.0
56271	6634.0	4872.0
8030	6498.0	10363.0
10910	2934.0	2430.0
83899	0.0	0.0
81236	0.0	0.0
283748	15427.0	74.0
10912	16986.0	1722.0
283747	1.0	2.0
10911	20.0	0.0
10914	10884.0	12663.0
256126	53.0	36.0
83895	2.0	30.0
10913	633.0	56.0
83894	3.0	3.0
10916	40485.0	28313.0
83897	0.0	0.0
401303	81.0	71.0
10915	3164.0	1860.0
283742	2825.0	3636.0
83896	2.0	26.0
83891	1332.0	1291.0
83890	32.0	21.0
83893	0.0	0.0
81230	2.0	0.0
83892	5170.0	5291.0
22900	1448.0	1560.0
93202	1.0	0.0
22901	403.0	711.0
22902	1917.0	1280.0
8045	4050.0	3771.0
22903	2150.0	2209.0
22904	2444.0	3224.0
22905	3558.0	2639.0
8048	2.0	0.0
440944	1619.0	476.0
22906	3042.0	5006.0
256144	0.0	0.0
10917	3.0	3.0
10919	5827.0	5931.0
83888	19.0	0.0
10921	10149.0	8507.0
283738	8.0	0.0
83887	12.0	66.0
10920	2898.0	3537.0
81226	0.0	0.0
10923	8146.0	8058.0
10922	7268.0	4863.0
83889	7.0	1.0
81228	0.0	0.0
83884	10.0	3.0
56287	0.0	0.0
81221	0.0	0.0
56288	3625.0	3375.0
10924	857.0	1574.0
10927	7596.0	8758.0
83886	103.0	80.0
81223	0.0	0.0
10926	460.0	517.0
81224	0.0	0.0
643447	3.0	8.0
643445	0.0	0.0
83882	558.0	544.0
83881	19.0	28.0
439965	10.0	3.0
643446	6.0	11.0
93233	75.0	14.0
256190	0.0	0.0
112401	8.0	0.0
106481976	1.0	0.0
8050	2369.0	2160.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	22.0	12.0
106481975	1.0	0.0
106481978	3.0	0.0
106481979	3.0	0.0
106481980	0.0	0.0
100271499	1.0	0.0
100271498	1.0	1.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	4.0	0.0
81251	4.0	0.0
100271491	2.0	2.0
100271493	1.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	2523.0	198.0
8065	2507.0	2751.0
81248	0.0	0.0
10901	1166.0	1184.0
10900	83.0	84.0
10903	576.0	619.0
81243	0.0	0.0
10902	3689.0	2472.0
81244	0.0	1.0
100271487	3.0	3.0
10905	3132.0	4122.0
10904	8610.0	6067.0
81246	0.0	0.0
283796	6.0	0.0
100271483	0.0	0.0
81240	0.0	0.0
342574	0.0	2.0
100271486	6.0	0.0
100271485	0.0	0.0
81242	2.0	0.0
100271480	0.0	0.0
100271481	1.0	0.0
8079	22372.0	19510.0
440917	4.0	15.0
439927	0.0	0.0
440915	18.0	2.0
8078	6149.0	5766.0
643486	0.0	0.0
106481954	1.0	0.0
106481955	0.0	0.0
106481952	1.0	0.0
106481953	0.0	0.0
106481958	1.0	0.0
8076	620.0	59.0
106481959	0.0	0.0
8073	14545.0	8247.0
106481956	2.0	0.0
8074	4.0	5.0
106481957	3.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	7.0	1.0
106481962	1.0	2.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	219.0	197.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	4.0	0.0
643479	1.0	1.0
81270	4.0	0.0
100271470	0.0	0.0
440905	40.0	5.0
439916	4.0	0.0
8089	682.0	1065.0
440902	3.0	2.0
643499	1.0	2.0
439915	5.0	0.0
440900	0.0	1.0
8082	2188.0	3063.0
106481965	0.0	0.0
106481966	6.0	0.0
106481963	0.0	0.0
106481964	4.0	0.0
8086	3710.0	2837.0
106481969	0.0	0.0
8087	8240.0	8514.0
106481967	22.0	19.0
8085	3085.0	3641.0
106481968	0.0	3.0
102724167	0.0	4.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	3.0	0.0
283777	7.0	0.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	6.0	1.0
100271467	2.0	1.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	1.0	0.0
100271464	0.0	0.0
439921	7394.0	8178.0
81264	0.0	0.0
100271460	7.0	12.0
731688	11.0	9.0
728034	0.0	0.0
8099	5782.0	4806.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	1.0	0.0
106481933	0.0	0.0
8091	13.0	12.0
106481930	0.0	0.0
8092	4.0	302.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	157.0	120.0
106481937	0.0	0.0
106481934	1.0	0.0
106481935	1.0	0.0
56413	73.0	36.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	2.0	1.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	1302.0	666.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	12.0	1.0
106481916	0.0	1.0
106481917	0.0	0.0
572558	3087.0	513.0
106481910	0.0	1.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	2.0	0.0
106481913	0.0	0.0
283349	5842.0	5391.0
100126572	1.0	0.0
106481929	24.0	2.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	4.0	0.0
728042	0.0	0.0
106481921	7.0	2.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	2.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	6.0	1.0
101234262	16.0	15.0
767612	0.0	0.0
767611	0.0	0.0
283337	2395.0	2195.0
344813	15.0	0.0
114548	104.0	72.0
81406	4.0	0.0
81407	0.0	0.0
344807	0.0	0.0
126526	1646.0	1187.0
767600	0.0	0.0
344805	28.0	3.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	1.0	0.0
731656	33.0	8.0
102800446	4.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	83.0	27.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	8.0	13.0
728013	179.0	52.0
283392	118.0	135.0
728012	0.0	0.0
728015	1.0	0.0
728010	3.0	0.0
81428	10.0	1.0
728019	2.0	1.0
56478	2265.0	2108.0
56479	179.0	384.0
126506	0.0	1.0
56474	2175.0	2034.0
81430	3.0	0.0
56475	832.0	515.0
81431	0.0	0.0
56476	5.0	0.0
56477	660.0	702.0
93408	4.0	2.0
283385	41.0	96.0
283383	88.0	1733.0
728005	12.0	0.0
81419	1.0	0.0
81421	0.0	0.0
283377	2514.0	1982.0
643401	3.0	1.0
283375	21.0	13.0
283373	2831.0	2290.0
151525	816.0	723.0
126567	9.0	72.0
391211	3.0	0.0
151534	34.0	40.0
151531	14.0	9.0
114569	6016.0	7226.0
126549	68.0	18.0
114571	6.0	0.0
100527978	25.0	44.0
126541	2.0	0.0
126536	3.0	0.0
151556	695.0	1611.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	1.0
440695	10.0	0.0
728072	0.0	0.0
100527960	20.0	2.0
391253	0.0	0.0
728064	0.0	0.0
100527963	215.0	135.0
728066	1.0	1.0
440689	693.0	37.0
391257	0.0	0.0
391256	21.0	4.0
440686	0.0	0.0
728062	0.0	0.0
728097	2.0	0.0
728096	0.0	0.0
151507	38.0	97.0
728090	0.0	0.0
728088	4.0	1.0
100527943	5.0	6.0
114599	2.0	1.0
126581	0.0	0.0
151516	163.0	106.0
728082	0.0	0.0
100527945	2.0	0.0
728081	0.0	0.0
100527946	1.0	2.0
100527947	1.0	1.0
100527948	2.0	0.0
100527949	0.0	0.0
643384	0.0	0.0
391160	1.0	4.0
643382	32.0	11.0
391162	0.0	0.0
692312	5.0	3.0
163479	2.0	0.0
391169	0.0	0.0
100271332	1.0	2.0
391171	0.0	0.0
391174	9.0	1.0
643394	8.0	8.0
391175	0.0	0.0
391179	0.0	2.0
93380	1874.0	1896.0
100271323	0.0	1.0
100271322	0.0	0.0
100271325	2.0	1.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	21.0	0.0
391155	4.0	1.0
401024	204.0	30.0
163486	1399.0	923.0
401022	63.0	54.0
425054	3.0	2.0
425057	0.0	0.0
100271305	3.0	0.0
100271304	0.0	0.0
100271300	5.0	4.0
401018	0.0	0.0
100271303	5.0	0.0
100271302	2.0	0.0
401093	494.0	1188.0
401097	23.0	304.0
151449	2271.0	1000.0
401082	5.0	0.0
8100	887.0	1014.0
440606	0.0	0.0
8106	11054.0	5785.0
440603	56.0	18.0
401089	30.0	28.0
391183	0.0	0.0
8110	23.0	24.0
8111	164.0	215.0
391189	1.0	0.0
8115	13.0	11.0
401074	17.0	24.0
222484	1847.0	1444.0
391190	0.0	0.0
391192	1.0	0.0
391191	1.0	0.0
391194	0.0	0.0
8123	53.0	30.0
391196	1.0	0.0
391195	1.0	3.0
8128	6.0	25.0
8125	12112.0	10766.0
401067	0.0	0.0
8120	583.0	231.0
151477	42.0	32.0
151473	875.0	714.0
643300	11.0	17.0
645962	1.0	0.0
8139	2799.0	826.0
645961	6.0	6.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	3149.0	4151.0
81329	0.0	0.0
83998	1183.0	596.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	4.0	9.0
283403	4.0	0.0
83990	93.0	107.0
83992	208.0	480.0
645954	54.0	76.0
81330	0.0	0.0
645958	236.0	157.0
645957	4.0	1.0
645974	315.0	653.0
643311	1.0	0.0
645973	1.0	0.0
643310	8.0	6.0
8148	9889.0	10956.0
222487	29.0	17.0
81318	0.0	0.0
8140	1829.0	587.0
83987	1061.0	1581.0
81324	0.0	0.0
83986	6273.0	5606.0
81325	0.0	0.0
83989	1705.0	2744.0
83988	1880.0	4274.0
81327	0.0	0.0
83983	52.0	76.0
81320	0.0	0.0
83982	679.0	649.0
83985	73.0	66.0
81322	0.0	0.0
643308	1.0	3.0
643309	2.0	1.0
645968	11.0	12.0
645980	3.0	0.0
100271390	0.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	696.0	630.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	9.0	0.0
81353	2.0	5.0
106481884	0.0	0.0
100271399	1.0	3.0
81354	1.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	2.0	0.0
81352	2.0	3.0
100271392	7.0	13.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	5.0	4.0
93323	341.0	278.0
8165	6636.0	5757.0
645996	34.0	370.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1477.0	1308.0
106481891	1.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	2.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	26.0	10.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	1.0	0.0
81341	0.0	0.0
100271386	1.0	0.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	5.0	1.0
8178	1598.0	1138.0
344892	4.0	0.0
643343	31.0	23.0
8170	30.0	75.0
106481855	2.0	0.0
401014	17.0	19.0
106481856	0.0	0.0
106481853	1.0	2.0
106481854	0.0	0.0
8174	23.0	30.0
106481859	0.0	0.0
8175	4683.0	6690.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	29.0	8.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	319.0	46.0
645998	0.0	0.0
643336	0.0	0.0
100271371	1.0	0.0
8189	8767.0	6698.0
8187	610.0	382.0
93343	1644.0	3002.0
93349	923.0	463.0
643353	2.0	0.0
106481866	13.0	7.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	2.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	12.0	3.0
