id	23c08503-80f7-4a8e-94fb-4a51dcebd78b	46e9b99f-ca9d-4db6-a705-662343b5242a
83729	103.0	31.0
317775	0.0	0.0
83734	810.0	630.0
10712	1405.0	2476.0
83733	710.0	321.0
10714	1292.0	1409.0
126868	75.0	469.0
317769	1.0	0.0
100419829	0.0	0.0
10713	3414.0	3142.0
317768	4.0	0.0
10716	0.0	3.0
100419827	0.0	0.0
56111	124.0	256.0
10715	39.0	51.0
56112	48.0	91.0
56113	258.0	196.0
83732	1323.0	1398.0
10718	11.0	16.0
10717	792.0	758.0
56114	28.0	263.0
388125	67.0	61.0
401629	1.0	0.0
317781	1014.0	1522.0
388122	0.0	0.0
83719	2502.0	2815.0
56120	3.0	11.0
56121	211.0	258.0
114876	4851.0	5162.0
388121	550.0	305.0
83716	17005.0	11707.0
83715	458.0	481.0
114879	3045.0	5324.0
100420829	0.0	0.0
10723	3578.0	8677.0
56126	156.0	290.0
83723	8.0	23.0
126859	13.0	10.0
56127	54.0	216.0
10725	3452.0	6405.0
56128	25.0	159.0
56129	225.0	264.0
10724	9941.0	13686.0
114880	963.0	365.0
56122	462.0	772.0
388115	2150.0	2987.0
401613	763.0	1297.0
114881	1009.0	1688.0
10726	6269.0	6561.0
56123	192.0	458.0
401612	337.0	348.0
114882	5648.0	6481.0
56124	168.0	216.0
10728	17512.0	17413.0
114883	9234.0	10596.0
56125	239.0	194.0
643766	0.0	0.0
10721	31.0	107.0
10720	4.0	4.0
100420830	2.0	4.0
136259	6.0	9.0
100420834	0.0	0.0
317751	55.0	35.0
124274	0.0	1.0
388152	165.0	185.0
317754	0.0	1.0
317753	1.0	0.0
317749	901.0	550.0
342705	0.0	2.0
151888	35.0	72.0
151887	21830.0	10858.0
136263	2.0	0.0
100420841	0.0	0.0
101929145	585.0	476.0
100420843	0.0	0.0
100293090	41.0	122.0
148254	525.0	749.0
317762	3334.0	5132.0
317761	43.0	154.0
100419854	0.0	0.0
317760	1.0	9.0
317767	0.0	5.0
100271715	68.0	48.0
148252	943.0	733.0
100271722	264.0	274.0
199834	0.0	0.0
388135	1048.0	462.0
101929152	30.0	10.0
100420854	0.0	0.0
222950	229.0	110.0
100419867	0.0	0.0
148266	661.0	570.0
100419868	7.0	10.0
148268	781.0	826.0
100419866	4.0	5.0
100420859	0.0	0.0
124245	2602.0	2720.0
317729	0.0	1.0
136288	6.0	2.0
199800	90.0	57.0
101930150	0.0	0.0
163882	2513.0	3370.0
388165	120.0	140.0
100419873	0.0	0.0
100271700	43.0	98.0
100271703	0.0	0.0
100271702	21.0	11.0
100420875	3.0	0.0
100420877	0.0	0.0
388199	0.0	1.0
22794	9227.0	12787.0
22795	959.0	1419.0
22796	2727.0	3205.0
22797	149.0	229.0
22798	11.0	122.0
317705	0.0	0.0
317703	0.0	1.0
317702	0.0	0.0
138882	1.0	0.0
138883	0.0	1.0
138881	16.0	9.0
100420881	0.0	0.0
388181	2.0	2.0
100419893	0.0	0.0
222967	2.0	3.0
219333	2483.0	3135.0
136227	584.0	266.0
222962	1024.0	375.0
148213	396.0	603.0
388182	48.0	24.0
100419895	0.0	0.0
317716	1.0	1.0
148203	335.0	407.0
317719	47.0	33.0
148206	722.0	1227.0
163859	2167.0	3215.0
101929110	9.0	9.0
101929111	1.0	1.0
219348	1672.0	229.0
219347	261.0	305.0
100420898	2.0	3.0
148223	1696.0	1451.0
10799	270.0	375.0
136242	2.0	1.0
10791	2380.0	915.0
10794	179.0	191.0
10793	503.0	409.0
10795	2060.0	2800.0
10798	0.0	0.0
10797	2022.0	3922.0
101929121	1.0	0.0
101929120	113.0	48.0
101929127	7.0	3.0
317701	3.0	5.0
220323	1526.0	1793.0
148231	0.0	0.0
148229	58.0	84.0
151877	28.0	7.0
151871	0.0	0.0
93035	129.0	55.0
161176	436.0	735.0
56097	21.0	38.0
56098	15.0	33.0
56099	376.0	568.0
93034	27.0	38.0
283927	315.0	177.0
220359	21.0	39.0
653073	0.0	0.0
653075	1.0	2.0
256302	1758.0	3575.0
105373144	1.0	1.0
81050	0.0	0.0
199786	58.0	80.0
256309	220.0	566.0
100420792	0.0	0.0
95681	805.0	905.0
283914	0.0	0.0
81047	0.0	0.0
197131	3394.0	5810.0
197135	48.0	85.0
653061	2.0	2.0
93058	714.0	567.0
161198	1400.0	1377.0
283902	2.0	2.0
220382	123.0	58.0
81078	5.0	2.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	1.0	0.0
199777	1092.0	2024.0
81061	0.0	0.0
653082	79.0	151.0
81090	0.0	0.0
100271649	0.0	0.0
199746	395.0	384.0
100271655	10.0	5.0
81099	0.0	0.0
100271650	4.0	3.0
199745	576.0	388.0
148170	3044.0	686.0
256364	2273.0	3498.0
163786	406.0	655.0
220388	242.0	111.0
100271639	0.0	0.0
163782	393.0	198.0
100271646	18.0	22.0
283953	0.0	1.0
256355	37.0	22.0
100271644	1.0	1.0
283951	711.0	726.0
256356	4459.0	8570.0
100271643	1.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	10.0	2.0
148189	1003.0	927.0
93099	1582.0	643.0
100271627	2.0	6.0
283948	206.0	146.0
256329	79.0	139.0
100271634	0.0	0.0
100271636	1.0	0.0
100271630	2.0	2.0
100271633	0.0	0.0
100271632	0.0	5.0
199720	33.0	45.0
93082	395.0	273.0
161145	499.0	1230.0
100271617	0.0	0.0
100271616	0.0	2.0
161142	6.0	9.0
100271619	0.0	0.0
148198	6.0	6.0
100271618	2.0	0.0
100271624	3.0	0.0
100271623	1.0	0.0
283933	233.0	197.0
100271625	0.0	0.0
93081	304.0	225.0
100271620	2.0	6.0
283932	115.0	311.0
100271622	5.0	1.0
100271621	0.0	0.0
199731	3405.0	3216.0
100124332	0.0	1.0
643664	1.0	5.0
256394	114.0	507.0
83637	4512.0	7716.0
83636	1987.0	1818.0
401565	1.0	2.0
401563	36.0	38.0
401562	103.0	88.0
401561	50.0	15.0
283999	0.0	0.0
283994	4.0	28.0
643668	5.0	3.0
283991	1268.0	1765.0
340198	11.0	4.0
643669	22.0	24.0
340192	3.0	1.0
643680	12.0	34.0
197196	1.0	0.0
56033	2.0	74.0
401551	5.0	3.0
83657	81.0	29.0
83656	0.0	1.0
83659	19.0	9.0
283989	1540.0	1484.0
83658	7544.0	3608.0
401548	1018.0	3039.0
56034	5270.0	3839.0
283987	7285.0	18152.0
256369	1.0	1.0
401546	3066.0	11437.0
83655	0.0	0.0
283985	4.0	2.0
283982	0.0	1.0
283981	20.0	20.0
643677	1.0	7.0
83650	0.0	1.0
197187	195.0	149.0
449520	2.0	1.0
401541	310.0	372.0
401540	0.0	0.0
83639	3.0	4.0
83638	3229.0	2890.0
256380	13.0	62.0
449518	0.0	0.0
83648	195.0	223.0
401537	12.0	3.0
83647	0.0	0.0
83641	4167.0	5765.0
401535	19.0	10.0
83643	4879.0	1607.0
401533	2.0	0.0
643689	2.0	6.0
283971	0.0	2.0
83640	734.0	827.0
283970	9.0	17.0
114826	1342.0	1614.0
114827	102.0	95.0
378706	1.0	3.0
378707	0.0	0.0
378708	219.0	144.0
339184	4.0	5.0
339186	4.0	0.0
56052	1199.0	1883.0
114821	809.0	700.0
114822	443.0	940.0
114823	5667.0	9260.0
114824	2.0	1.0
114825	1736.0	1999.0
643699	118.0	83.0
340168	0.0	0.0
114815	150.0	322.0
114817	0.0	0.0
114818	1193.0	1540.0
114819	359.0	412.0
339175	1297.0	1427.0
56063	559.0	661.0
653017	0.0	0.0
56061	3545.0	7172.0
56062	89.0	65.0
114814	187.0	170.0
83667	660.0	713.0
83666	4252.0	4987.0
83660	808.0	2423.0
340156	106.0	111.0
83661	61.0	191.0
114804	442.0	1424.0
114805	341.0	282.0
340152	39.0	69.0
339168	0.0	1.0
114800	380.0	126.0
114801	319.0	404.0
93010	250.0	330.0
114803	2275.0	4314.0
83697	4.0	3.0
81034	1495.0	1761.0
81035	3167.0	2841.0
83696	2121.0	3316.0
83699	8608.0	6222.0
81037	5402.0	8252.0
83698	161.0	7.0
401588	454.0	331.0
83693	2029.0	1933.0
81030	31.0	60.0
83692	4951.0	4794.0
81031	6079.0	9783.0
83695	2079.0	1794.0
81033	1591.0	1233.0
83694	155.0	131.0
340146	3.0	4.0
83690	3128.0	2099.0
81027	9.0	17.0
81029	2752.0	3623.0
653042	0.0	0.0
653045	5.0	6.0
81025	3.0	2.0
401577	226.0	263.0
22877	4793.0	12571.0
22878	4948.0	5923.0
22879	4851.0	6201.0
22870	4043.0	5651.0
22871	526.0	391.0
22872	13999.0	22606.0
22873	1909.0	1154.0
22874	4329.0	9005.0
22875	3899.0	6407.0
22876	1960.0	2081.0
10899	7713.0	6737.0
10898	1524.0	1505.0
10891	1321.0	699.0
136540	0.0	0.0
10890	9884.0	10758.0
10893	371.0	561.0
10892	4123.0	9136.0
136541	0.0	0.0
10895	0.0	1.0
342426	0.0	0.0
10894	574.0	343.0
10897	3437.0	3054.0
10896	10.0	20.0
22888	1232.0	1456.0
22889	1780.0	2075.0
22880	2177.0	3846.0
124540	5530.0	9268.0
22881	932.0	1133.0
22882	4325.0	6024.0
22883	21412.0	43236.0
22884	1607.0	5094.0
22885	1922.0	1171.0
22887	4391.0	7933.0
342419	1.0	0.0
124538	0.0	0.0
124535	8.0	6.0
148523	675.0	351.0
283598	0.0	0.0
283596	207.0	165.0
283592	0.0	2.0
22856	3767.0	5370.0
161514	0.0	0.0
731424	3.0	5.0
22858	3047.0	7649.0
22859	2079.0	3718.0
22850	1677.0	3650.0
22852	646.0	962.0
22853	2314.0	5665.0
22854	459.0	363.0
10877	0.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	1677.0	0.0
10878	9.0	6.0
148534	1576.0	3893.0
104169670	18.0	14.0
104169671	46.0	7.0
100419903	4.0	9.0
283587	594.0	708.0
10871	45.0	71.0
10870	163.0	143.0
10873	938.0	1197.0
10875	3082.0	2953.0
10874	4.0	9.0
22866	484.0	1236.0
22868	2269.0	4884.0
22869	1357.0	1835.0
100309464	0.0	0.0
161502	8.0	9.0
100420901	0.0	0.0
22861	2072.0	1508.0
22862	6536.0	11960.0
22863	2398.0	2281.0
22864	4446.0	4602.0
22865	163.0	171.0
10888	17.0	8.0
56203	217.0	20.0
643609	0.0	0.0
56204	3167.0	8767.0
10887	6.0	2.0
124512	1145.0	1206.0
148545	0.0	0.0
283579	3.0	0.0
283578	2252.0	4616.0
10880	0.0	2.0
283576	1.0	0.0
10882	474.0	29.0
10881	0.0	0.0
10884	2479.0	3455.0
283571	23.0	26.0
10886	25.0	5.0
10885	2052.0	4067.0
22834	2760.0	6554.0
22835	954.0	1064.0
22836	5831.0	10903.0
22837	5599.0	12669.0
101929059	7.0	9.0
22838	2184.0	4764.0
22839	4693.0	5683.0
100420910	2.0	5.0
100420916	0.0	0.0
22832	823.0	998.0
124590	16.0	4.0
10855	103.0	228.0
10857	12488.0	10110.0
10856	4070.0	4375.0
10859	208.0	380.0
10858	170.0	230.0
100126793	34.0	27.0
10850	0.0	0.0
643617	13.0	3.0
643615	6.0	3.0
100126791	23.0	62.0
22844	9.0	4.0
22845	1691.0	1948.0
22846	753.0	1617.0
22847	2195.0	3723.0
22848	2586.0	10608.0
22849	1319.0	2641.0
112597	172.0	202.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	16886.0	36436.0
100420926	1.0	0.0
22841	3152.0	3732.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	594.0	7152.0
10866	1989.0	1908.0
100420919	0.0	0.0
10865	1815.0	1659.0
10868	2915.0	4129.0
10867	6215.0	7879.0
10869	4758.0	8625.0
10861	144.0	630.0
101929074	176.0	80.0
10864	24.0	12.0
101929071	0.0	0.0
10863	591.0	839.0
22813	0.0	4.0
22814	0.0	1.0
643641	1095.0	1775.0
22815	0.0	1.0
22816	0.0	0.0
22818	11389.0	10589.0
10829	2.0	2.0
100419945	0.0	0.0
83849	61.0	77.0
83855	365.0	764.0
10833	0.0	0.0
83854	15.0	12.0
83857	1801.0	3185.0
10835	2.0	1.0
83856	399.0	605.0
10834	1.0	0.0
83851	396.0	174.0
10837	1.0	0.0
100419948	0.0	0.0
83850	86.0	100.0
10836	0.0	1.0
100419949	0.0	1.0
83853	25.0	26.0
10838	2143.0	5260.0
83852	1598.0	2109.0
124565	5794.0	14475.0
100419947	1.0	1.0
22808	2130.0	1978.0
22809	2485.0	3883.0
101929082	0.0	0.0
101929083	4.0	0.0
10830	0.0	0.0
643637	41.0	740.0
22822	1901.0	1318.0
22823	1105.0	1346.0
22824	959.0	685.0
101929086	1.0	3.0
22826	7729.0	5527.0
22827	8540.0	8662.0
643653	0.0	0.0
22828	3375.0	5825.0
22829	1313.0	2147.0
112574	2418.0	4042.0
100419955	0.0	0.0
56241	798.0	987.0
100420946	0.0	0.0
56242	1019.0	1773.0
22820	16384.0	36870.0
22821	1253.0	1682.0
100419950	0.0	0.0
10844	4225.0	5846.0
83844	0.0	0.0
10846	1084.0	241.0
10845	3373.0	5866.0
10848	1878.0	2477.0
56243	7002.0	10996.0
10847	7230.0	19624.0
56244	35.0	8.0
56245	184.0	99.0
10849	188.0	326.0
56246	1.0	4.0
643646	57.0	78.0
10840	1205.0	1508.0
10842	4.0	0.0
101929093	0.0	0.0
10841	79.0	40.0
643648	0.0	0.0
101929010	4.0	7.0
100420950	7.0	3.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	1.0	0.0
100419963	0.0	1.0
100271613	2.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	4.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	2.0	1.0
100271601	0.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	1.0	8.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	0.0	0.0
391436	2.0	0.0
161582	62.0	43.0
124599	39.0	61.0
101929052	46.0	1.0
391485	1.0	2.0
222611	0.0	1.0
100187716	0.0	0.0
391490	0.0	1.0
391496	1.0	0.0
22899	673.0	996.0
391462	0.0	0.0
22891	385.0	245.0
22893	1914.0	3180.0
22894	3498.0	5396.0
22895	4.0	6.0
148581	0.0	0.0
22897	1092.0	1685.0
22898	1743.0	2255.0
22890	2972.0	4120.0
391470	0.0	0.0
391472	0.0	0.0
391475	0.0	89.0
101929008	21.0	42.0
222659	7.0	10.0
440894	35.0	64.0
222658	6557.0	9965.0
102724035	0.0	0.0
100271575	1.0	0.0
100271577	2.0	3.0
100271571	0.0	0.0
81175	3.0	8.0
81176	9.0	7.0
100271570	0.0	2.0
93145	1603.0	1551.0
440888	0.0	0.0
222642	4.0	6.0
222643	57.0	48.0
401289	10.0	14.0
401288	68.0	60.0
401285	0.0	0.0
81166	0.0	0.0
100271564	4.0	5.0
81168	0.0	0.0
100271566	9.0	0.0
81169	0.0	0.0
81162	2.0	0.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	0.0	2.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	1.0
81192	0.0	0.0
81193	0.0	3.0
81194	0.0	0.0
450232	0.0	0.0
401260	0.0	0.0
220001	138.0	40.0
222662	0.0	0.0
401265	106.0	150.0
222663	559.0	872.0
220002	2128.0	2635.0
93166	674.0	779.0
401264	885.0	712.0
220004	90.0	74.0
100271539	0.0	0.0
401262	362.0	176.0
93164	448.0	609.0
100271547	0.0	0.0
100271549	0.0	0.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	47.0	48.0
81185	1.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	2193.0	2368.0
440854	21.0	22.0
222698	99.0	74.0
222696	189.0	132.0
161497	5.0	6.0
100271529	6.0	2.0
222699	26.0	32.0
100271536	0.0	0.0
100271538	10.0	9.0
100271537	1.0	0.0
93190	2.0	2.0
283601	0.0	0.0
100271531	7.0	16.0
283600	1.0	0.0
220042	154.0	174.0
93183	1895.0	3648.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	4040.0	7953.0
100271525	0.0	0.0
100271526	18.0	12.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	22.0	15.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	730.0	900.0
220047	2.0	6.0
100271503	0.0	0.0
10808	5749.0	6394.0
56130	42.0	64.0
10807	1411.0	2182.0
56131	275.0	289.0
56132	81.0	229.0
10809	5779.0	6638.0
220081	5.0	20.0
83756	7.0	34.0
10811	582.0	606.0
56137	31.0	15.0
10810	2854.0	5326.0
83755	0.0	0.0
56138	44.0	14.0
83758	467.0	481.0
10813	1135.0	1586.0
56139	61.0	76.0
401207	262.0	296.0
220082	0.0	0.0
83757	1.0	0.0
83752	8175.0	13858.0
56133	95.0	910.0
10815	151.0	314.0
10814	6.0	16.0
56134	88.0	88.0
10817	451.0	639.0
56135	19.0	64.0
10816	2.0	0.0
283643	240.0	248.0
56136	10.0	1.0
643535	6.0	8.0
643536	1.0	0.0
22800	1890.0	1855.0
22801	666.0	2122.0
643550	7.0	2.0
22802	113.0	83.0
22803	6149.0	8593.0
440804	6.0	5.0
22806	322.0	730.0
22807	1088.0	1676.0
10819	39.0	133.0
56140	2.0	4.0
10818	2503.0	3585.0
56141	7.0	37.0
56142	14.0	580.0
56143	9.0	25.0
83737	5649.0	5023.0
220070	0.0	1.0
10822	0.0	1.0
283638	3339.0	6289.0
83744	397.0	521.0
10821	9.0	7.0
10824	3.0	3.0
83746	2560.0	3222.0
10823	1.0	0.0
83741	0.0	0.0
283635	6530.0	5282.0
10826	4636.0	3594.0
220074	1222.0	1618.0
56144	139.0	404.0
10825	2214.0	1992.0
56145	63.0	114.0
83740	0.0	0.0
83743	2138.0	3070.0
56146	10.0	46.0
10828	5.0	3.0
10827	1891.0	2001.0
83742	5064.0	4044.0
56147	15.0	67.0
283631	1.0	1.0
10820	2.0	3.0
440836	501.0	569.0
643563	5.0	1.0
56154	5.0	0.0
81109	0.0	0.0
283629	100.0	151.0
56159	8.0	5.0
81115	1.0	0.0
81116	0.0	0.0
56155	38.0	42.0
283624	1057.0	986.0
102724097	88.0	128.0
256006	46.0	40.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	6.0	4.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	7.0
440823	62.0	149.0
440822	0.0	0.0
56163	0.0	1.0
56164	15.0	15.0
256021	26.0	23.0
56165	20.0	4799.0
83759	1417.0	1262.0
56160	1644.0	1396.0
10800	427.0	376.0
283617	0.0	0.0
81104	0.0	0.0
10802	2849.0	6355.0
10801	17065.0	26148.0
10804	19.0	31.0
10803	2.0	1.0
56167	0.0	0.0
10806	1815.0	1770.0
56168	0.0	0.0
56169	11.0	17.0
643582	0.0	0.0
643586	7.0	3.0
256076	2.0	0.0
401253	0.0	3.0
56171	238.0	653.0
401251	5.0	19.0
56172	14408.0	19663.0
401250	0.0	0.0
81137	0.0	0.0
81138	0.0	2.0
83795	1.0	0.0
102724076	0.0	0.0
102724077	8.0	9.0
283688	0.0	0.0
401247	7.0	6.0
81136	0.0	0.0
283687	442.0	909.0
283685	0.0	0.0
93109	399.0	587.0
283682	21.0	4.0
100126825	0.0	1.0
93107	3.0	0.0
643596	34.0	35.0
56180	1110.0	834.0
93100	1480.0	1651.0
401242	8.0	13.0
256085	0.0	1.0
56181	7227.0	4487.0
81126	0.0	0.0
81127	0.0	0.0
83787	2379.0	2384.0
283677	1.0	3.0
401237	319.0	204.0
83786	1758.0	2263.0
401236	2.0	7.0
283673	10.0	8.0
93134	4720.0	4800.0
401233	0.0	0.0
401232	228.0	172.0
256051	693.0	962.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	1.0	1.0
283663	109.0	123.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	1.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1506.0	1454.0
283659	104.0	180.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	0.0
283651	9280.0	6549.0
100271585	0.0	0.0
100271584	11.0	8.0
100271581	0.0	0.0
22998	18287.0	22239.0
22999	924.0	751.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	3958.0	8495.0
100151671	0.0	0.0
100151672	1.0	0.0
22992	6029.0	11623.0
22993	5263.0	9375.0
100151674	0.0	2.0
22994	530.0	880.0
83903	13.0	52.0
22995	191.0	281.0
83902	0.0	1.0
22996	3936.0	5442.0
22997	221.0	798.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	1.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	6.0	1.0
100151684	0.0	2.0
100151685	0.0	0.0
100151681	2.0	2.0
56302	13.0	57.0
83901	0.0	0.0
342538	16.0	17.0
83900	0.0	0.0
56300	0.0	0.0
56301	5.0	10.0
124411	1042.0	1492.0
22976	1033.0	2397.0
22977	35.0	32.0
22978	3452.0	3918.0
22979	150.0	195.0
22970	71.0	37.0
22971	1238.0	713.0
22974	126.0	591.0
83932	698.0	794.0
10998	474.0	418.0
83931	3514.0	4645.0
342527	429.0	40.0
148418	205.0	792.0
83933	251.0	394.0
124404	6.0	36.0
10999	1594.0	3183.0
124401	976.0	1232.0
124402	1218.0	1663.0
83930	5840.0	4445.0
56311	21.0	6.0
10990	30.0	99.0
100126693	6.0	6.0
10992	12766.0	16853.0
606500	0.0	0.0
10991	106.0	182.0
10994	4235.0	3584.0
10993	75.0	173.0
22987	119.0	767.0
22989	121.0	30.0
22980	7684.0	7267.0
22981	1706.0	1377.0
22982	3265.0	5794.0
22983	32.0	53.0
22984	1840.0	5503.0
22985	7142.0	11314.0
22986	10.0	3.0
58986	6453.0	13469.0
148423	986.0	731.0
58985	119.0	75.0
342510	35.0	90.0
283694	0.0	0.0
283693	6.0	10.0
283692	8.0	5.0
22954	1404.0	2190.0
22955	5310.0	8209.0
112487	1479.0	1984.0
22950	2051.0	2186.0
391524	1.0	4.0
22952	2.0	3.0
22953	350.0	281.0
391526	2.0	1.0
10975	4966.0	3033.0
83953	8.0	18.0
10978	551.0	767.0
83955	19.0	15.0
10979	10968.0	7566.0
112495	4488.0	5802.0
10970	6874.0	10800.0
56339	2523.0	3067.0
10972	28972.0	40128.0
10971	27824.0	29470.0
10974	0.0	0.0
10973	2785.0	6660.0
401409	58.0	164.0
112479	1224.0	1501.0
112476	493.0	331.0
391530	0.0	0.0
83939	7601.0	9087.0
56341	2.0	0.0
391533	0.0	1.0
124460	178.0	286.0
83935	136.0	254.0
83938	736.0	1031.0
391538	2.0	1.0
83937	1344.0	1654.0
10987	3928.0	3199.0
83943	1176.0	984.0
83942	1.0	0.0
10989	4115.0	5620.0
10988	6337.0	8242.0
56342	231.0	393.0
124454	1724.0	3084.0
56344	0.0	0.0
83941	2650.0	2096.0
83940	1327.0	967.0
643503	0.0	0.0
10981	1105.0	860.0
112483	4541.0	3352.0
10980	6433.0	5289.0
10983	37936.0	40218.0
10982	2965.0	3494.0
643507	5.0	17.0
10985	4957.0	15320.0
10984	246.0	399.0
22932	700.0	529.0
22933	4126.0	3370.0
22934	793.0	1100.0
22936	7509.0	10203.0
22937	4444.0	7915.0
22938	4255.0	4670.0
112464	1263.0	615.0
22930	6663.0	8059.0
22931	9661.0	8759.0
81309	0.0	0.0
391504	0.0	0.0
10954	3119.0	6895.0
10953	2082.0	2466.0
10956	17435.0	24502.0
81315	0.0	0.0
10955	12812.0	19482.0
391508	0.0	0.0
81316	0.0	0.0
10957	7295.0	6947.0
124446	6796.0	4718.0
81310	0.0	0.0
10959	27633.0	38316.0
22929	3906.0	4288.0
10950	1560.0	1480.0
10952	5211.0	5439.0
10951	3941.0	4806.0
22943	248.0	388.0
22944	825.0	873.0
22945	0.0	0.0
22947	0.0	0.0
22948	7236.0	8858.0
22949	7621.0	6184.0
83957	1.0	0.0
22941	2000.0	7267.0
83959	370.0	371.0
10965	1229.0	1061.0
391518	0.0	0.0
10964	1068.0	706.0
81304	0.0	0.0
10966	1686.0	1787.0
10969	3212.0	3261.0
81300	0.0	0.0
10961	12967.0	13609.0
10960	9694.0	12000.0
643529	487.0	306.0
10963	8273.0	11056.0
10962	374.0	394.0
148479	1466.0	2067.0
197407	681.0	975.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	1.0	0.0
124491	1959.0	1661.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	0.0
391552	0.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	2.0	4.0
767577	0.0	0.0
767579	0.0	1.0
767578	0.0	0.0
246705	2.0	2.0
767558	0.0	0.0
246704	5.0	1.0
207107	1.0	0.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	1.0
474345	1.0	2.0
474344	1596.0	1875.0
474343	216.0	138.0
246717	0.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	11.0	14.0
161406	12.0	16.0
100151649	0.0	0.0
100151643	0.0	4.0
100151645	1.0	0.0
100151640	12.0	12.0
100151641	0.0	0.0
246715	0.0	0.0
767557	18.0	16.0
606553	2.0	0.0
606551	39.0	29.0
474354	11.0	33.0
100151657	0.0	0.0
100151658	0.0	1.0
100151654	0.0	2.0
161436	357.0	287.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	1.0	0.0
100151650	2.0	0.0
100151651	0.0	0.0
391589	12.0	19.0
100151652	0.0	0.0
100151668	1.0	0.0
391592	1.0	2.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2220.0	5126.0
100151667	0.0	0.0
391598	5.0	2.0
100151661	1.0	2.0
100151663	0.0	0.0
474338	20.0	12.0
474337	0.0	0.0
197370	4068.0	3481.0
220112	6.0	17.0
246744	2.0	5.0
220115	28.0	48.0
93273	11.0	14.0
100271459	1.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	1.0	0.0
100271451	1.0	1.0
81295	0.0	0.0
100271452	1.0	0.0
220108	967.0	694.0
220107	21.0	28.0
100271448	8.0	3.0
100271447	2.0	5.0
100271449	0.0	0.0
100271444	6.0	6.0
100271445	0.0	0.0
81285	9193.0	29303.0
81282	0.0	1.0
197350	17.0	22.0
246720	4.0	1.0
401399	37.0	25.0
401398	43.0	21.0
246721	0.0	0.0
220134	44.0	105.0
401397	2410.0	1204.0
246723	12.0	14.0
220136	85.0	94.0
401393	12.0	19.0
100271437	0.0	0.0
100271439	2.0	1.0
100271438	2.0	1.0
100271433	1.0	0.0
100271435	0.0	0.0
100271434	0.0	2.0
197342	375.0	712.0
246731	1.0	1.0
401387	5.0	2.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	69.0	66.0
100271420	0.0	0.0
197358	379.0	481.0
199990	2789.0	2962.0
246785	60.0	96.0
105664404	0.0	0.0
100271408	0.0	0.0
