id	d5e1f394-fa12-4197-ab85-2e738847527e	2205b107-3cb2-46dd-b1f2-b9342df83d4a
10242	179.0	9.0
100873721	0.0	0.0
106481091	0.0	0.0
100033432	0.0	0.0
10241	6506.0	6238.0
285190	1.0	2.0
100873720	0.0	0.0
106481092	0.0	0.0
100033433	0.0	0.0
10244	1142.0	982.0
100033434	0.0	0.0
10243	1440.0	1693.0
100033435	3.0	8.0
106481090	0.0	0.0
10246	0.0	0.0
285193	333.0	331.0
100873725	0.0	5.0
106481095	0.0	0.0
10245	4409.0	3367.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	2100.0	1834.0
285195	1158.0	1940.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	1257.0	971.0
100128341	0.0	0.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	0.0	3.0
100128337	3.0	3.0
128312	62.0	468.0
100128339	0.0	0.0
100128338	1627.0	2139.0
116328	421.0	438.0
118987	1839.0	2808.0
10217	4823.0	5592.0
106481066	0.0	0.0
10216	5.0	19.0
106481067	0.0	0.0
10219	36.0	47.0
106481064	0.0	0.0
10218	152.0	180.0
100873759	0.0	0.0
106481065	0.0	1.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	1.0
100873753	0.0	0.0
10211	9963.0	12757.0
100873752	0.0	0.0
10210	1679.0	1865.0
100873751	0.0	0.0
10213	2760.0	2790.0
128308	2080.0	2170.0
100873758	0.0	0.0
106481062	0.0	1.0
10212	1637.0	1733.0
100873757	0.0	0.0
100131913	0.0	0.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	0.0	0.0
106481060	0.0	0.0
10214	0.0	0.0
100873755	0.0	0.0
106481061	0.0	0.0
101059973	0.0	0.0
285126	0.0	3.0
100128327	1.0	2.0
10228	2046.0	3121.0
106481077	0.0	0.0
10227	5211.0	7401.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	1826.0	699.0
10229	2337.0	2788.0
100873748	1.0	0.0
106481076	0.0	0.0
106481079	13.0	3.0
10220	855.0	1504.0
100873743	0.0	0.0
100873742	0.0	2.0
106481070	0.0	0.0
100873741	0.0	0.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	5264.0	18185.0
100873740	0.0	0.0
10224	221.0	265.0
100873747	11.0	11.0
106481073	0.0	0.0
10223	8.0	2.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	2.0	2.0
10226	5941.0	4598.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	173.0	113.0
106481072	0.0	0.0
100873744	0.0	1.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	0.0
131909	0.0	0.0
106481044	0.0	0.0
106481045	0.0	0.0
106481042	0.0	0.0
106481043	0.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	0.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	1.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	0.0	6.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	51.0	53.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	0.0	0.0
100873760	0.0	2.0
285148	1648.0	2313.0
10206	3877.0	3123.0
106481055	0.0	1.0
10205	9741.0	4485.0
106481056	0.0	0.0
10208	999.0	1158.0
106481053	0.0	0.0
10207	3975.0	5468.0
106481054	0.0	0.0
106481059	0.0	0.0
10209	29041.0	26429.0
106481057	0.0	0.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	8.0	8.0
100873765	0.0	0.0
442406	0.0	1.0
100873764	0.0	0.0
10200	878.0	453.0
100128302	2.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	151.0	42.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	798.0	804.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	5578.0	5485.0
100873767	0.0	0.0
100131947	4.0	1.0
10203	704.0	1300.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	263.0	204.0
319099	0.0	1.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	921.0	1028.0
728957	0.0	0.0
106481018	0.0	0.0
728953	13.0	7.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	4261.0	4221.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	0.0
116255	1.0	5.0
58157	9.0	1.0
106481027	0.0	0.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	22.0	31.0
167838	334.0	22.0
319093	13.0	18.0
131890	2.0	2.0
116238	965.0	881.0
728945	0.0	0.0
728947	0.0	1.0
106481028	0.0	0.0
106481029	0.0	0.0
58160	5.0	2.0
106481033	0.0	0.0
143872	183.0	241.0
106481034	2.0	4.0
106481031	0.0	1.0
106481032	0.0	0.0
728938	3.0	3.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	0.0	0.0
106481036	0.0	0.0
143879	476.0	336.0
167826	2.0	13.0
128218	4701.0	4194.0
106481030	0.0	0.0
10190	1448.0	1678.0
728970	0.0	0.0
10194	2377.0	1555.0
10193	8691.0	6240.0
645104	0.0	21.0
10196	591.0	674.0
101059988	0.0	0.0
10195	3674.0	3418.0
728978	25.0	6.0
153218	1.0	2.0
116228	736.0	567.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	2.0
106481005	0.0	0.0
143884	1000.0	871.0
116236	714.0	924.0
106481002	3.0	0.0
106481003	0.0	0.0
10198	335.0	576.0
10197	5511.0	7204.0
143888	3210.0	3703.0
10199	2374.0	2796.0
128209	2.0	1.0
346689	38.0	81.0
319087	1.0	0.0
344022	1.0	0.0
319089	540.0	1111.0
153201	8.0	18.0
319085	0.0	1.0
106481008	1.0	1.0
106481009	0.0	0.0
58189	2788.0	2489.0
106481006	0.0	2.0
106481007	0.0	0.0
728963	2.0	9.0
728962	2.0	0.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	465.0	584.0
106481010	0.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	1321.0	1481.0
106481013	0.0	0.0
116224	2087.0	1812.0
106481014	0.0	4.0
344018	0.0	3.0
645108	0.0	0.0
58190	16172.0	14295.0
346673	0.0	0.0
10170	21.0	8.0
645121	22.0	14.0
58191	3195.0	2540.0
645120	0.0	1.0
10172	246.0	233.0
10171	547.0	617.0
645126	0.0	16.0
10174	8900.0	6542.0
728911	0.0	0.0
728913	295.0	305.0
128272	1132.0	853.0
100033407	0.0	2.0
100033409	0.0	0.0
10175	6304.0	4771.0
10178	285.0	121.0
10179	1485.0	2152.0
10181	3060.0	5841.0
10180	1968.0	3600.0
645136	0.0	0.0
10184	768.0	761.0
116285	3151.0	12522.0
100033418	0.0	1.0
202861	0.0	0.0
100033419	0.0	0.0
100033414	0.0	3.0
100033415	0.0	0.0
100033416	3.0	8.0
100033417	0.0	0.0
10187	0.0	1.0
10186	632.0	975.0
10189	3374.0	3594.0
645129	6.0	4.0
10188	2512.0	7065.0
100033413	0.0	5.0
645145	0.0	0.0
346653	15.0	48.0
645142	0.0	0.0
10150	3188.0	2563.0
10152	4517.0	5033.0
10151	3.0	2.0
200205	519.0	725.0
728933	0.0	0.0
202865	0.0	0.0
728931	5.0	4.0
100873817	2.0	0.0
100873816	0.0	0.0
100128390	1.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	494.0	904.0
728929	0.0	0.0
100873818	0.0	0.0
10154	185.0	250.0
10153	2864.0	3310.0
10156	45.0	40.0
10155	14795.0	19538.0
10158	1759.0	2337.0
100873813	0.0	0.0
10157	335.0	481.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	9635.0	9248.0
131870	3121.0	4004.0
10161	1998.0	2409.0
10160	4660.0	6376.0
10163	7425.0	9692.0
131873	26.0	4.0
645158	49.0	52.0
10162	1924.0	2306.0
728921	1.0	0.0
128240	10625.0	8950.0
728920	0.0	1.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	1.0
100873803	0.0	0.0
100873809	2.0	0.0
100873808	0.0	0.0
728917	5.0	5.0
100873807	0.0	0.0
10165	1494.0	3076.0
10164	21.0	9.0
128239	24.0	147.0
10166	261.0	573.0
10169	45814.0	41742.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	855.0	994.0
100873801	0.0	0.0
100128385	3.0	5.0
100287755	5.0	5.0
165257	0.0	0.0
200232	0.0	1.0
100287745	5.0	5.0
1503	1133.0	1681.0
1501	539.0	1737.0
1500	17792.0	23472.0
1509	31385.0	43016.0
1508	42995.0	25112.0
1506	0.0	2.0
1504	4.0	1.0
1514	4080.0	5965.0
1513	549.0	1114.0
1512	15606.0	11928.0
1511	3.0	1.0
1510	12.0	27.0
346606	0.0	8.0
1519	5049.0	4328.0
1518	0.0	0.0
1517	0.0	0.0
1515	126.0	127.0
100287725	0.0	0.0
100287722	0.0	12.0
1525	7141.0	6589.0
1524	309.0	204.0
1523	10980.0	10085.0
1522	9422.0	10354.0
1521	180.0	112.0
1520	1267.0	892.0
200261	0.0	0.0
1528	8382.0	2591.0
1527	0.0	0.0
100287718	5.0	20.0
728992	23.0	20.0
100287715	0.0	0.0
728990	2.0	5.0
165215	335.0	760.0
728996	0.0	0.0
1536	296.0	370.0
1535	1855.0	1072.0
1534	29109.0	26151.0
1539	0.0	0.0
1538	0.0	0.0
1537	7368.0	7017.0
100287708	0.0	0.0
153222	1841.0	1984.0
1550	0.0	0.0
1545	21689.0	2788.0
1544	0.0	1.0
1543	45.0	40.0
1540	2467.0	2796.0
1549	4.0	2.0
1548	57.0	26.0
1558	11.0	9.0
1557	0.0	0.0
1556	123.0	48.0
200298	3.0	3.0
1555	2.0	3.0
1553	0.0	1.0
1551	45.0	18.0
1559	0.0	0.0
153241	1333.0	1265.0
1572	1.0	1.0
1571	57.0	67.0
1568	0.0	10.0
1565	12.0	38.0
1564	3.0	19.0
1562	0.0	0.0
100131828	0.0	0.0
1583	65.0	24.0
1582	0.0	4.0
1581	2.0	1.0
1580	5125.0	743.0
1579	2.0	0.0
1577	537.0	275.0
1576	0.0	4.0
1573	1336.0	377.0
285203	1609.0	1170.0
1594	48.0	116.0
285205	3.0	0.0
1593	5950.0	1932.0
1592	3.0	1.0
1591	52.0	81.0
1590	4.0	21.0
10307	467.0	665.0
1589	5.0	37.0
1588	7.0	6.0
10309	254.0	537.0
1587	0.0	0.0
1586	13.0	7.0
10308	372.0	308.0
1585	0.0	0.0
1584	0.0	0.0
100131842	0.0	1.0
10301	344.0	191.0
100131846	4.0	3.0
10300	1527.0	1893.0
10302	1061.0	1088.0
100287692	0.0	0.0
1596	0.0	0.0
1595	574.0	449.0
100131855	0.0	0.0
285220	75.0	45.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	14.0	25.0
100131874	0.0	1.0
100131879	0.0	0.0
442590	3.0	8.0
100131881	0.0	0.0
100131893	2.0	1.0
100131897	21.0	8.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	3391.0	3428.0
10371	348.0	194.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	1.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	6963.0	5626.0
100128252	2788.0	2326.0
100873835	0.0	0.0
285282	2309.0	2731.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	7.0
100873832	0.0	0.0
10379	88.0	184.0
285286	12.0	8.0
10381	6.0	40.0
10380	1650.0	1774.0
10383	38028.0	33106.0
10382	32.0	48.0
118813	1686.0	1324.0
102466906	0.0	0.0
118812	1036.0	567.0
100885800	0.0	4.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	529.0	485.0
100873820	0.0	0.0
10384	1154.0	742.0
10389	64.0	117.0
100873824	0.0	4.0
10388	143.0	212.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	3.0	0.0
645065	0.0	0.0
100128237	0.0	1.0
10350	19.0	34.0
102466918	0.0	0.0
442582	107.0	254.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	54.0	137.0
10352	830.0	900.0
100873853	0.0	0.0
10351	148.0	331.0
100873852	0.0	0.0
10354	490.0	518.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	0.0	1.0
790952	0.0	0.0
100873857	0.0	0.0
10355	0.0	1.0
100873856	0.0	0.0
100873855	0.0	4.0
10357	4.0	4.0
790955	2882.0	2544.0
100873854	0.0	0.0
131831	16.0	15.0
100128227	4.0	3.0
10361	470.0	363.0
10360	1103.0	721.0
645073	0.0	0.0
442572	4.0	19.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	878.0	866.0
100873842	0.0	0.0
10362	11786.0	9644.0
100873841	0.0	0.0
10365	803.0	1240.0
100873840	0.0	0.0
10367	3785.0	4083.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	3.0	1.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	5.0	7.0
100873871	0.0	1.0
100873870	0.0	0.0
285237	1209.0	1000.0
100128217	0.0	0.0
503838	7.0	8.0
503837	0.0	0.0
503834	1.0	2.0
645084	4.0	3.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	4.0	8.0
503840	0.0	0.0
100885850	8.0	16.0
116211	2.0	18.0
100873875	0.0	0.0
10330	2638.0	3454.0
100873874	0.0	0.0
10332	12.0	7.0
100873873	0.0	0.0
10331	938.0	134.0
100873872	2.0	0.0
100873879	0.0	0.0
10333	17.0	35.0
100873878	0.0	0.0
10336	2712.0	4239.0
100873877	0.0	0.0
10335	4141.0	3293.0
285242	13.0	19.0
100885848	165.0	88.0
100873860	1.0	0.0
118856	1.0	5.0
645094	10.0	13.0
10349	23.0	44.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	0.0
10340	0.0	1.0
10343	38.0	28.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	5433.0	7220.0
100873861	0.0	0.0
100131801	1275.0	1013.0
10345	1938.0	0.0
10344	2.0	3.0
100873867	0.0	0.0
10347	613.0	623.0
100873866	0.0	0.0
10346	2042.0	1284.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	0.0	1.0
10316	41.0	129.0
10318	6246.0	6886.0
10317	287.0	313.0
10319	73.0	779.0
100873897	0.0	0.0
100131810	1.0	0.0
100873896	2.0	17.0
100873895	0.0	0.0
100873894	7.0	8.0
10312	2899.0	1851.0
10311	2019.0	2286.0
100131814	95.0	60.0
10314	4410.0	4924.0
100873899	0.0	0.0
10313	12053.0	9365.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	385.0	256.0
285267	315.0	345.0
100873882	0.0	1.0
285268	933.0	1421.0
100873881	100.0	36.0
100873880	0.0	2.0
202915	1254.0	3183.0
100885864	0.0	0.0
100885866	63.0	85.0
102466967	0.0	0.0
10327	10746.0	10922.0
10326	3.0	3.0
10329	1307.0	1275.0
10328	1309.0	868.0
442523	37.0	41.0
442524	58.0	83.0
442525	1.0	2.0
100873886	1.0	0.0
100873885	0.0	0.0
10321	139.0	127.0
100873884	0.0	0.0
10320	171.0	165.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1782.0	2086.0
100873889	0.0	0.0
100131825	15.0	43.0
10325	1206.0	726.0
100873888	0.0	1.0
100131827	382.0	607.0
100873887	2.0	0.0
10324	4531.0	62.0
344178	0.0	0.0
102466972	0.0	0.0
116135	26.0	6.0
102466985	0.0	0.0
344167	1.0	3.0
102466984	0.0	2.0
128102	4.0	4.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	958.0	704.0
116123	5.0	0.0
102466995	0.0	0.0
116113	4079.0	7410.0
83259	6.0	7.0
116115	937.0	1067.0
344148	308.0	250.0
128153	255.0	134.0
645001	0.0	1.0
10291	8764.0	10404.0
645000	7.0	2.0
10290	1326.0	1718.0
10293	142.0	178.0
10295	3791.0	4160.0
10294	4965.0	4999.0
100128292	47.0	35.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	4.0	2.0
100873919	0.0	0.0
100873918	0.0	2.0
100873917	0.0	0.0
10297	150.0	210.0
10296	3336.0	5345.0
100128299	1.0	0.0
10299	7540.0	8114.0
10298	8050.0	10811.0
100873912	8.0	7.0
100873911	0.0	0.0
116173	28.0	22.0
100873910	0.0	0.0
645015	7.0	2.0
200315	10.0	6.0
200316	369.0	225.0
200312	1014.0	1384.0
100873904	0.0	0.0
100873902	0.0	1.0
100873909	1.0	0.0
100873907	5.0	19.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	18.0	22.0
100873900	0.0	0.0
645024	1.0	0.0
100775107	2.0	9.0
10270	1700.0	1964.0
645027	12.0	7.0
10273	3989.0	4213.0
100775104	45.0	45.0
10272	630.0	905.0
100008586	0.0	0.0
116149	49.0	117.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	24.0	12.0
100873935	0.0	0.0
116159	733.0	906.0
100873939	1.0	0.0
100873930	41.0	11.0
10274	1072.0	1286.0
10277	4225.0	4677.0
10276	9078.0	12007.0
10279	979.0	521.0
100873934	0.0	0.0
10278	2648.0	1077.0
100873933	0.0	0.0
116151	16583.0	13693.0
100873932	0.0	0.0
116150	2860.0	3482.0
100128275	0.0	1.0
10280	5905.0	4775.0
10282	2077.0	2127.0
10281	0.0	2.0
10284	9292.0	8294.0
647696	0.0	0.0
10283	1298.0	1146.0
116138	8394.0	6067.0
645030	1.0	0.0
1602	1253.0	2603.0
1601	1265.0	2021.0
100873926	0.0	0.0
1600	269.0	707.0
100128260	2.0	3.0
116143	147.0	133.0
100873924	2.0	0.0
100873929	0.0	0.0
100873928	0.0	1.0
10286	2582.0	2521.0
10285	1631.0	1697.0
1609	924.0	1694.0
100128266	2.0	1.0
1608	214.0	78.0
10288	34.0	59.0
1607	63.0	3.0
10287	403.0	460.0
1606	1800.0	776.0
100873923	7.0	12.0
10289	2374.0	1748.0
1605	10224.0	12801.0
100128262	132.0	171.0
100873922	1.0	0.0
1604	2329.0	844.0
100873921	0.0	0.0
1603	10270.0	7937.0
100128264	0.0	0.0
100873920	1.0	0.0
100287639	0.0	1.0
319133	18.0	35.0
319134	6.0	16.0
100287635	0.0	1.0
319130	1.0	6.0
319139	0.0	0.0
319135	2.0	0.0
100287630	0.0	0.0
319136	4.0	0.0
552891	0.0	0.0
319138	26.0	11.0
1613	2432.0	3110.0
200350	1.0	11.0
1612	1568.0	3354.0
1611	14884.0	15862.0
165140	96.0	84.0
1610	1.0	1.0
552889	10769.0	9988.0
1618	4.0	1.0
1617	0.0	0.0
1616	3367.0	3421.0
1615	5126.0	4967.0
319142	0.0	0.0
319143	4.0	2.0
319144	1.0	0.0
319145	2.0	1.0
100287625	0.0	0.0
1624	0.0	1.0
1623	0.0	0.0
1622	20232.0	9413.0
1621	7.0	11.0
1620	119.0	52.0
1629	4403.0	3263.0
552879	0.0	0.0
1628	756.0	581.0
1627	3549.0	5173.0
319111	5.0	2.0
128178	539.0	1359.0
319112	6.0	2.0
100287616	580.0	574.0
393046	0.0	0.0
319117	3.0	3.0
319118	0.0	0.0
319114	4.0	4.0
1635	5806.0	5722.0
200373	17.0	27.0
1634	8218.0	4824.0
1633	1306.0	795.0
1632	4787.0	4294.0
552860	4.0	2.0
1630	43.0	8.0
1639	8369.0	10471.0
1638	22.0	9.0
1636	1106.0	1377.0
319122	1.0	0.0
319123	0.0	0.0
100287603	0.0	0.0
319128	13.0	4.0
319129	6.0	13.0
1646	122.0	126.0
1645	212.0	283.0
1644	50.0	2921.0
1643	1394.0	1002.0
85824	20.0	16.0
1642	19257.0	24977.0
1641	4.0	4.0
552859	3.0	0.0
1649	558.0	749.0
1647	1085.0	770.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	6.0	5.0
1660	8224.0	9903.0
1657	12549.0	11235.0
1656	9266.0	9820.0
1655	17337.0	29118.0
1654	10882.0	14042.0
1653	5496.0	6346.0
1652	2993.0	4109.0
346708	0.0	0.0
1650	17282.0	21067.0
346702	0.0	5.0
1659	2730.0	3020.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	0.0	1.0
1667	0.0	0.0
1666	3215.0	3317.0
1665	4810.0	6289.0
1663	949.0	1103.0
1662	1456.0	1762.0
1661	1.0	1.0
1669	0.0	0.0
1678	367.0	331.0
1677	216.0	349.0
1676	3162.0	3803.0
1675	490.0	1054.0
1674	146246.0	92744.0
1673	0.0	0.0
1672	673.0	155.0
153129	511.0	423.0
1690	410.0	5146.0
165100	0.0	0.0
1687	313.0	278.0
85865	1379.0	1742.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	0.0	3.0
10415	5.0	4.0
10417	45652.0	192521.0
493861	134.0	94.0
493860	10.0	6.0
100287591	0.0	0.0
10419	2967.0	3597.0
10418	1777.0	1443.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	721.0	421.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	32.0	29.0
10411	581.0	1072.0
10410	9858.0	10669.0
100873559	1.0	0.0
10413	7803.0	6741.0
100873558	0.0	2.0
10412	4948.0	4155.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1187.0	1391.0
442266	0.0	12.0
10425	3126.0	4177.0
442267	0.0	0.0
10428	3515.0	2048.0
10427	2413.0	2826.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	2385.0	3299.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	2415.0	2331.0
493856	2514.0	2517.0
100873549	1.0	0.0
10421	5029.0	4449.0
100873548	0.0	0.0
100131726	2.0	1.0
10424	6485.0	7394.0
100873547	0.0	0.0
10423	9395.0	7972.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	1.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	10.0	8.0
100873576	21.0	13.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	10.0	30.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	1.0
442291	0.0	0.0
100287567	0.0	0.0
10404	3485.0	2737.0
10403	219.0	212.0
10406	7467.0	2357.0
10408	0.0	0.0
10407	3.0	0.0
100131740	1.0	1.0
10409	14182.0	16911.0
100873567	0.0	0.0
100131743	4.0	4.0
100873566	3.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2063.0	1846.0
10402	387.0	568.0
100873569	0.0	0.0
10401	1814.0	2506.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	336.0	11.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	149.0	45.0
442240	0.0	5.0
442242	0.0	1.0
100287551	1.0	8.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	1.0	1.0
442239	0.0	0.0
100131755	601.0	674.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	5.0	14.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	10.0	4.0
442232	0.0	1.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	452.0	292.0
442260	0.0	0.0
442262	1.0	0.0
442255	1.0	1.0
442256	0.0	1.0
442257	2.0	2.0
442258	0.0	0.0
100131775	0.0	0.0
100131777	0.0	1.0
100287528	0.0	0.0
442252	0.0	0.0
100287520	2.0	1.0
442253	0.0	3.0
442245	0.0	1.0
442247	0.0	0.0
442249	1.0	1.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	12232.0	9268.0
100128139	0.0	0.0
10490	5267.0	5355.0
10493	8463.0	6567.0
10492	8575.0	9748.0
10495	910.0	860.0
100128135	0.0	0.0
10494	4985.0	7057.0
10497	8074.0	13658.0
100128136	0.0	0.0
10499	3399.0	3663.0
128506	0.0	0.0
10498	2162.0	2994.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	9.0	2.0
116512	1.0	1.0
116519	0.0	0.0
105419997	1.0	4.0
100128126	12.0	5.0
100861506	0.0	0.0
10471	1443.0	1589.0
100861507	2.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	0.0	10.0
442221	0.0	1.0
442211	2.0	4.0
442213	53.0	38.0
442215	1.0	1.0
442216	1.0	1.0
116511	0.0	0.0
442217	2.0	0.0
442218	0.0	0.0
10473	3272.0	2648.0
10472	2465.0	2941.0
100533177	1.0	0.0
10475	2026.0	2388.0
100533178	0.0	0.0
100128115	1.0	1.0
10474	9804.0	7881.0
100533179	4.0	5.0
10477	1911.0	3404.0
10476	6965.0	6846.0
10479	719.0	499.0
10478	2872.0	3216.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	8315.0	8179.0
100861516	0.0	0.0
100861517	9.0	13.0
10482	3407.0	5413.0
100861518	2.0	2.0
10481	40267.0	50628.0
100861519	7.0	8.0
100861513	3.0	3.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	16.0	20.0
100861510	1.0	1.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	50.0	62.0
442204	0.0	2.0
442205	1.0	0.0
10484	2977.0	2243.0
100128102	0.0	0.0
10483	7214.0	12835.0
10486	1791.0	991.0
10485	10.0	6.0
100128103	0.0	0.0
10488	6911.0	5720.0
10487	14664.0	12445.0
100533184	2.0	17.0
10489	8623.0	10799.0
128553	505.0	562.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	1736.0	1836.0
10458	10723.0	10428.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	811.0	395.0
100873512	0.0	0.0
10450	3033.0	2624.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2987.0	3971.0
10455	4954.0	6792.0
100873516	0.0	0.0
10454	2404.0	2868.0
100873515	0.0	0.0
10457	1187.0	1593.0
100873514	0.0	2.0
10456	5998.0	4664.0
100873513	0.0	0.0
346389	478.0	134.0
10460	166.0	573.0
100861530	1.0	0.0
100873509	0.0	0.0
10469	2173.0	2502.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	56.0	99.0
100873501	1.0	2.0
10461	1631.0	2821.0
100873500	0.0	0.0
10464	783.0	951.0
10463	6020.0	7025.0
10466	4185.0	3654.0
100873505	1.0	0.0
10465	1499.0	1286.0
100873504	0.0	0.0
10468	1124.0	288.0
100873503	1.0	1.0
10467	5906.0	5260.0
100873502	0.0	2.0
100873530	0.0	0.0
100861549	3.0	13.0
100861545	1.0	0.0
100861546	0.0	0.0
