id	16d2659e-8bd4-4956-b6f7-6f8aba267527	6a2fc43b-131d-4bba-8e64-8a39243fcdc6
100033407	0.0	4.0
100033409	0.0	0.0
10175	3487.0	5250.0
10178	38.0	259.0
10179	493.0	1386.0
10181	3762.0	6747.0
10180	2954.0	4617.0
645136	0.0	0.0
10184	1464.0	1278.0
116285	59.0	542.0
100033418	2.0	1.0
202861	0.0	1.0
100033419	0.0	3.0
100033414	0.0	3.0
100033415	0.0	1.0
100033416	10.0	17.0
100033417	0.0	0.0
10187	1.0	3.0
10186	384.0	669.0
10189	1582.0	2960.0
645129	3.0	3.0
10188	1041.0	5267.0
100033413	1.0	4.0
645145	0.0	0.0
346653	83.0	83.0
645142	0.0	0.0
10150	2081.0	2448.0
10152	2032.0	7631.0
10151	2.0	6.0
200205	429.0	1055.0
728933	0.0	0.0
202865	0.0	0.0
728931	1.0	7.0
100873817	0.0	1.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	362.0	2723.0
728929	0.0	0.0
100873818	0.0	0.0
10154	284.0	873.0
10153	1618.0	5678.0
10156	28.0	17.0
10155	11002.0	21702.0
10158	159.0	3418.0
100873813	0.0	0.0
10157	498.0	2428.0
100873812	3.0	0.0
100873811	0.0	0.0
10159	4891.0	8360.0
131870	2279.0	5310.0
10161	1119.0	4579.0
10160	1782.0	12560.0
10163	5584.0	14356.0
131873	3.0	11.0
645158	27.0	17.0
10162	571.0	3248.0
728921	0.0	0.0
128240	4719.0	5068.0
728920	1.0	1.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	3.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	1.0	0.0
728917	6.0	8.0
100873807	0.0	0.0
10165	2617.0	2597.0
10164	2.0	8.0
128239	13.0	163.0
10166	57.0	493.0
10169	20107.0	28452.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	763.0	1618.0
100873801	0.0	0.0
100128385	16.0	10.0
100287755	2.0	2.0
165257	0.0	0.0
200232	3.0	3.0
100287745	9.0	8.0
1503	1881.0	1942.0
1501	22.0	1640.0
1500	15422.0	42152.0
1509	33194.0	29160.0
1508	39622.0	55011.0
1506	3.0	1.0
1504	1.0	4.0
1514	5933.0	5072.0
1513	331.0	696.0
1512	8878.0	6774.0
1511	13.0	27.0
1510	21.0	45.0
346606	0.0	0.0
1519	1698.0	5612.0
1518	1.0	0.0
1517	1.0	1.0
1515	44.0	93.0
100287725	0.0	0.0
100287722	19.0	10.0
1525	3576.0	12029.0
1524	318.0	247.0
1523	5616.0	14799.0
1522	5710.0	7697.0
1521	31.0	80.0
1520	1548.0	3405.0
200261	0.0	0.0
1528	9408.0	4130.0
1527	0.0	0.0
100287718	12.0	11.0
728992	12.0	35.0
100287715	0.0	1.0
728990	0.0	0.0
165215	109.0	329.0
728996	1.0	1.0
1536	205.0	2394.0
1535	6232.0	1219.0
1534	19337.0	24202.0
1539	0.0	0.0
1538	0.0	0.0
1537	6342.0	5533.0
100287708	0.0	0.0
153222	1668.0	3189.0
1550	0.0	0.0
1545	1782.0	17587.0
1544	73.0	2.0
1543	61.0	4.0
1540	2326.0	5058.0
1549	3.0	0.0
1548	5.0	3.0
1558	16.0	7.0
1557	0.0	0.0
1556	12.0	24.0
200298	2.0	2.0
1555	0.0	1.0
1553	0.0	0.0
1551	22.0	35.0
1559	0.0	0.0
153241	1010.0	2040.0
1572	0.0	1.0
1571	3636.0	227.0
1568	13.0	15.0
1565	24.0	27.0
1564	52.0	69.0
1562	0.0	0.0
100131828	0.0	0.0
1583	26.0	9.0
1582	4.0	8.0
1581	3.0	1.0
1580	1746.0	401.0
1579	1.0	0.0
1577	511.0	189.0
1576	6.0	2.0
1573	26.0	1499.0
285203	790.0	1617.0
1594	223.0	182.0
285205	1.0	1.0
1593	9488.0	2543.0
1592	0.0	2.0
1591	179.0	319.0
1590	6.0	34.0
10307	1038.0	973.0
1589	3.0	32.0
1588	30.0	7.0
10309	1098.0	300.0
1587	0.0	0.0
1586	10.0	21.0
10308	187.0	671.0
1585	0.0	0.0
1584	0.0	0.0
100131842	2.0	2.0
10301	254.0	124.0
100131846	0.0	3.0
10300	860.0	1734.0
10302	1173.0	1179.0
100287692	0.0	0.0
1596	0.0	0.0
1595	170.0	1016.0
100131855	0.0	0.0
285220	12.0	990.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	46.0	5.0
100131874	1.0	2.0
100131879	0.0	0.0
442590	17.0	22.0
100131881	0.0	0.0
100131893	0.0	1.0
100131897	2.0	5.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	2337.0	8288.0
10371	19.0	109.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	6.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	3905.0	8713.0
100128252	570.0	2002.0
100873835	0.0	0.0
285282	1214.0	3230.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	180.0	160.0
285286	6.0	17.0
10381	2.0	61.0
10380	931.0	2222.0
10383	11692.0	30607.0
10382	11.0	76.0
118813	1791.0	2519.0
102466906	0.0	0.0
118812	462.0	1298.0
100885800	0.0	2.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	444.0	856.0
100873820	0.0	0.0
10384	812.0	1030.0
10389	35.0	231.0
100873824	1.0	1.0
10388	24.0	355.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	2.0	0.0
645065	0.0	0.0
100128237	0.0	0.0
10350	46.0	48.0
102466918	0.0	0.0
442582	166.0	341.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	80.0	133.0
10352	386.0	1637.0
100873853	1.0	0.0
10351	129.0	587.0
100873852	0.0	0.0
10354	355.0	528.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	0.0	0.0
790952	0.0	0.0
100873857	0.0	0.0
10355	0.0	2.0
100873856	0.0	1.0
100873855	0.0	0.0
10357	3.0	9.0
790955	1281.0	1668.0
100873854	0.0	0.0
131831	8.0	186.0
100128227	2.0	12.0
10361	76.0	255.0
10360	143.0	806.0
645073	0.0	0.0
442572	9.0	47.0
100873849	0.0	1.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	563.0	1287.0
100873842	0.0	0.0
10362	2985.0	10754.0
100873841	0.0	0.0
10365	345.0	1823.0
100873840	0.0	0.0
10367	1926.0	5197.0
100873846	0.0	0.0
100873845	1.0	0.0
10369	1.0	1.0
10368	0.0	1.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	0.0	5.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	575.0	1547.0
100128217	0.0	0.0
503838	3.0	3.0
503837	0.0	0.0
503834	2.0	0.0
645084	3.0	8.0
503835	0.0	0.0
503841	0.0	0.0
10338	1.0	0.0
10337	1.0	3.0
503840	0.0	0.0
100885850	7.0	16.0
116211	0.0	21.0
100873875	0.0	0.0
10330	1887.0	1824.0
100873874	0.0	0.0
10332	6.0	1.0
100873873	0.0	0.0
10331	375.0	273.0
100873872	0.0	0.0
100873879	0.0	1.0
10333	15.0	95.0
100873878	0.0	0.0
10336	2067.0	5040.0
100873877	0.0	0.0
10335	1607.0	1601.0
285242	2.0	1.0
100885848	43.0	93.0
100873860	0.0	0.0
118856	4.0	14.0
645094	6.0	13.0
10349	57.0	35.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	1.0	0.0
10340	0.0	1.0
10343	11.0	20.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	13075.0	9599.0
100873861	0.0	0.0
100131801	1089.0	1026.0
10345	30.0	0.0
10344	5.0	3.0
100873867	0.0	0.0
10347	1057.0	704.0
100873866	0.0	0.0
10346	3047.0	2278.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	2.0	5.0
10316	114.0	64.0
10318	7979.0	6756.0
10317	3.0	20.0
10319	686.0	768.0
100873897	0.0	0.0
100131810	0.0	0.0
100873896	2.0	3.0
100873895	0.0	0.0
100873894	12.0	24.0
10312	3794.0	2249.0
10311	1101.0	4379.0
100131814	78.0	147.0
10314	1782.0	8034.0
100873899	1.0	1.0
10313	15816.0	14364.0
100131816	1.0	0.0
100873898	0.0	0.0
285266	223.0	224.0
285267	201.0	597.0
100873882	0.0	0.0
285268	991.0	2293.0
100873881	0.0	176.0
100873880	0.0	0.0
202915	2322.0	1542.0
100885864	0.0	0.0
100885866	32.0	153.0
102466967	0.0	0.0
10327	5256.0	9642.0
10326	11.0	180.0
10329	711.0	1667.0
10328	987.0	947.0
442523	1.0	74.0
442524	57.0	146.0
442525	3.0	5.0
100873886	2.0	0.0
100873885	0.0	0.0
10321	29921.0	1001.0
100873884	0.0	0.0
10320	89.0	582.0
100873883	0.0	0.0
100131823	1.0	0.0
10322	1190.0	2625.0
100873889	0.0	0.0
100131825	14.0	27.0
10325	613.0	1239.0
100873888	0.0	2.0
100131827	300.0	659.0
100873887	0.0	0.0
10324	13.0	20.0
344178	0.0	0.0
102466972	0.0	0.0
116135	4.0	3.0
102466985	0.0	0.0
344167	0.0	3.0
102466984	0.0	0.0
128102	1.0	0.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	264.0	4827.0
116123	0.0	0.0
102466995	0.0	0.0
116113	2397.0	9940.0
83259	69.0	14.0
116115	468.0	1276.0
344148	25.0	1410.0
128153	179.0	190.0
645001	0.0	7.0
10291	6226.0	19057.0
645000	3.0	7.0
10290	963.0	585.0
10293	70.0	124.0
10295	3053.0	3780.0
10294	4038.0	6623.0
100128292	78.0	31.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	1.0
116179	2.0	1.0
100873919	0.0	0.0
100873918	2.0	1.0
100873917	0.0	0.0
10297	95.0	381.0
10296	3192.0	5464.0
100128299	2.0	5.0
10299	6061.0	17987.0
10298	4635.0	10646.0
100873912	6.0	5.0
100873911	0.0	0.0
116173	44.0	10.0
100873910	0.0	0.0
645015	1.0	4.0
200315	5.0	151.0
200316	1529.0	328.0
200312	601.0	1051.0
100873904	0.0	1.0
100873902	0.0	12.0
100873909	3.0	1.0
100873907	1.0	3.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	12.0	18.0
100873900	0.0	0.0
645024	1.0	1.0
100775107	10.0	25.0
10270	2058.0	3055.0
645027	15.0	1.0
10273	2300.0	3174.0
100775104	2.0	14.0
10272	359.0	577.0
100008586	0.0	0.0
116149	16.0	45.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	0.0	2.0
100873935	0.0	1.0
116159	1130.0	696.0
100873939	2.0	0.0
100873930	21.0	20.0
10274	1157.0	2987.0
10277	2416.0	7631.0
10276	4464.0	8419.0
10279	1824.0	1166.0
100873934	0.0	0.0
10278	931.0	929.0
100873933	0.0	0.0
116151	5701.0	10776.0
100873932	0.0	2.0
116150	1724.0	4094.0
100128275	0.0	0.0
10280	3639.0	4711.0
10282	2195.0	1733.0
10281	0.0	0.0
10284	5692.0	8028.0
647696	0.0	1.0
10283	711.0	1667.0
116138	5183.0	7974.0
645030	3.0	0.0
1602	157.0	4228.0
1601	350.0	2254.0
100873926	0.0	0.0
1600	196.0	72.0
100128260	0.0	0.0
116143	81.0	69.0
100873924	1.0	11.0
100873929	0.0	0.0
100873928	1.0	0.0
10286	1466.0	3335.0
10285	1266.0	1930.0
1609	781.0	1505.0
100128266	4.0	0.0
1608	79.0	41.0
10288	25.0	591.0
1607	4.0	8.0
10287	322.0	464.0
1606	1107.0	1392.0
100873923	17.0	6.0
10289	1670.0	2156.0
1605	5091.0	14716.0
100128262	3.0	477.0
100873922	6.0	0.0
1604	2492.0	5835.0
100873921	2.0	0.0
1603	12714.0	6675.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	2.0	0.0
319133	22.0	14.0
319134	9.0	17.0
100287635	0.0	0.0
319130	8.0	9.0
319139	0.0	0.0
319135	0.0	5.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	4.0	39.0
1613	1600.0	2384.0
200350	0.0	8.0
1612	3008.0	6359.0
1611	25736.0	18113.0
165140	65.0	41.0
1610	5.0	1.0
552889	6635.0	15129.0
1618	0.0	2.0
1617	0.0	0.0
1616	2663.0	3942.0
1615	3221.0	6600.0
319142	0.0	0.0
319143	1.0	7.0
319144	0.0	0.0
319145	1.0	3.0
100287625	1.0	1.0
1624	0.0	2.0
1623	1.0	0.0
1622	16049.0	8452.0
1621	127.0	21.0
1620	100.0	56.0
1629	1801.0	5890.0
552879	0.0	0.0
1628	2635.0	297.0
1627	1422.0	4352.0
319111	3.0	10.0
128178	391.0	723.0
319112	2.0	9.0
100287616	168.0	728.0
393046	0.0	0.0
319117	1.0	4.0
319118	0.0	0.0
319114	2.0	9.0
1635	2645.0	5381.0
200373	31.0	13.0
1634	3307.0	3486.0
1633	305.0	1573.0
1632	3561.0	3259.0
552860	44.0	4.0
1630	46.0	1.0
1639	5827.0	14768.0
1638	10.0	8.0
1636	15479.0	1659.0
319122	2.0	0.0
319123	0.0	0.0
100287603	0.0	0.0
319128	2.0	7.0
319129	5.0	6.0
1646	33.0	47.0
1645	53.0	80.0
1644	8.0	11.0
1643	1269.0	1168.0
85824	5.0	21.0
1642	21349.0	32248.0
1641	4.0	1.0
552859	0.0	0.0
1649	1550.0	763.0
1647	3851.0	782.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	4.0	12.0
1660	7294.0	18906.0
1657	1904.0	53358.0
1656	7339.0	18983.0
1655	32450.0	72805.0
1654	10516.0	35099.0
1653	4870.0	7645.0
1652	1523.0	2280.0
346708	0.0	0.0
1650	18106.0	19966.0
346702	6.0	7.0
1659	1765.0	5037.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	5.0	0.0
319103	1.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	2053.0	3760.0
1665	3272.0	12129.0
1663	629.0	1167.0
1662	795.0	2161.0
1661	0.0	11.0
1669	0.0	0.0
1678	153.0	556.0
1677	155.0	346.0
1676	2263.0	4646.0
1675	210.0	465.0
1674	60480.0	21081.0
1673	0.0	13.0
1672	194.0	463.0
153129	256.0	1088.0
1690	194.0	418.0
165100	0.0	1.0
1687	281.0	236.0
85865	641.0	1859.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	2.0	4.0
10415	0.0	6.0
10417	844.0	244939.0
493861	72.0	69.0
493860	14.0	7.0
100287591	0.0	0.0
10419	1773.0	6011.0
10418	160.0	901.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	942.0	371.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	17.0	36.0
10411	2008.0	528.0
10410	5731.0	15766.0
100873559	0.0	0.0
10413	6643.0	12295.0
100873558	0.0	0.0
10412	2668.0	2847.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	835.0	1847.0
442266	13.0	5.0
10425	3066.0	5354.0
442267	0.0	5.0
10428	2327.0	2045.0
10427	1529.0	5982.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	607.0	7392.0
100873543	0.0	1.0
100873542	0.0	0.0
10422	2015.0	1941.0
493856	1822.0	1456.0
100873549	0.0	0.0
10421	3852.0	4604.0
100873548	0.0	0.0
100131726	18.0	1.0
10424	7420.0	6958.0
100873547	1.0	0.0
10423	4517.0	6130.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	19.0	17.0
100873576	1.0	8.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	21.0	37.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	1.0
442291	2.0	0.0
100287567	0.0	0.0
10404	2334.0	3298.0
10403	209.0	99.0
10406	13913.0	5701.0
10408	0.0	0.0
10407	1.0	1.0
100131740	2.0	0.0
10409	12415.0	45156.0
100873567	0.0	0.0
100131743	6.0	5.0
100873566	2.0	1.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1771.0	1739.0
10402	95.0	176.0
100873569	0.0	0.0
10401	1616.0	3202.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	4.0	2.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	2.0	687.0
442240	3.0	9.0
442242	0.0	0.0
100287551	6.0	44.0
442233	0.0	2.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	5.0
442239	1.0	2.0
100131755	2243.0	1501.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	0.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	13.0	16.0
442232	1.0	1.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	343.0	220.0
442260	0.0	1.0
442262	0.0	7.0
442255	1.0	0.0
442256	0.0	0.0
442257	0.0	0.0
442258	1.0	0.0
100131775	0.0	1.0
100131777	3.0	7.0
100287528	0.0	0.0
442252	0.0	2.0
100287520	1.0	29.0
442253	0.0	1.0
442245	0.0	0.0
442247	0.0	3.0
442249	5.0	6.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	8311.0	7197.0
100128139	0.0	0.0
10490	3839.0	8413.0
10493	3563.0	9001.0
10492	6345.0	15945.0
10495	499.0	1620.0
100128135	0.0	0.0
10494	3706.0	5786.0
10497	14158.0	20727.0
100128136	0.0	0.0
10499	2343.0	14604.0
128506	1.0	2.0
10498	1179.0	2578.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	0.0	6.0
116512	6.0	0.0
116519	0.0	1.0
105419997	3.0	0.0
100128126	19.0	10.0
100861506	0.0	1.0
10471	1678.0	1449.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	4.0	0.0
442221	0.0	0.0
442211	3.0	1.0
442213	58.0	133.0
442215	1.0	4.0
442216	2.0	3.0
116511	0.0	0.0
442217	2.0	5.0
442218	0.0	0.0
10473	1728.0	4785.0
10472	2033.0	3055.0
100533177	1.0	1.0
10475	1604.0	3228.0
100533178	2.0	0.0
100128115	2.0	1.0
10474	4780.0	12296.0
100533179	2.0	3.0
10477	1596.0	3963.0
10476	6371.0	5734.0
10479	480.0	1037.0
10478	988.0	2704.0
100128110	1.0	1.0
100128109	1.0	0.0
10480	3956.0	7360.0
100861516	0.0	0.0
100861517	7.0	11.0
10482	5237.0	7701.0
100861518	2.0	0.0
10481	121.0	50243.0
100861519	4.0	4.0
100861513	2.0	2.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	39.0	54.0
100861510	0.0	3.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	35.0	41.0
442204	0.0	0.0
442205	0.0	2.0
10484	1825.0	2761.0
100128102	0.0	0.0
10483	11824.0	18721.0
10486	507.0	372.0
10485	5.0	3.0
100128103	0.0	0.0
10488	5071.0	7234.0
10487	7774.0	19639.0
100533184	0.0	8.0
10489	5497.0	11398.0
128553	2292.0	615.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	990.0	1848.0
10458	3433.0	13573.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	1098.0	466.0
100873512	0.0	0.0
10450	1939.0	2542.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2631.0	2778.0
10455	2101.0	3761.0
100873516	0.0	0.0
10454	1255.0	1789.0
100873515	0.0	0.0
10457	955.0	3922.0
100873514	0.0	0.0
10456	4433.0	5126.0
100873513	0.0	0.0
346389	618.0	247.0
10460	1084.0	444.0
100861530	0.0	3.0
100873509	0.0	0.0
10469	1860.0	2096.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	27.0	389.0
100873501	0.0	1.0
10461	2036.0	3335.0
100873500	0.0	0.0
10464	799.0	1850.0
10463	3236.0	13565.0
10466	1635.0	10166.0
100873505	0.0	0.0
10465	625.0	1007.0
100873504	0.0	0.0
10468	118.0	158.0
100873503	0.0	0.0
10467	5014.0	3233.0
100873502	0.0	0.0
100873530	0.0	0.0
100861549	8.0	11.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	673.0	861.0
100861541	80.0	47.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	3.0
10437	10.0	55.0
10436	648.0	1009.0
10439	399.0	1958.0
10438	478.0	917.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	3289.0	3573.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	0.0	1.0
10432	2439.0	4954.0
10435	283.0	698.0
100873536	23.0	5.0
10434	936.0	6599.0
100873535	0.0	0.0
116535	831.0	473.0
100861556	0.0	2.0
116534	10.0	6.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	0.0	5.0
100861555	3.0	13.0
10447	1021.0	1456.0
100873529	0.0	0.0
116540	182.0	252.0
100861550	0.0	0.0
10449	1557.0	638.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1763.0	2160.0
10440	1791.0	2640.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	0.0
100873520	0.0	0.0
10444	4283.0	9325.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	3821.0	6856.0
10446	93.0	89.0
100873525	0.0	0.0
10445	2483.0	3107.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	2735.0	26897.0
100533111	1.0	7.0
102466866	0.0	1.0
102466865	0.0	0.0
102466864	0.0	0.0
128467	0.0	2.0
647507	1.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	1.0	0.0
100128191	31.0	51.0
100128190	0.0	0.0
100533107	52.0	90.0
153443	363.0	1296.0
100533105	3.0	2.0
647532	0.0	1.0
100533106	37.0	29.0
102466889	3.0	2.0
116461	893.0	1681.0
100128181	0.0	0.0
100128183	1.0	3.0
102466880	1.0	0.0
128439	334.0	392.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	640.0	1271.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	918.0	2524.0
128497	27.0	29.0
647569	0.0	0.0
10392	264.0	494.0
10391	1286.0	87.0
10394	0.0	0.0
10393	327.0	533.0
10396	6406.0	14409.0
10395	338.0	2052.0
1719	270.0	856.0
10398	47647.0	16521.0
1718	5416.0	82062.0
100128159	0.0	0.0
10397	10803.0	34522.0
1717	2615.0	7649.0
1716	1603.0	2194.0
10399	35824.0	80186.0
128486	699.0	2653.0
128488	730.0	16.0
128481	0.0	1.0
100508120	242.0	563.0
1723	315.0	699.0
100128140	5.0	10.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	0.0	2.0
1729	6194.0	11649.0
1728	531.0	1401.0
1727	38853.0	10477.0
1725	2584.0	5072.0
100287512	1.0	1.0
100287513	0.0	0.0
1734	428.0	1406.0
1733	3.0	11.0
1731	393.0	223.0
1730	1799.0	3081.0
1739	3380.0	5682.0
1738	4300.0	4662.0
1737	1681.0	3791.0
1736	2040.0	5393.0
1735	27.0	90.0
100287505	0.0	2.0
751580	76.0	58.0
100287502	0.0	0.0
202658	0.0	0.0
1745	10.0	208.0
1743	3312.0	7637.0
1742	1655.0	386.0
1741	1841.0	4884.0
1740	1814.0	885.0
1749	20.0	248.0
1748	11.0	13.0
1747	20.0	29.0
1746	1.0	50.0
200008	1.0	1.0
200010	106.0	13.0
1756	6088.0	1772.0
1755	3.0	304.0
1750	15.0	8.0
1759	261.0	512.0
1758	0.0	1.0
1757	207.0	761.0
1770	293.0	246.0
200014	1915.0	2869.0
1767	70.0	12054.0
1763	70.0	321.0
1762	1099.0	2211.0
1761	1.0	2.0
1760	1715.0	1205.0
1769	5.0	900.0
1768	99.0	444.0
153478	25.0	205.0
1781	2428.0	6542.0
1780	263.0	166.0
200025	0.0	6.0
1778	13665.0	50473.0
1777	2765.0	2551.0
1776	18.0	57.0
1775	14.0	30.0
1774	997.0	1586.0
1773	324.0	1975.0
200030	430.0	433.0
442190	0.0	1.0
442191	1.0	0.0
442192	0.0	2.0
153469	0.0	0.0
1791	1.0	0.0
442195	0.0	1.0
200035	64.0	83.0
442197	3.0	189.0
1789	102.0	110.0
442189	0.0	1.0
1788	957.0	1685.0
1787	132.0	708.0
1786	1116.0	3687.0
1785	14878.0	11549.0
1783	3242.0	10661.0
1798	3220.0	5547.0
1797	996.0	1275.0
1796	324.0	256.0
1795	713.0	184.0
1794	96.0	849.0
1793	2669.0	5402.0
101180976	1.0	0.0
493753	1323.0	1871.0
550112	301.0	993.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	0.0	1.0
503635	0.0	0.0
503638	1.0	376.0
503637	0.0	0.0
10536	4507.0	2111.0
503643	3.0	0.0
10535	279.0	675.0
100287472	1.0	4.0
10538	274.0	68.0
503645	1.0	1.0
10537	15.0	302.0
100287470	0.0	0.0
10539	1194.0	2366.0
503641	0.0	0.0
503640	0.0	0.0
100873677	0.0	0.0
100873676	0.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	3040.0	9612.0
493987	6.0	3.0
10534	881.0	1219.0
100873679	0.0	0.0
10533	762.0	2053.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	1.0
503627	0.0	0.0
100287463	0.0	1.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	6.0
100287461	2.0	10.0
10549	3124.0	6808.0
503634	0.0	0.0
10548	629.0	1148.0
503633	0.0	0.0
503630	1.0	3.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	4097.0	9600.0
10541	4185.0	6265.0
100873664	0.0	0.0
10540	4034.0	6940.0
100873663	0.0	0.0
10542	2477.0	3611.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	434.0	421.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	3.0	9.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	1.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2996.0	5391.0
10513	1885.0	7512.0
10516	1150.0	1484.0
10518	127.0	343.0
10517	10.0	1.0
10519	6550.0	10706.0
100131611	0.0	2.0
100873699	0.0	2.0
100873698	0.0	0.0
100873697	0.0	0.0
100873696	0.0	0.0
100131614	148.0	220.0
100131616	0.0	0.0
10512	991.0	3805.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	0.0
100873683	1.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
