id	497d8716-c8a0-4b3d-b0ec-b491f0f056cd	cf98581e-c0bf-4224-9862-6f4c5c18d7e8
91582	4273.0	6432.0
107126360	0.0	0.0
133383	599.0	634.0
100506930	1214.0	3849.0
100820741	0.0	0.0
338448	0.0	0.0
8808	66.0	61.0
8809	110.0	93.0
54512	1261.0	2399.0
54511	968.0	103.0
54510	8231.0	1063.0
54516	882.0	494.0
8802	7741.0	4163.0
8803	6760.0	1621.0
54514	2.0	6.0
8800	1719.0	3124.0
8801	11144.0	8232.0
8807	22.0	8.0
400916	3821.0	1710.0
54518	450.0	206.0
8804	11847.0	6576.0
100506939	4.0	1.0
54517	801.0	1648.0
8805	3730.0	5661.0
8820	26.0	47.0
8821	1941.0	5452.0
338440	131.0	126.0
338442	56.0	72.0
8819	946.0	609.0
100820732	0.0	0.0
255620	0.0	0.0
54522	535.0	651.0
54521	3796.0	1171.0
54520	4245.0	1111.0
100820735	1.0	0.0
8813	1987.0	1290.0
170393	3.0	6.0
8814	1272.0	233.0
170392	1.0	2.0
100506925	0.0	0.0
8811	7.0	6.0
8812	755.0	794.0
8817	412.0	25.0
8818	2217.0	4922.0
54529	3594.0	2909.0
255626	0.0	0.0
8815	7716.0	6528.0
8816	10805.0	4501.0
170394	1607.0	3311.0
8831	2399.0	799.0
8832	854.0	324.0
100506953	0.0	1.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	2160.0	2182.0
54532	3312.0	1852.0
54531	1783.0	1457.0
54538	1995.0	954.0
8824	6258.0	3435.0
8825	575.0	1472.0
54537	2124.0	3818.0
54536	2524.0	2907.0
8822	4.0	3.0
8823	0.0	0.0
54535	1836.0	1881.0
8828	19216.0	792.0
8829	9224.0	5226.0
8826	49812.0	16920.0
54539	5040.0	6406.0
8842	2305.0	85.0
8843	15.0	6.0
8840	451.0	68.0
8841	4201.0	3794.0
100158257	2.0	0.0
54541	2220.0	2133.0
54540	1596.0	1902.0
54545	9503.0	5801.0
54544	0.0	0.0
54543	14900.0	11857.0
54542	7048.0	4233.0
54549	1281.0	6677.0
8835	9598.0	7188.0
8836	278.0	189.0
8833	8321.0	5495.0
8834	2115.0	2993.0
54546	5.0	2.0
8839	8831.0	67.0
8837	10435.0	7709.0
8838	32.0	3.0
101928483	307.0	27.0
8850	5232.0	4338.0
101928484	0.0	1.0
8853	1326.0	861.0
8854	11872.0	2011.0
8851	215.0	789.0
8852	0.0	0.0
400960	1119.0	751.0
338412	0.0	0.0
338413	1.0	0.0
54552	1106.0	1097.0
400957	1.0	9.0
54551	131.0	107.0
54550	7.0	10.0
196996	81.0	162.0
400955	27.0	3.0
400954	232.0	41.0
54556	899.0	857.0
54555	3130.0	3503.0
400952	126.0	6.0
54554	849.0	1218.0
400950	1.0	0.0
8846	866.0	698.0
100820709	3.0	3.0
8847	110.0	40.0
54558	1473.0	562.0
8844	2006.0	319.0
54557	1626.0	691.0
8848	52256.0	22675.0
196993	148.0	936.0
8861	9576.0	3701.0
101928492	98.0	94.0
8864	3526.0	1458.0
6201	23527.0	33242.0
6203	44144.0	60563.0
8862	183.0	1087.0
101928496	0.0	0.0
8863	9274.0	2257.0
6202	68441.0	105450.0
723972	25.0	8.0
400946	46.0	19.0
400945	148.0	29.0
54567	1519.0	997.0
54566	1518.0	4865.0
400941	0.0	1.0
8857	401.0	476.0
8858	0.0	7.0
54569	0.0	0.0
8856	34.0	8.0
54568	0.0	0.0
8859	752.0	755.0
8871	3594.0	5388.0
8872	4076.0	3117.0
6210	27428.0	31256.0
8870	3747.0	490.0
100421500	0.0	0.0
8875	202.0	237.0
8876	49.0	54.0
8874	8539.0	7533.0
100421506	1.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	7.0	17.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	2.0
400932	0.0	0.0
54571	0.0	0.0
54578	2.0	7.0
255631	232.0	19.0
400931	53.0	87.0
54577	0.0	0.0
54576	2.0	0.0
54575	0.0	0.0
6205	76174.0	100574.0
100506915	6.0	6.0
8869	1316.0	711.0
6204	9277.0	17811.0
6207	25721.0	32191.0
6206	47057.0	71726.0
8867	1755.0	912.0
54579	0.0	0.0
6209	15070.0	27411.0
6208	53018.0	62643.0
170384	1754.0	837.0
100506916	0.0	1.0
8882	3090.0	2551.0
8883	3644.0	1929.0
8880	5540.0	5688.0
8881	5371.0	4154.0
8886	8512.0	3416.0
6223	35003.0	62137.0
100421512	1.0	0.0
8887	22567.0	16180.0
6222	81308.0	143276.0
8884	1107.0	3258.0
6224	49984.0	58509.0
100421515	62.0	9.0
54581	552.0	231.0
54580	0.0	3.0
54585	2790.0	1103.0
54584	365.0	409.0
54583	13570.0	3095.0
54587	6665.0	2018.0
54586	1.0	0.0
8879	7703.0	13654.0
170371	752.0	242.0
170370	0.0	0.0
8877	267.0	133.0
6218	35556.0	50989.0
6217	40932.0	58995.0
8878	33754.0	14728.0
6219	11.0	2.0
100506907	0.0	0.0
100506906	138.0	278.0
255649	1.0	0.0
6230	28929.0	40388.0
8893	4422.0	5260.0
8894	5740.0	5935.0
101928440	1.0	0.0
8891	2283.0	1864.0
6232	33006.0	38936.0
8892	2095.0	1749.0
6231	3305.0	6241.0
8897	1289.0	889.0
6234	10998.0	23781.0
8898	6456.0	7008.0
6233	30299.0	39186.0
8895	17100.0	29965.0
6236	3940.0	131.0
8896	2644.0	2491.0
6235	13773.0	19398.0
101928442	0.0	0.0
101928448	2.0	1.0
8890	3549.0	4594.0
280659	0.0	0.0
280657	2.0	0.0
280658	0.0	0.0
280655	2.0	1.0
253039	2134.0	1884.0
6227	16706.0	28375.0
6226	2.0	1.0
6229	56086.0	83913.0
8888	7840.0	8540.0
6228	42269.0	47215.0
6241	114.0	744.0
6240	6859.0	4842.0
100421411	0.0	0.0
6242	1125.0	3062.0
100421413	30.0	5.0
101928455	1.0	0.0
6244	0.0	0.0
6247	9.0	13.0
100421415	5.0	4.0
6246	0.0	0.0
280644	1.0	2.0
253044	0.0	0.0
6238	24226.0	49594.0
6237	19966.0	3634.0
8899	6842.0	4196.0
6239	5044.0	8112.0
6252	1374.0	6821.0
100421420	105.0	4.0
6251	13061.0	3642.0
100421422	1.0	1.0
6253	3290.0	1512.0
6256	11814.0	8041.0
100421424	0.0	0.0
6258	419.0	24.0
6257	5555.0	3395.0
100421428	0.0	0.0
101928469	2.0	0.0
100421429	1.0	2.0
280637	2.0	0.0
280636	2641.0	3250.0
253018	14.0	20.0
253017	2977.0	0.0
253012	36.0	566.0
6249	21714.0	8722.0
6248	0.0	0.0
6263	777.0	188.0
100421431	3.0	0.0
6262	23126.0	4019.0
100421432	8.0	0.0
101928470	2.0	0.0
100421433	2.0	0.0
100421436	66.0	55.0
100421439	9.0	0.0
6261	20542.0	123.0
6260	9.0	0.0
6259	10223.0	4080.0
100421430	1.0	0.0
6274	66.0	17.0
6273	226.0	131.0
6276	10.0	4.0
6275	6209.0	744.0
6278	5.0	0.0
6277	30337.0	2948.0
6279	713.0	54.0
6272	20570.0	6943.0
6271	5062.0	123.0
6285	834.0	38.0
6284	2248.0	663.0
100421455	0.0	0.0
6286	279.0	161.0
6289	35.0	103.0
6288	150.0	404.0
6281	5000.0	1297.0
6280	1797.0	229.0
6283	63.0	5.0
6282	8021.0	9592.0
123920	2329.0	703.0
100421451	0.0	0.0
6296	859.0	4314.0
6295	5.0	7.0
6297	3843.0	2288.0
6299	50.0	21.0
101928420	0.0	0.0
6290	0.0	0.0
6291	1.0	0.0
6294	6155.0	5117.0
6293	5713.0	3778.0
100421478	0.0	0.0
100421479	1.0	1.0
280664	4.0	1.0
54505	5509.0	3780.0
280660	0.0	0.0
54504	3379.0	603.0
280661	53.0	10.0
54503	735.0	475.0
54502	9008.0	22786.0
54509	144.0	35.0
123904	0.0	0.0
54508	100.0	81.0
100421473	0.0	0.0
54507	4568.0	92.0
100421487	0.0	0.0
133308	1885.0	705.0
147945	2.0	2.0
123970	1.0	0.0
100421480	5.0	0.0
147947	2015.0	2203.0
147948	417.0	463.0
147949	578.0	718.0
100421484	1.0	0.0
100421485	0.0	0.0
100421498	0.0	0.0
100421499	0.0	0.0
101060006	0.0	1.0
101060005	1.0	0.0
101060004	1.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	6.0	8.0
147965	1143.0	1727.0
147968	25.0	16.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	3.0	0.0
121360	0.0	0.0
101060032	14.0	5.0
135924	0.0	0.0
135927	20.0	2.0
121355	9.0	3.0
147906	7697.0	525.0
135932	52.0	26.0
101060045	0.0	0.0
135935	0.0	0.0
101060040	1.0	0.0
147912	2263.0	1996.0
135942	0.0	0.0
135941	0.0	0.0
121340	3.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	49.0	2.0
147923	982.0	967.0
147920	10.0	0.0
147929	310.0	372.0
104326192	0.0	0.0
104326193	0.0	9.0
375444	316.0	87.0
104326189	0.0	1.0
101060020	0.0	2.0
375449	6933.0	3741.0
104326188	0.0	0.0
121328	21.0	2.0
91653	19464.0	2189.0
389762	0.0	0.0
351143	0.0	1.0
389761	0.0	0.0
390756	0.0	0.0
27087	854.0	5376.0
27085	133.0	221.0
27086	14047.0	8590.0
389756	0.0	0.0
147429	50.0	97.0
27089	6380.0	8352.0
91646	44.0	21.0
91647	1223.0	1532.0
642968	14.0	1.0
135458	5.0	0.0
390766	0.0	0.0
27098	345.0	593.0
27099	1.0	2.0
27097	2732.0	1347.0
389741	120.0	142.0
27090	1686.0	245.0
27091	0.0	0.0
27094	67.0	43.0
27095	4662.0	4207.0
27092	3285.0	6337.0
642976	7.0	4.0
400629	0.0	2.0
27093	5.0	0.0
160428	7375.0	186.0
375133	228.0	159.0
387122	2.0	24.0
390730	2.0	1.0
390732	3.0	0.0
390735	0.0	0.0
387119	1393.0	282.0
27063	1775.0	3.0
387117	0.0	0.0
27069	22818.0	11079.0
400612	3.0	0.0
27067	5845.0	4597.0
27068	4505.0	6470.0
221908	454.0	643.0
341799	0.0	0.0
400619	73.0	91.0
642987	187.0	152.0
400618	62.0	8.0
400617	266.0	198.0
64065	16479.0	18268.0
91662	49.0	489.0
91663	66786.0	10198.0
64064	109.0	56.0
64067	610.0	72.0
64066	0.0	0.0
91661	800.0	883.0
91664	720.0	779.0
147463	3535.0	460.0
387111	0.0	4.0
27076	1028.0	1191.0
390748	0.0	5.0
27077	708.0	762.0
400604	255.0	78.0
27074	264.0	431.0
27075	2283.0	12503.0
389766	2.0	5.0
387103	415.0	139.0
387104	26.0	1.0
27079	852.0	719.0
389763	0.0	0.0
341784	7.0	6.0
642996	0.0	0.0
27072	9037.0	5745.0
160419	1.0	0.0
64061	10153.0	1645.0
400609	0.0	0.0
160418	5299.0	2284.0
64063	264.0	925.0
27071	3457.0	59.0
64062	4753.0	1906.0
91695	178.0	259.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	14.0	5.0
100313770	0.0	0.0
64077	2053.0	1679.0
91694	3830.0	1526.0
100313771	0.0	0.0
390790	5.0	2.0
221927	3987.0	5519.0
390792	5.0	1.0
400680	8.0	12.0
27043	7562.0	5918.0
27044	22713.0	61203.0
27042	2635.0	1928.0
389799	10.0	45.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	401.0	68.0
100313777	0.0	0.0
27040	4.0	11.0
100313774	0.0	0.0
64073	52.0	57.0
64087	12538.0	43676.0
221914	15.0	34.0
64089	1490.0	1617.0
100313781	0.0	0.0
91683	107.0	249.0
91689	4288.0	5685.0
100313780	0.0	0.0
245908	0.0	0.0
91687	354.0	287.0
245909	0.0	0.0
400673	482.0	986.0
389792	302.0	265.0
389791	0.0	1.0
387129	0.0	0.0
400668	15.0	2.0
389787	154.0	11.0
64081	941.0	607.0
64080	500.0	230.0
64083	15544.0	23001.0
64084	1156.0	140.0
64098	369.0	230.0
64097	899.0	595.0
400660	145.0	10.0
8909	17.0	18.0
27022	144.0	24.0
8907	6811.0	3274.0
341757	0.0	0.0
400658	73.0	7.0
8908	2306.0	771.0
147407	4.0	3.0
27020	32620.0	6263.0
400657	853.0	518.0
27023	6.0	1.0
400654	0.0	0.0
64090	5.0	0.0
64092	536.0	124.0
64091	7260.0	399.0
8900	16.0	6.0
64094	11904.0	7115.0
8905	3941.0	738.0
147409	4.0	1.0
64093	16652.0	893.0
8906	726.0	2973.0
64096	0.0	0.0
8904	8134.0	4366.0
221935	4200.0	4671.0
221937	10690.0	4867.0
221938	4.0	3.0
400652	47.0	7.0
400650	17.0	6.0
27039	29.0	3.0
27032	17068.0	31241.0
27033	44.0	26.0
27030	2050.0	1438.0
27031	658.0	357.0
27036	56.0	51.0
400645	0.0	0.0
27037	1752.0	2603.0
400644	14.0	48.0
27034	8319.0	12367.0
400643	2121.0	25769.0
27035	79.0	79.0
8912	40764.0	3633.0
100313769	1.0	0.0
8913	402.0	1075.0
8910	4299.0	544.0
8911	19.0	1.0
8916	7496.0	6259.0
8914	1007.0	1935.0
8915	1531.0	1100.0
245935	1.0	0.0
245936	0.0	0.0
245937	2.0	1.0
245938	0.0	0.0
8930	2743.0	1553.0
245939	0.0	0.0
221960	390.0	341.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	11643.0	7910.0
8927	188.0	111.0
8928	3.0	16.0
8925	19169.0	6498.0
8926	51.0	100.0
221955	1263.0	1932.0
8941	4.0	11.0
8942	118.0	77.0
375189	42.0	39.0
8940	37.0	37.0
245940	0.0	0.0
206338	3.0	3.0
375190	1549.0	422.0
196446	12.0	38.0
8934	3299.0	3423.0
8935	2425.0	2842.0
196441	2610.0	1672.0
8932	4418.0	4328.0
8933	15587.0	5084.0
8938	592.0	3063.0
8939	8105.0	4767.0
8936	941.0	649.0
326105	1.0	0.0
245913	0.0	1.0
245915	0.0	0.0
221981	5885.0	753.0
245910	0.0	0.0
206358	1720.0	5794.0
245911	4.0	1.0
245912	0.0	0.0
196415	7.0	0.0
642909	18.0	4.0
642907	0.0	0.0
8945	5440.0	3660.0
54659	1.0	371.0
54658	0.0	20.0
8943	19650.0	20442.0
54657	0.0	0.0
8944	0.0	0.0
196410	96.0	34.0
245927	0.0	0.0
245928	0.0	0.0
6300	2220.0	1055.0
245929	0.0	0.0
6302	3895.0	3680.0
6301	14081.0	10314.0
160492	7.0	7.0
54662	6140.0	3975.0
54661	22.0	0.0
54660	148.0	11.0
54665	4068.0	2012.0
54664	17590.0	5199.0
54663	1338.0	1537.0
8970	129.0	499.0
8971	9352.0	9582.0
101928363	3.0	3.0
8974	3446.0	1528.0
6311	5376.0	5761.0
8975	8874.0	3344.0
6310	12171.0	4527.0
91612	8485.0	3003.0
100421601	0.0	0.0
8972	101.0	7.0
8973	10.0	4.0
245972	31.0	60.0
245973	72.0	72.0
54677	3172.0	4598.0
54676	2621.0	1936.0
54675	3919.0	7813.0
147468	0.0	0.0
54674	807.0	61.0
6304	5503.0	3974.0
6303	10044.0	24162.0
8968	0.0	0.0
6305	14951.0	6822.0
91603	1530.0	1133.0
91608	332.0	90.0
6307	5571.0	3679.0
642924	9.0	7.0
8969	100.0	281.0
6309	11493.0	13529.0
91607	1658.0	493.0
6320	884.0	472.0
6322	929.0	279.0
8985	5740.0	4843.0
8986	2905.0	3779.0
64002	602.0	4162.0
101928378	58.0	175.0
6324	1540.0	352.0
64005	371.0	376.0
6323	6.0	15.0
101928376	15.0	3.0
54680	2789.0	1446.0
642938	264.0	52.0
54682	5098.0	4149.0
54681	2921.0	6075.0
196403	5305.0	1262.0
6315	0.0	0.0
6314	2976.0	2412.0
6317	109.0	65.0
8976	11491.0	7808.0
6319	23786.0	32194.0
6318	58.0	25.0
642935	43.0	9.0
8992	12862.0	13057.0
8993	9.0	2.0
6331	186.0	16.0
8991	17386.0	5207.0
6330	1837.0	398.0
100421621	32.0	12.0
8996	2445.0	2304.0
101928388	2.0	7.0
6332	5778.0	599.0
8997	5665.0	1068.0
8994	5284.0	6147.0
6335	171.0	30.0
8995	36.0	10.0
6334	122.0	51.0
147495	9029.0	2815.0
100421629	0.0	0.0
8989	0.0	4.0
6326	432.0	17.0
8987	1264.0	445.0
6328	131.0	15.0
91624	33150.0	1155.0
6327	1711.0	117.0
8988	1810.0	2.0
6329	1609.0	21.0
642946	182.0	155.0
6340	455.0	188.0
6342	15065.0	18096.0
6341	4066.0	4208.0
6344	11.0	2.0
100421633	0.0	0.0
6343	95.0	1.0
100421634	1.0	2.0
6346	0.0	0.0
6345	12187.0	91.0
100421638	3.0	1.0
642958	11.0	0.0
642959	0.0	0.0
6337	2650.0	7671.0
642952	0.0	0.0
6336	0.0	7.0
6339	84.0	126.0
91614	82.0	18.0
8999	640.0	25.0
6338	163.0	163.0
642954	92.0	40.0
6351	304.0	75.0
6352	1081.0	299.0
6355	211.0	11.0
6354	1.0	1.0
6357	25.0	2.0
6356	23.0	16.0
100421528	10.0	0.0
6348	203.0	87.0
6347	2166.0	671.0
196394	553.0	317.0
6362	200.0	211.0
6361	9.0	6.0
6364	8.0	56.0
6363	619.0	214.0
100421533	364.0	639.0
6366	2284.0	154.0
100421535	0.0	1.0
6368	38.0	34.0
6367	105.0	134.0
101928337	0.0	0.0
6360	7.0	3.0
255349	2.0	0.0
6359	2.0	0.0
6358	382.0	115.0
6373	142.0	129.0
101928340	7.0	1.0
6372	163.0	94.0
100421542	0.0	0.0
6375	24.0	12.0
6374	36.0	31.0
100421545	9.0	13.0
6376	14565.0	2279.0
101928345	0.0	10.0
100421549	0.0	0.0
6370	1.0	8.0
255313	0.0	0.0
196374	0.0	0.0
6369	48.0	26.0
6383	17454.0	17923.0
6386	13167.0	12947.0
6385	14366.0	2682.0
6388	3284.0	3727.0
6387	10503.0	1778.0
6389	14923.0	8503.0
255330	1.0	0.0
6382	2929.0	3964.0
102724246	3.0	0.0
255324	49.0	2.0
196385	144.0	95.0
196383	5008.0	1306.0
100421550	0.0	0.0
6397	6613.0	5151.0
100421565	0.0	0.0
6396	6986.0	7919.0
100421566	1.0	0.0
6399	1235.0	1095.0
6398	1450.0	3130.0
6391	12894.0	6728.0
6390	6067.0	3892.0
6392	7692.0	3590.0
282997	191.0	103.0
282996	404.0	20.0
100134229	374.0	726.0
282991	1746.0	2012.0
100421560	0.0	0.0
100421577	22.0	25.0
100421579	7.0	1.0
255394	1419.0	759.0
102724224	2.0	2.0
54600	0.0	0.0
54602	2792.0	2724.0
282980	0.0	0.0
54606	3848.0	4679.0
100421572	0.0	0.0
100421588	16.0	1.0
100421589	425.0	88.0
282974	538.0	1046.0
282973	667.0	482.0
54619	622.0	532.0
100421581	0.0	2.0
196335	1.0	3.0
100421582	2.0	8.0
54617	4271.0	2664.0
100421598	1.0	0.0
100421599	0.0	0.0
255374	254.0	227.0
282969	158.0	415.0
102724201	1.0	0.0
282966	0.0	0.0
54622	2442.0	2683.0
100134259	38.0	10.0
54621	2071.0	1583.0
54620	1551.0	1392.0
54626	273.0	659.0
54625	5262.0	4481.0
54623	7708.0	5524.0
54629	8789.0	4387.0
54627	318.0	88.0
27005	2356.0	2178.0
27006	12.0	15.0
27000	1555.0	1505.0
27004	1.0	3.0
27018	14438.0	7222.0
27019	4.0	44.0
400591	1.0	0.0
27010	389.0	200.0
27012	1.0	1.0
27013	10792.0	10913.0
400581	5.0	1.0
400578	8.0	1.0
400569	1136.0	1395.0
400566	666.0	565.0
389715	1.0	0.0
100313829	0.0	0.0
390729	4.0	2.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	5.0	3.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	6754.0	1088.0
390872	0.0	0.0
390874	4.0	3.0
654835	0.0	0.0
400759	196.0	59.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	7.0	0.0
400752	116.0	157.0
137994	217.0	52.0
642843	2.0	4.0
91768	1764.0	523.0
64151	54.0	213.0
64150	313.0	156.0
64168	2475.0	100.0
64167	4271.0	2532.0
390883	0.0	0.0
390882	0.0	0.0
390885	1.0	0.0
390886	0.0	0.0
125988	3073.0	3371.0
400746	370.0	120.0
400745	130.0	7.0
389866	52.0	5.0
150962	493.0	547.0
64175	2092.0	1684.0
162968	98.0	195.0
64174	185.0	72.0
162966	385.0	467.0
162967	1883.0	2178.0
162962	543.0	522.0
162963	492.0	781.0
125981	153.0	40.0
149992	0.0	0.0
390856	0.0	0.0
390858	123.0	267.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	2.0	0.0
27185	397.0	804.0
149986	4806.0	3921.0
147323	1.0	0.0
326293	3.0	0.0
100313839	0.0	0.0
389898	4.0	0.0
100313837	0.0	0.0
326295	0.0	2.0
27189	0.0	1.0
100313838	0.0	0.0
326294	0.0	0.0
125972	1.0	6.0
642864	8.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	216.0	107.0
27183	6936.0	4622.0
64170	116.0	90.0
642869	4.0	0.0
27180	87.0	55.0
27181	172.0	81.0
64172	579.0	618.0
100313830	0.0	0.0
375248	142.0	89.0
91782	6385.0	2984.0
27197	31.0	17.0
147339	3612.0	1868.0
27198	238.0	1394.0
27195	0.0	0.0
125965	2.0	4.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	102.0	40.0
400720	1014.0	1081.0
149998	4.0	1.0
389884	4.0	0.0
326286	0.0	0.0
27190	177.0	22.0
64180	15.0	1.0
27193	0.0	0.0
100313842	1.0	3.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	16.0	24.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	4.0	1.0
387264	1.0	2.0
387263	2646.0	2604.0
206412	14.0	17.0
27164	137.0	785.0
27165	37.0	36.0
27163	5450.0	13701.0
400799	0.0	3.0
400798	17.0	22.0
27166	2024.0	3021.0
400797	0.0	0.0
326272	0.0	0.0
326275	5.0	1.0
326277	15.0	0.0
326279	74.0	3.0
27160	2.0	8.0
27161	10255.0	5162.0
326278	13.0	4.0
100313895	0.0	0.0
642888	1.0	0.0
100313896	0.0	0.0
387254	0.0	0.0
400793	2352.0	1367.0
150928	308.0	84.0
27175	2630.0	482.0
149934	0.0	0.0
27173	8919.0	10860.0
150921	36.0	1.0
27179	2.0	0.0
27177	1.0	0.0
27178	1.0	0.0
341883	138.0	1357.0
341880	243.0	7.0
27170	0.0	0.0
326269	1.0	0.0
137964	5640.0	6982.0
390892	0.0	0.0
375298	230.0	128.0
149951	4035.0	3225.0
27148	1907.0	3000.0
390895	0.0	0.0
206426	1.0	1.0
27143	1642.0	442.0
27141	62.0	19.0
27146	138.0	55.0
106029310	0.0	0.0
27147	4622.0	403.0
27145	9383.0	132.0
123355	1871.0	1490.0
137970	1282.0	1623.0
375287	2991.0	830.0
387276	0.0	0.0
27159	0.0	0.0
387273	3.0	1.0
150947	0.0	0.0
150946	516.0	355.0
27153	2623.0	2183.0
27154	6696.0	8023.0
400769	2.0	2.0
27151	4905.0	1730.0
27152	1322.0	633.0
123346	7.0	4.0
27158	1023.0	993.0
400765	0.0	0.0
100293516	539.0	1267.0
387266	0.0	0.0
27156	73.0	10.0
149954	0.0	0.0
387267	0.0	0.0
375295	91.0	21.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	13.0	1.0
160365	16.0	6.0
160364	120.0	28.0
102724316	2440.0	980.0
54754	0.0	5.0
54753	5664.0	872.0
54752	4.0	15.0
54751	15277.0	4464.0
54758	2073.0	1468.0
54757	291.0	157.0
54756	11488.0	911.0
101928290	86.0	2.0
6401	8526.0	324.0
6400	27358.0	28338.0
102724307	1.0	1.0
54760	126.0	159.0
54765	17291.0	10984.0
54764	4218.0	1732.0
54763	0.0	1.0
54762	261.0	657.0
54769	10.0	10.0
54768	53.0	76.0
54766	1.0	0.0
159371	722.0	262.0
100421700	1.0	0.0
100421701	2.0	4.0
100421702	0.0	1.0
100421704	15.0	15.0
100421705	0.0	0.0
100421706	1.0	1.0
100421707	0.0	0.0
100421708	0.0	2.0
100421709	0.0	0.0
54776	20945.0	3736.0
91703	21.0	5.0
6403	2505.0	1378.0
6402	822.0	206.0
6405	4014.0	6087.0
54778	3659.0	2144.0
6404	1014.0	405.0
54777	88.0	19.0
6407	35.0	7.0
6406	55.0	11.0
64100	0.0	0.0
64102	24.0	3.0
6421	13687.0	15318.0
100421710	0.0	1.0
64101	564.0	60.0
6423	5999.0	1112.0
6422	8311.0	4897.0
64106	9.0	4.0
64105	19.0	44.0
64108	382.0	103.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	15.0	7.0
54780	2368.0	2324.0
54785	854.0	905.0
54784	1026.0	1084.0
6414	12890.0	28686.0
6416	5534.0	4827.0
54788	5258.0	5501.0
6415	28074.0	17201.0
6418	25069.0	21196.0
6419	3198.0	1626.0
6430	18069.0	16905.0
64111	0.0	0.0
162989	1911.0	1785.0
64110	5403.0	4976.0
6432	7943.0	6051.0
6431	10868.0	14783.0
64112	8358.0	8171.0
64115	6268.0	1260.0
6434	8674.0	7143.0
101928243	46.0	118.0
6433	2749.0	2189.0
64114	24626.0	20887.0
101928244	3.0	0.0
100421724	3.0	6.0
64116	1502.0	2788.0
64118	4302.0	16037.0
101928248	39.0	21.0
100421728	0.0	0.0
54790	2868.0	1899.0
100421729	0.0	0.0
104548973	6.0	0.0
104548972	0.0	0.0
54793	4693.0	1317.0
400713	650.0	832.0
104548971	71.0	11.0
104548970	0.0	0.0
54798	856.0	54.0
255411	0.0	0.0
54797	1035.0	1242.0
54796	7384.0	361.0
54795	9116.0	92151.0
6425	141.0	1.0
6424	4283.0	1907.0
150992	0.0	1.0
6427	6306.0	4850.0
54799	1646.0	1498.0
6426	10710.0	10808.0
6429	10409.0	5080.0
6428	17748.0	14198.0
162979	28.0	44.0
6441	345.0	122.0
64122	2239.0	2524.0
64121	2819.0	1533.0
6440	3.0	2.0
100421731	0.0	0.0
6443	19823.0	1292.0
101928256	0.0	0.0
6442	8702.0	353.0
64123	2372.0	1105.0
100421733	0.0	0.0
6445	897.0	21.0
100421734	0.0	0.0
6444	6086.0	1681.0
160313	0.0	2.0
100421736	0.0	0.0
64127	207.0	122.0
162972	729.0	756.0
64129	19180.0	1030.0
255426	86.0	7.0
642818	1.0	0.0
642819	394.0	209.0
400709	19.0	15.0
6439	4.0	48.0
642812	24.0	4.0
64131	3777.0	1836.0
654817	89.0	17.0
6450	5143.0	426.0
91750	1480.0	852.0
64130	442.0	279.0
654816	51.0	12.0
6452	2147.0	2158.0
100421741	0.0	0.0
64132	5410.0	4291.0
6451	39367.0	8658.0
64135	1301.0	2932.0
91754	23122.0	7599.0
6453	12637.0	2278.0
6456	215.0	212.0
91752	1279.0	56.0
64137	35.0	7.0
6455	9143.0	5968.0
147372	5900.0	141.0
6447	726.0	35.0
6446	7174.0	4286.0
91748	10303.0	4799.0
6449	8526.0	7762.0
135398	31.0	19.0
91746	8217.0	5657.0
6448	4245.0	6808.0
91749	478.0	330.0
6461	1656.0	786.0
6462	31.0	27.0
6465	1.0	0.0
100421754	0.0	0.0
64146	106.0	123.0
64145	8420.0	3059.0
6464	11129.0	7543.0
162998	10.0	7.0
100421756	1.0	5.0
101928276	0.0	2.0
64147	381.0	567.0
160335	3544.0	3234.0
6466	2.0	2.0
162993	1321.0	488.0
64149	1894.0	1443.0
147381	26.0	187.0
255403	700.0	597.0
6458	11.0	10.0
6457	69.0	6.0
91734	3.0	0.0
6459	6.0	10.0
6472	2588.0	6532.0
6471	1.0	0.0
6474	15.0	4.0
