id	f42ef7e5-39e3-4a91-b8bb-11a38d24c72b	e32272e5-a64e-482b-bb3e-b82542a643e3
101954204	0.0	0.0
199953	814.0	1073.0
161357	6.0	0.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	1.0
731275	29.0	30.0
199920	308.0	52.0
222826	2.0	1.0
101929286	8.0	20.0
391670	0.0	0.0
391672	0.0	0.0
161342	5.0	1.0
148398	510.0	242.0
100419758	51.0	44.0
100419751	1.0	0.0
124359	4068.0	6293.0
101929293	15.0	2.0
100420752	0.0	1.0
100420754	0.0	0.0
10691	925.0	1028.0
10690	72.0	18.0
101929212	63.0	22.0
101929218	0.0	0.0
388076	0.0	1.0
388077	0.0	0.0
100419764	0.0	0.0
199900	1.0	0.0
151963	192.0	125.0
10693	220.0	316.0
10692	7.0	4.0
10695	4427.0	8524.0
10694	8559.0	9252.0
10699	369.0	96.0
101929221	10.0	0.0
100420763	0.0	0.0
101929225	2.0	3.0
101929222	0.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	19299.0	26424.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	2.0	2.0
101929238	0.0	0.0
220213	947.0	613.0
10678	1211.0	773.0
151987	3584.0	3226.0
10671	1383.0	1162.0
10670	5297.0	5338.0
10673	56.0	42.0
10672	3037.0	1917.0
10675	220.0	202.0
10677	109.0	75.0
100419793	0.0	0.0
100420784	0.0	0.0
100420786	1.0	0.0
101929247	0.0	16.0
100420787	2.0	3.0
101929244	0.0	0.0
220202	3.0	3.0
222865	77.0	44.0
10682	12159.0	5870.0
10681	1722.0	940.0
10683	3.0	29.0
10686	17.0	5.0
136371	0.0	0.0
643803	1.0	0.0
10687	202.0	109.0
100419682	0.0	0.0
100420678	15.0	19.0
222894	0.0	0.0
100419687	1.0	1.0
283807	505.0	277.0
653194	0.0	0.0
83598	1.0	1.0
83597	1.0	0.0
653199	192.0	175.0
83594	2743.0	2373.0
83593	1061.0	422.0
83596	598.0	658.0
83595	252.0	125.0
83590	1860.0	2334.0
653190	73.0	3.0
653192	0.0	0.0
83592	46.0	11.0
83591	317.0	281.0
1909	2682.0	1128.0
100420689	7.0	1.0
1908	339.0	182.0
161291	7757.0	7552.0
653188	4.0	9.0
653189	63.0	73.0
1907	139.0	119.0
1906	691.0	264.0
197258	1534.0	1780.0
1903	1586.0	799.0
197259	178.0	125.0
1902	792.0	575.0
1901	1438.0	1083.0
100420681	0.0	0.0
197257	2070.0	2388.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	1048.0	1300.0
1917	1649.0	7759.0
1915	311068.0	247477.0
1912	5274.0	4555.0
1911	507.0	393.0
101929202	26.0	14.0
101929203	4.0	3.0
199899	0.0	0.0
148281	160.0	84.0
219287	8.0	7.0
161253	14.0	5.0
219285	403.0	223.0
283849	238.0	470.0
283848	142.0	118.0
1932	2.0	2.0
283847	0.0	0.0
256227	4.0	5.0
256223	0.0	0.0
1939	3655.0	3884.0
1938	174776.0	326862.0
1937	34.0	87.0
1936	6550.0	9085.0
1934	3.0	5.0
1933	8665.0	10004.0
161247	27.0	24.0
219293	394.0	120.0
1943	2.0	6.0
1942	4495.0	5121.0
256236	204.0	117.0
1949	471.0	256.0
199870	978.0	661.0
1948	4753.0	14352.0
1947	2030.0	1276.0
1946	704.0	263.0
1945	635.0	1254.0
1944	149.0	284.0
161271	0.0	0.0
1954	6118.0	8957.0
1953	2976.0	1754.0
1952	2574.0	1841.0
1951	97.0	128.0
1950	754.0	560.0
283820	1098.0	1451.0
1959	421.0	377.0
1958	13604.0	12473.0
1956	12539.0	7289.0
1955	3654.0	2026.0
1965	3915.0	3209.0
1964	4763.0	4023.0
199857	779.0	860.0
1962	1944.0	5368.0
1961	1.0	3.0
1960	556.0	411.0
220296	10.0	3.0
1969	674.0	346.0
1968	9226.0	10243.0
1967	2757.0	2655.0
114904	185.0	165.0
114905	845.0	409.0
114907	9565.0	4157.0
114908	14306.0	10542.0
340094	1.0	0.0
643783	213.0	197.0
114900	26.0	6.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	25001.0	30589.0
1974	24543.0	24006.0
1973	148.0	167.0
283888	7.0	5.0
401447	3.0	1.0
653113	46.0	32.0
1979	8944.0	6475.0
1978	599.0	2002.0
1977	2272.0	2079.0
643790	12.0	2.0
1990	0.0	0.0
256281	1543.0	1912.0
1987	0.0	0.0
1986	0.0	4.0
1984	16853.0	25726.0
1983	11261.0	5724.0
1982	54575.0	40741.0
283876	91.0	76.0
1981	28114.0	36163.0
1980	2.0	3.0
283871	731.0	1000.0
283870	41.0	48.0
105375616	3.0	3.0
340075	59.0	56.0
340073	2.0	0.0
653125	3.0	2.0
401431	112.0	131.0
83528	9.0	5.0
1998	2535.0	1748.0
1997	5335.0	2698.0
283869	5.0	11.0
1996	18.0	3.0
401428	0.0	0.0
83538	85.0	104.0
1995	10.0	14.0
401427	125.0	47.0
283867	1.0	0.0
1994	4878.0	5418.0
1993	28.0	167.0
1992	1107.0	441.0
1991	9.0	7.0
283860	0.0	3.0
83530	30.0	8.0
340069	0.0	0.0
1999	1769.0	1262.0
105375606	1.0	0.0
340061	1740.0	1002.0
653115	49.0	26.0
653121	572.0	398.0
653122	94.0	94.0
283854	0.0	0.0
653123	0.0	0.0
401491	41.0	47.0
100124412	0.0	0.0
653147	7.0	5.0
401498	1.0	1.0
653149	0.0	0.0
401497	0.0	0.0
401494	712.0	267.0
401492	52.0	17.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	5818.0	4945.0
83539	514.0	109.0
83547	303.0	610.0
83546	2.0	3.0
653140	11.0	1.0
83549	2602.0	2893.0
83548	5864.0	5107.0
83543	1866.0	2663.0
653145	145.0	13.0
83544	1664.0	1672.0
83541	1133.0	1585.0
83540	28.0	40.0
126917	1680.0	1163.0
340037	2.0	8.0
114926	1526.0	1399.0
114928	2786.0	1976.0
339044	2.0	0.0
256297	0.0	0.0
401474	705.0	271.0
653174	0.0	0.0
653175	3.0	0.0
340024	7.0	62.0
114915	1256.0	1859.0
401466	863.0	1037.0
653162	31.0	34.0
653163	0.0	0.0
283899	1712.0	1867.0
653166	0.0	0.0
283897	62.0	377.0
339145	2.0	0.0
391723	0.0	0.0
391722	45.0	15.0
10778	2361.0	1801.0
10777	62.0	1.0
10772	4622.0	3675.0
340120	6.0	2.0
10771	9259.0	6402.0
10773	905.0	672.0
10776	8549.0	6183.0
10775	1585.0	1689.0
10788	12777.0	12785.0
391739	3.0	0.0
10781	1412.0	1043.0
10780	528.0	441.0
10783	2773.0	3162.0
10782	1542.0	1282.0
10785	319.0	412.0
10787	14395.0	9544.0
10786	1.0	1.0
102606463	8.0	1.0
731308	0.0	0.0
339122	295.0	203.0
339123	2987.0	4959.0
102606462	0.0	0.0
391701	0.0	3.0
391703	0.0	1.0
151827	81.0	49.0
126826	0.0	1.0
643719	20.0	22.0
10755	4292.0	4844.0
151825	0.0	0.0
10758	2453.0	1300.0
126823	581.0	720.0
126820	13.0	12.0
10750	20.0	25.0
10752	622.0	169.0
10751	0.0	0.0
10753	189.0	177.0
643714	0.0	1.0
138864	0.0	0.0
391712	6.0	2.0
391714	1.0	0.0
114836	43.0	21.0
10767	2820.0	2300.0
10766	8345.0	5859.0
151835	0.0	2.0
10769	1091.0	911.0
391718	0.0	0.0
10768	9520.0	9057.0
126811	1.0	0.0
643723	13.0	12.0
10761	0.0	0.0
10763	4295.0	3161.0
10762	3411.0	2862.0
10765	5487.0	5034.0
101929179	11.0	8.0
388112	0.0	2.0
339105	33.0	14.0
83707	1704.0	1788.0
83706	234.0	187.0
10734	99.0	70.0
10733	127.0	105.0
83714	281.0	266.0
10736	169.0	127.0
401648	1.0	2.0
643739	0.0	0.0
10735	8138.0	5554.0
401647	21.0	13.0
10738	3.0	3.0
401646	0.0	0.0
10737	4.0	0.0
10739	1791.0	685.0
376132	0.0	0.0
10730	11645.0	9452.0
101929184	20.0	4.0
10732	556.0	549.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	17.0	18.0
124221	24.0	12.0
124222	1907.0	1490.0
114897	1803.0	1642.0
114898	151.0	125.0
124220	5562.0	6944.0
114899	109.0	977.0
391777	14.0	11.0
10745	584.0	364.0
56104	97.0	277.0
83700	6689.0	7552.0
401638	0.0	1.0
10744	2.0	1.0
56105	100.0	41.0
10747	44.0	26.0
401637	3.0	2.0
56106	461.0	931.0
10746	3727.0	2521.0
56107	202.0	134.0
10749	17205.0	19467.0
56100	168.0	74.0
401634	0.0	0.0
10748	40.0	31.0
56101	586.0	908.0
56102	43.0	45.0
56103	175.0	968.0
643744	12.0	7.0
10741	2156.0	1967.0
56108	168.0	554.0
10740	275.0	58.0
643749	144.0	82.0
56109	139.0	126.0
10743	3935.0	3566.0
342732	4.0	1.0
10742	2033.0	1403.0
101929198	0.0	0.0
101929196	0.0	0.0
100420811	3.0	2.0
114884	1547.0	797.0
317774	0.0	0.0
114885	1128.0	757.0
401630	0.0	0.0
317772	7.0	9.0
100419821	1.0	0.0
56110	164.0	373.0
317778	0.0	0.0
83729	92.0	58.0
317775	0.0	2.0
83734	568.0	464.0
10712	1540.0	1894.0
83733	912.0	172.0
10714	873.0	594.0
126868	90.0	14.0
317769	0.0	1.0
100419829	0.0	0.0
10713	2772.0	2578.0
317768	0.0	0.0
10716	1.0	0.0
100419827	0.0	0.0
56111	78.0	326.0
10715	20.0	177.0
56112	68.0	41.0
56113	184.0	182.0
83732	936.0	843.0
10718	7.0	0.0
10717	609.0	610.0
56114	44.0	161.0
388125	11.0	6.0
401629	3.0	1.0
317781	1240.0	1267.0
388122	0.0	2.0
83719	1968.0	1976.0
56120	3.0	5.0
56121	151.0	103.0
114876	4400.0	2317.0
388121	176.0	163.0
83716	11575.0	6590.0
83715	278.0	165.0
114879	2720.0	2706.0
100420829	0.0	0.0
10723	3995.0	4226.0
56126	105.0	103.0
83723	7.0	16.0
126859	6.0	6.0
56127	63.0	60.0
10725	3301.0	1629.0
56128	24.0	101.0
56129	122.0	131.0
10724	10085.0	6966.0
114880	949.0	463.0
56122	364.0	412.0
388115	1162.0	638.0
401613	759.0	79.0
114881	948.0	254.0
10726	6424.0	8060.0
56123	269.0	466.0
401612	251.0	134.0
114882	4110.0	2173.0
56124	75.0	52.0
10728	15863.0	14885.0
114883	7147.0	4108.0
56125	160.0	41.0
643766	0.0	0.0
10721	11.0	20.0
10720	1.0	2.0
100420830	0.0	0.0
136259	12.0	14.0
100420834	0.0	0.0
317751	17.0	13.0
124274	0.0	0.0
388152	64.0	50.0
317754	0.0	0.0
317753	0.0	0.0
317749	685.0	600.0
342705	0.0	0.0
151888	7.0	5.0
151887	4304.0	3444.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	552.0	279.0
100420843	0.0	0.0
100293090	83.0	169.0
148254	505.0	366.0
317762	4651.0	4481.0
317761	38.0	10.0
100419854	0.0	0.0
317760	4.0	2.0
317767	2.0	1.0
100271715	26.0	19.0
148252	587.0	1431.0
100271722	143.0	173.0
199834	0.0	0.0
388135	905.0	311.0
101929152	34.0	26.0
100420854	0.0	0.0
222950	57.0	47.0
100419867	0.0	0.0
148266	423.0	375.0
100419868	1.0	1.0
148268	606.0	498.0
100419866	3.0	1.0
100420859	0.0	0.0
124245	2719.0	2757.0
317729	0.0	0.0
136288	0.0	1.0
199800	24.0	28.0
101930150	0.0	9.0
163882	2025.0	1709.0
388165	77.0	31.0
100419873	0.0	0.0
100271700	29.0	19.0
100271703	0.0	0.0
100271702	6.0	3.0
100420875	0.0	0.0
100420877	0.0	0.0
388199	0.0	0.0
22794	7013.0	6483.0
22795	528.0	304.0
22796	2428.0	2180.0
22797	53.0	41.0
22798	7.0	3.0
317705	1.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	2.0	3.0
100420881	0.0	0.0
388181	1.0	2.0
100419893	0.0	1.0
222967	3.0	1.0
219333	2035.0	1114.0
136227	1065.0	2424.0
222962	1674.0	718.0
148213	319.0	329.0
388182	61.0	42.0
100419895	0.0	0.0
317716	0.0	0.0
148203	354.0	205.0
317719	13.0	2.0
148206	427.0	315.0
163859	1743.0	1148.0
101929110	16.0	20.0
101929111	0.0	0.0
219348	241.0	238.0
219347	224.0	209.0
100420898	0.0	1.0
148223	1432.0	2041.0
10799	211.0	339.0
136242	0.0	0.0
10791	990.0	717.0
10794	108.0	82.0
10793	387.0	259.0
10795	1993.0	1673.0
10798	0.0	0.0
10797	1841.0	2745.0
101929121	0.0	0.0
101929120	125.0	162.0
101929127	2.0	1.0
317701	0.0	1.0
220323	811.0	653.0
148231	0.0	0.0
148229	22.0	39.0
151877	31.0	11.0
151871	0.0	0.0
93035	55.0	5.0
161176	237.0	152.0
56097	6.0	20.0
56098	5.0	6.0
56099	444.0	212.0
93034	23.0	11.0
283927	229.0	151.0
220359	21.0	22.0
653073	0.0	0.0
653075	2.0	2.0
256302	2383.0	1588.0
105373144	18.0	0.0
81050	0.0	0.0
199786	17.0	17.0
256309	122.0	299.0
100420792	0.0	0.0
95681	763.0	758.0
283914	0.0	0.0
81047	0.0	0.0
197131	3575.0	2030.0
197135	22.0	10.0
653061	2.0	0.0
93058	424.0	320.0
161198	1090.0	970.0
283902	0.0	0.0
220382	99.0	40.0
81078	1.0	46.0
81079	1.0	1.0
81075	0.0	0.0
81076	0.0	0.0
100114903	1.0	0.0
199777	1002.0	1041.0
81061	0.0	0.0
653082	102.0	104.0
81090	0.0	0.0
100271649	0.0	0.0
199746	196.0	228.0
100271655	3.0	6.0
81099	0.0	0.0
100271650	6.0	4.0
199745	389.0	435.0
148170	4542.0	1130.0
256364	2211.0	3035.0
163786	281.0	276.0
220388	38.0	24.0
100271639	0.0	0.0
163782	503.0	89.0
100271646	9.0	4.0
283953	0.0	0.0
256355	20.0	11.0
100271644	0.0	0.0
283951	469.0	495.0
256356	4012.0	2044.0
100271643	0.0	0.0
100271640	1.0	0.0
81081	0.0	0.0
161159	0.0	2.0
148189	1080.0	1731.0
93099	1159.0	401.0
100271627	2.0	0.0
283948	86.0	51.0
256329	89.0	127.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	1.0	0.0
100271633	0.0	0.0
100271632	1.0	2.0
199720	24.0	33.0
93082	76.0	50.0
161145	713.0	251.0
100271617	0.0	0.0
100271616	0.0	0.0
161142	8.0	4.0
100271619	0.0	0.0
148198	9.0	0.0
100271618	0.0	1.0
100271624	1.0	1.0
100271623	0.0	1.0
283933	150.0	140.0
100271625	0.0	0.0
93081	170.0	200.0
100271620	1.0	6.0
283932	126.0	109.0
100271622	2.0	1.0
100271621	0.0	0.0
199731	4147.0	3742.0
100124332	0.0	0.0
643664	0.0	0.0
256394	31.0	12.0
83637	4992.0	6249.0
83636	1525.0	1738.0
401565	5.0	5.0
401563	23.0	33.0
401562	20.0	6.0
401561	15.0	3.0
283999	0.0	0.0
283994	2.0	0.0
643668	4.0	1.0
283991	1445.0	1517.0
340198	0.0	1.0
643669	10.0	2.0
340192	0.0	0.0
643680	9.0	4.0
197196	1.0	0.0
56033	1.0	0.0
401551	5.0	1.0
83657	56.0	64.0
83656	1.0	0.0
83659	1.0	4.0
283989	1365.0	1499.0
83658	7084.0	8354.0
401548	1139.0	1121.0
56034	2152.0	1357.0
283987	14346.0	20984.0
256369	0.0	0.0
401546	4440.0	5578.0
83655	0.0	0.0
283985	1.0	0.0
283982	0.0	0.0
283981	17.0	25.0
643677	0.0	2.0
83650	6.0	5.0
197187	399.0	322.0
449520	0.0	0.0
401541	124.0	107.0
401540	0.0	0.0
83639	2.0	2.0
83638	2924.0	3817.0
256380	19.0	7.0
449518	0.0	0.0
83648	193.0	48.0
401537	1.0	3.0
83647	0.0	0.0
83641	4898.0	3141.0
401535	9.0	6.0
83643	1763.0	2901.0
401533	4.0	0.0
643689	4.0	0.0
283971	2.0	0.0
83640	618.0	510.0
283970	18.0	9.0
114826	1194.0	838.0
114827	40.0	13.0
378706	1.0	1.0
378707	0.0	0.0
378708	174.0	204.0
339184	5.0	0.0
339186	0.0	0.0
56052	1607.0	2094.0
114821	556.0	990.0
114822	425.0	721.0
114823	4125.0	2872.0
114824	0.0	0.0
114825	1825.0	1213.0
643699	141.0	78.0
340168	2.0	0.0
114815	60.0	34.0
114817	0.0	0.0
114818	1222.0	602.0
114819	140.0	101.0
339175	983.0	959.0
56063	409.0	487.0
653017	0.0	0.0
56061	4232.0	4856.0
56062	55.0	12.0
114814	152.0	85.0
83667	438.0	873.0
83666	3109.0	2158.0
83660	1833.0	1360.0
340156	46.0	35.0
83661	272.0	185.0
114804	394.0	479.0
114805	84.0	98.0
340152	19.0	7.0
339168	0.0	0.0
114800	79.0	55.0
114801	88.0	96.0
93010	176.0	145.0
114803	1681.0	1134.0
83697	6.0	2.0
81034	1184.0	887.0
81035	5733.0	8097.0
83696	2704.0	3461.0
83699	11062.0	2702.0
81037	6942.0	9212.0
83698	610.0	669.0
401588	363.0	335.0
83693	1756.0	1485.0
81030	16.0	7.0
83692	4426.0	4440.0
81031	9495.0	7329.0
83695	2032.0	1876.0
81033	2491.0	4719.0
83694	115.0	29.0
340146	17.0	0.0
83690	2281.0	1278.0
81027	6.0	1.0
81029	3293.0	1244.0
653042	0.0	0.0
653045	2.0	1.0
81025	2.0	2.0
401577	202.0	270.0
22877	5104.0	3883.0
22878	3857.0	2418.0
22879	9174.0	40511.0
22870	4571.0	4264.0
22871	306.0	77.0
22872	15481.0	14483.0
22873	790.0	351.0
22874	4509.0	5119.0
22875	3779.0	2920.0
22876	1657.0	738.0
10899	7449.0	9049.0
10898	1394.0	1350.0
10891	694.0	201.0
136540	0.0	0.0
10890	9136.0	8472.0
10893	405.0	280.0
10892	4108.0	4055.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	383.0	49.0
10897	3724.0	5711.0
10896	2.0	4.0
22888	1317.0	1434.0
22889	1030.0	897.0
22880	2514.0	3319.0
124540	6191.0	3713.0
22881	593.0	282.0
22882	5298.0	4187.0
22883	35593.0	38975.0
22884	2010.0	1484.0
22885	1399.0	1908.0
22887	4934.0	4016.0
342419	2.0	4.0
124538	0.0	0.0
124535	7.0	3.0
148523	240.0	164.0
283598	0.0	0.0
283596	148.0	190.0
283592	1.0	0.0
22856	4190.0	3784.0
161514	0.0	0.0
731424	2.0	1.0
22858	3462.0	3106.0
22859	2063.0	4291.0
22850	1976.0	1604.0
22852	536.0	240.0
22853	3436.0	2935.0
22854	187.0	472.0
10877	0.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	0.0	0.0
10878	5.0	6.0
148534	2002.0	1507.0
104169670	9.0	3.0
104169671	17.0	1.0
100419903	1.0	4.0
283587	401.0	486.0
10871	27.0	22.0
10870	57.0	39.0
10873	725.0	999.0
10875	1262.0	548.0
10874	4.0	12.0
22866	525.0	1354.0
22868	1526.0	1394.0
22869	1171.0	879.0
100309464	0.0	1.0
161502	0.0	2.0
100420901	0.0	0.0
22861	686.0	511.0
22862	5397.0	3930.0
22863	1331.0	992.0
22864	5583.0	4444.0
22865	39.0	22.0
10888	7.0	5.0
56203	13.0	14.0
643609	0.0	0.0
56204	3161.0	2431.0
10887	14.0	5.0
124512	1014.0	1102.0
148545	0.0	0.0
283579	2.0	2.0
283578	2549.0	2555.0
10880	0.0	1.0
283576	3.0	0.0
10882	20.0	21.0
10881	0.0	0.0
10884	2683.0	2383.0
283571	14.0	7.0
10886	0.0	0.0
10885	1910.0	2188.0
22834	5311.0	15177.0
22835	627.0	513.0
22836	5699.0	3518.0
22837	9774.0	7180.0
101929059	7.0	2.0
22838	2029.0	2049.0
22839	5255.0	6037.0
100420910	3.0	0.0
100420916	0.0	0.0
22832	529.0	205.0
124590	8.0	2.0
10855	87.0	33.0
10857	12284.0	6056.0
10856	3430.0	5461.0
10859	100.0	59.0
10858	110.0	123.0
100126793	15.0	20.0
10850	0.0	0.0
643617	1.0	7.0
643615	2.0	0.0
100126791	9.0	2.0
22844	11.0	23.0
22845	2212.0	2593.0
22846	642.0	453.0
22847	2047.0	1210.0
22848	7111.0	5591.0
22849	2216.0	3100.0
112597	81.0	41.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	26904.0	35981.0
100420926	0.0	0.0
22841	1836.0	1202.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	1400.0	1743.0
10866	636.0	302.0
100420919	0.0	0.0
10865	942.0	694.0
10868	3401.0	3377.0
10867	8400.0	8385.0
10869	5403.0	5545.0
10861	213.0	226.0
101929074	114.0	47.0
10864	5.0	0.0
101929071	0.0	0.0
10863	326.0	107.0
22813	0.0	0.0
22814	2.0	0.0
643641	861.0	866.0
22815	1.0	0.0
22816	0.0	0.0
22818	11427.0	12442.0
10829	2.0	2.0
100419945	0.0	0.0
83849	28.0	20.0
83855	432.0	728.0
10833	1.0	0.0
83854	2.0	10.0
83857	1609.0	909.0
10835	1.0	0.0
83856	271.0	300.0
10834	0.0	0.0
83851	505.0	119.0
10837	0.0	0.0
100419948	0.0	0.0
83850	87.0	56.0
10836	0.0	0.0
100419949	0.0	0.0
83853	6.0	17.0
10838	2512.0	3151.0
83852	1129.0	848.0
124565	10706.0	20094.0
100419947	1.0	0.0
22808	1187.0	643.0
22809	3217.0	4157.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	44.0	335.0
22822	1202.0	714.0
22823	720.0	485.0
22824	931.0	371.0
101929086	1.0	0.0
22826	5315.0	4797.0
22827	7962.0	9290.0
643653	0.0	0.0
22828	3777.0	2527.0
22829	943.0	797.0
112574	2821.0	2125.0
100419955	0.0	0.0
56241	445.0	401.0
100420946	0.0	0.0
56242	859.0	823.0
22820	26190.0	37855.0
22821	1062.0	771.0
100419950	0.0	0.0
10844	4496.0	5076.0
83844	0.0	0.0
10846	1986.0	1884.0
10845	3078.0	2994.0
10848	2455.0	2244.0
56243	8331.0	5099.0
10847	10549.0	11341.0
56244	32.0	10.0
56245	82.0	67.0
10849	152.0	330.0
56246	1.0	2.0
643646	55.0	50.0
10840	1000.0	311.0
10842	2.0	3.0
101929093	0.0	0.0
10841	79.0	33.0
643648	0.0	0.0
101929010	0.0	0.0
100420950	4.0	3.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	3.0	2.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	1.0	0.0
100271601	0.0	0.0
100419979	0.0	1.0
100420972	0.0	0.0
100420975	6.0	1.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	0.0	0.0
391436	0.0	0.0
161582	32.0	48.0
124599	11.0	8.0
101929052	0.0	0.0
391485	1.0	1.0
222611	1.0	0.0
100187716	0.0	0.0
391490	1.0	0.0
391496	0.0	0.0
22899	683.0	520.0
391462	0.0	0.0
22891	154.0	81.0
22893	2507.0	2277.0
22894	2940.0	2002.0
22895	5.0	2.0
148581	0.0	0.0
22897	942.0	888.0
22898	1701.0	1362.0
22890	3261.0	2407.0
391470	1.0	0.0
391472	0.0	0.0
391475	1.0	1.0
101929008	34.0	34.0
222659	8.0	6.0
440894	65.0	80.0
222658	4783.0	3622.0
102724035	0.0	0.0
100271575	0.0	0.0
100271577	1.0	0.0
100271571	0.0	0.0
81175	1.0	1.0
81176	4.0	2.0
100271570	0.0	0.0
93145	852.0	2483.0
440888	0.0	0.0
222642	0.0	0.0
222643	32.0	6.0
401289	0.0	3.0
401288	25.0	23.0
401285	4.0	0.0
81166	0.0	0.0
100271564	2.0	3.0
81168	0.0	0.0
100271566	2.0	5.0
81169	0.0	0.0
81162	0.0	0.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	2.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	0.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	0.0	0.0
401260	0.0	0.0
220001	41.0	41.0
222662	0.0	0.0
401265	56.0	35.0
222663	216.0	171.0
220002	2236.0	3400.0
93166	522.0	210.0
401264	609.0	713.0
220004	34.0	61.0
100271539	0.0	0.0
401262	90.0	20.0
93164	352.0	208.0
100271547	0.0	0.0
100271549	1.0	0.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	17.0	15.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1703.0	1980.0
440854	19.0	6.0
222698	84.0	10.0
222696	101.0	47.0
161497	2.0	0.0
100271529	2.0	1.0
222699	30.0	21.0
100271536	0.0	0.0
100271538	6.0	5.0
100271537	0.0	0.0
93190	0.0	0.0
283601	0.0	0.0
100271531	1.0	7.0
283600	4.0	0.0
220042	41.0	48.0
93183	3054.0	3940.0
100271518	0.0	0.0
100271517	1.0	0.0
93185	5379.0	8721.0
100271525	0.0	0.0
100271526	15.0	8.0
100271521	0.0	1.0
100271520	0.0	0.0
220032	3.0	0.0
100271523	0.0	0.0
100271522	1.0	0.0
100271507	0.0	0.0
100271506	1.0	0.0
100271516	0.0	0.0
100271510	1.0	2.0
220064	598.0	501.0
220047	2.0	4.0
100271503	0.0	0.0
10808	6285.0	5464.0
56130	46.0	28.0
10807	1204.0	1809.0
56131	158.0	141.0
56132	263.0	97.0
10809	6512.0	6981.0
220081	4.0	11.0
83756	25.0	19.0
10811	575.0	608.0
56137	101.0	12.0
10810	2085.0	2368.0
83755	0.0	0.0
56138	130.0	55.0
83758	271.0	262.0
10813	1060.0	1284.0
56139	332.0	67.0
401207	236.0	225.0
220082	0.0	0.0
83757	0.0	0.0
83752	9738.0	8275.0
56133	441.0	854.0
10815	158.0	252.0
10814	16.0	2.0
56134	89.0	37.0
10817	297.0	298.0
56135	23.0	5.0
10816	1.0	1.0
283643	237.0	410.0
56136	48.0	6.0
643535	0.0	1.0
643536	0.0	0.0
22800	1723.0	1542.0
22801	694.0	474.0
643550	4.0	6.0
22802	195.0	4.0
22803	5544.0	4835.0
440804	2.0	0.0
22806	171.0	69.0
22807	960.0	370.0
10819	48.0	146.0
56140	11.0	2.0
10818	2076.0	1334.0
56141	22.0	5.0
56142	60.0	3.0
56143	9.0	7.0
83737	5027.0	3236.0
220070	0.0	0.0
10822	1.0	0.0
283638	4596.0	5009.0
83744	331.0	199.0
10821	3.0	0.0
10824	4.0	1.0
83746	2626.0	3273.0
10823	0.0	0.0
83741	0.0	0.0
283635	8419.0	5344.0
10826	2141.0	929.0
220074	1687.0	1481.0
56144	98.0	43.0
10825	2410.0	1699.0
56145	63.0	23.0
83740	0.0	0.0
83743	2596.0	3301.0
56146	7.0	1.0
10828	3.0	0.0
10827	1867.0	1797.0
83742	3698.0	2100.0
56147	12.0	5.0
283631	1.0	0.0
10820	1.0	1.0
440836	195.0	336.0
643563	0.0	0.0
56154	3.0	0.0
81109	0.0	0.0
283629	63.0	38.0
56159	0.0	1.0
81115	0.0	0.0
81116	0.0	0.0
56155	75.0	47.0
283624	511.0	317.0
102724097	102.0	148.0
256006	19.0	13.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	0.0	2.0
81114	0.0	0.0
81110	0.0	0.0
440829	17.0	94.0
440823	13.0	3.0
440822	0.0	2.0
56163	1.0	0.0
56164	21.0	17.0
