id	3977b684-3188-4d52-bcd7-39a1d5d6f48f	acb3e352-b255-4c41-b90f-5e5ed2273b06
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	1.0
767563	0.0	0.0
474345	0.0	1.0
474344	1259.0	411.0
474343	308.0	119.0
246717	1.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	1.0	1.0
161406	21.0	13.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	8.0	1.0
100151641	0.0	0.0
246715	0.0	1.0
767557	16.0	8.0
606553	0.0	0.0
606551	22.0	27.0
474354	17.0	2.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	2.0	0.0
161436	1397.0	172.0
100151655	0.0	0.0
391584	2.0	1.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	29.0	11.0
100151652	0.0	0.0
100151668	1.0	0.0
391592	1.0	0.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	4024.0	2707.0
100151667	0.0	0.0
391598	3.0	1.0
100151661	0.0	0.0
100151663	0.0	0.0
474338	12.0	11.0
474337	0.0	0.0
197370	4916.0	3359.0
220112	4.0	0.0
246744	1.0	0.0
220115	21.0	2.0
93273	10.0	2.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	0.0	0.0
81295	0.0	0.0
100271452	1.0	0.0
220108	1271.0	136.0
220107	19.0	7.0
100271448	1.0	1.0
100271447	1.0	1.0
100271449	0.0	0.0
100271444	1.0	3.0
100271445	0.0	1.0
81285	14869.0	63328.0
81282	0.0	1.0
197350	33.0	7.0
246720	0.0	0.0
401399	26.0	15.0
401398	16.0	32.0
246721	2.0	1.0
220134	21.0	54.0
401397	1685.0	1005.0
246723	18.0	25.0
220136	92.0	79.0
401393	14.0	27.0
100271437	0.0	0.0
100271439	0.0	1.0
100271438	1.0	0.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	1.0	0.0
197342	1285.0	475.0
246731	1.0	0.0
401387	6.0	1.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	68.0	62.0
100271420	0.0	0.0
197358	445.0	295.0
199990	3853.0	1385.0
246785	34.0	106.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	0.0
283726	498.0	486.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	101.0	15.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	327.0	260.0
100271413	0.0	0.0
197320	1167.0	358.0
439996	0.0	1.0
100887074	0.0	0.0
439992	23.0	2133.0
100887073	0.0	0.0
197322	2283.0	1291.0
439994	338.0	168.0
102724105	901.0	673.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	11.0	10.0
102724101	0.0	0.0
100271406	0.0	2.0
100271405	35.0	3.0
100271400	2.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	12.0	3.0
197335	1846.0	995.0
440993	915.0	487.0
440992	112.0	106.0
161394	58.0	68.0
199964	223.0	40.0
8000	5022.0	93.0
8001	4.0	3.0
246777	124.0	621.0
246778	1.0	2.0
606495	400.0	244.0
199974	20.0	2.0
8013	3543.0	219.0
22911	1351.0	626.0
439949	97.0	175.0
22913	10657.0	6198.0
643421	0.0	0.0
22914	12.0	11.0
22915	656.0	128.0
439945	0.0	0.0
22916	4553.0	4494.0
731605	4.0	3.0
22917	32.0	18.0
10929	7087.0	5215.0
10928	9738.0	9693.0
56252	9667.0	5866.0
56253	95.0	44.0
401331	205.0	127.0
81207	0.0	0.0
83869	392.0	252.0
81208	0.0	0.0
81209	0.0	0.0
83877	4674.0	1887.0
56259	4191.0	2142.0
83876	52.0	11.0
81215	0.0	0.0
83879	496.0	123.0
10934	4.0	0.0
83878	172.0	55.0
283768	0.0	0.0
10933	15947.0	10265.0
10936	191.0	28.0
56254	6666.0	4254.0
83873	12.0	6.0
256148	0.0	0.0
81210	3.0	1.0
283767	0.0	0.0
56255	9364.0	4720.0
83872	2459.0	719.0
10935	11904.0	11459.0
81211	0.0	0.0
56256	755.0	529.0
10938	3955.0	1721.0
83875	46.0	23.0
83874	2647.0	877.0
56257	5420.0	3760.0
22907	8641.0	5596.0
643414	0.0	1.0
439953	7.0	7.0
22908	4835.0	2907.0
83871	4630.0	809.0
22909	3351.0	1990.0
283761	0.0	0.0
439954	0.0	0.0
643418	0.0	0.0
10930	12.0	5.0
439950	0.0	0.0
22921	1953.0	1150.0
8022	0.0	0.0
440926	128.0	121.0
22924	2089.0	1082.0
440925	64.0	42.0
8028	3122.0	2167.0
22925	473.0	240.0
8029	312.0	69.0
22926	6551.0	4524.0
439934	0.0	0.0
22927	1293.0	407.0
8027	2983.0	1553.0
22928	6429.0	3575.0
439936	92.0	0.0
56261	2568.0	2051.0
56262	11041.0	5878.0
10939	4576.0	4295.0
401321	151.0	52.0
8021	6506.0	4534.0
83858	978.0	590.0
22920	2153.0	1305.0
56260	186.0	111.0
10943	1349.0	1048.0
56269	0.0	1.0
83866	0.0	0.0
81203	0.0	0.0
10942	238.0	74.0
81204	0.0	0.0
10945	16248.0	13221.0
83868	1.0	0.0
81205	0.0	0.0
10944	10439.0	7598.0
83867	0.0	0.0
10947	1881.0	1269.0
56265	2469.0	373.0
83862	3483.0	2320.0
401316	23.0	15.0
83861	3053.0	2523.0
283755	184.0	77.0
10946	5927.0	3852.0
56267	2235.0	2384.0
10949	15392.0	10843.0
81201	0.0	0.0
10948	3924.0	1522.0
256158	1179.0	273.0
83863	0.0	0.0
81202	0.0	0.0
22918	4459.0	1274.0
22919	9796.0	4883.0
439941	0.0	0.0
83860	885.0	555.0
8019	4358.0	4744.0
10941	0.0	0.0
643427	18.0	12.0
10940	490.0	346.0
8036	3288.0	2654.0
8034	6067.0	2556.0
440957	680.0	565.0
440956	0.0	0.0
440955	1.0	1.0
8038	131.0	40.0
10907	2610.0	2677.0
10906	5402.0	2775.0
440952	157.0	35.0
10908	4668.0	2427.0
93210	6424.0	3676.0
8031	44368.0	19962.0
256130	3.0	0.0
56270	10282.0	6657.0
56271	7183.0	2472.0
8030	6699.0	10339.0
10910	2753.0	1883.0
83899	0.0	0.0
81236	0.0	0.0
283748	1298.0	18.0
10912	9820.0	3192.0
283747	3.0	0.0
10911	48.0	7.0
10914	12525.0	10969.0
256126	52.0	27.0
83895	6.0	2.0
10913	660.0	70.0
83894	0.0	2.0
10916	49464.0	17846.0
83897	0.0	0.0
401303	99.0	40.0
10915	3064.0	2156.0
283742	2587.0	2712.0
83896	4.0	2.0
83891	3712.0	2047.0
83890	12.0	13.0
83893	0.0	1.0
81230	0.0	0.0
83892	7072.0	2973.0
22900	1437.0	1076.0
93202	0.0	0.0
22901	524.0	463.0
22902	2299.0	1389.0
8045	3526.0	3207.0
22903	3400.0	1946.0
22904	5422.0	2446.0
22905	5344.0	2104.0
8048	2.0	0.0
440944	937.0	529.0
22906	5743.0	3362.0
256144	0.0	0.0
10917	0.0	0.0
10919	6239.0	4441.0
83888	17.0	5.0
10921	8489.0	6148.0
283738	0.0	0.0
83887	69.0	79.0
10920	3184.0	1768.0
81226	0.0	0.0
10923	7429.0	6130.0
10922	5894.0	3135.0
83889	0.0	0.0
81228	0.0	0.0
83884	2.0	0.0
56287	0.0	0.0
81221	0.0	0.0
56288	5452.0	2849.0
10924	2187.0	1764.0
10927	8536.0	5845.0
83886	99.0	43.0
81223	0.0	0.0
10926	413.0	509.0
81224	0.0	0.0
643447	3.0	8.0
643445	0.0	0.0
83882	320.0	133.0
83881	16.0	4.0
439965	15.0	17.0
643446	7.0	5.0
93233	39.0	5.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	2583.0	2215.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	47.0	22.0
106481975	0.0	0.0
106481978	0.0	0.0
106481979	0.0	0.0
106481980	4.0	2.0
100271499	0.0	0.0
100271498	2.0	0.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	3.0	0.0
81251	0.0	1.0
100271491	0.0	3.0
100271493	0.0	1.0
643470	0.0	0.0
643471	0.0	0.0
8061	429.0	31.0
8065	3937.0	3038.0
81248	0.0	1.0
10901	1500.0	651.0
10900	137.0	26.0
10903	710.0	97.0
81243	0.0	0.0
10902	5393.0	3479.0
81244	0.0	0.0
100271487	0.0	1.0
10905	5424.0	3561.0
10904	8769.0	3944.0
81246	0.0	0.0
283796	3.0	2.0
100271483	0.0	0.0
81240	0.0	0.0
342574	1.0	0.0
100271486	0.0	0.0
100271485	0.0	0.0
81242	4.0	1.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	19934.0	11079.0
440917	6.0	4.0
439927	0.0	0.0
440915	11.0	2.0
8078	8967.0	4337.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	1.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	220.0	25.0
106481959	2.0	0.0
8073	14642.0	6075.0
106481956	0.0	0.0
8074	1.0	0.0
106481957	1.0	1.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	6.0	2.0
106481962	1.0	0.0
81278	1.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	257.0	111.0
100271472	0.0	1.0
81274	0.0	0.0
100271474	0.0	2.0
643479	0.0	0.0
81270	0.0	0.0
100271470	0.0	0.0
440905	90.0	91.0
439916	0.0	0.0
8089	1248.0	1311.0
440902	1.0	4.0
643499	2.0	0.0
439915	0.0	0.0
440900	1.0	1.0
8082	3181.0	879.0
106481965	0.0	0.0
106481966	1.0	0.0
106481963	0.0	0.0
106481964	1.0	0.0
8086	3193.0	2465.0
106481969	0.0	0.0
8087	7639.0	6872.0
106481967	15.0	24.0
8085	11669.0	8569.0
106481968	0.0	1.0
102724167	4.0	1.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	0.0
401337	0.0	0.0
106481973	1.0	0.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	6.0	2.0
100271467	2.0	1.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	11577.0	2561.0
81264	0.0	0.0
100271460	0.0	2.0
731688	9.0	7.0
728034	0.0	0.0
8099	5278.0	3768.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	5.0	1.0
106481930	0.0	0.0
8092	13.0	22.0
106481931	0.0	1.0
106481936	0.0	0.0
728039	232.0	82.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	1.0	0.0
56413	97.0	14.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	2.0	1.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	1.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	1.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	1.0
106481951	0.0	0.0
283358	1520.0	599.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	6.0	5.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	1194.0	97.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	6129.0	5585.0
100126572	0.0	0.0
106481929	0.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	1.0	1.0
728042	0.0	0.0
106481921	1.0	0.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	1.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	1.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	3.0	0.0
101234262	14.0	22.0
767612	0.0	0.0
767611	0.0	0.0
283337	3824.0	2874.0
344813	0.0	4.0
114548	670.0	241.0
81406	1.0	1.0
81407	0.0	0.0
344807	1.0	0.0
126526	1384.0	534.0
767600	0.0	0.0
344805	14.0	1.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	10.0	3.0
102800446	2.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	13.0	2.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	30.0	22.0
728013	111.0	45.0
283392	87.0	22.0
728012	0.0	0.0
728015	1.0	0.0
728010	0.0	0.0
81428	0.0	0.0
728019	2.0	1.0
56478	2584.0	2057.0
56479	491.0	87.0
126506	0.0	1.0
56474	3060.0	2058.0
81430	0.0	0.0
56475	429.0	137.0
81431	0.0	0.0
56476	0.0	0.0
56477	762.0	216.0
93408	2.0	2.0
283385	77.0	53.0
283383	1395.0	161.0
728005	7.0	0.0
81419	2.0	2.0
81421	0.0	0.0
283377	2280.0	1512.0
643401	3.0	1.0
283375	11.0	8.0
283373	6521.0	3867.0
151525	1251.0	723.0
126567	40.0	38.0
391211	9.0	0.0
151534	58.0	23.0
151531	13.0	5.0
114569	6041.0	7174.0
126549	29.0	14.0
114571	0.0	0.0
100527978	31.0	36.0
126541	0.0	0.0
126536	0.0	0.0
151556	1533.0	661.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	0.0
440695	1.0	1.0
728072	0.0	0.0
100527960	15.0	1.0
391253	0.0	0.0
728064	0.0	0.0
100527963	155.0	100.0
728066	4.0	1.0
440689	183.0	88.0
391257	0.0	1.0
391256	5.0	1.0
440686	1.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	51.0	80.0
728090	0.0	0.0
728088	3.0	1.0
100527943	4.0	9.0
114599	2.0	1.0
126581	0.0	0.0
151516	119.0	40.0
728082	0.0	0.0
100527945	0.0	0.0
728081	1.0	0.0
100527946	0.0	2.0
100527947	1.0	1.0
100527948	2.0	3.0
100527949	0.0	0.0
643384	0.0	0.0
391160	0.0	0.0
643382	8.0	1.0
391162	0.0	0.0
692312	8.0	2.0
163479	1.0	0.0
391169	0.0	0.0
100271332	1.0	1.0
391171	0.0	0.0
391174	8.0	6.0
643394	2.0	1.0
391175	0.0	2.0
391179	0.0	0.0
93380	2735.0	1470.0
100271323	0.0	1.0
100271322	0.0	0.0
100271325	2.0	2.0
100271321	0.0	0.0
401036	2.0	0.0
440672	0.0	1.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	8.0	2.0
391155	3.0	0.0
401024	90.0	201.0
163486	1364.0	1418.0
401022	336.0	893.0
425054	1.0	1.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	1.0	0.0
401018	0.0	0.0
100271303	6.0	0.0
100271302	0.0	0.0
401093	586.0	113.0
401097	94.0	164.0
151449	1479.0	367.0
401082	0.0	1.0
8100	1004.0	793.0
440606	0.0	0.0
8106	4891.0	3147.0
440603	45.0	6.0
401089	40.0	131.0
391183	0.0	0.0
8110	24.0	13.0
8111	448.0	157.0
391189	0.0	0.0
8115	22.0	16.0
401074	223.0	147.0
222484	2051.0	1793.0
391190	0.0	0.0
391192	6.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	190.0	134.0
391196	0.0	0.0
391195	1.0	2.0
8128	30.0	1.0
8125	11830.0	9372.0
401067	0.0	0.0
8120	423.0	98.0
151477	33.0	22.0
151473	1399.0	383.0
643300	8.0	12.0
645962	0.0	0.0
8139	1420.0	633.0
645961	3.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	3069.0	3089.0
81329	0.0	0.0
83998	160.0	478.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	3.0	0.0
283403	0.0	0.0
83990	101.0	91.0
83992	676.0	152.0
645954	92.0	32.0
81330	0.0	0.0
645958	187.0	153.0
645957	1.0	2.0
645974	261.0	344.0
643311	0.0	0.0
645973	0.0	0.0
643310	3.0	6.0
8148	10236.0	7110.0
222487	34.0	4.0
81318	0.0	0.0
8140	1546.0	508.0
83987	1769.0	292.0
81324	0.0	0.0
83986	4537.0	3106.0
81325	0.0	0.0
83989	2405.0	2180.0
83988	2240.0	4190.0
81327	0.0	0.0
83983	187.0	83.0
81320	0.0	0.0
83982	766.0	178.0
83985	209.0	66.0
81322	0.0	0.0
643308	0.0	1.0
643309	3.0	1.0
645968	10.0	11.0
645980	0.0	0.0
100271390	1.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	2.0	0.0
8153	555.0	120.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	1.0	0.0
81353	3.0	1.0
106481884	0.0	0.0
100271399	1.0	0.0
81354	2.0	1.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	0.0
81352	5.0	0.0
100271392	4.0	9.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	5.0	8.0
93323	293.0	195.0
8165	12275.0	8853.0
645996	30.0	3.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1500.0	1281.0
106481891	0.0	5.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	1.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	1.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	8.0	3.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	1.0	2.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	0.0	0.0
8178	1985.0	1002.0
344892	0.0	0.0
643343	17.0	35.0
8170	20.0	38.0
106481855	0.0	0.0
401014	10.0	10.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	26.0	11.0
106481859	1.0	0.0
8175	4660.0	3558.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	6.0	0.0
106481863	0.0	0.0
283446	17.0	2.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	139.0	26.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	0.0
8189	9403.0	7065.0
8187	545.0	405.0
93343	1929.0	1177.0
93349	820.0	246.0
643353	1.0	0.0
106481866	5.0	4.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	1.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	1.0	0.0
106481873	0.0	0.0
100271367	0.0	0.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	77.0	71.0
100271364	0.0	3.0
81363	5.0	1.0
344875	10.0	0.0
100271360	1.0	1.0
93377	0.0	0.0
106481839	0.0	0.0
643365	1.0	1.0
8192	4432.0	2453.0
106481833	0.0	1.0
8193	21.0	33.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	13.0	14.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	3547.0	1757.0
106481836	0.0	0.0
106481840	0.0	1.0
106481841	0.0	0.0
100271358	1.0	3.0
81399	0.0	0.0
283422	0.0	1.0
344866	4.0	5.0
100271351	0.0	0.0
283420	84.0	21.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	5.0	2.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	1.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	0.0	0.0
106481846	0.0	0.0
100307126	12.0	11.0
106481847	0.0	0.0
100271349	2.0	0.0
283417	583.0	257.0
283416	33.0	11.0
106481851	1.0	1.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	6.0	8.0
106481850	5.0	6.0
81382	0.0	0.0
81383	1.0	0.0
100271343	9.0	8.0
106481819	0.0	1.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	1.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	2625.0	2107.0
283487	279.0	70.0
283486	5.0	2.0
283483	10.0	5.0
283481	150.0	25.0
283480	2.0	0.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	4.0	0.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	3.0	3.0
106481827	0.0	0.0
106481824	2.0	0.0
106481825	2.0	1.0
56547	27.0	159.0
106481830	0.0	0.0
56548	357.0	95.0
283471	6.0	0.0
731789	0.0	0.0
728170	1.0	6.0
283464	1445.0	1567.0
283463	1.0	0.0
283461	0.0	0.0
283460	9.0	1.0
106481808	0.0	0.0
728167	3.0	1.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	2.0	1.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	1.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	0.0	5.0
81502	17338.0	8961.0
283459	1522.0	1484.0
283458	20.0	21.0
283455	105.0	308.0
645900	0.0	0.0
283450	11778.0	8382.0
780776	135.0	57.0
728113	303.0	221.0
126410	136.0	19.0
728116	33.0	12.0
728115	4.0	5.0
728118	17.0	7.0
81533	6906.0	3864.0
126402	1.0	0.0
81532	3767.0	1401.0
645930	6.0	0.0
731779	0.0	0.0
728106	0.0	0.0
645922	0.0	0.0
645927	5.0	2.0
728134	10.0	5.0
474170	171.0	97.0
728130	144.0	77.0
645940	0.0	0.0
728132	0.0	0.0
728137	0.0	0.0
81555	4073.0	3155.0
81556	4304.0	3514.0
81557	2.0	1.0
81558	2271.0	1125.0
645939	0.0	0.0
81551	4.0	8.0
101055625	2.0	0.0
81552	2589.0	1156.0
81553	3527.0	1169.0
344905	0.0	1.0
81554	4434.0	3367.0
474167	0.0	0.0
81550	1153.0	944.0
344901	7.0	3.0
645931	0.0	0.0
645950	0.0	1.0
728121	51.0	29.0
81537	1403.0	973.0
81539	11665.0	6351.0
728128	2.0	1.0
81544	721.0	837.0
81545	4588.0	2346.0
81542	1984.0	1827.0
81543	337.0	280.0
93517	1217.0	925.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	912.0	74.0
126432	323.0	221.0
163404	3.0	1.0
138474	1.0	1.0
391365	0.0	0.0
391367	0.0	2.0
728192	0.0	3.0
728194	2.0	1.0
728190	560.0	428.0
391378	1.0	0.0
138412	0.0	1.0
138428	8.0	0.0
138429	172.0	33.0
391356	1679.0	1970.0
391358	7.0	0.0
56521	231.0	305.0
391282	1.0	0.0
643263	0.0	0.0
643264	0.0	1.0
100271209	68.0	5.0
222537	27.0	0.0
163351	23.0	9.0
100271217	0.0	2.0
100271216	0.0	0.0
100271218	1.0	1.0
401164	0.0	0.0
100271206	0.0	0.0
100271207	0.0	2.0
100271201	0.0	0.0
100271204	0.0	0.0
391266	0.0	0.0
440799	4.0	0.0
391267	19.0	4.0
222553	329.0	27.0
391269	0.0	0.0
440795	0.0	0.0
401152	11831.0	7589.0
126393	7246.0	535.0
8200	43.0	13.0
8204	4351.0	5100.0
8202	5587.0	4190.0
391276	0.0	0.0
391279	0.0	0.0
401145	416.0	498.0
222545	28.0	0.0
126382	1041.0	947.0
222546	7.0	127.0
606293	636.0	345.0
401138	68.0	1.0
401137	0.0	0.0
151393	585.0	177.0
692231	0.0	0.0
440738	3.0	0.0
692233	4.0	4.0
440737	29.0	22.0
8216	3984.0	2598.0
8214	650.0	191.0
440732	3.0	5.0
440730	7.0	31.0
222584	368.0	79.0
151325	0.0	0.0
8208	579.0	408.0
8209	350.0	180.0
8220	1498.0	767.0
8226	1449.0	618.0
692223	0.0	0.0
8227	4873.0	1886.0
8224	31.0	21.0
692225	15.0	14.0
8225	4537.0	3551.0
692226	0.0	0.0
100381178	6.0	1.0
692227	32.0	33.0
692229	1.0	0.0
100310839	0.0	1.0
100310838	0.0	0.0
8218	1060.0	271.0
8233	796.0	468.0
692210	0.0	5.0
8237	8319.0	2526.0
401190	585.0	123.0
692212	9.0	9.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1971.0	1300.0
8242	10254.0	6311.0
8243	7955.0	4608.0
692201	0.0	0.0
692202	4.0	17.0
692203	0.0	0.0
692204	0.0	0.0
692205	5.0	4.0
692206	0.0	0.0
692207	1.0	2.0
692208	1.0	2.0
692209	1.0	0.0
8241	6189.0	4411.0
100310812	1.0	0.0
8239	10672.0	7875.0
151354	8912.0	2863.0
100271291	0.0	0.0
93432	20.0	56.0
100271290	0.0	0.0
645841	0.0	0.0
93436	3311.0	3646.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	0.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	2.0	0.0
106481785	0.0	0.0
106481786	2.0	0.0
106481783	1.0	0.0
283523	1.0	0.0
106481784	0.0	0.0
100310869	7.0	0.0
100271297	0.0	0.0
283521	1.0	6.0
100271296	0.0	0.0
645834	4.0	1.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	1.0	1.0
100271295	1.0	1.0
645836	0.0	0.0
100271294	0.0	0.0
8266	4133.0	2709.0
93426	17.0	2.0
8269	1559.0	674.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	1.0
8263	331.0	222.0
8260	1580.0	1386.0
283518	35.0	11.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	1.0	1.0
81448	0.0	0.0
106481791	0.0	0.0
283514	12.0	3.0
106481796	12.0	12.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	0.0	1.0
645846	0.0	1.0
100271288	1.0	0.0
645843	0.0	0.0
81440	0.0	0.0
100271284	0.0	0.0
8277	2.0	5.0
645864	20.0	29.0
342374	3.0	0.0
440714	0.0	0.0
342372	3.0	3.0
342371	4519.0	2409.0
440712	206.0	25.0
106481756	0.0	0.0
8270	993.0	559.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	2792.0	1198.0
728215	401.0	395.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	100.0	53.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	14.0	23.0
106481763	1.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	1.0	0.0
100310848	0.0	0.0
106481762	1.0	1.0
81470	0.0	0.0
100271274	0.0	0.0
100310841	3.0	1.0
81472	15.0	4.0
81473	0.0	0.0
100310840	82.0	57.0
100271273	0.0	0.0
645859	0.0	0.0
8288	21.0	14.0
8289	12105.0	10994.0
8287	4170.0	3672.0
643210	2.0	3.0
106481767	0.0	0.0
728207	1.0	2.0
106481768	1.0	3.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	5874.0	3723.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	1.0	0.0
106481772	0.0	0.0
81465	7.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	3.0	1.0
