id	2496e6ca-cfe1-4160-9a5d-d8d0c1853062	85f7e377-a186-40a2-951b-cb60fc835896
6119	611.0	559.0
6118	2489.0	2251.0
8794	371.0	70.0
8795	3228.0	2177.0
6130	49071.0	80496.0
8792	393.0	248.0
6133	22922.0	26213.0
6132	58094.0	91725.0
8793	914.0	159.0
8798	1213.0	1131.0
6135	33864.0	42480.0
8799	2114.0	2429.0
6134	53469.0	87906.0
8796	10.0	7.0
6137	44423.0	71205.0
8797	723.0	537.0
6136	26469.0	44686.0
100421307	0.0	0.0
101735302	254.0	285.0
8790	932.0	1019.0
100134444	1.0	0.0
6128	31458.0	36036.0
8789	3.0	13.0
6129	28973.0	32020.0
6142	11291.0	18487.0
6141	30330.0	47106.0
100421311	19.0	10.0
6144	8644.0	11130.0
6143	41759.0	59832.0
100421313	3.0	2.0
6146	17252.0	17421.0
6145	3.0	0.0
6148	0.0	0.0
6147	18655.0	31160.0
100421318	0.0	0.0
100421319	1.0	0.0
100337590	0.0	0.0
100337591	1.0	5.0
6139	1680.0	2448.0
6138	45729.0	54835.0
6152	20001.0	25833.0
6155	21449.0	27050.0
6154	12635.0	22189.0
100421324	0.0	0.0
6157	28620.0	35327.0
6156	29528.0	34064.0
6159	20472.0	34495.0
6158	26421.0	44266.0
100421328	1.0	1.0
6150	935.0	1326.0
101928527	410.0	391.0
6164	20409.0	22802.0
6163	0.0	1.0
6166	5332.0	7216.0
6165	22451.0	30907.0
6168	28990.0	49220.0
6167	22327.0	33384.0
100421338	1.0	1.0
6169	11061.0	14052.0
101928536	0.0	0.0
6160	29381.0	42367.0
101928537	0.0	0.0
6161	30083.0	43355.0
100421331	1.0	1.0
6175	47457.0	87610.0
6174	113.0	80.0
6176	44717.0	62530.0
101928545	133.0	85.0
6171	14060.0	23764.0
6170	3874.0	5429.0
6173	1616.0	2797.0
6172	118.0	274.0
100421340	0.0	0.0
100421341	1.0	6.0
100421354	0.0	0.0
6185	24507.0	33392.0
101928550	5.0	12.0
6188	51912.0	51535.0
6187	25707.0	45372.0
100421357	0.0	0.0
6189	19984.0	23359.0
101928555	62.0	25.0
6182	553.0	1384.0
6181	22809.0	32022.0
6184	19004.0	23725.0
101928559	0.0	0.0
6183	815.0	1236.0
100421350	10.0	2.0
100421351	12.0	4.0
100421353	1.0	0.0
6197	6342.0	11548.0
6196	7905.0	6878.0
6199	1870.0	3105.0
6198	2909.0	2392.0
6191	61095.0	78987.0
6193	26483.0	44046.0
6192	13694.0	18462.0
91373	1396.0	951.0
6195	3434.0	4209.0
6194	85255.0	119705.0
390916	1328.0	1781.0
145407	767.0	281.0
100421363	0.0	0.0
100421376	0.0	1.0
100421379	1.0	2.0
91369	4945.0	3091.0
91368	949.0	1559.0
652489	2.0	1.0
390924	45.0	39.0
389901	28.0	15.0
390928	68.0	7.0
390927	644.0	652.0
100421371	2.0	0.0
100421374	34.0	32.0
389903	0.0	0.0
100421389	4.0	4.0
91392	613.0	678.0
389935	0.0	0.0
389932	2.0	0.0
100421384	45.0	9.0
100421398	1.0	0.0
100421399	0.0	0.0
101928513	2.0	16.0
91380	0.0	0.0
390904	0.0	1.0
145438	40.0	23.0
100421390	2.0	3.0
100421391	0.0	0.0
100421395	11.0	3.0
100421397	2.0	3.0
375316	24.0	19.0
375318	0.0	1.0
390963	89.0	112.0
375307	50.0	146.0
389941	74.0	180.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	1.0	0.0
121456	98.0	58.0
387317	0.0	0.0
121457	907.0	345.0
389976	2.0	0.0
375341	554.0	893.0
387319	0.0	0.0
375323	56.0	714.0
389970	1.0	2.0
390940	301.0	82.0
133418	7199.0	9798.0
390948	1.0	0.0
121441	1978.0	1315.0
390949	1.0	1.0
652411	2.0	0.0
145370	4.0	3.0
102724954	1.0	0.0
54596	16.0	31.0
375484	1724.0	924.0
91526	1246.0	502.0
133396	62.0	178.0
196951	333.0	361.0
91523	215.0	102.0
91522	921.0	337.0
121391	1.0	0.0
145376	25.0	17.0
400986	142.0	153.0
400984	8.0	9.0
196968	145.0	39.0
157378	1370.0	949.0
723961	0.0	0.0
145389	340.0	396.0
157381	149.0	216.0
91543	359.0	204.0
91544	671.0	655.0
102724923	2.0	1.0
652423	2.0	1.0
169355	1.0	2.0
400966	1.0	1.0
121364	0.0	0.0
400961	1454.0	3877.0
157376	0.0	0.0
91574	1634.0	1361.0
157313	29.0	51.0
157317	1.0	0.0
147991	4174.0	5338.0
399495	3.0	0.0
159963	2.0	1.0
100506965	837.0	906.0
100506963	71.0	88.0
387495	0.0	0.0
387496	2069.0	562.0
387494	0.0	0.0
387491	1.0	1.0
387492	34.0	19.0
387486	0.0	0.0
157310	1626.0	2407.0
100506994	39.0	83.0
338470	1.0	0.0
170302	93.0	17.0
204010	3.0	3.0
399473	185.0	78.0
399474	2699.0	755.0
91584	895.0	119.0
159989	8.0	199.0
91582	2923.0	5606.0
107126360	6.0	5.0
133383	419.0	476.0
100506930	711.0	2159.0
100820741	0.0	0.0
338448	0.0	0.0
8808	97.0	158.0
8809	372.0	89.0
54512	709.0	1215.0
54511	436.0	106.0
54510	3891.0	1941.0
54516	597.0	577.0
8802	3848.0	3675.0
8803	3373.0	2358.0
54514	2.0	4.0
8800	1632.0	2577.0
8801	6669.0	6229.0
8807	89.0	28.0
400916	902.0	794.0
54518	961.0	276.0
8804	7668.0	5601.0
100506939	13.0	0.0
54517	615.0	691.0
8805	3180.0	4320.0
8820	25.0	37.0
8821	3126.0	4570.0
338440	386.0	108.0
338442	36.0	69.0
8819	724.0	691.0
100820732	0.0	0.0
255620	0.0	0.0
54522	515.0	706.0
54521	1761.0	1113.0
54520	2252.0	1281.0
100820735	1.0	0.0
8813	1737.0	1455.0
170393	11.0	5.0
8814	496.0	231.0
170392	3.0	1.0
100506925	0.0	0.0
8811	4.0	3.0
8812	792.0	607.0
8817	75.0	29.0
8818	1738.0	3234.0
54529	2078.0	2390.0
255626	0.0	0.0
8815	4594.0	4855.0
8816	5992.0	4271.0
170394	1351.0	1977.0
8831	2069.0	904.0
8832	1251.0	387.0
100506953	0.0	1.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1598.0	1853.0
54532	3785.0	2886.0
54531	1205.0	1154.0
54538	1733.0	629.0
8824	4328.0	3680.0
8825	485.0	680.0
54537	2243.0	3888.0
54536	1588.0	2370.0
8822	20.0	17.0
8823	0.0	0.0
54535	1435.0	1352.0
8828	7318.0	2429.0
8829	9670.0	2796.0
8826	23935.0	15022.0
54539	3121.0	4633.0
8842	287.0	170.0
8843	18.0	28.0
8840	413.0	143.0
8841	2866.0	2821.0
100158257	0.0	0.0
54541	7896.0	3237.0
54540	1710.0	1957.0
54545	5046.0	5136.0
54544	0.0	0.0
54543	6361.0	7651.0
54542	4358.0	3482.0
54549	2470.0	3232.0
8835	7387.0	9298.0
8836	328.0	172.0
8833	4906.0	4401.0
8834	1404.0	1799.0
54546	10.0	1.0
8839	2919.0	437.0
8837	9900.0	7481.0
8838	18.0	16.0
101928483	74.0	32.0
8850	3418.0	4215.0
101928484	1.0	0.0
8853	1375.0	714.0
8854	4209.0	1253.0
8851	106.0	287.0
8852	0.0	1.0
400960	879.0	663.0
338412	2.0	5.0
338413	1.0	0.0
54552	818.0	755.0
400957	6.0	9.0
54551	97.0	105.0
54550	14.0	2.0
196996	434.0	78.0
400955	18.0	4.0
400954	129.0	58.0
54556	798.0	633.0
54555	2146.0	3056.0
400952	10.0	21.0
54554	776.0	1041.0
400950	2.0	5.0
8846	644.0	677.0
100820709	3.0	5.0
8847	136.0	71.0
54558	1400.0	481.0
8844	1737.0	465.0
54557	1229.0	864.0
8848	32980.0	16864.0
196993	95.0	157.0
8861	5067.0	3347.0
101928492	224.0	144.0
8864	3874.0	1261.0
6201	20588.0	25844.0
6203	37387.0	48339.0
8862	161.0	576.0
101928496	0.0	0.0
8863	2026.0	1826.0
6202	50708.0	70652.0
723972	4.0	2.0
400946	37.0	27.0
400945	59.0	38.0
54567	1306.0	329.0
54566	1722.0	3975.0
400941	0.0	0.0
8857	1698.0	412.0
8858	3.0	9.0
54569	0.0	0.0
8856	26.0	9.0
54568	0.0	0.0
8859	694.0	628.0
8871	4511.0	5590.0
8872	2661.0	2384.0
6210	20086.0	22210.0
8870	4280.0	426.0
100421500	0.0	0.0
8875	826.0	275.0
8876	198.0	40.0
8874	5666.0	6258.0
100421506	0.0	2.0
100421509	0.0	0.0
54570	0.0	0.0
400935	21.0	20.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	0.0
54571	0.0	0.0
54578	5.0	2.0
255631	77.0	44.0
400931	84.0	74.0
54577	2.0	1.0
54576	24.0	0.0
54575	0.0	0.0
6205	52194.0	67615.0
100506915	20.0	6.0
8869	731.0	640.0
6204	6171.0	9548.0
6207	16315.0	20822.0
6206	34564.0	44566.0
8867	1213.0	772.0
54579	0.0	0.0
6209	11534.0	19150.0
6208	29703.0	35456.0
170384	1285.0	946.0
100506916	0.0	0.0
8882	2158.0	1953.0
8883	2290.0	2093.0
8880	4917.0	4937.0
8881	3502.0	2499.0
8886	5884.0	4517.0
6223	25677.0	34998.0
100421512	1.0	0.0
8887	14995.0	12233.0
6222	65238.0	89963.0
8884	1320.0	1733.0
6224	33318.0	42917.0
100421515	53.0	21.0
54581	485.0	437.0
54580	0.0	0.0
54585	1798.0	1413.0
54584	203.0	243.0
54583	4664.0	4421.0
54587	4421.0	1549.0
54586	3.0	0.0
8879	8835.0	10020.0
170371	603.0	323.0
170370	0.0	1.0
8877	367.0	137.0
6218	27632.0	35630.0
6217	23974.0	34546.0
8878	14982.0	9629.0
6219	4.0	5.0
100506907	0.0	0.0
100506906	214.0	202.0
255649	0.0	1.0
6230	20511.0	30682.0
8893	3414.0	4647.0
8894	3905.0	4203.0
101928440	0.0	0.0
8891	1364.0	1362.0
6232	26355.0	28652.0
8892	1459.0	1421.0
6231	4230.0	7868.0
8897	774.0	722.0
6234	10284.0	18719.0
8898	4343.0	5713.0
6233	22157.0	28603.0
8895	10981.0	10347.0
6236	756.0	391.0
8896	1914.0	2157.0
6235	9841.0	14936.0
101928442	0.0	0.0
101928448	2.0	1.0
8890	2627.0	3834.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	1.0	2.0
253039	1910.0	1966.0
6227	10621.0	17395.0
6226	3.0	5.0
6229	44198.0	60570.0
8888	5587.0	6149.0
6228	34757.0	39602.0
6241	126.0	205.0
6240	3932.0	3323.0
100421411	0.0	0.0
6242	1424.0	2010.0
100421413	16.0	6.0
101928455	6.0	3.0
6244	0.0	2.0
6247	6.0	9.0
100421415	14.0	5.0
6246	0.0	0.0
280644	0.0	0.0
253044	0.0	0.0
6238	24290.0	30455.0
6237	6427.0	2991.0
8899	5712.0	3781.0
6239	5629.0	5036.0
6252	2515.0	3111.0
100421420	13.0	8.0
6251	5889.0	3242.0
100421422	2.0	3.0
6253	1280.0	1190.0
6256	9338.0	5401.0
100421424	0.0	0.0
6258	33.0	55.0
6257	3391.0	3084.0
100421428	1.0	0.0
101928469	0.0	1.0
100421429	1.0	2.0
280637	1.0	1.0
280636	2332.0	2881.0
253018	29.0	60.0
253017	1.0	183.0
253012	473.0	95.0
6249	9360.0	8151.0
6248	0.0	0.0
6263	242.0	244.0
100421431	4.0	0.0
6262	2170.0	3003.0
100421432	3.0	1.0
101928470	1.0	1.0
100421433	1.0	0.0
100421436	71.0	59.0
100421439	2.0	1.0
6261	275.0	1331.0
6260	8.0	0.0
6259	5297.0	3484.0
100421430	0.0	0.0
6274	81.0	20.0
6273	195.0	32.0
6276	13.0	3.0
6275	5877.0	944.0
6278	0.0	0.0
6277	19045.0	4612.0
6279	1043.0	316.0
6272	12732.0	8722.0
6271	68.0	368.0
6285	132.0	37.0
6284	1474.0	656.0
100421455	0.0	0.0
6286	267.0	104.0
6289	75.0	19.0
6288	352.0	100.0
6281	4900.0	5467.0
6280	2514.0	640.0
6283	85.0	16.0
6282	8694.0	6863.0
123920	2085.0	624.0
100421451	0.0	0.0
6296	2314.0	2505.0
6295	1.0	10.0
6297	1661.0	2143.0
6299	241.0	57.0
101928420	0.0	0.0
6290	0.0	0.0
6291	9.0	1.0
6294	5277.0	4706.0
6293	3587.0	3450.0
100421478	0.0	0.0
100421479	0.0	1.0
280664	6.0	1.0
54505	4167.0	3923.0
280660	0.0	0.0
54504	2307.0	892.0
280661	23.0	14.0
54503	1132.0	978.0
54502	13501.0	22662.0
54509	66.0	45.0
123904	0.0	0.0
54508	99.0	65.0
100421473	0.0	0.0
54507	1033.0	473.0
100421487	0.0	0.0
133308	762.0	487.0
147945	0.0	0.0
123970	0.0	1.0
100421480	0.0	0.0
147947	1380.0	1899.0
147948	324.0	391.0
147949	359.0	484.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	1.0
100421499	0.0	0.0
101060006	1.0	1.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	0.0	0.0
147965	854.0	1508.0
147968	90.0	25.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	1.0	0.0
121360	1.0	3.0
101060032	12.0	8.0
135924	0.0	0.0
135927	5.0	10.0
121355	10.0	3.0
147906	2433.0	677.0
135932	104.0	22.0
101060045	1.0	0.0
135935	0.0	0.0
101060040	0.0	1.0
147912	1557.0	1564.0
135942	0.0	1.0
135941	0.0	0.0
121340	4.0	0.0
135946	0.0	1.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	20.0	9.0
147923	562.0	733.0
147920	4.0	1.0
147929	219.0	285.0
104326192	1.0	2.0
104326193	1.0	2.0
375444	518.0	114.0
104326189	1.0	0.0
101060020	0.0	2.0
375449	5733.0	2830.0
104326188	0.0	0.0
121328	3.0	4.0
91653	5721.0	4501.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	834.0	5698.0
27085	192.0	105.0
27086	8401.0	9684.0
389756	0.0	2.0
147429	42.0	67.0
27089	3892.0	6151.0
91646	12.0	6.0
91647	817.0	1219.0
642968	18.0	10.0
135458	4.0	5.0
390766	0.0	1.0
27098	707.0	1056.0
27099	1.0	1.0
27097	1761.0	1215.0
389741	125.0	201.0
27090	883.0	291.0
27091	0.0	0.0
27094	88.0	84.0
27095	2841.0	2781.0
27092	4529.0	10728.0
642976	2.0	4.0
400629	0.0	1.0
27093	1.0	1.0
160428	907.0	287.0
375133	176.0	129.0
387122	1.0	11.0
390730	2.0	1.0
390732	0.0	0.0
390735	0.0	0.0
387119	768.0	370.0
27063	2257.0	416.0
387117	0.0	0.0
27069	10924.0	9264.0
400612	4.0	1.0
27067	3119.0	2771.0
27068	3250.0	4657.0
221908	378.0	768.0
341799	1.0	0.0
400619	157.0	61.0
642987	96.0	149.0
400618	46.0	56.0
400617	45.0	101.0
64065	13245.0	10226.0
91662	52.0	322.0
91663	34781.0	9394.0
64064	85.0	28.0
64067	269.0	128.0
64066	0.0	1.0
91661	778.0	822.0
91664	612.0	703.0
147463	798.0	507.0
387111	5.0	3.0
27076	792.0	1055.0
390748	4.0	3.0
27077	580.0	530.0
400604	112.0	160.0
27074	415.0	72.0
27075	4432.0	12510.0
389766	4.0	0.0
387103	219.0	79.0
387104	15.0	6.0
27079	371.0	484.0
389763	0.0	0.0
341784	2.0	3.0
642996	0.0	0.0
27072	5629.0	5471.0
160419	0.0	2.0
64061	6690.0	3260.0
400609	0.0	0.0
160418	3377.0	2576.0
64063	1551.0	674.0
27071	268.0	135.0
64062	3778.0	2642.0
91695	285.0	311.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	8.0	4.0
100313770	0.0	0.0
64077	1451.0	827.0
91694	2360.0	2305.0
100313771	0.0	0.0
390790	2.0	1.0
221927	3456.0	4478.0
390792	6.0	1.0
400680	13.0	6.0
27043	4518.0	4486.0
27044	17768.0	29354.0
27042	1613.0	1676.0
389799	8.0	3.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	1366.0	378.0
100313777	0.0	0.0
27040	15.0	14.0
100313774	0.0	0.0
64073	54.0	10.0
64087	13794.0	46043.0
221914	25.0	22.0
64089	1076.0	900.0
100313781	0.0	0.0
91683	656.0	91.0
91689	2862.0	5380.0
100313780	0.0	1.0
245908	0.0	0.0
91687	249.0	228.0
245909	0.0	0.0
400673	529.0	736.0
389792	538.0	120.0
389791	3.0	4.0
387129	0.0	0.0
400668	3.0	0.0
389787	38.0	28.0
64081	752.0	753.0
64080	439.0	154.0
64083	12577.0	17350.0
64084	995.0	247.0
64098	542.0	188.0
64097	1006.0	669.0
400660	81.0	20.0
8909	28.0	14.0
27022	45.0	18.0
8907	3499.0	2794.0
341757	0.0	0.0
400658	46.0	12.0
8908	1169.0	582.0
147407	3.0	2.0
27020	15354.0	7590.0
400657	583.0	554.0
27023	0.0	1.0
400654	0.0	0.0
64090	15.0	8.0
64092	626.0	142.0
64091	2158.0	567.0
8900	15.0	12.0
64094	8841.0	7882.0
8905	1163.0	917.0
147409	5.0	0.0
64093	15110.0	3018.0
8906	1506.0	2212.0
64096	1.0	0.0
8904	5329.0	3401.0
221935	1909.0	3188.0
221937	3841.0	2354.0
221938	1.0	2.0
400652	15.0	18.0
400650	11.0	5.0
27039	15.0	22.0
27032	16506.0	29788.0
27033	18.0	9.0
27030	1798.0	1483.0
27031	686.0	478.0
27036	108.0	35.0
400645	0.0	0.0
27037	1425.0	2104.0
400644	5.0	13.0
27034	5462.0	15624.0
400643	900.0	2182.0
27035	50.0	77.0
8912	8417.0	3745.0
100313769	4.0	6.0
8913	672.0	468.0
8910	978.0	575.0
8911	50.0	30.0
8916	4778.0	4151.0
8914	1018.0	1127.0
8915	1414.0	936.0
245935	0.0	0.0
245936	1.0	0.0
245937	4.0	1.0
245938	0.0	0.0
8930	1971.0	1707.0
245939	0.0	0.0
221960	382.0	330.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	8293.0	6532.0
8927	179.0	104.0
8928	3.0	4.0
8925	8197.0	5654.0
8926	47.0	72.0
221955	1064.0	1232.0
8941	0.0	7.0
8942	243.0	51.0
375189	24.0	41.0
8940	19.0	28.0
245940	0.0	0.0
206338	12.0	7.0
375190	888.0	442.0
196446	39.0	81.0
8934	3216.0	2762.0
8935	2271.0	2768.0
196441	2517.0	2161.0
8932	3591.0	3221.0
8933	7027.0	4610.0
8938	288.0	1516.0
8939	5167.0	4256.0
8936	685.0	493.0
326105	2.0	3.0
245913	0.0	0.0
245915	0.0	0.0
221981	3992.0	1128.0
245910	0.0	0.0
206358	1806.0	2863.0
245911	0.0	0.0
245912	1.0	3.0
196415	0.0	0.0
642909	6.0	5.0
642907	0.0	0.0
8945	3278.0	3169.0
54659	7.0	112.0
54658	0.0	7.0
8943	12418.0	12867.0
54657	0.0	0.0
8944	0.0	0.0
196410	52.0	40.0
245927	0.0	0.0
245928	0.0	0.0
6300	922.0	1143.0
245929	0.0	0.0
6302	3722.0	3329.0
6301	8554.0	8164.0
160492	2.0	0.0
54662	3066.0	3200.0
54661	9.0	11.0
54660	62.0	25.0
54665	2674.0	2150.0
54664	9221.0	7337.0
54663	981.0	1169.0
8970	159.0	160.0
8971	7325.0	8187.0
101928363	1.0	1.0
8974	1955.0	1235.0
6311	3757.0	4303.0
8975	2462.0	2411.0
6310	5838.0	3237.0
91612	4303.0	3012.0
100421601	0.0	0.0
8972	175.0	55.0
8973	4.0	4.0
245972	80.0	14.0
245973	63.0	88.0
54677	3915.0	4714.0
54676	2312.0	1762.0
54675	3031.0	5506.0
147468	0.0	0.0
54674	1064.0	123.0
6304	3756.0	4872.0
6303	18432.0	12365.0
8968	2.0	1.0
6305	6943.0	3863.0
91603	937.0	967.0
91608	380.0	151.0
6307	4753.0	5247.0
642924	23.0	4.0
8969	92.0	161.0
6309	9035.0	12284.0
91607	2280.0	637.0
6320	833.0	660.0
6322	760.0	534.0
8985	3947.0	4052.0
8986	1837.0	3692.0
64002	1810.0	5465.0
101928378	110.0	236.0
6324	474.0	377.0
64005	500.0	315.0
6323	0.0	1.0
101928376	3.0	2.0
54680	1769.0	1292.0
642938	255.0	223.0
54682	4016.0	4137.0
54681	2547.0	5266.0
196403	3261.0	2025.0
6315	1.0	0.0
6314	2551.0	1644.0
6317	38.0	11.0
8976	6985.0	6659.0
6319	26843.0	69016.0
6318	19.0	1.0
642935	39.0	8.0
8992	9744.0	9690.0
8993	3.0	1.0
6331	245.0	78.0
8991	5481.0	5998.0
6330	749.0	375.0
100421621	9.0	4.0
8996	2476.0	2603.0
101928388	2.0	6.0
6332	4354.0	2199.0
8997	1834.0	1246.0
8994	3796.0	4082.0
6335	116.0	51.0
8995	29.0	6.0
6334	547.0	239.0
147495	10945.0	2189.0
100421629	0.0	0.0
8989	34.0	1.0
6326	252.0	75.0
8987	584.0	293.0
6328	38.0	16.0
91624	12391.0	4530.0
6327	370.0	117.0
8988	91.0	81.0
6329	80.0	86.0
642946	125.0	162.0
6340	416.0	59.0
6342	11470.0	14800.0
6341	2713.0	3438.0
6344	21.0	2.0
100421633	0.0	0.0
6343	4.0	8.0
100421634	2.0	0.0
6346	1.0	0.0
6345	295.0	809.0
100421638	1.0	2.0
642958	2.0	0.0
642959	0.0	1.0
6337	11733.0	5375.0
642952	0.0	0.0
6336	2.0	0.0
6339	99.0	125.0
91614	110.0	52.0
8999	128.0	57.0
6338	131.0	31.0
642954	24.0	23.0
6351	537.0	106.0
6352	1011.0	537.0
6355	24.0	11.0
6354	10.0	0.0
6357	14.0	0.0
6356	18.0	5.0
100421528	1.0	2.0
6348	278.0	60.0
6347	4527.0	168.0
196394	433.0	283.0
6362	324.0	109.0
6361	8.0	5.0
6364	82.0	45.0
6363	315.0	43.0
100421533	37.0	34.0
6366	770.0	69.0
100421535	0.0	0.0
6368	63.0	39.0
6367	152.0	34.0
101928337	1.0	0.0
6360	17.0	15.0
255349	1.0	0.0
6359	3.0	2.0
6358	436.0	213.0
6373	41.0	229.0
101928340	4.0	4.0
6372	381.0	81.0
100421542	0.0	2.0
6375	13.0	7.0
6374	95.0	100.0
100421545	20.0	19.0
6376	12237.0	2287.0
101928345	0.0	18.0
100421549	0.0	0.0
6370	4.0	11.0
255313	0.0	0.0
196374	0.0	0.0
6369	32.0	11.0
6383	16751.0	4845.0
6386	10061.0	7547.0
6385	12977.0	4757.0
6388	2496.0	3028.0
6387	4790.0	1697.0
6389	5827.0	5778.0
255330	0.0	0.0
6382	8144.0	3717.0
102724246	12.0	2.0
255324	28.0	2.0
196385	86.0	54.0
196383	3917.0	1588.0
100421550	1.0	0.0
6397	5547.0	2805.0
100421565	0.0	0.0
6396	5544.0	6025.0
100421566	0.0	0.0
6399	1177.0	1211.0
6398	1027.0	766.0
6391	5685.0	5265.0
6390	2890.0	3115.0
6392	4309.0	3370.0
282997	134.0	110.0
282996	83.0	71.0
100134229	458.0	551.0
282991	1734.0	1823.0
100421560	0.0	0.0
100421577	26.0	33.0
100421579	5.0	3.0
255394	740.0	580.0
102724224	5.0	2.0
54600	3.0	0.0
54602	3065.0	2569.0
282980	0.0	0.0
54606	3063.0	4535.0
100421572	0.0	0.0
100421588	7.0	0.0
100421589	282.0	114.0
282974	327.0	783.0
282973	415.0	561.0
54619	459.0	534.0
100421581	0.0	0.0
196335	1.0	2.0
100421582	9.0	14.0
54617	3095.0	2652.0
100421598	0.0	0.0
100421599	0.0	1.0
255374	154.0	249.0
282969	177.0	155.0
102724201	0.0	0.0
282966	0.0	0.0
54622	1947.0	1590.0
100134259	32.0	10.0
54621	1365.0	1553.0
54620	1178.0	1003.0
54626	433.0	511.0
54625	4167.0	3301.0
54623	5086.0	4643.0
54629	5503.0	4529.0
54627	103.0	150.0
27005	1675.0	1896.0
27006	6.0	17.0
27000	1224.0	1543.0
27004	1.0	2.0
27018	7324.0	6802.0
27019	8.0	3.0
400591	0.0	0.0
27010	377.0	288.0
27012	0.0	0.0
27013	5660.0	8659.0
400581	1.0	2.0
400578	13.0	1.0
400569	793.0	918.0
400566	200.0	130.0
389715	0.0	2.0
100313829	0.0	0.0
390729	1.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	2.0	2.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	3027.0	1210.0
390872	0.0	0.0
390874	3.0	2.0
654835	0.0	0.0
400759	193.0	39.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	3.0	2.0
400752	99.0	145.0
137994	148.0	59.0
642843	5.0	3.0
91768	654.0	370.0
64151	68.0	91.0
64150	572.0	211.0
64168	1065.0	402.0
64167	3957.0	2621.0
390883	0.0	0.0
390882	1.0	0.0
390885	1.0	0.0
390886	1.0	0.0
125988	1550.0	2517.0
400746	481.0	447.0
400745	21.0	9.0
389866	11.0	10.0
150962	515.0	553.0
64175	1667.0	1424.0
162968	246.0	244.0
64174	203.0	62.0
162966	403.0	418.0
162967	1759.0	1930.0
162962	423.0	505.0
162963	333.0	412.0
125981	149.0	87.0
149992	0.0	0.0
390856	0.0	0.0
390858	234.0	159.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	487.0	852.0
149986	2850.0	2652.0
147323	1.0	0.0
326293	2.0	0.0
100313839	0.0	0.0
389898	1.0	2.0
100313837	0.0	0.0
326295	1.0	1.0
27189	0.0	4.0
100313838	0.0	0.0
326294	0.0	3.0
125972	0.0	1.0
642864	0.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	194.0	184.0
27183	3751.0	4689.0
64170	196.0	79.0
642869	0.0	0.0
27180	126.0	42.0
27181	247.0	89.0
64172	513.0	495.0
100313830	0.0	0.0
375248	193.0	215.0
91782	3817.0	3238.0
27197	115.0	59.0
147339	2426.0	1731.0
27198	49.0	2936.0
27195	0.0	0.0
125965	8.0	2.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	18.0	110.0
400720	673.0	1106.0
149998	8.0	5.0
389884	2.0	1.0
326286	0.0	1.0
27190	36.0	12.0
64180	7.0	1.0
27193	0.0	0.0
100313842	2.0	7.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	30.0	35.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	1.0	0.0
642891	7.0	9.0
387264	6.0	1.0
387263	2161.0	2505.0
206412	32.0	22.0
27164	10.0	15.0
27165	51.0	59.0
27163	7057.0	13657.0
400799	1.0	1.0
400798	20.0	27.0
27166	1336.0	2032.0
400797	0.0	0.0
326272	0.0	0.0
326275	4.0	0.0
326277	7.0	4.0
326279	8.0	14.0
27160	2.0	2.0
27161	4093.0	2227.0
326278	10.0	14.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	0.0	1.0
387254	0.0	0.0
400793	1007.0	628.0
150928	147.0	138.0
27175	1208.0	685.0
149934	0.0	0.0
27173	7654.0	6846.0
150921	2.0	6.0
27179	0.0	0.0
27177	0.0	0.0
27178	1.0	0.0
341883	39.0	139.0
341880	56.0	43.0
27170	0.0	0.0
326269	1.0	2.0
137964	4407.0	5164.0
390892	0.0	0.0
375298	295.0	93.0
149951	2523.0	2591.0
27148	1717.0	1649.0
390895	0.0	0.0
206426	0.0	0.0
27143	2051.0	539.0
27141	90.0	28.0
27146	25.0	27.0
106029310	0.0	0.0
27147	1746.0	738.0
27145	1660.0	647.0
123355	945.0	1081.0
137970	677.0	2611.0
375287	1443.0	962.0
387276	0.0	0.0
27159	0.0	2.0
387273	5.0	3.0
150947	0.0	0.0
