id	15e656ea-3229-42eb-be95-379527324b54	d0c8d150-3582-406e-af39-fd58f6e53290
442454	15.0	4.0
106481089	0.0	0.0
100873739	0.0	0.0
100873738	0.0	0.0
442455	0.0	0.0
106481086	1.0	2.0
100873737	0.0	0.0
106481087	1.0	0.0
100033425	0.0	0.0
100033426	0.0	0.0
100033427	0.0	0.0
442459	1.0	1.0
100033428	0.0	0.0
10231	1697.0	443.0
100033421	2.0	0.0
100873732	3.0	2.0
106481080	1.0	0.0
10230	135.0	194.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	1.0
10233	607.0	583.0
285180	10.0	19.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	694.0	164.0
100033424	0.0	0.0
10235	701.0	278.0
100873736	0.0	0.0
106481084	0.0	0.0
10234	183.0	55.0
100873735	0.0	1.0
106481085	0.0	0.0
10237	2142.0	4594.0
100873734	0.0	0.0
106481082	0.0	0.0
10236	8269.0	10112.0
100873733	2.0	0.0
100033420	0.0	0.0
106481083	0.0	0.0
285189	0.0	2.0
10240	1065.0	663.0
645191	17.0	18.0
101059914	0.0	0.0
101059918	10.0	4.0
100873729	0.0	0.0
442442	0.0	3.0
106481099	0.0	0.0
10249	4.0	0.0
100873728	0.0	0.0
442444	0.0	0.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	0.0	0.0
100033437	0.0	0.0
442447	0.0	0.0
100033438	0.0	0.0
100033439	1.0	2.0
10242	160.0	46.0
100873721	0.0	0.0
106481091	0.0	1.0
100033432	0.0	0.0
10241	6277.0	6687.0
285190	0.0	2.0
100873720	0.0	0.0
106481092	0.0	0.0
100033433	0.0	0.0
10244	1428.0	1520.0
100033434	0.0	0.0
10243	1409.0	1679.0
100033435	5.0	1.0
106481090	0.0	0.0
10246	0.0	0.0
285193	494.0	397.0
100873725	1.0	2.0
106481095	0.0	0.0
10245	3815.0	4314.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	3775.0	2203.0
285195	2410.0	1402.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	1244.0	1039.0
100128341	1.0	1.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	2.0	1.0
100128337	0.0	1.0
128312	35.0	195.0
100128339	0.0	0.0
100128338	4065.0	1616.0
116328	172.0	246.0
118987	3155.0	2455.0
10217	5168.0	3616.0
106481066	0.0	0.0
10216	148.0	23.0
106481067	0.0	0.0
10219	79.0	32.0
106481064	0.0	0.0
10218	538.0	442.0
100873759	0.0	0.0
106481065	0.0	0.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	0.0
100873753	0.0	0.0
10211	13024.0	14830.0
100873752	0.0	0.0
10210	1577.0	1877.0
100873751	0.0	0.0
10213	2722.0	3877.0
128308	2666.0	2879.0
100873758	0.0	0.0
106481062	1.0	0.0
10212	3404.0	3124.0
100873757	0.0	0.0
100131913	0.0	0.0
106481063	0.0	1.0
100873756	0.0	0.0
10215	2.0	1.0
106481060	0.0	0.0
10214	0.0	0.0
100873755	0.0	0.0
106481061	0.0	2.0
101059973	1.0	0.0
285126	1.0	2.0
100128327	1.0	0.0
10228	3169.0	2198.0
106481077	1.0	0.0
10227	5888.0	9077.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	2295.0	2251.0
10229	2600.0	2825.0
100873748	0.0	0.0
106481076	0.0	0.0
106481079	3.0	8.0
10220	1083.0	897.0
100873743	0.0	0.0
100873742	1.0	1.0
106481070	0.0	0.0
100873741	0.0	0.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	9004.0	14174.0
100873740	0.0	0.0
10224	538.0	293.0
100873747	4.0	8.0
106481073	0.0	0.0
10223	6.0	2.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	5.0	3.0
10226	5167.0	6064.0
100873745	2.0	0.0
106481071	0.0	0.0
10225	170.0	173.0
106481072	1.0	1.0
100873744	1.0	0.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	1.0	0.0
131909	2.0	0.0
106481044	0.0	0.0
106481045	0.0	1.0
106481042	0.0	0.0
106481043	0.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	0.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	0.0	0.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	1.0
100873778	0.0	0.0
285141	76.0	69.0
100873777	0.0	0.0
100128307	2.0	0.0
101059953	1.0	0.0
100873760	0.0	0.0
285148	2127.0	1935.0
10206	3164.0	3112.0
106481055	0.0	2.0
10205	9591.0	4989.0
106481056	0.0	0.0
10208	1241.0	1102.0
106481053	0.0	0.0
10207	3201.0	4435.0
106481054	0.0	0.0
106481059	0.0	0.0
10209	29717.0	39374.0
106481057	0.0	0.0
442405	1.0	0.0
106481058	0.0	0.0
100131940	12.0	1.0
100873765	0.0	0.0
442406	0.0	0.0
100873764	0.0	0.0
10200	676.0	1132.0
100128302	1.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	60.0	27.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	874.0	814.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	5436.0	7259.0
100873767	0.0	0.0
100131947	2.0	0.0
10203	971.0	1043.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	8.0	304.0
319099	3.0	1.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	1506.0	1000.0
728957	0.0	0.0
106481018	0.0	0.0
728953	13.0	16.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	3517.0	3977.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	0.0
116255	3.0	1.0
58157	0.0	0.0
106481027	0.0	1.0
106481024	1.0	0.0
106481025	0.0	0.0
128229	26.0	34.0
167838	433.0	78.0
319093	27.0	15.0
131890	4.0	0.0
116238	581.0	1555.0
728945	0.0	0.0
728947	16.0	0.0
106481028	0.0	0.0
106481029	0.0	0.0
58160	9.0	5.0
106481033	0.0	0.0
143872	559.0	425.0
106481034	4.0	0.0
106481031	0.0	0.0
106481032	0.0	0.0
728938	4.0	2.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	0.0	0.0
106481036	0.0	0.0
143879	526.0	338.0
167826	0.0	13.0
128218	1277.0	3522.0
106481030	0.0	0.0
10190	1375.0	1562.0
728970	0.0	0.0
10194	3814.0	2515.0
10193	3879.0	9413.0
645104	0.0	4.0
10196	936.0	772.0
101059988	0.0	0.0
10195	7777.0	4497.0
728978	10.0	6.0
153218	42.0	3.0
116228	644.0	717.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	1.0
106481005	0.0	0.0
143884	1137.0	747.0
116236	580.0	549.0
106481002	2.0	0.0
106481003	0.0	0.0
10198	337.0	272.0
10197	5444.0	7691.0
143888	3074.0	1569.0
10199	3365.0	3858.0
128209	32.0	2.0
346689	11.0	53.0
319087	1.0	1.0
344022	0.0	0.0
319089	1130.0	1268.0
153201	2.0	0.0
319085	0.0	0.0
106481008	0.0	0.0
106481009	0.0	0.0
58189	6116.0	1788.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	0.0	5.0
728962	2.0	0.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	285.0	803.0
106481010	0.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	1756.0	1432.0
106481013	0.0	0.0
116224	2485.0	2221.0
106481014	2.0	1.0
344018	0.0	0.0
645108	0.0	2.0
58190	18670.0	19738.0
346673	0.0	0.0
10170	360.0	40.0
645121	26.0	15.0
58191	2979.0	3487.0
645120	0.0	0.0
10172	430.0	249.0
10171	802.0	742.0
645126	0.0	3.0
10174	5018.0	8628.0
728911	0.0	0.0
728913	227.0	379.0
128272	720.0	482.0
100033407	2.0	1.0
100033409	0.0	0.0
10175	5078.0	5801.0
10178	136.0	2086.0
10179	2491.0	2148.0
10181	3238.0	5536.0
10180	2655.0	2954.0
645136	0.0	0.0
10184	1828.0	1190.0
116285	7530.0	10062.0
100033418	0.0	0.0
202861	0.0	0.0
100033419	0.0	0.0
100033414	1.0	0.0
100033415	0.0	0.0
100033416	4.0	2.0
100033417	0.0	0.0
10187	0.0	3.0
10186	1920.0	803.0
10189	3226.0	4650.0
645129	3.0	9.0
10188	3505.0	3986.0
100033413	0.0	0.0
645145	0.0	0.0
346653	22.0	52.0
645142	1.0	0.0
10150	4677.0	1810.0
10152	3988.0	3458.0
10151	4.0	3.0
200205	568.0	567.0
728933	0.0	1.0
202865	0.0	0.0
728931	3.0	6.0
100873817	1.0	2.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	856.0	430.0
728929	0.0	0.0
100873818	0.0	0.0
10154	465.0	271.0
10153	3126.0	2622.0
10156	8.0	9.0
10155	17222.0	19966.0
10158	2163.0	5366.0
100873813	0.0	0.0
10157	778.0	718.0
100873812	0.0	0.0
100873811	0.0	1.0
10159	6978.0	8922.0
131870	5631.0	5082.0
10161	1736.0	3157.0
10160	11985.0	6683.0
10163	9059.0	5519.0
131873	9.0	8.0
645158	46.0	22.0
10162	2421.0	2029.0
728921	2.0	0.0
128240	8010.0	10620.0
728920	0.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	4.0	0.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	6.0	11.0
100873807	0.0	0.0
10165	3483.0	1901.0
10164	7.0	1.0
128239	296.0	75.0
10166	227.0	252.0
10169	40085.0	58650.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1829.0	1007.0
100873801	0.0	0.0
100128385	90.0	17.0
100287755	5.0	1.0
165257	4.0	3.0
200232	1.0	2.0
100287745	14.0	7.0
1503	2208.0	1780.0
1501	2139.0	798.0
1500	20938.0	18085.0
1509	27469.0	40898.0
1508	81957.0	37772.0
1506	0.0	2.0
1504	1.0	37.0
1514	6235.0	4572.0
1513	2071.0	689.0
1512	10263.0	13689.0
1511	91.0	57.0
1510	66.0	15.0
346606	0.0	0.0
1519	3885.0	4047.0
1518	0.0	0.0
1517	0.0	0.0
1515	271.0	189.0
100287725	3.0	3.0
100287722	6.0	5.0
1525	9602.0	6813.0
1524	235.0	277.0
1523	16422.0	10193.0
1522	10771.0	8413.0
1521	160.0	182.0
1520	2272.0	1403.0
200261	0.0	0.0
1528	4053.0	6872.0
1527	0.0	0.0
100287718	2.0	6.0
728992	31.0	37.0
100287715	0.0	0.0
728990	0.0	5.0
165215	328.0	202.0
728996	0.0	0.0
1536	424.0	461.0
1535	1627.0	1282.0
1534	12742.0	26816.0
1539	0.0	0.0
1538	0.0	0.0
1537	8756.0	7642.0
100287708	0.0	0.0
153222	3301.0	1852.0
1550	0.0	0.0
1545	14136.0	8203.0
1544	0.0	0.0
1543	3.0	6.0
1540	2758.0	2385.0
1549	30.0	5.0
1548	128.0	20.0
1558	7.0	18.0
1557	0.0	0.0
1556	59.0	13.0
200298	3.0	0.0
1555	15.0	4.0
1553	7.0	1.0
1551	9.0	6.0
1559	2.0	0.0
153241	1729.0	977.0
1572	0.0	0.0
1571	48.0	47.0
1568	3.0	2.0
1565	16.0	23.0
1564	8.0	9.0
1562	0.0	0.0
100131828	1.0	0.0
1583	37.0	26.0
1582	7.0	2.0
1581	4.0	1.0
1580	1749.0	455.0
1579	7.0	2.0
1577	372.0	168.0
1576	1.0	3.0
1573	640.0	1336.0
285203	2171.0	1245.0
1594	48.0	173.0
285205	0.0	1.0
1593	1928.0	2265.0
1592	24.0	2.0
1591	238.0	192.0
1590	49.0	40.0
10307	469.0	678.0
1589	43.0	18.0
1588	2.0	5.0
10309	323.0	432.0
1587	0.0	0.0
1586	14.0	12.0
10308	801.0	387.0
1585	0.0	0.0
1584	0.0	0.0
100131842	4.0	0.0
10301	243.0	291.0
100131846	0.0	0.0
10300	2063.0	1806.0
10302	1493.0	1359.0
100287692	0.0	0.0
1596	0.0	0.0
1595	249.0	228.0
100131855	0.0	0.0
285220	162.0	581.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	10.0	15.0
100131874	2.0	0.0
100131879	0.0	0.0
442590	17.0	11.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	4.0	0.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	5415.0	11255.0
10371	243.0	75.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	3.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	6709.0	5632.0
100128252	2562.0	3576.0
100873835	0.0	0.0
285282	2208.0	1716.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	1.0
100873832	0.0	0.0
10379	145.0	181.0
285286	9.0	16.0
10381	37.0	41.0
10380	2263.0	2039.0
10383	29022.0	33914.0
10382	36.0	914.0
118813	1261.0	1849.0
102466906	0.0	0.0
118812	792.0	672.0
100885800	0.0	0.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	463.0	607.0
100873820	0.0	0.0
10384	705.0	913.0
10389	67.0	90.0
100873824	5.0	1.0
10388	62.0	131.0
100873823	0.0	0.0
100873822	2.0	0.0
100873821	0.0	0.0
285296	2.0	1.0
645065	0.0	0.0
100128237	0.0	0.0
10350	65.0	50.0
102466918	0.0	0.0
442582	239.0	176.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	99.0	77.0
10352	2190.0	2126.0
100873853	2.0	1.0
10351	493.0	297.0
100873852	0.0	0.0
10354	664.0	555.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	1.0	2.0
790952	0.0	0.0
100873857	0.0	0.0
10355	1.0	2.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	21.0	14.0
790955	3334.0	5556.0
100873854	0.0	0.0
131831	4.0	11.0
100128227	2.0	4.0
10361	253.0	430.0
10360	1178.0	1518.0
645073	0.0	0.0
442572	5.0	20.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1112.0	643.0
100873842	0.0	0.0
10362	13071.0	27717.0
100873841	0.0	0.0
10365	873.0	1337.0
100873840	0.0	0.0
10367	3292.0	3997.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	0.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	2.0	3.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1841.0	1648.0
100128217	0.0	0.0
503838	0.0	5.0
503837	0.0	0.0
503834	0.0	2.0
645084	9.0	0.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	17.0	1.0
503840	0.0	0.0
100885850	17.0	13.0
116211	6.0	11.0
100873875	0.0	0.0
10330	2597.0	3589.0
100873874	0.0	0.0
10332	0.0	4.0
100873873	0.0	0.0
10331	660.0	281.0
100873872	1.0	0.0
100873879	2.0	0.0
10333	35.0	38.0
100873878	0.0	0.0
10336	3650.0	3794.0
100873877	0.0	0.0
10335	8148.0	2208.0
285242	2.0	0.0
100885848	119.0	85.0
100873860	0.0	0.0
118856	3.0	8.0
645094	9.0	5.0
10349	10.0	12.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	0.0
10340	0.0	0.0
10343	19.0	17.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	8515.0	8455.0
100873861	0.0	0.0
100131801	1599.0	1741.0
10345	0.0	6.0
10344	6.0	0.0
100873867	0.0	0.0
10347	306.0	681.0
100873866	0.0	0.0
10346	1769.0	1056.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	1.0	0.0
10316	106.0	24.0
10318	6963.0	6280.0
10317	97.0	61.0
10319	548.0	224.0
100873897	0.0	0.0
100131810	1.0	0.0
100873896	2.0	3.0
100873895	0.0	0.0
100873894	28.0	30.0
10312	1750.0	3250.0
10311	2290.0	1752.0
100131814	53.0	75.0
10314	5167.0	4400.0
100873899	0.0	0.0
10313	20577.0	11947.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	173.0	325.0
285267	383.0	247.0
100873882	1.0	1.0
285268	1500.0	1043.0
100873881	2.0	38.0
100873880	0.0	0.0
202915	4179.0	2317.0
100885864	0.0	0.0
100885866	73.0	38.0
102466967	0.0	0.0
10327	7973.0	11285.0
10326	46.0	21.0
10329	1656.0	1407.0
10328	1195.0	1698.0
442523	119.0	104.0
442524	124.0	64.0
442525	3.0	5.0
100873886	1.0	9.0
100873885	0.0	0.0
10321	357244.0	290.0
100873884	0.0	0.0
10320	282.0	255.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1808.0	2671.0
100873889	0.0	0.0
100131825	13.0	23.0
10325	975.0	945.0
100873888	0.0	0.0
100131827	533.0	425.0
100873887	0.0	0.0
10324	127.0	80.0
344178	1.0	0.0
102466972	0.0	0.0
116135	3.0	0.0
102466985	0.0	0.0
344167	1.0	1.0
102466984	0.0	0.0
128102	50.0	2.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	395.0	769.0
116123	2.0	0.0
102466995	0.0	0.0
116113	5807.0	8904.0
83259	6.0	6.0
116115	1004.0	1045.0
344148	270.0	257.0
128153	229.0	109.0
645001	0.0	0.0
10291	7734.0	7419.0
645000	2.0	8.0
10290	2961.0	1126.0
10293	198.0	120.0
10295	5592.0	5202.0
10294	5319.0	5167.0
100128292	72.0	67.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	0.0	4.0
100873919	0.0	0.0
100873918	0.0	3.0
100873917	0.0	0.0
10297	293.0	138.0
10296	3849.0	4276.0
100128299	6.0	5.0
10299	8743.0	7954.0
10298	9244.0	7142.0
100873912	20.0	24.0
100873911	0.0	0.0
116173	42.0	26.0
100873910	0.0	0.0
645015	8.0	7.0
200315	5.0	26.0
200316	200.0	117.0
200312	1300.0	1078.0
100873904	0.0	0.0
100873902	1.0	1.0
100873909	0.0	0.0
100873907	2.0	5.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	18.0	19.0
100873900	0.0	0.0
645024	3.0	0.0
100775107	3.0	4.0
10270	1928.0	1967.0
645027	3.0	0.0
10273	4327.0	4283.0
100775104	15.0	10.0
10272	1878.0	767.0
100008586	0.0	0.0
116149	44.0	51.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	57.0	7.0
100873935	2.0	0.0
116159	431.0	398.0
100873939	1.0	3.0
100873930	9.0	166.0
10274	2182.0	1052.0
10277	4490.0	3290.0
10276	6931.0	4695.0
10279	308.0	220.0
100873934	0.0	0.0
10278	1979.0	3030.0
100873933	0.0	1.0
116151	14506.0	18880.0
100873932	3.0	1.0
116150	2356.0	1957.0
100128275	0.0	0.0
10280	4866.0	7142.0
10282	4159.0	2338.0
10281	0.0	0.0
10284	10572.0	11747.0
647696	1.0	0.0
10283	1145.0	1399.0
116138	6968.0	7383.0
645030	0.0	1.0
1602	1110.0	1072.0
1601	3902.0	2800.0
100873926	0.0	0.0
1600	284.0	148.0
100128260	0.0	1.0
116143	141.0	153.0
100873924	18.0	2.0
100873929	1.0	0.0
100873928	0.0	0.0
10286	2339.0	3043.0
10285	2120.0	1834.0
1609	1257.0	848.0
100128266	0.0	3.0
1608	121.0	77.0
10288	85.0	80.0
1607	9.0	3.0
10287	283.0	409.0
1606	1634.0	4165.0
100873923	5.0	6.0
10289	3394.0	2217.0
1605	10252.0	8726.0
100128262	25.0	270.0
100873922	1.0	0.0
1604	1920.0	1969.0
100873921	0.0	0.0
1603	7042.0	9722.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	5.0	0.0
319133	16.0	49.0
319134	10.0	18.0
100287635	0.0	0.0
319130	5.0	6.0
319139	0.0	0.0
319135	1.0	6.0
100287630	0.0	0.0
319136	0.0	0.0
552891	2.0	0.0
319138	22.0	28.0
1613	4048.0	4288.0
200350	3.0	3.0
1612	895.0	1505.0
1611	13318.0	15971.0
165140	133.0	95.0
1610	0.0	1.0
552889	11856.0	10700.0
1618	1.0	4.0
1617	0.0	0.0
1616	3924.0	4030.0
1615	5505.0	5471.0
319142	0.0	0.0
319143	1.0	2.0
319144	0.0	0.0
319145	2.0	1.0
100287625	0.0	0.0
1624	2.0	2.0
1623	0.0	0.0
1622	33645.0	20240.0
1621	21.0	23.0
1620	169.0	507.0
1629	3972.0	3821.0
552879	0.0	0.0
1628	1401.0	413.0
1627	4034.0	4488.0
319111	1.0	0.0
128178	325.0	151.0
319112	1.0	3.0
100287616	363.0	372.0
393046	0.0	0.0
319117	3.0	1.0
319118	0.0	1.0
319114	1.0	6.0
1635	5081.0	5431.0
200373	38.0	12.0
1634	12614.0	4434.0
1633	1562.0	1280.0
1632	4286.0	7143.0
552860	22.0	3.0
1630	14.0	9.0
1639	7026.0	8033.0
1638	105.0	5.0
1636	674.0	2583.0
319122	0.0	0.0
319123	0.0	0.0
100287603	0.0	1.0
319128	11.0	9.0
319129	6.0	4.0
1646	138.0	53.0
1645	408.0	173.0
1644	33.0	475.0
1643	837.0	732.0
85824	31.0	22.0
1642	18445.0	19425.0
1641	6.0	0.0
552859	0.0	2.0
1649	1114.0	842.0
1647	1907.0	1345.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	12.0	7.0
1660	9333.0	9714.0
1657	3380.0	14629.0
1656	12718.0	9865.0
1655	18309.0	33333.0
1654	10811.0	15256.0
1653	7506.0	5829.0
1652	5007.0	7052.0
346708	0.0	0.0
1650	11974.0	20452.0
346702	1.0	3.0
1659	2565.0	2999.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	6.0
1670	0.0	0.0
319103	0.0	0.0
1668	1.0	0.0
1667	0.0	0.0
1666	5577.0	4367.0
1665	6055.0	7048.0
1663	1003.0	619.0
1662	2922.0	2116.0
1661	0.0	3.0
1669	0.0	0.0
1678	594.0	565.0
1677	346.0	251.0
1676	4415.0	3391.0
1675	460.0	619.0
1674	272417.0	92707.0
1673	0.0	0.0
1672	293.0	219.0
153129	406.0	488.0
1690	1151.0	563.0
165100	0.0	0.0
1687	888.0	265.0
85865	2698.0	1400.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	2.0	7.0
10415	3.0	9.0
10417	3571.0	90650.0
493861	155.0	114.0
493860	11.0	12.0
100287591	0.0	0.0
10419	2426.0	3328.0
10418	3859.0	769.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	969.0	502.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	51.0	46.0
10411	869.0	460.0
10410	25447.0	14303.0
100873559	0.0	0.0
10413	11961.0	6599.0
100873558	0.0	0.0
10412	6248.0	5286.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1637.0	1022.0
442266	0.0	0.0
10425	4130.0	3801.0
442267	2.0	0.0
10428	3461.0	3377.0
10427	3226.0	2692.0
100861573	1.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	1070.0	1279.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	3306.0	1986.0
493856	1728.0	2864.0
100873549	0.0	0.0
10421	5458.0	5358.0
100873548	0.0	0.0
100131726	0.0	8.0
10424	3996.0	5940.0
100873547	0.0	0.0
10423	12692.0	9441.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	17.0	13.0
100873576	48.0	20.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	1.0
100873562	0.0	0.0
100287569	14.0	10.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	3.0	0.0
442291	0.0	0.0
100287567	0.0	0.0
10404	3039.0	2068.0
10403	567.0	167.0
10406	7021.0	5645.0
10408	0.0	0.0
10407	1.0	0.0
100131740	0.0	0.0
10409	3059.0	13437.0
100873567	0.0	0.0
100131743	3.0	5.0
100873566	2.0	1.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1582.0	2570.0
10402	974.0	189.0
100873569	0.0	0.0
10401	3471.0	1501.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	2.0	2.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	18.0	300.0
442240	2.0	2.0
442242	2.0	0.0
100287551	1.0	3.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	3.0	1.0
442239	1.0	0.0
100131755	690.0	437.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	3.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	4.0	7.0
442232	1.0	1.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	507.0	186.0
442260	0.0	1.0
442262	0.0	2.0
442255	1.0	0.0
442256	0.0	0.0
442257	0.0	0.0
442258	0.0	0.0
100131775	0.0	0.0
100131777	0.0	2.0
100287528	0.0	0.0
442252	1.0	2.0
100287520	60.0	67.0
442253	1.0	0.0
442245	0.0	0.0
442247	2.0	0.0
442249	4.0	5.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	16593.0	10097.0
100128139	0.0	0.0
10490	5486.0	4854.0
10493	8265.0	4663.0
10492	8214.0	7639.0
10495	1112.0	625.0
100128135	0.0	0.0
10494	5241.0	4794.0
10497	4139.0	12700.0
100128136	0.0	0.0
10499	4318.0	3943.0
128506	0.0	1.0
10498	3768.0	2394.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	4.0	9.0
116512	0.0	0.0
116519	0.0	0.0
105419997	0.0	0.0
100128126	37.0	4.0
100861506	0.0	0.0
10471	2665.0	2351.0
100861507	2.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	1.0	5.0
442221	0.0	0.0
442211	3.0	3.0
442213	78.0	97.0
442215	0.0	2.0
442216	3.0	3.0
116511	2.0	3.0
442217	0.0	1.0
442218	0.0	0.0
10473	2851.0	2358.0
10472	2616.0	2611.0
100533177	0.0	0.0
10475	1835.0	2232.0
100533178	0.0	0.0
100128115	1.0	0.0
10474	7707.0	10995.0
100533179	4.0	2.0
10477	6154.0	3243.0
10476	8330.0	7852.0
10479	619.0	666.0
10478	1739.0	2569.0
100128110	0.0	0.0
100128109	2.0	0.0
10480	13597.0	12894.0
100861516	0.0	4.0
100861517	12.0	9.0
10482	3802.0	6738.0
100861518	3.0	0.0
10481	20698.0	31741.0
100861519	18.0	12.0
100861513	1.0	0.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	16.0	19.0
100861510	1.0	6.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	78.0	85.0
442204	0.0	0.0
442205	0.0	0.0
10484	5328.0	2114.0
100128102	0.0	0.0
10483	6508.0	11896.0
