id	76a194e5-ba36-4e81-b0b4-6c22a69fe9b5	26b9d14a-da14-4062-8494-fb87b04e9d7b
54550	4.0	4.0
196996	509.0	377.0
400955	12.0	3.0
400954	182.0	55.0
54556	942.0	748.0
54555	2082.0	2783.0
400952	16.0	16.0
54554	892.0	985.0
400950	1.0	2.0
8846	630.0	740.0
100820709	1.0	2.0
8847	111.0	54.0
54558	1461.0	797.0
8844	1879.0	776.0
54557	968.0	922.0
8848	34598.0	20847.0
196993	77.0	54.0
8861	5743.0	4135.0
101928492	113.0	142.0
8864	7066.0	2358.0
6201	24387.0	29913.0
6203	42911.0	53879.0
8862	201.0	571.0
101928496	0.0	0.0
8863	6031.0	3221.0
6202	57213.0	81850.0
723972	3.0	3.0
400946	75.0	22.0
400945	68.0	32.0
54567	1111.0	767.0
54566	2943.0	2042.0
400941	1.0	0.0
8857	16490.0	2785.0
8858	5.0	8.0
54569	0.0	0.0
8856	9.0	11.0
54568	0.0	0.0
8859	710.0	730.0
8871	3231.0	3772.0
8872	2173.0	2220.0
6210	21123.0	24411.0
8870	6261.0	1988.0
100421500	0.0	0.0
8875	884.0	449.0
8876	71.0	61.0
8874	4664.0	8108.0
100421506	2.0	1.0
100421509	0.0	0.0
54570	1.0	0.0
400935	39.0	10.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	0.0
54571	0.0	0.0
54578	70.0	9.0
255631	137.0	30.0
400931	113.0	51.0
54577	1.0	2.0
54576	21.0	3.0
54575	1.0	0.0
6205	56616.0	66863.0
100506915	22.0	3.0
8869	1631.0	1156.0
6204	7338.0	8917.0
6207	18026.0	23017.0
6206	39262.0	58950.0
8867	1327.0	933.0
54579	0.0	0.0
6209	13830.0	14099.0
6208	42720.0	41925.0
170384	1288.0	960.0
100506916	0.0	0.0
8882	2138.0	2087.0
8883	2360.0	1533.0
8880	6221.0	5181.0
8881	3646.0	3690.0
8886	5494.0	4691.0
6223	30102.0	38636.0
100421512	1.0	0.0
8887	13585.0	15217.0
6222	76498.0	104090.0
8884	1821.0	2387.0
6224	36527.0	41923.0
100421515	14.0	11.0
54581	437.0	384.0
54580	1.0	0.0
54585	1867.0	1527.0
54584	356.0	354.0
54583	4756.0	4088.0
54587	4532.0	2295.0
54586	4.0	2.0
8879	7813.0	10979.0
170371	697.0	323.0
170370	0.0	0.0
8877	364.0	187.0
6218	31282.0	37517.0
6217	30392.0	40578.0
8878	17613.0	14152.0
6219	2.0	1.0
100506907	0.0	0.0
100506906	102.0	209.0
255649	0.0	0.0
6230	25466.0	29186.0
8893	3727.0	4383.0
8894	3658.0	4258.0
101928440	0.0	0.0
8891	1254.0	1356.0
6232	30900.0	30950.0
8892	1518.0	1675.0
6231	6214.0	6743.0
8897	878.0	1070.0
6234	12642.0	16630.0
8898	3270.0	6530.0
6233	26168.0	28724.0
8895	11452.0	12624.0
6236	463.0	202.0
8896	1944.0	1831.0
6235	11954.0	14150.0
101928442	0.0	0.0
101928448	2.0	1.0
8890	2214.0	3504.0
280659	0.0	0.0
280657	1.0	0.0
280658	0.0	0.0
280655	0.0	1.0
253039	3197.0	3072.0
6227	14288.0	16896.0
6226	3.0	3.0
6229	45308.0	60685.0
8888	5819.0	7448.0
6228	35048.0	46306.0
6241	348.0	612.0
6240	4178.0	4469.0
100421411	0.0	0.0
6242	1462.0	2001.0
100421413	6.0	4.0
101928455	4.0	2.0
6244	0.0	0.0
6247	3.0	10.0
100421415	8.0	10.0
6246	0.0	0.0
280644	2.0	0.0
253044	1.0	0.0
6238	24431.0	28458.0
6237	5367.0	2850.0
8899	6378.0	4967.0
6239	5788.0	7295.0
6252	1152.0	1450.0
100421420	6.0	4.0
6251	5101.0	4245.0
100421422	8.0	4.0
6253	1175.0	1386.0
6256	11215.0	8340.0
100421424	1.0	0.0
6258	53.0	21.0
6257	3511.0	3310.0
100421428	1.0	1.0
101928469	0.0	0.0
100421429	6.0	6.0
280637	0.0	0.0
280636	2888.0	2577.0
253018	69.0	66.0
253017	0.0	1.0
253012	254.0	80.0
6249	8822.0	8736.0
6248	0.0	0.0
6263	465.0	295.0
100421431	5.0	4.0
6262	1872.0	4641.0
100421432	3.0	2.0
101928470	0.0	0.0
100421433	3.0	0.0
100421436	48.0	80.0
100421439	0.0	0.0
6261	324.0	230.0
6260	2.0	2.0
6259	5634.0	3804.0
100421430	1.0	0.0
6274	105.0	23.0
6273	1692.0	371.0
6276	30.0	7.0
6275	4623.0	1295.0
6278	1.0	3.0
6277	26659.0	7268.0
6279	876.0	369.0
6272	10787.0	7156.0
6271	108.0	64.0
6285	179.0	77.0
6284	1471.0	800.0
100421455	0.0	0.0
6286	4343.0	934.0
6289	115.0	75.0
6288	448.0	285.0
6281	6528.0	6027.0
6280	2738.0	1167.0
6283	66.0	27.0
6282	15603.0	11187.0
123920	1808.0	1144.0
100421451	0.0	0.0
6296	3202.0	4044.0
6295	3.0	13.0
6297	1585.0	2919.0
6299	871.0	103.0
101928420	0.0	0.0
6290	0.0	0.0
6291	12.0	5.0
6294	5810.0	5398.0
6293	3642.0	3720.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	2.0	0.0
54505	3947.0	4277.0
280660	0.0	0.0
54504	1886.0	1316.0
280661	13.0	20.0
54503	1879.0	933.0
54502	13051.0	24490.0
54509	102.0	65.0
123904	2.0	1.0
54508	145.0	36.0
100421473	0.0	0.0
54507	845.0	321.0
100421487	0.0	0.0
133308	598.0	778.0
147945	4.0	0.0
123970	1.0	1.0
100421480	2.0	0.0
147947	1200.0	1723.0
147948	336.0	374.0
147949	372.0	512.0
100421484	1.0	0.0
100421485	0.0	0.0
100421498	2.0	0.0
100421499	0.0	0.0
101060006	1.0	1.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	4.0	4.0
147965	1096.0	1228.0
147968	78.0	25.0
107126289	0.0	0.0
107126287	1.0	0.0
101060039	0.0	3.0
121360	0.0	0.0
101060032	11.0	12.0
135924	0.0	0.0
135927	3.0	9.0
121355	15.0	15.0
147906	1901.0	1133.0
135932	154.0	119.0
101060045	2.0	0.0
135935	0.0	0.0
101060040	0.0	1.0
147912	1442.0	1364.0
135942	0.0	0.0
135941	0.0	0.0
121340	2.0	1.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	24.0	3.0
147923	717.0	986.0
147920	2.0	0.0
147929	246.0	260.0
104326192	0.0	0.0
104326193	0.0	8.0
375444	209.0	121.0
104326189	1.0	0.0
101060020	0.0	1.0
375449	7252.0	4200.0
104326188	0.0	0.0
121328	1.0	5.0
91653	3722.0	5089.0
389762	0.0	0.0
351143	0.0	1.0
389761	0.0	0.0
390756	0.0	0.0
27087	1173.0	7504.0
27085	236.0	160.0
27086	8968.0	10248.0
389756	0.0	2.0
147429	24.0	39.0
27089	4024.0	3472.0
91646	32.0	9.0
91647	832.0	1256.0
642968	17.0	2.0
135458	10.0	2.0
390766	0.0	0.0
27098	472.0	1243.0
27099	2.0	2.0
27097	1876.0	1496.0
389741	110.0	193.0
27090	1117.0	492.0
27091	0.0	0.0
27094	73.0	124.0
27095	2796.0	2964.0
27092	2039.0	2687.0
642976	4.0	1.0
400629	0.0	0.0
27093	0.0	2.0
160428	963.0	499.0
375133	190.0	199.0
387122	0.0	2.0
390730	1.0	0.0
390732	0.0	0.0
390735	1.0	1.0
387119	858.0	531.0
27063	91.0	151.0
387117	0.0	0.0
27069	10306.0	10290.0
400612	0.0	0.0
27067	2845.0	2915.0
27068	3135.0	4720.0
221908	601.0	494.0
341799	0.0	0.0
400619	583.0	188.0
642987	172.0	164.0
400618	39.0	26.0
400617	94.0	110.0
64065	20159.0	16159.0
91662	88.0	145.0
91663	18831.0	11139.0
64064	75.0	27.0
64067	190.0	180.0
64066	0.0	1.0
91661	1017.0	1029.0
91664	856.0	917.0
147463	1082.0	394.0
387111	3.0	1.0
27076	2099.0	1199.0
390748	0.0	0.0
27077	506.0	689.0
400604	105.0	99.0
27074	860.0	420.0
27075	5894.0	4024.0
389766	6.0	1.0
387103	170.0	151.0
387104	6.0	4.0
27079	533.0	492.0
389763	0.0	0.0
341784	3.0	4.0
642996	0.0	0.0
27072	5677.0	5657.0
160419	2.0	2.0
64061	4138.0	2443.0
400609	0.0	0.0
160418	3363.0	2657.0
64063	1415.0	713.0
27071	835.0	214.0
64062	4240.0	2564.0
91695	338.0	235.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	139.0	107.0
100313770	0.0	0.0
64077	1462.0	1179.0
91694	2283.0	2075.0
100313771	0.0	0.0
390790	3.0	0.0
221927	3595.0	3942.0
390792	4.0	2.0
400680	10.0	15.0
27043	4183.0	4346.0
27044	16975.0	33642.0
27042	1943.0	2243.0
389799	10.0	7.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	1347.0	297.0
100313777	0.0	0.0
27040	17.0	8.0
100313774	0.0	0.0
64073	952.0	74.0
64087	8072.0	28622.0
221914	26.0	20.0
64089	712.0	637.0
100313781	0.0	0.0
91683	394.0	322.0
91689	3017.0	3970.0
100313780	0.0	0.0
245908	0.0	0.0
91687	279.0	262.0
245909	0.0	0.0
400673	599.0	711.0
389792	433.0	231.0
389791	12.0	4.0
387129	0.0	0.0
400668	0.0	4.0
389787	52.0	13.0
64081	616.0	536.0
64080	372.0	153.0
64083	10505.0	13301.0
64084	3142.0	230.0
64098	511.0	356.0
64097	1422.0	541.0
400660	95.0	42.0
8909	27.0	29.0
27022	44.0	20.0
8907	2821.0	2596.0
341757	0.0	0.0
400658	23.0	18.0
8908	713.0	981.0
147407	2.0	1.0
27020	13704.0	7701.0
400657	685.0	518.0
27023	2.0	0.0
400654	0.0	0.0
64090	15.0	2.0
64092	501.0	276.0
64091	1232.0	653.0
8900	42.0	11.0
64094	6285.0	9541.0
8905	1865.0	743.0
147409	151.0	8.0
64093	6642.0	1906.0
8906	2272.0	2106.0
64096	2.0	1.0
8904	5402.0	4496.0
221935	984.0	797.0
221937	4260.0	4095.0
221938	1.0	0.0
400652	13.0	5.0
400650	4.0	4.0
27039	9.0	7.0
27032	15250.0	31090.0
27033	36.0	34.0
27030	2047.0	1840.0
27031	730.0	407.0
27036	58.0	65.0
400645	0.0	0.0
27037	1578.0	2167.0
400644	1.0	2.0
27034	4535.0	17957.0
400643	97.0	252.0
27035	312.0	135.0
8912	9577.0	5300.0
100313769	2.0	0.0
8913	367.0	1251.0
8910	1655.0	773.0
8911	38.0	8.0
8916	4420.0	4534.0
8914	1356.0	1833.0
8915	1881.0	1259.0
245935	0.0	0.0
245936	0.0	0.0
245937	14.0	2.0
245938	24.0	0.0
8930	2175.0	1736.0
245939	0.0	0.0
221960	274.0	328.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	8233.0	9688.0
8927	205.0	207.0
8928	1.0	8.0
8925	7933.0	8644.0
8926	41.0	53.0
221955	1131.0	1363.0
8941	31.0	5.0
8942	331.0	158.0
375189	32.0	45.0
8940	35.0	27.0
245940	0.0	0.0
206338	10.0	5.0
375190	715.0	450.0
196446	42.0	61.0
8934	2737.0	3695.0
8935	3432.0	2450.0
196441	3177.0	2233.0
8932	4113.0	3625.0
8933	5318.0	3855.0
8938	1252.0	1708.0
8939	4753.0	4831.0
8936	646.0	616.0
326105	4.0	2.0
245913	2.0	0.0
245915	4.0	0.0
221981	2156.0	1107.0
245910	1.0	0.0
206358	2629.0	2234.0
245911	0.0	0.0
245912	1.0	2.0
196415	0.0	0.0
642909	2.0	1.0
642907	0.0	0.0
8945	3319.0	3715.0
54659	14.0	121.0
54658	0.0	0.0
8943	11414.0	14203.0
54657	0.0	0.0
8944	0.0	0.0
196410	137.0	82.0
245927	0.0	0.0
245928	0.0	0.0
6300	449.0	835.0
245929	0.0	0.0
6302	3465.0	3545.0
6301	8249.0	8776.0
160492	8.0	1.0
54662	3458.0	4118.0
54661	9.0	4.0
54660	78.0	46.0
54665	3090.0	2372.0
54664	8612.0	5615.0
54663	1127.0	1234.0
8970	192.0	216.0
8971	8210.0	7044.0
101928363	10.0	6.0
8974	1976.0	1366.0
6311	3039.0	4804.0
8975	2079.0	2458.0
6310	5039.0	3491.0
91612	3944.0	3382.0
100421601	0.0	0.0
8972	1455.0	67.0
8973	9.0	3.0
245972	139.0	107.0
245973	223.0	115.0
54677	4667.0	3268.0
54676	2568.0	2103.0
54675	2592.0	7928.0
147468	0.0	0.0
54674	272.0	159.0
6304	5915.0	4998.0
6303	20828.0	15896.0
8968	1.0	5.0
6305	7306.0	6153.0
91603	1251.0	1013.0
91608	446.0	138.0
6307	4379.0	4090.0
642924	15.0	16.0
8969	121.0	581.0
6309	12318.0	13638.0
91607	1866.0	994.0
6320	429.0	213.0
6322	663.0	485.0
8985	2761.0	3846.0
8986	2184.0	2745.0
64002	400.0	1975.0
101928378	141.0	146.0
6324	527.0	269.0
64005	629.0	576.0
6323	3.0	0.0
101928376	8.0	12.0
54680	2049.0	1540.0
642938	28.0	36.0
54682	4055.0	4049.0
54681	2705.0	5074.0
196403	2588.0	2344.0
6315	0.0	0.0
6314	3083.0	2380.0
6317	106.0	62.0
8976	7047.0	6467.0
6319	13650.0	45718.0
6318	25.0	22.0
642935	7.0	10.0
8992	8401.0	9742.0
8993	19.0	10.0
6331	310.0	101.0
8991	9912.0	5072.0
6330	753.0	496.0
100421621	15.0	8.0
8996	1816.0	1693.0
101928388	3.0	6.0
6332	1299.0	1751.0
8997	1050.0	704.0
8994	4527.0	5377.0
6335	160.0	106.0
8995	23.0	10.0
6334	517.0	342.0
147495	9650.0	4233.0
100421629	0.0	2.0
8989	88.0	13.0
6326	58.0	16.0
8987	410.0	245.0
6328	104.0	30.0
91624	4983.0	2724.0
6327	252.0	160.0
8988	15.0	3.0
6329	35.0	11.0
642946	36.0	61.0
6340	1172.0	411.0
6342	11387.0	12349.0
6341	2580.0	3192.0
6344	14.0	9.0
100421633	0.0	0.0
6343	4.0	3.0
100421634	0.0	1.0
6346	1.0	0.0
6345	171.0	188.0
100421638	0.0	1.0
642958	1.0	1.0
642959	0.0	0.0
6337	10998.0	7840.0
642952	0.0	0.0
6336	0.0	5.0
6339	128.0	103.0
91614	123.0	70.0
8999	121.0	41.0
6338	1222.0	393.0
642954	33.0	26.0
6351	238.0	188.0
6352	1706.0	871.0
6355	80.0	16.0
6354	4.0	5.0
6357	48.0	11.0
6356	14.0	36.0
100421528	0.0	2.0
6348	121.0	180.0
6347	3559.0	3098.0
196394	401.0	299.0
6362	45.0	204.0
6361	11.0	8.0
6364	253.0	68.0
6363	893.0	322.0
100421533	21.0	41.0
6366	1367.0	1001.0
100421535	0.0	3.0
6368	134.0	45.0
6367	258.0	287.0
101928337	1.0	3.0
6360	20.0	7.0
255349	2.0	1.0
6359	7.0	1.0
6358	408.0	94.0
6373	307.0	224.0
101928340	7.0	2.0
6372	1451.0	445.0
100421542	0.0	1.0
6375	24.0	10.0
6374	333.0	148.0
100421545	9.0	7.0
6376	14806.0	10231.0
101928345	0.0	8.0
100421549	0.0	0.0
6370	3.0	0.0
255313	0.0	0.0
196374	1.0	0.0
6369	20.0	30.0
6383	7703.0	7082.0
6386	10344.0	9883.0
6385	15861.0	6804.0
6388	2354.0	3095.0
6387	5263.0	2666.0
6389	6274.0	6692.0
255330	0.0	0.0
6382	16975.0	6157.0
102724246	15.0	3.0
255324	33.0	7.0
196385	79.0	89.0
196383	4030.0	2324.0
100421550	2.0	0.0
6397	5159.0	3978.0
100421565	0.0	0.0
6396	5189.0	5771.0
100421566	1.0	0.0
6399	861.0	977.0
6398	2027.0	1198.0
6391	5467.0	5729.0
6390	2864.0	3294.0
6392	4359.0	3753.0
282997	86.0	110.0
282996	66.0	82.0
100134229	440.0	646.0
282991	1671.0	1788.0
100421560	0.0	0.0
100421577	21.0	19.0
100421579	1.0	4.0
255394	887.0	955.0
102724224	7.0	2.0
54600	1.0	0.0
54602	4405.0	2455.0
282980	0.0	0.0
54606	3186.0	3748.0
100421572	0.0	0.0
100421588	0.0	4.0
100421589	195.0	89.0
282974	434.0	836.0
282973	352.0	338.0
54619	598.0	527.0
100421581	0.0	0.0
196335	4.0	4.0
100421582	13.0	10.0
54617	3585.0	3384.0
100421598	0.0	1.0
100421599	0.0	0.0
255374	142.0	180.0
282969	313.0	506.0
102724201	0.0	0.0
282966	1.0	0.0
54622	2064.0	1872.0
100134259	21.0	22.0
54621	2195.0	2239.0
54620	1480.0	1075.0
54626	392.0	410.0
54625	5978.0	5647.0
54623	4754.0	4429.0
54629	5322.0	4164.0
54627	277.0	180.0
27005	1690.0	1919.0
27006	11.0	8.0
27000	1603.0	1375.0
27004	6.0	6.0
27018	5878.0	6571.0
27019	5.0	2.0
400591	3.0	2.0
27010	292.0	190.0
27012	2.0	0.0
27013	5708.0	6843.0
400581	10.0	3.0
400578	15.0	1.0
400569	989.0	1121.0
400566	283.0	383.0
389715	0.0	1.0
100313829	0.0	0.0
390729	0.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	37.0	16.0
389730	0.0	0.0
100038246	1.0	0.0
389727	0.0	0.0
91775	2316.0	1085.0
390872	0.0	0.0
390874	1.0	1.0
654835	0.0	0.0
400759	247.0	106.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	2.0	2.0
400752	106.0	215.0
137994	123.0	68.0
642843	8.0	7.0
91768	723.0	454.0
64151	117.0	248.0
64150	467.0	214.0
64168	563.0	274.0
64167	7372.0	5261.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	1.0	0.0
125988	1725.0	2263.0
400746	211.0	655.0
400745	41.0	17.0
389866	9.0	4.0
150962	767.0	647.0
64175	1175.0	1359.0
162968	128.0	86.0
64174	154.0	144.0
162966	523.0	399.0
162967	2571.0	2220.0
162962	609.0	540.0
162963	426.0	462.0
125981	51.0	92.0
149992	0.0	1.0
390856	0.0	0.0
390858	234.0	82.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	1.0	0.0
27185	468.0	1071.0
149986	3009.0	3046.0
147323	0.0	2.0
326293	0.0	2.0
100313839	0.0	0.0
389898	1.0	2.0
100313837	0.0	0.0
326295	1.0	0.0
27189	2.0	2.0
100313838	0.0	0.0
326294	0.0	1.0
125972	2.0	7.0
642864	0.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	134.0	95.0
27183	3474.0	3032.0
64170	317.0	164.0
642869	0.0	1.0
27180	127.0	97.0
27181	176.0	149.0
64172	460.0	518.0
100313830	0.0	0.0
375248	263.0	229.0
91782	3418.0	3940.0
27197	23.0	47.0
147339	2472.0	2058.0
27198	426.0	2273.0
27195	0.0	0.0
125965	20.0	14.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	45.0	36.0
400720	892.0	1229.0
149998	7.0	0.0
389884	3.0	1.0
326286	0.0	0.0
27190	54.0	18.0
64180	44.0	31.0
27193	0.0	0.0
100313842	0.0	2.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	37.0	23.0
64184	7.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	4.0	9.0
387264	6.0	3.0
387263	1968.0	2138.0
206412	25.0	24.0
27164	1001.0	164.0
27165	104.0	66.0
27163	4056.0	13188.0
400799	2.0	1.0
400798	32.0	25.0
27166	1545.0	1997.0
400797	0.0	0.0
326272	0.0	0.0
326275	1.0	2.0
326277	1.0	1.0
326279	12.0	8.0
27160	3.0	5.0
27161	3719.0	3426.0
326278	3.0	2.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	1.0	1.0
387254	0.0	0.0
400793	1018.0	935.0
150928	105.0	58.0
27175	1692.0	801.0
149934	0.0	0.0
27173	8115.0	7657.0
150921	4.0	6.0
27179	0.0	0.0
27177	10.0	0.0
27178	0.0	0.0
341883	151.0	313.0
341880	33.0	53.0
27170	0.0	0.0
326269	0.0	0.0
137964	4123.0	5913.0
390892	0.0	0.0
375298	391.0	207.0
149951	2607.0	2418.0
27148	1486.0	2220.0
390895	0.0	0.0
206426	1.0	1.0
27143	1342.0	974.0
27141	101.0	48.0
27146	21.0	11.0
106029310	0.0	0.0
27147	1209.0	824.0
27145	537.0	373.0
123355	950.0	1059.0
137970	1041.0	2557.0
375287	1604.0	1156.0
387276	0.0	0.0
27159	9.0	1.0
387273	7.0	1.0
150947	0.0	0.0
150946	366.0	586.0
27153	1771.0	1805.0
27154	5913.0	7582.0
400769	6.0	0.0
27151	8424.0	3974.0
27152	1303.0	1141.0
123346	1.0	7.0
27158	814.0	843.0
400765	1.0	0.0
100293516	758.0	771.0
387266	0.0	0.0
27156	25.0	11.0
149954	0.0	0.0
387267	0.0	0.0
375295	161.0	19.0
100313886	0.0	1.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	2.0	0.0
160365	14.0	19.0
160364	151.0	91.0
102724316	1228.0	1170.0
54754	0.0	2.0
54753	1871.0	1408.0
54752	2.0	5.0
54751	8242.0	5755.0
54758	1563.0	1850.0
54757	352.0	200.0
54756	1679.0	1403.0
101928290	129.0	42.0
6401	9472.0	2815.0
6400	12895.0	38068.0
102724307	3.0	0.0
54760	125.0	120.0
54765	8562.0	10608.0
54764	2078.0	1921.0
54763	0.0	1.0
54762	775.0	1085.0
54769	48.0	10.0
54768	26.0	46.0
54766	0.0	0.0
159371	260.0	183.0
100421700	3.0	0.0
100421701	3.0	5.0
100421702	1.0	1.0
100421704	6.0	26.0
100421705	1.0	0.0
100421706	2.0	0.0
100421707	1.0	0.0
100421708	1.0	1.0
100421709	0.0	0.0
54776	6806.0	4592.0
91703	68.0	297.0
6403	1837.0	873.0
6402	948.0	416.0
6405	5536.0	9230.0
54778	2783.0	2677.0
6404	1281.0	757.0
54777	20.0	11.0
6407	35131.0	7.0
6406	110174.0	20.0
64100	14.0	1.0
64102	40.0	31.0
6421	14842.0	11824.0
100421710	0.0	0.0
64101	172.0	119.0
6423	4749.0	1910.0
6422	9602.0	12538.0
64106	62.0	28.0
64105	97.0	83.0
64108	618.0	265.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	14.0	7.0
54780	2322.0	1988.0
54785	574.0	629.0
54784	655.0	846.0
6414	14490.0	25365.0
6416	2919.0	3655.0
54788	3635.0	4152.0
6415	10181.0	8783.0
6418	17251.0	16729.0
6419	1602.0	1659.0
6430	19590.0	12585.0
64111	0.0	0.0
162989	1769.0	1578.0
64110	3479.0	3885.0
6432	7844.0	5088.0
6431	12933.0	10082.0
64112	3891.0	5050.0
64115	5566.0	2571.0
6434	8517.0	6154.0
101928243	35.0	106.0
6433	2573.0	2121.0
64114	15675.0	19743.0
101928244	1.0	1.0
100421724	4.0	4.0
64116	1995.0	4669.0
64118	3925.0	9017.0
101928248	33.0	49.0
100421728	0.0	0.0
54790	3034.0	2707.0
100421729	0.0	0.0
104548973	4.0	2.0
104548972	2.0	0.0
54793	2808.0	2276.0
400713	1389.0	1326.0
104548971	11.0	10.0
104548970	0.0	0.0
54798	245.0	191.0
255411	0.0	0.0
54797	839.0	898.0
54796	1469.0	833.0
54795	8926.0	38645.0
6425	82.0	19.0
6424	1260.0	2046.0
150992	0.0	0.0
6427	5860.0	3965.0
54799	1977.0	1825.0
6426	9103.0	8062.0
6429	6645.0	5131.0
6428	17501.0	11030.0
162979	189.0	45.0
6441	98.0	144.0
64122	1548.0	2459.0
64121	1306.0	1221.0
6440	3.0	1.0
100421731	2.0	0.0
6443	4074.0	2010.0
101928256	0.0	0.0
6442	537.0	468.0
64123	2411.0	1029.0
100421733	0.0	0.0
6445	252.0	63.0
100421734	0.0	0.0
6444	1770.0	2946.0
160313	1.0	1.0
100421736	0.0	0.0
64127	210.0	157.0
162972	914.0	819.0
64129	5011.0	2046.0
255426	18.0	12.0
642818	1.0	0.0
642819	286.0	208.0
400709	19.0	14.0
6439	5.0	2.0
642812	3.0	3.0
64131	2308.0	1983.0
654817	63.0	43.0
6450	833.0	576.0
91750	918.0	926.0
64130	312.0	176.0
654816	68.0	35.0
6452	3378.0	2653.0
100421741	1.0	0.0
64132	2952.0	3665.0
6451	11325.0	10064.0
64135	1912.0	2365.0
91754	9268.0	8353.0
6453	4304.0	3063.0
6456	99.0	46.0
91752	284.0	114.0
64137	27.0	11.0
6455	5600.0	5412.0
147372	336.0	246.0
6447	258.0	77.0
6446	5400.0	2324.0
91748	5840.0	5156.0
6449	5025.0	6022.0
135398	72.0	8.0
91746	7626.0	6114.0
6448	3581.0	4964.0
91749	423.0	303.0
6461	1254.0	1101.0
6462	12.0	19.0
6465	1.0	0.0
100421754	0.0	0.0
64146	81.0	65.0
64145	3854.0	3308.0
6464	8148.0	6610.0
162998	9.0	10.0
100421756	5.0	2.0
101928276	0.0	0.0
64147	295.0	512.0
160335	2862.0	2746.0
6466	1.0	2.0
162993	930.0	575.0
64149	1245.0	1217.0
147381	15.0	9.0
255403	622.0	521.0
6458	22.0	15.0
6457	30.0	14.0
91734	1.0	0.0
6459	9.0	5.0
6472	2714.0	4492.0
6471	2.0	0.0
6474	10.0	5.0
6473	1.0	1.0
6476	160.0	447.0
6478	2549.0	2241.0
6477	884.0	810.0
101928200	33.0	13.0
100421648	2.0	0.0
6470	1993.0	1744.0
6469	1512.0	68.0
6468	4889.0	4873.0
6483	2268.0	1299.0
6482	3548.0	1446.0
100421652	0.0	0.0
6484	2371.0	1960.0
6487	1096.0	1207.0
196294	448.0	517.0
6489	1219.0	562.0
497661	507.0	552.0
100421657	0.0	0.0
6480	23273.0	26972.0
102724386	1.0	2.0
6494	2757.0	2022.0
6493	956.0	8182.0
6496	1.0	0.0
6495	1766.0	1565.0
6498	6481.0	2742.0
101928223	0.0	0.0
6497	11635.0	8400.0
6499	3194.0	3780.0
6490	103.0	116.0
6492	156.0	1.0
6491	398.0	744.0
101928232	3.0	0.0
100124700	5.0	0.0
102724368	5.0	5.0
196264	1538.0	1780.0
54700	3311.0	3152.0
54707	2053.0	1780.0
497634	0.0	1.0
54704	2804.0	2209.0
54708	3367.0	4587.0
160287	11.0	15.0
54714	2.0	1.0
54718	313.0	150.0
100421681	0.0	0.0
54716	11.0	11.0
54715	119.0	67.0
100421695	2.0	6.0
100421697	0.0	0.0
100421698	2.0	2.0
100421699	1.0	6.0
102724349	5.0	4.0
102724341	0.0	0.0
159296	3.0	185.0
54729	0.0	1.0
54726	4694.0	3612.0
100421694	0.0	0.0
255480	106.0	63.0
54732	9690.0	15832.0
54734	20.0	63.0
54733	3200.0	6356.0
54739	929.0	422.0
54738	136.0	442.0
54737	7266.0	5502.0
160298	6.0	7.0
102724321	0.0	0.0
255488	5536.0	5075.0
54742	32.0	18.0
54741	9449.0	7734.0
54749	3390.0	3750.0
137902	28.0	18.0
27128	1014.0	698.0
27129	2529.0	1282.0
29789	3759.0	5259.0
27127	25.0	20.0
27120	21.0	18.0
27121	19.0	2.0
29781	2316.0	1863.0
29780	1667.0	2123.0
27124	1098.0	394.0
27125	14388.0	10168.0
27122	11219.0	9251.0
29785	233.0	175.0
27123	492.0	201.0
125919	573.0	461.0
29799	193.0	373.0
390800	0.0	0.0
27131	5076.0	4983.0
654790	1140.0	189.0
27132	100.0	248.0
27130	1075.0	1174.0
29798	273.0	220.0
27136	35.0	3.0
29797	0.0	0.0
27133	22.0	1.0
29796	2899.0	3923.0
27134	2352.0	1228.0
27106	2584.0	1264.0
27107	2261.0	1565.0
29768	15.0	9.0
29767	1501.0	758.0
29766	6062.0	4856.0
27109	2617.0	2400.0
29761	4182.0	3823.0
29760	1410.0	1513.0
389813	311.0	192.0
389812	25.0	12.0
27102	10245.0	16007.0
