id	b6fd2d99-73d8-4881-a03c-fdc3c47cbd12	f950e572-3faa-4ee3-ba56-da53e1476fa7
225689	31.0	259.0
84519	49.0	123.0
84518	243.0	230.0
60559	7262.0	8971.0
100500914	0.0	0.0
2987	5687.0	6649.0
60558	1246.0	4194.0
84525	468.0	827.0
100500915	0.0	0.0
2986	0.0	1.0
84528	1.0	0.0
100500916	0.0	0.0
84527	796.0	1214.0
100500917	0.0	0.0
2984	58.0	37.0
84522	2382.0	4184.0
100500918	0.0	1.0
2983	755.0	1816.0
100500919	0.0	0.0
84524	475.0	754.0
2982	4220.0	7341.0
2981	0.0	0.0
84520	469.0	471.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	10.0	9.0
100500913	0.0	0.0
2999	47.0	18.0
84515	614.0	1210.0
100500903	0.0	0.0
2998	0.0	0.0
84514	3713.0	2527.0
100500904	0.0	8.0
2997	4557.0	5726.0
84517	79.0	64.0
100500905	0.0	0.0
84516	3887.0	5556.0
2996	4.0	8.0
100500906	0.0	0.0
2995	420.0	413.0
2994	0.0	1.0
100500908	2.0	0.0
84513	7526.0	5396.0
2993	1.0	1.0
100500909	0.0	0.0
2992	2835.0	2243.0
60561	636.0	1586.0
60560	1380.0	2334.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	0.0
154467	743.0	873.0
130497	253.0	78.0
84548	688.0	930.0
84547	209.0	461.0
100500938	0.0	1.0
84549	629.0	827.0
84546	0.0	0.0
84545	3224.0	2051.0
84542	673.0	697.0
84541	28.0	157.0
727795	21.0	42.0
84529	417.0	134.0
84536	397.0	78.0
84539	0.0	1.0
84532	6565.0	5040.0
84530	10.0	1.0
23729	227.0	116.0
201288	0.0	0.0
201283	399.0	484.0
23738	2.0	14.0
23731	5711.0	8002.0
23732	92.0	38.0
201299	2.0	122.0
201292	1179.0	2885.0
201294	321.0	305.0
23704	135.0	373.0
23705	3414.0	656.0
23708	873.0	121.0
252840	0.0	0.0
252841	0.0	0.0
100288897	146.0	1596.0
23710	5853.0	2091.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	3.0	16.0
100288861	0.0	0.0
84701	19.0	142.0
252884	268.0	119.0
84700	14.0	10.0
129841	0.0	0.0
94086	14.0	29.0
117854	185.0	81.0
100130450	1.0	2.0
154807	2491.0	8635.0
100129460	96.0	54.0
359710	0.0	0.0
94081	1750.0	2139.0
115201	626.0	952.0
100129468	1.0	0.0
100129464	1.0	0.0
286256	45.0	107.0
286257	1168.0	1303.0
100129459	1.0	0.0
100130447	0.0	0.0
129831	406.0	1021.0
646269	4.0	4.0
646262	0.0	0.0
286262	1533.0	1433.0
142827	0.0	0.0
100129452	5.0	1.0
646278	6.0	63.0
100130435	0.0	0.0
727800	547.0	1069.0
646270	11.0	14.0
154822	19.0	12.0
23782	4.0	5.0
23783	0.0	0.0
23784	66.0	12.0
23786	2868.0	4948.0
23787	11480.0	15103.0
646273	0.0	0.0
23788	2866.0	7658.0
359730	2.0	1.0
359731	0.0	0.0
23780	1687.0	2931.0
23781	2.0	1.0
345079	190.0	1816.0
154810	6841.0	5964.0
100129438	0.0	0.0
94097	885.0	1262.0
359737	0.0	0.0
359738	0.0	0.0
359739	1.0	8.0
646282	537.0	58.0
359736	2.0	0.0
359740	1.0	4.0
359741	0.0	0.0
359742	0.0	0.0
359743	27.0	65.0
139201	8.0	15.0
129804	201.0	455.0
129807	3.0	36.0
129880	404.0	425.0
23768	520.0	465.0
23769	45.0	36.0
129881	29.0	38.0
100130418	98.0	11.0
345062	1.0	2.0
286204	3.0	8.0
100129428	0.0	0.0
286205	724.0	1000.0
100129427	0.0	0.0
23760	2370.0	5604.0
359748	0.0	0.0
100862854	0.0	0.0
286207	83.0	223.0
359749	0.0	1.0
23761	1817.0	1999.0
100862855	0.0	0.0
23762	473.0	792.0
23764	3481.0	791.0
359744	1.0	4.0
100862850	0.0	0.0
23765	2659.0	1711.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	3053.0	140.0
100862853	0.0	0.0
359747	0.0	1.0
359751	0.0	0.0
359752	1.0	0.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	132.0	178.0
129870	0.0	0.0
100130405	0.0	2.0
100130402	0.0	0.0
23772	1.0	0.0
23774	2362.0	4473.0
359755	1.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	17491.0	14885.0
359761	3.0	29.0
129868	0.0	3.0
23746	0.0	0.0
102465502	1.0	0.0
102465501	0.0	0.0
100129407	1.0	0.0
102465500	0.0	0.0
286223	19.0	41.0
23749	0.0	0.0
100129403	2.0	0.0
345041	2.0	8.0
100129405	59.0	145.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	8755.0	7157.0
102465507	0.0	0.0
23742	2.0	3.0
359766	0.0	0.0
23743	199.0	66.0
359767	0.0	0.0
102465505	0.0	0.0
130813	21.0	13.0
23744	1.0	2.0
102465504	1.0	1.0
130814	1282.0	967.0
102465503	0.0	0.0
359774	1.0	2.0
359775	0.0	0.0
359776	0.0	0.0
359770	2.0	0.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	0.0
100129401	0.0	1.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	2.0
23759	3474.0	4145.0
102465511	0.0	0.0
286234	2.0	0.0
102465510	0.0	0.0
129852	10.0	12.0
347694	4.0	0.0
286239	0.0	0.0
23751	0.0	0.0
102465519	0.0	1.0
23752	4.0	1.0
23753	1141.0	1009.0
115207	1819.0	11291.0
359777	0.0	0.0
102465517	0.0	0.0
130827	230.0	251.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1411.0	2254.0
23755	5.0	1.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	64.0	34.0
347688	4.0	11.0
102465524	0.0	0.0
94005	4681.0	5259.0
102465523	0.0	0.0
102465522	0.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	133.0	64.0
727866	1.0	0.0
57060	1700.0	2523.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	7203.0	11037.0
102465526	0.0	0.0
727865	5.0	5.0
102465525	0.0	0.0
84687	3196.0	6427.0
727859	0.0	0.0
84689	10.0	27.0
84688	26.0	12.0
139135	0.0	0.0
84684	0.0	3.0
84681	1239.0	1091.0
84680	742.0	685.0
102465535	0.0	1.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	3.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	0.0	1.0
727851	49.0	88.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	3686.0	4907.0
84676	3.0	17.0
84675	0.0	0.0
140123	0.0	0.0
84678	1399.0	2569.0
84677	0.0	0.0
84672	0.0	0.0
84671	788.0	1012.0
84674	98.0	194.0
84673	0.0	0.0
152101	0.0	0.0
152100	524.0	1343.0
94027	17.0	0.0
94026	2.0	1.0
94025	281.0	17.0
129787	1479.0	3227.0
57088	787.0	467.0
127124	2.0	0.0
57089	639.0	1096.0
57082	67.0	1021.0
57084	0.0	0.0
57085	7706.0	11498.0
152118	0.0	0.0
152110	104.0	41.0
154790	0.0	4.0
154791	725.0	570.0
646201	0.0	0.0
57091	45.0	39.0
94015	318.0	601.0
57092	5300.0	9757.0
646202	16.0	46.0
57097	1544.0	1652.0
57099	444.0	489.0
727879	0.0	5.0
57093	0.0	28.0
166752	0.0	4.0
57094	335.0	11.0
57095	2960.0	4411.0
57096	23.0	76.0
139163	0.0	0.0
84698	168.0	42.0
84699	1.0	1.0
84694	0.0	0.0
84693	785.0	802.0
100499563	0.0	0.0
84696	76.0	216.0
84695	107.0	348.0
84690	0.0	0.0
84692	4.0	2.0
84691	3.0	10.0
130752	51.0	443.0
646213	0.0	0.0
100130495	4.0	8.0
646208	7.0	60.0
94039	408.0	694.0
94031	446.0	744.0
94030	23.0	116.0
100130484	0.0	0.0
94033	0.0	0.0
94032	20.0	45.0
727810	2.0	1.0
100130481	0.0	0.0
100130480	0.0	0.0
115196	310.0	428.0
727805	0.0	1.0
139105	0.0	0.0
646218	1.0	0.0
347744	61.0	81.0
347741	11.0	0.0
646231	0.0	0.0
154743	776.0	1499.0
130773	1.0	2.0
727842	1.0	1.0
100129480	125.0	174.0
100129482	471.0	1000.0
727837	0.0	0.0
347736	42.0	38.0
347733	75.0	34.0
347732	26.0	12.0
347735	12493.0	2746.0
347734	4029.0	8227.0
347731	2.0	0.0
646243	0.0	0.0
94059	1327.0	752.0
347730	17.0	4.0
646249	0.0	0.0
201305	66.0	6.0
100130466	0.0	2.0
727833	0.0	0.0
727835	2.0	0.0
100130462	0.0	0.0
94056	5489.0	10394.0
100130461	0.0	2.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	43.0	85.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	5688.0	8094.0
347717	0.0	0.0
347716	7.0	9.0
101154644	0.0	0.0
152195	509.0	917.0
100288831	0.0	0.0
164153	0.0	6.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	1.0
347706	0.0	0.0
152189	885.0	1665.0
347705	0.0	0.0
347702	0.0	0.0
152185	676.0	1294.0
347701	0.0	0.0
100288827	5.0	2.0
100288825	0.0	0.0
57000	20.0	16.0
57001	611.0	1363.0
84618	0.0	1.0
84617	1759.0	2177.0
84619	444.0	502.0
57007	314.0	1547.0
84624	6.0	2764.0
84627	613.0	519.0
84626	745.0	571.0
57002	383.0	228.0
57003	8367.0	13245.0
84620	43.0	143.0
84623	14.0	15.0
57004	1.0	0.0
84622	340.0	375.0
100288814	7.0	8.0
57010	151.0	314.0
57017	2812.0	5845.0
84614	748.0	2045.0
57018	3068.0	4394.0
57019	1737.0	5332.0
84616	0.0	0.0
84612	353.0	390.0
57016	3.0	1.0
96626	0.0	0.0
100288805	45.0	18.0
100288801	1.0	1.0
100288802	0.0	0.0
57020	2503.0	4776.0
164127	2.0	14.0
166785	465.0	691.0
84639	0.0	37.0
84647	0.0	2.0
84649	466.0	642.0
60678	1603.0	2155.0
60677	3.0	0.0
84648	0.0	0.0
60676	2.0	24.0
84643	0.0	0.0
60675	4.0	4.0
139170	2.0	3.0
101154686	0.0	0.0
84645	180.0	93.0
60674	5223.0	7428.0
57026	33.0	66.0
60673	1759.0	1989.0
152138	0.0	0.0
60672	1008.0	1442.0
152137	3316.0	4630.0
252946	0.0	0.0
84641	3046.0	5663.0
252948	2.0	2.0
84640	1704.0	3662.0
252949	0.0	0.0
154796	3871.0	861.0
96610	95.0	180.0
164118	1.0	2.0
84629	9841.0	11688.0
84628	181.0	134.0
727897	128.0	31.0
57030	8.0	20.0
84636	10.0	10.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	1759.0	2629.0
84632	1451.0	1228.0
60686	628.0	455.0
84631	22.0	25.0
57037	1045.0	649.0
84634	0.0	34.0
60685	4958.0	6570.0
105370183	1.0	0.0
57038	1810.0	1560.0
60684	1958.0	3901.0
60682	843.0	2057.0
60681	1736.0	13057.0
84630	18.0	21.0
60680	67.0	226.0
252953	0.0	0.0
252954	0.0	0.0
139189	5.0	9.0
252955	0.0	0.0
252956	0.0	0.0
57045	3581.0	4421.0
84669	1043.0	4037.0
84668	345.0	1192.0
84665	0.0	1.0
57047	4.0	0.0
84664	0.0	0.0
84667	2.0	2.0
84666	1.0	4.0
84661	1668.0	2526.0
84660	8.0	51.0
84662	1003.0	860.0
648809	1.0	1.0
648822	0.0	1.0
57053	22.0	43.0
57054	0.0	0.0
57055	0.0	0.0
57050	1430.0	1969.0
166793	243.0	284.0
84658	22.0	6.0
84657	42.0	26.0
84659	53.0	5.0
84654	0.0	0.0
57057	0.0	0.0
84656	7331.0	11254.0
84650	1356.0	1571.0
84651	1.0	1.0
100132917	0.0	0.0
100132918	0.0	2.0
252983	699.0	887.0
441073	48.0	35.0
100132920	0.0	3.0
100132923	11.0	0.0
100132929	0.0	0.0
100288797	1.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	62.0	90.0
441061	1.0	1.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	3.0	2.0
441094	241.0	136.0
100132940	0.0	1.0
252968	0.0	1.0
252969	1248.0	1134.0
100132948	10.0	8.0
100132949	0.0	0.0
286310	2.0	8.0
404093	3379.0	2764.0
286319	938.0	807.0
100288772	1.0	0.0
441027	1314.0	1739.0
441026	1.0	2.0
441024	861.0	1119.0
441032	185.0	142.0
84803	114.0	333.0
164091	866.0	559.0
100132963	0.0	0.0
100132965	0.0	1.0
100132967	0.0	0.0
152098	76.0	69.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	2.0	0.0
100132979	0.0	0.0
359803	0.0	2.0
359804	2.0	1.0
100288742	0.0	0.0
359806	0.0	0.0
84816	276.0	256.0
359800	0.0	1.0
84818	5463.0	8539.0
441046	31.0	153.0
84817	1417.0	1186.0
359802	0.0	0.0
84823	2288.0	9757.0
57205	1039.0	655.0
441054	29.0	62.0
84824	7.0	3.0
441051	4.0	14.0
441050	43.0	71.0
84820	128.0	100.0
100132987	1.0	86.0
57209	865.0	1318.0
100288739	1.0	0.0
84809	903.0	832.0
84808	238.0	164.0
57210	2452.0	1937.0
84804	738.0	1084.0
100288730	37.0	41.0
84807	207.0	132.0
441034	41.0	46.0
84812	219.0	158.0
57215	1536.0	2938.0
84811	947.0	634.0
57216	3914.0	1185.0
57217	2568.0	1224.0
84814	110.0	96.0
100132992	0.0	0.0
57211	1363.0	578.0
100132994	0.0	0.0
57212	1753.0	1210.0
57213	675.0	1317.0
100132995	3.0	1.0
57214	309.0	1454.0
105370242	0.0	0.0
286365	0.0	2.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	5.0	12.0
648791	130.0	200.0
359822	1.0	0.0
100129347	4.0	1.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	1.0	2.0
130728	2.0	2.0
286380	0.0	1.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	0.0	0.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	2.0	7.0
100130311	1048.0	354.0
100130310	0.0	0.0
130733	4053.0	242.0
359844	1.0	0.0
359845	740.0	1066.0
727914	2.0	2.0
727915	0.0	1.0
100129325	1.0	0.0
100129320	0.0	1.0
646168	0.0	38.0
100129319	0.0	0.0
100130307	0.0	1.0
100129315	0.0	0.0
100130302	3.0	0.0
727910	500.0	342.0
100130301	6.0	3.0
345193	12.0	18.0
130749	29.0	22.0
646164	0.0	0.0
727909	4.0	1.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	7.0	5.0
646175	1.0	0.0
646174	2.0	0.0
115123	204.0	666.0
286333	3.0	13.0
286336	202.0	251.0
115106	448.0	516.0
100306975	0.0	0.0
115111	9.0	7.0
286343	502.0	305.0
286348	2.0	1.0
646193	0.0	0.0
100886964	0.0	0.0
646192	1.0	0.0
646196	1.0	2.0
646195	6175.0	5107.0
100534599	1.0	5.0
130700	0.0	1.0
100306951	200.0	133.0
100534595	29.0	53.0
100132911	0.0	0.0
100534592	4.0	8.0
100534593	13.0	36.0
286362	1.0	0.0
100132916	2.0	5.0
100240709	0.0	3.0
129684	0.0	2.0
57180	349.0	1079.0
129685	1677.0	1864.0
100240707	0.0	3.0
727982	0.0	0.0
57185	13931.0	20697.0
727987	0.0	0.0
57186	4589.0	7625.0
57187	2730.0	7043.0
57188	619.0	1314.0
57181	3767.0	25626.0
94122	171.0	62.0
57182	2178.0	3422.0
727984	4.0	1.0
94121	1470.0	700.0
94120	755.0	281.0
57184	932.0	1280.0
359795	1.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	0.0	0.0
57189	3927.0	2760.0
359792	6.0	14.0
127018	1123.0	2097.0
359793	0.0	0.0
100240711	1.0	0.0
100240712	1.0	0.0
100240710	0.0	0.0
345258	0.0	0.0
100240713	0.0	1.0
94115	0.0	0.0
57190	12481.0	14733.0
727970	3.0	5.0
57191	28.0	79.0
166614	337.0	890.0
57198	3863.0	2970.0
57192	1018.0	1206.0
359799	0.0	0.0
57194	634.0	986.0
727969	0.0	0.0
84798	8488.0	11882.0
140004	0.0	0.0
84793	65.0	66.0
84792	799.0	995.0
84795	1009.0	615.0
84791	467.0	567.0
84790	1543.0	10171.0
154661	100.0	158.0
154664	13.0	2.0
166647	2217.0	3037.0
127003	3.0	13.0
127002	250.0	245.0
115019	24.0	9.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	18.0	28.0
100130391	0.0	0.0
115024	1538.0	1454.0
142679	238.0	176.0
648729	2.0	1.0
142678	1915.0	1813.0
347894	0.0	0.0
102465436	0.0	0.0
94137	12.0	19.0
727991	3.0	19.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	4.0	15.0
100130386	2.0	5.0
94134	3220.0	2405.0
100130384	0.0	1.0
100130383	1.0	1.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	23.0	47.0
100129394	1.0	2.0
142683	143.0	16.0
142686	39.0	80.0
142685	0.0	0.0
152007	2469.0	1034.0
152006	3018.0	3815.0
142689	13.0	5.0
140028	0.0	0.0
152002	668.0	1961.0
100129396	0.0	0.0
102465447	2.0	0.0
127062	0.0	0.0
102465446	0.0	0.0
345222	8.0	33.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	0.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	0.0	4.0
100130376	0.0	0.0
94160	11.0	0.0
127068	0.0	0.0
127066	1.0	0.0
727940	0.0	0.0
727941	0.0	1.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	176.0	217.0
100129385	1.0	11.0
100129387	719.0	1835.0
102465458	0.0	0.0
102465457	0.0	0.0
94158	4.0	6.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	4.0	6.0
102465451	0.0	0.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	17.0	12.0
102465469	0.0	0.0
102465468	1.0	0.0
102465467	0.0	0.0
347862	4055.0	5771.0
102465466	0.0	0.0
102465465	1.0	0.0
100130359	0.0	0.0
102465464	1.0	0.0
102465463	0.0	0.0
646114	0.0	1.0
102465462	0.0	0.0
100009676	119.0	158.0
727964	0.0	0.0
100129361	1387.0	909.0
102465461	0.0	0.0
102465460	0.0	1.0
646108	7.0	6.0
100129368	0.0	0.0
347853	21.0	11.0
102465479	0.0	0.0
102465478	1.0	3.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	59.0	70.0
102465475	2.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	2907.0	4081.0
100009667	0.0	2.0
100130342	0.0	0.0
100009668	1.0	4.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	0.0
100129357	8.0	41.0
100129351	0.0	0.0
100129354	5.0	4.0
102465489	0.0	0.0
102465488	1.0	1.0
100288726	0.0	0.0
102465487	0.0	3.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	0.0	0.0
164045	21.0	27.0
57105	38.0	70.0
57106	556.0	1506.0
84726	11722.0	20094.0
57107	2211.0	2322.0
84725	484.0	797.0
57108	6.0	10.0
57101	38.0	27.0
84720	3705.0	3836.0
57102	715.0	1189.0
57103	284.0	426.0
84722	151.0	1020.0
57104	7802.0	5691.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1548.0	2964.0
102465499	0.0	0.0
100288713	4.0	6.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	0.0	0.0
84709	16.0	7.0
57110	0.0	2.0
57111	4622.0	5308.0
84706	7758.0	4950.0
84705	816.0	1695.0
84708	1104.0	387.0
84707	938.0	555.0
57116	4.0	133.0
57117	1158.0	2617.0
57118	859.0	544.0
57119	1.0	3.0
57113	3.0	15.0
57115	22.0	0.0
102465494	0.0	0.0
102465493	1.0	0.0
102465492	0.0	0.0
102465491	0.0	3.0
102465490	0.0	0.0
152065	0.0	1.0
100288702	0.0	0.0
57120	2019.0	4724.0
57121	119.0	85.0
57122	1149.0	2787.0
201456	32.0	15.0
127086	0.0	1.0
57127	3.0	6.0
57128	843.0	1413.0
57129	770.0	1919.0
84747	4057.0	4403.0
57124	558.0	2310.0
57125	173.0	1950.0
57126	17099.0	5121.0
84740	4.0	7.0
152078	20.0	5.0
127074	0.0	0.0
57130	4519.0	7123.0
57132	4191.0	2832.0
84727	368.0	310.0
127077	0.0	0.0
84735	5.0	4.0
84734	156.0	213.0
57139	175.0	287.0
115098	2395.0	3238.0
201475	1041.0	743.0
57134	2643.0	3872.0
57135	0.0	0.0
57136	5564.0	4448.0
84733	79.0	918.0
57142	13390.0	26235.0
57143	579.0	930.0
57144	82.0	10.0
201477	0.0	0.0
57140	6312.0	5661.0
57149	1389.0	1526.0
84767	0.0	0.0
140032	11.0	15.0
84769	633.0	1110.0
57146	3122.0	2855.0
57147	959.0	1421.0
84766	2544.0	1114.0
84765	743.0	1934.0
57148	4406.0	12412.0
152015	9.0	5.0
57152	8.0	126.0
57153	10845.0	13271.0
166655	0.0	0.0
57154	2381.0	2312.0
84749	1161.0	2264.0
57150	296.0	344.0
57151	0.0	1.0
84759	460.0	670.0
140043	0.0	0.0
57156	19.0	379.0
57157	587.0	1346.0
139060	2.0	2.0
84752	1495.0	940.0
57158	1719.0	618.0
57159	4.0	85.0
84750	335.0	215.0
152024	0.0	0.0
139067	0.0	0.0
139065	145.0	64.0
94104	1128.0	1212.0
94103	6352.0	5654.0
96764	887.0	934.0
94107	2079.0	2447.0
57165	85.0	63.0
94101	1349.0	1857.0
57161	859.0	1046.0
57162	871.0	1810.0
57167	32.0	100.0
57168	257.0	150.0
57169	2728.0	5550.0
84787	478.0	837.0
57175	12909.0	13023.0
57176	1369.0	2732.0
57171	1818.0	2074.0
57172	38.0	78.0
84779	0.0	5.0
57178	7620.0	24343.0
139081	3.0	2.0
84775	390.0	801.0
57179	5780.0	3584.0
84777	67.0	27.0
84771	46.0	56.0
113655	1779.0	3302.0
732538	0.0	2.0
353323	0.0	0.0
353322	1619.0	1085.0
353324	2.0	3.0
100996279	1.0	0.0
149603	7022.0	12737.0
341333	1.0	0.0
343990	638.0	413.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	1.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	20.0	17.0
84900	27.0	106.0
84902	1623.0	3312.0
149628	20.0	9.0
84901	1891.0	2414.0
341315	119.0	60.0
113622	345.0	821.0
353355	155.0	703.0
149643	5.0	0.0
150622	3.0	11.0
100852408	0.0	1.0
100852409	0.0	0.0
100852406	97.0	17.0
100852407	1.0	1.0
642513	1.0	0.0
100852405	0.0	0.0
642517	20.0	42.0
100852410	28.0	30.0
84919	4190.0	6472.0
84918	5070.0	8902.0
389322	20.0	78.0
390311	0.0	0.0
389320	0.0	1.0
390313	0.0	0.0
84915	285.0	564.0
84914	1482.0	3166.0
497190	6.0	10.0
84916	1345.0	4735.0
84922	1012.0	923.0
390318	0.0	0.0
84924	336.0	948.0
84923	852.0	2121.0
84920	233.0	486.0
123016	1354.0	3775.0
497189	14.0	3.0
642521	0.0	0.0
390320	0.0	0.0
84908	1768.0	4872.0
390321	0.0	0.0
353376	4.0	4.0
390322	0.0	0.0
390323	0.0	0.0
654502	0.0	0.0
84909	1798.0	938.0
390324	0.0	0.0
654503	1.0	2.0
84904	51.0	588.0
654504	0.0	0.0
390326	0.0	0.0
654505	1.0	1.0
390327	0.0	0.0
654506	0.0	20.0
84905	490.0	760.0
84911	86.0	249.0
390329	0.0	0.0
84910	5784.0	4692.0
84913	1710.0	232.0
84912	1194.0	1036.0
113691	11.0	23.0
642538	1.0	1.0
113675	672.0	1628.0
84937	652.0	1632.0
84936	1518.0	1479.0
84939	2154.0	3080.0
84938	520.0	762.0
84944	12.0	33.0
57325	1220.0	756.0
57326	10331.0	4620.0
84946	636.0	1543.0
84945	1159.0	1577.0
84940	82.0	51.0
389336	12.0	3.0
389337	7477.0	1801.0
84942	279.0	532.0
84941	804.0	1865.0
642546	2.0	13.0
343930	1.0	0.0
84929	13.0	68.0
389333	557.0	256.0
84926	6972.0	5286.0
84925	1077.0	1213.0
84928	1085.0	1096.0
57336	277.0	394.0
84933	267.0	729.0
84932	1066.0	1900.0
57337	713.0	824.0
84935	37.0	297.0
57338	46.0	14.0
84934	1477.0	3643.0
57332	567.0	859.0
57333	227.0	929.0
84931	1.0	0.0
84930	407.0	1351.0
57335	215.0	222.0
103752554	0.0	0.0
103752555	0.0	0.0
642559	7.0	2.0
390352	7.0	5.0
390354	444.0	552.0
389362	636.0	1250.0
150677	0.0	0.0
150678	1275.0	1512.0
377381	105.0	154.0
162655	152.0	137.0
390363	2.0	3.0
147040	1508.0	914.0
343901	0.0	0.0
149699	0.0	0.0
150684	915.0	1261.0
150681	0.0	0.0
159013	974.0	1153.0
221504	3.0	2.0
103752581	3.0	0.0
389386	0.0	0.0
389383	0.0	4.0
389384	6.0	30.0
123041	10.0	25.0
162681	82.0	241.0
123036	4510.0	9520.0
103752587	1.0	1.0
150696	8709.0	1663.0
103752588	18.0	2.0
103752589	9.0	2.0
103752583	0.0	0.0
103752584	6.0	1.0
103752585	8.0	36.0
103752586	1.0	7.0
390340	0.0	0.0
389376	0.0	0.0
221527	441.0	508.0
390394	1.0	4.0
149647	0.0	1.0
389396	0.0	4.0
123099	472.0	137.0
389395	0.0	1.0
123096	3531.0	1877.0
137682	372.0	1233.0
390378	0.0	0.0
221545	538.0	898.0
221547	6.0	31.0
147011	54.0	93.0
147007	1009.0	943.0
100996295	0.0	3.0
137695	1050.0	829.0
162632	56.0	19.0
149685	3.0	0.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	1604.0	1137.0
100996280	0.0	0.0
94240	199.0	426.0
94241	5121.0	7907.0
94236	0.0	0.0
94235	0.0	1.0
94234	976.0	61.0
94239	6554.0	12513.0
94233	0.0	0.0
390294	0.0	0.0
390297	0.0	0.0
390298	0.0	0.0
221584	39.0	45.0
150590	147.0	324.0
94274	407.0	365.0
94298	0.0	0.0
94297	0.0	0.0
414768	0.0	2.0
642451	1.0	0.0
414766	19.0	56.0
414767	0.0	0.0
654434	228.0	646.0
400123	0.0	0.0
400121	0.0	0.0
57221	10625.0	53551.0
84838	2006.0	2548.0
400120	4.0	7.0
84837	285.0	156.0
84839	0.0	0.0
57226	2311.0	1843.0
84844	791.0	1191.0
84847	3.0	3.0
57228	437.0	1074.0
57222	33644.0	38428.0
402779	0.0	0.0
402778	325.0	400.0
57223	4692.0	9730.0
57224	264.0	658.0
84842	410.0	15.0
414776	0.0	0.0
642446	1.0	0.0
414771	0.0	0.0
642448	3.0	0.0
642461	0.0	0.0
642460	1.0	1.0
414777	1112.0	1810.0
414778	3.0	6.0
57231	2382.0	2088.0
400110	0.0	26.0
57232	210.0	188.0
654427	2.0	11.0
84826	0.0	0.0
654429	1.0	5.0
