id	ff73b9bb-de12-434d-9550-3148c642442b	a62cfb55-6820-404c-959b-e33a2f732f25
100873590	0.0	12.0
100873596	0.0	1.0
100873595	0.0	0.0
493829	5.0	10.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	3.0	221.0
442240	1.0	150.0
442242	0.0	0.0
100287551	5.0	1.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	0.0
442239	0.0	1.0
100131755	1746.0	1723.0
100873599	0.0	3.0
100873598	0.0	1.0
493825	0.0	0.0
100873597	0.0	0.0
493821	3.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	3.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	9.0	2.0
442232	1.0	267.0
100131760	0.0	1.0
442227	0.0	0.0
442229	1.0	0.0
100873589	0.0	0.0
100873588	0.0	19.0
100873587	0.0	133.0
100873586	0.0	16.0
493812	444.0	533.0
442260	0.0	0.0
442262	1.0	18.0
442255	1.0	3.0
442256	0.0	23.0
442257	2.0	5.0
442258	7.0	0.0
100131775	0.0	22.0
100131777	0.0	12.0
100287528	0.0	0.0
442252	0.0	2.0
100287520	0.0	70.0
442253	1.0	1.0
442245	2.0	2.0
442247	0.0	1.0
442249	0.0	0.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	4.0
10491	9089.0	7775.0
100128139	2.0	0.0
10490	3238.0	3137.0
10493	4597.0	2282.0
10492	5782.0	5243.0
10495	624.0	421.0
100128135	1.0	13.0
10494	3263.0	1513.0
10497	9666.0	4013.0
100128136	0.0	3.0
10499	3844.0	5841.0
128506	0.0	0.0
10498	1184.0	741.0
100128132	0.0	2.0
100128127	0.0	0.0
128500	3.0	0.0
116512	2.0	2.0
116519	0.0	1.0
105419997	20.0	83.0
100128126	22.0	68.0
100861506	0.0	3.0
10471	1281.0	258.0
100861507	1.0	16.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	2.0
444882	3.0	21.0
442221	0.0	1.0
442211	5.0	8.0
442213	127.0	191.0
442215	0.0	0.0
442216	1.0	2.0
116511	1.0	3.0
442217	0.0	0.0
442218	0.0	1.0
10473	2154.0	1120.0
10472	2091.0	921.0
100533177	1.0	0.0
10475	2077.0	3654.0
100533178	0.0	0.0
100128115	1.0	139.0
10474	4057.0	1392.0
100533179	4.0	11.0
10477	1697.0	395.0
10476	5541.0	706.0
10479	749.0	465.0
10478	922.0	620.0
100128110	1.0	0.0
100128109	0.0	0.0
10480	4472.0	1727.0
100861516	2.0	208.0
100861517	7.0	18.0
10482	5152.0	4032.0
100861518	2.0	10.0
10481	28.0	3534.0
100861519	10.0	140.0
100861513	3.0	53.0
100861514	0.0	77.0
102466806	0.0	0.0
100861515	34.0	16.0
100861510	2.0	3.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	40.0	69.0
442204	1.0	0.0
442205	2.0	0.0
10484	2882.0	2796.0
100128102	0.0	0.0
10483	6206.0	2048.0
10486	854.0	997.0
10485	5.0	17.0
100128103	0.0	0.0
10488	3392.0	997.0
10487	9467.0	5452.0
100533184	0.0	73.0
10489	4887.0	2786.0
128553	3140.0	3125.0
100861523	0.0	21.0
102466816	0.0	0.0
102466815	2.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	5.0
102466812	0.0	0.0
10459	686.0	233.0
10458	2892.0	2540.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	1834.0	593.0
100873512	0.0	0.0
10450	1995.0	781.0
100873511	0.0	0.0
100873510	0.0	18.0
10452	1595.0	392.0
10455	2224.0	1210.0
100873516	0.0	0.0
10454	1169.0	697.0
100873515	0.0	0.0
10457	1313.0	2427.0
100873514	2.0	32.0
10456	3405.0	1228.0
100873513	0.0	0.0
346389	887.0	393.0
10460	1041.0	155.0
100861530	2.0	21.0
100873509	0.0	0.0
10469	1387.0	429.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	22.0	153.0
100873501	0.0	7.0
10461	2243.0	2166.0
100873500	0.0	0.0
10464	834.0	594.0
10463	3132.0	2264.0
10466	1650.0	3420.0
100873505	0.0	0.0
10465	546.0	271.0
100873504	0.0	1.0
10468	492.0	298.0
100873503	0.0	58.0
10467	3251.0	906.0
100873502	0.0	0.0
100873530	0.0	9.0
100861549	14.0	28.0
100861545	0.0	6.0
100861546	0.0	5.0
100861547	0.0	0.0
100861548	552.0	444.0
100861541	126.0	34.0
100861542	0.0	3.0
100861543	0.0	8.0
100861544	0.0	2.0
10437	7.0	51.0
10436	599.0	539.0
10439	461.0	535.0
10438	530.0	173.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	1.0	0.0
100873532	0.0	0.0
10430	2739.0	274.0
100873531	0.0	6.0
100873538	0.0	0.0
100873537	1.0	0.0
10432	1901.0	3681.0
10435	303.0	199.0
100873536	12.0	1.0
10434	1294.0	1223.0
100873535	0.0	37.0
116535	1301.0	844.0
100861556	0.0	105.0
116534	11.0	11.0
100861552	0.0	6.0
100861553	0.0	9.0
100861554	0.0	1.0
100861555	2.0	32.0
10447	1634.0	716.0
100873529	0.0	0.0
116540	127.0	153.0
100861550	0.0	0.0
10449	2960.0	649.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1031.0	184.0
10440	1469.0	358.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	23.0
100873520	0.0	0.0
10444	4166.0	1790.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	4137.0	9565.0
10446	147.0	278.0
100873525	0.0	0.0
10445	2054.0	638.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	5424.0	11355.0
100533111	3.0	9.0
102466866	0.0	5.0
102466865	0.0	23.0
102466864	0.0	0.0
128467	0.0	270.0
647507	1.0	0.0
102466877	0.0	0.0
102466876	0.0	3.0
102466875	0.0	39.0
102466874	0.0	8.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	0.0
100128191	45.0	55.0
100128190	0.0	0.0
100533107	64.0	293.0
153443	388.0	442.0
100533105	3.0	17.0
647532	0.0	4.0
100533106	20.0	13.0
102466889	1.0	0.0
116461	889.0	531.0
100128181	0.0	2.0
100128183	2.0	12.0
102466880	0.0	0.0
128439	308.0	169.0
106182249	0.0	19.0
100128179	0.0	3.0
83394	1111.0	597.0
100128177	0.0	0.0
100128176	0.0	40.0
100128162	0.0	0.0
10390	924.0	1107.0
128497	27.0	52.0
647569	0.0	0.0
10392	686.0	663.0
10391	376.0	330.0
10394	0.0	0.0
10393	331.0	322.0
10396	4066.0	4225.0
10395	1005.0	2372.0
1719	163.0	185.0
10398	58633.0	24184.0
1718	1694.0	5661.0
100128159	0.0	5.0
10397	10681.0	25556.0
1717	1710.0	529.0
1716	1431.0	686.0
10399	36711.0	14331.0
128486	774.0	970.0
128488	655.0	6.0
128481	1.0	3.0
100508120	237.0	1865.0
1723	314.0	672.0
100128140	6.0	16.0
100689073	0.0	25.0
100689074	0.0	7.0
100128145	1.0	9.0
1729	5100.0	3022.0
1728	1207.0	388.0
1727	26299.0	3338.0
1725	2051.0	856.0
100287512	1.0	4.0
100287513	0.0	0.0
1734	2102.0	3787.0
1733	67.0	149.0
1731	292.0	411.0
1730	1607.0	2937.0
1739	3675.0	2965.0
1738	3901.0	1046.0
1737	1959.0	850.0
1736	1873.0	960.0
1735	55.0	22.0
100287505	0.0	0.0
751580	108.0	89.0
100287502	0.0	0.0
202658	0.0	0.0
1745	6.0	75.0
1743	3847.0	2350.0
1742	1626.0	721.0
1741	2384.0	1932.0
1740	1295.0	1109.0
1749	39.0	25.0
1748	25.0	2.0
1747	147.0	13.0
1746	1.0	9.0
200008	0.0	7.0
200010	102.0	595.0
1756	6673.0	7941.0
1755	13.0	129.0
1750	14.0	39.0
1759	381.0	957.0
1758	2.0	0.0
1757	234.0	369.0
1770	290.0	233.0
200014	1792.0	1601.0
1767	62.0	2505.0
1763	70.0	259.0
1762	998.0	1335.0
1761	2.0	6.0
1760	1795.0	1302.0
1769	23.0	193.0
1768	235.0	366.0
153478	89.0	299.0
1781	2712.0	1744.0
1780	341.0	638.0
200025	0.0	39.0
1778	16266.0	20527.0
1777	2613.0	471.0
1776	68.0	38.0
1775	25.0	26.0
1774	696.0	277.0
1773	457.0	2007.0
200030	341.0	520.0
442190	1.0	1.0
442191	0.0	4.0
442192	0.0	4.0
153469	0.0	3.0
1791	2.0	1.0
442195	1.0	3.0
200035	102.0	65.0
442197	8.0	78.0
1789	118.0	131.0
442189	0.0	1.0
1788	1230.0	3221.0
1787	198.0	696.0
1786	1202.0	1453.0
1785	11202.0	4164.0
1783	3999.0	6067.0
1798	2242.0	803.0
1797	772.0	380.0
1796	391.0	90.0
1795	1360.0	977.0
1794	97.0	2022.0
1793	3486.0	7038.0
101180976	0.0	0.0
493753	1451.0	821.0
550112	282.0	568.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	2.0	64.0
503635	0.0	0.0
503638	0.0	39.0
503637	0.0	0.0
10536	2464.0	399.0
503643	3.0	2.0
10535	331.0	48.0
100287472	2.0	1.0
10538	295.0	28.0
503645	5.0	32.0
10537	8.0	107.0
100287470	0.0	0.0
10539	1189.0	1069.0
503641	0.0	32.0
503640	2.0	105.0
100873677	0.0	0.0
100873676	1.0	0.0
100873675	0.0	0.0
100873674	0.0	2.0
10531	2196.0	3705.0
493987	2.0	2.0
10534	631.0	120.0
100873679	0.0	0.0
10533	768.0	1434.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	2.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	0.0	1.0
503631	0.0	0.0
100287461	5.0	121.0
10549	3991.0	603.0
503634	0.0	0.0
10548	386.0	116.0
503633	0.0	0.0
503630	0.0	3.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	3930.0	4058.0
10541	4217.0	1727.0
100873664	0.0	0.0
10540	3723.0	1493.0
100873663	0.0	0.0
10542	2294.0	854.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	425.0	239.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	2.0	1.0
100873690	0.0	0.0
100873695	2.0	2.0
100873694	0.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2034.0	1055.0
10513	2096.0	3155.0
10516	1310.0	3896.0
10518	208.0	189.0
10517	6.0	41.0
10519	4116.0	1006.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	0.0
100873696	0.0	0.0
100131614	161.0	48.0
100131616	0.0	0.0
10512	1950.0	8237.0
100873680	1.0	0.0
100033392	0.0	3.0
100873684	0.0	3.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	1.0	9.0
503646	0.0	30.0
100287441	0.0	0.0
503648	1.0	0.0
10525	8809.0	4388.0
58503	98.0	3.0
10524	1591.0	717.0
58505	3394.0	564.0
10527	6145.0	3814.0
58504	209.0	139.0
10526	2696.0	2461.0
10529	2571.0	3277.0
10528	2148.0	1173.0
58500	547.0	819.0
100873688	1.0	3.0
100873687	0.0	0.0
100131623	3.0	22.0
100131624	0.0	112.0
100873686	0.0	1.0
100873685	0.0	0.0
10521	24583.0	57945.0
10520	718.0	520.0
58506	3176.0	492.0
10523	1670.0	707.0
58509	592.0	228.0
58508	6571.0	21150.0
10522	1324.0	777.0
100033398	0.0	8.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	0.0	83.0
58513	1536.0	1601.0
58516	2324.0	2571.0
58510	4.0	0.0
58512	61.0	11.0
58511	13.0	66.0
58517	4407.0	5601.0
105371564	0.0	0.0
100131638	2.0	31.0
58525	2086.0	1053.0
58524	4.0	0.0
10505	340.0	345.0
58527	736.0	61.0
58526	2986.0	657.0
10507	1341.0	2115.0
100131641	0.0	0.0
10509	3200.0	1502.0
58529	70.0	24.0
58528	1139.0	1311.0
10501	133.0	108.0
10500	179.0	253.0
58530	27.0	4.0
442384	1.0	0.0
58538	4.0	54.0
58531	0.0	0.0
58533	1897.0	988.0
100131656	1.0	0.0
100287404	0.0	0.0
100131661	0.0	3.0
503694	0.0	0.0
503693	67.0	42.0
493913	0.0	0.0
493911	166.0	126.0
751599	1.0	9.0
285033	159.0	234.0
100128017	0.0	0.0
442320	0.0	2.0
116412	94.0	32.0
442317	0.0	0.0
442318	0.0	0.0
442319	45.0	97.0
493901	15.0	0.0
100128015	0.0	0.0
100128010	17.0	22.0
493900	82.0	123.0
100128012	6.0	0.0
100128011	2.0	8.0
285045	1.0	11.0
442304	0.0	1.0
442308	0.0	9.0
285051	2.0	60.0
10590	96.0	84.0
10592	838.0	510.0
10591	630.0	227.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	0.0	0.0
10594	14531.0	16484.0
100873611	0.0	1.0
10595	4.0	45.0
10598	3435.0	1219.0
100873615	0.0	0.0
100873614	1.0	1.0
100873613	0.0	0.0
10599	0.0	12.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	26.0
100873606	0.0	1.0
100873605	0.0	15.0
442325	14.0	9.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	1.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	4223.0	125.0
10570	131.0	132.0
116447	854.0	323.0
116449	13.0	78.0
116448	0.0	3.0
10579	2100.0	5190.0
100873639	1.0	0.0
100873638	2.0	5.0
10572	1993.0	561.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	7461.0	1883.0
100873631	0.0	5.0
10573	1787.0	181.0
100873630	0.0	4.0
10576	3577.0	1498.0
100873637	1.0	1.0
10575	4229.0	1819.0
100873636	0.0	0.0
10578	86.0	76.0
100873635	0.0	2.0
10577	32964.0	1653.0
100873634	0.0	0.0
10581	1602.0	448.0
10580	11037.0	37875.0
116437	1.0	2.0
100873629	0.0	15.0
116441	243.0	360.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	130.0	175.0
116442	227.0	196.0
116444	10.0	4.0
128414	13.0	1.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	1582.0	937.0
100873620	0.0	4.0
10584	17.0	39.0
10587	970.0	2501.0
100873626	0.0	0.0
10586	255.0	475.0
100873625	0.0	4.0
10589	2576.0	348.0
100873624	0.0	0.0
10588	158.0	67.0
100873623	0.0	19.0
100873651	0.0	0.0
100873650	0.0	69.0
285016	27.0	89.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	10.0
10558	2265.0	1272.0
10557	407.0	260.0
10559	530.0	602.0
10550	7417.0	2663.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	4617.0	2159.0
100873653	0.0	0.0
10551	32208.0	3783.0
100873652	1.0	13.0
10554	2730.0	1558.0
100873659	0.0	0.0
10553	1306.0	417.0
128408	0.0	0.0
100873658	0.0	0.0
10556	658.0	513.0
100873657	0.0	0.0
10555	2144.0	106.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	0.0	8.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	14.0	221.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	0.0	7.0
10569	2629.0	1376.0
100287482	17.0	5.0
100287483	1.0	15.0
10568	14370.0	631.0
503612	1.0	1.0
100873649	0.0	1.0
503611	0.0	0.0
10561	738.0	453.0
100873644	0.0	3.0
10560	383.0	1074.0
100873643	0.0	30.0
10563	110.0	73.0
100873642	0.0	0.0
10562	20.0	2799.0
100873641	0.0	2.0
10565	3511.0	5116.0
100873648	0.0	0.0
10564	5182.0	5536.0
100873647	0.0	3.0
10567	3764.0	186.0
100873646	0.0	0.0
10566	162.0	131.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	7.0
102466731	1.0	1.0
116369	37.0	54.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	6.0
116372	12.0	11.0
574036	180.0	46.0
574038	0.0	0.0
83479	583.0	773.0
116379	0.0	6.0
100128092	3.0	72.0
83478	250.0	537.0
83473	109.0	516.0
83475	327.0	37.0
100128098	1.0	74.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	0.0	2.0
102466742	0.0	0.0
128344	480.0	621.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	132.0	340.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	4.0
116362	114.0	45.0
100128083	4.0	0.0
83468	228.0	784.0
100128081	26.0	94.0
83461	103.0	121.0
128338	1469.0	754.0
83464	1489.0	1174.0
83463	126.0	123.0
83460	64.0	3.0
100189028	7.0	0.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	1.0	2.0
102466750	0.0	0.0
153339	3736.0	1480.0
116349	123.0	31.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	112.0	223.0
346562	0.0	1.0
647415	1.0	1.0
128322	0.0	0.0
1809	8992.0	21130.0
116337	0.0	8.0
153328	3.0	138.0
1800	41.0	5.0
100128061	0.0	45.0
100128060	28.0	13.0
100128062	0.0	0.0
1808	2471.0	6392.0
83483	2805.0	675.0
1807	15.0	79.0
1806	1082.0	1810.0
1805	591.0	815.0
83480	327.0	321.0
1804	542.0	20.0
1803	11565.0	8196.0
1802	534.0	331.0
83482	4.0	10.0
1801	961.0	744.0
83481	948.0	413.0
131965	379.0	551.0
1811	28992.0	43.0
1810	2081.0	2508.0
143941	20.0	15.0
1819	1016.0	1051.0
1818	0.0	0.0
1817	0.0	0.0
1816	2.0	26.0
1815	17.0	40.0
100128054	2.0	159.0
1814	0.0	2.0
285084	1.0	7.0
1813	11.0	45.0
1812	13.0	131.0
100128055	2.0	32.0
647436	7.0	7.0
128387	525.0	293.0
131973	0.0	0.0
1822	13693.0	4740.0
1821	41.0	704.0
1820	255.0	445.0
100128041	0.0	14.0
1829	2346.0	2670.0
1828	0.0	9.0
1827	727.0	2789.0
285093	0.0	2.0
1826	2.0	12.0
100128043	1.0	0.0
1825	423.0	1339.0
100128042	0.0	2.0
1824	279.0	1413.0
1823	1.0	15.0
100128044	0.0	1.0
407977	0.0	0.0
407975	39.0	204.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	1.0	3.0
1832	8014.0	10424.0
1831	4325.0	4342.0
1830	1.0	22.0
574016	0.0	4.0
100128036	0.0	3.0
1839	610.0	1354.0
1838	1875.0	1683.0
346528	1.0	5.0
1837	1053.0	3228.0
1836	12395.0	2581.0
346525	0.0	36.0
1834	1.0	6.0
100128033	0.0	0.0
346524	0.0	34.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	4.0
574031	2.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	9708.0	387.0
1843	17709.0	16611.0
1842	227.0	1370.0
1841	495.0	241.0
1840	247.0	83.0
574028	0.0	18.0
574029	1.0	16.0
100128025	31.0	18.0
1849	831.0	470.0
346517	0.0	2.0
1848	2847.0	1088.0
1847	967.0	2232.0
100128020	0.0	0.0
1846	11414.0	994.0
100128023	0.0	0.0
1845	4998.0	6815.0
153396	740.0	1214.0
1855	2307.0	414.0
1854	1711.0	610.0
100131671	1.0	69.0
1852	44.0	4.0
1850	426.0	397.0
100131678	0.0	0.0
1859	3689.0	4310.0
1857	4244.0	2602.0
1856	1465.0	991.0
724068	0.0	0.0
724067	0.0	0.0
202781	469.0	163.0
1861	1630.0	1252.0
100131688	0.0	0.0
1869	84.0	37.0
724094	1.0	3.0
1880	72.0	776.0
1877	1065.0	492.0
100131691	105.0	200.0
1876	417.0	258.0
1875	323.0	495.0
83417	1.0	1.0
100131693	10.0	7.0
100327036	2.0	0.0
83416	7.0	85.0
200132	19.0	32.0
1874	2235.0	1030.0
1872	0.0	44.0
1871	301.0	463.0
1870	12.0	21.0
1879	280.0	867.0
724087	10.0	18.0
1891	5568.0	625.0
1890	544.0	597.0
83401	2.0	14.0
1889	6635.0	4117.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	7.0
724030	0.0	4.0
58473	724.0	184.0
58472	1060.0	406.0
200149	0.0	0.0
58475	251.0	1418.0
724038	0.0	6.0
83439	1941.0	632.0
1896	588.0	429.0
58477	5556.0	974.0
58476	2473.0	5463.0
1894	209.0	257.0
1893	354.0	554.0
1892	15667.0	1138.0
58478	1328.0	626.0
200150	87.0	117.0
724022	0.0	4.0
58484	44.0	96.0
724026	0.0	2.0
58483	0.0	2.0
724025	0.0	1.0
165324	890.0	889.0
724024	0.0	6.0
58486	1458.0	1441.0
58485	3058.0	321.0
724023	0.0	0.0
58480	3713.0	2417.0
724029	6.0	4.0
200159	6.0	31.0
724028	0.0	0.0
724027	0.0	7.0
58488	3455.0	739.0
58487	2351.0	2680.0
200162	64.0	53.0
58489	560.0	769.0
58495	378.0	310.0
724059	0.0	0.0
58494	656.0	1456.0
58497	1794.0	805.0
58496	57.0	355.0
58491	322.0	487.0
58490	1600.0	1487.0
58493	947.0	707.0
58492	115.0	96.0
58499	1410.0	6518.0
58498	0.0	3.0
200172	15.0	361.0
83451	1558.0	448.0
83450	367.0	541.0
83452	508.0	505.0
153364	418.0	399.0
83448	967.0	1679.0
200186	1955.0	670.0
83447	1.0	10.0
200185	1114.0	234.0
83449	15.0	151.0
83444	146.0	154.0
83443	2635.0	305.0
83446	0.0	12.0
83445	4.0	44.0
83440	1618.0	4788.0
83442	4570.0	771.0
114984	980.0	347.0
114987	528.0	477.0
391603	1.0	0.0
10657	5004.0	2538.0
126969	753.0	609.0
10656	366.0	491.0
10659	1219.0	3733.0
10658	4962.0	8032.0
114990	1878.0	232.0
114991	640.0	1742.0
10651	1519.0	438.0
10650	53.0	66.0
10653	18255.0	1431.0
10652	3660.0	1014.0
342667	16847.0	18.0
10655	43.0	20.0
643812	0.0	2.0
342666	24.0	14.0
10654	1338.0	283.0
136306	46.0	15.0
126961	0.0	0.0
10668	878.0	248.0
10667	484.0	458.0
643827	6.0	60.0
10669	117.0	210.0
10660	0.0	0.0
10661	0.0	2.0
731220	9.0	30.0
138971	0.0	2.0
10664	2469.0	2406.0
10663	11.0	684.0
10666	13.0	350.0
731223	9.0	29.0
10665	1.0	169.0
136319	5564.0	4111.0
163933	7.0	8.0
317691	0.0	0.0
339005	136.0	342.0
10635	56.0	72.0
10634	7217.0	192.0
10637	64.0	9.0
10636	736.0	195.0
10638	0.0	0.0
114971	768.0	227.0
10631	1128.0	1180.0
643836	1096.0	1258.0
10630	807.0	718.0
643837	366.0	1158.0
10633	30.0	25.0
643834	2.0	2.0
10632	5258.0	1276.0
100124394	0.0	4.0
10645	1964.0	4239.0
10648	0.0	0.0
10647	64.0	41.0
148304	115.0	240.0
114960	0.0	7.0
10640	1960.0	1951.0
136332	13.0	53.0
10642	4.0	4.0
643847	0.0	0.0
10641	880.0	311.0
10644	837.0	228.0
10643	5.0	32.0
317671	85.0	106.0
643862	0.0	24.0
391642	0.0	3.0
10609	1338.0	317.0
391647	2.0	0.0
10613	1589.0	1514.0
10612	424.0	636.0
10615	76.0	175.0
10614	4418.0	3189.0
10617	1605.0	2076.0
401525	0.0	0.0
10616	3421.0	1085.0
10618	12067.0	11472.0
643854	4.0	10.0
643853	58.0	493.0
643859	0.0	0.0
10611	5526.0	35418.0
10610	628.0	350.0
643872	1.0	1.0
643873	161.0	70.0
643870	8.0	0.0
317684	1.0	65.0
391655	0.0	4.0
391657	0.0	1.0
391656	3.0	0.0
317687	1.0	287.0
10623	725.0	759.0
10626	283.0	435.0
10625	11959.0	3115.0
10628	37437.0	11158.0
10627	5608.0	1858.0
10629	493.0	159.0
342618	1.0	10.0
643865	0.0	0.0
643866	303.0	185.0
10620	157.0	401.0
10622	72.0	75.0
10621	446.0	371.0
101954275	0.0	4.0
101954276	2.0	149.0
643880	0.0	0.0
101954273	2.0	33.0
643884	0.0	2.0
101954277	0.0	363.0
101954278	3.0	60.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	48.0	127.0
83606	2625.0	2208.0
101954271	0.0	24.0
83605	1338.0	836.0
101954272	3.0	20.0
83608	508.0	141.0
83607	1009.0	1375.0
151903	1700.0	336.0
401507	0.0	0.0
317649	1633.0	2627.0
391627	0.0	0.0
401505	568.0	374.0
388007	0.0	2.0
317648	578.0	713.0
100419709	1.0	12.0
100419705	0.0	2.0
643875	1.0	4.0
401509	49.0	78.0
401508	0.0	0.0
101954264	1.0	11.0
138948	80.0	77.0
101954269	0.0	4.0
101954266	0.0	0.0
101954267	0.0	579.0
102464827	0.0	0.0
391630	114.0	1.0
102464828	1.0	2.0
317662	1248.0	1267.0
100419711	7.0	8.0
102464825	1.0	1.0
56000	24.0	11.0
391632	0.0	1.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	39.0	148.0
102464824	0.0	9.0
56005	4275.0	763.0
10602	4084.0	12757.0
56006	1247.0	1045.0
83604	3101.0	1999.0
10603	107.0	20.0
10606	3505.0	1848.0
100419717	0.0	1.0
56001	0.0	0.0
10605	1768.0	1069.0
10608	6261.0	1943.0
10607	1831.0	210.0
10600	2305.0	1484.0
101929254	4.0	2.0
102464831	0.0	0.0
391681	0.0	2.0
100420710	0.0	19.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	1.0	10.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	2449.0	1596.0
102464832	0.0	12.0
100271849	13.0	19.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	2.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	1776.0	343.0
112398	881.0	1541.0
100419735	0.0	0.0
391697	0.0	3.0
391696	0.0	0.0
100419733	2.0	173.0
388021	4.0	17.0
100419734	0.0	7.0
391698	1.0	1.0
100419731	0.0	0.0
100271836	49.0	1795.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	0.0	146.0
101954204	0.0	0.0
199953	473.0	429.0
161357	1.0	8.0
100420734	1.0	86.0
100420737	0.0	0.0
100419742	0.0	128.0
100419743	0.0	19.0
731275	28.0	108.0
199920	266.0	143.0
222826	4.0	14.0
101929286	1.0	285.0
391670	0.0	0.0
391672	2.0	1.0
161342	2.0	7.0
148398	529.0	243.0
100419758	105.0	115.0
100419751	0.0	114.0
124359	704.0	5314.0
101929293	11.0	12.0
100420752	3.0	0.0
100420754	0.0	0.0
10691	533.0	733.0
10690	14.0	45.0
101929212	31.0	19.0
101929218	0.0	1.0
388076	0.0	0.0
388077	0.0	0.0
100419764	0.0	0.0
199900	1.0	0.0
151963	165.0	169.0
10693	112.0	119.0
10692	3.0	17.0
10695	2461.0	834.0
10694	5561.0	1174.0
10699	313.0	687.0
101929221	3.0	4.0
100420763	1.0	1.0
101929225	1.0	16.0
101929222	0.0	2.0
100419777	0.0	1.0
100419776	0.0	1.0
148327	862.0	1985.0
101929239	1.0	6.0
100419788	0.0	0.0
148345	10.0	16.0
101929238	0.0	8.0
220213	913.0	324.0
10678	615.0	510.0
151987	2442.0	1286.0
10671	1084.0	360.0
10670	5130.0	1024.0
10673	78.0	187.0
