id	9feb9cef-8d78-43c5-8760-2641bb539b48	90dcc0ac-a55e-4551-9573-022c10d1c0e1
103752587	0.0	0.0
150696	7807.0	9158.0
103752588	145.0	14.0
103752589	0.0	12.0
103752583	0.0	0.0
103752584	16.0	15.0
103752585	3.0	17.0
103752586	2.0	3.0
390340	0.0	0.0
389376	31.0	1.0
221527	265.0	387.0
390394	3.0	1.0
149647	1.0	3.0
389396	0.0	0.0
123099	886.0	509.0
389395	0.0	0.0
123096	2340.0	5285.0
137682	423.0	683.0
390378	0.0	3.0
221545	1023.0	1049.0
221547	3.0	7.0
147011	104.0	140.0
147007	1083.0	1776.0
100996295	0.0	0.0
137695	1199.0	1378.0
162632	5.0	23.0
149685	22.0	1.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	705.0	1088.0
100996280	0.0	0.0
94240	1165.0	674.0
94241	1824.0	6012.0
94236	2.0	0.0
94235	0.0	3.0
94234	101.0	1341.0
94239	5540.0	9343.0
94233	0.0	1.0
390294	1.0	0.0
390297	1.0	0.0
390298	0.0	1.0
221584	51.0	44.0
150590	312.0	180.0
94274	517.0	773.0
94298	0.0	0.0
94297	0.0	0.0
414768	0.0	0.0
642451	1.0	0.0
414766	36.0	59.0
414767	1.0	1.0
654434	211.0	492.0
400123	0.0	0.0
400121	0.0	0.0
57221	2061.0	19688.0
84838	1416.0	2375.0
400120	11.0	69.0
84837	253.0	246.0
84839	0.0	0.0
57226	2315.0	3484.0
84844	1136.0	1366.0
84847	0.0	3.0
57228	679.0	718.0
57222	12433.0	63022.0
402779	0.0	0.0
402778	775.0	614.0
57223	5014.0	6093.0
57224	147.0	574.0
84842	6.0	86.0
414776	0.0	0.0
642446	0.0	0.0
414771	3.0	4.0
642448	2.0	0.0
642461	0.0	0.0
642460	0.0	1.0
414777	953.0	1664.0
414778	7.0	21.0
57231	3419.0	4090.0
400110	0.0	1.0
57232	182.0	287.0
654427	6.0	10.0
84826	0.0	0.0
654429	4.0	8.0
84833	2766.0	3898.0
84836	6426.0	8710.0
84830	6185.0	192.0
57234	374.0	620.0
84832	0.0	0.0
654433	117.0	670.0
9001	185.0	88.0
9002	104.0	110.0
642475	222.0	125.0
84859	1942.0	2989.0
84867	23.0	86.0
84866	1916.0	3802.0
84869	1596.0	2054.0
84868	73.0	283.0
654463	0.0	6.0
84865	546.0	684.0
84864	1139.0	2062.0
84861	1441.0	3381.0
9014	785.0	821.0
9015	162.0	271.0
9013	1606.0	2585.0
9019	4480.0	12105.0
9016	400.0	584.0
341392	7.0	2.0
84848	28.0	15.0
84856	3774.0	10.0
84858	3278.0	1380.0
84852	276.0	330.0
102725176	0.0	0.0
84851	646.0	826.0
642477	6.0	176.0
84850	6.0	4.0
105376946	0.0	9.0
9025	1255.0	1313.0
9026	10177.0	4943.0
9023	71.0	376.0
113612	878.0	3773.0
9024	14.0	82.0
642493	0.0	1.0
9027	3.0	13.0
9028	170.0	109.0
400165	0.0	0.0
9021	1846.0	12304.0
9022	73.0	192.0
9020	1350.0	1625.0
84889	56.0	76.0
84888	3794.0	3556.0
654483	13.0	27.0
84885	2243.0	4038.0
654486	0.0	0.0
84886	1774.0	3995.0
84881	924.0	1703.0
642489	34.0	32.0
84883	1920.0	800.0
654480	1.0	2.0
9037	633.0	1209.0
9034	102.0	86.0
9038	0.0	1.0
9039	2163.0	2920.0
400156	8.0	9.0
9032	0.0	2.0
9033	1.0	50.0
9031	12002.0	8435.0
84878	914.0	1738.0
84879	69849.0	177.0
84874	632.0	1000.0
84873	6.0	2.0
84876	859.0	1501.0
84875	3275.0	8943.0
84870	320.0	106.0
84872	710.0	697.0
84871	22.0	25.0
9047	37.0	110.0
9048	70.0	178.0
9045	26721.0	44082.0
9046	45.0	160.0
9049	3079.0	4559.0
106480985	0.0	0.0
9040	3141.0	5099.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	0.0	0.0
9043	3114.0	4085.0
400141	0.0	0.0
106480989	1.0	1.0
9044	2301.0	3586.0
106480988	0.0	0.0
57282	75.0	87.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	2.0	1.0
414753	0.0	0.0
414754	0.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	249.0	10.0
341356	0.0	0.0
9058	6013.0	14.0
9056	173.0	219.0
9057	282.0	397.0
341350	5.0	2.0
9050	586.0	1097.0
106480996	0.0	0.0
9051	115.0	197.0
106480995	0.0	0.0
106480998	2.0	0.0
106480997	0.0	0.0
57291	5542.0	6880.0
9054	1426.0	2139.0
9055	113.0	511.0
106480999	1.0	0.0
9052	472.0	3844.0
9053	3964.0	8340.0
84899	1194.0	2552.0
282569	0.0	0.0
400129	1.0	3.0
84896	2421.0	4296.0
84895	2463.0	3180.0
400128	1.0	37.0
84898	4476.0	2940.0
84897	1109.0	2817.0
400126	28.0	27.0
654499	0.0	0.0
84892	1556.0	2481.0
414764	59.0	36.0
84891	1.0	0.0
414765	31.0	91.0
84894	166.0	60.0
84893	3788.0	5046.0
414760	19.0	15.0
414761	85.0	119.0
84890	1103.0	1978.0
341346	0.0	2.0
9069	1711.0	5079.0
414926	0.0	4.0
9068	126.0	108.0
106479979	0.0	0.0
729004	3.0	3.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	2.0	10.0
9061	1988.0	9047.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	0.0	1.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	87.0	441.0
106480964	2.0	0.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	0.0	0.0
9066	249.0	26343.0
106480966	0.0	0.0
9063	1482.0	2088.0
729009	81.0	91.0
106480969	0.0	0.0
9064	746.0	2626.0
106480968	0.0	0.0
106480970	3.0	3.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	13.0	28.0
106479969	1.0	0.0
9079	361.0	1149.0
106479968	0.0	1.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	2.0	1.0
9073	2456.0	2084.0
106479962	0.0	0.0
106480973	1.0	0.0
9070	2971.0	3688.0
106479961	0.0	0.0
106480976	0.0	0.0
9071	12.0	59.0
106479960	0.0	0.0
106480975	2.0	0.0
9076	10223.0	3967.0
390402	1.0	0.0
106480978	6.0	7.0
9077	577.0	299.0
390403	0.0	1.0
106480977	0.0	1.0
9074	2.0	3.0
9075	11514.0	13.0
106480979	3.0	1.0
100996387	0.0	0.0
390407	0.0	0.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	24.0	1.0
729025	0.0	0.0
106480949	0.0	0.0
106480948	0.0	1.0
730013	1.0	8.0
137529	1.0	1.0
730010	1.0	7.0
106479999	0.0	0.0
729020	0.0	1.0
113510	717.0	853.0
106479998	0.0	0.0
729023	2.0	9.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	148.0	300.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	9.0	142.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	1321.0	1862.0
106480946	0.0	0.0
57402	3531.0	1280.0
57403	1982.0	2922.0
57404	2197.0	2342.0
57405	10.0	94.0
389416	4.0	4.0
149501	31.0	108.0
9080	4.0	27.0
106480950	0.0	0.0
57406	4884.0	800.0
57407	2713.0	6482.0
57408	0.0	1.0
730005	243.0	137.0
57409	886.0	1244.0
106480959	0.0	0.0
729013	949.0	1042.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	2.0	0.0
729012	2.0	3.0
106479986	0.0	0.0
9094	1596.0	2671.0
106479985	0.0	0.0
106480952	0.0	1.0
9095	87.0	149.0
106479984	3.0	2.0
106480951	5.0	3.0
9092	4202.0	4916.0
106479983	1.0	2.0
106480954	0.0	0.0
9093	3139.0	4581.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	44.0	31.0
106479981	0.0	0.0
106480956	0.0	0.0
9099	148.0	218.0
106479980	2.0	1.0
106480955	0.0	0.0
9096	19.0	31.0
106480958	0.0	0.0
9097	2999.0	7654.0
106480957	0.0	5.0
57413	99.0	144.0
57414	27028.0	8303.0
57415	128.0	2053.0
389404	3.0	7.0
9091	4614.0	5351.0
57410	7779.0	11716.0
389400	0.0	0.0
106480961	0.0	0.0
57412	16.0	20.0
106480960	0.0	0.0
57418	1677.0	2945.0
57419	348.0	914.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	4.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	1.0	2.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	2.0	0.0
106479931	0.0	0.0
390431	0.0	1.0
106479930	0.0	0.0
390432	0.0	0.0
400322	648.0	1124.0
390433	0.0	0.0
106480921	0.0	1.0
106480920	0.0	0.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	0.0	1.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	1.0	0.0
100996350	47.0	20.0
389434	9.0	216.0
642402	1.0	1.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	2.0	2.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	1.0	2.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	4.0	6.0
353497	221.0	440.0
390442	0.0	1.0
106480930	1.0	2.0
390443	0.0	0.0
389432	486.0	804.0
106480932	0.0	0.0
390445	73.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	220.0	5.0
106480935	1.0	1.0
389428	1.0	6.0
341405	0.0	0.0
389422	10.0	22.0
642413	27.0	1.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	0.0
106480904	0.0	0.0
106480907	1.0	3.0
106479958	3.0	3.0
106479957	2.0	2.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	0.0	0.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	1.0	0.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	2.0	2.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	0.0	1.0
106480902	0.0	0.0
57446	2169.0	14232.0
57447	35336.0	15341.0
390418	3.0	0.0
100996331	0.0	0.0
57448	5484.0	8488.0
390419	0.0	3.0
57449	709.0	1146.0
389458	0.0	0.0
642425	0.0	0.0
642424	0.0	0.0
100125556	126.0	327.0
106479949	0.0	0.0
106480916	3.0	0.0
106479948	0.0	0.0
106480915	2.0	2.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	0.0
106479946	0.0	0.0
106479945	0.0	1.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	1.0	1.0
642443	2.0	8.0
106479942	1.0	0.0
106479941	0.0	1.0
106479940	0.0	0.0
390421	6.0	9.0
57451	58.0	176.0
106480910	0.0	0.0
57452	154.0	655.0
390423	0.0	1.0
414919	1182.0	3252.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	20.0	0.0
106480914	0.0	1.0
414918	592.0	1088.0
106480913	0.0	0.0
57458	1207.0	2770.0
390429	0.0	1.0
57459	1704.0	2224.0
57453	10.0	40.0
57455	1459.0	2450.0
57456	1275.0	2491.0
106479939	0.0	10.0
390472	0.0	0.0
162540	0.0	0.0
150554	5.0	9.0
729082	4995.0	5861.0
729085	104.0	229.0
729079	1.0	1.0
390483	0.0	1.0
730061	1.0	0.0
150568	14.0	0.0
729073	6.0	4.0
497258	225.0	264.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	4.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	841.0	899.0
730092	81.0	180.0
730091	265.0	205.0
150577	0.0	1.0
150572	0.0	1.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	4.0	7.0
102546227	0.0	1.0
106479902	0.0	2.0
730087	206.0	193.0
106479901	4.0	0.0
106479900	0.0	0.0
730086	1.0	4.0
729097	12.0	6.0
389493	1614.0	155.0
221613	0.0	0.0
729096	17.0	28.0
729092	21.0	15.0
729046	15.0	41.0
729042	0.0	2.0
729041	6.0	105.0
730029	120.0	164.0
730023	2.0	1.0
729032	0.0	1.0
730016	1.0	0.0
730058	0.0	0.0
730052	0.0	3.0
730051	875.0	1422.0
221662	107.0	178.0
150538	4.0	23.0
162515	398.0	137.0
162517	1.0	7.0
729059	0.0	2.0
162514	10.0	15.0
730041	13.0	13.0
149563	73.0	3285.0
221656	594.0	1156.0
729050	1.0	1.0
221687	145.0	14.0
221692	82.0	199.0
162494	63.0	299.0
654391	3.0	2.0
198437	0.0	2.0
257629	0.0	1.0
267004	1.0	6.0
149499	4.0	15.0
162466	32.0	64.0
255022	1.0	3.0
162461	45.0	151.0
267010	0.0	0.0
267012	0.0	1.0
267013	1.0	1.0
150472	640.0	634.0
255031	545.0	386.0
255025	0.0	0.0
101101692	12.0	32.0
255027	685.0	705.0
267002	382.0	793.0
150483	3.0	23.0
282617	0.0	0.0
282618	0.0	0.0
282616	0.0	0.0
644990	39.0	45.0
9103	48.0	92.0
9100	3131.0	7325.0
9101	3153.0	4205.0
644994	1.0	1.0
9107	1974.0	2923.0
9104	189.0	284.0
400242	170.0	319.0
84959	104.0	161.0
255061	6.0	11.0
84958	3647.0	20960.0
654319	0.0	4.0
100996315	1.0	2.0
84966	34.0	952.0
57348	19.0	127.0
282679	34.0	1331.0
84968	23.0	40.0
84967	2019.0	2227.0
84962	2721.0	1566.0
57343	827.0	1102.0
654320	0.0	0.0
255057	15.0	37.0
84961	1782.0	2196.0
654321	2.0	2.0
400238	0.0	0.0
654322	5.0	1.0
84964	92.0	184.0
400236	206.0	383.0
644988	3.0	8.0
84960	116.0	458.0
642326	0.0	0.0
9113	1940.0	2715.0
9114	5509.0	10268.0
9111	494.0	673.0
9112	3100.0	3690.0
9117	3377.0	8339.0
9118	9.0	39.0
414899	0.0	0.0
100996307	154.0	234.0
100996306	0.0	0.0
84948	1283.0	1148.0
9110	2003.0	3643.0
84947	505.0	729.0
84955	1039.0	1008.0
84954	1024.0	2264.0
84957	38.0	130.0
100996301	3.0	7.0
84951	5114.0	4508.0
84950	2065.0	3496.0
84953	27.0	120.0
400224	163.0	15.0
84952	3942.0	11895.0
644998	0.0	0.0
9108	39.0	85.0
642337	0.0	3.0
644997	0.0	0.0
9124	11302.0	7196.0
9125	2181.0	3000.0
9122	669.0	143.0
9123	798.0	986.0
9128	2190.0	2698.0
9129	1883.0	2581.0
9126	3040.0	3089.0
9127	96.0	72.0
94304	0.0	0.0
255043	94.0	142.0
9120	1137.0	179.0
9121	2108.0	1987.0
57369	2.0	9.0
84988	2393.0	2959.0
84987	3504.0	2763.0
84989	109.0	117.0
84984	159.0	167.0
84983	1.0	34.0
84986	513.0	1267.0
84985	2738.0	29.0
642345	2.0	2.0
9119	0.0	0.0
84981	2325.0	2203.0
9135	3008.0	7247.0
9136	819.0	1782.0
9133	23.0	325.0
9134	14.0	100.0
9139	1586.0	7182.0
267014	0.0	0.0
267015	1.0	2.0
9138	3128.0	5055.0
267017	0.0	0.0
9131	3260.0	4297.0
9132	122.0	254.0
84969	189.0	218.0
9130	4702.0	6184.0
400208	0.0	4.0
84976	422.0	1041.0
400209	74.0	82.0
400206	0.0	0.0
84978	13.0	109.0
84973	1515.0	3956.0
84975	2112.0	4113.0
57379	0.0	0.0
642357	9.0	6.0
84971	1295.0	1773.0
84970	0.0	0.0
267020	4.0	4.0
9146	3814.0	6621.0
9147	2047.0	2348.0
9144	9130.0	39262.0
9145	891.0	5171.0
9148	199.0	94.0
106479899	0.0	0.0
9149	1070.0	2213.0
106479898	0.0	0.0
106479897	0.0	1.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	0.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	7.0	2.0
57380	1937.0	2188.0
9143	40.0	28.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	254.0	378.0
9140	2923.0	2257.0
106479891	0.0	0.0
9141	1786.0	2467.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	56.0	96.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	0.0
9158	2556.0	3490.0
9156	7.0	42.0
106479889	0.0	0.0
9159	2071.0	2588.0
106479888	0.0	0.0
106479887	1.0	0.0
654346	1.0	4.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	1621.0	2495.0
106480896	0.0	0.0
106479885	0.0	1.0
57396	1539.0	1642.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	1.0	4.0
106479882	0.0	0.0
9154	1.0	2.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	60.0	103.0
9152	0.0	0.0
654350	0.0	0.0
84996	154.0	262.0
84991	3003.0	3789.0
84993	2620.0	4281.0
84992	0.0	0.0
9168	8923.0	19068.0
9169	5434.0	7019.0
9166	2140.0	1844.0
642395	1.0	3.0
9167	4416.0	7419.0
642394	0.0	1.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	207.0	150.0
106480867	0.0	0.0
9162	62.0	27.0
106480869	0.0	0.0
654383	0.0	0.0
106480871	0.0	0.0
106480870	0.0	0.0
106480873	0.0	1.0
282697	0.0	0.0
400258	41.0	3.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	0.0
9179	1348.0	1838.0
9177	3.0	2.0
106480875	0.0	0.0
9172	171.0	246.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	1336.0	2842.0
106480876	0.0	0.0
9175	1780.0	3814.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	530.0	52.0
106480880	5.0	3.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	0.0	0.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	1.0	3.0
137868	0.0	2.0
730112	61.0	44.0
106480849	4.0	0.0
729123	2.0	2.0
9188	3759.0	5337.0
106479859	0.0	0.0
106479858	0.0	1.0
9189	3108.0	7505.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	105.0	280.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	999.0	1523.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	752.0	2353.0
106480844	3.0	1.0
106479851	0.0	0.0
9181	1783.0	1563.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	765.0	1031.0
106480845	0.0	0.0
9184	2900.0	4335.0
106480848	0.0	0.0
9185	5252.0	12359.0
106480847	0.0	0.0
57501	19.0	137.0
57502	86.0	169.0
57504	3933.0	3104.0
125875	77.0	91.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	5392.0	6899.0
730109	0.0	0.0
137872	593.0	1476.0
102546175	0.0	1.0
57505	936.0	2435.0
644903	13.0	30.0
57506	6243.0	10048.0
57507	781.0	1209.0
57508	581.0	1022.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	186.0	198.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	1611.0	2553.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	6658.0	5350.0
106480857	0.0	0.0
106480856	0.0	1.0
106480859	0.0	3.0
729119	3.0	1.0
9196	36.0	131.0
106480858	0.0	0.0
57512	333.0	686.0
57513	1741.0	2694.0
57514	433.0	939.0
123207	1207.0	1243.0
57515	17445.0	16761.0
106480860	0.0	0.0
57510	1883.0	3828.0
106480862	0.0	0.0
57511	1746.0	1833.0
106480861	0.0	0.0
644911	2.0	3.0
644914	8.0	8.0
57519	348.0	627.0
729146	5.0	2.0
106480828	0.0	0.0
113878	826.0	3266.0
135228	205.0	821.0
106480827	0.0	0.0
729148	65.0	70.0
106480829	0.0	1.0
137886	1447.0	2114.0
106479879	0.0	0.0
730130	7.0	3.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	0.0	3.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	0.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	1.0	2.0
106479870	1.0	1.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	4269.0	2858.0
57524	30.0	242.0
57526	23.0	85.0
644928	9.0	8.0
57520	62.0	219.0
57521	2154.0	3781.0
57522	76.0	1008.0
57528	68.0	241.0
57529	6.0	10.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	2.0	15.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	1.0	4.0
106479864	0.0	1.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	606.0	902.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	5.0	7.0
106480836	0.0	0.0
57534	2185.0	3975.0
57535	91.0	38306.0
343727	0.0	0.0
57536	314.0	520.0
57537	205.0	312.0
150864	1093.0	2056.0
57530	6497.0	8384.0
57531	501.0	584.0
57532	4606.0	5539.0
106480840	0.0	0.0
57533	1431.0	2903.0
57538	165.0	568.0
57539	1065.0	1643.0
106479817	0.0	5.0
106480806	7.0	2.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	1.0	1.0
106479812	0.0	3.0
106479811	0.0	0.0
106479810	0.0	0.0
123263	482.0	1027.0
106480800	0.0	0.0
123264	24.0	77.0
57540	7.0	156.0
106480802	0.0	0.0
106480801	0.0	0.0
106480804	1.0	1.0
106480803	0.0	0.0
57545	598.0	1079.0
57546	866.0	1541.0
57547	145.0	161.0
57541	1274.0	1672.0
57542	1256.0	2273.0
353132	0.0	0.0
57544	2561.0	6277.0
353131	0.0	0.0
644943	19.0	115.0
57549	901.0	2237.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	1.0
100101490	15.0	55.0
106479807	0.0	0.0
137835	29.0	132.0
106479806	0.0	1.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	10.0	12.0
106479802	5.0	9.0
106479801	0.0	0.0
644962	314.0	12.0
106479800	0.0	0.0
353134	0.0	0.0
353133	2.0	0.0
106480811	0.0	0.0
57551	3953.0	4873.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	0.0	0.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	445.0	2893.0
57558	518.0	415.0
57559	48.0	201.0
57552	899.0	1270.0
353141	0.0	0.0
353140	1.0	0.0
57553	798.0	2206.0
57554	16.0	128.0
353143	0.0	0.0
57555	1572.0	1845.0
353142	0.0	0.0
343702	7.0	3.0
729102	2.0	2.0
106479839	0.0	16.0
106479838	0.0	0.0
729101	0.0	2.0
106479837	0.0	0.0
106479836	1.0	2.0
106479835	4.0	3.0
644972	45.0	67.0
106479834	0.0	1.0
106479833	0.0	0.0
642311	0.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	1.0	7.0
102465906	0.0	0.0
57560	831.0	670.0
106479830	0.0	0.0
353144	0.0	0.0
57561	3744.0	4513.0
57562	329.0	266.0
149830	0.0	2.0
57567	833.0	1091.0
57568	276.0	2396.0
57569	268.0	260.0
57563	1754.0	1780.0
57565	7254.0	78.0
106479829	0.0	2.0
106479828	1.0	1.0
106479827	0.0	0.0
106479826	1.0	1.0
106479825	0.0	0.0
106479824	0.0	0.0
106479823	0.0	0.0
106479822	0.0	0.0
106479821	0.0	0.0
57570	753.0	1536.0
125893	461.0	1122.0
106479820	13.0	3.0
57571	61.0	194.0
57572	906.0	2261.0
149840	417.0	534.0
57573	573.0	1055.0
102465910	0.0	0.0
57578	20.0	58.0
57579	648.0	3483.0
149837	239.0	113.0
123228	231.0	392.0
57574	4.0	570.0
353163	0.0	1.0
57575	1317.0	1303.0
102465909	0.0	0.0
57576	65.0	102.0
102465908	0.0	0.0
57577	565.0	616.0
353164	0.0	0.0
102465907	0.0	0.0
644974	5.0	11.0
642317	0.0	1.0
106479819	2.0	0.0
106479818	0.0	0.0
730198	3.0	0.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	0.0	1.0
390116	0.0	0.0
389120	0.0	0.0
390117	0.0	0.0
147276	1.0	5.0
389118	9.0	39.0
389119	191.0	259.0
353174	23.0	102.0
389114	476.0	736.0
135293	1425.0	8635.0
135295	70.0	230.0
729196	1.0	0.0
729198	0.0	0.0
730180	0.0	0.0
353189	695.0	24.0
392752	29.0	23.0
389144	0.0	0.0
389141	2.0	1.0
123283	747.0	1197.0
102465944	0.0	0.0
353194	3.0	22.0
353196	0.0	1.0
389136	379.0	18292.0
389137	0.0	5.0
390102	0.0	0.0
100526416	0.0	0.0
389125	1.0	3.0
389160	2.0	54.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	2.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	8.0	12.0
390158	3.0	4.0
389161	3.0	8.0
147226	13.0	12.0
389158	2.0	0.0
147228	0.0	4.0
135250	27.0	23.0
102465975	0.0	2.0
729156	15.0	19.0
102465974	1.0	0.0
730144	3.0	3.0
390162	0.0	0.0
390166	0.0	0.0
389156	7.0	7.0
390167	0.0	1.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	3.0	1.0
730138	2.0	8.0
102465985	0.0	0.0
730174	2.0	1.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	2.0	2.0
390136	0.0	0.0
390137	0.0	0.0
221303	83.0	120.0
390138	0.0	0.0
221302	341.0	609.0
390139	0.0	0.0
729182	1.0	0.0
135270	0.0	1.0
389170	42.0	34.0
729178	158.0	358.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	2.0	1.0
390144	0.0	0.0
729176	1.0	1.0
389179	24.0	22.0
389177	4.0	10.0
390148	0.0	0.0
729171	1.0	19.0
390072	16.0	10.0
390073	0.0	1.0
390075	3.0	1.0
390077	1.0	2.0
390078	0.0	1.0
390079	0.0	0.0
221322	166.0	412.0
642290	4.0	17.0
