id	06f6022f-d28b-4c80-ac20-ee5923b5e0b5	494ca558-baef-4580-9662-19f2b8527858
10900	73.0	23.0
10903	1285.0	319.0
81243	0.0	0.0
10902	3762.0	4353.0
81244	0.0	0.0
100271487	2.0	4.0
10905	8300.0	7615.0
10904	5125.0	6572.0
81246	0.0	0.0
283796	5.0	2.0
100271483	0.0	0.0
81240	0.0	5.0
342574	12.0	2.0
100271486	0.0	1.0
100271485	1.0	0.0
81242	0.0	1.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	10009.0	12029.0
440917	9.0	16.0
439927	0.0	0.0
440915	13.0	27.0
8078	6825.0	6760.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	262.0	310.0
106481959	0.0	0.0
8073	12190.0	11287.0
106481956	0.0	0.0
8074	30.0	0.0
106481957	2.0	1.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	4.0	6.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	257.0	216.0
100271472	1.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	1.0
81270	0.0	0.0
100271470	0.0	0.0
440905	23.0	417.0
439916	0.0	0.0
8089	679.0	781.0
440902	2.0	4.0
643499	0.0	0.0
439915	0.0	0.0
440900	1.0	2.0
8082	6877.0	1943.0
106481965	0.0	0.0
106481966	2.0	1.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	1656.0	2536.0
106481969	0.0	0.0
8087	7227.0	8515.0
106481967	12.0	6.0
8085	8166.0	14619.0
106481968	2.0	0.0
102724167	2.0	2.0
100271469	0.0	0.0
100271466	0.0	2.0
106481972	0.0	0.0
283777	0.0	0.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	0.0	0.0
100271467	0.0	2.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	18346.0	4596.0
81264	0.0	0.0
100271460	2.0	4.0
731688	7.0	14.0
728034	0.0	0.0
8099	5227.0	3331.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	14.0	5.0
106481930	0.0	0.0
8092	2.0	8.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	151.0	363.0
106481937	0.0	0.0
106481934	1.0	0.0
106481935	1.0	1.0
56413	98.0	50.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	6.0	3.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	0.0	1.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	617.0	1018.0
344838	0.0	1.0
106481918	0.0	0.0
106481919	2.0	12.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	1832.0	378.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	2.0	0.0
106481913	0.0	0.0
283349	8410.0	12120.0
100126572	0.0	0.0
106481929	1.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	9.0	4.0
728042	0.0	0.0
106481921	1.0	3.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	2.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	3.0	9.0
101234262	8.0	28.0
767612	0.0	0.0
767611	0.0	0.0
283337	2829.0	3291.0
344813	0.0	6.0
114548	405.0	214.0
81406	0.0	3.0
81407	0.0	0.0
344807	1.0	0.0
126526	938.0	750.0
767600	0.0	0.0
344805	3.0	1.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	1.0
731656	1.0	3.0
102800446	0.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	14.0	14.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	28.0	50.0
728013	82.0	51.0
283392	508.0	68.0
728012	0.0	0.0
728015	0.0	0.0
728010	0.0	1.0
81428	0.0	0.0
728019	1.0	1.0
56478	2412.0	1953.0
56479	636.0	125.0
126506	1.0	0.0
56474	1735.0	2854.0
81430	0.0	1.0
56475	943.0	209.0
81431	0.0	0.0
56476	0.0	3.0
56477	730.0	552.0
93408	7.0	1.0
283385	131.0	36.0
283383	5268.0	678.0
728005	3.0	10.0
81419	3.0	1.0
81421	0.0	0.0
283377	1124.0	2141.0
643401	8.0	9.0
283375	7.0	1.0
283373	4086.0	6317.0
151525	875.0	1252.0
126567	21.0	25.0
391211	1.0	0.0
151534	99.0	209.0
151531	15.0	4.0
114569	2771.0	14724.0
126549	43.0	23.0
114571	0.0	1.0
100527978	41.0	39.0
126541	0.0	1.0
126536	0.0	0.0
151556	4830.0	3190.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	0.0
440695	0.0	0.0
728072	0.0	0.0
100527960	18.0	1.0
391253	0.0	1.0
728064	0.0	0.0
100527963	66.0	52.0
728066	4.0	3.0
440689	51.0	129.0
391257	0.0	0.0
391256	2.0	4.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	1.0
728096	0.0	0.0
151507	23.0	147.0
728090	0.0	0.0
728088	6.0	7.0
100527943	2.0	7.0
114599	0.0	2.0
126581	0.0	0.0
151516	101.0	81.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	1.0
100527947	1.0	0.0
100527948	0.0	2.0
100527949	0.0	0.0
643384	0.0	0.0
391160	3.0	1.0
643382	8.0	1.0
391162	0.0	0.0
692312	2.0	1.0
163479	0.0	0.0
391169	1.0	0.0
100271332	6.0	7.0
391171	0.0	0.0
391174	6.0	8.0
643394	0.0	11.0
391175	0.0	0.0
391179	0.0	2.0
93380	3294.0	2853.0
100271323	0.0	7.0
100271322	2.0	0.0
100271325	8.0	2.0
100271321	0.0	1.0
401036	0.0	1.0
440672	1.0	2.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	9.0	6.0
391155	0.0	0.0
401024	78.0	96.0
163486	1914.0	2160.0
401022	60.0	250.0
425054	1.0	0.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	1.0
100271300	0.0	1.0
401018	0.0	0.0
100271303	0.0	0.0
100271302	0.0	0.0
401093	2825.0	479.0
401097	142.0	166.0
151449	1315.0	559.0
401082	1.0	1.0
8100	1126.0	684.0
440606	2.0	0.0
8106	2820.0	3276.0
440603	37.0	34.0
401089	3.0	7.0
391183	0.0	0.0
8110	30.0	23.0
8111	440.0	211.0
391189	0.0	0.0
8115	14.0	16.0
401074	100.0	219.0
222484	1300.0	1737.0
391190	0.0	0.0
391192	4.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	429.0	683.0
391196	0.0	0.0
391195	0.0	0.0
8128	11.0	1.0
8125	7338.0	9923.0
401067	0.0	0.0
8120	210.0	287.0
151477	49.0	78.0
151473	946.0	474.0
643300	8.0	19.0
645962	1.0	1.0
8139	999.0	962.0
645961	2.0	8.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	1.0
81328	0.0	0.0
8131	2015.0	2843.0
81329	0.0	0.0
83998	108.0	71.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	1.0	0.0
283403	0.0	0.0
83990	102.0	130.0
83992	2081.0	295.0
645954	221.0	62.0
81330	0.0	0.0
645958	142.0	229.0
645957	2.0	2.0
645974	79.0	548.0
643311	0.0	0.0
645973	0.0	0.0
643310	9.0	23.0
8148	7586.0	6885.0
222487	25.0	46.0
81318	0.0	0.0
8140	783.0	466.0
83987	2634.0	515.0
81324	0.0	0.0
83986	3513.0	3179.0
81325	0.0	0.0
83989	4641.0	3453.0
83988	1525.0	2258.0
81327	0.0	0.0
83983	103.0	125.0
81320	0.0	0.0
83982	774.0	165.0
83985	85.0	150.0
81322	0.0	0.0
643308	2.0	3.0
643309	5.0	4.0
645968	11.0	25.0
645980	0.0	1.0
100271390	1.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	956.0	222.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	1.0	0.0
81353	0.0	1.0
106481884	0.0	0.0
100271399	0.0	0.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	5.0	0.0
81352	13.0	3.0
100271392	5.0	11.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	3.0	5.0
93323	270.0	180.0
8165	6618.0	15993.0
645996	39.0	340.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1431.0	1878.0
106481891	0.0	4.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	1.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	1.0	1.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	1.0	4.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	3.0	0.0
8178	1206.0	1321.0
344892	1.0	0.0
643343	26.0	31.0
8170	27.0	14.0
106481855	0.0	0.0
401014	10.0	2.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	14.0	16.0
106481859	1.0	1.0
8175	2809.0	2634.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	15.0	11.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	53.0	71.0
645998	1.0	1.0
643336	0.0	0.0
100271371	1.0	1.0
8189	4949.0	5976.0
8187	395.0	692.0
93343	1255.0	1169.0
93349	868.0	1144.0
643353	0.0	0.0
106481866	5.0	7.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	1.0	0.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	1.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	4.0	2.0
283431	205.0	155.0
100271364	4.0	2.0
81363	6.0	1.0
344875	2.0	27.0
100271360	0.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	3.0	1.0
8192	1672.0	2466.0
106481833	0.0	0.0
8193	16.0	21.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	12.0	10.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	3045.0	2681.0
106481836	0.0	0.0
106481840	2.0	0.0
106481841	0.0	0.0
100271358	0.0	6.0
81399	0.0	0.0
283422	3.0	2.0
344866	2.0	5.0
100271351	0.0	0.0
283420	127.0	33.0
100271354	0.0	3.0
81390	0.0	0.0
81392	1.0	5.0
643376	7.0	9.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	1.0	1.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	0.0	11.0
106481846	0.0	1.0
100307126	11.0	6.0
106481847	0.0	0.0
100271349	2.0	2.0
283417	671.0	307.0
283416	37.0	34.0
106481851	0.0	2.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	3.0	11.0
106481850	1.0	6.0
81382	0.0	0.0
81383	0.0	0.0
100271343	11.0	10.0
106481819	0.0	2.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	2.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	1539.0	3310.0
283487	551.0	170.0
283486	0.0	1.0
283483	9.0	0.0
283481	257.0	58.0
283480	0.0	0.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	0.0	1.0
106481822	0.0	0.0
106481823	2.0	0.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	0.0	2.0
106481827	1.0	0.0
106481824	2.0	1.0
106481825	1.0	1.0
56547	8.0	194.0
106481830	0.0	0.0
56548	400.0	206.0
283471	4.0	2.0
731789	0.0	0.0
728170	5.0	4.0
283464	1132.0	1621.0
283463	4.0	1.0
283461	0.0	0.0
283460	5.0	11.0
106481808	0.0	0.0
728167	0.0	5.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	1.0
728162	1.0	2.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	2.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	33.0	17.0
81502	5697.0	16223.0
283459	1144.0	1648.0
283458	14.0	25.0
283455	73.0	216.0
645900	1.0	0.0
283450	8002.0	20772.0
780776	513.0	143.0
728113	50.0	158.0
126410	115.0	23.0
728116	35.0	6.0
728115	0.0	5.0
728118	22.0	31.0
81533	5456.0	5501.0
126402	0.0	0.0
81532	3642.0	1795.0
645930	3.0	13.0
731779	2.0	0.0
728106	0.0	1.0
645922	0.0	0.0
645927	7.0	8.0
728134	2.0	14.0
474170	175.0	263.0
728130	67.0	114.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	3347.0	4392.0
81556	2359.0	2916.0
81557	0.0	0.0
81558	1598.0	2335.0
645939	0.0	1.0
81551	13.0	1.0
101055625	6.0	0.0
81552	1635.0	1549.0
81553	2816.0	1780.0
344905	6.0	3.0
81554	3580.0	3833.0
474167	20.0	27.0
81550	1583.0	1101.0
344901	17.0	1.0
645931	0.0	0.0
645950	2.0	3.0
728121	66.0	92.0
81537	2042.0	1074.0
81539	14634.0	17698.0
728128	1.0	11.0
81544	1218.0	521.0
81545	3043.0	4036.0
81542	3247.0	2983.0
81543	211.0	302.0
93517	711.0	1123.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	737.0	479.0
126432	281.0	640.0
163404	7.0	0.0
138474	3.0	2.0
391365	1.0	1.0
391367	1.0	1.0
728192	2.0	0.0
728194	0.0	0.0
728190	750.0	850.0
391378	0.0	0.0
138412	2.0	1.0
138428	15.0	10.0
138429	84.0	28.0
391356	690.0	1827.0
391358	2.0	5.0
56521	368.0	221.0
391282	0.0	3.0
643263	0.0	0.0
643264	1.0	1.0
100271209	35.0	14.0
222537	14.0	1.0
163351	45.0	11.0
100271217	0.0	0.0
100271216	0.0	0.0
100271218	1.0	2.0
401164	4.0	3.0
100271206	0.0	0.0
100271207	2.0	1.0
100271201	0.0	0.0
100271204	0.0	3.0
391266	0.0	0.0
440799	9.0	0.0
391267	12.0	2.0
222553	129.0	181.0
391269	0.0	0.0
440795	0.0	0.0
401152	14709.0	9595.0
126393	14966.0	3155.0
8200	108.0	46.0
8204	6909.0	18621.0
8202	5161.0	7848.0
391276	0.0	0.0
391279	0.0	0.0
401145	281.0	574.0
222545	65.0	5.0
126382	580.0	637.0
222546	37.0	17.0
606293	106.0	217.0
401138	39.0	37.0
401137	1.0	0.0
151393	889.0	277.0
692231	0.0	0.0
440738	3.0	1.0
692233	1.0	2.0
440737	24.0	51.0
8216	3454.0	3139.0
8214	163.0	163.0
440732	1.0	11.0
440730	3.0	12.0
222584	489.0	112.0
151325	0.0	0.0
8208	365.0	574.0
8209	2.0	12.0
8220	1096.0	807.0
8226	688.0	930.0
692223	0.0	0.0
8227	2589.0	1988.0
8224	18.0	63.0
692225	13.0	12.0
8225	2830.0	2558.0
692226	0.0	0.0
100381178	6.0	2.0
692227	16.0	33.0
692229	1.0	0.0
100310839	0.0	1.0
100310838	0.0	2.0
8218	536.0	328.0
8233	714.0	546.0
692210	0.0	0.0
8237	7693.0	4790.0
401190	1531.0	549.0
692212	4.0	1.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1032.0	1703.0
8242	6360.0	9025.0
8243	7110.0	8840.0
692201	0.0	0.0
692202	0.0	2.0
692203	0.0	0.0
692204	0.0	0.0
692205	1.0	5.0
692206	0.0	0.0
692207	0.0	4.0
692208	0.0	3.0
692209	0.0	0.0
8241	3463.0	4971.0
100310812	2.0	1.0
8239	14722.0	13273.0
151354	2719.0	4412.0
100271291	0.0	0.0
93432	96.0	66.0
100271290	0.0	1.0
645841	0.0	0.0
93436	1659.0	2916.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	2.0
106481776	0.0	4.0
106481777	0.0	0.0
81449	0.0	0.0
8251	2.0	2.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	1.0
106481785	0.0	0.0
106481786	2.0	1.0
106481783	2.0	0.0
283523	2.0	3.0
106481784	0.0	0.0
100310869	4.0	0.0
100271297	0.0	0.0
283521	3.0	9.0
100271296	0.0	0.0
645834	1.0	4.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	1.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2992.0	3745.0
93426	21.0	368.0
8269	737.0	1175.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	563.0	705.0
8260	960.0	1286.0
283518	18.0	21.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	1.0
81448	0.0	1.0
106481791	0.0	0.0
283514	3.0	9.0
106481796	26.0	21.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	3.0	2.0
645846	0.0	5.0
100271288	1.0	0.0
645843	0.0	0.0
81440	2.0	0.0
100271284	0.0	0.0
8277	17.0	2.0
645864	0.0	1.0
342374	0.0	3.0
440714	0.0	0.0
342372	3.0	12.0
342371	3995.0	4861.0
440712	140.0	69.0
106481756	0.0	0.0
8270	610.0	741.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	1.0
8273	2201.0	1419.0
728215	1122.0	321.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	56.0	60.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	9.0	60.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	0.0	0.0
81470	0.0	0.0
100271274	2.0	0.0
100310841	2.0	3.0
81472	8.0	13.0
81473	0.0	0.0
100310840	127.0	86.0
100271273	0.0	0.0
645859	0.0	0.0
8288	22.0	10.0
8289	8905.0	17812.0
8287	4458.0	1358.0
643210	2.0	0.0
106481767	0.0	0.0
728207	0.0	2.0
106481768	10.0	2.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	4080.0	1473.0
106481769	0.0	0.0
106481770	1.0	2.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	2.0	1.0
81466	1.0	0.0
106481773	0.0	0.0
100310853	0.0	0.0
100271263	0.0	0.0
100310855	1.0	0.0
81462	0.0	0.0
100271260	4.0	6.0
100271262	0.0	0.0
100310851	0.0	1.0
342358	1.0	0.0
342357	648.0	689.0
100310850	3.0	0.0
100271261	0.0	2.0
643220	4.0	12.0
643224	110.0	255.0
645884	0.0	1.0
8291	3102.0	1206.0
401136	0.0	1.0
106481734	6.0	19.0
8292	227.0	84.0
401135	0.0	0.0
106481735	10.0	50.0
106481732	0.0	4.0
8290	0.0	0.0
106481733	0.0	0.0
8295	7363.0	11685.0
106481738	0.0	0.0
93474	220.0	272.0
106481739	0.0	0.0
8293	0.0	3.0
106481736	1.0	6.0
106481737	0.0	0.0
8294	297.0	516.0
106481741	0.0	0.0
106481742	1.0	0.0
100271259	0.0	0.0
100271258	1.0	0.0
106481740	0.0	0.0
81492	0.0	0.0
100271253	0.0	0.0
645879	0.0	1.0
81493	1099.0	224.0
81494	0.0	1.0
100271254	0.0	1.0
283562	0.0	0.0
81490	1591.0	2014.0
81491	230.0	555.0
342346	41.0	39.0
100271250	2.0	0.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	6.0	4.0
106481745	0.0	0.0
401124	59.0	22.0
106481746	0.0	0.0
106481743	1.0	0.0
106481744	49.0	38.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	1.0	1.0
100271245	2.0	0.0
106481753	1.0	4.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	1.0
100271248	0.0	0.0
106481751	0.0	1.0
401115	28.0	17.0
81488	3766.0	2965.0
283554	133.0	87.0
283553	11.0	4.0
100271244	0.0	0.0
643226	4.0	6.0
283551	49.0	79.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	64.0	57.0
93492	1.0	0.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	1.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	88.0	48.0
100271235	0.0	0.0
283547	17.0	23.0
401106	34.0	517.0
100271234	0.0	0.0
106481720	0.0	2.0
100271230	0.0	0.0
643236	0.0	0.0
100271233	0.0	0.0
100271232	3.0	0.0
643253	361.0	265.0
93487	5478.0	6131.0
106481729	14.0	2.0
643255	2.0	4.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	1.0	0.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	1.0	0.0
283537	1898.0	636.0
100271229	1.0	1.0
100271224	0.0	1.0
106481730	0.0	0.0
100271223	0.0	0.0
106481731	3.0	1.0
100271226	0.0	0.0
100271225	0.0	1.0
100271220	0.0	0.0
100271222	0.0	0.0
344978	10.0	1.0
100271221	0.0	0.0
138716	913.0	1666.0
780852	0.0	0.0
728276	0.0	11.0
780853	0.0	0.0
728279	0.0	0.0
138715	3.0	5.0
780851	2.0	2.0
100126356	0.0	0.0
285796	9.0	5.0
81607	982.0	2938.0
81608	2228.0	2497.0
81609	5136.0	4305.0
81603	6782.0	7228.0
81605	2647.0	2533.0
81606	3473.0	13180.0
81610	1094.0	366.0
56654	5882.0	9496.0
56655	1224.0	1131.0
81611	5074.0	1420.0
56650	4301.0	2536.0
29028	2044.0	4481.0
283129	7.0	100.0
56651	3.0	26.0
56652	492.0	1329.0
100126354	0.0	0.0
100126355	0.0	1.0
56658	1031.0	770.0
283120	742.0	28.0
56659	45.0	34.0
100126350	1.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	1.0	0.0
100126345	0.0	0.0
728262	8.0	13.0
138724	4.0	5.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	1952.0	680.0
100126348	0.0	2.0
728263	9.0	4.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	11.0	16.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	1.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	4396.0	3845.0
100190924	0.0	0.0
56666	259.0	1006.0
30012	1.0	0.0
29034	0.0	0.0
56667	80.0	55.0
106865375	0.0	0.0
81602	757.0	582.0
30014	0.0	0.0
106865374	0.0	0.0
56662	0.0	0.0
30011	2083.0	1158.0
283116	2.0	0.0
56663	0.0	0.0
30010	0.0	0.0
56664	0.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	1.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	980.0	1553.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	1524.0	1092.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	24.0	35.0
100381202	2.0	0.0
56670	69.0	35.0
81626	0.0	0.0
81627	2371.0	1299.0
81628	3621.0	5502.0
56676	0.0	2.0
30001	2944.0	1894.0
54012	0.0	0.0
56677	0.0	0.0
246175	5130.0	6316.0
56672	1111.0	575.0
246176	3.0	3.0
56673	5.0	3.0
54016	0.0	0.0
283106	20.0	29.0
30000	6928.0	5084.0
56674	2743.0	4180.0
54015	0.0	0.0
81631	5349.0	3048.0
56675	195.0	35.0
54014	4928.0	6322.0
283104	332.0	316.0
100126330	0.0	0.0
30009	69.0	28.0
283102	6.0	3.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	1.0	0.0
30008	6834.0	1560.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	353.0	207.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	787.0	72.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	1.0	2.0
66004	4211.0	1154.0
100126325	0.0	0.0
66005	4589.0	8570.0
100126326	0.0	0.0
81618	14855.0	17388.0
81619	6118.0	12716.0
56681	8614.0	8373.0
66008	4953.0	6583.0
29018	0.0	0.0
81614	1635.0	2525.0
54020	2647.0	8529.0
81615	40.0	24.0
81616	12.0	13.0
81617	6052.0	13805.0
767846	6.0	15.0
81621	2253.0	1879.0
81622	1142.0	1972.0
246184	286.0	209.0
767851	0.0	1.0
81623	3.0	3.0
54022	1.0	4.0
81624	54.0	149.0
767853	0.0	0.0
54021	5.0	34.0
56683	867.0	1259.0
54028	14.0	18.0
54027	0.0	0.0
29015	860.0	393.0
54026	0.0	0.0
767850	0.0	0.0
81620	104.0	176.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	1.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	9.0	14.0
246182	0.0	5.0
100126316	0.0	0.0
728233	69.0	57.0
283171	0.0	0.0
100126317	2.0	5.0
100126318	0.0	1.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	1.0
100126313	2.0	0.0
285753	409.0	374.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	1.0
114785	2924.0	4221.0
285755	178.0	156.0
114786	195.0	39.0
114787	60.0	109.0
114788	374.0	99.0
285758	41.0	14.0
114789	1650.0	2492.0
54031	8.0	9.0
728239	3.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1105.0	1227.0
54033	87.0	89.0
54032	0.0	0.0
114791	1774.0	2323.0
54039	88.0	87.0
114792	40.0	115.0
126767	0.0	0.0
114793	3659.0	2984.0
54038	0.0	0.0
100190954	0.0	0.0
114794	271.0	218.0
114795	296.0	90.0
54036	0.0	0.0
93627	2488.0	3172.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	19107.0	18573.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	403.0	795.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	3510.0	5599.0
100126302	0.0	0.0
100128963	8.0	16.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	4.0	3.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	3.0	5.0
54045	0.0	0.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	1.0
114780	25.0	7.0
54043	1.0	1.0
645807	0.0	3.0
114781	2746.0	3699.0
126755	4.0	0.0
54049	0.0	0.0
114783	394.0	705.0
54048	0.0	2.0
114784	44.0	58.0
283159	0.0	0.0
