id	8a69e294-e600-432c-8900-cf8f650a8319	208eb16b-3ed5-4cfe-823d-0da9af5ba913
115509	948.0	812.0
259197	11.0	9.0
284129	2013.0	2109.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	18.0	39.0
106144595	2.0	1.0
286749	0.0	1.0
106144598	1.0	1.0
106144599	0.0	1.0
284119	31968.0	7597.0
284116	44.0	9.0
284114	391.0	401.0
284111	9.0	8.0
284110	9.0	22.0
259173	1369.0	237.0
106144584	4.0	5.0
286753	1.0	3.0
106144585	0.0	0.0
106144586	7.0	1.0
284106	1606.0	3455.0
284100	2.0	2.0
284184	685.0	634.0
127544	2430.0	2407.0
23443	6122.0	6954.0
115557	1985.0	857.0
127540	0.0	0.0
23446	6254.0	6926.0
115560	580.0	736.0
23440	1.0	18.0
127534	353.0	21.0
139538	0.0	0.0
23452	4669.0	1336.0
441459	168.0	40.0
441457	7.0	10.0
23456	2131.0	2825.0
115548	4164.0	3785.0
23457	353.0	234.0
441452	0.0	1.0
441461	64.0	72.0
152503	5150.0	4646.0
23450	10875.0	12093.0
23451	22546.0	22404.0
139542	0.0	0.0
284167	4.0	8.0
23428	13290.0	10507.0
284161	401.0	1290.0
23429	6947.0	8531.0
100130799	0.0	0.0
23420	2329.0	2967.0
23421	865.0	813.0
23423	7147.0	9862.0
23424	1672.0	1168.0
23426	682.0	1006.0
152519	1029.0	727.0
152518	1209.0	1689.0
441490	0.0	0.0
23438	2071.0	1730.0
23439	39.0	2.0
100130786	0.0	0.0
23430	290.0	124.0
100130785	0.0	0.0
23431	1101.0	962.0
23432	2242.0	1683.0
23433	5284.0	2390.0
441478	1066.0	615.0
23434	0.0	1.0
23435	6787.0	6389.0
441476	10.0	51.0
23436	0.0	1.0
441484	17.0	22.0
441481	6.0	7.0
140545	230.0	697.0
100129795	2.0	1.0
139562	0.0	0.0
100129792	183.0	134.0
100129794	327.0	337.0
100129793	0.0	0.0
23405	6213.0	6196.0
23406	4349.0	2521.0
23408	1300.0	1035.0
23409	85.0	94.0
100130776	264.0	445.0
100130775	4.0	4.0
441425	1.0	0.0
23400	3745.0	5079.0
100130771	30.0	47.0
23401	1282.0	1639.0
23403	1395.0	2397.0
441420	0.0	1.0
23404	1603.0	1925.0
127579	87.0	201.0
100129784	1.0	4.0
100129781	33.0	11.0
100129782	0.0	2.0
23416	92.0	29.0
23417	1460.0	1751.0
23418	27.0	23.0
100129777	0.0	0.0
441416	2.0	23.0
23410	2090.0	2202.0
23411	3113.0	3712.0
23412	1405.0	1270.0
23413	4435.0	1858.0
441410	1.0	0.0
23414	188.0	51.0
23415	57.0	18.0
100129772	6.0	5.0
100130758	52.0	53.0
100130756	1.0	0.0
100129769	0.0	0.0
441442	0.0	2.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	1.0	0.0
115584	10.0	5.0
379024	0.0	0.0
379025	2263.0	1836.0
100874502	0.0	1.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	1.0
100874505	0.0	0.0
100129761	0.0	0.0
100874504	0.0	0.0
100874503	1.0	1.0
284196	0.0	0.0
284194	12.0	0.0
139516	5.0	0.0
100129755	0.0	1.0
100130742	53.0	51.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	0.0	0.0
441432	0.0	0.0
441430	1.0	4.0
115572	684.0	132.0
379011	0.0	0.0
379012	0.0	0.0
379013	32.0	22.0
284186	14.0	210.0
284185	5.0	71.0
646531	8.0	18.0
100463285	2.0	14.0
84328	2497.0	2099.0
84327	2080.0	3949.0
84329	421.0	138.0
84324	179.0	86.0
84326	1302.0	2409.0
84320	1750.0	2373.0
100500797	0.0	0.0
646527	7.0	6.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	541.0	474.0
100499227	9.0	47.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	43.0	3.0
127495	29.0	50.0
84309	2244.0	2238.0
84317	3774.0	1471.0
84316	1981.0	2316.0
84319	781.0	993.0
84318	626.0	821.0
84313	3228.0	3068.0
84312	1074.0	624.0
84315	573.0	795.0
84314	531.0	481.0
646538	0.0	2.0
343069	1.0	1.0
84311	2544.0	3734.0
84310	3197.0	3966.0
343068	0.0	1.0
343066	2.0	0.0
100996939	222.0	261.0
23386	9197.0	13241.0
23387	3535.0	3211.0
23389	11536.0	11221.0
441400	5.0	8.0
100996930	5.0	2.0
201853	20.0	3.0
23380	1553.0	1651.0
23381	8510.0	10883.0
23382	3174.0	3892.0
23383	5237.0	5618.0
23384	4540.0	4883.0
23385	9235.0	11316.0
106866914	0.0	0.0
84342	1716.0	2599.0
106866913	7.0	2.0
84343	2609.0	2831.0
60370	1625.0	284.0
84340	2270.0	3055.0
106866915	0.0	0.0
646567	3.0	3.0
100996928	2.0	7.0
23397	62.0	259.0
23398	1539.0	1698.0
23399	5188.0	5977.0
23390	3013.0	2519.0
23392	12957.0	21508.0
84335	2880.0	4762.0
23394	10459.0	12916.0
84334	979.0	1080.0
23395	2265.0	2905.0
84337	2445.0	2872.0
84336	2910.0	3244.0
23396	5736.0	4880.0
60386	213.0	379.0
84331	807.0	1707.0
60385	12.0	6.0
84330	749.0	862.0
84333	6760.0	3523.0
84332	10.0	2.0
152485	14406.0	8739.0
646575	0.0	0.0
646572	5.0	19.0
343045	0.0	0.0
646577	1.0	0.0
646576	133.0	52.0
23365	22420.0	24038.0
23366	698.0	1317.0
23367	13879.0	19309.0
23368	6333.0	5857.0
23369	16343.0	17514.0
23360	4205.0	5286.0
23361	3062.0	3173.0
140432	0.0	3.0
23362	2525.0	4249.0
23363	6752.0	7776.0
84364	8324.0	8473.0
84366	3105.0	8731.0
84365	2155.0	1338.0
343035	2.0	2.0
139452	0.0	0.0
646583	0.0	0.0
23376	6161.0	4668.0
23378	1770.0	1961.0
23379	4540.0	6325.0
646581	1.0	3.0
23370	820.0	551.0
23371	6964.0	7557.0
23373	1874.0	2454.0
100499261	0.0	1.0
646597	0.0	0.0
646595	6.0	11.0
100499258	0.0	0.0
23344	9987.0	10696.0
23345	7244.0	3265.0
201895	20635.0	20692.0
23347	7022.0	6427.0
646592	0.0	0.0
23348	7292.0	7940.0
23349	25.0	8.0
140453	12.0	10.0
23341	3012.0	3478.0
140456	12.0	13.0
140458	632.0	172.0
100499252	3.0	7.0
140459	1759.0	1868.0
100499251	0.0	0.0
23353	9131.0	16201.0
23354	925.0	1035.0
23355	2950.0	2639.0
23357	1890.0	1888.0
23358	6314.0	7129.0
23359	169.0	624.0
140460	1622.0	1862.0
140461	2987.0	3068.0
140462	77.0	95.0
23350	8127.0	7829.0
140464	0.0	1.0
23351	5050.0	5073.0
140465	1733.0	1661.0
23352	16159.0	18214.0
140467	2737.0	4210.0
140468	0.0	0.0
140469	46.0	11.0
84376	4904.0	5301.0
2702	422.0	200.0
2701	302.0	124.0
2700	37.0	193.0
2709	748.0	67.0
2707	735.0	59.0
2706	235.0	694.0
2705	1151.0	9924.0
2703	0.0	0.0
345651	2.0	2.0
2712	0.0	0.0
106866981	0.0	0.0
2710	445.0	401.0
106866980	0.0	0.0
2719	303.0	381.0
2717	894.0	738.0
50964	5.0	0.0
345643	15.0	12.0
345645	0.0	0.0
286826	404.0	681.0
286827	312.0	417.0
286828	0.0	0.0
59307	2029.0	2964.0
2720	4588.0	5154.0
2729	7224.0	3833.0
100500737	2.0	0.0
345630	120.0	324.0
2735	264.0	210.0
2734	17276.0	18160.0
2733	3014.0	4109.0
2732	1.0	29.0
2731	487.0	2732.0
2730	1736.0	1297.0
2739	19123.0	17429.0
2738	541.0	1283.0
2737	2080.0	779.0
2736	486.0	190.0
106144534	0.0	4.0
106144535	11.0	18.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	14.0	12.0
106144533	0.0	1.0
2746	27118.0	29719.0
2745	1221.0	516.0
2744	4063.0	3613.0
2743	449.0	448.0
60314	2061.0	2489.0
2742	0.0	0.0
60313	10899.0	12579.0
106144527	0.0	0.0
2741	4.0	2.0
259217	469.0	175.0
60312	3753.0	3687.0
106144528	4.0	4.0
2740	10.0	3.0
106144529	1.0	1.0
259215	0.0	1.0
2749	87.0	93.0
345611	8.0	2.0
50999	7687.0	6227.0
2747	160.0	249.0
259236	33.0	3.0
2760	10227.0	5456.0
106144524	2.0	11.0
259234	0.0	1.0
106144526	10.0	106.0
259232	104.0	124.0
259230	5501.0	7888.0
59339	3637.0	1213.0
59338	3552.0	2021.0
59335	3.0	30.0
2752	61220.0	31388.0
59336	0.0	0.0
2750	0.0	0.0
2771	18305.0	7886.0
59342	11887.0	3607.0
59341	893.0	273.0
2770	1905.0	6562.0
59344	15.0	30.0
59343	3511.0	3341.0
59340	3.0	7.0
84306	245.0	486.0
2768	5604.0	7541.0
2767	9424.0	8196.0
59349	4827.0	5803.0
84305	2464.0	2496.0
2766	10175.0	6535.0
2765	0.0	0.0
84307	2362.0	3415.0
84302	2732.0	300.0
2764	3805.0	3725.0
59345	1617.0	1439.0
84301	9521.0	10669.0
2762	1849.0	2950.0
84304	1297.0	2015.0
59348	4091.0	7498.0
84303	623.0	518.0
59347	0.0	0.0
2761	0.0	0.0
84300	1970.0	1261.0
646508	0.0	2.0
2769	2021.0	557.0
646507	0.0	0.0
646520	8.0	2.0
2782	30078.0	30478.0
59353	1988.0	297.0
2781	1284.0	323.0
59352	1014.0	68.0
2780	0.0	0.0
59351	5.0	11.0
59350	76.0	21.0
2779	1.0	0.0
2778	59717.0	42540.0
2777	45.0	46.0
2776	8594.0	9876.0
2775	760.0	302.0
2774	1871.0	412.0
2773	7617.0	2932.0
60343	2859.0	2955.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	1.0
2793	64.0	18.0
100379584	0.0	0.0
2792	0.0	0.0
2791	1559.0	303.0
2790	948.0	751.0
105369316	9.0	1.0
2789	0.0	0.0
2788	1728.0	1414.0
2787	3501.0	3597.0
2786	4833.0	7013.0
441194	472.0	750.0
2785	5.0	19.0
2784	71.0	23.0
2783	16690.0	40829.0
441191	903.0	1121.0
100129622	0.0	1.0
100130606	0.0	1.0
286410	2441.0	1649.0
100130603	0.0	0.0
286411	2.0	0.0
100130600	312.0	759.0
100379571	234.0	373.0
441177	0.0	0.0
2799	15152.0	12142.0
2798	5.0	4.0
2797	13.0	19.0
2796	34.0	27.0
2794	5633.0	2772.0
100129611	0.0	0.0
100129606	3.0	2.0
286423	3.0	2.0
100129604	0.0	0.0
286430	3.0	8.0
105369343	1.0	3.0
286436	1.0	0.0
100379592	5.0	8.0
441154	4.0	5.0
441151	12.0	5.0
441150	328.0	224.0
191585	27.0	27.0
105370357	0.0	0.0
441133	1.0	4.0
100142659	6.0	11.0
100379564	0.0	1.0
441168	282.0	114.0
441166	24.0	34.0
101730217	1.0	5.0
441161	19.0	2.0
441160	13.0	5.0
646498	0.0	2.0
441108	427.0	335.0
23562	24.0	4.0
23563	10.0	11.0
359948	12504.0	13745.0
23564	4837.0	5013.0
23566	13743.0	7738.0
100130693	2.0	12.0
23567	1014.0	968.0
23568	444.0	377.0
23569	11.0	2.0
23560	2744.0	2998.0
286494	3.0	1.0
286495	1668.0	1260.0
286499	11.0	5.0
100130687	0.0	0.0
23576	8843.0	13398.0
117608	613.0	585.0
100129690	4.0	1.0
100129696	13.0	7.0
100129692	0.0	1.0
100129694	0.0	1.0
23548	1370.0	1014.0
23549	4964.0	5678.0
100130677	0.0	0.0
100130676	0.0	1.0
23541	6828.0	6692.0
23542	676.0	1055.0
23543	9561.0	5145.0
130612	236.0	364.0
23544	326.0	12.0
130617	1419.0	1328.0
100130671	0.0	0.0
23545	2065.0	1636.0
441124	261.0	541.0
23546	11.0	7.0
441123	0.0	0.0
23547	66.0	13.0
441131	0.0	3.0
23559	1129.0	1733.0
23551	1567.0	1420.0
23552	995.0	990.0
23553	7.0	2.0
23554	1876.0	609.0
23555	4122.0	2308.0
100130660	1.0	4.0
23556	4818.0	5696.0
23557	1911.0	1782.0
23558	13048.0	9143.0
23550	10914.0	9907.0
23526	1374.0	1820.0
23527	4974.0	3918.0
23528	1321.0	1950.0
286442	1.0	1.0
23529	222.0	465.0
129642	11172.0	33778.0
286444	16.0	60.0
100129669	0.0	0.0
100463482	4.0	0.0
23520	1.0	2.0
23521	119661.0	187863.0
23522	5000.0	4861.0
23523	5649.0	6988.0
23524	45811.0	55008.0
359996	0.0	0.0
115004	438.0	302.0
100129664	0.0	0.0
100463487	3.0	4.0
100463486	30.0	34.0
100463489	0.0	0.0
100463488	2.0	3.0
100129662	12.0	4.0
286451	7783.0	6540.0
23538	0.0	0.0
23539	69.0	383.0
23530	4997.0	2374.0
23531	627.0	537.0
100130640	0.0	0.0
23532	0.0	467.0
23533	419.0	230.0
359997	0.0	0.0
23534	4415.0	7157.0
23536	2495.0	2826.0
100463498	23.0	20.0
100129654	3.0	1.0
286460	153.0	107.0
100129650	1.0	2.0
23504	307.0	566.0
100499416	0.0	0.0
23505	8012.0	8188.0
100499417	0.0	1.0
23506	4367.0	5096.0
286464	5.0	10.0
100130637	0.0	0.0
23507	2815.0	3677.0
100130636	0.0	0.0
23508	933.0	1356.0
23509	5743.0	6442.0
286467	3.0	131.0
100129647	1.0	0.0
100130631	0.0	0.0
23500	3074.0	887.0
100499418	0.0	0.0
23503	4117.0	2580.0
100129641	1.0	4.0
100129640	2.0	15.0
286472	1.0	0.0
23515	4511.0	3377.0
345275	6205.0	135.0
100499405	126.0	37.0
23516	3379.0	3566.0
23517	5938.0	5440.0
100130626	0.0	0.0
23518	1756.0	1528.0
102465752	0.0	0.0
23519	2.0	0.0
345274	36.0	12.0
100130621	26.0	23.0
23510	3936.0	3502.0
23511	4805.0	5749.0
23512	3732.0	3637.0
23513	5214.0	9902.0
23514	5650.0	7281.0
100129631	0.0	0.0
129607	497.0	263.0
129563	1903.0	2041.0
431704	0.0	0.0
117579	0.0	0.0
130557	1141.0	1368.0
431705	4.0	10.0
431707	2.0	2.0
129560	0.0	0.0
117583	2151.0	3199.0
84449	1014.0	849.0
84448	154.0	286.0
117584	3354.0	5145.0
84445	6108.0	3997.0
84444	1702.0	2913.0
84447	6204.0	8412.0
84446	270.0	284.0
84441	5610.0	1335.0
84440	1840.0	2368.0
84443	162.0	764.0
646405	26.0	19.0
646409	0.0	6.0
117581	835.0	127.0
130560	0.0	1.0
646424	12.0	52.0
84437	1203.0	919.0
84439	311.0	149.0
60489	1293.0	265.0
60488	4228.0	5555.0
84433	476.0	202.0
60487	816.0	579.0
84436	1636.0	1352.0
84435	5.0	3.0
60485	5395.0	6143.0
60484	151.0	32.0
84432	665.0	141.0
60482	35.0	1.0
60481	23427.0	27955.0
130576	808.0	118.0
130574	555.0	302.0
84467	72.0	33.0
84466	329.0	158.0
60496	3365.0	2878.0
60495	1057.0	461.0
60494	62.0	15.0
84465	10.0	19.0
84464	909.0	798.0
60493	1623.0	1149.0
60492	3033.0	3390.0
60491	1393.0	1424.0
60490	597.0	784.0
84461	1993.0	2067.0
84460	1159.0	1934.0
646442	1.0	10.0
129530	32.0	49.0
129531	847.0	773.0
130589	2167.0	1434.0
201501	2047.0	176.0
84456	1235.0	1381.0
84455	668.0	602.0
84458	2770.0	2877.0
84457	418.0	49.0
84450	2720.0	2730.0
646457	2.0	3.0
100500870	0.0	1.0
100500872	0.0	0.0
201514	647.0	612.0
201516	67.0	0.0
646450	191.0	166.0
23480	2997.0	3321.0
105416157	1327.0	453.0
23481	4037.0	5180.0
23483	1022.0	941.0
23484	3110.0	2774.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	0.0	0.0
646467	2.0	9.0
100500860	0.0	0.0
96459	3706.0	3546.0
100500861	0.0	0.0
23498	867.0	126.0
23499	24828.0	24108.0
23491	64.0	75.0
23492	8189.0	3578.0
23493	101.0	441.0
23495	9.0	0.0
100500862	0.0	0.0
100500863	0.0	2.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	32.0	37.0
100500866	0.0	0.0
100500867	0.0	1.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	3.0	4.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	7007.0	6663.0
394217	0.0	0.0
23464	2466.0	3164.0
130535	2020.0	2048.0
23466	7396.0	4506.0
23467	4817.0	4142.0
23468	11724.0	6860.0
23469	9552.0	8619.0
2801	8444.0	10210.0
2800	2516.0	2733.0
23460	256.0	103.0
23461	2837.0	2575.0
23462	371.0	155.0
100500895	0.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	10849.0	7948.0
100500898	0.0	0.0
2805	2819.0	2665.0
100500899	0.0	0.0
2804	28127.0	30490.0
2803	16757.0	18819.0
2802	9645.0	11663.0
130540	19.0	42.0
646486	0.0	1.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	2186.0	2650.0
23475	600.0	85.0
23476	6409.0	6497.0
23478	6148.0	6250.0
23479	6297.0	2888.0
646480	0.0	10.0
2812	0.0	0.0
2811	90.0	88.0
2810	12215.0	2528.0
23471	19799.0	17836.0
23473	3709.0	3525.0
100500884	0.0	0.0
2819	31.0	6.0
100500885	0.0	0.0
84498	5497.0	4302.0
100500886	0.0	0.0
2817	6433.0	2931.0
100500888	0.0	0.0
2815	5.0	0.0
100500889	0.0	0.0
2814	15.0	5.0
2813	5417.0	1127.0
2823	922.0	230.0
2822	264.0	118.0
2821	12598.0	18976.0
100500839	0.0	0.0
2820	6140.0	2920.0
201562	9648.0	14359.0
100379623	0.0	0.0
2829	119.0	63.0
100500831	0.0	0.0
2828	212.0	73.0
2827	64.0	10.0
100500833	8.0	6.0
2826	30.0	5.0
100500834	0.0	0.0
2825	17.0	8.0
100500835	0.0	0.0
2824	2360.0	562.0
100500836	0.0	0.0
727699	1.0	1.0
2834	5.0	2.0
100500826	0.0	0.0
2833	111.0	91.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	1.0	1.0
2831	26.0	57.0
100500829	0.0	0.0
60401	642.0	151.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	42.0	2.0
100500822	0.0	0.0
2837	0.0	2.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	9.0	5.0
100500825	0.0	0.0
100500850	24.0	18.0
2845	30.0	5.0
100500859	0.0	0.0
2844	1.0	0.0
2843	42.0	14.0
2842	9.0	27.0
2841	21.0	17.0
60412	6535.0	9042.0
2840	99.0	29.0
100500851	0.0	0.0
100500854	7.0	6.0
2849	2.0	1.0
100500855	0.0	0.0
2848	7.0	2.0
394261	25.0	3.0
2847	5.0	0.0
347933	0.0	0.0
100500857	1.0	1.0
2846	3.0	4.0
100500858	0.0	0.0
394263	156.0	2.0
2856	1.0	1.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	2.0
2853	13.0	4.0
201595	17963.0	12989.0
2852	890.0	390.0
2850	1108.0	348.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	80.0	86.0
100500846	0.0	0.0
2857	824.0	276.0
100500847	0.0	0.0
2870	2416.0	2580.0
107105261	0.0	0.0
2867	151.0	1683.0
107105265	0.0	0.0
60437	1908.0	1586.0
2866	0.0	0.0
107105264	0.0	2.0
60436	1917.0	1929.0
2865	1.0	0.0
107105263	0.0	0.0
2864	1.0	1.0
107105262	0.0	0.0
2863	130.0	24.0
2862	2.0	5.0
2861	184.0	451.0
347918	585.0	730.0
107105266	2.0	10.0
2869	1304.0	464.0
2868	258.0	424.0
2880	4.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	7101.0	2034.0
2877	1846.0	66.0
107105253	14.0	7.0
2876	9621.0	8429.0
2875	107.0	228.0
2874	122.0	142.0
2873	6090.0	9038.0
2872	15986.0	22889.0
107105256	0.0	0.0
2871	2.0	10.0
347902	843.0	241.0
107105259	0.0	0.0
2879	10020.0	9842.0
727682	0.0	0.0
727684	2.0	0.0
2892	148.0	39.0
2891	272.0	12.0
2890	28.0	4.0
727686	0.0	0.0
84419	2146.0	998.0
2889	6916.0	6611.0
100500815	0.0	0.0
2888	10.0	42.0
100500816	2.0	4.0
2887	3527.0	3335.0
100500817	0.0	0.0
2886	1508.0	2075.0
100500818	0.0	2.0
2885	10709.0	9076.0
100500819	0.0	0.0
2884	13.0	7.0
2882	596.0	91.0
100642175	2.0	0.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	5.0	6.0
100500813	0.0	0.0
100500814	3.0	2.0
727676	0.0	0.0
107105271	0.0	0.0
727677	15.0	105.0
2899	218.0	102.0
84418	1902.0	1352.0
2898	248.0	68.0
60468	407.0	588.0
84417	879.0	96.0
2897	121.0	145.0
2896	22137.0	19252.0
60467	2.0	1.0
100500808	0.0	0.0
2895	13.0	11.0
100500809	0.0	5.0
2894	290.0	98.0
2893	19.0	6.0
100500801	0.0	0.0
100500802	8.0	11.0
100500803	0.0	0.0
23603	7048.0	2317.0
100129507	0.0	0.0
23604	642.0	671.0
23605	1.0	0.0
23606	0.0	0.0
23607	9587.0	12267.0
23608	10318.0	16194.0
23609	2375.0	2664.0
286527	11.0	3.0
286528	0.0	0.0
23600	795.0	17068.0
23601	60.0	25.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	1.0	2.0
23614	0.0	1.0
23615	21.0	13.0
23616	1339.0	378.0
286530	400.0	219.0
23617	0.0	0.0
23619	4.0	2.0
23612	3150.0	825.0
23613	3295.0	6100.0
286544	0.0	1.0
286550	0.0	0.0
286554	31.0	8.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	13.0	31.0
100463528	0.0	0.0
441272	376.0	705.0
100379667	15.0	4.0
100288998	0.0	0.0
441263	76.0	73.0
441261	0.0	2.0
100288984	0.0	0.0
441295	17.0	9.0
441294	7.0	13.0
100463500	0.0	0.0
100288979	0.0	0.0
286512	7.0	6.0
286514	0.0	0.0
60625	926.0	672.0
441282	12.0	1.0
646377	0.0	0.0
100130579	0.0	1.0
646379	0.0	0.0
646378	0.0	0.0
23683	3973.0	2379.0
404281	90.0	74.0
100130572	0.0	0.0
646370	0.0	0.0
23682	329.0	41.0
100129587	0.0	1.0
100129583	188.0	435.0
100129584	0.0	0.0
441218	0.0	3.0
100130566	0.0	1.0
100130564	2.0	2.0
100130562	150.0	494.0
100130561	124.0	108.0
441212	196.0	56.0
646382	0.0	0.0
100129570	1.0	0.0
404266	6.0	0.0
100130557	51.0	68.0
100130555	0.0	0.0
646390	0.0	1.0
441246	17.0	38.0
23666	380.0	243.0
23667	1.0	0.0
646392	0.0	0.0
23668	1.0	4.0
441251	5.0	11.0
441250	278.0	354.0
23660	1341.0	1775.0
100129564	0.0	0.0
100129566	0.0	1.0
100129561	0.0	0.0
100130549	0.0	0.0
130500	0.0	0.0
100129557	0.0	1.0
23673	5962.0	3781.0
441238	18.0	17.0
130502	663.0	654.0
23676	33.0	1.0
130507	7565.0	4189.0
23677	11489.0	12300.0
441234	0.0	1.0
23678	1330.0	974.0
23679	1.0	1.0
23670	3563.0	10289.0
23671	16919.0	28669.0
100129556	0.0	0.0
100129555	11.0	26.0
23647	6364.0	7611.0
23648	9003.0	8944.0
100130539	1.0	1.0
23649	1002.0	1008.0
129521	0.0	0.0
100130535	1.0	0.0
23640	1878.0	1932.0
23641	3204.0	2259.0
23642	1485.0	3536.0
23643	125.0	52.0
23644	3332.0	3635.0
23645	7334.0	3934.0
23646	19141.0	11682.0
100129543	5.0	1.0
23658	1734.0	2283.0
23659	1371.0	1410.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	0.0	1.0
100130522	171.0	144.0
23650	17517.0	1736.0
23654	37596.0	34674.0
23657	404.0	1091.0
117532	2.0	15.0
117531	180.0	135.0
100130519	32.0	25.0
23625	1007.0	2144.0
23626	0.0	0.0
23627	3.0	6.0
100130514	0.0	0.0
441208	22.0	19.0
23620	1.0	0.0
23621	3681.0	4245.0
23623	2905.0	8145.0
23624	1235.0	3482.0
23636	4509.0	5249.0
23637	10094.0	7019.0
23639	185.0	144.0
100129515	0.0	0.0
23630	21.0	6.0
23632	329.0	40.0
23633	8416.0	6721.0
23635	2940.0	1709.0
100129512	0.0	0.0
404201	347.0	271.0
404203	0.0	0.0
129446	116.0	1.0
404204	0.0	0.0
84569	0.0	1.0
60598	79.0	17.0
84561	697.0	1552.0
60592	6730.0	5766.0
84560	0.0	0.0
648947	1.0	2.0
646300	0.0	3.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	251.0	169.0
727736	0.0	0.0
84559	0.0	0.0
84557	1583.0	1018.0
84553	750.0	1229.0
84552	1269.0	614.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	1.0	0.0
201617	0.0	0.0
100499457	0.0	0.0
727764	14.0	24.0
102465669	0.0	0.0
102465668	0.0	1.0
646309	367.0	356.0
201627	2727.0	2353.0
646324	9.0	4.0
201626	3274.0	2940.0
727758	120.0	210.0
201625	22.0	56.0
648980	0.0	0.0
84572	4010.0	3156.0
646316	0.0	1.0
84570	61.0	19.0
345462	360.0	215.0
102465689	3.0	0.0
102465688	0.0	0.0
646330	0.0	1.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	13209.0	12458.0
727701	0.0	0.0
727703	2.0	4.0
727704	0.0	0.0
201633	140.0	88.0
2900	59.0	28.0
2908	7156.0	2483.0
2907	11222.0	20393.0
2906	105.0	337.0
2905	15.0	21.0
2904	4.0	6.0
2903	83.0	18.0
345456	0.0	0.0
2902	397.0	887.0
2901	526.0	256.0
406894	0.0	1.0
406893	0.0	0.0
406896	15.0	9.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	1.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	1.0	1.0
406892	0.0	0.0
406891	0.0	0.0
2911	4.0	5.0
201651	3.0	0.0
2919	1166.0	172.0
2918	79.0	10.0
102465691	0.0	0.0
2917	102.0	65.0
2916	24.0	24.0
2915	0.0	0.0
2914	23.0	16.0
2913	77.0	21.0
2912	25.0	23.0
404220	7.0	20.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	1.0
406884	0.0	0.0
646359	1.0	4.0
406887	0.0	0.0
406886	11.0	4.0
406889	0.0	0.0
406888	0.0	0.0
23584	3485.0	216.0
23585	9868.0	8339.0
23586	1685.0	1664.0
23587	2317.0	1883.0
23588	3548.0	3036.0
23589	2411.0	2404.0
406881	2.0	0.0
2922	215.0	24.0
2921	110.0	59.0
2920	1446.0	153.0
23580	9462.0	4642.0
23581	37.0	4.0
23582	4212.0	3212.0
23583	1535.0	1251.0
404217	204.0	520.0
2928	0.0	1.0
2926	6956.0	8688.0
2925	35.0	177.0
2923	45217.0	45738.0
646366	1.0	1.0
345430	0.0	0.0
406875	0.0	0.0
404216	3.0	6.0
23595	1916.0	1778.0
23596	252.0	715.0
23597	2442.0	1595.0
96597	3.0	5.0
23598	3673.0	4883.0
100130584	0.0	0.0
100130581	278.0	252.0
646360	1.0	20.0
129450	694.0	760.0
130429	0.0	0.0
2932	5698.0	7683.0
2931	4281.0	5553.0
23590	275.0	298.0
100129591	3.0	5.0
23591	1.0	0.0
23592	3208.0	2868.0
23593	10977.0	10833.0
23594	61.0	105.0
727708	0.0	2.0
100499485	0.0	0.0
100129597	2.0	0.0
100499483	34.0	98.0
2939	29.0	2.0
2938	487.0	29.0
2937	4244.0	3146.0
