id	913e6383-a422-4429-8385-c5ad8d90386c	d3f4a547-c742-4ed5-9cee-227735f77891
10256	766.0	1682.0
100033440	0.0	0.0
100128372	3.0	16.0
100873713	0.0	0.0
100033441	0.0	0.0
100873712	1.0	0.0
143903	1941.0	1008.0
100033442	0.0	1.0
100873711	1.0	0.0
10260	1696.0	2539.0
10262	4042.0	4993.0
10261	647.0	385.0
118932	345.0	500.0
106660620	0.0	0.0
101059938	0.0	0.0
645173	3.0	8.0
100873707	0.0	1.0
100873706	0.0	2.0
100873705	0.0	0.0
106660619	0.0	0.0
100873704	0.0	0.0
100033458	0.0	0.0
442425	0.0	2.0
106660616	0.0	1.0
100873709	0.0	0.0
100873708	0.0	0.0
106660614	0.0	0.0
100033454	0.0	0.0
10263	2648.0	3556.0
100033455	0.0	0.0
442429	0.0	0.0
10266	1652.0	924.0
100033456	0.0	0.0
100128368	0.0	0.0
10265	521.0	427.0
10268	1798.0	846.0
100873703	0.0	0.0
100033450	0.0	0.0
10267	5228.0	3864.0
285172	1041.0	1875.0
100033451	0.0	0.0
100873702	0.0	0.0
100873701	0.0	0.0
10269	3978.0	6444.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	400.0	3561.0
118924	1183.0	1236.0
101059905	0.0	0.0
10239	2333.0	3264.0
100033429	0.0	0.0
106481088	0.0	0.0
10238	6965.0	12743.0
442454	8.0	7.0
106481089	1.0	1.0
100873739	0.0	0.0
100873738	0.0	0.0
442455	0.0	0.0
106481086	7.0	2.0
100873737	0.0	0.0
106481087	4.0	2.0
100033425	0.0	3.0
100033426	0.0	0.0
100033427	0.0	0.0
442459	0.0	3.0
100033428	2.0	0.0
10231	5567.0	2473.0
100033421	0.0	0.0
100873732	14.0	8.0
106481080	0.0	0.0
10230	351.0	518.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	637.0	536.0
285180	19.0	46.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	179.0	435.0
100033424	0.0	1.0
10235	712.0	319.0
100873736	3.0	4.0
106481084	0.0	0.0
10234	712.0	240.0
100873735	0.0	0.0
106481085	0.0	0.0
10237	1910.0	2696.0
100873734	0.0	0.0
106481082	0.0	1.0
10236	7131.0	11208.0
100873733	1.0	0.0
100033420	0.0	0.0
106481083	0.0	0.0
285189	0.0	1.0
10240	860.0	728.0
645191	18.0	101.0
101059914	0.0	0.0
101059918	22.0	27.0
100873729	0.0	0.0
442442	0.0	1.0
106481099	0.0	0.0
10249	0.0	0.0
100873728	0.0	0.0
442444	0.0	1.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	0.0	0.0
100033437	0.0	0.0
442447	2.0	0.0
100033438	0.0	2.0
100033439	3.0	1.0
10242	61.0	751.0
100873721	0.0	0.0
106481091	0.0	3.0
100033432	0.0	0.0
10241	7306.0	6877.0
285190	0.0	0.0
100873720	0.0	0.0
106481092	1.0	0.0
100033433	0.0	0.0
10244	1348.0	1151.0
100033434	0.0	0.0
10243	1228.0	1996.0
100033435	11.0	19.0
106481090	0.0	0.0
10246	0.0	0.0
285193	253.0	371.0
100873725	0.0	0.0
106481095	0.0	0.0
10245	2229.0	2450.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	1246.0	1858.0
285195	2532.0	1209.0
100033430	2.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	977.0	795.0
100128341	1.0	0.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	0.0	1.0
100128337	1.0	4.0
128312	29.0	115.0
100128339	0.0	1.0
100128338	668.0	3130.0
116328	441.0	404.0
118987	2798.0	4680.0
10217	4462.0	5501.0
106481066	0.0	2.0
10216	20.0	25.0
106481067	0.0	2.0
10219	92.0	52.0
106481064	1.0	0.0
10218	601.0	108.0
100873759	1.0	1.0
106481065	0.0	0.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	3.0
100873753	0.0	0.0
10211	10784.0	8265.0
100873752	0.0	0.0
10210	1700.0	2174.0
100873751	0.0	0.0
10213	2792.0	2384.0
128308	1373.0	1142.0
100873758	0.0	0.0
106481062	2.0	1.0
10212	1034.0	1658.0
100873757	0.0	1.0
100131913	0.0	0.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	1.0	0.0
106481060	0.0	0.0
10214	0.0	0.0
100873755	0.0	0.0
106481061	0.0	0.0
101059973	0.0	0.0
285126	2.0	8.0
100128327	9.0	2.0
10228	1944.0	2528.0
106481077	0.0	1.0
10227	2282.0	3283.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	752.0	3556.0
10229	1763.0	3289.0
100873748	0.0	1.0
106481076	0.0	0.0
106481079	8.0	15.0
10220	1544.0	1586.0
100873743	0.0	0.0
100873742	0.0	2.0
106481070	0.0	0.0
100873741	1.0	5.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	6961.0	20865.0
100873740	0.0	0.0
10224	197.0	238.0
100873747	5.0	12.0
106481073	1.0	2.0
10223	4.0	5.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	0.0	1.0
10226	4428.0	5235.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	314.0	187.0
106481072	0.0	0.0
100873744	0.0	0.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	2.0	0.0
131909	2.0	0.0
106481044	0.0	0.0
106481045	2.0	2.0
106481042	0.0	0.0
106481043	0.0	1.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	1.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	6.0	2.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	1.0
100873778	0.0	0.0
285141	35.0	58.0
100873777	0.0	0.0
100128307	0.0	7.0
101059953	0.0	0.0
100873760	0.0	1.0
285148	1713.0	1685.0
10206	2106.0	3165.0
106481055	0.0	0.0
10205	6953.0	5658.0
106481056	0.0	0.0
10208	1231.0	1262.0
106481053	0.0	0.0
10207	2731.0	7539.0
106481054	7.0	9.0
106481059	0.0	0.0
10209	30848.0	28492.0
106481057	6.0	1.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	1.0	3.0
100873765	0.0	0.0
442406	0.0	0.0
100873764	0.0	0.0
10200	810.0	916.0
100128302	0.0	0.0
100873763	0.0	0.0
100873762	1.0	0.0
10202	70.0	24.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	913.0	1187.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	4082.0	4178.0
100873767	0.0	0.0
100131947	1.0	0.0
10203	2941.0	1925.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	53.0	168.0
319099	3.0	7.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	1691.0	1184.0
728957	0.0	0.0
106481018	0.0	0.0
728953	4.0	6.0
106481022	0.0	1.0
106481023	0.0	0.0
116254	4681.0	3812.0
106481020	0.0	1.0
106481021	0.0	0.0
58158	0.0	4.0
106481026	0.0	0.0
116255	0.0	1.0
58157	1.0	2.0
106481027	1.0	4.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	10.0	38.0
167838	88.0	327.0
319093	17.0	19.0
131890	3.0	7.0
116238	231.0	496.0
728945	1.0	0.0
728947	5.0	1.0
106481028	0.0	0.0
106481029	0.0	0.0
58160	9.0	6.0
106481033	0.0	0.0
143872	483.0	755.0
106481034	1.0	12.0
106481031	0.0	1.0
106481032	0.0	0.0
728938	2.0	1.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	0.0	2.0
106481036	0.0	0.0
143879	415.0	293.0
167826	0.0	0.0
128218	1339.0	3654.0
106481030	0.0	1.0
10190	1382.0	1440.0
728970	0.0	0.0
10194	2890.0	4094.0
10193	4873.0	9953.0
645104	0.0	0.0
10196	738.0	1010.0
101059988	0.0	0.0
10195	1784.0	3103.0
728978	47.0	12.0
153218	6.0	4.0
116228	611.0	461.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	0.0
106481005	0.0	1.0
143884	1152.0	1117.0
116236	877.0	1096.0
106481002	0.0	0.0
106481003	0.0	1.0
10198	688.0	939.0
10197	4979.0	8330.0
143888	4750.0	3675.0
10199	2033.0	3495.0
128209	8.0	1.0
346689	49.0	188.0
319087	2.0	0.0
344022	6.0	1.0
319089	266.0	3076.0
153201	2.0	1.0
319085	1.0	1.0
106481008	0.0	1.0
106481009	0.0	0.0
58189	7140.0	2257.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	10.0	10.0
728962	0.0	0.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	351.0	328.0
106481010	2.0	2.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	633.0	1000.0
106481013	0.0	0.0
116224	2189.0	2910.0
106481014	6.0	9.0
344018	0.0	3.0
645108	0.0	0.0
58190	10577.0	13047.0
346673	2.0	0.0
10170	178.0	120.0
645121	30.0	22.0
58191	3419.0	3460.0
645120	0.0	0.0
10172	263.0	365.0
10171	539.0	614.0
645126	7.0	14.0
10174	9062.0	7055.0
728911	0.0	0.0
728913	39.0	42.0
128272	1118.0	1502.0
100033407	9.0	3.0
100033409	0.0	0.0
10175	6611.0	5159.0
10178	358.0	913.0
10179	1684.0	1124.0
10181	3408.0	5663.0
10180	2588.0	4220.0
645136	0.0	0.0
10184	2652.0	1843.0
116285	87.0	850.0
100033418	0.0	2.0
202861	0.0	1.0
100033419	0.0	0.0
100033414	0.0	2.0
100033415	0.0	1.0
100033416	15.0	19.0
100033417	0.0	0.0
10187	2.0	0.0
10186	2087.0	1276.0
10189	2398.0	2462.0
645129	4.0	8.0
10188	2442.0	6543.0
100033413	2.0	3.0
645145	0.0	0.0
346653	54.0	111.0
645142	0.0	0.0
10150	5735.0	3798.0
10152	5560.0	5521.0
10151	1.0	2.0
200205	523.0	689.0
728933	0.0	0.0
202865	1.0	0.0
728931	7.0	8.0
100873817	0.0	2.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	444.0	1240.0
728929	0.0	0.0
100873818	0.0	0.0
10154	889.0	774.0
10153	3156.0	3632.0
10156	55.0	33.0
10155	12529.0	19197.0
10158	706.0	1562.0
100873813	0.0	0.0
10157	760.0	1525.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	9878.0	7611.0
131870	3437.0	6032.0
10161	3543.0	2611.0
10160	4820.0	11714.0
10163	10907.0	18440.0
131873	3.0	30.0
645158	46.0	40.0
10162	1592.0	4823.0
728921	0.0	1.0
128240	5386.0	4888.0
728920	0.0	2.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	2.0	1.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	5.0	6.0
100873807	0.0	0.0
10165	1203.0	5037.0
10164	8.0	6.0
128239	78.0	101.0
10166	304.0	359.0
10169	22830.0	16917.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1096.0	1632.0
100873801	0.0	1.0
100128385	9.0	7.0
100287755	2.0	0.0
165257	0.0	1.0
200232	5.0	5.0
100287745	10.0	9.0
1503	2169.0	1896.0
1501	214.0	1235.0
1500	16075.0	33986.0
1509	28685.0	33293.0
1508	73171.0	37707.0
1506	1.0	4.0
1504	3.0	46.0
1514	5853.0	5212.0
1513	3784.0	1656.0
1512	11696.0	10522.0
1511	370.0	118.0
1510	178.0	28.0
346606	0.0	0.0
1519	4168.0	4150.0
1518	0.0	0.0
1517	1.0	1.0
1515	54.0	157.0
100287725	0.0	2.0
100287722	11.0	11.0
1525	5468.0	10188.0
1524	1383.0	1190.0
1523	8651.0	16661.0
1522	8370.0	6160.0
1521	280.0	98.0
1520	4305.0	2527.0
200261	2.0	1.0
1528	3171.0	9106.0
1527	0.0	0.0
100287718	2.0	3.0
728992	10.0	12.0
100287715	0.0	0.0
728990	1.0	0.0
165215	863.0	672.0
728996	0.0	0.0
1536	3364.0	2028.0
1535	2852.0	1095.0
1534	10249.0	21694.0
1539	0.0	0.0
1538	0.0	0.0
1537	6117.0	5897.0
100287708	0.0	0.0
153222	3710.0	3396.0
1550	0.0	0.0
1545	4928.0	3567.0
1544	2.0	10.0
1543	44.0	285.0
1540	4459.0	3495.0
1549	3.0	3.0
1548	28.0	10.0
1558	9.0	35.0
1557	0.0	0.0
1556	113.0	105.0
200298	16.0	5.0
1555	0.0	1.0
1553	0.0	0.0
1551	51.0	42.0
1559	0.0	0.0
153241	2034.0	2320.0
1572	0.0	0.0
1571	63.0	71.0
1568	6.0	14.0
1565	26.0	83.0
1564	6.0	17.0
1562	0.0	1.0
100131828	0.0	0.0
1583	161.0	63.0
1582	5.0	6.0
1581	2.0	2.0
1580	1718.0	1236.0
1579	4.0	3.0
1577	3534.0	2287.0
1576	5.0	7.0
1573	284.0	2097.0
285203	2949.0	2028.0
1594	43.0	122.0
285205	1.0	1.0
1593	4285.0	1996.0
1592	3.0	5.0
1591	220.0	298.0
1590	32.0	26.0
10307	452.0	631.0
1589	12.0	18.0
1588	38.0	12.0
10309	83.0	234.0
1587	0.0	0.0
1586	5.0	11.0
10308	618.0	584.0
1585	0.0	0.0
1584	0.0	0.0
100131842	1.0	3.0
10301	431.0	233.0
100131846	0.0	2.0
10300	1405.0	2543.0
10302	1266.0	992.0
100287692	0.0	0.0
1596	1.0	0.0
1595	398.0	731.0
100131855	0.0	0.0
285220	121.0	700.0
285224	1.0	0.0
101180898	1.0	1.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	35.0	33.0
100131874	0.0	0.0
100131879	0.0	0.0
442590	4.0	18.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	164.0	146.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	3826.0	8012.0
10371	1076.0	525.0
100873839	0.0	1.0
100873838	0.0	0.0
100873837	0.0	2.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	10151.0	8450.0
100128252	1933.0	1948.0
100873835	0.0	0.0
285282	2395.0	3341.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	2.0	0.0
100873832	0.0	0.0
10379	144.0	262.0
285286	99.0	30.0
10381	29.0	50.0
10380	1407.0	1259.0
10383	13219.0	30300.0
10382	31.0	315.0
118813	1283.0	1898.0
102466906	0.0	0.0
118812	583.0	927.0
100885800	0.0	1.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	627.0	619.0
100873820	0.0	0.0
10384	1725.0	1472.0
10389	136.0	206.0
100873824	1.0	0.0
10388	139.0	349.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	3.0	5.0
645065	0.0	0.0
100128237	0.0	3.0
10350	72.0	137.0
102466918	0.0	0.0
442582	169.0	307.0
102466912	1.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	90.0	133.0
10352	1146.0	1674.0
100873853	0.0	0.0
10351	830.0	906.0
100873852	0.0	0.0
10354	547.0	576.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	3.0	4.0
790952	0.0	0.0
100873857	0.0	0.0
10355	0.0	2.0
100873856	0.0	1.0
100873855	0.0	0.0
10357	60.0	19.0
790955	1119.0	1627.0
100873854	0.0	0.0
131831	7.0	16.0
100128227	1.0	1.0
10361	312.0	264.0
10360	899.0	342.0
645073	0.0	0.0
442572	6.0	11.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1516.0	1614.0
100873842	0.0	0.0
10362	5132.0	15122.0
100873841	0.0	0.0
10365	3766.0	2666.0
100873840	0.0	0.0
10367	3097.0	3600.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	0.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	5.0	8.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1104.0	1196.0
100128217	0.0	1.0
503838	2.0	4.0
503837	0.0	0.0
503834	0.0	0.0
645084	4.0	13.0
503835	1.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	1.0	7.0
503840	0.0	0.0
100885850	12.0	5.0
116211	34.0	4.0
100873875	0.0	0.0
10330	1096.0	1837.0
100873874	0.0	0.0
10332	4.0	7.0
100873873	0.0	0.0
10331	485.0	364.0
100873872	0.0	0.0
100873879	1.0	0.0
10333	131.0	95.0
100873878	0.0	0.0
10336	2263.0	4656.0
100873877	0.0	0.0
10335	13289.0	5987.0
285242	31.0	12.0
100885848	92.0	65.0
100873860	2.0	0.0
118856	12.0	4.0
645094	7.0	6.0
10349	34.0	63.0
100873869	0.0	0.0
100873864	0.0	1.0
100873863	1.0	0.0
10340	0.0	1.0
10343	51.0	49.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	3828.0	8618.0
100873861	0.0	0.0
100131801	781.0	928.0
10345	5.0	9.0
10344	17.0	0.0
100873867	0.0	1.0
10347	481.0	959.0
100873866	0.0	0.0
10346	4368.0	2894.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	1.0
100873891	0.0	0.0
100873890	3.0	7.0
10316	296.0	156.0
10318	7286.0	6385.0
10317	162.0	224.0
10319	959.0	982.0
100873897	0.0	2.0
100131810	1.0	0.0
100873896	4.0	9.0
100873895	0.0	0.0
100873894	14.0	12.0
10312	2291.0	1820.0
10311	2677.0	3482.0
100131814	40.0	57.0
10314	5748.0	8079.0
100873899	2.0	3.0
10313	6614.0	7872.0
100131816	0.0	0.0
100873898	0.0	1.0
285266	196.0	204.0
285267	373.0	579.0
100873882	4.0	3.0
285268	1529.0	1942.0
100873881	34.0	101.0
100873880	0.0	0.0
202915	799.0	5298.0
100885864	0.0	0.0
100885866	66.0	110.0
102466967	0.0	0.0
10327	5608.0	9423.0
10326	98.0	43.0
10329	947.0	1626.0
10328	1168.0	1260.0
442523	20.0	68.0
442524	129.0	171.0
442525	0.0	3.0
100873886	0.0	0.0
100873885	0.0	0.0
10321	210.0	29891.0
100873884	0.0	0.0
10320	780.0	520.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1589.0	2279.0
100873889	0.0	0.0
100131825	69.0	50.0
10325	1354.0	1146.0
100873888	0.0	1.0
100131827	352.0	619.0
100873887	0.0	0.0
10324	59.0	85.0
344178	0.0	0.0
102466972	0.0	0.0
116135	58.0	18.0
102466985	0.0	0.0
344167	1.0	0.0
102466984	0.0	0.0
128102	6.0	9.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1019.0	846.0
116123	0.0	0.0
102466995	0.0	0.0
116113	4404.0	9630.0
83259	9.0	13.0
116115	723.0	1149.0
344148	130.0	648.0
128153	135.0	175.0
645001	5.0	1.0
10291	9537.0	14819.0
645000	3.0	3.0
10290	4787.0	2038.0
10293	98.0	222.0
10295	3145.0	4230.0
10294	5425.0	6511.0
100128292	35.0	26.0
100873916	0.0	0.0
100873914	0.0	1.0
100873913	0.0	0.0
116179	1.0	3.0
100873919	1.0	1.0
100873918	10.0	32.0
100873917	0.0	0.0
10297	219.0	469.0
10296	3187.0	4102.0
100128299	1.0	2.0
10299	6568.0	13265.0
10298	4991.0	11434.0
100873912	11.0	8.0
100873911	0.0	0.0
116173	184.0	36.0
100873910	0.0	0.0
645015	7.0	14.0
200315	39.0	80.0
200316	553.0	390.0
200312	838.0	1272.0
100873904	0.0	0.0
100873902	2.0	9.0
100873909	2.0	2.0
100873907	9.0	14.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	56.0	32.0
100873900	0.0	0.0
645024	1.0	1.0
100775107	16.0	18.0
10270	1845.0	2459.0
645027	9.0	10.0
10273	3138.0	3208.0
100775104	44.0	97.0
10272	1891.0	1146.0
100008586	0.0	0.0
116149	24.0	23.0
100873938	0.0	0.0
100873937	0.0	1.0
116154	13.0	23.0
100873935	0.0	1.0
116159	1843.0	1197.0
100873939	0.0	0.0
100873930	5.0	27.0
10274	2081.0	3395.0
10277	4035.0	7164.0
10276	5523.0	9189.0
10279	675.0	689.0
100873934	2.0	1.0
10278	3566.0	4430.0
100873933	0.0	0.0
116151	9810.0	15665.0
100873932	2.0	1.0
116150	2044.0	2020.0
100128275	0.0	0.0
10280	3775.0	5359.0
10282	1221.0	1958.0
10281	0.0	0.0
10284	8000.0	7560.0
647696	0.0	0.0
10283	1506.0	1769.0
116138	5145.0	5911.0
645030	1.0	2.0
1602	1909.0	1842.0
1601	3234.0	3945.0
100873926	0.0	0.0
1600	922.0	307.0
100128260	0.0	0.0
116143	68.0	96.0
100873924	3.0	5.0
100873929	1.0	3.0
100873928	2.0	3.0
10286	2297.0	2437.0
10285	1622.0	1858.0
1609	861.0	2224.0
100128266	1.0	2.0
1608	205.0	192.0
10288	373.0	208.0
1607	27.0	11.0
10287	553.0	410.0
1606	1395.0	1685.0
100873923	3.0	12.0
10289	2616.0	1949.0
1605	8757.0	14663.0
100128262	27.0	295.0
100873922	3.0	2.0
1604	2019.0	2016.0
100873921	0.0	0.0
1603	5912.0	6006.0
100128264	0.0	0.0
100873920	1.0	0.0
100287639	2.0	1.0
319133	12.0	10.0
319134	2.0	6.0
100287635	0.0	0.0
319130	2.0	8.0
319139	0.0	0.0
319135	2.0	2.0
100287630	0.0	0.0
319136	0.0	1.0
552891	0.0	0.0
319138	6.0	37.0
1613	3825.0	3043.0
200350	11.0	5.0
1612	1027.0	2685.0
1611	10789.0	16874.0
165140	202.0	124.0
1610	0.0	2.0
552889	8531.0	13963.0
1618	0.0	1.0
1617	0.0	0.0
1616	3307.0	3694.0
1615	6000.0	4955.0
319142	0.0	0.0
319143	5.0	10.0
319144	0.0	0.0
319145	0.0	2.0
100287625	0.0	1.0
1624	0.0	2.0
1623	0.0	0.0
1622	7355.0	27427.0
1621	32.0	117.0
1620	371.0	240.0
1629	3344.0	6666.0
552879	0.0	6.0
1628	949.0	629.0
1627	4809.0	3796.0
319111	0.0	1.0
128178	543.0	504.0
319112	2.0	4.0
100287616	513.0	935.0
393046	1.0	0.0
319117	2.0	2.0
319118	0.0	2.0
319114	3.0	6.0
1635	4092.0	6010.0
200373	180.0	61.0
1634	58610.0	16966.0
1633	1269.0	1394.0
1632	2901.0	2344.0
552860	11.0	14.0
1630	78.0	77.0
1639	10741.0	11681.0
1638	30.0	26.0
1636	1498.0	2460.0
319122	1.0	2.0
319123	1.0	0.0
100287603	0.0	0.0
319128	2.0	8.0
319129	4.0	6.0
1646	389.0	137.0
1645	397.0	122.0
1644	203.0	176.0
1643	1803.0	1629.0
85824	5.0	7.0
1642	15959.0	26406.0
1641	3.0	14.0
552859	1.0	0.0
1649	979.0	792.0
1647	2035.0	1270.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	13.0	32.0
1660	8661.0	15290.0
1657	4673.0	9309.0
1656	10325.0	12083.0
1655	23905.0	31742.0
1654	15636.0	20858.0
1653	6046.0	7215.0
1652	1549.0	2208.0
346708	0.0	0.0
1650	11882.0	17489.0
346702	10.0	20.0
1659	2765.0	4139.0
319100	4.0	0.0
319101	0.0	2.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	1.0	1.0
1667	0.0	0.0
1666	2393.0	3421.0
1665	5136.0	8848.0
1663	570.0	1133.0
1662	1559.0	1479.0
1661	3.0	5.0
1669	5.0	0.0
1678	316.0	410.0
1677	293.0	373.0
1676	3584.0	4778.0
1675	15299.0	2140.0
1674	326866.0	78199.0
1673	0.0	0.0
1672	637.0	296.0
153129	437.0	673.0
1690	1826.0	1719.0
165100	0.0	0.0
1687	700.0	383.0
85865	1167.0	2416.0
100873552	0.0	0.0
100873551	0.0	1.0
100873550	1.0	0.0
100861569	0.0	1.0
100287596	0.0	0.0
100861563	0.0	1.0
10415	4.0	13.0
10417	4036.0	18126.0
493861	270.0	110.0
493860	6.0	16.0
100287591	0.0	0.0
10419	2786.0	3951.0
10418	11988.0	3668.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	2187.0	958.0
100873554	0.0	0.0
100873553	1.0	0.0
100131713	13.0	16.0
10411	836.0	1605.0
10410	21024.0	6645.0
100873559	0.0	0.0
10413	13250.0	10795.0
100873558	0.0	0.0
10412	7542.0	6315.0
100873557	0.0	0.0
100873541	0.0	1.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1502.0	1872.0
442266	1.0	9.0
10425	3830.0	4391.0
442267	3.0	5.0
10428	2801.0	3025.0
10427	3065.0	5824.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	1879.0	2586.0
100873543	0.0	0.0
100873542	1.0	1.0
10422	2722.0	2156.0
493856	1394.0	1914.0
100873549	0.0	0.0
10421	4791.0	4493.0
100873548	0.0	0.0
100131726	1.0	5.0
10424	4557.0	4577.0
100873547	0.0	0.0
10423	6076.0	6820.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	24.0	9.0
100873576	7.0	43.0
100873575	0.0	0.0
100873579	1.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	25.0	40.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	0.0
442291	0.0	0.0
100287567	0.0	0.0
10404	5077.0	3846.0
10403	592.0	219.0
10406	6080.0	2317.0
10408	3.0	1.0
10407	0.0	0.0
100131740	0.0	1.0
10409	4643.0	8321.0
100873567	0.0	0.0
100131743	2.0	6.0
100873566	7.0	4.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1306.0	1702.0
10402	371.0	343.0
100873569	0.0	0.0
10401	1945.0	2728.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	11.0	5.0
100873594	0.0	1.0
100873593	0.0	0.0
100287559	37.0	103.0
442240	7.0	6.0
442242	0.0	0.0
100287551	17.0	18.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	1.0
442237	0.0	2.0
442239	0.0	0.0
100131755	704.0	1027.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	0.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	2.0	7.0
442232	0.0	1.0
100131760	0.0	1.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	1.0	0.0
100873586	0.0	0.0
493812	893.0	683.0
442260	1.0	0.0
442262	1.0	0.0
442255	1.0	1.0
442256	0.0	2.0
442257	0.0	1.0
442258	0.0	0.0
100131775	0.0	0.0
100131777	0.0	1.0
100287528	0.0	2.0
442252	1.0	1.0
100287520	4.0	34.0
442253	1.0	1.0
442245	0.0	0.0
442247	0.0	0.0
442249	0.0	2.0
100131784	0.0	1.0
100131789	0.0	0.0
647589	1.0	0.0
10491	24087.0	13136.0
100128139	0.0	1.0
10490	5166.0	4562.0
10493	11191.0	7364.0
10492	8691.0	10398.0
10495	1258.0	1549.0
100128135	2.0	0.0
10494	4866.0	5217.0
10497	3658.0	9941.0
100128136	0.0	0.0
10499	4138.0	9969.0
128506	0.0	0.0
10498	2809.0	3303.0
100128132	0.0	1.0
