id	fa85b238-f8d6-4c71-b5e0-fdba959b4122	7852bfcc-9d96-4a25-8c4c-feec90f9c21f
143884	1417.0	836.0
116236	715.0	385.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	445.0	178.0
10197	3426.0	1920.0
143888	3813.0	539.0
10199	2178.0	1624.0
128209	2.0	0.0
346689	55.0	9.0
319087	0.0	0.0
344022	2.0	1.0
319089	713.0	2381.0
153201	2.0	0.0
319085	4.0	1.0
106481008	2.0	2.0
106481009	0.0	0.0
58189	7216.0	1279.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	4.0	3.0
728962	0.0	0.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	528.0	669.0
106481010	0.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	844.0	1244.0
106481013	0.0	0.0
116224	1881.0	533.0
106481014	5.0	0.0
344018	1.0	1.0
645108	0.0	0.0
58190	14984.0	20454.0
346673	0.0	0.0
10170	34.0	17.0
645121	9.0	0.0
58191	2610.0	1240.0
645120	0.0	0.0
10172	205.0	173.0
10171	384.0	196.0
645126	4.0	0.0
10174	13836.0	13288.0
728911	0.0	0.0
728913	236.0	155.0
128272	2021.0	304.0
100033407	0.0	6.0
100033409	0.0	0.0
10175	3761.0	1110.0
10178	341.0	1436.0
10179	901.0	310.0
10181	4128.0	7255.0
10180	3651.0	8229.0
645136	0.0	0.0
10184	1551.0	340.0
116285	521.0	2832.0
100033418	0.0	0.0
202861	0.0	0.0
100033419	1.0	0.0
100033414	0.0	0.0
100033415	0.0	0.0
100033416	3.0	0.0
100033417	0.0	0.0
10187	2.0	0.0
10186	1852.0	447.0
10189	2343.0	800.0
645129	1.0	0.0
10188	3447.0	8384.0
100033413	0.0	0.0
645145	0.0	0.0
346653	79.0	66.0
645142	2.0	3.0
10150	4623.0	1180.0
10152	4402.0	1474.0
10151	1.0	0.0
200205	391.0	249.0
728933	0.0	0.0
202865	0.0	0.0
728931	2.0	0.0
100873817	1.0	1.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	445.0	238.0
728929	0.0	0.0
100873818	0.0	0.0
10154	461.0	196.0
10153	1937.0	704.0
10156	22.0	9.0
10155	13958.0	11392.0
10158	2624.0	941.0
100873813	0.0	0.0
10157	386.0	303.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	7374.0	1802.0
131870	3669.0	2208.0
10161	3806.0	1515.0
10160	7219.0	3338.0
10163	10173.0	5001.0
131873	8.0	2.0
645158	77.0	20.0
10162	652.0	140.0
728921	0.0	0.0
128240	5574.0	3864.0
728920	0.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	2.0	0.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	4.0	11.0
100873807	0.0	0.0
10165	686.0	419.0
10164	7.0	4.0
128239	130.0	71.0
10166	114.0	100.0
10169	33872.0	61232.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1028.0	482.0
100873801	0.0	0.0
100128385	18.0	44.0
100287755	4.0	1.0
165257	7.0	0.0
200232	6.0	15.0
100287745	11.0	18.0
1503	2155.0	505.0
1501	121.0	252.0
1500	12614.0	9206.0
1509	26914.0	19866.0
1508	54271.0	8176.0
1506	2.0	0.0
1504	0.0	0.0
1514	3519.0	461.0
1513	1871.0	498.0
1512	11755.0	4330.0
1511	25.0	23.0
1510	82.0	11.0
346606	0.0	0.0
1519	3553.0	668.0
1518	0.0	0.0
1517	3.0	0.0
1515	106.0	18.0
100287725	13.0	49.0
100287722	9.0	10.0
1525	4702.0	1767.0
1524	158.0	15.0
1523	10004.0	5488.0
1522	9415.0	3913.0
1521	266.0	65.0
1520	2094.0	479.0
200261	0.0	0.0
1528	2269.0	2261.0
1527	0.0	0.0
100287718	4.0	9.0
728992	32.0	15.0
100287715	2.0	0.0
728990	0.0	8.0
165215	405.0	48.0
728996	0.0	0.0
1536	894.0	190.0
1535	3288.0	1176.0
1534	10355.0	13347.0
1539	0.0	0.0
1538	0.0	0.0
1537	4990.0	3121.0
100287708	0.0	0.0
153222	2598.0	940.0
1550	0.0	0.0
1545	3178.0	1346.0
1544	0.0	0.0
1543	4.0	0.0
1540	2857.0	926.0
1549	5.0	0.0
1548	25.0	3.0
1558	13.0	22.0
1557	0.0	0.0
1556	46.0	13.0
200298	8.0	4.0
1555	1.0	2.0
1553	2.0	0.0
1551	12.0	1.0
1559	0.0	0.0
153241	1677.0	370.0
1572	3.0	0.0
1571	57.0	72.0
1568	0.0	13.0
1565	31.0	64.0
1564	18.0	58.0
1562	0.0	0.0
100131828	0.0	1.0
1583	163.0	39.0
1582	2.0	0.0
1581	0.0	0.0
1580	1297.0	28.0
1579	1.0	0.0
1577	1765.0	133.0
1576	4.0	4.0
1573	485.0	537.0
285203	2204.0	335.0
1594	28.0	109.0
285205	0.0	2.0
1593	8309.0	11579.0
1592	7.0	0.0
1591	168.0	4.0
1590	60.0	45.0
10307	597.0	1230.0
1589	36.0	15.0
1588	2.0	0.0
10309	144.0	72.0
1587	0.0	0.0
1586	16.0	18.0
10308	442.0	97.0
1585	0.0	0.0
1584	0.0	0.0
100131842	5.0	7.0
10301	366.0	98.0
100131846	5.0	1.0
10300	1237.0	1426.0
10302	1080.0	403.0
100287692	0.0	0.0
1596	0.0	0.0
1595	80.0	103.0
100131855	0.0	0.0
285220	39.0	12.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	1.0	0.0
165186	36.0	153.0
100131874	0.0	0.0
100131879	0.0	0.0
442590	24.0	41.0
100131881	0.0	0.0
100131893	1.0	1.0
100131897	61.0	0.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	2336.0	697.0
10371	402.0	22.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	1.0	5.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	5209.0	735.0
100128252	1873.0	1619.0
100873835	0.0	0.0
285282	1506.0	738.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	189.0	190.0
285286	50.0	12.0
10381	13.0	10.0
10380	963.0	617.0
10383	15628.0	16045.0
10382	6.0	508.0
118813	1287.0	1371.0
102466906	0.0	0.0
118812	721.0	557.0
100885800	0.0	17.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	1.0	1.0
10385	1084.0	212.0
100873820	0.0	0.0
10384	1427.0	499.0
10389	91.0	31.0
100873824	1.0	0.0
10388	132.0	55.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	3.0	2.0
645065	0.0	0.0
100128237	0.0	0.0
10350	42.0	40.0
102466918	0.0	0.0
442582	128.0	53.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	51.0	34.0
10352	913.0	586.0
100873853	0.0	0.0
10351	665.0	141.0
100873852	0.0	0.0
10354	429.0	108.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	2.0	0.0
790952	0.0	0.0
100873857	0.0	0.0
10355	0.0	1.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	39.0	1.0
790955	2401.0	4757.0
100873854	0.0	0.0
131831	15.0	5.0
100128227	10.0	2.0
10361	544.0	96.0
10360	1202.0	763.0
645073	0.0	0.0
442572	7.0	13.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	962.0	146.0
100873842	0.0	0.0
10362	8897.0	24594.0
100873841	0.0	0.0
10365	755.0	785.0
100873840	0.0	0.0
10367	2845.0	1894.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	1.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	6.0	3.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	737.0	342.0
100128217	0.0	0.0
503838	18.0	5.0
503837	0.0	0.0
503834	1.0	12.0
645084	1.0	2.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	4.0	2.0
503840	0.0	0.0
100885850	10.0	9.0
116211	9.0	25.0
100873875	0.0	0.0
10330	1658.0	2006.0
100873874	0.0	0.0
10332	6.0	0.0
100873873	0.0	0.0
10331	208.0	665.0
100873872	0.0	0.0
100873879	0.0	1.0
10333	60.0	19.0
100873878	0.0	0.0
10336	2664.0	4670.0
100873877	0.0	0.0
10335	10421.0	1350.0
285242	1.0	3.0
100885848	160.0	42.0
100873860	0.0	0.0
118856	18.0	10.0
645094	12.0	6.0
10349	42.0	38.0
100873869	0.0	0.0
100873864	1.0	0.0
100873863	0.0	0.0
10340	2.0	6.0
10343	53.0	64.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	3732.0	2000.0
100873861	0.0	0.0
100131801	1349.0	2342.0
10345	1.0	3.0
10344	7.0	4.0
100873867	0.0	0.0
10347	829.0	1194.0
100873866	0.0	0.0
10346	2639.0	250.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	1.0	0.0
100873891	0.0	0.0
100873890	1.0	2.0
10316	358.0	26.0
10318	7823.0	4352.0
10317	66.0	2.0
10319	368.0	1479.0
100873897	1.0	0.0
100131810	1.0	0.0
100873896	8.0	0.0
100873895	0.0	0.0
100873894	20.0	5.0
10312	3665.0	1650.0
10311	1211.0	801.0
100131814	59.0	26.0
10314	3922.0	949.0
100873899	0.0	5.0
10313	6225.0	3932.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	206.0	225.0
285267	223.0	132.0
100873882	3.0	3.0
285268	1255.0	781.0
100873881	187.0	4157.0
100873880	0.0	0.0
202915	908.0	3326.0
100885864	0.0	0.0
100885866	52.0	1.0
102466967	0.0	0.0
10327	6094.0	7940.0
10326	18.0	0.0
10329	752.0	466.0
10328	994.0	428.0
442523	42.0	48.0
442524	83.0	19.0
442525	2.0	3.0
100873886	1.0	3.0
100873885	0.0	0.0
10321	14.0	67.0
100873884	0.0	0.0
10320	641.0	145.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1724.0	1825.0
100873889	0.0	0.0
100131825	25.0	28.0
10325	898.0	270.0
100873888	0.0	0.0
100131827	298.0	182.0
100873887	0.0	0.0
10324	46.0	42.0
344178	0.0	0.0
102466972	0.0	9.0
116135	21.0	0.0
102466985	0.0	0.0
344167	0.0	0.0
102466984	0.0	2.0
128102	7.0	0.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	479.0	346.0
116123	0.0	2.0
102466995	0.0	0.0
116113	5724.0	5873.0
83259	19.0	0.0
116115	1019.0	537.0
344148	67.0	60.0
128153	111.0	141.0
645001	6.0	0.0
10291	7204.0	2288.0
645000	5.0	3.0
10290	4832.0	768.0
10293	149.0	124.0
10295	3721.0	2400.0
10294	4263.0	1652.0
100128292	92.0	31.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	6.0	0.0
100873919	0.0	0.0
100873918	1.0	0.0
100873917	0.0	0.0
10297	157.0	110.0
10296	2860.0	2396.0
100128299	7.0	6.0
10299	5090.0	4614.0
10298	6572.0	5048.0
100873912	6.0	13.0
100873911	0.0	0.0
116173	75.0	9.0
100873910	0.0	0.0
645015	8.0	6.0
200315	12.0	8.0
200316	469.0	67.0
200312	968.0	837.0
100873904	0.0	0.0
100873902	3.0	0.0
100873909	0.0	0.0
100873907	4.0	0.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	61.0	16.0
100873900	0.0	0.0
645024	0.0	0.0
100775107	6.0	12.0
10270	1351.0	934.0
645027	12.0	0.0
10273	2923.0	1355.0
100775104	78.0	51.0
10272	1668.0	1650.0
100008586	0.0	0.0
116149	73.0	73.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	8.0	11.0
100873935	0.0	1.0
116159	1044.0	215.0
100873939	1.0	0.0
100873930	17.0	42.0
10274	1078.0	272.0
10277	3112.0	2164.0
10276	4877.0	3711.0
10279	641.0	164.0
100873934	0.0	0.0
10278	4417.0	245.0
100873933	0.0	0.0
116151	11891.0	6997.0
100873932	1.0	0.0
116150	1326.0	592.0
100128275	0.0	0.0
10280	3675.0	5442.0
10282	1051.0	573.0
10281	0.0	0.0
10284	7895.0	4660.0
647696	0.0	0.0
10283	1406.0	514.0
116138	6696.0	7010.0
645030	0.0	0.0
1602	1110.0	349.0
1601	2036.0	730.0
100873926	0.0	0.0
1600	1334.0	45.0
100128260	0.0	0.0
116143	127.0	151.0
100873924	6.0	8.0
100873929	3.0	0.0
100873928	0.0	0.0
10286	1481.0	506.0
10285	1352.0	355.0
1609	995.0	2106.0
100128266	0.0	0.0
1608	314.0	27.0
10288	154.0	119.0
1607	8.0	6.0
10287	533.0	191.0
1606	1656.0	1887.0
100873923	17.0	29.0
10289	2201.0	370.0
1605	7654.0	3659.0
100128262	69.0	326.0
100873922	1.0	1.0
1604	932.0	493.0
100873921	0.0	5.0
1603	5104.0	3979.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	0.0	0.0
319133	28.0	53.0
319134	1.0	1.0
100287635	0.0	5.0
319130	1.0	0.0
319139	0.0	0.0
319135	2.0	0.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	8.0	10.0
1613	4980.0	2761.0
200350	0.0	20.0
1612	1175.0	1102.0
1611	10106.0	7808.0
165140	599.0	124.0
1610	3.0	0.0
552889	7344.0	4169.0
1618	2.0	4.0
1617	0.0	0.0
1616	3654.0	2204.0
1615	4642.0	1731.0
319142	0.0	0.0
319143	4.0	4.0
319144	0.0	0.0
319145	1.0	0.0
100287625	0.0	4.0
1624	0.0	0.0
1623	0.0	0.0
1622	8455.0	3509.0
1621	15.0	14.0
1620	141.0	583.0
1629	2417.0	1971.0
552879	1.0	0.0
1628	929.0	513.0
1627	5638.0	1589.0
319111	0.0	0.0
128178	328.0	10.0
319112	3.0	0.0
100287616	478.0	147.0
393046	0.0	0.0
319117	2.0	0.0
319118	1.0	0.0
319114	1.0	1.0
1635	3576.0	2183.0
200373	123.0	46.0
1634	23456.0	1836.0
1633	849.0	181.0
1632	4132.0	6361.0
552860	12.0	0.0
1630	49.0	2.0
1639	8403.0	3875.0
1638	35.0	5.0
1636	2278.0	1253.0
319122	4.0	0.0
319123	1.0	0.0
100287603	0.0	15.0
319128	8.0	5.0
319129	9.0	4.0
1646	201.0	54.0
1645	207.0	28.0
1644	4.0	55.0
1643	1529.0	546.0
85824	22.0	51.0
1642	13368.0	6632.0
1641	3.0	2.0
552859	0.0	0.0
1649	780.0	381.0
1647	1278.0	86.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	13.0	2.0
1660	6386.0	1863.0
1657	3953.0	4231.0
1656	9222.0	3647.0
1655	16925.0	7161.0
1654	8747.0	3450.0
1653	4684.0	1462.0
1652	2048.0	1535.0
346708	0.0	0.0
1650	9211.0	6775.0
346702	10.0	6.0
1659	2251.0	1040.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	4.0	0.0
319103	0.0	0.0
1668	3.0	0.0
1667	0.0	0.0
1666	2423.0	1724.0
1665	3469.0	1469.0
1663	1096.0	1460.0
1662	1489.0	450.0
1661	2.0	0.0
1669	1.0	0.0
1678	235.0	78.0
1677	213.0	335.0
1676	3167.0	1537.0
1675	2925.0	560.0
1674	314151.0	72319.0
1673	0.0	0.0
1672	539.0	4.0
153129	199.0	233.0
1690	3083.0	186.0
165100	1.0	6.0
1687	561.0	165.0
85865	827.0	520.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	0.0	0.0
10415	7.0	1.0
10417	11963.0	152278.0
493861	201.0	60.0
493860	9.0	19.0
100287591	0.0	0.0
10419	1795.0	422.0
10418	6131.0	165.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1454.0	186.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	28.0	23.0
10411	833.0	649.0
10410	16065.0	4033.0
100873559	0.0	0.0
10413	10647.0	1749.0
100873558	0.0	1.0
10412	4927.0	1982.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1099.0	511.0
442266	2.0	0.0
10425	2921.0	3571.0
442267	0.0	0.0
10428	3302.0	1508.0
10427	2244.0	1008.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	1025.0	858.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	2361.0	1116.0
493856	1177.0	944.0
100873549	0.0	0.0
10421	5093.0	2725.0
100873548	0.0	0.0
100131726	1.0	6.0
10424	3389.0	2016.0
100873547	2.0	0.0
10423	7646.0	5181.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	45.0	1.0
100873576	29.0	24.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	44.0	19.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	0.0
442291	0.0	3.0
100287567	0.0	0.0
10404	3242.0	623.0
10403	1192.0	67.0
10406	7720.0	469.0
10408	1.0	0.0
10407	1.0	0.0
100131740	0.0	0.0
10409	3085.0	4184.0
100873567	0.0	0.0
100131743	5.0	1.0
100873566	5.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2167.0	2274.0
10402	319.0	50.0
100873569	0.0	0.0
10401	1822.0	474.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	9.0	1.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	158.0	388.0
442240	6.0	5.0
442242	1.0	0.0
100287551	2.0	1.0
442233	0.0	19.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	0.0
442239	0.0	0.0
100131755	804.0	118.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	15.0	149.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	13.0	3.0
442232	1.0	0.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	685.0	91.0
442260	0.0	0.0
442262	0.0	0.0
442255	2.0	0.0
442256	0.0	0.0
442257	0.0	0.0
442258	2.0	4.0
100131775	1.0	0.0
100131777	1.0	7.0
100287528	0.0	0.0
442252	0.0	0.0
100287520	3.0	8.0
442253	0.0	0.0
442245	0.0	0.0
442247	2.0	0.0
442249	5.0	2.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	15709.0	5127.0
100128139	0.0	0.0
10490	4103.0	2869.0
10493	10526.0	4035.0
10492	7403.0	3123.0
10495	812.0	266.0
100128135	0.0	0.0
10494	5520.0	3615.0
10497	2876.0	6135.0
100128136	0.0	0.0
10499	2300.0	1185.0
128506	0.0	0.0
10498	2267.0	954.0
100128132	0.0	2.0
100128127	0.0	0.0
128500	14.0	3.0
116512	6.0	0.0
116519	0.0	0.0
105419997	2.0	0.0
100128126	9.0	13.0
100861506	0.0	0.0
10471	1395.0	2471.0
100861507	0.0	3.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	6.0	4.0
442221	0.0	0.0
442211	7.0	0.0
442213	106.0	99.0
442215	2.0	1.0
442216	1.0	0.0
116511	10.0	2.0
442217	0.0	0.0
442218	0.0	0.0
10473	2399.0	470.0
10472	973.0	1082.0
100533177	0.0	0.0
10475	2020.0	1316.0
100533178	0.0	0.0
100128115	0.0	0.0
10474	8719.0	10017.0
100533179	2.0	6.0
10477	1553.0	1655.0
10476	5720.0	3904.0
10479	859.0	267.0
10478	1109.0	923.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	7531.0	4460.0
100861516	2.0	8.0
100861517	5.0	0.0
10482	3376.0	2397.0
100861518	7.0	0.0
10481	15720.0	29413.0
100861519	21.0	6.0
100861513	1.0	3.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	52.0	28.0
100861510	0.0	21.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	64.0	65.0
442204	1.0	0.0
442205	1.0	0.0
10484	5299.0	397.0
100128102	0.0	0.0
10483	2203.0	1678.0
10486	3058.0	191.0
10485	6.0	10.0
100128103	0.0	0.0
10488	5217.0	4142.0
10487	13336.0	3608.0
100533184	0.0	0.0
10489	5955.0	3114.0
128553	1710.0	411.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	1225.0	958.0
10458	6810.0	15582.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	447.0	43.0
100873512	0.0	0.0
10450	2668.0	1881.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2528.0	2609.0
10455	2747.0	2662.0
100873516	0.0	0.0
10454	2790.0	2027.0
100873515	0.0	0.0
10457	1064.0	865.0
100873514	0.0	0.0
10456	3676.0	2630.0
100873513	0.0	0.0
346389	411.0	52.0
10460	513.0	273.0
100861530	3.0	4.0
100873509	0.0	0.0
10469	1992.0	1622.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	225.0	31.0
100873501	0.0	0.0
10461	656.0	152.0
100873500	0.0	0.0
10464	1138.0	467.0
10463	3113.0	2288.0
10466	1883.0	1363.0
100873505	0.0	0.0
10465	1234.0	773.0
100873504	0.0	0.0
10468	1805.0	483.0
100873503	0.0	0.0
10467	5390.0	7085.0
100873502	0.0	0.0
100873530	0.0	0.0
100861549	8.0	1.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	427.0	587.0
100861541	121.0	33.0
100861542	0.0	0.0
100861543	1.0	0.0
100861544	0.0	0.0
10437	28.0	9.0
10436	834.0	921.0
10439	1359.0	693.0
10438	664.0	177.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	2891.0	2445.0
100873531	0.0	5.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	2353.0	1949.0
10435	905.0	774.0
100873536	10.0	0.0
10434	2310.0	2537.0
100873535	0.0	0.0
116535	3787.0	596.0
100861556	0.0	4.0
116534	19.0	0.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	0.0	0.0
100861555	29.0	16.0
10447	967.0	295.0
100873529	0.0	0.0
116540	186.0	262.0
100861550	0.0	0.0
10449	1761.0	318.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	2266.0	2194.0
10440	1742.0	555.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	0.0
100873520	0.0	0.0
10444	8109.0	6747.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	3483.0	4983.0
10446	201.0	40.0
100873525	0.0	0.0
10445	3286.0	2355.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	21661.0	4811.0
100533111	10.0	5.0
102466866	0.0	0.0
102466865	1.0	0.0
102466864	0.0	0.0
128467	3.0	0.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	0.0
100128191	67.0	37.0
100128190	0.0	0.0
100533107	91.0	90.0
153443	376.0	144.0
100533105	2.0	0.0
647532	0.0	0.0
100533106	25.0	57.0
102466889	8.0	0.0
116461	1264.0	476.0
100128181	0.0	0.0
100128183	8.0	3.0
102466880	0.0	0.0
128439	1013.0	466.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	1620.0	186.0
100128177	0.0	0.0
100128176	1.0	0.0
100128162	0.0	0.0
10390	709.0	209.0
128497	17.0	12.0
647569	0.0	0.0
10392	305.0	112.0
10391	239.0	89.0
10394	0.0	0.0
10393	418.0	101.0
10396	1056.0	3698.0
10395	582.0	163.0
1719	491.0	131.0
10398	207261.0	43554.0
1718	15889.0	7855.0
100128159	0.0	0.0
10397	26122.0	7553.0
1717	2118.0	2841.0
1716	2216.0	1944.0
10399	102625.0	104917.0
128486	859.0	242.0
128488	404.0	0.0
128481	2.0	1.0
100508120	305.0	318.0
1723	726.0	755.0
100128140	5.0	0.0
100689073	1.0	0.0
100689074	0.0	0.0
100128145	1.0	0.0
1729	3305.0	2575.0
1728	1116.0	1503.0
1727	18897.0	8121.0
1725	2988.0	3352.0
100287512	2.0	3.0
100287513	0.0	0.0
1734	844.0	1196.0
1733	5.0	73.0
1731	789.0	744.0
1730	1766.0	1135.0
1739	2596.0	1508.0
1738	3882.0	1009.0
1737	1622.0	554.0
1736	2518.0	1917.0
1735	156.0	39.0
100287505	0.0	0.0
751580	21.0	55.0
100287502	0.0	0.0
202658	4.0	0.0
1745	18.0	951.0
1743	4621.0	2374.0
1742	1267.0	265.0
1741	3228.0	2954.0
1740	460.0	244.0
1749	82.0	115.0
1748	5.0	2.0
1747	57.0	148.0
1746	2.0	21.0
200008	2.0	0.0
200010	18.0	9.0
1756	3531.0	265.0
1755	35.0	0.0
1750	26.0	33.0
1759	535.0	502.0
1758	0.0	0.0
1757	387.0	293.0
1770	113.0	83.0
200014	1717.0	1398.0
1767	541.0	2136.0
1763	125.0	154.0
1762	1884.0	838.0
1761	0.0	0.0
1760	7431.0	2158.0
1769	26.0	44.0
1768	113.0	395.0
153478	1282.0	113.0
1781	3933.0	1499.0
1780	889.0	58.0
200025	1.0	0.0
1778	18934.0	9353.0
1777	3146.0	1058.0
1776	81.0	2.0
1775	33.0	65.0
1774	622.0	459.0
1773	974.0	2400.0
200030	184.0	240.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	0.0	0.0
1791	0.0	0.0
442195	0.0	2.0
200035	166.0	48.0
442197	951.0	12.0
1789	74.0	64.0
442189	0.0	0.0
1788	1271.0	884.0
1787	278.0	138.0
1786	1948.0	928.0
1785	6657.0	5781.0
1783	3600.0	1401.0
1798	2134.0	1521.0
1797	845.0	1181.0
1796	433.0	382.0
1795	427.0	46.0
1794	477.0	91.0
1793	5000.0	1963.0
101180976	2.0	0.0
493753	1462.0	1043.0
550112	801.0	982.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	1.0	0.0
503635	0.0	0.0
503638	33.0	225.0
503637	0.0	0.0
10536	3887.0	3652.0
503643	0.0	2.0
10535	621.0	358.0
100287472	4.0	0.0
10538	204.0	76.0
503645	6.0	18.0
10537	742.0	10.0
100287470	0.0	0.0
10539	1799.0	581.0
503641	0.0	0.0
503640	5.0	3.0
100873677	0.0	0.0
100873676	1.0	8.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	3844.0	2651.0
493987	4.0	5.0
10534	1105.0	1197.0
100873679	0.0	0.0
10533	1140.0	661.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	2.0	1.0
10549	2187.0	1631.0
503634	0.0	0.0
10548	297.0	299.0
503633	0.0	0.0
503630	2.0	0.0
