id	fd973a6f-54c1-4da1-afb8-7c74cf7aafcd	16dc4634-4e55-4392-9b22-902fd68b2d71
100500882	0.0	0.0
23474	2072.0	2075.0
23475	1213.0	421.0
23476	6372.0	7564.0
23478	5469.0	5393.0
23479	6011.0	5114.0
646480	0.0	0.0
2812	0.0	0.0
2811	57.0	69.0
2810	6921.0	5252.0
23471	17995.0	18408.0
23473	2748.0	3544.0
100500884	0.0	0.0
2819	93.0	12.0
100500885	0.0	0.0
84498	3939.0	4206.0
100500886	0.0	0.0
2817	7077.0	5165.0
100500888	0.0	0.0
2815	2.0	1.0
100500889	0.0	1.0
2814	28.0	11.0
2813	3587.0	2151.0
2823	1117.0	431.0
2822	211.0	189.0
2821	15160.0	22534.0
100500839	0.0	0.0
2820	4093.0	5876.0
201562	6213.0	12330.0
100379623	0.0	2.0
2829	135.0	141.0
100500831	0.0	0.0
2828	331.0	292.0
2827	42.0	30.0
100500833	2.0	5.0
2826	30.0	15.0
100500834	0.0	0.0
2825	9.0	8.0
100500835	0.0	0.0
2824	4235.0	2834.0
100500836	0.0	0.0
727699	5.0	4.0
2834	4.0	6.0
100500826	0.0	0.0
2833	82.0	63.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	1.0	3.0
100500829	0.0	1.0
60401	384.0	259.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	7.0	5.0
100500822	0.0	0.0
2837	6.0	0.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	0.0	2.0
100500825	0.0	0.0
100500850	16.0	11.0
2845	2.0	0.0
100500859	0.0	0.0
2844	0.0	0.0
2843	71.0	62.0
2842	8.0	21.0
2841	47.0	24.0
60412	5961.0	7078.0
2840	21.0	67.0
100500851	0.0	0.0
100500854	0.0	3.0
2849	1.0	2.0
100500855	0.0	0.0
2848	2.0	1.0
394261	33.0	13.0
2847	21.0	4.0
347933	1.0	0.0
100500857	0.0	0.0
2846	13.0	14.0
100500858	0.0	0.0
394263	0.0	5.0
2856	0.0	1.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	4.0	3.0
201595	12998.0	18972.0
2852	768.0	266.0
2850	899.0	1332.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	55.0	53.0
100500846	0.0	0.0
2857	522.0	412.0
100500847	0.0	0.0
2870	1930.0	2238.0
107105261	0.0	0.0
2867	148.0	162.0
107105265	0.0	0.0
60437	1224.0	434.0
2866	1.0	0.0
107105264	2.0	0.0
60436	1239.0	1124.0
2865	1.0	3.0
107105263	4.0	3.0
2864	0.0	0.0
107105262	0.0	0.0
2863	82.0	20.0
2862	12.0	4.0
2861	320.0	549.0
347918	378.0	589.0
107105266	0.0	1.0
2869	1633.0	906.0
2868	201.0	380.0
2880	1.0	71.0
60439	0.0	0.0
107105254	0.0	1.0
2878	12567.0	4426.0
2877	404.0	137.0
107105253	13.0	7.0
2876	8833.0	7845.0
2875	81.0	57.0
2874	58.0	99.0
2873	6897.0	6619.0
2872	12740.0	15733.0
107105256	0.0	0.0
2871	13.0	9.0
347902	690.0	714.0
107105259	0.0	0.0
2879	9217.0	8890.0
727682	0.0	0.0
727684	2.0	1.0
2892	156.0	147.0
2891	31.0	96.0
2890	7.0	16.0
727686	0.0	0.0
84419	223.0	731.0
2889	5859.0	6675.0
100500815	0.0	0.0
2888	54.0	27.0
100500816	0.0	0.0
2887	4013.0	4190.0
100500817	0.0	0.0
2886	662.0	928.0
100500818	0.0	0.0
2885	9893.0	10658.0
100500819	0.0	0.0
2884	4.0	4.0
2882	986.0	454.0
100642175	0.0	3.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	0.0	0.0
100500813	0.0	0.0
100500814	2.0	3.0
727676	0.0	0.0
107105271	0.0	0.0
727677	8.0	18.0
2899	97.0	124.0
84418	1644.0	1233.0
2898	302.0	213.0
60468	508.0	360.0
84417	1906.0	1103.0
2897	353.0	426.0
2896	24602.0	21516.0
60467	0.0	0.0
100500808	0.0	0.0
2895	1.0	0.0
100500809	0.0	0.0
2894	293.0	140.0
2893	31.0	23.0
100500801	0.0	0.0
100500802	4.0	8.0
100500803	0.0	0.0
23603	7837.0	5895.0
100129507	0.0	0.0
23604	349.0	288.0
23605	0.0	0.0
23606	2.0	0.0
23607	6129.0	10039.0
23608	8030.0	9748.0
23609	1902.0	2218.0
286527	15.0	12.0
286528	0.0	0.0
23600	751.0	14159.0
23601	64.0	72.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	2.0	2.0
23614	0.0	0.0
23615	7.0	25.0
23616	763.0	452.0
286530	475.0	442.0
23617	0.0	0.0
23619	2.0	3.0
23612	3223.0	1519.0
23613	2026.0	2388.0
286544	99.0	64.0
286550	0.0	0.0
286554	6.0	13.0
286555	1.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	0.0	3.0
100463528	0.0	0.0
441272	354.0	431.0
100379667	4.0	13.0
100288998	0.0	0.0
441263	41.0	56.0
441261	2.0	2.0
100288984	0.0	0.0
441295	8.0	17.0
441294	0.0	0.0
100463500	0.0	0.0
100288979	0.0	0.0
286512	7.0	12.0
286514	0.0	0.0
60625	663.0	706.0
441282	43.0	2.0
646377	0.0	0.0
100130579	1.0	4.0
646379	0.0	0.0
646378	2.0	1.0
23683	3792.0	3149.0
404281	78.0	100.0
100130572	1.0	1.0
646370	1.0	0.0
23682	102.0	81.0
100129587	1.0	0.0
100129583	154.0	230.0
100129584	0.0	0.0
441218	4.0	0.0
100130566	0.0	0.0
100130564	0.0	3.0
100130562	925.0	1291.0
100130561	206.0	109.0
441212	242.0	120.0
646382	0.0	0.0
100129570	0.0	1.0
404266	4.0	2.0
100130557	46.0	76.0
100130555	0.0	0.0
646390	0.0	0.0
441246	45.0	12.0
23666	315.0	469.0
23667	0.0	0.0
646392	0.0	1.0
23668	0.0	1.0
441251	2.0	0.0
441250	219.0	171.0
23660	1222.0	1149.0
100129564	0.0	0.0
100129566	2.0	1.0
100129561	2.0	0.0
100130549	1.0	1.0
130500	0.0	1.0
100129557	1.0	0.0
23673	5848.0	6255.0
441238	11.0	4.0
130502	358.0	440.0
23676	338.0	27.0
130507	6677.0	9386.0
23677	9469.0	13454.0
441234	0.0	0.0
23678	590.0	753.0
23679	1.0	0.0
23670	2457.0	3636.0
23671	24762.0	33665.0
100129556	3.0	1.0
100129555	2.0	19.0
23647	5591.0	8924.0
23648	6910.0	5068.0
100130539	2.0	0.0
23649	835.0	749.0
129521	0.0	0.0
100130535	0.0	0.0
23640	1597.0	1727.0
23641	3970.0	3324.0
23642	738.0	1231.0
23643	114.0	76.0
23644	2694.0	3031.0
23645	2976.0	3740.0
23646	18716.0	15096.0
100129543	34.0	65.0
23658	1463.0	1716.0
23659	1259.0	1526.0
286573	0.0	1.0
100130528	0.0	0.0
100130523	3.0	1.0
100130522	137.0	126.0
23650	8838.0	3154.0
23654	32715.0	41560.0
23657	218.0	672.0
117532	6.0	7.0
117531	84.0	30.0
100130519	176.0	55.0
23625	1272.0	1234.0
23626	0.0	0.0
23627	43.0	29.0
100130514	0.0	0.0
441208	24.0	42.0
23620	0.0	2.0
23621	3896.0	4155.0
23623	2991.0	4281.0
23624	421.0	1340.0
23636	3647.0	3849.0
23637	8682.0	8012.0
23639	98.0	116.0
100129515	0.0	1.0
23630	28.0	8.0
23632	618.0	187.0
23633	5882.0	7672.0
23635	2255.0	2022.0
100129512	0.0	0.0
404201	391.0	341.0
404203	1.0	0.0
129446	5239.0	241.0
404204	0.0	0.0
84569	0.0	0.0
60598	85.0	96.0
84561	1011.0	2024.0
60592	5478.0	8072.0
84560	0.0	0.0
648947	0.0	0.0
646300	6.0	10.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	228.0	311.0
727736	0.0	0.0
84559	0.0	0.0
84557	1376.0	954.0
84553	871.0	708.0
84552	1323.0	816.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	8.0	3.0
100499457	0.0	0.0
727764	5.0	6.0
102465669	0.0	0.0
102465668	0.0	2.0
646309	24.0	38.0
201627	2002.0	2005.0
646324	27.0	4.0
201626	2688.0	3666.0
727758	125.0	89.0
201625	10.0	18.0
648980	1.0	1.0
84572	2973.0	4016.0
646316	0.0	0.0
84570	125.0	182.0
345462	228.0	259.0
102465689	1.0	0.0
102465688	0.0	0.0
646330	2.0	2.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	7091.0	8785.0
727701	0.0	0.0
727703	7.0	0.0
727704	0.0	0.0
201633	134.0	187.0
2900	80.0	65.0
2908	7374.0	5311.0
2907	14822.0	16475.0
2906	126.0	51.0
2905	15.0	29.0
2904	2.0	2.0
2903	100.0	50.0
345456	0.0	0.0
2902	179.0	419.0
2901	853.0	449.0
406894	0.0	0.0
406893	0.0	0.0
406896	11.0	8.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	3.0
406897	0.0	0.0
102465695	0.0	0.0
646346	1.0	3.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	0.0	0.0
2911	5.0	3.0
201651	1.0	1.0
2919	386.0	431.0
2918	45.0	15.0
102465691	0.0	0.0
2917	32.0	36.0
2916	21.0	12.0
2915	1.0	1.0
2914	17.0	5.0
2913	2.0	5.0
2912	27.0	26.0
404220	3.0	25.0
406883	0.0	0.0
406882	0.0	0.0
406885	1.0	0.0
406884	0.0	0.0
646359	1.0	1.0
406887	0.0	0.0
406886	2.0	6.0
406889	0.0	0.0
406888	0.0	0.0
23584	976.0	455.0
23585	9173.0	11937.0
23586	1595.0	1997.0
23587	1874.0	1738.0
23588	2559.0	2968.0
23589	1358.0	1230.0
406881	0.0	2.0
2922	6.0	10.0
2921	40.0	78.0
2920	139.0	288.0
23580	7217.0	5651.0
23581	3.0	8.0
23582	3033.0	3493.0
23583	1341.0	1344.0
404217	267.0	305.0
2928	0.0	0.0
2926	5945.0	8924.0
2925	70.0	129.0
2923	50935.0	89417.0
646366	7.0	5.0
345430	0.0	0.0
406875	0.0	0.0
404216	7.0	4.0
23595	1646.0	1552.0
23596	187.0	203.0
23597	2381.0	2699.0
96597	5.0	12.0
23598	3153.0	3067.0
100130584	0.0	0.0
100130581	234.0	295.0
646360	0.0	0.0
129450	406.0	693.0
130429	0.0	0.0
2932	4423.0	7027.0
2931	4594.0	5266.0
23590	160.0	206.0
100129591	6.0	4.0
23591	4.0	0.0
23592	2115.0	2906.0
23593	5900.0	10028.0
23594	62.0	98.0
727708	0.0	0.0
100499485	1.0	0.0
100129597	1.0	2.0
100499483	21.0	49.0
2939	5.0	7.0
2938	131.0	126.0
2937	4381.0	4746.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	10115.0	15112.0
2935	11448.0	18568.0
2934	51923.0	32624.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	3171.0	2968.0
60506	2.0	0.0
2944	5018.0	1560.0
2942	0.0	0.0
2941	2086.0	3092.0
2940	2.0	3.0
2949	2953.0	1061.0
2948	1929.0	1144.0
2947	8506.0	3529.0
2946	1583.0	852.0
60526	775.0	1645.0
2954	2423.0	3016.0
2953	2.0	4.0
2951	0.0	2.0
2950	10454.0	3989.0
2959	1201.0	1629.0
2958	2157.0	2146.0
2957	4126.0	6714.0
2956	3285.0	4404.0
100288948	0.0	0.0
60529	213.0	7.0
60528	3943.0	4839.0
2966	155.0	217.0
84504	3.0	3.0
2965	2185.0	2566.0
84503	348.0	560.0
2964	1.0	1.0
2963	1220.0	1421.0
2962	6422.0	6963.0
2961	1381.0	1452.0
84502	3448.0	810.0
2960	643.0	890.0
84501	369.0	359.0
2969	5016.0	5572.0
2968	79.0	94.0
2967	2352.0	2205.0
2980	0.0	1.0
2977	1411.0	1419.0
2976	2915.0	3625.0
2975	19057.0	24886.0
2974	5.0	4.0
2972	2298.0	2680.0
2971	3582.0	4596.0
2970	83.0	88.0
2979	13.0	27.0
2978	0.0	0.0
154442	49.0	25.0
2990	5606.0	6479.0
225689	26.0	36.0
84519	89.0	151.0
84518	200.0	171.0
60559	10086.0	16432.0
100500914	0.0	0.0
2987	6312.0	6750.0
60558	2226.0	2731.0
84525	972.0	666.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	833.0	993.0
100500917	0.0	0.0
2984	70.0	33.0
84522	2381.0	2696.0
100500918	0.0	0.0
2983	1353.0	1308.0
100500919	0.0	0.0
84524	531.0	953.0
2982	4487.0	6318.0
2981	0.0	0.0
84520	670.0	773.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	5.0	13.0
100500913	0.0	0.0
2999	47.0	36.0
84515	855.0	964.0
100500903	0.0	0.0
2998	1.0	2.0
84514	4277.0	4887.0
100500904	0.0	3.0
2997	7319.0	7978.0
84517	85.0	72.0
100500905	0.0	0.0
84516	5097.0	5515.0
2996	15.0	4.0
100500906	0.0	0.0
2995	1727.0	977.0
2994	0.0	0.0
100500908	0.0	0.0
84513	8463.0	15182.0
2993	6.0	0.0
100500909	0.0	0.0
2992	5584.0	4298.0
60561	1058.0	1575.0
60560	1814.0	2957.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	0.0
154467	780.0	785.0
130497	364.0	347.0
84548	1103.0	898.0
84547	312.0	257.0
100500938	0.0	2.0
84549	985.0	999.0
84546	0.0	0.0
84545	3708.0	3748.0
84542	772.0	794.0
84541	96.0	142.0
727795	20.0	36.0
84529	783.0	558.0
84536	207.0	164.0
84539	0.0	0.0
84532	5846.0	9047.0
84530	41.0	10.0
23729	243.0	336.0
201288	0.0	0.0
201283	721.0	547.0
23738	1.0	2.0
23731	11076.0	14659.0
23732	2807.0	1491.0
201299	4.0	12.0
201292	1093.0	1423.0
201294	458.0	392.0
23704	190.0	254.0
23705	2772.0	4817.0
23708	1115.0	927.0
252840	0.0	1.0
252841	0.0	0.0
100288897	119.0	72.0
23710	5139.0	5677.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	11.0	3.0
100288861	0.0	0.0
84701	124.0	130.0
252884	234.0	380.0
84700	715.0	24.0
129841	0.0	0.0
94086	11.0	10.0
117854	371.0	173.0
100130450	0.0	0.0
154807	4093.0	7232.0
100129460	143.0	130.0
359710	0.0	0.0
94081	2391.0	3293.0
115201	869.0	1496.0
100129468	0.0	0.0
100129464	6.0	5.0
286256	70.0	39.0
286257	1021.0	1036.0
100129459	1.0	0.0
100130447	0.0	0.0
129831	537.0	752.0
646269	6.0	1.0
646262	0.0	0.0
286262	784.0	2174.0
142827	0.0	0.0
100129452	2.0	10.0
646278	31.0	46.0
100130435	0.0	0.0
727800	411.0	384.0
646270	19.0	9.0
154822	31.0	20.0
23782	74.0	11.0
23783	0.0	1.0
23784	263.0	418.0
23786	4723.0	6141.0
23787	16282.0	15871.0
646273	0.0	0.0
23788	4885.0	6520.0
359730	0.0	1.0
359731	0.0	0.0
23780	2713.0	3133.0
23781	4.0	0.0
345079	233.0	718.0
154810	13834.0	12493.0
100129438	0.0	0.0
94097	1447.0	1403.0
359737	0.0	0.0
359738	0.0	0.0
359739	1.0	3.0
646282	795.0	1196.0
359736	4.0	9.0
359740	1.0	2.0
359741	0.0	0.0
359742	0.0	0.0
359743	20.0	35.0
139201	9.0	43.0
129804	556.0	594.0
129807	31.0	12.0
129880	485.0	490.0
23768	2454.0	1466.0
23769	73.0	39.0
129881	19.0	29.0
100130418	76.0	143.0
345062	0.0	0.0
286204	19.0	17.0
100129428	0.0	0.0
286205	695.0	939.0
100129427	0.0	0.0
23760	3880.0	4464.0
359748	0.0	0.0
100862854	0.0	0.0
286207	55.0	123.0
359749	0.0	3.0
23761	1349.0	1378.0
100862855	0.0	0.0
23762	646.0	1055.0
23764	1355.0	2080.0
359744	0.0	2.0
100862850	0.0	0.0
23765	2466.0	2935.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	2093.0	1260.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	0.0	0.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	61.0	201.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	2838.0	3346.0
359755	2.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	1.0
23770	18642.0	15673.0
359761	4.0	22.0
129868	1.0	0.0
23746	1.0	0.0
102465502	0.0	0.0
102465501	0.0	0.0
100129407	0.0	1.0
102465500	0.0	0.0
286223	48.0	50.0
23749	0.0	0.0
100129403	3.0	1.0
345041	1.0	5.0
100129405	59.0	89.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	19960.0	19614.0
102465507	0.0	0.0
23742	2.0	1.0
359766	0.0	0.0
23743	1009.0	462.0
359767	0.0	0.0
102465505	0.0	0.0
130813	12.0	11.0
23744	1.0	2.0
102465504	0.0	0.0
130814	2528.0	2205.0
102465503	0.0	0.0
359774	3.0	1.0
359775	1.0	1.0
359776	0.0	0.0
359770	1.0	2.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	1.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	3395.0	3902.0
102465511	0.0	0.0
286234	0.0	1.0
102465510	0.0	0.0
129852	22.0	17.0
347694	0.0	3.0
286239	0.0	0.0
23751	0.0	0.0
102465519	0.0	0.0
23752	6.0	3.0
23753	831.0	1259.0
115207	7256.0	5116.0
359777	0.0	0.0
102465517	0.0	0.0
130827	629.0	475.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1325.0	2107.0
23755	5.0	3.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	2.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	88.0	76.0
347688	13.0	8.0
102465524	0.0	0.0
94005	5431.0	5456.0
102465523	0.0	0.0
102465522	2.0	1.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	72.0	259.0
727866	1.0	0.0
57060	2397.0	1739.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	16910.0	14341.0
102465526	0.0	0.0
727865	11.0	5.0
102465525	0.0	0.0
84687	3501.0	3683.0
727859	0.0	0.0
84689	10.0	13.0
84688	80.0	36.0
139135	0.0	0.0
84684	1.0	3.0
84681	1133.0	1503.0
84680	587.0	915.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	2.0	0.0
727851	114.0	121.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	3459.0	5786.0
84676	231.0	34.0
84675	71.0	2.0
140123	0.0	0.0
84678	1421.0	1428.0
84677	0.0	1.0
84672	0.0	0.0
84671	1191.0	1490.0
84674	377.0	287.0
84673	0.0	0.0
152101	0.0	0.0
152100	510.0	581.0
94027	11.0	5.0
94026	1.0	0.0
94025	21.0	38.0
129787	2041.0	2337.0
57088	1613.0	1091.0
127124	4.0	4.0
57089	862.0	1632.0
57082	64.0	195.0
57084	0.0	0.0
57085	8375.0	6462.0
152118	0.0	0.0
152110	257.0	118.0
154790	2.0	0.0
154791	868.0	1164.0
646201	0.0	0.0
57091	183.0	181.0
94015	529.0	391.0
57092	9490.0	9413.0
646202	41.0	24.0
57097	2028.0	2727.0
57099	646.0	815.0
727879	0.0	2.0
57093	0.0	0.0
166752	4.0	1.0
57094	461.0	256.0
57095	3981.0	5574.0
57096	43.0	64.0
139163	0.0	0.0
84698	220.0	181.0
84699	2.0	1.0
84694	0.0	0.0
84693	952.0	1468.0
100499563	0.0	1.0
84696	231.0	363.0
84695	381.0	253.0
84690	4.0	0.0
84692	16.0	8.0
84691	2.0	4.0
130752	65.0	91.0
646213	0.0	0.0
100130495	6.0	13.0
646208	10.0	1.0
94039	479.0	574.0
94031	2811.0	2720.0
94030	118.0	77.0
100130484	0.0	0.0
94033	0.0	0.0
94032	47.0	63.0
727810	4.0	0.0
100130481	0.0	0.0
100130480	2.0	1.0
115196	475.0	530.0
727805	0.0	0.0
139105	29.0	10.0
646218	0.0	0.0
347744	64.0	126.0
347741	0.0	0.0
646231	0.0	0.0
154743	1431.0	1138.0
130773	5.0	6.0
727842	1.0	0.0
100129480	87.0	97.0
100129482	574.0	1364.0
727837	0.0	0.0
347736	43.0	28.0
347733	127.0	103.0
347732	18.0	27.0
347735	8982.0	13377.0
347734	3658.0	4146.0
347731	69.0	9.0
646243	0.0	0.0
94059	649.0	1468.0
347730	16.0	8.0
646249	0.0	0.0
201305	74.0	37.0
100130466	2.0	0.0
727833	1.0	1.0
727835	0.0	0.0
100130462	0.0	0.0
94056	7155.0	9287.0
100130461	1.0	0.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	55.0	50.0
727828	0.0	0.0
100129472	0.0	1.0
347720	0.0	0.0
100288841	0.0	0.0
60626	5806.0	6034.0
347717	0.0	2.0
347716	0.0	8.0
101154644	2.0	1.0
152195	276.0	139.0
100288831	0.0	0.0
164153	3.0	1.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	622.0	568.0
347705	1.0	5.0
347702	0.0	0.0
152185	800.0	1362.0
347701	0.0	0.0
100288827	3.0	6.0
100288825	0.0	0.0
57000	16.0	46.0
57001	975.0	1460.0
84618	33.0	5.0
84617	5008.0	2582.0
84619	304.0	290.0
57007	788.0	703.0
84624	72.0	119.0
84627	584.0	454.0
84626	639.0	384.0
57002	386.0	587.0
57003	10837.0	16354.0
84620	451.0	212.0
84623	16.0	17.0
57004	0.0	0.0
84622	573.0	653.0
100288814	4.0	6.0
57010	150.0	325.0
57017	3176.0	3448.0
84614	991.0	2517.0
57018	1590.0	3594.0
57019	1879.0	2198.0
84616	0.0	0.0
84612	209.0	496.0
57016	27.0	2.0
96626	0.0	0.0
100288805	63.0	69.0
100288801	1.0	1.0
100288802	0.0	1.0
57020	4751.0	4225.0
164127	5.0	0.0
166785	567.0	818.0
84639	0.0	0.0
84647	0.0	1.0
84649	349.0	220.0
60678	1600.0	1736.0
60677	0.0	4.0
84648	0.0	0.0
60676	90.0	101.0
84643	0.0	0.0
60675	14.0	15.0
139170	12.0	10.0
101154686	1.0	0.0
84645	198.0	145.0
60674	4985.0	9048.0
57026	24.0	52.0
60673	1661.0	1638.0
152138	0.0	0.0
60672	738.0	811.0
152137	6751.0	6380.0
252946	1.0	0.0
84641	3864.0	4986.0
252948	1.0	1.0
84640	2999.0	4272.0
252949	0.0	0.0
154796	4658.0	2487.0
96610	129.0	172.0
164118	6.0	1.0
84629	8800.0	11788.0
84628	1104.0	983.0
727897	11.0	35.0
57030	22.0	14.0
84636	26.0	31.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	1561.0	2460.0
84632	3364.0	1880.0
60686	573.0	585.0
84631	12.0	39.0
57037	1585.0	1312.0
84634	0.0	2.0
60685	7253.0	7488.0
105370183	0.0	0.0
57038	2121.0	1875.0
60684	3492.0	5070.0
60682	1310.0	1754.0
60681	5872.0	3165.0
84630	106.0	25.0
60680	13.0	109.0
252953	0.0	0.0
252954	0.0	0.0
139189	3.0	1.0
252955	0.0	0.0
252956	0.0	0.0
57045	7699.0	6890.0
84669	2598.0	2654.0
84668	1463.0	1268.0
84665	590.0	13.0
57047	3.0	4.0
84664	0.0	0.0
84667	1.0	2.0
84666	0.0	0.0
84661	2067.0	2531.0
84660	16.0	16.0
84662	2104.0	1138.0
648809	1.0	1.0
648822	4.0	0.0
57053	52.0	17.0
57054	0.0	0.0
57055	0.0	0.0
57050	1236.0	1515.0
166793	236.0	331.0
84658	53.0	42.0
84657	21.0	20.0
84659	35.0	18.0
84654	1.0	0.0
57057	0.0	0.0
84656	10248.0	12768.0
84650	1634.0	1686.0
84651	0.0	1.0
100132917	1.0	0.0
100132918	0.0	0.0
252983	1460.0	1420.0
441073	72.0	70.0
100132920	0.0	0.0
100132923	28.0	26.0
100132929	0.0	0.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	680.0	243.0
441061	0.0	0.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	0.0	2.0
441094	1042.0	641.0
100132940	0.0	0.0
252968	0.0	0.0
252969	1373.0	1854.0
100132948	31.0	17.0
100132949	0.0	0.0
286310	0.0	0.0
404093	2423.0	3858.0
286319	1104.0	1413.0
100288772	0.0	0.0
441027	3812.0	7432.0
441026	0.0	0.0
441024	1177.0	1517.0
441032	381.0	237.0
84803	241.0	181.0
164091	1136.0	827.0
100132963	0.0	0.0
100132965	0.0	0.0
100132967	0.0	0.0
152098	161.0	205.0
100288757	0.0	0.0
100132973	1.0	0.0
100132978	0.0	0.0
100132979	0.0	0.0
359803	0.0	3.0
359804	0.0	0.0
100288742	0.0	0.0
359806	0.0	0.0
84816	343.0	242.0
359800	0.0	0.0
84818	3790.0	4493.0
441046	32.0	45.0
84817	1650.0	2436.0
359802	0.0	0.0
84823	2462.0	2427.0
57205	1828.0	1982.0
441054	13.0	38.0
84824	123.0	59.0
441051	9.0	4.0
441050	115.0	58.0
84820	98.0	120.0
100132987	13.0	21.0
57209	1144.0	1283.0
100288739	1.0	1.0
84809	1274.0	1782.0
84808	271.0	131.0
57210	1408.0	1774.0
84804	738.0	1401.0
100288730	55.0	36.0
84807	60.0	156.0
441034	42.0	57.0
84812	750.0	382.0
57215	1705.0	1396.0
84811	1127.0	1140.0
57216	2481.0	1390.0
57217	1494.0	1612.0
84814	563.0	195.0
100132992	2.0	0.0
57211	781.0	568.0
100132994	0.0	0.0
57212	1539.0	1497.0
57213	1234.0	1551.0
100132995	2.0	0.0
57214	1272.0	726.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	14.0	13.0
648791	396.0	204.0
359822	0.0	0.0
100129347	10.0	14.0
286370	0.0	0.0
404037	1.0	0.0
100130327	0.0	0.0
100129337	5.0	2.0
130728	4.0	2.0
286380	0.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	0.0	1.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	1.0
441009	9.0	14.0
100130311	369.0	746.0
100130310	0.0	0.0
130733	249.0	192.0
359844	0.0	3.0
359845	2432.0	1349.0
727914	1.0	2.0
727915	5.0	1.0
100129325	0.0	0.0
100129320	0.0	2.0
646168	0.0	0.0
100129319	1.0	0.0
100130307	1.0	1.0
100129315	0.0	0.0
100130302	9.0	4.0
727910	522.0	600.0
100130301	15.0	10.0
345193	8.0	23.0
130749	15.0	41.0
646164	0.0	0.0
727909	4.0	6.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	1.0
646171	0.0	2.0
646175	0.0	0.0
646174	1.0	1.0
115123	80.0	194.0
286333	3.0	2.0
286336	304.0	238.0
115106	602.0	553.0
100306975	0.0	0.0
115111	70.0	20.0
286343	349.0	353.0
286348	1.0	1.0
646193	0.0	0.0
100886964	1.0	0.0
646192	18.0	7.0
646196	0.0	3.0
646195	916.0	1137.0
100534599	1.0	6.0
130700	0.0	0.0
100306951	171.0	171.0
100534595	23.0	53.0
100132911	0.0	0.0
100534592	8.0	5.0
100534593	7.0	29.0
286362	0.0	0.0
100132916	16.0	3.0
100240709	1.0	2.0
129684	8.0	4.0
57180	437.0	680.0
129685	2050.0	2393.0
100240707	1.0	0.0
