id	1292e7fb-3199-40e3-a5d1-e141507b3b6f	1da9251a-d8fb-4ac7-9997-ef45e771cd6e
101928578	117.0	114.0
8780	3240.0	4398.0
6117	6052.0	7049.0
8778	3.0	7.0
6119	515.0	947.0
6118	2624.0	3215.0
8794	44.0	40.0
8795	2215.0	3185.0
6130	60155.0	99005.0
8792	200.0	517.0
6133	31331.0	49271.0
6132	82264.0	116651.0
8793	366.0	525.0
8798	1217.0	1700.0
6135	45514.0	74760.0
8799	2872.0	3656.0
6134	78832.0	118438.0
8796	1.0	2.0
6137	60144.0	81027.0
8797	283.0	543.0
6136	33818.0	56708.0
100421307	0.0	0.0
101735302	259.0	943.0
8790	882.0	1231.0
100134444	0.0	3.0
6128	29060.0	52618.0
8789	2.0	22.0
6129	31611.0	49920.0
6142	13767.0	24417.0
6141	46143.0	63760.0
100421311	9.0	6.0
6144	11220.0	19857.0
6143	50345.0	80041.0
100421313	0.0	5.0
6146	17892.0	24714.0
6145	2.0	1.0
6148	0.0	0.0
6147	22885.0	38553.0
100421318	0.0	0.0
100421319	0.0	2.0
100337590	1.0	0.0
100337591	3.0	9.0
6139	1763.0	3209.0
6138	43461.0	62359.0
6152	24666.0	41054.0
6155	23696.0	41274.0
6154	14445.0	27280.0
100421324	0.0	0.0
6157	36879.0	58558.0
6156	35743.0	54672.0
6159	28978.0	45313.0
6158	30439.0	50866.0
100421328	0.0	0.0
6150	1524.0	2042.0
101928527	346.0	498.0
6164	22655.0	36752.0
6163	1.0	4.0
6166	7920.0	11365.0
6165	25057.0	42380.0
6168	39665.0	64029.0
6167	29604.0	50584.0
100421338	0.0	1.0
6169	12559.0	20983.0
101928536	0.0	0.0
6160	33833.0	59333.0
101928537	0.0	0.0
6161	41918.0	64994.0
100421331	0.0	0.0
6175	66311.0	103048.0
6174	59.0	81.0
6176	67597.0	82914.0
101928545	106.0	114.0
6171	13412.0	31349.0
6170	3735.0	7112.0
6173	2358.0	4333.0
6172	277.0	326.0
100421340	1.0	0.0
100421341	0.0	8.0
100421354	0.0	0.0
6185	28271.0	38414.0
101928550	31.0	30.0
6188	56242.0	85769.0
6187	35366.0	57991.0
100421357	1.0	1.0
6189	18185.0	29895.0
101928555	11.0	21.0
6182	878.0	1185.0
6181	26860.0	40879.0
6184	22588.0	28498.0
101928559	0.0	0.0
6183	1163.0	1559.0
100421350	6.0	13.0
100421351	8.0	9.0
100421353	0.0	0.0
6197	4157.0	4417.0
6196	3218.0	4106.0
6199	3938.0	4843.0
6198	1947.0	2842.0
6191	73591.0	101998.0
6193	40368.0	59735.0
6192	15369.0	27453.0
91373	2499.0	3603.0
6195	4540.0	5936.0
6194	88847.0	138154.0
390916	1261.0	1986.0
145407	335.0	280.0
100421363	0.0	2.0
100421376	0.0	0.0
100421379	0.0	1.0
91369	2605.0	2877.0
91368	816.0	1253.0
652489	1.0	2.0
390924	9.0	24.0
389901	7.0	11.0
390928	35.0	15.0
390927	467.0	951.0
100421371	2.0	4.0
100421374	31.0	35.0
389903	1.0	2.0
100421389	0.0	3.0
91392	711.0	1083.0
389935	0.0	1.0
389932	0.0	5.0
100421384	31.0	26.0
100421398	5.0	7.0
100421399	0.0	1.0
101928513	11.0	13.0
91380	0.0	0.0
390904	0.0	1.0
145438	31.0	46.0
100421390	0.0	1.0
100421391	0.0	0.0
100421395	1.0	9.0
100421397	2.0	3.0
375316	18.0	66.0
375318	0.0	0.0
390963	99.0	129.0
375307	136.0	227.0
389941	79.0	67.0
389948	0.0	0.0
375337	2.0	0.0
377997	0.0	0.0
387316	0.0	1.0
121456	41.0	62.0
387317	0.0	0.0
121457	483.0	702.0
389976	2.0	1.0
375341	969.0	1138.0
387319	0.0	0.0
375323	29.0	14.0
389970	0.0	3.0
390940	288.0	254.0
133418	3035.0	4391.0
390948	0.0	0.0
121441	1259.0	1563.0
390949	1.0	2.0
652411	0.0	3.0
145370	1.0	2.0
102724954	0.0	0.0
54596	7.0	7.0
375484	712.0	641.0
91526	343.0	559.0
133396	131.0	202.0
196951	346.0	493.0
91523	204.0	170.0
91522	379.0	373.0
121391	3.0	6.0
145376	14.0	28.0
400986	100.0	214.0
400984	7.0	10.0
196968	26.0	12.0
157378	610.0	794.0
723961	0.0	0.0
145389	355.0	501.0
157381	573.0	1178.0
91543	176.0	278.0
91544	1093.0	1924.0
102724923	1.0	2.0
652423	0.0	1.0
169355	1.0	11.0
400966	1.0	5.0
121364	1.0	0.0
400961	1392.0	1792.0
157376	0.0	0.0
91574	1840.0	2198.0
157313	12.0	42.0
157317	0.0	0.0
147991	4084.0	6003.0
399495	0.0	5.0
159963	2.0	4.0
100506965	734.0	1310.0
100506963	120.0	219.0
387495	0.0	0.0
387496	715.0	413.0
387494	0.0	0.0
387491	0.0	2.0
387492	18.0	52.0
387486	1.0	0.0
157310	10148.0	7315.0
100506994	61.0	55.0
338470	0.0	3.0
170302	42.0	265.0
204010	0.0	1.0
399473	38.0	81.0
399474	676.0	585.0
91584	175.0	228.0
159989	107.0	101.0
91582	5253.0	6043.0
107126360	19.0	23.0
133383	211.0	320.0
100506930	825.0	1733.0
100820741	0.0	0.0
338448	0.0	0.0
8808	148.0	170.0
8809	104.0	213.0
54512	959.0	1409.0
54511	146.0	40.0
54510	1013.0	1160.0
54516	486.0	674.0
8802	5111.0	6122.0
8803	2636.0	2836.0
54514	6.0	4.0
8800	2462.0	3077.0
8801	4443.0	5560.0
8807	13.0	60.0
400916	1578.0	1505.0
54518	109.0	242.0
8804	5915.0	7377.0
100506939	1.0	1.0
54517	706.0	1166.0
8805	2694.0	3502.0
8820	22.0	54.0
8821	1539.0	1805.0
338440	1504.0	3098.0
338442	118.0	208.0
8819	281.0	545.0
100820732	0.0	0.0
255620	2.0	0.0
54522	497.0	704.0
54521	1051.0	1339.0
54520	1404.0	2333.0
100820735	0.0	0.0
8813	1555.0	2174.0
170393	12.0	2.0
8814	144.0	127.0
170392	1.0	7.0
100506925	0.0	0.0
8811	4.0	3.0
8812	374.0	503.0
8817	22.0	49.0
8818	3100.0	3736.0
54529	1914.0	2717.0
255626	0.0	0.0
8815	6453.0	8004.0
8816	4006.0	5115.0
170394	1200.0	1693.0
8831	896.0	1122.0
8832	135.0	407.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1541.0	2253.0
54532	1523.0	2070.0
54531	1372.0	1807.0
54538	487.0	641.0
8824	3690.0	4195.0
8825	281.0	452.0
54537	2040.0	3007.0
54536	1408.0	2003.0
8822	53.0	129.0
8823	0.0	0.0
54535	1953.0	2575.0
8828	1736.0	1319.0
8829	2783.0	3892.0
8826	14265.0	16431.0
54539	5488.0	6282.0
8842	270.0	98.0
8843	30.0	36.0
8840	799.0	671.0
8841	2957.0	4092.0
100158257	0.0	1.0
54541	10716.0	7879.0
54540	2426.0	4495.0
54545	2751.0	3193.0
54544	0.0	0.0
54543	8144.0	11510.0
54542	2450.0	3324.0
54549	2131.0	1498.0
8835	8461.0	9767.0
8836	243.0	318.0
8833	3262.0	3772.0
8834	2026.0	2539.0
54546	1.0	1.0
8839	100.0	61.0
8837	6155.0	8662.0
8838	71.0	41.0
101928483	173.0	232.0
8850	2856.0	3411.0
101928484	2.0	0.0
8853	823.0	1057.0
8854	1092.0	1588.0
8851	68.0	143.0
8852	0.0	1.0
400960	755.0	1323.0
338412	0.0	2.0
338413	0.0	1.0
54552	362.0	597.0
400957	1.0	9.0
54551	45.0	69.0
54550	6.0	13.0
196996	305.0	681.0
400955	22.0	5.0
400954	102.0	421.0
54556	756.0	1339.0
54555	3000.0	3801.0
400952	10.0	27.0
54554	776.0	1475.0
400950	0.0	5.0
8846	902.0	1072.0
100820709	3.0	4.0
8847	74.0	98.0
54558	1016.0	972.0
8844	748.0	1129.0
54557	786.0	680.0
8848	30045.0	45412.0
196993	49.0	48.0
8861	3777.0	4502.0
101928492	211.0	302.0
8864	3655.0	3737.0
6201	20893.0	38676.0
6203	47712.0	69952.0
8862	269.0	435.0
101928496	0.0	0.0
8863	4024.0	3952.0
6202	56859.0	90163.0
723972	8.0	6.0
400946	51.0	106.0
400945	45.0	69.0
54567	368.0	519.0
54566	2583.0	4238.0
400941	0.0	3.0
8857	574.0	541.0
8858	9.0	38.0
54569	0.0	0.0
8856	12.0	15.0
54568	0.0	0.0
8859	671.0	1140.0
8871	1561.0	2853.0
8872	2160.0	3069.0
6210	20482.0	37849.0
8870	956.0	716.0
100421500	0.0	0.0
8875	44.0	90.0
8876	35.0	71.0
8874	3765.0	5577.0
100421506	0.0	2.0
100421509	0.0	0.0
54570	0.0	0.0
400935	1.0	20.0
54574	0.0	0.0
54573	0.0	1.0
54572	0.0	0.0
400932	1.0	18.0
54571	0.0	0.0
54578	10.0	31.0
255631	32.0	51.0
400931	129.0	343.0
54577	0.0	1.0
54576	1.0	15.0
54575	0.0	1.0
6205	62730.0	100605.0
100506915	3.0	16.0
8869	863.0	668.0
6204	9961.0	16351.0
6207	15674.0	29282.0
6206	36950.0	64016.0
8867	515.0	753.0
54579	0.0	1.0
6209	14610.0	20498.0
6208	28900.0	46308.0
170384	647.0	820.0
100506916	0.0	0.0
8882	2073.0	2742.0
8883	1849.0	2980.0
8880	4678.0	7801.0
8881	3618.0	5619.0
8886	3424.0	4989.0
6223	32077.0	50699.0
100421512	0.0	0.0
8887	9995.0	12920.0
6222	70759.0	114353.0
8884	1411.0	2171.0
6224	38664.0	57551.0
100421515	45.0	48.0
54581	386.0	514.0
54580	0.0	1.0
54585	1101.0	1390.0
54584	239.0	316.0
54583	2459.0	3065.0
54587	1093.0	2003.0
54586	3.0	1.0
8879	6206.0	7445.0
170371	113.0	330.0
170370	0.0	0.0
8877	300.0	316.0
6218	30132.0	53588.0
6217	25803.0	43715.0
8878	15117.0	17107.0
6219	1.0	4.0
100506907	0.0	0.0
100506906	136.0	469.0
255649	0.0	1.0
6230	24266.0	38221.0
8893	4021.0	6286.0
8894	3595.0	5431.0
101928440	0.0	1.0
8891	1545.0	1899.0
6232	32623.0	53888.0
8892	1649.0	2147.0
6231	9615.0	16013.0
8897	639.0	964.0
6234	14652.0	22311.0
8898	3099.0	3593.0
6233	26630.0	44185.0
8895	8026.0	9885.0
6236	319.0	141.0
8896	2485.0	3282.0
6235	13040.0	22484.0
101928442	0.0	0.0
101928448	0.0	3.0
8890	3267.0	5291.0
280659	0.0	1.0
280657	0.0	1.0
280658	0.0	0.0
280655	0.0	2.0
253039	3353.0	5275.0
6227	13942.0	25939.0
6226	6.0	13.0
6229	50842.0	93822.0
8888	4858.0	7464.0
6228	26231.0	43324.0
6241	24.0	219.0
6240	3226.0	3884.0
100421411	0.0	0.0
6242	1607.0	2359.0
100421413	1.0	3.0
101928455	4.0	0.0
6244	0.0	1.0
6247	8.0	14.0
100421415	13.0	45.0
6246	0.0	0.0
280644	0.0	2.0
253044	0.0	1.0
6238	21882.0	21596.0
6237	5132.0	4067.0
8899	4214.0	7157.0
6239	3511.0	4414.0
6252	941.0	1869.0
100421420	3.0	5.0
6251	3071.0	3221.0
100421422	6.0	2.0
6253	1173.0	1181.0
6256	6663.0	5878.0
100421424	0.0	0.0
6258	32.0	36.0
6257	3826.0	4939.0
100421428	0.0	0.0
101928469	2.0	0.0
100421429	2.0	3.0
280637	0.0	0.0
280636	3205.0	4578.0
253018	72.0	173.0
253017	0.0	0.0
253012	61.0	77.0
6249	5574.0	6705.0
6248	0.0	0.0
6263	163.0	532.0
100421431	1.0	1.0
6262	1174.0	467.0
100421432	1.0	5.0
101928470	0.0	3.0
100421433	0.0	0.0
100421436	326.0	395.0
100421439	1.0	0.0
6261	355.0	349.0
6260	4.0	9.0
6259	3650.0	4481.0
100421430	0.0	0.0
6274	14.0	20.0
6273	229.0	732.0
6276	15.0	20.0
6275	1412.0	1416.0
6278	1.0	0.0
6277	12018.0	13622.0
6279	44.0	120.0
6272	4943.0	5582.0
6271	54.0	105.0
6285	147.0	430.0
6284	861.0	1414.0
100421455	0.0	0.0
6286	198.0	243.0
6289	3.0	9.0
6288	21.0	33.0
6281	9085.0	11691.0
6280	110.0	331.0
6283	3.0	14.0
6282	13472.0	18900.0
123920	757.0	1133.0
100421451	0.0	0.0
6296	2656.0	4068.0
6295	4.0	8.0
6297	877.0	838.0
6299	14.0	105.0
101928420	1.0	0.0
6290	0.0	0.0
6291	0.0	0.0
6294	5111.0	6825.0
6293	4130.0	4895.0
100421478	0.0	0.0
100421479	10.0	4.0
280664	1.0	0.0
54505	3080.0	3991.0
280660	0.0	0.0
54504	213.0	527.0
280661	1.0	8.0
54503	748.0	1181.0
54502	13579.0	17914.0
54509	52.0	87.0
123904	1.0	3.0
54508	51.0	51.0
100421473	0.0	0.0
54507	348.0	367.0
100421487	0.0	0.0
133308	324.0	332.0
147945	1.0	1.0
123970	0.0	0.0
100421480	0.0	0.0
147947	1339.0	1707.0
147948	308.0	497.0
147949	258.0	419.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	1.0	2.0
100421499	0.0	0.0
101060006	0.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	3.0	8.0
147965	1462.0	1827.0
147968	78.0	105.0
107126289	2.0	2.0
107126287	0.0	0.0
101060039	1.0	3.0
121360	0.0	0.0
101060032	6.0	12.0
135924	1.0	1.0
135927	18.0	66.0
121355	6.0	11.0
147906	819.0	694.0
135932	149.0	109.0
101060045	0.0	3.0
135935	0.0	0.0
101060040	1.0	0.0
147912	1265.0	1204.0
135942	0.0	0.0
135941	2.0	1.0
121340	0.0	2.0
135946	1.0	0.0
135948	1.0	0.0
104326190	0.0	0.0
104326191	1.0	9.0
147923	624.0	755.0
147920	15.0	5.0
147929	185.0	296.0
104326192	2.0	0.0
104326193	1.0	6.0
375444	147.0	149.0
104326189	0.0	0.0
101060020	3.0	8.0
375449	3252.0	2824.0
104326188	0.0	0.0
121328	7.0	10.0
91653	2852.0	2518.0
389762	0.0	0.0
351143	0.0	5.0
389761	0.0	0.0
390756	0.0	0.0
27087	428.0	2063.0
27085	153.0	244.0
27086	6240.0	6787.0
389756	0.0	0.0
147429	84.0	159.0
27089	7778.0	10644.0
91646	19.0	176.0
91647	1044.0	1359.0
642968	6.0	4.0
135458	1.0	5.0
390766	0.0	0.0
27098	1027.0	1148.0
27099	1.0	6.0
27097	1154.0	1598.0
389741	160.0	229.0
27090	532.0	460.0
27091	0.0	0.0
27094	84.0	184.0
27095	3462.0	4569.0
27092	6295.0	5418.0
642976	11.0	5.0
400629	0.0	1.0
27093	0.0	0.0
160428	310.0	369.0
375133	330.0	506.0
387122	1.0	25.0
390730	0.0	0.0
390732	0.0	1.0
390735	0.0	0.0
387119	250.0	318.0
27063	4.0	0.0
387117	1.0	0.0
27069	4886.0	6074.0
400612	1.0	1.0
27067	1919.0	2729.0
27068	3460.0	4833.0
221908	572.0	1008.0
341799	0.0	0.0
400619	212.0	428.0
642987	173.0	194.0
400618	45.0	91.0
400617	62.0	96.0
64065	20561.0	19598.0
91662	6.0	55.0
91663	8603.0	4900.0
64064	16.0	29.0
64067	78.0	66.0
64066	0.0	0.0
91661	815.0	1507.0
91664	541.0	1003.0
147463	698.0	1622.0
387111	13.0	14.0
27076	1400.0	1826.0
390748	15.0	22.0
27077	497.0	774.0
400604	151.0	175.0
27074	383.0	553.0
27075	5051.0	7644.0
389766	2.0	8.0
387103	80.0	143.0
387104	6.0	3.0
27079	562.0	691.0
389763	0.0	0.0
341784	4.0	1.0
642996	0.0	0.0
27072	4320.0	5720.0
160419	2.0	2.0
64061	5558.0	8274.0
400609	2.0	0.0
160418	1880.0	1942.0
64063	856.0	1288.0
27071	146.0	110.0
64062	2806.0	3892.0
91695	445.0	800.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	0.0	1.0
100313770	0.0	0.0
64077	1368.0	1323.0
91694	2091.0	2474.0
100313771	0.0	0.0
390790	1.0	1.0
221927	4614.0	6292.0
390792	5.0	2.0
400680	3.0	5.0
27043	4526.0	5132.0
27044	20067.0	31281.0
27042	1205.0	1607.0
389799	7.0	1.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	131.0	149.0
100313777	0.0	0.0
27040	12.0	50.0
100313774	0.0	0.0
64073	341.0	2138.0
64087	13183.0	32339.0
221914	42.0	172.0
64089	725.0	877.0
100313781	0.0	0.0
91683	198.0	298.0
91689	4728.0	5549.0
100313780	0.0	0.0
245908	0.0	0.0
91687	201.0	321.0
245909	0.0	0.0
400673	560.0	1005.0
389792	52.0	141.0
389791	15.0	43.0
387129	2.0	1.0
400668	0.0	1.0
389787	15.0	34.0
64081	636.0	918.0
64080	137.0	268.0
64083	11235.0	15078.0
64084	193.0	602.0
64098	157.0	456.0
64097	667.0	840.0
400660	34.0	36.0
8909	16.0	27.0
27022	9.0	67.0
8907	2210.0	2263.0
341757	0.0	0.0
400658	20.0	23.0
8908	327.0	511.0
147407	2.0	3.0
27020	11154.0	9576.0
400657	812.0	1038.0
27023	0.0	1.0
400654	0.0	0.0
64090	5.0	4.0
64092	39.0	131.0
64091	1504.0	701.0
8900	4.0	9.0
64094	3698.0	10574.0
8905	448.0	907.0
147409	12.0	52.0
64093	3223.0	1881.0
8906	2532.0	4798.0
64096	2.0	3.0
8904	4712.0	6969.0
221935	586.0	2300.0
221937	1450.0	2077.0
221938	11.0	1.0
400652	3.0	11.0
400650	9.0	7.0
27039	12.0	26.0
27032	22408.0	28568.0
27033	42.0	101.0
27030	1830.0	2205.0
27031	556.0	1031.0
27036	9.0	36.0
400645	0.0	0.0
27037	2363.0	3606.0
400644	2.0	2.0
27034	8845.0	9209.0
400643	913.0	276.0
27035	49.0	72.0
8912	7636.0	8556.0
100313769	1.0	2.0
8913	643.0	612.0
8910	1553.0	1433.0
8911	3.0	17.0
8916	4246.0	5045.0
8914	853.0	1475.0
8915	742.0	863.0
245935	0.0	0.0
245936	0.0	0.0
245937	0.0	5.0
245938	0.0	1.0
8930	1682.0	2454.0
245939	0.0	0.0
221960	361.0	614.0
245930	0.0	0.0
245931	1.0	0.0
245932	2.0	0.0
245934	0.0	0.0
8929	0.0	2.0
8924	4968.0	6694.0
8927	118.0	121.0
8928	6.0	6.0
8925	4580.0	5950.0
8926	48.0	134.0
221955	1196.0	1793.0
8941	2.0	8.0
8942	16.0	47.0
375189	32.0	49.0
8940	22.0	50.0
245940	0.0	0.0
206338	1.0	6.0
375190	524.0	684.0
196446	24.0	94.0
8934	2833.0	3289.0
8935	1125.0	1786.0
196441	2309.0	4299.0
8932	3047.0	4200.0
8933	5835.0	4823.0
8938	2495.0	2960.0
8939	3068.0	3954.0
8936	278.0	561.0
326105	1.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	694.0	1523.0
245910	0.0	0.0
206358	3514.0	6874.0
245911	0.0	8.0
245912	2.0	1.0
196415	1.0	1.0
642909	2.0	1.0
642907	0.0	3.0
8945	2889.0	3780.0
54659	6.0	70.0
54658	0.0	10.0
8943	11543.0	14291.0
54657	0.0	0.0
8944	0.0	0.0
196410	9.0	4.0
245927	0.0	0.0
245928	0.0	0.0
6300	657.0	1265.0
245929	0.0	0.0
6302	3692.0	4327.0
6301	8573.0	10148.0
160492	1.0	0.0
54662	2819.0	3056.0
54661	7.0	16.0
54660	11.0	21.0
54665	1927.0	2087.0
54664	5264.0	5802.0
54663	1364.0	1968.0
8970	228.0	276.0
8971	7500.0	8184.0
101928363	2.0	5.0
8974	1286.0	1611.0
6311	2891.0	3410.0
8975	1534.0	2043.0
6310	4230.0	4513.0
91612	3158.0	3675.0
100421601	0.0	0.0
8972	12.0	92.0
8973	0.0	5.0
245972	227.0	93.0
245973	436.0	386.0
54677	4420.0	5679.0
54676	2110.0	3302.0
54675	3566.0	3592.0
147468	0.0	0.0
54674	215.0	77.0
6304	3283.0	4909.0
6303	15716.0	33667.0
8968	0.0	0.0
6305	4020.0	6852.0
91603	1123.0	1626.0
91608	135.0	108.0
6307	17102.0	9456.0
642924	10.0	15.0
8969	150.0	146.0
6309	14345.0	16436.0
91607	487.0	1546.0
6320	496.0	606.0
6322	903.0	1177.0
8985	2748.0	4045.0
8986	1039.0	1483.0
64002	963.0	1481.0
101928378	252.0	590.0
6324	145.0	422.0
64005	226.0	723.0
6323	5.0	5.0
101928376	1.0	5.0
54680	1207.0	1569.0
642938	62.0	43.0
54682	3053.0	5139.0
54681	4354.0	6273.0
196403	3146.0	3802.0
6315	0.0	2.0
6314	1440.0	2244.0
6317	4.0	46.0
8976	4477.0	5012.0
6319	55988.0	45667.0
6318	1.0	3.0
642935	11.0	30.0
8992	11760.0	15757.0
8993	4.0	10.0
6331	165.0	105.0
8991	6298.0	4877.0
6330	372.0	413.0
100421621	4.0	3.0
8996	4443.0	4951.0
101928388	1.0	13.0
6332	676.0	684.0
8997	449.0	698.0
8994	3242.0	3839.0
6335	76.0	125.0
8995	4.0	9.0
6334	199.0	332.0
147495	5423.0	5248.0
100421629	3.0	3.0
8989	2.0	2.0
6326	37.0	188.0
8987	211.0	204.0
6328	29.0	69.0
91624	3505.0	2047.0
6327	396.0	145.0
8988	64.0	3.0
6329	28.0	8.0
642946	136.0	175.0
6340	1339.0	3864.0
6342	10170.0	12150.0
6341	2305.0	3076.0
6344	7.0	9.0
100421633	0.0	0.0
6343	4.0	5.0
100421634	0.0	1.0
6346	0.0	0.0
6345	199.0	94.0
100421638	0.0	1.0
642958	0.0	1.0
642959	3.0	7.0
6337	3857.0	7944.0
642952	0.0	0.0
6336	2.0	0.0
6339	280.0	475.0
91614	119.0	121.0
8999	81.0	44.0
6338	480.0	1002.0
642954	15.0	39.0
6351	76.0	170.0
6352	636.0	1115.0
6355	1.0	15.0
6354	1.0	6.0
6357	1.0	16.0
6356	1.0	21.0
100421528	2.0	0.0
6348	10.0	44.0
6347	744.0	961.0
196394	242.0	403.0
6362	5.0	8.0
6361	13.0	41.0
6364	5.0	24.0
6363	62.0	582.0
100421533	12.0	27.0
6366	136.0	752.0
100421535	0.0	0.0
6368	14.0	111.0
6367	37.0	77.0
101928337	0.0	0.0
6360	14.0	39.0
255349	2.0	4.0
6359	0.0	12.0
6358	92.0	359.0
6373	31.0	1071.0
101928340	2.0	3.0
6372	66.0	55.0
100421542	0.0	1.0
6375	12.0	24.0
6374	7.0	2.0
100421545	31.0	50.0
6376	5321.0	3534.0
101928345	9.0	30.0
100421549	0.0	0.0
6370	7.0	5.0
255313	0.0	0.0
196374	0.0	1.0
6369	0.0	0.0
6383	3435.0	3127.0
6386	4414.0	7446.0
6385	8560.0	6992.0
6388	3057.0	3985.0
6387	2200.0	2359.0
6389	4939.0	6080.0
255330	0.0	0.0
6382	12584.0	13185.0
102724246	6.0	8.0
255324	10.0	13.0
196385	128.0	213.0
196383	2068.0	2378.0
100421550	1.0	0.0
6397	3856.0	4872.0
100421565	0.0	1.0
6396	6238.0	8150.0
100421566	0.0	1.0
6399	1004.0	1173.0
6398	1609.0	2201.0
6391	5088.0	6181.0
6390	2708.0	3720.0
6392	4058.0	4382.0
282997	95.0	89.0
282996	221.0	534.0
100134229	317.0	566.0
282991	1592.0	2010.0
100421560	0.0	0.0
100421577	19.0	47.0
100421579	6.0	8.0
255394	275.0	380.0
102724224	0.0	3.0
54600	0.0	0.0
54602	3065.0	3713.0
282980	0.0	0.0
54606	4105.0	6757.0
100421572	0.0	0.0
100421588	3.0	6.0
100421589	297.0	163.0
282974	439.0	817.0
282973	464.0	774.0
54619	419.0	791.0
100421581	3.0	1.0
196335	3.0	4.0
100421582	7.0	54.0
54617	2925.0	3627.0
100421598	0.0	0.0
100421599	0.0	1.0
255374	232.0	260.0
282969	360.0	649.0
102724201	0.0	0.0
282966	0.0	3.0
54622	1065.0	1767.0
100134259	8.0	20.0
54621	1121.0	1873.0
54620	1165.0	1448.0
54626	424.0	712.0
54625	3580.0	5263.0
54623	5836.0	7007.0
54629	2653.0	2542.0
54627	112.0	206.0
27005	1897.0	2425.0
27006	33.0	24.0
27000	1339.0	2432.0
27004	14.0	11.0
27018	8750.0	9942.0
27019	2.0	4.0
400591	0.0	0.0
27010	224.0	350.0
27012	1.0	0.0
27013	8381.0	9924.0
400581	0.0	2.0
400578	16.0	9.0
400569	951.0	1145.0
400566	394.0	525.0
389715	1.0	0.0
100313829	0.0	0.0
390729	1.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	22.0	48.0
389730	1.0	1.0
100038246	0.0	0.0
389727	0.0	0.0
91775	1195.0	1010.0
390872	0.0	0.0
390874	0.0	2.0
654835	0.0	0.0
400759	87.0	139.0
400757	0.0	0.0
125997	2.0	0.0
389874	1.0	0.0
389873	0.0	0.0
400752	137.0	171.0
137994	84.0	71.0
642843	10.0	1.0
91768	378.0	359.0
64151	10.0	97.0
64150	163.0	517.0
64168	417.0	286.0
64167	1806.0	2583.0
390883	0.0	1.0
390882	0.0	0.0
390885	0.0	0.0
390886	2.0	1.0
125988	2358.0	2929.0
400746	1433.0	1316.0
400745	39.0	25.0
389866	3.0	11.0
150962	638.0	938.0
64175	1205.0	2172.0
162968	177.0	188.0
64174	67.0	151.0
162966	495.0	673.0
162967	1811.0	2893.0
162962	470.0	667.0
162963	627.0	849.0
125981	289.0	201.0
149992	0.0	1.0
390856	0.0	0.0
390858	457.0	705.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	257.0	525.0
149986	2583.0	3303.0
147323	1.0	2.0
326293	2.0	0.0
100313839	0.0	0.0
389898	2.0	0.0
100313837	0.0	0.0
326295	1.0	4.0
27189	0.0	4.0
100313838	0.0	0.0
326294	0.0	2.0
125972	1.0	3.0
642864	0.0	0.0
100313835	0.0	0.0
326296	1.0	1.0
326298	0.0	0.0
375260	332.0	474.0
27183	4645.0	5119.0
64170	74.0	197.0
642869	1.0	0.0
27180	18.0	44.0
27181	68.0	142.0
64172	401.0	663.0
100313830	0.0	0.0
375248	179.0	472.0
91782	2972.0	3405.0
27197	10.0	29.0
147339	1420.0	1883.0
27198	307.0	322.0
27195	0.0	0.0
125965	3.0	11.0
27196	0.0	0.0
125963	0.0	1.0
125962	0.0	0.0
27199	40.0	63.0
400720	807.0	1180.0
149998	0.0	3.0
389884	1.0	2.0
326286	0.0	0.0
27190	43.0	51.0
64180	3.0	6.0
27193	0.0	0.0
100313842	2.0	1.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	7.0	30.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	6.0	9.0
387264	4.0	17.0
387263	1419.0	1886.0
206412	26.0	84.0
27164	864.0	589.0
27165	81.0	90.0
27163	10601.0	12264.0
400799	0.0	1.0
400798	70.0	107.0
27166	1937.0	2385.0
400797	0.0	0.0
326272	0.0	0.0
326275	2.0	1.0
326277	1.0	0.0
326279	4.0	11.0
27160	0.0	0.0
27161	1729.0	2801.0
326278	4.0	4.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	3.0	0.0
387254	0.0	0.0
400793	637.0	729.0
150928	47.0	69.0
27175	1080.0	1242.0
149934	0.0	0.0
27173	8212.0	9131.0
150921	7.0	15.0
27179	0.0	0.0
27177	0.0	4.0
27178	0.0	3.0
341883	129.0	167.0
341880	46.0	53.0
27170	0.0	0.0
326269	0.0	1.0
137964	3689.0	6458.0
390892	0.0	0.0
375298	86.0	188.0
149951	3523.0	4558.0
27148	1225.0	2919.0
390895	0.0	0.0
206426	3.0	1.0
27143	556.0	732.0
27141	51.0	60.0
27146	19.0	32.0
106029310	0.0	0.0
27147	564.0	445.0
27145	449.0	133.0
123355	731.0	988.0
137970	2018.0	2832.0
375287	769.0	846.0
