id	30f0f8c2-21be-4a29-b9b0-3507765a9e1a	cc621d8a-b1b7-4001-bd25-8bfcccb34412
107075197	0.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	4.0	0.0
100462788	0.0	0.0
192666	1.0	3.0
100132630	0.0	1.0
192668	924.0	389.0
192669	2388.0	1201.0
6975	0.0	2.0
153090	6659.0	3246.0
4312	178.0	67.0
4313	21759.0	10215.0
6974	9.0	8.0
4314	12.0	28.0
6977	15.0	2.0
6976	17.0	8.0
100462782	0.0	0.0
4316	26353.0	24475.0
6979	0.0	3.0
100462785	0.0	0.0
4317	1.0	1.0
6978	18.0	20.0
4318	1798.0	1395.0
100462787	0.0	0.0
4319	487.0	349.0
100462786	0.0	0.0
6991	78.0	102.0
100616468	2.0	0.0
6990	2461.0	2409.0
647107	0.0	0.0
100616469	3.0	0.0
6993	2744.0	5803.0
4330	961.0	1824.0
4331	771.0	1230.0
6992	4284.0	7425.0
107075160	0.0	0.0
100616467	1.0	0.0
4332	1103.0	516.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	0.0	1.0
107075162	0.0	0.0
100616465	0.0	0.0
107075163	0.0	0.0
107075164	0.0	0.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	1.0	24.0
107075166	1.0	2.0
107075167	0.0	1.0
107075168	0.0	0.0
107075169	2.0	1.0
100873958	0.0	0.0
100873957	0.0	0.0
4323	11582.0	7300.0
6986	0.0	0.0
100873952	2.0	0.0
4324	1260.0	6456.0
6985	0.0	0.0
100873951	1.0	0.0
6988	3658.0	6000.0
4325	767.0	211.0
100873950	0.0	0.0
4326	109.0	73.0
6987	30.0	118.0
4327	574.0	454.0
100873956	3.0	10.0
100873955	2.0	1.0
4329	6144.0	6882.0
100873954	3.0	0.0
100873953	0.0	0.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	1771.0	1545.0
4340	1.0	1.0
100616458	0.0	0.0
107075170	0.0	0.0
100616455	0.0	0.0
4342	0.0	0.0
107075171	0.0	0.0
100616456	0.0	0.0
4343	3097.0	6818.0
107075172	25.0	109.0
100616453	0.0	0.0
107075173	0.0	0.0
100616454	0.0	0.0
64689	3485.0	4894.0
107075174	0.0	0.0
100616451	0.0	0.0
107075175	0.0	0.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	0.0	0.0
100616450	0.0	0.0
107075178	0.0	0.0
107075179	0.0	0.0
650747	1.0	1.0
100873949	11.0	11.0
100873948	0.0	0.0
100873947	0.0	0.0
100873946	2.0	1.0
100873941	1.0	1.0
6997	17.0	11.0
4335	1701.0	1316.0
6996	1173.0	1258.0
100873940	1.0	0.0
6999	92.0	11478.0
4336	2.0	7.0
4337	1218.0	1084.0
6998	0.0	0.0
4338	2794.0	4349.0
100873945	0.0	0.0
100873944	0.0	0.0
100873943	0.0	0.0
100873942	7.0	0.0
100616448	0.0	0.0
100616449	0.0	0.0
4350	1437.0	3433.0
100616446	0.0	0.0
4351	2770.0	7636.0
64693	0.0	1.0
100616447	0.0	0.0
4352	37.0	34.0
100873970	0.0	0.0
4353	69.0	9.0
647123	0.0	0.0
4354	1913.0	1453.0
4355	1382.0	263.0
107075141	1580.0	4443.0
100616440	0.0	0.0
64699	300.0	197.0
107075142	0.0	0.0
100616441	0.0	0.0
107075143	0.0	0.0
647121	102.0	305.0
107075144	0.0	0.0
107075145	0.0	0.0
107075146	0.0	0.0
107075147	1.0	0.0
107075148	10.0	1.0
107075138	0.0	0.0
107075139	1.0	1.0
100873979	52.0	8.0
4345	1871.0	591.0
100873974	6.0	1.0
100873973	0.0	0.0
100873972	0.0	0.0
100873978	1.0	0.0
100873977	0.0	0.0
100873976	1.0	0.0
100873975	1.0	0.0
100616437	0.0	0.0
4360	1830.0	489.0
100616438	0.0	0.0
4361	2221.0	1748.0
100616435	0.0	0.0
4362	0.0	1.0
100616436	0.0	0.0
4363	5813.0	6842.0
100616433	0.0	0.0
100616434	0.0	0.0
647135	210.0	61.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	0.0
100616432	0.0	0.0
107075152	0.0	0.0
107075153	0.0	1.0
100616430	0.0	0.0
107075154	0.0	0.0
107075155	0.0	0.0
107075156	0.0	0.0
107075157	0.0	0.0
107075158	5.0	0.0
107075159	0.0	0.0
107075149	0.0	0.0
100873969	5.0	21.0
100288493	0.0	0.0
253782	2673.0	1596.0
100653423	0.0	0.0
4356	296.0	73.0
100873963	0.0	0.0
4357	1769.0	4064.0
100873962	45.0	42.0
4358	2263.0	3608.0
4359	169.0	9.0
100873960	0.0	0.0
100873967	2.0	0.0
100873966	0.0	0.0
100873965	4.0	3.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	1.0	1.0
647144	0.0	0.0
100873991	0.0	4.0
650794	87.0	76.0
100873990	5.0	18.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	0.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	0.0	0.0
100288486	0.0	0.0
107075126	0.0	2.0
100288483	0.0	0.0
107075116	49.0	12.0
107075117	5.0	41.0
107075118	0.0	0.0
107075119	0.0	0.0
100873995	0.0	1.0
100873994	1.0	0.0
100873993	0.0	0.0
100873998	4.0	1.0
100873997	0.0	0.0
348567	0.0	0.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	0.0	0.0
647156	0.0	0.0
647158	0.0	0.0
100616498	0.0	0.0
107075130	4.0	16.0
100616495	0.0	0.0
107075131	0.0	0.0
107075132	0.0	0.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	1.0	0.0
107075134	0.0	0.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	104.0	10.0
107075137	0.0	0.0
100616490	0.0	0.0
107075127	0.0	0.0
107075128	0.0	0.0
107075129	0.0	0.0
100288470	0.0	0.0
100873985	61.0	35.0
100873984	1.0	3.0
100873983	0.0	0.0
100873982	0.0	2.0
100873989	0.0	0.0
100873988	0.0	0.0
100873987	1.0	0.0
100873986	0.0	0.0
647166	1.0	0.0
100616488	0.0	0.0
647167	30.0	95.0
100616489	0.0	0.0
100616486	1.0	0.0
647169	0.0	0.0
100616487	0.0	0.0
647162	0.0	5.0
100616484	0.0	0.0
100616485	0.0	0.0
100616482	0.0	0.0
107075100	0.0	1.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	0.0
107075102	0.0	0.0
100616481	0.0	0.0
100288463	0.0	1.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	7.0	2.0
647177	1.0	1.0
100616477	109.0	50.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	0.0	0.0
100616473	0.0	0.0
647174	5.0	1.0
100616474	0.0	0.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	0.0	0.0
107075111	0.0	0.0
107075112	1.0	0.0
107075113	0.0	1.0
100616470	0.0	0.0
107075114	1.0	2.0
107075115	0.0	1.0
107075105	0.0	0.0
100288451	1.0	2.0
107075108	10.0	3.0
107075109	0.0	1.0
348654	708.0	542.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	0.0	0.0
107075201	0.0	1.0
107075202	0.0	0.0
107075203	0.0	1.0
100129061	0.0	1.0
118672	164.0	339.0
100129060	43.0	46.0
118670	0.0	0.0
348645	119.0	96.0
100129067	0.0	9.0
64601	1771.0	2388.0
64600	13.0	93.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	2.0	1.0
107075212	0.0	1.0
107075213	0.0	0.0
100130042	0.0	0.0
107075214	0.0	0.0
107075204	1.0	2.0
118663	2.0	5.0
143630	31.0	4.0
107075205	0.0	0.0
100129050	0.0	0.0
107075206	0.0	0.0
107075207	0.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	0.0
131669	2.0	0.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	0.0
100130029	0.0	0.0
373509	2.0	4.0
100129031	0.0	0.0
100129032	43.0	101.0
100130017	0.0	0.0
100130015	22.0	15.0
100130014	2.0	0.0
131601	2079.0	3487.0
100129023	0.0	0.0
100130009	5.0	18.0
128025	10.0	4.0
64641	44.0	71.0
100130006	1.0	3.0
100616530	5.0	2.0
64645	4934.0	5498.0
116039	3626.0	1686.0
100130003	65.0	162.0
100130002	2.0	1.0
64648	0.0	0.0
131616	781.0	1465.0
100129013	2.0	1.0
100129008	0.0	0.0
64651	5416.0	2174.0
100129007	0.0	0.0
100129009	0.0	1.0
116028	281.0	515.0
204801	7.0	2.0
100129004	0.0	8.0
100129005	0.0	4.0
64663	0.0	0.0
128077	4786.0	3229.0
167681	177.0	45.0
100132641	0.0	0.0
100132645	0.0	3.0
116092	1429.0	1951.0
116093	0.0	2.0
128061	592.0	1008.0
100132656	0.0	3.0
116085	0.0	0.0
204851	8641.0	7898.0
116071	355.0	146.0
167691	1265.0	651.0
116064	5265.0	6012.0
100132672	0.0	0.0
100132673	0.0	7.0
116068	2551.0	3566.0
100132677	8.0	0.0
100130099	0.0	0.0
100130097	16.0	7.0
143662	91.0	34.0
100132681	0.0	0.0
100132683	0.0	1.0
100130090	0.0	1.0
100130086	0.0	0.0
100129094	6.0	3.0
143678	2.0	4.0
100132699	0.0	0.0
100130079	13.0	2.0
100130074	7.0	1.0
143684	987.0	687.0
100129086	3.0	1.0
100129080	1.0	1.0
143689	164.0	57.0
143686	8926.0	6482.0
153020	776.0	1439.0
100130067	0.0	0.0
100130064	0.0	1.0
100129075	205.0	121.0
100130060	0.0	0.0
202243	2099.0	4508.0
100129074	2.0	0.0
647060	0.0	0.0
100288323	0.0	1.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	7048.0	10383.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	0.0	1.0
647076	15.0	27.0
100462880	17.0	10.0
100462881	0.0	0.0
100462886	0.0	0.0
100288307	1.0	6.0
647085	0.0	0.0
100653396	0.0	0.0
647087	3073.0	5422.0
647081	0.0	0.0
100462857	0.0	0.0
100462851	0.0	1.0
100462850	6.0	2.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	87.0	427.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	3.0
100616390	0.0	0.0
100616391	0.0	0.0
100462866	0.0	0.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	12319.0	5046.0
202299	4.0	3.0
104355426	91.0	68.0
107075092	0.0	1.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	0.0	1.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	0.0	2.0
4430	5192.0	2328.0
100132501	39.0	31.0
100132504	0.0	0.0
100132506	1.0	0.0
100132509	0.0	0.0
4440	382.0	864.0
346085	3.0	14.0
100132510	0.0	0.0
4435	613.0	313.0
4436	1859.0	2400.0
4437	1937.0	2300.0
4438	8.0	1.0
4439	44.0	82.0
253868	456.0	48.0
64793	612.0	730.0
100616347	0.0	0.0
64792	1678.0	1752.0
100616348	1.0	0.0
64795	5429.0	6458.0
64794	930.0	1143.0
100616346	0.0	0.0
100616343	2.0	0.0
100616344	0.0	0.0
64799	122.0	270.0
100616341	0.0	0.0
64798	1487.0	2037.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	120.0	23.0
103625683	0.0	0.0
100616336	0.0	0.0
103625684	1.0	2.0
100616337	0.0	0.0
103625681	15.0	32.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	231.0	136.0
100616327	1.0	0.0
100616328	0.0	0.0
650655	16.0	12.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	1.0	6.0
100616321	0.0	0.0
100616322	0.0	0.0
647000	2.0	1.0
100628307	0.0	0.0
100288380	3.0	0.0
86123	95.0	85.0
100616329	0.0	0.0
4481	1059.0	1343.0
100616317	0.0	0.0
4482	869.0	962.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	150.0	61.0
647013	0.0	3.0
100616313	0.0	0.0
4486	335.0	154.0
100616310	0.0	0.0
4487	111.0	407.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	45256.0	15840.0
4478	29146.0	19415.0
4479	9.0	9.0
647009	84.0	120.0
100616318	19.0	41.0
100616319	0.0	0.0
4493	829.0	198.0
4494	901.0	882.0
4495	2032.0	271.0
100616389	0.0	0.0
647024	3167.0	4932.0
4496	226.0	73.0
100616387	0.0	0.0
4498	14.0	2.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	0.0	0.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	2.0	0.0
4490	22.0	8.0
100616380	0.0	0.0
4488	244.0	335.0
4489	117.0	17.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	25.0	102.0
100616374	1.0	2.0
100616375	0.0	0.0
647033	6.0	27.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	216.0	59.0
4499	532.0	79.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	1.0	0.0
647047	1.0	10.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	4.0	3.0
100288346	2.0	0.0
100616361	0.0	0.0
647044	0.0	1.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	1.0	0.0
118611	9.0	0.0
346007	65.0	65.0
100616358	0.0	0.0
100616359	1.0	1.0
100616356	0.0	0.0
100616354	0.0	0.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	0.0	0.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	65.0	70.0
647051	1.0	0.0
100288330	0.0	0.0
100303491	15.0	4.0
64711	6.0	30.0
64710	32288.0	26962.0
64714	9.0	7.0
64708	1654.0	2443.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	1894.0	333.0
348761	2.0	3.0
100506084	29.0	23.0
64726	2.0	6.0
64725	0.0	0.0
64718	1148.0	954.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	6.0	4.0
348751	78.0	300.0
131544	3660.0	1922.0
64735	0.0	0.0
103283057	3.0	0.0
100533695	0.0	0.0
64744	4363.0	6496.0
64743	3917.0	7854.0
64746	5378.0	7624.0
64745	1125.0	1028.0
64748	2250.0	8079.0
64747	4949.0	5868.0
348738	6.0	3.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	0.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	0.0
100616422	1.0	1.0
64750	3258.0	3382.0
100616423	0.0	0.0
100533676	4.0	0.0
64753	1664.0	369.0
100616420	0.0	0.0
100616421	0.0	0.0
64755	3788.0	5828.0
64754	288.0	365.0
64757	2257.0	7938.0
100506050	0.0	0.0
64756	3086.0	5902.0
64759	8850.0	6340.0
100506054	215.0	292.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	0.0	0.0
100616429	0.0	0.0
100506049	0.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	3415.0	3738.0
100616413	0.0	0.0
100616414	0.0	0.0
100506046	35.0	30.0
64762	1142.0	1592.0
64761	1977.0	2508.0
64764	11217.0	9684.0
64763	1281.0	2240.0
100616410	0.0	0.0
64766	1685.0	1206.0
64768	304.0	441.0
64769	5971.0	10153.0
100533682	0.0	1.0
100616417	9.0	3.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	7875.0	9384.0
100616402	0.0	0.0
64770	1291.0	1197.0
100616403	0.0	0.0
64773	1215.0	1917.0
100616400	0.0	0.0
64772	1112.0	775.0
100616401	1.0	1.0
64777	2357.0	3283.0
64776	855.0	1800.0
64779	966.0	1082.0
64778	6638.0	5085.0
100506080	15.0	46.0
88745	1766.0	2944.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	4321.0	1714.0
100533668	1.0	0.0
64782	1652.0	1747.0
64781	2986.0	1191.0
100506068	8.0	11.0
64784	4894.0	3895.0
100533664	3.0	0.0
64783	698.0	637.0
100533665	0.0	0.0
64786	3807.0	6999.0
100533666	0.0	0.0
64785	226.0	356.0
64788	1451.0	1720.0
64787	3606.0	4028.0
100506061	0.0	0.0
64789	504.0	637.0
100506060	42.0	17.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	2.0	1.0
100506013	116.0	59.0
100506012	85.0	44.0
167555	113.0	101.0
100132520	0.0	0.0
100132526	16.0	3.0
100132529	3.0	7.0
100533646	6.0	0.0
100506003	7.0	9.0
100533642	54.0	56.0
100506007	105.0	148.0
100506001	5.0	1.0
100506000	1.0	4.0
204962	361.0	1336.0
100462800	0.0	0.0
100132534	0.0	0.0
100132537	0.0	2.0
100506035	25.0	3.0
202309	504.0	471.0
100506039	0.0	0.0
100506033	646.0	991.0
100533619	2.0	8.0
100132541	2.0	0.0
100533624	0.0	0.0
100506025	3.0	2.0
100506020	5.0	1.0
131566	4241.0	4268.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	1608.0	417.0
100462832	0.0	0.0
100132562	0.0	0.0
100132565	0.0	0.0
100462838	0.0	0.0
100462830	1.0	1.0
131572	0.0	0.0
131578	70.0	75.0
100462843	1.0	0.0
131583	2169.0	1557.0
100462809	1.0	0.0
143570	2144.0	2665.0
100132580	11.0	7.0
100462811	2.0	0.0
100462810	1.0	0.0
100462813	3.0	3.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	9.0	5.0
100462824	1.0	0.0
100132597	0.0	0.0
100462826	0.0	0.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	1060.0	246.0
170689	282.0	133.0
170688	1.0	1.0
100462990	0.0	0.0
155061	1593.0	1852.0
131096	68.0	574.0
155066	3745.0	9846.0
170680	0.0	0.0
100533800	2.0	3.0
169693	491.0	49.0
170679	7.0	14.0
100036567	0.0	0.0
155051	46.0	37.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	367.0	257.0
143098	2285.0	5076.0
4507	2652.0	2563.0
4508	58227.0	164017.0
4509	6695.0	14416.0
100462977	3.0	14.0
4500	207.0	43.0
4501	3908.0	1243.0
4502	4582.0	3070.0
4503	9.0	19.0
4504	17.0	25.0
4520	1904.0	1869.0
4519	91310.0	202102.0
170690	174.0	113.0
4511	9.0	4.0
4512	240375.0	555022.0
100462981	0.0	0.0
4513	66787.0	223002.0
4514	109446.0	257030.0
100462983	2.0	1.0
4515	61.0	79.0
170692	75.0	4.0
100462985	0.0	1.0
170691	140.0	238.0
253512	2724.0	1618.0
4521	383.0	483.0
4522	3043.0	3916.0
157680	5637.0	4588.0
4523	8.0	10.0
4524	2227.0	2898.0
4528	1806.0	2674.0
155006	47.0	3.0
4540	85482.0	135373.0
4541	27686.0	29852.0
157667	3.0	4.0
4542	2377.0	1311.0
4534	1525.0	925.0
4535	64379.0	97869.0
4536	58456.0	153463.0
4537	29594.0	96509.0
4538	158515.0	438779.0
4539	12526.0	33249.0
157697	701.0	771.0
4550	132614.0	225240.0
155038	2270.0	874.0
4552	2552.0	2340.0
4553	1.0	1.0
4543	6.0	0.0
4544	1.0	0.0
4547	57.0	36.0
100036575	2.0	1.0
4548	5064.0	3118.0
100036574	0.0	0.0
4549	14316.0	62356.0
131076	332.0	704.0
4563	0.0	0.0
4564	1.0	0.0
4555	0.0	0.0
4556	0.0	2.0
4558	2.0	6.0
157695	1484.0	2181.0
157693	15.0	165.0
4570	0.0	0.0
348378	97.0	101.0
4571	1010.0	1235.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	0.0	0.0
100288287	0.0	0.0
100288283	0.0	6.0
4565	0.0	1.0
4566	0.0	0.0
4567	2.0	4.0
4568	0.0	0.0
253559	305.0	51.0
4569	0.0	2.0
253558	1652.0	3519.0
4580	584.0	1485.0
4581	109.0	84.0
4582	1687.0	4814.0
4583	2.0	10254.0
4584	2279.0	9466.0
4585	1613.0	276.0
4586	29.0	74.0
4576	0.0	8.0
4577	0.0	1.0
4578	0.0	0.0
4579	21.0	14.0
4591	2433.0	3984.0
4593	16.0	4.0
4594	3347.0	5279.0
4595	604.0	623.0
4597	1216.0	2432.0
100288264	0.0	0.0
4588	127.0	57.0
4589	1.0	0.0
100288252	5.0	23.0
4598	1016.0	2122.0
4599	3522.0	3354.0
100288248	0.0	0.0
650560	0.0	0.0
348327	205.0	172.0
100288235	0.0	0.0
100288227	0.0	0.0
253582	1.0	1.0
100288222	0.0	1.0
64834	4278.0	8269.0
64838	899.0	401.0
64837	2261.0	3582.0
100132487	0.0	0.0
64841	2385.0	5479.0
64840	533.0	834.0
64843	174.0	5.0
64844	6119.0	4734.0
64847	5353.0	7483.0
64849	1066.0	2945.0
64848	2534.0	2199.0
64839	3343.0	1554.0
64850	2.0	1.0
64852	756.0	1613.0
64854	1748.0	1887.0
64853	1829.0	1936.0
64856	13700.0	46812.0
64855	13982.0	22087.0
64858	613.0	617.0
64857	1839.0	1779.0
64859	661.0	376.0
387911	8.0	31.0
387914	114.0	204.0
100144494	3.0	0.0
64860	1225.0	1756.0
64863	911.0	695.0
133619	6334.0	6579.0
64864	2812.0	2195.0
64866	2622.0	5188.0
133615	0.0	1.0
100506172	0.0	1.0
387933	5.0	17.0
100533794	0.0	0.0
387934	0.0	1.0
100533790	1.0	1.0
100506169	10.0	27.0
64881	1.0	0.0
375940	0.0	1.0
399939	0.0	0.0
100506161	105.0	163.0
100506164	3.0	1.0
399937	0.0	0.0
387921	1795.0	1247.0
100288198	157.0	241.0
100288195	0.0	0.0
387923	305.0	97.0
387924	1.0	1.0
64895	1651.0	1266.0
100506195	0.0	0.0
64897	909.0	1013.0
399909	3961.0	6115.0
100288185	0.0	0.0
100288179	1.0	0.0
121601	998.0	250.0
100288173	0.0	0.0
100506190	3817.0	8502.0
399965	2.0	5.0
399967	2.0	17.0
101060111	0.0	0.0
100506134	1.0	0.0
100533754	0.0	0.0
157638	3201.0	6519.0
399968	2.0	0.0
169611	2246.0	1008.0
145645	0.0	1.0
100132402	0.0	0.0
100132403	2.0	2.0
100132406	114.0	109.0
387978	0.0	0.0
100506126	3.0	1.0
399972	149.0	146.0
157627	3.0	0.0
399979	7690.0	8633.0
121665	3980.0	5746.0
100132415	11.0	11.0
100132417	21.0	3.0
133688	62.0	0.0
399942	14.0	41.0
100506157	16.0	26.0
100533731	0.0	0.0
133686	3055.0	3094.0
157657	385.0	477.0
399940	0.0	0.0
170627	0.0	0.0
170626	0.0	0.0
399947	12.0	1.0
399949	5.0	6.0
399948	5967.0	5888.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	2912.0	3184.0
133690	1.0	427.0
131034	5307.0	4006.0
399950	4.0	4.0
101060105	0.0	0.0
387990	23.0	16.0
100506144	403.0	439.0
399959	84.0	21.0
121643	2.0	243.0
121642	586.0	968.0
100132439	0.0	0.0
542767	53.0	459.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	0.0	4.0
100132441	1.0	0.0
100462957	0.0	0.0
100533725	1.0	0.0
100533721	0.0	0.0
101060160	0.0	1.0
64801	1058.0	2225.0
64800	260.0	317.0
64802	921.0	733.0
64805	228.0	142.0
100132450	2.0	0.0
100144435	0.0	0.0
100506115	61.0	21.0
399988	3.0	10.0
100506119	366.0	399.0
64816	7.0	0.0
64806	2.0	0.0
100132463	0.0	0.0
100132464	0.0	0.0
145624	2.0	3.0
100132467	0.0	2.0
101060146	154.0	3.0
101060144	0.0	1.0
100506108	0.0	4.0
100132476	0.0	0.0
100132479	0.0	0.0
649489	0.0	0.0
650474	0.0	0.0
101060192	0.0	0.0
101060195	300.0	355.0
4606	179.0	145.0
4607	4.0	1.0
4608	125.0	0.0
4609	3356.0	5217.0
4600	956.0	1172.0
4601	3948.0	3415.0
4602	435.0	993.0
4603	376.0	79.0
4604	3561.0	5103.0
4605	183.0	603.0
202018	1928.0	1623.0
4617	4.0	0.0
170555	1.0	0.0
4618	50.0	0.0
170554	0.0	1.0
4619	8.0	0.0
170552	2.0	0.0
170559	12.0	9.0
202020	87.0	77.0
170556	0.0	2.0
4610	1300.0	2329.0
4611	0.0	0.0
4613	23.0	27.0
170550	0.0	1.0
4615	3943.0	4529.0
4616	4123.0	2439.0
100506311	90.0	332.0
101060176	0.0	0.0
101060171	3.0	0.0
4628	8627.0	6611.0
4629	471146.0	203162.0
170589	66.0	8.0
4620	239.0	0.0
4621	2245.0	64.0
4622	0.0	0.0
4624	99.0	4.0
4625	4131.0	8.0
4626	58.0	0.0
4627	85335.0	117428.0
432369	8.0	46.0
100506301	5.0	3.0
101060189	0.0	0.0
100506305	77.0	14.0
4640	14.0	3.0
4641	17572.0	13565.0
170575	966.0	661.0
4632	1135.0	0.0
4633	1884.0	3.0
4634	387.0	17.0
4635	18.0	3.0
170572	5.0	0.0
4636	416.0	1296.0
4637	52156.0	55068.0
4638	161293.0	46953.0
157556	3.0	0.0
133584	1548.0	663.0
4650	7237.0	7175.0
4651	3406.0	4707.0
170529	0.0	23.0
170527	1.0	2.0
170526	0.0	0.0
202051	120.0	218.0
170524	0.0	0.0
145567	1776.0	1021.0
202052	1538.0	583.0
170523	0.0	0.0
4642	7430.0	15006.0
4643	2737.0	5490.0
253639	266.0	169.0
4644	3477.0	3587.0
4645	5008.0	4201.0
4646	5808.0	29903.0
4647	633.0	193.0
253635	1057.0	730.0
4648	82.0	38.0
4649	5142.0	3834.0
4660	38746.0	20200.0
4661	31.0	59.0
2001	92.0	19.0
2000	1796.0	918.0
170517	0.0	0.0
170516	0.0	8.0
145581	611.0	123.0
169522	1.0	0.0
170511	0.0	0.0
170510	0.0	0.0
170514	1.0	0.0
170513	2.0	0.0
4653	363.0	378.0
4654	2.0	0.0
4656	47.0	0.0
4659	11752.0	5377.0
4670	11884.0	12596.0
4671	151.0	38.0
4673	24083.0	38278.0
4674	1232.0	1346.0
2012	7450.0	5574.0
2011	5097.0	9786.0
2010	3026.0	4619.0
2009	2062.0	1696.0
170542	0.0	0.0
2006	10686.0	17231.0
170541	5.0	1.0
2005	8651.0	5496.0
170548	5.0	2.0
2004	5948.0	3750.0
170547	0.0	0.0
2003	0.0	0.0
2002	2392.0	3932.0
4664	3156.0	1562.0
4665	2406.0	1404.0
4666	32934.0	56152.0
4668	3695.0	5263.0
170540	0.0	2.0
4669	2908.0	5773.0
157567	1750.0	1349.0
4680	306.0	549.0
4681	7534.0	4450.0
4682	1163.0	1998.0
4683	5062.0	5458.0
4684	2713.0	224.0
4685	234.0	73.0
2023	27077.0	52708.0
2022	10681.0	15142.0
2021	190.0	456.0
170539	0.0	8.0
2020	2.0	118.0
170533	0.0	6.0
2019	13.0	0.0
2018	28.0	8.0
2017	11396.0	18949.0
2016	1.0	3.0
170537	2.0	13.0
2015	119.0	92.0
170536	3.0	16.0
2014	2116.0	1268.0
170535	0.0	0.0
2013	7274.0	10868.0
4675	1116.0	458.0
100134934	6.0	7.0
157570	100.0	123.0
4676	6648.0	8101.0
4677	9072.0	7791.0
4678	3707.0	4139.0
100134938	0.0	0.0
157574	164.0	374.0
4690	3000.0	2927.0
4691	30677.0	49487.0
4692	3797.0	2513.0
4693	598.0	90.0
