id	526b6171-5947-439d-b61f-4604309532e9	02599613-1566-40af-8606-a438c2b17061
84720	2821.0	4562.0
57102	2001.0	1223.0
57103	555.0	315.0
84722	747.0	147.0
57104	4331.0	5857.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	2104.0	2082.0
102465499	0.0	0.0
100288713	7.0	2.0
102465496	0.0	1.0
102465495	0.0	0.0
100288711	1.0	1.0
84709	172.0	30.0
57110	5.0	0.0
57111	5369.0	5182.0
84706	7734.0	12749.0
84705	868.0	912.0
84708	1421.0	1397.0
84707	2106.0	1080.0
57116	12.0	12.0
57117	2281.0	1402.0
57118	1574.0	888.0
57119	0.0	3.0
57113	0.0	17.0
57115	0.0	2.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	1.0	3.0
102465490	0.0	0.0
152065	2.0	1.0
100288702	0.0	0.0
57120	3560.0	2314.0
57121	113.0	47.0
57122	2070.0	1632.0
201456	114.0	99.0
127086	1.0	0.0
57127	6.0	5.0
57128	2735.0	1778.0
57129	1711.0	1323.0
84747	4984.0	3481.0
57124	1427.0	703.0
57125	620.0	224.0
57126	6816.0	5019.0
84740	7.0	7.0
152078	97.0	17.0
127074	6.0	3.0
57130	3076.0	5647.0
57132	5784.0	4223.0
84727	428.0	217.0
127077	0.0	0.0
84735	6.0	11.0
84734	196.0	196.0
57139	449.0	360.0
115098	3366.0	2659.0
201475	2343.0	1306.0
57134	3741.0	3256.0
57135	0.0	0.0
57136	9779.0	12483.0
84733	51.0	180.0
57142	28037.0	14132.0
57143	792.0	937.0
57144	177.0	54.0
201477	6.0	1.0
57140	5185.0	6385.0
57149	3798.0	1964.0
84767	0.0	0.0
140032	217.0	87.0
84769	924.0	784.0
57146	3372.0	2662.0
57147	1438.0	1744.0
84766	1038.0	1504.0
84765	1221.0	2455.0
57148	6409.0	7583.0
152015	42.0	251.0
57152	68.0	6.0
57153	10629.0	10395.0
166655	0.0	0.0
57154	1888.0	2550.0
84749	2002.0	1339.0
57150	967.0	482.0
57151	0.0	0.0
84759	809.0	654.0
140043	0.0	0.0
57156	22.0	124.0
57157	1398.0	716.0
139060	0.0	0.0
84752	2136.0	758.0
57158	4549.0	1679.0
57159	47.0	1.0
84750	556.0	297.0
152024	0.0	0.0
139067	0.0	0.0
139065	196.0	381.0
94104	1675.0	1615.0
94103	7836.0	7191.0
96764	1876.0	1301.0
94107	3282.0	2240.0
57165	93.0	81.0
94101	3322.0	2488.0
57161	1431.0	1288.0
57162	1575.0	1372.0
57167	83.0	60.0
57168	140.0	319.0
57169	3631.0	3211.0
84787	369.0	521.0
57175	15129.0	15059.0
57176	965.0	1468.0
57171	1859.0	1998.0
57172	1365.0	78.0
84779	4.0	2.0
57178	6936.0	10422.0
139081	5.0	1.0
84775	531.0	611.0
57179	12729.0	7324.0
84777	117.0	173.0
84771	55.0	56.0
113655	2275.0	1877.0
732538	0.0	0.0
353323	0.0	0.0
353322	3493.0	1108.0
353324	3.0	5.0
100996279	3.0	0.0
149603	9134.0	8659.0
341333	1.0	0.0
343990	568.0	467.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	0.0	0.0
343981	0.0	0.0
162605	0.0	5.0
353345	23.0	11.0
84900	26.0	73.0
84902	3456.0	2721.0
149628	56.0	44.0
84901	2115.0	2455.0
341315	365.0	84.0
113622	92.0	454.0
353355	378.0	487.0
149643	4.0	2.0
150622	28.0	3.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	270.0	102.0
100852407	0.0	0.0
642513	0.0	0.0
100852405	0.0	0.0
642517	109.0	127.0
100852410	74.0	42.0
84919	7262.0	6916.0
84918	5044.0	9772.0
389322	43.0	50.0
390311	0.0	1.0
389320	0.0	0.0
390313	0.0	0.0
84915	132.0	358.0
84914	1527.0	2492.0
497190	5.0	7.0
84916	2863.0	2337.0
84922	918.0	985.0
390318	0.0	0.0
84924	561.0	637.0
84923	1490.0	1085.0
84920	297.0	280.0
123016	3784.0	2201.0
497189	23.0	14.0
642521	0.0	0.0
390320	0.0	0.0
84908	2504.0	2954.0
390321	0.0	0.0
353376	12.0	5.0
390322	0.0	0.0
390323	0.0	0.0
654502	1.0	0.0
84909	5267.0	1819.0
390324	0.0	0.0
654503	0.0	1.0
84904	114.0	77.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	0.0	0.0
654506	11.0	12.0
84905	494.0	561.0
84911	242.0	264.0
390329	0.0	0.0
84910	7588.0	9680.0
84913	1453.0	1254.0
84912	1806.0	1772.0
113691	64.0	18.0
642538	0.0	0.0
113675	1525.0	1107.0
84937	1131.0	917.0
84936	2266.0	1575.0
84939	2415.0	2198.0
84938	1025.0	859.0
84944	97.0	24.0
57325	2018.0	1554.0
57326	16004.0	10172.0
84946	1486.0	1224.0
84945	1610.0	1452.0
84940	297.0	90.0
389336	3.0	0.0
389337	7586.0	6279.0
84942	565.0	460.0
84941	408.0	723.0
642546	3.0	2.0
343930	0.0	0.0
84929	21.0	4.0
389333	371.0	489.0
84926	7322.0	5814.0
84925	2001.0	1543.0
84928	1534.0	1846.0
57336	566.0	274.0
84933	389.0	295.0
84932	2730.0	1919.0
57337	1756.0	1097.0
84935	178.0	46.0
57338	63.0	28.0
84934	1797.0	1684.0
57332	315.0	581.0
57333	951.0	551.0
84931	1.0	0.0
84930	538.0	468.0
57335	339.0	168.0
103752554	0.0	0.0
103752555	0.0	0.0
642559	2.0	12.0
390352	10.0	7.0
390354	515.0	552.0
389362	1074.0	1013.0
150677	0.0	0.0
150678	3435.0	1802.0
377381	215.0	158.0
162655	356.0	224.0
390363	3.0	1.0
147040	1504.0	997.0
343901	2.0	1.0
149699	0.0	1.0
150684	2805.0	1124.0
150681	1.0	0.0
159013	1784.0	1341.0
221504	8.0	1.0
103752581	0.0	1.0
389386	0.0	0.0
389383	0.0	0.0
389384	6.0	8.0
123041	34.0	27.0
162681	141.0	92.0
123036	4245.0	7154.0
103752587	3.0	0.0
150696	7357.0	10050.0
103752588	8.0	7.0
103752589	9.0	6.0
103752583	0.0	0.0
103752584	87.0	6.0
103752585	26.0	91.0
103752586	2.0	4.0
390340	0.0	0.0
389376	0.0	0.0
221527	377.0	650.0
390394	1.0	1.0
149647	0.0	1.0
389396	0.0	0.0
123099	205.0	489.0
389395	0.0	0.0
123096	2570.0	3379.0
137682	916.0	617.0
390378	0.0	0.0
221545	750.0	736.0
221547	8.0	7.0
147011	175.0	77.0
147007	1457.0	1166.0
100996295	0.0	1.0
137695	2176.0	1620.0
162632	71.0	47.0
149685	0.0	1.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	1100.0	2165.0
100996280	0.0	0.0
94240	600.0	228.0
94241	5717.0	10128.0
94236	0.0	0.0
94235	2.0	2.0
94234	377.0	322.0
94239	10490.0	8054.0
94233	1.0	0.0
390294	0.0	1.0
390297	0.0	0.0
390298	0.0	0.0
221584	63.0	39.0
150590	124.0	229.0
94274	2803.0	525.0
94298	0.0	0.0
94297	0.0	0.0
414768	0.0	0.0
642451	0.0	3.0
414766	42.0	42.0
414767	0.0	1.0
654434	588.0	723.0
400123	0.0	0.0
400121	0.0	0.0
57221	7641.0	28640.0
84838	2874.0	2670.0
400120	8.0	5.0
84837	288.0	276.0
84839	3.0	0.0
57226	4786.0	2840.0
84844	2003.0	1293.0
84847	1.0	2.0
57228	512.0	485.0
57222	33221.0	53179.0
402779	0.0	0.0
402778	228.0	298.0
57223	8166.0	7133.0
57224	177.0	341.0
84842	116.0	100.0
414776	0.0	0.0
642446	0.0	0.0
414771	1.0	4.0
642448	1.0	0.0
642461	0.0	0.0
642460	3.0	0.0
414777	2178.0	2358.0
414778	20.0	10.0
57231	5635.0	2961.0
400110	4.0	1.0
57232	473.0	298.0
654427	12.0	8.0
84826	0.0	0.0
654429	0.0	4.0
84833	4873.0	2705.0
84836	8211.0	6417.0
84830	60.0	39.0
57234	334.0	368.0
84832	0.0	0.0
654433	1989.0	1058.0
9001	122.0	87.0
9002	283.0	523.0
642475	108.0	74.0
84859	3181.0	2531.0
84867	29.0	51.0
84866	2649.0	2466.0
84869	1849.0	1745.0
84868	423.0	188.0
654463	2.0	3.0
84865	419.0	549.0
84864	1990.0	2125.0
84861	3497.0	1989.0
9014	1418.0	876.0
9015	365.0	194.0
9013	1989.0	2217.0
9019	9525.0	10372.0
9016	534.0	384.0
341392	1.0	16.0
84848	55.0	14.0
84856	36.0	8.0
84858	1463.0	1604.0
84852	497.0	248.0
102725176	0.0	0.0
84851	859.0	881.0
642477	104.0	125.0
84850	1.0	0.0
105376946	0.0	8.0
9025	1971.0	1113.0
9026	2812.0	4136.0
9023	209.0	93.0
113612	2640.0	1708.0
9024	204.0	360.0
642493	1.0	1.0
9027	18.0	7.0
9028	162.0	74.0
400165	2.0	0.0
9021	6918.0	3481.0
9022	250.0	62.0
9020	1326.0	885.0
84889	359.0	85.0
84888	4429.0	3612.0
654483	19.0	13.0
84885	2242.0	2183.0
654486	0.0	0.0
84886	2992.0	3414.0
84881	1424.0	1445.0
642489	32.0	27.0
84883	1375.0	623.0
654480	1.0	2.0
9037	1406.0	1401.0
9034	126.0	61.0
9038	0.0	0.0
9039	5301.0	3376.0
400156	2.0	5.0
9032	0.0	0.0
9033	10.0	16.0
9031	8075.0	7978.0
84878	1053.0	1282.0
84879	111.0	51.0
84874	1089.0	1368.0
84873	0.0	0.0
84876	715.0	1127.0
84875	5211.0	4290.0
84870	387.0	331.0
84872	719.0	571.0
84871	42.0	20.0
9047	96.0	64.0
9048	234.0	88.0
9045	42163.0	44189.0
9046	181.0	130.0
9049	5302.0	2391.0
106480985	0.0	1.0
9040	4719.0	3647.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	0.0	1.0
9043	6077.0	3733.0
400141	2.0	1.0
106480989	3.0	0.0
9044	2324.0	2822.0
106480988	0.0	0.0
57282	8.0	10.0
106480990	0.0	0.0
106480992	0.0	1.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	0.0	3.0
414753	0.0	0.0
414754	1.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	22.0	10.0
341356	0.0	0.0
9058	8.0	18.0
9056	600.0	311.0
9057	341.0	356.0
341350	1.0	3.0
9050	1602.0	1014.0
106480996	0.0	0.0
9051	154.0	90.0
106480995	0.0	0.0
106480998	1.0	0.0
106480997	0.0	0.0
57291	3104.0	4780.0
9054	1412.0	1363.0
9055	519.0	399.0
106480999	0.0	0.0
9052	726.0	5109.0
9053	5159.0	10204.0
84899	1752.0	5894.0
282569	0.0	0.0
400129	11.0	8.0
84896	7591.0	4083.0
84895	2279.0	1743.0
400128	349.0	143.0
84898	4518.0	2837.0
84897	2373.0	1831.0
400126	30.0	29.0
654499	0.0	0.0
84892	3424.0	1695.0
414764	235.0	26.0
84891	2.0	1.0
414765	45.0	77.0
84894	372.0	51.0
84893	5553.0	4768.0
414760	6.0	7.0
414761	89.0	79.0
84890	2302.0	1980.0
341346	1.0	3.0
9069	4888.0	4967.0
414926	4.0	35.0
9068	2287.0	201.0
106479979	0.0	0.0
729004	3.0	4.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	18.0	14.0
9061	8470.0	6664.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	2.0	1.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	1368.0	802.0
106480964	0.0	0.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	1.0	1.0
9066	18147.0	19637.0
106480966	0.0	0.0
9063	1920.0	2343.0
729009	98.0	74.0
106480969	0.0	0.0
9064	2640.0	2253.0
106480968	0.0	0.0
106480970	1.0	5.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	41.0	30.0
106479969	1.0	1.0
9079	2242.0	618.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	1.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	2.0	4.0
9073	1318.0	5993.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	4606.0	3224.0
106479961	0.0	0.0
106480976	0.0	0.0
9071	245.0	191.0
106479960	0.0	1.0
106480975	0.0	0.0
9076	869.0	2584.0
390402	0.0	0.0
106480978	1.0	0.0
9077	270.0	134.0
390403	0.0	0.0
106480977	0.0	0.0
9074	6.0	1.0
9075	8.0	6.0
106480979	0.0	0.0
100996387	0.0	0.0
390407	0.0	3.0
106480981	0.0	1.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	9.0	7.0
729025	3.0	0.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	44.0	6.0
137529	1.0	0.0
730010	4.0	5.0
106479999	0.0	0.0
729020	1.0	1.0
113510	1302.0	669.0
106479998	0.0	0.0
729023	11.0	7.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	1.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	2.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	1.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	476.0	298.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	106.0	76.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	2672.0	1631.0
106480946	0.0	0.0
57402	581.0	294.0
57403	3051.0	2516.0
57404	2499.0	1905.0
57405	48.0	37.0
389416	3.0	0.0
149501	13.0	10.0
9080	3.0	9.0
106480950	0.0	0.0
57406	1167.0	436.0
57407	4640.0	4793.0
57408	0.0	2.0
730005	482.0	44.0
57409	1444.0	1052.0
106480959	0.0	0.0
729013	1157.0	739.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	6.0	2.0
106479986	0.0	0.0
9094	2883.0	1586.0
106479985	0.0	0.0
106480952	2.0	0.0
9095	193.0	135.0
106479984	2.0	4.0
106480951	0.0	7.0
9092	3427.0	4279.0
106479983	2.0	4.0
106480954	0.0	0.0
9093	4609.0	3858.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	66.0	44.0
106479981	0.0	0.0
106480956	0.0	0.0
9099	218.0	71.0
106479980	1.0	0.0
106480955	0.0	0.0
9096	6.0	20.0
106480958	0.0	0.0
9097	8030.0	6992.0
106480957	0.0	0.0
57413	253.0	70.0
57414	7936.0	6299.0
57415	2352.0	341.0
389404	5.0	2.0
9091	4032.0	3410.0
57410	8686.0	8368.0
389400	1.0	0.0
106480961	0.0	0.0
57412	92.0	17.0
106480960	0.0	0.0
57418	1975.0	1547.0
57419	2502.0	928.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	1.0	0.0
106479936	0.0	0.0
106480929	1.0	2.0
106479935	0.0	1.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	1.0	2.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	759.0	634.0
390433	0.0	0.0
106480921	3.0	3.0
106480920	0.0	1.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	1.0	0.0
106480925	3.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	1.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	7.0	4.0
389434	114.0	53.0
642402	0.0	2.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	2.0	1.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	0.0	4.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	3.0	2.0
353497	172.0	293.0
390442	0.0	0.0
106480930	5.0	1.0
390443	0.0	0.0
389432	222.0	4057.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	9.0	0.0
106480935	0.0	1.0
389428	6.0	4.0
341405	0.0	1.0
389422	23.0	10.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	2.0
106480904	0.0	0.0
106480907	2.0	9.0
106479958	0.0	3.0
106479957	1.0	0.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	1.0	0.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	0.0	4.0
106479952	0.0	0.0
654412	4.0	1.0
106479951	0.0	0.0
390411	2.0	2.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	2.0	1.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	1.0	1.0
106480902	0.0	0.0
57446	12569.0	10258.0
57447	16344.0	5146.0
390418	1.0	0.0
100996331	0.0	0.0
57448	5928.0	8649.0
390419	0.0	1.0
57449	1218.0	578.0
389458	0.0	0.0
642425	0.0	0.0
642424	0.0	0.0
100125556	164.0	296.0
106479949	0.0	0.0
106480916	1.0	0.0
106479948	0.0	0.0
106480915	2.0	1.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	1.0	0.0
106479946	0.0	0.0
106479945	0.0	1.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	0.0	2.0
642443	16.0	9.0
106479942	0.0	1.0
106479941	14.0	4.0
106479940	0.0	0.0
390421	3.0	2.0
57451	222.0	259.0
106480910	0.0	0.0
57452	1168.0	399.0
390423	0.0	0.0
414919	4026.0	1875.0
390424	1.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	833.0	681.0
106480913	0.0	0.0
57458	4184.0	3589.0
390429	4.0	0.0
57459	2030.0	2639.0
57453	142.0	29.0
57455	1458.0	1530.0
57456	2937.0	2551.0
106479939	2.0	10.0
390472	0.0	2.0
162540	0.0	0.0
150554	19.0	10.0
729082	8847.0	6787.0
729085	502.0	146.0
729079	2.0	2.0
390483	1.0	9.0
730061	3.0	11.0
150568	0.0	2.0
729073	26.0	5.0
497258	491.0	288.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1221.0	1011.0
730092	256.0	186.0
730091	264.0	182.0
150577	3.0	0.0
150572	1.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	1.0	4.0
102546227	1.0	1.0
106479902	0.0	0.0
730087	155.0	225.0
106479901	0.0	1.0
106479900	0.0	0.0
730086	4.0	2.0
729097	12.0	16.0
389493	275.0	125.0
221613	0.0	0.0
729096	28.0	46.0
729092	5.0	12.0
729046	31.0	21.0
729042	0.0	0.0
729041	19.0	34.0
730029	243.0	194.0
730023	2.0	2.0
729032	0.0	0.0
730016	1.0	0.0
730058	0.0	0.0
730052	3.0	6.0
730051	707.0	1546.0
221662	1053.0	1338.0
150538	42.0	36.0
162515	142.0	58.0
162517	16.0	6.0
729059	2.0	2.0
162514	50.0	3.0
730041	23.0	7.0
149563	21.0	292.0
221656	1359.0	1391.0
729050	0.0	1.0
221687	39.0	12.0
221692	199.0	142.0
162494	405.0	62.0
654391	1.0	1.0
198437	2.0	0.0
257629	0.0	3.0
267004	10.0	4.0
149499	20.0	4.0
162466	42.0	14.0
255022	1.0	3.0
162461	19.0	24.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	3.0
150472	806.0	566.0
255031	178.0	112.0
255025	0.0	0.0
101101692	87.0	37.0
255027	995.0	1299.0
267002	464.0	567.0
150483	8.0	5.0
282617	0.0	0.0
282618	0.0	2.0
282616	0.0	0.0
644990	35.0	30.0
9103	62.0	48.0
9100	5087.0	6290.0
9101	4876.0	4256.0
644994	0.0	2.0
9107	5205.0	3382.0
9104	1189.0	257.0
400242	213.0	184.0
84959	303.0	197.0
255061	5.0	9.0
84958	11862.0	5831.0
654319	0.0	2.0
100996315	5.0	4.0
84966	151.0	40.0
57348	93.0	56.0
282679	921.0	281.0
84968	18.0	39.0
84967	2758.0	1272.0
84962	2004.0	1251.0
57343	1344.0	1676.0
654320	0.0	0.0
255057	26.0	11.0
84961	1719.0	1910.0
654321	3.0	5.0
400238	0.0	1.0
654322	4.0	9.0
84964	119.0	128.0
400236	187.0	124.0
644988	1.0	1.0
84960	308.0	179.0
642326	0.0	0.0
9113	3584.0	3677.0
9114	9413.0	6516.0
9111	1519.0	937.0
9112	3213.0	3524.0
9117	9423.0	8247.0
9118	26.0	96.0
414899	0.0	0.0
100996307	241.0	173.0
100996306	0.0	0.0
84948	880.0	740.0
9110	2875.0	3447.0
84947	1303.0	904.0
84955	1588.0	1085.0
84954	1837.0	1700.0
84957	141.0	80.0
100996301	9.0	16.0
84951	2644.0	3440.0
84950	3801.0	3158.0
84953	64.0	832.0
400224	3.0	27.0
84952	14691.0	13438.0
644998	0.0	0.0
9108	103.0	79.0
642337	0.0	0.0
644997	4.0	2.0
9124	9369.0	4865.0
9125	3188.0	2802.0
9122	558.0	225.0
9123	677.0	486.0
9128	2606.0	2090.0
9129	2537.0	2002.0
9126	3955.0	3803.0
9127	231.0	24.0
94304	0.0	0.0
255043	57.0	64.0
9120	36.0	51.0
9121	1559.0	712.0
57369	4.0	1.0
84988	2319.0	995.0
84987	4053.0	1846.0
84989	61.0	56.0
84984	251.0	68.0
84983	10.0	57.0
84986	1118.0	991.0
84985	6.0	5.0
642345	0.0	4.0
9119	2.0	1.0
84981	2397.0	615.0
9135	7925.0	6101.0
9136	1452.0	1670.0
9133	208.0	224.0
9134	92.0	67.0
9139	6038.0	7322.0
267014	0.0	0.0
267015	0.0	2.0
9138	4015.0	3996.0
267017	0.0	3.0
9131	2733.0	3039.0
9132	341.0	228.0
84969	1057.0	501.0
9130	4794.0	3844.0
400208	0.0	1.0
84976	557.0	368.0
400209	88.0	71.0
400206	0.0	0.0
84978	45.0	41.0
84973	3222.0	2872.0
84975	2359.0	2011.0
57379	0.0	0.0
642357	4.0	10.0
84971	1147.0	1282.0
84970	0.0	0.0
267020	4.0	1.0
9146	4764.0	4253.0
9147	2323.0	1993.0
9144	25722.0	32544.0
9145	5062.0	2156.0
9148	78.0	78.0
106479899	0.0	0.0
9149	1165.0	1457.0
106479898	0.0	0.0
106479897	0.0	1.0
106480886	0.0	1.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	0.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	0.0	2.0
57380	3061.0	2169.0
9143	27.0	16.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	1998.0	455.0
9140	3652.0	2392.0
106479891	0.0	0.0
9141	2154.0	1590.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	104.0	206.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	0.0
9158	3422.0	3017.0
9156	48.0	36.0
106479889	0.0	0.0
9159	5259.0	2587.0
106479888	0.0	0.0
106479887	0.0	1.0
654346	14.0	11.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	1464.0	1979.0
106480896	0.0	0.0
106479885	0.0	5.0
57396	1671.0	1422.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	16.0	5.0
106479882	0.0	0.0
9154	0.0	0.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	91.0	87.0
9152	1.0	0.0
654350	0.0	0.0
84996	652.0	363.0
84991	4756.0	4013.0
84993	3124.0	2810.0
84992	0.0	0.0
9168	28923.0	12401.0
9169	7565.0	8487.0
9166	2960.0	1638.0
642395	6.0	8.0
9167	11100.0	8268.0
642394	3.0	8.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	332.0	216.0
106480867	0.0	0.0
9162	89.0	27.0
106480869	0.0	0.0
654383	0.0	1.0
106480871	0.0	0.0
106480870	0.0	0.0
106480873	1.0	0.0
282697	0.0	0.0
400258	50.0	3.0
106480872	0.0	0.0
642389	2.0	0.0
654381	0.0	1.0
9179	1908.0	1643.0
9177	2.0	1.0
106480875	0.0	0.0
9172	490.0	214.0
106480874	3.0	0.0
106480877	0.0	0.0
9170	1447.0	1338.0
106480876	0.0	0.0
9175	3494.0	3077.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	334.0	45.0
106480880	1.0	7.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	0.0	3.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	2.0	1.0
137868	5.0	2.0
730112	25.0	53.0
106480849	0.0	0.0
729123	0.0	1.0
9188	4251.0	7665.0
106479859	0.0	0.0
106479858	3.0	0.0
9189	5444.0	6853.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	388.0	507.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	1378.0	1184.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	3033.0	3585.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	1859.0	1247.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1217.0	889.0
106480845	0.0	0.0
9184	5200.0	4562.0
106480848	0.0	0.0
9185	4303.0	16455.0
106480847	0.0	0.0
57501	108.0	79.0
57502	157.0	70.0
57504	3886.0	3714.0
125875	111.0	38.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	7769.0	6255.0
730109	0.0	0.0
137872	1123.0	622.0
102546175	4.0	1.0
57505	1477.0	1775.0
644903	44.0	30.0
57506	5912.0	8834.0
57507	1229.0	1546.0
57508	1388.0	888.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	370.0	200.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	2336.0	2094.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	4744.0	4779.0
106480857	0.0	0.0
106480856	0.0	1.0
106480859	0.0	2.0
729119	1.0	3.0
9196	73.0	84.0
106480858	0.0	0.0
57512	293.0	34.0
57513	2080.0	2176.0
57514	1183.0	823.0
123207	1861.0	1097.0
57515	25038.0	13243.0
106480860	0.0	0.0
57510	2649.0	4025.0
106480862	0.0	1.0
57511	3370.0	2345.0
106480861	0.0	0.0
644911	0.0	2.0
644914	11.0	9.0
57519	672.0	406.0
729146	4.0	3.0
106480828	0.0	0.0
113878	1068.0	1243.0
135228	1376.0	696.0
106480827	0.0	0.0
729148	92.0	70.0
106480829	0.0	0.0
137886	2577.0	2261.0
106479879	0.0	0.0
730130	52.0	4.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	3.0	1.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	0.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	1.0
106479870	0.0	3.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	2311.0	1417.0
57524	116.0	146.0
57526	50.0	96.0
644928	4.0	4.0
57520	209.0	275.0
57521	3436.0	3031.0
57522	449.0	1033.0
57528	13.0	14.0
57529	27.0	4.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	1.0	1.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
