id	4a8849c2-9e21-4ccf-b703-b6d6311744e0	1530a60d-78d0-4ce6-8959-40080184f716
554235	10.0	9.0
554236	5.0	7.0
56849	282.0	156.0
255725	0.0	0.0
56848	1009.0	1514.0
56852	857.0	863.0
56853	36.0	24.0
102724631	0.0	0.0
56850	2374.0	3232.0
56851	4258.0	3050.0
100820829	865.0	411.0
101243555	30.0	15.0
196872	136.0	130.0
8501	3198.0	6931.0
8502	3953.0	4859.0
8500	2919.0	3283.0
253128	7.0	5.0
664701	125.0	32.0
255783	328.0	753.0
54207	0.0	1.0
54206	2654.0	2229.0
54205	3768.0	3226.0
664709	24.0	28.0
54209	142.0	228.0
196883	578.0	425.0
8512	15.0	44.0
8513	283.0	2.0
8510	0.0	3.0
8511	4.0	22.0
54210	12.0	9.0
81831	165.0	444.0
81832	0.0	5.0
81833	0.0	0.0
54212	0.0	0.0
170261	50.0	13.0
8505	1362.0	1383.0
8506	425.0	682.0
8503	1729.0	2550.0
8504	1501.0	991.0
8509	103.0	157.0
8507	1988.0	3671.0
255758	152.0	158.0
8508	4163.0	4301.0
8520	2811.0	2684.0
8521	5.0	4.0
169270	290.0	164.0
8522	1401.0	1088.0
102724605	0.0	0.0
554282	5.0	6.0
56886	5559.0	6691.0
54221	25.0	23.0
56888	3101.0	3152.0
554279	3.0	0.0
664722	1.0	2.0
56882	5413.0	5143.0
664721	3.0	5.0
255762	4.0	8.0
56884	2.0	3.0
8516	1478.0	1081.0
8517	301.0	284.0
8514	530.0	566.0
8515	94.0	95.0
56889	31131.0	34810.0
8518	2324.0	2577.0
8519	1790.0	1363.0
8530	113.0	124.0
326624	224.0	164.0
8531	7424.0	8137.0
326625	3421.0	2788.0
8534	60.0	72.0
326628	0.0	0.0
8535	1415.0	2953.0
326627	0.0	6.0
8532	19.0	94.0
8533	3303.0	2616.0
8527	3363.0	4490.0
8528	201.0	99.0
8525	2521.0	2982.0
8526	1023.0	871.0
8529	86.0	4.0
8541	997.0	1984.0
326613	0.0	0.0
8542	2587.0	2440.0
326615	1.0	1.0
8540	1227.0	637.0
326614	0.0	0.0
8545	5861.0	3857.0
326617	0.0	0.0
8546	3266.0	2877.0
326616	0.0	2.0
8543	4939.0	3091.0
8544	751.0	526.0
253175	0.0	0.0
554300	0.0	0.0
8538	723.0	326.0
8539	6356.0	5347.0
8536	1033.0	1546.0
8537	7211.0	4070.0
8552	18.0	51.0
8553	6831.0	6313.0
8550	1992.0	1973.0
326603	6.0	37.0
8551	0.0	0.0
8556	1772.0	1121.0
326606	0.0	0.0
8557	35.0	49.0
8554	4151.0	3722.0
8555	1780.0	2095.0
326607	0.0	0.0
326609	1.0	2.0
255798	5.0	1.0
8549	41.0	67.0
8547	33.0	57.0
8548	1499.0	960.0
101409261	13.0	6.0
326611	0.0	0.0
8563	1944.0	3510.0
8564	12.0	19.0
8562	4222.0	4252.0
8567	4575.0	5985.0
8568	1348.0	1822.0
8565	3600.0	5045.0
8566	6230.0	8185.0
253152	66.0	37.0
8560	10551.0	11443.0
100132031	1.0	1.0
100132036	0.0	0.0
253143	2273.0	3025.0
8558	2253.0	1987.0
8559	531.0	537.0
8574	2941.0	2877.0
8575	2749.0	2232.0
8572	2324.0	2740.0
8573	2062.0	2002.0
8578	363.0	373.0
8576	2651.0	2235.0
8577	1.0	1.0
554354	0.0	0.0
8570	7516.0	11012.0
123811	2097.0	1696.0
8569	1231.0	945.0
8585	1.0	0.0
8586	0.0	0.0
101928770	0.0	4.0
8583	0.0	0.0
101928773	0.0	0.0
8587	0.0	0.0
8588	2.0	2.0
101928776	2.0	1.0
8581	116.0	23.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	11.0	8.0
101409257	5.0	3.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	1636.0	1563.0
8596	0.0	0.0
101928781	11.0	5.0
8594	0.0	0.0
8595	0.0	0.0
101928784	28.0	30.0
8590	1.0	0.0
8591	0.0	0.0
100132066	0.0	0.0
100421113	0.0	0.0
100421114	0.0	0.0
101928790	0.0	0.0
101928795	2.0	0.0
253190	178.0	131.0
100132073	0.0	1.0
100132074	93.0	107.0
100132079	0.0	0.0
554313	0.0	6.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	25.0	15.0
100421125	0.0	0.0
91133	243.0	129.0
100421129	0.0	0.0
91137	3076.0	2333.0
101928720	10.0	21.0
375519	1.0	0.0
100856810	0.0	0.0
100421136	3.0	1.0
100421137	0.0	0.0
101928734	0.0	1.0
91120	220.0	181.0
101928736	98.0	98.0
147837	404.0	336.0
100421131	3.0	3.0
100421133	0.0	0.0
91156	20.0	104.0
100421146	0.0	0.0
160824	0.0	1.0
100421148	0.0	0.0
101928744	0.0	0.0
91151	243.0	271.0
147841	81.0	142.0
100421143	0.0	0.0
91149	1.0	1.0
101928752	0.0	0.0
91147	487.0	336.0
387509	291.0	496.0
100421153	0.0	0.0
100421167	2.0	3.0
91179	396.0	748.0
100506574	4.0	3.0
399520	547.0	249.0
100421178	0.0	0.0
100506564	2.0	1.0
121227	1666.0	1341.0
387521	1765.0	1443.0
387522	1.0	2.0
100421172	12.0	13.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	233.0	358.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	2.0	2.0
121214	4.0	25.0
387559	0.0	0.0
123876	1.0	0.0
123872	24.0	37.0
100421180	0.0	0.0
147808	406.0	548.0
100421185	11.0	18.0
147804	2283.0	864.0
123879	498.0	588.0
147807	1062.0	1558.0
100421188	0.0	0.0
375567	10.0	4.0
399512	535.0	423.0
399511	213.0	179.0
91181	3.0	3.0
448990	2.0	3.0
101928715	2.0	2.0
100506581	45.0	58.0
100856881	0.0	0.0
100506775	3.0	2.0
100506779	74.0	66.0
160762	0.0	0.0
93953	22.0	27.0
104326057	0.0	0.0
399687	2298.0	3023.0
104326058	0.0	1.0
100506776	1118.0	122.0
348094	525.0	271.0
160760	1768.0	1592.0
348093	1560.0	998.0
387695	7.0	2.0
104326055	3.0	1.0
93948	4.0	6.0
399693	1.0	1.0
104326053	0.0	0.0
399694	42.0	28.0
104326054	0.0	0.0
104326051	0.0	0.0
104326052	1.0	4.0
133150	0.0	0.0
399697	2.0	1.0
100506765	0.0	0.0
387694	2.0	3.0
102724706	0.0	0.0
54361	786.0	628.0
54360	418.0	138.0
54363	80.0	186.0
387684	0.0	1.0
147798	8008.0	9816.0
159770	0.0	0.0
100506769	0.0	0.0
93973	1386.0	1268.0
399668	405.0	232.0
100506795	106.0	64.0
399669	899.0	522.0
399664	693.0	1500.0
399666	0.0	0.0
93974	4997.0	5607.0
399665	2620.0	3801.0
100506791	3.0	6.0
81993	7.0	8.0
399671	40.0	19.0
399670	3.0	2.0
160777	295.0	49.0
91300	3774.0	3761.0
100506783	24.0	43.0
91304	5905.0	6778.0
100506787	1.0	0.0
100293948	2.0	2.0
204219	62.0	9.0
121130	0.0	0.0
145165	9.0	18.0
54386	4868.0	4745.0
123787	2.0	0.0
652670	0.0	1.0
121129	0.0	0.0
100506733	0.0	0.0
147746	24.0	23.0
255812	267.0	188.0
147741	9.0	0.0
147744	3.0	1.0
100506737	8.0	13.0
100506736	24.0	10.0
160728	442.0	17.0
100506724	0.0	0.0
100506723	2.0	4.0
93986	382.0	688.0
100506721	0.0	0.0
100913183	2.0	1.0
100913182	1.0	5.0
91319	168.0	214.0
93979	1.0	1.0
91316	27.0	20.0
133121	533.0	199.0
93978	0.0	2.0
100506753	158.0	178.0
91355	203.0	143.0
91353	0.0	3.0
100506757	1.0	3.0
100506755	327.0	312.0
91351	924.0	1102.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	16.0	13.0
348021	0.0	0.0
107080653	0.0	0.0
255809	58.0	74.0
100506749	8.0	3.0
107080654	0.0	0.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	254.0	309.0
338692	1456.0	1342.0
338699	705.0	661.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	993.0	1072.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	38730.0	58181.0
196792	32.0	20.0
107080620	1.0	2.0
56938	169.0	164.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	22.0	206.0
56935	2605.0	2631.0
56936	0.0	2.0
56940	2209.0	2273.0
107080639	1.0	0.0
56941	2528.0	2670.0
56942	1625.0	2221.0
56943	2180.0	1806.0
107080636	1.0	1.0
107080637	3.0	0.0
56948	1300.0	1283.0
56949	4186.0	5944.0
107080632	0.0	2.0
56944	3137.0	2651.0
56945	1463.0	1166.0
56946	1585.0	1744.0
56947	3235.0	3002.0
107080630	1.0	1.0
100506713	191.0	173.0
100506712	0.0	2.0
100506710	4933.0	5314.0
338674	0.0	0.0
338675	0.0	0.0
56951	4670.0	3369.0
56952	363.0	158.0
56953	294.0	346.0
102724774	9.0	6.0
56954	2224.0	2068.0
56950	1870.0	1534.0
100506715	2.0	1.0
100506714	247.0	196.0
56955	0.0	0.0
56956	104.0	1.0
56957	2031.0	2562.0
8600	2.0	2.0
8601	1.0	9.0
723790	3.0	2.0
338661	0.0	0.0
338662	0.0	0.0
338657	305.0	305.0
56963	955.0	932.0
56964	115.0	162.0
56965	1445.0	1145.0
56961	5.0	5.0
56967	1858.0	1463.0
56969	2.0	4.0
8611	17804.0	16481.0
8612	1657.0	1255.0
81926	1340.0	2165.0
145173	619.0	437.0
81928	445.0	607.0
338651	5.0	17.0
81929	1746.0	1828.0
338653	1.0	1.0
81930	61.0	35.0
56975	2840.0	4099.0
81931	263.0	288.0
81932	1537.0	1619.0
56970	3129.0	3389.0
56971	251.0	256.0
8604	2215.0	1395.0
8605	585.0	364.0
8602	2569.0	3115.0
8603	2042.0	2518.0
8608	1095.0	1289.0
56977	591.0	313.0
8609	1435.0	1466.0
56978	3464.0	1443.0
56979	0.0	0.0
8607	1827.0	2341.0
8622	3384.0	1453.0
8623	3584.0	4068.0
8620	0.0	0.0
8621	2315.0	2915.0
338645	704.0	1038.0
56984	2549.0	2160.0
56985	1569.0	1834.0
56986	1280.0	1166.0
338637	0.0	0.0
56987	6649.0	6775.0
102724742	0.0	0.0
56980	685.0	834.0
56981	1282.0	993.0
56983	970.0	773.0
8615	6739.0	7078.0
54329	74.0	44.0
54328	160.0	85.0
8613	6602.0	5995.0
8614	550.0	353.0
8618	83.0	205.0
8630	2339.0	1768.0
8633	288.0	488.0
8634	1961.0	1829.0
8631	99.0	102.0
8632	44.0	53.0
56990	5387.0	4257.0
169166	163.0	85.0
554175	0.0	0.0
54332	796.0	659.0
56995	1440.0	2570.0
255877	295.0	381.0
664616	0.0	0.0
56996	2292.0	2979.0
54331	696.0	627.0
56997	4805.0	7173.0
664614	0.0	0.0
56998	6030.0	6168.0
664613	0.0	0.0
664612	0.0	0.0
56992	82.0	106.0
56993	4198.0	3845.0
56994	4486.0	2947.0
8626	6692.0	3229.0
8624	876.0	742.0
8625	2454.0	2991.0
56999	1232.0	694.0
664617	0.0	0.0
8629	989.0	895.0
8641	149.0	243.0
8644	254.0	175.0
8645	335.0	224.0
8642	2146.0	3338.0
8643	105.0	210.0
652624	1.0	12.0
196743	1438.0	5608.0
54346	14.0	23.0
54345	219.0	379.0
54344	1943.0	1621.0
8637	600.0	778.0
8638	70.0	37.0
8635	3385.0	3478.0
8636	3113.0	3086.0
8639	9228.0	7322.0
196740	2138.0	1601.0
8651	46.0	61.0
8650	3931.0	3793.0
8655	6608.0	6072.0
101928685	1.0	4.0
8653	3228.0	2543.0
8654	5044.0	4166.0
101928684	0.0	0.0
101928689	1.0	6.0
101928687	2.0	0.0
8648	4063.0	6111.0
8649	3434.0	2887.0
8646	408.0	701.0
8647	1.0	13.0
8662	8581.0	12813.0
8663	339.0	480.0
6001	2551.0	3572.0
8660	3104.0	6975.0
8661	14026.0	19782.0
6000	4.0	3.0
6003	64.0	34.0
8666	7643.0	10684.0
8667	13232.0	14173.0
6002	2871.0	2592.0
8664	14674.0	16347.0
6005	36.0	17.0
6004	53.0	67.0
8665	8879.0	9587.0
101928698	0.0	0.0
8659	4942.0	5116.0
8658	2939.0	2665.0
8673	5283.0	4650.0
6010	1.0	0.0
8674	1204.0	1016.0
8671	29326.0	35111.0
8672	3900.0	4272.0
6011	1.0	2.0
8677	1266.0	1476.0
6014	3.0	13.0
6013	4177.0	3085.0
8678	3674.0	3405.0
8675	2006.0	1999.0
6016	1543.0	1333.0
8676	39.0	39.0
6015	2897.0	3018.0
253260	2312.0	2107.0
338707	290.0	547.0
6007	56.0	76.0
6006	121.0	126.0
8668	13555.0	13542.0
6009	3393.0	2555.0
8669	3167.0	3636.0
6008	0.0	1.0
8685	4.0	4.0
8682	13299.0	10287.0
6023	0.0	0.0
8683	4974.0	5574.0
8688	0.0	0.0
8689	3.0	2.0
8686	1.0	0.0
8687	0.0	0.0
253272	1.0	2.0
8681	209.0	158.0
253264	247.0	89.0
6018	1600.0	1165.0
6017	0.0	0.0
6019	143.0	137.0
6031	5.0	0.0
6034	1.0	0.0
8693	54.0	69.0
8694	1820.0	2201.0
6033	0.0	0.0
6036	3.0	5.0
6035	2214.0	1721.0
8697	2225.0	2228.0
6038	266.0	389.0
8698	53.0	38.0
6037	0.0	0.0
101928646	0.0	1.0
554234	1.0	1.0
8692	3651.0	2742.0
6030	5.0	3.0
8690	771.0	813.0
554225	9.0	23.0
554226	1.0	1.0
6029	0.0	0.0
170082	253.0	251.0
6043	0.0	0.0
6045	1291.0	1368.0
6044	0.0	0.0
6047	3349.0	4378.0
6046	13930.0	15315.0
6049	1931.0	2206.0
100421217	0.0	0.0
6048	3680.0	2543.0
100421219	0.0	0.0
101928656	3.0	0.0
6041	1099.0	936.0
554213	0.0	1.0
554214	0.0	0.0
56904	5633.0	5599.0
56905	1361.0	1350.0
6039	291.0	314.0
56906	253.0	233.0
56907	1397.0	1454.0
56900	5089.0	4599.0
56901	313.0	374.0
56902	1322.0	1029.0
56903	1.0	0.0
100421222	0.0	1.0
375612	2.0	3.0
375611	65.0	24.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3020.0	2889.0
554210	7.0	9.0
100528062	316.0	353.0
554212	0.0	0.0
6050	10747.0	10812.0
100528064	4.0	4.0
375616	18.0	13.0
6051	5175.0	5481.0
56910	7984.0	8656.0
554202	14.0	4.0
554203	851.0	709.0
56915	1091.0	1212.0
56916	2443.0	1759.0
56917	1049.0	1696.0
56918	0.0	0.0
56911	232.0	83.0
56912	2058.0	1866.0
56913	849.0	673.0
100421220	0.0	0.0
56914	0.0	0.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1194.0	1494.0
6069	0.0	0.0
375607	2.0	4.0
554201	1.0	0.0
6060	0.0	0.0
56920	672.0	851.0
56926	3632.0	6074.0
56927	6518.0	5498.0
56928	1806.0	2831.0
56929	1978.0	2188.0
56922	2374.0	2448.0
56923	1.0	0.0
56924	39.0	37.0
56925	1207.0	896.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	0.0
6075	0.0	0.0
6078	0.0	0.0
6079	0.0	0.0
101928601	3.0	0.0
6070	1.0	0.0
91252	2725.0	2537.0
6071	0.0	0.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	0.0	0.0
101928607	79.0	496.0
387612	0.0	0.0
147700	144.0	165.0
387615	1.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	0.0	2.0
123722	7.0	4.0
387601	0.0	2.0
123720	1169.0	1213.0
147710	2.0	0.0
147711	11.0	2.0
147719	0.0	0.0
6098	4.0	21.0
6097	3486.0	3511.0
6092	190.0	128.0
6091	3773.0	3242.0
6094	256.0	275.0
100528020	0.0	0.0
6093	4092.0	4228.0
100528021	2.0	1.0
6096	2271.0	1104.0
6095	962.0	1165.0
91272	2399.0	1939.0
147727	2428.0	2165.0
387638	0.0	2.0
100528030	15.0	11.0
101928638	2.0	1.0
100528032	1.0	1.0
100421271	0.0	0.0
100506697	103.0	24.0
100506696	164.0	430.0
91298	1210.0	987.0
100528007	0.0	0.0
123775	177.0	249.0
91289	4825.0	6654.0
399656	0.0	0.0
100506686	298.0	292.0
100506685	0.0	4.0
100528016	0.0	0.0
100528017	1.0	9.0
100528018	0.0	0.0
100528019	2.0	0.0
100506681	7.0	3.0
91283	879.0	768.0
100506680	1.0	2.0
387646	69.0	62.0
387647	0.0	0.0
387644	8.0	16.0
387640	82.0	72.0
100421295	15.0	17.0
387680	2217.0	2935.0
375686	5.0	2.0
123745	33.0	76.0
100506898	45.0	35.0
100506897	0.0	0.0
390992	0.0	0.0
54471	2829.0	3305.0
54470	1120.0	914.0
390996	2.0	3.0
390999	0.0	0.0
54475	1454.0	2095.0
387338	1920.0	1645.0
54474	10.0	5.0
54472	6265.0	7333.0
389997	0.0	0.0
54478	30.0	104.0
54477	2471.0	2414.0
387332	0.0	1.0
54476	4195.0	4423.0
91404	1422.0	1409.0
91405	5.0	7.0
91408	2986.0	2978.0
91409	394.0	195.0
375346	135.0	143.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	127.0	93.0
389990	0.0	0.0
102724827	151.0	151.0
54482	690.0	583.0
102724820	9.0	3.0
100506881	299.0	345.0
54480	3515.0	4562.0
387328	4.0	3.0
387325	61.0	95.0
145497	2.0	1.0
400866	0.0	2.0
387323	0.0	0.0
387321	4.0	0.0
54487	1610.0	1815.0
387322	4.0	0.0
375350	0.0	1.0
723809	2.0	4.0
338391	25.0	41.0
91433	369.0	419.0
338396	1.0	0.0
387363	0.0	0.0
387364	0.0	1.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	3002.0	2503.0
54491	2589.0	2156.0
54490	3.0	4.0
54497	2838.0	3099.0
54496	1977.0	2332.0
448835	0.0	0.0
54495	2115.0	2271.0
448834	0.0	0.0
387359	0.0	0.0
387357	55.0	40.0
54499	7613.0	5821.0
121498	1.0	1.0
54498	1248.0	1782.0
170463	1299.0	1836.0
157489	248.0	162.0
338382	905.0	353.0
390980	114.0	94.0
338388	0.0	0.0
448831	0.0	0.0
400841	27.0	4.0
91419	331.0	235.0
91452	2684.0	3036.0
338376	1.0	3.0
145447	15.0	5.0
100313532	2.0	0.0
91442	199.0	196.0
375387	154.0	183.0
91445	4629.0	3936.0
107080554	0.0	1.0
133482	0.0	1.0
100506874	119.0	69.0
100506872	1.0	1.0
169436	72.0	48.0
170425	0.0	0.0
133491	0.0	0.0
91464	147.0	382.0
100506866	204.0	143.0
400892	45.0	61.0
400891	0.0	0.0
91461	430.0	518.0
145483	859.0	749.0
145482	1026.0	1024.0
338339	2.0	4.0
100506810	15.0	14.0
338328	82.0	74.0
100506815	3.0	1.0
326337	0.0	0.0
326339	0.0	0.0
338321	110.0	124.0
338322	1.0	0.0
338323	8.0	5.0
338324	0.0	0.0
341965	1.0	0.0
326341	0.0	0.0
326340	0.0	0.0
326343	23.0	21.0
326342	10.0	4.0
54407	8308.0	9196.0
8710	6.0	6.0
100506834	227.0	121.0
8711	1706.0	1745.0
54413	1044.0	684.0
8703	3241.0	3597.0
101410540	0.0	0.0
8704	3265.0	3129.0
101410541	0.0	0.0
8701	137.0	103.0
101410542	0.0	1.0
54414	4298.0	3992.0
8702	1733.0	1635.0
100506835	8.0	2.0
101410543	10.0	3.0
8707	534.0	191.0
101410544	134.0	56.0
8708	32.0	22.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	1121.0	922.0
8706	1757.0	804.0
326315	0.0	0.0
326317	0.0	0.0
8721	14328.0	20724.0
8722	7844.0	8532.0
8720	11576.0	11542.0
101410537	1.0	1.0
101410538	3369.0	2839.0
341947	2.0	1.0
8714	1550.0	1197.0
8715	48.0	539.0
100506826	63.0	108.0
8712	0.0	0.0
8718	98.0	93.0
101410533	110.0	125.0
101410534	0.0	0.0
326325	0.0	1.0
101410535	67.0	45.0
8717	1276.0	1385.0
54429	17.0	9.0
101410536	16.0	1.0
326307	1022.0	1655.0
8732	1218.0	837.0
8733	7686.0	7926.0
8731	2441.0	2643.0
54431	9793.0	14765.0
400836	0.0	0.0
170487	198.0	615.0
54435	90.0	43.0
54434	2569.0	2739.0
400831	12.0	15.0
54433	564.0	730.0
400830	344.0	260.0
54432	7407.0	8594.0
54439	1491.0	1696.0
8725	5084.0	6794.0
8726	859.0	746.0
54438	461.0	695.0
54437	34.0	92.0
8723	2852.0	2652.0
326310	98.0	224.0
8724	6968.0	4026.0
54436	787.0	1017.0
8729	6730.0	10167.0
100337589	0.0	0.0
170485	1.0	1.0
8727	3043.0	3133.0
8728	594.0	416.0
170482	4.0	1.0
8740	12.0	25.0
8743	17983.0	15420.0
8744	20.0	10.0
8741	982.0	1003.0
8742	2138.0	1846.0
102724868	0.0	0.0
102724866	8.0	9.0
54442	1326.0	1503.0
54441	18.0	8.0
54440	320.0	316.0
400823	33.0	21.0
102724862	0.0	0.0
54443	148.0	220.0
8736	707.0	365.0
8737	2098.0	2172.0
8735	1.0	2.0
326300	5.0	1.0
8738	1212.0	958.0
8739	1.0	22.0
8751	12020.0	9809.0
8754	8995.0	6334.0
8755	0.0	0.0
102724853	0.0	0.0
54453	3283.0	2625.0
255512	130.0	115.0
54457	10.0	3.0
54456	43.0	96.0
554049	1.0	4.0
54455	3135.0	3596.0
54454	621.0	670.0
8747	34.0	42.0
8748	1.0	6.0
8745	150.0	95.0
54458	2933.0	3022.0
400818	270.0	380.0
8749	1.0	0.0
8761	7042.0	12055.0
6100	270.0	337.0
8760	4987.0	4284.0
6102	1150.0	816.0
8766	11627.0	12380.0
6101	4.0	0.0
8763	29798.0	18988.0
6103	436.0	468.0
8764	3794.0	3945.0
54460	3104.0	2904.0
54464	2774.0	2610.0
54463	1758.0	1353.0
54462	3638.0	2860.0
54461	6992.0	10340.0
54468	4260.0	4875.0
54467	2957.0	2603.0
54466	9.0	1.0
54465	750.0	680.0
255520	2528.0	2568.0
8759	0.0	0.0
8756	6.0	78.0
54469	3698.0	3177.0
8772	370.0	380.0
8773	5397.0	4655.0
8771	0.0	0.0
8776	1915.0	1994.0
8777	3668.0	3230.0
8774	2397.0	1864.0
8775	8173.0	8985.0
101928566	0.0	0.0
8767	1046.0	1542.0
6120	2236.0	1698.0
101928571	6.0	12.0
8784	44.0	108.0
6122	210327.0	224627.0
8781	0.0	0.0
6121	378.0	85.0
8787	203.0	102.0
6124	93454.0	101559.0
6123	11.0	17.0
8788	1.0	1.0
8785	19.0	9.0
6126	21.0	37.0
8786	358.0	631.0
6125	75860.0	65246.0
101928578	135.0	85.0
8780	3958.0	3604.0
6117	6189.0	6090.0
8778	18.0	21.0
6119	686.0	534.0
6118	2887.0	2362.0
8794	160.0	55.0
8795	2195.0	1397.0
6130	88841.0	93820.0
8792	396.0	580.0
6133	35595.0	30594.0
6132	101264.0	115553.0
8793	345.0	119.0
8798	1315.0	1110.0
6135	49462.0	62825.0
8799	2520.0	2569.0
6134	88151.0	82554.0
8796	8.0	1.0
6137	71040.0	86138.0
8797	411.0	306.0
6136	42783.0	52975.0
100421307	0.0	0.0
101735302	127.0	88.0
8790	1204.0	942.0
100134444	0.0	0.0
6128	43748.0	45784.0
8789	0.0	22.0
6129	34470.0	38672.0
6142	21751.0	24422.0
6141	61137.0	55511.0
100421311	10.0	2.0
6144	12275.0	12441.0
6143	67637.0	76223.0
100421313	4.0	3.0
6146	17302.0	20496.0
6145	1.0	1.0
6148	0.0	0.0
6147	28095.0	31576.0
100421318	0.0	0.0
100421319	0.0	1.0
100337590	0.0	0.0
100337591	3.0	4.0
6139	2422.0	2623.0
6138	64589.0	59969.0
6152	32208.0	32935.0
6155	31797.0	30754.0
6154	19135.0	22697.0
100421324	0.0	3.0
6157	47173.0	45098.0
6156	37250.0	40457.0
6159	42394.0	48179.0
6158	49415.0	67241.0
100421328	0.0	0.0
6150	1551.0	1755.0
101928527	539.0	405.0
6164	28426.0	29582.0
6163	2.0	3.0
6166	7700.0	8316.0
6165	34722.0	40420.0
6168	49668.0	54860.0
6167	34856.0	40978.0
100421338	1.0	1.0
6169	16217.0	16961.0
101928536	0.0	0.0
6160	47797.0	50230.0
101928537	0.0	3.0
6161	50478.0	53237.0
100421331	0.0	1.0
6175	105144.0	97187.0
6174	82.0	155.0
6176	84621.0	81709.0
101928545	81.0	60.0
6171	21733.0	20041.0
6170	6296.0	7944.0
6173	2408.0	2812.0
6172	178.0	196.0
100421340	0.0	0.0
100421341	1.0	3.0
100421354	0.0	0.0
6185	30887.0	31382.0
101928550	16.0	10.0
6188	78223.0	69023.0
6187	54292.0	69638.0
100421357	0.0	1.0
6189	29197.0	23795.0
101928555	20.0	34.0
6182	876.0	1620.0
6181	34766.0	43356.0
6184	21840.0	22035.0
101928559	2.0	0.0
6183	1320.0	1635.0
100421350	1.0	3.0
100421351	3.0	9.0
100421353	1.0	1.0
6197	6237.0	5368.0
6196	4910.0	8720.0
6199	2904.0	3483.0
6198	1983.0	2146.0
6191	84503.0	84404.0
6193	54105.0	50552.0
6192	18546.0	21440.0
91373	1041.0	985.0
6195	4902.0	6183.0
6194	141886.0	122936.0
390916	1264.0	1742.0
145407	326.0	237.0
100421363	0.0	8.0
100421376	0.0	1.0
100421379	1.0	2.0
91369	2995.0	2319.0
91368	1159.0	1325.0
652489	0.0	3.0
390924	23.0	67.0
389901	6.0	19.0
390928	7.0	3.0
390927	447.0	515.0
100421371	2.0	2.0
100421374	31.0	38.0
389903	3.0	1.0
100421389	0.0	1.0
91392	698.0	632.0
389935	0.0	0.0
389932	0.0	0.0
100421384	14.0	14.0
100421398	3.0	2.0
100421399	0.0	6.0
101928513	5.0	8.0
91380	0.0	0.0
390904	0.0	3.0
145438	56.0	34.0
100421390	1.0	0.0
100421391	0.0	0.0
100421395	1.0	11.0
100421397	3.0	0.0
375316	12.0	12.0
375318	0.0	0.0
390963	134.0	59.0
375307	92.0	40.0
389941	107.0	100.0
389948	0.0	0.0
375337	1.0	0.0
377997	0.0	0.0
387316	1.0	0.0
121456	50.0	47.0
387317	0.0	0.0
121457	746.0	571.0
389976	0.0	1.0
375341	624.0	931.0
387319	0.0	0.0
375323	16.0	5.0
389970	1.0	7.0
390940	251.0	101.0
133418	4640.0	4906.0
390948	0.0	0.0
121441	1252.0	1048.0
390949	0.0	0.0
652411	2.0	5.0
145370	2.0	5.0
102724954	0.0	0.0
54596	4.0	2.0
375484	711.0	713.0
91526	432.0	422.0
133396	41.0	35.0
196951	397.0	378.0
91523	154.0	182.0
91522	516.0	229.0
121391	3.0	0.0
145376	17.0	10.0
400986	73.0	47.0
400984	4.0	6.0
196968	33.0	13.0
157378	570.0	742.0
723961	0.0	0.0
145389	385.0	301.0
157381	170.0	63.0
91543	240.0	159.0
91544	606.0	625.0
102724923	2.0	1.0
652423	0.0	1.0
169355	1.0	2.0
400966	0.0	1.0
121364	0.0	0.0
400961	1666.0	3287.0
157376	0.0	0.0
91574	1794.0	1518.0
157313	39.0	27.0
157317	0.0	1.0
147991	4100.0	3056.0
399495	0.0	1.0
159963	0.0	1.0
100506965	333.0	545.0
100506963	71.0	100.0
387495	0.0	0.0
387496	704.0	600.0
387494	0.0	1.0
387491	1.0	0.0
387492	21.0	10.0
387486	0.0	0.0
157310	3005.0	1676.0
100506994	52.0	51.0
338470	3.0	0.0
170302	69.0	996.0
204010	0.0	1.0
399473	39.0	77.0
399474	977.0	643.0
91584	376.0	302.0
159989	76.0	21.0
91582	3763.0	4517.0
107126360	6.0	12.0
133383	488.0	282.0
100506930	1985.0	2280.0
