id	6598740f-64d5-4b20-af26-dac644efc45f	d487c477-1052-4b32-8df9-edf0e6872bd4
100128055	0.0	3.0
647436	54.0	35.0
128387	1200.0	1488.0
131973	0.0	3.0
1822	17902.0	13149.0
1821	8.0	64.0
1820	354.0	723.0
100128041	0.0	1.0
1829	28886.0	3114.0
1828	1260.0	46.0
1827	36720.0	7079.0
285093	3.0	1.0
1826	51.0	8.0
100128043	0.0	0.0
1825	2902.0	277.0
100128042	1.0	0.0
1824	14307.0	4500.0
1823	318.0	5.0
100128044	2.0	2.0
407977	2.0	1.0
407975	88.0	44.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	6.0	11.0
1832	61920.0	68437.0
1831	8338.0	7403.0
1830	1317.0	190.0
574016	1.0	5.0
100128036	0.0	0.0
1839	718.0	850.0
1838	5144.0	736.0
346528	6.0	1.0
1837	3257.0	275.0
1836	5522.0	9324.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	3.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	357.0	643.0
1843	13802.0	10728.0
1842	1727.0	2726.0
1841	896.0	1136.0
1840	497.0	439.0
574028	12.0	1.0
574029	5.0	3.0
100128025	44.0	5.0
1849	1671.0	1768.0
346517	0.0	0.0
1848	9845.0	3983.0
1847	2210.0	1650.0
100128020	1.0	2.0
1846	13832.0	23403.0
100128023	0.0	0.0
1845	5693.0	10314.0
153396	2677.0	1941.0
1855	3023.0	5696.0
1854	3731.0	4342.0
100131671	1.0	2.0
1852	51.0	1.0
1850	1898.0	895.0
100131678	0.0	0.0
1859	11505.0	8017.0
1857	6610.0	8861.0
1856	3235.0	2582.0
724068	0.0	0.0
724067	0.0	0.0
202781	1200.0	602.0
1861	2902.0	4853.0
100131688	0.0	0.0
1869	420.0	882.0
724094	4.0	0.0
1880	1185.0	2715.0
1877	1847.0	1808.0
100131691	182.0	190.0
1876	1005.0	757.0
1875	1026.0	803.0
83417	0.0	2.0
100131693	23.0	48.0
100327036	2.0	1.0
83416	97.0	152.0
200132	66.0	90.0
1874	2727.0	2981.0
1872	8.0	3.0
1871	1394.0	2079.0
1870	141.0	827.0
1879	1625.0	1186.0
724087	6.0	24.0
1891	5283.0	6001.0
1890	2892.0	8748.0
83401	18.0	5.0
1889	20676.0	24448.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	3747.0	983.0
58472	2448.0	6810.0
200149	0.0	0.0
58475	2727.0	6461.0
724038	2.0	2.0
83439	4423.0	470.0
1896	525.0	161.0
58477	4089.0	7715.0
58476	1394.0	3392.0
1894	1875.0	6438.0
1893	2746.0	15254.0
1892	5715.0	10115.0
58478	3391.0	5658.0
200150	297.0	7.0
724022	0.0	1.0
58484	180.0	604.0
724026	1.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	2581.0	1616.0
724024	0.0	0.0
58486	6123.0	3381.0
58485	3044.0	4997.0
724023	0.0	0.0
58480	6255.0	1038.0
724029	10.0	4.0
200159	7.0	13.0
724028	0.0	0.0
724027	3.0	0.0
58488	1455.0	1973.0
58487	8222.0	5614.0
200162	76.0	20.0
58489	2190.0	2123.0
58495	1131.0	645.0
724059	1.0	0.0
58494	3642.0	1552.0
58497	3501.0	3398.0
58496	356.0	86.0
58491	941.0	909.0
58490	3404.0	6240.0
58493	2354.0	2691.0
58492	484.0	258.0
58499	5285.0	2933.0
58498	62.0	0.0
200172	37.0	15.0
83451	2668.0	1772.0
83450	793.0	701.0
83452	1753.0	2005.0
153364	1731.0	1211.0
83448	2820.0	3693.0
200186	3664.0	4477.0
83447	0.0	1.0
200185	705.0	819.0
83449	38.0	19.0
83444	265.0	115.0
83443	2810.0	3174.0
83446	1.0	0.0
83445	3.0	2.0
83440	4198.0	6537.0
83442	3271.0	11616.0
114984	905.0	1330.0
114987	1207.0	812.0
391603	2.0	2.0
10657	18537.0	18940.0
126969	1141.0	736.0
10656	1098.0	612.0
10659	5622.0	3056.0
10658	10539.0	12352.0
114990	1201.0	691.0
114991	3581.0	2965.0
10651	2057.0	2433.0
10650	220.0	142.0
10653	20213.0	26274.0
10652	4519.0	8087.0
342667	22890.0	590.0
10655	37.0	21.0
643812	0.0	0.0
342666	15.0	17.0
10654	2191.0	2845.0
136306	337.0	10.0
126961	0.0	0.0
10668	1116.0	681.0
10667	1340.0	1572.0
643827	132.0	12.0
10669	866.0	674.0
10660	0.0	1.0
10661	4.0	17.0
731220	105.0	264.0
138971	0.0	5.0
10664	7465.0	5806.0
10663	462.0	254.0
10666	447.0	509.0
731223	6.0	7.0
10665	28.0	5.0
136319	14129.0	22348.0
163933	19.0	31.0
317691	0.0	0.0
339005	279.0	173.0
10635	342.0	1065.0
10634	3049.0	4317.0
10637	13.0	1.0
10636	864.0	1749.0
10638	0.0	0.0
114971	1020.0	1633.0
10631	26552.0	255390.0
643836	3881.0	3090.0
10630	1838.0	1557.0
643837	809.0	989.0
10633	478.0	38.0
643834	0.0	0.0
10632	7833.0	12725.0
100124394	0.0	0.0
10645	5495.0	7201.0
10648	4.0	3.0
10647	72360.0	171525.0
148304	500.0	377.0
114960	1.0	0.0
10640	5794.0	8977.0
136332	66.0	162.0
10642	6.0	17.0
643847	0.0	0.0
10641	1605.0	2242.0
10644	929.0	81.0
10643	9.0	47.0
317671	214.0	193.0
643862	1.0	0.0
391642	0.0	3.0
10609	1011.0	2054.0
391647	2.0	4.0
10613	4817.0	5561.0
10612	1482.0	2238.0
10615	667.0	1957.0
10614	3591.0	4616.0
10617	4314.0	3157.0
401525	0.0	0.0
10616	4927.0	5285.0
10618	26049.0	24562.0
643854	0.0	0.0
643853	168.0	372.0
643859	0.0	0.0
10611	20098.0	18113.0
10610	2727.0	1507.0
643872	9.0	10.0
643873	482.0	672.0
643870	41.0	50.0
317684	5.0	6.0
391655	6.0	5.0
391657	0.0	1.0
391656	4.0	2.0
317687	0.0	0.0
10623	3089.0	3062.0
10626	662.0	684.0
10625	14222.0	11409.0
10628	83498.0	42217.0
10627	15887.0	20245.0
10629	723.0	840.0
342618	16.0	0.0
643865	1.0	0.0
643866	296.0	316.0
10620	390.0	512.0
10622	376.0	475.0
10621	1423.0	1327.0
101954275	0.0	0.0
101954276	3.0	1.0
643880	0.0	0.0
101954273	13.0	1.0
643884	0.0	0.0
101954277	0.0	0.0
101954278	25.0	12.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	164.0	28.0
83606	6513.0	14103.0
101954271	0.0	2.0
83605	1895.0	2614.0
101954272	17.0	3.0
83608	1244.0	786.0
83607	3623.0	2833.0
151903	2191.0	1767.0
401507	0.0	0.0
317649	3857.0	2933.0
391627	0.0	0.0
401505	766.0	1119.0
388007	0.0	0.0
317648	1159.0	452.0
100419709	33.0	51.0
100419705	0.0	1.0
643875	0.0	1.0
401509	180.0	151.0
401508	0.0	0.0
101954264	0.0	1.0
138948	50.0	29.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	5.0	0.0
102464827	0.0	0.0
391630	1.0	0.0
102464828	0.0	0.0
317662	2841.0	2948.0
100419711	7.0	9.0
102464825	0.0	0.0
56000	22.0	59.0
391632	2.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	154.0	146.0
102464824	0.0	0.0
56005	3085.0	8965.0
10602	4672.0	1714.0
56006	2946.0	4147.0
83604	6911.0	7297.0
10603	154.0	184.0
10606	11456.0	16453.0
100419717	2.0	0.0
56001	0.0	0.0
10605	5484.0	6609.0
10608	5052.0	4042.0
10607	2649.0	3028.0
10600	6437.0	7996.0
101929254	1.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	1.0	0.0
391686	2.0	3.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	1.0
102464835	0.0	0.0
148362	5625.0	8395.0
102464832	0.0	0.0
100271849	34.0	17.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	1.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	774.0	6604.0
112398	1292.0	2117.0
100419735	0.0	0.0
391697	1.0	0.0
391696	3.0	1.0
100419733	0.0	0.0
388021	2.0	1.0
100419734	0.0	0.0
391698	4.0	20.0
100419731	0.0	0.0
100271836	407.0	200.0
100419732	1.0	1.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	0.0	1.0
101954204	0.0	0.0
199953	1061.0	1156.0
161357	0.0	3.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	3.0	6.0
731275	169.0	71.0
199920	403.0	1829.0
222826	21.0	11.0
101929286	6.0	1.0
391670	6.0	7.0
391672	3.0	6.0
161342	36.0	6.0
148398	37.0	91.0
100419758	125.0	26.0
100419751	4.0	0.0
124359	1434.0	4647.0
101929293	23.0	6.0
100420752	1.0	4.0
100420754	0.0	0.0
10691	1951.0	1941.0
10690	1412.0	6.0
101929212	32.0	12.0
101929218	0.0	0.0
388076	0.0	2.0
388077	0.0	0.0
100419764	0.0	1.0
199900	0.0	0.0
151963	948.0	457.0
10693	559.0	257.0
10692	24.0	20.0
10695	3143.0	4837.0
10694	14046.0	20386.0
10699	46.0	1211.0
101929221	0.0	1.0
100420763	0.0	0.0
101929225	4.0	1.0
101929222	1.0	25.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	4790.0	6979.0
101929239	0.0	0.0
100419788	1.0	0.0
148345	8.0	82.0
101929238	0.0	1.0
220213	2308.0	1245.0
10678	4806.0	2924.0
151987	7187.0	7781.0
10671	2280.0	3004.0
10670	5654.0	6702.0
10673	357.0	1012.0
10672	7757.0	16612.0
10675	40.0	19.0
10677	487.0	500.0
100419793	2.0	0.0
100420784	1.0	0.0
100420786	1.0	0.0
101929247	0.0	0.0
100420787	5.0	0.0
101929244	2.0	43.0
220202	11.0	2.0
222865	236.0	41.0
10682	1454.0	2472.0
10681	2607.0	1213.0
10683	12.0	5.0
10686	106.0	12.0
136371	0.0	0.0
643803	0.0	0.0
10687	390.0	349.0
100419682	0.0	0.0
100420678	36.0	33.0
222894	0.0	0.0
100419687	2.0	3.0
283807	279.0	156.0
653194	0.0	0.0
83598	7.0	1.0
83597	0.0	0.0
653199	125.0	101.0
83594	2624.0	4373.0
83593	2151.0	3133.0
83596	463.0	726.0
83595	720.0	487.0
83590	1023.0	1601.0
653190	7.0	0.0
653192	0.0	0.0
83592	394.0	167.0
83591	569.0	859.0
1909	1393.0	2558.0
100420689	8.0	12.0
1908	1239.0	56.0
161291	5487.0	5621.0
653188	0.0	0.0
653189	96.0	126.0
1907	45.0	77.0
1906	3484.0	254.0
197258	2105.0	1230.0
1903	955.0	2649.0
197259	971.0	1886.0
1902	1632.0	1654.0
1901	3487.0	2962.0
100420681	0.0	2.0
197257	535.0	951.0
449491	0.0	0.0
100420695	0.0	1.0
449493	0.0	0.0
449492	0.0	0.0
1910	1990.0	1864.0
1917	45.0	26.0
1915	604591.0	459551.0
1912	7328.0	8033.0
1911	1362.0	1127.0
101929202	1.0	0.0
101929203	7.0	12.0
199899	0.0	0.0
148281	122.0	25.0
219287	7.0	1.0
161253	46.0	49.0
219285	3281.0	4953.0
283849	287.0	395.0
283848	736.0	370.0
1932	16.0	8.0
283847	10.0	0.0
256227	18.0	73.0
256223	0.0	0.0
1939	7330.0	5382.0
1938	238951.0	303841.0
1937	23.0	16.0
1936	9526.0	10910.0
1934	24.0	18.0
1933	31373.0	20229.0
161247	25.0	29.0
219293	761.0	436.0
1943	1.0	2.0
1942	8410.0	6808.0
256236	383.0	721.0
1949	1694.0	322.0
199870	1765.0	1351.0
1948	8893.0	3172.0
1947	1605.0	2183.0
1946	4441.0	132.0
1945	1053.0	1023.0
1944	436.0	216.0
161271	0.0	0.0
1954	4413.0	4717.0
1953	1719.0	2412.0
1952	7270.0	4837.0
1951	370.0	637.0
1950	4379.0	20.0
283820	962.0	1930.0
1959	3363.0	1090.0
1958	31848.0	9537.0
1956	18963.0	1672.0
1955	5035.0	5169.0
1965	6563.0	11046.0
1964	9475.0	9183.0
199857	716.0	1177.0
1962	1274.0	812.0
1961	0.0	1.0
1960	3630.0	792.0
220296	33.0	5.0
1969	3031.0	973.0
1968	25158.0	33282.0
1967	4655.0	4604.0
114904	678.0	2978.0
114905	159.0	98.0
114907	37258.0	18178.0
114908	42288.0	36898.0
340094	0.0	0.0
643783	301.0	238.0
114900	22.0	15.0
653108	14.0	117.0
401450	0.0	0.0
114902	0.0	0.0
1975	62230.0	57436.0
1974	44749.0	38441.0
1973	859.0	727.0
283888	5.0	1.0
401447	1.0	0.0
653113	162.0	120.0
1979	17948.0	21590.0
1978	1143.0	2507.0
1977	2347.0	4140.0
643790	31.0	60.0
1990	2.0	0.0
256281	799.0	918.0
1987	4.0	0.0
1986	3.0	15.0
1984	13662.0	25692.0
1983	21819.0	25278.0
1982	56135.0	110598.0
283876	226.0	146.0
1981	26323.0	42124.0
1980	27.0	29.0
283871	494.0	1098.0
283870	107.0	89.0
105375616	1.0	1.0
340075	63.0	496.0
340073	0.0	0.0
653125	11.0	2.0
401431	167.0	135.0
83528	0.0	5.0
1998	5076.0	4297.0
1997	10513.0	10654.0
283869	3.0	9.0
1996	47.0	51.0
401428	17.0	13.0
83538	146.0	98.0
1995	7.0	1.0
401427	220.0	56.0
283867	0.0	25.0
1994	5178.0	7124.0
1993	181.0	552.0
1992	5220.0	7645.0
1991	8.0	1.0
283860	11.0	4.0
83530	7.0	13.0
340069	1.0	6.0
1999	32228.0	7520.0
105375606	3.0	2.0
340061	2792.0	4666.0
653115	96.0	95.0
653121	1080.0	1286.0
653122	86.0	166.0
283854	0.0	0.0
653123	0.0	0.0
401491	109.0	4.0
100124412	0.0	0.0
653147	19.0	13.0
401498	0.0	8.0
653149	76.0	403.0
401497	0.0	0.0
401494	995.0	1846.0
401492	3171.0	761.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	5727.0	4450.0
83539	2862.0	51.0
83547	318.0	1075.0
83546	13.0	47.0
653140	12.0	4.0
83549	2195.0	2203.0
83548	6301.0	4545.0
83543	11076.0	719.0
653145	201.0	91.0
83544	1749.0	2899.0
83541	991.0	986.0
83540	198.0	787.0
126917	6702.0	880.0
340037	29.0	12.0
114926	2472.0	2253.0
114928	2117.0	442.0
339044	2.0	1.0
256297	2.0	0.0
401474	2490.0	2865.0
653174	0.0	0.0
653175	7.0	3.0
340024	0.0	0.0
114915	3277.0	1501.0
401466	2518.0	2016.0
653162	51.0	43.0
653163	0.0	0.0
283899	3475.0	2334.0
653166	0.0	0.0
283897	157.0	313.0
339145	2.0	2.0
391723	0.0	0.0
391722	19.0	7.0
10778	2941.0	2651.0
10777	2.0	2.0
10772	12097.0	12140.0
340120	11.0	4.0
10771	12892.0	11837.0
10773	1954.0	2194.0
10776	14094.0	26472.0
10775	1405.0	2349.0
10788	15803.0	13741.0
391739	4.0	4.0
10781	4584.0	3426.0
10780	1312.0	1312.0
10783	4285.0	6085.0
10782	2752.0	2290.0
10785	818.0	1084.0
10787	19351.0	11821.0
10786	0.0	3.0
102606463	4618.0	35.0
731308	0.0	1.0
339122	118.0	141.0
339123	2431.0	2973.0
102606462	0.0	2.0
391701	3.0	3.0
391703	0.0	1.0
151827	172.0	137.0
126826	1.0	3.0
643719	63.0	15.0
10755	3245.0	4477.0
151825	2.0	3.0
10758	4186.0	1273.0
126823	299.0	421.0
126820	32.0	84.0
10750	90.0	110.0
10752	2430.0	711.0
10751	0.0	0.0
10753	65.0	177.0
643714	13.0	7.0
138864	0.0	1.0
391712	11.0	18.0
391714	3.0	0.0
114836	292.0	1205.0
10767	4361.0	4012.0
10766	4883.0	7283.0
151835	10.0	24.0
10769	19881.0	6256.0
391718	2.0	0.0
10768	14976.0	18503.0
126811	1.0	1.0
643723	25.0	2.0
10761	10.0	26.0
10763	9540.0	4718.0
10762	4833.0	7778.0
10765	10202.0	7971.0
101929179	0.0	1.0
388112	0.0	0.0
339105	153.0	70.0
83707	1008.0	1484.0
83706	877.0	8368.0
10734	284.0	127.0
10733	539.0	918.0
83714	788.0	330.0
10736	77.0	152.0
401648	9.0	4.0
643739	0.0	1.0
10735	17839.0	15707.0
401647	505.0	409.0
10738	1.0	3.0
401646	2.0	0.0
10737	23.0	2.0
10739	4.0	8.0
376132	0.0	0.0
10730	16157.0	22218.0
101929184	0.0	0.0
10732	1116.0	1365.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	43.0	93.0
124221	97.0	179.0
124222	486.0	674.0
114897	957.0	1155.0
114898	50.0	64.0
124220	1697.0	3370.0
114899	466.0	553.0
391777	60.0	75.0
10745	813.0	2158.0
56104	147.0	52.0
83700	3719.0	2450.0
401638	3.0	3.0
10744	5.0	2.0
56105	137.0	108.0
10747	320.0	88.0
401637	4.0	1.0
56106	375.0	173.0
10746	7994.0	9113.0
56107	284.0	161.0
10749	8890.0	14519.0
56100	269.0	151.0
401634	0.0	0.0
10748	504.0	217.0
56101	437.0	426.0
56102	135.0	56.0
56103	208.0	221.0
643744	8.0	25.0
10741	3131.0	3727.0
56108	179.0	94.0
10740	49.0	70.0
643749	312.0	112.0
56109	270.0	175.0
10743	5378.0	4684.0
342732	15.0	13.0
10742	2048.0	1601.0
101929198	4.0	0.0
101929196	8.0	3.0
100420811	1.0	0.0
114884	1723.0	1740.0
317774	2.0	2.0
114885	2407.0	4441.0
401630	0.0	0.0
317772	1.0	2.0
100419821	1.0	1.0
56110	170.0	122.0
317778	0.0	0.0
83729	6.0	3.0
317775	0.0	0.0
83734	690.0	553.0
10712	1511.0	2465.0
83733	52.0	165.0
10714	2447.0	2218.0
126868	13.0	11.0
317769	0.0	0.0
100419829	0.0	0.0
10713	3800.0	3398.0
317768	2.0	2.0
10716	0.0	1.0
100419827	0.0	0.0
56111	161.0	106.0
10715	27.0	12.0
56112	61.0	25.0
56113	265.0	142.0
83732	2524.0	2377.0
10718	277.0	64.0
10717	1309.0	1268.0
56114	47.0	76.0
388125	98.0	163.0
401629	0.0	0.0
317781	2588.0	1535.0
388122	4.0	9.0
83719	2881.0	2359.0
56120	16.0	10.0
56121	163.0	194.0
114876	9658.0	5437.0
388121	309.0	191.0
83716	1920.0	7609.0
83715	1612.0	3273.0
114879	2085.0	1983.0
100420829	0.0	0.0
10723	6168.0	10969.0
56126	189.0	147.0
83723	9.0	14.0
126859	30.0	49.0
56127	138.0	65.0
10725	10497.0	5658.0
56128	41.0	25.0
56129	269.0	137.0
10724	23805.0	16357.0
114880	371.0	385.0
56122	565.0	393.0
388115	5567.0	571.0
401613	6.0	38.0
114881	1212.0	1518.0
10726	5959.0	6351.0
56123	162.0	274.0
401612	289.0	266.0
114882	9494.0	21807.0
56124	170.0	126.0
10728	22823.0	25437.0
114883	12373.0	7089.0
56125	200.0	123.0
643766	0.0	0.0
10721	200.0	623.0
10720	5577.0	33054.0
100420830	1.0	0.0
136259	7.0	2.0
100420834	0.0	0.0
317751	52.0	18.0
124274	0.0	0.0
388152	84.0	36.0
317754	2.0	3.0
317753	2.0	3.0
317749	868.0	842.0
342705	5.0	10.0
151888	48.0	162.0
151887	8331.0	34112.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	837.0	423.0
100420843	0.0	0.0
100293090	3877.0	3671.0
148254	1177.0	810.0
317762	2618.0	1872.0
317761	1.0	0.0
100419854	0.0	0.0
317760	34.0	19.0
317767	2.0	4.0
100271715	115.0	33.0
148252	722.0	169.0
100271722	723.0	300.0
199834	0.0	0.0
388135	82.0	238.0
101929152	53.0	21.0
100420854	1.0	0.0
222950	115.0	15.0
100419867	2.0	0.0
148266	768.0	1020.0
100419868	9.0	6.0
148268	1096.0	1260.0
100419866	0.0	0.0
100420859	0.0	0.0
124245	3161.0	2617.0
317729	4.0	0.0
136288	5.0	1.0
199800	82.0	61.0
101930150	0.0	0.0
163882	3191.0	3840.0
388165	334.0	45.0
100419873	0.0	0.0
100271700	86.0	72.0
100271703	0.0	0.0
100271702	4.0	9.0
100420875	1.0	2.0
100420877	2.0	0.0
388199	0.0	1.0
22794	11511.0	10649.0
22795	502.0	4851.0
22796	3492.0	5148.0
22797	527.0	6499.0
22798	11.0	11.0
317705	1.0	2.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	2.0
138881	26.0	5.0
100420881	0.0	0.0
388181	1.0	1.0
100419893	4.0	2.0
222967	4.0	4.0
219333	4010.0	6100.0
136227	14.0	27.0
222962	117.0	67.0
148213	803.0	1409.0
388182	37.0	26.0
100419895	0.0	0.0
317716	0.0	0.0
148203	781.0	869.0
317719	15.0	11.0
148206	739.0	796.0
163859	3090.0	3200.0
101929110	6.0	7.0
101929111	1.0	0.0
219348	336.0	307.0
219347	138.0	62.0
100420898	5.0	2.0
148223	1262.0	1554.0
10799	543.0	643.0
136242	12.0	6.0
10791	787.0	887.0
10794	440.0	154.0
10793	1142.0	1170.0
10795	4014.0	3456.0
10798	0.0	0.0
10797	3117.0	8438.0
101929121	0.0	0.0
101929120	0.0	0.0
101929127	20.0	5.0
317701	0.0	0.0
220323	1355.0	4810.0
148231	0.0	0.0
148229	90.0	126.0
151877	38.0	5.0
151871	0.0	0.0
93035	686.0	43.0
161176	1424.0	1484.0
56097	20.0	16.0
56098	15.0	9.0
56099	613.0	484.0
93034	28.0	20.0
283927	364.0	140.0
220359	20.0	26.0
653073	0.0	0.0
653075	1.0	0.0
256302	2257.0	2496.0
105373144	0.0	1.0
81050	0.0	0.0
199786	34.0	133.0
256309	442.0	195.0
100420792	6.0	0.0
95681	1211.0	1286.0
283914	0.0	0.0
81047	1.0	0.0
197131	5807.0	5121.0
197135	131.0	81.0
653061	12.0	1.0
93058	649.0	442.0
161198	2025.0	2102.0
283902	1.0	0.0
220382	186.0	283.0
81078	8.0	36.0
81079	0.0	1.0
81075	0.0	0.0
81076	0.0	0.0
100114903	2.0	3.0
199777	1463.0	1920.0
81061	0.0	0.0
653082	281.0	56.0
81090	0.0	0.0
100271649	0.0	0.0
199746	609.0	412.0
100271655	11.0	15.0
81099	0.0	0.0
100271650	17.0	14.0
199745	205.0	387.0
148170	386.0	501.0
256364	2808.0	3929.0
163786	975.0	1177.0
220388	112.0	26.0
100271639	0.0	0.0
163782	1321.0	178.0
100271646	39.0	19.0
283953	0.0	1.0
256355	32.0	69.0
100271644	1.0	1.0
283951	519.0	698.0
256356	5913.0	3437.0
100271643	3.0	6.0
100271640	4.0	2.0
81081	0.0	0.0
161159	20.0	8.0
148189	866.0	885.0
93099	2904.0	478.0
100271627	3.0	4.0
283948	247.0	129.0
256329	202.0	185.0
100271634	2.0	2.0
100271636	2.0	4.0
100271630	3.0	9.0
100271633	2.0	1.0
100271632	4.0	6.0
199720	45.0	11.0
93082	1523.0	1377.0
161145	1702.0	1187.0
100271617	0.0	1.0
100271616	11.0	8.0
161142	16.0	10.0
100271619	0.0	0.0
148198	109.0	6.0
100271618	4.0	5.0
100271624	3.0	4.0
100271623	1.0	1.0
283933	180.0	122.0
100271625	1.0	1.0
93081	490.0	689.0
100271620	4.0	3.0
283932	222.0	321.0
100271622	1.0	4.0
100271621	2.0	1.0
199731	2670.0	1964.0
100124332	0.0	0.0
643664	5.0	7.0
256394	469.0	709.0
83637	8155.0	9859.0
83636	1984.0	2873.0
401565	15.0	8.0
401563	29.0	52.0
401562	10.0	5.0
401561	45.0	17.0
283999	3.0	0.0
283994	1.0	1.0
643668	39.0	8.0
283991	1593.0	1869.0
340198	6.0	5.0
643669	36.0	5.0
340192	0.0	0.0
643680	36.0	12.0
197196	5.0	2.0
56033	8.0	14.0
401551	1.0	3.0
83657	129.0	96.0
83656	3.0	0.0
83659	5.0	0.0
283989	1733.0	1873.0
83658	3778.0	6103.0
401548	3956.0	2818.0
56034	7795.0	3019.0
283987	5354.0	6544.0
256369	0.0	0.0
401546	1812.0	2527.0
83655	0.0	0.0
283985	2.0	0.0
283982	0.0	0.0
283981	51.0	21.0
643677	16.0	8.0
83650	3.0	4.0
197187	100.0	72.0
449520	3.0	3.0
401541	487.0	2048.0
401540	1.0	0.0
83639	3.0	2.0
83638	2402.0	1901.0
256380	149.0	104.0
449518	0.0	0.0
83648	651.0	112.0
401537	15.0	31.0
83647	0.0	0.0
83641	21614.0	53038.0
401535	26.0	11.0
83643	1428.0	1353.0
401533	7.0	2.0
643689	8.0	7.0
283971	0.0	0.0
83640	913.0	1001.0
283970	9.0	9.0
114826	1992.0	1452.0
114827	115.0	423.0
378706	2.0	1.0
378707	0.0	0.0
378708	191.0	298.0
339184	4.0	3.0
339186	1.0	0.0
56052	1009.0	1962.0
114821	452.0	39.0
114822	1054.0	1462.0
114823	17711.0	6301.0
114824	10.0	2.0
114825	2360.0	2277.0
643699	151.0	36.0
340168	0.0	0.0
114815	40.0	13.0
114817	0.0	0.0
114818	3859.0	273.0
114819	481.0	191.0
339175	1232.0	2401.0
56063	784.0	822.0
653017	0.0	0.0
56061	4556.0	6172.0
56062	245.0	177.0
114814	188.0	147.0
83667	732.0	1116.0
83666	4950.0	10232.0
83660	5545.0	5256.0
340156	385.0	55.0
83661	6.0	1.0
114804	226.0	95.0
114805	152.0	37.0
340152	59.0	119.0
339168	0.0	0.0
114800	163.0	54.0
114801	774.0	1476.0
93010	227.0	162.0
114803	6756.0	5056.0
83697	7.0	1.0
81034	2092.0	2924.0
81035	1641.0	1255.0
83696	2729.0	3090.0
83699	8065.0	718.0
81037	5510.0	8883.0
83698	111.0	6.0
401588	320.0	235.0
83693	2938.0	2295.0
81030	121.0	140.0
83692	2881.0	6819.0
81031	2865.0	7640.0
83695	1841.0	2638.0
81033	0.0	0.0
83694	949.0	437.0
340146	0.0	0.0
83690	10721.0	562.0
81027	13.0	26.0
81029	694.0	88.0
653042	0.0	0.0
653045	10.0	9.0
81025	7.0	3.0
401577	274.0	419.0
22877	8043.0	8991.0
22878	6512.0	5694.0
22879	4369.0	4168.0
22870	4438.0	9746.0
22871	108.0	30.0
22872	16571.0	27158.0
22873	903.0	714.0
22874	10451.0	4157.0
22875	3649.0	5203.0
22876	2599.0	2089.0
10899	5733.0	11441.0
10898	1451.0	1400.0
10891	647.0	1093.0
136540	0.0	0.0
10890	12273.0	13285.0
10893	295.0	91.0
10892	3839.0	2838.0
136541	1.0	0.0
10895	1.0	0.0
342426	0.0	0.0
10894	828.0	437.0
10897	1889.0	3452.0
10896	46.0	19.0
22888	1659.0	869.0
22889	5770.0	4413.0
22880	4445.0	4682.0
124540	7061.0	11273.0
22881	1285.0	831.0
22882	5083.0	2962.0
22883	20030.0	17772.0
22884	2471.0	3030.0
22885	2515.0	4513.0
22887	8235.0	7167.0
342419	1.0	4.0
124538	0.0	0.0
124535	12.0	14.0
148523	410.0	241.0
283598	1.0	0.0
283596	325.0	205.0
283592	7.0	0.0
22856	9244.0	12139.0
161514	1.0	0.0
731424	2.0	5.0
22858	5670.0	4725.0
22859	3315.0	3512.0
22850	2891.0	2696.0
22852	2170.0	2564.0
22853	3863.0	3578.0
22854	20.0	12.0
10877	0.0	0.0
10876	2.0	0.0
100419909	0.0	0.0
10879	15.0	14.0
10878	7.0	19.0
148534	811.0	62.0
104169670	12.0	3.0
104169671	0.0	1.0
100419903	13.0	24.0
283587	9.0	22.0
10871	78.0	2007.0
10870	83.0	153.0
10873	2243.0	2972.0
10875	3358.0	4105.0
10874	6.0	1.0
22866	167.0	53.0
22868	3985.0	3354.0
22869	2321.0	1498.0
100309464	1.0	0.0
161502	21.0	13.0
