id	ef51ae2e-91ac-4d5f-ba2a-0ae978ba33b9	36bcb602-58b0-4731-8d2c-090eaac15d29
1903	4028.0	4805.0
197259	851.0	582.0
1902	2668.0	1665.0
1901	5817.0	819.0
100420681	0.0	0.0
197257	1211.0	433.0
449491	2.0	0.0
100420695	1.0	0.0
449493	1.0	0.0
449492	0.0	0.0
1910	3237.0	282.0
1917	410.0	11098.0
1915	481537.0	238807.0
1912	8319.0	3222.0
1911	1434.0	543.0
101929202	5.0	2.0
101929203	3.0	17.0
199899	1.0	22.0
148281	65.0	24.0
219287	0.0	0.0
161253	29.0	47.0
219285	3327.0	3146.0
283849	305.0	74.0
283848	297.0	280.0
1932	0.0	1.0
283847	3.0	2.0
256227	31.0	28.0
256223	0.0	0.0
1939	5650.0	3150.0
1938	178734.0	30935.0
1937	20.0	5.0
1936	8264.0	2635.0
1934	4.0	3.0
1933	20509.0	5932.0
161247	20.0	7.0
219293	393.0	1274.0
1943	0.0	0.0
1942	4402.0	4699.0
256236	280.0	117.0
1949	1301.0	301.0
199870	1636.0	1130.0
1948	4786.0	1564.0
1947	3762.0	540.0
1946	2415.0	1023.0
1945	563.0	405.0
1944	235.0	458.0
161271	0.0	0.0
1954	4473.0	667.0
1953	2187.0	217.0
1952	7630.0	5434.0
1951	197.0	179.0
1950	757.0	3845.0
283820	838.0	349.0
1959	12280.0	1087.0
1958	113252.0	4590.0
1956	19272.0	1016.0
1955	7796.0	2143.0
1965	5917.0	6005.0
1964	9742.0	9722.0
199857	773.0	1554.0
1962	1728.0	1009.0
1961	5.0	0.0
1960	17827.0	426.0
220296	574.0	0.0
1969	3471.0	233.0
1968	18548.0	22072.0
1967	4514.0	6975.0
114904	671.0	2613.0
114905	860.0	142.0
114907	22490.0	5847.0
114908	23072.0	21123.0
340094	0.0	0.0
643783	228.0	205.0
114900	15.0	6.0
653108	2.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	44875.0	29162.0
1974	34075.0	11197.0
1973	1059.0	330.0
283888	7.0	2.0
401447	0.0	0.0
653113	142.0	21.0
1979	28584.0	13403.0
1978	1127.0	3147.0
1977	2391.0	5649.0
643790	13.0	3.0
1990	1.0	3.0
256281	688.0	187.0
1987	2.0	5.0
1986	1.0	1.0
1984	13102.0	19068.0
1983	20823.0	52162.0
1982	67634.0	135937.0
283876	182.0	71.0
1981	20696.0	14232.0
1980	21.0	4.0
283871	501.0	695.0
283870	81.0	13.0
105375616	0.0	1.0
340075	164.0	190.0
340073	0.0	0.0
653125	15.0	0.0
401431	290.0	51.0
83528	1.0	0.0
1998	4338.0	3657.0
1997	8310.0	12525.0
283869	4.0	5.0
1996	34.0	27.0
401428	36.0	19.0
83538	247.0	44.0
1995	1.0	0.0
401427	239.0	71.0
283867	2.0	48.0
1994	4240.0	6376.0
1993	36.0	205.0
1992	4967.0	6041.0
1991	12.0	0.0
283860	19.0	0.0
83530	6.0	8.0
340069	6.0	0.0
1999	9569.0	5304.0
105375606	0.0	3.0
340061	3732.0	1507.0
653115	89.0	41.0
653121	823.0	920.0
653122	115.0	125.0
283854	0.0	0.0
653123	0.0	0.0
401491	102.0	9.0
100124412	0.0	1.0
653147	6.0	6.0
401498	3.0	162.0
653149	26.0	280.0
401497	0.0	0.0
401494	1336.0	4745.0
401492	457.0	51.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	5424.0	6844.0
83539	1309.0	6.0
83547	486.0	46.0
83546	0.0	94.0
653140	60.0	7.0
83549	2418.0	532.0
83548	3813.0	4594.0
83543	6558.0	1394.0
653145	116.0	2.0
83544	2055.0	1655.0
83541	693.0	908.0
83540	68.0	1964.0
126917	18533.0	438.0
340037	21.0	3.0
114926	2437.0	4775.0
114928	3031.0	990.0
339044	3.0	1.0
256297	2.0	0.0
401474	2033.0	2108.0
653174	0.0	0.0
653175	0.0	4.0
340024	1.0	1.0
114915	2247.0	1153.0
401466	1669.0	4231.0
653162	33.0	18.0
653163	0.0	0.0
283899	1948.0	598.0
653166	0.0	0.0
283897	412.0	34.0
339145	6.0	0.0
391723	0.0	0.0
391722	6.0	6.0
10778	2709.0	1935.0
10777	0.0	2.0
10772	10881.0	12876.0
340120	7.0	2.0
10771	13107.0	10696.0
10773	1117.0	11145.0
10776	13670.0	32547.0
10775	1588.0	2201.0
10788	4944.0	819.0
391739	0.0	6.0
10781	4017.0	1996.0
10780	863.0	773.0
10783	2872.0	3722.0
10782	2772.0	531.0
10785	421.0	432.0
10787	17987.0	25065.0
10786	3.0	0.0
102606463	567.0	10.0
731308	1.0	3.0
339122	116.0	8.0
339123	2831.0	1880.0
102606462	2.0	0.0
391701	0.0	0.0
391703	0.0	3.0
151827	301.0	58.0
126826	1.0	0.0
643719	69.0	10.0
10755	2579.0	2532.0
151825	0.0	0.0
10758	3696.0	2786.0
126823	290.0	201.0
126820	43.0	34.0
10750	88.0	12.0
10752	7757.0	143.0
10751	0.0	0.0
10753	105.0	427.0
643714	1.0	4.0
138864	0.0	0.0
391712	21.0	5.0
391714	4.0	0.0
114836	170.0	66.0
10767	4520.0	5877.0
10766	7273.0	3200.0
151835	7.0	12.0
10769	13574.0	3737.0
391718	0.0	0.0
10768	14735.0	17941.0
126811	1.0	2.0
643723	36.0	5.0
10761	1.0	42.0
10763	9934.0	1377.0
10762	4475.0	5230.0
10765	7851.0	18508.0
101929179	5.0	0.0
388112	1.0	1.0
339105	85.0	21.0
83707	870.0	1452.0
83706	611.0	272.0
10734	425.0	103.0
10733	270.0	1732.0
83714	760.0	116.0
10736	87.0	132.0
401648	2.0	0.0
643739	0.0	1.0
10735	15501.0	18374.0
401647	551.0	26.0
10738	6.0	0.0
401646	0.0	0.0
10737	32.0	9.0
10739	2.0	0.0
376132	0.0	0.0
10730	12526.0	19283.0
101929184	2.0	2.0
10732	1525.0	1667.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	22.0	57.0
124221	58.0	16.0
124222	305.0	779.0
114897	3578.0	655.0
114898	207.0	48.0
124220	1530.0	3402.0
114899	478.0	1005.0
391777	17.0	24.0
10745	814.0	1482.0
56104	37.0	268.0
83700	5922.0	1999.0
401638	0.0	1.0
10744	2.0	4.0
56105	158.0	140.0
10747	418.0	23.0
401637	2.0	0.0
56106	328.0	1693.0
10746	6313.0	7993.0
56107	420.0	191.0
10749	10670.0	1861.0
56100	494.0	422.0
401634	0.0	0.0
10748	344.0	95.0
56101	480.0	112.0
56102	102.0	132.0
56103	268.0	617.0
643744	8.0	6.0
10741	2776.0	1947.0
56108	147.0	344.0
10740	49.0	83.0
643749	351.0	79.0
56109	426.0	573.0
10743	2659.0	1527.0
342732	4.0	3.0
10742	3736.0	547.0
101929198	0.0	0.0
101929196	2.0	9.0
100420811	0.0	0.0
114884	1905.0	2764.0
317774	1.0	3.0
114885	2260.0	2359.0
401630	0.0	0.0
317772	1.0	4.0
100419821	0.0	0.0
56110	300.0	543.0
317778	0.0	0.0
83729	7.0	7.0
317775	1.0	0.0
83734	795.0	339.0
10712	1478.0	1530.0
83733	279.0	18.0
10714	2380.0	1601.0
126868	27.0	3.0
317769	0.0	0.0
100419829	0.0	0.0
10713	3443.0	6558.0
317768	0.0	0.0
10716	1.0	31.0
100419827	0.0	0.0
56111	194.0	914.0
10715	18.0	0.0
56112	141.0	85.0
56113	592.0	1218.0
83732	2052.0	1073.0
10718	41.0	21.0
10717	1187.0	773.0
56114	122.0	768.0
388125	189.0	20.0
401629	0.0	1.0
317781	2221.0	696.0
388122	0.0	2.0
83719	3923.0	1786.0
56120	11.0	25.0
56121	435.0	143.0
114876	8246.0	1805.0
388121	486.0	276.0
83716	5274.0	5246.0
83715	344.0	260.0
114879	2129.0	883.0
100420829	0.0	0.0
10723	4913.0	1306.0
56126	347.0	1143.0
83723	57.0	22.0
126859	6.0	9.0
56127	300.0	303.0
10725	10150.0	5263.0
56128	95.0	641.0
56129	437.0	339.0
10724	20658.0	18016.0
114880	649.0	1237.0
56122	731.0	827.0
388115	2053.0	185.0
401613	47.0	0.0
114881	911.0	694.0
10726	5590.0	2441.0
56123	328.0	731.0
401612	295.0	130.0
114882	10867.0	11070.0
56124	237.0	309.0
10728	22256.0	68147.0
114883	10790.0	10242.0
56125	441.0	398.0
643766	0.0	0.0
10721	85.0	605.0
10720	2869.0	11.0
100420830	1.0	0.0
136259	53.0	12.0
100420834	0.0	0.0
317751	144.0	11.0
124274	1.0	10.0
388152	36.0	5.0
317754	0.0	0.0
317753	0.0	7.0
317749	668.0	783.0
342705	1.0	4.0
151888	35.0	7.0
151887	34123.0	8032.0
136263	8.0	0.0
100420841	0.0	0.0
101929145	588.0	178.0
100420843	0.0	0.0
100293090	89.0	125.0
148254	723.0	593.0
317762	1784.0	2266.0
317761	13.0	0.0
100419854	0.0	0.0
317760	21.0	9.0
317767	5.0	7.0
100271715	95.0	6.0
148252	543.0	43.0
100271722	354.0	128.0
199834	0.0	0.0
388135	77.0	70.0
101929152	29.0	1.0
100420854	1.0	0.0
222950	99.0	25.0
100419867	7.0	3.0
148266	781.0	961.0
100419868	10.0	3.0
148268	964.0	918.0
100419866	2.0	0.0
100420859	0.0	0.0
124245	2657.0	1291.0
317729	20.0	2.0
136288	8.0	4.0
199800	193.0	4.0
101930150	0.0	0.0
163882	3246.0	4681.0
388165	350.0	16.0
100419873	0.0	0.0
100271700	103.0	341.0
100271703	0.0	0.0
100271702	7.0	27.0
100420875	1.0	2.0
100420877	0.0	1.0
388199	0.0	0.0
22794	12313.0	6087.0
22795	1423.0	2776.0
22796	2630.0	4018.0
22797	228.0	453.0
22798	98.0	23.0
317705	1.0	6.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	10.0	6.0
100420881	0.0	0.0
388181	1.0	0.0
100419893	1.0	2.0
222967	3.0	1.0
219333	4141.0	5190.0
136227	19.0	3.0
222962	1370.0	182.0
148213	430.0	1122.0
388182	71.0	19.0
100419895	0.0	11.0
317716	1.0	3.0
148203	504.0	427.0
317719	17.0	4.0
148206	956.0	1351.0
163859	3437.0	4369.0
101929110	4.0	12.0
101929111	4.0	2.0
219348	1359.0	17.0
219347	378.0	78.0
100420898	3.0	6.0
148223	947.0	223.0
10799	352.0	679.0
136242	10.0	4.0
10791	1408.0	468.0
10794	196.0	258.0
10793	534.0	1044.0
10795	3071.0	1194.0
10798	0.0	0.0
10797	3082.0	13862.0
101929121	0.0	0.0
101929120	1.0	0.0
101929127	52.0	0.0
317701	0.0	0.0
220323	4051.0	654.0
148231	0.0	0.0
148229	93.0	133.0
151877	27.0	29.0
151871	0.0	0.0
93035	954.0	7.0
161176	5604.0	221.0
56097	44.0	26.0
56098	32.0	16.0
56099	1272.0	272.0
93034	29.0	18.0
283927	468.0	153.0
220359	29.0	17.0
653073	0.0	0.0
653075	8.0	0.0
256302	2920.0	214.0
105373144	1.0	0.0
81050	0.0	0.0
199786	20.0	2.0
256309	339.0	817.0
100420792	1.0	0.0
95681	1080.0	1190.0
283914	0.0	0.0
81047	0.0	0.0
197131	4285.0	8311.0
197135	67.0	12.0
653061	8.0	1.0
93058	613.0	332.0
161198	3240.0	431.0
283902	2.0	0.0
220382	56.0	0.0
81078	23.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	2.0	0.0
199777	1232.0	1148.0
81061	0.0	0.0
653082	185.0	5.0
81090	0.0	0.0
100271649	0.0	0.0
199746	583.0	166.0
100271655	10.0	10.0
81099	0.0	1.0
100271650	7.0	10.0
199745	270.0	191.0
148170	266.0	54.0
256364	3385.0	905.0
163786	602.0	1386.0
220388	103.0	45.0
100271639	0.0	0.0
163782	1133.0	905.0
100271646	36.0	9.0
283953	1.0	2.0
256355	30.0	48.0
100271644	0.0	0.0
283951	615.0	466.0
256356	3350.0	1968.0
100271643	0.0	0.0
100271640	0.0	3.0
81081	0.0	0.0
161159	23.0	4.0
148189	769.0	1392.0
93099	2780.0	1625.0
100271627	10.0	7.0
283948	117.0	5.0
256329	109.0	35.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	2.0	1.0
100271633	1.0	0.0
100271632	3.0	3.0
199720	45.0	16.0
93082	75.0	3.0
161145	475.0	479.0
100271617	1.0	0.0
100271616	2.0	0.0
161142	14.0	18.0
100271619	1.0	0.0
148198	90.0	18.0
100271618	1.0	2.0
100271624	0.0	0.0
100271623	1.0	2.0
283933	189.0	103.0
100271625	0.0	1.0
93081	617.0	1362.0
100271620	0.0	2.0
283932	174.0	66.0
100271622	3.0	4.0
100271621	0.0	0.0
199731	2011.0	465.0
100124332	1.0	3.0
643664	3.0	0.0
256394	217.0	133.0
83637	6275.0	3825.0
83636	2758.0	1739.0
401565	9.0	2.0
401563	28.0	5.0
401562	8.0	0.0
401561	44.0	3.0
283999	0.0	0.0
283994	1.0	0.0
643668	15.0	3.0
283991	1231.0	1421.0
340198	8.0	1.0
643669	25.0	5.0
340192	1.0	0.0
643680	50.0	7.0
197196	3.0	0.0
56033	4.0	8.0
401551	1.0	7.0
83657	128.0	203.0
83656	2.0	0.0
83659	24.0	1.0
283989	1487.0	989.0
83658	4625.0	14891.0
401548	2779.0	1859.0
56034	4782.0	4231.0
283987	3961.0	11579.0
256369	0.0	0.0
401546	1473.0	1225.0
83655	0.0	0.0
283985	0.0	3.0
283982	0.0	0.0
283981	52.0	11.0
643677	8.0	8.0
83650	1.0	2.0
197187	179.0	32.0
449520	5.0	13.0
401541	497.0	247.0
401540	0.0	1.0
83639	10.0	1.0
83638	2616.0	2113.0
256380	103.0	8.0
449518	1.0	0.0
83648	360.0	1009.0
401537	7.0	9.0
83647	0.0	0.0
83641	10288.0	5720.0
401535	12.0	4.0
83643	3314.0	325.0
401533	0.0	5.0
643689	12.0	2.0
283971	0.0	0.0
83640	756.0	481.0
283970	6.0	5.0
114826	1649.0	352.0
114827	229.0	233.0
378706	5.0	3.0
378707	0.0	0.0
378708	135.0	147.0
339184	10.0	0.0
339186	0.0	0.0
56052	866.0	742.0
114821	324.0	529.0
114822	494.0	489.0
114823	13808.0	2080.0
114824	11.0	0.0
114825	1729.0	2018.0
643699	174.0	67.0
340168	0.0	0.0
114815	187.0	3.0
114817	0.0	0.0
114818	2389.0	72.0
114819	341.0	62.0
339175	1318.0	2960.0
56063	559.0	325.0
653017	0.0	0.0
56061	3976.0	5962.0
56062	304.0	101.0
114814	118.0	78.0
83667	1297.0	1241.0
83666	4717.0	5878.0
83660	6148.0	1001.0
340156	179.0	39.0
83661	6.0	3.0
114804	1080.0	666.0
114805	192.0	1673.0
340152	44.0	13.0
339168	3.0	0.0
114800	185.0	8.0
114801	1335.0	1897.0
93010	306.0	112.0
114803	4930.0	4025.0
83697	5.0	0.0
81034	2656.0	4357.0
81035	5688.0	2871.0
83696	2433.0	2415.0
83699	5046.0	1398.0
81037	5965.0	5493.0
83698	94.0	14.0
401588	390.0	139.0
83693	2870.0	3482.0
81030	91.0	9.0
83692	5737.0	1196.0
81031	3353.0	11924.0
83695	1477.0	3519.0
81033	2.0	4.0
83694	354.0	73.0
340146	3.0	35.0
83690	8091.0	8287.0
81027	44.0	11.0
81029	759.0	332.0
653042	0.0	0.0
653045	5.0	4.0
81025	2.0	3.0
401577	309.0	315.0
22877	8244.0	1962.0
22878	4956.0	3746.0
22879	4188.0	2833.0
22870	3915.0	2451.0
22871	280.0	7.0
22872	16654.0	34037.0
22873	1736.0	780.0
22874	6323.0	4360.0
22875	2528.0	3714.0
22876	2466.0	2251.0
10899	5139.0	9049.0
10898	1677.0	610.0
10891	705.0	23.0
136540	0.0	0.0
10890	10242.0	17455.0
10893	448.0	34.0
10892	3678.0	1562.0
136541	0.0	0.0
10895	1.0	0.0
342426	0.0	0.0
10894	6457.0	132.0
10897	1945.0	2418.0
10896	47.0	63.0
22888	1433.0	451.0
22889	2736.0	3819.0
22880	3165.0	2168.0
124540	6101.0	20413.0
22881	1388.0	721.0
22882	4766.0	2712.0
22883	19441.0	7728.0
22884	2718.0	766.0
22885	5995.0	506.0
22887	8573.0	6950.0
342419	1.0	3.0
124538	0.0	0.0
124535	5.0	9.0
148523	203.0	513.0
283598	0.0	0.0
283596	209.0	238.0
283592	6.0	0.0
22856	7112.0	7015.0
161514	1.0	0.0
731424	9.0	2.0
22858	4220.0	4053.0
22859	3083.0	1246.0
22850	3648.0	1662.0
22852	1488.0	819.0
22853	3255.0	2146.0
22854	18.0	407.0
10877	0.0	0.0
10876	5.0	1.0
100419909	0.0	0.0
10879	21.0	0.0
10878	7.0	103.0
148534	1053.0	1337.0
104169670	12.0	0.0
104169671	1.0	0.0
100419903	4.0	37.0
283587	6.0	3.0
10871	66.0	35.0
10870	111.0	35.0
10873	1435.0	129.0
10875	4255.0	641.0
10874	7.0	170.0
22866	582.0	25.0
22868	3281.0	3049.0
22869	1728.0	917.0
100309464	0.0	0.0
161502	24.0	37.0
100420901	0.0	0.0
22861	3579.0	1326.0
22862	9186.0	10945.0
22863	3336.0	5724.0
22864	3104.0	2589.0
22865	36.0	0.0
10888	31.0	2.0
56203	12.0	9.0
643609	0.0	0.0
56204	5831.0	7270.0
10887	44.0	0.0
124512	1230.0	2804.0
148545	11.0	239.0
283579	0.0	1.0
283578	3138.0	2367.0
10880	0.0	0.0
283576	3.0	1.0
10882	53.0	10.0
10881	1.0	0.0
10884	2691.0	11409.0
283571	45.0	9.0
10886	11.0	22.0
10885	3727.0	3809.0
22834	4640.0	7768.0
22835	899.0	1336.0
22836	8464.0	4540.0
22837	7563.0	3643.0
101929059	17.0	2.0
22838	2795.0	3146.0
22839	6923.0	6771.0
100420910	5.0	1.0
100420916	0.0	0.0
22832	1587.0	581.0
124590	4.0	6.0
10855	226.0	541.0
10857	11269.0	22080.0
10856	3060.0	2690.0
10859	249.0	117.0
10858	178.0	144.0
100126793	49.0	30.0
10850	0.0	0.0
643617	9.0	1.0
643615	3.0	2.0
100126791	215.0	9.0
22844	176.0	21.0
22845	1236.0	870.0
22846	1772.0	347.0
22847	2780.0	2229.0
22848	4976.0	2828.0
22849	955.0	850.0
112597	431.0	2461.0
100420920	0.0	1.0
100420921	1.0	3.0
100420924	0.0	3.0
124583	5233.0	8667.0
100420926	1.0	159.0
22841	2936.0	1542.0
100420927	0.0	0.0
100419930	1.0	1.0
22843	27.0	314.0
10866	1820.0	404.0
100420919	0.0	0.0
10865	5747.0	715.0
10868	2594.0	403.0
10867	5960.0	3191.0
10869	6240.0	1371.0
10861	222.0	182.0
101929074	110.0	46.0
10864	4.0	1.0
101929071	1.0	1.0
10863	496.0	304.0
22813	3.0	0.0
22814	1.0	8.0
643641	2111.0	317.0
22815	0.0	0.0
22816	0.0	0.0
22818	9595.0	16831.0
10829	2.0	2.0
100419945	0.0	0.0
83849	101.0	4.0
83855	711.0	183.0
10833	1.0	0.0
83854	7.0	3.0
83857	7900.0	459.0
10835	0.0	1.0
83856	464.0	679.0
10834	4.0	1.0
83851	55.0	3.0
10837	0.0	0.0
100419948	3.0	0.0
83850	379.0	136.0
10836	0.0	0.0
100419949	0.0	0.0
83853	18.0	21.0
10838	2466.0	2048.0
83852	2258.0	1504.0
124565	5712.0	1457.0
100419947	2.0	1.0
22808	7702.0	1475.0
22809	1842.0	1431.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	323.0	5.0
22822	4070.0	5555.0
22823	2384.0	2693.0
22824	3062.0	3767.0
101929086	0.0	2.0
22826	7430.0	5524.0
22827	7197.0	4486.0
643653	0.0	0.0
22828	6578.0	4961.0
22829	1.0	1.0
112574	6237.0	5529.0
100419955	1.0	0.0
56241	1372.0	319.0
100420946	0.0	0.0
56242	849.0	1222.0
22820	10105.0	16335.0
22821	2872.0	1258.0
100419950	0.0	0.0
10844	4964.0	2196.0
83844	1.0	0.0
10846	681.0	386.0
10845	4228.0	4204.0
10848	3955.0	2190.0
56243	22445.0	10831.0
10847	15006.0	8158.0
56244	27.0	1.0
56245	24.0	5.0
10849	306.0	638.0
56246	315.0	1.0
643646	125.0	6.0
10840	3131.0	5.0
10842	3.0	0.0
101929093	0.0	0.0
10841	35.0	6.0
643648	1.0	0.0
101929010	4.0	0.0
100420950	3.0	0.0
100420952	0.0	0.0
100419964	1.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	0.0	1.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	4.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	1.0
391458	0.0	3.0
100419971	0.0	0.0
100419972	1.0	0.0
100271601	0.0	0.0
100419979	1.0	0.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	3.0	0.0
391436	4.0	0.0
161582	81.0	143.0
124599	50.0	27.0
101929052	0.0	0.0
391485	0.0	3.0
222611	0.0	3.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	0.0
22899	4069.0	296.0
391462	0.0	1.0
22891	279.0	772.0
22893	2837.0	2046.0
22894	6044.0	7251.0
22895	12.0	9.0
148581	0.0	0.0
22897	2813.0	567.0
22898	1727.0	751.0
22890	3815.0	1972.0
391470	1.0	0.0
391472	0.0	0.0
391475	0.0	1.0
101929008	23.0	31.0
222659	3.0	4.0
440894	106.0	74.0
222658	9058.0	6506.0
102724035	0.0	0.0
100271575	4.0	1.0
100271577	2.0	4.0
100271571	0.0	0.0
81175	11.0	1.0
81176	5.0	3.0
100271570	4.0	0.0
93145	1041.0	1209.0
440888	0.0	0.0
222642	18.0	3.0
222643	153.0	89.0
401289	8.0	0.0
401288	41.0	27.0
401285	0.0	0.0
81166	0.0	0.0
100271564	5.0	1.0
81168	0.0	0.0
100271566	3.0	6.0
81169	0.0	0.0
81162	3.0	0.0
81163	0.0	3.0
100271563	3.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	7.0	0.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	0.0	1.0
401260	0.0	0.0
220001	232.0	15.0
222662	0.0	1.0
401265	785.0	41.0
222663	135.0	123.0
220002	2495.0	1156.0
93166	553.0	616.0
401264	689.0	670.0
220004	182.0	28.0
100271539	0.0	0.0
401262	29.0	1.0
93164	792.0	360.0
100271547	0.0	0.0
100271549	1.0	3.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	19.0	4.0
81185	3.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1419.0	1308.0
440854	45.0	3.0
222698	175.0	11.0
222696	115.0	3.0
161497	34.0	12.0
100271529	6.0	6.0
222699	52.0	61.0
100271536	0.0	0.0
100271538	4.0	6.0
100271537	0.0	0.0
93190	0.0	0.0
283601	0.0	0.0
100271531	1.0	0.0
283600	1.0	3.0
220042	198.0	1085.0
93183	1811.0	3570.0
100271518	1.0	0.0
100271517	0.0	0.0
93185	2816.0	1452.0
100271525	0.0	0.0
100271526	8.0	47.0
100271521	0.0	0.0
100271520	0.0	1.0
220032	3.0	0.0
100271523	0.0	0.0
100271522	0.0	1.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	1161.0	568.0
220047	6.0	23.0
100271503	0.0	0.0
10808	7856.0	17208.0
56130	267.0	251.0
10807	1836.0	2003.0
56131	606.0	396.0
56132	367.0	153.0
10809	2920.0	6042.0
220081	21.0	22.0
83756	37.0	189.0
10811	504.0	84.0
56137	63.0	311.0
10810	3107.0	515.0
83755	0.0	0.0
56138	72.0	626.0
83758	284.0	229.0
10813	1946.0	912.0
56139	77.0	824.0
401207	228.0	261.0
220082	2.0	1.0
83757	3.0	1.0
83752	11240.0	11576.0
56133	436.0	1278.0
10815	264.0	162.0
10814	2.0	0.0
56134	25.0	42.0
10817	300.0	149.0
56135	21.0	85.0
10816	2.0	0.0
283643	295.0	41.0
56136	8.0	4.0
643535	0.0	0.0
643536	0.0	1.0
22800	1887.0	2466.0
22801	2572.0	5007.0
643550	3.0	1.0
22802	230.0	0.0
22803	9379.0	5157.0
440804	1.0	1.0
22806	616.0	202.0
22807	1060.0	1052.0
10819	109.0	137.0
56140	4.0	5.0
10818	5592.0	6472.0
56141	20.0	15.0
56142	37.0	123.0
56143	18.0	37.0
83737	6150.0	7934.0
220070	0.0	1.0
10822	1.0	1.0
283638	3457.0	662.0
83744	537.0	477.0
10821	17.0	5.0
10824	6.0	5.0
83746	2959.0	742.0
10823	0.0	0.0
83741	0.0	0.0
283635	3501.0	11958.0
10826	6324.0	508.0
220074	1147.0	1106.0
56144	68.0	301.0
10825	1593.0	1061.0
56145	170.0	294.0
83740	0.0	0.0
83743	2251.0	1286.0
56146	29.0	49.0
10828	3.0	4.0
10827	2146.0	2660.0
83742	5660.0	3891.0
56147	9.0	62.0
283631	3.0	3.0
10820	32.0	5.0
440836	671.0	77.0
643563	1.0	1.0
56154	0.0	1.0
81109	0.0	0.0
283629	295.0	46.0
56159	11.0	15.0
81115	1.0	0.0
81116	1.0	0.0
56155	77.0	117.0
283624	2273.0	349.0
102724097	76.0	141.0
256006	94.0	75.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	12.0	2.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	1.0
440823	188.0	248.0
440822	0.0	0.0
56163	4.0	0.0
56164	14.0	157.0
256021	187.0	5.0
56165	45.0	6.0
83759	1635.0	833.0
56160	1795.0	438.0
10800	671.0	124.0
283617	0.0	0.0
81104	0.0	0.0
10802	3323.0	7904.0
10801	13756.0	9053.0
10804	4.0	0.0
10803	6.0	1.0
56167	2.0	0.0
10806	2500.0	2008.0
56168	0.0	2.0
56169	45.0	76.0
643582	0.0	0.0
643586	4.0	4.0
256076	0.0	9.0
401253	4.0	0.0
56171	357.0	83.0
401251	18.0	0.0
56172	7954.0	7296.0
401250	5.0	4.0
81137	0.0	0.0
81138	8.0	0.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	17.0	33.0
283688	0.0	0.0
401247	20.0	10.0
81136	0.0	0.0
283687	138.0	152.0
283685	0.0	0.0
93109	659.0	243.0
283682	15.0	1.0
100126825	0.0	0.0
93107	1.0	0.0
643596	6.0	4.0
56180	1011.0	2018.0
93100	1368.0	874.0
401242	6.0	0.0
256085	1.0	0.0
56181	4672.0	3069.0
81126	0.0	0.0
81127	0.0	0.0
83787	2443.0	4643.0
283677	2.0	0.0
401237	952.0	392.0
83786	2696.0	2062.0
401236	354.0	665.0
283673	517.0	11.0
93134	5838.0	2910.0
401233	0.0	0.0
401232	189.0	171.0
256051	1200.0	967.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	151.0	25.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	886.0	774.0
283659	346.0	364.0
100271587	0.0	2.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	2.0
283651	138.0	164.0
100271585	1.0	0.0
100271584	1.0	0.0
100271581	0.0	0.0
22998	13270.0	1189.0
22999	51.0	151.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	12145.0	3194.0
100151671	0.0	0.0
100151672	7.0	1.0
22992	14883.0	11708.0
22993	5141.0	2283.0
100151674	0.0	0.0
22994	654.0	82.0
83903	53.0	164.0
22995	685.0	490.0
83902	0.0	0.0
22996	2733.0	11448.0
22997	291.0	79.0
