id	c5eb6a8e-2a5b-4268-8ae6-f6c13d3e3b01	95c75be7-d55d-4d74-9179-9be223230a5b
8409	3181.0	2204.0
391051	0.0	0.0
8420	697.0	1086.0
645694	4.0	3.0
391053	0.0	0.0
645693	50.0	29.0
643031	29.0	40.0
8424	2521.0	12.0
8425	24504.0	3058.0
643037	3.0	2.0
163589	298.0	1835.0
643034	0.0	0.0
440525	74.0	123.0
391059	327.0	310.0
645691	21.0	5.0
163590	3305.0	5417.0
8417	4122.0	2787.0
8418	886.0	1252.0
8416	994.0	1255.0
8419	5.0	23.0
8431	0.0	0.0
8435	36.0	2.0
8436	9501.0	2711.0
8433	2.0	0.0
8434	3368.0	878.0
391026	0.0	0.0
440556	45.0	7.0
440560	0.0	0.0
8428	3984.0	3246.0
8427	1713.0	984.0
103157000	0.0	0.0
8443	2606.0	4430.0
8440	4164.0	875.0
8446	1234.0	1381.0
8447	2560.0	465.0
8444	1351.0	234.0
8445	1682.0	1184.0
391037	13.0	4.0
391039	11.0	2.0
643050	0.0	0.0
285905	32.0	33.0
285908	178.0	387.0
8439	2063.0	1486.0
8437	428.0	164.0
8438	60.0	132.0
8453	2078.0	1843.0
8454	5359.0	2910.0
8451	4675.0	5394.0
8452	5346.0	4247.0
8458	873.0	911.0
8455	6388.0	3551.0
8456	28.0	73.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	4115.0	3930.0
106481583	0.0	0.0
106481584	5.0	0.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	76.0	417.0
8449	2342.0	1762.0
106481580	1.0	0.0
8464	511.0	483.0
8462	2926.0	1785.0
8463	2825.0	561.0
8468	0.0	0.0
391099	0.0	0.0
8467	8722.0	4945.0
342184	1280.0	1598.0
246312	0.0	0.0
106481589	0.0	0.0
8460	1704.0	526.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	30.0	12.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	2362.0	931.0
106481590	0.0	0.0
106481591	4.0	0.0
8476	4958.0	4769.0
8473	4737.0	5514.0
440519	23.0	57.0
440518	0.0	0.0
8479	1293.0	980.0
440515	794.0	774.0
8477	166.0	144.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	1.0	0.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	29.0	42.0
8470	8208.0	4893.0
106481561	0.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	0.0	4.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	0.0	1.0
8487	293.0	267.0
8484	2.0	0.0
391075	0.0	0.0
440508	11.0	0.0
391077	0.0	0.0
391076	2.0	0.0
8488	10.0	6.0
440503	359.0	72.0
8489	1.0	1.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	227.0	98.0
8483	9356.0	10276.0
8480	1580.0	1379.0
8481	3040.0	1910.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	0.0	0.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	3.0	6.0
8497	61.0	16.0
728431	371.0	180.0
8498	3987.0	2115.0
728430	4.0	0.0
100128934	0.0	0.0
8495	2321.0	6438.0
8496	4797.0	2267.0
91012	3145.0	1899.0
100128936	67.0	246.0
728432	0.0	0.0
100128930	0.0	2.0
8499	48.0	25.0
106481536	0.0	0.0
8490	11548.0	20413.0
106481537	0.0	0.0
285954	11.0	2.0
285955	8.0	14.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1299.0	646.0
54075	0.0	0.0
101669766	21.0	10.0
728434	0.0	0.0
91010	2439.0	1742.0
285958	1185.0	422.0
101669767	0.0	1.0
8491	2008.0	1855.0
106481538	0.0	0.0
8492	616.0	249.0
54072	2.0	0.0
106481539	0.0	0.0
101669762	60.0	10.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	0.0	3.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	16.0	48.0
100271056	0.0	0.0
100271050	1.0	2.0
100271053	0.0	0.0
93664	3837.0	3815.0
100128923	5.0	0.0
93663	1868.0	1593.0
285961	6.0	15.0
93668	0.0	0.0
285962	130.0	129.0
106481547	0.0	0.0
54082	6.0	3.0
106481548	0.0	0.0
285965	26.0	8.0
285966	459.0	745.0
106481545	1.0	1.0
106481546	0.0	0.0
93661	28.0	0.0
100128927	1944.0	1702.0
54084	7.0	0.0
106481549	0.0	0.0
106481550	0.0	1.0
81688	10343.0	7294.0
106481551	0.0	1.0
54089	0.0	0.0
81689	2419.0	1941.0
54088	0.0	0.0
106481554	0.0	0.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	3.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2929.0	2624.0
342132	284.0	205.0
285971	464.0	334.0
285972	34.0	0.0
285973	80.0	97.0
100128911	0.0	0.0
728450	0.0	0.0
54093	665.0	485.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	0.0	0.0
106481513	2.0	0.0
54097	248.0	329.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	140.0	124.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	18.0	9.0
54098	0.0	0.0
246330	1057.0	669.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	210.0	95.0
100271033	31.0	35.0
645619	1.0	0.0
100271031	3.0	1.0
344787	215.0	361.0
100128902	0.0	0.0
728441	8.0	1.0
100128903	0.0	0.0
222389	1008.0	1526.0
106481525	2.0	0.0
106481526	0.0	8.0
285987	8.0	8.0
106481523	0.0	0.0
285989	472.0	359.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	2.0	17.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	0.0	1.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	750.0	789.0
91056	1578.0	535.0
645641	1.0	0.0
91050	1927.0	1378.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	15.0	96.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	10.0	3.0
106481503	0.0	0.0
106481504	0.0	0.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	0.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	0.0	0.0
283316	508.0	53.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	11.0	8.0
283314	124.0	51.0
100271006	0.0	0.0
283310	39.0	13.0
344758	2.0	0.0
100271001	0.0	0.0
344752	57.0	61.0
728411	240.0	264.0
728410	0.0	0.0
643003	1.0	1.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	408.0	1277.0
728409	0.0	0.0
283303	0.0	0.0
344741	0.0	0.0
728400	0.0	0.0
645676	125.0	72.0
285941	0.0	0.0
728405	0.0	0.0
285943	331.0	78.0
728407	70.0	82.0
728402	1.0	1.0
728403	0.0	0.0
643008	61.0	286.0
645668	1.0	0.0
100506658	813.0	1010.0
100506655	0.0	9.0
81849	1439.0	88.0
56890	516.0	370.0
56891	1.0	0.0
100506650	0.0	0.0
81846	2834.0	1091.0
81847	1858.0	722.0
81848	1347.0	1894.0
56896	0.0	0.0
56897	3040.0	2372.0
81853	2217.0	2554.0
56898	2085.0	549.0
81855	4104.0	1270.0
56899	277.0	131.0
56892	3075.0	1344.0
56893	2830.0	6900.0
121275	0.0	2.0
121278	0.0	0.0
56894	4372.0	5759.0
81850	0.0	0.0
145249	0.0	3.0
56895	1015.0	133.0
81851	10.0	0.0
649137	1.0	2.0
81839	1740.0	2863.0
121274	1506.0	742.0
121273	52.0	78.0
145264	1.0	0.0
121270	0.0	0.0
145258	140.0	22.0
121268	45.0	33.0
81844	6343.0	3253.0
145259	5.0	9.0
133283	334.0	271.0
375593	3.0	3.0
100506649	146.0	156.0
100506673	0.0	0.0
121260	2188.0	945.0
145270	1233.0	38.0
100506671	0.0	0.0
81875	3291.0	4176.0
81876	10828.0	10322.0
81870	0.0	0.0
81871	0.0	0.0
121256	0.0	0.0
81872	0.0	0.0
81873	2161.0	1393.0
387597	0.0	21.0
100506668	704.0	371.0
160897	595.0	898.0
649159	0.0	0.0
145282	527.0	2250.0
387590	1975.0	256.0
81856	404.0	414.0
81857	2421.0	2505.0
100506660	8.0	33.0
81858	2185.0	1969.0
135886	4.0	44.0
147872	13.0	0.0
81889	1106.0	1451.0
145200	16.0	7.0
81892	1449.0	1126.0
81893	1.0	1.0
81894	2075.0	892.0
81890	1442.0	859.0
135892	10.0	0.0
649179	0.0	1.0
100506600	15.0	10.0
613126	2.0	18.0
81887	3117.0	2258.0
81888	522.0	481.0
145216	3.0	4.0
338591	0.0	0.0
649186	1.0	0.0
338596	502.0	2148.0
338599	4.0	0.0
169200	1490.0	1390.0
145226	12.0	15.0
100506637	100.0	71.0
160857	275.0	175.0
160851	833.0	586.0
91227	0.0	0.0
157206	28.0	13.0
100506622	6.0	5.0
100856809	0.0	0.0
338588	0.0	0.0
145241	0.0	0.0
91219	4.0	0.0
650172	0.0	0.0
102724678	0.0	35.0
338579	0.0	0.0
326591	635.0	209.0
255738	30.0	114.0
338567	0.0	0.0
102724668	35.0	56.0
255743	3472.0	9513.0
56829	4871.0	2859.0
326586	0.0	0.0
102724655	0.0	1.0
554250	0.0	1.0
554251	142.0	123.0
338557	69.0	59.0
56832	0.0	0.0
56833	149.0	129.0
56834	1155.0	1560.0
554235	2.0	7.0
554236	2.0	11.0
56849	618.0	71.0
255725	0.0	0.0
56848	682.0	372.0
56852	1295.0	757.0
56853	19.0	9.0
102724631	0.0	0.0
56850	2457.0	1832.0
56851	3067.0	2420.0
100820829	356.0	434.0
101243555	1.0	2.0
196872	36.0	77.0
8501	872.0	228.0
8502	8472.0	5755.0
8500	3429.0	5584.0
253128	13.0	0.0
664701	181.0	366.0
255783	603.0	200.0
54207	0.0	9.0
54206	12906.0	1887.0
54205	4791.0	6205.0
664709	47.0	37.0
54209	1005.0	520.0
196883	1165.0	660.0
8512	11.0	4.0
8513	0.0	0.0
8510	10.0	4.0
8511	2.0	24.0
54210	185.0	65.0
81831	505.0	267.0
81832	44.0	9.0
81833	0.0	0.0
54212	2.0	0.0
170261	35.0	6.0
8505	1187.0	790.0
8506	694.0	297.0
8503	3831.0	4686.0
8504	1342.0	783.0
8509	162.0	135.0
8507	2244.0	7472.0
255758	189.0	127.0
8508	3802.0	3003.0
8520	3361.0	2088.0
8521	31.0	12.0
169270	147.0	72.0
8522	13733.0	1998.0
102724605	0.0	0.0
554282	0.0	6.0
56886	4836.0	4625.0
54221	79.0	5.0
56888	3732.0	2511.0
554279	23.0	21.0
664722	1.0	1.0
56882	8243.0	9666.0
664721	2.0	3.0
255762	3.0	7.0
56884	12.0	1.0
8516	328.0	213.0
8517	275.0	127.0
8514	808.0	451.0
8515	340.0	42.0
56889	17522.0	12588.0
8518	3058.0	3341.0
8519	5782.0	3640.0
8530	128.0	96.0
326624	186.0	77.0
8531	19196.0	6570.0
326625	1721.0	799.0
8534	243.0	152.0
326628	0.0	0.0
8535	1140.0	2170.0
326627	3.0	0.0
8532	73.0	236.0
8533	3112.0	1741.0
8527	2338.0	1736.0
8528	269.0	256.0
8525	3778.0	1553.0
8526	454.0	365.0
8529	1.0	0.0
8541	312.0	276.0
326613	1.0	0.0
8542	4611.0	3516.0
326615	0.0	0.0
8540	4055.0	3289.0
326614	0.0	2.0
8545	5751.0	5276.0
326617	1.0	0.0
8546	4132.0	3540.0
326616	3.0	0.0
8543	3015.0	2659.0
8544	636.0	439.0
253175	0.0	0.0
554300	0.0	0.0
8538	6006.0	1312.0
8539	6600.0	5993.0
8536	380.0	302.0
8537	995.0	7300.0
8552	90.0	47.0
8553	44105.0	22125.0
8550	1934.0	1357.0
326603	2.0	21.0
8551	0.0	0.0
8556	755.0	363.0
326606	0.0	0.0
8557	29.0	11.0
8554	2259.0	1842.0
8555	1605.0	665.0
326607	0.0	0.0
326609	0.0	1.0
255798	8.0	0.0
8549	508.0	31.0
8547	49.0	114.0
8548	1471.0	2083.0
101409261	4.0	2.0
326611	0.0	0.0
8563	1996.0	858.0
8564	183.0	53.0
8562	3928.0	2737.0
8567	4512.0	2699.0
8568	1582.0	1213.0
8565	4063.0	3436.0
8566	5913.0	4061.0
253152	80.0	1396.0
8560	6368.0	3747.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	2126.0	2406.0
8558	1612.0	750.0
8559	604.0	485.0
8574	3155.0	3450.0
8575	2723.0	1734.0
8572	6107.0	755.0
8573	3877.0	3544.0
8578	779.0	508.0
8576	1858.0	1356.0
8577	0.0	2.0
554354	0.0	0.0
8570	9588.0	7954.0
123811	2114.0	2610.0
8569	1788.0	929.0
8585	0.0	2.0
8586	0.0	3.0
101928770	0.0	0.0
8583	0.0	0.0
101928773	0.0	0.0
8587	0.0	0.0
8588	0.0	0.0
101928776	0.0	0.0
8581	364.0	1992.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	1.0
101409258	7.0	5.0
101409257	0.0	0.0
101409254	1.0	0.0
101409253	0.0	0.0
123803	1643.0	1665.0
8596	0.0	6.0
101928781	10.0	22.0
8594	0.0	0.0
8595	0.0	0.0
101928784	13.0	16.0
8590	0.0	0.0
8591	0.0	0.0
100132066	0.0	0.0
100421113	0.0	0.0
100421114	0.0	0.0
101928790	0.0	1.0
101928795	0.0	0.0
253190	546.0	435.0
100132073	0.0	0.0
100132074	298.0	529.0
100132079	0.0	0.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	5.0	16.0
100421125	0.0	0.0
91133	515.0	158.0
100421129	0.0	2.0
91137	2931.0	2432.0
101928720	5.0	0.0
375519	2.0	11.0
100856810	0.0	0.0
100421136	0.0	0.0
100421137	0.0	0.0
101928734	0.0	0.0
91120	156.0	114.0
101928736	47.0	68.0
147837	116.0	89.0
100421131	1.0	1.0
100421133	0.0	0.0
91156	45.0	87.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	0.0	0.0
101928744	0.0	0.0
91151	138.0	86.0
147841	50.0	184.0
100421143	0.0	0.0
91149	0.0	1.0
101928752	0.0	0.0
91147	706.0	408.0
387509	1065.0	484.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	671.0	266.0
100506574	0.0	5.0
399520	2.0	6.0
100421178	0.0	1.0
100506564	0.0	0.0
121227	2694.0	516.0
387521	1448.0	1462.0
387522	0.0	0.0
100421172	6.0	1.0
100421175	0.0	0.0
100421177	0.0	1.0
100506599	96.0	133.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	0.0	1.0
121214	0.0	16.0
387559	0.0	8.0
123876	13.0	3.0
123872	147.0	31.0
100421180	0.0	0.0
147808	379.0	125.0
100421185	0.0	0.0
147804	234.0	158.0
123879	2985.0	808.0
147807	670.0	333.0
100421188	0.0	0.0
375567	9.0	1.0
399512	799.0	527.0
399511	42.0	148.0
91181	2.0	8.0
448990	0.0	7.0
101928715	1.0	1.0
100506581	24.0	25.0
100856881	0.0	0.0
100506775	11.0	5.0
100506779	73.0	46.0
160762	0.0	0.0
93953	28.0	23.0
104326057	0.0	0.0
399687	6790.0	1723.0
104326058	0.0	2.0
100506776	8.0	11.0
348094	345.0	337.0
160760	3318.0	1478.0
348093	240.0	138.0
387695	4.0	84.0
104326055	0.0	1.0
93948	11.0	2.0
399693	2.0	28.0
104326053	0.0	0.0
399694	116.0	23.0
104326054	0.0	1.0
104326051	0.0	6.0
104326052	0.0	0.0
133150	0.0	0.0
399697	0.0	2.0
100506765	0.0	0.0
387694	7.0	0.0
102724706	0.0	0.0
54361	567.0	148.0
54360	300.0	74.0
54363	0.0	0.0
387684	0.0	3.0
147798	4706.0	6456.0
159770	0.0	0.0
100506769	0.0	0.0
93973	1368.0	1107.0
399668	900.0	18.0
100506795	151.0	26.0
399669	107.0	105.0
399664	1309.0	628.0
399666	0.0	0.0
93974	2718.0	2540.0
399665	11733.0	7249.0
100506791	0.0	0.0
81993	3.0	8.0
399671	46.0	36.0
399670	0.0	0.0
160777	0.0	0.0
91300	4619.0	3012.0
100506783	82.0	30.0
91304	4012.0	2640.0
100506787	0.0	0.0
100293948	0.0	2.0
204219	27.0	161.0
121130	0.0	0.0
145165	19.0	8.0
54386	4784.0	2105.0
123787	2.0	0.0
652670	0.0	1.0
121129	0.0	0.0
100506733	7.0	0.0
147746	26.0	11.0
255812	257.0	185.0
147741	3.0	0.0
147744	6.0	1.0
100506737	35.0	5.0
100506736	53.0	39.0
160728	35.0	162.0
100506724	0.0	0.0
100506723	11.0	1.0
93986	444.0	176.0
100506721	0.0	0.0
100913183	1.0	0.0
100913182	1.0	0.0
91319	520.0	1173.0
93979	5.0	0.0
91316	30.0	38.0
133121	69.0	7.0
93978	4.0	0.0
100506753	82.0	73.0
91355	261.0	308.0
91353	5.0	1.0
100506757	0.0	5.0
100506755	293.0	61.0
91351	1416.0	1046.0
100506759	3.0	0.0
107080641	0.0	0.0
100506742	15.0	7.0
348021	0.0	0.0
107080653	0.0	0.0
255809	61.0	46.0
100506749	12.0	18.0
107080654	0.0	1.0
107080655	0.0	0.0
107080652	4.0	0.0
348013	373.0	183.0
338692	1112.0	1386.0
338699	1099.0	631.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	1055.0	709.0
723779	0.0	0.0
723778	0.0	0.0
107080624	1.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	9094.0	5933.0
196792	41.0	32.0
107080620	4.0	2.0
56938	380.0	510.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	8.0	0.0
56935	776.0	140.0
56936	23.0	3.0
56940	3156.0	881.0
107080639	0.0	0.0
56941	3813.0	1844.0
56942	691.0	567.0
56943	2731.0	1399.0
107080636	0.0	0.0
107080637	0.0	0.0
56948	331.0	251.0
56949	3676.0	2342.0
107080632	0.0	0.0
56944	9755.0	1657.0
56945	1797.0	1240.0
56946	1579.0	2063.0
56947	3018.0	2418.0
107080630	0.0	2.0
100506713	140.0	64.0
100506712	0.0	1.0
100506710	2892.0	4200.0
338674	0.0	0.0
338675	0.0	0.0
56951	4889.0	6396.0
56952	580.0	207.0
56953	175.0	123.0
102724774	0.0	2.0
56954	2197.0	1891.0
56950	2685.0	2631.0
100506715	0.0	0.0
100506714	118.0	165.0
56955	4.0	0.0
56956	0.0	0.0
56957	2921.0	6234.0
8600	4.0	3.0
8601	3.0	18.0
723790	0.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	495.0	180.0
56963	3238.0	748.0
56964	92.0	35.0
56965	2263.0	1213.0
56961	0.0	1.0
56967	2507.0	415.0
56969	1.0	3.0
8611	4322.0	4847.0
8612	5445.0	2256.0
81926	1538.0	898.0
145173	861.0	1101.0
81928	578.0	633.0
338651	45.0	5.0
81929	2259.0	2866.0
338653	2.0	0.0
81930	53.0	117.0
56975	6304.0	872.0
81931	247.0	356.0
81932	1810.0	1120.0
56970	3668.0	2587.0
56971	241.0	32.0
8604	2120.0	1118.0
8605	724.0	165.0
8602	2970.0	2408.0
8603	2279.0	1659.0
8608	12.0	78.0
56977	449.0	299.0
8609	3328.0	1073.0
56978	229.0	42.0
56979	0.0	1.0
8607	2369.0	2296.0
8622	767.0	409.0
8623	2875.0	1099.0
8620	0.0	0.0
8621	2890.0	2262.0
338645	312.0	203.0
56984	2786.0	2352.0
56985	511.0	276.0
56986	1308.0	1183.0
338637	0.0	0.0
56987	5510.0	3504.0
102724742	0.0	0.0
56980	596.0	413.0
56981	1312.0	242.0
56983	1118.0	1014.0
8615	5481.0	5210.0
54329	131.0	62.0
54328	197.0	43.0
8613	15206.0	5972.0
8614	30148.0	19477.0
8618	8.0	0.0
8630	50.0	26.0
8633	1038.0	188.0
8634	1034.0	1415.0
8631	421.0	2490.0
8632	136.0	130.0
56990	4341.0	3410.0
169166	18.0	70.0
554175	0.0	0.0
54332	1009.0	622.0
56995	1919.0	1743.0
255877	1124.0	914.0
664616	0.0	0.0
56996	2299.0	1811.0
54331	1754.0	871.0
56997	3279.0	7573.0
664614	0.0	0.0
56998	3385.0	1059.0
664613	0.0	0.0
664612	0.0	0.0
56992	74.0	243.0
56993	3912.0	5138.0
56994	9408.0	10792.0
8626	8237.0	2272.0
8624	1232.0	662.0
8625	1743.0	1811.0
56999	1463.0	1006.0
664617	0.0	0.0
8629	677.0	467.0
8641	249.0	76.0
8644	2572.0	4605.0
8645	203.0	46.0
8642	3978.0	1305.0
8643	357.0	203.0
652624	1.0	1.0
196743	376.0	229.0
54346	0.0	0.0
54345	491.0	252.0
54344	934.0	1068.0
8637	307.0	596.0
8638	239.0	251.0
8635	1819.0	2220.0
8636	1999.0	1543.0
8639	6668.0	6206.0
196740	2134.0	1203.0
8651	251.0	202.0
8650	4739.0	3178.0
8655	9102.0	7932.0
101928685	0.0	6.0
8653	18.0	65.0
8654	2870.0	1025.0
101928684	0.0	0.0
101928689	2.0	4.0
101928687	0.0	6.0
8648	6507.0	6275.0
8649	2807.0	2161.0
8646	1057.0	138.0
8647	10.0	4.0
8662	12696.0	7820.0
8663	559.0	567.0
6001	1743.0	1952.0
8660	8028.0	1865.0
8661	20284.0	15669.0
6000	13.0	0.0
6003	57.0	3.0
8666	10039.0	9785.0
8667	15533.0	22159.0
6002	2546.0	1019.0
8664	18149.0	16392.0
6005	0.0	0.0
6004	2303.0	925.0
8665	12296.0	12195.0
101928698	0.0	4.0
8659	1254.0	1100.0
8658	2756.0	1481.0
8673	5522.0	2636.0
6010	0.0	0.0
8674	1386.0	1747.0
8671	325.0	136.0
8672	5036.0	5424.0
6011	2.0	0.0
8677	1855.0	758.0
6014	0.0	0.0
6013	33.0	13.0
8678	3739.0	3868.0
8675	3108.0	2213.0
6016	1732.0	2086.0
8676	595.0	246.0
6015	3533.0	1389.0
253260	1755.0	1250.0
338707	628.0	676.0
6007	12.0	10.0
6006	17.0	35.0
8668	11457.0	12508.0
6009	3425.0	2883.0
8669	3922.0	4083.0
6008	0.0	0.0
8685	2145.0	122.0
8682	19425.0	16416.0
6023	0.0	0.0
8683	3746.0	2660.0
8688	1.0	2.0
8689	0.0	2.0
8686	5.0	0.0
8687	0.0	0.0
253272	5.0	7.0
8681	97.0	124.0
253264	0.0	4.0
6018	2155.0	877.0
6017	2.0	1.0
6019	54.0	64.0
6031	0.0	0.0
6034	0.0	0.0
8693	13.0	32.0
8694	1488.0	1660.0
6033	0.0	0.0
6036	56.0	27.0
6035	18014.0	3256.0
8697	1873.0	1497.0
6038	303.0	156.0
8698	60.0	60.0
6037	4.0	6.0
101928646	0.0	0.0
554234	0.0	0.0
8692	3963.0	2332.0
6030	1.0	1.0
8690	567.0	395.0
554225	6.0	1.0
554226	10.0	0.0
6029	0.0	0.0
170082	145.0	93.0
6043	0.0	0.0
6045	1551.0	4090.0
6044	0.0	0.0
6047	3847.0	2944.0
6046	13794.0	11155.0
6049	2343.0	1992.0
100421217	0.0	0.0
6048	2522.0	1554.0
100421219	0.0	0.0
101928656	0.0	0.0
6041	754.0	618.0
554213	0.0	0.0
554214	0.0	0.0
56904	5851.0	3797.0
56905	3845.0	1591.0
6039	738.0	474.0
56906	122.0	169.0
56907	1318.0	2116.0
56900	4126.0	2175.0
56901	870.0	1167.0
56902	1863.0	1606.0
56903	0.0	0.0
100421222	0.0	0.0
375612	2.0	5.0
375611	6.0	16.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	4519.0	4173.0
554210	10.0	7.0
100528062	232.0	238.0
554212	0.0	0.0
6050	11842.0	4727.0
100528064	11.0	2.0
375616	73.0	25.0
6051	4868.0	9631.0
56910	9460.0	6919.0
554202	33.0	1.0
554203	963.0	1071.0
56915	860.0	732.0
56916	1923.0	1508.0
56917	1552.0	639.0
56918	0.0	0.0
56911	218.0	150.0
56912	2256.0	661.0
56913	1916.0	659.0
100421220	0.0	0.0
56914	0.0	0.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1599.0	697.0
6069	0.0	0.0
375607	0.0	11.0
554201	0.0	1.0
6060	0.0	0.0
56920	3921.0	2379.0
56926	3568.0	2297.0
56927	4844.0	2244.0
56928	1530.0	998.0
56929	2242.0	1367.0
56922	1719.0	1290.0
56923	0.0	0.0
56924	28.0	17.0
56925	1541.0	619.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	0.0
6075	0.0	0.0
6078	0.0	0.0
6079	0.0	1.0
101928601	0.0	392.0
6070	0.0	3.0
91252	2554.0	929.0
6071	0.0	1.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	0.0	0.0
101928607	106.0	8.0
387612	0.0	0.0
147700	652.0	129.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	3.0
101928611	0.0	3.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	4.0	0.0
123722	5.0	0.0
387601	0.0	0.0
123720	1074.0	646.0
147710	4.0	0.0
147711	3.0	10.0
147719	3.0	0.0
6098	7.0	34.0
6097	1644.0	3047.0
6092	117.0	27.0
6091	1912.0	725.0
6094	209.0	155.0
100528020	0.0	0.0
6093	4688.0	3216.0
100528021	0.0	4.0
6096	183.0	46.0
6095	1281.0	581.0
91272	2362.0	1661.0
147727	1633.0	473.0
387638	12.0	0.0
100528030	9.0	10.0
101928638	0.0	0.0
100528032	6.0	1.0
100421271	0.0	0.0
100506697	34.0	6.0
100506696	87.0	213.0
91298	935.0	1010.0
100528007	0.0	0.0
123775	193.0	62.0
91289	4294.0	2410.0
399656	0.0	1.0
100506686	513.0	325.0
100506685	14.0	21.0
100528016	4.0	0.0
100528017	246.0	135.0
100528018	0.0	1.0
100528019	8.0	0.0
100506681	17.0	3.0
91283	799.0	752.0
100506680	28.0	0.0
387646	75.0	130.0
387647	0.0	0.0
387644	8.0	153.0
387640	47.0	14.0
100421295	18.0	42.0
387680	2857.0	1384.0
375686	0.0	2.0
123745	6.0	9.0
100506898	20.0	31.0
100506897	0.0	0.0
390992	0.0	1.0
54471	3110.0	1661.0
54470	684.0	950.0
390996	3.0	1.0
390999	0.0	0.0
54475	1144.0	951.0
387338	1677.0	1756.0
54474	0.0	6.0
54472	4082.0	2046.0
389997	0.0	0.0
54478	61.0	93.0
54477	1954.0	1542.0
387332	0.0	0.0
54476	4720.0	2149.0
91404	4232.0	1157.0
91405	11.0	6.0
91408	2649.0	2759.0
91409	193.0	908.0
375346	181.0	96.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	119.0	92.0
389990	0.0	0.0
102724827	118.0	82.0
54482	569.0	603.0
102724820	11.0	15.0
100506881	179.0	117.0
54480	3726.0	2562.0
387328	0.0	3.0
387325	0.0	3.0
145497	2.0	0.0
400866	0.0	0.0
387323	0.0	0.0
387321	0.0	2.0
54487	2398.0	1347.0
387322	0.0	0.0
375350	1.0	0.0
723809	12.0	23.0
338391	11.0	0.0
91433	398.0	417.0
338396	0.0	3.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	1.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	1785.0	1499.0
54491	995.0	280.0
54490	5.0	9.0
