id	ecbe1717-b6b7-4359-b723-3bfc81c82f2d	86b85802-2fb0-4628-a79f-04bdb80b7461
106480897	0.0	0.0
9150	1125.0	1461.0
106480896	0.0	0.0
106479885	2.0	5.0
57396	3421.0	3312.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	6.0	3.0
106479882	0.0	0.0
9154	30.0	5.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	109.0	132.0
9152	0.0	1.0
654350	0.0	0.0
84996	235.0	586.0
84991	6266.0	4814.0
84993	2412.0	4427.0
84992	0.0	0.0
9168	41944.0	40080.0
9169	11921.0	11606.0
9166	2317.0	2755.0
642395	9.0	26.0
9167	7343.0	7876.0
642394	2.0	0.0
106480864	0.0	1.0
106480863	0.0	1.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	237.0	302.0
106480867	0.0	0.0
9162	745.0	421.0
106480869	1.0	0.0
654383	0.0	2.0
106480871	0.0	1.0
106480870	0.0	0.0
106480873	0.0	1.0
282697	0.0	0.0
400258	3942.0	1.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	0.0
9179	1105.0	1920.0
9177	0.0	0.0
106480875	0.0	0.0
9172	90.0	59.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	344.0	1839.0
106480876	1.0	1.0
9175	1814.0	4601.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	139.0	107.0
106480880	12.0	10.0
106480882	1.0	0.0
106480881	0.0	0.0
654376	3.0	0.0
106480884	0.0	0.0
106480883	0.0	1.0
654370	1.0	1.0
137868	6.0	0.0
730112	180.0	16.0
106480849	0.0	0.0
729123	4.0	4.0
9188	6569.0	6913.0
106479859	0.0	0.0
106479858	6.0	13.0
9189	5172.0	6458.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	1.0	0.0
106479854	0.0	0.0
729121	0.0	1.0
9182	979.0	126.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	1715.0	2533.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	5307.0	6383.0
106480844	0.0	1.0
106479851	0.0	0.0
9181	8666.0	6972.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1731.0	2359.0
106480845	0.0	0.0
9184	4774.0	13182.0
106480848	0.0	0.0
9185	1986.0	22236.0
106480847	0.0	0.0
57501	34.0	419.0
57502	1004.0	87.0
57504	3238.0	7307.0
125875	116.0	4.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	12275.0	14247.0
730109	0.0	0.0
137872	2190.0	384.0
102546175	2.0	0.0
57505	902.0	1241.0
644903	13.0	12.0
57506	12593.0	10806.0
57507	2070.0	2670.0
57508	1489.0	2044.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	8454.0	148.0
106479841	0.0	0.0
106480852	1.0	0.0
9191	2994.0	4596.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	2767.0	3580.0
106480857	0.0	0.0
106480856	0.0	0.0
106480859	0.0	2.0
729119	1.0	4.0
9196	50.0	119.0
106480858	0.0	0.0
57512	58.0	16.0
57513	3757.0	2352.0
57514	10968.0	2847.0
123207	1551.0	1427.0
57515	43706.0	31814.0
106480860	0.0	0.0
57510	2832.0	5125.0
106480862	0.0	0.0
57511	2596.0	2710.0
106480861	0.0	0.0
644911	2.0	2.0
644914	3.0	19.0
57519	4184.0	623.0
729146	3.0	2.0
106480828	0.0	0.0
113878	583.0	1381.0
135228	6993.0	1152.0
106480827	0.0	0.0
729148	67.0	78.0
106480829	0.0	0.0
137886	2119.0	4027.0
106479879	0.0	0.0
730130	0.0	0.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	1.0	5.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	1.0
106479873	0.0	0.0
106480822	0.0	2.0
106479872	0.0	2.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	8.0
106479870	2.0	5.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	4191.0	825.0
57524	16.0	184.0
57526	1283.0	638.0
644928	11.0	8.0
57520	2310.0	4054.0
57521	2326.0	2231.0
57522	1792.0	2778.0
57528	72.0	19.0
57529	42.0	14.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	3.0	8.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	1.0	2.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	781.0	422.0
106479860	0.0	0.0
106480835	0.0	1.0
106480834	0.0	0.0
106480837	9.0	29.0
106480836	0.0	0.0
57534	6071.0	11190.0
57535	6416.0	91597.0
343727	0.0	0.0
57536	720.0	1082.0
57537	477.0	971.0
150864	1290.0	2806.0
57530	1206.0	5036.0
57531	1412.0	1347.0
57532	8721.0	12070.0
106480840	0.0	0.0
57533	2902.0	2608.0
57538	3459.0	904.0
57539	2093.0	3263.0
106479817	5.0	28.0
106480806	2.0	3.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	2.0
106479812	0.0	1.0
106479811	0.0	0.0
106479810	0.0	0.0
123263	715.0	1104.0
106480800	0.0	0.0
123264	47.0	16.0
57540	13.0	46.0
106480802	0.0	1.0
106480801	0.0	0.0
106480804	0.0	1.0
106480803	0.0	0.0
57545	2234.0	2094.0
57546	3754.0	1698.0
57547	645.0	764.0
57541	1664.0	2524.0
57542	2717.0	5113.0
353132	0.0	0.0
57544	1571.0	3548.0
353131	0.0	0.0
644943	260.0	864.0
57549	290.0	2241.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	0.0
100101490	47.0	71.0
106479807	0.0	0.0
137835	219.0	54.0
106479806	0.0	2.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	1.0	1.0
644961	12.0	28.0
106479802	13.0	9.0
106479801	0.0	0.0
644962	141.0	1365.0
106479800	0.0	0.0
353134	0.0	0.0
353133	3.0	1.0
106480811	0.0	0.0
57551	13345.0	9678.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	0.0	0.0
353137	0.0	0.0
106480815	2.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	3933.0	833.0
57558	585.0	764.0
57559	630.0	376.0
57552	1734.0	3021.0
353141	0.0	0.0
353140	0.0	0.0
57553	2277.0	770.0
57554	89.0	39.0
353143	0.0	0.0
57555	1748.0	2152.0
353142	5.0	0.0
343702	4.0	4.0
729102	1.0	1.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	0.0	2.0
106479837	0.0	1.0
106479836	5.0	10.0
106479835	5.0	12.0
644972	80.0	46.0
106479834	1.0	0.0
106479833	0.0	0.0
642311	0.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	3.0	3.0
102465906	0.0	0.0
57560	962.0	1110.0
106479830	1.0	0.0
353144	0.0	0.0
57561	10829.0	2388.0
57562	3278.0	2403.0
149830	0.0	0.0
57567	1008.0	684.0
57568	2516.0	4230.0
57569	3253.0	175.0
57563	1881.0	1996.0
57565	151.0	11.0
106479829	1.0	1.0
106479828	0.0	3.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	11.0	4.0
106479824	0.0	3.0
106479823	0.0	0.0
106479822	0.0	1.0
106479821	0.0	0.0
57570	2217.0	2180.0
125893	564.0	1319.0
106479820	0.0	1.0
57571	120.0	130.0
57572	7299.0	2818.0
149840	195.0	392.0
57573	1373.0	1351.0
102465910	0.0	0.0
57578	88.0	49.0
57579	1182.0	510.0
149837	1015.0	143.0
123228	263.0	625.0
57574	0.0	43.0
353163	1.0	1.0
57575	136.0	31.0
102465909	0.0	0.0
57576	254.0	73.0
102465908	0.0	0.0
57577	557.0	1270.0
353164	1.0	0.0
102465907	0.0	0.0
644974	21.0	34.0
642317	0.0	2.0
106479819	0.0	1.0
106479818	0.0	0.0
730198	0.0	0.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	1.0	3.0
390116	0.0	0.0
389120	0.0	8.0
390117	0.0	0.0
147276	3.0	4.0
389118	23.0	8.0
389119	252.0	92.0
353174	22.0	22.0
389114	893.0	624.0
135293	1019.0	209.0
135295	39.0	23.0
729196	1.0	0.0
729198	0.0	0.0
730180	1.0	0.0
353189	21.0	9.0
392752	46.0	44.0
389144	0.0	0.0
389141	4.0	7.0
123283	1484.0	1067.0
102465944	0.0	0.0
353194	19.0	3.0
353196	0.0	0.0
389136	6918.0	757.0
389137	6.0	8.0
390102	0.0	0.0
100526416	0.0	0.0
389125	9.0	1.0
389160	1248.0	35825.0
390151	0.0	0.0
390152	0.0	0.0
729163	4.0	2.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	1.0
390157	0.0	0.0
389168	22.0	39.0
390158	7.0	9.0
389161	3.0	4.0
147226	4.0	2.0
389158	0.0	2.0
147228	2.0	0.0
135250	101.0	69.0
102465975	1.0	1.0
729156	9.0	26.0
102465974	0.0	2.0
730144	2.0	4.0
390162	0.0	0.0
390166	0.0	0.0
389156	6.0	4.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	2.0	7.0
730138	21.0	39.0
102465985	0.0	0.0
730174	0.0	2.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	4.0	0.0
390136	0.0	0.0
390137	0.0	0.0
221303	283.0	16.0
390138	0.0	0.0
221302	536.0	1002.0
390139	0.0	0.0
729182	4.0	4.0
135270	0.0	0.0
389170	46.0	113.0
729178	128.0	56.0
102465995	0.0	0.0
102465993	3.0	0.0
390142	0.0	0.0
729177	8.0	8.0
390144	0.0	0.0
729176	2.0	2.0
389179	32.0	18.0
389177	4.0	0.0
390148	0.0	0.0
729171	1.0	1.0
390072	17.0	10.0
390073	0.0	0.0
390075	0.0	0.0
390077	0.0	2.0
390078	0.0	0.0
390079	0.0	0.0
221322	332.0	918.0
642290	1.0	8.0
389084	203.0	65.0
390081	0.0	0.0
390082	0.0	0.0
389072	763.0	128.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	0.0	0.0
390091	5.0	1.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	1.0	0.0
390064	0.0	0.0
389090	0.0	1.0
390066	0.0	0.0
390067	1.0	0.0
221336	136.0	57.0
147199	1.0	6.0
257313	63.0	6.0
221357	0.0	2.0
196120	0.0	0.0
9201	6030.0	9131.0
9202	6408.0	9796.0
9200	297.0	53.0
9205	1264.0	1211.0
9206	2.0	1.0
9203	3054.0	7366.0
9204	1155.0	1656.0
221391	0.0	1.0
221393	2.0	5.0
221395	17287.0	4839.0
9212	65.0	423.0
9213	3828.0	5475.0
9210	0.0	0.0
9211	14.0	0.0
9217	6612.0	6334.0
9214	560.0	889.0
9215	2167.0	3561.0
284904	3.0	1.0
284900	598.0	726.0
9209	4142.0	9163.0
159195	1824.0	5474.0
9207	10.0	207.0
9208	11267.0	19460.0
9223	5102.0	3701.0
9221	5103.0	9274.0
9227	84.0	186.0
644873	1645.0	3347.0
9228	22.0	7.0
644871	1.0	0.0
57460	1487.0	7396.0
57461	1296.0	1310.0
57462	3660.0	2559.0
257364	8859.0	3788.0
57463	1643.0	1725.0
9220	283.0	262.0
57468	29.0	40.0
57469	383.0	77.0
57464	70.0	336.0
257358	53.0	6.0
57465	1860.0	2880.0
57466	2791.0	5407.0
57467	31.0	1.0
9218	11391.0	23456.0
9219	6216.0	5671.0
113802	667.0	1673.0
9235	1397.0	838.0
644881	0.0	0.0
9232	147.0	905.0
9238	2220.0	2899.0
9236	4518.0	3070.0
57471	17.0	85.0
101101773	0.0	0.0
57472	2653.0	7525.0
101101772	10.0	2.0
57473	1754.0	2163.0
57474	143.0	322.0
9230	5140.0	6165.0
9231	3855.0	8677.0
101101776	0.0	1.0
101101775	119.0	16.0
57470	3583.0	4485.0
57479	2396.0	4301.0
791114	3.0	0.0
791115	0.0	0.0
57475	583.0	1413.0
105616916	0.0	0.0
57476	219.0	182.0
57477	3445.0	1307.0
57478	2201.0	1677.0
644877	11.0	17.0
9229	82.0	52.0
9245	10.0	16.0
9246	3740.0	13365.0
9244	304.0	75.0
644890	2.0	13.0
9249	11109.0	1068.0
644896	0.0	2.0
9247	0.0	0.0
9248	0.0	0.0
57482	61.0	390.0
106480787	0.0	0.0
106480786	0.0	1.0
57484	6173.0	272.0
106480789	2.0	3.0
106480788	0.0	1.0
9241	26.0	173.0
9242	1371.0	210.0
57480	2545.0	1362.0
9240	5797.0	2393.0
57481	12.0	221.0
106480790	0.0	0.0
284958	1.0	2.0
106480792	0.0	0.0
106480791	5.0	0.0
57486	2211.0	4342.0
106480794	3.0	0.0
106480793	0.0	0.0
57488	20238.0	12426.0
106480796	51384.0	19926.0
57489	2378.0	3217.0
106480795	19.0	8.0
9256	940.0	1755.0
9254	379.0	5194.0
9255	3527.0	5125.0
137814	0.0	0.0
341152	0.0	0.0
9258	1896.0	756.0
57493	17196.0	8750.0
106480798	0.0	0.0
57494	5301.0	2369.0
106480797	0.0	0.0
57495	237.0	1.0
57496	12787.0	16394.0
106480799	1.0	0.0
9252	1276.0	1462.0
9253	2527.0	1088.0
57491	42.0	116.0
57492	7753.0	8913.0
284948	7.0	21.0
57497	1.0	14.0
57498	11751.0	8284.0
284942	547.0	268.0
642236	77.0	136.0
402509	0.0	0.0
341148	0.0	0.0
9267	3670.0	3182.0
9265	6392.0	2537.0
9266	3134.0	7984.0
106479779	7.0	14.0
106479778	0.0	0.0
106479777	1.0	7.0
106480765	0.0	0.0
106479776	0.0	0.0
9260	1809.0	2578.0
106480764	0.0	0.0
106479775	0.0	0.0
106480767	0.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	1.0
9263	1916.0	1997.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	1.0	0.0
106479771	0.0	0.0
9261	8278.0	32760.0
106479770	0.0	0.0
9262	2839.0	1928.0
106480770	3.0	3.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	0.0
106480773	0.0	2.0
9278	1479.0	1624.0
9276	12645.0	30649.0
9277	2189.0	2586.0
106479769	0.0	7.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	0.0
9270	18940.0	2653.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	0.0	6.0
106480775	0.0	13.0
106479764	0.0	0.0
106480778	4.0	2.0
106479763	0.0	0.0
106479762	1.0	2.0
106480777	0.0	0.0
9274	2207.0	2056.0
402573	9.0	5.0
106479761	1.0	0.0
9275	4674.0	3559.0
106479760	0.0	0.0
106480779	0.0	0.0
106480781	3.0	1.0
654231	7.0	11.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	1.0	16.0
106480782	0.0	2.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	3.0	5.0
341128	0.0	0.0
113835	190.0	738.0
9289	6512.0	9593.0
9287	0.0	0.0
9288	0.0	0.0
642273	313.0	1509.0
106479799	0.0	0.0
106480743	1.0	2.0
106479798	0.0	0.0
9282	3717.0	7922.0
106479797	0.0	0.0
106480742	0.0	1.0
106479796	2.0	0.0
106480745	0.0	0.0
106479795	0.0	0.0
106480744	0.0	0.0
106479794	22.0	26.0
106480747	0.0	0.0
402562	9.0	17.0
106479793	0.0	0.0
106480746	0.0	0.0
9283	4.0	21.0
106479792	0.0	1.0
106480749	0.0	0.0
9284	142.0	198.0
106479791	0.0	0.0
106480748	1.0	1.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	5.0	2.0
106480752	1.0	0.0
284996	2962.0	5350.0
106480751	0.0	0.0
341112	0.0	0.0
284992	72.0	209.0
341116	3.0	0.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	4.0	1.0
106480753	0.0	0.0
9290	82.0	5.0
106480756	0.0	0.0
106479785	0.0	0.0
257397	3026.0	6381.0
113829	6759.0	11738.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	4539.0	6191.0
113828	1125.0	1644.0
106479783	1.0	0.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	0.0	1.0
9294	1002.0	865.0
9295	11570.0	18168.0
642280	56.0	82.0
106479780	1.0	2.0
106480759	0.0	0.0
654254	14.0	74.0
106480761	1.0	1.0
284988	26.0	5.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	0.0	0.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	0.0	0.0
730232	1.0	1.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	1.0	2.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	2.0
106479733	1.0	3.0
106479732	0.0	0.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	0.0	1.0
729249	4.0	8.0
729248	0.0	0.0
106480724	0.0	0.0
106480727	0.0	0.0
106480726	0.0	0.0
104457406	210.0	36.0
57622	78.0	376.0
57623	796.0	1399.0
57624	3.0	5.0
57620	2209.0	2100.0
106480730	0.0	0.0
57621	1963.0	3538.0
57626	8.0	541.0
100125387	0.0	1.0
730227	4.0	11.0
57628	4.0	2.0
353219	3.0	3.0
729234	395.0	528.0
106479729	0.0	0.0
729233	0.0	0.0
106480739	6.0	23.0
106479728	0.0	0.0
106479727	0.0	0.0
729236	36.0	17.0
106479726	0.0	0.0
729230	282.0	84.0
106479725	1.0	0.0
106479724	0.0	0.0
113763	504.0	584.0
106479723	1.0	1.0
106479722	0.0	0.0
106479721	0.0	0.0
106480732	2.0	0.0
106480731	0.0	0.0
106479720	0.0	0.0
106480734	0.0	0.0
106480733	0.0	0.0
729238	22.0	8.0
106480736	25.0	42.0
106480735	1.0	0.0
100113391	0.0	0.0
106480738	3.0	2.0
100113392	0.0	0.0
100113393	16.0	21.0
106480737	0.0	0.0
57633	911.0	3405.0
341208	2.0	1.0
150726	413.0	1803.0
57634	4491.0	6073.0
57636	3255.0	1244.0
57630	2133.0	5591.0
57631	442.0	122.0
106480741	14.0	20.0
106480740	0.0	2.0
57639	722.0	918.0
106479719	2.0	4.0
730213	7.0	3.0
106480707	0.0	0.0
106480706	0.0	0.0
106480709	0.0	0.0
106480708	2.0	0.0
106479759	1.0	1.0
106479758	0.0	0.0
729262	4.0	9.0
106479757	0.0	0.0
106479756	0.0	0.0
729264	5.0	6.0
106479755	0.0	0.0
106479754	0.0	0.0
100113383	7.0	2.0
106479753	0.0	0.0
100113384	1.0	0.0
106480701	0.0	0.0
106479752	0.0	2.0
106479751	0.0	0.0
106480700	0.0	0.0
100113386	50.0	60.0
106480703	0.0	0.0
106479750	0.0	0.0
106480702	0.0	0.0
100113380	0.0	0.0
106480705	0.0	0.0
100113381	0.0	0.0
106480704	1.0	2.0
100113382	0.0	0.0
57644	202.0	75.0
57645	4767.0	17496.0
644809	10.0	87.0
150737	653.0	2256.0
57646	1689.0	3344.0
57647	1156.0	1344.0
100188945	3.0	1.0
57642	1.0	4.0
100113389	1.0	0.0
57643	281.0	850.0
100188949	59.0	33.0
135112	6258.0	1148.0
730249	1.0	0.0
57648	5279.0	28109.0
57649	3386.0	6487.0
730246	26.0	86.0
106480718	0.0	0.0
113746	2.0	1.0
106480717	0.0	0.0
106479749	0.0	0.0
729258	30.0	24.0
106479748	0.0	0.0
106480719	0.0	0.0
106479747	0.0	0.0
729252	0.0	0.0
135114	3887.0	4779.0
106479746	0.0	0.0
106479745	1.0	2.0
106479744	0.0	0.0
106480710	1.0	0.0
106479743	0.0	0.0
106479742	0.0	0.0
100113373	93.0	188.0
106480712	1.0	1.0
106479741	0.0	0.0
57650	173.0	539.0
106479740	0.0	0.0
106480711	0.0	0.0
106480714	0.0	0.0
729259	6.0	1.0
106480713	0.0	0.0
106480716	0.0	0.0
106480715	0.0	0.0
353238	1.0	1.0
57655	2478.0	6430.0
100418708	0.0	0.0
100188954	28.0	88.0
57657	217.0	518.0
57658	15019.0	6787.0
100418709	0.0	0.0
100418706	0.0	2.0
57654	926.0	2295.0
100113379	0.0	1.0
729250	0.0	0.0
730239	4.0	11.0
57659	16759.0	13740.0
644815	448.0	1230.0
100188953	49.0	4.0
729201	0.0	3.0
729209	0.0	0.0
100418711	0.0	0.0
57661	2523.0	2248.0
55003	1175.0	1296.0
57666	1761.0	2199.0
55002	4935.0	4764.0
100418718	0.0	0.0
55001	298.0	1381.0
57669	2903.0	5546.0
55000	13213.0	14777.0
57662	451.0	2600.0
55007	906.0	905.0
100418715	0.0	0.0
57663	0.0	1.0
55006	743.0	995.0
57664	2746.0	973.0
55005	2321.0	3788.0
55004	5659.0	6543.0
57665	1165.0	2101.0
55009	762.0	1493.0
644820	83.0	59.0
55008	1331.0	9212.0
57670	806.0	2553.0
390201	0.0	0.0
392862	23.0	47.0
100418724	0.0	0.0
390203	0.0	0.0
55010	143.0	409.0
390205	39.0	63.0
100418720	1.0	2.0
55014	1814.0	2842.0
57677	1223.0	2890.0
55013	1649.0	1371.0
57678	105677.0	2029.0
57679	2634.0	2928.0
55012	2204.0	1203.0
55011	2631.0	3987.0
55018	0.0	2.0
57673	217.0	527.0
57674	17439.0	39712.0
55017	3180.0	5269.0
55016	811.0	991.0
100418728	1.0	0.0
55015	2235.0	3356.0
106479718	3.0	6.0
106479717	0.0	0.0
730211	6.0	8.0
100127989	0.0	0.0
106479716	0.0	0.0
106479715	0.0	1.0
106479714	0.0	0.0
106479713	0.0	0.0
106479712	0.0	0.0
106479711	0.0	1.0
644850	6.0	4.0
57680	6627.0	10627.0
106479710	0.0	0.0
100418733	0.0	0.0
100418735	0.0	0.0
57683	1321.0	439.0
353267	1.0	1.0
55020	2791.0	1850.0
100418731	1.0	0.0
57688	1389.0	1514.0
57689	322.0	130.0
55024	1062.0	27.0
55023	5674.0	7468.0
389217	9.0	8.0
55022	3515.0	189.0
57684	1103.0	1728.0
100418737	31.0	35.0
55028	2325.0	2712.0
57685	5689.0	668.0
343819	0.0	0.0
100418736	0.0	1.0
55027	1436.0	2732.0
100418739	0.0	0.0
55026	715.0	179.0
57687	55.0	5.0
353274	2436.0	4267.0
644844	6.0	137.0
100127983	158.0	30.0
149708	3.0	11.0
106479709	0.0	0.0
106479708	0.0	0.0
106479707	0.0	1.0
137735	24.0	2.0
106479706	8.0	23.0
729211	3.0	4.0
100127979	0.0	1.0
106479705	0.0	0.0
106479704	0.0	0.0
106479703	0.0	0.0
106479702	0.0	0.0
106479701	0.0	0.0
644861	3.0	5.0
106479700	0.0	0.0
100127976	0.0	1.0
57691	588.0	522.0
100418744	10.0	31.0
57692	451.0	1371.0
100418743	0.0	0.0
57693	2634.0	4004.0
150709	281.0	313.0
392843	1.0	0.0
100418745	0.0	0.0
55032	3175.0	3071.0
100418740	13.0	1.0
55031	9763.0	10887.0
573971	27.0	15.0
729215	0.0	0.0
55030	2138.0	2620.0
57690	2989.0	4270.0
57699	115.0	237.0
55036	465.0	1424.0
389208	0.0	1.0
55035	3405.0	5396.0
55034	655.0	3700.0
389206	39.0	1.0
55033	1670.0	1440.0
389207	0.0	0.0
57695	808.0	1506.0
100418748	5.0	7.0
57696	1704.0	1874.0
55039	837.0	1845.0
100418747	0.0	3.0
55038	372.0	866.0
57697	605.0	974.0
55037	4791.0	5628.0
123103	82.0	3.0
57698	2910.0	13000.0
389203	1563.0	963.0
113791	7801.0	2407.0
390231	0.0	0.0
353288	0.0	0.0
390233	0.0	4.0
100418754	0.0	0.0
147150	29.0	18.0
100418756	0.0	0.0
389240	139.0	151.0
100418751	0.0	0.0
102465803	0.0	0.0
100418750	2.0	1.0
102465802	0.0	0.0
390239	1.0	0.0
102465801	0.0	0.0
102465800	0.0	0.0
390243	0.0	0.0
353299	1.0	1.0
390245	11.0	5.0
147166	718.0	793.0
100418763	0.0	0.0
100233209	263.0	295.0
100418769	1.0	11.0
123169	1568.0	4952.0
104266962	0.0	1.0
104266963	0.0	16.0
100418770	1.0	1.0
392872	8.0	5.0
390211	8.0	23.0
390212	0.0	0.0
390213	16.0	1.0
100418779	0.0	0.0
147172	637.0	777.0
147179	5192.0	8276.0
104266960	0.0	0.0
390215	0.0	0.0
104266961	0.0	0.0
160140	45.0	109.0
390218	4.0	4.0
100418774	0.0	1.0
389257	5.0	20.0
159162	0.0	0.0
104266959	0.0	0.0
159163	0.0	0.0
102465832	0.0	0.0
100418781	11.0	17.0
104266957	2.0	0.0
104266958	0.0	0.0
104266956	6.0	0.0
102465839	0.0	0.0
147184	907.0	2990.0
390224	0.0	0.0
102465838	0.0	0.0
147183	0.0	0.0
390225	3.0	0.0
102465837	0.0	1.0
390226	2.0	0.0
102465836	0.0	0.0
102465835	0.0	0.0
102465834	0.0	0.0
102465833	0.0	0.0
389246	1.0	5.0
729288	89.0	237.0
102465842	14.0	7.0
390271	0.0	1.0
102465841	0.0	0.0
100418792	0.0	0.0
102465840	1.0	0.0
390273	0.0	0.0
221409	0.0	0.0
390274	0.0	0.0
390275	0.0	0.0
100418799	0.0	0.0
389289	338.0	96.0
149773	270.0	23.0
221400	342.0	31.0
149775	9.0	7.0
102524628	12.0	11.0
147111	2.0	10.0
150759	1296.0	982.0
729277	5.0	1.0
137797	1.0	0.0
730262	0.0	0.0
135138	52.0	19.0
102465857	0.0	1.0
102465856	0.0	0.0
150763	390.0	79.0
102465865	0.0	0.0
102465864	0.0	0.0
102465863	1.0	0.0
102465862	0.0	0.0
102465861	1.0	2.0
102465860	0.0	0.0
159119	0.0	0.0
730291	0.0	0.0
221421	61.0	50.0
390259	0.0	0.0
221424	20.0	125.0
102465869	0.0	0.0
102465868	0.0	0.0
102465867	0.0	0.0
102465866	1.0	0.0
57600	5540.0	1027.0
57602	3891.0	4124.0
57608	9905.0	4517.0
57609	4226.0	8367.0
135154	915.0	693.0
150771	663.0	52.0
57604	1071.0	695.0
57605	1176.0	1172.0
159125	0.0	0.0
57606	7186.0	6893.0
135152	57.0	63.0
102465876	0.0	0.0
221416	4.0	61.0
102465875	0.0	0.0
390260	0.0	0.0
102465874	0.0	0.0
390261	0.0	1.0
102465873	0.0	0.0
102465872	1.0	0.0
102465871	0.0	2.0
729298	0.0	3.0
390264	0.0	0.0
102465870	0.0	1.0
390265	0.0	0.0
390266	0.0	0.0
390267	0.0	0.0
390269	0.0	0.0
102465879	0.0	0.0
389293	2.0	3.0
102465878	1.0	0.0
102465877	0.0	0.0
57611	478.0	72.0
147138	507.0	395.0
57613	1546.0	23584.0
57614	2783.0	5078.0
57610	2654.0	3200.0
57619	2823.0	15453.0
57615	45.0	15.0
57616	1302.0	963.0
57617	2414.0	2726.0
390195	1.0	0.0
390197	0.0	0.0
102465882	0.0	0.0
102465881	1.0	1.0
390199	0.0	0.0
102465880	0.0	0.0
221442	375.0	664.0
221443	2004.0	3302.0
400084	25.0	83.0
221438	0.0	0.0
196051	10.0	482.0
389197	3.0	0.0
400073	809.0	1113.0
