id	9570c964-8d26-4280-97b7-43ebc45a3b58	5bc7e90d-0fa4-4bde-bee8-4f9b92de03a2
8187	246.0	2585.0
93343	1279.0	1175.0
93349	903.0	602.0
643353	0.0	0.0
106481866	12.0	2.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	1.0	2.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	1.0	0.0
106481872	0.0	0.0
100271363	0.0	1.0
283432	0.0	0.0
283431	168.0	1391.0
100271364	1.0	2.0
81363	0.0	0.0
344875	1.0	14.0
100271360	1.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	1.0	0.0
8192	1259.0	1988.0
106481833	0.0	0.0
8193	17.0	4.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	302.0	0.0
106481832	0.0	0.0
106481837	1.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2079.0	2965.0
106481836	56.0	0.0
106481840	1.0	0.0
106481841	0.0	0.0
100271358	5.0	3.0
81399	0.0	0.0
283422	0.0	0.0
344866	1.0	5.0
100271351	0.0	0.0
283420	56.0	10.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	7.0	3.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	1.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	2.0	0.0
106481846	0.0	0.0
100307126	14.0	12.0
106481847	0.0	0.0
100271349	2.0	1.0
283417	179.0	199.0
283416	29.0	12.0
106481851	2.0	1.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	0.0	2.0
106481850	11.0	10.0
81382	0.0	0.0
81383	0.0	0.0
100271343	5.0	2.0
106481819	3.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	1568.0	2053.0
283487	334.0	307.0
283486	1.0	3.0
283483	0.0	2.0
283481	258.0	6.0
283480	3.0	0.0
106481828	1.0	0.0
106481829	1.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	3.0	0.0
106481820	0.0	0.0
106481821	0.0	1.0
106481826	0.0	1.0
106481827	0.0	0.0
106481824	2.0	0.0
106481825	2.0	1.0
56547	0.0	0.0
106481830	0.0	0.0
56548	273.0	93.0
283471	6.0	0.0
731789	2.0	0.0
728170	2.0	3.0
283464	1271.0	3333.0
283463	11.0	4.0
283461	5.0	0.0
283460	8.0	0.0
106481808	0.0	0.0
728167	0.0	1.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	1.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	22.0	20.0
81502	5563.0	18779.0
283459	1330.0	2994.0
283458	0.0	5.0
283455	70.0	284.0
645900	0.0	2.0
283450	4379.0	8839.0
780776	72.0	33.0
728113	217.0	10.0
126410	319.0	16.0
728116	16.0	2.0
728115	1.0	0.0
728118	17.0	27.0
81533	3947.0	4784.0
126402	0.0	0.0
81532	1799.0	1499.0
645930	0.0	1.0
731779	0.0	0.0
728106	0.0	0.0
645922	0.0	0.0
645927	8.0	2.0
728134	6.0	4.0
474170	365.0	377.0
728130	61.0	66.0
645940	0.0	0.0
728132	0.0	0.0
728137	0.0	0.0
81555	3008.0	5351.0
81556	2022.0	3667.0
81557	0.0	0.0
81558	1358.0	807.0
645939	0.0	0.0
81551	11.0	4.0
101055625	3.0	1.0
81552	1748.0	4790.0
81553	1834.0	334.0
344905	187.0	0.0
81554	2842.0	2879.0
474167	17.0	97.0
81550	1262.0	1233.0
344901	6.0	0.0
645931	0.0	1.0
645950	1.0	0.0
728121	13.0	12.0
81537	1121.0	1572.0
81539	9359.0	57703.0
728128	7.0	14.0
81544	3878.0	394.0
81545	2300.0	2500.0
81542	2357.0	5217.0
81543	420.0	55.0
93517	591.0	331.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	836.0	360.0
126432	375.0	1879.0
163404	0.0	43.0
138474	0.0	1.0
391365	0.0	0.0
391367	0.0	0.0
728192	0.0	3.0
728194	2.0	0.0
728190	604.0	963.0
391378	40.0	2.0
138412	4.0	2.0
138428	15.0	12.0
138429	136.0	48.0
391356	498.0	396.0
391358	2.0	1.0
56521	426.0	27362.0
391282	0.0	1.0
643263	0.0	0.0
643264	0.0	0.0
100271209	26.0	1.0
222537	0.0	3.0
163351	27.0	3.0
100271217	1.0	0.0
100271216	0.0	1.0
100271218	0.0	1.0
401164	47.0	1.0
100271206	0.0	0.0
100271207	0.0	0.0
100271201	0.0	0.0
100271204	2.0	1.0
391266	0.0	0.0
440799	46.0	0.0
391267	50.0	17.0
222553	83.0	40.0
391269	2.0	1.0
440795	0.0	0.0
401152	9155.0	5937.0
126393	11397.0	373.0
8200	122.0	4.0
8204	6691.0	18144.0
8202	3555.0	9316.0
391276	0.0	0.0
391279	0.0	0.0
401145	315.0	601.0
222545	0.0	0.0
126382	702.0	1242.0
222546	48.0	2.0
606293	0.0	0.0
401138	1.0	0.0
401137	0.0	0.0
151393	369.0	130.0
692231	0.0	0.0
440738	725.0	22.0
692233	9.0	6.0
440737	35.0	33.0
8216	3414.0	2017.0
8214	124.0	158.0
440732	4.0	6.0
440730	42.0	370.0
222584	134.0	114.0
151325	0.0	0.0
8208	329.0	1336.0
8209	8.0	7.0
8220	756.0	666.0
8226	777.0	2035.0
692223	0.0	0.0
8227	2207.0	1614.0
8224	43.0	5.0
692225	13.0	7.0
8225	2050.0	2114.0
692226	0.0	0.0
100381178	5.0	6.0
692227	11.0	23.0
692229	0.0	0.0
100310839	0.0	1.0
100310838	0.0	0.0
8218	360.0	580.0
8233	848.0	909.0
692210	1.0	0.0
8237	3919.0	5148.0
401190	25.0	54.0
692212	4.0	8.0
692213	0.0	0.0
692214	2.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1368.0	1389.0
8242	7277.0	10018.0
8243	5635.0	22557.0
692201	0.0	0.0
692202	0.0	1.0
692203	0.0	0.0
692204	0.0	0.0
692205	3.0	10.0
692206	0.0	0.0
692207	0.0	0.0
692208	0.0	1.0
692209	0.0	0.0
8241	3117.0	5123.0
100310812	2.0	0.0
8239	10091.0	16690.0
151354	535.0	233.0
100271291	0.0	0.0
93432	475.0	3.0
100271290	0.0	0.0
645841	0.0	0.0
93436	1358.0	1397.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	1.0	1.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	1.0	3.0
106481785	0.0	0.0
106481786	1.0	0.0
106481783	2.0	0.0
283523	0.0	1.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	5.0	3.0
100271296	0.0	0.0
645834	0.0	1.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1905.0	4526.0
93426	8.0	0.0
8269	677.0	975.0
106481789	4.0	1.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	1.0	0.0
8263	673.0	774.0
8260	1267.0	1616.0
283518	14.0	8.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	0.0	16.0
106481796	13.0	57.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	0.0	2.0
645846	0.0	0.0
100271288	0.0	0.0
645843	1.0	0.0
81440	0.0	0.0
100271284	1.0	0.0
8277	12.0	2.0
645864	52.0	13.0
342374	0.0	0.0
440714	0.0	0.0
342372	4.0	3.0
342371	4637.0	3238.0
440712	97.0	20.0
106481756	0.0	0.0
8270	396.0	1473.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	1.0	0.0
8273	1482.0	1480.0
728215	101.0	105.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	27.0	40.0
81479	2.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	45.0	87.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	0.0	0.0
81470	0.0	0.0
100271274	0.0	1.0
100310841	3.0	1.0
81472	0.0	0.0
81473	0.0	0.0
100310840	116.0	64.0
100271273	0.0	0.0
645859	0.0	0.0
8288	15.0	13.0
8289	7319.0	17215.0
8287	0.0	0.0
643210	0.0	2.0
106481767	0.0	0.0
728207	1.0	3.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	1.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	1.0	0.0
100310853	0.0	0.0
100271263	0.0	0.0
100310855	0.0	5.0
81462	0.0	0.0
100271260	16.0	1.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	0.0	3.0
342357	456.0	1170.0
100310850	0.0	0.0
100271261	0.0	0.0
643220	3.0	1.0
643224	214.0	521.0
645884	0.0	0.0
8291	2134.0	1422.0
401136	0.0	0.0
106481734	10.0	9.0
8292	154.0	61.0
401135	1.0	0.0
106481735	32.0	17.0
106481732	1.0	1.0
8290	0.0	2.0
106481733	0.0	0.0
8295	4575.0	6516.0
106481738	0.0	0.0
93474	210.0	221.0
106481739	0.0	0.0
8293	20.0	56.0
106481736	0.0	0.0
106481737	0.0	1.0
8294	146.0	2273.0
106481741	0.0	0.0
106481742	1.0	12.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	3.0	0.0
100271253	0.0	0.0
645879	0.0	0.0
81493	665.0	43.0
81494	1.0	2.0
100271254	0.0	0.0
283562	0.0	0.0
81490	1226.0	2274.0
81491	70.0	74.0
342346	14.0	2.0
100271250	1.0	1.0
100873064	0.0	0.0
643232	1.0	1.0
100873065	5.0	0.0
106481745	0.0	0.0
401124	7.0	5.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	21.0	2.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	1.0
106481752	0.0	1.0
100271245	2.0	0.0
106481753	8.0	4.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	0.0
106481751	0.0	2.0
401115	48.0	141.0
81488	1462.0	1655.0
283554	46.0	200.0
283553	14.0	1.0
100271244	0.0	0.0
643226	3.0	0.0
283551	65.0	44.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	55.0	62.0
93492	4.0	1.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	2.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	2.0	0.0
401109	165.0	10.0
100271235	0.0	0.0
283547	284.0	29.0
401106	46.0	369.0
100271234	0.0	0.0
106481720	0.0	0.0
100271230	0.0	0.0
643236	0.0	0.0
100271233	0.0	0.0
100271232	0.0	0.0
643253	238.0	178.0
93487	5656.0	6731.0
106481729	11.0	1.0
643255	2.0	0.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	4.0	1.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	1.0	0.0
106481726	0.0	0.0
100271228	0.0	1.0
283537	1454.0	819.0
100271229	0.0	0.0
100271224	1.0	0.0
106481730	0.0	1.0
100271223	1.0	1.0
106481731	0.0	3.0
100271226	0.0	0.0
100271225	1.0	0.0
100271220	0.0	0.0
100271222	0.0	1.0
344978	3.0	0.0
100271221	0.0	0.0
138716	766.0	937.0
780852	1.0	1.0
728276	0.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	15.0	1.0
780851	1.0	2.0
100126356	0.0	0.0
285796	4.0	0.0
81607	1944.0	3669.0
81608	1986.0	3908.0
81609	2548.0	12776.0
81603	8534.0	10856.0
81605	2315.0	3957.0
81606	3218.0	1361.0
81610	58.0	2866.0
56654	3033.0	4736.0
56655	1478.0	1820.0
81611	1948.0	6545.0
56650	3147.0	2978.0
29028	947.0	33998.0
283129	4.0	46.0
56651	3.0	1.0
56652	613.0	2184.0
100126354	0.0	0.0
100126355	1.0	0.0
56658	812.0	1546.0
283120	1938.0	1250.0
56659	38.0	38.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	1.0	1.0
100126345	0.0	0.0
728262	8.0	56.0
138724	9.0	0.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	1447.0	23.0
100126348	0.0	1.0
728263	4.0	4.0
106481701	3.0	0.0
106481702	0.0	0.0
56660	5.0	5.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3220.0	8448.0
100190924	0.0	0.0
56666	117.0	848.0
30012	0.0	0.0
29034	0.0	0.0
56667	56.0	0.0
106865375	2.0	0.0
81602	735.0	423.0
30014	0.0	0.0
106865374	0.0	0.0
56662	0.0	2.0
30011	4213.0	767.0
283116	0.0	0.0
56663	0.0	4.0
30010	1.0	2.0
56664	0.0	0.0
100190923	1.0	1.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	1.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1140.0	1382.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	1054.0	1130.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	26.0	17.0
100381202	2.0	3.0
56670	455.0	184.0
81626	2.0	1.0
81627	1336.0	3243.0
81628	2633.0	2598.0
56676	0.0	1.0
30001	2305.0	4442.0
54012	0.0	0.0
56677	0.0	0.0
246175	3352.0	7996.0
56672	645.0	1489.0
246176	157.0	0.0
56673	7.0	2.0
54016	0.0	0.0
283106	18.0	38.0
30000	4963.0	5475.0
56674	2801.0	6997.0
54015	0.0	0.0
81631	5231.0	4623.0
56675	272.0	3637.0
54014	4385.0	7255.0
283104	255.0	400.0
100126330	0.0	0.0
30009	37.0	20.0
283102	13.0	8.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	2.0	0.0
30008	5113.0	537.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	230.0	19.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	138.0	203.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	2928.0	656.0
100126325	0.0	0.0
66005	4097.0	5690.0
100126326	0.0	0.0
81618	4143.0	874.0
81619	8879.0	7541.0
56681	11842.0	10896.0
66008	4606.0	3714.0
29018	0.0	0.0
81614	1423.0	3031.0
54020	1082.0	3285.0
81615	174.0	41.0
81616	16.0	5.0
81617	4417.0	2758.0
767846	19.0	20.0
81621	363.0	276.0
81622	1718.0	22336.0
246184	338.0	405.0
767851	1.0	3.0
81623	0.0	1.0
54022	0.0	0.0
81624	75.0	1076.0
767853	0.0	0.0
54021	9.0	11.0
56683	797.0	1276.0
54028	25.0	14.0
54027	0.0	0.0
29015	2918.0	702.0
54026	0.0	0.0
767850	0.0	0.0
81620	110.0	1031.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	1.0	3.0
246181	23.0	683.0
246182	4.0	6.0
100126316	0.0	0.0
728233	93.0	44.0
283171	0.0	0.0
100126317	3.0	2.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	0.0	0.0
100126313	0.0	0.0
285753	448.0	565.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	13.0	0.0
114785	3742.0	6040.0
285755	180.0	118.0
114786	52.0	1.0
114787	92.0	1371.0
114788	3.0	2676.0
285758	19.0	20.0
114789	5775.0	1880.0
54031	8.0	17.0
728239	0.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1004.0	1865.0
54033	63.0	172.0
54032	0.0	0.0
114791	1078.0	1555.0
54039	494.0	13.0
114792	35.0	96.0
126767	38.0	0.0
114793	3787.0	842.0
54038	0.0	0.0
100190954	0.0	0.0
114794	19.0	9.0
114795	81.0	24.0
54036	0.0	0.0
93627	1795.0	3521.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	14246.0	43557.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	613.0	497.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2589.0	5521.0
100126302	0.0	0.0
100128963	3.0	2.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	4.0	4.0
100126309	0.0	0.0
728226	3.0	0.0
54041	0.0	0.0
728228	1.0	1.0
54045	0.0	1.0
645809	0.0	0.0
54044	0.0	0.0
645808	1.0	1.0
114780	395.0	21.0
54043	0.0	2.0
645807	0.0	0.0
114781	1353.0	1536.0
126755	16.0	2.0
54049	0.0	3.0
114783	310.0	683.0
54048	0.0	0.0
114784	86.0	38.0
283159	0.0	0.0
54047	0.0	2.0
100128961	2.0	10.0
645805	34.0	39.0
283152	64.0	35.0
66035	742.0	411.0
283150	0.0	0.0
728255	0.0	0.0
93654	0.0	2.0
66036	1240.0	1182.0
93653	126.0	15.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	0.0	1.0
93650	4.0	0.0
81669	4733.0	3099.0
54053	4.0	5.0
54052	0.0	0.0
114769	300.0	136.0
54051	0.0	0.0
54050	0.0	0.0
54055	160.0	47.0
100190938	420.0	90.0
54054	9.0	2.0
114770	119.0	8.0
114771	0.0	0.0
54059	234.0	88.0
283149	4565.0	3034.0
54058	145.0	473.0
93649	134.0	36.0
645811	33.0	86.0
81671	9177.0	14943.0
100271199	0.0	1.0
100190939	1464.0	177.0
283143	89.0	42.0
100271196	0.0	0.0
93643	1723.0	1286.0
100128946	0.0	1.0
285780	20.0	1.0
285782	1.0	0.0
100271180	1.0	0.0
285785	56.0	87.0
100190952	0.0	0.0
54064	27.0	22.0
728248	0.0	0.0
114757	2034.0	627.0
114758	0.0	0.0
54067	93.0	43.0
100190947	0.0	0.0
100190949	1.0	0.0
54065	1.0	1.0
114760	0.0	0.0
114761	0.0	0.0
126731	689.0	1789.0
54069	456.0	1265.0
283131	35961.0	45528.0
283130	599.0	781.0
692157	5.0	9.0
692158	0.0	0.0
138799	0.0	0.0
440498	566.0	493.0
124152	476.0	1194.0
199704	421.0	710.0
124149	0.0	0.0
163747	9.0	58.0
692146	0.0	0.0
692147	4.0	4.0
692148	2.0	10.0
692149	0.0	0.0
163742	0.0	0.0
199713	2.0	0.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	3.0	0.0
126792	1231.0	1770.0
378008	0.0	0.0
378009	0.0	0.0
29089	119.0	4278.0
29088	1276.0	6331.0
29087	1749.0	1133.0
378010	0.0	0.0
148137	563.0	1471.0
126789	290.0	669.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	162.0	178.0
29081	1309.0	1843.0
29080	1107.0	1816.0
283189	0.0	0.0
29086	1665.0	1806.0
29085	2021.0	3573.0
29083	443.0	447.0
100381270	719.0	1778.0
200810	24.0	193.0
114796	532.0	382.0
148156	957.0	796.0
114798	7.0	124.0
114799	1378.0	2419.0
29099	1887.0	2309.0
29098	519.0	521.0
378001	0.0	0.0
29093	903.0	1925.0
29092	1185.0	1593.0
29091	230.0	5.0
29090	932.0	1613.0
56603	1723.0	144.0
29097	1604.0	5385.0
56604	3.0	12.0
56605	1420.0	1189.0
29095	1033.0	3694.0
151790	17.0	1.0
283174	255.0	157.0
56606	418.0	382.0
29094	1228.0	725.0
692199	0.0	0.0
391002	0.0	0.0
440459	10.0	9.0
391004	0.0	0.0
780816	0.0	0.0
124199	15.0	2.0
391003	0.0	0.0
30062	0.0	0.0
440456	908.0	681.0
780814	27.0	7.0
30061	9063.0	4237.0
780815	0.0	0.0
780812	0.0	0.0
780813	0.0	4.0
440452	3.0	0.0
780810	2.0	0.0
780811	0.0	0.0
29068	4514.0	4531.0
29066	3265.0	5635.0
29063	536.0	1120.0
29062	1250.0	611.0
56616	332.0	952.0
163702	573.0	828.0
391013	6.0	1.0
391012	0.0	0.0
100381215	0.0	0.0
29079	2155.0	2786.0
29078	734.0	561.0
56623	822.0	1139.0
56624	24.0	49.0
29071	1391.0	3068.0
29070	532.0	875.0
29075	9.0	6.0
29074	1712.0	2236.0
29072	5923.0	9229.0
163732	1076.0	102.0
200845	477.0	2569.0
148103	287.0	428.0
200844	40.0	474.0
440482	28.0	1.0
151742	1401.0	709.0
163720	97.0	459.0
148113	114.0	28.0
440465	1301.0	1719.0
29057	18.0	17.0
148109	1.0	0.0
29058	6423.0	10338.0
56647	2366.0	4879.0
56648	467.0	66.0
56649	15.0	4322.0
440419	0.0	0.0
440416	131.0	52.0
8303	4755.0	2671.0
643157	0.0	0.0
200879	719.0	954.0
440406	2.0	6.0
8301	13515.0	7415.0
643155	2276.0	6581.0
8302	2.0	1.0
440400	327.0	276.0
199675	2.0	12.0
8310	1388.0	3950.0
124093	28.0	536.0
8314	4238.0	6914.0
8315	1666.0	2305.0
8312	1605.0	4954.0
342096	0.0	0.0
8313	767.0	361.0
440435	18.0	16.0
643160	2.0	0.0
643161	1.0	1.0
643159	5.0	6.0
8309	1102.0	1670.0
8321	3794.0	2217.0
8322	15993.0	1443.0
8320	25.0	14.0
8325	940.0	304.0
8326	51.0	7.0
8323	2488.0	15088.0
8324	5096.0	764.0
440423	392.0	765.0
200894	746.0	640.0
643171	0.0	0.0
200895	825.0	1118.0
8318	57.0	618.0
8317	207.0	1480.0
8332	0.0	0.0
692110	0.0	0.0
8333	0.0	0.0
692111	0.0	0.0
8330	0.0	0.0
8331	2.0	0.0
8336	0.0	87.0
8337	0.0	2.0
8334	1426.0	17680.0
8335	1.0	2.0
148046	29.0	15.0
106481699	0.0	1.0
643182	0.0	0.0
643180	242.0	106.0
643181	0.0	0.0
8329	3.0	1.0
8328	1.0	1.0
8343	1.0	11.0
643198	0.0	0.0
8344	0.0	57.0
8341	39.0	6.0
8342	0.0	0.0
8347	34.0	946.0
8348	0.0	99.0
643199	0.0	0.0
8345	6.0	1.0
8346	0.0	0.0
692106	0.0	0.0
692107	0.0	0.0
161003	3.0	1.0
692108	0.0	1.0
692109	6.0	4.0
643193	0.0	0.0
8340	0.0	0.0
8338	8.0	20.0
8339	21.0	21.0
8354	0.0	0.0
8355	6.0	1.0
8352	2.0	0.0
8353	31.0	30.0
8358	1.0	10.0
8359	0.0	3.0
8356	0.0	41.0
8357	9.0	3.0
222235	49.0	19.0
106481679	1.0	0.0
222236	1126.0	1083.0
106481677	5.0	2.0
222234	291.0	383.0
106481678	0.0	0.0
8350	2.0	0.0
8351	3.0	21.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	1.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	3.0	0.0
106481684	1.0	0.0
106481685	0.0	2.0
8349	803.0	10483.0
8365	18.0	1873.0
8366	2.0	3.0
8363	2.0	0.0
8364	1.0	4.0
8369	0.0	0.0
163688	15.0	11.0
8367	2.0	2.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1397.0	6001.0
106481689	1.0	0.0
8361	0.0	0.0
222229	580.0	1098.0
8362	7.0	0.0
8360	1.0	9.0
106481693	0.0	0.0
106481694	11.0	0.0
106481691	0.0	1.0
106481692	5.0	0.0
106481697	0.0	0.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	0.0	0.0
342035	663.0	179.0
344697	4.0	60.0
106481690	0.0	1.0
728310	0.0	16.0
285830	153.0	179.0
8379	1373.0	2191.0
93556	31.0	1.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	765.0	760.0
106481655	0.0	0.0
285834	16.0	8.0
222256	590.0	152.0
106481656	1.0	1.0
8372	64.0	47.0
93550	647.0	1353.0
8373	0.0	1.0
106481659	0.0	0.0
8370	2.0	584.0
728315	3.0	4.0
81577	1596.0	1261.0
106481660	0.0	0.0
81578	245.0	339.0
106481661	0.0	0.0
81579	2515.0	5160.0
81573	1351.0	2121.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	6586.0	2607.0
106481662	0.0	0.0
81576	1167.0	689.0
106481663	16.0	8.0
81570	723.0	1063.0
100271178	0.0	1.0
81571	310.0	231.0
81572	821.0	2278.0
645715	12.0	3.0
8387	1.0	0.0
8388	0.0	0.0
728300	2.0	10.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	922.0	3278.0
8383	0.0	0.0
285848	4.0	3.0
8384	2.0	0.0
285849	29.0	84.0
8382	249.0	124.0
81566	2493.0	3677.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	434.0	655.0
81569	0.0	37.0
106481670	0.0	0.0
81562	1823.0	2044.0
106481675	0.0	0.0
81563	5824.0	10569.0
246243	728.0	1283.0
100271168	3.0	2.0
106481676	0.0	0.0
106481673	0.0	0.0
81565	3077.0	1325.0
106481674	1.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	0.0
100271163	0.0	0.0
100271162	1.0	1.0
8398	1192.0	618.0
8399	20.0	81.0
8396	6180.0	13850.0
285852	0.0	10.0
645740	0.0	0.0
8390	1.0	0.0
106481635	0.0	0.0
285855	6032.0	8132.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	3497.0	11168.0
106481639	0.0	0.0
8395	336.0	28.0
8392	1.0	0.0
106481637	0.0	3.0
106481638	0.0	0.0
100271158	0.0	0.0
106481642	13.0	9.0
106481643	0.0	0.0
246210	2.0	5.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	0.0
106481646	1.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	21.0	59.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	1.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	3.0	37.0
100271142	0.0	0.0
344658	1.0	0.0
100271145	0.0	1.0
645745	1.0	0.0
344653	1.0	1.0
100271141	4.0	0.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	326.0	219.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	341.0	3859.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	1.0
283209	862.0	642.0
283208	76.0	117.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	1.0	0.0
100271132	15.0	0.0
100271131	0.0	0.0
100271133	0.0	3.0
100271130	0.0	0.0
93587	352.0	943.0
645771	8.0	4.0
93589	235.0	175.0
106481624	6.0	41.0
285800	10.0	0.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	3.0	2.0
