id	d5f0ea64-6660-49ac-a37e-3cd747045147	f01c01c8-97d9-4ba6-98cd-4ac9ac85ed82
100128092	0.0	5.0
83478	942.0	1226.0
83473	57.0	333.0
83475	460.0	615.0
100128098	0.0	38.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	33.0	1177.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	144.0	1013.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	302.0	386.0
100128083	1.0	3.0
83468	444.0	2450.0
100128081	18.0	9.0
83461	36.0	105.0
128338	1584.0	5604.0
83464	472.0	3245.0
83463	29.0	98.0
83460	411.0	74.0
100189028	1.0	3.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	2.0
102466750	0.0	0.0
153339	2573.0	8288.0
116349	213.0	190.0
102466759	0.0	0.0
102466758	0.0	1.0
102466757	0.0	0.0
100128071	29.0	102.0
346562	0.0	103.0
647415	1.0	1.0
128322	0.0	0.0
1809	14093.0	17479.0
116337	1.0	0.0
153328	3.0	273.0
1800	1.0	519.0
100128061	0.0	0.0
100128060	16.0	10.0
100128062	0.0	0.0
1808	2986.0	6175.0
83483	2627.0	13085.0
1807	0.0	5.0
1806	989.0	2485.0
1805	7218.0	5059.0
83480	584.0	635.0
1804	28.0	8.0
1803	1256.0	1325.0
1802	1503.0	1006.0
83482	6.0	1.0
1801	1119.0	2404.0
83481	5.0	476.0
131965	339.0	638.0
1811	5.0	148.0
1810	4527.0	3697.0
143941	22.0	888.0
1819	1231.0	2051.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	3.0
1815	8.0	62.0
100128054	1.0	4.0
1814	0.0	1.0
285084	0.0	9.0
1813	14.0	99.0
1812	30.0	0.0
100128055	2.0	1.0
647436	3.0	5.0
128387	1736.0	1406.0
131973	0.0	2.0
1822	6139.0	17814.0
1821	3.0	86.0
1820	130.0	823.0
100128041	0.0	1.0
1829	314.0	4997.0
1828	0.0	8.0
1827	2498.0	2047.0
285093	0.0	2.0
1826	3.0	2.0
100128043	0.0	0.0
1825	0.0	138.0
100128042	0.0	0.0
1824	104.0	2712.0
1823	0.0	90.0
100128044	0.0	0.0
407977	1.0	3.0
407975	5.0	26.0
128370	0.0	1.0
128371	0.0	0.0
128372	0.0	0.0
1833	0.0	1212.0
1832	245.0	49651.0
1831	6089.0	30550.0
1830	0.0	239.0
574016	1.0	7.0
100128036	0.0	1.0
1839	5570.0	1732.0
1838	176.0	1970.0
346528	0.0	1.0
1837	14759.0	298.0
1836	967.0	1615.0
346525	0.0	0.0
1834	1.0	2.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	1.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	1183.0	235.0
1843	34059.0	25935.0
1842	1957.0	3270.0
1841	321.0	752.0
1840	120.0	238.0
574028	7.0	3.0
574029	0.0	6.0
100128025	11.0	48.0
1849	1217.0	1736.0
346517	0.0	2.0
1848	1378.0	3185.0
1847	599.0	9066.0
100128020	0.0	1.0
1846	101.0	116934.0
100128023	0.0	0.0
1845	27940.0	7745.0
153396	547.0	1450.0
1855	11871.0	2309.0
1854	1016.0	2235.0
100131671	0.0	1.0
1852	1.0	3.0
1850	1274.0	830.0
100131678	0.0	0.0
1859	8327.0	7594.0
1857	4318.0	7425.0
1856	689.0	1814.0
724068	0.0	0.0
724067	0.0	0.0
202781	330.0	923.0
1861	1033.0	4551.0
100131688	0.0	0.0
1869	112.0	186.0
724094	0.0	0.0
1880	210.0	728.0
1877	828.0	2752.0
100131691	50.0	134.0
1876	1680.0	613.0
1875	39.0	342.0
83417	0.0	2.0
100131693	6.0	5.0
100327036	0.0	1.0
83416	0.0	28.0
200132	37.0	49.0
1874	1969.0	3095.0
1872	0.0	2.0
1871	775.0	1138.0
1870	7.0	59.0
1879	950.0	1292.0
724087	0.0	11.0
1891	29604.0	5909.0
1890	258.0	3393.0
83401	16.0	7.0
1889	3402.0	17616.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	672.0	973.0
58472	1688.0	5171.0
200149	0.0	0.0
58475	268.0	29374.0
724038	0.0	0.0
83439	746.0	2041.0
1896	527.0	194.0
58477	1536.0	7872.0
58476	9297.0	9108.0
1894	268.0	743.0
1893	1235.0	2557.0
1892	12228.0	8919.0
58478	1140.0	2445.0
200150	30.0	3.0
724022	0.0	0.0
58484	75.0	190.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	2593.0	974.0
724024	0.0	0.0
58486	2268.0	2350.0
58485	2083.0	3507.0
724023	0.0	0.0
58480	1734.0	12026.0
724029	3.0	4.0
200159	3.0	12.0
724028	0.0	0.0
724027	0.0	1.0
58488	815.0	1041.0
58487	1051.0	4232.0
200162	49.0	447.0
58489	81.0	1923.0
58495	0.0	546.0
724059	0.0	0.0
58494	2251.0	1444.0
58497	3251.0	3716.0
58496	30.0	122.0
58491	434.0	671.0
58490	3477.0	3539.0
58493	977.0	2681.0
58492	131.0	328.0
58499	2922.0	1449.0
58498	0.0	1.0
200172	8.0	15.0
83451	645.0	3089.0
83450	163.0	754.0
83452	590.0	1034.0
153364	418.0	470.0
83448	524.0	1425.0
200186	1451.0	4544.0
83447	0.0	0.0
200185	264.0	1272.0
83449	1.0	31.0
83444	37.0	144.0
83443	2677.0	2927.0
83446	0.0	5.0
83445	0.0	60.0
83440	541.0	2811.0
83442	1799.0	7854.0
114984	867.0	2294.0
114987	148.0	704.0
391603	0.0	0.0
10657	4742.0	8677.0
126969	27.0	280.0
10656	1757.0	675.0
10659	3040.0	2490.0
10658	6823.0	7583.0
114990	289.0	2434.0
114991	531.0	5450.0
10651	3085.0	2174.0
10650	23.0	273.0
10653	53.0	23780.0
10652	3057.0	8031.0
342667	4.0	19.0
10655	179.0	65.0
643812	0.0	0.0
342666	10.0	12.0
10654	1651.0	2465.0
136306	2.0	3.0
126961	0.0	0.0
10668	791.0	1006.0
10667	981.0	863.0
643827	10.0	11.0
10669	119.0	572.0
10660	933.0	0.0
10661	3.0	6.0
731220	5.0	150.0
138971	0.0	0.0
10664	3700.0	4958.0
10663	103.0	221.0
10666	50.0	191.0
731223	11.0	6.0
10665	0.0	2.0
136319	5793.0	13164.0
163933	183.0	153.0
317691	0.0	0.0
339005	111.0	192.0
10635	57.0	121.0
10634	438.0	3511.0
10637	7.0	11.0
10636	336.0	732.0
10638	0.0	0.0
114971	675.0	762.0
10631	1369.0	90952.0
643836	742.0	2297.0
10630	932.0	1620.0
643837	1157.0	843.0
10633	9.0	70.0
643834	1.0	0.0
10632	9782.0	7359.0
100124394	0.0	1.0
10645	1390.0	3256.0
10648	0.0	0.0
10647	48.0	2.0
148304	162.0	420.0
114960	0.0	1.0
10640	3442.0	5115.0
136332	5.0	47.0
10642	1.0	8.0
643847	0.0	0.0
10641	1286.0	1087.0
10644	223.0	34.0
10643	1.0	20.0
317671	264.0	119.0
643862	0.0	1.0
391642	0.0	0.0
10609	371.0	2377.0
391647	0.0	1.0
10613	907.0	3874.0
10612	659.0	1443.0
10615	54.0	321.0
10614	2238.0	3254.0
10617	2364.0	3006.0
401525	0.0	0.0
10616	1850.0	4855.0
10618	7294.0	26977.0
643854	1.0	0.0
643853	42.0	165.0
643859	0.0	0.0
10611	80347.0	16795.0
10610	1389.0	710.0
643872	1.0	4.0
643873	258.0	117.0
643870	14.0	2.0
317684	0.0	0.0
391655	0.0	1.0
391657	0.0	0.0
391656	1.0	1.0
317687	1.0	0.0
10623	863.0	2092.0
10626	691.0	144.0
10625	3327.0	19562.0
10628	229720.0	24872.0
10627	86172.0	14605.0
10629	592.0	684.0
342618	0.0	3.0
643865	0.0	0.0
643866	53.0	399.0
10620	164.0	290.0
10622	270.0	79.0
10621	606.0	802.0
101954275	0.0	0.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	0.0	8.0
643884	0.0	0.0
101954277	1.0	1.0
101954278	1.0	4.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	15.0	15.0
83606	11321.0	11973.0
101954271	1.0	0.0
83605	2357.0	3015.0
101954272	0.0	4.0
83608	792.0	628.0
83607	1165.0	2617.0
151903	922.0	1222.0
401507	0.0	0.0
317649	6889.0	1059.0
391627	0.0	0.0
401505	804.0	730.0
388007	0.0	0.0
317648	242.0	670.0
100419709	0.0	8.0
100419705	0.0	0.0
643875	0.0	0.0
401509	84.0	67.0
401508	0.0	0.0
101954264	0.0	1.0
138948	11.0	35.0
101954269	0.0	1.0
101954266	0.0	0.0
101954267	2.0	1.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1542.0	1308.0
100419711	0.0	1.0
102464825	0.0	0.0
56000	2.0	23.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	25.0	27.0
102464824	1.0	1.0
56005	704.0	6351.0
10602	4003.0	2346.0
56006	577.0	1687.0
83604	4795.0	1984.0
10603	2464.0	144.0
10606	2465.0	3045.0
100419717	0.0	0.0
56001	0.0	0.0
10605	4641.0	3520.0
10608	2520.0	3041.0
10607	2030.0	4052.0
10600	3522.0	3230.0
101929254	1.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	1.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	1.0
102464837	0.0	0.0
102464834	0.0	1.0
102464835	0.0	0.0
148362	2298.0	6986.0
102464832	0.0	0.0
100271849	8.0	34.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	1.0
112399	1132.0	4100.0
112398	301.0	1878.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	0.0	0.0
100419734	0.0	0.0
391698	1.0	1.0
100419731	0.0	0.0
100271836	112.0	214.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	2.0	1.0
101954204	0.0	0.0
199953	2768.0	947.0
161357	1.0	2.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	9.0	7.0
731275	40.0	43.0
199920	10.0	110.0
222826	3.0	4.0
101929286	0.0	1.0
391670	1.0	1.0
391672	2.0	5.0
161342	16.0	14.0
148398	16.0	561.0
100419758	68.0	27.0
100419751	0.0	0.0
124359	102.0	6234.0
101929293	1.0	4.0
100420752	0.0	0.0
100420754	0.0	0.0
10691	704.0	1111.0
10690	3.0	35.0
101929212	16.0	26.0
101929218	0.0	0.0
388076	0.0	0.0
388077	0.0	0.0
100419764	0.0	0.0
199900	1.0	0.0
151963	311.0	517.0
10693	142.0	86.0
10692	13.0	12.0
10695	551.0	5402.0
10694	8606.0	6650.0
10699	6.0	1850.0
101929221	1.0	15.0
100420763	0.0	0.0
101929225	0.0	1.0
101929222	8.0	1.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	293.0	2812.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	983.0	233.0
101929238	0.0	0.0
220213	44197.0	1312.0
10678	440.0	2931.0
151987	3087.0	3680.0
10671	1089.0	3362.0
10670	6479.0	5304.0
10673	100.0	920.0
10672	3834.0	5766.0
10675	26.0	30.0
10677	930.0	638.0
100419793	0.0	1.0
100420784	1.0	0.0
100420786	0.0	0.0
101929247	0.0	0.0
100420787	3.0	7.0
101929244	1.0	3.0
220202	2.0	0.0
222865	6.0	599.0
10682	375.0	1214.0
10681	175.0	4347.0
10683	0.0	2.0
10686	1.0	5.0
136371	2940.0	0.0
643803	0.0	0.0
10687	80.0	317.0
100419682	0.0	0.0
100420678	12.0	8.0
222894	0.0	1.0
100419687	0.0	1.0
283807	164.0	478.0
653194	0.0	0.0
83598	2.0	1.0
83597	4.0	5.0
653199	81.0	122.0
83594	1477.0	1154.0
83593	244.0	2217.0
83596	542.0	461.0
83595	967.0	529.0
83590	1198.0	1661.0
653190	1.0	1.0
653192	0.0	0.0
83592	30.0	44.0
83591	489.0	297.0
1909	551.0	4813.0
100420689	0.0	3.0
1908	192.0	2.0
161291	253.0	5919.0
653188	5.0	17.0
653189	46.0	47.0
1907	1.0	163.0
1906	180.0	117.0
197258	592.0	957.0
1903	585.0	6898.0
197259	144.0	533.0
1902	1292.0	2231.0
1901	2303.0	2053.0
100420681	0.0	0.0
197257	5626.0	833.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	1015.0	1296.0
1917	131084.0	4066.0
1915	49777.0	220821.0
1912	3771.0	8747.0
1911	519.0	1070.0
101929202	0.0	0.0
101929203	0.0	0.0
199899	2.0	0.0
148281	176.0	108.0
219287	0.0	0.0
161253	3.0	286.0
219285	635.0	2836.0
283849	147.0	342.0
283848	37.0	591.0
1932	1.0	1.0
283847	1.0	11.0
256227	34.0	15.0
256223	0.0	0.0
1939	3126.0	4076.0
1938	177558.0	121406.0
1937	18.0	15.0
1936	5267.0	3852.0
1934	6.0	3.0
1933	17977.0	8099.0
161247	9692.0	28.0
219293	7.0	849.0
1943	1.0	35.0
1942	505.0	8875.0
256236	44.0	1284.0
1949	59.0	234.0
199870	1633.0	1024.0
1948	1685.0	2572.0
1947	856.0	1299.0
1946	88.0	795.0
1945	49.0	967.0
1944	12.0	511.0
161271	0.0	0.0
1954	2435.0	4619.0
1953	457.0	2043.0
1952	3602.0	5316.0
1951	23.0	1686.0
1950	4365.0	729.0
283820	486.0	1160.0
1959	2296.0	1280.0
1958	213384.0	11447.0
1956	3736.0	1070.0
1955	1961.0	6215.0
1965	5064.0	5185.0
1964	8399.0	8232.0
199857	242.0	701.0
1962	309.0	262.0
1961	1.0	1.0
1960	2083.0	803.0
220296	6.0	0.0
1969	525.0	886.0
1968	6992.0	19225.0
1967	2054.0	2883.0
114904	277.0	6394.0
114905	156.0	546.0
114907	48741.0	8817.0
114908	3280.0	19506.0
340094	0.0	0.0
643783	72.0	122.0
114900	32.0	23.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	41774.0	18583.0
1974	36421.0	17419.0
1973	107.0	314.0
283888	2.0	290.0
401447	0.0	1.0
653113	5.0	67.0
1979	12497.0	11628.0
1978	457.0	712.0
1977	1237.0	1707.0
643790	1.0	14.0
1990	0.0	2.0
256281	428.0	613.0
1987	0.0	1.0
1986	1.0	0.0
1984	16247.0	13986.0
1983	20088.0	22003.0
1982	61923.0	48965.0
283876	16.0	89.0
1981	38183.0	29679.0
1980	3.0	18.0
283871	1882.0	1195.0
283870	65.0	156.0
105375616	0.0	0.0
340075	38.0	471.0
340073	0.0	0.0
653125	1.0	11.0
401431	68.0	384.0
83528	0.0	0.0
1998	3200.0	2216.0
1997	1739.0	4036.0
283869	1.0	5.0
1996	0.0	33.0
401428	0.0	2.0
83538	35.0	82.0
1995	0.0	3.0
401427	0.0	8.0
283867	0.0	367.0
1994	2728.0	5437.0
1993	4.0	30.0
1992	2674.0	4427.0
1991	14.0	5.0
283860	11.0	11.0
83530	0.0	5.0
340069	1.0	6.0
1999	3.0	38835.0
105375606	0.0	2.0
340061	1091.0	5219.0
653115	35.0	71.0
653121	333.0	507.0
653122	75.0	115.0
283854	0.0	2.0
653123	0.0	0.0
401491	173.0	58.0
100124412	0.0	1.0
653147	1.0	3.0
401498	13.0	70.0
653149	0.0	68.0
401497	0.0	0.0
401494	241.0	2056.0
401492	14.0	52.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	2331.0	4431.0
83539	165.0	4427.0
83547	1982.0	437.0
83546	0.0	4.0
653140	21.0	16.0
83549	1888.0	2465.0
83548	1349.0	2648.0
83543	1558.0	12168.0
653145	4.0	32.0
83544	449.0	2167.0
83541	220.0	2311.0
83540	26.0	67.0
126917	393.0	1347.0
340037	1.0	8.0
114926	2167.0	3275.0
114928	929.0	804.0
339044	0.0	3.0
256297	1.0	0.0
401474	33.0	2062.0
653174	0.0	0.0
653175	0.0	1.0
340024	0.0	1.0
114915	232.0	734.0
401466	776.0	919.0
653162	8.0	45.0
653163	0.0	0.0
283899	768.0	2920.0
653166	0.0	0.0
283897	41.0	138.0
339145	0.0	2.0
391723	0.0	0.0
391722	1.0	2.0
10778	2009.0	1728.0
10777	5717.0	1.0
10772	2586.0	5318.0
340120	0.0	0.0
10771	5922.0	11535.0
10773	1000.0	1689.0
10776	13550.0	23855.0
10775	929.0	1901.0
10788	243.0	1883.0
391739	0.0	1.0
10781	571.0	1720.0
10780	339.0	753.0
10783	735.0	5303.0
10782	892.0	1043.0
10785	145.0	399.0
10787	13782.0	17692.0
10786	1.0	2.0
102606463	2.0	10.0
731308	1.0	1.0
339122	29.0	152.0
339123	825.0	4949.0
102606462	0.0	0.0
391701	0.0	0.0
391703	0.0	1.0
151827	50.0	113.0
126826	0.0	4.0
643719	25.0	34.0
10755	1650.0	4670.0
151825	0.0	1.0
10758	718.0	2518.0
126823	103.0	1022.0
126820	14.0	49.0
10750	25.0	89.0
10752	66.0	113.0
10751	0.0	0.0
10753	24.0	427.0
643714	0.0	34.0
138864	0.0	0.0
391712	4.0	13.0
391714	2.0	0.0
114836	15.0	156.0
10767	9723.0	4574.0
10766	10003.0	3185.0
151835	2.0	8.0
10769	1382.0	9503.0
391718	0.0	0.0
10768	6507.0	13072.0
126811	0.0	0.0
643723	19.0	3.0
10761	1.0	11.0
10763	11300.0	3282.0
10762	1070.0	3051.0
10765	1170.0	7349.0
101929179	0.0	0.0
388112	0.0	1.0
339105	6.0	79.0
83707	4360.0	1074.0
83706	326.0	1938.0
10734	447.0	261.0
10733	38.0	97.0
83714	280.0	504.0
10736	728.0	177.0
401648	2.0	1.0
643739	0.0	0.0
10735	5558.0	8817.0
401647	130.0	60.0
10738	0.0	1.0
401646	0.0	0.0
10737	2.0	14.0
10739	0.0	2.0
376132	1.0	1.0
10730	12821.0	11762.0
101929184	0.0	2.0
10732	341.0	1240.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	10.0	11.0
124221	3.0	133.0
124222	737.0	639.0
114897	1148.0	1521.0
114898	262.0	137.0
124220	0.0	11496.0
114899	680.0	2876.0
391777	12.0	8.0
10745	335.0	1089.0
56104	15.0	39.0
83700	1180.0	4001.0
401638	0.0	0.0
10744	5.0	2.0
56105	118.0	45.0
10747	65.0	70.0
401637	0.0	0.0
56106	112.0	385.0
10746	3262.0	7014.0
56107	91.0	183.0
10749	51909.0	6483.0
56100	171.0	196.0
401634	0.0	0.0
10748	19.0	94.0
56101	142.0	1342.0
56102	44.0	77.0
56103	67.0	114.0
643744	3.0	1.0
10741	599.0	1625.0
56108	53.0	535.0
10740	8.0	94.0
643749	95.0	161.0
56109	96.0	161.0
10743	873.0	7085.0
342732	0.0	2.0
10742	520.0	986.0
101929198	0.0	0.0
101929196	0.0	3.0
100420811	0.0	1.0
114884	362.0	1270.0
317774	0.0	1.0
114885	7736.0	2086.0
401630	0.0	1.0
317772	0.0	5.0
100419821	1.0	0.0
56110	69.0	109.0
317778	0.0	0.0
83729	125.0	8.0
317775	0.0	0.0
83734	311.0	598.0
10712	1625.0	2257.0
83733	135.0	209.0
10714	504.0	1303.0
126868	0.0	4.0
317769	0.0	0.0
100419829	0.0	1.0
10713	3181.0	3840.0
317768	0.0	0.0
10716	0.0	0.0
100419827	0.0	0.0
56111	89.0	92.0
10715	69.0	4.0
56112	65.0	54.0
56113	118.0	173.0
83732	832.0	997.0
10718	7.0	17.0
10717	658.0	649.0
56114	60.0	72.0
388125	805.0	52.0
401629	0.0	0.0
317781	662.0	1041.0
388122	2.0	1.0
83719	2460.0	7945.0
56120	15.0	9.0
56121	136.0	178.0
114876	9887.0	4141.0
388121	165.0	353.0
83716	1898.0	18115.0
83715	0.0	2555.0
114879	542.0	2277.0
100420829	1.0	0.0
10723	483.0	6884.0
56126	51.0	182.0
83723	30.0	148.0
126859	0.0	0.0
56127	38.0	175.0
10725	2699.0	4367.0
56128	7.0	47.0
56129	66.0	188.0
10724	5569.0	12605.0
114880	5148.0	402.0
56122	172.0	513.0
388115	5069.0	1025.0
401613	0.0	4.0
114881	792.0	376.0
10726	3586.0	4097.0
56123	103.0	330.0
401612	98.0	191.0
114882	2948.0	4883.0
56124	95.0	134.0
10728	11728.0	12410.0
114883	4057.0	3484.0
56125	98.0	168.0
643766	0.0	0.0
10721	18.0	57.0
10720	0.0	2.0
100420830	1.0	2.0
136259	48.0	8.0
100420834	0.0	0.0
317751	4.0	15.0
124274	0.0	2.0
388152	57.0	179.0
317754	0.0	0.0
317753	2.0	0.0
317749	779.0	780.0
342705	0.0	0.0
151888	8.0	34.0
151887	18611.0	54196.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	130.0	249.0
100420843	0.0	1.0
100293090	136.0	73.0
148254	315.0	506.0
317762	812.0	1977.0
317761	265.0	397.0
100419854	0.0	0.0
317760	10.0	28.0
317767	1.0	3.0
100271715	26.0	29.0
148252	89.0	667.0
100271722	186.0	243.0
199834	0.0	0.0
388135	153.0	965.0
101929152	2.0	1.0
100420854	0.0	1.0
222950	19.0	3.0
100419867	0.0	0.0
148266	506.0	379.0
100419868	2.0	5.0
148268	378.0	688.0
100419866	1.0	2.0
100420859	0.0	0.0
124245	1337.0	1783.0
317729	1.0	4.0
136288	1.0	4.0
199800	42.0	28.0
101930150	0.0	0.0
163882	3349.0	4251.0
388165	44.0	72.0
100419873	0.0	0.0
100271700	37.0	128.0
100271703	0.0	0.0
100271702	4.0	182.0
100420875	3.0	1.0
100420877	0.0	0.0
388199	0.0	4.0
22794	4082.0	4895.0
22795	2135.0	5345.0
22796	1949.0	5291.0
22797	38.0	849.0
22798	16.0	19.0
317705	0.0	2.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	1.0	3.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	0.0	0.0
222967	1.0	4.0
219333	1905.0	3300.0
136227	1.0	7.0
222962	57.0	251.0
148213	20.0	334.0
388182	24.0	29.0
100419895	0.0	0.0
317716	0.0	4.0
148203	77.0	267.0
317719	1.0	6.0
148206	176.0	350.0
163859	1631.0	3374.0
101929110	13.0	4.0
101929111	2.0	1.0
219348	1041.0	272.0
219347	64.0	405.0
100420898	2.0	7.0
148223	265.0	1233.0
10799	85.0	157.0
136242	0.0	7.0
10791	4305.0	1347.0
10794	164.0	110.0
10793	264.0	270.0
10795	523.0	1155.0
10798	0.0	0.0
10797	2119.0	6198.0
101929121	2.0	0.0
101929120	0.0	0.0
101929127	7.0	3.0
317701	0.0	0.0
220323	1484.0	3189.0
148231	0.0	0.0
148229	19.0	101.0
151877	5.0	7.0
151871	0.0	0.0
93035	118.0	4.0
161176	865.0	415.0
56097	11.0	41.0
56098	14.0	49.0
56099	284.0	283.0
93034	18.0	2.0
283927	127.0	134.0
220359	6.0	47.0
653073	0.0	0.0
653075	1.0	2.0
256302	9242.0	1040.0
105373144	0.0	0.0
81050	0.0	0.0
199786	4.0	10.0
256309	116.0	176.0
100420792	0.0	0.0
95681	155.0	1154.0
283914	0.0	0.0
81047	0.0	0.0
197131	3472.0	3909.0
197135	4.0	103.0
653061	0.0	4.0
93058	9841.0	470.0
161198	2644.0	2122.0
283902	16.0	3.0
220382	3.0	2.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	3.0
199777	258.0	203.0
81061	0.0	0.0
653082	250.0	243.0
81090	0.0	0.0
100271649	0.0	0.0
199746	294.0	375.0
100271655	3.0	2.0
81099	0.0	0.0
100271650	0.0	15.0
199745	391.0	275.0
148170	76.0	214.0
256364	361.0	2280.0
163786	235.0	392.0
220388	24.0	96.0
100271639	0.0	0.0
163782	10.0	646.0
100271646	5.0	19.0
283953	0.0	1.0
256355	3.0	17.0
100271644	0.0	1.0
283951	422.0	980.0
256356	690.0	4210.0
100271643	0.0	1.0
100271640	0.0	0.0
81081	0.0	0.0
161159	0.0	16.0
148189	546.0	695.0
93099	7.0	213.0
100271627	2.0	6.0
283948	41.0	350.0
256329	5.0	83.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	1.0	2.0
100271633	0.0	0.0
100271632	2.0	2.0
199720	2.0	27.0
93082	0.0	32.0
161145	52.0	1216.0
100271617	0.0	0.0
100271616	1.0	1.0
161142	2.0	6.0
100271619	0.0	1.0
148198	5.0	8.0
100271618	1.0	3.0
100271624	0.0	0.0
100271623	0.0	0.0
283933	111.0	150.0
100271625	0.0	0.0
93081	362.0	246.0
100271620	1.0	6.0
283932	82.0	235.0
100271622	0.0	1.0
100271621	0.0	0.0
199731	245.0	1533.0
100124332	0.0	2.0
643664	1.0	1.0
256394	0.0	810.0
83637	1586.0	8927.0
83636	3180.0	2584.0
401565	3.0	1.0
401563	0.0	63.0
401562	3.0	10.0
401561	1.0	8.0
283999	0.0	0.0
283994	0.0	4.0
643668	2.0	0.0
283991	1874.0	2189.0
340198	0.0	8.0
643669	11.0	10.0
340192	0.0	2.0
643680	7.0	33.0
197196	0.0	1.0
56033	0.0	5.0
401551	2.0	3.0
83657	2.0	238.0
83656	3.0	2.0
83659	0.0	3.0
283989	252.0	1136.0
83658	3846.0	8905.0
401548	490.0	5628.0
56034	844.0	2543.0
283987	482.0	11299.0
256369	19.0	0.0
401546	0.0	444.0
83655	0.0	0.0
283985	0.0	9.0
283982	0.0	0.0
283981	6.0	36.0
643677	14.0	6.0
83650	1.0	2.0
197187	217.0	67.0
449520	1.0	5.0
401541	292.0	426.0
401540	0.0	0.0
83639	0.0	18.0
83638	2376.0	2239.0
256380	7.0	38.0
449518	0.0	0.0
83648	2.0	2494.0
401537	1.0	4.0
83647	0.0	1.0
83641	638.0	6587.0
401535	9.0	5.0
83643	744.0	1137.0
401533	1.0	0.0
643689	4.0	12.0
283971	0.0	2.0
83640	509.0	720.0
283970	2.0	6.0
114826	1162.0	951.0
114827	2.0	442.0
378706	1.0	0.0
378707	0.0	0.0
378708	36.0	154.0
339184	4.0	0.0
339186	20.0	0.0
56052	337.0	1896.0
114821	5.0	57.0
114822	25.0	1126.0
114823	1582.0	8860.0
114824	1.0	6.0
114825	682.0	1555.0
643699	32.0	75.0
340168	0.0	0.0
114815	40.0	10.0
114817	0.0	0.0
114818	364.0	258.0
114819	24.0	162.0
339175	706.0	4095.0
56063	86.0	538.0
653017	0.0	0.0
56061	6788.0	5664.0
56062	175.0	84.0
114814	89.0	250.0
83667	711.0	865.0
83666	1683.0	9709.0
83660	4912.0	2501.0
340156	3661.0	69.0
83661	19.0	22.0
114804	6675.0	708.0
114805	11.0	71.0
340152	8.0	96.0
339168	1.0	1.0
114800	186.0	129.0
114801	44.0	1122.0
93010	56.0	261.0
114803	1085.0	1950.0
83697	2.0	12.0
81034	860.0	3619.0
81035	1873.0	2242.0
83696	4782.0	2729.0
83699	840.0	755.0
81037	1359.0	5947.0
83698	12.0	10.0
401588	199.0	227.0
83693	2089.0	1500.0
81030	7.0	128.0
83692	10582.0	2446.0
81031	355.0	4811.0
83695	482.0	1547.0
81033	2.0	4.0
83694	586.0	840.0
340146	1.0	7.0
83690	146.0	2423.0
81027	14.0	11.0
81029	73.0	139.0
653042	0.0	0.0
653045	2.0	1.0
81025	1.0	3.0
401577	34.0	261.0
22877	19092.0	3176.0
22878	3724.0	3393.0
22879	910.0	2818.0
22870	2847.0	7716.0
22871	68.0	15.0
22872	7975.0	14990.0
22873	287.0	762.0
22874	449.0	8576.0
