id	44355367-8f17-4d9b-94de-993036a280f3	49e76e89-2cca-45da-91ac-e4c8c9c4d35e
147744	0.0	11.0
100506737	20.0	1.0
100506736	131.0	93.0
160728	4.0	57.0
100506724	0.0	0.0
100506723	6.0	21.0
93986	394.0	123.0
100506721	0.0	0.0
100913183	0.0	1.0
100913182	0.0	6.0
91319	1248.0	610.0
93979	5.0	2.0
91316	75.0	3.0
133121	136.0	7.0
93978	1.0	0.0
100506753	123.0	193.0
91355	236.0	83.0
91353	6.0	0.0
100506757	0.0	0.0
100506755	271.0	66.0
91351	1544.0	1524.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	50.0	7.0
348021	1.0	0.0
107080653	0.0	0.0
255809	49.0	72.0
100506749	13.0	2.0
107080654	0.0	0.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	344.0	350.0
338692	1389.0	1658.0
338699	920.0	883.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	641.0	494.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	9880.0	6806.0
196792	57.0	15.0
107080620	10.0	10.0
56938	401.0	663.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	47.0	0.0
56935	505.0	549.0
56936	1.0	0.0
56940	2627.0	1918.0
107080639	0.0	0.0
56941	3281.0	2663.0
56942	669.0	772.0
56943	2623.0	5715.0
107080636	17.0	0.0
107080637	0.0	1.0
56948	339.0	376.0
56949	2939.0	1751.0
107080632	3.0	0.0
56944	5507.0	6444.0
56945	1588.0	1582.0
56946	1585.0	971.0
56947	2659.0	2857.0
107080630	4.0	6.0
100506713	194.0	94.0
100506712	3.0	1.0
100506710	3557.0	4049.0
338674	0.0	0.0
338675	0.0	0.0
56951	3965.0	3568.0
56952	442.0	211.0
56953	124.0	145.0
102724774	1.0	0.0
56954	1976.0	2242.0
56950	1736.0	2019.0
100506715	2.0	0.0
100506714	213.0	195.0
56955	2.0	0.0
56956	1.0	0.0
56957	3701.0	4727.0
8600	7.0	23.0
8601	36.0	15.0
723790	1.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	799.0	276.0
56963	2233.0	461.0
56964	149.0	65.0
56965	2250.0	1654.0
56961	0.0	0.0
56967	1908.0	1268.0
56969	8.0	2.0
8611	4710.0	2022.0
8612	2440.0	3266.0
81926	1035.0	1101.0
145173	990.0	869.0
81928	431.0	1349.0
338651	12.0	50.0
81929	1683.0	1608.0
338653	3.0	0.0
81930	95.0	358.0
56975	2405.0	2380.0
81931	280.0	287.0
81932	1588.0	2344.0
56970	2803.0	3297.0
56971	203.0	226.0
8604	1758.0	711.0
8605	667.0	416.0
8602	2451.0	2896.0
8603	2244.0	1966.0
8608	30.0	12.0
56977	937.0	122.0
8609	3443.0	1741.0
56978	253.0	112.0
56979	0.0	0.0
8607	1811.0	3498.0
8622	1518.0	422.0
8623	2180.0	2082.0
8620	0.0	0.0
8621	3067.0	4302.0
338645	35.0	5.0
56984	2703.0	2133.0
56985	512.0	211.0
56986	1734.0	570.0
338637	0.0	0.0
56987	5196.0	2856.0
102724742	0.0	0.0
56980	642.0	641.0
56981	1109.0	371.0
56983	1198.0	612.0
8615	6034.0	5509.0
54329	86.0	90.0
54328	177.0	62.0
8613	11157.0	3622.0
8614	40925.0	4546.0
8618	8.0	46.0
8630	24.0	211.0
8633	573.0	1074.0
8634	1258.0	1625.0
8631	426.0	191.0
8632	127.0	99.0
56990	3920.0	2719.0
169166	90.0	21.0
554175	0.0	0.0
54332	963.0	142.0
56995	1776.0	4510.0
255877	2215.0	1324.0
664616	0.0	0.0
56996	1295.0	1318.0
54331	3611.0	1448.0
56997	4751.0	2016.0
664614	0.0	0.0
56998	3071.0	3100.0
664613	0.0	0.0
664612	0.0	0.0
56992	97.0	370.0
56993	2791.0	3251.0
56994	6548.0	2636.0
8626	5779.0	16.0
8624	919.0	1382.0
8625	1375.0	2485.0
56999	2029.0	1053.0
664617	0.0	0.0
8629	815.0	1654.0
8641	126.0	32.0
8644	5925.0	858.0
8645	648.0	2010.0
8642	3811.0	2333.0
8643	405.0	117.0
652624	7.0	4.0
196743	291.0	290.0
54346	0.0	0.0
54345	1017.0	867.0
54344	589.0	1238.0
8637	289.0	142.0
8638	256.0	470.0
8635	1514.0	3064.0
8636	1287.0	2549.0
8639	25312.0	5784.0
196740	2386.0	1862.0
8651	94.0	177.0
8650	4591.0	3873.0
8655	6638.0	15176.0
101928685	12.0	1.0
8653	16.0	1.0
8654	2812.0	886.0
101928684	2.0	0.0
101928689	2.0	0.0
101928687	3.0	2.0
8648	5708.0	3315.0
8649	2589.0	2489.0
8646	634.0	404.0
8647	4.0	9.0
8662	7736.0	15295.0
8663	432.0	623.0
6001	1246.0	3867.0
8660	5177.0	740.0
8661	16384.0	16034.0
6000	1.0	0.0
6003	37.0	82.0
8666	6220.0	4371.0
8667	15004.0	24517.0
6002	2389.0	1712.0
8664	13872.0	7459.0
6005	0.0	0.0
6004	626.0	3173.0
8665	9759.0	5700.0
101928698	55.0	3.0
8659	1879.0	2049.0
8658	3445.0	1963.0
8673	3663.0	9014.0
6010	2.0	4.0
8674	1746.0	814.0
8671	514.0	83.0
8672	4573.0	4062.0
6011	0.0	1.0
8677	1285.0	1450.0
6014	0.0	0.0
6013	4.0	15.0
8678	3183.0	2175.0
8675	3125.0	1672.0
6016	1712.0	3479.0
8676	673.0	207.0
6015	2391.0	1965.0
253260	2892.0	778.0
338707	356.0	793.0
6007	29.0	1.0
6006	25.0	108.0
8668	8472.0	9436.0
6009	2853.0	3248.0
8669	3297.0	4229.0
6008	1.0	0.0
8685	972.0	524.0
8682	17190.0	18619.0
6023	0.0	0.0
8683	2805.0	3758.0
8688	4.0	6.0
8689	0.0	12.0
8686	8.0	0.0
8687	0.0	0.0
253272	3.0	2.0
8681	268.0	39.0
253264	15.0	8.0
6018	2242.0	1151.0
6017	0.0	0.0
6019	54.0	3.0
6031	0.0	10.0
6034	0.0	2.0
8693	5.0	15.0
8694	2168.0	5059.0
6033	0.0	0.0
6036	7.0	42.0
6035	12441.0	15298.0
8697	1961.0	2251.0
6038	285.0	43.0
8698	53.0	60.0
6037	2.0	0.0
101928646	0.0	9.0
554234	0.0	3.0
8692	3588.0	2400.0
6030	5.0	38.0
8690	1041.0	376.0
554225	17.0	0.0
554226	0.0	0.0
6029	0.0	0.0
170082	314.0	196.0
6043	0.0	0.0
6045	1720.0	1784.0
6044	0.0	0.0
6047	3132.0	5143.0
6046	13852.0	12098.0
6049	2259.0	2451.0
100421217	0.0	0.0
6048	1890.0	2711.0
100421219	0.0	0.0
101928656	5.0	0.0
6041	1103.0	902.0
554213	0.0	0.0
554214	0.0	0.0
56904	3173.0	3946.0
56905	1825.0	2149.0
6039	559.0	1115.0
56906	152.0	76.0
56907	1153.0	607.0
56900	4661.0	3584.0
56901	1168.0	1076.0
56902	1127.0	1139.0
56903	11.0	0.0
100421222	0.0	0.0
375612	2.0	0.0
375611	38.0	5.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3432.0	4361.0
554210	0.0	4.0
100528062	267.0	204.0
554212	0.0	0.0
6050	7192.0	6533.0
100528064	0.0	9.0
375616	32.0	41.0
6051	3625.0	7389.0
56910	7520.0	8998.0
554202	7.0	0.0
554203	1133.0	852.0
56915	591.0	523.0
56916	2240.0	1577.0
56917	393.0	657.0
56918	0.0	1.0
56911	169.0	498.0
56912	1872.0	2718.0
56913	3578.0	839.0
100421220	0.0	0.0
56914	3.0	28.0
375601	1.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1366.0	818.0
6069	0.0	0.0
375607	0.0	1.0
554201	0.0	0.0
6060	0.0	0.0
56920	9370.0	2210.0
56926	2343.0	2636.0
56927	3526.0	2461.0
56928	1323.0	1106.0
56929	2359.0	1830.0
56922	1742.0	1105.0
56923	4.0	0.0
56924	18.0	7.0
56925	1029.0	964.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	0.0
6075	0.0	0.0
6078	0.0	0.0
6079	0.0	0.0
101928601	16.0	0.0
6070	0.0	0.0
91252	1886.0	2782.0
6071	0.0	0.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	0.0	3.0
101928607	69.0	32.0
387612	0.0	0.0
147700	218.0	201.0
387615	0.0	0.0
6086	9.0	0.0
6089	0.0	0.0
101928611	0.0	1.0
6080	0.0	0.0
6083	0.0	0.0
101928616	1.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	13.0	0.0
123722	15.0	0.0
387601	2.0	0.0
123720	1378.0	552.0
147710	5.0	2.0
147711	12.0	10.0
147719	0.0	0.0
6098	4.0	2.0
6097	1293.0	1290.0
6092	67.0	54.0
6091	2227.0	1226.0
6094	225.0	228.0
100528020	0.0	0.0
6093	4960.0	3387.0
100528021	0.0	19.0
6096	126.0	21.0
6095	1477.0	541.0
91272	2519.0	1524.0
147727	1921.0	423.0
387638	7.0	0.0
100528030	9.0	15.0
101928638	0.0	0.0
100528032	20.0	8.0
100421271	0.0	1.0
100506697	40.0	8.0
100506696	85.0	478.0
91298	968.0	788.0
100528007	0.0	0.0
123775	131.0	52.0
91289	3013.0	2734.0
399656	4.0	0.0
100506686	417.0	386.0
100506685	9.0	6.0
100528016	0.0	0.0
100528017	3644.0	96.0
100528018	0.0	0.0
100528019	8.0	0.0
100506681	8.0	5.0
91283	677.0	951.0
100506680	15.0	0.0
387646	18.0	119.0
387647	0.0	0.0
387644	105.0	18.0
387640	122.0	31.0
100421295	60.0	29.0
387680	2385.0	1793.0
375686	4.0	46.0
123745	0.0	0.0
100506898	26.0	4.0
100506897	3.0	9.0
390992	0.0	5.0
54471	2427.0	1656.0
54470	726.0	953.0
390996	0.0	0.0
390999	0.0	0.0
54475	1084.0	595.0
387338	1741.0	1576.0
54474	0.0	0.0
54472	3618.0	2820.0
389997	0.0	0.0
54478	37.0	170.0
54477	2364.0	933.0
387332	2.0	1.0
54476	3447.0	3537.0
91404	4789.0	1960.0
91405	5.0	0.0
91408	2566.0	2764.0
91409	480.0	68.0
375346	140.0	208.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	91.0	142.0
389990	0.0	0.0
102724827	151.0	20.0
54482	716.0	338.0
102724820	31.0	3.0
100506881	124.0	102.0
54480	2045.0	3391.0
387328	1.0	1.0
387325	0.0	18.0
145497	0.0	3.0
400866	0.0	0.0
387323	0.0	8.0
387321	0.0	0.0
54487	1690.0	1577.0
387322	0.0	0.0
375350	2.0	2.0
723809	9.0	3.0
338391	1.0	2.0
91433	310.0	334.0
338396	2.0	1.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	4343.0	1778.0
54491	792.0	588.0
54490	6.0	0.0
54497	3225.0	1858.0
54496	1492.0	1184.0
448835	0.0	0.0
54495	3227.0	2194.0
448834	0.0	0.0
387359	3.0	0.0
387357	122.0	86.0
54499	4731.0	7604.0
121498	0.0	0.0
54498	333.0	334.0
170463	1085.0	3736.0
157489	213.0	60.0
338382	897.0	416.0
390980	168.0	104.0
338388	0.0	0.0
448831	1.0	0.0
400841	4.0	0.0
91419	343.0	232.0
91452	1992.0	2224.0
338376	3.0	4.0
145447	91.0	4.0
100313532	6.0	0.0
91442	169.0	287.0
375387	603.0	376.0
91445	2406.0	1699.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	136.0	40.0
100506872	0.0	0.0
169436	60.0	70.0
170425	1.0	0.0
133491	0.0	0.0
91464	0.0	0.0
100506866	278.0	148.0
400892	4.0	90.0
400891	0.0	0.0
91461	1178.0	563.0
145483	823.0	373.0
145482	724.0	918.0
338339	0.0	12.0
100506810	43.0	33.0
338328	2744.0	496.0
100506815	3.0	0.0
326337	0.0	0.0
326339	0.0	0.0
338321	7.0	3.0
338322	1.0	0.0
338323	8.0	0.0
338324	0.0	0.0
341965	2.0	1.0
326341	0.0	0.0
326340	0.0	0.0
326343	8.0	5.0
326342	21.0	0.0
54407	12472.0	7022.0
8710	0.0	4.0
100506834	152.0	53.0
8711	1131.0	1226.0
54413	164.0	48.0
8703	1698.0	4389.0
101410540	0.0	0.0
8704	2024.0	3341.0
101410541	3.0	0.0
8701	12.0	21.0
101410542	0.0	0.0
54414	2738.0	5973.0
8702	1089.0	1117.0
100506835	91.0	28.0
101410543	3.0	12.0
8707	45.0	18.0
101410544	11.0	0.0
8708	138.0	22.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	720.0	815.0
8706	1110.0	1061.0
326315	3.0	0.0
326317	0.0	0.0
8721	7925.0	13940.0
8722	6575.0	5230.0
8720	10373.0	5502.0
101410537	13.0	0.0
101410538	2097.0	2181.0
341947	0.0	0.0
8714	784.0	459.0
8715	37.0	0.0
100506826	36.0	26.0
8712	0.0	0.0
8718	234.0	265.0
101410533	25.0	124.0
101410534	0.0	0.0
326325	3.0	3.0
101410535	44.0	40.0
8717	898.0	553.0
54429	28.0	5.0
101410536	0.0	0.0
326307	763.0	381.0
8732	1244.0	1033.0
8733	3910.0	20224.0
8731	2427.0	1388.0
54431	6489.0	5950.0
400836	0.0	1.0
170487	33.0	174.0
54435	43.0	30.0
54434	3201.0	3069.0
400831	37.0	14.0
54433	955.0	1111.0
400830	386.0	91.0
54432	2195.0	2934.0
54439	1796.0	977.0
8725	4097.0	3695.0
8726	909.0	1065.0
54438	1464.0	463.0
54437	144.0	113.0
8723	2177.0	1828.0
326310	275.0	145.0
8724	8678.0	6945.0
54436	622.0	616.0
8729	5353.0	6745.0
100337589	0.0	0.0
170485	0.0	1.0
8727	2073.0	1655.0
8728	315.0	1286.0
170482	0.0	9.0
8740	75.0	102.0
8743	10831.0	4836.0
8744	37.0	55.0
8741	540.0	586.0
8742	2170.0	1097.0
102724868	0.0	0.0
102724866	1.0	1.0
54442	1256.0	3079.0
54441	9.0	33.0
54440	458.0	828.0
400823	12.0	3.0
102724862	0.0	0.0
54443	155.0	2799.0
8736	1562.0	246.0
8737	2866.0	2917.0
8735	6.0	31.0
326300	4.0	19.0
8738	566.0	419.0
8739	81.0	3.0
8751	7442.0	15898.0
8754	4525.0	7034.0
8755	0.0	0.0
102724853	3.0	0.0
54453	4521.0	6262.0
255512	95.0	56.0
54457	6.0	28.0
54456	30.0	15.0
554049	2.0	0.0
54455	2109.0	1815.0
54454	854.0	862.0
8747	12.0	0.0
8748	23.0	1.0
8745	310.0	450.0
54458	2947.0	4073.0
400818	392.0	292.0
8749	0.0	0.0
8761	5984.0	7844.0
6100	449.0	720.0
8760	5382.0	3268.0
6102	1157.0	1241.0
8766	10693.0	10166.0
6101	31.0	87.0
8763	30707.0	21414.0
6103	897.0	333.0
8764	1924.0	1548.0
54460	2565.0	4512.0
54464	2732.0	1271.0
54463	2060.0	514.0
54462	4247.0	2609.0
54461	2958.0	5290.0
54468	2078.0	2255.0
54467	3212.0	2790.0
54466	3.0	13.0
54465	789.0	440.0
255520	1992.0	2505.0
8759	0.0	0.0
8756	0.0	0.0
54469	3922.0	2976.0
8772	419.0	564.0
8773	2530.0	2333.0
8771	0.0	0.0
8776	1708.0	1945.0
8777	4059.0	1899.0
8774	1923.0	1028.0
8775	4085.0	4258.0
101928566	0.0	0.0
8767	1099.0	1991.0
6120	1698.0	1680.0
101928571	5.0	4.0
8784	157.0	93.0
6122	141856.0	84710.0
8781	274.0	418.0
6121	16.0	0.0
8787	227.0	24.0
6124	80627.0	55054.0
6123	8.0	13.0
8788	44.0	0.0
8785	28.0	2.0
6126	34.0	31.0
8786	347.0	181.0
6125	64031.0	40921.0
101928578	146.0	84.0
8780	3546.0	2790.0
6117	6352.0	3699.0
8778	15.0	26.0
6119	901.0	1237.0
6118	2815.0	2171.0
8794	142.0	55.0
8795	1994.0	1304.0
6130	59954.0	64686.0
8792	530.0	241.0
6133	40766.0	37149.0
6132	59049.0	130963.0
8793	319.0	59.0
8798	647.0	855.0
6135	56684.0	48121.0
8799	1496.0	2931.0
6134	79827.0	63012.0
8796	66.0	0.0
6137	47986.0	41845.0
8797	823.0	608.0
6136	42213.0	43748.0
100421307	0.0	0.0
101735302	304.0	92.0
8790	913.0	545.0
100134444	0.0	0.0
6128	34502.0	29190.0
8789	2.0	0.0
6129	45885.0	64688.0
6142	11773.0	28083.0
6141	28951.0	33166.0
100421311	7.0	1.0
6144	19710.0	20296.0
6143	49505.0	37580.0
100421313	0.0	7.0
6146	21680.0	16319.0
6145	6.0	3.0
6148	0.0	0.0
6147	25199.0	18423.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	3.0	0.0
6139	2282.0	2023.0
6138	49050.0	40070.0
6152	32932.0	23199.0
6155	29253.0	29217.0
6154	21664.0	17011.0
100421324	0.0	0.0
6157	38517.0	34030.0
6156	29924.0	65543.0
6159	24807.0	26946.0
6158	18808.0	38128.0
100421328	3.0	0.0
6150	569.0	699.0
101928527	335.0	137.0
6164	36480.0	22257.0
6163	6.0	7.0
6166	9364.0	7496.0
6165	32014.0	25740.0
6168	38586.0	36530.0
6167	32995.0	27120.0
100421338	0.0	0.0
6169	17457.0	21388.0
101928536	0.0	0.0
6160	44027.0	35762.0
101928537	0.0	0.0
6161	49110.0	37112.0
100421331	0.0	0.0
6175	60488.0	85478.0
6174	111.0	184.0
6176	58989.0	74378.0
101928545	84.0	85.0
6171	11200.0	11332.0
6170	6664.0	8380.0
6173	4184.0	5709.0
6172	353.0	656.0
100421340	0.0	0.0
100421341	1.0	0.0
100421354	0.0	0.0
6185	17640.0	27339.0
101928550	8.0	0.0
6188	56787.0	58658.0
6187	31721.0	79753.0
100421357	1.0	3.0
6189	34518.0	36017.0
101928555	134.0	13.0
6182	305.0	955.0
6181	34999.0	27455.0
6184	13260.0	16856.0
101928559	0.0	0.0
6183	574.0	1377.0
100421350	7.0	26.0
100421351	4.0	10.0
100421353	7.0	2.0
6197	3938.0	1467.0
6196	4094.0	2159.0
6199	1001.0	2222.0
6198	2370.0	1759.0
6191	112076.0	103053.0
6193	25423.0	25691.0
6192	33.0	0.0
91373	611.0	1347.0
6195	1700.0	1989.0
6194	100925.0	91452.0
390916	827.0	1043.0
145407	390.0	430.0
100421363	6.0	0.0
100421376	0.0	0.0
100421379	4.0	2.0
91369	4822.0	1663.0
91368	832.0	1014.0
652489	0.0	4.0
390924	37.0	49.0
389901	16.0	12.0
390928	11.0	1.0
390927	374.0	425.0
100421371	2.0	0.0
100421374	32.0	5.0
389903	0.0	0.0
100421389	8.0	0.0
91392	600.0	81.0
389935	0.0	0.0
389932	3.0	0.0
100421384	12.0	11.0
100421398	3.0	13.0
100421399	0.0	0.0
101928513	1.0	5.0
91380	0.0	0.0
390904	0.0	1.0
145438	38.0	3.0
100421390	0.0	1.0
100421391	0.0	0.0
100421395	15.0	3.0
100421397	4.0	0.0
375316	57.0	7.0
375318	0.0	0.0
390963	77.0	58.0
375307	30.0	11.0
389941	36.0	20.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	50.0	5.0
387317	0.0	0.0
121457	1068.0	1058.0
389976	2.0	1.0
375341	608.0	318.0
387319	0.0	0.0
375323	2.0	0.0
389970	0.0	2.0
390940	158.0	97.0
133418	1649.0	949.0
390948	0.0	0.0
121441	1527.0	900.0
390949	0.0	0.0
652411	0.0	1.0
145370	7.0	6.0
102724954	0.0	0.0
54596	146.0	62.0
375484	491.0	215.0
91526	573.0	342.0
133396	5.0	5.0
196951	264.0	219.0
91523	434.0	921.0
91522	370.0	55.0
121391	5.0	0.0
145376	127.0	32.0
400986	252.0	58.0
400984	14.0	15.0
196968	4.0	0.0
157378	1465.0	2902.0
723961	0.0	1.0
145389	437.0	415.0
157381	29.0	17.0
91543	730.0	1791.0
91544	823.0	813.0
102724923	1.0	2.0
652423	0.0	0.0
169355	0.0	1.0
400966	0.0	0.0
121364	0.0	0.0
400961	815.0	292.0
157376	0.0	0.0
91574	1240.0	848.0
157313	74.0	167.0
157317	0.0	1.0
147991	1734.0	1106.0
399495	0.0	8.0
159963	2.0	2.0
100506965	381.0	45.0
100506963	59.0	30.0
387495	0.0	0.0
387496	718.0	1136.0
387494	0.0	1.0
387491	1.0	0.0
387492	26.0	15.0
387486	2.0	0.0
157310	369.0	6.0
100506994	77.0	134.0
338470	5.0	8.0
170302	6.0	0.0
204010	2.0	10.0
399473	121.0	104.0
399474	742.0	231.0
91584	3877.0	565.0
159989	6.0	5.0
91582	1963.0	1468.0
107126360	6.0	0.0
133383	502.0	502.0
100506930	747.0	1636.0
100820741	0.0	0.0
338448	0.0	0.0
8808	153.0	33.0
8809	251.0	117.0
54512	518.0	2564.0
54511	105.0	16.0
54510	3497.0	1701.0
54516	581.0	392.0
8802	4794.0	2921.0
8803	2972.0	1176.0
54514	3.0	0.0
8800	1697.0	2295.0
8801	3931.0	5833.0
8807	67.0	42.0
400916	1284.0	1316.0
54518	2354.0	1130.0
8804	7947.0	4006.0
100506939	2.0	3.0
54517	980.0	801.0
8805	1956.0	3033.0
8820	41.0	39.0
8821	4313.0	1196.0
338440	253.0	242.0
338442	735.0	157.0
8819	266.0	838.0
100820732	0.0	0.0
255620	0.0	1.0
54522	501.0	473.0
54521	1269.0	939.0
54520	2174.0	1264.0
100820735	3.0	0.0
8813	1717.0	1675.0
170393	4.0	9.0
8814	86.0	69.0
170392	7.0	52.0
100506925	0.0	0.0
8811	2.0	1.0
8812	487.0	658.0
8817	53.0	44.0
8818	1440.0	4023.0
54529	2748.0	2244.0
255626	1.0	0.0
8815	3840.0	9563.0
8816	4575.0	4098.0
170394	839.0	1902.0
8831	1108.0	907.0
8832	461.0	1428.0
100506953	3.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1339.0	1891.0
54532	4248.0	2100.0
54531	1017.0	952.0
54538	5236.0	2238.0
8824	2701.0	2040.0
8825	768.0	87.0
54537	1916.0	2177.0
54536	1574.0	2109.0
8822	11.0	0.0
8823	66.0	108.0
54535	987.0	956.0
8828	3776.0	4315.0
8829	12996.0	7803.0
8826	23114.0	17445.0
54539	2600.0	3588.0
8842	4570.0	512.0
8843	49.0	3.0
8840	76.0	1244.0
8841	2636.0	2336.0
100158257	0.0	0.0
54541	7824.0	4175.0
54540	1686.0	930.0
54545	4747.0	2040.0
54544	1.0	0.0
54543	10863.0	8143.0
54542	3066.0	2573.0
54549	863.0	472.0
8835	2334.0	1191.0
8836	691.0	2126.0
8833	3790.0	5067.0
8834	1116.0	1000.0
54546	35.0	0.0
8839	5032.0	8431.0
8837	8600.0	4092.0
8838	342.0	60.0
101928483	27.0	25.0
8850	2064.0	641.0
101928484	0.0	0.0
8853	1437.0	958.0
8854	1231.0	159.0
8851	114.0	150.0
8852	0.0	0.0
400960	1233.0	516.0
338412	4.0	2.0
338413	0.0	0.0
54552	389.0	847.0
400957	6.0	0.0
54551	29.0	95.0
54550	79.0	6.0
196996	825.0	516.0
400955	38.0	2.0
400954	129.0	21.0
54556	734.0	344.0
54555	1425.0	2629.0
400952	11.0	11.0
54554	494.0	414.0
400950	6.0	0.0
8846	694.0	501.0
100820709	0.0	0.0
8847	95.0	136.0
54558	1201.0	597.0
8844	1422.0	555.0
54557	719.0	327.0
8848	19845.0	8363.0
196993	495.0	137.0
8861	3367.0	4105.0
101928492	133.0	31.0
8864	4947.0	1207.0
6201	23592.0	23185.0
6203	35298.0	31315.0
8862	328.0	461.0
101928496	0.0	0.0
8863	3339.0	839.0
6202	57130.0	50076.0
723972	4.0	6.0
400946	12.0	14.0
400945	64.0	5.0
54567	3358.0	1506.0
54566	2072.0	2626.0
400941	3.0	0.0
8857	2365.0	437.0
8858	1.0	0.0
54569	0.0	0.0
8856	12.0	0.0
54568	4.0	0.0
8859	591.0	1048.0
8871	2213.0	2704.0
8872	2459.0	3606.0
6210	27284.0	42610.0
8870	1674.0	9344.0
100421500	0.0	0.0
8875	28.0	70.0
8876	43.0	76.0
8874	4495.0	2156.0
100421506	0.0	1.0
100421509	0.0	0.0
54570	4.0	2.0
400935	0.0	9.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	14.0	1.0
54571	0.0	0.0
54578	23.0	0.0
255631	89.0	109.0
400931	104.0	120.0
54577	64.0	0.0
54576	4.0	0.0
54575	4.0	0.0
6205	67808.0	55224.0
100506915	6.0	0.0
8869	1216.0	561.0
6204	7570.0	12867.0
6207	23656.0	15906.0
6206	49479.0	43990.0
8867	1028.0	571.0
54579	0.0	0.0
6209	10676.0	12316.0
6208	42119.0	34099.0
170384	1140.0	1370.0
100506916	0.0	0.0
8882	1991.0	2001.0
8883	2199.0	1347.0
8880	4341.0	4741.0
8881	3611.0	2532.0
8886	4619.0	3455.0
6223	29231.0	31188.0
100421512	0.0	0.0
8887	7975.0	9987.0
6222	60340.0	58295.0
8884	3466.0	6681.0
6224	47158.0	75244.0
100421515	10.0	1.0
54581	299.0	100.0
54580	0.0	0.0
54585	2039.0	1021.0
54584	124.0	320.0
54583	4594.0	2621.0
54587	6965.0	14449.0
54586	0.0	0.0
8879	3742.0	10228.0
170371	1852.0	480.0
170370	0.0	0.0
8877	828.0	1456.0
6218	38349.0	35838.0
6217	26943.0	26765.0
8878	11889.0	13374.0
6219	5.0	3.0
100506907	0.0	0.0
100506906	195.0	84.0
255649	0.0	0.0
6230	36132.0	33113.0
8893	2767.0	2858.0
8894	3343.0	5433.0
101928440	0.0	0.0
8891	1791.0	1257.0
6232	39942.0	46355.0
8892	1480.0	1716.0
6231	12302.0	13332.0
8897	589.0	329.0
6234	11369.0	9519.0
8898	2191.0	1237.0
6233	40774.0	20601.0
8895	7910.0	21424.0
6236	280.0	65.0
8896	1641.0	2738.0
6235	16385.0	18341.0
101928442	0.0	0.0
101928448	6.0	2.0
8890	1881.0	2474.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	1.0	11.0
253039	1474.0	991.0
6227	15337.0	17618.0
6226	0.0	3.0
6229	57469.0	85187.0
8888	4335.0	12222.0
6228	31591.0	26617.0
6241	253.0	2201.0
6240	3627.0	3424.0
100421411	0.0	0.0
6242	1248.0	2413.0
100421413	11.0	4.0
101928455	14.0	3.0
6244	6.0	0.0
6247	5.0	2.0
100421415	10.0	29.0
6246	0.0	0.0
280644	0.0	0.0
253044	0.0	0.0
6238	14978.0	22663.0
6237	2947.0	2205.0
8899	4320.0	3223.0
6239	3803.0	3369.0
6252	1727.0	661.0
100421420	9.0	16.0
6251	5836.0	4734.0
100421422	1.0	0.0
6253	810.0	533.0
6256	5782.0	7435.0
100421424	0.0	0.0
6258	73.0	35.0
6257	2817.0	2313.0
100421428	0.0	0.0
101928469	7.0	9.0
100421429	4.0	3.0
280637	0.0	0.0
280636	1632.0	3980.0
253018	67.0	14.0
253017	0.0	0.0
253012	147.0	26.0
6249	6374.0	4109.0
6248	0.0	0.0
6263	547.0	58.0
100421431	1.0	1.0
6262	183.0	54.0
100421432	1.0	4.0
101928470	0.0	0.0
100421433	2.0	2.0
100421436	37.0	3.0
100421439	0.0	4.0
6261	653.0	33.0
6260	1.0	0.0
6259	4846.0	2379.0
100421430	0.0	1.0
6274	45.0	23.0
6273	834.0	16.0
6276	8.0	14.0
6275	12588.0	6194.0
6278	12.0	12.0
6277	30387.0	10445.0
6279	417.0	53.0
6272	8624.0	8079.0
6271	2303.0	414.0
6285	2794.0	279.0
6284	4000.0	2380.0
100421455	0.0	0.0
6286	158.0	137.0
6289	15005.0	906.0
6288	64610.0	4517.0
6281	14643.0	11867.0
6280	1478.0	292.0
6283	6.0	7.0
6282	10521.0	37644.0
