id	af504400-7f49-4561-a8e4-8b0b6ca3d02d	b3b6981a-b5db-481c-bc27-76a114856b03
114991	2010.0	1922.0
10651	1346.0	1467.0
10650	116.0	162.0
10653	7276.0	39565.0
10652	3420.0	5738.0
342667	6030.0	83.0
10655	240.0	15.0
643812	0.0	0.0
342666	17.0	9.0
10654	1470.0	3085.0
136306	68.0	223.0
126961	0.0	0.0
10668	634.0	453.0
10667	756.0	1246.0
643827	151.0	6.0
10669	703.0	772.0
10660	1.0	0.0
10661	2.0	2.0
731220	78.0	45.0
138971	0.0	0.0
10664	3421.0	5120.0
10663	96.0	29.0
10666	120.0	46.0
731223	23.0	3.0
10665	5.0	0.0
136319	8078.0	8469.0
163933	22.0	49.0
317691	0.0	0.0
339005	199.0	112.0
10635	123.0	1305.0
10634	2420.0	3000.0
10637	12.0	2.0
10636	467.0	581.0
10638	0.0	0.0
114971	798.0	1548.0
10631	7900.0	62056.0
643836	1304.0	1774.0
10630	1357.0	846.0
643837	1048.0	363.0
10633	379.0	18.0
643834	3.0	0.0
10632	5855.0	5994.0
100124394	0.0	0.0
10645	5453.0	3863.0
10648	2.0	0.0
10647	1915.0	2002.0
148304	255.0	459.0
114960	0.0	0.0
10640	3030.0	2156.0
136332	20.0	60.0
10642	0.0	3.0
643847	0.0	0.0
10641	1014.0	1803.0
10644	446.0	48.0
10643	2.0	3.0
317671	97.0	125.0
643862	1.0	0.0
391642	0.0	0.0
10609	687.0	3345.0
391647	2.0	9.0
10613	3254.0	3952.0
10612	707.0	1543.0
10615	223.0	5816.0
10614	2791.0	4057.0
10617	2397.0	2673.0
401525	0.0	0.0
10616	3075.0	2743.0
10618	19802.0	14097.0
643854	3.0	1.0
643853	85.0	122.0
643859	0.0	0.0
10611	6015.0	6663.0
10610	1508.0	7312.0
643872	1.0	3.0
643873	221.0	158.0
643870	8.0	4.0
317684	0.0	0.0
391655	0.0	0.0
391657	0.0	0.0
391656	1.0	2.0
317687	2.0	1.0
10623	1865.0	1836.0
10626	629.0	1087.0
10625	7469.0	4449.0
10628	200304.0	13827.0
10627	13907.0	11467.0
10629	387.0	557.0
342618	6.0	0.0
643865	0.0	0.0
643866	256.0	118.0
10620	240.0	158.0
10622	158.0	208.0
10621	698.0	528.0
101954275	0.0	1.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	7.0	0.0
643884	0.0	0.0
101954277	0.0	1.0
101954278	7.0	5.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	94.0	7.0
83606	5682.0	11916.0
101954271	0.0	0.0
83605	2293.0	2308.0
101954272	6.0	0.0
83608	575.0	813.0
83607	2211.0	1758.0
151903	975.0	975.0
401507	0.0	0.0
317649	3660.0	2728.0
391627	0.0	0.0
401505	715.0	1110.0
388007	0.0	1.0
317648	825.0	731.0
100419709	6.0	35.0
100419705	0.0	0.0
643875	0.0	0.0
401509	64.0	93.0
401508	0.0	0.0
101954264	3.0	0.0
138948	31.0	12.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	0.0	1.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	1.0	0.0
317662	1607.0	1751.0
100419711	2.0	10.0
102464825	0.0	0.0
56000	20.0	12.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	2.0	11.0
102464824	0.0	0.0
56005	1929.0	8322.0
10602	5035.0	1126.0
56006	1451.0	3282.0
83604	3799.0	931.0
10603	99.0	164.0
10606	4124.0	11800.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2730.0	3353.0
10608	5977.0	1811.0
10607	1659.0	2437.0
10600	2688.0	3076.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	1.0
102464835	0.0	0.0
148362	2500.0	6638.0
102464832	0.0	0.0
100271849	23.0	18.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	220.0	888.0
112398	906.0	2116.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	4.0	0.0
100419734	0.0	0.0
391698	0.0	2.0
100419731	0.0	0.0
100271836	116.0	38.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	2.0	0.0
101954204	1.0	0.0
199953	849.0	727.0
161357	2.0	0.0
100420734	4.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	1.0
731275	38.0	19.0
199920	53.0	606.0
222826	14.0	1.0
101929286	2.0	1.0
391670	1.0	0.0
391672	0.0	0.0
161342	28.0	1.0
148398	38.0	14.0
100419758	59.0	8.0
100419751	1.0	0.0
124359	856.0	3322.0
101929293	15.0	0.0
100420752	1.0	2.0
100420754	0.0	0.0
10691	910.0	909.0
10690	167.0	0.0
101929212	14.0	8.0
101929218	0.0	0.0
388076	0.0	1.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	1.0
151963	418.0	136.0
10693	221.0	377.0
10692	10.0	15.0
10695	1812.0	5578.0
10694	6136.0	12201.0
10699	23.0	181.0
101929221	0.0	1.0
100420763	0.0	0.0
101929225	0.0	0.0
101929222	5.0	1.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1639.0	7483.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	18.0	19.0
101929238	0.0	0.0
220213	901.0	504.0
10678	2521.0	3412.0
151987	2869.0	4344.0
10671	1632.0	1874.0
10670	4938.0	3719.0
10673	175.0	274.0
10672	3344.0	5722.0
10675	51.0	379.0
10677	260.0	159.0
100419793	0.0	0.0
100420784	2.0	2.0
100420786	0.0	0.0
101929247	0.0	0.0
100420787	1.0	0.0
101929244	1.0	1.0
220202	2.0	0.0
222865	299.0	31.0
10682	888.0	4265.0
10681	1396.0	2768.0
10683	1.0	1.0
10686	30.0	0.0
136371	0.0	0.0
643803	0.0	0.0
10687	267.0	53.0
100419682	0.0	0.0
100420678	7.0	70.0
222894	1.0	0.0
100419687	1.0	0.0
283807	133.0	60.0
653194	0.0	0.0
83598	5.0	1.0
83597	1.0	1.0
653199	63.0	75.0
83594	893.0	2183.0
83593	801.0	355.0
83596	332.0	966.0
83595	617.0	206.0
83590	820.0	1789.0
653190	134.0	0.0
653192	0.0	0.0
83592	149.0	16.0
83591	270.0	219.0
1909	1089.0	1218.0
100420689	5.0	4.0
1908	395.0	23.0
161291	1585.0	2645.0
653188	0.0	1.0
653189	38.0	72.0
1907	19.0	310.0
1906	5536.0	1561.0
197258	967.0	2644.0
1903	700.0	8085.0
197259	768.0	402.0
1902	1778.0	1976.0
1901	8151.0	1937.0
100420681	0.0	0.0
197257	1158.0	566.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	4593.0	827.0
1917	167.0	2565.0
1915	359912.0	147098.0
1912	6284.0	5168.0
1911	524.0	246.0
101929202	0.0	0.0
101929203	4.0	3.0
199899	0.0	45.0
148281	50.0	44.0
219287	0.0	0.0
161253	18.0	19.0
219285	1831.0	573.0
283849	268.0	223.0
283848	304.0	213.0
1932	4.0	0.0
283847	5.0	4.0
256227	41.0	6.0
256223	0.0	0.0
1939	4860.0	4818.0
1938	144067.0	141548.0
1937	17.0	7.0
1936	5248.0	7994.0
1934	6.0	5.0
1933	15336.0	12583.0
161247	12.0	6.0
219293	300.0	55.0
1943	0.0	3.0
1942	2680.0	2514.0
256236	200.0	282.0
1949	884.0	160.0
199870	808.0	463.0
1948	3708.0	2185.0
1947	3241.0	2006.0
1946	1939.0	491.0
1945	414.0	658.0
1944	168.0	117.0
161271	0.0	0.0
1954	4299.0	1846.0
1953	1304.0	869.0
1952	4285.0	35323.0
1951	160.0	1880.0
1950	2230.0	2116.0
283820	642.0	954.0
1959	3372.0	322.0
1958	98684.0	7829.0
1956	13744.0	755.0
1955	3494.0	1955.0
1965	3603.0	2934.0
1964	3966.0	4921.0
199857	634.0	622.0
1962	1493.0	1074.0
1961	1.0	33.0
1960	4316.0	3154.0
220296	723.0	1.0
1969	1972.0	541.0
1968	11401.0	21264.0
1967	3230.0	3099.0
114904	494.0	3424.0
114905	434.0	27.0
114907	14821.0	3772.0
114908	11141.0	10324.0
340094	0.0	0.0
643783	168.0	106.0
114900	25.0	5.0
653108	2.0	13.0
401450	0.0	0.0
114902	0.0	0.0
1975	26169.0	17148.0
1974	20076.0	11393.0
1973	595.0	142.0
283888	1.0	1.0
401447	0.0	0.0
653113	86.0	111.0
1979	15766.0	7787.0
1978	1251.0	2348.0
1977	1121.0	2204.0
643790	10.0	73.0
1990	0.0	6.0
256281	465.0	664.0
1987	3.0	2.0
1986	0.0	14.0
1984	9680.0	20977.0
1983	11931.0	7339.0
1982	43471.0	43989.0
283876	136.0	31.0
1981	15740.0	29904.0
1980	5.0	14.0
283871	472.0	1087.0
283870	61.0	56.0
105375616	0.0	1.0
340075	75.0	237.0
340073	0.0	0.0
653125	10.0	2.0
401431	207.0	60.0
83528	0.0	1.0
1998	2420.0	1919.0
1997	4336.0	3111.0
283869	1.0	10.0
1996	9.0	36.0
401428	40.0	27.0
83538	86.0	71.0
1995	0.0	1.0
401427	28.0	24.0
283867	2.0	22.0
1994	2983.0	6085.0
1993	6.0	104.0
1992	3662.0	4525.0
1991	26.0	5.0
283860	3.0	3.0
83530	2.0	7.0
340069	0.0	0.0
1999	4287.0	14281.0
105375606	3.0	0.0
340061	2428.0	1622.0
653115	44.0	74.0
653121	591.0	746.0
653122	62.0	155.0
283854	0.0	0.0
653123	0.0	0.0
401491	279.0	19.0
100124412	0.0	0.0
653147	5.0	6.0
401498	0.0	1503.0
653149	4.0	171.0
401497	0.0	0.0
401494	777.0	4845.0
401492	1748.0	64.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	2876.0	3405.0
83539	1377.0	39.0
83547	771.0	111.0
83546	0.0	289.0
653140	66.0	3.0
83549	1695.0	1674.0
83548	1897.0	1301.0
83543	7408.0	597.0
653145	462.0	21.0
83544	1116.0	899.0
83541	443.0	752.0
83540	40.0	1008.0
126917	2738.0	644.0
340037	21.0	3.0
114926	1681.0	2327.0
114928	1529.0	430.0
339044	1.0	0.0
256297	0.0	0.0
401474	607.0	1927.0
653174	0.0	0.0
653175	5.0	1.0
340024	0.0	1.0
114915	1465.0	474.0
401466	1186.0	1679.0
653162	20.0	36.0
653163	0.0	0.0
283899	1549.0	1262.0
653166	0.0	0.0
283897	166.0	177.0
339145	2.0	0.0
391723	0.0	0.0
391722	5.0	18.0
10778	1605.0	1925.0
10777	3.0	3.0
10772	4445.0	4685.0
340120	0.0	0.0
10771	6077.0	5484.0
10773	573.0	790.0
10776	10526.0	17689.0
10775	1424.0	1901.0
10788	2154.0	1944.0
391739	2.0	4.0
10781	2414.0	1715.0
10780	550.0	587.0
10783	3179.0	2936.0
10782	1298.0	1111.0
10785	304.0	521.0
10787	10189.0	11030.0
10786	3.0	0.0
102606463	364.0	18.0
731308	0.0	1.0
339122	62.0	79.0
339123	2018.0	3301.0
102606462	5.0	0.0
391701	0.0	0.0
391703	0.0	0.0
151827	156.0	65.0
126826	0.0	3.0
643719	29.0	13.0
10755	2686.0	4487.0
151825	1.0	2.0
10758	3039.0	1071.0
126823	192.0	391.0
126820	19.0	128.0
10750	96.0	69.0
10752	3892.0	78.0
10751	0.0	0.0
10753	45.0	113.0
643714	4.0	284.0
138864	0.0	0.0
391712	22.0	2.0
391714	1.0	0.0
114836	175.0	28.0
10767	2824.0	3033.0
10766	6526.0	5170.0
151835	0.0	5.0
10769	3578.0	4425.0
391718	0.0	0.0
10768	10634.0	17211.0
126811	1.0	1.0
643723	29.0	4.0
10761	0.0	84.0
10763	5531.0	3964.0
10762	2312.0	4053.0
10765	4518.0	8365.0
101929179	3.0	0.0
388112	0.0	0.0
339105	76.0	10.0
83707	916.0	884.0
83706	646.0	653.0
10734	221.0	120.0
10733	170.0	941.0
83714	730.0	248.0
10736	107.0	59.0
401648	2.0	5.0
643739	0.0	0.0
10735	7390.0	6334.0
401647	201.0	477.0
10738	0.0	0.0
401646	0.0	0.0
10737	15.0	10.0
10739	0.0	4.0
376132	0.0	0.0
10730	7057.0	9869.0
101929184	0.0	0.0
10732	528.0	619.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	13.0	17.0
124221	23.0	7.0
124222	246.0	1523.0
114897	6807.0	1297.0
114898	130.0	36.0
124220	570.0	2642.0
114899	258.0	114.0
391777	15.0	18.0
10745	452.0	1047.0
56104	37.0	8.0
83700	2857.0	1302.0
401638	1.0	0.0
10744	0.0	1.0
56105	92.0	28.0
10747	110.0	16.0
401637	0.0	0.0
56106	213.0	71.0
10746	3070.0	3082.0
56107	199.0	57.0
10749	9003.0	5638.0
56100	311.0	86.0
401634	0.0	0.0
10748	128.0	52.0
56101	408.0	60.0
56102	52.0	5.0
56103	110.0	41.0
643744	4.0	1.0
10741	1661.0	3260.0
56108	112.0	10.0
10740	37.0	25.0
643749	141.0	28.0
56109	250.0	55.0
10743	1972.0	1934.0
342732	2.0	41.0
10742	1987.0	1289.0
101929198	1.0	0.0
101929196	0.0	2.0
100420811	0.0	0.0
114884	1177.0	1450.0
317774	0.0	0.0
114885	1455.0	1524.0
401630	0.0	0.0
317772	0.0	0.0
100419821	0.0	1.0
56110	215.0	55.0
317778	0.0	0.0
83729	13.0	4.0
317775	0.0	2.0
83734	577.0	416.0
10712	1615.0	3658.0
83733	229.0	616.0
10714	1025.0	1885.0
126868	7.0	126.0
317769	0.0	0.0
100419829	0.0	0.0
10713	2409.0	2960.0
317768	0.0	0.0
10716	0.0	0.0
100419827	0.0	0.0
56111	220.0	34.0
10715	3.0	2.0
56112	145.0	10.0
56113	205.0	48.0
83732	1038.0	1222.0
10718	45.0	7.0
10717	918.0	762.0
56114	38.0	11.0
388125	237.0	3.0
401629	0.0	0.0
317781	1162.0	1140.0
388122	2.0	0.0
83719	2901.0	2159.0
56120	2.0	0.0
56121	273.0	81.0
114876	6700.0	2250.0
388121	148.0	498.0
83716	2712.0	2117.0
83715	174.0	1190.0
114879	1582.0	1265.0
100420829	0.0	0.0
10723	3560.0	3419.0
56126	128.0	91.0
83723	10.0	70.0
126859	2.0	24.0
56127	111.0	85.0
10725	4757.0	1326.0
56128	27.0	12.0
56129	194.0	90.0
10724	12013.0	9006.0
114880	297.0	1199.0
56122	346.0	139.0
388115	2231.0	174.0
401613	3.0	4.0
114881	604.0	615.0
10726	3106.0	3737.0
56123	194.0	70.0
401612	189.0	154.0
114882	4136.0	1462.0
56124	143.0	31.0
10728	9846.0	19736.0
114883	6836.0	4383.0
56125	174.0	70.0
643766	0.0	0.0
10721	55.0	1214.0
10720	1.0	3.0
100420830	2.0	0.0
136259	90.0	2.0
100420834	0.0	1.0
317751	175.0	16.0
124274	0.0	52.0
388152	25.0	4.0
317754	0.0	2.0
317753	0.0	0.0
317749	790.0	759.0
342705	2.0	2.0
151888	59.0	4.0
151887	34724.0	2988.0
136263	1.0	1.0
100420841	0.0	0.0
101929145	305.0	161.0
100420843	0.0	0.0
100293090	3119.0	2961.0
148254	509.0	504.0
317762	1013.0	413.0
317761	10.0	0.0
100419854	0.0	0.0
317760	17.0	0.0
317767	3.0	1.0
100271715	43.0	12.0
148252	285.0	1406.0
100271722	277.0	70.0
199834	0.0	0.0
388135	266.0	37.0
101929152	6.0	4.0
100420854	0.0	0.0
222950	96.0	8.0
100419867	0.0	0.0
148266	316.0	684.0
100419868	1.0	3.0
148268	532.0	784.0
100419866	5.0	0.0
100420859	0.0	0.0
124245	1729.0	2337.0
317729	2.0	0.0
136288	0.0	0.0
199800	72.0	12.0
101930150	0.0	1.0
163882	1840.0	2381.0
388165	192.0	38.0
100419873	0.0	0.0
100271700	61.0	93.0
100271703	0.0	0.0
100271702	9.0	136.0
100420875	0.0	0.0
100420877	1.0	0.0
388199	0.0	0.0
22794	7222.0	10129.0
22795	2247.0	1700.0
22796	1705.0	3379.0
22797	176.0	209.0
22798	16.0	19.0
317705	0.0	2.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	1.0	0.0
138881	12.0	2.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	2.0	1.0
222967	8.0	3.0
219333	2252.0	1358.0
136227	7.0	8.0
222962	7744.0	111.0
148213	172.0	1046.0
388182	37.0	65.0
100419895	0.0	0.0
317716	0.0	3.0
148203	241.0	215.0
317719	20.0	15.0
148206	364.0	1193.0
163859	1449.0	1666.0
101929110	7.0	3.0
101929111	0.0	0.0
219348	3599.0	66.0
219347	213.0	119.0
100420898	2.0	3.0
148223	671.0	1133.0
10799	263.0	634.0
136242	5.0	0.0
10791	1512.0	457.0
10794	162.0	85.0
10793	365.0	482.0
10795	1435.0	1441.0
10798	0.0	0.0
10797	1473.0	2433.0
101929121	0.0	0.0
101929120	0.0	0.0
101929127	17.0	0.0
317701	0.0	0.0
220323	4121.0	1194.0
148231	0.0	0.0
148229	71.0	370.0
151877	12.0	2.0
151871	0.0	0.0
93035	385.0	71.0
161176	5995.0	366.0
56097	7.0	7.0
56098	2.0	2.0
56099	505.0	148.0
93034	11.0	35.0
283927	565.0	167.0
220359	7.0	62.0
653073	1.0	0.0
653075	3.0	1.0
256302	3885.0	732.0
105373144	0.0	0.0
81050	0.0	0.0
199786	11.0	10.0
256309	91.0	109.0
100420792	3.0	0.0
95681	835.0	1109.0
283914	1.0	0.0
81047	0.0	0.0
197131	2532.0	3382.0
197135	55.0	14.0
653061	1.0	0.0
93058	432.0	322.0
161198	3210.0	1144.0
283902	0.0	1.0
220382	33.0	5.0
81078	1.0	5.0
81079	0.0	1.0
81075	0.0	0.0
81076	0.0	1.0
100114903	0.0	2.0
199777	376.0	824.0
81061	0.0	0.0
653082	133.0	68.0
81090	0.0	0.0
100271649	0.0	0.0
199746	302.0	196.0
100271655	8.0	0.0
81099	0.0	0.0
100271650	0.0	84.0
199745	260.0	454.0
148170	239.0	99.0
256364	2388.0	1458.0
163786	253.0	705.0
220388	50.0	13.0
100271639	0.0	0.0
163782	1233.0	63.0
100271646	20.0	8.0
283953	0.0	1.0
256355	57.0	5.0
100271644	0.0	0.0
283951	309.0	373.0
256356	1898.0	1659.0
100271643	0.0	0.0
100271640	1.0	1.0
81081	0.0	0.0
161159	20.0	1.0
148189	476.0	752.0
93099	1374.0	1348.0
100271627	15.0	13.0
283948	127.0	13.0
256329	62.0	93.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	0.0
100271633	0.0	0.0
100271632	5.0	1.0
199720	24.0	18.0
93082	287.0	4.0
161145	948.0	270.0
100271617	0.0	0.0
100271616	0.0	0.0
161142	8.0	0.0
100271619	0.0	0.0
148198	36.0	94.0
100271618	1.0	0.0
100271624	1.0	0.0
100271623	0.0	1.0
283933	102.0	38.0
100271625	0.0	1.0
93081	183.0	421.0
100271620	0.0	0.0
283932	105.0	174.0
100271622	3.0	0.0
100271621	0.0	0.0
199731	769.0	1310.0
100124332	0.0	0.0
643664	1.0	9.0
256394	178.0	510.0
83637	4418.0	4031.0
83636	3892.0	757.0
401565	4.0	4.0
401563	30.0	8.0
401562	7.0	0.0
401561	11.0	2.0
283999	0.0	0.0
283994	3.0	0.0
643668	9.0	0.0
283991	1618.0	1146.0
340198	4.0	0.0
643669	8.0	4.0
340192	0.0	0.0
643680	60.0	7.0
197196	3.0	1.0
56033	3.0	10.0
401551	1.0	3.0
83657	49.0	195.0
83656	0.0	0.0
83659	3.0	1.0
283989	690.0	2261.0
83658	4696.0	5936.0
401548	1743.0	805.0
56034	3104.0	845.0
283987	2321.0	10526.0
256369	1.0	0.0
401546	413.0	1253.0
83655	0.0	0.0
283985	2.0	1.0
283982	0.0	1.0
283981	27.0	13.0
643677	1.0	13.0
83650	0.0	1.0
197187	96.0	84.0
449520	3.0	5.0
401541	220.0	1351.0
401540	0.0	0.0
83639	1.0	1.0
83638	2013.0	1493.0
256380	59.0	7.0
449518	0.0	0.0
83648	241.0	51.0
401537	3.0	10.0
83647	0.0	0.0
83641	7622.0	5113.0
401535	5.0	4.0
83643	5384.0	637.0
401533	0.0	1.0
643689	4.0	10.0
283971	0.0	0.0
83640	496.0	949.0
283970	7.0	4.0
114826	1337.0	797.0
114827	67.0	159.0
378706	1.0	0.0
378707	0.0	0.0
378708	81.0	168.0
339184	1.0	2.0
339186	0.0	0.0
56052	757.0	1670.0
114821	104.0	1.0
114822	305.0	1484.0
114823	8339.0	2453.0
114824	13.0	0.0
114825	910.0	1052.0
643699	82.0	13.0
340168	0.0	0.0
114815	93.0	3705.0
114817	0.0	0.0
114818	1770.0	75.0
114819	194.0	43.0
339175	714.0	1613.0
56063	426.0	348.0
653017	0.0	0.0
56061	2736.0	3254.0
56062	109.0	29.0
114814	112.0	99.0
83667	1356.0	716.0
83666	2193.0	2612.0
83660	12626.0	1655.0
340156	138.0	12.0
83661	0.0	117.0
114804	2105.0	265.0
114805	51.0	81.0
340152	69.0	27.0
339168	0.0	1.0
114800	241.0	77.0
114801	387.0	654.0
93010	193.0	151.0
114803	1842.0	1409.0
83697	10.0	9.0
81034	1152.0	1451.0
81035	3910.0	267.0
83696	1722.0	4484.0
83699	4259.0	1185.0
81037	4961.0	10728.0
83698	55.0	7.0
401588	167.0	126.0
83693	1347.0	2157.0
81030	53.0	14.0
83692	7423.0	1533.0
81031	1663.0	13901.0
83695	710.0	2989.0
81033	1.0	3.0
83694	422.0	298.0
340146	1.0	2.0
83690	2168.0	2993.0
81027	47.0	20.0
81029	489.0	420.0
653042	0.0	0.0
653045	1.0	9.0
81025	2.0	2.0
401577	276.0	300.0
22877	6392.0	1308.0
22878	2921.0	2556.0
22879	2407.0	2463.0
22870	2610.0	5678.0
22871	206.0	14.0
22872	9673.0	12584.0
22873	781.0	283.0
22874	2747.0	5369.0
22875	1864.0	4471.0
22876	1459.0	1198.0
10899	4247.0	14569.0
10898	1259.0	1211.0
10891	271.0	40.0
136540	0.0	0.0
10890	6052.0	7710.0
10893	226.0	168.0
10892	1491.0	751.0
136541	1.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	8255.0	80.0
10897	1953.0	4517.0
10896	13.0	9.0
22888	973.0	475.0
22889	1710.0	1709.0
22880	2051.0	4080.0
124540	2460.0	8419.0
22881	809.0	374.0
22882	2305.0	1572.0
22883	11975.0	12051.0
22884	1477.0	539.0
22885	7852.0	4642.0
22887	4288.0	3172.0
342419	0.0	3.0
124538	0.0	0.0
124535	6.0	2.0
148523	492.0	59.0
283598	0.0	0.0
283596	132.0	57.0
283592	3.0	0.0
22856	4823.0	4037.0
161514	1.0	0.0
731424	18.0	2.0
22858	2382.0	2007.0
22859	4185.0	4988.0
22850	1557.0	1374.0
22852	764.0	899.0
22853	1691.0	2059.0
22854	22.0	5.0
10877	0.0	0.0
10876	2.0	0.0
100419909	0.0	0.0
10879	3.0	0.0
10878	21.0	2.0
148534	1416.0	1144.0
104169670	6.0	3.0
104169671	0.0	0.0
100419903	3.0	7.0
283587	1.0	10.0
10871	54.0	87.0
10870	185.0	79.0
10873	1424.0	1080.0
10875	3734.0	723.0
10874	1.0	2.0
22866	162.0	15.0
22868	1826.0	1685.0
22869	1058.0	744.0
100309464	1.0	0.0
161502	9.0	7.0
100420901	0.0	0.0
22861	2637.0	355.0
22862	4103.0	1990.0
22863	1837.0	888.0
22864	1955.0	2583.0
22865	15.0	0.0
10888	11.0	9.0
56203	12.0	6.0
643609	0.0	0.0
56204	3742.0	7433.0
10887	93.0	0.0
124512	782.0	1283.0
148545	0.0	241.0
283579	2.0	2.0
283578	1867.0	1556.0
10880	0.0	0.0
283576	0.0	7.0
10882	12.0	146.0
10881	0.0	0.0
10884	1579.0	29282.0
283571	27.0	10.0
10886	2.0	4.0
10885	2296.0	3658.0
22834	3133.0	6270.0
22835	487.0	940.0
22836	8302.0	3011.0
22837	7917.0	2078.0
101929059	18.0	115.0
22838	2409.0	2328.0
22839	5555.0	5282.0
100420910	0.0	0.0
100420916	0.0	0.0
22832	662.0	312.0
124590	10.0	1.0
10855	131.0	360.0
10857	6531.0	5570.0
10856	2127.0	5310.0
10859	201.0	238.0
10858	169.0	28.0
100126793	22.0	10.0
10850	0.0	0.0
643617	2.0	5.0
643615	8.0	3.0
100126791	50.0	49.0
22844	135.0	1.0
22845	936.0	1656.0
22846	1446.0	1017.0
22847	1893.0	938.0
22848	2571.0	2019.0
22849	739.0	303.0
112597	545.0	771.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	2521.0	9125.0
100420926	0.0	0.0
22841	1459.0	662.0
100420927	0.0	0.0
100419930	1.0	0.0
22843	25.0	23.0
10866	1477.0	402.0
100420919	0.0	0.0
10865	4054.0	757.0
10868	1600.0	1330.0
10867	3809.0	3157.0
10869	4560.0	4417.0
10861	118.0	188.0
101929074	74.0	15.0
10864	2.0	0.0
101929071	0.0	2.0
10863	275.0	254.0
22813	3.0	2.0
22814	0.0	1.0
643641	1442.0	577.0
22815	1.0	0.0
22816	0.0	0.0
22818	7170.0	15324.0
10829	0.0	1.0
100419945	0.0	0.0
83849	70.0	9.0
83855	328.0	592.0
10833	0.0	0.0
83854	3.0	2.0
83857	6797.0	3951.0
10835	1.0	3.0
83856	183.0	244.0
10834	1.0	0.0
83851	3.0	36.0
10837	1.0	0.0
100419948	1.0	0.0
83850	178.0	16.0
10836	0.0	0.0
100419949	0.0	0.0
83853	12.0	40.0
10838	1695.0	665.0
83852	1235.0	777.0
124565	5717.0	6239.0
100419947	1.0	0.0
22808	14120.0	1087.0
22809	2183.0	3408.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	2.0	7.0
22822	4960.0	2266.0
22823	1062.0	1256.0
22824	859.0	94.0
101929086	0.0	0.0
22826	4256.0	2780.0
22827	4553.0	9179.0
643653	0.0	0.0
22828	3248.0	2148.0
22829	0.0	0.0
112574	2837.0	2210.0
100419955	0.0	0.0
56241	815.0	541.0
100420946	0.0	0.0
56242	454.0	630.0
22820	8604.0	21188.0
22821	5633.0	863.0
100419950	0.0	0.0
10844	3009.0	4110.0
83844	0.0	1.0
10846	421.0	188.0
10845	2582.0	3117.0
10848	2209.0	1881.0
56243	9552.0	6714.0
10847	8125.0	8444.0
56244	6.0	0.0
56245	14.0	1.0
10849	165.0	511.0
56246	1391.0	2.0
643646	96.0	49.0
10840	2228.0	12.0
10842	0.0	0.0
101929093	0.0	0.0
10841	14.0	1.0
643648	0.0	0.0
101929010	2.0	0.0
100420950	2.0	0.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	1.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	1.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	3.0	0.0
100419978	0.0	1.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	1.0
100271601	0.0	0.0
100419979	1.0	0.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	0.0	0.0
391436	0.0	0.0
161582	37.0	164.0
124599	42.0	38.0
101929052	0.0	0.0
391485	0.0	5.0
222611	0.0	1.0
100187716	0.0	0.0
391490	1.0	2.0
391496	0.0	0.0
22899	2940.0	814.0
391462	1.0	0.0
22891	102.0	95.0
22893	1523.0	3644.0
22894	2949.0	1669.0
22895	1.0	8.0
148581	2.0	0.0
22897	1486.0	1544.0
22898	1648.0	823.0
