id	db630aab-54b5-4729-852a-aec20152be99	bcf137e8-156d-4609-8b1b-9a9b379aa2ce
100271192	0.0	0.0
100271191	0.0	0.0
66037	0.0	0.0
93650	7.0	2.0
81669	5753.0	2628.0
54053	1.0	3.0
54052	1.0	0.0
114769	159.0	161.0
54051	0.0	0.0
54050	0.0	7.0
54055	101.0	6.0
100190938	294.0	55.0
54054	4.0	25.0
114770	127.0	6.0
114771	0.0	0.0
54059	396.0	305.0
283149	4914.0	6755.0
54058	203.0	368.0
93649	89.0	82.0
645811	62.0	8.0
81671	5779.0	6974.0
100271199	1.0	1.0
100190939	1855.0	290.0
283143	109.0	81.0
100271196	0.0	0.0
93643	1593.0	1188.0
100128946	1.0	0.0
285780	9.0	3.0
285782	4.0	2.0
100271180	0.0	1.0
285785	50.0	234.0
100190952	1.0	1.0
54064	19.0	21.0
728248	0.0	0.0
114757	1639.0	1159.0
114758	0.0	0.0
54067	80.0	23.0
100190947	1.0	2.0
100190949	0.0	1.0
54065	0.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	758.0	1327.0
54069	311.0	1159.0
283131	27575.0	7349.0
283130	683.0	311.0
692157	15.0	2.0
692158	0.0	0.0
138799	0.0	0.0
440498	571.0	441.0
124152	488.0	354.0
199704	514.0	381.0
124149	1.0	0.0
163747	7.0	3.0
692146	0.0	0.0
692147	3.0	11.0
692148	0.0	1.0
692149	0.0	0.0
163742	0.0	0.0
199713	8.0	15.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	4.0	2.0
126792	1080.0	1558.0
378008	0.0	0.0
378009	0.0	0.0
29089	69.0	1112.0
29088	957.0	3800.0
29087	1204.0	817.0
378010	0.0	0.0
148137	629.0	566.0
126789	251.0	606.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	130.0	110.0
29081	803.0	1072.0
29080	857.0	890.0
283189	0.0	0.0
29086	1031.0	1154.0
29085	1120.0	1717.0
29083	381.0	490.0
100381270	973.0	1044.0
200810	18.0	21.0
114796	555.0	252.0
148156	1296.0	825.0
114798	0.0	7.0
114799	1163.0	1840.0
29099	1073.0	1952.0
29098	388.0	248.0
378001	0.0	0.0
29093	564.0	828.0
29092	518.0	443.0
29091	147.0	29.0
29090	708.0	991.0
56603	744.0	281.0
29097	1118.0	2102.0
56604	2.0	1.0
56605	1190.0	505.0
29095	635.0	1156.0
151790	5.0	2.0
283174	463.0	115.0
56606	403.0	290.0
29094	1138.0	1114.0
692199	0.0	0.0
391002	0.0	0.0
440459	13.0	4.0
391004	0.0	0.0
780816	0.0	0.0
124199	7.0	21.0
391003	0.0	0.0
30062	3.0	2.0
440456	923.0	366.0
780814	11.0	11.0
30061	7922.0	6950.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	7.0
440452	0.0	0.0
780810	4.0	0.0
780811	0.0	0.0
29068	5271.0	3326.0
29066	2835.0	2652.0
29063	542.0	347.0
29062	1207.0	1233.0
56616	340.0	332.0
163702	599.0	275.0
391013	7.0	8.0
391012	0.0	0.0
100381215	0.0	0.0
29079	1560.0	1774.0
29078	566.0	700.0
56623	738.0	543.0
56624	21.0	75.0
29071	932.0	1832.0
29070	465.0	629.0
29075	12.0	5.0
29074	1219.0	1807.0
29072	6046.0	5572.0
163732	1000.0	530.0
200845	402.0	217.0
148103	423.0	182.0
200844	34.0	49.0
440482	83.0	8.0
151742	1087.0	1424.0
163720	48.0	185.0
148113	119.0	625.0
440465	1409.0	785.0
29057	14.0	14.0
148109	3.0	1.0
29058	3788.0	4638.0
56647	1773.0	2471.0
56648	373.0	468.0
56649	28.0	148.0
440419	0.0	0.0
440416	82.0	155.0
8303	3015.0	3220.0
643157	0.0	0.0
200879	527.0	496.0
440406	1.0	1.0
8301	9279.0	11854.0
643155	1994.0	1814.0
8302	11.0	3.0
440400	161.0	275.0
199675	0.0	16.0
8310	1418.0	1844.0
124093	44.0	66.0
8314	3516.0	3603.0
8315	1416.0	1054.0
8312	1601.0	1924.0
342096	2.0	0.0
8313	871.0	515.0
440435	36.0	1.0
643160	1.0	0.0
643161	1.0	0.0
643159	2.0	8.0
8309	611.0	181.0
8321	5927.0	3847.0
8322	7112.0	5818.0
8320	67.0	186.0
8325	1351.0	840.0
8326	18.0	39.0
8323	2011.0	3360.0
8324	6575.0	3518.0
440423	410.0	250.0
200894	673.0	458.0
643171	0.0	1.0
200895	705.0	424.0
8318	28.0	748.0
8317	203.0	561.0
8332	1.0	6.0
692110	1.0	1.0
8333	2.0	3.0
692111	1.0	0.0
8330	0.0	0.0
8331	0.0	3.0
8336	0.0	47.0
8337	0.0	1.0
8334	1250.0	3600.0
8335	1.0	0.0
148046	54.0	28.0
106481699	1.0	0.0
643182	0.0	0.0
643180	204.0	95.0
643181	0.0	0.0
8329	2.0	30.0
8328	2.0	6.0
8343	0.0	6.0
643198	0.0	0.0
8344	1.0	3.0
8341	55.0	114.0
8342	0.0	0.0
8347	34.0	140.0
8348	0.0	15.0
643199	0.0	0.0
8345	10.0	87.0
8346	1.0	1.0
692106	0.0	0.0
692107	0.0	0.0
161003	0.0	0.0
692108	0.0	2.0
692109	8.0	3.0
643193	0.0	2.0
8340	3.0	3.0
8338	7.0	28.0
8339	42.0	449.0
8354	0.0	0.0
8355	8.0	30.0
8352	0.0	2.0
8353	27.0	126.0
8358	0.0	3.0
8359	0.0	2.0
8356	0.0	13.0
8357	15.0	146.0
222235	47.0	33.0
106481679	0.0	0.0
222236	1075.0	846.0
106481677	4.0	4.0
222234	197.0	191.0
106481678	0.0	1.0
8350	3.0	4.0
8351	5.0	84.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	1.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	1.0	2.0
106481684	0.0	0.0
106481685	2.0	0.0
8349	836.0	2600.0
8365	20.0	205.0
8366	0.0	0.0
8363	0.0	13.0
8364	2.0	5.0
8369	0.0	0.0
163688	31.0	5.0
8367	0.0	41.0
8368	0.0	1.0
106481688	0.0	0.0
222223	877.0	458.0
106481689	2.0	0.0
8361	0.0	0.0
222229	566.0	711.0
8362	9.0	35.0
8360	0.0	13.0
106481693	0.0	0.0
106481694	10.0	0.0
106481691	1.0	2.0
106481692	0.0	0.0
106481697	0.0	0.0
106481698	0.0	0.0
106481695	9.0	0.0
106481696	0.0	0.0
342035	343.0	144.0
344697	2.0	72.0
106481690	0.0	0.0
728310	0.0	0.0
285830	158.0	46.0
8379	920.0	1035.0
93556	20.0	1.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	692.0	630.0
106481655	0.0	0.0
285834	10.0	5.0
222256	145.0	74.0
106481656	4.0	0.0
8372	67.0	122.0
93550	643.0	334.0
8373	1.0	1.0
106481659	0.0	0.0
8370	0.0	13.0
728315	0.0	5.0
81577	1479.0	3516.0
106481660	0.0	0.0
81578	221.0	481.0
106481661	0.0	0.0
81579	2322.0	2212.0
81573	1118.0	1440.0
106481664	0.0	1.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	1159.0	2086.0
106481662	0.0	0.0
81576	1019.0	479.0
106481663	22.0	11.0
81570	662.0	1107.0
100271178	0.0	2.0
81571	617.0	186.0
81572	625.0	915.0
645715	8.0	39.0
8387	0.0	1.0
8388	0.0	0.0
728300	3.0	8.0
8386	0.0	1.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	986.0	1845.0
8383	0.0	0.0
285848	0.0	1.0
8384	0.0	0.0
285849	10.0	21.0
8382	163.0	30.0
81566	2033.0	2958.0
106481671	0.0	0.0
106481672	7.0	0.0
81567	365.0	970.0
81569	0.0	87.0
106481670	0.0	0.0
81562	1430.0	1048.0
106481675	0.0	0.0
81563	6064.0	3191.0
246243	799.0	1166.0
100271168	6.0	1.0
106481676	0.0	0.0
106481673	3.0	0.0
81565	2427.0	2196.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	4.0	0.0
100271163	0.0	0.0
100271162	0.0	1.0
8398	894.0	265.0
8399	14.0	5.0
8396	6323.0	6382.0
285852	1.0	5.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	5321.0	11125.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	2895.0	4399.0
106481639	0.0	0.0
8395	411.0	128.0
8392	2.0	1.0
106481637	6.0	2.0
106481638	0.0	0.0
100271158	2.0	1.0
106481642	21.0	17.0
106481643	0.0	0.0
246210	3.0	0.0
106481640	0.0	0.0
100271159	0.0	1.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	0.0
106481646	0.0	1.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	12.0	36.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	2.0	0.0
106481654	0.0	0.0
100271146	0.0	1.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	3.0	5.0
100271142	0.0	0.0
344658	1.0	0.0
100271145	0.0	0.0
645745	0.0	0.0
344653	3.0	3.0
100271141	1.0	1.0
100271140	0.0	2.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	226.0	219.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	231.0	542.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	2.0
283209	1083.0	4247.0
283208	87.0	861.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	1.0
100271132	5.0	4.0
100271131	0.0	0.0
100271133	1.0	1.0
100271130	0.0	0.0
93587	269.0	424.0
645771	1.0	4.0
93589	170.0	118.0
106481624	9.0	5.0
285800	14.0	1.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	8.0	3.0
106481628	0.0	0.0
106481629	0.0	1.0
106481626	0.0	0.0
106481627	0.0	0.0
100271129	0.0	1.0
246283	0.0	0.0
246285	6.0	3.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1225.0	1215.0
645784	88.0	64.0
100271118	0.0	1.0
100271117	0.0	0.0
100271119	2.0	1.0
100271114	0.0	1.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	6.0	15.0
643115	2.0	2.0
100271111	0.0	0.0
106481608	1.0	0.0
106481609	0.0	0.0
645798	1.0	5.0
643136	4.0	5.0
106481602	4.0	0.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	2.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	6.0	12.0
100271106	2.0	2.0
106481610	0.0	0.0
100271105	1.0	2.0
643126	1.0	0.0
199699	6.0	2.0
728393	0.0	0.0
100128899	1.0	0.0
728395	0.0	0.0
114625	1052.0	865.0
54112	88.0	28.0
56776	138.0	43.0
283248	54.0	642.0
344729	0.0	1.0
100128894	0.0	0.0
100128893	9.0	4.0
100128890	34.0	7.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	3.0	5.0
114614	13.0	46.0
283238	0.0	0.0
100190800	10.0	10.0
283237	673.0	830.0
283236	0.0	0.0
283234	492.0	563.0
728381	0.0	2.0
283232	911.0	645.0
728380	4.0	8.0
100128881	197.0	144.0
100128880	0.0	0.0
692099	282.0	231.0
114609	507.0	584.0
29128	72.0	1136.0
29123	6085.0	6240.0
344709	0.0	0.0
29122	90.0	7.0
29121	578.0	607.0
283229	3052.0	1520.0
29127	564.0	2748.0
29126	287.0	188.0
29125	74.0	72.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	16.0	2.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	484.0	579.0
54149	1426.0	1930.0
54148	690.0	1407.0
54147	0.0	1.0
283212	81.0	79.0
692091	0.0	0.0
692092	0.0	0.0
692093	32.0	7.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	4.0	2.0
100128857	0.0	0.0
100271093	0.0	0.0
100271092	1.0	0.0
728350	6.0	18.0
285872	1.0	1.0
100128853	1.0	0.0
29109	1321.0	3155.0
29108	325.0	397.0
285877	0.0	0.0
29107	580.0	630.0
285878	0.0	0.0
29106	6.0	6.0
728358	0.0	0.0
29101	3637.0	6195.0
29100	808.0	1181.0
29105	1107.0	1400.0
29104	820.0	558.0
29103	1161.0	1576.0
29102	2832.0	10561.0
100271098	1.0	0.0
283284	67.0	173.0
728343	0.0	0.0
728342	16.0	0.0
100128849	0.0	0.0
728344	1.0	2.0
100271081	2.0	2.0
100128845	0.0	0.0
728340	163.0	131.0
285888	2.0	0.0
29119	41.0	27.0
107057644	29.0	14.0
29118	37.0	6.0
107057647	0.0	0.0
114655	1.0	5.0
29117	2674.0	3803.0
107057646	2.0	0.0
114657	0.0	0.0
114659	499.0	454.0
126638	0.0	0.0
54165	1463.0	2123.0
126637	0.0	73.0
29110	1379.0	1560.0
29116	2978.0	1885.0
29115	2294.0	2056.0
29114	2.0	0.0
29113	16.0	50.0
100271087	32.0	11.0
100271089	0.0	0.0
100271085	1.0	0.0
100128836	2.0	8.0
728378	128.0	57.0
728377	333.0	124.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	6.0	2.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1096.0	944.0
81793	85.0	241.0
81794	473.0	593.0
81796	22.0	86.0
81790	1084.0	615.0
100271076	0.0	2.0
283267	500.0	397.0
91107	1299.0	2077.0
100128830	2.0	3.0
81792	813.0	5853.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	1.0	2.0
728361	8.0	8.0
100128822	207.0	317.0
728369	0.0	0.0
81786	66.0	27.0
54187	1249.0	2522.0
81788	106.0	380.0
81789	468.0	431.0
283257	0.0	0.0
100271065	0.0	0.0
645700	1.0	4.0
283254	182.0	257.0
126695	676.0	1049.0
148003	0.0	0.0
378108	6.0	2.0
151649	30.0	19.0
151648	25.0	244.0
151647	11.0	8.0
151645	9.0	22.0
200909	0.0	1.0
200916	623.0	1010.0
148014	4.0	4.0
151658	0.0	0.0
151651	87.0	23.0
56704	226.0	1245.0
148022	869.0	1001.0
126669	1586.0	839.0
126668	163.0	21.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	1.0	0.0
200931	115.0	95.0
200933	951.0	2143.0
126661	229.0	126.0
56729	0.0	8.0
283298	1013.0	1141.0
283297	0.0	0.0
136051	574.0	797.0
138639	490.0	574.0
692076	4.0	0.0
391121	0.0	0.0
391120	0.0	0.0
391123	35.0	6.0
200942	1648.0	817.0
440577	9.0	15.0
440574	974.0	1199.0
56731	2070.0	3028.0
100126270	3.0	0.0
692084	0.0	0.0
692085	0.0	0.0
692086	7.0	21.0
138649	25.0	21.0
200959	0.0	1.0
200958	193.0	33.0
391135	5.0	17.0
440567	65.0	107.0
391139	2.0	2.0
440563	0.0	1.0
440561	0.0	0.0
151613	2448.0	1097.0
692072	0.0	0.0
692075	3.0	13.0
692057	0.0	0.0
692058	4.0	0.0
124056	0.0	1.0
81706	126.0	2281.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	3174.0	2517.0
391109	0.0	0.0
440595	82.0	163.0
56751	0.0	2.0
692063	0.0	0.0
8402	2014.0	3352.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	238.0	383.0
391114	0.0	0.0
124044	489.0	576.0
391115	0.0	0.0
440585	18.0	3.0
391117	0.0	0.0
440584	28.0	11.0
391119	0.0	0.0
54101	1686.0	1971.0
151636	3121.0	3612.0
440590	169.0	305.0
54103	1072.0	396.0
54102	2299.0	236.0
54108	857.0	1299.0
54107	2301.0	3788.0
54106	5.0	1.0
692053	9.0	0.0
391040	0.0	2.0
645683	6.0	9.0
8410	0.0	0.0
645682	0.0	0.0
645688	2.0	6.0
391044	1.0	0.0
645687	1.0	3.0
8411	2581.0	2361.0
645686	0.0	0.0
8412	1629.0	1503.0
391045	25.0	5.0
440533	2.0	0.0
8406	2682.0	1000.0
8407	12341.0	36305.0
8404	33979.0	25895.0
8405	2565.0	2211.0
8408	3089.0	2551.0
8409	1437.0	2089.0
391051	5.0	1.0
8420	549.0	1840.0
645694	7.0	3.0
391053	0.0	0.0
645693	15.0	32.0
643031	0.0	2.0
8424	570.0	1409.0
8425	6205.0	2842.0
643037	0.0	0.0
163589	155.0	237.0
643034	0.0	0.0
440525	35.0	48.0
391059	474.0	475.0
645691	3.0	12.0
163590	2359.0	4754.0
8417	3302.0	3445.0
8418	1175.0	1425.0
8416	820.0	227.0
8419	1.0	1.0
8431	1.0	1.0
8435	33.0	15.0
8436	3122.0	471.0
8433	0.0	0.0
8434	1686.0	1185.0
391026	0.0	1.0
440556	105.0	17.0
440560	0.0	0.0
8428	2944.0	2852.0
8427	1404.0	1449.0
103157000	0.0	0.0
8443	2012.0	3505.0
8440	2524.0	3616.0
8446	921.0	1053.0
8447	1470.0	722.0
8444	715.0	463.0
8445	1623.0	4294.0
391037	6.0	2.0
391039	2.0	11.0
643050	0.0	0.0
285905	23.0	22.0
285908	484.0	172.0
8439	1693.0	2612.0
8437	169.0	283.0
8438	38.0	449.0
8453	1530.0	2615.0
8454	3249.0	3930.0
8451	3901.0	3804.0
8452	3839.0	4881.0
8458	971.0	1335.0
8455	6144.0	6720.0
8456	104.0	9.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	4502.0	6502.0
106481583	0.0	0.0
106481584	0.0	0.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	135.0	15.0
8449	2118.0	2407.0
106481580	2.0	0.0
8464	369.0	293.0
8462	2515.0	1978.0
8463	2089.0	4553.0
8468	2.0	0.0
391099	0.0	0.0
8467	5723.0	10093.0
342184	1500.0	1078.0
246312	0.0	0.0
106481589	1.0	0.0
8460	564.0	767.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	16.0	44.0
106481599	2.0	0.0
106481596	0.0	0.0
106481597	1.0	0.0
8459	1228.0	1738.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	4239.0	7081.0
8473	12742.0	7400.0
440519	62.0	148.0
440518	0.0	0.0
8479	876.0	665.0
440515	1291.0	428.0
8477	140.0	285.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	1.0	3.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	4.0	4.0
8470	4040.0	2435.0
106481561	1.0	2.0
106481562	0.0	1.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	1.0	2.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	3.0	0.0
8487	270.0	486.0
8484	0.0	0.0
391075	1.0	0.0
440508	9.0	0.0
391077	1.0	3.0
391076	0.0	0.0
8488	5.0	14.0
440503	353.0	10.0
8489	10.0	1.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	246.0	1163.0
8483	2159.0	11714.0
8480	1250.0	1785.0
8481	2453.0	1831.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	1.0	0.0
106481577	0.0	0.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	38.0	27.0
8497	164.0	75.0
728431	232.0	174.0
8498	2583.0	1864.0
728430	13.0	0.0
100128934	1.0	1.0
8495	1933.0	2282.0
8496	4549.0	4726.0
91012	1636.0	1693.0
100128936	36.0	67.0
728432	1.0	0.0
100128930	0.0	0.0
8499	71.0	88.0
106481536	0.0	0.0
8490	8791.0	11236.0
106481537	0.0	0.0
285954	3.0	11.0
285955	16.0	10.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1073.0	872.0
54075	0.0	0.0
101669766	17.0	8.0
728434	0.0	0.0
91010	3055.0	4402.0
285958	594.0	524.0
101669767	0.0	48.0
8491	2070.0	2115.0
106481538	0.0	0.0
8492	464.0	148.0
54072	0.0	4.0
106481539	0.0	0.0
101669762	29.0	16.0
106481540	1.0	0.0
101669763	0.0	0.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	1.0
81693	13.0	3.0
100271056	0.0	0.0
100271050	4.0	4.0
100271053	0.0	0.0
93664	2847.0	4128.0
100128923	3.0	0.0
93663	1275.0	1303.0
285961	12.0	11.0
93668	1.0	0.0
285962	152.0	98.0
106481547	0.0	0.0
54082	7.0	5.0
106481548	0.0	0.0
285965	25.0	56.0
285966	466.0	353.0
106481545	2.0	3.0
106481546	1.0	0.0
93661	15.0	2.0
100128927	1236.0	1727.0
54084	7.0	9.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	7995.0	20132.0
106481551	0.0	0.0
54089	3.0	0.0
81689	1688.0	1664.0
54088	0.0	1.0
106481554	0.0	0.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	1.0
100128912	0.0	0.0
91039	2220.0	1859.0
342132	444.0	237.0
285971	599.0	456.0
285972	30.0	37.0
285973	58.0	108.0
100128911	0.0	0.0
728450	0.0	0.0
54093	975.0	871.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	1.0	0.0
54090	0.0	2.0
106481513	5.0	8.0
54097	948.0	45.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	61.0	72.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	5.0	2.0
54098	0.0	1.0
246330	611.0	543.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	20.0	11.0
100271033	16.0	23.0
645619	0.0	4.0
100271031	3.0	2.0
344787	178.0	360.0
100128902	0.0	0.0
728441	18.0	2.0
100128903	0.0	0.0
222389	953.0	260.0
106481525	5.0	0.0
106481526	3.0	2.0
285987	9.0	4.0
106481523	0.0	0.0
285989	697.0	472.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	15.0	3.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	1.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	5.0
91057	500.0	298.0
91056	1336.0	985.0
645641	1.0	0.0
91050	1645.0	1999.0
100271015	0.0	2.0
106481500	0.0	0.0
645638	9.0	57.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	2.0	4.0
106481503	0.0	0.0
106481504	3.0	0.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	0.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	0.0	0.0
283316	323.0	263.0
106481510	1.0	1.0
106481511	0.0	0.0
100271003	5.0	9.0
283314	445.0	230.0
100271006	0.0	0.0
283310	149.0	15.0
344758	1.0	0.0
100271001	0.0	0.0
344752	2.0	0.0
728411	523.0	325.0
728410	0.0	0.0
643003	1.0	5.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	6316.0	902.0
728409	0.0	0.0
283303	0.0	0.0
344741	0.0	0.0
728400	0.0	0.0
645676	59.0	84.0
285941	1.0	1.0
728405	0.0	0.0
285943	254.0	101.0
728407	204.0	126.0
728402	0.0	0.0
728403	0.0	0.0
643008	51.0	79.0
645668	0.0	2.0
100506658	653.0	889.0
100506655	18.0	4.0
81849	242.0	555.0
56890	763.0	361.0
56891	1.0	2.0
100506650	0.0	0.0
81846	3209.0	2092.0
81847	1772.0	1941.0
81848	2022.0	5254.0
56896	1.0	0.0
56897	1781.0	2734.0
81853	1309.0	1860.0
56898	1557.0	708.0
81855	1972.0	2119.0
56899	426.0	296.0
56892	3234.0	1754.0
56893	2103.0	5384.0
121275	5.0	0.0
121278	0.0	0.0
56894	3760.0	5463.0
81850	0.0	0.0
145249	4.0	1.0
56895	672.0	856.0
81851	2.0	0.0
649137	0.0	0.0
81839	1397.0	4433.0
121274	1487.0	1326.0
121273	9.0	2.0
145264	28.0	14.0
121270	0.0	0.0
145258	49.0	65.0
121268	32.0	49.0
81844	6263.0	3901.0
145259	2.0	4.0
133283	153.0	232.0
375593	17.0	4.0
100506649	109.0	84.0
100506673	0.0	0.0
121260	1407.0	1561.0
145270	546.0	364.0
100506671	1.0	0.0
81875	2006.0	4126.0
81876	6343.0	11396.0
81870	0.0	0.0
81871	0.0	0.0
121256	0.0	5.0
81872	0.0	0.0
81873	1061.0	2571.0
387597	20.0	131.0
100506668	625.0	450.0
160897	958.0	949.0
649159	0.0	0.0
145282	510.0	723.0
387590	945.0	301.0
81856	628.0	679.0
81857	1758.0	1573.0
100506660	13.0	22.0
81858	1447.0	1944.0
135886	3.0	3.0
147872	1.0	0.0
81889	614.0	1527.0
145200	8.0	11.0
81892	706.0	1703.0
81893	6.0	8.0
81894	1343.0	1045.0
81890	1112.0	577.0
135892	6.0	1.0
649179	5.0	5.0
100506600	16.0	5.0
613126	9.0	7.0
81887	1987.0	2296.0
81888	545.0	354.0
145216	9.0	7.0
338591	0.0	0.0
649186	3.0	0.0
338596	740.0	89.0
338599	1.0	0.0
169200	1444.0	1759.0
145226	3.0	13.0
100506637	90.0	36.0
160857	208.0	103.0
160851	1950.0	2343.0
91227	0.0	1.0
157206	5.0	6.0
100506622	28.0	8.0
100856809	0.0	0.0
338588	0.0	0.0
145241	6.0	1.0
91219	9.0	8.0
650172	0.0	0.0
102724678	3.0	4.0
338579	3.0	4.0
326591	339.0	647.0
255738	17.0	495.0
338567	0.0	0.0
102724668	21.0	5.0
255743	957.0	2313.0
56829	3321.0	3621.0
326586	0.0	0.0
102724655	0.0	0.0
554250	0.0	0.0
554251	255.0	146.0
338557	210.0	45.0
56832	0.0	0.0
56833	192.0	744.0
56834	803.0	1110.0
554235	13.0	7.0
554236	22.0	3.0
56849	265.0	146.0
255725	0.0	0.0
56848	589.0	372.0
56852	1391.0	980.0
56853	29.0	67.0
102724631	0.0	0.0
56850	2037.0	2679.0
56851	1469.0	2272.0
100820829	438.0	34.0
101243555	12.0	3.0
196872	131.0	127.0
8501	550.0	396.0
8502	7829.0	7026.0
8500	3358.0	4237.0
253128	17.0	4.0
664701	248.0	271.0
255783	370.0	376.0
54207	2.0	10.0
54206	3545.0	7293.0
54205	2691.0	7168.0
664709	19.0	34.0
54209	316.0	316.0
196883	1719.0	664.0
8512	28.0	7.0
8513	1.0	1.0
8510	12.0	5.0
8511	13.0	0.0
54210	15.0	109.0
81831	850.0	2926.0
81832	3.0	261.0
81833	0.0	0.0
54212	0.0	0.0
170261	31.0	24.0
8505	926.0	1613.0
8506	451.0	509.0
8503	3312.0	8939.0
8504	856.0	609.0
8509	166.0	144.0
8507	2254.0	8258.0
255758	82.0	132.0
8508	1917.0	8417.0
8520	1746.0	2384.0
8521	5.0	2.0
169270	379.0	144.0
8522	3791.0	3948.0
102724605	0.0	0.0
554282	1.0	1.0
56886	4392.0	9854.0
54221	70.0	19.0
56888	2201.0	2986.0
554279	28.0	107.0
664722	4.0	2.0
56882	5191.0	9795.0
664721	8.0	0.0
255762	7.0	2.0
56884	2.0	6.0
8516	241.0	1130.0
8517	188.0	176.0
8514	672.0	972.0
8515	1539.0	396.0
56889	11567.0	20519.0
8518	2866.0	2449.0
8519	2987.0	3270.0
