id	4fd01cd7-7ff5-4570-891e-747a0c640ddc	483b7d6e-7853-4fd7-9efe-de5574af9045
8226	763.0	806.0
692223	0.0	0.0
8227	1715.0	1599.0
8224	18.0	10.0
692225	5.0	2.0
8225	1855.0	1582.0
692226	0.0	0.0
100381178	6.0	1.0
692227	11.0	3.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	0.0	0.0
8218	135.0	73.0
8233	721.0	805.0
692210	5.0	0.0
8237	4459.0	3389.0
401190	79.0	15.0
692212	1.0	3.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1600.0	2054.0
8242	5839.0	7560.0
8243	5835.0	8487.0
692201	0.0	0.0
692202	0.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	2.0	3.0
692206	0.0	0.0
692207	0.0	0.0
692208	0.0	0.0
692209	2.0	0.0
8241	3475.0	4181.0
100310812	1.0	0.0
8239	6976.0	12471.0
151354	737.0	10937.0
100271291	1.0	0.0
93432	774.0	70.0
100271290	0.0	0.0
645841	0.0	0.0
93436	1636.0	1630.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	1.0	2.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	0.0	1.0
283523	0.0	0.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	1.0
283521	2.0	2.0
100271296	0.0	0.0
645834	0.0	1.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1994.0	3034.0
93426	10.0	1.0
8269	602.0	801.0
106481789	0.0	1.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	352.0	392.0
8260	1077.0	1929.0
283518	20.0	18.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	2.0	0.0
106481796	7.0	22.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	2.0	2.0
645846	0.0	0.0
100271288	0.0	0.0
645843	0.0	0.0
81440	0.0	0.0
100271284	8.0	0.0
8277	3.0	0.0
645864	10.0	5.0
342374	0.0	0.0
440714	2.0	0.0
342372	2.0	1.0
342371	3719.0	1612.0
440712	16.0	22.0
106481756	0.0	0.0
8270	499.0	1011.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1244.0	1529.0
728215	26.0	41.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	38.0	21.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	9.0	11.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	0.0	1.0
81470	0.0	0.0
100271274	0.0	1.0
100310841	1.0	0.0
81472	0.0	1.0
81473	0.0	0.0
100310840	49.0	48.0
100271273	0.0	0.0
645859	0.0	2.0
8288	24.0	8.0
8289	5958.0	8920.0
8287	2.0	0.0
643210	4.0	1.0
106481767	0.0	0.0
728207	7.0	0.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	1.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	2.0	0.0
81466	1.0	0.0
106481773	0.0	0.0
100310853	0.0	0.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	10.0	5.0
100271262	2.0	0.0
100310851	0.0	0.0
342358	0.0	0.0
342357	512.0	582.0
100310850	0.0	1.0
100271261	1.0	0.0
643220	11.0	4.0
643224	276.0	296.0
645884	0.0	0.0
8291	860.0	2136.0
401136	0.0	0.0
106481734	8.0	4.0
8292	69.0	46.0
401135	0.0	0.0
106481735	5.0	6.0
106481732	0.0	4.0
8290	0.0	0.0
106481733	0.0	0.0
8295	4170.0	4435.0
106481738	0.0	0.0
93474	198.0	160.0
106481739	0.0	0.0
8293	0.0	0.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	263.0	597.0
106481741	0.0	0.0
106481742	4.0	8.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	2.0	0.0
100271253	0.0	0.0
645879	0.0	0.0
81493	142.0	245.0
81494	0.0	0.0
100271254	0.0	0.0
283562	0.0	0.0
81490	1424.0	1390.0
81491	95.0	122.0
342346	28.0	6.0
100271250	1.0	0.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	8.0	0.0
106481745	0.0	0.0
401124	11.0	7.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	10.0	6.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	1.0	0.0
100271245	2.0	0.0
106481753	2.0	2.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	1.0	1.0
106481751	0.0	0.0
401115	46.0	262.0
81488	1353.0	946.0
283554	34.0	136.0
283553	24.0	2.0
100271244	0.0	0.0
643226	2.0	0.0
283551	126.0	562.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	69.0	59.0
93492	3.0	4.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	111.0	26.0
100271235	0.0	0.0
283547	61.0	31.0
401106	53.0	131.0
100271234	0.0	0.0
106481720	0.0	0.0
100271230	0.0	0.0
643236	0.0	0.0
100271233	0.0	0.0
100271232	0.0	0.0
643253	226.0	89.0
93487	5642.0	4470.0
106481729	1.0	0.0
643255	6.0	0.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	0.0	0.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1010.0	993.0
100271229	0.0	0.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	0.0	0.0
106481731	2.0	3.0
100271226	0.0	0.0
100271225	1.0	1.0
100271220	0.0	0.0
100271222	0.0	0.0
344978	2.0	2.0
100271221	0.0	0.0
138716	1134.0	1078.0
780852	2.0	0.0
728276	0.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	36.0	13.0
780851	3.0	0.0
100126356	0.0	0.0
285796	5.0	1.0
81607	2839.0	3414.0
81608	2281.0	2870.0
81609	2091.0	5570.0
81603	4342.0	7875.0
81605	2211.0	1970.0
81606	8739.0	2236.0
81610	56.0	1128.0
56654	4051.0	9716.0
56655	974.0	992.0
81611	2157.0	3011.0
56650	2388.0	2195.0
29028	1282.0	6077.0
283129	0.0	16.0
56651	1.0	6.0
56652	1992.0	842.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	757.0	683.0
283120	167.0	1136.0
56659	45.0	23.0
100126350	1.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	3.0	1.0
138724	2.0	0.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	878.0	26.0
100126348	0.0	0.0
728263	4.0	4.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	6.0	1.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	2530.0	3323.0
100190924	0.0	0.0
56666	89.0	366.0
30012	0.0	0.0
29034	0.0	0.0
56667	10.0	1238.0
106865375	0.0	0.0
81602	602.0	416.0
30014	0.0	0.0
106865374	0.0	0.0
56662	0.0	0.0
30011	1150.0	1690.0
283116	0.0	0.0
56663	0.0	0.0
30010	1.0	6.0
56664	0.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	976.0	474.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	1112.0	754.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	12.0	18.0
100381202	0.0	5.0
56670	23.0	185.0
81626	0.0	0.0
81627	926.0	1998.0
81628	4573.0	2452.0
56676	0.0	0.0
30001	1484.0	3667.0
54012	0.0	0.0
56677	0.0	0.0
246175	3536.0	3675.0
56672	544.0	911.0
246176	57.0	3.0
56673	7.0	0.0
54016	0.0	0.0
283106	10.0	6.0
30000	3616.0	3681.0
56674	3221.0	4807.0
54015	0.0	0.0
81631	4939.0	3706.0
56675	741.0	694.0
54014	2829.0	3894.0
283104	217.0	255.0
100126330	0.0	0.0
30009	49.0	29.0
283102	10.0	122.0
100126331	0.0	1.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	0.0	0.0
30008	1849.0	2403.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	22.0	13.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	216.0	56.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	1.0
66004	1462.0	875.0
100126325	0.0	0.0
66005	4057.0	6874.0
100126326	1.0	0.0
81618	5038.0	1610.0
81619	7831.0	6041.0
56681	5059.0	9070.0
66008	2358.0	5014.0
29018	0.0	0.0
81614	1216.0	2446.0
54020	930.0	2367.0
81615	108.0	82.0
81616	24.0	3.0
81617	3600.0	1056.0
767846	8.0	9.0
81621	197.0	2832.0
81622	1367.0	1901.0
246184	263.0	313.0
767851	1.0	2.0
81623	0.0	0.0
54022	1.0	0.0
81624	71.0	1107.0
767853	0.0	0.0
54021	10.0	11.0
56683	956.0	1469.0
54028	25.0	2.0
54027	0.0	0.0
29015	1484.0	1812.0
54026	0.0	0.0
767850	0.0	0.0
81620	302.0	768.0
54025	1.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	13.0	80.0
246182	0.0	2.0
100126316	0.0	0.0
728233	51.0	24.0
283171	0.0	5.0
100126317	3.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	1.0
100126313	0.0	2.0
285753	210.0	384.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	41.0	23.0
114785	2719.0	3536.0
285755	258.0	239.0
114786	4.0	0.0
114787	40.0	453.0
114788	1.0	0.0
285758	2.0	1.0
114789	1988.0	1010.0
54031	7.0	9.0
728239	0.0	1.0
54035	0.0	0.0
54034	0.0	0.0
114790	881.0	1014.0
54033	62.0	155.0
54032	0.0	0.0
114791	891.0	684.0
54039	33.0	27.0
114792	65.0	16.0
126767	0.0	0.0
114793	2559.0	575.0
54038	0.0	0.0
100190954	0.0	0.0
114794	2.0	5.0
114795	41.0	6.0
54036	0.0	1.0
93627	1725.0	1897.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	16897.0	22436.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	453.0	753.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2962.0	3106.0
100126302	0.0	0.0
100128963	5.0	3.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	1.0	5.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	2.0	0.0
54045	0.0	0.0
645809	0.0	0.0
54044	0.0	1.0
645808	0.0	0.0
114780	34.0	5.0
54043	2.0	1.0
645807	0.0	0.0
114781	1483.0	1449.0
126755	72.0	1.0
54049	1.0	0.0
114783	482.0	504.0
54048	0.0	0.0
114784	6.0	75.0
283159	0.0	0.0
54047	0.0	1.0
100128961	1.0	0.0
645805	55.0	37.0
283152	29.0	134.0
66035	873.0	357.0
283150	1.0	0.0
728255	0.0	0.0
93654	1.0	2.0
66036	853.0	1005.0
93653	285.0	60.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	0.0	2.0
93650	5.0	0.0
81669	2505.0	1516.0
54053	5.0	1.0
54052	0.0	0.0
114769	208.0	136.0
54051	0.0	0.0
54050	1.0	0.0
54055	19.0	1.0
100190938	153.0	56.0
54054	28.0	6.0
114770	282.0	647.0
114771	4.0	0.0
54059	710.0	536.0
283149	1795.0	2218.0
54058	127.0	390.0
93649	41.0	22.0
645811	15.0	15.0
81671	4144.0	5494.0
100271199	1.0	1.0
100190939	1468.0	212.0
283143	72.0	52.0
100271196	0.0	0.0
93643	1347.0	1187.0
100128946	2.0	0.0
285780	2.0	1.0
285782	3.0	1.0
100271180	2.0	0.0
285785	217.0	100.0
100190952	0.0	1.0
54064	45.0	224.0
728248	0.0	0.0
114757	1015.0	839.0
114758	0.0	0.0
54067	86.0	23.0
100190947	1.0	0.0
100190949	0.0	0.0
54065	2.0	2.0
114760	0.0	0.0
114761	0.0	0.0
126731	1399.0	1949.0
54069	545.0	755.0
283131	12045.0	13372.0
283130	380.0	334.0
692157	1.0	2.0
692158	0.0	0.0
138799	1.0	0.0
440498	669.0	934.0
124152	588.0	822.0
199704	308.0	390.0
124149	0.0	0.0
163747	8.0	5.0
692146	0.0	0.0
692147	1.0	2.0
692148	4.0	6.0
692149	0.0	0.0
163742	0.0	0.0
199713	3.0	1.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	3.0	0.0
126792	1726.0	1776.0
378008	0.0	0.0
378009	0.0	0.0
29089	74.0	2506.0
29088	1654.0	2196.0
29087	1839.0	1509.0
378010	0.0	0.0
148137	437.0	666.0
126789	468.0	815.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	117.0	103.0
29081	1281.0	1329.0
29080	1420.0	1003.0
283189	0.0	0.0
29086	1581.0	1794.0
29085	1718.0	3459.0
29083	458.0	298.0
100381270	212.0	506.0
200810	53.0	3.0
114796	473.0	404.0
148156	1071.0	823.0
114798	6.0	0.0
114799	1186.0	1681.0
29099	1771.0	1828.0
29098	474.0	810.0
378001	0.0	0.0
29093	892.0	1122.0
29092	712.0	557.0
29091	80.0	40.0
29090	831.0	760.0
56603	383.0	44.0
29097	1416.0	3870.0
56604	0.0	3.0
56605	772.0	837.0
29095	1016.0	1952.0
151790	4.0	3.0
283174	393.0	79.0
56606	694.0	235.0
29094	969.0	1329.0
692199	0.0	0.0
391002	0.0	0.0
440459	6.0	1.0
391004	0.0	0.0
780816	0.0	0.0
124199	14.0	12.0
391003	0.0	0.0
30062	1.0	0.0
440456	549.0	143.0
780814	4.0	6.0
30061	4256.0	51212.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	3.0
440452	0.0	0.0
780810	1.0	0.0
780811	0.0	0.0
29068	3839.0	4428.0
29066	2913.0	2516.0
29063	536.0	363.0
29062	1142.0	831.0
56616	491.0	539.0
163702	804.0	379.0
391013	8.0	37.0
391012	0.0	0.0
100381215	0.0	1.0
29079	2171.0	2205.0
29078	856.0	542.0
56623	538.0	709.0
56624	48.0	47.0
29071	1264.0	2502.0
29070	503.0	396.0
29075	3.0	0.0
29074	2046.0	2081.0
29072	5335.0	5578.0
163732	9289.0	1382.0
200845	408.0	262.0
148103	391.0	292.0
200844	44.0	92.0
440482	16.0	40.0
151742	1566.0	706.0
163720	2.0	21.0
148113	60.0	975.0
440465	1429.0	1747.0
29057	8.0	15.0
148109	2.0	2.0
29058	4871.0	3457.0
56647	2579.0	3785.0
56648	172.0	185.0
56649	114.0	20.0
440419	0.0	0.0
440416	21.0	55.0
8303	1544.0	1191.0
643157	0.0	0.0
200879	803.0	537.0
440406	0.0	2.0
8301	9352.0	10428.0
643155	2568.0	2938.0
8302	5.0	2.0
440400	188.0	436.0
199675	3.0	7.0
8310	1599.0	1668.0
124093	10.0	59.0
8314	3656.0	4098.0
8315	1739.0	1767.0
8312	1860.0	2402.0
342096	0.0	1.0
8313	373.0	374.0
440435	21.0	0.0
643160	0.0	0.0
643161	0.0	0.0
643159	8.0	2.0
8309	314.0	124.0
8321	11075.0	7529.0
8322	1145.0	2019.0
8320	62.0	12.0
8325	754.0	715.0
8326	30.0	6.0
8323	1827.0	776.0
8324	7763.0	1350.0
440423	350.0	263.0
200894	711.0	560.0
643171	0.0	0.0
200895	758.0	497.0
8318	80.0	784.0
8317	159.0	997.0
8332	4.0	0.0
692110	0.0	0.0
8333	1.0	5.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	5.0
8336	0.0	20.0
8337	0.0	2.0
8334	2127.0	3536.0
8335	0.0	0.0
148046	15.0	34.0
106481699	1.0	0.0
643182	0.0	0.0
643180	211.0	97.0
643181	0.0	0.0
8329	4.0	27.0
8328	1.0	1.0
8343	2.0	3.0
643198	0.0	0.0
8344	1.0	8.0
8341	127.0	113.0
8342	0.0	7.0
8347	24.0	248.0
8348	0.0	2.0
643199	0.0	0.0
8345	12.0	45.0
8346	0.0	0.0
692106	0.0	0.0
692107	0.0	0.0
161003	2.0	1.0
692108	0.0	0.0
692109	3.0	1.0
643193	1.0	1.0
8340	6.0	3.0
8338	10.0	57.0
8339	54.0	40.0
8354	0.0	2.0
8355	2.0	60.0
8352	0.0	11.0
8353	45.0	39.0
8358	1.0	7.0
8359	0.0	3.0
8356	0.0	3.0
8357	14.0	126.0
222235	27.0	33.0
106481679	0.0	0.0
222236	834.0	901.0
106481677	1.0	1.0
222234	244.0	298.0
106481678	0.0	0.0
8350	1.0	8.0
8351	2.0	13.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	2.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	1.0	1.0
106481684	0.0	0.0
106481685	0.0	1.0
8349	893.0	2176.0
8365	18.0	80.0
8366	0.0	6.0
8363	6.0	4.0
8364	3.0	12.0
8369	0.0	0.0
163688	4.0	6.0
8367	11.0	3.0
8368	0.0	0.0
106481688	0.0	0.0
222223	876.0	758.0
106481689	0.0	0.0
8361	0.0	1.0
222229	577.0	1079.0
8362	2.0	6.0
8360	0.0	4.0
106481693	0.0	0.0
106481694	4.0	0.0
106481691	1.0	0.0
106481692	0.0	1.0
106481697	0.0	0.0
106481698	0.0	0.0
106481695	3.0	0.0
106481696	0.0	0.0
342035	162.0	26.0
344697	8.0	10.0
106481690	1.0	1.0
728310	0.0	1.0
285830	156.0	88.0
8379	1334.0	1386.0
93556	1.0	1.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	1.0	0.0
222255	785.0	592.0
106481655	0.0	0.0
285834	5.0	5.0
222256	149.0	799.0
106481656	0.0	0.0
8372	62.0	226.0
93550	572.0	664.0
8373	0.0	5.0
106481659	0.0	0.0
8370	1.0	30.0
728315	4.0	1.0
81577	1446.0	1262.0
106481660	0.0	0.0
81578	99.0	67.0
106481661	0.0	0.0
81579	2552.0	3281.0
81573	1164.0	1384.0
106481664	0.0	1.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	5307.0	5627.0
106481662	0.0	0.0
81576	949.0	686.0
106481663	3.0	3.0
81570	411.0	768.0
100271178	1.0	3.0
81571	318.0	158.0
81572	1115.0	796.0
645715	25.0	8.0
8387	0.0	0.0
8388	0.0	0.0
728300	2.0	4.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1054.0	3205.0
8383	0.0	0.0
285848	0.0	0.0
8384	0.0	0.0
285849	39.0	32.0
8382	238.0	268.0
81566	1625.0	2542.0
106481671	0.0	0.0
106481672	0.0	1.0
81567	342.0	384.0
81569	3.0	9.0
106481670	0.0	0.0
81562	2156.0	1937.0
106481675	0.0	0.0
81563	4922.0	10692.0
246243	600.0	568.0
100271168	1.0	0.0
106481676	0.0	0.0
106481673	0.0	0.0
81565	2635.0	2769.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	0.0
100271163	0.0	0.0
100271162	1.0	1.0
8398	571.0	291.0
8399	1.0	19.0
8396	4707.0	5308.0
285852	1.0	2.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	5855.0	6072.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	2628.0	7882.0
106481639	0.0	0.0
8395	972.0	269.0
8392	0.0	0.0
106481637	1.0	0.0
106481638	0.0	0.0
100271158	2.0	0.0
106481642	19.0	7.0
106481643	0.0	0.0
246210	0.0	0.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	46.0	43.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	1.0	0.0
106481652	0.0	0.0
344657	8.0	8.0
100271142	0.0	0.0
344658	0.0	0.0
100271145	1.0	0.0
645745	1.0	0.0
344653	1.0	0.0
100271141	0.0	0.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	229.0	250.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	190.0	575.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	279.0	538.0
283208	11.0	394.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	1.0
100271132	2.0	0.0
100271131	0.0	0.0
100271133	2.0	1.0
100271130	0.0	0.0
93587	367.0	640.0
645771	4.0	4.0
93589	86.0	251.0
106481624	6.0	36.0
285800	9.0	1.0
106481625	2.0	0.0
106481622	0.0	0.0
106481623	1.0	0.0
106481628	0.0	0.0
106481629	0.0	0.0
106481626	0.0	0.0
106481627	1.0	0.0
100271129	1.0	1.0
246283	0.0	0.0
246285	1.0	0.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1491.0	1211.0
645784	68.0	5.0
100271118	0.0	0.0
100271117	0.0	0.0
100271119	0.0	0.0
100271114	1.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	4.0	16.0
643115	0.0	80.0
100271111	0.0	0.0
106481608	0.0	0.0
106481609	0.0	0.0
645798	6.0	3.0
643136	2.0	5.0
106481602	1.0	0.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	1.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	8.0	6.0
100271106	3.0	3.0
106481610	0.0	0.0
100271105	0.0	0.0
643126	0.0	0.0
199699	4.0	18.0
728393	0.0	0.0
100128899	0.0	0.0
728395	0.0	0.0
114625	1002.0	1059.0
54112	122.0	10.0
56776	58.0	30.0
283248	62.0	262.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	1.0	0.0
100128890	46.0	24.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	1.0	2.0
114614	9.0	10.0
283238	1.0	1.0
100190800	42.0	147.0
283237	669.0	1018.0
283236	2.0	1.0
283234	907.0	317.0
728381	1.0	0.0
283232	1175.0	872.0
728380	7.0	4.0
100128881	379.0	169.0
100128880	0.0	0.0
692099	731.0	319.0
114609	402.0	555.0
29128	102.0	1514.0
29123	4530.0	2793.0
344709	0.0	0.0
29122	35.0	22.0
29121	259.0	102.0
283229	5009.0	2498.0
29127	698.0	4901.0
29126	99.0	54.0
29125	13.0	4.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	9.0	1.0
100128867	1.0	0.0
54145	0.0	1.0
54143	0.0	0.0
283219	374.0	1095.0
54149	1187.0	746.0
54148	966.0	999.0
54147	0.0	0.0
283212	180.0	99.0
692091	0.0	0.0
692092	0.0	0.0
692093	2.0	2.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	3.0	3.0
100128857	0.0	0.0
100271093	0.0	0.0
100271092	0.0	1.0
728350	5.0	9.0
285872	0.0	1.0
100128853	0.0	20.0
29109	845.0	1222.0
29108	673.0	1547.0
285877	0.0	0.0
29107	1008.0	397.0
285878	0.0	0.0
29106	5.0	1.0
728358	0.0	0.0
29101	6389.0	5846.0
29100	1270.0	1188.0
29105	1630.0	980.0
29104	635.0	1194.0
29103	1769.0	3172.0
29102	3068.0	3223.0
100271098	0.0	0.0
283284	60.0	113.0
728343	0.0	0.0
728342	0.0	0.0
100128849	2.0	1.0
728344	1.0	1.0
100271081	2.0	0.0
100128845	0.0	0.0
728340	122.0	210.0
285888	1.0	0.0
29119	25.0	9.0
107057644	10.0	4.0
29118	29.0	15.0
107057647	0.0	0.0
114655	0.0	0.0
29117	3235.0	2490.0
107057646	0.0	2.0
114657	0.0	0.0
114659	493.0	239.0
126638	2.0	1.0
54165	1438.0	1641.0
126637	0.0	0.0
29110	1379.0	2422.0
29116	3070.0	2026.0
29115	2946.0	2533.0
29114	1.0	0.0
29113	82.0	3.0
100271087	6.0	1.0
100271089	0.0	0.0
100271085	1.0	0.0
100128836	2.0	1.0
728378	6.0	25.0
728377	286.0	172.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	6.0	1.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	646.0	1541.0
81793	17.0	13.0
81794	231.0	172.0
81796	14.0	5.0
81790	1011.0	1104.0
100271076	0.0	0.0
283267	287.0	395.0
91107	1154.0	2025.0
100128830	4.0	0.0
81792	233.0	3069.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	3.0
100128827	0.0	0.0
728366	2.0	1.0
728361	2.0	3.0
100128822	313.0	132.0
728369	0.0	0.0
81786	60.0	34.0
54187	2168.0	4643.0
81788	54.0	532.0
81789	591.0	562.0
283257	0.0	0.0
100271065	0.0	0.0
645700	4.0	1.0
283254	130.0	233.0
126695	1402.0	1260.0
148003	0.0	0.0
378108	8.0	0.0
151649	16.0	8.0
151648	17.0	577.0
151647	9.0	3.0
151645	14.0	16.0
200909	0.0	0.0
200916	1344.0	1012.0
148014	2.0	10.0
151658	0.0	0.0
151651	51.0	38.0
56704	243.0	227.0
148022	1491.0	1662.0
126669	367.0	370.0
126668	77.0	22.0
100126297	0.0	0.0
100126299	0.0	1.0
100126296	0.0	0.0
200931	107.0	130.0
200933	908.0	1857.0
126661	229.0	188.0
56729	0.0	1.0
283298	424.0	662.0
283297	0.0	0.0
136051	518.0	599.0
138639	316.0	491.0
692076	0.0	3.0
391121	0.0	0.0
391120	0.0	0.0
391123	6.0	5.0
200942	1095.0	892.0
440577	12.0	6.0
440574	997.0	1933.0
56731	1720.0	2615.0
100126270	1.0	0.0
692084	0.0	0.0
692085	0.0	0.0
692086	10.0	24.0
138649	34.0	66.0
200959	0.0	1.0
200958	263.0	1011.0
391135	21.0	4.0
440567	100.0	92.0
391139	4.0	2.0
440563	0.0	0.0
440561	0.0	0.0
151613	1077.0	1325.0
692072	0.0	0.0
692075	5.0	1.0
692057	0.0	0.0
692058	0.0	1.0
124056	0.0	0.0
81706	259.0	26.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	1577.0	1351.0
391109	0.0	0.0
440595	181.0	119.0
56751	0.0	0.0
692063	0.0	0.0
8402	2708.0	3576.0
391110	0.0	0.0
8403	2.0	1.0
391112	0.0	0.0
