id	6b59b355-7581-426d-98c1-36e132a77c4e	b6a39fab-afc2-4498-bb4c-95adeb388c6f
401022	477.0	214.0
425054	2.0	2.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	4.0	2.0
401018	0.0	0.0
100271303	4.0	1.0
100271302	0.0	0.0
401093	819.0	66.0
401097	43.0	357.0
151449	14.0	20.0
401082	0.0	0.0
8100	536.0	1170.0
440606	0.0	0.0
8106	2079.0	4057.0
440603	24.0	38.0
401089	0.0	6.0
391183	0.0	0.0
8110	69.0	17.0
8111	196.0	487.0
391189	0.0	0.0
8115	18.0	5.0
401074	85.0	53.0
222484	503.0	2335.0
391190	0.0	0.0
391192	0.0	1.0
391191	0.0	0.0
391194	0.0	0.0
8123	78.0	24.0
391196	0.0	0.0
391195	0.0	0.0
8128	33.0	26.0
8125	5872.0	25551.0
401067	0.0	1.0
8120	22.0	770.0
151477	21.0	16.0
151473	543.0	2038.0
643300	37.0	40.0
645962	0.0	1.0
8139	671.0	2019.0
645961	0.0	2.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2069.0	3580.0
81329	0.0	1.0
83998	3.0	0.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	0.0	4.0
283403	0.0	0.0
83990	44.0	243.0
83992	676.0	1183.0
645954	45.0	55.0
81330	0.0	0.0
645958	96.0	98.0
645957	0.0	0.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	10.0	2.0
8148	6899.0	4758.0
222487	113.0	16.0
81318	0.0	0.0
8140	236.0	10176.0
83987	526.0	444.0
81324	0.0	2.0
83986	3629.0	3468.0
81325	0.0	1.0
83989	2218.0	1603.0
83988	1610.0	1097.0
81327	0.0	0.0
83983	24.0	208.0
81320	0.0	1.0
83982	565.0	180.0
83985	66.0	136.0
81322	0.0	0.0
643308	0.0	0.0
643309	6.0	3.0
645968	2.0	14.0
645980	0.0	1.0
100271390	1.0	2.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	88.0	32.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	1.0
81358	0.0	1.0
81353	0.0	1.0
106481884	2.0	0.0
100271399	0.0	1.0
81354	3.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	0.0
81352	1.0	2.0
100271392	5.0	2.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	3.0	4.0
93323	163.0	198.0
8165	5052.0	1654.0
645996	5.0	4.0
645993	0.0	1.0
106481888	0.0	2.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	593.0	877.0
106481891	2.0	4.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	2.0	2.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	1.0	1.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	2.0
100271387	0.0	0.0
81340	0.0	0.0
81341	1.0	0.0
100271386	0.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	1.0	1.0
8178	725.0	1653.0
344892	0.0	2.0
643343	12.0	6.0
8170	537.0	19.0
106481855	0.0	0.0
401014	36.0	15.0
106481856	0.0	0.0
106481853	1.0	0.0
106481854	0.0	0.0
8174	21.0	32.0
106481859	0.0	0.0
8175	1247.0	3805.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	1.0
283446	60.0	22.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	56.0	42.0
645998	0.0	0.0
643336	1.0	0.0
100271371	0.0	0.0
8189	2510.0	4761.0
8187	121.0	513.0
93343	1124.0	1090.0
93349	724.0	906.0
643353	0.0	1.0
106481866	10.0	9.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	3.0	2.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	1.0	4.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	1.0	1.0
283431	228.0	322.0
100271364	1.0	3.0
81363	0.0	0.0
344875	0.0	3.0
100271360	0.0	0.0
93377	0.0	3.0
106481839	0.0	0.0
643365	0.0	3.0
8192	1161.0	1793.0
106481833	0.0	0.0
8193	1.0	80.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	12.0	2.0
106481832	0.0	0.0
106481837	2.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2568.0	2200.0
106481836	1.0	0.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	1.0	11.0
81399	0.0	0.0
283422	4.0	4.0
344866	0.0	8.0
100271351	0.0	0.0
283420	30.0	6.0
100271354	0.0	0.0
81390	0.0	0.0
81392	1.0	7.0
643376	2.0	9.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	2.0	2.0
106481846	0.0	0.0
100307126	1.0	3.0
106481847	0.0	0.0
100271349	1.0	1.0
283417	227.0	524.0
283416	15.0	19.0
106481851	0.0	2.0
106481852	0.0	1.0
100271344	0.0	0.0
283412	3.0	4.0
106481850	1.0	6.0
81382	0.0	0.0
81383	0.0	5.0
100271343	0.0	24.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	1.0
106481814	0.0	0.0
283489	1022.0	2311.0
283487	321.0	1812.0
283486	0.0	4.0
283483	1.0	0.0
283481	541.0	17.0
283480	0.0	0.0
106481828	0.0	0.0
106481829	0.0	2.0
728143	0.0	2.0
106481822	0.0	0.0
106481823	2.0	4.0
106481820	0.0	0.0
106481821	0.0	1.0
106481826	0.0	0.0
106481827	0.0	1.0
106481824	4.0	0.0
106481825	1.0	1.0
56547	1.0	0.0
106481830	0.0	0.0
56548	511.0	65.0
283471	0.0	0.0
731789	0.0	0.0
728170	1.0	2.0
283464	1062.0	1652.0
283463	1.0	15.0
283461	5.0	1.0
283460	0.0	3.0
106481808	0.0	0.0
728167	0.0	18.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	1.0	4.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	1.0	0.0
106481803	0.0	0.0
81501	68.0	98.0
81502	4703.0	7485.0
283459	1278.0	1942.0
283458	5.0	10.0
283455	31.0	1295.0
645900	0.0	0.0
283450	3402.0	7599.0
780776	42.0	43.0
728113	17.0	63.0
126410	26.0	1860.0
728116	2.0	4.0
728115	0.0	4.0
728118	12.0	9.0
81533	3471.0	7047.0
126402	0.0	2.0
81532	1240.0	1367.0
645930	0.0	4.0
731779	5.0	3.0
728106	1.0	0.0
645922	0.0	0.0
645927	5.0	11.0
728134	8.0	3.0
474170	153.0	498.0
728130	32.0	62.0
645940	1.0	2.0
728132	0.0	0.0
728137	0.0	0.0
81555	2829.0	2887.0
81556	1157.0	16985.0
81557	0.0	0.0
81558	960.0	612.0
645939	0.0	1.0
81551	0.0	1.0
101055625	4.0	2.0
81552	1943.0	1309.0
81553	2705.0	341.0
344905	30.0	94.0
81554	3106.0	4254.0
474167	26.0	20.0
81550	1362.0	2036.0
344901	14.0	2.0
645931	0.0	1.0
645950	0.0	1.0
728121	10.0	46.0
81537	892.0	1107.0
81539	848.0	9618.0
728128	3.0	7.0
81544	7293.0	2473.0
81545	2007.0	2468.0
81542	1504.0	2712.0
81543	735.0	311.0
93517	82.0	1352.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	1492.0	621.0
126432	223.0	217.0
163404	0.0	24.0
138474	4.0	12.0
391365	0.0	1.0
391367	0.0	2.0
728192	0.0	5.0
728194	0.0	1.0
728190	365.0	344.0
391378	61.0	1.0
138412	7.0	2.0
138428	6.0	19.0
138429	16.0	98.0
391356	545.0	672.0
391358	8.0	23.0
56521	37.0	50.0
391282	0.0	1.0
643263	0.0	0.0
643264	0.0	0.0
100271209	16.0	0.0
222537	3.0	1.0
163351	66.0	193.0
100271217	0.0	3.0
100271216	0.0	1.0
100271218	2.0	0.0
401164	16.0	50.0
100271206	0.0	0.0
100271207	2.0	0.0
100271201	0.0	0.0
100271204	4.0	0.0
391266	0.0	0.0
440799	22.0	0.0
391267	0.0	38.0
222553	159.0	50.0
391269	0.0	1.0
440795	0.0	0.0
401152	9427.0	3504.0
126393	25078.0	599.0
8200	77.0	2.0
8204	4648.0	8873.0
8202	2875.0	5259.0
391276	0.0	0.0
391279	0.0	0.0
401145	116.0	286.0
222545	0.0	0.0
126382	478.0	1055.0
222546	3.0	13.0
606293	0.0	4.0
401138	4.0	6.0
401137	0.0	1.0
151393	290.0	290.0
692231	0.0	0.0
440738	360.0	7.0
692233	4.0	2.0
440737	78.0	24.0
8216	3388.0	3479.0
8214	159.0	337.0
440732	6.0	0.0
440730	12.0	12.0
222584	20.0	128.0
151325	0.0	0.0
8208	204.0	412.0
8209	5.0	2.0
8220	613.0	984.0
8226	633.0	1304.0
692223	0.0	0.0
8227	1158.0	3761.0
8224	56.0	56.0
692225	9.0	24.0
8225	1733.0	2496.0
692226	0.0	0.0
100381178	0.0	7.0
692227	7.0	4.0
692229	0.0	3.0
100310839	0.0	0.0
100310838	0.0	0.0
8218	567.0	169.0
8233	780.0	981.0
692210	1.0	0.0
8237	2743.0	2503.0
401190	143.0	16.0
692212	0.0	15.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1530.0	2644.0
8242	3994.0	11753.0
8243	4638.0	9650.0
692201	0.0	0.0
692202	0.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	6.0	17.0
692206	0.0	0.0
692207	0.0	1.0
692208	0.0	10.0
692209	0.0	0.0
8241	1782.0	2608.0
100310812	1.0	2.0
8239	14200.0	17342.0
151354	48.0	317.0
100271291	0.0	0.0
93432	35.0	13.0
100271290	2.0	0.0
645841	0.0	0.0
93436	843.0	1981.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	1.0	2.0
106481781	0.0	0.0
106481782	0.0	1.0
81458	0.0	0.0
106481780	0.0	1.0
106481785	0.0	0.0
106481786	0.0	3.0
106481783	3.0	0.0
283523	0.0	1.0
106481784	0.0	0.0
100310869	1.0	0.0
100271297	0.0	0.0
283521	1.0	12.0
100271296	0.0	0.0
645834	0.0	3.0
645832	0.0	1.0
100271293	3.0	0.0
100271292	0.0	0.0
100271295	0.0	3.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1820.0	1296.0
93426	22.0	7.0
8269	584.0	473.0
106481789	1.0	3.0
106481787	0.0	0.0
106481788	2.0	0.0
81439	4.0	2.0
8263	869.0	694.0
8260	1186.0	1440.0
283518	9.0	8.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	2.0
81448	0.0	0.0
106481791	0.0	0.0
283514	0.0	6.0
106481796	3.0	5.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	4.0	5.0
645846	1.0	0.0
100271288	0.0	0.0
645843	3.0	1.0
81440	0.0	0.0
100271284	0.0	0.0
8277	53.0	2.0
645864	2.0	1.0
342374	0.0	7.0
440714	0.0	0.0
342372	12.0	15.0
342371	6323.0	4423.0
440712	77.0	17.0
106481756	0.0	0.0
8270	279.0	321.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1127.0	752.0
728215	94.0	148.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	20.0	10.0
81479	0.0	2.0
100310849	0.0	1.0
106481760	0.0	0.0
100310846	21.0	78.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	0.0	0.0
81470	0.0	0.0
100271274	2.0	0.0
100310841	3.0	3.0
81472	0.0	0.0
81473	0.0	0.0
100310840	94.0	214.0
100271273	0.0	0.0
645859	1.0	0.0
8288	14.0	24.0
8289	4590.0	13232.0
8287	0.0	8.0
643210	2.0	3.0
106481767	0.0	0.0
728207	10.0	6.0
106481768	0.0	1.0
106481765	0.0	3.0
106481766	0.0	0.0
8284	1.0	7.0
106481769	0.0	0.0
106481770	1.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	3.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	2.0
106481773	0.0	0.0
100310853	1.0	0.0
100271263	0.0	0.0
100310855	0.0	2.0
81462	0.0	0.0
100271260	3.0	7.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	1.0	0.0
342357	535.0	854.0
100310850	0.0	3.0
100271261	0.0	1.0
643220	3.0	3.0
643224	11.0	163.0
645884	1.0	0.0
8291	2307.0	1264.0
401136	2.0	10.0
106481734	3.0	22.0
8292	127.0	231.0
401135	0.0	0.0
106481735	50.0	45.0
106481732	0.0	2.0
8290	0.0	1.0
106481733	0.0	0.0
8295	3585.0	8920.0
106481738	0.0	0.0
93474	103.0	293.0
106481739	0.0	0.0
8293	1.0	4.0
106481736	0.0	1.0
106481737	0.0	0.0
8294	170.0	237.0
106481741	0.0	0.0
106481742	0.0	0.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	0.0	2.0
100271253	0.0	0.0
645879	0.0	0.0
81493	681.0	104.0
81494	0.0	1.0
100271254	0.0	2.0
283562	0.0	0.0
81490	1169.0	2489.0
81491	24.0	218.0
342346	6.0	1.0
100271250	1.0	5.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	0.0	1.0
106481745	0.0	0.0
401124	5.0	10.0
106481746	0.0	0.0
106481743	0.0	1.0
106481744	15.0	20.0
106481749	0.0	3.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	0.0	0.0
106481753	0.0	6.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	2.0	0.0
106481751	0.0	0.0
401115	52.0	110.0
81488	1094.0	1066.0
283554	28.0	215.0
283553	20.0	14.0
100271244	0.0	0.0
643226	2.0	0.0
283551	30.0	221.0
106481718	0.0	1.0
106481719	0.0	1.0
643246	66.0	55.0
93492	2.0	15.0
106481712	1.0	0.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	0.0	1.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	3.0	115.0
100271235	0.0	0.0
283547	180.0	15.0
401106	47.0	16.0
100271234	0.0	0.0
106481720	0.0	3.0
100271230	0.0	0.0
643236	4.0	1.0
100271233	0.0	0.0
100271232	2.0	1.0
643253	81.0	294.0
93487	3224.0	3281.0
106481729	31.0	2.0
643255	0.0	1.0
106481723	0.0	0.0
106481724	0.0	1.0
106481721	0.0	0.0
106481722	0.0	0.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	1.0	0.0
283537	1426.0	1983.0
100271229	0.0	0.0
100271224	0.0	1.0
106481730	0.0	0.0
100271223	1.0	3.0
106481731	0.0	1.0
100271226	0.0	2.0
100271225	0.0	0.0
100271220	1.0	0.0
100271222	0.0	0.0
344978	7.0	0.0
100271221	0.0	1.0
138716	457.0	613.0
780852	0.0	0.0
728276	0.0	1.0
780853	0.0	0.0
728279	0.0	0.0
138715	3.0	16.0
780851	0.0	0.0
100126356	0.0	0.0
285796	2.0	3.0
81607	71.0	3618.0
81608	1524.0	2945.0
81609	2036.0	2860.0
81603	10391.0	4095.0
81605	2100.0	1643.0
81606	1311.0	2225.0
81610	50.0	185.0
56654	2208.0	4383.0
56655	1423.0	1006.0
81611	1253.0	2882.0
56650	2829.0	2565.0
29028	547.0	3010.0
283129	1.0	0.0
56651	0.0	4.0
56652	224.0	1184.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	593.0	773.0
283120	3531.0	583.0
56659	28.0	216.0
100126350	1.0	1.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	0.0	2.0
138724	1.0	3.0
100126346	0.0	0.0
100126347	1.0	1.0
728264	313.0	54.0
100126348	1.0	3.0
728263	0.0	17.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	3.0	16.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	1.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	2982.0	3191.0
100190924	1.0	0.0
56666	48.0	362.0
30012	0.0	0.0
29034	0.0	0.0
56667	6.0	2.0
106865375	0.0	0.0
81602	656.0	696.0
30014	0.0	0.0
106865374	0.0	0.0
56662	5.0	1.0
30011	6188.0	1632.0
283116	0.0	0.0
56663	0.0	0.0
30010	0.0	21.0
56664	5.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	1.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	1.0
100126338	0.0	2.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	625.0	768.0
100126335	0.0	1.0
100126336	0.0	0.0
93611	500.0	1558.0
100126337	0.0	1.0
100128998	0.0	5.0
81629	22.0	30.0
100381202	0.0	0.0
56670	479.0	30.0
81626	3.0	1.0
81627	1304.0	1643.0
81628	1435.0	3751.0
56676	0.0	0.0
30001	1567.0	2780.0
54012	0.0	0.0
56677	0.0	0.0
246175	2523.0	3532.0
56672	493.0	806.0
246176	126.0	10.0
56673	2.0	7.0
54016	0.0	0.0
283106	22.0	22.0
30000	6037.0	6611.0
56674	1955.0	4916.0
54015	0.0	0.0
81631	6458.0	6433.0
56675	106.0	394.0
54014	3340.0	7585.0
283104	215.0	352.0
100126330	0.0	0.0
30009	30.0	11.0
283102	2.0	10.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	2.0	0.0
30008	5506.0	1861.0
100128991	0.0	1.0
100128990	0.0	0.0
66002	372.0	22.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	73.0	55.0
100126329	0.0	0.0
100126324	1.0	0.0
100128985	0.0	2.0
66004	1987.0	1189.0
100126325	0.0	0.0
66005	2959.0	5066.0
100126326	0.0	0.0
81618	1574.0	1459.0
81619	10396.0	9435.0
56681	16015.0	7799.0
66008	6889.0	5949.0
29018	0.0	0.0
81614	1272.0	1245.0
54020	218.0	1722.0
81615	106.0	188.0
81616	11.0	12.0
81617	2902.0	2814.0
767846	12.0	45.0
81621	291.0	163.0
81622	936.0	2619.0
246184	404.0	219.0
767851	0.0	1.0
81623	0.0	0.0
54022	1.0	2.0
81624	109.0	202.0
767853	0.0	3.0
54021	2.0	21.0
56683	525.0	1235.0
54028	22.0	21.0
54027	1.0	0.0
29015	2019.0	444.0
54026	0.0	0.0
767850	1.0	1.0
81620	38.0	273.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	4.0	144.0
246182	0.0	1.0
100126316	0.0	0.0
728233	67.0	126.0
283171	1.0	1.0
100126317	5.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	1.0
100126313	2.0	3.0
285753	507.0	510.0
728231	0.0	1.0
100126314	0.0	0.0
100128977	0.0	2.0
114785	1885.0	4532.0
285755	65.0	329.0
114786	49.0	3.0
114787	48.0	363.0
114788	0.0	5.0
285758	4.0	15.0
114789	3319.0	722.0
54031	8.0	11.0
728239	0.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	443.0	1964.0
54033	3.0	402.0
54032	0.0	0.0
114791	1038.0	797.0
54039	668.0	462.0
114792	13.0	89.0
126767	13.0	0.0
114793	5015.0	1376.0
54038	1.0	2.0
100190954	0.0	1.0
114794	18.0	706.0
114795	55.0	128.0
54036	2.0	0.0
93627	2104.0	2591.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	14025.0	21098.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	564.0	970.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	1839.0	4372.0
100126302	0.0	0.0
100128963	6.0	3.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	1.0	19.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	0.0	0.0
54045	0.0	1.0
645809	0.0	0.0
54044	0.0	3.0
645808	0.0	4.0
114780	756.0	138.0
54043	1.0	0.0
645807	0.0	0.0
114781	1125.0	3805.0
126755	0.0	1.0
54049	0.0	3.0
114783	16.0	417.0
54048	0.0	0.0
114784	84.0	242.0
283159	0.0	1.0
54047	0.0	3.0
100128961	3.0	5.0
645805	89.0	88.0
283152	59.0	17.0
66035	443.0	1069.0
283150	3.0	0.0
728255	0.0	0.0
93654	1.0	1.0
66036	1135.0	809.0
93653	66.0	48.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	4.0	7.0
93650	2.0	5.0
81669	2872.0	5287.0
54053	1.0	2.0
54052	0.0	0.0
114769	267.0	56.0
54051	0.0	0.0
54050	0.0	1.0
54055	7.0	71.0
100190938	625.0	64.0
54054	28.0	10.0
114770	1.0	47.0
114771	0.0	3.0
54059	305.0	269.0
283149	3535.0	6923.0
54058	91.0	336.0
93649	112.0	37.0
645811	3.0	36.0
81671	6022.0	7119.0
100271199	1.0	1.0
100190939	464.0	487.0
283143	35.0	37.0
100271196	0.0	1.0
93643	1126.0	1254.0
100128946	1.0	9.0
285780	81.0	11.0
285782	0.0	3.0
100271180	1.0	0.0
285785	162.0	158.0
100190952	0.0	3.0
54064	0.0	18.0
728248	0.0	0.0
114757	3235.0	615.0
114758	0.0	0.0
54067	56.0	24.0
100190947	1.0	1.0
100190949	0.0	0.0
54065	2.0	2.0
114760	0.0	0.0
114761	0.0	0.0
126731	492.0	749.0
54069	258.0	742.0
283131	29774.0	15433.0
283130	374.0	121.0
692157	6.0	6.0
692158	0.0	0.0
138799	0.0	0.0
440498	295.0	823.0
124152	264.0	714.0
199704	378.0	954.0
124149	0.0	0.0
163747	11.0	3.0
692146	0.0	0.0
692147	3.0	8.0
692148	3.0	2.0
692149	0.0	0.0
163742	0.0	0.0
199713	0.0	9.0
136157	0.0	1.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	2.0
148145	1.0	1.0
126792	573.0	2297.0
378008	0.0	0.0
378009	0.0	0.0
29089	48.0	450.0
29088	1463.0	2346.0
29087	1891.0	1237.0
378010	0.0	1.0
148137	224.0	803.0
126789	173.0	705.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	107.0	174.0
29081	1576.0	1204.0
29080	992.0	1391.0
283189	0.0	0.0
29086	1707.0	2094.0
29085	1752.0	1004.0
29083	323.0	376.0
100381270	779.0	305.0
200810	27.0	53.0
114796	710.0	814.0
148156	860.0	1065.0
114798	2.0	876.0
114799	716.0	2080.0
29099	2058.0	1707.0
29098	472.0	269.0
378001	0.0	0.0
29093	952.0	898.0
29092	881.0	728.0
29091	439.0	22.0
29090	1051.0	964.0
56603	4575.0	283.0
29097	1484.0	1454.0
56604	1.0	1.0
56605	735.0	589.0
29095	827.0	1365.0
151790	8.0	1.0
283174	66.0	1141.0
56606	133.0	213.0
29094	1132.0	1401.0
692199	0.0	0.0
391002	0.0	0.0
440459	5.0	7.0
391004	0.0	0.0
780816	0.0	0.0
124199	26.0	18.0
391003	0.0	0.0
30062	0.0	0.0
440456	448.0	514.0
780814	30.0	15.0
30061	7148.0	3648.0
780815	0.0	0.0
780812	0.0	0.0
780813	2.0	10.0
440452	0.0	0.0
780810	0.0	2.0
780811	0.0	1.0
29068	3313.0	4321.0
29066	3186.0	2475.0
29063	490.0	818.0
29062	892.0	1664.0
56616	299.0	828.0
163702	33.0	230.0
391013	1.0	3.0
391012	0.0	0.0
100381215	0.0	2.0
29079	1802.0	2412.0
29078	690.0	732.0
56623	562.0	539.0
56624	15.0	46.0
29071	1425.0	1449.0
29070	480.0	1167.0
29075	24.0	9.0
29074	1569.0	2259.0
29072	5107.0	8937.0
163732	379.0	2906.0
200845	404.0	1253.0
148103	203.0	451.0
200844	57.0	347.0
440482	3.0	148.0
151742	2940.0	1690.0
163720	33.0	153.0
148113	46.0	1976.0
440465	613.0	880.0
29057	9.0	15.0
148109	2.0	0.0
29058	9689.0	6120.0
56647	1736.0	2885.0
56648	520.0	304.0
56649	191.0	909.0
440419	0.0	0.0
440416	41.0	92.0
8303	7190.0	2182.0
643157	0.0	0.0
200879	23.0	132.0
440406	1.0	3.0
8301	19511.0	11201.0
643155	1319.0	2869.0
8302	4.0	3.0
440400	307.0	214.0
199675	22.0	8.0
8310	1097.0	1592.0
124093	15.0	361.0
8314	3702.0	4486.0
8315	1732.0	3005.0
8312	925.0	2165.0
342096	0.0	2.0
8313	876.0	449.0
440435	6.0	17.0
643160	12.0	0.0
643161	1.0	46.0
643159	5.0	8.0
8309	1497.0	448.0
8321	1202.0	2469.0
8322	40718.0	3613.0
8320	48.0	35.0
8325	341.0	282.0
8326	56.0	268.0
8323	1145.0	8548.0
8324	1200.0	1274.0
440423	127.0	428.0
200894	506.0	701.0
643171	0.0	7.0
200895	626.0	386.0
8318	56.0	204.0
8317	105.0	120.0
8332	0.0	3.0
692110	0.0	1.0
8333	1.0	1.0
692111	0.0	3.0
8330	0.0	0.0
8331	0.0	1.0
8336	1.0	15.0
8337	0.0	0.0
8334	708.0	2145.0
8335	0.0	0.0
148046	28.0	58.0
106481699	0.0	0.0
643182	0.0	0.0
643180	183.0	386.0
643181	0.0	0.0
8329	0.0	4.0
8328	8.0	0.0
8343	0.0	4.0
643198	0.0	0.0
8344	2.0	5.0
8341	27.0	93.0
8342	0.0	0.0
8347	67.0	103.0
8348	0.0	4.0
643199	0.0	0.0
8345	0.0	16.0
8346	0.0	0.0
692106	0.0	0.0
692107	0.0	0.0
161003	0.0	0.0
692108	0.0	3.0
692109	4.0	9.0
643193	0.0	1.0
8340	1.0	3.0
8338	10.0	11.0
8339	0.0	113.0
8354	0.0	0.0
8355	1.0	12.0
8352	1.0	0.0
8353	7.0	105.0
8358	3.0	5.0
8359	1.0	0.0
8356	0.0	8.0
8357	25.0	92.0
222235	27.0	58.0
106481679	0.0	1.0
222236	729.0	2007.0
106481677	1.0	4.0
222234	243.0	493.0
106481678	0.0	0.0
8350	1.0	1.0
8351	2.0	38.0
148066	0.0	0.0
106481682	0.0	1.0
106481683	0.0	0.0
106481680	0.0	1.0
106481681	2.0	0.0
106481686	0.0	0.0
106481687	0.0	1.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	356.0	1734.0
8365	27.0	57.0
8366	0.0	0.0
8363	2.0	8.0
8364	1.0	2.0
8369	0.0	0.0
163688	5.0	40.0
8367	0.0	4.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1987.0	3461.0
106481689	0.0	0.0
8361	0.0	0.0
222229	284.0	1589.0
8362	0.0	27.0
8360	0.0	5.0
106481693	2.0	0.0
106481694	2.0	40.0
106481691	3.0	1.0
106481692	0.0	1.0
106481697	0.0	0.0
