id	ab574ed8-1dcc-437e-9471-7caa4b7fc4a6	e9cbd268-573f-41fc-9f17-d25e1d1c9759
11230	861.0	1451.0
23210	966.0	814.0
25873	6918.0	23130.0
100379298	0.0	0.0
23211	2303.0	1945.0
25875	3000.0	1667.0
23212	572.0	1184.0
23213	5883.0	17208.0
25874	2126.0	1619.0
23214	4231.0	4055.0
25876	0.0	23.0
23215	12099.0	7959.0
23216	3315.0	2524.0
25879	1059.0	2461.0
100379296	0.0	0.0
25878	7221.0	62113.0
23217	0.0	2.0
84159	10537.0	5614.0
25871	2052.0	2000.0
25870	5418.0	4899.0
142940	922.0	782.0
11232	293.0	369.0
11231	7938.0	5957.0
84154	1158.0	1246.0
11234	1743.0	1315.0
11236	2776.0	1575.0
11235	1248.0	1144.0
11238	1311.0	478.0
84153	1011.0	783.0
11237	1514.0	1469.0
84152	4686.0	1928.0
693120	0.0	1.0
100093624	0.0	0.0
166929	2877.0	2211.0
25847	2835.0	3872.0
84182	156.0	71.0
84181	3840.0	3096.0
25849	5252.0	1055.0
25840	13256.0	1155.0
25842	747.0	811.0
25841	433.0	174.0
25844	5137.0	3899.0
25843	1267.0	1291.0
11209	56.0	107.0
84188	3512.0	1552.0
84187	3543.0	695.0
11201	2089.0	864.0
11200	157.0	339.0
84189	10.0	68.0
11202	0.0	0.0
84186	908.0	749.0
25859	14.0	26.0
25858	2.0	0.0
84171	1117.0	236.0
284391	828.0	827.0
284390	98.0	112.0
100862726	0.0	0.0
100862727	5.0	3.0
100862728	1.0	4.0
25851	1862.0	711.0
25850	312.0	108.0
25853	3286.0	2314.0
25852	2290.0	1535.0
100862725	0.0	0.0
25855	1213.0	2011.0
25854	1119.0	77.0
402077	1.0	0.0
11218	861.0	919.0
11217	229.0	32.0
11219	23.0	33.0
139324	218.0	175.0
84176	2.0	7.0
11212	3634.0	1665.0
139322	1938.0	1277.0
84179	653.0	2153.0
11211	45.0	44.0
84173	5065.0	821.0
11214	13561.0	4742.0
11213	2697.0	279.0
84172	1101.0	1247.0
284385	134.0	244.0
11216	1842.0	1137.0
11215	7184.0	2435.0
84174	46.0	70.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	2356.0	4690.0
693166	0.0	0.0
25828	2671.0	3131.0
693167	0.0	0.0
25827	359.0	217.0
693168	1.0	0.0
693169	0.0	0.0
25829	5773.0	3601.0
441669	0.0	0.0
392214	1.0	1.0
25820	4792.0	3727.0
127343	5.0	3.0
25822	696.0	596.0
25821	1097.0	645.0
25824	4860.0	8045.0
441662	0.0	0.0
106479099	0.0	1.0
25823	15.0	176.0
106479098	0.0	0.0
106480097	1.0	0.0
106479097	0.0	5.0
115361	3713.0	837.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1345.0	483.0
115362	255.0	487.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	1.0
106479092	0.0	0.0
106479091	1.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	4.0	3.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	1.0	0.0
106480095	0.0	3.0
693174	4.0	0.0
693175	12.0	0.0
106480094	0.0	0.0
84191	1006.0	1589.0
25837	2.0	475.0
693154	0.0	0.0
84190	214.0	244.0
25836	5742.0	2483.0
693155	29.0	8.0
25839	2832.0	1996.0
84193	5242.0	3701.0
693156	0.0	0.0
693157	0.0	0.0
693158	12.0	2.0
693159	1.0	1.0
392225	0.0	0.0
25831	11468.0	3954.0
25830	3.0	6.0
441654	0.0	0.0
25833	84.0	175.0
100379250	0.0	0.0
106479089	2.0	0.0
25832	580.0	388.0
106479088	0.0	0.0
25834	6.0	8.0
106479087	0.0	0.0
100379251	9.0	34.0
106479086	0.0	0.0
115350	10.0	0.0
106479085	4.0	0.0
414061	0.0	0.0
106479084	0.0	0.0
115352	24.0	10.0
106479083	0.0	0.0
414062	4.0	108.0
115353	736.0	1015.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	130.0	41.0
693163	0.0	0.0
84196	3407.0	2434.0
693164	0.0	1.0
25804	1543.0	4512.0
693143	1.0	0.0
25803	5.0	4541.0
693144	0.0	6.0
25806	43.0	130.0
25805	380.0	523.0
693146	0.0	0.0
693147	0.0	0.0
25807	630.0	947.0
693148	0.0	0.0
693149	0.0	0.0
100130996	0.0	0.0
25809	334.0	433.0
100130995	2.0	1.0
100379287	0.0	0.0
100130994	0.0	0.0
441687	14.0	8.0
25800	4126.0	8570.0
25802	10653.0	2272.0
25801	744.0	704.0
154907	0.0	0.0
106480075	0.0	1.0
106480074	0.0	0.0
106480077	0.0	1.0
106480076	0.0	0.0
106480079	1.0	0.0
106480078	0.0	0.0
142910	5.0	4.0
106480071	0.0	1.0
100380272	0.0	0.0
693151	0.0	0.0
142913	12.0	20.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	1.0	1.0
693153	131.0	41.0
106480072	0.0	0.0
693132	0.0	0.0
25814	3424.0	3414.0
693133	1.0	0.0
693134	0.0	2.0
25817	138.0	125.0
25816	2322.0	482.0
100130988	0.0	0.0
693135	0.0	0.0
25819	628.0	293.0
693136	0.0	0.0
100129998	0.0	0.0
130940	6.0	42.0
25818	0.0	10.0
693137	0.0	0.0
693138	5.0	0.0
693139	0.0	0.0
100130980	5.0	22.0
25813	3054.0	1426.0
392209	10.0	3.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	991.0	12.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	1.0	0.0
106480080	0.0	0.0
100129995	3.0	1.0
106480082	0.0	0.0
693140	0.0	1.0
106480081	0.0	0.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	1.0
11180	3262.0	2387.0
154881	1019.0	486.0
11182	171.0	168.0
11181	135.0	1.0
646770	0.0	0.0
11184	180.0	184.0
392133	0.0	2.0
11183	2561.0	3617.0
392132	1.0	0.0
11186	2122.0	1356.0
139249	0.0	1.0
11185	1468.0	83.0
23166	24999.0	4163.0
23167	5365.0	5544.0
106480049	0.0	0.0
23168	3321.0	3542.0
106479059	0.0	1.0
23169	1118.0	993.0
166863	2.0	0.0
392138	0.0	0.0
106479058	0.0	0.0
729920	115.0	50.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	13.0
127262	5432.0	2693.0
106479054	0.0	0.0
142891	6172.0	1224.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	1859.0	1655.0
106480055	0.0	0.0
106479051	0.0	0.0
23161	3316.0	1397.0
115286	1059.0	496.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	1787.0	1390.0
106480057	0.0	0.0
23163	2504.0	1314.0
106480056	0.0	0.0
152217	412.0	490.0
23164	16842.0	5182.0
106480059	0.0	0.0
23165	2867.0	2315.0
106480058	0.0	0.0
11188	6957.0	2544.0
11187	159.0	1374.0
11189	0.0	0.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	1.0	4.0
11191	217.0	72.0
392140	9.0	4.0
11190	1721.0	1274.0
404672	1418.0	2584.0
11193	1286.0	624.0
154872	1.0	0.0
11194	1263.0	1313.0
11197	5.0	2.0
11196	2796.0	2811.0
23177	4917.0	1332.0
402016	3.0	44.0
23178	279.0	202.0
106479049	0.0	0.0
23179	9549.0	1927.0
106479048	0.0	0.0
127255	103.0	75.0
106479047	2.0	0.0
127254	3.0	2.0
106479046	0.0	0.0
646780	11.0	6.0
127253	1476.0	815.0
106479045	2.0	2.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	6.0	0.0
23170	1212.0	3237.0
115273	345.0	308.0
106480063	0.0	0.0
729909	3.0	1.0
106479041	0.0	0.0
23171	3578.0	982.0
106479040	0.0	0.0
106480066	1.0	0.0
23172	1210.0	769.0
106480065	0.0	0.0
23173	1275.0	1068.0
106480068	0.0	0.0
23174	2646.0	2122.0
106480067	0.0	0.0
23175	2588.0	685.0
23176	3958.0	5752.0
106480069	0.0	0.0
11199	1.0	2.0
11198	6514.0	4057.0
106480060	0.0	1.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	3789.0	2584.0
644131	54.0	30.0
404663	0.0	0.0
11162	161.0	63.0
646799	0.0	0.0
11161	816.0	3124.0
404665	25.0	13.0
11164	2052.0	1544.0
11163	2485.0	2903.0
23144	883.0	1279.0
127247	0.0	1.0
106480028	0.0	0.0
23145	79.0	226.0
106480027	3.0	4.0
106480029	0.0	0.0
23148	383.0	291.0
106479079	0.0	0.0
646791	7.0	2.0
23149	86.0	108.0
441641	2.0	1.0
106479078	0.0	0.0
106479077	0.0	3.0
106479076	0.0	0.0
84108	469.0	248.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	7.0	9.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	0.0	0.0
84109	0.0	24.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	5952.0	1543.0
115265	420.0	52.0
106480035	0.0	0.0
106479071	2.0	0.0
84103	0.0	0.0
23141	4128.0	2848.0
106480034	1.0	0.0
106479070	0.0	0.0
23142	2122.0	1192.0
84106	102.0	129.0
106480037	0.0	0.0
84105	414.0	468.0
23143	2347.0	1164.0
106480036	1.0	0.0
84100	212.0	182.0
11166	1.0	1.0
140258	0.0	0.0
644129	0.0	0.0
11165	1511.0	876.0
84102	1471.0	854.0
11168	3621.0	1367.0
84101	90.0	17.0
11167	139537.0	46781.0
644128	81.0	55.0
11169	247.0	502.0
11171	5884.0	4876.0
11170	5188.0	120.0
11173	1190.0	1843.0
441639	0.0	0.0
11172	2.0	0.0
343296	0.0	0.0
11174	361.0	211.0
644146	5.0	5.0
23155	1509.0	1097.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	1620.0	1418.0
23158	6838.0	10240.0
106479069	1.0	0.0
441631	665.0	316.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	1.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	3586.0	803.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	2293.0	952.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	4979.0	2051.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	927.0	1696.0
106480047	0.0	0.0
11177	2014.0	2807.0
11176	7349.0	3685.0
11179	713.0	787.0
644138	7.0	8.0
11178	237.0	1201.0
644139	2.0	0.0
139285	531.0	255.0
106480040	2.0	0.0
103695364	1.0	0.0
103695363	0.0	0.0
644153	0.0	0.0
11140	7891.0	6236.0
644159	0.0	0.0
103695365	0.0	0.0
11142	2078.0	1638.0
166824	5.0	414.0
106479019	0.0	0.0
11141	13.0	0.0
130872	1982.0	3009.0
106479018	0.0	0.0
644157	100.0	46.0
23122	3102.0	1455.0
106480006	0.0	0.0
106479017	0.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	9.0	2.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	7.0	105.0
23125	4129.0	1105.0
106480007	0.0	0.0
25786	85.0	55.0
106479014	0.0	0.0
25789	0.0	46.0
644150	187.0	237.0
23126	4156.0	3094.0
106479013	0.0	1.0
25788	41.0	98.0
23127	326.0	14.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	18918.0	9225.0
106479010	0.0	0.0
84129	95.0	45.0
106480011	2.0	1.0
106480010	0.0	0.0
84126	10.0	6.0
106480013	0.0	0.0
84125	13.0	0.0
25780	915.0	880.0
106480012	0.0	0.0
84128	1500.0	3425.0
23120	7.0	9.0
106480015	1.0	0.0
25782	3486.0	2182.0
106480014	1.0	3.0
11144	25.0	52.0
11143	2350.0	1575.0
139212	0.0	0.0
84124	893.0	715.0
11146	195.0	350.0
11145	21720.0	1899.0
11148	0.0	8.0
86781	24.0	74.0
11147	207.0	432.0
11149	462.0	235.0
392181	0.0	0.0
127294	68.0	60.0
644165	25.0	103.0
11151	1774.0	1393.0
166815	308.0	198.0
392188	0.0	0.0
106479009	0.0	0.0
11153	638.0	610.0
106479008	0.0	0.0
644168	6.0	2.0
11152	1958.0	1542.0
106479007	0.0	0.0
25796	1474.0	3057.0
130888	239.0	166.0
23133	1666.0	2277.0
106479006	10.0	1.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	2184.0	1332.0
25798	4828.0	3237.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	10375.0	1969.0
25797	209.0	244.0
106479003	2.0	2.0
106480018	0.0	0.0
23137	2245.0	966.0
106479002	0.0	0.0
25799	387.0	349.0
402055	813.0	675.0
23138	281.0	695.0
106479001	0.0	1.0
23139	3647.0	3036.0
106479000	0.0	1.0
644160	5.0	2.0
106480020	0.0	0.0
25790	42.0	205.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	6336.0	4273.0
106480024	0.0	0.0
25791	120.0	112.0
23130	1640.0	934.0
106480023	0.0	0.0
23131	4057.0	1953.0
25794	5.0	118.0
106480026	0.0	0.0
25793	5332.0	3672.0
23132	2064.0	757.0
106480025	0.0	0.0
11155	590.0	90.0
11154	402.0	226.0
11157	577.0	351.0
11156	961.0	1225.0
11159	294.0	320.0
139221	91.0	53.0
11158	603.0	535.0
392193	0.0	0.0
23108	421.0	623.0
23109	6.0	11.0
127281	748.0	2078.0
441608	0.0	0.0
154860	0.0	33.0
11120	1614.0	1021.0
343263	0.0	2.0
154865	18.0	24.0
25763	0.0	0.0
106479039	0.0	0.0
23101	11.0	14.0
106479038	10.0	10.0
23102	8226.0	2003.0
106479037	6.0	14.0
25764	128.0	79.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	2.0	307.0
25766	257.0	359.0
106479034	1.0	0.0
25769	2.0	690.0
106479033	0.0	2.0
23107	2661.0	2245.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1082.0	1015.0
106479030	0.0	0.0
84148	1532.0	2386.0
84144	355.0	195.0
11122	190.0	523.0
84146	1959.0	2059.0
11124	2429.0	1881.0
11123	410.0	749.0
11126	35.0	20.0
84140	103.0	103.0
11128	1233.0	1073.0
84142	622.0	279.0
84141	18.0	423.0
139231	2959.0	2012.0
11127	464.0	559.0
23119	519.0	128.0
644186	2.0	19.0
11131	196.0	18.0
11130	192.0	832.0
106479029	0.0	0.0
23111	5154.0	1954.0
106479028	1.0	0.0
25774	1.0	1.0
23112	2363.0	928.0
106479027	0.0	0.0
25776	1013.0	940.0
23113	1730.0	640.0
106479026	0.0	0.0
25775	7.0	7.0
23114	1019.0	98.0
106479025	0.0	0.0
25778	2185.0	810.0
106479024	1.0	0.0
25777	17899.0	4867.0
23116	1432.0	948.0
106479023	4.0	0.0
23117	82.0	77.0
106479022	0.0	0.0
23118	6716.0	4466.0
106479021	0.0	0.0
115294	5734.0	4352.0
106479020	8.0	6.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	61.0	19.0
106480004	0.0	0.0
25771	1854.0	791.0
84138	418.0	168.0
106480003	0.0	0.0
11133	372.0	228.0
84133	16.0	1.0
84132	822.0	515.0
11132	560.0	205.0
11135	3331.0	4248.0
84135	719.0	597.0
84134	1025.0	1046.0
11137	2954.0	2107.0
115290	1282.0	426.0
11136	16.0	17.0
84131	828.0	535.0
11138	1836.0	382.0
730993	0.0	2.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	1.0	0.0
345895	14.0	18.0
729993	3.0	74.0
50717	4205.0	2628.0
102465257	1.0	0.0
102465256	0.0	0.0
102465255	0.0	0.0
729991	514.0	518.0
102465254	2.0	0.0
102465253	0.0	0.0
164284	377.0	191.0
100884155	1.0	0.0
102465252	0.0	0.0
730978	0.0	1.0
102465251	0.0	0.0
102465250	19.0	0.0
730974	0.0	1.0
392194	0.0	4.0
392197	4.0	0.0
646702	1.0	0.0
646701	0.0	0.0
646721	0.0	0.0
729962	0.0	0.0
729967	276.0	584.0
2504	25.0	17.0
2503	103.0	46.0
284418	0.0	0.0
2502	26.0	26.0
284417	206.0	68.0
2501	128.0	96.0
2500	192.0	125.0
284415	8.0	6.0
404635	0.0	0.0
619190	0.0	0.0
404636	898.0	511.0
2509	43.0	29.0
646723	1.0	0.0
2508	118.0	57.0
2507	13.0	18.0
619189	0.0	0.0
164237	6.0	0.0
729956	3.0	3.0
140290	22.0	12.0
729952	0.0	1.0
2515	0.0	0.0
284408	31.0	53.0
2512	231192.0	103110.0
284406	289.0	296.0
2510	2.0	2.0
284403	81.0	250.0
284402	28.0	117.0
2519	3544.0	5648.0
2518	3.0	10.0
2517	4522.0	1883.0
2516	0.0	6.0
646755	3.0	2.0
646754	0.0	0.0
646753	0.0	3.0
260434	1.0	1.0
23189	11863.0	908.0
260436	0.0	1.0
23180	7364.0	3730.0
2526	787.0	450.0
23181	2375.0	1344.0
2525	0.0	915.0
2524	10.0	14.0
2523	406.0	113.0
23184	2683.0	3825.0
2521	7857.0	13252.0
23185	3154.0	2111.0
23186	1688.0	1607.0
2520	0.0	0.0
23187	28207.0	4412.0
2529	14.0	11.0
2528	0.0	247.0
2527	1.0	0.0
152273	6958.0	990.0
644100	2.0	0.0
646766	12.0	12.0
644101	6.0	4.0
23199	10070.0	4642.0
260425	985.0	977.0
729974	0.0	0.0
260429	0.0	1.0
2537	5210.0	13109.0
23191	12119.0	4679.0
23192	1650.0	1051.0
23193	19480.0	20057.0
2535	181.0	516.0
2534	8022.0	2296.0
23194	2501.0	1631.0
2533	1355.0	1040.0
23195	3844.0	1234.0
23196	10433.0	8363.0
2532	6775.0	63.0
23197	3350.0	3552.0
2531	5522.0	2838.0
2530	1477.0	2359.0
23198	3746.0	4049.0
345829	1.0	3.0
646759	0.0	0.0
646758	0.0	0.0
2539	3225.0	4706.0
2538	1.0	0.0
23190	6636.0	4963.0
25903	3041.0	16907.0
25902	895.0	1138.0
25904	978.0	854.0
100129866	1.0	0.0
25907	24.0	578.0
100130855	38.0	95.0
25906	380.0	881.0
25909	3976.0	1734.0
100127206	0.0	0.0
100129867	1.0	1.0
2551	2763.0	984.0
2550	1607.0	872.0
25901	947.0	728.0
25900	1654.0	798.0
2548	6640.0	6083.0
223075	0.0	0.0
2547	12693.0	8944.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	6.0	9.0
2542	777.0	765.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	1.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	1812.0	944.0
100874404	0.0	0.0
25914	568.0	285.0
100130848	0.0	0.0
25913	885.0	872.0
100129858	26.0	53.0
25915	2572.0	1644.0
25917	1719.0	1316.0
2562	234.0	53.0
2561	1023.0	256.0
2560	1.0	0.0
25912	8887.0	14387.0
25911	262.0	609.0
2559	0.0	0.0
2558	0.0	7.0
2557	1.0	0.0
2556	6.0	1.0
2555	308.0	0.0
2554	0.0	0.0
2553	1685.0	1391.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	13.0	25.0
2572	1.0	3.0
2571	9.0	153.0
2570	23.0	9.0
2569	0.0	4.0
2568	51.0	67.0
2567	0.0	4.0
2566	0.0	0.0
2565	58.0	0.0
2564	6092.0	41.0
2563	4.0	327.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	273.0	611.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	1.0	0.0
100874426	0.0	0.0
100130827	44.0	0.0
100129836	7.0	1.0
100874410	1.0	0.0
286676	1.0	430.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	619.0	518.0
2583	74.0	232.0
2582	420.0	2882.0
2581	2578.0	1493.0
2580	3400.0	3030.0
100874419	1.0	0.0
100874414	1.0	1.0
100874413	0.0	0.0
100874412	0.0	0.0
100874411	0.0	0.0
100874418	2.0	0.0
223082	672.0	1330.0
100874417	1.0	2.0
100874416	0.0	2.0
100874415	0.0	0.0
100129827	6.0	8.0
100874443	1.0	2.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	1.0	0.0
100874440	0.0	0.0
2595	1318.0	683.0
2593	294.0	1253.0
100379300	0.0	0.0
2592	847.0	276.0
2591	59.0	1569.0
441389	189.0	13.0
2590	5056.0	2931.0
441386	3.0	1.0
127617	3.0	0.0
2589	4619.0	14560.0
2588	857.0	1462.0
2587	27.0	2.0
441391	19.0	4.0
284018	2548.0	775.0
2585	808.0	712.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	179.0	74.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	0.0	1.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	1.0	0.0
100874431	4.0	0.0
100874430	0.0	0.0
100129813	4.0	2.0
441377	0.0	1.0
441376	2.0	864.0
441381	0.0	1.0
127602	51.0	572.0
2597	29807.0	114582.0
2596	79.0	12.0
100874436	0.0	0.0
284004	756.0	707.0
100874435	0.0	0.0
100874434	5.0	1.0
100874433	2.0	0.0
284001	648.0	2351.0
100874439	0.0	9.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	5.0	5.0
100874464	0.0	1.0
100874462	0.0	0.0
100129801	0.0	1.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	2.0	2.0
100874466	1.0	0.0
100874450	0.0	0.0
50937	4074.0	255.0
100874454	0.0	0.0
50939	18.0	12.0
100874453	0.0	0.0
100874452	0.0	1.0
100874451	1.0	0.0
100874457	0.0	0.0
100874456	0.0	0.0
50940	2340.0	155.0
100874455	3.0	1.0
50943	25.0	339.0
50945	0.0	0.0
50944	10.0	94.0
100874459	0.0	0.0
23328	14689.0	3739.0
23329	202.0	392.0
84281	626.0	40.0
84280	1329.0	1029.0
644076	0.0	8.0
11340	673.0	749.0
644079	0.0	1.0
25983	1063.0	715.0
127665	0.0	21.0
23321	2111.0	882.0
115677	2809.0	1145.0
644070	0.0	1.0
23322	323.0	643.0
25984	14.0	209.0
23324	6110.0	6108.0
25987	9121.0	26349.0
23325	4308.0	2351.0
23326	9050.0	6088.0
25989	1127.0	1360.0
23327	2657.0	1240.0
25988	651.0	451.0
25981	1249.0	294.0
25980	2454.0	2276.0
11342	5458.0	3390.0
84287	938.0	1563.0
84286	1052.0	1069.0
11341	23.0	9.0
284058	3177.0	1889.0
84289	751.0	302.0
11344	2378.0	1613.0
11343	41713.0	2908.0
84288	351.0	249.0
84283	207.0	425.0
11346	41182.0	4682.0
11345	3988.0	3574.0
84282	1868.0	1612.0
84285	1075.0	1540.0
84284	1581.0	985.0
23339	6362.0	3215.0
84270	591.0	1192.0
23331	4032.0	1124.0
25994	2142.0	1168.0
23332	4691.0	2000.0
25996	2323.0	1520.0
23333	1885.0	1656.0
23334	3561.0	1323.0
25998	3508.0	2967.0
23335	2373.0	744.0
23336	6781.0	2069.0
441332	0.0	0.0
644082	0.0	0.0
23338	3711.0	1269.0
25999	1619.0	1582.0
441331	0.0	0.0
84279	867.0	547.0
25992	4866.0	1928.0
84276	848.0	461.0
84275	820.0	661.0
284047	136.0	30.0
84278	124.0	79.0
84277	534.0	459.0
84272	3456.0	1682.0
84271	4205.0	1962.0
84274	1545.0	1174.0
84273	1029.0	906.0
23306	975.0	908.0
23307	4304.0	2844.0
284040	55.0	18.0
23308	36.0	33.0
23309	3129.0	2311.0
25961	158.0	107.0
25960	10069.0	3370.0
25963	4085.0	6156.0
23300	4681.0	2689.0
23301	8523.0	1830.0
25962	4273.0	2982.0
23302	761.0	81.0
23303	3976.0	849.0
644096	380.0	246.0
23304	4393.0	2041.0
25966	16181.0	1527.0
23305	28.0	14.0
644094	0.0	0.0
11328	11417.0	15027.0
11329	4448.0	2256.0
11320	1808.0	1096.0
137012	5.0	3.0
113000	458.0	2025.0
11322	1909.0	1284.0
11321	1666.0	1238.0
284034	11.0	0.0
11326	12993.0	1323.0
11325	8935.0	5448.0
23317	5969.0	3817.0
84290	4.0	3.0
25979	1657.0	1857.0
23318	1798.0	910.0
84292	229.0	329.0
25972	1583.0	1027.0
23310	1332.0	832.0
441359	0.0	0.0
25974	378.0	306.0
23312	2788.0	813.0
25973	193.0	312.0
23313	7602.0	4141.0
25976	2762.0	1631.0
23314	614.0	332.0
25975	2110.0	216.0
441355	0.0	0.0
25978	2719.0	1895.0
23315	1640.0	675.0
25977	1421.0	1503.0
23316	17.0	110.0
11339	22.0	104.0
11338	4812.0	6678.0
441362	0.0	0.0
441361	0.0	0.0
140660	3.0	3.0
115650	3.0	9.0
127623	2.0	0.0
25970	2210.0	2327.0
284029	139.0	82.0
115653	0.0	0.0
84298	1041.0	910.0
11331	5712.0	7660.0
11330	4.0	9.0
11333	4202.0	4238.0
152641	80.0	21.0
11332	665.0	917.0
84299	1090.0	1621.0
11335	4209.0	13322.0
84294	1127.0	1083.0
11334	1187.0	879.0
84293	21116.0	2227.0
84296	84.0	83.0
11337	2963.0	2407.0
284021	625.0	346.0
84295	1143.0	1078.0
11336	3343.0	1553.0
25946	4418.0	2098.0
25949	2327.0	1769.0
25948	3404.0	2857.0
441308	0.0	0.0
139604	0.0	11.0
100130898	0.0	0.0
100130894	1.0	8.0
25941	3434.0	1806.0
25940	2983.0	2423.0
100130892	6.0	7.0
25943	4636.0	1015.0
25942	3713.0	3330.0
100130890	92.0	57.0
25945	1142.0	304.0
11309	9559.0	2016.0
284099	0.0	1.0
284098	350.0	274.0
25957	4409.0	2554.0
140609	11820.0	2444.0
25959	19235.0	5617.0
100130889	10.0	0.0
100130887	14.0	30.0
25950	201.0	233.0
25953	1844.0	1683.0
25956	539.0	226.0
11317	0.0	4.0
11316	3185.0	5810.0
11319	1417.0	1376.0
11318	28.0	7.0
100379378	0.0	0.0
11311	2105.0	1882.0
11313	1273.0	2309.0
140603	0.0	0.0
11315	6667.0	8425.0
284086	142.0	308.0
11314	730.0	601.0
25925	2792.0	1469.0
284085	0.0	1.0
25924	852.0	46.0
25927	2727.0	733.0
284083	1.0	10.0
100130879	0.0	0.0
25926	1714.0	2145.0
139628	0.0	0.0
25929	1856.0	1279.0
25928	10.0	3.0
441328	0.0	0.0
127687	1037.0	1301.0
100130873	2.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	1.0
441324	0.0	0.0
25921	6203.0	4642.0
441323	0.0	0.0
25920	2892.0	2604.0
25923	11779.0	6319.0
140612	496.0	200.0
100129880	0.0	0.0
284076	6.0	5.0
100129882	2.0	1.0
25936	1151.0	715.0
25938	2388.0	826.0
25937	5396.0	3136.0
284071	17.0	8.0
100130866	0.0	0.0
25939	15634.0	4319.0
113026	3185.0	819.0
441317	0.0	0.0
441315	0.0	0.0
25930	4025.0	2341.0
441314	0.0	0.0
441313	0.0	0.0
25932	19965.0	15776.0
127671	0.0	0.0
25934	1573.0	1072.0
127670	1.0	3.0
284069	59.0	122.0
140623	20.0	19.0
140625	0.0	0.0
284067	6.0	0.0
100129871	0.0	0.0
140628	0.0	25.0
406982	0.0	0.0
406981	0.0	0.0
406984	0.0	3.0
406983	1.0	8.0
406986	0.0	0.0
406985	0.0	1.0
406988	0.0	0.0
406987	0.0	0.0
23287	1290.0	476.0
23288	1503.0	418.0
406980	0.0	0.0
84206	192.0	334.0
23281	7.0	22.0
