id	450cbf36-7dab-46a4-b6b5-d6b99d51083f	2d721010-840f-4ca7-b41c-6792385b410d
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	3951.0	92.0
100128083	13.0	1.0
83468	1500.0	914.0
100128081	11.0	1.0
83461	56.0	811.0
128338	7697.0	2310.0
83464	2157.0	1878.0
83463	93.0	446.0
83460	45.0	38.0
100189028	3.0	0.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	1.0
102466750	0.0	0.0
153339	5360.0	7285.0
116349	200.0	134.0
102466759	1.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	109.0	79.0
346562	4.0	0.0
647415	0.0	0.0
128322	0.0	0.0
1809	6339.0	7769.0
116337	0.0	4.0
153328	119.0	20.0
1800	1.0	21.0
100128061	1.0	0.0
100128060	42.0	38.0
100128062	0.0	0.0
1808	10433.0	2580.0
83483	9955.0	6356.0
1807	15.0	1.0
1806	3964.0	1756.0
1805	9386.0	1741.0
83480	491.0	495.0
1804	97.0	0.0
1803	722.0	230.0
1802	638.0	1169.0
83482	2.0	7.0
1801	920.0	808.0
83481	1186.0	5469.0
131965	639.0	1085.0
1811	218.0	15.0
1810	3588.0	4966.0
143941	326.0	42.0
1819	1327.0	876.0
1818	0.0	0.0
1817	2.0	0.0
1816	0.0	0.0
1815	24.0	41.0
100128054	6.0	1.0
1814	0.0	0.0
285084	4.0	2.0
1813	181.0	5.0
1812	28.0	14.0
100128055	0.0	3.0
647436	22.0	9.0
128387	1235.0	936.0
131973	0.0	1.0
1822	15489.0	11140.0
1821	8.0	117.0
1820	767.0	829.0
100128041	0.0	0.0
1829	14630.0	15031.0
1828	285.0	9.0
1827	14165.0	1874.0
285093	0.0	0.0
1826	7.0	0.0
100128043	0.0	0.0
1825	3174.0	336.0
100128042	0.0	0.0
1824	4076.0	6778.0
1823	289.0	16.0
100128044	0.0	0.0
407977	6.0	4.0
407975	69.0	13.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	2.0	41.0
1832	21615.0	104811.0
1831	8443.0	9532.0
1830	1120.0	182.0
574016	0.0	0.0
100128036	0.0	0.0
1839	1447.0	327.0
1838	1072.0	700.0
346528	2.0	1.0
1837	619.0	302.0
1836	1645.0	1449.0
346525	0.0	0.0
1834	0.0	1.0
100128033	0.0	0.0
346524	3.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	1174.0	148.0
1843	34000.0	4769.0
1842	9651.0	973.0
1841	532.0	1526.0
1840	2137.0	164.0
574028	0.0	3.0
574029	5.0	0.0
100128025	17.0	11.0
1849	1493.0	686.0
346517	0.0	0.0
1848	14635.0	8358.0
1847	2237.0	1829.0
100128020	0.0	0.0
1846	11753.0	73201.0
100128023	0.0	0.0
1845	5647.0	4853.0
153396	861.0	1072.0
1855	2247.0	1974.0
1854	1853.0	2466.0
100131671	0.0	0.0
1852	10.0	14.0
1850	782.0	1141.0
100131678	1.0	0.0
1859	4694.0	6405.0
1857	4003.0	7997.0
1856	1590.0	1161.0
724068	0.0	0.0
724067	0.0	0.0
202781	612.0	432.0
1861	1878.0	3908.0
100131688	0.0	0.0
1869	88.0	935.0
724094	0.0	0.0
1880	322.0	333.0
1877	761.0	1273.0
100131691	81.0	84.0
1876	649.0	836.0
1875	223.0	597.0
83417	1.0	7.0
100131693	7.0	17.0
100327036	0.0	0.0
83416	20.0	23.0
200132	21.0	13.0
1874	2126.0	1569.0
1872	1.0	2.0
1871	495.0	3200.0
1870	39.0	682.0
1879	12645.0	396.0
724087	6.0	7.0
1891	11198.0	2492.0
1890	714.0	4301.0
83401	694.0	5.0
1889	20467.0	11714.0
724033	0.0	0.0
724032	0.0	0.0
724031	3.0	1.0
724030	0.0	0.0
58473	761.0	503.0
58472	1796.0	2727.0
200149	0.0	0.0
58475	1064.0	2279.0
724038	0.0	0.0
83439	3191.0	669.0
1896	457.0	46.0
58477	1840.0	4488.0
58476	2471.0	5515.0
1894	621.0	6703.0
1893	298.0	4926.0
1892	20286.0	6953.0
58478	1443.0	3655.0
200150	49.0	0.0
724022	0.0	0.0
58484	82.0	89.0
724026	1.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	2381.0	1274.0
724024	0.0	0.0
58486	2361.0	3295.0
58485	2158.0	2798.0
724023	0.0	0.0
58480	2012.0	3208.0
724029	3.0	5.0
200159	3.0	6.0
724028	0.0	0.0
724027	2.0	1.0
58488	1125.0	1012.0
58487	2819.0	2710.0
200162	84.0	690.0
58489	354.0	1858.0
58495	294.0	641.0
724059	0.0	0.0
58494	2828.0	492.0
58497	2195.0	3168.0
58496	106.0	66.0
58491	580.0	843.0
58490	2024.0	2333.0
58493	1612.0	2490.0
58492	173.0	195.0
58499	2195.0	2249.0
58498	49.0	0.0
200172	4.0	25.0
83451	868.0	3347.0
83450	349.0	202.0
83452	1276.0	1213.0
153364	808.0	572.0
83448	1382.0	1834.0
200186	2254.0	4046.0
83447	0.0	0.0
200185	554.0	1152.0
83449	18.0	21.0
83444	108.0	83.0
83443	2309.0	2353.0
83446	0.0	5.0
83445	2.0	7.0
83440	2007.0	2977.0
83442	2856.0	4759.0
114984	706.0	1063.0
114987	745.0	596.0
391603	0.0	0.0
10657	9501.0	13573.0
126969	465.0	243.0
10656	764.0	736.0
10659	9039.0	1030.0
10658	6916.0	8530.0
114990	788.0	1270.0
114991	2183.0	3836.0
10651	1319.0	2106.0
10650	85.0	74.0
10653	6486.0	26145.0
10652	2967.0	6146.0
342667	7272.0	136.0
10655	569.0	22.0
643812	0.0	0.0
342666	17.0	30.0
10654	1819.0	2886.0
136306	29.0	5.0
126961	0.0	0.0
10668	876.0	573.0
10667	808.0	1017.0
643827	52.0	2.0
10669	215.0	635.0
10660	0.0	0.0
10661	0.0	0.0
731220	54.0	73.0
138971	0.0	0.0
10664	3494.0	5082.0
10663	105.0	141.0
10666	110.0	134.0
731223	22.0	5.0
10665	1.0	1.0
136319	10591.0	12450.0
163933	8.0	6.0
317691	0.0	0.0
339005	398.0	121.0
10635	53.0	644.0
10634	1533.0	1762.0
10637	6.0	55.0
10636	231.0	2885.0
10638	0.0	0.0
114971	1074.0	626.0
10631	10838.0	100818.0
643836	1506.0	2923.0
10630	806.0	1013.0
643837	1880.0	1884.0
10633	35.0	12.0
643834	0.0	0.0
10632	8472.0	3169.0
100124394	0.0	0.0
10645	4279.0	6857.0
10648	0.0	0.0
10647	1356.0	17635.0
148304	305.0	544.0
114960	0.0	2.0
10640	4591.0	7266.0
136332	19.0	79.0
10642	1.0	48.0
643847	0.0	0.0
10641	753.0	506.0
10644	332.0	104.0
10643	4.0	7.0
317671	90.0	51.0
643862	2.0	2.0
391642	0.0	0.0
10609	392.0	3074.0
391647	5.0	2.0
10613	2948.0	2893.0
10612	831.0	9506.0
10615	214.0	2718.0
10614	2683.0	4917.0
10617	2331.0	3679.0
401525	1.0	0.0
10616	3713.0	2294.0
10618	21907.0	20796.0
643854	1.0	1.0
643853	99.0	208.0
643859	0.0	0.0
10611	9437.0	12115.0
10610	2444.0	4291.0
643872	2.0	8.0
643873	361.0	332.0
643870	11.0	5.0
317684	1.0	4.0
391655	0.0	0.0
391657	0.0	0.0
391656	2.0	0.0
317687	1.0	1.0
10623	1547.0	2769.0
10626	490.0	634.0
10625	4981.0	10681.0
10628	118100.0	26723.0
10627	12297.0	12939.0
10629	506.0	321.0
342618	2.0	0.0
643865	0.0	0.0
643866	337.0	262.0
10620	226.0	424.0
10622	161.0	63.0
10621	772.0	1009.0
101954275	0.0	0.0
101954276	1.0	0.0
643880	0.0	1.0
101954273	7.0	9.0
643884	0.0	0.0
101954277	3.0	0.0
101954278	9.0	4.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	210.0	273.0
83606	7113.0	6229.0
101954271	0.0	0.0
83605	2100.0	1626.0
101954272	5.0	25.0
83608	684.0	548.0
83607	2126.0	3241.0
151903	859.0	872.0
401507	0.0	0.0
317649	7212.0	1873.0
391627	0.0	0.0
401505	608.0	825.0
388007	0.0	0.0
317648	987.0	1042.0
100419709	12.0	68.0
100419705	0.0	0.0
643875	0.0	0.0
401509	102.0	40.0
401508	0.0	0.0
101954264	3.0	0.0
138948	35.0	52.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	0.0	5.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1945.0	2075.0
100419711	1.0	7.0
102464825	0.0	0.0
56000	2.0	2.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	41.0	42.0
102464824	0.0	0.0
56005	1642.0	3227.0
10602	2869.0	551.0
56006	674.0	1824.0
83604	6820.0	840.0
10603	70.0	54.0
10606	3937.0	12906.0
100419717	0.0	0.0
56001	0.0	0.0
10605	3544.0	4355.0
10608	6589.0	7354.0
10607	1666.0	2020.0
10600	4412.0	4236.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3457.0	5535.0
102464832	0.0	0.0
100271849	42.0	15.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	336.0	3181.0
112398	1123.0	879.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	32.0	0.0
100419734	0.0	0.0
391698	0.0	0.0
100419731	0.0	0.0
100271836	96.0	130.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	1.0	0.0
101954204	0.0	0.0
199953	850.0	679.0
161357	2.0	0.0
100420734	1.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	1.0	0.0
731275	51.0	128.0
199920	152.0	170.0
222826	6.0	8.0
101929286	6.0	33.0
391670	1.0	0.0
391672	1.0	0.0
161342	7.0	18.0
148398	43.0	309.0
100419758	129.0	40.0
100419751	1.0	1.0
124359	1549.0	6930.0
101929293	59.0	2.0
100420752	2.0	1.0
100420754	0.0	0.0
10691	957.0	2008.0
10690	30.0	23.0
101929212	53.0	9.0
101929218	0.0	0.0
388076	0.0	0.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	535.0	1041.0
10693	281.0	120.0
10692	8.0	8.0
10695	1434.0	3299.0
10694	7217.0	11197.0
10699	38.0	281.0
101929221	0.0	0.0
100420763	0.0	0.0
101929225	3.0	2.0
101929222	5.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1729.0	19435.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	5.0	70.0
101929238	0.0	0.0
220213	1370.0	713.0
10678	2260.0	3881.0
151987	3598.0	3882.0
10671	1834.0	1838.0
10670	4786.0	4824.0
10673	164.0	586.0
10672	4066.0	5328.0
10675	174.0	22.0
10677	282.0	151.0
100419793	1.0	0.0
100420784	0.0	0.0
100420786	0.0	0.0
101929247	4.0	0.0
100420787	2.0	2.0
101929244	0.0	0.0
220202	2.0	0.0
222865	85.0	81.0
10682	865.0	1021.0
10681	1210.0	993.0
10683	3.0	4.0
10686	15.0	3.0
136371	0.0	0.0
643803	0.0	0.0
10687	299.0	148.0
100419682	0.0	0.0
100420678	7.0	77.0
222894	0.0	0.0
100419687	1.0	0.0
283807	130.0	61.0
653194	0.0	0.0
83598	4.0	0.0
83597	1.0	0.0
653199	82.0	117.0
83594	1070.0	2442.0
83593	821.0	530.0
83596	284.0	364.0
83595	749.0	132.0
83590	874.0	1235.0
653190	75.0	0.0
653192	0.0	0.0
83592	126.0	182.0
83591	402.0	324.0
1909	2771.0	2307.0
100420689	2.0	4.0
1908	529.0	5.0
161291	2250.0	4577.0
653188	16.0	427.0
653189	97.0	70.0
1907	63.0	160.0
1906	1134.0	128.0
197258	777.0	701.0
1903	1620.0	1883.0
197259	413.0	254.0
1902	993.0	2758.0
1901	3990.0	671.0
100420681	0.0	0.0
197257	3764.0	81.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	2177.0	170.0
1917	123.0	3433.0
1915	381627.0	303433.0
1912	4548.0	7185.0
1911	662.0	559.0
101929202	5.0	0.0
101929203	5.0	3.0
199899	0.0	31.0
148281	24.0	37.0
219287	1.0	2.0
161253	10.0	273.0
219285	1875.0	2653.0
283849	323.0	251.0
283848	164.0	83.0
1932	0.0	2.0
283847	0.0	0.0
256227	14.0	11.0
256223	0.0	0.0
1939	4773.0	5144.0
1938	181951.0	146997.0
1937	14.0	7.0
1936	5385.0	5087.0
1934	4.0	6.0
1933	13697.0	8572.0
161247	25.0	5.0
219293	276.0	457.0
1943	0.0	0.0
1942	3233.0	5488.0
256236	91.0	441.0
1949	767.0	262.0
199870	1029.0	702.0
1948	2858.0	3256.0
1947	5502.0	1163.0
1946	1972.0	444.0
1945	427.0	1451.0
1944	145.0	100.0
161271	0.0	0.0
1954	5253.0	3416.0
1953	861.0	1317.0
1952	4389.0	2554.0
1951	118.0	164.0
1950	347.0	624.0
283820	658.0	805.0
1959	10626.0	494.0
1958	127971.0	4872.0
1956	13218.0	823.0
1955	6383.0	8515.0
1965	4174.0	5707.0
1964	5679.0	4702.0
199857	714.0	821.0
1962	2249.0	654.0
1961	9.0	1.0
1960	20539.0	212.0
220296	1257.0	22.0
1969	1728.0	658.0
1968	13869.0	12600.0
1967	2973.0	2697.0
114904	421.0	2385.0
114905	788.0	93.0
114907	15560.0	4035.0
114908	11534.0	12564.0
340094	0.0	0.0
643783	235.0	246.0
114900	13.0	3.0
653108	1.0	24.0
401450	0.0	0.0
114902	0.0	0.0
1975	36966.0	28575.0
1974	29619.0	13356.0
1973	357.0	204.0
283888	0.0	1.0
401447	0.0	0.0
653113	65.0	141.0
1979	40923.0	11634.0
1978	2037.0	702.0
1977	1332.0	3524.0
643790	7.0	41.0
1990	0.0	1.0
256281	594.0	308.0
1987	0.0	0.0
1986	0.0	3.0
1984	8652.0	13140.0
1983	17329.0	16823.0
1982	49119.0	73176.0
283876	145.0	51.0
1981	15590.0	38002.0
1980	6.0	9.0
283871	432.0	530.0
283870	50.0	65.0
105375616	0.0	2.0
340075	31.0	196.0
340073	0.0	0.0
653125	19.0	2.0
401431	453.0	236.0
83528	0.0	0.0
1998	2600.0	3734.0
1997	3856.0	7436.0
283869	2.0	1.0
1996	26.0	27.0
401428	18.0	4.0
83538	71.0	120.0
1995	0.0	0.0
401427	63.0	60.0
283867	0.0	86.0
1994	3299.0	5530.0
1993	27.0	358.0
1992	3178.0	3284.0
1991	15.0	2.0
283860	10.0	0.0
83530	4.0	3.0
340069	0.0	2.0
1999	4779.0	13246.0
105375606	1.0	33.0
340061	1796.0	3722.0
653115	37.0	162.0
653121	645.0	735.0
653122	69.0	139.0
283854	0.0	0.0
653123	0.0	0.0
401491	179.0	21.0
100124412	0.0	0.0
653147	2.0	3.0
401498	0.0	9.0
653149	8.0	8.0
401497	1.0	0.0
401494	464.0	317.0
401492	751.0	143.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	3338.0	4601.0
83539	441.0	136.0
83547	766.0	92.0
83546	0.0	0.0
653140	63.0	3.0
83549	2152.0	3032.0
83548	2095.0	3540.0
83543	5146.0	3831.0
653145	206.0	16.0
83544	1383.0	1504.0
83541	456.0	1593.0
83540	24.0	1325.0
126917	3494.0	701.0
340037	25.0	44.0
114926	2206.0	1381.0
114928	1973.0	922.0
339044	2.0	7.0
256297	1.0	0.0
401474	716.0	2120.0
653174	0.0	0.0
653175	1.0	0.0
340024	0.0	0.0
114915	1484.0	743.0
401466	1222.0	988.0
653162	35.0	21.0
653163	0.0	0.0
283899	1310.0	1704.0
653166	0.0	0.0
283897	131.0	52.0
339145	0.0	0.0
391723	0.0	0.0
391722	4.0	14.0
10778	2009.0	2747.0
10777	5.0	0.0
10772	4928.0	6320.0
340120	3.0	0.0
10771	9198.0	10024.0
10773	797.0	1859.0
10776	13392.0	15424.0
10775	1321.0	1546.0
10788	3373.0	2729.0
391739	0.0	0.0
10781	1942.0	2413.0
10780	598.0	724.0
10783	2202.0	4471.0
10782	1328.0	819.0
10785	228.0	688.0
10787	13750.0	13918.0
10786	0.0	2.0
102606463	271.0	54.0
731308	0.0	1.0
339122	86.0	179.0
339123	1794.0	2220.0
102606462	14.0	0.0
391701	0.0	0.0
391703	0.0	0.0
151827	299.0	44.0
126826	0.0	1.0
643719	35.0	19.0
10755	2429.0	4158.0
151825	0.0	0.0
10758	2006.0	1673.0
126823	179.0	451.0
126820	25.0	8.0
10750	39.0	46.0
10752	4564.0	552.0
10751	0.0	0.0
10753	41.0	483.0
643714	2.0	33.0
138864	0.0	0.0
391712	10.0	3.0
391714	1.0	0.0
114836	52.0	125.0
10767	3725.0	4139.0
10766	7005.0	7379.0
151835	1.0	14.0
10769	7201.0	12192.0
391718	0.0	0.0
10768	13321.0	9595.0
126811	0.0	0.0
643723	16.0	7.0
10761	2.0	51.0
10763	7003.0	3154.0
10762	2612.0	5921.0
10765	4558.0	25131.0
101929179	4.0	2.0
388112	1.0	0.0
339105	43.0	51.0
83707	1336.0	563.0
83706	317.0	736.0
10734	183.0	136.0
10733	145.0	972.0
83714	445.0	209.0
10736	37.0	1330.0
401648	1.0	0.0
643739	0.0	0.0
10735	10539.0	11671.0
401647	275.0	55.0
10738	3.0	1.0
401646	0.0	0.0
10737	10.0	37.0
10739	1.0	3.0
376132	0.0	0.0
10730	8409.0	13629.0
101929184	0.0	5.0
10732	1067.0	1061.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	12.0	7.0
124221	22.0	80.0
124222	169.0	2905.0
114897	5718.0	782.0
114898	81.0	63.0
124220	537.0	4209.0
114899	149.0	950.0
391777	16.0	6.0
10745	660.0	1296.0
56104	54.0	14.0
83700	2215.0	1045.0
401638	2.0	3.0
10744	2.0	2.0
56105	92.0	21.0
10747	153.0	29.0
401637	1.0	0.0
56106	250.0	739.0
10746	5079.0	5626.0
56107	210.0	61.0
10749	12871.0	9067.0
56100	474.0	73.0
401634	0.0	0.0
10748	163.0	180.0
56101	399.0	67.0
56102	88.0	17.0
56103	179.0	492.0
643744	2.0	3.0
10741	1683.0	2841.0
56108	102.0	48.0
10740	23.0	23.0
643749	189.0	114.0
56109	237.0	71.0
10743	1666.0	4740.0
342732	2.0	14.0
10742	3203.0	346.0
101929198	2.0	0.0
101929196	0.0	0.0
100420811	0.0	0.0
114884	1290.0	4610.0
317774	0.0	0.0
114885	1412.0	1839.0
401630	0.0	0.0
317772	0.0	0.0
100419821	0.0	3.0
56110	137.0	35.0
317778	0.0	0.0
83729	5.0	12.0
317775	0.0	0.0
83734	537.0	520.0
10712	1268.0	2547.0
83733	731.0	54.0
10714	1375.0	2704.0
126868	12.0	8.0
317769	0.0	0.0
100419829	0.0	1.0
10713	2469.0	4227.0
317768	0.0	0.0
10716	2.0	1.0
100419827	0.0	0.0
56111	265.0	55.0
10715	6.0	2.0
56112	130.0	8.0
56113	372.0	38.0
83732	957.0	1624.0
10718	4.0	103.0
10717	619.0	527.0
56114	37.0	10.0
388125	146.0	20.0
401629	0.0	0.0
317781	1023.0	1075.0
388122	1.0	0.0
83719	2898.0	861.0
56120	5.0	4.0
56121	278.0	69.0
114876	9254.0	3046.0
388121	130.0	153.0
83716	1595.0	3940.0
83715	157.0	327.0
114879	1729.0	3766.0
100420829	0.0	0.0
10723	3029.0	7192.0
56126	150.0	128.0
83723	20.0	7.0
126859	12.0	23.0
56127	161.0	83.0
10725	6170.0	2847.0
56128	93.0	40.0
56129	294.0	123.0
10724	14131.0	20557.0
114880	612.0	2077.0
56122	467.0	314.0
388115	1125.0	1750.0
401613	0.0	1.0
114881	380.0	460.0
10726	3875.0	4670.0
56123	260.0	97.0
401612	239.0	133.0
114882	7797.0	17031.0
56124	199.0	68.0
10728	13505.0	24190.0
114883	6096.0	3822.0
56125	118.0	27.0
643766	0.0	0.0
10721	40.0	528.0
10720	82.0	6625.0
100420830	1.0	1.0
136259	75.0	0.0
100420834	0.0	0.0
317751	250.0	31.0
124274	0.0	0.0
388152	21.0	114.0
317754	0.0	0.0
317753	0.0	0.0
317749	781.0	530.0
342705	2.0	1.0
151888	21.0	61.0
151887	17421.0	7825.0
136263	2.0	1.0
100420841	0.0	0.0
101929145	426.0	288.0
100420843	0.0	0.0
100293090	8572.0	890.0
148254	501.0	477.0
317762	1084.0	2558.0
317761	26.0	20.0
100419854	0.0	0.0
317760	21.0	17.0
317767	4.0	7.0
100271715	42.0	33.0
148252	339.0	673.0
100271722	334.0	138.0
199834	0.0	0.0
388135	67.0	65.0
101929152	16.0	0.0
100420854	0.0	0.0
222950	108.0	8.0
100419867	3.0	0.0
148266	480.0	427.0
100419868	4.0	1.0
148268	624.0	543.0
100419866	2.0	0.0
100420859	0.0	0.0
124245	1431.0	1859.0
317729	0.0	2.0
136288	1.0	6.0
199800	22.0	87.0
101930150	0.0	0.0
163882	2230.0	4029.0
388165	140.0	116.0
100419873	0.0	0.0
100271700	60.0	58.0
100271703	0.0	0.0
100271702	12.0	12.0
100420875	0.0	1.0
100420877	1.0	2.0
388199	0.0	0.0
22794	7070.0	9027.0
22795	2177.0	1747.0
22796	1757.0	5839.0
22797	114.0	374.0
22798	12.0	13.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	7.0	16.0
100420881	0.0	0.0
388181	0.0	2.0
100419893	0.0	0.0
222967	0.0	2.0
219333	2696.0	2894.0
136227	6.0	33.0
222962	5271.0	271.0
148213	254.0	600.0
388182	30.0	37.0
100419895	0.0	1.0
317716	0.0	2.0
148203	208.0	163.0
317719	37.0	3.0
148206	451.0	1269.0
163859	1967.0	3632.0
101929110	7.0	14.0
101929111	1.0	1.0
219348	587.0	64.0
219347	176.0	103.0
100420898	0.0	0.0
148223	754.0	1562.0
10799	198.0	537.0
136242	5.0	2.0
10791	1100.0	664.0
10794	115.0	124.0
10793	266.0	404.0
10795	1933.0	1605.0
10798	0.0	0.0
10797	1346.0	4818.0
101929121	0.0	0.0
101929120	3.0	5.0
101929127	66.0	0.0
317701	3.0	0.0
220323	2438.0	763.0
148231	0.0	0.0
148229	76.0	367.0
151877	11.0	1.0
151871	0.0	0.0
93035	36.0	16.0
161176	8404.0	762.0
56097	9.0	10.0
56098	7.0	5.0
56099	633.0	134.0
93034	16.0	53.0
283927	323.0	53.0
220359	9.0	11.0
653073	0.0	0.0
653075	5.0	0.0
256302	6146.0	937.0
105373144	0.0	0.0
81050	0.0	0.0
199786	19.0	41.0
256309	110.0	243.0
100420792	0.0	0.0
95681	696.0	1010.0
283914	0.0	0.0
81047	0.0	0.0
197131	3359.0	4912.0
197135	53.0	36.0
653061	3.0	6.0
93058	509.0	232.0
161198	2675.0	566.0
283902	1.0	0.0
220382	41.0	3.0
81078	2.0	828.0
81079	0.0	32.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	0.0
199777	737.0	1002.0
81061	0.0	0.0
653082	202.0	34.0
81090	0.0	0.0
100271649	0.0	0.0
199746	258.0	282.0
100271655	3.0	1.0
81099	0.0	0.0
100271650	4.0	4.0
199745	340.0	263.0
148170	146.0	66.0
256364	3558.0	1576.0
163786	366.0	800.0
220388	54.0	21.0
100271639	0.0	0.0
163782	1563.0	1040.0
100271646	20.0	5.0
283953	0.0	0.0
256355	53.0	4.0
100271644	0.0	0.0
283951	290.0	383.0
256356	2058.0	3388.0
100271643	2.0	1.0
100271640	0.0	0.0
81081	0.0	0.0
161159	19.0	4.0
148189	475.0	678.0
93099	1050.0	675.0
100271627	1.0	0.0
283948	119.0	309.0
256329	52.0	96.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	0.0
100271633	0.0	0.0
100271632	3.0	0.0
199720	22.0	40.0
93082	51.0	1723.0
161145	448.0	713.0
100271617	0.0	0.0
100271616	1.0	0.0
161142	5.0	0.0
100271619	0.0	0.0
148198	75.0	1.0
100271618	2.0	1.0
100271624	0.0	0.0
100271623	1.0	1.0
283933	208.0	91.0
100271625	0.0	0.0
93081	277.0	534.0
100271620	0.0	8.0
283932	91.0	862.0
100271622	1.0	0.0
100271621	0.0	0.0
199731	1050.0	2970.0
100124332	0.0	0.0
643664	3.0	5.0
256394	34.0	36.0
83637	3286.0	5596.0
83636	4208.0	1584.0
401565	2.0	8.0
401563	8.0	22.0
401562	4.0	2.0
401561	3.0	9.0
283999	0.0	0.0
283994	1.0	0.0
643668	8.0	2.0
283991	1284.0	1521.0
340198	4.0	4.0
643669	14.0	5.0
340192	0.0	0.0
643680	18.0	4.0
197196	1.0	0.0
56033	5.0	3.0
401551	1.0	0.0
83657	62.0	44.0
83656	0.0	0.0
83659	7.0	5.0
283989	712.0	1094.0
83658	3429.0	4004.0
401548	1702.0	1492.0
56034	2780.0	2364.0
283987	2211.0	11291.0
256369	1.0	0.0
401546	786.0	6062.0
83655	0.0	0.0
283985	0.0	1.0
283982	0.0	0.0
283981	40.0	14.0
643677	7.0	40.0
83650	1.0	2.0
197187	108.0	75.0
449520	2.0	9.0
401541	142.0	480.0
401540	0.0	0.0
83639	0.0	5.0
83638	1780.0	1089.0
256380	35.0	28.0
449518	0.0	0.0
83648	128.0	815.0
401537	12.0	7.0
83647	0.0	0.0
83641	5853.0	4292.0
401535	12.0	8.0
83643	12853.0	610.0
401533	1.0	0.0
643689	3.0	9.0
283971	0.0	0.0
83640	479.0	525.0
283970	3.0	9.0
114826	1556.0	909.0
114827	86.0	203.0
378706	1.0	0.0
378707	0.0	0.0
378708	65.0	152.0
339184	20.0	4.0
339186	0.0	0.0
56052	643.0	940.0
114821	276.0	762.0
114822	257.0	1765.0
114823	6539.0	3517.0
114824	4.0	0.0
114825	1006.0	1557.0
643699	98.0	22.0
340168	0.0	0.0
114815	207.0	304.0
114817	0.0	0.0
114818	1121.0	131.0
114819	178.0	102.0
339175	810.0	1265.0
56063	317.0	255.0
653017	0.0	0.0
56061	2747.0	5833.0
56062	14.0	33.0
114814	75.0	64.0
83667	1516.0	789.0
83666	2231.0	6866.0
83660	9555.0	1427.0
340156	99.0	104.0
83661	6.0	18.0
114804	3329.0	673.0
114805	169.0	91.0
340152	16.0	44.0
339168	0.0	0.0
114800	423.0	15.0
114801	291.0	398.0
93010	99.0	211.0
114803	2593.0	2493.0
83697	3.0	1.0
81034	1341.0	1412.0
81035	1364.0	869.0
83696	1633.0	3023.0
83699	2962.0	1186.0
81037	4561.0	5745.0
83698	14.0	8.0
401588	158.0	104.0
83693	1723.0	1344.0
81030	22.0	33.0
83692	7503.0	2990.0
81031	1592.0	13703.0
83695	808.0	1893.0
81033	0.0	54.0
83694	137.0	264.0
340146	2.0	8.0
83690	2676.0	299.0
81027	12.0	14.0
81029	296.0	304.0
653042	0.0	0.0
653045	0.0	1.0
81025	3.0	0.0
401577	189.0	228.0
22877	5031.0	4686.0
22878	3907.0	4883.0
22879	3387.0	2811.0
22870	2688.0	6177.0
22871	266.0	15.0
22872	11131.0	20876.0
22873	690.0	395.0
22874	4075.0	9485.0
22875	2579.0	1302.0
22876	1904.0	1839.0
10899	3971.0	7712.0
10898	1367.0	1234.0
10891	756.0	182.0
136540	1.0	0.0
10890	7307.0	13698.0
10893	233.0	53.0
10892	1997.0	2730.0
