id	60cc2580-b21c-4526-ab37-e5dadb4fa9b7	8fd4ceba-6ad2-4726-bf8b-f0316640305c
387590	3031.0	4597.0
81856	1477.0	1793.0
81857	2891.0	2991.0
100506660	66.0	59.0
81858	2468.0	3074.0
135886	2.0	4.0
147872	5.0	2.0
81889	1417.0	3102.0
145200	9.0	11.0
81892	1418.0	3238.0
81893	10.0	2.0
81894	2760.0	2373.0
81890	1645.0	1398.0
135892	28.0	4.0
649179	2.0	7.0
100506600	40.0	39.0
613126	13.0	15.0
81887	3720.0	3693.0
81888	783.0	643.0
145216	10.0	9.0
338591	3.0	3.0
649186	2.0	2.0
338596	2188.0	3165.0
338599	1.0	0.0
169200	3793.0	1503.0
145226	22.0	19.0
100506637	135.0	317.0
160857	635.0	464.0
160851	4892.0	3661.0
91227	0.0	0.0
157206	20.0	11.0
100506622	17.0	10.0
100856809	0.0	0.0
338588	1.0	0.0
145241	3.0	3.0
91219	8.0	2.0
650172	0.0	1.0
102724678	7.0	0.0
338579	13.0	5.0
326591	765.0	702.0
255738	44.0	32.0
338567	0.0	0.0
102724668	36.0	50.0
255743	7014.0	47706.0
56829	7092.0	7483.0
326586	0.0	0.0
102724655	3.0	0.0
554250	2.0	3.0
554251	954.0	595.0
338557	298.0	127.0
56832	2.0	0.0
56833	343.0	452.0
56834	1269.0	2624.0
554235	42.0	3.0
554236	16.0	1.0
56849	702.0	175.0
255725	0.0	0.0
56848	730.0	822.0
56852	2185.0	2773.0
56853	99.0	16.0
102724631	0.0	1.0
56850	3700.0	3295.0
56851	3401.0	5197.0
100820829	1525.0	163.0
101243555	12.0	4.0
196872	151.0	241.0
8501	1229.0	4705.0
8502	18180.0	13765.0
8500	7091.0	7070.0
253128	19.0	9.0
664701	633.0	439.0
255783	478.0	675.0
54207	10.0	141.0
54206	10366.0	3464.0
54205	5244.0	7884.0
664709	42.0	84.0
54209	429.0	1712.0
196883	7361.0	1249.0
8512	37.0	20.0
8513	0.0	0.0
8510	7.0	0.0
8511	41.0	40.0
54210	133.0	200.0
81831	700.0	630.0
81832	15.0	3.0
81833	1.0	0.0
54212	0.0	0.0
170261	116.0	6.0
8505	2054.0	2902.0
8506	1003.0	534.0
8503	8208.0	19369.0
8504	1878.0	2181.0
8509	286.0	330.0
8507	3589.0	12381.0
255758	225.0	578.0
8508	3302.0	6035.0
8520	3959.0	7612.0
8521	28.0	157.0
169270	676.0	754.0
8522	5646.0	6517.0
102724605	0.0	0.0
554282	6.0	6.0
56886	8389.0	18325.0
54221	234.0	19.0
56888	5265.0	5416.0
554279	128.0	12.0
664722	1.0	5.0
56882	11867.0	14966.0
664721	7.0	2.0
255762	34.0	3.0
56884	2.0	0.0
8516	1790.0	1105.0
8517	363.0	237.0
8514	1224.0	829.0
8515	2087.0	537.0
56889	30801.0	53022.0
8518	5395.0	9049.0
8519	6501.0	4580.0
8530	189.0	264.0
326624	215.0	549.0
8531	18822.0	3054.0
326625	2023.0	2388.0
8534	336.0	775.0
326628	0.0	0.0
8535	1614.0	4017.0
326627	7.0	2.0
8532	81.0	35.0
8533	3559.0	6094.0
8527	4369.0	4069.0
8528	487.0	896.0
8525	4633.0	3837.0
8526	2221.0	1310.0
8529	8.0	1.0
8541	514.0	704.0
326613	2.0	0.0
8542	5189.0	5401.0
326615	0.0	0.0
8540	4707.0	20601.0
326614	0.0	0.0
8545	12921.0	16331.0
326617	1.0	0.0
8546	5621.0	7444.0
326616	5.0	1.0
8543	5250.0	1543.0
8544	976.0	1048.0
253175	0.0	0.0
554300	1.0	0.0
8538	2605.0	2390.0
8539	11344.0	15070.0
8536	624.0	329.0
8537	1024.0	5483.0
8552	225.0	425.0
8553	26184.0	45009.0
8550	3760.0	3301.0
326603	8.0	7.0
8551	0.0	0.0
8556	4053.0	593.0
326606	0.0	0.0
8557	144.0	24.0
8554	7217.0	7193.0
8555	4323.0	1067.0
326607	1.0	0.0
326609	3.0	8.0
255798	2.0	1.0
8549	98.0	53.0
8547	203.0	86.0
8548	2793.0	4401.0
101409261	13.0	4.0
326611	3.0	26.0
8563	2202.0	1113.0
8564	99.0	81.0
8562	6247.0	10000.0
8567	7518.0	8369.0
8568	1449.0	1147.0
8565	4218.0	5786.0
8566	8780.0	5218.0
253152	112.0	42.0
8560	6960.0	4927.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	6499.0	4827.0
8558	2878.0	1298.0
8559	1170.0	1085.0
8574	2725.0	5487.0
8575	3907.0	4553.0
8572	2363.0	430.0
8573	5716.0	4638.0
8578	2816.0	699.0
8576	1821.0	3492.0
8577	10.0	0.0
554354	0.0	2.0
8570	11137.0	9833.0
123811	3743.0	5618.0
8569	2870.0	2330.0
8585	0.0	0.0
8586	1.0	3.0
101928770	0.0	0.0
8583	0.0	0.0
101928773	4.0	2.0
8587	4.0	1.0
8588	0.0	0.0
101928776	0.0	0.0
8581	25.0	0.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	3.0
101409258	23.0	18.0
101409257	2.0	0.0
101409254	0.0	0.0
101409253	0.0	1.0
123803	2886.0	2169.0
8596	0.0	2.0
101928781	52.0	73.0
8594	0.0	0.0
8595	0.0	0.0
101928784	23.0	43.0
8590	0.0	0.0
8591	0.0	0.0
100132066	2.0	3.0
100421113	0.0	0.0
100421114	1.0	2.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	554.0	305.0
100132073	3.0	1.0
100132074	148.0	218.0
100132079	1.0	1.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	60.0	32.0
100421125	0.0	0.0
91133	995.0	211.0
100421129	1.0	1.0
91137	6486.0	7912.0
101928720	1.0	1.0
375519	17.0	4.0
100856810	0.0	0.0
100421136	8.0	17.0
100421137	0.0	0.0
101928734	2.0	0.0
91120	418.0	902.0
101928736	72.0	232.0
147837	435.0	433.0
100421131	8.0	1.0
100421133	0.0	0.0
91156	233.0	34.0
100421146	0.0	0.0
160824	1.0	1.0
100421148	0.0	0.0
101928744	2.0	5.0
91151	426.0	612.0
147841	39.0	145.0
100421143	0.0	0.0
91149	7.0	1.0
101928752	0.0	0.0
91147	1585.0	1731.0
387509	1101.0	768.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	755.0	719.0
100506574	4.0	5.0
399520	34.0	4.0
100421178	0.0	1.0
100506564	3.0	2.0
121227	5816.0	1357.0
387521	2261.0	1815.0
387522	2.0	1.0
100421172	49.0	14.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	230.0	354.0
100856877	0.0	0.0
100421189	0.0	2.0
100856878	3.0	1.0
121214	4.0	0.0
387559	3.0	3.0
123876	35.0	1.0
123872	219.0	974.0
100421180	0.0	0.0
147808	423.0	354.0
100421185	0.0	459.0
147804	479.0	417.0
123879	2652.0	2181.0
147807	649.0	546.0
100421188	0.0	0.0
375567	10.0	3.0
399512	851.0	2443.0
399511	125.0	227.0
91181	21.0	9.0
448990	49.0	15.0
101928715	7.0	1.0
100506581	37.0	58.0
100856881	0.0	0.0
100506775	15.0	12.0
100506779	89.0	40.0
160762	3.0	0.0
93953	219.0	92.0
104326057	0.0	0.0
399687	8400.0	6274.0
104326058	3.0	2.0
100506776	100.0	103.0
348094	1471.0	318.0
160760	4651.0	4247.0
348093	714.0	151.0
387695	0.0	0.0
104326055	14.0	13.0
93948	14.0	2.0
399693	0.0	4.0
104326053	0.0	0.0
399694	271.0	86.0
104326054	1.0	1.0
104326051	2.0	0.0
104326052	13.0	7.0
133150	0.0	0.0
399697	0.0	1.0
100506765	0.0	0.0
387694	13.0	29.0
102724706	0.0	0.0
54361	368.0	1364.0
54360	375.0	128.0
54363	1.0	0.0
387684	0.0	1.0
147798	2999.0	11344.0
159770	1.0	0.0
100506769	0.0	0.0
93973	3050.0	3647.0
399668	1195.0	75.0
100506795	174.0	24.0
399669	249.0	134.0
399664	1063.0	1906.0
399666	0.0	0.0
93974	2666.0	7229.0
399665	9237.0	27475.0
100506791	0.0	3.0
81993	2.0	2.0
399671	198.0	161.0
399670	0.0	71.0
160777	1.0	198.0
91300	2882.0	6027.0
100506783	157.0	143.0
91304	5214.0	4092.0
100506787	0.0	0.0
100293948	2.0	10.0
204219	100.0	26.0
121130	0.0	0.0
145165	21.0	9.0
54386	7086.0	5053.0
123787	0.0	3.0
652670	3.0	1.0
121129	0.0	0.0
100506733	0.0	0.0
147746	25.0	25.0
255812	1182.0	544.0
147741	2.0	2.0
147744	2.0	5.0
100506737	54.0	13.0
100506736	305.0	151.0
160728	19.0	0.0
100506724	0.0	0.0
100506723	5.0	4.0
93986	861.0	284.0
100506721	0.0	0.0
100913183	12.0	0.0
100913182	0.0	1.0
91319	549.0	572.0
93979	23.0	2.0
91316	157.0	53.0
133121	49.0	25.0
93978	0.0	4.0
100506753	255.0	265.0
91355	504.0	215.0
91353	0.0	0.0
100506757	3.0	1.0
100506755	361.0	28.0
91351	2842.0	2719.0
100506759	0.0	0.0
107080641	1.0	0.0
100506742	107.0	46.0
348021	0.0	0.0
107080653	0.0	0.0
255809	50.0	119.0
100506749	9.0	18.0
107080654	0.0	5.0
107080655	0.0	0.0
107080652	2.0	1.0
348013	842.0	312.0
338692	2406.0	1865.0
338699	1518.0	3831.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	954.0	606.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	7601.0	20812.0
196792	84.0	56.0
107080620	8.0	16.0
56938	567.0	430.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	1.0	0.0
56934	5.0	7.0
56935	773.0	511.0
56936	47.0	1.0
56940	4543.0	3200.0
107080639	22.0	114.0
56941	4357.0	3936.0
56942	918.0	920.0
56943	4097.0	6611.0
107080636	33.0	0.0
107080637	0.0	0.0
56948	735.0	624.0
56949	4253.0	3634.0
107080632	7.0	3.0
56944	5685.0	9280.0
56945	2345.0	3580.0
56946	3944.0	4817.0
56947	4536.0	6142.0
107080630	12.0	3.0
100506713	494.0	300.0
100506712	1.0	1.0
100506710	9000.0	13702.0
338674	0.0	0.0
338675	1.0	0.0
56951	7708.0	12559.0
56952	645.0	393.0
56953	180.0	433.0
102724774	1.0	1.0
56954	3664.0	5168.0
56950	3254.0	2758.0
100506715	0.0	0.0
100506714	465.0	323.0
56955	1.0	1.0
56956	0.0	1.0
56957	6114.0	8494.0
8600	13.0	28.0
8601	26.0	23.0
723790	1.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	1434.0	1209.0
56963	3291.0	391.0
56964	274.0	495.0
56965	5140.0	5240.0
56961	1.0	4.0
56967	3583.0	960.0
56969	21.0	7.0
8611	7156.0	4636.0
8612	3243.0	7902.0
81926	1768.0	1217.0
145173	1575.0	1798.0
81928	807.0	1265.0
338651	27.0	310.0
81929	3473.0	4554.0
338653	9.0	2.0
81930	104.0	257.0
56975	3271.0	2185.0
81931	460.0	1819.0
81932	1981.0	2294.0
56970	5141.0	6107.0
56971	395.0	182.0
8604	3377.0	2344.0
8605	701.0	714.0
8602	3796.0	5777.0
8603	4451.0	4319.0
8608	89.0	170.0
56977	1830.0	381.0
8609	7487.0	2700.0
56978	353.0	124.0
56979	0.0	0.0
8607	2215.0	3901.0
8622	1806.0	558.0
8623	2548.0	3365.0
8620	0.0	0.0
8621	7285.0	8704.0
338645	547.0	191.0
56984	3905.0	5659.0
56985	911.0	752.0
56986	3510.0	4499.0
338637	0.0	0.0
56987	12732.0	14831.0
102724742	0.0	0.0
56980	1682.0	1839.0
56981	2610.0	816.0
56983	2223.0	2249.0
8615	10509.0	18757.0
54329	214.0	189.0
54328	307.0	143.0
8613	20942.0	6697.0
8614	43136.0	57351.0
8618	9.0	72.0
8630	79.0	723.0
8633	1249.0	1757.0
8634	2110.0	3289.0
8631	662.0	2105.0
8632	278.0	112.0
56990	7489.0	5175.0
169166	118.0	39.0
554175	4.0	2.0
54332	1760.0	2081.0
56995	4766.0	6760.0
255877	3009.0	2903.0
664616	0.0	0.0
56996	2612.0	2544.0
54331	4609.0	1981.0
56997	6750.0	1327.0
664614	1.0	0.0
56998	4090.0	4897.0
664613	0.0	0.0
664612	0.0	0.0
56992	79.0	461.0
56993	3977.0	3558.0
56994	11232.0	10501.0
8626	10099.0	1875.0
8624	1143.0	1959.0
8625	1616.0	2963.0
56999	3754.0	2324.0
664617	0.0	0.0
8629	2458.0	626.0
8641	181.0	31.0
8644	7089.0	2161.0
8645	723.0	816.0
8642	9642.0	4015.0
8643	776.0	283.0
652624	0.0	2.0
196743	337.0	389.0
54346	0.0	0.0
54345	1814.0	768.0
54344	670.0	1270.0
8637	334.0	144.0
8638	158.0	348.0
8635	1956.0	5893.0
8636	1684.0	3066.0
8639	27139.0	2824.0
196740	3522.0	1755.0
8651	137.0	57.0
8650	9053.0	10236.0
8655	8825.0	15917.0
101928685	9.0	3.0
8653	1.0	1.0
8654	6521.0	2070.0
101928684	0.0	0.0
101928689	15.0	2.0
101928687	1.0	1.0
8648	12869.0	15669.0
8649	5006.0	8388.0
8646	986.0	2897.0
8647	56.0	4.0
8662	12941.0	13964.0
8663	462.0	429.0
6001	1220.0	4583.0
8660	7480.0	1316.0
8661	25283.0	25157.0
6000	5.0	110.0
6003	96.0	116.0
8666	8094.0	5419.0
8667	16897.0	31117.0
6002	3833.0	2796.0
8664	18546.0	8970.0
6005	23.0	0.0
6004	4087.0	3780.0
8665	12972.0	12073.0
101928698	24.0	0.0
8659	2300.0	2996.0
8658	8063.0	9183.0
8673	4470.0	12177.0
6010	4.0	1.0
8674	3586.0	2910.0
8671	415.0	52446.0
8672	8309.0	10996.0
6011	4.0	11.0
8677	1725.0	2106.0
6014	0.0	0.0
6013	14.0	98.0
8678	5606.0	8410.0
8675	8052.0	4727.0
6016	3623.0	3229.0
8676	778.0	206.0
6015	2908.0	2245.0
253260	7917.0	8223.0
338707	610.0	990.0
6007	0.0	4.0
6006	46.0	208.0
8668	11132.0	22675.0
6009	4229.0	4530.0
8669	5897.0	8824.0
6008	3.0	3.0
8685	816.0	8.0
8682	26271.0	24515.0
6023	0.0	0.0
8683	3798.0	6284.0
8688	1.0	6.0
8689	2.0	3.0
8686	3.0	72.0
8687	1.0	0.0
253272	6.0	12.0
8681	983.0	313.0
253264	10.0	7.0
6018	4547.0	5601.0
6017	2.0	2.0
6019	60.0	2437.0
6031	0.0	4.0
6034	1.0	0.0
8693	74.0	102.0
8694	2630.0	4097.0
6033	0.0	0.0
6036	7.0	24.0
6035	18100.0	2726.0
8697	3615.0	4690.0
6038	559.0	559.0
8698	136.0	56.0
6037	1.0	0.0
101928646	1.0	1.0
554234	0.0	1.0
8692	4958.0	5556.0
6030	5.0	8.0
8690	2216.0	1714.0
554225	38.0	34.0
554226	0.0	0.0
6029	0.0	0.0
170082	662.0	2912.0
6043	0.0	0.0
6045	3307.0	5923.0
6044	0.0	0.0
6047	5853.0	8592.0
6046	27409.0	27379.0
6049	4979.0	6800.0
100421217	0.0	0.0
6048	2594.0	3721.0
100421219	0.0	0.0
101928656	2.0	0.0
6041	2182.0	2319.0
554213	0.0	0.0
554214	0.0	0.0
56904	7035.0	7418.0
56905	3501.0	2413.0
6039	803.0	1394.0
56906	302.0	280.0
56907	2765.0	2796.0
56900	6806.0	12609.0
56901	1565.0	602.0
56902	1629.0	2925.0
56903	6.0	0.0
100421222	0.0	0.0
375612	4.0	2.0
375611	139.0	152.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	1.0
6059	6493.0	9938.0
554210	17.0	9.0
100528062	507.0	595.0
554212	0.0	0.0
6050	9135.0	9275.0
100528064	2.0	4.0
375616	88.0	12.0
6051	4999.0	13571.0
56910	13067.0	18824.0
554202	16.0	3.0
554203	1920.0	1852.0
56915	769.0	864.0
56916	5049.0	6463.0
56917	1145.0	2706.0
56918	0.0	0.0
56911	381.0	332.0
56912	2875.0	7847.0
56913	2804.0	6550.0
100421220	0.0	0.0
56914	2.0	27.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	3098.0	3732.0
6069	0.0	0.0
375607	0.0	2.0
554201	4.0	0.0
6060	0.0	0.0
56920	16939.0	3894.0
56926	2405.0	3332.0
56927	4773.0	4621.0
56928	2713.0	2032.0
56929	5430.0	7804.0
56922	2575.0	3210.0
56923	5.0	4.0
56924	34.0	8.0
56925	1482.0	597.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	1.0	3.0
6075	0.0	0.0
6078	2.0	2.0
6079	1.0	2.0
101928601	51.0	215.0
6070	27.0	5.0
91252	3048.0	2547.0
6071	4.0	4.0
6074	0.0	0.0
101928603	3.0	0.0
101928604	0.0	0.0
101928607	86.0	949.0
387612	0.0	0.0
147700	330.0	44.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	1.0
101928611	0.0	1.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	1.0	0.0
123722	17.0	7.0
387601	9.0	56.0
123720	2613.0	2401.0
147710	2.0	0.0
147711	18.0	57.0
147719	1.0	2.0
6098	1.0	1.0
6097	3418.0	4200.0
6092	99.0	1097.0
6091	2955.0	2768.0
6094	251.0	285.0
100528020	0.0	0.0
6093	11627.0	12576.0
100528021	1.0	2.0
6096	140.0	145.0
6095	3836.0	3533.0
91272	3771.0	6404.0
147727	2613.0	2380.0
387638	0.0	0.0
100528030	34.0	30.0
101928638	0.0	0.0
100528032	19.0	12.0
100421271	0.0	0.0
100506697	57.0	11.0
100506696	106.0	379.0
91298	2189.0	2364.0
100528007	0.0	0.0
123775	254.0	348.0
91289	3946.0	2827.0
399656	7.0	6.0
100506686	978.0	1230.0
100506685	34.0	18.0
100528016	0.0	2.0
100528017	1307.0	35.0
100528018	0.0	0.0
100528019	5.0	0.0
100506681	4.0	6.0
91283	1129.0	1011.0
100506680	51.0	4.0
387646	190.0	170.0
387647	0.0	0.0
387644	34.0	62.0
387640	183.0	52.0
100421295	90.0	107.0
387680	4570.0	4303.0
375686	7.0	10.0
123745	0.0	2.0
100506898	112.0	33.0
100506897	3.0	0.0
390992	0.0	0.0
54471	4748.0	2764.0
54470	1117.0	1121.0
390996	4.0	7.0
390999	0.0	0.0
54475	1697.0	1275.0
387338	2683.0	3784.0
54474	1.0	1.0
54472	4464.0	6040.0
389997	0.0	0.0
54478	20.0	60.0
54477	4943.0	2699.0
387332	4.0	1.0
54476	6186.0	5031.0
91404	11127.0	12047.0
91405	27.0	23.0
91408	4516.0	7020.0
91409	264.0	1545.0
375346	252.0	300.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	245.0	347.0
389990	1.0	2.0
102724827	331.0	211.0
54482	2102.0	2031.0
102724820	42.0	29.0
100506881	202.0	227.0
54480	3972.0	8169.0
387328	0.0	3.0
387325	7.0	57.0
145497	5.0	4.0
400866	0.0	0.0
387323	1.0	3.0
387321	3.0	2.0
54487	3738.0	2547.0
387322	0.0	0.0
375350	1.0	2.0
723809	47.0	14.0
338391	7.0	3.0
91433	636.0	463.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	1.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	1.0
387362	0.0	0.0
54492	7170.0	2031.0
54491	1491.0	1716.0
54490	10.0	856.0
54497	6885.0	11362.0
54496	2201.0	1713.0
448835	0.0	0.0
54495	7155.0	7000.0
448834	0.0	0.0
387359	0.0	0.0
387357	233.0	257.0
54499	7439.0	15477.0
121498	0.0	0.0
54498	432.0	281.0
170463	1803.0	1696.0
157489	369.0	600.0
338382	776.0	437.0
390980	542.0	514.0
338388	0.0	0.0
448831	1.0	0.0
400841	12.0	9.0
91419	445.0	450.0
91452	4448.0	6737.0
338376	13.0	0.0
145447	122.0	31.0
100313532	2.0	9.0
91442	195.0	437.0
375387	1240.0	332.0
91445	4440.0	3429.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	199.0	48.0
100506872	0.0	0.0
169436	125.0	129.0
170425	12.0	0.0
133491	1.0	3.0
91464	0.0	0.0
100506866	917.0	501.0
400892	12.0	13.0
400891	4.0	3.0
91461	2023.0	299.0
145483	2161.0	1802.0
145482	1239.0	1914.0
338339	2.0	2.0
100506810	73.0	252.0
338328	6793.0	203.0
100506815	16.0	17.0
326337	0.0	0.0
326339	0.0	0.0
338321	20.0	0.0
338322	10.0	0.0
338323	9.0	1.0
338324	0.0	0.0
341965	0.0	1.0
326341	0.0	0.0
326340	2.0	1.0
326343	14.0	27.0
326342	72.0	122.0
54407	35796.0	19137.0
8710	8.0	13.0
100506834	525.0	115.0
8711	1894.0	3178.0
54413	301.0	110.0
8703	3145.0	5945.0
101410540	0.0	0.0
8704	2578.0	4223.0
101410541	0.0	0.0
8701	167.0	31.0
101410542	0.0	0.0
54414	3308.0	8924.0
8702	1476.0	2698.0
100506835	160.0	49.0
101410543	14.0	3.0
8707	121.0	37.0
101410544	8.0	7.0
8708	322.0	26.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	638.0	718.0
8706	1900.0	3052.0
326315	7.0	7.0
326317	0.0	0.0
8721	7515.0	9117.0
8722	8420.0	4259.0
8720	19146.0	12833.0
101410537	12.0	7.0
101410538	2218.0	3343.0
341947	2.0	0.0
8714	2326.0	2895.0
8715	26.0	12.0
100506826	36.0	33.0
8712	0.0	0.0
8718	746.0	256.0
101410533	19.0	68.0
101410534	0.0	0.0
326325	2.0	1.0
101410535	144.0	92.0
8717	998.0	697.0
54429	113.0	59.0
101410536	0.0	0.0
326307	703.0	548.0
8732	1887.0	2237.0
8733	5693.0	6720.0
8731	5113.0	5204.0
54431	12363.0	25439.0
400836	0.0	0.0
170487	81.0	26.0
54435	71.0	13.0
54434	6418.0	6680.0
400831	45.0	11.0
54433	1451.0	1574.0
400830	116.0	70.0
54432	2555.0	9195.0
54439	3551.0	4346.0
8725	7022.0	9666.0
8726	1768.0	2128.0
54438	6460.0	1401.0
54437	114.0	134.0
8723	3930.0	6060.0
326310	104.0	152.0
8724	11796.0	11831.0
54436	816.0	1056.0
8729	9196.0	16873.0
100337589	0.0	0.0
170485	3.0	2.0
8727	3647.0	2316.0
8728	663.0	1178.0
170482	1.0	3.0
8740	222.0	114.0
8743	25058.0	80284.0
8744	60.0	36.0
8741	785.0	1826.0
8742	3184.0	1701.0
102724868	0.0	0.0
102724866	2.0	3.0
54442	1741.0	3768.0
54441	33.0	11.0
54440	894.0	1431.0
400823	31.0	62.0
102724862	1.0	0.0
54443	146.0	809.0
8736	1688.0	255.0
8737	5549.0	7009.0
8735	28.0	28.0
326300	10.0	16.0
8738	613.0	1065.0
8739	166.0	11.0
8751	13017.0	24678.0
8754	8624.0	3775.0
8755	0.0	0.0
102724853	0.0	12.0
54453	9416.0	15888.0
255512	96.0	288.0
54457	11.0	9.0
54456	65.0	25.0
554049	94.0	129.0
54455	3318.0	3803.0
54454	2460.0	3911.0
8747	25.0	40.0
8748	6.0	15.0
8745	411.0	392.0
54458	3784.0	7530.0
400818	689.0	1704.0
8749	0.0	0.0
8761	9689.0	7623.0
6100	603.0	488.0
8760	12160.0	6313.0
6102	2095.0	3678.0
8766	17860.0	35390.0
6101	35.0	50.0
8763	45214.0	119105.0
6103	2511.0	1597.0
8764	4293.0	2543.0
54460	3336.0	2443.0
54464	9332.0	7751.0
54463	2723.0	9797.0
54462	8149.0	8068.0
54461	4219.0	4417.0
54468	3458.0	6950.0
54467	7445.0	10632.0
54466	23.0	12.0
54465	2053.0	2129.0
255520	3905.0	9264.0
8759	0.0	0.0
8756	0.0	0.0
54469	5798.0	11939.0
8772	579.0	674.0
8773	5356.0	8779.0
8771	0.0	0.0
8776	3693.0	4317.0
8777	10674.0	5838.0
8774	3702.0	4987.0
8775	5441.0	14217.0
101928566	1.0	0.0
8767	1334.0	2180.0
6120	3117.0	4439.0
101928571	2.0	6.0
8784	65.0	450.0
6122	175130.0	106496.0
8781	0.0	0.0
6121	4.0	0.0
8787	238.0	176.0
6124	109304.0	74364.0
6123	12.0	23.0
8788	180.0	8.0
8785	18.0	5.0
6126	29.0	26.0
8786	657.0	325.0
6125	83078.0	51943.0
101928578	474.0	696.0
8780	6759.0	8088.0
6117	8384.0	9946.0
8778	38.0	102.0
6119	995.0	2328.0
6118	4076.0	5987.0
8794	162.0	227.0
8795	4251.0	3975.0
6130	73196.0	73556.0
8792	1950.0	466.0
6133	50096.0	40069.0
6132	70923.0	48504.0
8793	1012.0	148.0
8798	964.0	3292.0
6135	70965.0	59207.0
8799	2789.0	4552.0
6134	91299.0	89181.0
8796	29.0	3.0
6137	56043.0	25376.0
8797	1471.0	1471.0
6136	40873.0	37023.0
100421307	1.0	0.0
101735302	793.0	326.0
8790	2144.0	5051.0
100134444	0.0	0.0
6128	49822.0	46585.0
8789	8.0	5.0
6129	56844.0	45987.0
6142	16179.0	14355.0
6141	34631.0	41289.0
100421311	17.0	15.0
6144	23404.0	18174.0
6143	62295.0	58542.0
100421313	7.0	4.0
6146	32719.0	29354.0
6145	1.0	2.0
6148	0.0	0.0
6147	32673.0	38103.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	3.0	6.0
6139	3146.0	2568.0
6138	79059.0	65425.0
6152	33718.0	35120.0
6155	33291.0	33643.0
6154	25238.0	20535.0
100421324	1.0	1.0
6157	41798.0	37384.0
6156	45151.0	39933.0
6159	31669.0	31595.0
6158	23608.0	33752.0
100421328	4.0	0.0
6150	845.0	1102.0
101928527	602.0	672.0
6164	41755.0	37683.0
6163	72.0	10.0
6166	9420.0	9884.0
6165	38276.0	34805.0
6168	47592.0	46195.0
6167	43369.0	30470.0
100421338	1.0	3.0
6169	20963.0	19394.0
101928536	0.0	0.0
6160	48483.0	46012.0
101928537	0.0	0.0
6161	59772.0	46582.0
100421331	0.0	1.0
6175	79238.0	90610.0
6174	92.0	105.0
6176	60931.0	79654.0
101928545	236.0	86.0
6171	14603.0	13719.0
6170	9025.0	8225.0
6173	5642.0	4715.0
6172	555.0	529.0
100421340	0.0	0.0
100421341	4.0	6.0
100421354	0.0	0.0
6185	18506.0	37601.0
101928550	23.0	13.0
6188	74837.0	62334.0
6187	39288.0	55464.0
100421357	2.0	3.0
6189	41188.0	37880.0
101928555	703.0	11.0
6182	319.0	335.0
6181	36634.0	25888.0
6184	16756.0	31972.0
101928559	0.0	0.0
6183	722.0	1141.0
100421350	23.0	26.0
100421351	13.0	8.0
100421353	0.0	5.0
6197	12776.0	4603.0
6196	10394.0	4914.0
6199	1625.0	3065.0
6198	5543.0	7051.0
6191	134753.0	112365.0
6193	28886.0	26564.0
6192	0.0	0.0
91373	1504.0	1409.0
6195	2677.0	8123.0
6194	140750.0	114028.0
390916	1613.0	1857.0
145407	710.0	799.0
100421363	7.0	1.0
100421376	0.0	0.0
100421379	2.0	1.0
91369	8847.0	7920.0
91368	1073.0	2023.0
652489	2.0	1.0
390924	23.0	31.0
389901	13.0	15.0
390928	4.0	2.0
390927	1553.0	1605.0
100421371	7.0	3.0
100421374	27.0	17.0
389903	0.0	0.0
100421389	7.0	3.0
91392	962.0	603.0
389935	0.0	0.0
389932	8.0	3.0
100421384	31.0	30.0
100421398	6.0	6.0
100421399	0.0	1.0
101928513	5.0	8.0
91380	0.0	0.0
390904	0.0	0.0
145438	81.0	103.0
100421390	1.0	1.0
100421391	0.0	0.0
100421395	13.0	25.0
100421397	5.0	4.0
375316	140.0	81.0
375318	0.0	0.0
390963	255.0	188.0
375307	12.0	78.0
389941	36.0	15.0
389948	0.0	323.0
375337	0.0	0.0
377997	0.0	0.0
387316	1.0	0.0
121456	98.0	53.0
387317	0.0	0.0
121457	1579.0	1860.0
389976	0.0	2.0
375341	1158.0	1433.0
387319	0.0	0.0
375323	18.0	1.0
