id	7e450615-1252-4b4c-bebb-0f292dec3ceb	3c49cb1a-c0f5-4b74-81f9-aa18d3da1e43
129881	25.0	114.0
100130418	355.0	25.0
345062	0.0	0.0
286204	235.0	34.0
100129428	0.0	0.0
286205	387.0	805.0
100129427	0.0	0.0
23760	3341.0	1648.0
359748	0.0	0.0
100862854	0.0	0.0
286207	110.0	168.0
359749	0.0	1.0
23761	3640.0	2952.0
100862855	0.0	0.0
23762	476.0	390.0
23764	1822.0	420.0
359744	0.0	2.0
100862850	0.0	0.0
23765	2193.0	1481.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	542.0	42.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	1.0	2.0
359753	0.0	0.0
100129423	0.0	1.0
100130409	0.0	0.0
23779	96.0	91.0
129870	0.0	0.0
100130405	1.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	2799.0	1151.0
359755	0.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	17641.0	16084.0
359761	23.0	7.0
129868	0.0	0.0
23746	0.0	0.0
102465502	0.0	2.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	31.0	20.0
23749	0.0	0.0
100129403	0.0	1.0
345041	12.0	11.0
100129405	142.0	71.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	8165.0	14186.0
102465507	0.0	0.0
23742	2.0	0.0
359766	0.0	1.0
23743	1521.0	172.0
359767	0.0	0.0
102465505	0.0	0.0
130813	8.0	113.0
23744	0.0	1.0
102465504	7.0	1.0
130814	2113.0	3088.0
102465503	0.0	0.0
359774	0.0	8.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	0.0	2.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	2332.0	2122.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	49.0	79.0
347694	0.0	0.0
286239	0.0	0.0
23751	0.0	0.0
102465519	0.0	0.0
23752	5.0	0.0
23753	690.0	1393.0
115207	7439.0	4247.0
359777	3.0	0.0
102465517	0.0	0.0
130827	251.0	297.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1105.0	1378.0
23755	7.0	0.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	24.0	5.0
347688	14.0	57.0
102465524	0.0	0.0
94005	5164.0	7871.0
102465523	0.0	0.0
102465522	0.0	0.0
102465521	0.0	1.0
102465520	0.0	0.0
94009	57.0	23.0
727866	0.0	0.0
57060	2023.0	623.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	13452.0	9722.0
102465526	0.0	0.0
727865	9.0	3.0
102465525	0.0	0.0
84687	3356.0	3887.0
727859	0.0	0.0
84689	86.0	165.0
84688	23.0	10.0
139135	0.0	0.0
84684	0.0	0.0
84681	2281.0	2999.0
84680	1022.0	79.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	0.0	0.0
727851	110.0	73.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	2211.0	6879.0
84676	20.0	6.0
84675	77.0	13.0
140123	0.0	0.0
84678	1309.0	1570.0
84677	0.0	0.0
84672	0.0	0.0
84671	728.0	1004.0
84674	898.0	254.0
84673	0.0	0.0
152101	1.0	0.0
152100	552.0	1110.0
94027	20.0	2.0
94026	0.0	1.0
94025	352.0	20.0
129787	2814.0	1264.0
57088	2236.0	676.0
127124	7.0	0.0
57089	299.0	2036.0
57082	41.0	613.0
57084	0.0	0.0
57085	2517.0	4114.0
152118	0.0	0.0
152110	1308.0	1202.0
154790	24.0	1.0
154791	528.0	419.0
646201	0.0	0.0
57091	89.0	76.0
94015	527.0	211.0
57092	4595.0	4896.0
646202	3.0	11.0
57097	586.0	676.0
57099	786.0	495.0
727879	0.0	0.0
57093	0.0	0.0
166752	6.0	1.0
57094	46.0	21.0
57095	3398.0	1508.0
57096	41.0	58.0
139163	0.0	0.0
84698	356.0	286.0
84699	2.0	5.0
84694	0.0	0.0
84693	646.0	764.0
100499563	0.0	1.0
84696	165.0	146.0
84695	323.0	683.0
84690	49.0	6.0
84692	6.0	1.0
84691	3.0	13.0
130752	104.0	52.0
646213	0.0	0.0
100130495	9.0	2.0
646208	7.0	36.0
94039	476.0	1341.0
94031	2427.0	2249.0
94030	79.0	26.0
100130484	0.0	0.0
94033	0.0	0.0
94032	20.0	50.0
727810	3.0	1.0
100130481	1.0	0.0
100130480	0.0	0.0
115196	552.0	460.0
727805	0.0	3.0
139105	0.0	1.0
646218	0.0	1.0
347744	50.0	45.0
347741	22.0	1.0
646231	0.0	0.0
154743	549.0	564.0
130773	2.0	0.0
727842	0.0	1.0
100129480	90.0	278.0
100129482	1182.0	351.0
727837	0.0	0.0
347736	25.0	7.0
347733	2525.0	18.0
347732	31.0	42.0
347735	3850.0	16056.0
347734	3074.0	7865.0
347731	0.0	3.0
646243	0.0	1.0
94059	288.0	386.0
347730	7.0	0.0
646249	0.0	0.0
201305	42.0	44.0
100130466	0.0	0.0
727833	0.0	0.0
727835	0.0	0.0
100130462	0.0	0.0
94056	4119.0	17534.0
100130461	1.0	1.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	69.0	26.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	7306.0	8858.0
347717	0.0	0.0
347716	11.0	13.0
101154644	0.0	0.0
152195	269.0	86.0
100288831	0.0	0.0
164153	11.0	10.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	278.0	210.0
347705	3.0	1.0
347702	0.0	0.0
152185	684.0	1911.0
347701	0.0	0.0
100288827	2.0	0.0
100288825	6.0	0.0
57000	24.0	38.0
57001	497.0	60.0
84618	1.0	0.0
84617	9922.0	1377.0
84619	376.0	321.0
57007	2703.0	498.0
84624	532.0	1516.0
84627	440.0	353.0
84626	754.0	590.0
57002	625.0	620.0
57003	5513.0	9385.0
84620	258.0	418.0
84623	34.0	19.0
57004	0.0	0.0
84622	522.0	878.0
100288814	0.0	1.0
57010	378.0	32.0
57017	2574.0	1913.0
84614	731.0	1121.0
57018	3114.0	1805.0
57019	2098.0	1541.0
84616	0.0	0.0
84612	475.0	3924.0
57016	2289.0	2.0
96626	0.0	0.0
100288805	44.0	21.0
100288801	8.0	0.0
100288802	0.0	0.0
57020	3779.0	6656.0
164127	5.0	3.0
166785	588.0	1013.0
84639	0.0	1.0
84647	0.0	0.0
84649	38915.0	2237.0
60678	1332.0	1750.0
60677	0.0	5.0
84648	1.0	0.0
60676	82.0	2.0
84643	0.0	0.0
60675	4.0	2.0
139170	8.0	0.0
101154686	0.0	0.0
84645	171.0	26.0
60674	10523.0	2044.0
57026	33.0	33.0
60673	1457.0	2999.0
152138	0.0	0.0
60672	1093.0	491.0
152137	5423.0	1190.0
252946	0.0	0.0
84641	3002.0	2205.0
252948	0.0	0.0
84640	1161.0	3263.0
252949	0.0	0.0
154796	2268.0	2755.0
96610	152.0	45.0
164118	7.0	2.0
84629	7970.0	8643.0
84628	39.0	30.0
727897	469.0	13.0
57030	230.0	24.0
84636	8.0	12.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	1963.0	519.0
84632	4057.0	546.0
60686	1090.0	983.0
84631	17.0	0.0
57037	1793.0	832.0
84634	0.0	6.0
60685	5010.0	7578.0
105370183	0.0	0.0
57038	2247.0	1097.0
60684	1788.0	2952.0
60682	574.0	295.0
60681	6392.0	14882.0
84630	10.0	38.0
60680	217.0	316.0
252953	0.0	0.0
252954	0.0	0.0
139189	1.0	0.0
252955	0.0	0.0
252956	1.0	1.0
57045	1668.0	1382.0
84669	1391.0	1951.0
84668	3030.0	380.0
84665	9.0	0.0
57047	7.0	3.0
84664	0.0	0.0
84667	2.0	4.0
84666	0.0	0.0
84661	1613.0	3088.0
84660	4.0	21.0
84662	933.0	1448.0
648809	1.0	0.0
648822	1.0	0.0
57053	40.0	18.0
57054	0.0	0.0
57055	0.0	0.0
57050	2268.0	2913.0
166793	323.0	163.0
84658	0.0	13.0
84657	80.0	31.0
84659	347.0	15.0
84654	0.0	0.0
57057	0.0	0.0
84656	5499.0	11353.0
84650	1471.0	849.0
84651	0.0	1.0
100132917	0.0	0.0
100132918	0.0	0.0
252983	510.0	1494.0
441073	33.0	23.0
100132920	0.0	0.0
100132923	5.0	15.0
100132929	1.0	1.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	1.0
252995	178.0	17.0
441061	0.0	0.0
100132932	0.0	0.0
100132938	3.0	0.0
100288785	0.0	0.0
441094	605.0	136.0
100132940	0.0	0.0
252968	0.0	0.0
252969	1983.0	1240.0
100132948	13.0	8.0
100132949	0.0	0.0
286310	0.0	0.0
404093	2434.0	6655.0
286319	1064.0	2061.0
100288772	2.0	1.0
441027	2489.0	11187.0
441026	1.0	0.0
441024	419.0	564.0
441032	389.0	90.0
84803	413.0	658.0
164091	1372.0	780.0
100132963	6.0	0.0
100132965	0.0	0.0
100132967	0.0	0.0
152098	65.0	137.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	5.0	0.0
100132979	0.0	0.0
359803	0.0	2.0
359804	4.0	1.0
100288742	0.0	0.0
359806	0.0	0.0
84816	356.0	398.0
359800	0.0	1.0
84818	2919.0	6158.0
441046	27.0	7.0
84817	1600.0	2473.0
359802	0.0	0.0
84823	1967.0	2787.0
57205	861.0	399.0
441054	89.0	24.0
84824	27.0	117.0
441051	3.0	1.0
441050	9.0	41.0
84820	223.0	113.0
100132987	0.0	3.0
57209	977.0	659.0
100288739	0.0	0.0
84809	699.0	244.0
84808	137.0	199.0
57210	1271.0	841.0
84804	481.0	660.0
100288730	136.0	23.0
84807	235.0	61.0
441034	49.0	14.0
84812	460.0	1392.0
57215	1928.0	1438.0
84811	1630.0	709.0
57216	1992.0	129.0
57217	2223.0	1674.0
84814	310.0	70.0
100132992	1.0	0.0
57211	560.0	79.0
100132994	0.0	0.0
57212	1986.0	712.0
57213	635.0	615.0
100132995	1.0	1.0
57214	140.0	718.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	12.0	0.0
100130335	5.0	8.0
648791	319.0	36.0
359822	2.0	0.0
100129347	22.0	0.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	0.0	1.0
130728	2.0	0.0
286380	0.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	0.0	1.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	8.0	8.0
100130311	736.0	596.0
100130310	0.0	0.0
130733	513.0	70.0
359844	0.0	0.0
359845	3110.0	754.0
727914	0.0	1.0
727915	0.0	0.0
100129325	0.0	0.0
100129320	22.0	1.0
646168	15.0	7.0
100129319	0.0	0.0
100130307	3.0	1.0
100129315	0.0	0.0
100130302	1.0	0.0
727910	1533.0	1177.0
100130301	10.0	4.0
345193	23.0	22.0
130749	25.0	5.0
646164	0.0	0.0
727909	1.0	0.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	1.0	0.0
646171	21.0	6.0
646175	0.0	0.0
646174	1.0	0.0
115123	343.0	369.0
286333	56.0	25.0
286336	447.0	329.0
115106	1215.0	1875.0
100306975	0.0	1.0
115111	53.0	9.0
286343	1789.0	9801.0
286348	1.0	0.0
646193	0.0	0.0
100886964	0.0	0.0
646192	8.0	19.0
646196	8.0	1.0
646195	10490.0	5123.0
100534599	2.0	0.0
130700	0.0	0.0
100306951	306.0	295.0
100534595	110.0	53.0
100132911	0.0	0.0
100534592	0.0	4.0
100534593	18.0	15.0
286362	0.0	0.0
100132916	0.0	0.0
100240709	0.0	2.0
129684	2.0	0.0
57180	369.0	499.0
129685	1506.0	1830.0
100240707	1.0	1.0
727982	5.0	0.0
57185	3344.0	1798.0
727987	0.0	0.0
57186	2988.0	3814.0
57187	2216.0	3713.0
57188	353.0	1745.0
57181	777.0	1988.0
94122	242.0	1839.0
57182	1262.0	9157.0
727984	2.0	1.0
94121	1677.0	5650.0
94120	589.0	126.0
57184	1004.0	930.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	19.0	4.0
57189	2999.0	6108.0
359792	6.0	7.0
127018	784.0	1293.0
359793	0.0	0.0
100240711	1.0	0.0
100240712	3.0	0.0
100240710	1.0	0.0
345258	0.0	1.0
100240713	0.0	0.0
94115	0.0	0.0
57190	9811.0	8429.0
727970	6.0	0.0
57191	70.0	147.0
166614	212.0	102.0
57198	2371.0	3366.0
57192	1315.0	1993.0
359799	0.0	0.0
57194	837.0	293.0
727969	0.0	0.0
84798	1701.0	2525.0
140004	0.0	0.0
84793	84.0	146.0
84792	1142.0	1649.0
84795	1511.0	688.0
84791	269.0	524.0
84790	2643.0	3622.0
154661	136.0	85.0
154664	48.0	4.0
166647	3066.0	1405.0
127003	16.0	21.0
127002	251.0	114.0
115019	10.0	2.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	6.0	9.0
100130391	0.0	0.0
115024	3899.0	2267.0
142679	231.0	259.0
648729	7.0	0.0
142678	1320.0	736.0
347894	0.0	0.0
102465436	0.0	0.0
94137	11.0	10.0
727991	0.0	0.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	5.0	7.0
100130386	1.0	0.0
94134	1633.0	2703.0
100130384	0.0	0.0
100130383	0.0	1.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	28.0	19.0
100129394	10.0	3.0
142683	0.0	0.0
142686	57.0	40.0
142685	0.0	0.0
152007	2064.0	761.0
152006	2749.0	2829.0
142689	16.0	5.0
140028	0.0	0.0
152002	1057.0	1168.0
100129396	0.0	2.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	0.0	0.0
345222	16.0	14.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	0.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	3.0	1.0
100130376	0.0	0.0
94160	2.0	13.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	20.0	491.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	526.0	772.0
100129385	0.0	0.0
100129387	1170.0	446.0
102465458	0.0	0.0
102465457	0.0	0.0
94158	26.0	9.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	1.0	4.0
102465451	0.0	0.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	4.0	0.0
102465469	0.0	0.0
102465468	0.0	0.0
102465467	0.0	0.0
347862	2998.0	3254.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	1.0	0.0
646114	0.0	1.0
102465462	0.0	0.0
100009676	166.0	251.0
727964	4.0	0.0
100129361	1953.0	1128.0
102465461	0.0	0.0
102465460	1.0	0.0
646108	9.0	6.0
100129368	0.0	0.0
347853	2.0	5.0
102465479	0.0	0.0
102465478	1.0	0.0
102465477	0.0	1.0
102465476	0.0	0.0
100130348	82.0	24.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	1699.0	1703.0
100009667	0.0	0.0
100130342	0.0	0.0
100009668	9.0	3.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	3.0
100129357	46.0	31.0
100129351	0.0	0.0
100129354	9.0	3.0
102465489	0.0	0.0
102465488	0.0	0.0
100288726	0.0	0.0
102465487	1.0	0.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	0.0	0.0
164045	21.0	13.0
57105	133.0	39.0
57106	548.0	1176.0
84726	7225.0	9427.0
57107	1052.0	941.0
84725	602.0	918.0
57108	3.0	1.0
57101	141.0	116.0
84720	1779.0	6664.0
57102	821.0	608.0
57103	306.0	347.0
84722	316.0	739.0
57104	24264.0	9568.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1953.0	1774.0
102465499	0.0	0.0
100288713	11.0	10.0
102465496	5.0	1.0
102465495	0.0	0.0
100288711	1.0	0.0
84709	266.0	10.0
57110	122.0	7.0
57111	3124.0	5763.0
84706	3498.0	594.0
84705	725.0	1150.0
84708	891.0	977.0
84707	1365.0	169.0
57116	7.0	47.0
57117	1408.0	1833.0
57118	721.0	2238.0
57119	1.0	0.0
57113	0.0	0.0
57115	13.0	0.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	1.0	1.0
102465490	0.0	0.0
152065	0.0	0.0
100288702	0.0	0.0
57120	1813.0	1721.0
57121	261.0	376.0
57122	1875.0	2373.0
201456	109.0	30.0
127086	0.0	1.0
57127	7.0	69.0
57128	2038.0	1538.0
57129	1517.0	2130.0
84747	4062.0	2955.0
57124	6055.0	989.0
57125	1379.0	979.0
57126	56.0	82.0
84740	7.0	22.0
152078	391.0	23.0
127074	0.0	0.0
57130	3036.0	6056.0
57132	2823.0	1984.0
84727	343.0	284.0
127077	0.0	0.0
84735	5.0	0.0
84734	386.0	291.0
57139	408.0	302.0
115098	3499.0	3159.0
201475	2352.0	811.0
57134	1423.0	3319.0
57135	0.0	0.0
57136	12290.0	21331.0
84733	282.0	385.0
57142	26128.0	20068.0
57143	465.0	632.0
57144	356.0	10.0
201477	0.0	0.0
57140	5024.0	3617.0
57149	2735.0	2979.0
84767	0.0	0.0
140032	0.0	0.0
84769	624.0	1215.0
57146	3434.0	3114.0
57147	1229.0	1529.0
84766	604.0	1132.0
84765	684.0	920.0
57148	3871.0	6920.0
152015	199.0	16.0
57152	9.0	5.0
57153	13952.0	15067.0
166655	0.0	0.0
57154	2573.0	2671.0
84749	1661.0	1366.0
57150	335.0	159.0
57151	0.0	0.0
84759	909.0	634.0
140043	0.0	0.0
57156	352.0	6018.0
57157	521.0	2707.0
139060	1.0	2.0
84752	865.0	1540.0
57158	3342.0	156.0
57159	17.0	2.0
84750	320.0	668.0
152024	0.0	0.0
139067	0.0	0.0
139065	235.0	156.0
94104	1083.0	909.0
94103	9764.0	7264.0
96764	1139.0	1308.0
94107	2569.0	3213.0
57165	190.0	169.0
94101	1662.0	1513.0
57161	936.0	200.0
57162	2170.0	456.0
57167	18.0	25.0
57168	191.0	145.0
57169	4328.0	5717.0
84787	412.0	575.0
57175	5333.0	9875.0
57176	1405.0	6746.0
57171	1141.0	1723.0
57172	3.0	6.0
84779	14.0	0.0
57178	7347.0	11986.0
139081	8.0	0.0
84775	819.0	881.0
57179	6977.0	4462.0
84777	110.0	98.0
84771	23.0	11.0
113655	677.0	2030.0
732538	0.0	0.0
353323	0.0	0.0
353322	212.0	137.0
353324	4.0	17.0
100996279	0.0	0.0
149603	8791.0	10959.0
341333	0.0	1.0
343990	801.0	2529.0
353332	0.0	0.0
149620	0.0	0.0
353333	1.0	0.0
100996266	0.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	9.0	25.0
84900	101.0	410.0
84902	1559.0	1770.0
149628	96.0	37.0
84901	2057.0	3732.0
341315	343.0	29.0
113622	242.0	60.0
353355	74.0	330.0
149643	3.0	1.0
150622	6.0	0.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	0.0	0.0
642513	0.0	0.0
100852405	0.0	0.0
642517	193.0	117.0
100852410	28.0	28.0
84919	3126.0	4236.0
84918	1961.0	1759.0
389322	35.0	25.0
390311	0.0	0.0
389320	0.0	2.0
390313	0.0	0.0
84915	237.0	1170.0
84914	736.0	4943.0
497190	8.0	6.0
84916	2950.0	1521.0
84922	1168.0	1134.0
390318	0.0	0.0
84924	373.0	581.0
84923	1023.0	1209.0
84920	97.0	422.0
123016	1669.0	1985.0
497189	19.0	7.0
642521	0.0	0.0
390320	0.0	0.0
84908	2167.0	1654.0
390321	0.0	0.0
353376	11.0	11.0
390322	0.0	0.0
390323	0.0	0.0
654502	1.0	3.0
84909	2688.0	470.0
390324	0.0	0.0
654503	0.0	0.0
84904	180.0	379.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	0.0	0.0
654506	22.0	9.0
84905	422.0	341.0
84911	225.0	409.0
390329	0.0	0.0
84910	1962.0	5591.0
84913	1294.0	56.0
84912	947.0	781.0
113691	16.0	3.0
642538	0.0	0.0
113675	643.0	863.0
84937	1191.0	947.0
84936	1942.0	2440.0
84939	3289.0	1660.0
84938	631.0	720.0
84944	2.0	3.0
57325	1732.0	867.0
57326	15992.0	16438.0
84946	1143.0	562.0
84945	767.0	908.0
84940	192.0	12.0
389336	299.0	101.0
389337	4021.0	4293.0
84942	380.0	479.0
84941	238.0	2341.0
642546	2.0	7.0
343930	0.0	0.0
84929	18.0	115.0
389333	368.0	570.0
84926	6249.0	4430.0
84925	1026.0	2063.0
84928	804.0	2558.0
57336	375.0	671.0
84933	286.0	374.0
84932	1046.0	1065.0
57337	539.0	845.0
84935	854.0	171.0
57338	19.0	8.0
84934	1195.0	2265.0
57332	286.0	782.0
57333	1989.0	1162.0
84931	5.0	1.0
84930	424.0	672.0
57335	385.0	514.0
103752554	0.0	0.0
103752555	0.0	2.0
642559	9.0	1.0
390352	4.0	1.0
390354	673.0	185.0
389362	759.0	580.0
150677	1.0	0.0
150678	2368.0	1992.0
377381	153.0	45.0
162655	204.0	85.0
390363	2.0	3.0
147040	1818.0	2495.0
343901	0.0	0.0
149699	0.0	0.0
150684	1766.0	1836.0
150681	3.0	0.0
159013	1352.0	992.0
221504	0.0	3.0
103752581	25.0	23.0
389386	0.0	0.0
389383	9.0	522.0
389384	0.0	0.0
123041	24.0	14.0
162681	184.0	244.0
123036	2334.0	9413.0
103752587	11.0	1.0
150696	3580.0	6598.0
103752588	8.0	0.0
103752589	9.0	1.0
103752583	0.0	0.0
103752584	27.0	4.0
103752585	2.0	1.0
103752586	0.0	0.0
390340	0.0	1.0
389376	2.0	3.0
221527	441.0	490.0
390394	1.0	3.0
149647	0.0	0.0
389396	0.0	0.0
123099	1804.0	5928.0
389395	0.0	0.0
123096	2572.0	3005.0
137682	866.0	1199.0
390378	0.0	0.0
221545	640.0	852.0
221547	15.0	5.0
147011	198.0	188.0
147007	956.0	1855.0
100996295	9.0	0.0
137695	979.0	1080.0
162632	33.0	95.0
149685	0.0	0.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	186.0	633.0
100996280	0.0	0.0
94240	401.0	687.0
94241	1897.0	8090.0
94236	0.0	0.0
94235	4.0	3.0
94234	82.0	11.0
94239	7013.0	9218.0
94233	6.0	4.0
390294	0.0	0.0
390297	0.0	0.0
390298	0.0	2.0
221584	23.0	117.0
150590	195.0	359.0
94274	2446.0	85.0
94298	0.0	0.0
94297	0.0	0.0
414768	0.0	0.0
642451	0.0	0.0
414766	7.0	44.0
414767	0.0	0.0
654434	359.0	213.0
400123	5.0	3.0
400121	0.0	0.0
57221	1939.0	7864.0
84838	2437.0	2005.0
400120	2.0	0.0
84837	482.0	131.0
84839	8.0	0.0
57226	1717.0	1614.0
84844	1821.0	900.0
84847	8.0	9.0
57228	755.0	1372.0
57222	14343.0	55643.0
402779	0.0	1.0
402778	911.0	6456.0
57223	5070.0	5770.0
57224	1182.0	309.0
84842	24.0	78.0
414776	0.0	0.0
642446	0.0	0.0
414771	0.0	0.0
642448	2.0	0.0
642461	0.0	0.0
642460	3.0	1.0
414777	1060.0	1871.0
414778	13.0	2.0
57231	2484.0	1896.0
400110	0.0	1.0
57232	237.0	380.0
654427	7.0	1.0
84826	0.0	0.0
654429	1.0	0.0
84833	3503.0	2418.0
84836	5966.0	2512.0
84830	341.0	53.0
57234	351.0	31.0
84832	0.0	0.0
654433	2545.0	1034.0
9001	338.0	10.0
9002	196.0	332.0
642475	149.0	99.0
84859	1881.0	1636.0
84867	52.0	29.0
84866	3424.0	2745.0
84869	1538.0	2475.0
84868	786.0	987.0
654463	6.0	2.0
84865	267.0	567.0
84864	1185.0	206.0
84861	1833.0	1252.0
9014	460.0	726.0
9015	176.0	185.0
9013	1840.0	716.0
9019	14088.0	6963.0
9016	603.0	364.0
341392	7.0	0.0
84848	120.0	11.0
84856	145.0	6.0
84858	1581.0	1453.0
84852	240.0	146.0
102725176	0.0	0.0
84851	721.0	537.0
642477	69.0	54.0
84850	6.0	0.0
105376946	0.0	0.0
9025	978.0	550.0
9026	3016.0	1231.0
9023	187.0	26.0
113612	1383.0	546.0
9024	12.0	24.0
642493	1.0	0.0
9027	2.0	3.0
9028	57.0	270.0
400165	1.0	1.0
9021	3075.0	1350.0
9022	217.0	227.0
9020	1058.0	648.0
84889	191.0	5.0
84888	1759.0	4098.0
654483	14.0	49.0
84885	1184.0	1786.0
654486	0.0	0.0
84886	4176.0	5805.0
84881	1753.0	1167.0
642489	18.0	6.0
84883	5643.0	614.0
654480	3.0	2.0
9037	4573.0	762.0
9034	222.0	108.0
9038	0.0	0.0
9039	2080.0	2631.0
400156	18.0	3.0
9032	0.0	0.0
9033	30.0	94.0
9031	5358.0	7768.0
84878	984.0	1303.0
84879	326.0	98.0
84874	1020.0	685.0
84873	0.0	0.0
84876	1193.0	2014.0
84875	2650.0	5407.0
84870	1224.0	156.0
84872	832.0	989.0
84871	34.0	9.0
9047	89.0	58.0
9048	70.0	327.0
9045	49539.0	15376.0
9046	515.0	111.0
9049	3514.0	3589.0
106480985	17.0	3.0
9040	3357.0	4119.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	3.0	2.0
9043	3457.0	5502.0
400141	2.0	0.0
106480989	2.0	4.0
9044	1383.0	2479.0
106480988	0.0	0.0
57282	5.0	20.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	0.0	1.0
414753	0.0	0.0
414754	0.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	0.0	10.0
341356	2.0	0.0
9058	388.0	43.0
9056	599.0	882.0
9057	366.0	764.0
341350	2.0	0.0
9050	1256.0	1133.0
106480996	0.0	0.0
9051	226.0	168.0
106480995	2.0	0.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	2458.0	1622.0
9054	1505.0	1794.0
9055	362.0	2772.0
106480999	0.0	0.0
9052	1773.0	9839.0
9053	1792.0	3950.0
84899	637.0	691.0
282569	0.0	0.0
400129	9.0	13.0
84896	2483.0	3171.0
84895	1319.0	962.0
400128	202.0	1.0
84898	7334.0	16080.0
84897	1291.0	504.0
400126	44.0	75.0
654499	0.0	0.0
84892	1462.0	2102.0
414764	32.0	1.0
84891	0.0	2.0
414765	30.0	64.0
84894	172.0	111.0
84893	4103.0	3176.0
414760	15.0	7.0
414761	16.0	127.0
84890	1408.0	1722.0
341346	4.0	4.0
9069	1412.0	2907.0
414926	2.0	14.0
9068	922.0	128.0
106479979	0.0	0.0
729004	11.0	1.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	3.0	6.0
9061	4514.0	2379.0
