id	cd20a78a-7e98-4601-8cf0-3a121d58613c	99c7b545-c90e-407f-9086-0ef8e108f973
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	35.0	17.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	1.0	6.0
100151652	0.0	0.0
100151668	1.0	0.0
391592	2.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	1268.0	1702.0
100151667	0.0	0.0
391598	1.0	0.0
100151661	1.0	1.0
100151663	0.0	0.0
474338	11.0	15.0
474337	0.0	0.0
197370	1704.0	1556.0
220112	4.0	7.0
246744	0.0	3.0
220115	5.0	1.0
93273	0.0	1.0
100271459	0.0	0.0
100271458	1.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	1.0	0.0
81295	0.0	0.0
100271452	0.0	0.0
220108	229.0	93.0
220107	3.0	23.0
100271448	0.0	0.0
100271447	1.0	0.0
100271449	1.0	0.0
100271444	5.0	3.0
100271445	0.0	0.0
81285	10.0	7.0
81282	1.0	0.0
197350	2.0	30.0
246720	3.0	2.0
401399	1404.0	93.0
401398	2.0	17.0
246721	0.0	0.0
220134	8.0	15.0
401397	764.0	625.0
246723	9.0	1.0
220136	20.0	79.0
401393	1.0	1.0
100271437	1.0	0.0
100271439	2.0	0.0
100271438	1.0	0.0
100271433	1.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	116.0	293.0
246731	1.0	1.0
401387	0.0	4.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	22.0	23.0
100271420	0.0	0.0
197358	125.0	144.0
199990	962.0	574.0
246785	33.0	43.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	0.0
283726	7.0	130.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	13.0	21.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	16.0	100.0
100271413	0.0	0.0
197320	278.0	211.0
439996	0.0	1.0
100887074	1.0	0.0
439992	84.0	14.0
100887073	0.0	0.0
197322	878.0	351.0
439994	81.0	93.0
102724105	79.0	274.0
220147	0.0	0.0
100271404	1.0	0.0
100887067	0.0	4.0
102724101	0.0	0.0
100271406	1.0	1.0
100271405	0.0	0.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	7.0	5.0
197335	281.0	802.0
440993	259.0	263.0
440992	74.0	3.0
161394	17.0	229.0
199964	0.0	3.0
8000	5.0	9.0
8001	0.0	0.0
246777	48.0	148.0
246778	1.0	0.0
606495	147.0	144.0
199974	15.0	8123.0
8013	73.0	86.0
22911	710.0	888.0
439949	10.0	6.0
22913	3788.0	2945.0
643421	2.0	0.0
22914	0.0	4.0
22915	482.0	72.0
439945	0.0	0.0
22916	2326.0	3127.0
731605	4.0	7.0
22917	72.0	16.0
10929	2045.0	1588.0
10928	2707.0	3387.0
56252	3035.0	2599.0
56253	10.0	7.0
401331	51.0	25.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	1017.0	817.0
56259	1929.0	944.0
83876	140.0	40.0
81215	0.0	0.0
83879	16.0	15.0
10934	5.0	3.0
83878	582.0	85.0
283768	0.0	0.0
10933	7975.0	7931.0
10936	17.0	27.0
56254	2081.0	2836.0
83873	4.0	5.0
256148	0.0	0.0
81210	0.0	4.0
283767	0.0	0.0
56255	3039.0	1824.0
83872	906.0	2285.0
10935	6640.0	5044.0
81211	0.0	0.0
56256	269.0	1608.0
10938	2721.0	1041.0
83875	25.0	29.0
83874	731.0	621.0
56257	1956.0	1039.0
22907	2473.0	1667.0
643414	0.0	0.0
439953	13.0	12.0
22908	1964.0	1789.0
83871	876.0	912.0
22909	759.0	641.0
283761	0.0	0.0
439954	5.0	0.0
643418	0.0	0.0
10930	4.0	5.0
439950	0.0	0.0
22921	1312.0	743.0
8022	0.0	0.0
440926	56.0	203.0
22924	1005.0	310.0
440925	39.0	27.0
8028	1555.0	1007.0
22925	357.0	690.0
8029	317.0	55.0
22926	1549.0	2961.0
439934	0.0	0.0
22927	1300.0	319.0
8027	812.0	833.0
22928	1648.0	4932.0
439936	6.0	46.0
56261	1633.0	1165.0
56262	2711.0	1856.0
10939	2724.0	1822.0
401321	106.0	65.0
8021	2321.0	2087.0
83858	397.0	202.0
22920	1179.0	1826.0
56260	94.0	91.0
10943	665.0	759.0
56269	0.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	6.0	2.0
81204	0.0	0.0
10945	5537.0	4990.0
83868	0.0	0.0
81205	0.0	0.0
10944	5388.0	6695.0
83867	0.0	0.0
10947	526.0	452.0
56265	795.0	546.0
83862	10042.0	1220.0
401316	26.0	62.0
83861	426.0	457.0
283755	312.0	172.0
10946	2744.0	2811.0
56267	1673.0	1723.0
10949	5628.0	4472.0
81201	0.0	0.0
10948	1202.0	904.0
256158	1051.0	77.0
83863	0.0	0.0
81202	0.0	0.0
22918	6141.0	4052.0
22919	2615.0	3866.0
439941	0.0	0.0
83860	675.0	383.0
8019	1410.0	1952.0
10941	0.0	0.0
643427	30.0	12.0
10940	160.0	266.0
8036	2378.0	3274.0
8034	2527.0	1404.0
440957	515.0	208.0
440956	0.0	1.0
440955	0.0	1.0
8038	617.0	6155.0
10907	1147.0	1236.0
10906	768.0	2102.0
440952	92.0	49.0
10908	1436.0	763.0
93210	628.0	1084.0
8031	8010.0	10319.0
256130	0.0	0.0
56270	2475.0	2615.0
56271	1341.0	864.0
8030	2307.0	4571.0
10910	1827.0	1634.0
83899	0.0	0.0
81236	0.0	0.0
283748	0.0	1.0
10912	560.0	365.0
283747	1.0	1.0
10911	2.0	0.0
10914	3581.0	6047.0
256126	37.0	19.0
83895	0.0	1.0
10913	1.0	0.0
83894	6.0	2.0
10916	3876.0	33095.0
83897	0.0	0.0
401303	39.0	51.0
10915	1161.0	1281.0
283742	1238.0	1326.0
83896	0.0	1.0
83891	495.0	1023.0
83890	66.0	10.0
83893	0.0	0.0
81230	0.0	0.0
83892	2391.0	2501.0
22900	1877.0	1099.0
93202	0.0	0.0
22901	300.0	402.0
22902	983.0	1089.0
8045	120.0	700.0
22903	877.0	929.0
22904	1886.0	2245.0
22905	844.0	736.0
8048	5.0	0.0
440944	179.0	310.0
22906	2133.0	2949.0
256144	0.0	0.0
10917	5.0	1.0
10919	1799.0	1602.0
83888	4306.0	249.0
10921	3166.0	2410.0
283738	1.0	0.0
83887	0.0	3.0
10920	1750.0	2068.0
81226	0.0	0.0
10923	5715.0	4876.0
10922	1944.0	606.0
83889	0.0	0.0
81228	0.0	0.0
83884	1.0	1.0
56287	0.0	0.0
81221	0.0	0.0
56288	1997.0	1321.0
10924	365.0	281.0
10927	2524.0	4788.0
83886	27.0	35.0
81223	0.0	0.0
10926	182.0	243.0
81224	0.0	0.0
643447	0.0	3.0
643445	0.0	0.0
83882	63.0	129.0
83881	1.0	4.0
439965	17.0	17.0
643446	15.0	8.0
93233	11.0	19.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	2147.0	1347.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	11.0	13.0
106481975	0.0	0.0
106481978	0.0	0.0
106481979	0.0	0.0
106481980	0.0	0.0
100271499	0.0	0.0
100271498	0.0	0.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	0.0	0.0
81251	0.0	0.0
100271491	0.0	0.0
100271493	0.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	25.0	22.0
8065	1466.0	2232.0
81248	0.0	0.0
10901	803.0	294.0
10900	45.0	5.0
10903	139.0	245.0
81243	0.0	0.0
10902	1693.0	1637.0
81244	0.0	0.0
100271487	5.0	0.0
10905	1745.0	3412.0
10904	6308.0	2276.0
81246	0.0	0.0
283796	4.0	1.0
100271483	0.0	0.0
81240	0.0	0.0
342574	5.0	0.0
100271486	0.0	0.0
100271485	0.0	2.0
81242	0.0	0.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	4463.0	3590.0
440917	5.0	7.0
439927	0.0	2.0
440915	3.0	8.0
8078	2136.0	2615.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	1.0	0.0
8076	7170.0	2463.0
106481959	0.0	0.0
8073	11217.0	11364.0
106481956	0.0	0.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	2.0	0.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	153.0	50.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	0.0	0.0
100271470	0.0	0.0
440905	2.0	30.0
439916	0.0	0.0
8089	305.0	383.0
440902	0.0	1.0
643499	3.0	0.0
439915	0.0	0.0
440900	0.0	0.0
8082	1378.0	1038.0
106481965	0.0	0.0
106481966	0.0	2.0
106481963	2.0	0.0
106481964	0.0	0.0
8086	1154.0	877.0
106481969	0.0	0.0
8087	6792.0	3548.0
106481967	8.0	7.0
8085	2296.0	3476.0
106481968	0.0	1.0
102724167	1.0	1.0
100271469	1.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	2.0	1.0
401337	2.0	0.0
106481973	0.0	0.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	0.0	0.0
100271467	0.0	4.0
106481971	1.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	3088.0	1551.0
81264	0.0	0.0
100271460	5.0	4.0
731688	8.0	2.0
728034	0.0	1.0
8099	1290.0	1685.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	17.0	10.0
106481930	0.0	0.0
8092	106.0	4.0
106481931	0.0	1.0
106481936	0.0	0.0
728039	86.0	32.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	0.0
56413	42.0	58.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	3.0	0.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	1.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	1.0
106481951	0.0	0.0
283358	7.0	1878.0
344838	1.0	0.0
106481918	0.0	0.0
106481919	0.0	2.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	59.0	5.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	1.0
106481913	0.0	0.0
283349	1807.0	1641.0
100126572	0.0	0.0
106481929	3.0	0.0
728045	0.0	0.0
106481927	1.0	0.0
106481928	0.0	0.0
728047	2.0	0.0
728042	0.0	0.0
106481921	0.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	0.0	7.0
101234262	3.0	2.0
767612	0.0	0.0
767611	0.0	0.0
283337	2472.0	1596.0
344813	1.0	1.0
114548	139.0	82.0
81406	0.0	8.0
81407	0.0	0.0
344807	1.0	0.0
126526	314.0	418.0
767600	0.0	0.0
344805	1.0	3.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	13.0	8.0
102800446	1223.0	58.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	0.0	1.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	2.0
283398	22.0	1.0
728013	26.0	120.0
283392	4468.0	265.0
728012	0.0	0.0
728015	4.0	0.0
728010	0.0	0.0
81428	0.0	1.0
728019	5.0	3.0
56478	1084.0	1265.0
56479	12.0	11.0
126506	0.0	1.0
56474	673.0	1034.0
81430	1.0	0.0
56475	14.0	0.0
81431	0.0	0.0
56476	0.0	4.0
56477	266.0	322.0
93408	1.0	0.0
283385	19.0	78.0
283383	765.0	106.0
728005	2.0	3.0
81419	0.0	0.0
81421	0.0	0.0
283377	528.0	633.0
643401	11.0	2.0
283375	5.0	4.0
283373	1160.0	1489.0
151525	524.0	420.0
126567	181.0	18.0
391211	0.0	0.0
151534	235.0	102.0
151531	10.0	6.0
114569	1223.0	8316.0
126549	5.0	4.0
114571	0.0	1.0
100527978	11.0	20.0
126541	0.0	0.0
126536	2.0	0.0
151556	379.0	415.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	0.0
440695	0.0	1.0
728072	0.0	0.0
100527960	0.0	0.0
391253	0.0	0.0
728064	0.0	0.0
100527963	32.0	11.0
728066	1.0	3.0
440689	8.0	376.0
391257	0.0	0.0
391256	3.0	1.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	5.0	9.0
728090	0.0	0.0
728088	9.0	2.0
100527943	0.0	2.0
114599	0.0	0.0
126581	0.0	0.0
151516	91.0	25.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	1.0
100527947	1.0	0.0
100527948	1.0	1.0
100527949	2.0	0.0
643384	1.0	0.0
391160	1.0	0.0
643382	3.0	6.0
391162	0.0	0.0
692312	2.0	0.0
163479	0.0	0.0
391169	0.0	0.0
100271332	3.0	0.0
391171	0.0	0.0
391174	2.0	2.0
643394	0.0	1.0
391175	0.0	0.0
391179	0.0	0.0
93380	2359.0	1169.0
100271323	2.0	0.0
100271322	2.0	0.0
100271325	0.0	2.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	7.0	2.0
391155	0.0	0.0
401024	35.0	62.0
163486	356.0	937.0
401022	264.0	345.0
425054	0.0	0.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	3.0	2.0
401018	0.0	1.0
100271303	0.0	0.0
100271302	0.0	0.0
401093	370.0	131.0
401097	37.0	109.0
151449	16.0	8.0
401082	0.0	0.0
8100	377.0	851.0
440606	0.0	0.0
8106	1716.0	1292.0
440603	6.0	6.0
401089	0.0	4.0
391183	0.0	0.0
8110	21.0	87.0
8111	78.0	186.0
391189	0.0	0.0
8115	4.0	2.0
401074	53.0	74.0
222484	422.0	2435.0
391190	0.0	0.0
391192	0.0	0.0
391191	0.0	1.0
391194	0.0	0.0
8123	27.0	25.0
391196	0.0	0.0
391195	1.0	0.0
8128	1.0	16.0
8125	4212.0	6135.0
401067	0.0	0.0
8120	43.0	27.0
151477	13.0	12.0
151473	340.0	210.0
643300	27.0	12.0
645962	0.0	0.0
8139	523.0	253.0
645961	0.0	1.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2302.0	1343.0
81329	0.0	0.0
83998	1.0	2.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	0.0	0.0
283403	0.0	0.0
83990	92.0	101.0
83992	496.0	143.0
645954	45.0	17.0
81330	0.0	0.0
645958	75.0	50.0
645957	2.0	0.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	8.0	6.0
8148	5223.0	2031.0
222487	35.0	2.0
81318	0.0	0.0
8140	90.0	937.0
83987	347.0	430.0
81324	0.0	0.0
83986	2794.0	1846.0
81325	0.0	0.0
83989	1416.0	1278.0
83988	718.0	225.0
81327	0.0	0.0
83983	35.0	37.0
81320	0.0	0.0
83982	528.0	139.0
83985	50.0	62.0
81322	0.0	0.0
643308	4.0	1.0
643309	4.0	1.0
645968	19.0	10.0
645980	4.0	0.0
100271390	2.0	2.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	1.0
8153	51.0	14.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	0.0	0.0
81353	0.0	0.0
106481884	0.0	0.0
100271399	0.0	1.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	1.0	0.0
81352	0.0	2.0
100271392	22.0	3.0
100271391	0.0	1.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	5.0	0.0
93323	183.0	126.0
8165	4518.0	2143.0
645996	15.0	5.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	515.0	863.0
106481891	3.0	0.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	1.0
81341	0.0	0.0
100271386	1.0	0.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	0.0	1.0
8178	948.0	616.0
344892	0.0	0.0
643343	39.0	22.0
8170	148.0	21.0
106481855	0.0	0.0
401014	32.0	8.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	11.0	3.0
106481859	0.0	0.0
8175	1796.0	1067.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	4.0	4.0
106481860	0.0	0.0
81377	4.0	1.0
106481861	0.0	0.0
643338	18.0	49.0
645998	0.0	0.0
643336	1.0	1.0
100271371	0.0	0.0
8189	2682.0	2038.0
8187	79.0	548.0
93343	1072.0	694.0
93349	309.0	263.0
643353	2.0	0.0
106481866	0.0	3.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	1.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	8.0	0.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	2.0	0.0
283431	53.0	110.0
100271364	2.0	2.0
81363	0.0	0.0
344875	0.0	0.0
100271360	0.0	0.0
93377	0.0	0.0
106481839	0.0	1.0
643365	0.0	1.0
8192	1927.0	696.0
106481833	1.0	0.0
8193	3.0	20.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	3.0	6.0
106481832	0.0	0.0
106481837	0.0	1.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	1521.0	1051.0
106481836	0.0	376.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	2.0	1.0
81399	0.0	0.0
283422	1.0	1.0
344866	0.0	6.0
100271351	0.0	0.0
283420	6.0	6.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	0.0	0.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	0.0	1.0
106481846	0.0	0.0
100307126	3.0	1.0
106481847	0.0	0.0
100271349	0.0	1.0
283417	148.0	47.0
283416	11.0	13.0
106481851	0.0	1.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	9.0	1.0
106481850	0.0	2.0
81382	0.0	0.0
81383	0.0	0.0
100271343	5.0	6.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	935.0	1667.0
283487	128.0	74.0
283486	1.0	1.0
283483	0.0	0.0
283481	329.0	49.0
283480	2.0	0.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	1.0	0.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	3.0	1.0
106481827	0.0	1.0
106481824	2.0	0.0
106481825	0.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	607.0	72.0
283471	0.0	0.0
731789	0.0	0.0
728170	2.0	1.0
283464	823.0	1005.0
283463	1.0	0.0
283461	3.0	1.0
283460	0.0	0.0
106481808	0.0	0.0
728167	0.0	3.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	1.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	2.0	0.0
106481803	0.0	0.0
81501	0.0	3.0
81502	3092.0	3440.0
283459	913.0	837.0
283458	9.0	4.0
283455	4.0	64.0
645900	1.0	0.0
283450	1615.0	3775.0
780776	16.0	16.0
728113	18.0	19.0
126410	115.0	70.0
728116	1.0	1.0
728115	0.0	1.0
728118	10.0	7.0
81533	2008.0	1590.0
126402	0.0	0.0
81532	1546.0	781.0
645930	0.0	0.0
731779	1.0	1.0
728106	0.0	0.0
645922	0.0	0.0
645927	3.0	1.0
728134	18.0	1.0
474170	70.0	122.0
728130	30.0	37.0
645940	1.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	1804.0	2066.0
81556	831.0	1497.0
81557	0.0	0.0
81558	751.0	344.0
645939	1.0	0.0
81551	3.0	2.0
101055625	4.0	0.0
81552	756.0	854.0
81553	1873.0	443.0
344905	6.0	39.0
81554	2701.0	1081.0
474167	14.0	14.0
81550	1140.0	755.0
344901	2.0	1.0
645931	1.0	0.0
645950	0.0	0.0
728121	7.0	25.0
81537	714.0	1562.0
81539	385.0	25625.0
728128	2.0	0.0
81544	4750.0	738.0
81545	1091.0	1952.0
81542	1710.0	1822.0
81543	541.0	139.0
93517	39.0	382.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	1567.0	308.0
126432	184.0	120.0
163404	1.0	4.0
138474	0.0	1.0
391365	0.0	0.0
391367	0.0	0.0
728192	1.0	0.0
728194	0.0	1.0
728190	453.0	217.0
391378	0.0	0.0
138412	3.0	0.0
138428	6.0	5.0
138429	17.0	44.0
391356	367.0	260.0
391358	11.0	16.0
56521	17.0	656.0
391282	1.0	0.0
643263	0.0	0.0
643264	2.0	0.0
100271209	12.0	3.0
222537	0.0	0.0
163351	0.0	4.0
100271217	0.0	1.0
100271216	0.0	0.0
100271218	1.0	1.0
401164	1.0	1.0
100271206	1.0	0.0
100271207	2.0	0.0
100271201	0.0	0.0
100271204	4.0	0.0
391266	0.0	0.0
440799	1.0	0.0
391267	62.0	63.0
222553	839.0	68.0
391269	1.0	0.0
440795	0.0	0.0
401152	4903.0	4628.0
126393	22084.0	1113.0
8200	13.0	10.0
8204	5997.0	4609.0
8202	1683.0	2272.0
391276	2.0	0.0
391279	0.0	0.0
401145	34.0	92.0
222545	0.0	0.0
126382	466.0	315.0
222546	8.0	0.0
606293	0.0	36.0
401138	0.0	3.0
401137	0.0	0.0
151393	340.0	183.0
692231	0.0	0.0
440738	1248.0	51.0
692233	2.0	1.0
440737	70.0	12.0
8216	1913.0	1050.0
8214	244.0	100.0
440732	5.0	4.0
440730	34.0	8.0
222584	0.0	78.0
151325	0.0	0.0
8208	67.0	388.0
8209	93.0	5.0
8220	768.0	374.0
8226	516.0	387.0
692223	0.0	0.0
8227	1308.0	1098.0
8224	18.0	6.0
692225	3.0	6.0
8225	2969.0	607.0
692226	0.0	0.0
100381178	0.0	3.0
692227	19.0	4.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	0.0	0.0
8218	395.0	145.0
8233	512.0	496.0
692210	0.0	1.0
8237	1824.0	1221.0
401190	47.0	9.0
692212	4.0	4.0
692213	0.0	0.0
692214	0.0	1.0
440757	0.0	0.0
692215	0.0	1.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1095.0	1199.0
8242	3157.0	3671.0
8243	2636.0	3413.0
692201	0.0	0.0
692202	0.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	2.0	7.0
692206	0.0	1.0
692207	0.0	0.0
692208	0.0	0.0
692209	0.0	0.0
8241	2500.0	1182.0
100310812	1.0	0.0
8239	5256.0	7156.0
151354	40.0	164.0
100271291	0.0	0.0
93432	1.0	4.0
100271290	1.0	1.0
645841	0.0	0.0
93436	610.0	681.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	2.0	2.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	0.0	3.0
283523	1.0	0.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	3.0	4.0
100271296	0.0	0.0
645834	0.0	0.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1567.0	800.0
93426	16.0	4.0
8269	419.0	263.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	732.0	282.0
8260	1014.0	604.0
283518	6.0	5.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	1.0	0.0
106481796	5.0	16.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	1.0	1.0
645846	2.0	0.0
100271288	0.0	0.0
645843	1.0	0.0
81440	0.0	0.0
100271284	0.0	0.0
8277	11.0	0.0
645864	2.0	4.0
342374	0.0	2.0
440714	0.0	0.0
342372	3.0	2.0
342371	2803.0	1975.0
440712	118.0	31.0
106481756	0.0	0.0
8270	291.0	166.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1047.0	578.0
728215	71.0	471.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	13.0	12.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	6.0	14.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	1.0	0.0
100310848	0.0	0.0
106481762	2.0	1.0
81470	0.0	0.0
100271274	2.0	0.0
100310841	0.0	1.0
81472	1.0	1.0
81473	0.0	0.0
100310840	42.0	42.0
100271273	0.0	0.0
645859	0.0	0.0
8288	7.0	1.0
8289	2941.0	5256.0
8287	0.0	0.0
643210	0.0	0.0
106481767	0.0	0.0
728207	5.0	0.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	0.0	1.0
100271263	1.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	4.0	1.0
100271262	0.0	0.0
100310851	1.0	0.0
342358	0.0	0.0
342357	219.0	508.0
100310850	1.0	0.0
100271261	1.0	0.0
643220	2.0	1.0
643224	0.0	108.0
645884	0.0	0.0
8291	1411.0	587.0
401136	0.0	0.0
106481734	5.0	11.0
8292	25.0	119.0
401135	0.0	1.0
106481735	13.0	14.0
106481732	0.0	0.0
8290	0.0	0.0
106481733	0.0	0.0
8295	1743.0	1586.0
106481738	0.0	0.0
93474	108.0	217.0
106481739	0.0	0.0
8293	7.0	9.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	145.0	643.0
106481741	0.0	0.0
106481742	0.0	0.0
100271259	1.0	0.0
100271258	0.0	0.0
