id	edc3bfaa-aad7-44d5-8aa0-bb5a311b24c5	5ec8fcf2-85bc-4c30-9329-62b1cc47b67f
440519	132.0	177.0
440518	0.0	0.0
8479	369.0	468.0
440515	2260.0	675.0
8477	475.0	489.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	0.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	10.0	39.0
8470	12337.0	2279.0
106481561	1.0	2.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	5.0	4.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	2.0	0.0
8487	599.0	431.0
8484	0.0	0.0
391075	4.0	0.0
440508	33.0	4.0
391077	3.0	0.0
391076	4.0	0.0
8488	6.0	1.0
440503	724.0	17.0
8489	5.0	2.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	223.0	772.0
8483	7697.0	461.0
8480	2372.0	2908.0
8481	3956.0	1885.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	1.0	0.0
106481577	1.0	0.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	75.0	0.0
8497	80.0	69.0
728431	165.0	111.0
8498	2645.0	3013.0
728430	14.0	0.0
100128934	0.0	0.0
8495	2142.0	2711.0
8496	9946.0	2190.0
91012	3214.0	1338.0
100128936	55.0	28.0
728432	0.0	1.0
100128930	1.0	0.0
8499	178.0	8.0
106481536	0.0	0.0
8490	32584.0	706.0
106481537	0.0	0.0
285954	28.0	7.0
285955	51.0	8.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	2753.0	672.0
54075	2.0	4.0
101669766	15.0	0.0
728434	0.0	0.0
91010	4633.0	1530.0
285958	973.0	2256.0
101669767	2.0	32.0
8491	5283.0	1526.0
106481538	0.0	0.0
8492	1192.0	125.0
54072	4.0	1.0
106481539	0.0	0.0
101669762	51.0	98.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	1.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	1.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	4.0	2.0
100271056	0.0	0.0
100271050	2.0	2.0
100271053	2.0	0.0
93664	5679.0	605.0
100128923	8.0	1.0
93663	4670.0	2126.0
285961	24.0	9.0
93668	1.0	0.0
285962	316.0	66.0
106481547	0.0	0.0
54082	30.0	8.0
106481548	0.0	0.0
285965	26.0	7.0
285966	530.0	586.0
106481545	5.0	3.0
106481546	0.0	1.0
93661	17.0	0.0
100128927	525.0	419.0
54084	18.0	4.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	18439.0	13327.0
106481551	0.0	0.0
54089	0.0	0.0
81689	4432.0	1613.0
54088	4.0	2.0
106481554	1.0	0.0
100271047	0.0	0.0
106481555	2.0	0.0
106481552	0.0	0.0
106456574	7.0	0.0
106481553	0.0	0.0
93659	1.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2460.0	3682.0
342132	515.0	156.0
285971	454.0	505.0
285972	41.0	46.0
285973	116.0	600.0
100128911	0.0	0.0
728450	0.0	0.0
54093	1476.0	630.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	2.0	0.0
106481513	17.0	4.0
54097	300.0	11.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	117.0	207.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	13.0	1.0
54098	0.0	0.0
246330	555.0	553.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	121.0	4.0
100271033	28.0	18.0
645619	2.0	3.0
100271031	2.0	2.0
344787	383.0	58.0
100128902	0.0	0.0
728441	4.0	7.0
100128903	0.0	0.0
222389	1581.0	1391.0
106481525	6.0	2.0
106481526	6.0	1.0
285987	10.0	326.0
106481523	0.0	0.0
285989	1154.0	309.0
106481524	1.0	0.0
106481529	0.0	0.0
728448	67.0	7.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	2.0
106481530	0.0	1.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	1276.0	595.0
91056	977.0	2031.0
645641	17.0	2.0
91050	1699.0	1021.0
100271015	1.0	0.0
106481500	0.0	0.0
645638	21.0	128.0
645651	0.0	0.0
344760	1.0	0.0
106481509	0.0	0.0
645652	5.0	4.0
106481503	0.0	0.0
106481504	11.0	4.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	1.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	1.0	0.0
100271007	0.0	0.0
283316	1385.0	344.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	8.0	1.0
283314	345.0	46.0
100271006	1.0	0.0
283310	157.0	8.0
344758	2.0	0.0
100271001	0.0	0.0
344752	15.0	0.0
728411	563.0	208.0
728410	0.0	0.0
643003	1.0	1.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	2422.0	8.0
728409	0.0	0.0
283303	0.0	0.0
344741	0.0	1.0
728400	0.0	0.0
645676	108.0	71.0
285941	1.0	1.0
728405	0.0	0.0
285943	371.0	32.0
728407	284.0	45.0
728402	1.0	1.0
728403	0.0	0.0
643008	42.0	64.0
645668	0.0	1.0
100506658	795.0	2200.0
100506655	28.0	5.0
81849	1367.0	1354.0
56890	1399.0	350.0
56891	14.0	2.0
100506650	0.0	0.0
81846	8725.0	1447.0
81847	3942.0	1753.0
81848	5622.0	1182.0
56896	4.0	151.0
56897	2249.0	3519.0
81853	3446.0	1799.0
56898	3609.0	548.0
81855	5217.0	1241.0
56899	334.0	211.0
56892	1737.0	492.0
56893	2535.0	4571.0
121275	3.0	4.0
121278	4.0	0.0
56894	7233.0	5394.0
81850	1.0	0.0
145249	4.0	3.0
56895	1459.0	492.0
81851	4.0	0.0
649137	3.0	0.0
81839	3071.0	1097.0
121274	2973.0	795.0
121273	97.0	3.0
145264	7.0	1.0
121270	0.0	1.0
145258	33.0	9.0
121268	51.0	83.0
81844	6658.0	2777.0
145259	1.0	3.0
133283	348.0	218.0
375593	7.0	0.0
100506649	158.0	95.0
100506673	0.0	0.0
121260	3202.0	1394.0
145270	975.0	105.0
100506671	1.0	1.0
81875	2923.0	4521.0
81876	7929.0	7781.0
81870	0.0	0.0
81871	0.0	0.0
121256	1.0	0.0
81872	0.0	0.0
81873	1822.0	3413.0
387597	50.0	45.0
100506668	686.0	353.0
160897	2938.0	1372.0
649159	0.0	0.0
145282	871.0	314.0
387590	3171.0	282.0
81856	1411.0	463.0
81857	1432.0	2941.0
100506660	30.0	24.0
81858	1866.0	4065.0
135886	2.0	15.0
147872	3.0	31.0
81889	1269.0	1584.0
145200	8.0	18.0
81892	1769.0	1292.0
81893	0.0	29.0
81894	2191.0	1271.0
81890	750.0	1282.0
135892	26.0	2.0
649179	1.0	2.0
100506600	30.0	4.0
613126	11.0	0.0
81887	1937.0	2870.0
81888	303.0	177.0
145216	2.0	2.0
338591	0.0	0.0
649186	2.0	0.0
338596	752.0	80.0
338599	0.0	0.0
169200	4248.0	1264.0
145226	20.0	11.0
100506637	156.0	32.0
160857	524.0	141.0
160851	3599.0	1377.0
91227	0.0	1.0
157206	7.0	1.0
100506622	11.0	1.0
100856809	0.0	0.0
338588	0.0	0.0
145241	4.0	0.0
91219	0.0	5.0
650172	0.0	0.0
102724678	6.0	0.0
338579	11.0	2.0
326591	448.0	430.0
255738	11.0	17.0
338567	0.0	0.0
102724668	47.0	14.0
255743	2679.0	632.0
56829	6993.0	3925.0
326586	0.0	0.0
102724655	2.0	0.0
554250	5.0	0.0
554251	495.0	233.0
338557	625.0	26.0
56832	2.0	0.0
56833	284.0	1568.0
56834	981.0	1107.0
554235	8.0	2.0
554236	12.0	14.0
56849	855.0	43.0
255725	2.0	0.0
56848	359.0	431.0
56852	2046.0	884.0
56853	45.0	218.0
102724631	0.0	0.0
56850	1488.0	1722.0
56851	3732.0	1688.0
100820829	3227.0	207.0
101243555	12.0	0.0
196872	63.0	75.0
8501	1036.0	386.0
8502	11323.0	4165.0
8500	5557.0	4081.0
253128	11.0	2.0
664701	542.0	220.0
255783	345.0	185.0
54207	5.0	25.0
54206	7463.0	6093.0
54205	7185.0	9409.0
664709	19.0	19.0
54209	1537.0	1000.0
196883	3361.0	180.0
8512	45.0	5.0
8513	4.0	0.0
8510	9.0	7.0
8511	0.0	23.0
54210	281.0	311.0
81831	1014.0	1650.0
81832	67.0	60.0
81833	0.0	0.0
54212	4.0	0.0
170261	30.0	4.0
8505	2019.0	1269.0
8506	1366.0	225.0
8503	6593.0	2463.0
8504	1958.0	615.0
8509	262.0	106.0
8507	8709.0	1952.0
255758	170.0	89.0
8508	2016.0	6870.0
8520	4280.0	1776.0
8521	11.0	3.0
169270	563.0	94.0
8522	15940.0	1463.0
102724605	0.0	0.0
554282	4.0	28.0
56886	9218.0	4494.0
54221	87.0	2.0
56888	5899.0	6248.0
554279	17.0	3.0
664722	3.0	1.0
56882	9680.0	7050.0
664721	4.0	1.0
255762	29.0	2.0
56884	6.0	0.0
8516	1759.0	146.0
8517	136.0	259.0
8514	1015.0	942.0
8515	349.0	69.0
56889	32086.0	13243.0
8518	4388.0	2404.0
8519	8319.0	33418.0
8530	289.0	234.0
326624	237.0	74.0
8531	16453.0	10318.0
326625	1326.0	841.0
8534	340.0	88.0
326628	0.0	0.0
8535	900.0	1086.0
326627	2.0	18.0
8532	50.0	15.0
8533	4098.0	2299.0
8527	1840.0	899.0
8528	349.0	35.0
8525	3011.0	4642.0
8526	1134.0	500.0
8529	0.0	0.0
8541	174.0	4024.0
326613	0.0	1.0
8542	4506.0	4183.0
326615	0.0	0.0
8540	8240.0	1978.0
326614	0.0	0.0
8545	11473.0	4257.0
326617	0.0	1.0
8546	6439.0	3291.0
326616	3.0	0.0
8543	5713.0	1475.0
8544	1541.0	559.0
253175	0.0	0.0
554300	0.0	0.0
8538	1940.0	4579.0
8539	10798.0	7598.0
8536	356.0	80.0
8537	309.0	42.0
8552	127.0	34.0
8553	31691.0	6754.0
8550	2766.0	1756.0
326603	12.0	4.0
8551	0.0	0.0
8556	1732.0	144.0
326606	0.0	1.0
8557	26.0	14.0
8554	6201.0	2007.0
8555	4153.0	823.0
326607	3.0	0.0
326609	8.0	1.0
255798	3.0	0.0
8549	383.0	28.0
8547	99.0	134.0
8548	2945.0	858.0
101409261	1.0	2.0
326611	2.0	1.0
8563	1885.0	2084.0
8564	400.0	281.0
8562	5881.0	4235.0
8567	3559.0	3713.0
8568	566.0	2789.0
8565	4178.0	4309.0
8566	12217.0	10482.0
253152	137.0	21.0
8560	10232.0	2995.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	4903.0	2977.0
8558	1177.0	925.0
8559	847.0	1037.0
8574	2171.0	2910.0
8575	4221.0	1668.0
8572	1936.0	278.0
8573	5585.0	3674.0
8578	1130.0	265.0
8576	1363.0	1241.0
8577	0.0	9.0
554354	1.0	0.0
8570	5594.0	10226.0
123811	3433.0	2981.0
8569	3728.0	994.0
8585	0.0	6.0
8586	3.0	1.0
101928770	0.0	0.0
8583	0.0	0.0
101928773	3.0	4.0
8587	19.0	0.0
8588	0.0	0.0
101928776	1.0	0.0
8581	1205.0	94.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	29.0	5.0
101409257	3.0	1.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	3152.0	1615.0
8596	0.0	0.0
101928781	15.0	1.0
8594	0.0	0.0
8595	0.0	0.0
101928784	34.0	7.0
8590	0.0	0.0
8591	0.0	0.0
100132066	0.0	3.0
100421113	0.0	0.0
100421114	0.0	1.0
101928790	0.0	0.0
101928795	0.0	1.0
253190	539.0	51.0
100132073	0.0	0.0
100132074	76.0	123.0
100132079	1.0	0.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	42.0	4.0
100421125	0.0	0.0
91133	732.0	242.0
100421129	0.0	5.0
91137	7423.0	1421.0
101928720	0.0	0.0
375519	22.0	4.0
100856810	0.0	0.0
100421136	14.0	0.0
100421137	0.0	0.0
101928734	1.0	0.0
91120	374.0	92.0
101928736	59.0	39.0
147837	288.0	91.0
100421131	10.0	2.0
100421133	0.0	0.0
91156	61.0	1.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	3.0	39.0
101928744	2.0	2.0
91151	335.0	63.0
147841	60.0	496.0
100421143	0.0	0.0
91149	20.0	0.0
101928752	16.0	0.0
91147	1392.0	205.0
387509	1116.0	466.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	464.0	332.0
100506574	0.0	1.0
399520	30.0	9.0
100421178	0.0	0.0
100506564	2.0	0.0
121227	4036.0	774.0
387521	3460.0	3197.0
387522	2.0	1.0
100421172	16.0	2.0
100421175	0.0	1.0
100421177	0.0	0.0
100506599	102.0	89.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	4.0	1.0
121214	1.0	1.0
387559	2.0	0.0
123876	12.0	0.0
123872	120.0	26.0
100421180	0.0	0.0
147808	296.0	129.0
100421185	0.0	0.0
147804	226.0	134.0
123879	4233.0	546.0
147807	274.0	355.0
100421188	0.0	0.0
375567	40.0	5.0
399512	908.0	319.0
399511	80.0	89.0
91181	15.0	8.0
448990	30.0	3.0
101928715	7.0	1.0
100506581	33.0	71.0
100856881	0.0	0.0
100506775	8.0	4.0
100506779	38.0	22.0
160762	0.0	0.0
93953	109.0	54.0
104326057	0.0	0.0
399687	2975.0	666.0
104326058	1.0	0.0
100506776	71.0	73.0
348094	1345.0	127.0
160760	6676.0	1203.0
348093	1487.0	103.0
387695	0.0	7.0
104326055	11.0	0.0
93948	23.0	0.0
399693	1.0	0.0
104326053	0.0	0.0
399694	559.0	1219.0
104326054	1.0	0.0
104326051	0.0	4.0
104326052	24.0	22.0
133150	0.0	0.0
399697	1.0	1.0
100506765	0.0	0.0
387694	17.0	2.0
102724706	0.0	0.0
54361	322.0	684.0
54360	304.0	19.0
54363	6.0	1.0
387684	1.0	0.0
147798	1817.0	1039.0
159770	2.0	0.0
100506769	2.0	0.0
93973	1824.0	1214.0
399668	1111.0	116.0
100506795	206.0	148.0
399669	152.0	67.0
399664	602.0	1495.0
399666	0.0	0.0
93974	1891.0	2741.0
399665	4747.0	6264.0
100506791	0.0	0.0
81993	8.0	2.0
399671	151.0	23.0
399670	0.0	0.0
160777	8.0	0.0
91300	3054.0	6649.0
100506783	81.0	10.0
91304	3462.0	4610.0
100506787	0.0	4.0
100293948	1.0	0.0
204219	73.0	22.0
121130	0.0	0.0
145165	8.0	6.0
54386	5705.0	2395.0
123787	0.0	0.0
652670	1.0	3.0
121129	0.0	0.0
100506733	4.0	0.0
147746	10.0	27.0
255812	528.0	148.0
147741	5.0	1.0
147744	1.0	3.0
100506737	63.0	3.0
100506736	268.0	93.0
160728	31.0	702.0
100506724	0.0	0.0
100506723	4.0	7.0
93986	1038.0	207.0
100506721	1.0	0.0
100913183	1.0	4.0
100913182	0.0	1.0
91319	416.0	2570.0
93979	11.0	7.0
91316	107.0	34.0
133121	186.0	37.0
93978	6.0	13.0
100506753	112.0	75.0
91355	229.0	182.0
91353	0.0	0.0
100506757	5.0	27.0
100506755	173.0	11.0
91351	4150.0	1729.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	70.0	1.0
348021	0.0	0.0
107080653	0.0	0.0
255809	90.0	264.0
100506749	3.0	4.0
107080654	0.0	1.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	573.0	134.0
338692	951.0	1226.0
338699	1101.0	380.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	325.0	971.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	2.0	0.0
56937	15832.0	4306.0
196792	64.0	96.0
107080620	13.0	7.0
56938	1071.0	1216.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	15.0	2.0
56935	411.0	831.0
56936	4.0	3.0
56940	4793.0	1753.0
107080639	9.0	31.0
56941	3461.0	2545.0
56942	1358.0	1399.0
56943	3568.0	3118.0
107080636	27.0	1.0
107080637	0.0	4.0
56948	366.0	264.0
56949	1596.0	3163.0
107080632	2.0	0.0
56944	7806.0	1474.0
56945	2447.0	1397.0
56946	3086.0	923.0
56947	5027.0	2734.0
107080630	3.0	0.0
100506713	267.0	53.0
100506712	0.0	2.0
100506710	6963.0	5374.0
338674	0.0	0.0
338675	0.0	0.0
56951	7865.0	2056.0
56952	884.0	81.0
56953	135.0	214.0
102724774	18.0	0.0
56954	3995.0	2882.0
56950	3165.0	2892.0
100506715	0.0	0.0
100506714	301.0	326.0
56955	0.0	2.0
56956	2.0	3.0
56957	3893.0	1802.0
8600	22.0	35.0
8601	62.0	93.0
723790	0.0	0.0
338661	0.0	0.0
338662	1.0	0.0
338657	1115.0	352.0
56963	2120.0	3622.0
56964	192.0	30.0
56965	3940.0	2833.0
56961	0.0	14.0
56967	3296.0	168.0
56969	8.0	1.0
8611	11066.0	873.0
8612	1528.0	8055.0
81926	1116.0	1665.0
145173	1482.0	366.0
81928	607.0	843.0
338651	19.0	81.0
81929	3614.0	4005.0
338653	7.0	3.0
81930	145.0	626.0
56975	2176.0	2936.0
81931	577.0	600.0
81932	1073.0	1374.0
56970	2806.0	2903.0
56971	407.0	259.0
8604	2912.0	797.0
8605	661.0	284.0
8602	2343.0	2869.0
8603	2474.0	1113.0
8608	24.0	19.0
56977	1459.0	493.0
8609	6974.0	920.0
56978	445.0	64.0
56979	1.0	1.0
8607	1730.0	4472.0
8622	4802.0	314.0
8623	1088.0	861.0
8620	0.0	0.0
8621	5728.0	2893.0
338645	655.0	5.0
56984	4460.0	3644.0
56985	841.0	226.0
56986	3265.0	579.0
338637	0.0	0.0
56987	11986.0	2796.0
102724742	1.0	0.0
56980	1178.0	490.0
56981	1428.0	775.0
56983	2253.0	854.0
8615	11363.0	4995.0
54329	216.0	51.0
54328	357.0	53.0
8613	23140.0	1920.0
8614	17773.0	5760.0
8618	42.0	23.0
8630	45.0	124.0
8633	1440.0	163.0
8634	2112.0	2507.0
8631	348.0	377.0
8632	203.0	67.0
56990	7080.0	2565.0
169166	28.0	4.0
554175	2.0	1.0
54332	1195.0	231.0
56995	4400.0	2770.0
255877	2698.0	501.0
664616	0.0	0.0
56996	1211.0	3804.0
54331	11770.0	500.0
56997	5866.0	4096.0
664614	0.0	0.0
56998	3012.0	3738.0
664613	0.0	0.0
664612	0.0	0.0
56992	165.0	756.0
56993	3670.0	4925.0
56994	6649.0	2701.0
8626	8174.0	178.0
8624	1519.0	1734.0
8625	832.0	2086.0
56999	5107.0	2046.0
664617	0.0	0.0
8629	1600.0	1071.0
8641	184.0	6.0
8644	10392.0	124.0
8645	265.0	1007.0
8642	5293.0	1426.0
8643	592.0	75.0
652624	4.0	0.0
196743	249.0	186.0
54346	0.0	18.0
54345	1659.0	219.0
54344	436.0	919.0
8637	298.0	288.0
8638	307.0	2095.0
8635	1740.0	2681.0
8636	630.0	2128.0
8639	34469.0	658.0
196740	4689.0	340.0
8651	97.0	195.0
8650	8218.0	2771.0
8655	10415.0	9769.0
101928685	4.0	0.0
8653	0.0	0.0
8654	7699.0	369.0
101928684	0.0	2.0
101928689	8.0	4.0
101928687	8.0	3.0
8648	12041.0	2234.0
8649	4012.0	1400.0
8646	561.0	145.0
8647	27.0	3.0
8662	9492.0	16469.0
8663	63.0	321.0
6001	1492.0	3069.0
8660	8999.0	1383.0
8661	17842.0	9591.0
6000	14.0	8.0
6003	261.0	17.0
8666	3962.0	5639.0
8667	16173.0	19661.0
6002	1833.0	861.0
8664	12863.0	14794.0
6005	11.0	0.0
6004	1275.0	2046.0
8665	12209.0	10914.0
101928698	175.0	0.0
8659	3179.0	796.0
8658	7019.0	2970.0
8673	3453.0	8973.0
6010	5.0	0.0
8674	3567.0	538.0
8671	1752.0	68.0
8672	9094.0	3492.0
6011	2.0	0.0
8677	752.0	2157.0
6014	2.0	0.0
6013	22.0	6.0
8678	3525.0	2041.0
8675	5862.0	3168.0
6016	3118.0	1397.0
8676	1736.0	246.0
6015	1736.0	867.0
253260	5945.0	1963.0
338707	170.0	1803.0
6007	42.0	18.0
6006	29.0	142.0
8668	10286.0	13818.0
6009	4933.0	6149.0
8669	5624.0	3940.0
6008	1.0	0.0
8685	1662.0	503.0
8682	22416.0	9575.0
6023	0.0	0.0
8683	2393.0	2632.0
8688	1.0	0.0
8689	4.0	1.0
8686	2.0	0.0
8687	0.0	0.0
253272	4.0	3.0
8681	288.0	40.0
253264	20.0	0.0
6018	4330.0	2195.0
6017	11.0	3.0
6019	66.0	14.0
6031	1.0	4.0
6034	0.0	0.0
8693	21.0	7.0
8694	4153.0	3061.0
6033	0.0	0.0
6036	46.0	47.0
6035	32415.0	9757.0
8697	3392.0	1665.0
6038	596.0	77.0
8698	56.0	154.0
6037	4.0	3.0
101928646	2.0	2.0
554234	1.0	0.0
8692	2242.0	2360.0
6030	0.0	5.0
8690	1829.0	715.0
554225	11.0	16.0
554226	3.0	0.0
6029	0.0	0.0
170082	572.0	146.0
6043	0.0	0.0
6045	2591.0	1447.0
6044	0.0	0.0
6047	5217.0	3394.0
6046	15717.0	9558.0
6049	4266.0	2098.0
100421217	0.0	0.0
6048	1869.0	1668.0
100421219	0.0	0.0
101928656	8.0	1.0
6041	1890.0	307.0
554213	0.0	0.0
554214	0.0	0.0
56904	3038.0	2880.0
56905	2440.0	3774.0
6039	1452.0	1071.0
56906	213.0	98.0
56907	2823.0	1063.0
56900	6916.0	1354.0
56901	1133.0	349.0
56902	2238.0	2612.0
56903	4.0	1.0
100421222	0.0	0.0
375612	3.0	0.0
375611	95.0	10.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	7736.0	4662.0
554210	3.0	2.0
100528062	426.0	85.0
554212	0.0	0.0
6050	5579.0	7448.0
100528064	1.0	1.0
375616	147.0	22.0
6051	5405.0	6345.0
56910	13497.0	7325.0
554202	39.0	4.0
554203	1799.0	437.0
56915	434.0	1128.0
56916	4833.0	1424.0
56917	765.0	286.0
56918	0.0	0.0
56911	390.0	186.0
56912	2695.0	1141.0
56913	4159.0	2836.0
100421220	0.0	0.0
56914	9.0	0.0
375601	0.0	0.0
100421236	1.0	0.0
6066	0.0	0.0
56919	2416.0	2090.0
6069	0.0	0.0
375607	0.0	6.0
554201	2.0	0.0
6060	0.0	0.0
56920	7941.0	242.0
56926	1808.0	6133.0
56927	3298.0	3749.0
56928	1248.0	2408.0
56929	5549.0	1343.0
56922	3685.0	2560.0
56923	2.0	0.0
56924	11.0	32.0
56925	1820.0	769.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	3.0	0.0
6075	0.0	0.0
6078	4.0	0.0
6079	0.0	0.0
101928601	13.0	1.0
6070	7.0	0.0
91252	1861.0	2190.0
6071	0.0	1.0
6074	0.0	0.0
101928603	1.0	0.0
101928604	1.0	1.0
101928607	67.0	409.0
387612	0.0	0.0
147700	78.0	379.0
387615	2.0	0.0
6086	1.0	0.0
6089	1.0	0.0
101928611	0.0	1.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	1.0	0.0
123722	15.0	6.0
387601	6.0	2.0
123720	1637.0	922.0
147710	1.0	157.0
147711	28.0	2.0
147719	1.0	0.0
6098	18.0	3.0
6097	928.0	851.0
6092	445.0	14.0
6091	5165.0	1451.0
6094	138.0	88.0
100528020	0.0	0.0
6093	10243.0	2956.0
100528021	3.0	20.0
6096	582.0	20.0
6095	3954.0	2261.0
91272	2770.0	2737.0
147727	1657.0	723.0
387638	1.0	1.0
100528030	20.0	6.0
101928638	0.0	0.0
100528032	34.0	4.0
100421271	0.0	0.0
100506697	69.0	6.0
100506696	143.0	450.0
91298	1508.0	763.0
100528007	1.0	0.0
123775	212.0	68.0
91289	2928.0	4257.0
399656	1.0	0.0
100506686	960.0	641.0
100506685	4.0	3.0
100528016	2.0	1.0
100528017	2486.0	227.0
100528018	0.0	0.0
100528019	5.0	2.0
100506681	2.0	1.0
91283	1218.0	836.0
100506680	36.0	8.0
387646	91.0	148.0
387647	0.0	0.0
387644	15.0	199.0
387640	147.0	24.0
100421295	103.0	10.0
387680	3350.0	1438.0
375686	5.0	17.0
123745	2.0	4.0
100506898	79.0	6.0
100506897	0.0	0.0
390992	0.0	0.0
54471	4659.0	3295.0
54470	731.0	828.0
390996	2.0	4.0
390999	0.0	0.0
54475	1049.0	1033.0
387338	2644.0	1646.0
54474	1.0	2.0
54472	2778.0	3359.0
389997	0.0	0.0
54478	20.0	326.0
54477	3938.0	741.0
387332	1.0	0.0
54476	4001.0	4190.0
91404	11861.0	3013.0
91405	35.0	5.0
91408	5366.0	4022.0
91409	123.0	8.0
375346	166.0	186.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	259.0	66.0
389990	0.0	0.0
102724827	235.0	20.0
54482	1376.0	487.0
102724820	37.0	3.0
100506881	219.0	139.0
54480	2407.0	5764.0
387328	2.0	3.0
387325	3.0	10.0
145497	8.0	2.0
400866	1.0	0.0
387323	0.0	0.0
387321	1.0	0.0
54487	2069.0	1393.0
387322	0.0	0.0
375350	1.0	0.0
723809	10.0	11.0
338391	12.0	1.0
91433	554.0	1153.0
338396	0.0	1.0
387363	0.0	0.0
387364	0.0	0.0
338398	1.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	3704.0	740.0
54491	1367.0	600.0
54490	95.0	0.0
54497	5834.0	1827.0
54496	1527.0	1787.0
448835	0.0	0.0
54495	7878.0	2573.0
448834	1.0	1.0
387359	0.0	0.0
387357	104.0	87.0
54499	7692.0	2643.0
121498	0.0	0.0
54498	253.0	1310.0
170463	1100.0	1741.0
157489	339.0	77.0
338382	1722.0	1162.0
390980	342.0	153.0
338388	0.0	2.0
448831	2.0	0.0
400841	9.0	1.0
91419	816.0	154.0
91452	3268.0	2462.0
338376	18.0	4.0
145447	185.0	1.0
100313532	13.0	2.0
91442	220.0	549.0
375387	974.0	557.0
91445	3959.0	1633.0
107080554	2.0	0.0
133482	6.0	0.0
100506874	203.0	57.0
100506872	1.0	1.0
169436	54.0	59.0
170425	0.0	0.0
133491	1.0	1.0
91464	0.0	0.0
100506866	775.0	33.0
400892	0.0	38.0
400891	1.0	0.0
91461	1942.0	172.0
145483	1015.0	134.0
145482	1236.0	366.0
338339	22.0	22.0
100506810	65.0	150.0
338328	1083.0	17.0
100506815	11.0	1.0
326337	0.0	0.0
326339	0.0	0.0
338321	3.0	1.0
338322	5.0	0.0
338323	6.0	10.0
338324	3.0	338.0
341965	1.0	1.0
326341	0.0	0.0
326340	1.0	0.0
326343	12.0	2.0
326342	82.0	3.0
54407	18943.0	6972.0
8710	5.0	675.0
100506834	374.0	25.0
8711	602.0	435.0
54413	237.0	28.0
8703	1906.0	3294.0
101410540	0.0	0.0
8704	2455.0	6129.0
101410541	0.0	0.0
8701	55.0	238.0
101410542	2.0	1.0
54414	4825.0	2419.0
8702	1910.0	1407.0
100506835	184.0	13.0
101410543	13.0	0.0
8707	60.0	10.0
101410544	2.0	0.0
8708	154.0	10.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	329.0	277.0
8706	1979.0	988.0
326315	14.0	0.0
326317	0.0	0.0
8721	3194.0	5421.0
8722	5062.0	3317.0
8720	12922.0	5940.0
101410537	3.0	0.0
101410538	3156.0	1528.0
341947	2.0	0.0
8714	3450.0	283.0
8715	67.0	14.0
100506826	42.0	27.0
8712	0.0	0.0
8718	434.0	260.0
