id	f4d80dc6-a28c-4d31-99e8-f58e78678654	a4c7b6e8-ed30-42b2-9daa-0cf0b9d59259
283310	12.0	17.0
344758	1.0	0.0
100271001	0.0	0.0
344752	0.0	0.0
728411	171.0	205.0
728410	0.0	0.0
643003	2.0	0.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	1333.0	0.0
728409	0.0	1.0
283303	0.0	0.0
344741	0.0	0.0
728400	0.0	0.0
645676	47.0	140.0
285941	1.0	0.0
728405	0.0	0.0
285943	169.0	43.0
728407	56.0	107.0
728402	0.0	2.0
728403	0.0	0.0
643008	43.0	46.0
645668	0.0	1.0
100506658	402.0	1449.0
100506655	7.0	3.0
81849	271.0	10511.0
56890	442.0	1188.0
56891	6.0	4.0
100506650	0.0	0.0
81846	2123.0	1734.0
81847	1586.0	2094.0
81848	1485.0	815.0
56896	1.0	4.0
56897	1595.0	12031.0
81853	1957.0	3962.0
56898	1730.0	481.0
81855	2006.0	1713.0
56899	184.0	544.0
56892	3340.0	262.0
56893	1395.0	18643.0
121275	0.0	0.0
121278	0.0	2.0
56894	3823.0	6617.0
81850	0.0	1.0
145249	4.0	4.0
56895	568.0	518.0
81851	0.0	0.0
649137	1.0	0.0
81839	1269.0	2721.0
121274	1164.0	1718.0
121273	41.0	6.0
145264	0.0	19.0
121270	0.0	0.0
145258	40.0	42.0
121268	36.0	951.0
81844	4237.0	3177.0
145259	2.0	3.0
133283	177.0	145.0
375593	12.0	7.0
100506649	83.0	370.0
100506673	0.0	0.0
121260	1240.0	3335.0
145270	341.0	448.0
100506671	4.0	1.0
81875	1685.0	9381.0
81876	6233.0	9734.0
81870	0.0	0.0
81871	0.0	0.0
121256	0.0	0.0
81872	0.0	0.0
81873	1369.0	7678.0
387597	11.0	47.0
100506668	467.0	894.0
160897	816.0	1506.0
649159	0.0	0.0
145282	457.0	564.0
387590	1808.0	1583.0
81856	418.0	660.0
81857	1334.0	4120.0
100506660	17.0	265.0
81858	1601.0	8872.0
135886	1.0	41.0
147872	4.0	0.0
81889	733.0	1129.0
145200	10.0	14.0
81892	1021.0	2109.0
81893	2.0	26.0
81894	1348.0	2841.0
81890	725.0	3548.0
135892	7.0	11.0
649179	2.0	23.0
100506600	9.0	5.0
613126	5.0	2.0
81887	1571.0	6259.0
81888	244.0	285.0
145216	4.0	1.0
338591	0.0	0.0
649186	4.0	2.0
338596	396.0	14.0
338599	0.0	0.0
169200	1292.0	3032.0
145226	9.0	10.0
100506637	95.0	55.0
160857	166.0	102.0
160851	866.0	704.0
91227	0.0	18.0
157206	13.0	16.0
100506622	18.0	3.0
100856809	0.0	0.0
338588	1.0	4.0
145241	0.0	2.0
91219	1.0	4.0
650172	0.0	0.0
102724678	0.0	0.0
338579	3.0	1.0
326591	281.0	426.0
255738	9.0	19.0
338567	0.0	0.0
102724668	4.0	5.0
255743	2224.0	3072.0
56829	2738.0	4831.0
326586	0.0	0.0
102724655	0.0	0.0
554250	2.0	0.0
554251	176.0	454.0
338557	141.0	51.0
56832	0.0	1.0
56833	312.0	2095.0
56834	891.0	1162.0
554235	5.0	4.0
554236	2.0	76.0
56849	174.0	17.0
255725	0.0	0.0
56848	352.0	522.0
56852	706.0	3781.0
56853	14.0	408.0
102724631	0.0	0.0
56850	1268.0	2905.0
56851	2045.0	2416.0
100820829	876.0	76.0
101243555	4.0	0.0
196872	41.0	77.0
8501	450.0	541.0
8502	5853.0	9193.0
8500	2386.0	7145.0
253128	6.0	6.0
664701	162.0	669.0
255783	325.0	516.0
54207	5.0	24.0
54206	3159.0	2066.0
54205	3429.0	8855.0
664709	23.0	65.0
54209	285.0	1145.0
196883	2392.0	250.0
8512	16.0	13.0
8513	1.0	2.0
8510	5.0	0.0
8511	3.0	21.0
54210	40.0	207.0
81831	203.0	2952.0
81832	4.0	62.0
81833	0.0	0.0
54212	0.0	0.0
170261	16.0	14.0
8505	749.0	1834.0
8506	467.0	217.0
8503	7018.0	4605.0
8504	1017.0	980.0
8509	105.0	168.0
8507	2835.0	2254.0
255758	155.0	535.0
8508	1499.0	4740.0
8520	2136.0	2674.0
8521	18.0	2.0
169270	215.0	114.0
8522	2262.0	1444.0
102724605	0.0	0.0
554282	1.0	331.0
56886	4120.0	5631.0
54221	118.0	399.0
56888	2514.0	13436.0
554279	35.0	2.0
664722	1.0	3.0
56882	4492.0	13486.0
664721	0.0	7.0
255762	9.0	2.0
56884	2.0	0.0
8516	425.0	830.0
8517	156.0	377.0
8514	513.0	1764.0
8515	191.0	49.0
56889	12074.0	16855.0
8518	1915.0	5474.0
8519	7767.0	6241.0
8530	309.0	885.0
326624	155.0	172.0
8531	8012.0	11116.0
326625	1016.0	1776.0
8534	246.0	65.0
326628	0.0	0.0
8535	792.0	1728.0
326627	1.0	1.0
8532	63.0	50.0
8533	1763.0	12973.0
8527	2079.0	2078.0
8528	204.0	76.0
8525	2298.0	5778.0
8526	454.0	1163.0
8529	1.0	0.0
8541	201.0	338.0
326613	2.0	2.0
8542	5728.0	5211.0
326615	0.0	0.0
8540	1770.0	3399.0
326614	0.0	0.0
8545	4030.0	6912.0
326617	0.0	0.0
8546	2488.0	3527.0
326616	4.0	1.0
8543	3002.0	14144.0
8544	709.0	824.0
253175	0.0	0.0
554300	0.0	3.0
8538	912.0	8028.0
8539	4417.0	6687.0
8536	244.0	160.0
8537	668.0	9.0
8552	23.0	58.0
8553	14592.0	8817.0
8550	1357.0	3910.0
326603	5.0	3.0
8551	0.0	0.0
8556	651.0	263.0
326606	0.0	0.0
8557	27.0	29.0
8554	1784.0	1925.0
8555	1327.0	568.0
326607	0.0	0.0
326609	4.0	0.0
255798	1.0	2.0
8549	70.0	142.0
8547	93.0	69.0
8548	1075.0	2500.0
101409261	3.0	2.0
326611	1.0	0.0
8563	1103.0	1681.0
8564	202.0	219.0
8562	2615.0	7867.0
8567	2115.0	2489.0
8568	598.0	6802.0
8565	2548.0	8332.0
8566	5163.0	11947.0
253152	86.0	47.0
8560	3697.0	3028.0
100132031	0.0	0.0
100132036	0.0	1.0
253143	1589.0	2560.0
8558	1237.0	1343.0
8559	408.0	1753.0
8574	1760.0	1354.0
8575	2021.0	4937.0
8572	1639.0	215.0
8573	1776.0	6062.0
8578	1041.0	365.0
8576	1048.0	1301.0
8577	0.0	104.0
554354	0.0	1.0
8570	3852.0	17640.0
123811	1422.0	3738.0
8569	1278.0	1635.0
8585	0.0	0.0
8586	1.0	0.0
101928770	1.0	1.0
8583	0.0	0.0
101928773	0.0	0.0
8587	2.0	0.0
8588	0.0	0.0
101928776	0.0	0.0
8581	148.0	693.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	8.0	9.0
101409257	0.0	0.0
101409254	2.0	0.0
101409253	0.0	0.0
123803	1324.0	1891.0
8596	0.0	0.0
101928781	4.0	6.0
8594	0.0	0.0
8595	0.0	0.0
101928784	5.0	11.0
8590	0.0	0.0
8591	0.0	0.0
100132066	3.0	41.0
100421113	0.0	0.0
100421114	1.0	2.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	1625.0	46.0
100132073	0.0	0.0
100132074	109.0	47.0
100132079	0.0	0.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	8.0	25.0
100421125	0.0	0.0
91133	322.0	3870.0
100421129	0.0	0.0
91137	2277.0	3286.0
101928720	1.0	4.0
375519	7.0	7.0
100856810	0.0	0.0
100421136	2.0	1.0
100421137	0.0	0.0
101928734	0.0	2.0
91120	220.0	502.0
101928736	48.0	97.0
147837	205.0	73.0
100421131	6.0	4.0
100421133	0.0	0.0
91156	100.0	0.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	3.0	0.0
101928744	0.0	0.0
91151	111.0	417.0
147841	38.0	3222.0
100421143	0.0	0.0
91149	6.0	1.0
101928752	0.0	0.0
91147	489.0	834.0
387509	554.0	430.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	418.0	169.0
100506574	5.0	1.0
399520	21.0	1.0
100421178	0.0	0.0
100506564	0.0	2.0
121227	1209.0	1769.0
387521	1800.0	2089.0
387522	0.0	1.0
100421172	4.0	4.0
100421175	0.0	1.0
100421177	0.0	0.0
100506599	75.0	343.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	0.0	2.0
121214	1.0	2.0
387559	1.0	0.0
123876	5.0	0.0
123872	116.0	57.0
100421180	0.0	0.0
147808	221.0	472.0
100421185	0.0	0.0
147804	262.0	227.0
123879	942.0	616.0
147807	341.0	954.0
100421188	0.0	0.0
375567	6.0	1.0
399512	514.0	1941.0
399511	37.0	349.0
91181	7.0	6.0
448990	5.0	0.0
101928715	1.0	0.0
100506581	20.0	171.0
100856881	0.0	0.0
100506775	4.0	5.0
100506779	31.0	215.0
160762	3.0	0.0
93953	60.0	26.0
104326057	0.0	0.0
399687	1712.0	3900.0
104326058	0.0	0.0
100506776	124.0	363.0
348094	663.0	225.0
160760	2018.0	3561.0
348093	432.0	221.0
387695	0.0	0.0
104326055	9.0	1.0
93948	5.0	1.0
399693	0.0	9.0
104326053	0.0	0.0
399694	110.0	42.0
104326054	0.0	0.0
104326051	0.0	2.0
104326052	5.0	20.0
133150	0.0	0.0
399697	1.0	0.0
100506765	0.0	0.0
387694	4.0	7.0
102724706	0.0	0.0
54361	61.0	130.0
54360	124.0	9.0
54363	0.0	1.0
387684	0.0	0.0
147798	2179.0	1186.0
159770	2.0	0.0
100506769	0.0	3.0
93973	967.0	2025.0
399668	384.0	108.0
100506795	79.0	186.0
399669	136.0	69.0
399664	656.0	2333.0
399666	0.0	0.0
93974	1503.0	1952.0
399665	6947.0	10305.0
100506791	12.0	1.0
81993	1.0	3.0
399671	45.0	49.0
399670	0.0	1.0
160777	3.0	1.0
91300	2477.0	2894.0
100506783	60.0	12.0
91304	2341.0	2883.0
100506787	0.0	4.0
100293948	2.0	0.0
204219	11.0	6.0
121130	0.0	0.0
145165	4.0	9.0
54386	3036.0	2995.0
123787	0.0	2.0
652670	1.0	1.0
121129	0.0	0.0
100506733	0.0	0.0
147746	11.0	15.0
255812	230.0	330.0
147741	0.0	3.0
147744	0.0	20.0
100506737	24.0	1.0
100506736	80.0	157.0
160728	7.0	3.0
100506724	0.0	0.0
100506723	4.0	8.0
93986	186.0	368.0
100506721	0.0	0.0
100913183	1.0	1.0
100913182	0.0	3.0
91319	299.0	7558.0
93979	6.0	5.0
91316	54.0	33.0
133121	63.0	130.0
93978	0.0	8.0
100506753	72.0	209.0
91355	149.0	96.0
91353	2.0	60.0
100506757	0.0	2.0
100506755	142.0	44.0
91351	1004.0	1201.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	28.0	0.0
348021	0.0	0.0
107080653	0.0	0.0
255809	62.0	212.0
100506749	5.0	12.0
107080654	1.0	0.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	423.0	154.0
338692	843.0	3422.0
338699	569.0	260.0
107080628	0.0	0.0
107080629	0.0	2.0
56931	423.0	2659.0
723779	0.0	0.0
723778	0.0	1.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	5394.0	5107.0
196792	32.0	149.0
107080620	6.0	18.0
56938	540.0	1789.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	4.0	0.0
56935	444.0	1952.0
56936	19.0	21.0
56940	2405.0	5139.0
107080639	5.0	4.0
56941	2096.0	6538.0
56942	653.0	2126.0
56943	1949.0	8200.0
107080636	2.0	1.0
107080637	0.0	0.0
56948	283.0	390.0
56949	1696.0	5107.0
107080632	0.0	0.0
56944	3717.0	2376.0
56945	1196.0	2322.0
56946	873.0	2973.0
56947	2285.0	4448.0
107080630	3.0	3.0
100506713	150.0	241.0
100506712	1.0	1.0
100506710	2482.0	6166.0
338674	0.0	0.0
338675	0.0	0.0
56951	3428.0	3138.0
56952	243.0	1824.0
56953	125.0	769.0
102724774	2.0	0.0
56954	1938.0	5189.0
56950	1032.0	2352.0
100506715	0.0	0.0
100506714	257.0	622.0
56955	0.0	0.0
56956	0.0	2.0
56957	1934.0	7231.0
8600	5.0	49.0
8601	16.0	175.0
723790	0.0	1.0
338661	0.0	0.0
338662	0.0	0.0
338657	658.0	449.0
56963	1107.0	1751.0
56964	81.0	31.0
56965	1668.0	4390.0
56961	2.0	5.0
56967	1007.0	242.0
56969	21.0	0.0
8611	4558.0	1220.0
8612	1933.0	8163.0
81926	1081.0	1008.0
145173	598.0	687.0
81928	283.0	1937.0
338651	58.0	259.0
81929	1659.0	13968.0
338653	3.0	1.0
81930	45.0	829.0
56975	1749.0	2994.0
81931	241.0	1158.0
81932	1066.0	4792.0
56970	2143.0	5715.0
56971	173.0	1025.0
8604	1335.0	1015.0
8605	1136.0	1119.0
8602	1636.0	3850.0
8603	1236.0	2645.0
8608	7.0	36.0
56977	366.0	1138.0
8609	1604.0	4746.0
56978	155.0	95.0
56979	0.0	0.0
8607	1391.0	8107.0
8622	790.0	352.0
8623	1157.0	1250.0
8620	0.0	0.0
8621	2001.0	4302.0
338645	43.0	1.0
56984	2130.0	9192.0
56985	379.0	566.0
56986	1382.0	871.0
338637	0.0	0.0
56987	3103.0	4308.0
102724742	0.0	0.0
56980	508.0	1112.0
56981	642.0	351.0
56983	1096.0	1871.0
8615	3668.0	7063.0
54329	176.0	93.0
54328	86.0	695.0
8613	9945.0	2035.0
8614	11572.0	1446.0
8618	3.0	59.0
8630	24.0	304.0
8633	230.0	108.0
8634	1010.0	2228.0
8631	226.0	562.0
8632	110.0	228.0
56990	2893.0	5766.0
169166	215.0	3.0
554175	0.0	1.0
54332	627.0	738.0
56995	1652.0	4157.0
255877	2174.0	485.0
664616	0.0	0.0
56996	1130.0	2755.0
54331	2567.0	1025.0
56997	2982.0	4262.0
664614	0.0	0.0
56998	2236.0	5177.0
664613	0.0	0.0
664612	0.0	0.0
56992	44.0	4639.0
56993	2442.0	3874.0
56994	3243.0	4792.0
8626	1595.0	16.0
8624	815.0	1698.0
8625	849.0	2746.0
56999	2376.0	902.0
664617	0.0	0.0
8629	932.0	2893.0
8641	47.0	1.0
8644	3816.0	81.0
8645	509.0	862.0
8642	2482.0	1047.0
8643	268.0	97.0
652624	2.0	6.0
196743	184.0	195.0
54346	0.0	1.0
54345	2105.0	169.0
54344	492.0	2553.0
8637	226.0	461.0
8638	260.0	1370.0
8635	1376.0	2225.0
8636	905.0	7669.0
8639	12461.0	293.0
196740	1595.0	187.0
8651	142.0	289.0
8650	3295.0	3975.0
8655	5677.0	14580.0
101928685	1.0	0.0
8653	1.0	0.0
8654	1880.0	594.0
101928684	0.0	0.0
101928689	4.0	12.0
101928687	0.0	3.0
8648	3936.0	4700.0
8649	1970.0	3008.0
8646	476.0	73.0
8647	9.0	1.0
8662	5831.0	17125.0
8663	45.0	259.0
6001	780.0	7458.0
8660	1887.0	2587.0
8661	7112.0	19074.0
6000	4.0	5.0
6003	41.0	27.0
8666	3697.0	11000.0
8667	8658.0	30167.0
6002	1033.0	2525.0
8664	8358.0	14071.0
6005	1.0	1.0
6004	1871.0	3970.0
8665	6868.0	7773.0
101928698	43.0	0.0
8659	2048.0	1013.0
8658	1903.0	3108.0
8673	2701.0	8812.0
6010	0.0	1.0
8674	1103.0	1731.0
8671	377.0	30.0
8672	2844.0	4061.0
6011	2.0	0.0
8677	796.0	3735.0
6014	1.0	0.0
6013	9.0	2.0
8678	2295.0	2897.0
8675	2597.0	2819.0
6016	1415.0	2557.0
8676	445.0	338.0
6015	1383.0	2105.0
253260	1389.0	1478.0
338707	269.0	1000.0
6007	28.0	39.0
6006	27.0	78.0
8668	7013.0	8362.0
6009	2430.0	9855.0
8669	2785.0	5033.0
6008	0.0	1.0
8685	111.0	10740.0
8682	12360.0	20413.0
6023	0.0	0.0
8683	1778.0	6431.0
8688	0.0	0.0
8689	0.0	1.0
8686	3.0	2.0
8687	0.0	1.0
253272	1.0	8.0
8681	134.0	41.0
253264	7.0	9.0
6018	1202.0	4036.0
6017	0.0	33.0
6019	27.0	1.0
6031	0.0	4.0
6034	3.0	0.0
8693	12.0	19.0
8694	2149.0	4071.0
6033	0.0	0.0
6036	18.0	51.0
6035	10165.0	8684.0
8697	1444.0	3730.0
6038	263.0	81.0
8698	129.0	248.0
6037	4.0	0.0
101928646	0.0	0.0
554234	0.0	0.0
8692	3599.0	3250.0
6030	2.0	5.0
8690	656.0	1380.0
554225	11.0	4.0
554226	1.0	0.0
6029	0.0	0.0
170082	269.0	271.0
6043	0.0	0.0
6045	1160.0	3859.0
6044	0.0	0.0
6047	3024.0	7766.0
6046	8335.0	33387.0
6049	1669.0	2867.0
100421217	0.0	0.0
6048	1351.0	4436.0
100421219	0.0	0.0
101928656	5.0	1.0
6041	603.0	479.0
554213	0.0	0.0
554214	0.0	0.0
56904	3246.0	4819.0
56905	1694.0	3822.0
6039	629.0	1906.0
56906	107.0	166.0
56907	784.0	6580.0
56900	2937.0	4622.0
56901	1080.0	399.0
56902	1191.0	4280.0
56903	3.0	0.0
100421222	0.0	0.0
375612	2.0	1.0
375611	32.0	35.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	2939.0	10346.0
554210	11.0	14.0
100528062	172.0	262.0
554212	0.0	0.0
6050	5875.0	6014.0
100528064	1.0	1.0
375616	39.0	12.0
6051	3209.0	3722.0
56910	6610.0	14410.0
554202	5.0	6.0
554203	848.0	1175.0
56915	435.0	6556.0
56916	1457.0	2801.0
56917	550.0	209.0
56918	0.0	0.0
56911	281.0	147.0
56912	1671.0	941.0
56913	1300.0	1087.0
100421220	0.0	0.0
56914	8.0	0.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1068.0	2541.0
6069	0.0	0.0
375607	0.0	36.0
554201	1.0	0.0
6060	0.0	0.0
56920	8254.0	220.0
56926	1763.0	3718.0
56927	2350.0	4389.0
56928	1170.0	2260.0
56929	1550.0	2450.0
56922	1377.0	3712.0
56923	6.0	0.0
56924	13.0	24.0
56925	680.0	341.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	1.0
6075	0.0	0.0
6078	0.0	0.0
6079	1.0	1.0
101928601	15.0	2.0
6070	1.0	0.0
91252	1431.0	850.0
6071	0.0	1.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	0.0	0.0
101928607	80.0	2.0
387612	0.0	0.0
147700	82.0	871.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	0.0	1.0
123722	15.0	7.0
387601	3.0	1.0
123720	969.0	941.0
147710	3.0	134.0
147711	7.0	37.0
147719	1.0	0.0
6098	1.0	0.0
6097	921.0	3314.0
6092	60.0	50.0
6091	1099.0	2767.0
6094	153.0	93.0
100528020	0.0	0.0
6093	3146.0	5182.0
100528021	1.0	5.0
6096	86.0	412.0
6095	812.0	686.0
91272	1749.0	4181.0
147727	1048.0	731.0
387638	0.0	1.0
100528030	9.0	12.0
101928638	0.0	0.0
100528032	4.0	10.0
100421271	0.0	0.0
100506697	39.0	3.0
100506696	71.0	239.0
91298	708.0	1491.0
100528007	1.0	0.0
123775	125.0	58.0
91289	2717.0	2828.0
399656	4.0	0.0
100506686	320.0	366.0
100506685	3.0	2.0
100528016	0.0	0.0
100528017	1654.0	9.0
100528018	0.0	1.0
100528019	2.0	0.0
100506681	7.0	5.0
91283	682.0	3969.0
100506680	9.0	0.0
387646	39.0	201.0
387647	0.0	0.0
387644	7.0	128.0
387640	54.0	43.0
100421295	31.0	25.0
387680	1491.0	3349.0
375686	1.0	16.0
123745	3.0	1.0
100506898	24.0	9.0
100506897	1.0	1.0
390992	0.0	0.0
54471	2250.0	3265.0
54470	393.0	1176.0
390996	1.0	1.0
390999	0.0	0.0
54475	687.0	2714.0
387338	1217.0	3109.0
54474	0.0	0.0
54472	2399.0	2029.0
389997	0.0	1.0
54478	12.0	2651.0
54477	1162.0	1689.0
387332	1.0	0.0
54476	2127.0	3783.0
91404	3039.0	3843.0
91405	8.0	14.0
91408	2235.0	5609.0
91409	85.0	201.0
375346	102.0	225.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	69.0	109.0
389990	0.0	0.0
102724827	106.0	72.0
54482	509.0	541.0
102724820	6.0	3.0
100506881	94.0	65.0
54480	1935.0	3982.0
387328	1.0	1.0
387325	2.0	41.0
145497	4.0	5.0
400866	1.0	0.0
387323	2.0	4.0
387321	0.0	1.0
54487	1449.0	2396.0
387322	1.0	0.0
375350	0.0	1.0
723809	13.0	1.0
338391	4.0	2.0
91433	278.0	1383.0
338396	0.0	2.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	2833.0	12851.0
54491	518.0	1472.0
54490	640.0	0.0
54497	1498.0	3910.0
54496	936.0	1449.0
448835	0.0	0.0
54495	2631.0	2291.0
448834	0.0	0.0
387359	0.0	0.0
387357	87.0	221.0
54499	4085.0	1829.0
121498	0.0	0.0
54498	176.0	745.0
170463	1239.0	1186.0
157489	90.0	46.0
338382	552.0	574.0
390980	100.0	260.0
338388	0.0	0.0
448831	0.0	0.0
400841	1.0	3.0
91419	326.0	391.0
91452	1336.0	4907.0
338376	5.0	3.0
145447	38.0	54.0
100313532	2.0	2.0
91442	159.0	1087.0
375387	666.0	713.0
91445	2095.0	1587.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	75.0	52.0
100506872	1.0	1.0
169436	58.0	170.0
170425	0.0	0.0
133491	0.0	0.0
91464	0.0	0.0
100506866	235.0	177.0
400892	13.0	8.0
400891	1.0	2.0
91461	1115.0	54.0
145483	621.0	335.0
145482	675.0	438.0
338339	5.0	12.0
100506810	70.0	12.0
338328	1537.0	5.0
100506815	2.0	1.0
326337	0.0	0.0
326339	0.0	0.0
338321	0.0	3.0
338322	0.0	0.0
338323	2.0	17.0
338324	0.0	0.0
341965	1.0	2.0
326341	0.0	0.0
326340	0.0	6.0
326343	9.0	9.0
326342	15.0	10.0
54407	9048.0	12993.0
8710	24.0	1.0
100506834	73.0	27.0
8711	680.0	1470.0
54413	91.0	45.0
8703	1697.0	9317.0
101410540	0.0	0.0
8704	1844.0	10281.0
101410541	0.0	0.0
8701	17.0	93.0
101410542	0.0	4.0
54414	2013.0	843.0
8702	814.0	3003.0
100506835	71.0	50.0
101410543	2.0	11.0
8707	28.0	7.0
101410544	0.0	0.0
8708	49.0	39.0
101410545	1.0	0.0
101410546	0.0	0.0
8705	341.0	783.0
8706	785.0	1863.0
326315	5.0	2.0
326317	0.0	0.0
8721	4049.0	15105.0
8722	3783.0	4113.0
8720	6777.0	7335.0
101410537	0.0	2.0
101410538	1963.0	905.0
341947	0.0	3.0
8714	936.0	543.0
8715	7.0	165.0
100506826	21.0	35.0
8712	0.0	0.0
8718	311.0	537.0
101410533	25.0	94.0
101410534	0.0	0.0
326325	2.0	2.0
101410535	36.0	53.0
8717	553.0	597.0
54429	23.0	7.0
101410536	3.0	0.0
326307	424.0	354.0
8732	685.0	2117.0
8733	4054.0	13144.0
8731	1784.0	10507.0
54431	5600.0	7818.0
400836	1.0	1.0
170487	59.0	112.0
54435	41.0	5.0
54434	2249.0	6129.0
400831	21.0	8.0
54433	631.0	2072.0
400830	1007.0	0.0
54432	2227.0	2660.0
54439	1207.0	2311.0
8725	3079.0	12577.0
8726	680.0	1832.0
54438	1767.0	3087.0
54437	91.0	150.0
8723	1635.0	3473.0
326310	47.0	257.0
8724	6250.0	8089.0
54436	529.0	809.0
8729	3585.0	5773.0
100337589	0.0	0.0
170485	2.0	1.0
8727	2443.0	2265.0
8728	393.0	3435.0
170482	3.0	20.0
8740	236.0	222.0
8743	11578.0	4039.0
8744	46.0	90.0
8741	316.0	313.0
8742	1863.0	987.0
102724868	0.0	0.0
102724866	1.0	1.0
54442	918.0	2890.0
54441	29.0	46.0
54440	710.0	2663.0
400823	28.0	9.0
102724862	0.0	0.0
54443	83.0	20604.0
8736	806.0	157.0
8737	2614.0	4351.0
8735	24.0	2.0
326300	4.0	8.0
8738	316.0	413.0
8739	33.0	489.0
8751	10900.0	35745.0
8754	4364.0	7441.0
8755	0.0	0.0
102724853	2.0	4.0
54453	4216.0	1882.0
255512	68.0	24.0
54457	16.0	21.0
54456	15.0	12.0
554049	29.0	53.0
54455	1487.0	1749.0
54454	623.0	2063.0
8747	3.0	14.0
8748	4.0	1.0
8745	273.0	386.0
54458	2560.0	3732.0
400818	348.0	983.0
8749	0.0	0.0
8761	4555.0	21564.0
6100	296.0	1210.0
8760	3864.0	3158.0
6102	859.0	984.0
8766	8967.0	6386.0
6101	1.0	19.0
8763	23746.0	14031.0
6103	625.0	397.0
8764	1773.0	2854.0
54460	1835.0	2533.0
54464	1971.0	3073.0
54463	782.0	155.0
54462	2510.0	5214.0
54461	2445.0	15788.0
54468	1525.0	1900.0
54467	2330.0	6895.0
54466	15.0	7.0
54465	636.0	890.0
255520	1670.0	1847.0
8759	0.0	0.0
8756	0.0	0.0
54469	3379.0	3385.0
8772	257.0	767.0
8773	2475.0	1535.0
8771	0.0	0.0
8776	1473.0	5172.0
8777	2438.0	3143.0
8774	1497.0	5701.0
8775	4109.0	4007.0
101928566	0.0	0.0
8767	635.0	6153.0
6120	1359.0	2938.0
101928571	5.0	17.0
8784	25.0	243.0
6122	82378.0	106006.0
8781	351.0	690.0
6121	26.0	0.0
8787	78.0	50.0
6124	48696.0	87331.0
6123	14.0	15.0
8788	30.0	0.0
8785	14.0	41.0
6126	18.0	13.0
8786	201.0	319.0
6125	37318.0	76081.0
101928578	108.0	135.0
8780	2892.0	4511.0
6117	3739.0	12934.0
8778	15.0	17.0
6119	674.0	1306.0
6118	1961.0	3461.0
8794	123.0	45.0
8795	1919.0	2471.0
6130	38467.0	155450.0
8792	420.0	311.0
6133	23352.0	32721.0
6132	37092.0	185663.0
8793	446.0	59.0
8798	624.0	2216.0
6135	31708.0	84879.0
8799	1326.0	7595.0
6134	47976.0	104520.0
8796	43.0	8.0
6137	29030.0	38919.0
8797	570.0	1422.0
6136	21956.0	104259.0
100421307	0.0	0.0
101735302	129.0	202.0
8790	858.0	340.0
100134444	0.0	1.0
6128	24042.0	56107.0
8789	4.0	34.0
6129	23581.0	169723.0
6142	9148.0	24759.0
6141	19231.0	51314.0
100421311	0.0	14.0
6144	11456.0	18191.0
6143	31245.0	67373.0
100421313	0.0	1.0
6146	13955.0	22166.0
6145	2.0	0.0
6148	0.0	0.0
6147	15252.0	42099.0
100421318	1.0	0.0
100421319	1.0	0.0
100337590	1.0	0.0
100337591	3.0	0.0
6139	1331.0	4164.0
6138	37033.0	57181.0
6152	16696.0	39611.0
6155	20452.0	53815.0
6154	12379.0	25759.0
100421324	0.0	1.0
6157	22954.0	32647.0
6156	21505.0	105371.0
6159	19233.0	50020.0
6158	16326.0	36173.0
100421328	0.0	2.0
6150	582.0	1179.0
101928527	303.0	281.0
6164	21902.0	36483.0
6163	13.0	1.0
6166	4590.0	7774.0
6165	19696.0	44606.0
6168	26050.0	54288.0
6167	22888.0	29348.0
100421338	1.0	0.0
6169	11887.0	44971.0
101928536	0.0	0.0
6160	24978.0	39932.0
101928537	0.0	0.0
6161	30919.0	71585.0
100421331	0.0	0.0
6175	43255.0	130150.0
6174	39.0	249.0
6176	42228.0	51440.0
101928545	61.0	43.0
6171	6184.0	23757.0
6170	4285.0	20648.0
6173	2939.0	10600.0
6172	333.0	668.0
100421340	0.0	0.0
100421341	1.0	1.0
100421354	0.0	0.0
6185	11983.0	26367.0
101928550	8.0	7.0
6188	30922.0	108578.0
6187	23306.0	79715.0
100421357	1.0	1.0
