id	01f17467-b7de-49d4-a9d7-00108f4de1f9	27a9c6bd-6e26-4055-867c-ab7276492464
10824	6.0	3.0
83746	1101.0	1318.0
10823	0.0	0.0
83741	0.0	0.0
283635	1518.0	2637.0
10826	4731.0	1851.0
220074	361.0	921.0
56144	31.0	430.0
10825	334.0	1127.0
56145	51.0	70.0
83740	0.0	0.0
83743	1100.0	2274.0
56146	6.0	116.0
10828	0.0	2.0
10827	835.0	948.0
83742	3813.0	6002.0
56147	7.0	75.0
283631	1.0	0.0
10820	20.0	0.0
440836	290.0	217.0
643563	1.0	2.0
56154	32.0	607.0
81109	0.0	0.0
283629	55.0	34.0
56159	0.0	10.0
81115	0.0	0.0
81116	0.0	0.0
56155	32.0	353.0
283624	743.0	1683.0
102724097	15.0	22.0
256006	13.0	144.0
56156	0.0	1.0
81113	0.0	0.0
56157	0.0	0.0
56158	1.0	5.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	3.0
440823	183.0	107.0
440822	0.0	0.0
56163	1.0	0.0
56164	8.0	77.0
256021	15.0	7.0
56165	9.0	7.0
83759	485.0	1367.0
56160	660.0	1029.0
10800	284.0	69.0
283617	0.0	0.0
81104	0.0	0.0
10802	1396.0	2296.0
10801	8702.0	13288.0
10804	7.0	1.0
10803	4.0	7.0
56167	0.0	1.0
10806	932.0	2450.0
56168	0.0	0.0
56169	7.0	235.0
643582	0.0	0.0
643586	3.0	4.0
256076	0.0	3.0
401253	0.0	23.0
56171	36.0	18.0
401251	7.0	26.0
56172	4487.0	25907.0
401250	4.0	1.0
81137	0.0	0.0
81138	0.0	8.0
83795	1.0	1.0
102724076	0.0	0.0
102724077	4.0	12.0
283688	0.0	0.0
401247	5.0	4.0
81136	0.0	0.0
283687	117.0	519.0
283685	0.0	0.0
93109	348.0	684.0
283682	5.0	0.0
100126825	0.0	0.0
93107	0.0	1.0
643596	3.0	14.0
56180	296.0	1628.0
93100	1023.0	2982.0
401242	1.0	3.0
256085	0.0	2.0
56181	2482.0	4302.0
81126	0.0	0.0
81127	0.0	0.0
83787	1137.0	6205.0
283677	0.0	0.0
401237	180.0	1427.0
83786	1121.0	3931.0
401236	3.0	3.0
283673	51.0	15.0
93134	1109.0	3639.0
401233	0.0	0.0
401232	88.0	51.0
256051	393.0	1632.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	40.0	92.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	420.0	727.0
283659	137.0	8.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	0.0
283651	9.0	32.0
100271585	0.0	0.0
100271584	1.0	6.0
100271581	0.0	0.0
22998	5796.0	142.0
22999	55.0	136.0
100151676	0.0	0.0
100151677	0.0	1.0
100151678	0.0	0.0
22990	4099.0	2625.0
100151671	0.0	0.0
100151672	2.0	14.0
22992	4874.0	15366.0
22993	1761.0	4146.0
100151674	0.0	0.0
22994	342.0	1538.0
83903	10.0	145.0
22995	313.0	338.0
83902	0.0	0.0
22996	412.0	2862.0
22997	203.0	80.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	1.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	0.0	4.0
100151684	9.0	7.0
100151685	0.0	0.0
100151681	0.0	0.0
56302	1.0	12.0
83901	0.0	0.0
342538	2.0	9.0
83900	0.0	0.0
56300	1.0	6.0
56301	943.0	5.0
124411	529.0	1695.0
22976	535.0	2674.0
22977	32.0	50.0
22978	877.0	2831.0
22979	128.0	300.0
22970	11.0	30.0
22971	407.0	502.0
22974	261.0	3923.0
83932	311.0	1175.0
10998	160.0	523.0
83931	4443.0	12772.0
342527	20.0	14.0
148418	41.0	132.0
83933	117.0	129.0
124404	0.0	0.0
10999	1058.0	4969.0
124401	405.0	464.0
124402	425.0	847.0
83930	882.0	2090.0
56311	9.0	21.0
10990	1403.0	56.0
100126693	0.0	0.0
10992	9116.0	19873.0
606500	0.0	0.0
10991	69.0	10.0
10994	1897.0	1876.0
10993	21.0	122.0
22987	35.0	159.0
22989	35.0	210.0
22980	4292.0	5285.0
22981	490.0	2705.0
22982	3385.0	4486.0
22983	76.0	1493.0
22984	1503.0	8374.0
22985	4530.0	7065.0
22986	8.0	0.0
58986	1329.0	2027.0
148423	476.0	1774.0
58985	44.0	34.0
342510	56.0	31.0
283694	0.0	0.0
283693	20.0	55.0
283692	1.0	3.0
22954	889.0	2251.0
22955	2660.0	11659.0
112487	568.0	1080.0
22950	1017.0	3377.0
391524	1.0	0.0
22952	4.0	2.0
22953	2.0	9.0
391526	0.0	0.0
10975	1901.0	1398.0
83953	0.0	4.0
10978	365.0	923.0
83955	8.0	19.0
10979	12191.0	4779.0
112495	993.0	2268.0
10970	3055.0	6106.0
56339	992.0	1906.0
10972	9848.0	15590.0
10971	9963.0	48320.0
10974	0.0	0.0
10973	1460.0	4101.0
401409	0.0	23.0
112479	457.0	1187.0
112476	118.0	851.0
391530	0.0	0.0
83939	3329.0	9871.0
56341	1.0	0.0
391533	2.0	0.0
124460	76.0	125.0
83935	348.0	412.0
83938	320.0	27.0
391538	0.0	1.0
83937	1678.0	876.0
10987	1775.0	5340.0
83943	529.0	832.0
83942	0.0	0.0
10989	3429.0	5298.0
10988	2818.0	6522.0
56342	98.0	408.0
124454	785.0	1601.0
56344	5.0	1.0
83941	817.0	1821.0
83940	668.0	3622.0
643503	0.0	0.0
10981	952.0	406.0
112483	1361.0	1529.0
10980	3056.0	4573.0
10983	16566.0	32750.0
10982	3737.0	5536.0
643507	3.0	3.0
10985	5512.0	11682.0
10984	231.0	1465.0
22932	594.0	630.0
22933	2561.0	3390.0
22934	622.0	3540.0
22936	2621.0	1054.0
22937	3524.0	6107.0
22938	2017.0	3066.0
112464	1953.0	338.0
22930	3697.0	4855.0
22931	2874.0	5971.0
81309	0.0	0.0
391504	0.0	1.0
10954	789.0	4404.0
10953	745.0	3932.0
10956	9918.0	12439.0
81315	0.0	0.0
10955	10464.0	12392.0
391508	0.0	9.0
81316	0.0	0.0
10957	5028.0	4995.0
124446	2662.0	6812.0
81310	0.0	0.0
10959	7897.0	39887.0
22929	2074.0	8609.0
10950	618.0	1356.0
10952	1758.0	4140.0
10951	2036.0	3835.0
22943	62.0	81.0
22944	472.0	2007.0
22945	0.0	0.0
22947	0.0	0.0
22948	4874.0	29386.0
22949	2255.0	1797.0
83957	1.0	0.0
22941	574.0	11518.0
83959	112.0	1950.0
10965	1991.0	782.0
391518	0.0	0.0
10964	2187.0	384.0
81304	0.0	0.0
10966	696.0	2482.0
10969	1215.0	6111.0
81300	0.0	0.0
10961	3073.0	10223.0
10960	3156.0	7421.0
643529	44.0	349.0
10963	3348.0	14018.0
10962	191.0	2719.0
148479	1034.0	1893.0
197407	344.0	2664.0
391576	0.0	2.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	852.0	2939.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	2.0
391552	5.0	12.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	3.0
767569	0.0	0.0
391559	6.0	5.0
767577	0.0	0.0
767579	1.0	0.0
767578	0.0	0.0
246705	1.0	0.0
767558	0.0	0.0
246704	29.0	4.0
207107	45.0	6.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	5.0	2.0
474344	2656.0	304.0
474343	86.0	58.0
246717	0.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	7.0	34.0
161406	12.0	21.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	2.0
100151640	6.0	42.0
100151641	0.0	0.0
246715	0.0	3.0
767557	4.0	24.0
606553	0.0	0.0
606551	12.0	40.0
474354	16.0	0.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	2.0
161436	33.0	184.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	18.0	191.0
100151652	0.0	0.0
100151668	0.0	6.0
391592	0.0	0.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	1772.0	2406.0
100151667	0.0	0.0
391598	0.0	3.0
100151661	0.0	0.0
100151663	0.0	0.0
474338	4.0	21.0
474337	0.0	0.0
197370	1513.0	2518.0
220112	1.0	10.0
246744	1.0	0.0
220115	17.0	1.0
93273	1.0	39.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	1.0	0.0
100271451	0.0	0.0
81295	0.0	0.0
100271452	0.0	0.0
220108	299.0	605.0
220107	23.0	18.0
100271448	1.0	3.0
100271447	0.0	3.0
100271449	0.0	0.0
100271444	1.0	3.0
100271445	0.0	0.0
81285	117.0	19.0
81282	0.0	0.0
197350	10.0	3.0
246720	1.0	4.0
401399	728.0	7.0
401398	9.0	127.0
246721	0.0	0.0
220134	20.0	541.0
401397	989.0	2508.0
246723	3.0	17.0
220136	20.0	179.0
401393	2.0	1.0
100271437	0.0	0.0
100271439	1.0	0.0
100271438	1.0	6.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	172.0	371.0
246731	2.0	6.0
401387	4.0	21.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	28.0	75.0
100271420	0.0	1.0
197358	162.0	193.0
199990	880.0	904.0
246785	18.0	99.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	0.0
283726	25.0	226.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	65.0	220.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	230.0	27.0
100271413	0.0	0.0
197320	576.0	3210.0
439996	6.0	0.0
100887074	0.0	1.0
439992	21.0	114.0
100887073	0.0	0.0
197322	797.0	1466.0
439994	77.0	105.0
102724105	237.0	955.0
220147	0.0	1.0
100271404	0.0	1.0
100887067	0.0	3.0
102724101	0.0	0.0
100271406	0.0	1.0
100271405	1.0	0.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	1.0	10.0
197335	377.0	1185.0
440993	674.0	2063.0
440992	16.0	38.0
161394	25.0	65.0
199964	37.0	1.0
8000	18.0	530.0
8001	303.0	0.0
246777	41.0	5.0
246778	1.0	8.0
606495	223.0	237.0
199974	123.0	2.0
8013	939.0	968.0
22911	1120.0	2897.0
439949	57.0	1016.0
22913	3807.0	4129.0
643421	0.0	0.0
22914	2.0	1.0
22915	5055.0	35.0
439945	0.0	0.0
22916	2721.0	20079.0
731605	5.0	4.0
22917	25.0	50.0
10929	2214.0	3180.0
10928	4229.0	5856.0
56252	3427.0	4281.0
56253	8.0	19.0
401331	132.0	397.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	1.0	0.0
83877	1105.0	2065.0
56259	1668.0	2030.0
83876	117.0	13.0
81215	0.0	0.0
83879	71.0	1480.0
10934	0.0	1.0
83878	365.0	56.0
283768	0.0	0.0
10933	10198.0	13261.0
10936	42.0	86.0
56254	2738.0	5687.0
83873	5.0	38.0
256148	0.0	0.0
81210	1.0	0.0
283767	0.0	0.0
56255	3848.0	3784.0
83872	3175.0	182.0
10935	6485.0	2857.0
81211	0.0	0.0
56256	694.0	9729.0
10938	3986.0	5693.0
83875	76.0	65.0
83874	667.0	945.0
56257	2021.0	5370.0
22907	2537.0	3832.0
643414	4.0	11.0
439953	1.0	25.0
22908	2174.0	1924.0
83871	1588.0	2900.0
22909	930.0	2222.0
283761	0.0	0.0
439954	0.0	3.0
643418	2.0	0.0
10930	13.0	11.0
439950	0.0	0.0
22921	1248.0	905.0
8022	0.0	0.0
440926	92.0	402.0
22924	969.0	3357.0
440925	11.0	1.0
8028	1312.0	4227.0
22925	1354.0	319.0
8029	208.0	200.0
22926	3006.0	9410.0
439934	0.0	0.0
22927	1383.0	1187.0
8027	773.0	1756.0
22928	1681.0	9672.0
439936	2.0	0.0
56261	1776.0	1125.0
56262	3412.0	10157.0
10939	1850.0	3686.0
401321	166.0	442.0
8021	2960.0	7428.0
83858	242.0	741.0
22920	1762.0	4687.0
56260	90.0	446.0
10943	947.0	4535.0
56269	1.0	3.0
83866	0.0	0.0
81203	0.0	0.0
10942	33.0	393.0
81204	0.0	0.0
10945	5179.0	19137.0
83868	0.0	0.0
81205	0.0	0.0
10944	4669.0	3856.0
83867	0.0	0.0
10947	525.0	1923.0
56265	826.0	98.0
83862	2478.0	2039.0
401316	11.0	35.0
83861	640.0	754.0
283755	33.0	19.0
10946	2904.0	11342.0
56267	917.0	2303.0
10949	4691.0	7622.0
81201	0.0	0.0
10948	1163.0	1008.0
256158	4423.0	65.0
83863	0.0	0.0
81202	0.0	0.0
22918	9366.0	1943.0
22919	4528.0	4697.0
439941	0.0	0.0
83860	849.0	1294.0
8019	1691.0	4181.0
10941	0.0	0.0
643427	42.0	12.0
10940	214.0	882.0
8036	2315.0	4696.0
8034	1917.0	1730.0
440957	241.0	237.0
440956	0.0	0.0
440955	0.0	3.0
8038	1163.0	2102.0
10907	1313.0	6573.0
10906	1369.0	4298.0
440952	73.0	64.0
10908	1876.0	3080.0
93210	924.0	959.0
8031	11370.0	11527.0
256130	7.0	1.0
56270	2862.0	8177.0
56271	1119.0	5176.0
8030	3063.0	10996.0
10910	1806.0	4326.0
83899	0.0	0.0
81236	0.0	0.0
283748	0.0	4.0
10912	507.0	73.0
283747	2.0	2.0
10911	0.0	1.0
10914	5399.0	19070.0
256126	13.0	79.0
83895	0.0	0.0
10913	24.0	1131.0
83894	0.0	3.0
10916	7502.0	6826.0
83897	0.0	1.0
401303	44.0	107.0
10915	1174.0	4373.0
283742	1463.0	2281.0
83896	0.0	0.0
83891	640.0	2878.0
83890	59.0	20.0
83893	0.0	6.0
81230	0.0	0.0
83892	6326.0	7867.0
22900	1665.0	1913.0
93202	0.0	2.0
22901	436.0	2263.0
22902	1274.0	3304.0
8045	149.0	1508.0
22903	1381.0	3932.0
22904	1519.0	4314.0
22905	1479.0	1363.0
8048	0.0	2.0
440944	299.0	1286.0
22906	3809.0	5970.0
256144	0.0	0.0
10917	6.0	1.0
10919	2261.0	8115.0
83888	357.0	3476.0
10921	2461.0	8232.0
283738	3.0	3.0
83887	8.0	234.0
10920	1727.0	1593.0
81226	0.0	0.0
10923	5071.0	17729.0
10922	1955.0	4619.0
83889	1.0	6.0
81228	0.0	0.0
83884	0.0	5.0
56287	0.0	0.0
81221	0.0	0.0
56288	2047.0	2959.0
10924	279.0	160.0
10927	4468.0	12219.0
83886	77.0	1549.0
81223	0.0	0.0
10926	158.0	1308.0
81224	0.0	0.0
643447	0.0	2.0
643445	0.0	0.0
83882	46.0	130.0
83881	5.0	14.0
439965	9.0	28.0
643446	3.0	26.0
93233	13.0	184.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	1591.0	1696.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	9.0	21.0
106481975	0.0	0.0
106481978	0.0	0.0
106481979	0.0	0.0
106481980	0.0	0.0
100271499	0.0	1.0
100271498	0.0	3.0
106481981	0.0	0.0
100271495	0.0	1.0
643459	1.0	9.0
81251	1.0	0.0
100271491	0.0	0.0
100271493	0.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	90.0	247.0
8065	1586.0	2815.0
81248	0.0	0.0
10901	515.0	403.0
10900	20.0	192.0
10903	576.0	1108.0
81243	1.0	0.0
10902	1552.0	3053.0
81244	0.0	0.0
100271487	0.0	7.0
10905	3342.0	13207.0
10904	4267.0	5963.0
81246	0.0	0.0
283796	13.0	5.0
100271483	0.0	0.0
81240	0.0	0.0
342574	1.0	1.0
100271486	0.0	0.0
100271485	0.0	1.0
81242	2.0	1.0
100271480	0.0	2.0
100271481	0.0	0.0
8079	5048.0	15900.0
440917	3.0	5.0
439927	0.0	2.0
440915	30.0	0.0
8078	3153.0	4632.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	2.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	19309.0	713.0
106481959	0.0	0.0
8073	8339.0	15135.0
106481956	0.0	0.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	4.0	8.0
106481962	0.0	1.0
81278	1.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	150.0	183.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	1.0
81270	0.0	0.0
100271470	0.0	0.0
440905	53.0	509.0
439916	0.0	0.0
8089	282.0	1450.0
440902	1.0	0.0
643499	0.0	1.0
439915	0.0	0.0
440900	1.0	24.0
8082	3257.0	212.0
106481965	0.0	0.0
106481966	2.0	1.0
106481963	1.0	0.0
106481964	0.0	0.0
8086	1082.0	1276.0
106481969	0.0	0.0
8087	4371.0	13426.0
106481967	2.0	21.0
8085	4900.0	9749.0
106481968	1.0	0.0
102724167	2.0	0.0
100271469	0.0	1.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	2.0	11.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	0.0	2.0
106481970	0.0	0.0
401335	0.0	0.0
100271467	2.0	1.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	7464.0	5328.0
81264	0.0	0.0
100271460	0.0	1.0
731688	3.0	8.0
728034	0.0	0.0
8099	2993.0	20858.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	3.0	3.0
106481930	0.0	0.0
8092	15.0	87.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	115.0	236.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	2.0	3.0
56413	33.0	105.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	3.0	5.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	1.0	1.0
106481947	0.0	0.0
106481948	0.0	1.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	1.0	0.0
106481951	0.0	0.0
283358	264.0	2054.0
344838	4.0	0.0
106481918	0.0	0.0
106481919	9.0	18.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	58.0	0.0
106481910	0.0	2.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	6052.0	11723.0
100126572	0.0	0.0
106481929	1.0	1.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	0.0	3.0
728042	0.0	0.0
106481921	0.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	3.0	0.0
101234262	5.0	18.0
767612	0.0	1.0
767611	0.0	0.0
283337	1528.0	2521.0
344813	1.0	0.0
114548	816.0	100.0
81406	0.0	1.0
81407	0.0	0.0
344807	0.0	0.0
126526	486.0	1680.0
767600	0.0	0.0
344805	1.0	0.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	1.0
731656	40.0	901.0
102800446	1805.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	5.0	2.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	10.0	4.0
728013	53.0	461.0
283392	3024.0	0.0
728012	0.0	0.0
728015	0.0	5.0
728010	0.0	4.0
81428	0.0	1.0
728019	0.0	2.0
56478	1378.0	3830.0
56479	17.0	9.0
126506	0.0	0.0
56474	994.0	4632.0
81430	0.0	0.0
56475	11.0	2.0
81431	0.0	0.0
56476	0.0	0.0
56477	519.0	129.0
93408	1.0	1.0
283385	145.0	3599.0
283383	2003.0	47.0
728005	2.0	4.0
81419	0.0	0.0
81421	0.0	0.0
283377	604.0	508.0
643401	12.0	454.0
283375	0.0	9.0
283373	2056.0	3510.0
151525	376.0	1184.0
126567	89.0	57.0
391211	0.0	0.0
151534	192.0	603.0
151531	4.0	54.0
114569	2006.0	19675.0
126549	24.0	331.0
114571	1.0	0.0
100527978	26.0	131.0
126541	0.0	0.0
126536	0.0	1.0
151556	691.0	100.0
391242	0.0	0.0
728075	0.0	0.0
440699	1.0	0.0
440695	0.0	1.0
728072	0.0	0.0
100527960	0.0	2.0
391253	0.0	0.0
728064	0.0	0.0
100527963	30.0	35.0
728066	1.0	4.0
440689	12.0	90.0
391257	3.0	0.0
391256	5.0	12.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	13.0	57.0
728090	0.0	0.0
728088	3.0	4.0
100527943	1.0	14.0
114599	0.0	12.0
126581	0.0	0.0
151516	116.0	536.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	9.0
100527947	0.0	0.0
100527948	1.0	0.0
100527949	1.0	0.0
643384	0.0	1.0
391160	0.0	1.0
643382	7.0	8.0
391162	0.0	0.0
692312	0.0	2.0
163479	3.0	6.0
391169	0.0	0.0
100271332	1.0	1.0
391171	0.0	0.0
391174	29.0	669.0
643394	0.0	1.0
391175	1.0	4.0
391179	0.0	0.0
93380	2066.0	3622.0
100271323	0.0	2.0
100271322	0.0	1.0
100271325	2.0	8.0
100271321	0.0	0.0
401036	0.0	1.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	10.0	43.0
391155	0.0	2.0
401024	64.0	105.0
163486	520.0	1588.0
401022	220.0	55.0
425054	0.0	4.0
425057	0.0	0.0
100271305	0.0	2.0
100271304	0.0	2.0
100271300	1.0	2.0
401018	0.0	0.0
100271303	1.0	2.0
100271302	0.0	0.0
401093	2065.0	658.0
401097	49.0	35.0
151449	188.0	14.0
401082	0.0	0.0
8100	412.0	436.0
440606	0.0	2.0
8106	1547.0	3444.0
440603	11.0	19.0
401089	1.0	2.0
391183	0.0	0.0
8110	95.0	436.0
8111	102.0	184.0
391189	0.0	1.0
8115	14.0	12.0
401074	94.0	506.0
222484	502.0	954.0
391190	0.0	0.0
391192	0.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	83.0	41.0
391196	0.0	0.0
391195	1.0	1.0
8128	15.0	4.0
8125	3684.0	8884.0
401067	0.0	0.0
8120	57.0	1247.0
151477	7.0	33.0
151473	430.0	186.0
643300	16.0	66.0
645962	0.0	6.0
8139	552.0	2029.0
645961	2.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	1912.0	2365.0
81329	0.0	0.0
83998	1.0	0.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	1.0	24.0
283403	0.0	2.0
83990	52.0	628.0
83992	558.0	27.0
645954	122.0	55.0
81330	0.0	0.0
645958	79.0	75.0
645957	0.0	2.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	3.0	8.0
8148	4042.0	3970.0
222487	76.0	23.0
81318	0.0	0.0
8140	629.0	13252.0
83987	712.0	420.0
81324	0.0	0.0
83986	2780.0	2157.0
81325	0.0	0.0
83989	1543.0	1741.0
83988	1948.0	291.0
81327	0.0	0.0
83983	34.0	124.0
81320	0.0	0.0
83982	522.0	1021.0
83985	59.0	161.0
81322	0.0	0.0
643308	0.0	19.0
643309	0.0	0.0
645968	7.0	14.0
645980	1.0	0.0
100271390	0.0	4.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	1.0
8153	164.0	1261.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	0.0	2.0
81353	1.0	3.0
106481884	0.0	0.0
100271399	0.0	0.0
81354	0.0	8.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	1.0	0.0
81352	0.0	0.0
100271392	0.0	18.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	1.0	3.0
93323	157.0	657.0
8165	5353.0	4339.0
645996	4.0	0.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	486.0	1085.0
106481891	0.0	4.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	5.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	1.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	2.0
100271387	0.0	0.0
81340	3.0	0.0
81341	0.0	0.0
100271386	0.0	5.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	0.0	1.0
8178	693.0	1831.0
344892	0.0	0.0
643343	4.0	70.0
8170	107.0	4.0
106481855	0.0	0.0
401014	47.0	9.0
106481856	0.0	0.0
106481853	1.0	0.0
106481854	0.0	0.0
8174	3.0	18.0
106481859	1.0	1.0
8175	1481.0	2537.0
106481857	0.0	0.0
106481858	0.0	1.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	20.0	178.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	59.0	509.0
645998	0.0	0.0
643336	0.0	1.0
100271371	0.0	0.0
8189	2533.0	5791.0
8187	169.0	1643.0
93343	818.0	1074.0
93349	401.0	302.0
643353	0.0	0.0
106481866	2.0	6.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	2.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	1.0
106481873	0.0	1.0
100271367	3.0	0.0
106481874	0.0	0.0
106481871	0.0	2.0
81366	0.0	3.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	196.0	1039.0
100271364	2.0	7.0
81363	0.0	0.0
344875	2.0	14.0
100271360	0.0	3.0
93377	0.0	0.0
106481839	0.0	0.0
643365	0.0	71.0
8192	1111.0	3535.0
106481833	0.0	1.0
8193	16.0	209.0
106481834	0.0	2.0
106481831	0.0	0.0
8190	66.0	1499.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	1554.0	2440.0
106481836	8.0	0.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	1.0	4.0
81399	0.0	0.0
283422	0.0	0.0
344866	1.0	1.0
100271351	0.0	0.0
283420	25.0	6.0
100271354	0.0	0.0
81390	0.0	0.0
81392	1.0	1.0
643376	1.0	13.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	1.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	0.0	2.0
106481846	0.0	0.0
100307126	2.0	2.0
106481847	0.0	0.0
100271349	4.0	2.0
283417	276.0	354.0
283416	20.0	21.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	0.0	5.0
106481850	2.0	6.0
81382	0.0	0.0
81383	0.0	0.0
100271343	2.0	12.0
106481819	0.0	2.0
283491	0.0	0.0
106481817	0.0	0.0
