id	3a04fb30-378c-48a0-a02e-85cf81b31b43	fced57a8-570a-4f05-aa10-4e16aa7ecc85
54432	2990.0	3620.0
54439	1320.0	3100.0
8725	4639.0	4482.0
8726	1022.0	1285.0
54438	3964.0	650.0
54437	96.0	242.0
8723	2469.0	2848.0
326310	74.0	165.0
8724	9755.0	6426.0
54436	568.0	1767.0
8729	7278.0	7072.0
100337589	0.0	3.0
170485	0.0	2.0
8727	2565.0	827.0
8728	359.0	2516.0
170482	2.0	10.0
8740	272.0	301.0
8743	12993.0	12533.0
8744	263.0	201.0
8741	744.0	960.0
8742	2614.0	1531.0
102724868	0.0	0.0
102724866	0.0	3.0
54442	1477.0	4265.0
54441	25.0	14.0
54440	957.0	2755.0
400823	32.0	2.0
102724862	0.0	0.0
54443	110.0	3812.0
8736	2815.0	70.0
8737	3614.0	5612.0
8735	11.0	60.0
326300	1.0	16.0
8738	656.0	462.0
8739	33.0	2.0
8751	9653.0	21048.0
8754	6579.0	8518.0
8755	0.0	0.0
102724853	8.0	0.0
54453	4974.0	6625.0
255512	72.0	30.0
54457	3.0	8.0
54456	16.0	31.0
554049	67.0	66.0
54455	2445.0	2715.0
54454	1118.0	1198.0
8747	17.0	14.0
8748	13.0	3.0
8745	214.0	195.0
54458	3759.0	8979.0
400818	470.0	845.0
8749	0.0	0.0
8761	7425.0	9843.0
6100	314.0	553.0
8760	7826.0	3635.0
6102	1405.0	2003.0
8766	11301.0	16180.0
6101	22.0	101.0
8763	37351.0	15289.0
6103	832.0	219.0
8764	2204.0	2955.0
54460	2619.0	5556.0
54464	3535.0	3035.0
54463	1891.0	1132.0
54462	5632.0	3608.0
54461	3850.0	12191.0
54468	2025.0	3106.0
54467	4342.0	5963.0
54466	26.0	10.0
54465	835.0	786.0
255520	2351.0	2730.0
8759	0.0	0.0
8756	0.0	0.0
54469	4533.0	3622.0
8772	310.0	1196.0
8773	3582.0	2827.0
8771	0.0	0.0
8776	1927.0	3647.0
8777	6202.0	1360.0
8774	1999.0	3112.0
8775	5617.0	7706.0
101928566	0.0	2.0
8767	1047.0	2683.0
6120	1966.0	3554.0
101928571	3.0	0.0
8784	43.0	439.0
6122	110645.0	84567.0
8781	0.0	0.0
6121	6.0	1.0
8787	277.0	68.0
6124	74429.0	62379.0
6123	18.0	5.0
8788	151.0	1.0
8785	51.0	3.0
6126	20.0	9.0
8786	828.0	340.0
6125	49764.0	26746.0
101928578	255.0	123.0
8780	3727.0	4576.0
6117	6321.0	6522.0
8778	21.0	46.0
6119	743.0	1648.0
6118	2659.0	4245.0
8794	241.0	194.0
8795	2832.0	3146.0
6130	54996.0	89927.0
8792	643.0	269.0
6133	28049.0	23534.0
6132	49025.0	172877.0
8793	1034.0	48.0
8798	711.0	449.0
6135	45948.0	42860.0
8799	1843.0	4070.0
6134	66263.0	62649.0
8796	33.0	6.0
6137	33652.0	34613.0
8797	844.0	1345.0
6136	28836.0	26408.0
100421307	3.0	0.0
101735302	161.0	195.0
8790	1142.0	1136.0
100134444	0.0	0.0
6128	33645.0	35138.0
8789	6.0	3.0
6129	35437.0	43277.0
6142	11954.0	18347.0
6141	25572.0	37453.0
100421311	6.0	5.0
6144	14547.0	8760.0
6143	44359.0	69355.0
100421313	6.0	1.0
6146	18542.0	16240.0
6145	0.0	1.0
6148	0.0	0.0
6147	22726.0	30731.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	2.0	0.0
6139	1738.0	2552.0
6138	46295.0	48764.0
6152	22820.0	24408.0
6155	25367.0	28677.0
6154	16004.0	11034.0
100421324	0.0	0.0
6157	28858.0	32275.0
6156	29686.0	56523.0
6159	26650.0	28396.0
6158	22535.0	35424.0
100421328	1.0	0.0
6150	687.0	1619.0
101928527	426.0	352.0
6164	23997.0	19070.0
6163	3.0	2.0
6166	7120.0	9043.0
6165	23457.0	22779.0
6168	35656.0	39347.0
6167	30678.0	34291.0
100421338	0.0	0.0
6169	13380.0	51575.0
101928536	0.0	0.0
6160	35680.0	38829.0
101928537	0.0	0.0
6161	43272.0	40887.0
100421331	0.0	0.0
6175	62007.0	91447.0
6174	57.0	87.0
6176	53744.0	58767.0
101928545	124.0	40.0
6171	8434.0	11506.0
6170	5466.0	7279.0
6173	3778.0	2619.0
6172	448.0	406.0
100421340	4.0	0.0
100421341	1.0	2.0
100421354	0.0	0.0
6185	20322.0	52165.0
101928550	9.0	0.0
6188	44743.0	85376.0
6187	31290.0	70100.0
100421357	3.0	3.0
6189	23714.0	20995.0
101928555	193.0	7.0
6182	219.0	1873.0
6181	34099.0	24973.0
6184	14647.0	29113.0
101928559	0.0	0.0
6183	704.0	3154.0
100421350	11.0	9.0
100421351	14.0	4.0
100421353	3.0	1.0
6197	6455.0	2567.0
6196	5468.0	2665.0
6199	1300.0	4549.0
6198	2679.0	2781.0
6191	94403.0	58077.0
6193	24580.0	24812.0
6192	0.0	6.0
91373	869.0	3638.0
6195	2059.0	3465.0
6194	76920.0	60013.0
390916	948.0	1129.0
145407	397.0	592.0
100421363	6.0	0.0
100421376	0.0	0.0
100421379	0.0	1.0
91369	8337.0	3916.0
91368	1033.0	1271.0
652489	0.0	2.0
390924	36.0	13.0
389901	5.0	12.0
390928	3.0	8.0
390927	391.0	411.0
100421371	17.0	8.0
100421374	25.0	8.0
389903	0.0	1.0
100421389	1.0	1.0
91392	452.0	561.0
389935	0.0	1.0
389932	1.0	2.0
100421384	21.0	11.0
100421398	2.0	5.0
100421399	0.0	0.0
101928513	8.0	2.0
91380	0.0	0.0
390904	0.0	5.0
145438	7.0	21.0
100421390	0.0	1.0
100421391	0.0	0.0
100421395	5.0	11.0
100421397	1.0	1.0
375316	60.0	7.0
375318	0.0	0.0
390963	137.0	146.0
375307	16.0	4.0
389941	9.0	1.0
389948	1.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	85.0	17.0
387317	0.0	0.0
121457	818.0	1291.0
389976	0.0	2.0
375341	654.0	442.0
387319	0.0	0.0
375323	1.0	0.0
389970	1.0	4.0
390940	127.0	91.0
133418	2099.0	2142.0
390948	0.0	0.0
121441	1635.0	1493.0
390949	1.0	0.0
652411	0.0	0.0
145370	2.0	1.0
102724954	0.0	0.0
54596	37.0	74.0
375484	633.0	1470.0
91526	983.0	1061.0
133396	8.0	15.0
196951	201.0	104.0
91523	502.0	2298.0
91522	43.0	44.0
121391	1.0	0.0
145376	120.0	14.0
400986	258.0	112.0
400984	10.0	3.0
196968	26.0	5.0
157378	1406.0	3274.0
723961	0.0	0.0
145389	621.0	756.0
157381	8.0	1.0
91543	900.0	6721.0
91544	758.0	1397.0
102724923	1.0	1.0
652423	0.0	0.0
169355	2.0	13.0
400966	11.0	5.0
121364	0.0	0.0
400961	769.0	535.0
157376	0.0	0.0
91574	1297.0	1426.0
157313	28.0	1281.0
157317	0.0	0.0
147991	2237.0	1365.0
399495	7.0	6.0
159963	4.0	154.0
100506965	426.0	52.0
100506963	84.0	29.0
387495	0.0	0.0
387496	1063.0	108.0
387494	1.0	0.0
387491	0.0	0.0
387492	44.0	21.0
387486	0.0	0.0
157310	199.0	11.0
100506994	65.0	38.0
338470	9.0	2.0
170302	3.0	10.0
204010	3.0	7.0
399473	120.0	175.0
399474	754.0	316.0
91584	10647.0	307.0
159989	6.0	15.0
91582	1439.0	2620.0
107126360	1.0	9.0
133383	496.0	425.0
100506930	987.0	2647.0
100820741	0.0	0.0
338448	0.0	0.0
8808	88.0	24.0
8809	354.0	236.0
54512	453.0	3473.0
54511	76.0	4.0
54510	5724.0	1341.0
54516	612.0	579.0
8802	6745.0	4987.0
8803	4280.0	2241.0
54514	0.0	0.0
8800	3205.0	3275.0
8801	4170.0	2107.0
8807	60.0	81.0
400916	1841.0	922.0
54518	4058.0	2048.0
8804	11595.0	13033.0
100506939	2.0	1.0
54517	877.0	1320.0
8805	2305.0	4138.0
8820	26.0	55.0
8821	5520.0	2692.0
338440	154.0	961.0
338442	1997.0	30.0
8819	265.0	474.0
100820732	0.0	0.0
255620	0.0	3.0
54522	451.0	575.0
54521	1801.0	1422.0
54520	3350.0	1523.0
100820735	0.0	2.0
8813	1658.0	6043.0
170393	3.0	4.0
8814	184.0	101.0
170392	1.0	25.0
100506925	0.0	0.0
8811	1.0	12.0
8812	642.0	696.0
8817	135.0	116.0
8818	2024.0	4526.0
54529	3375.0	3197.0
255626	0.0	0.0
8815	3359.0	10530.0
8816	5917.0	4950.0
170394	602.0	1288.0
8831	1237.0	1172.0
8832	1313.0	2776.0
100506953	3.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1471.0	2136.0
54532	5022.0	1532.0
54531	1324.0	2082.0
54538	6838.0	1554.0
8824	4442.0	4118.0
8825	963.0	1614.0
54537	2129.0	2061.0
54536	1732.0	1868.0
8822	7.0	0.0
8823	89.0	6.0
54535	614.0	2422.0
8828	7293.0	6694.0
8829	18303.0	6391.0
8826	29724.0	28676.0
54539	2736.0	7990.0
8842	5609.0	144.0
8843	131.0	2.0
8840	73.0	2158.0
8841	2812.0	3880.0
100158257	0.0	0.0
54541	612.0	2186.0
54540	1770.0	2281.0
54545	6089.0	2356.0
54544	0.0	0.0
54543	9957.0	8183.0
54542	4514.0	4281.0
54549	881.0	255.0
8835	2922.0	777.0
8836	424.0	1534.0
8833	3785.0	6858.0
8834	1403.0	1633.0
54546	37.0	2.0
8839	10169.0	4553.0
8837	12383.0	6048.0
8838	98.0	26.0
101928483	29.0	23.0
8850	3339.0	988.0
101928484	0.0	0.0
8853	1946.0	1578.0
8854	1752.0	93.0
8851	103.0	300.0
8852	1.0	0.0
400960	1075.0	516.0
338412	2.0	1.0
338413	0.0	2.0
54552	763.0	952.0
400957	1.0	1.0
54551	63.0	74.0
54550	31.0	22.0
196996	723.0	269.0
400955	11.0	3.0
400954	106.0	87.0
54556	945.0	734.0
54555	1615.0	4188.0
400952	20.0	30.0
54554	786.0	647.0
400950	3.0	4.0
8846	677.0	921.0
100820709	1.0	0.0
8847	121.0	256.0
54558	1142.0	485.0
8844	1892.0	917.0
54557	761.0	688.0
8848	23068.0	9276.0
196993	504.0	168.0
8861	3183.0	3187.0
101928492	217.0	98.0
8864	3574.0	3038.0
6201	20874.0	22482.0
6203	24031.0	27556.0
8862	423.0	711.0
101928496	0.0	0.0
8863	1892.0	1410.0
6202	46526.0	52766.0
723972	2.0	5.0
400946	39.0	15.0
400945	60.0	63.0
54567	2664.0	1200.0
54566	3128.0	1667.0
400941	6.0	7.0
8857	6727.0	336.0
8858	8.0	3.0
54569	0.0	0.0
8856	9.0	4.0
54568	0.0	0.0
8859	416.0	766.0
8871	2551.0	3744.0
8872	2789.0	4701.0
6210	22914.0	24580.0
8870	6843.0	24447.0
100421500	0.0	0.0
8875	141.0	166.0
8876	204.0	115.0
8874	6066.0	2769.0
100421506	1.0	0.0
100421509	0.0	0.0
54570	1.0	0.0
400935	2.0	134.0
54574	0.0	0.0
54573	1.0	0.0
54572	4.0	0.0
400932	4.0	1.0
54571	1.0	0.0
54578	0.0	1.0
255631	85.0	218.0
400931	257.0	88.0
54577	38.0	6.0
54576	2.0	0.0
54575	0.0	0.0
6205	57095.0	58843.0
100506915	11.0	11.0
8869	1691.0	936.0
6204	7683.0	11060.0
6207	24483.0	27082.0
6206	38194.0	23234.0
8867	1502.0	1297.0
54579	0.0	0.0
6209	8334.0	21670.0
6208	29589.0	30348.0
170384	1812.0	1679.0
100506916	0.0	0.0
8882	2418.0	3075.0
8883	2191.0	2949.0
8880	4974.0	7213.0
8881	4898.0	3759.0
8886	4931.0	5228.0
6223	23887.0	44687.0
100421512	0.0	0.0
8887	9317.0	10701.0
6222	52624.0	92123.0
8884	3584.0	11119.0
6224	46032.0	31952.0
100421515	5.0	4.0
54581	325.0	200.0
54580	0.0	0.0
54585	2095.0	1523.0
54584	154.0	232.0
54583	4147.0	3943.0
54587	10085.0	12327.0
54586	4.0	0.0
8879	4567.0	8526.0
170371	1944.0	612.0
170370	6.0	1.0
8877	597.0	2623.0
6218	32451.0	41758.0
6217	24754.0	35560.0
8878	15933.0	26790.0
6219	4.0	2.0
100506907	0.0	0.0
100506906	153.0	53.0
255649	0.0	0.0
6230	29286.0	21059.0
8893	3231.0	5550.0
8894	3997.0	10839.0
101928440	0.0	0.0
8891	2489.0	2198.0
6232	30898.0	39521.0
8892	1502.0	2099.0
6231	2982.0	8092.0
8897	904.0	384.0
6234	7598.0	8869.0
8898	2754.0	1824.0
6233	27374.0	31693.0
8895	9117.0	26318.0
6236	134.0	27.0
8896	1843.0	3134.0
6235	13641.0	14831.0
101928442	0.0	0.0
101928448	1.0	0.0
8890	2035.0	3675.0
280659	0.0	0.0
280657	1.0	0.0
280658	0.0	0.0
280655	1.0	4.0
253039	659.0	672.0
6227	11529.0	31225.0
6226	3.0	0.0
6229	48061.0	46917.0
8888	6160.0	7020.0
6228	33319.0	27262.0
6241	102.0	7076.0
6240	3619.0	5835.0
100421411	0.0	0.0
6242	1137.0	2686.0
100421413	1.0	12.0
101928455	0.0	0.0
6244	0.0	2.0
6247	2.0	1.0
100421415	7.0	6.0
6246	0.0	0.0
280644	0.0	1.0
253044	1.0	0.0
6238	9677.0	39080.0
6237	4851.0	2911.0
8899	5336.0	6004.0
6239	5298.0	4390.0
6252	3322.0	602.0
100421420	1.0	5.0
6251	7172.0	3890.0
100421422	0.0	0.0
6253	978.0	967.0
6256	7330.0	11649.0
100421424	0.0	0.0
6258	189.0	13.0
6257	2654.0	4490.0
100421428	0.0	1.0
101928469	10.0	4.0
100421429	3.0	0.0
280637	2.0	1.0
280636	1498.0	4299.0
253018	49.0	18.0
253017	0.0	0.0
253012	338.0	14.0
6249	8183.0	5564.0
6248	0.0	0.0
6263	551.0	25.0
100421431	4.0	0.0
6262	100.0	35.0
100421432	3.0	3.0
101928470	9.0	0.0
100421433	2.0	3.0
100421436	34.0	16.0
100421439	0.0	1.0
6261	528.0	203.0
6260	6.0	3.0
6259	5340.0	2682.0
100421430	0.0	1.0
6274	55.0	50.0
6273	170.0	729.0
6276	3.0	6.0
6275	15051.0	8649.0
6278	1.0	10.0
6277	33647.0	15588.0
6279	314.0	431.0
6272	15724.0	10427.0
6271	2967.0	99.0
6285	4423.0	24.0
6284	3299.0	2575.0
100421455	0.0	0.0
6286	19.0	899.0
6289	22237.0	92.0
6288	94498.0	364.0
6281	18371.0	6318.0
6280	913.0	1709.0
6283	16.0	4.0
6282	17480.0	63403.0
123920	3501.0	7287.0
100421451	0.0	1.0
6296	244.0	117.0
6295	10.0	2.0
6297	1653.0	487.0
6299	256.0	280.0
101928420	1.0	0.0
6290	0.0	0.0
6291	126.0	1.0
6294	3172.0	8122.0
6293	3502.0	7847.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	1.0	1.0
54505	3401.0	3705.0
280660	0.0	0.0
54504	2689.0	2220.0
280661	11.0	17.0
54503	834.0	3431.0
54502	5016.0	6308.0
54509	19.0	156.0
123904	0.0	0.0
54508	61.0	43.0
100421473	1.0	0.0
54507	2501.0	222.0
100421487	0.0	0.0
133308	675.0	314.0
147945	0.0	0.0
123970	1.0	2.0
100421480	1.0	0.0
147947	977.0	1114.0
147948	307.0	247.0
147949	353.0	393.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	4.0	0.0
100421499	1.0	0.0
101060006	0.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	2.0	0.0
147965	565.0	1282.0
147968	66.0	96.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	0.0	1.0
121360	0.0	0.0
101060032	18.0	4.0
135924	2.0	0.0
135927	11.0	4.0
121355	11.0	44.0
147906	255.0	363.0
135932	1174.0	157.0
101060045	1.0	4.0
135935	0.0	0.0
101060040	0.0	0.0
147912	455.0	284.0
135942	0.0	1.0
135941	0.0	1.0
121340	0.0	3.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	11.0	4.0
147923	810.0	745.0
147920	5.0	111.0
147929	226.0	240.0
104326192	0.0	0.0
104326193	0.0	0.0
375444	126.0	302.0
104326189	6.0	0.0
101060020	0.0	1.0
375449	7686.0	3417.0
104326188	0.0	0.0
121328	7.0	3.0
91653	5328.0	1111.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	198.0	50.0
27085	216.0	862.0
27086	6691.0	4312.0
389756	146.0	0.0
147429	25.0	0.0
27089	4113.0	6870.0
91646	22.0	29.0
91647	725.0	736.0
642968	0.0	1.0
135458	3.0	9.0
390766	0.0	1.0
27098	224.0	80.0
27099	2.0	1.0
27097	1898.0	2644.0
389741	116.0	57.0
27090	1070.0	3782.0
27091	0.0	1.0
27094	141.0	83.0
27095	3353.0	4764.0
27092	1167.0	26730.0
642976	189.0	0.0
400629	0.0	127.0
27093	1.0	0.0
160428	1175.0	1717.0
375133	77.0	37.0
387122	1.0	20.0
390730	1.0	4.0
390732	1.0	0.0
390735	0.0	0.0
387119	507.0	253.0
27063	11.0	40.0
387117	0.0	0.0
27069	12747.0	14877.0
400612	5.0	1.0
27067	2962.0	3498.0
27068	2969.0	3606.0
221908	341.0	1147.0
341799	0.0	0.0
400619	36.0	82.0
642987	78.0	30.0
400618	262.0	10.0
400617	100.0	7.0
64065	14580.0	10323.0
91662	42.0	19.0
91663	38925.0	14956.0
64064	3.0	9.0
64067	301.0	116.0
64066	109.0	18.0
91661	700.0	982.0
91664	753.0	882.0
147463	1602.0	118.0
387111	8.0	1.0
27076	1792.0	7546.0
390748	0.0	2.0
27077	412.0	360.0
400604	66.0	55.0
27074	241.0	1145.0
27075	5623.0	22482.0
389766	9.0	1.0
387103	119.0	612.0
387104	9.0	3.0
27079	383.0	617.0
389763	0.0	0.0
341784	3.0	5.0
642996	0.0	0.0
27072	4506.0	3974.0
160419	0.0	0.0
64061	1935.0	2127.0
400609	0.0	0.0
160418	2255.0	2874.0
64063	227.0	2093.0
27071	315.0	732.0
64062	3585.0	2428.0
91695	290.0	970.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	555.0	60.0
100313770	0.0	0.0
64077	1488.0	942.0
91694	1689.0	332.0
100313771	0.0	0.0
390790	5.0	0.0
221927	1987.0	5922.0
390792	5.0	6.0
400680	25.0	30.0
27043	3255.0	5885.0
27044	12275.0	19688.0
27042	1925.0	2300.0
389799	8.0	1.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	1251.0	203.0
100313777	0.0	0.0
27040	10.0	27.0
100313774	0.0	0.0
64073	68.0	1300.0
64087	7935.0	13097.0
221914	13.0	45.0
64089	1279.0	2418.0
100313781	0.0	0.0
91683	748.0	2737.0
91689	1859.0	1852.0
100313780	0.0	0.0
245908	0.0	0.0
91687	309.0	851.0
245909	0.0	0.0
400673	355.0	610.0
389792	217.0	1201.0
389791	3.0	2.0
387129	2.0	0.0
400668	4.0	2.0
389787	9.0	17.0
64081	864.0	430.0
64080	415.0	347.0
64083	7502.0	8022.0
64084	6731.0	1016.0
64098	573.0	1165.0
64097	1585.0	463.0
400660	21.0	10.0
8909	28.0	26.0
27022	0.0	20.0
8907	3649.0	4633.0
341757	2.0	0.0
400658	21.0	25.0
8908	19351.0	173.0
147407	2.0	1.0
27020	7126.0	7083.0
400657	501.0	346.0
27023	2.0	5.0
400654	0.0	0.0
64090	3.0	26.0
64092	439.0	864.0
64091	358.0	234.0
8900	29.0	24.0
64094	13682.0	6777.0
8905	1964.0	1665.0
147409	3.0	1.0
64093	746.0	70.0
8906	1574.0	2923.0
64096	0.0	0.0
8904	2924.0	6475.0
221935	1098.0	508.0
221937	2980.0	1885.0
221938	0.0	0.0
400652	9.0	8.0
400650	7.0	2.0
27039	7.0	3.0
27032	8991.0	7912.0
27033	15.0	44.0
27030	1766.0	1074.0
27031	621.0	219.0
27036	79.0	248.0
400645	0.0	0.0
27037	1014.0	1575.0
400644	15.0	0.0
27034	2440.0	624.0
400643	2.0	0.0
27035	33.0	60.0
8912	293.0	8695.0
100313769	0.0	4.0
8913	55.0	36.0
8910	3701.0	2460.0
8911	49.0	328.0
8916	2514.0	1282.0
8914	1058.0	5649.0
8915	1577.0	1714.0
245935	0.0	0.0
245936	0.0	0.0
245937	6.0	2.0
245938	0.0	0.0
8930	2288.0	3215.0
245939	0.0	0.0
221960	331.0	646.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	5889.0	2369.0
8927	125.0	96.0
8928	3.0	13.0
8925	8883.0	3509.0
8926	21.0	8.0
221955	985.0	2572.0
8941	0.0	68.0
8942	525.0	643.0
375189	32.0	28.0
8940	30.0	32.0
245940	0.0	0.0
206338	1535.0	8.0
375190	555.0	222.0
196446	20.0	19.0
8934	2592.0	1487.0
8935	4704.0	2598.0
196441	2609.0	2052.0
8932	6860.0	10067.0
8933	6053.0	4425.0
8938	589.0	1013.0
8939	3089.0	5680.0
8936	770.0	343.0
326105	3.0	2.0
245913	0.0	0.0
245915	0.0	0.0
221981	1660.0	413.0
245910	0.0	0.0
206358	996.0	1451.0
245911	0.0	1.0
245912	1.0	0.0
196415	0.0	2.0
642909	1.0	4.0
642907	0.0	1.0
8945	2801.0	1698.0
54659	0.0	0.0
54658	1.0	0.0
8943	7179.0	13179.0
54657	0.0	0.0
8944	0.0	0.0
196410	131.0	144.0
245927	0.0	0.0
245928	0.0	0.0
6300	451.0	296.0
245929	0.0	0.0
6302	3250.0	3881.0
6301	7174.0	12547.0
160492	6.0	1.0
54662	4396.0	2483.0
54661	8.0	3.0
54660	47.0	19.0
54665	1678.0	1918.0
54664	3876.0	5282.0
54663	778.0	2698.0
8970	35.0	260.0
8971	2813.0	5559.0
101928363	35.0	3.0
8974	2472.0	6282.0
6311	3120.0	2432.0
8975	1886.0	1259.0
6310	2939.0	3188.0
91612	5910.0	3712.0
100421601	0.0	0.0
8972	34.0	11.0
8973	3.0	80.0
245972	13.0	75.0
245973	234.0	1993.0
54677	1424.0	1438.0
54676	2527.0	4252.0
54675	2543.0	2265.0
147468	0.0	0.0
54674	1465.0	48.0
6304	2979.0	987.0
6303	16958.0	13533.0
8968	0.0	2.0
6305	3935.0	3695.0
91603	863.0	1137.0
91608	107.0	67.0
6307	1949.0	4022.0
642924	18.0	1.0
8969	26.0	252.0
6309	3445.0	2157.0
91607	4082.0	2483.0
6320	217.0	1499.0
6322	721.0	314.0
8985	3187.0	6150.0
8986	1325.0	4335.0
64002	0.0	0.0
101928378	86.0	77.0
6324	787.0	352.0
64005	255.0	1083.0
6323	6.0	0.0
101928376	4.0	10.0
54680	1569.0	2210.0
642938	19.0	80.0
54682	3865.0	1280.0
54681	1516.0	1889.0
196403	1211.0	1375.0
6315	0.0	0.0
6314	2637.0	1269.0
6317	0.0	0.0
8976	4866.0	7878.0
6319	113305.0	34469.0
6318	0.0	0.0
642935	6.0	13.0
8992	9774.0	16392.0
8993	1.0	0.0
6331	271.0	13.0
8991	9993.0	13888.0
6330	3083.0	262.0
100421621	48.0	4.0
8996	1235.0	3354.0
101928388	3.0	1.0
6332	412.0	12.0
8997	2184.0	1297.0
8994	2708.0	2827.0
6335	325.0	58.0
8995	61.0	46.0
6334	174.0	1161.0
147495	3654.0	823.0
100421629	0.0	0.0
8989	21.0	206.0
6326	242.0	43.0
8987	419.0	74.0
6328	111.0	8.0
91624	1874.0	1105.0
6327	249.0	30.0
8988	0.0	0.0
6329	1592.0	120.0
642946	183.0	166.0
6340	86.0	362.0
6342	9693.0	8960.0
6341	2705.0	1653.0
6344	75.0	5.0
100421633	1.0	0.0
6343	0.0	153.0
100421634	2.0	1.0
6346	1.0	2.0
6345	158.0	35.0
100421638	0.0	0.0
642958	0.0	3.0
642959	11.0	0.0
6337	5221.0	8790.0
642952	0.0	0.0
6336	0.0	1.0
6339	98.0	134.0
91614	34.0	120.0
8999	54.0	8.0
6338	839.0	845.0
642954	26.0	31.0
6351	2547.0	977.0
6352	1051.0	7678.0
6355	1452.0	776.0
6354	1.0	38.0
6357	306.0	89.0
6356	2.0	94.0
100421528	0.0	0.0
6348	2908.0	411.0
6347	11708.0	2781.0
196394	315.0	268.0
6362	886.0	760.0
6361	24.0	73.0
6364	9.0	5.0
6363	567.0	395.0
100421533	10.0	41.0
6366	348.0	136.0
100421535	0.0	0.0
6368	39.0	15.0
6367	294.0	317.0
101928337	0.0	0.0
6360	56.0	1.0
255349	14.0	0.0
6359	2.0	0.0
6358	2372.0	35.0
6373	39.0	5506.0
101928340	8.0	1.0
6372	21.0	1.0
100421542	0.0	0.0
6375	41.0	127.0
6374	55.0	0.0
100421545	11.0	7.0
6376	13207.0	5401.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	1.0	0.0
255313	0.0	0.0
196374	0.0	0.0
6369	135.0	6.0
6383	7204.0	4848.0
6386	16580.0	13693.0
6385	13857.0	37483.0
6388	2309.0	4725.0
6387	34947.0	11918.0
6389	7285.0	14115.0
255330	0.0	0.0
6382	3954.0	144234.0
102724246	11.0	6.0
255324	7.0	2.0
196385	95.0	91.0
196383	1954.0	1198.0
100421550	0.0	0.0
6397	8729.0	6600.0
100421565	0.0	0.0
6396	4421.0	8961.0
100421566	0.0	1.0
6399	852.0	661.0
6398	940.0	13966.0
6391	7315.0	9797.0
6390	4059.0	5758.0
6392	4215.0	3088.0
282997	76.0	77.0
282996	131.0	45.0
100134229	350.0	917.0
282991	1407.0	2672.0
100421560	0.0	0.0
100421577	37.0	28.0
100421579	6.0	6.0
255394	1021.0	324.0
102724224	9.0	62.0
54600	0.0	0.0
54602	1819.0	1953.0
282980	0.0	0.0
54606	3095.0	5872.0
100421572	0.0	0.0
100421588	5.0	1.0
100421589	78.0	17.0
282974	292.0	360.0
282973	165.0	111.0
54619	546.0	636.0
100421581	0.0	0.0
196335	1.0	0.0
100421582	15.0	19.0
54617	2968.0	3148.0
100421598	0.0	0.0
100421599	0.0	2.0
255374	36.0	92.0
282969	231.0	565.0
102724201	14.0	2.0
282966	0.0	0.0
54622	2702.0	1809.0
100134259	71.0	44.0
54621	2614.0	3164.0
54620	534.0	2475.0
54626	74.0	841.0
54625	6594.0	17862.0
54623	3628.0	7444.0
54629	2682.0	2415.0
54627	203.0	175.0
27005	1585.0	2944.0
27006	2.0	7.0
27000	1253.0	2440.0
27004	11.0	12.0
27018	3112.0	1432.0
27019	85.0	236.0
400591	0.0	0.0
27010	354.0	302.0
27012	0.0	4.0
27013	4636.0	6619.0
400581	2.0	7.0
400578	1.0	1.0
400569	852.0	844.0
400566	249.0	255.0
389715	1.0	0.0
100313829	0.0	1.0
390729	1.0	2.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	14.0	13.0
389730	0.0	2.0
100038246	0.0	2.0
389727	0.0	1.0
91775	3033.0	1927.0
390872	0.0	0.0
390874	0.0	2.0
654835	0.0	0.0
400759	184.0	574.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	1.0	1.0
400752	74.0	50.0
137994	161.0	204.0
642843	2.0	10.0
91768	3755.0	2869.0
64151	85.0	1627.0
64150	229.0	9.0
64168	370.0	59.0
64167	3756.0	6066.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1694.0	2505.0
400746	186.0	11.0
400745	0.0	4.0
389866	7.0	8.0
150962	506.0	532.0
64175	1613.0	4060.0
162968	107.0	137.0
64174	255.0	180.0
162966	558.0	879.0
162967	1379.0	1859.0
162962	617.0	719.0
162963	298.0	527.0
125981	8.0	49.0
149992	0.0	0.0
390856	0.0	0.0
390858	3.0	15.0
27187	2.0	0.0
390857	0.0	0.0
