id	ed666213-31b2-47c1-b33f-f4ad44b05ded	04268bf5-f4de-4c02-bd76-a64ac21b6136
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	35.0	34.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	1.0	0.0
100310848	0.0	0.0
106481762	4.0	0.0
81470	0.0	0.0
100271274	1.0	2.0
100310841	1.0	1.0
81472	1.0	2.0
81473	0.0	0.0
100310840	166.0	91.0
100271273	0.0	0.0
645859	0.0	0.0
8288	20.0	7.0
8289	9958.0	10932.0
8287	0.0	1.0
643210	2.0	9.0
106481767	0.0	0.0
728207	3.0	3.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	2.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	1.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	1.0	0.0
81465	1.0	0.0
81466	0.0	0.0
106481773	0.0	1.0
100310853	0.0	0.0
100271263	5.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	27.0	1.0
100271262	2.0	0.0
100310851	0.0	0.0
342358	0.0	0.0
342357	601.0	947.0
100310850	0.0	2.0
100271261	2.0	0.0
643220	3.0	1.0
643224	80.0	315.0
645884	0.0	0.0
8291	1762.0	1324.0
401136	1.0	0.0
106481734	20.0	19.0
8292	125.0	63.0
401135	0.0	1.0
106481735	22.0	42.0
106481732	1.0	4.0
8290	2.0	0.0
106481733	0.0	0.0
8295	7833.0	9968.0
106481738	0.0	0.0
93474	386.0	738.0
106481739	1.0	0.0
8293	2.0	1.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	149.0	1799.0
106481741	0.0	0.0
106481742	5.0	12.0
100271259	1.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	16.0	0.0
100271253	0.0	0.0
645879	2.0	0.0
81493	164.0	58.0
81494	0.0	0.0
100271254	0.0	0.0
283562	1.0	0.0
81490	951.0	993.0
81491	121.0	7.0
342346	13.0	5.0
100271250	0.0	0.0
100873064	0.0	0.0
643232	3.0	1.0
100873065	4.0	2.0
106481745	0.0	0.0
401124	220.0	44.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	39.0	13.0
106481749	4.0	1.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	1.0	2.0
100271245	5.0	2.0
106481753	8.0	2.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	1.0	0.0
106481751	0.0	0.0
401115	27.0	54.0
81488	1821.0	1828.0
283554	109.0	32.0
283553	36.0	5.0
100271244	0.0	0.0
643226	4.0	0.0
283551	276.0	123.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	72.0	81.0
93492	18.0	7.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	4.0	1.0
106481711	1.0	0.0
106481716	2.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	137.0	198.0
100271235	0.0	0.0
283547	295.0	741.0
401106	96.0	111.0
100271234	0.0	0.0
106481720	2.0	0.0
100271230	0.0	0.0
643236	9.0	18.0
100271233	0.0	0.0
100271232	1.0	0.0
643253	271.0	176.0
93487	5671.0	3625.0
106481729	5.0	2.0
643255	7.0	0.0
106481723	1.0	0.0
106481724	1.0	0.0
106481721	0.0	0.0
106481722	3.0	1.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1384.0	1505.0
100271229	3.0	0.0
100271224	4.0	2.0
106481730	0.0	0.0
100271223	1.0	5.0
106481731	2.0	2.0
100271226	3.0	1.0
100271225	1.0	0.0
100271220	0.0	0.0
100271222	0.0	1.0
344978	3.0	1.0
100271221	1.0	0.0
138716	523.0	321.0
780852	0.0	1.0
728276	1.0	0.0
780853	0.0	0.0
728279	0.0	1.0
138715	11.0	1.0
780851	3.0	1.0
100126356	2.0	0.0
285796	8.0	39.0
81607	3140.0	6160.0
81608	2334.0	3608.0
81609	3058.0	6336.0
81603	4619.0	4031.0
81605	1950.0	1787.0
81606	9202.0	2132.0
81610	496.0	759.0
56654	2900.0	808.0
56655	872.0	1369.0
81611	5483.0	12946.0
56650	4057.0	4514.0
29028	2111.0	10288.0
283129	10.0	49.0
56651	13.0	36.0
56652	1012.0	555.0
100126354	0.0	0.0
100126355	0.0	2.0
56658	887.0	991.0
283120	776.0	400.0
56659	130.0	166.0
100126350	1.0	0.0
100126351	0.0	0.0
100126349	2.0	0.0
106481709	0.0	0.0
106481707	1.0	5.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	9.0	22.0
138724	5.0	4.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	708.0	7.0
100126348	0.0	0.0
728263	2.0	1.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	55.0	38.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	6.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3778.0	5280.0
100190924	0.0	1.0
56666	125.0	1039.0
30012	0.0	3.0
29034	0.0	0.0
56667	15.0	424.0
106865375	0.0	1.0
81602	545.0	274.0
30014	0.0	0.0
106865374	0.0	0.0
56662	1.0	0.0
30011	4814.0	11962.0
283116	0.0	0.0
56663	0.0	0.0
30010	37.0	0.0
56664	0.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	1.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1209.0	1455.0
100126335	2.0	0.0
100126336	0.0	0.0
93611	886.0	1509.0
100126337	0.0	0.0
100128998	0.0	2.0
81629	32.0	24.0
100381202	1.0	3.0
56670	252.0	268.0
81626	2.0	125.0
81627	1714.0	4089.0
81628	3290.0	3410.0
56676	1.0	3.0
30001	3672.0	5957.0
54012	0.0	0.0
56677	0.0	0.0
246175	7019.0	6451.0
56672	567.0	1659.0
246176	12.0	2.0
56673	126.0	1089.0
54016	0.0	0.0
283106	31.0	54.0
30000	5056.0	3728.0
56674	2801.0	3623.0
54015	0.0	0.0
81631	4477.0	5475.0
56675	337.0	210.0
54014	6608.0	4009.0
283104	225.0	286.0
100126330	0.0	0.0
30009	258.0	160.0
283102	3.0	2.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	1.0	0.0
100126333	5.0	0.0
30008	2854.0	1343.0
100128991	0.0	0.0
100128990	1.0	0.0
66002	139.0	0.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	214.0	89.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	4.0	2.0
66004	1261.0	4811.0
100126325	0.0	0.0
66005	2647.0	4188.0
100126326	2.0	0.0
81618	6028.0	9552.0
81619	8078.0	6083.0
56681	5850.0	5476.0
66008	3510.0	2575.0
29018	2.0	0.0
81614	2133.0	2150.0
54020	1519.0	2505.0
81615	371.0	352.0
81616	36.0	8.0
81617	2297.0	3767.0
767846	40.0	37.0
81621	166.0	79.0
81622	1827.0	3213.0
246184	248.0	271.0
767851	0.0	0.0
81623	0.0	2.0
54022	2.0	1.0
81624	354.0	1203.0
767853	2.0	0.0
54021	8.0	2.0
56683	736.0	949.0
54028	37.0	18.0
54027	0.0	0.0
29015	2628.0	5310.0
54026	0.0	0.0
767850	0.0	0.0
81620	529.0	913.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	1.0	0.0
246181	35.0	13.0
246182	2.0	20.0
100126316	0.0	0.0
728233	201.0	86.0
283171	0.0	0.0
100126317	11.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	3.0	1.0
100126313	0.0	0.0
285753	517.0	544.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	3546.0	2002.0
285755	174.0	68.0
114786	122.0	110.0
114787	194.0	711.0
114788	4.0	11.0
285758	39.0	74.0
114789	2569.0	2022.0
54031	3.0	4.0
728239	1.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1307.0	1125.0
54033	83.0	820.0
54032	4.0	0.0
114791	1209.0	1160.0
54039	79.0	8.0
114792	52.0	13.0
126767	1.0	0.0
114793	3853.0	6052.0
54038	6.0	2.0
100190954	4.0	1.0
114794	18.0	5.0
114795	42.0	2.0
54036	0.0	4.0
93627	1778.0	3948.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	11517.0	13295.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	587.0	919.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2638.0	3261.0
100126302	0.0	0.0
100128963	3.0	0.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	6.0	2.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	0.0	1.0
54045	2.0	0.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	0.0
114780	131.0	1057.0
54043	0.0	0.0
645807	0.0	0.0
114781	2010.0	1901.0
126755	4.0	0.0
54049	5.0	2.0
114783	253.0	127.0
54048	2.0	0.0
114784	109.0	73.0
283159	0.0	5.0
54047	3.0	0.0
100128961	5.0	0.0
645805	63.0	37.0
283152	50.0	86.0
66035	658.0	390.0
283150	2.0	0.0
728255	1.0	0.0
93654	0.0	2.0
66036	1468.0	955.0
93653	142.0	80.0
100271192	0.0	0.0
100271191	1.0	0.0
66037	2.0	9.0
93650	5.0	3.0
81669	7175.0	4286.0
54053	1.0	19.0
54052	1.0	0.0
114769	537.0	902.0
54051	0.0	0.0
54050	1.0	7.0
54055	197.0	7.0
100190938	191.0	6.0
54054	14.0	2.0
114770	27.0	3.0
114771	5.0	3.0
54059	393.0	170.0
283149	4266.0	7011.0
54058	315.0	355.0
93649	188.0	5.0
645811	79.0	19.0
81671	13717.0	9824.0
100271199	0.0	0.0
100190939	2193.0	723.0
283143	143.0	118.0
100271196	0.0	0.0
93643	1838.0	1889.0
100128946	2.0	0.0
285780	28.0	2.0
285782	13.0	71.0
100271180	0.0	0.0
285785	155.0	96.0
100190952	1.0	0.0
54064	2.0	33.0
728248	0.0	0.0
114757	746.0	166.0
114758	0.0	0.0
54067	100.0	84.0
100190947	2.0	2.0
100190949	1.0	0.0
54065	0.0	1.0
114760	0.0	0.0
114761	0.0	0.0
126731	1352.0	1165.0
54069	543.0	781.0
283131	49724.0	7456.0
283130	1134.0	605.0
692157	3.0	5.0
692158	0.0	0.0
138799	0.0	0.0
440498	552.0	455.0
124152	516.0	974.0
199704	707.0	734.0
124149	5.0	61.0
163747	11.0	35.0
692146	5.0	4.0
692147	3.0	0.0
692148	2.0	5.0
692149	0.0	2.0
163742	0.0	0.0
199713	37.0	17.0
136157	0.0	0.0
283197	2.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	2.0	0.0
126792	1120.0	1340.0
378008	0.0	0.0
378009	0.0	0.0
29089	310.0	1318.0
29088	1323.0	2029.0
29087	1537.0	971.0
378010	0.0	0.0
148137	659.0	678.0
126789	324.0	489.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	212.0	103.0
29081	985.0	1515.0
29080	1196.0	1543.0
283189	0.0	0.0
29086	1568.0	928.0
29085	1219.0	1793.0
29083	556.0	869.0
100381270	857.0	2005.0
200810	22.0	19.0
114796	801.0	435.0
148156	1428.0	836.0
114798	9.0	33.0
114799	1881.0	2299.0
29099	1671.0	1216.0
29098	400.0	167.0
378001	0.0	0.0
29093	705.0	736.0
29092	677.0	1020.0
29091	228.0	98.0
29090	749.0	539.0
56603	507.0	105.0
29097	1414.0	1861.0
56604	3.0	4.0
56605	1086.0	189.0
29095	835.0	908.0
151790	34.0	9.0
283174	379.0	10.0
56606	680.0	231.0
29094	1121.0	3016.0
692199	0.0	0.0
391002	1.0	0.0
440459	32.0	16.0
391004	0.0	0.0
780816	0.0	0.0
124199	25.0	6.0
391003	3.0	0.0
30062	0.0	0.0
440456	1049.0	960.0
780814	23.0	5.0
30061	8221.0	2156.0
780815	0.0	0.0
780812	0.0	0.0
780813	2.0	8.0
440452	0.0	0.0
780810	4.0	3.0
780811	0.0	0.0
29068	5352.0	4615.0
29066	3337.0	3551.0
29063	558.0	818.0
29062	1760.0	946.0
56616	425.0	628.0
163702	1079.0	186.0
391013	2.0	1.0
391012	0.0	0.0
100381215	2.0	2.0
29079	2056.0	1971.0
29078	699.0	403.0
56623	972.0	799.0
56624	26.0	9.0
29071	1433.0	4541.0
29070	698.0	1900.0
29075	11.0	18.0
29074	1541.0	1610.0
29072	7159.0	5910.0
163732	1389.0	311.0
200845	429.0	227.0
148103	346.0	353.0
200844	94.0	199.0
440482	103.0	6.0
151742	1423.0	1809.0
163720	61.0	26.0
148113	240.0	236.0
440465	1460.0	1489.0
29057	17.0	52.0
148109	2.0	0.0
29058	4112.0	6347.0
56647	2280.0	1810.0
56648	425.0	1085.0
56649	24.0	268.0
440419	0.0	0.0
440416	102.0	351.0
8303	2740.0	2510.0
643157	0.0	0.0
200879	683.0	4022.0
440406	3.0	9.0
8301	12202.0	25063.0
643155	2515.0	2763.0
8302	14.0	15.0
440400	317.0	221.0
199675	17.0	30.0
8310	1210.0	2200.0
124093	131.0	48.0
8314	4042.0	2771.0
8315	1493.0	1955.0
8312	1985.0	2683.0
342096	3.0	0.0
8313	534.0	138.0
440435	42.0	140.0
643160	0.0	0.0
643161	1.0	0.0
643159	4.0	6.0
8309	347.0	21.0
8321	3585.0	3321.0
8322	4511.0	794.0
8320	853.0	199.0
8325	1228.0	484.0
8326	93.0	597.0
8323	2986.0	9374.0
8324	6736.0	12498.0
440423	544.0	426.0
200894	888.0	948.0
643171	3.0	3.0
200895	874.0	1443.0
8318	287.0	884.0
8317	789.0	2935.0
8332	1.0	20.0
692110	0.0	0.0
8333	1.0	0.0
692111	0.0	1.0
8330	0.0	0.0
8331	1.0	1.0
8336	3.0	40.0
8337	0.0	2.0
8334	1532.0	4223.0
8335	0.0	4.0
148046	43.0	44.0
106481699	0.0	1.0
643182	2.0	0.0
643180	275.0	232.0
643181	0.0	1.0
8329	7.0	237.0
8328	3.0	2.0
8343	0.0	60.0
643198	0.0	0.0
8344	0.0	7.0
8341	57.0	407.0
8342	1.0	2.0
8347	25.0	990.0
8348	1.0	41.0
643199	0.0	0.0
8345	16.0	92.0
8346	0.0	1.0
692106	0.0	0.0
692107	0.0	0.0
161003	0.0	0.0
692108	2.0	5.0
692109	3.0	3.0
643193	0.0	0.0
8340	1.0	12.0
8338	5.0	23.0
8339	43.0	365.0
8354	0.0	1.0
8355	4.0	38.0
8352	6.0	0.0
8353	44.0	315.0
8358	2.0	22.0
8359	0.0	1.0
8356	2.0	28.0
8357	28.0	800.0
222235	62.0	306.0
106481679	0.0	0.0
222236	1174.0	2495.0
106481677	3.0	1.0
222234	245.0	215.0
106481678	0.0	0.0
8350	1.0	5.0
8351	5.0	181.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	1.0	0.0
106481680	0.0	0.0
106481681	0.0	2.0
106481686	0.0	0.0
106481687	1.0	1.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	944.0	6376.0
8365	25.0	523.0
8366	2.0	7.0
8363	0.0	11.0
8364	2.0	12.0
8369	0.0	0.0
163688	22.0	4.0
8367	1.0	42.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1399.0	3942.0
106481689	1.0	0.0
8361	1.0	0.0
222229	725.0	833.0
8362	5.0	43.0
8360	2.0	18.0
106481693	3.0	0.0
106481694	4.0	0.0
106481691	1.0	2.0
106481692	7.0	0.0
106481697	1.0	1.0
106481698	2.0	0.0
106481695	11.0	0.0
106481696	0.0	0.0
342035	193.0	12.0
344697	183.0	165.0
106481690	0.0	1.0
728310	7.0	1.0
285830	274.0	224.0
8379	1390.0	799.0
93556	14.0	0.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	1.0	0.0
222255	1102.0	1114.0
106481655	0.0	0.0
285834	16.0	2.0
222256	119.0	50.0
106481656	7.0	1.0
8372	135.0	119.0
93550	702.0	530.0
8373	2.0	8.0
106481659	1.0	0.0
8370	2.0	50.0
728315	4.0	2.0
81577	1752.0	2673.0
106481660	0.0	0.0
81578	419.0	60.0
106481661	0.0	0.0
81579	2174.0	5669.0
81573	1699.0	2175.0
106481664	0.0	1.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	6890.0	1991.0
106481662	1.0	0.0
81576	1416.0	575.0
106481663	31.0	25.0
81570	711.0	1119.0
100271178	2.0	0.0
81571	1152.0	304.0
81572	681.0	954.0
645715	34.0	4.0
8387	1.0	0.0
8388	1.0	0.0
728300	10.0	12.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	1.0	0.0
106481666	1.0	0.0
106481667	0.0	0.0
81559	1505.0	1017.0
8383	0.0	0.0
285848	4.0	8.0
8384	0.0	0.0
285849	24.0	57.0
8382	199.0	5.0
81566	2448.0	1670.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	915.0	538.0
81569	0.0	1.0
106481670	0.0	0.0
81562	1137.0	1720.0
106481675	0.0	0.0
81563	4688.0	2670.0
246243	947.0	1655.0
100271168	1.0	6.0
106481676	0.0	0.0
106481673	1.0	2.0
81565	2592.0	2042.0
106481674	0.0	1.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	2.0	2.0
100271163	0.0	0.0
100271162	0.0	0.0
8398	1038.0	856.0
8399	10.0	3.0
8396	7084.0	8465.0
285852	8.0	10.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	7387.0	7796.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	2.0	0.0
106481634	0.0	0.0
8394	3944.0	8191.0
106481639	0.0	0.0
8395	543.0	557.0
8392	3.0	0.0
106481637	5.0	0.0
106481638	0.0	0.0
100271158	2.0	0.0
106481642	10.0	10.0
106481643	0.0	0.0
246210	1.0	1.0
106481640	0.0	0.0
100271159	1.0	0.0
106481641	1.0	0.0
100271150	0.0	0.0
645754	2.0	3.0
246213	2.0	1.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	47.0	41.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	1.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	1.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	1.0	0.0
106481652	0.0	3.0
344657	3.0	17.0
100271142	0.0	0.0
344658	3.0	1.0
100271145	0.0	0.0
645745	1.0	0.0
344653	0.0	0.0
100271141	3.0	8.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	1.0	1.0
246269	265.0	272.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	518.0	1033.0
106481618	0.0	0.0
106481615	1.0	0.0
106481616	4.0	1.0
283209	1404.0	1120.0
283208	157.0	202.0
106481620	2.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	7.0	11.0
100271131	0.0	0.0
100271133	0.0	3.0
100271130	0.0	0.0
93587	394.0	853.0
645771	11.0	17.0
93589	222.0	126.0
106481624	14.0	13.0
285800	9.0	38.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	11.0	7.0
106481628	0.0	0.0
106481629	2.0	0.0
106481626	0.0	0.0
106481627	0.0	0.0
100271129	1.0	0.0
246283	0.0	0.0
246285	0.0	0.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	2.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1236.0	628.0
645784	1028.0	197.0
100271118	3.0	0.0
100271117	0.0	0.0
100271119	4.0	8.0
100271114	17.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	38.0	109.0
643115	1.0	0.0
100271111	0.0	0.0
106481608	0.0	0.0
106481609	0.0	0.0
645798	0.0	3.0
643136	5.0	11.0
106481602	0.0	0.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	1.0	1.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	15.0	19.0
100271106	6.0	0.0
106481610	0.0	0.0
100271105	5.0	6.0
643126	0.0	0.0
199699	15.0	11.0
728393	0.0	0.0
100128899	2.0	0.0
728395	0.0	0.0
114625	1462.0	1451.0
54112	29.0	4.0
56776	35.0	5.0
283248	101.0	193.0
344729	3.0	1.0
100128894	0.0	0.0
100128893	51.0	49.0
100128890	7.0	1.0
728386	0.0	0.0
728388	0.0	0.0
100128889	1.0	0.0
100128888	7.0	5.0
114614	558.0	179.0
283238	0.0	0.0
100190800	1.0	3.0
283237	1007.0	1518.0
283236	4.0	3.0
283234	2843.0	1036.0
728381	5.0	6.0
283232	1012.0	1143.0
728380	4.0	4.0
100128881	280.0	64.0
100128880	1.0	0.0
692099	583.0	399.0
114609	622.0	1128.0
29128	689.0	525.0
29123	6978.0	11957.0
344709	0.0	0.0
29122	46.0	42.0
29121	2723.0	1093.0
283229	2342.0	2506.0
29127	1296.0	2486.0
29126	585.0	1183.0
29125	603.0	99.0
29124	1.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	5.0	5.0
100128867	0.0	0.0
54145	0.0	1.0
54143	0.0	5.0
283219	454.0	634.0
54149	3551.0	3283.0
54148	842.0	952.0
54147	0.0	0.0
283212	97.0	173.0
692091	0.0	0.0
692092	0.0	0.0
692093	29.0	14.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	4.0	5.0
100128857	6.0	4.0
100271093	0.0	0.0
100271092	0.0	3.0
728350	12.0	16.0
285872	2.0	2.0
100128853	0.0	0.0
29109	1664.0	2171.0
29108	1085.0	2965.0
285877	0.0	0.0
29107	609.0	934.0
285878	1.0	0.0
29106	76.0	506.0
728358	0.0	0.0
29101	4977.0	5238.0
29100	951.0	2280.0
29105	1323.0	3087.0
29104	829.0	869.0
29103	2249.0	2571.0
29102	3431.0	4283.0
100271098	2.0	0.0
283284	72.0	28.0
728343	0.0	0.0
728342	7.0	1.0
100128849	0.0	0.0
728344	2.0	3.0
100271081	4.0	1.0
100128845	1.0	0.0
728340	328.0	345.0
285888	2.0	1.0
29119	52.0	10.0
107057644	25.0	8.0
29118	33.0	183.0
107057647	0.0	0.0
114655	6.0	2.0
29117	3789.0	5248.0
107057646	0.0	2.0
114657	0.0	0.0
114659	604.0	898.0
126638	0.0	0.0
54165	2419.0	3839.0
126637	0.0	1.0
29110	2048.0	2434.0
29116	2905.0	2809.0
29115	2979.0	4660.0
29114	18.0	1.0
29113	55.0	5.0
100271087	21.0	2.0
100271089	0.0	0.0
100271085	3.0	0.0
100128836	3.0	3.0
728378	1.0	11.0
728377	180.0	141.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	1.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	1.0	0.0
126626	1784.0	1301.0
81793	1553.0	121.0
81794	714.0	279.0
81796	316.0	64.0
81790	1301.0	1056.0
100271076	1.0	12.0
283267	748.0	746.0
91107	3180.0	8496.0
100128830	1.0	0.0
81792	606.0	626.0
100271078	0.0	0.0
100271073	0.0	1.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	3.0	5.0
728361	7.0	1.0
100128822	232.0	166.0
728369	0.0	0.0
81786	42.0	21.0
54187	2244.0	2496.0
81788	562.0	1038.0
81789	468.0	350.0
283257	0.0	0.0
100271065	0.0	0.0
645700	4.0	2.0
283254	257.0	554.0
126695	514.0	1204.0
148003	2.0	0.0
378108	11.0	2.0
151649	37.0	15.0
151648	224.0	550.0
151647	5.0	143.0
151645	20.0	34.0
200909	2.0	0.0
200916	1685.0	681.0
148014	4.0	7.0
151658	3.0	1.0
151651	19.0	11.0
56704	303.0	9.0
148022	1030.0	1391.0
126669	1205.0	161.0
126668	165.0	5.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	1.0	0.0
200931	227.0	98.0
200933	1248.0	1913.0
126661	164.0	95.0
56729	5.0	3.0
283298	1036.0	345.0
283297	0.0	0.0
136051	669.0	318.0
138639	549.0	679.0
692076	3.0	5.0
391121	0.0	0.0
391120	0.0	0.0
391123	18.0	18.0
200942	1248.0	553.0
440577	21.0	8.0
440574	1022.0	1406.0
56731	1368.0	3780.0
100126270	3.0	6.0
692084	0.0	0.0
692085	0.0	0.0
692086	27.0	22.0
138649	46.0	28.0
200959	2.0	1.0
200958	369.0	65.0
391135	2.0	1.0
440567	104.0	103.0
391139	11.0	7.0
440563	0.0	1.0
440561	0.0	0.0
151613	3249.0	2330.0
692072	0.0	0.0
692075	24.0	13.0
692057	0.0	0.0
692058	1.0	1.0
124056	0.0	0.0
81706	876.0	1691.0
391104	1.0	0.0
391107	0.0	0.0
391106	2.0	0.0
81704	8229.0	3407.0
391109	0.0	0.0
440595	175.0	45.0
56751	1.0	0.0
692063	0.0	0.0
8402	2139.0	2125.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	235.0	589.0
391114	1.0	0.0
124044	349.0	440.0
391115	0.0	0.0
440585	10.0	178.0
391117	0.0	0.0
440584	20.0	46.0
391119	0.0	0.0
54101	1719.0	408.0
151636	6030.0	17824.0
440590	106.0	601.0
54103	2093.0	4295.0
54102	767.0	47.0
54108	1651.0	4209.0
54107	3496.0	3734.0
54106	11.0	3.0
692053	0.0	0.0
391040	2.0	2.0
645683	26.0	3.0
8410	0.0	0.0
645682	0.0	1.0
645688	3.0	18.0
391044	1.0	1.0
645687	10.0	1.0
8411	3221.0	3884.0
645686	0.0	0.0
8412	1546.0	1333.0
391045	14.0	1.0
440533	2.0	0.0
8406	2279.0	266.0
8407	24400.0	51473.0
8404	31219.0	5909.0
8405	3910.0	4497.0
8408	3051.0	2789.0
8409	1996.0	1216.0
391051	4.0	3.0
8420	1073.0	381.0
645694	12.0	3.0
391053	1.0	0.0
645693	20.0	6.0
643031	6.0	2.0
8424	3169.0	5829.0
8425	5318.0	862.0
643037	1.0	0.0
163589	179.0	260.0
643034	0.0	0.0
440525	47.0	42.0
391059	470.0	1617.0
645691	15.0	4.0
163590	3346.0	6257.0
8417	5962.0	2828.0
8418	1986.0	653.0
8416	483.0	490.0
8419	58.0	24.0
8431	1.0	0.0
8435	23.0	3.0
8436	4022.0	141.0
8433	0.0	2.0
8434	1753.0	667.0
391026	0.0	2.0
440556	83.0	4.0
440560	0.0	0.0
8428	4249.0	3971.0
8427	1650.0	1339.0
103157000	0.0	1.0
8443	3232.0	5474.0
8440	3441.0	6626.0
8446	1339.0	1257.0
8447	1255.0	390.0
8444	899.0	555.0
8445	3364.0	3279.0
391037	17.0	6.0
391039	5.0	3.0
643050	0.0	0.0
285905	15.0	25.0
285908	568.0	422.0
8439	2465.0	2993.0
8437	531.0	1163.0
8438	247.0	734.0
8453	2312.0	3513.0
8454	4494.0	3926.0
8451	4893.0	6712.0
8452	4557.0	6372.0
8458	1578.0	2935.0
8455	5960.0	7489.0
8456	49.0	8.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	5800.0	13518.0
106481583	0.0	0.0
106481584	0.0	3.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	1.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	76.0	64.0
8449	2524.0	2965.0
106481580	0.0	0.0
8464	523.0	549.0
8462	1895.0	4622.0
8463	2668.0	3105.0
8468	2.0	1.0
391099	0.0	0.0
8467	8205.0	14121.0
342184	1103.0	2345.0
246312	6.0	20.0
106481589	0.0	0.0
8460	1028.0	2345.0
106481594	0.0	0.0
106481595	0.0	0.0
