id	40633fb7-6665-4897-ba2d-76502e35dcd7	432d86b3-b5d0-46c0-96d8-d7d5f4e6c3b6
100129162	0.0	0.0
145942	0.0	0.0
145946	1.0	4.0
100129167	1.0	0.0
373863	0.0	0.0
373861	21.0	0.0
157922	3936.0	3007.0
348980	0.0	0.0
100533467	1.0	0.0
100130148	9.0	24.0
650808	8.0	5.0
157927	0.0	0.0
64506	324.0	18.0
107075310	45.0	37.0
107075311	2.0	0.0
107075312	0.0	0.0
107075313	0.0	0.0
107075303	1.0	4.0
107075304	0.0	0.0
107075305	2.0	0.0
107075306	0.0	0.0
107075308	0.0	0.0
107075309	0.0	0.0
145957	39.0	11.0
100130139	1.0	1.0
64518	41.0	17.0
101241891	0.0	0.0
100129143	0.0	0.0
101241892	238.0	25.0
101060684	598.0	155.0
106182118	2.0	4.0
121981	0.0	1.0
407738	2.0	2.0
100130119	0.0	0.0
100129128	0.0	1.0
100130117	1.0	0.0
647201	0.0	0.0
100130110	0.0	0.0
133923	17.0	13.0
202500	32.0	25.0
100129124	0.0	0.0
100129123	0.0	0.0
647215	1.0	2.0
100130109	19.0	11.0
100130108	14.0	1.0
100130106	0.0	0.0
100130105	0.0	0.0
102577424	1.0	0.0
102577425	0.0	0.0
348938	11.0	30.0
348932	0.0	0.0
131368	74.0	15.0
169981	538.0	177.0
170961	164.0	112.0
170960	2709.0	466.0
143341	19.0	2.0
100144748	173.0	19.0
100132766	0.0	0.0
348926	376.0	113.0
155340	6.0	3.0
131375	2.0	0.0
157983	165.0	150.0
131377	1.0	0.0
170959	2039.0	1162.0
170958	1458.0	431.0
100132772	0.0	0.0
169966	0.0	5.0
170954	3452.0	5068.0
100132774	75.0	83.0
100132778	0.0	0.0
348910	0.0	0.0
101060691	766.0	595.0
143371	22.0	13.0
101241875	0.0	0.0
101241877	0.0	0.0
101241878	0.0	0.0
202559	1.0	4.0
143384	6439.0	4835.0
100132795	4.0	10.0
100132796	0.0	0.0
143379	95.0	473.0
503497	0.0	0.0
157956	247.0	41.0
442075	226.0	165.0
442078	2.0	0.0
145978	0.0	6.0
100423005	0.0	0.0
100423006	0.0	0.0
100423009	0.0	0.0
102467005	0.0	0.0
100423008	0.0	0.0
102467004	0.0	0.0
102467003	6.0	0.0
101926888	57.0	160.0
100130197	11.0	3.0
100130196	1.0	0.0
170949	0.0	0.0
100130192	3.0	2.0
100130190	3.0	1.0
145989	1.0	0.0
100423001	1.0	0.0
100423000	0.0	0.0
100423003	0.0	0.0
100423016	0.0	0.0
100423015	0.0	0.0
100423018	0.0	0.0
100423017	1.0	0.0
101926890	0.0	0.0
100423019	0.0	0.0
101926895	20.0	69.0
101926896	43.0	13.0
100130187	0.0	0.0
442097	9.0	3.0
442098	4.0	0.0
100129193	2.0	0.0
100129196	129.0	29.0
100129195	345.0	146.0
100129192	0.0	0.0
100423012	0.0	0.0
100423011	1.0	0.0
100423014	0.0	0.0
100129199	0.0	0.0
100423013	0.0	0.0
647187	14.0	3.0
6906	0.0	0.0
202134	7.0	10.0
6905	1699.0	1854.0
6908	1246.0	558.0
6907	5363.0	3607.0
6909	992.0	238.0
6900	100.0	5.0
6902	3914.0	2830.0
6901	1156.0	1493.0
6904	5382.0	8505.0
6903	1604.0	902.0
253714	1144.0	788.0
100288436	3.0	4.0
647195	0.0	0.0
100288432	53.0	46.0
6917	5089.0	4641.0
100462767	2.0	3.0
6916	521.0	1048.0
6919	1803.0	1126.0
6918	1.0	0.0
647190	0.0	0.0
100653489	3.0	0.0
6911	165.0	139.0
6910	197.0	81.0
6913	601.0	116.0
253724	75.0	30.0
6915	82.0	265.0
253725	3175.0	1610.0
100288428	23.0	29.0
100288425	0.0	0.0
100288420	0.0	0.0
6928	0.0	6.0
6927	11.0	0.0
6929	4310.0	9731.0
202151	1581.0	79.0
6920	3702.0	1004.0
6922	35.0	21.0
6921	1630.0	4056.0
6924	4117.0	3288.0
6923	4324.0	5526.0
6926	11726.0	3648.0
100462732	0.0	0.0
6925	7446.0	2705.0
6940	1141.0	377.0
100288413	344.0	89.0
6939	65.0	7.0
6938	8161.0	2583.0
6932	4049.0	1208.0
6935	2230.0	1047.0
6934	4377.0	1199.0
6936	1614.0	993.0
100288405	0.0	0.0
100462790	0.0	1.0
6950	12787.0	8091.0
165055	358.0	505.0
6949	4001.0	2401.0
100462799	3.0	0.0
6942	5739.0	3141.0
100132601	0.0	1.0
100462792	1.0	4.0
6941	1439.0	1242.0
6944	2600.0	2031.0
100462794	36.0	22.0
6943	18.0	1.0
100462793	0.0	0.0
6945	3065.0	3089.0
192670	3669.0	1057.0
100462795	0.0	0.0
100132606	0.0	0.0
6948	1886.0	2400.0
6947	473.0	16.0
100462797	1.0	0.0
6960	0.0	0.0
6962	1.0	0.0
4300	2781.0	826.0
6961	0.0	0.0
6953	0.0	0.0
6954	14.0	6.0
6956	0.0	10.0
100132617	0.0	0.0
6959	0.0	0.0
100132618	13.0	12.0
253769	2187.0	390.0
192683	3256.0	1800.0
6958	0.0	0.0
100132619	0.0	0.0
107075180	1.0	0.0
6971	0.0	0.0
107075181	0.0	0.0
6970	0.0	0.0
107075182	0.0	0.0
6973	0.0	0.0
107075183	0.0	0.0
4311	22933.0	318.0
6972	0.0	4.0
107075184	0.0	0.0
107075185	0.0	0.0
107075186	0.0	0.0
107075187	0.0	0.0
107075188	0.0	0.0
107075189	0.0	0.0
165082	129.0	19.0
100144604	102.0	58.0
100144603	40.0	103.0
100144602	0.0	0.0
4301	14937.0	3585.0
253738	654.0	109.0
4302	17627.0	9367.0
4303	4447.0	1667.0
6966	32.0	90.0
100462772	16.0	40.0
6968	0.0	0.0
4306	3672.0	61.0
6967	78.0	202.0
4308	5.0	0.0
6969	0.0	0.0
6980	0.0	3.0
107075190	20.0	2.0
107075191	0.0	0.0
6982	0.0	0.0
107075192	0.0	0.0
4320	174.0	6208.0
6981	20.0	18.0
107075193	0.0	0.0
6984	5.0	56.0
107075194	3.0	0.0
4321	29.0	324.0
4322	1.0	274.0
6983	6.0	7.0
107075195	2.0	1.0
107075196	0.0	0.0
107075197	0.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	5.0	0.0
100462788	0.0	0.0
192666	9.0	17.0
100132630	1.0	0.0
192668	555.0	30.0
192669	3262.0	1161.0
6975	0.0	0.0
153090	14120.0	2983.0
4312	20.0	444.0
4313	15888.0	6597.0
6974	8.0	17.0
4314	35.0	78.0
6977	6.0	14.0
6976	8.0	20.0
100462782	0.0	0.0
4316	3373.0	253.0
6979	2.0	1.0
100462785	0.0	0.0
4317	1.0	2.0
6978	7.0	31.0
4318	69.0	4865.0
100462787	0.0	1.0
4319	2.0	102.0
100462786	0.0	0.0
6991	235.0	87.0
100616468	0.0	0.0
6990	2080.0	1618.0
647107	0.0	0.0
100616469	0.0	0.0
6993	3232.0	3702.0
4330	845.0	1313.0
4331	1119.0	730.0
6992	4255.0	3021.0
107075160	0.0	0.0
100616467	0.0	0.0
4332	584.0	1813.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	0.0	0.0
107075162	0.0	0.0
100616465	0.0	0.0
107075163	0.0	1.0
107075164	2.0	0.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	1.0	1.0
107075166	0.0	0.0
107075167	0.0	0.0
107075168	0.0	0.0
107075169	16.0	0.0
100873958	0.0	0.0
100873957	0.0	2.0
4323	13240.0	10301.0
6986	0.0	0.0
100873952	7.0	6.0
4324	1160.0	940.0
6985	0.0	0.0
100873951	0.0	0.0
6988	2841.0	2525.0
4325	995.0	29.0
100873950	0.0	0.0
4326	225.0	482.0
6987	0.0	0.0
4327	324.0	334.0
100873956	18.0	16.0
100873955	22.0	10.0
4329	5266.0	2178.0
100873954	25.0	1.0
100873953	0.0	0.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	2198.0	1218.0
4340	3.0	0.0
100616458	0.0	0.0
107075170	5.0	0.0
100616455	0.0	0.0
4342	0.0	0.0
107075171	0.0	1.0
100616456	0.0	0.0
4343	4251.0	2854.0
107075172	27.0	31.0
100616453	0.0	0.0
107075173	0.0	0.0
100616454	0.0	0.0
64689	4808.0	1905.0
107075174	0.0	0.0
100616451	0.0	0.0
107075175	1.0	0.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	0.0	0.0
100616450	0.0	0.0
107075178	0.0	2.0
107075179	0.0	0.0
650747	2.0	5.0
100873949	23.0	10.0
100873948	0.0	0.0
100873947	2.0	1.0
100873946	11.0	11.0
100873941	9.0	0.0
6997	39.0	1.0
4335	1828.0	1252.0
6996	1316.0	938.0
100873940	0.0	2.0
6999	12.0	186.0
4336	6.0	3.0
4337	2445.0	329.0
6998	0.0	0.0
4338	2888.0	2126.0
100873945	0.0	0.0
100873944	0.0	0.0
100873943	0.0	0.0
100873942	36.0	0.0
100616448	0.0	0.0
100616449	0.0	0.0
4350	1152.0	1586.0
100616446	0.0	0.0
4351	2642.0	1709.0
64693	1.0	0.0
100616447	0.0	0.0
4352	34.0	18.0
100873970	0.0	0.0
4353	51.0	24.0
647123	0.0	0.0
4354	1195.0	1788.0
4355	1190.0	988.0
107075141	2839.0	1320.0
100616440	1.0	0.0
64699	2179.0	78.0
107075142	0.0	0.0
100616441	0.0	0.0
107075143	0.0	0.0
647121	6.0	11.0
107075144	0.0	0.0
107075145	0.0	0.0
107075146	0.0	0.0
107075147	0.0	0.0
107075148	8.0	0.0
107075138	2.0	0.0
107075139	0.0	0.0
100873979	40.0	2.0
4345	2125.0	529.0
100873974	24.0	1.0
100873973	0.0	0.0
100873972	0.0	0.0
100873978	3.0	0.0
100873977	3.0	0.0
100873976	0.0	0.0
100873975	9.0	0.0
100616437	0.0	0.0
4360	662.0	1555.0
100616438	0.0	0.0
4361	3295.0	1385.0
100616435	0.0	0.0
4362	1.0	1.0
100616436	0.0	0.0
4363	3136.0	4950.0
100616433	0.0	0.0
100616434	0.0	0.0
647135	118.0	47.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	0.0
100616432	0.0	1.0
107075152	0.0	0.0
107075153	2.0	1.0
100616430	3.0	0.0
107075154	0.0	0.0
107075155	0.0	0.0
107075156	0.0	0.0
107075157	0.0	0.0
107075158	3.0	1.0
107075159	1.0	0.0
107075149	0.0	0.0
100873969	0.0	0.0
100288493	0.0	0.0
253782	6083.0	8191.0
100653423	0.0	1.0
4356	597.0	486.0
100873963	0.0	0.0
4357	2045.0	2660.0
100873962	0.0	0.0
4358	2523.0	3099.0
4359	95.0	38.0
100873960	0.0	1.0
100873967	34.0	3.0
100873966	0.0	0.0
100873965	0.0	0.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	7.0	0.0
647144	0.0	0.0
100873991	25.0	6.0
650794	163.0	45.0
100873990	4.0	3.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	0.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	0.0	0.0
100288486	0.0	2.0
107075126	0.0	1.0
100288483	1.0	0.0
107075116	57.0	119.0
107075117	4.0	14.0
107075118	0.0	0.0
107075119	0.0	0.0
100873995	2.0	0.0
100873994	1.0	0.0
100873993	2.0	4.0
100873998	5.0	0.0
100873997	0.0	0.0
348567	0.0	1.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	4.0	0.0
647156	0.0	0.0
647158	0.0	1.0
100616498	0.0	0.0
107075130	19.0	9.0
100616495	0.0	0.0
107075131	0.0	0.0
107075132	0.0	0.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	0.0	0.0
107075134	4.0	1.0
100616491	0.0	0.0
107075135	0.0	3.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	132.0	12.0
107075137	0.0	0.0
100616490	1.0	0.0
107075127	0.0	0.0
107075128	0.0	0.0
107075129	0.0	0.0
100288470	0.0	0.0
100873985	28.0	15.0
100873984	3.0	0.0
100873983	0.0	0.0
100873982	0.0	0.0
100873989	0.0	0.0
100873988	2.0	0.0
100873987	1.0	0.0
100873986	0.0	0.0
647166	2.0	0.0
100616488	0.0	0.0
647167	33.0	20.0
100616489	0.0	0.0
100616486	1.0	0.0
647169	0.0	0.0
100616487	0.0	0.0
647162	0.0	0.0
100616484	0.0	2.0
100616485	0.0	0.0
100616482	3.0	0.0
107075100	0.0	0.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	1.0
107075102	0.0	0.0
100616481	0.0	0.0
100288463	2.0	0.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	15.0	1.0
647177	2.0	0.0
100616477	47.0	19.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	0.0	0.0
100616473	0.0	0.0
647174	13.0	7.0
100616474	0.0	0.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	0.0	0.0
107075111	0.0	0.0
107075112	6.0	1.0
107075113	0.0	0.0
100616470	0.0	0.0
107075114	0.0	1.0
107075115	5.0	0.0
107075105	0.0	0.0
100288451	3.0	0.0
107075108	9.0	0.0
107075109	0.0	0.0
348654	589.0	1127.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	0.0	0.0
107075201	0.0	1.0
107075202	0.0	0.0
107075203	0.0	0.0
100129061	1.0	0.0
118672	424.0	110.0
100129060	98.0	34.0
118670	0.0	0.0
348645	41.0	31.0
100129067	3.0	2.0
64601	2372.0	1487.0
64600	2.0	2.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	7.0	0.0
107075212	0.0	0.0
107075213	0.0	0.0
100130042	0.0	0.0
107075214	0.0	0.0
107075204	0.0	0.0
118663	28.0	13.0
143630	56.0	23.0
107075205	0.0	0.0
100129050	1.0	0.0
107075206	0.0	1.0
107075207	0.0	0.0
107075208	0.0	0.0
107075209	1.0	0.0
100130038	0.0	0.0
131669	10.0	0.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	0.0
100130029	0.0	0.0
373509	1.0	1.0
100129031	0.0	0.0
100129032	32.0	12.0
100130017	0.0	2.0
100130015	95.0	19.0
100130014	3.0	0.0
131601	2259.0	1355.0
100129023	0.0	0.0
100130009	9.0	19.0
128025	13.0	26.0
64641	530.0	93.0
100130006	0.0	2.0
100616530	26.0	41.0
64645	4896.0	3007.0
116039	521.0	64.0
100130003	39.0	86.0
100130002	0.0	1.0
64648	0.0	0.0
131616	1008.0	409.0
100129013	1.0	0.0
100129008	0.0	0.0
64651	2019.0	829.0
100129007	0.0	0.0
100129009	2.0	5.0
116028	193.0	1776.0
204801	1.0	0.0
100129004	5.0	0.0
100129005	0.0	0.0
64663	0.0	0.0
128077	3337.0	891.0
167681	29.0	5.0
100132641	0.0	0.0
100132645	3.0	0.0
116092	1356.0	1645.0
116093	3.0	4.0
128061	709.0	741.0
100132656	3.0	0.0
116085	1.0	0.0
204851	9070.0	3327.0
116071	377.0	1000.0
167691	2113.0	160.0
116064	6240.0	2377.0
100132672	10.0	2.0
100132673	1.0	2.0
116068	2693.0	1127.0
100132677	3.0	3.0
100130099	0.0	0.0
100130097	34.0	27.0
143662	1336.0	24.0
100132681	0.0	1.0
100132683	0.0	0.0
100130090	2.0	0.0
100130086	11.0	0.0
100129094	13.0	6.0
143678	5.0	5.0
100132699	0.0	0.0
100130079	0.0	0.0
100130074	4.0	3.0
143684	1724.0	961.0
100129086	0.0	0.0
100129080	3.0	1.0
143689	385.0	103.0
143686	9903.0	1177.0
153020	1194.0	912.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	562.0	157.0
100130060	0.0	0.0
202243	2435.0	1416.0
100129074	2.0	0.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	5819.0	3090.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	6.0	0.0
647076	16.0	7.0
100462880	48.0	5.0
100462881	0.0	0.0
100462886	0.0	0.0
100288307	3.0	1.0
647085	0.0	3.0
100653396	0.0	0.0
647087	3843.0	3591.0
647081	3.0	0.0
100462857	0.0	0.0
100462851	0.0	1.0
100462850	1.0	0.0
100616398	0.0	0.0
100616399	1.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	154.0	74.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	0.0
100616390	0.0	0.0
100616391	0.0	0.0
100462866	13.0	1.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	12388.0	440.0
202299	142.0	2.0
104355426	223.0	54.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	2.0	0.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	8.0	2.0
4430	8473.0	5252.0
100132501	21.0	15.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	1.0	0.0
4440	341.0	31.0
346085	3.0	8.0
100132510	0.0	0.0
4435	517.0	13.0
4436	2622.0	3226.0
4437	2015.0	676.0
4438	20.0	8.0
4439	194.0	72.0
253868	3.0	6.0
64793	1341.0	1071.0
100616347	0.0	0.0
64792	1911.0	1624.0
100616348	0.0	0.0
64795	7990.0	2964.0
64794	1855.0	1627.0
100616346	0.0	0.0
100616343	4.0	0.0
100616344	0.0	0.0
64799	387.0	110.0
100616341	0.0	0.0
64798	4656.0	4138.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	157.0	38.0
103625683	1.0	1.0
100616336	0.0	0.0
103625684	1.0	1.0
100616337	0.0	0.0
103625681	4.0	5.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	303.0	75.0
100616327	1.0	0.0
100616328	0.0	0.0
650655	77.0	14.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	3.0	3.0
100616321	0.0	0.0
100616322	3.0	0.0
647000	3.0	2.0
100628307	3.0	0.0
100288380	5.0	0.0
86123	46.0	23.0
100616329	0.0	0.0
4481	656.0	2969.0
100616317	1.0	1.0
4482	968.0	270.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	1.0	0.0
100616312	0.0	0.0
4485	526.0	80.0
647013	1.0	0.0
100616313	0.0	0.0
4486	1372.0	683.0
100616310	0.0	0.0
4487	151.0	63.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	81.0	50.0
4478	24529.0	18576.0
4479	7.0	6.0
647009	122.0	30.0
100616318	46.0	82.0
100616319	0.0	0.0
4493	2493.0	368.0
4494	568.0	126.0
4495	493.0	23.0
100616389	0.0	0.0
647024	3506.0	1188.0
4496	2.0	4.0
100616387	0.0	0.0
4498	5.0	0.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	0.0	0.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	2.0	2.0
4490	0.0	0.0
100616380	3.0	0.0
4488	1919.0	2063.0
4489	48.0	0.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	54.0	21.0
100616374	1.0	11.0
100616375	0.0	0.0
647033	8.0	9.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	488.0	100.0
4499	376.0	8.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	2.0
647047	5.0	4.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	64.0	24.0
100288346	7.0	1.0
100616361	0.0	0.0
647044	0.0	0.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	5.0	0.0
118611	489.0	5.0
346007	89.0	121.0
100616358	0.0	0.0
100616359	6.0	1.0
100616356	0.0	0.0
100616354	0.0	2.0
100288339	1.0	0.0
100288337	0.0	0.0
100616352	0.0	0.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	15.0	9.0
647051	1.0	0.0
100288330	0.0	0.0
100303491	13.0	16.0
64711	2.0	13.0
64710	38793.0	19950.0
64714	15.0	2.0
64708	2732.0	1409.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	29.0	67.0
348761	10.0	3.0
100506084	65.0	28.0
64726	1.0	2.0
64725	1.0	0.0
64718	2195.0	935.0
100144597	0.0	0.0
100144596	1.0	0.0
131540	17.0	2.0
348751	170.0	37.0
131544	3419.0	3069.0
64735	0.0	0.0
103283057	3.0	0.0
100533695	3.0	1.0
64744	3047.0	5251.0
64743	4689.0	2412.0
64746	5005.0	4150.0
64745	2365.0	1145.0
64748	2124.0	3554.0
64747	6202.0	6378.0
348738	4.0	54.0
100616426	0.0	0.0
100616427	1.0	0.0
100506058	2.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	0.0
100616422	2.0	4.0
64750	3729.0	1928.0
100616423	0.0	0.0
100533676	22.0	1.0
64753	377.0	53.0
100616420	1.0	0.0
100616421	2.0	0.0
64755	3304.0	2318.0
64754	325.0	340.0
64757	1913.0	1336.0
100506050	0.0	0.0
64756	3927.0	2651.0
64759	11944.0	7059.0
100506054	303.0	446.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	0.0	0.0
100616429	0.0	2.0
100506049	1.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	4342.0	2436.0
100616413	0.0	1.0
100616414	0.0	3.0
100506046	76.0	19.0
64762	1867.0	1135.0
64761	2282.0	4045.0
64764	15356.0	5314.0
64763	1822.0	839.0
100616410	0.0	0.0
64766	2552.0	977.0
64768	344.0	288.0
64769	5519.0	5556.0
100533682	2.0	0.0
100616417	6.0	0.0
100616404	2.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	9756.0	7434.0
100616402	0.0	0.0
64770	5041.0	894.0
100616403	0.0	0.0
64773	2028.0	714.0
100616400	0.0	0.0
64772	2201.0	2254.0
100616401	8.0	0.0
64777	3183.0	2512.0
64776	1503.0	537.0
64779	1240.0	759.0
64778	7483.0	5023.0
100506080	12.0	32.0
88745	2059.0	2236.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	2350.0	2638.0
100533668	9.0	0.0
64782	1282.0	1349.0
64781	3996.0	2781.0
100506068	8.0	0.0
64784	5130.0	4384.0
100533664	4.0	2.0
64783	907.0	665.0
100533665	1.0	0.0
64786	4548.0	1635.0
100533666	0.0	0.0
64785	338.0	286.0
64788	1031.0	938.0
64787	5746.0	1191.0
100506061	0.0	0.0
64789	568.0	249.0
100506060	132.0	45.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	0.0	0.0
100506013	266.0	3.0
100506012	122.0	20.0
167555	105.0	40.0
100132520	0.0	0.0
100132526	64.0	1.0
100132529	37.0	8.0
100533646	23.0	0.0
100506003	0.0	0.0
100533642	178.0	38.0
100506007	95.0	25.0
100506001	24.0	21.0
100506000	1.0	0.0
204962	901.0	725.0
100462800	0.0	1.0
100132534	0.0	0.0
100132537	0.0	0.0
100506035	24.0	0.0
202309	212.0	194.0
100506039	0.0	0.0
100506033	907.0	274.0
100533619	4.0	8.0
100132541	3.0	0.0
100533624	0.0	0.0
100506025	0.0	0.0
100506020	4.0	10.0
131566	4093.0	728.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	8746.0	1106.0
100462832	0.0	0.0
100132562	0.0	0.0
100132565	1.0	0.0
100462838	0.0	0.0
100462830	11.0	0.0
131572	0.0	0.0
131578	341.0	1999.0
100462843	1.0	0.0
131583	882.0	251.0
100462809	2.0	0.0
143570	848.0	393.0
100132580	40.0	8.0
100462811	2.0	0.0
100462810	1.0	1.0
100462813	16.0	2.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	77.0	6.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	1.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	276.0	2.0
170689	2438.0	4845.0
170688	0.0	0.0
100462990	1.0	0.0
155061	1487.0	1016.0
131096	470.0	7.0
155066	3218.0	4049.0
170680	9.0	4.0
100533800	4.0	0.0
169693	55.0	4.0
170679	129.0	21.0
100036567	0.0	0.0
155051	111.0	1.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	578.0	156.0
143098	3908.0	991.0
4507	4163.0	2287.0
4508	133656.0	127461.0
4509	24814.0	17594.0
100462977	12.0	14.0
4500	256.0	14.0
4501	3456.0	498.0
4502	4049.0	3577.0
4503	2.0	0.0
4504	0.0	1.0
4520	2856.0	1922.0
4519	177837.0	148565.0
170690	40.0	29.0
4511	30.0	27.0
4512	408228.0	283880.0
100462981	1.0	0.0
4513	152189.0	140002.0
4514	237063.0	166312.0
100462983	5.0	4.0
4515	109.0	120.0
170692	213.0	13.0
100462985	2.0	0.0
170691	366.0	86.0
253512	2258.0	969.0
4521	433.0	816.0
4522	4940.0	6371.0
157680	5930.0	2943.0
4523	6.0	1.0
4524	2888.0	1309.0
4528	2812.0	2325.0
155006	589.0	1.0
4540	170094.0	95727.0
4541	49721.0	28573.0
157667	0.0	0.0
4542	981.0	3484.0
4534	1477.0	914.0
4535	175314.0	220499.0
4536	131247.0	125636.0
4537	61798.0	42229.0
4538	316156.0	287175.0
4539	27807.0	18096.0
157697	1304.0	599.0
4550	432825.0	242537.0
155038	2537.0	1107.0
4552	2658.0	1940.0
4553	0.0	0.0
4543	0.0	0.0
4544	0.0	0.0
4547	15.0	9.0
100036575	14.0	0.0
4548	7116.0	2613.0
100036574	0.0	0.0
4549	72303.0	36066.0
131076	685.0	423.0
4563	1.0	1.0
4564	1.0	1.0
4555	1.0	0.0
4556	7.0	1.0
4558	14.0	1.0
157695	2226.0	675.0
157693	24.0	1.0
4570	0.0	0.0
348378	24.0	39.0
4571	3808.0	1822.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	0.0	0.0
100288287	0.0	0.0
100288283	2.0	1.0
4565	0.0	0.0
4566	0.0	0.0
4567	3.0	18.0
4568	1.0	0.0
253559	218.0	4.0
4569	1.0	3.0
253558	1083.0	1332.0
4580	670.0	756.0
4581	125.0	204.0
4582	12027.0	11430.0
4583	9.0	9.0
4584	259.0	61.0
4585	163.0	114.0
4586	4.0	1.0
4576	5.0	6.0
4577	14.0	23.0
4578	0.0	0.0
4579	33.0	40.0
4591	2652.0	4312.0
4593	6.0	1.0
4594	4211.0	2271.0
4595	750.0	990.0
4597	1279.0	2775.0
100288264	0.0	0.0
4588	5066.0	10.0
4589	17.0	0.0
100288252	11.0	3.0
4598	1502.0	1458.0
4599	9851.0	15008.0
100288248	0.0	0.0
650560	1.0	0.0
348327	332.0	202.0
100288235	0.0	0.0
100288227	0.0	0.0
253582	0.0	1.0
100288222	1.0	0.0
64834	4245.0	4593.0
64838	806.0	85.0
64837	1805.0	1205.0
100132487	0.0	0.0
64841	2538.0	2929.0
64840	709.0	531.0
64843	7.0	9.0
64844	7854.0	3372.0
64847	3865.0	3431.0
64849	294.0	126.0
64848	3666.0	2078.0
64839	3270.0	478.0
64850	10.0	0.0
64852	1111.0	598.0
64854	2336.0	1928.0
64853	1904.0	1580.0
64856	5346.0	6564.0
64855	13050.0	14258.0
64858	769.0	842.0
64857	1319.0	1022.0
64859	964.0	1233.0
387911	5.0	4.0
387914	1814.0	40.0
100144494	1.0	0.0
64860	1376.0	585.0
64863	887.0	491.0
133619	7381.0	3826.0
64864	3449.0	1134.0
64866	3359.0	529.0
133615	0.0	0.0
100506172	0.0	0.0
387933	6.0	3.0
100533794	0.0	0.0
