id	c3ed7c7a-b80a-4de2-8dfb-b60bcf336375	1324ee08-213e-44c7-b28a-849d091ce308
100288307	0.0	1.0
647085	0.0	0.0
100653396	0.0	0.0
647087	3615.0	6622.0
647081	0.0	0.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	0.0	0.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	117.0	94.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	0.0
100616390	0.0	0.0
100616391	0.0	0.0
100462866	16.0	8.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	4496.0	3742.0
202299	405.0	9.0
104355426	131.0	96.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	0.0	0.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	5.0	2.0
4430	6002.0	12495.0
100132501	14.0	20.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	503.0	1118.0
346085	3.0	9.0
100132510	0.0	0.0
4435	1143.0	293.0
4436	2719.0	3829.0
4437	1115.0	994.0
4438	2.0	4.0
4439	57.0	77.0
253868	2.0	0.0
64793	937.0	1555.0
100616347	0.0	0.0
64792	1566.0	1783.0
100616348	0.0	0.0
64795	3827.0	3539.0
64794	1293.0	1172.0
100616346	0.0	0.0
100616343	0.0	1.0
100616344	0.0	0.0
64799	177.0	260.0
100616341	0.0	0.0
64798	5015.0	4670.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	26.0	24.0
103625683	3.0	1.0
100616336	0.0	0.0
103625684	0.0	1.0
100616337	0.0	0.0
103625681	16.0	25.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	178.0	490.0
100616327	0.0	2.0
100616328	0.0	0.0
650655	38.0	40.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	0.0	3.0
100616321	0.0	1.0
100616322	0.0	0.0
647000	1.0	1.0
100628307	2.0	0.0
100288380	3.0	2.0
86123	59.0	305.0
100616329	0.0	0.0
4481	416.0	2866.0
100616317	0.0	2.0
4482	876.0	279.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	164.0	58.0
647013	1.0	0.0
100616313	0.0	0.0
4486	686.0	890.0
100616310	0.0	0.0
4487	180.0	138.0
100616311	0.0	0.0
100288378	0.0	1.0
4477	180.0	995.0
4478	15975.0	19071.0
4479	7.0	4.0
647009	71.0	89.0
100616318	44.0	66.0
100616319	0.0	0.0
4493	2915.0	1825.0
4494	591.0	654.0
4495	254.0	19.0
100616389	0.0	0.0
647024	3608.0	4869.0
4496	4.0	2.0
100616387	0.0	0.0
4498	0.0	0.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	0.0	1.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	1.0	2.0
4490	0.0	0.0
100616380	0.0	0.0
4488	1318.0	1834.0
4489	41.0	7.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	36.0	21.0
100616374	0.0	0.0
100616375	0.0	0.0
647033	4.0	13.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	107.0	29.0
4499	338.0	44.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	2.0	2.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	15.0	8.0
100288346	7.0	0.0
100616361	0.0	0.0
647044	0.0	2.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	0.0	0.0
118611	482.0	21.0
346007	56.0	12.0
100616358	0.0	0.0
100616359	3.0	1.0
100616356	0.0	1.0
100616354	0.0	0.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	0.0	0.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	92.0	47.0
647051	0.0	0.0
100288330	0.0	0.0
100303491	20.0	1.0
64711	117.0	17.0
64710	24984.0	35920.0
64714	8.0	1.0
64708	1695.0	1075.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	58.0	143.0
348761	5.0	0.0
100506084	76.0	12.0
64726	5.0	2.0
64725	3.0	2.0
64718	868.0	532.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	11.0	0.0
348751	321.0	615.0
131544	1113.0	580.0
64735	0.0	0.0
103283057	0.0	0.0
100533695	3.0	0.0
64744	2725.0	4177.0
64743	4468.0	3202.0
64746	3421.0	6581.0
64745	1715.0	1406.0
64748	2114.0	3486.0
64747	5954.0	9462.0
348738	4.0	16.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	0.0	0.0
100616424	0.0	0.0
100616425	1.0	0.0
100533675	0.0	0.0
100616422	0.0	0.0
64750	1642.0	1298.0
100616423	0.0	0.0
100533676	4.0	2.0
64753	177.0	46.0
100616420	0.0	0.0
100616421	0.0	0.0
64755	2871.0	3748.0
64754	393.0	1231.0
64757	2582.0	1053.0
100506050	0.0	1.0
64756	3104.0	2994.0
64759	4823.0	6220.0
100506054	377.0	176.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	0.0	0.0
100616429	0.0	1.0
100506049	0.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	2415.0	2313.0
100616413	0.0	0.0
100616414	0.0	0.0
100506046	52.0	66.0
64762	982.0	707.0
64761	1620.0	2765.0
64764	6740.0	5949.0
64763	1202.0	1064.0
100616410	0.0	0.0
64766	1004.0	1270.0
64768	348.0	593.0
64769	4391.0	7631.0
100533682	0.0	0.0
100616417	0.0	0.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	8200.0	10055.0
100616402	0.0	0.0
64770	2274.0	1393.0
100616403	0.0	0.0
64773	1705.0	2085.0
100616400	0.0	0.0
64772	1109.0	804.0
100616401	1.0	1.0
64777	2707.0	4567.0
64776	1592.0	651.0
64779	1105.0	1088.0
64778	2878.0	6041.0
100506080	16.0	9.0
88745	1991.0	2718.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	1015.0	1036.0
100533668	2.0	4.0
64782	1006.0	1325.0
64781	3335.0	4355.0
100506068	11.0	17.0
64784	3236.0	2738.0
100533664	2.0	2.0
64783	472.0	847.0
100533665	0.0	0.0
64786	3917.0	4924.0
100533666	0.0	0.0
64785	557.0	825.0
64788	1064.0	1001.0
64787	7263.0	6895.0
100506061	0.0	0.0
64789	504.0	607.0
100506060	48.0	23.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	0.0	1.0
100506013	68.0	19.0
100506012	77.0	19.0
167555	88.0	142.0
100132520	0.0	2.0
100132526	30.0	14.0
100132529	66.0	73.0
100533646	12.0	0.0
100506003	0.0	0.0
100533642	51.0	33.0
100506007	29.0	27.0
100506001	6.0	5.0
100506000	4.0	1.0
204962	167.0	48.0
100462800	3.0	0.0
100132534	0.0	0.0
100132537	0.0	0.0
100506035	13.0	11.0
202309	65.0	111.0
100506039	1.0	0.0
100506033	534.0	680.0
100533619	9.0	8.0
100132541	0.0	0.0
100533624	0.0	0.0
100506025	5.0	1.0
100506020	6.0	2.0
131566	1615.0	2065.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	3165.0	2530.0
100462832	0.0	0.0
100132562	0.0	0.0
100132565	1.0	0.0
100462838	1.0	3.0
100462830	0.0	0.0
131572	0.0	0.0
131578	318.0	27581.0
100462843	0.0	0.0
131583	864.0	474.0
100462809	0.0	0.0
143570	281.0	274.0
100132580	21.0	4.0
100462811	1.0	0.0
100462810	1.0	6.0
100462813	7.0	6.0
100462812	0.0	0.0
100132591	0.0	2.0
100462821	0.0	0.0
100132594	14.0	15.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	1.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	84.0	116.0
170689	1988.0	284.0
170688	0.0	0.0
100462990	0.0	0.0
155061	1127.0	1390.0
131096	165.0	9.0
155066	2892.0	4756.0
170680	15.0	0.0
100533800	5.0	2.0
169693	30.0	2.0
170679	92.0	81.0
100036567	0.0	0.0
155051	43.0	38.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	315.0	343.0
143098	3776.0	7211.0
4507	2132.0	1690.0
4508	163275.0	185225.0
4509	39141.0	30289.0
100462977	11.0	35.0
4500	354.0	146.0
4501	6364.0	2241.0
4502	6529.0	6020.0
4503	2.0	6.0
4504	2.0	5.0
4520	1323.0	1594.0
4519	261567.0	266316.0
170690	55.0	436.0
4511	44.0	22.0
4512	492642.0	823932.0
100462981	0.0	2.0
4513	224882.0	251437.0
4514	378455.0	651499.0
100462983	8.0	9.0
4515	60.0	60.0
170692	164.0	48.0
100462985	0.0	0.0
170691	219.0	259.0
253512	1021.0	1121.0
4521	903.0	1266.0
4522	6143.0	5661.0
157680	4106.0	10275.0
4523	0.0	3.0
4524	1831.0	2683.0
4528	2088.0	1576.0
155006	1448.0	6.0
4540	129048.0	88403.0
4541	43093.0	25033.0
157667	0.0	0.0
4542	488.0	501.0
4534	1138.0	1324.0
4535	286101.0	421417.0
4536	205811.0	251440.0
4537	94006.0	78975.0
4538	429407.0	525909.0
4539	31297.0	31196.0
157697	655.0	188.0
4550	506414.0	733991.0
155038	2065.0	450.0
4552	1638.0	2318.0
4553	0.0	0.0
4543	0.0	0.0
4544	0.0	2.0
4547	7.0	1.0
100036575	11.0	5.0
4548	3065.0	3351.0
100036574	0.0	0.0
4549	48307.0	63010.0
131076	818.0	730.0
4563	2.0	1.0
4564	0.0	0.0
4555	0.0	0.0
4556	3.0	3.0
4558	164.0	222.0
157695	997.0	219.0
157693	7.0	5.0
4570	0.0	0.0
348378	20.0	26.0
4571	6975.0	4378.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	0.0	0.0
100288287	0.0	0.0
100288283	2.0	0.0
4565	3.0	1.0
4566	0.0	0.0
4567	13.0	57.0
4568	0.0	0.0
253559	230.0	772.0
4569	3.0	8.0
253558	1054.0	1739.0
4580	860.0	1374.0
4581	113.0	507.0
4582	10917.0	52137.0
4583	1.0	0.0
4584	41.0	6.0
4585	87.0	48.0
4586	7.0	3.0
4576	27.0	121.0
4577	2.0	3.0
4578	0.0	0.0
4579	40.0	22.0
4591	2015.0	2447.0
4593	0.0	2.0
4594	3174.0	3691.0
4595	546.0	381.0
4597	1930.0	2460.0
100288264	0.0	0.0
4588	521.0	4.0
4589	49.0	2.0
100288252	14.0	3.0
4598	2193.0	3401.0
4599	5913.0	18294.0
100288248	0.0	1.0
650560	0.0	0.0
348327	245.0	329.0
100288235	0.0	0.0
100288227	0.0	0.0
253582	2.0	29.0
100288222	0.0	0.0
64834	4409.0	6289.0
64838	542.0	514.0
64837	1419.0	1923.0
100132487	0.0	0.0
64841	1446.0	2077.0
64840	547.0	830.0
64843	1.0	2.0
64844	5280.0	6256.0
64847	4088.0	5747.0
64849	212.0	123.0
64848	2023.0	2353.0
64839	2061.0	3949.0
64850	9.0	17.0
64852	665.0	659.0
64854	1184.0	1827.0
64853	1116.0	1947.0
64856	3691.0	8216.0
64855	12875.0	15268.0
64858	742.0	1018.0
64857	932.0	1540.0
64859	431.0	266.0
387911	13.0	4.0
387914	1662.0	12457.0
100144494	0.0	0.0
64860	1178.0	942.0
64863	513.0	667.0
133619	4703.0	10516.0
64864	1191.0	1151.0
64866	2277.0	2615.0
133615	0.0	0.0
100506172	0.0	0.0
387933	16.0	15.0
100533794	0.0	0.0
387934	1.0	0.0
100533790	4.0	35.0
100506169	31.0	13.0
64881	0.0	0.0
375940	0.0	1.0
399939	0.0	0.0
100506161	104.0	89.0
100506164	10.0	5.0
399937	0.0	0.0
387921	1415.0	1814.0
100288198	147.0	38.0
100288195	1.0	0.0
387923	213.0	47.0
387924	0.0	0.0
64895	1081.0	1202.0
100506195	13.0	12.0
64897	1394.0	1224.0
399909	3021.0	4406.0
100288185	0.0	1.0
100288179	2.0	0.0
121601	23.0	23.0
100288173	0.0	0.0
100506190	3317.0	3985.0
399965	1.0	3.0
399967	1.0	2.0
101060111	0.0	1.0
100506134	4.0	3.0
100533754	0.0	1.0
157638	10101.0	13184.0
399968	0.0	0.0
169611	4615.0	2647.0
145645	1.0	0.0
100132402	2.0	2.0
100132403	1.0	0.0
100132406	100.0	101.0
387978	0.0	0.0
100506126	0.0	1.0
399972	64.0	83.0
157627	0.0	0.0
399979	4104.0	4530.0
121665	6273.0	9547.0
100132415	9.0	11.0
100132417	2.0	5.0
133688	1.0	0.0
399942	26.0	30.0
100506157	28.0	19.0
100533731	0.0	0.0
133686	1478.0	1722.0
157657	372.0	665.0
399940	0.0	0.0
170627	0.0	0.0
170626	5.0	0.0
399947	2.0	11.0
399949	5.0	6.0
399948	525.0	290.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	4506.0	3105.0
133690	24.0	45.0
131034	8.0	1.0
399950	3.0	0.0
101060105	1.0	2.0
387990	21.0	15.0
100506144	314.0	431.0
399959	30.0	9.0
121643	1.0	0.0
121642	1295.0	1348.0
100132439	1.0	0.0
542767	46.0	26.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	23.0	110.0
100132441	0.0	0.0
100462957	0.0	0.0
100533725	3.0	5.0
100533721	0.0	0.0
101060160	0.0	1.0
64801	1530.0	1876.0
64800	237.0	136.0
64802	598.0	447.0
64805	353.0	28.0
100132450	1.0	0.0
100144435	0.0	0.0
100506115	36.0	81.0
399988	3.0	10.0
100506119	168.0	319.0
64816	5.0	1.0
64806	3.0	1.0
100132463	0.0	5.0
100132464	0.0	0.0
145624	2.0	4.0
100132467	0.0	0.0
101060146	86.0	14.0
101060144	0.0	0.0
100506108	0.0	0.0
100132476	0.0	0.0
100132479	0.0	0.0
649489	0.0	0.0
650474	179.0	347.0
101060192	0.0	0.0
101060195	492.0	575.0
4606	2.0	7.0
4607	1.0	5.0
4608	9.0	2.0
4609	13076.0	3163.0
4600	1145.0	1244.0
4601	6349.0	3883.0
4602	2480.0	2910.0
4603	788.0	3164.0
4604	1713.0	6.0
4605	894.0	2965.0
202018	1882.0	1489.0
4617	0.0	0.0
170555	0.0	0.0
4618	0.0	0.0
170554	0.0	0.0
4619	19.0	34.0
170552	0.0	0.0
170559	4.0	10.0
202020	101.0	115.0
170556	3.0	1.0
4610	521.0	259.0
4611	0.0	0.0
4613	66.0	59.0
170550	5.0	1.0
4615	2862.0	3192.0
4616	3185.0	3589.0
100506311	263.0	63.0
101060176	0.0	0.0
101060171	0.0	0.0
4628	5192.0	4623.0
4629	31560.0	1553.0
170589	9.0	30.0
4620	10.0	17.0
4621	147.0	53.0
4622	10.0	37.0
4624	0.0	0.0
4625	0.0	0.0
4626	5.0	34.0
4627	85821.0	89902.0
432369	5.0	17.0
100506301	7.0	0.0
101060189	0.0	0.0
100506305	93.0	7.0
4640	9.0	3.0
4641	13810.0	15226.0
170575	899.0	273.0
4632	0.0	1.0
4633	4.0	1.0
4634	21.0	80.0
4635	4.0	17.0
170572	5.0	1.0
4636	568.0	528.0
4637	48810.0	73502.0
4638	27377.0	6703.0
157556	7.0	1.0
133584	1571.0	1165.0
4650	3312.0	4195.0
4651	2616.0	3262.0
170529	1.0	1.0
170527	0.0	6.0
170526	0.0	1.0
202051	152.0	138.0
170524	0.0	0.0
145567	1021.0	937.0
202052	913.0	611.0
170523	0.0	0.0
4642	5023.0	8747.0
4643	2802.0	3025.0
253639	214.0	139.0
4644	1732.0	2539.0
4645	3813.0	2782.0
4646	5283.0	7494.0
4647	283.0	129.0
253635	1232.0	1014.0
4648	40.0	18.0
4649	2655.0	1999.0
4660	7199.0	1287.0
4661	361.0	529.0
2001	10346.0	5392.0
2000	1159.0	2185.0
170517	6.0	3.0
170516	16.0	10.0
145581	218.0	86.0
169522	0.0	4.0
170511	0.0	0.0
170510	0.0	0.0
170514	1.0	2.0
170513	0.0	0.0
4653	220.0	0.0
4654	0.0	0.0
4656	3.0	1.0
4659	3139.0	3846.0
4670	14458.0	15441.0
4671	24.0	21.0
4673	27024.0	22525.0
4674	444.0	42.0
2012	12023.0	7893.0
2011	5730.0	5963.0
2010	3402.0	3612.0
2009	577.0	1517.0
170542	0.0	0.0
2006	3421.0	4803.0
170541	3.0	8.0
2005	2326.0	3752.0
170548	2.0	4.0
2004	3490.0	3962.0
170547	0.0	0.0
2003	0.0	15.0
2002	2366.0	2676.0
4664	2375.0	2222.0
4665	1824.0	2271.0
4666	78359.0	43901.0
4668	2407.0	3535.0
170540	0.0	0.0
4669	3079.0	5552.0
157567	2028.0	4703.0
4680	1764.0	8350.0
4681	2717.0	6097.0
4682	1088.0	773.0
4683	5840.0	15118.0
4684	1011.0	57.0
4685	1006.0	2664.0
2023	53828.0	60396.0
2022	7734.0	6893.0
2021	204.0	213.0
170539	3.0	4.0
2020	20.0	11.0
170533	5.0	1.0
2019	321.0	198.0
2018	111.0	105.0
2017	13247.0	18707.0
2016	122.0	1441.0
170537	1.0	3.0
2015	9.0	26.0
170536	3.0	2.0
2014	1136.0	2664.0
170535	0.0	0.0
2013	12064.0	13243.0
4675	306.0	474.0
100134934	12.0	1.0
157570	79.0	299.0
4676	12884.0	17664.0
4677	7434.0	8331.0
4678	4533.0	4271.0
100134938	0.0	2.0
157574	161.0	221.0
4690	2131.0	1948.0
4691	40744.0	28594.0
4692	1931.0	1527.0
4693	121.0	23.0
4694	5635.0	6268.0
4695	2650.0	4257.0
4696	1852.0	2538.0
2034	15649.0	7614.0
2033	6026.0	7248.0
2030	11410.0	12770.0
100288165	49.0	24.0
2029	13620.0	15680.0
2028	496.0	722.0
2027	162.0	112.0
2026	1762.0	4468.0
2025	0.0	0.0
4686	1802.0	2642.0
4688	294.0	569.0
4689	234.0	215.0
348487	26.0	8.0
2045	239.0	273.0
2044	15.0	16.0
2043	865.0	301.0
2042	1472.0	1741.0
2041	1027.0	865.0
2040	11159.0	6414.0
2039	1702.0	325.0
2038	48.0	3.0
2037	4790.0	2572.0
2036	6183.0	6233.0
2035	3086.0	3030.0
4697	10106.0	17102.0
4698	3463.0	4079.0
735301	210.0	149.0
4699	0.0	0.0
2056	15.0	49.0
2055	753.0	478.0
2054	316.0	539.0
2053	2983.0	240.0
100288149	0.0	0.0
2052	14034.0	34075.0
2051	885.0	276.0
2050	6559.0	4810.0
100288142	101.0	57.0
253650	46.0	1.0
2049	6849.0	3275.0
2048	402.0	1646.0
2047	1760.0	64.0
2046	1.0	29.0
2067	3538.0	2485.0
2066	2948.0	8074.0
2065	29657.0	38653.0
2064	15662.0	17414.0
2063	2600.0	3124.0
2060	4095.0	3962.0
253665	3.0	3.0
100288130	0.0	0.0
2059	4888.0	5346.0
2058	9222.0	14415.0
2057	294.0	296.0
2070	15.0	73.0
649446	218.0	222.0
2078	2111.0	833.0
2077	2052.0	1795.0
2074	609.0	725.0
2073	1916.0	988.0
2072	632.0	791.0
100288122	40.0	30.0
2071	3068.0	2480.0
2069	1.0	31.0
2068	1441.0	1589.0
2081	1688.0	1289.0
649458	0.0	0.0
2086	806.0	861.0
105751187	0.0	0.0
100288111	0.0	0.0
2079	5051.0	7041.0
170591	7.0	5.0
2091	15095.0	8177.0
2099	17239.0	26468.0
2098	7071.0	2976.0
100653515	0.0	5.0
64951	587.0	460.0
64949	2810.0	3025.0
64960	3346.0	4196.0
64963	1489.0	1263.0
64965	2240.0	2702.0
64968	2227.0	3873.0
64969	2212.0	2203.0
100132372	3.0	3.0
64975	1261.0	1629.0
64976	2163.0	3115.0
64979	943.0	1197.0
100132380	4.0	1.0
64978	300.0	248.0
100132382	0.0	0.0
100132386	0.0	0.0
64981	1725.0	1020.0
64983	2516.0	2764.0
100132396	0.0	0.0
100132399	0.0	0.0
100616668	31.0	4.0
287015	0.0	0.0
100506299	13.0	16.0
121512	1079.0	523.0
100288083	7.0	2.0
101060200	280.0	244.0
100288077	3.0	10.0
100288072	4.0	3.0
121504	118.0	340.0
121506	917.0	590.0
101060233	0.0	0.0
121551	792.0	516.0
100506246	0.0	0.0
133558	0.0	0.0
100506244	0.0	0.0
157506	1306.0	1171.0
100506243	39.0	22.0
121549	3.0	6.0
101060211	0.0	0.0
100533851	1.0	2.0
170506	2791.0	3962.0
100506275	0.0	0.0
170504	2.0	0.0
170503	0.0	0.0
100132308	0.0	0.0
121536	1578.0	1455.0
101060226	488.0	287.0
64900	940.0	803.0
64902	5.0	3.0
64901	142.0	60.0
145553	102.0	157.0
100132311	0.0	0.0
157530	28.0	10.0
100506211	194.0	350.0
100506215	103.0	143.0
121599	0.0	0.0
100132321	0.0	0.0
100132322	0.0	0.0
100533844	0.0	4.0
100506205	0.0	1.0
101060280	0.0	0.0
64922	7.0	4.0
64921	1469.0	2364.0
64924	2906.0	3921.0
100533849	0.0	0.0
64926	263.0	242.0
64925	1818.0	1912.0
64919	418.0	137.0
100132332	0.0	0.0
133522	582.0	420.0
100506233	252.0	133.0
104644205	0.0	0.0
100506237	0.0	0.0
4705	6876.0	5886.0
64928	2169.0	4323.0
4706	2211.0	3259.0
64927	1218.0	623.0
100132341	562.0	230.0
4707	1951.0	2685.0
4708	2572.0	5186.0
4709	1856.0	3331.0
100132346	0.0	0.0
145501	6.0	6.0
145508	305.0	245.0
4700	2761.0	3249.0
4701	128.0	226.0
4702	2469.0	3374.0
4703	76.0	32.0
4704	1904.0	2660.0
101060264	29.0	7.0
100506229	1.0	2.0
64940	385.0	463.0
64943	2657.0	3489.0
64946	427.0	608.0
204777	1.0	0.0
4716	4007.0	4317.0
4717	2628.0	2617.0
100132352	377.0	177.0
4718	2045.0	2585.0
4719	6554.0	9611.0
100132355	0.0	4.0
100132358	0.0	0.0
4710	7840.0	11900.0
4711	4369.0	5833.0
4712	1684.0	1977.0
4713	3741.0	3218.0
4714	1512.0	1978.0
4715	11308.0	20291.0
100506412	0.0	0.0
407039	0.0	0.0
407036	0.0	0.0
407037	0.0	0.0
100506413	0.0	0.0
407030	0.0	0.0
407031	0.0	0.0
407034	0.0	0.0
407035	0.0	0.0
407032	4.0	0.0
407033	0.0	0.0
4728	3706.0	5196.0
4729	777.0	1125.0
4720	6244.0	10125.0
4722	3925.0	4897.0
4723	7575.0	5820.0
4724	2745.0	3086.0
4725	6172.0	5570.0
4726	2748.0	4055.0
407027	0.0	0.0
407028	0.0	0.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	0.0	0.0
407022	0.0	0.0
4738	3049.0	4675.0
4739	9213.0	6771.0
100506409	86.0	143.0
4730	68.0	56.0
4731	2401.0	1694.0
4733	3216.0	3894.0
4734	1148.0	1282.0
4735	26490.0	41603.0
4736	79991.0	36742.0
407016	5.0	2.0
407017	0.0	1.0
100506433	141.0	477.0
407014	8.0	2.0
407015	2.0	0.0
4750	1086.0	1013.0
407018	2.0	0.0
100506436	30.0	50.0
4751	363.0	1473.0
407019	11.0	1.0
407013	3.0	0.0
407010	3.0	4.0
407011	11.0	0.0
192217	19.0	13.0
4741	47.0	89.0
4744	98.0	526.0
4745	60.0	89.0
4747	26.0	59.0
407006	2.0	0.0
407003	5.0	0.0
100506421	5.0	0.0
650368	120.0	55.0
407004	0.0	0.0
407009	0.0	0.0
4760	0.0	0.0
4761	2.0	0.0
407007	1.0	0.0
100506424	0.0	0.0
4762	0.0	0.0
407008	0.0	0.0
2100	27.0	14.0
649395	0.0	3.0
348180	714.0	885.0
407001	0.0	0.0
407002	4.0	3.0
407000	0.0	0.0
4752	639.0	621.0
4753	655.0	235.0
100506428	221.0	418.0
4756	6466.0	4072.0
4758	7182.0	12433.0
4759	0.0	0.0
4771	2520.0	2353.0
4772	1227.0	1044.0
4773	1090.0	1032.0
348174	0.0	1.0
2110	1523.0	1096.0
2108	3343.0	3289.0
2107	9019.0	12097.0
2104	486.0	243.0
2103	5.0	4.0
2101	2105.0	1536.0
4763	4490.0	6262.0
4764	0.0	0.0
4768	0.0	0.0
2109	4118.0	3394.0
4780	8481.0	9670.0
4781	17681.0	3216.0
4782	11206.0	8206.0
4783	1515.0	1255.0
4784	12713.0	2218.0
2122	698.0	1161.0
2121	1018.0	1470.0
2120	7450.0	3451.0
143282	234.0	137.0
2119	2201.0	836.0
2118	791.0	102.0
100303743	0.0	1.0
2117	3635.0	4039.0
2116	98.0	133.0
100303745	0.0	0.0
2115	1494.0	971.0
2114	5429.0	2375.0
167227	1871.0	2651.0
2113	4623.0	6258.0
143279	712.0	1279.0
4774	5248.0	3058.0
4775	1735.0	1991.0
4776	1589.0	2517.0
4778	40.0	28.0
4779	24781.0	31863.0
4790	3804.0	3403.0
348158	3.0	0.0
4791	1743.0	1468.0
4792	12171.0	4128.0
4793	929.0	1055.0
348156	26.0	15.0
4794	854.0	920.0
4795	1946.0	1382.0
407052	0.0	0.0
2132	5676.0	8907.0
407053	0.0	0.0
2131	3112.0	5778.0
407050	0.0	0.0
2130	12330.0	12098.0
407051	0.0	0.0
407056	0.0	0.0
407054	4.0	0.0
407055	0.0	0.0
2128	3.0	3.0
2125	2690.0	3805.0
2124	417.0	660.0
2123	217.0	503.0
255919	626.0	834.0
407049	0.0	0.0
407047	0.0	0.0
407048	0.0	0.0
407041	0.0	0.0
407042	2.0	0.0
407040	2.0	0.0
2140	1438.0	1511.0
407045	0.0	0.0
407046	0.0	0.0
407043	0.0	0.0
407044	0.0	0.0
2139	2660.0	1823.0
2138	35.0	39.0
2137	2645.0	3478.0
2135	750.0	966.0
2134	446.0	393.0
4796	1170.0	2446.0
100303728	142.0	108.0
4798	2199.0	1322.0
4799	4005.0	2479.0
255928	1.0	57.0
255926	0.0	0.0
2155	159.0	259.0
2153	285.0	132.0
2152	2753.0	573.0
2151	706.0	4561.0
2150	924.0	1493.0
253314	9.0	3.0
2149	2725.0	8061.0
100288042	0.0	0.0
2147	0.0	1.0
2146	625.0	1395.0
2145	4025.0	2500.0
348120	0.0	2.0
2166	1476.0	1716.0
2165	0.0	0.0
100288038	2.0	0.0
2162	2098.0	4094.0
2161	99.0	67.0
2160	0.0	0.0
100288035	0.0	0.0
2159	553.0	202.0
2158	0.0	1.0
2157	1382.0	813.0
652959	3.0	0.0
348110	2315.0	1771.0
2177	602.0	857.0
2176	796.0	917.0
2175	487.0	1066.0
2173	946.0	25.0
2172	15.0	5.0
2171	796.0	718.0
2170	267.0	349.0
338799	610.0	612.0
100288022	0.0	0.0
100303755	281.0	481.0
2169	0.0	1.0
2168	0.0	0.0
2167	21273.0	167.0
2180	15981.0	7956.0
2188	1324.0	2233.0
2187	31.0	74.0
2186	5657.0	5353.0
2185	1826.0	1193.0
2184	3146.0	2126.0
338785	48.0	190.0
2182	2291.0	2926.0
2181	9184.0	6370.0
100288013	0.0	0.0
2178	495.0	414.0
255967	2716.0	2921.0
2191	641.0	8095.0
649324	0.0	0.0
2199	7321.0	15493.0
652972	42.0	37.0
100288008	0.0	0.0
2197	25136.0	15914.0
2196	3132.0	632.0
338773	2206.0	3696.0
652974	0.0	0.0
2195	9997.0	9247.0
652975	0.0	0.0
2194	52392.0	139531.0
2193	3303.0	3574.0
2192	15565.0	16323.0
104355140	0.0	0.0
652978	0.0	1.0
104355141	24.0	23.0
104355143	4.0	0.0
104355145	0.0	0.0
104355146	0.0	0.0
104355147	0.0	0.0
652980	0.0	0.0
